,Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactions_raw,bitcoin-sentinusd_raw,bitcoin-transactionvalue_raw,bitcoin-mediantransactionvalue_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-confirmationtime_raw,bitcoin-size_raw,bitcoin-fee_to_reward_raw,bitcoin-difficulty_raw,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,bitcoin-activeaddresses_raw,bitcoin-tweets_raw,google_trends-btc_raw,difficulty-btc-sma-3,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-3,difficulty-btc-std-7,difficulty-btc-std-14,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-var-3,difficulty-btc-var-7,difficulty-btc-var-14,difficulty-btc-var-30,difficulty-btc-var-90,difficulty-btc-trx-3,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-3,difficulty-btc-rsi-7,difficulty-btc-rsi-14,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-3,difficulty-btc-roc-7,difficulty-btc-roc-14,difficulty-btc-roc-30,difficulty-btc-roc-90,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-3,hashrate-btc-std-7,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-3,hashrate-btc-var-7,hashrate-btc-var-14,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-3,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-rsi-3,hashrate-btc-rsi-7,hashrate-btc-rsi-14,hashrate-btc-rsi-30,hashrate-btc-rsi-90,hashrate-btc-roc-3,hashrate-btc-roc-7,hashrate-btc-roc-14,hashrate-btc-roc-30,hashrate-btc-roc-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-3,mining_profitability-btc-std-7,mining_profitability-btc-std-14,mining_profitability-btc-std-30,mining_profitability-btc-std-90,mining_profitability-btc-var-3,mining_profitability-btc-var-7,mining_profitability-btc-var-14,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-3,mining_profitability-btc-trx-7,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-3,mining_profitability-btc-rsi-7,mining_profitability-btc-rsi-14,mining_profitability-btc-rsi-30,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-3,mining_profitability-btc-roc-7,mining_profitability-btc-roc-14,mining_profitability-btc-roc-30,mining_profitability-btc-roc-90,sentinusd-btc-sma-3,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-sma-30,sentinusd-btc-sma-90,sentinusd-btc-ema-3,sentinusd-btc-ema-7,sentinusd-btc-ema-14,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-wma-3,sentinusd-btc-wma-7,sentinusd-btc-wma-14,sentinusd-btc-wma-30,sentinusd-btc-wma-90,sentinusd-btc-std-3,sentinusd-btc-std-7,sentinusd-btc-std-14,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-3,sentinusd-btc-var-7,sentinusd-btc-var-14,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-3,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-trx-30,sentinusd-btc-trx-90,sentinusd-btc-rsi-3,sentinusd-btc-rsi-7,sentinusd-btc-rsi-14,sentinusd-btc-rsi-30,sentinusd-btc-rsi-90,sentinusd-btc-roc-3,sentinusd-btc-roc-7,sentinusd-btc-roc-14,sentinusd-btc-roc-30,sentinusd-btc-roc-90,transactionfees-btc-sma-3,transactionfees-btc-sma-7,transactionfees-btc-sma-14,transactionfees-btc-sma-30,transactionfees-btc-sma-90,transactionfees-btc-ema-3,transactionfees-btc-ema-7,transactionfees-btc-ema-14,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-wma-3,transactionfees-btc-wma-7,transactionfees-btc-wma-14,transactionfees-btc-wma-30,transactionfees-btc-wma-90,transactionfees-btc-std-3,transactionfees-btc-std-7,transactionfees-btc-std-14,transactionfees-btc-std-30,transactionfees-btc-std-90,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-var-14,transactionfees-btc-var-30,transactionfees-btc-var-90,transactionfees-btc-trx-3,transactionfees-btc-trx-7,transactionfees-btc-trx-14,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-3,transactionfees-btc-rsi-7,transactionfees-btc-rsi-14,transactionfees-btc-rsi-30,transactionfees-btc-rsi-90,transactionfees-btc-roc-3,transactionfees-btc-roc-7,transactionfees-btc-roc-14,transactionfees-btc-roc-30,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-30,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-ema-90,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-wma-90,median_transaction_fee-btc-std-3,median_transaction_fee-btc-std-7,median_transaction_fee-btc-std-14,median_transaction_fee-btc-std-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-var-3,median_transaction_fee-btc-var-7,median_transaction_fee-btc-var-14,median_transaction_fee-btc-var-30,median_transaction_fee-btc-var-90,median_transaction_fee-btc-trx-3,median_transaction_fee-btc-trx-7,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-3,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-3,median_transaction_fee-btc-roc-7,median_transaction_fee-btc-roc-14,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-3,confirmationtime-btc-sma-7,confirmationtime-btc-sma-14,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-3,confirmationtime-btc-ema-7,confirmationtime-btc-ema-14,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-3,confirmationtime-btc-wma-7,confirmationtime-btc-wma-14,confirmationtime-btc-wma-30,confirmationtime-btc-wma-90,confirmationtime-btc-std-3,confirmationtime-btc-std-7,confirmationtime-btc-std-14,confirmationtime-btc-std-30,confirmationtime-btc-std-90,confirmationtime-btc-var-3,confirmationtime-btc-var-7,confirmationtime-btc-var-14,confirmationtime-btc-var-30,confirmationtime-btc-var-90,confirmationtime-btc-trx-3,confirmationtime-btc-trx-7,confirmationtime-btc-trx-14,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,confirmationtime-btc-rsi-3,confirmationtime-btc-rsi-7,confirmationtime-btc-rsi-14,confirmationtime-btc-rsi-30,confirmationtime-btc-rsi-90,confirmationtime-btc-roc-3,confirmationtime-btc-roc-7,confirmationtime-btc-roc-14,confirmationtime-btc-roc-30,confirmationtime-btc-roc-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-30,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-3,marketcap-btc-std-7,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-var-3,marketcap-btc-var-7,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-3,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-3,marketcap-btc-rsi-7,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-3,marketcap-btc-roc-7,marketcap-btc-roc-14,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-3,transactionvalue-btc-sma-7,transactionvalue-btc-sma-14,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-ema-3,transactionvalue-btc-ema-7,transactionvalue-btc-ema-14,transactionvalue-btc-ema-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-3,transactionvalue-btc-wma-7,transactionvalue-btc-wma-14,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,transactionvalue-btc-std-3,transactionvalue-btc-std-7,transactionvalue-btc-std-14,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-3,transactionvalue-btc-var-7,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-3,transactionvalue-btc-trx-7,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,transactionvalue-btc-rsi-3,transactionvalue-btc-rsi-7,transactionvalue-btc-rsi-14,transactionvalue-btc-rsi-30,transactionvalue-btc-rsi-90,transactionvalue-btc-roc-3,transactionvalue-btc-roc-7,transactionvalue-btc-roc-14,transactionvalue-btc-roc-30,transactionvalue-btc-roc-90,mediantransactionvalue-btc-sma-3,mediantransactionvalue-btc-sma-7,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-3,mediantransactionvalue-btc-ema-7,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-3,mediantransactionvalue-btc-wma-7,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-3,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-3,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-3,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-rsi-3,mediantransactionvalue-btc-rsi-7,mediantransactionvalue-btc-rsi-14,mediantransactionvalue-btc-rsi-30,mediantransactionvalue-btc-rsi-90,mediantransactionvalue-btc-roc-3,mediantransactionvalue-btc-roc-7,mediantransactionvalue-btc-roc-14,mediantransactionvalue-btc-roc-30,mediantransactionvalue-btc-roc-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-3,fee_to_reward-btc-std-7,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-3,fee_to_reward-btc-var-7,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-3,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,fee_to_reward-btc-rsi-3,fee_to_reward-btc-rsi-7,fee_to_reward-btc-rsi-14,fee_to_reward-btc-rsi-30,fee_to_reward-btc-rsi-90,fee_to_reward-btc-roc-3,fee_to_reward-btc-roc-7,fee_to_reward-btc-roc-14,fee_to_reward-btc-roc-30,fee_to_reward-btc-roc-90
0,2013/04/01,1039517192,94.715,52572,127826531,2592,64.987,0.0777,0.0474,7.273,139256,0.867,6695826,65502112131790,7220,75756,8193,15.248,6695826,6695826,5956136,5182950,3906368,6690038,6526779,6096133,5385392,4296620,6695826,6695826,6368099,5652157,4430808,null,null,1745325,1899346,2161986,-0.047,-0.031,761539976695,901878886924,1168545930405,0.845,2.593,1.93,1.046,0.271,100,99.999,99.825,97.889,91.841,null,null,38.125,53.297,124.72,59387909975187,55235596298287,53495262808157,44956251399826,31776180357082,60545619812057,57115545498179,53347760970783,46935502677847,35799562131248,60620238288447,57669081336507,55439878831239,49808994690260,37564285480092,9120893942289,11901094115686,11490406893431,19252887180085,22738053510663,2.079767657662E+25,3.5409010287602E+25,3.3007362644153E+25,9.2668416192271E+25,1.2925476936344E+26,3.2,1.91,2,1.373,0.372,77.994,68.982,65.815,63.35,59.085,10.888,25.713,37.126,103.342,169.207,6932,6562,6279,5449,3913,6990,6648,6242,5603,4403,7035,6806,6442,5894,4650,504.649,1354,1716,2048,2778,63668,458425,736163,1048771,1929846,2.936,1.855,1.522,1.215,0.091,72.736,64.03,61.336,59.099,54.763,11.668,49.29,55.716,91.032,221.516,136793392,139714681,114652550,91370923,50015639,131886335,129648871,118892108,97859408,62957053,132859864,136938285,124388332,108319605,67298533,20870632,54791921,68367721,99974157,83568369,108895819104772,750538663727116,1168536324447388,2498708038563228,1.745918089683E+15,0.285,3.421,3.636,3.029,0.276,45.669,51.823,52.973,53.374,52.504,10.973,33.96,-24.997,178.738,578.504,0.089,0.085,0.072,0.056,0.031,0.084,0.082,0.073,0.06,0.038,0.086,0.086,0.079,0.065,0.042,0.015,0.018,0.031,0.043,0.045,null,null,null,null,0.001,1.552,4.663,3.644,2.712,1.218,32.854,52.805,56.505,56.924,55.785,-8.219,23.759,92.283,155.409,624.061,0.045,0.042,0.037,0.03,0.017,0.045,0.042,0.038,0.032,0.021,0.046,0.044,0.04,0.034,0.023,0.003,0.007,0.013,0.019,0.023,null,null,null,null,null,3.721,4.009,2.987,2.482,1.11,99.267,87.21,74.007,68.162,65.414,9.383,36.98,104.747,185.993,606.456,8.039,8.684,8.088,8.4,9.146,7.883,8.213,8.263,8.368,8.93,7.864,8.282,8.318,8.24,8.698,1.096,2.272,2.656,2.341,2.697,0.3,1.291,1.763,1.37,1.818,-2.487,0.415,-0.129,-0.275,-0.057,25.463,41.308,45.686,47.519,48.845,-12.121,-27.273,-4.04,-26.768,-18.182,991852178,931090321,806312686,616948319,352418998,997954603,929243159,824742386,669282203,428855865,1005258635,966815475,881124856,725365498,468618640,68971698,151770276,284722845,409268958,455860515,1189273771995648,5758554150824320,20266774602124288,41875270042962048,51952202336932928,3.762,4.438,3.675,2.586,1.097,99.471,97.077,95.218,93.977,91.946,9.511,37.332,105.943,189.415,630.491,2797,2821,2385,1883,1039,2716,2644,2446,2019,1335,2781,2746,2542,2254,1380,451.284,1180,1325,2031,1697,50914,348197,438600,1030745,719749,1.371,2.682,3.688,3.059,-0.116,46.101,51.323,52.81,53.419,52.041,27.99,19.15,-35.304,192.726,314.433,54.192,59.708,54.928,41.397,26.683,58.86,56.845,53.027,44.502,31.061,57.27,58.068,55.935,48.928,32.651,15.712,14.73,17.452,31.265,28.818,61.716,54.242,76.139,244.368,207.617,0.639,2.199,3.449,2.119,0.207,67.893,60.871,60.148,58.647,53.99,0.504,35.164,17.119,294.659,347.641,1.136,1.301,1.154,1.279,1.237,1.06,1.172,1.189,1.215,1.157,1.037,1.22,1.205,1.188,1.245,0.494,0.554,0.555,1.147,0.956,0.061,0.077,0.077,0.329,0.229,-5.388,1.014,-0.381,0.05,0.742,22.288,40.508,45.841,48.122,49.775,-37.176,-28.973,9.279,-37.847,38.401
1,2013/04/02,1183101461,107.749,63095,257306533,4400,94.955,0.105,0.0539,7.956,175443,1.338,6695826,61845596902013,7990,91875,15039,17.192,6695826,6695826,6088148,5260549,3947659,6692932,6569041,6176092,5469936,4349349,6695826,6695826,6466725,5749761,4492115,null,null,1667845,1949365,2230475,-0.031,-0.039,695426590110,950005633515,1243754847226,0.52,2.333,1.948,1.085,0.279,100,99.999,99.825,97.889,91.841,null,null,38.125,53.297,124.72,60633728191775,56894215515944,54665535479792,45919538052526,32209968678589,61195608357035,58298058349138,54480805761613,47897444240696,36372002455880,61849081751860,59321581487439,56553256710420,50898629883949,38225151777783,9102326460793,11887441553889,11315233330806,19640918710600,23513282442924,2.0713086749713E+25,3.5327816674279E+25,3.2008626332648E+25,9.6441421949099E+25,1.3821861281017E+26,3.023,2.016,2.017,1.406,0.384,60.324,61.645,61.746,61.015,58.01,6.432,23.112,36.039,87.712,171.197,7394,6924,6503,5582,3977,7490,6984,6475,5757,4482,7564,7164,6670,6058,4740,867.382,1331,1734,2170,2884,188088,442945,751741,1177343,2079147,4.09,2.171,1.605,1.241,0.104,85.18,70.829,65.333,61.39,55.757,20.96,46.529,64.347,99.278,257.863,172086337,160510202,126344266,99082516,52609580,194596434,161563287,137347365,108146320,67228470,193116435,166336248,143408864,119025128,71854377,120549663,93416847,99072350,113391979,94000481,3633055319328504,2181676812812860,2453832649331916,3214435238744518,2209022600061441,11.5,4.752,3.89,3.121,0.312,85.518,70.608,63.528,60.03,56.112,69.92,130.277,174.834,891.213,978.768,0.092,0.09,0.075,0.059,0.032,0.094,0.088,0.078,0.063,0.04,0.094,0.091,0.083,0.068,0.043,0.022,0.016,0.034,0.045,0.047,null,null,null,0.001,0.001,3.267,4.561,3.733,2.777,1.251,72.591,68.067,64.356,61.462,58.315,10.08,57.259,80.899,288.8,869.772,0.049,0.045,0.039,0.032,0.017,0.05,0.045,0.04,0.033,0.021,0.05,0.047,0.042,0.036,0.023,0.008,0.008,0.014,0.02,0.024,null,null,null,null,null,5.183,4.233,3.127,2.534,1.139,99.745,91.746,78.528,71.179,67.414,23.206,50.27,109.704,231.964,716.218,7.916,8.459,8.051,8.367,9.13,7.92,8.149,8.222,8.341,8.909,7.822,8.099,8.3,8.212,8.672,1.02,2.202,2.648,2.337,2.708,0.26,1.212,1.753,1.366,1.833,-2.192,0.144,-0.129,-0.272,-0.059,46.585,47.608,48.526,48.764,49.24,-4.42,-16.575,-6.077,-11.05,-15.47,1066526516,987933018,850756175,644647072,364007125,1090528032,992707735,872523596,702431833,445432691,1100883277,1029818260,931363359,761891508,486875397,172592861,185038396,310676905,444769123,485734098,7447073949761536,8559801974466176,24130034807257856,49454893286101248,58984403517226944,5.227,4.586,3.792,2.665,1.129,99.816,98.25,96.519,95.152,93.08,23.358,50.675,110.932,235.976,744.047,3368,3064,2545,2012,1081,3558,3083,2706,2172,1403,3583,3140,2811,2417,1454,1520,1604,1673,2160,1835,577832,643025,699432,1166540,841849,8.567,3.561,3.769,3.125,-0.089,77.818,65.467,60.736,58.41,54.376,63.75,63.172,103.484,693.76,576.302,70.337,63.554,57.343,44.077,27.577,76.908,66.372,58.618,47.757,32.466,77.652,66.879,61.272,52.383,34.151,36.623,28.777,26.981,35.145,32.06,335.304,207.029,181.992,308.786,256.962,9.154,3.113,3.531,2.21,0.23,87.003,75.133,69.764,64.878,56.682,104.119,39.571,55.315,552.337,554.221,1.094,1.322,1.163,1.286,1.243,1.199,1.214,1.209,1.223,1.161,1.138,1.229,1.229,1.192,1.248,0.385,0.547,0.563,1.145,0.953,0.037,0.075,0.079,0.328,0.227,-2.693,0.73,-0.33,0.038,0.733,60.03,53.497,51.379,50.663,50.838,-8.601,12.433,11.04,20.765,60.341
2,2013/04/03,1318189886,120.003,63766,252194497,4478,102.533,0.133,0.06,8.229,184209,1.596,6695826,60270367548897,8852,107142,14907,26.608,6695826,6695826,6220161,5338147,3988950,6694379,6600737,6245390,5549026,4400920,6695826,6695826,6547748,5842360,4552514,null,null,1542023,1986041,2293952,-0.039,-0.031,594458447418,986089374520,1315553871298,0.314,2.064,1.943,1.122,0.288,100,99.999,99.825,97.889,91.841,null,null,38.125,53.297,124.72,62539358860900,58975896856611,55777688549531,46674364484225,32616029589136,60732987952966,58791135649077,55252747333251,48695697357354,36897241249133,61667401430421,60165619495677,57300567652967,51824489851457,38841863840867,4382926598167,7672492273609,10182774073258,20044305085355,24166298674113,4.8025113912307E+24,1.4716784422149E+25,2.5922221956753E+25,1.004435415887E+26,1.4600249790161E+26,1.982,1.991,2.015,1.435,0.396,52.62,58.516,60.024,60.029,57.554,10.479,31.887,34.832,60.185,154.039,8021,7363,6645,5743,4050,8171,7451,6792,5957,4578,8293,7645,6984,6269,4847,1333,1543,2113,2388,3037,444283,595387,1116414,1426075,2305788,5.722,2.668,1.738,1.276,0.117,91.608,76.602,69.172,63.741,56.831,26.973,53.077,28.977,120.425,288.861,212442521,168111305,137048586,106494613,55179282,223395466,184221089,152660316,117439750,71293657,233170515,189257322,160188894,128903321,76240859,119737853,111593301,117121782,122981011,102642361,3584288340399376,3113266217989468,3429377969952188,3781082247256206,2633863588145095,15.085,6.252,4.28,3.248,0.353,81.958,69.363,62.927,59.682,55.943,92.33,26.739,146.442,745.395,1105,0.105,0.096,0.081,0.062,0.034,0.114,0.099,0.085,0.067,0.042,0.114,0.102,0.091,0.073,0.046,0.045,0.034,0.041,0.051,0.052,0.001,null,null,0.001,0.001,8.329,5.18,3.956,2.871,1.288,85.946,77.254,70.496,65.489,60.746,42.924,48.617,186.43,361.681,1028,0.054,0.048,0.041,0.033,0.018,0.055,0.049,0.043,0.035,0.022,0.056,0.051,0.045,0.037,0.024,0.01,0.012,0.017,0.023,0.025,null,null,null,null,null,6.968,4.66,3.319,2.599,1.17,99.867,94.058,81.743,73.612,69.112,34.759,51.448,107.789,79.898,808.284,7.819,8.064,8.152,8.373,9.123,8.074,8.169,8.223,8.334,8.894,7.978,8.042,8.324,8.203,8.652,0.804,0.765,2.559,2.335,2.714,0.162,0.146,1.638,1.363,1.841,-1.122,-0.002,-0.126,-0.268,-0.061,54.336,50.103,49.658,49.261,49.398,-3.429,-25.143,20.571,2.286,-7.429,1180269513,1052246046,899864027,676520635,377094375,1204358959,1074078272,931945768,742158159,464614168,1226714962,1112382477,993687854,805345883,507846447,227570546,267956086,368052436,493549055,522966667,12947088329366272,17950115993704064,33865648882136320,60897667527970752,68373533812904336,7.014,4.954,3.958,2.756,1.163,99.904,98.785,97.272,95.925,93.897,34.928,51.865,109.011,264.158,839.301,3823,3122,2697,2144,1125,4018,3432,2942,2321,1470,4138,3494,3068,2576,1528,1743,1766,1939,2260,1965,759120,779856,940396,1276352,964945,11.537,4.649,3.964,3.214,-0.059,78.629,65.964,61.039,58.607,54.473,43.935,9.947,90.559,782.281,725.071,87.492,69.235,60.546,46.873,28.497,89.721,75.413,64.473,51.291,34.005,93.75,76.624,67.298,56.154,35.799,32.423,39.584,35.642,39.665,35.657,262.805,391.727,317.592,393.331,317.859,13.429,4.432,3.763,2.327,0.256,89.397,77.547,71.628,66.21,57.321,100.771,63.35,77.719,449.577,419.627,1.267,1.292,1.227,1.299,1.25,1.398,1.31,1.26,1.247,1.17,1.389,1.297,1.287,1.212,1.255,0.604,0.453,0.541,1.151,0.953,0.091,0.051,0.073,0.331,0.227,2.736,1.028,-0.212,0.036,0.725,71.432,59.191,54.145,51.995,51.407,48.108,-11.535,127.579,30.544,72.575
