bitcoin-marketcap_raw,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-30,hashrate-btc-sma-90,hashrate-btc-std-90,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-var-14,mining_profitability-btc-trx-90,sentinusd-btc-ema-30,transactionfees-btc-sma-90,transactionfees-btc-ema-90,transactionfees-btc-std-90,transactionfees-btc-var-90,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-std-14,median_transaction_fee-btc-trx-90,confirmationtime-btc-sma-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-wma-90,marketcap-btc-rsi-90,transactionvalue-btc-ema-30,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-std-90,transactions-btc-var-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,top100cap-btc-sma-90,top100cap-btc-trx-90,activeaddresses-btc-sma-90
9587594542,2.143,2.711,2.628,100.0,99.995,55.906,2481464269189500.0,3088353602527499.0,3.9588080747206e+29,2.3844819935611e+30,2.354,2.586,593.192,374.867,462.689,392.827,185.731,8624.0,-0.931,785990776,0.139,0.158,0.233,0.014,0.05,0.029,0.059,7.787,7.942,-0.069,3486667305,78.484,12055,15634.0,11682.0,61101577,34119990,0.883,245.423,13977.0,3.82,1.637,0.67,60127,55520,19758,97598717,82682,88039,20.272,0.011,93997
10730289044,2.051,2.665,2.626,100.0,99.995,55.906,2528333518085500.0,3102139892460300.0,3.7771984029604e+29,2.4058179780984e+30,2.308,2.575,665.576,393.795,461.791,400.279,225.02,12659.0,-0.933,918396755,0.142,0.161,0.234,0.014,0.053,0.031,0.058,7.795,7.954,-0.067,3665342926,80.252,13289,17169.0,12939.0,73697924,41856439,0.967,265.724,17362.0,3.889,1.636,0.669,61608,55926,21443,114948384,85982,91589,20.289,0.011,95379
11254886229,1.954,2.616,2.622,100.0,99.995,55.906,2581173130934200.0,3133983207786844.0,3.5209741981102e+29,2.4554626866725e+30,2.264,2.564,730.204,411.879,460.038,407.451,256.07,16393.0,-0.935,1053435490,0.144,0.164,0.236,0.014,0.057,0.033,0.058,7.805,7.958,-0.065,3853256329,80.978,14535,18801.0,14160.0,88367648,50126583,1.059,286.873,21162.0,4.004,1.637,0.67,63240,56330,23211,134687204,88982,94879,20.307,0.012,96628
11826898270,1.866,2.567,2.617,100.0,99.995,62.277,2638418458777400.0,3180807879461660.0,3.7577880526214e+29,2.5293846915113e+30,2.225,2.553,774.114,427.288,456.985,413.438,260.686,16989.0,-0.937,1143001481,0.147,0.166,0.237,0.014,0.06,0.034,0.059,7.826,7.969,-0.063,4051328900,81.719,15456,19501.0,14978.0,95068599,56087422,1.155,305.424,24300.0,4.133,1.636,0.669,64629,56803,24173,146083457,91118,97326,20.323,0.013,97756
12682051948,1.819,2.524,2.612,100.0,99.996,80.956,2692703613078457.0,3216788056869048.0,3.9955101115899e+29,2.5869313507038e+30,2.188,2.542,781.825,446.126,455.94,421.525,276.668,19136.0,-0.938,1190767536,0.149,0.169,0.238,0.014,0.064,0.036,0.06,7.844,7.977,-0.061,4265654553,82.735,16185,19784.0,15605.0,97852478,60876830,1.252,321.466,25901.0,4.233,1.636,0.669,65197,57121,24369,148459172,91738,98260,20.339,0.014,98944
11038486608,1.793,2.485,2.606,100.0,99.996,80.956,2761099822887100.0,3307085768370500.0,5.3813942462728e+29,2.7342040698397e+30,2.163,2.531,736.173,458.85,452.748,425.815,256.671,16470.0,-0.939,1198201146,0.15,0.171,0.239,0.014,0.066,0.033,0.063,7.852,7.967,-0.06,4441115070,74.666,16381,19505.0,15832.0,95113300,62661624,1.346,333.496,27233.0,4.298,1.639,0.672,66090,57354,24531,150438023,92409,99195,20.355,0.015,100094
11070978963,1.777,2.447,2.6,100.0,99.996,80.956,2823320120804400.0,3355026968414700.0,5.9829660088348e+29,2.8140514896974e+30,2.142,2.521,688.159,470.361,448.604,428.796,234.426,13739.0,-0.94,1201577448,0.152,0.172,0.24,0.014,0.069,0.032,0.066,7.87,7.993,-0.058,4614951073,74.715,16459,19152.0,15995.0,91699588,63959740,1.436,346.222,28327.0,4.327,1.64,0.673,67304,57614,24793,153671028,93251,100242,20.372,0.016,101271
11880028583,1.761,2.411,2.593,100.0,99.996,80.956,2884911465212809.0,3403847524198691.0,6.3631736294509e+29,2.8965444919984e+30,2.122,2.51,674.928,488.042,450.012,436.195,239.919,14390.0,-0.941,1196193081,0.155,0.174,0.24,0.014,0.072,0.031,0.07,7.852,7.979,-0.056,4804219923,75.896,16371,18718.0,16079.0,87594575,64630700,1.52,356.413,29009.0,4.313,1.643,0.675,68695,57888,25117,157719541,94443,101570,20.387,0.017,102352
12514095135,1.741,2.374,2.585,100.0,99.996,80.956,2949273605251300.0,3457157622341449.0,6.8367808845214e+29,2.9879847064284e+30,2.105,2.5,685.453,501.695,449.559,441.309,201.227,10123.0,-0.942,1204501782,0.157,0.176,0.24,0.014,0.075,0.028,0.074,7.856,7.991,-0.055,5004866706,76.757,16451,18381.0,16220.0,84461833,65768401,1.599,365.486,29828.0,4.273,1.644,0.676,69832,58098,25516,162763869,95853,103060,20.404,0.018,103617
11966086645,1.713,2.337,2.576,100.0,99.996,71.573,3007167040650700.0,3485056190684162.0,6.5808732811139e+29,3.0364041630565e+30,2.085,2.489,724.485,515.999,449.872,446.934,174.147,7582.0,-0.943,1217798226,0.159,0.179,0.241,0.014,0.077,0.024,0.08,7.864,8.005,-0.053,5190747349,74.434,16587,18033.0,16375.0,81300104,67036972,1.674,378.685,31939.0,4.239,1.645,0.677,70889,58347,26045,169581232,97488,104755,20.421,0.018,104848
11067183762,1.678,2.299,2.567,100.0,99.996,38.455,3073699767460000.0,3535173705674875.0,7.1684764212535e+29,3.1243632823238e+30,2.067,2.478,700.822,531.453,451.215,452.745,168.215,7074.0,-0.943,1204579686,0.161,0.18,0.24,0.014,0.079,0.021,0.085,7.83,7.984,-0.052,5354277308,70.877,16490,17535.0,16429.0,76866774,67477163,1.742,386.71,32564.0,4.179,1.648,0.679,71457,58570,26161,171096489,97892,105227,20.439,0.019,106035
8708859864,1.635,2.26,2.556,100.0,99.996,38.455,3145088106202693.0,3596815276112300.0,7.9709837027928e+29,3.2342700326188e+30,2.054,2.467,639.669,539.714,449.083,453.801,191.032,9123.0,-0.943,1233842709,0.165,0.185,0.245,0.015,0.08,0.023,0.091,7.81,7.974,-0.05,5463600961,62.902,17055,17425.0,16825.0,75903675,70774061,1.809,394.849,33538.0,4.107,1.648,0.679,71694,58806,26096,170255961,97682,105051,20.457,0.02,107084
8867502070,1.584,2.219,2.545,100.0,99.996,38.455,3208797755780044.0,3630878877955199.0,7.4617324750827e+29,3.2958203565953e+30,2.038,2.456,587.555,548.275,446.756,456.0,196.998,9702.0,-0.944,1210140733,0.166,0.185,0.244,0.015,0.08,0.022,0.097,7.814,7.965,-0.049,5574616780,63.184,17175,16957.0,16970.0,71885955,71997797,1.872,394.683,33393.0,3.994,1.652,0.682,71301,58693,26207,171699023,95765,103137,20.476,0.021,107535
10355946029,1.527,2.178,2.533,100.0,99.996,38.455,3276795956320700.0,3679760451647767.0,7.0679903942171e+29,3.3851592453777e+30,2.024,2.445,530.635,554.333,445.175,458.126,204.873,10493.0,-0.944,1195882811,0.168,0.186,0.243,0.015,0.081,0.02,0.103,7.821,7.973,-0.048,5716516054,65.659,17149,16413.0,17039.0,67350437,72578444,1.929,393.784,33312.0,3.852,1.654,0.684,71581,58808,26198,171588550,95645,102929,20.496,0.022,108486
11091432811,1.493,2.139,2.52,100.0,99.996,51.77,3350107279676376.0,3744202626113000.0,7.6365197303926e+29,3.5047633263478e+30,2.014,2.435,562.418,563.866,443.599,461.41,205.542,10562.0,-0.944,1165287858,0.17,0.187,0.242,0.015,0.083,0.019,0.109,7.824,7.966,-0.047,5872392978,66.775,16780,15821.0,17019.0,62575162,72410477,1.978,400.15,33316.0,3.693,1.655,0.684,71916,59013,26177,171306147,95539,102694,20.519,0.022,109373
10743391422,1.524,2.112,2.509,100.0,99.997,77.784,3423919612237577.0,3810502666714000.0,8.699052729484e+29,3.6299826432587e+30,2.006,2.424,541.565,569.783,440.952,462.356,214.263,11477.0,-0.944,1150267927,0.172,0.188,0.241,0.015,0.084,0.019,0.115,7.846,7.986,-0.046,6018259334,65.752,16648,15054.0,17037.0,56658158,72560922,2.02,406.477,33229.0,3.519,1.656,0.686,72247,59180,26190,171479143,95447,102415,20.543,0.023,110216
10334494909,1.589,2.094,2.498,100.0,99.997,77.784,3498166573058100.0,3870291879441200.0,9.6702505661014e+29,3.7447898080171e+30,2.0,2.414,514.005,573.591,438.167,462.792,221.616,12278.0,-0.943,1124591167,0.174,0.188,0.24,0.014,0.084,0.019,0.122,7.866,8.007,-0.044,6152868315,64.577,16446,14544.0,17032.0,52880151,72523800,2.057,409.583,33158.0,3.333,1.657,0.686,72245,59329,26009,169118686,94611,101318,20.569,0.024,110930
10537959468,1.665,2.08,2.488,100.0,99.997,77.784,3572967343389302.0,3928016595015041.0,1.0541438307123e+30,3.8573285926784e+30,1.995,2.404,481.224,579.419,435.508,464.069,223.769,12518.0,-0.943,1101200550,0.175,0.189,0.239,0.014,0.085,0.019,0.128,7.884,8.016,-0.043,6289779563,64.893,16261,14079.0,17022.0,49555113,72435843,2.088,413.327,32958.0,3.144,1.657,0.687,72086,59514,25788,166248955,94238,100611,20.596,0.025,111952
10355708429,1.738,2.07,2.478,100.0,99.997,77.784,3651670117212900.0,4011453134993300.0,1.1562158689936e+30,4.022939063562e+30,1.993,2.395,491.322,582.64,435.679,465.858,194.8,9487.0,-0.943,1062748886,0.177,0.189,0.238,0.014,0.086,0.017,0.135,7.877,8.003,-0.042,6420465928,64.374,15864,13748.0,16961.0,47251515,71917158,2.112,415.699,32633.0,2.953,1.661,0.69,71574,59518,25784,166201192,93543,99532,20.622,0.026,112989
10114244669,1.798,2.061,2.468,100.0,99.997,77.784,3737666313507479.0,4108633296626956.0,1.2823673410205e+30,4.2202168915379e+30,1.996,2.386,479.384,583.174,434.894,465.623,209.158,10937.0,-0.943,1017188930,0.178,0.189,0.238,0.014,0.086,0.017,0.142,7.863,8.009,-0.041,6543669977,63.69,15318,14315.0,16906.0,51230073,71455964,2.128,416.229,32373.0,2.76,1.665,0.693,71287,59522,25779,166133735,92563,98130,20.648,0.026,113784
9389330110,1.84,2.052,2.458,100.0,99.997,77.784,3820154394777500.0,4178150218363200.0,1.3882536957612e+30,4.364234811802e+30,2.0,2.378,469.541,584.846,433.062,466.322,216.181,11684.0,-0.942,1053434385,0.174,0.189,0.224,0.013,0.086,0.018,0.149,7.853,7.993,-0.04,6648825826,61.702,15861,14346.0,17151.0,51449738,73536182,2.144,416.865,32133.0,2.576,1.188,0.353,72027,59538,25801,166417517,93079,98160,20.675,0.027,114946
8163095363,1.864,2.042,2.448,100.0,99.997,67.37,3911688332063839.0,4275256791902432.0,1.6105116938393e+30,4.569455159177e+30,2.007,2.37,422.641,583.752,430.467,465.073,199.802,9980.0,-0.942,1052221186,0.173,0.188,0.224,0.012,0.085,0.019,0.155,7.835,7.977,-0.039,6725093878,58.574,15857,14076.0,17160.0,49535412,73619210,2.157,418.609,31891.0,2.401,1.13,0.319,72573,59617,25855,167114149,93510,98063,20.701,0.028,115832
6728817650,1.867,2.03,2.438,100.0,99.997,49.036,4002504406282985.0,4375725336025419.0,1.8164966099444e+30,4.7867430540837e+30,2.018,2.363,380.87,579.63,427.617,462.198,216.666,11736.0,-0.942,1052684647,0.172,0.187,0.224,0.013,0.083,0.022,0.161,7.831,7.963,-0.038,6768203589,55.261,15722,14119.0,17132.0,49838293,73374012,2.166,411.955,31787.0,2.241,1.106,0.306,72655,59858,26251,172285092,94974,98957,20.727,0.029,116967
7477721321,1.852,2.017,2.427,100.0,99.997,49.036,4100948609207300.0,4504245995911857.0,2.0674736258845e+30,5.072057997922e+30,2.033,2.357,342.455,573.895,425.21,460.525,201.405,10141.0,-0.941,1036899225,0.173,0.186,0.222,0.012,0.082,0.022,0.166,7.822,7.931,-0.038,6826480165,56.559,15485,14252.0,17077.0,50777026,72907181,2.17,401.009,31552.0,2.086,1.109,0.307,71898,59983,26337,173411406,95238,98735,20.752,0.03,117863
8058557197,1.821,2.001,2.416,100.0,99.997,49.036,4193628862408900.0,4593344482866317.0,2.2002226834711e+30,5.2747033845696e+30,2.048,2.351,322.017,570.719,422.733,458.1,174.372,7601.0,-0.941,1008022131,0.174,0.185,0.221,0.012,0.081,0.022,0.171,7.828,7.937,-0.037,6896042717,57.525,15138,14327.0,16999.0,51314135,72239127,2.17,395.682,31209.0,1.933,1.111,0.309,71482,60123,26306,173006524,94779,97881,20.777,0.03,118832
7312365176,1.831,1.991,2.405,100.0,99.998,75.147,4277200528108700.0,4640776403906943.0,2.1442766391552e+30,5.3842014077649e+30,2.056,2.345,317.684,564.193,419.821,455.11,192.651,9279.0,-0.941,980288075,0.175,0.184,0.22,0.012,0.08,0.023,0.176,7.848,7.962,-0.036,6947584393,55.909,14843,14611.0,16922.0,53370030,71588222,2.166,389.059,30855.0,1.775,1.113,0.31,70957,60181,26246,172212611,93691,96407,20.803,0.031,119541
7509740013,1.896,1.992,2.396,100.0,99.998,93.758,4370039993316207.0,4724083114250016.0,2.2041959145117e+30,5.5792403175855e+30,2.062,2.339,294.377,553.681,416.991,452.071,198.779,9878.0,-0.941,953322292,0.176,0.183,0.219,0.012,0.078,0.024,0.181,7.867,7.976,-0.036,7002026507,56.238,14589,14807.0,16858.0,54812718,71043906,2.158,381.249,30604.0,1.614,1.117,0.312,70155,60044,26271,172540157,92264,94569,20.828,0.032,120025
7652888251,1.985,1.999,2.388,100.0,99.998,93.758,4467476999746100.0,4817940216671012.0,2.3277883532647e+30,5.803136982854e+30,2.069,2.333,282.758,542.781,414.029,449.061,198.901,9890.0,-0.941,920526792,0.177,0.182,0.218,0.012,0.077,0.024,0.185,7.885,7.989,-0.035,7058128504,56.476,14191,15181.0,16787.0,57616720,70454504,2.146,373.759,30372.0,1.453,1.121,0.314,69546,59952,26296,172864113,91347,93218,20.854,0.033,120847
7877506406,2.075,2.01,2.38,100.0,99.998,93.758,4564323339196631.0,4909825771094917.0,2.3942962141522e+30,6.0265972756269e+30,2.074,2.327,281.666,532.74,411.816,446.191,176.423,7781.0,-0.94,897438292,0.178,0.181,0.217,0.012,0.076,0.022,0.188,7.902,8.003,-0.034,7117646200,56.848,13938,15414.0,16717.0,59401033,69864191,2.131,372.172,30132.0,1.297,1.124,0.316,69379,59967,26284,172715465,90858,92283,20.88,0.033,121426
7992904507,2.152,2.022,2.374,100.0,99.998,93.758,4658215051621296.0,4985846134245026.0,2.4116490134687e+30,6.2146654185915e+30,2.077,2.321,280.088,522.16,410.888,443.224,173.42,7519.0,-0.94,875791807,0.179,0.181,0.215,0.012,0.076,0.02,0.192,7.902,8.024,-0.033,7178126842,57.039,13711,15593.0,16638.0,60784183,69209785,2.114,373.333,29836.0,1.154,1.127,0.317,68834,59943,26297,172886262,90509,91443,20.901,0.034,122004
8667980009,2.208,2.034,2.367,100.0,99.998,93.758,4755252261888868.0,5058454773465297.0,2.4114275739632e+30,6.3969911737985e+30,2.078,2.315,296.495,513.111,409.73,441.43,165.826,6875.0,-0.94,846461107,0.178,0.181,0.215,0.012,0.075,0.019,0.196,7.901,8.027,-0.032,7251844474,58.135,13380,13623.0,16561.0,46393922,68569028,2.094,366.222,29657.0,1.019,1.104,0.305,67763,59992,26216,171817261,89716,90151,20.923,0.035,122499
8759625914,2.241,2.045,2.361,100.0,99.998,93.758,4859393254825791.0,5150338199288242.0,2.3714708036598e+30,6.6314958917619e+30,2.078,2.309,311.047,497.287,408.477,439.613,146.763,5385.0,-0.94,819262277,0.18,0.181,0.214,0.011,0.075,0.017,0.199,7.897,8.025,-0.031,7325810937,58.281,13051,12739.0,16479.0,40570273,67888585,2.072,349.877,29439.0,0.891,1.108,0.307,66334,60104,25999,168992634,89075,89049,20.944,0.035,123138
8704024111,2.249,2.052,2.354,100.0,99.998,93.758,4954555085419783.0,5200094299852824.0,2.2610754106717e+30,6.7602451818405e+30,2.074,2.302,312.585,480.398,407.101,436.821,113.935,3245.0,-0.94,793823149,0.181,0.181,0.213,0.011,0.074,0.015,0.203,7.91,8.062,-0.03,7396770146,58.157,12811,11229.0,16394.0,31522457,67189513,2.048,330.795,29262.0,0.764,1.11,0.308,64638,60180,25815,166602411,87835,87423,20.964,0.036,123633
8664365741,2.234,2.056,2.347,100.0,99.998,86.151,5043694317193799.0,5215359312186112.0,2.1241655626277e+30,6.7999931888016e+30,2.061,2.294,313.867,467.086,406.172,435.194,100.42,2521.0,-0.94,780593745,0.182,0.181,0.212,0.011,0.074,0.012,0.206,7.907,8.077,-0.029,7465086573,58.067,12734,9989.0,16323.0,24946219,66606635,2.023,312.576,29245.0,0.639,1.112,0.309,63347,60226,25735,165572704,86487,85742,20.984,0.036,124176
8880104088,2.198,2.056,2.34,100.0,99.998,66.937,5144009971285891.0,5275815340753467.0,2.0436498868534e+30,6.9585568774324e+30,2.047,2.286,310.6,450.164,404.98,433.24,59.418,882.634,-0.94,766923510,0.183,0.181,0.211,0.011,0.074,0.012,0.209,7.914,8.086,-0.028,7536382356,58.419,12609,8892.0,16248.0,19768949,66001144,1.997,301.235,29028.0,0.522,1.115,0.311,62694,60209,25746,165710138,86429,85384,21.005,0.037,124875
8848410602,2.145,2.052,2.333,100.0,99.998,66.937,5246934257878156.0,5334468842599542.0,2.1223569011446e+30,7.1141394581663e+30,2.032,2.278,326.674,439.448,404.071,431.585,48.397,585.563,-0.94,738698271,0.184,0.181,0.21,0.011,0.074,0.013,0.213,7.917,8.084,-0.027,7605167803,58.346,12285,8902.0,16175.0,19811273,65404756,1.969,290.187,28834.0,0.411,1.118,0.312,61918,60063,25857,167142944,85614,84298,21.023,0.037,125024
9027564716,2.077,2.044,2.325,100.0,99.998,66.937,5356393265189245.0,5425445896142044.0,2.2005444411529e+30,7.3588657929911e+30,2.02,2.27,331.97,431.467,403.904,430.374,52.844,698.109,-0.94,716024283,0.185,0.181,0.208,0.011,0.074,0.011,0.216,7.915,8.064,-0.026,7676054325,58.641,12087,8866.0,16082.0,19652203,64654487,1.94,279.252,28575.0,0.304,1.122,0.315,60833,59880,26107,170390214,84034,82454,21.036,0.038,125102
9275962711,2.058,2.042,2.317,100.0,99.999,98.764,5471426943763958.0,5523116429472982.0,2.3052215276019e+30,7.6262037733786e+30,2.011,2.263,300.612,412.733,402.18,426.402,64.24,1032.0,-0.94,702348653,0.187,0.181,0.206,0.011,0.074,0.011,0.219,7.945,8.127,-0.025,7750507852,59.047,11941,8901.0,15988.0,19804788,63906554,1.911,272.795,28250.0,0.208,1.123,0.315,60072,59912,26074,169962133,84076,82226,21.05,0.038,125767
9653676428,2.066,2.044,2.311,100.0,99.999,100.518,5571885775746590.0,5556568928071471.0,2.2044425837941e+30,7.7188645631023e+30,1.997,2.255,292.448,400.148,400.583,424.27,63.831,1019.0,-0.94,700775259,0.188,0.181,0.205,0.01,0.074,0.011,0.222,7.971,8.149,-0.024,7831334510,59.655,11927,8726.0,15880.0,19037296,63043592,1.882,266.23,27864.0,0.127,1.124,0.316,59451,60085,25889,167556030,84546,82487,21.064,0.038,126627
9859310390,2.082,2.047,2.304,100.0,99.999,100.518,5672988628562439.0,5603258198472351.0,2.0018728387574e+30,7.8491256096869e+30,1.98,2.246,267.109,385.73,400.027,421.466,65.043,1058.0,-0.94,687843922,0.19,0.181,0.203,0.01,0.074,0.011,0.225,7.998,8.198,-0.022,7914666782,59.983,11792,8494.0,15765.0,18035443,62131369,1.852,253.044,27438.0,0.053,1.126,0.317,58411,60188,25684,164918863,83854,81670,21.078,0.039,127244
10586963510,2.095,2.05,2.298,100.0,99.999,100.518,5787676376980272.0,5679765377813056.0,2.0216959978905e+30,8.064933686751e+30,1.966,2.237,312.361,373.886,400.532,420.563,70.963,1259.0,-0.94,694006727,0.191,0.182,0.202,0.01,0.075,0.011,0.229,7.979,8.186,-0.021,8011927724,61.112,11920,8450.0,15680.0,17850385,61464045,1.823,246.739,27129.0,-0.009,1.127,0.318,57964,60344,25468,162154639,83914,81662,21.092,0.039,127906
11416358515,2.098,2.053,2.292,100.0,99.999,100.518,5918401694014767.0,5818635658961878.0,2.3437080934396e+30,8.4641302329357e+30,1.958,2.23,323.748,368.556,400.654,419.218,71.618,1282.0,-0.94,707247187,0.195,0.187,0.205,0.011,0.076,0.014,0.232,7.965,8.181,-0.019,8125178853,62.337,12043,6979.0,15592.0,12177997,60780803,1.795,239.464,26781.0,-0.059,1.126,0.317,57952,60591,25297,159985585,84897,82622,21.107,0.039,129047
10571674123,2.087,2.053,2.286,100.0,99.999,100.518,6045582357681042.0,5943231683593713.0,2.4446160873703e+30,8.830500711218e+30,1.954,2.223,335.765,360.551,400.467,417.204,70.2,1232.0,-0.94,712549150,0.197,0.188,0.204,0.01,0.077,0.014,0.236,7.966,8.185,-0.018,8217428279,60.378,12095,6488.0,15498.0,10524649,60049529,1.767,237.388,26417.0,-0.104,1.128,0.318,58467,60727,25210,158885433,84919,82675,21.122,0.039,129747
9871565110,2.062,2.05,2.28,100.0,99.999,100.518,6173797456916762.0,6060901690558224.0,2.5643777903541e+30,9.1836323256529e+30,1.953,2.216,319.342,352.757,400.047,415.208,67.64,1144.0,-0.94,704336254,0.198,0.188,0.202,0.01,0.078,0.014,0.24,7.966,8.174,-0.017,8292063550,58.829,11993,6219.0,15380.0,9668077,59136025,1.739,233.865,26008.0,-0.146,1.13,0.32,58394,60778,25195,158702171,84841,82591,21.137,0.04,130490
10019535543,2.022,2.044,2.273,100.0,99.999,82.927,6302417640357663.0,6169972278125155.0,2.7016721306741e+30,9.5171394782082e+30,1.954,2.209,316.542,343.968,400.063,413.689,67.758,1148.0,-0.939,686425008,0.2,0.188,0.2,0.01,0.078,0.014,0.244,7.957,8.151,-0.016,8367896648,59.053,11754,6324.0,15276.0,9997034,58339408,1.711,230.428,25625.0,-0.186,1.133,0.321,58107,60856,25126,157830234,84777,82539,21.15,0.04,131093
10018449122,1.97,2.034,2.266,100.0,99.999,56.16,6441429623996398.0,6322181561335957.0,3.0225284683846e+30,9.9924949236241e+30,1.958,2.204,305.758,336.97,399.071,410.977,69.783,1217.0,-0.939,669939569,0.201,0.188,0.198,0.01,0.079,0.013,0.247,7.968,8.146,-0.015,8441616558,59.051,11548,6276.0,15162.0,9846512,57471631,1.682,227.718,25151.0,-0.224,1.136,0.322,57668,60909,25049,156858846,84396,82187,21.164,0.04,131765
10591030492,1.908,2.021,2.258,100.0,99.999,56.16,6577722910611378.0,6471046516784594.0,3.2581126327564e+30,1.0468610755598e+31,1.964,2.198,312.18,332.575,399.039,409.436,68.557,1175.0,-0.939,648102793,0.202,0.189,0.196,0.01,0.08,0.013,0.251,7.971,8.121,-0.015,8525832683,59.916,11225,6427.0,15067.0,10327345,56756040,1.652,225.837,24697.0,-0.26,1.139,0.324,57588,60960,24987,156091283,84027,81856,21.177,0.04,132236
10436027877,1.836,2.004,2.25,100.0,99.999,56.16,6706277472481748.0,6581947681620332.0,3.2844160522918e+30,1.0830508820897e+31,1.969,2.193,313.58,327.204,398.751,408.031,68.734,1181.0,-0.939,627534983,0.204,0.189,0.194,0.009,0.081,0.012,0.255,7.985,8.099,-0.014,8604422228,59.572,10956,6496.0,14972.0,10550933,56043715,1.621,222.323,24310.0,-0.297,1.142,0.326,57267,60883,25075,157183980,83103,80955,21.19,0.04,132620
9998496558,1.824,1.995,2.242,100.0,99.999,90.484,6872002897396517.0,6882959863403101.0,4.3882694885858e+30,1.1843784120305e+31,1.984,2.189,289.706,316.809,396.931,403.774,88.372,1952.0,-0.939,612216592,0.205,0.189,0.193,0.009,0.081,0.011,0.259,8.018,8.111,-0.014,8671223317,58.609,10771,6562.0,14870.0,10764757,55281536,1.591,220.152,23979.0,-0.332,1.144,0.327,57248,60858,25101,157509491,82761,80616,21.203,0.04,133360
10119223760,1.855,1.993,2.236,100.0,99.999,97.011,7002854808871387.0,7000460269694093.0,4.5269255667581e+30,1.2251610996891e+31,1.996,2.185,259.617,310.598,396.508,400.296,93.474,2184.0,-0.939,609177787,0.206,0.19,0.192,0.009,0.081,0.01,0.262,8.04,8.13,-0.013,8738625779,58.795,10774,6449.0,14765.0,10398773,54502274,1.561,219.814,23734.0,-0.363,1.143,0.327,57418,60931,25019,156485971,82471,80320,21.217,0.04,133786
10259201593,1.905,1.995,2.23,100.0,99.999,97.011,7143025659159528.0,7129524103474639.0,4.6593215986149e+30,1.2707528485506e+31,2.005,2.181,235.875,303.837,396.727,397.382,90.643,2054.0,-0.939,599898707,0.208,0.191,0.191,0.009,0.082,0.009,0.266,8.032,8.125,-0.013,8807027706,59.011,10608,4361.0,14665.0,4754105,53765679,1.531,216.315,23395.0,-0.393,1.143,0.327,57160,61095,24836,154212590,82510,80333,21.231,0.04,134359
10182545514,1.955,1.999,2.225,100.0,99.999,97.011,7306787617681414.0,7354516674228067.0,5.4376032984218e+30,1.3522228877875e+31,2.018,2.178,244.832,299.028,396.006,393.759,88.824,1972.0,-0.939,590744778,0.209,0.191,0.19,0.009,0.083,0.008,0.27,8.035,8.12,-0.012,8871641114,58.84,10494,3867.0,14551.0,3738761,52936176,1.501,213.032,22977.0,-0.42,1.144,0.327,56792,61062,24853,154414892,82067,79906,21.246,0.04,134875
9833758380,1.997,2.004,2.22,100.0,99.999,97.011,7444568172681725.0,7478995230380538.0,5.5908272307095e+30,1.3983842414014e+31,2.027,2.175,233.868,295.898,394.927,389.579,99.18,2459.0,-0.939,571755719,0.21,0.192,0.189,0.009,0.083,0.007,0.273,8.068,8.151,-0.011,8926518494,58.068,10200,3878.0,14485.0,3759422,52450515,1.471,207.953,22689.0,-0.446,1.145,0.328,56044,61104,24825,154069772,81792,79669,21.261,0.04,135284
9935042058,2.023,2.007,2.214,100.0,99.999,97.011,7572722620941851.0,7548334550799402.0,5.6127295902085e+30,1.4244338622698e+31,2.028,2.171,231.058,292.697,394.594,386.514,100.252,2513.0,-0.939,552010074,0.211,0.192,0.187,0.009,0.083,0.007,0.277,8.08,8.156,-0.011,8981666297,58.229,9902,4062.0,14410.0,4125745,51909191,1.44,204.564,22322.0,-0.474,1.147,0.329,55423,61128,24783,153546222,80853,78834,21.276,0.04,135652
10102671627,2.031,2.009,2.209,100.0,99.999,97.011,7714394813179504.0,7660884967576174.0,5.7185525452967e+30,1.4672289621609e+31,2.025,2.166,230.345,289.86,393.646,382.891,94.952,2254.0,-0.939,544553221,0.212,0.192,0.185,0.009,0.084,0.007,0.28,8.099,8.166,-0.01,9038528132,58.496,9895,4058.0,14301.0,4117289,51132512,1.41,202.056,22050.0,-0.501,1.149,0.33,54854,60991,24938,155481635,80083,78175,21.292,0.04,135791
