bitcoin-marketcap_raw,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-30,hashrate-btc-sma-90,hashrate-btc-std-90,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-var-14,mining_profitability-btc-trx-90,sentinusd-btc-ema-30,transactionfees-btc-sma-90,transactionfees-btc-ema-90,transactionfees-btc-std-90,transactionfees-btc-var-90,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-std-14,median_transaction_fee-btc-trx-90,confirmationtime-btc-sma-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-wma-90,marketcap-btc-rsi-90,transactionvalue-btc-ema-30,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-std-90,transactions-btc-var-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,top100cap-btc-sma-90,top100cap-btc-trx-90,activeaddresses-btc-sma-90
4060711236,0.292,0.215,0.324,84.951,84.969,6.686,3.1619568566756243e+17,5.7996113081472e+16,4.6461090315893e+32,8.4088728313972e+32,0.228,0.301,3.08,2.78,3.133,2.874,0.391,0.038,-1.086,249658065,0.04,0.042,0.021,0.001,0.026,0.003,-0.356,9.82,9.808,0.035,3427361420,48.577,2895,2286.0,1868.0,1306635,872656,-0.3,56.696,819.115,-0.865,0.168,0.007,98240,92806,21237,112756652,164980,166463,21.018,0.032,211020
4009443994,0.286,0.218,0.322,84.951,84.969,6.686,3.1667258395048166e+17,5.766539029468702e+16,4.6691396288847e+32,8.3132430945965e+32,0.226,0.299,3.045,2.801,3.12,2.876,0.402,0.04,-1.083,248842839,0.04,0.042,0.021,0.001,0.027,0.003,-0.356,9.82,9.809,0.035,3436618293,48.298,2893,2279.0,1868.0,1298648,872111,-0.3,56.987,817.6,-0.838,0.167,0.007,98206,93026,20947,109698362,164684,165952,21.002,0.032,211595
3874168653,0.278,0.22,0.32,84.951,84.969,6.686,3.1724599272830054e+17,5.713121839840378e+16,4.4403091175353e+32,8.1599402892153e+32,0.223,0.298,3.009,2.825,3.102,2.87,0.373,0.035,-1.08,246367895,0.04,0.042,0.021,0.001,0.027,0.002,-0.355,9.828,9.834,0.034,3443061525,47.568,2872,2263.0,1868.0,1279752,872645,-0.3,56.213,829.099,-0.816,0.166,0.007,98276,93135,20767,107819916,164592,165626,20.985,0.031,211357
3882361636,0.27,0.221,0.318,84.951,84.969,6.686,3.176473199364027e+17,5.690292856723327e+16,3.7875641729221e+32,8.0948581988191e+32,0.218,0.296,3.063,2.832,3.09,2.87,0.316,0.025,-1.077,240063087,0.04,0.042,0.021,0.001,0.027,0.002,-0.354,9.827,9.84,0.034,3449871664,47.616,2809,2271.0,1879.0,1289595,883046,-0.3,55.875,836.081,-0.801,0.167,0.007,97318,93029,20839,108566794,163402,164185,20.968,0.031,211410
4010403902,0.261,0.222,0.316,84.951,84.969,6.686,3.183755487256372e+17,5.605809801513612e+16,3.7935198588176e+32,7.8562758826865e+32,0.213,0.294,2.991,2.838,3.074,2.869,0.309,0.024,-1.074,240529984,0.04,0.042,0.021,0.001,0.027,0.002,-0.352,9.83,9.852,0.034,3459673707,48.371,2793,2250.0,1879.0,1265685,882629,-0.3,56.87,814.867,-0.782,0.167,0.007,97534,93076,20927,109485944,163743,164338,20.952,0.03,211562
3976505646,0.251,0.223,0.314,84.951,84.969,6.686,3.189633727780903e+17,5.506454020276429e+16,3.582665409904e+32,7.5802589693546e+32,0.206,0.292,3.011,2.839,3.063,2.865,0.313,0.025,-1.071,237963299,0.04,0.042,0.021,0.001,0.027,0.002,-0.351,9.83,9.883,0.034,3468838496,48.185,2759,2247.0,1877.0,1262398,880576,-0.3,57.657,805.691,-0.76,0.166,0.007,98011,93088,20941,109629732,163149,163567,20.935,0.029,211465
3711914210,0.241,0.224,0.312,84.951,84.969,6.686,3.1973712792683264e+17,5.3810437791652296e+16,3.5985951893379e+32,7.2389080383232e+32,0.199,0.29,3.028,2.856,3.055,2.867,0.286,0.02,-1.068,247763566,0.04,0.042,0.021,0.001,0.028,0.002,-0.35,9.811,9.874,0.034,3472275908,46.767,2844,2273.0,1883.0,1291441,886817,-0.3,58.329,751.2,-0.735,0.166,0.007,97843,93137,20979,110033655,162515,162812,20.919,0.029,211420
3532769354,0.23,0.224,0.311,84.951,84.969,6.686,3.2081995782745434e+17,5.179476588984823e+16,3.6017257845342e+32,6.7067444339605e+32,0.193,0.288,2.873,2.854,3.035,2.856,0.371,0.034,-1.065,248026937,0.04,0.042,0.021,0.001,0.027,0.002,-0.348,9.811,9.889,0.034,3471903630,45.843,2835,2249.0,1884.0,1264776,887090,-0.299,58.14,697.884,-0.714,0.167,0.007,97954,93258,21152,111853071,162150,162330,20.904,0.028,211990
3580986127,0.219,0.223,0.309,84.951,84.969,6.686,3.2132655670862054e+17,5.106476598134981e+16,3.6604870674054e+32,6.5190258118251e+32,0.186,0.286,2.823,2.849,3.022,2.85,0.394,0.039,-1.062,244485040,0.04,0.042,0.02,0.001,0.027,0.002,-0.347,9.81,9.908,0.034,3472764470,46.132,2785,2245.0,1891.0,1260116,894186,-0.299,58.124,660.845,-0.697,0.168,0.007,97875,93440,21208,112449977,161871,161963,20.888,0.027,211745
3581268900,0.208,0.222,0.307,84.951,84.969,6.686,3.220272618269216e+17,5.004336172456915e+16,3.1809238798934e+32,6.2608451317402e+32,0.179,0.284,2.747,2.859,3.011,2.848,0.394,0.039,-1.058,237985951,0.04,0.042,0.02,0.001,0.027,0.003,-0.346,9.794,9.902,0.033,3473831376,46.134,2720,2245.0,1894.0,1260192,896480,-0.299,57.911,670.592,-0.684,0.168,0.007,97819,93594,20982,110061178,161225,161235,20.873,0.027,211793
3663044667,0.196,0.221,0.305,84.681,84.896,6.663,3.2261646136120736e+17,4.863527516176534e+16,3.070457309788e+32,5.9134749751516e+32,0.171,0.282,2.864,2.868,2.987,2.846,0.393,0.039,-1.055,229950903,0.04,0.042,0.02,0.001,0.027,0.003,-0.344,9.81,9.909,0.033,3476882828,46.629,2637,2276.0,1914.0,1294682,915377,-0.299,57.594,640.944,-0.677,0.167,0.007,97548,93529,20984,110082936,160539,160421,20.864,0.026,211910
3703403660,0.181,0.219,0.303,68.819,80.07,5.089,3.229632428183902e+17,4.8938959481933e+16,2.9426054786269e+32,5.9875543879357e+32,0.164,0.28,2.881,2.869,2.974,2.841,0.403,0.041,-1.052,228788896,0.039,0.042,0.02,0.001,0.027,0.003,-0.343,9.813,9.912,0.033,3481009716,46.873,2613,2250.0,1898.0,1265443,900558,-0.3,57.956,610.097,-0.669,0.169,0.007,98155,93601,21109,111398526,160734,160465,20.855,0.025,212029
3532367845,0.164,0.217,0.302,68.819,80.07,5.054,3.239023221757018e+17,5.028615500564236e+16,3.5544380089957e+32,6.3217434631287e+32,0.161,0.279,2.869,2.873,2.96,2.84,0.339,0.029,-1.048,228482171,0.039,0.042,0.02,0.001,0.027,0.003,-0.341,9.801,9.879,0.033,3481570002,45.973,2615,2185.0,1895.0,1193678,898161,-0.3,58.911,598.964,-0.655,0.168,0.007,98420,93719,20971,109946859,160019,159638,20.842,0.024,212216
3406105421,0.147,0.214,0.3,68.819,80.07,0.071,3.2460820431149946e+17,5.1991030450177336e+16,4.2667666701419e+32,6.7576681181782e+32,0.163,0.277,2.753,2.876,2.945,2.831,0.386,0.037,-1.045,228486437,0.039,0.041,0.02,0.001,0.027,0.003,-0.34,9.799,9.859,0.033,3479576596,45.324,2620,2159.0,1876.0,1165197,879753,-0.3,59.262,592.917,-0.64,0.165,0.007,98274,94043,20246,102472072,159535,159002,20.829,0.023,212635
3473031729,0.129,0.21,0.298,68.819,80.07,0.071,3.2534481404053843e+17,5.18018904843879e+16,3.9964810141029e+32,6.7085896443913e+32,0.164,0.275,2.692,2.88,2.926,2.824,0.414,0.043,-1.042,228115457,0.039,0.041,0.018,0.001,0.027,0.003,-0.338,9.801,9.858,0.032,3479279753,45.735,2608,2119.0,1877.0,1122349,880635,-0.301,58.697,568.589,-0.627,0.163,0.007,98141,94321,19934,99338878,159149,158468,20.817,0.023,212977
3433843051,0.111,0.206,0.296,68.819,80.07,0.071,3.26143488477314e+17,5.33393272726917e+16,4.6151572980532e+32,7.1127095847583e+32,0.168,0.274,2.64,2.879,2.914,2.82,0.363,0.033,-1.038,227960185,0.038,0.041,0.017,0.001,0.027,0.003,-0.337,9.79,9.827,0.032,3478345090,45.532,2600,2089.0,1878.0,1090536,881540,-0.301,58.75,545.556,-0.613,0.163,0.007,97944,94573,19605,96088272,159152,158323,20.804,0.022,213150
3492921032,0.095,0.201,0.294,68.819,80.07,0.071,3.267121277905831e+17,5.381777015211866e+16,4.6874447390524e+32,7.2408809603657e+32,0.173,0.273,2.639,2.881,2.895,2.812,0.389,0.038,-1.035,222365743,0.038,0.041,0.017,0.001,0.027,0.003,-0.335,9.803,9.826,0.031,3478922554,45.897,2549,2122.0,1889.0,1125345,891656,-0.301,58.464,550.557,-0.604,0.162,0.007,97496,94703,19251,92648734,158302,157334,20.791,0.021,212746
3384158959,0.08,0.197,0.292,68.819,80.07,0.071,3.269121520079781e+17,5.4025692077308856e+16,4.6425410473751e+32,7.2969385110805e+32,0.176,0.271,2.666,2.882,2.881,2.808,0.36,0.032,-1.031,215935688,0.038,0.041,0.016,0.001,0.027,0.003,-0.334,9.81,9.817,0.031,3477298543,45.331,2483,2151.0,1905.0,1156755,907530,-0.302,57.503,548.759,-0.602,0.162,0.007,97131,94781,19121,91402832,157851,156721,20.78,0.02,213710
3389671171,0.066,0.192,0.29,68.819,80.07,0.071,3.2723204522908115e+17,5.379255440747554e+16,4.6878111219387e+32,7.234097274203e+32,0.177,0.27,2.631,2.881,2.866,2.802,0.342,0.029,-1.028,214098702,0.038,0.041,0.016,0.001,0.026,0.002,-0.332,9.82,9.825,0.03,3476011400,45.366,2450,2137.0,1893.0,1141997,895423,-0.303,57.77,496.014,-0.598,0.163,0.007,97688,95018,19153,91712603,158698,157408,20.767,0.02,214213
3395850308,0.054,0.187,0.289,68.819,80.07,0.071,3.275186216041631e+17,5.394879814893814e+16,4.6863088831547e+32,7.2761820542872e+32,0.177,0.268,2.661,2.883,2.855,2.798,0.339,0.029,-1.024,212298558,0.038,0.041,0.016,0.001,0.026,0.002,-0.331,9.821,9.82,0.03,3475066864,45.405,2408,2143.0,1888.0,1147738,891421,-0.303,58.406,464.492,-0.589,0.162,0.007,98567,95437,19230,92451953,160249,158866,20.755,0.019,214954
3365836303,0.042,0.182,0.287,68.819,80.07,0.071,3.275571764240746e+17,5.393839666155236e+16,4.7574063160475e+32,7.2733765860474e+32,0.175,0.267,2.59,2.862,2.837,2.789,0.278,0.019,-1.021,213784115,0.038,0.041,0.016,0.001,0.026,0.002,-0.329,9.845,9.844,0.029,3473669306,45.246,2395,2003.0,1891.0,1002751,893716,-0.304,58.179,463.555,-0.577,0.158,0.006,99049,96104,18295,83679943,162120,160693,20.742,0.018,216229
3439375607,0.033,0.176,0.285,68.819,80.07,0.071,3.277162306975594e+17,5.405299348059355e+16,4.5168013986505e+32,7.3043152605327e+32,0.173,0.265,2.712,2.863,2.827,2.793,0.307,0.024,-1.017,210970298,0.038,0.04,0.016,0.001,0.026,0.002,-0.328,9.845,9.818,0.029,3474113166,45.717,2354,2027.0,1901.0,1026774,903006,-0.305,57.318,429.346,-0.564,0.157,0.006,99085,96468,18234,83116724,162865,161491,20.729,0.017,216666
3499457349,0.024,0.171,0.283,68.819,80.07,0.071,3.280636546111798e+17,5.460198726551663e+16,4.5842950583948e+32,7.4534425333591e+32,0.171,0.264,2.675,2.857,2.814,2.787,0.322,0.026,-1.014,208132548,0.037,0.04,0.016,0.001,0.026,0.001,-0.326,9.856,9.818,0.028,3476080931,46.1,2316,2049.0,1909.0,1049167,910864,-0.306,56.454,423.77,-0.556,0.155,0.006,99285,96716,18050,81449124,162529,161277,20.717,0.016,216590
3488881371,0.017,0.166,0.281,68.819,80.07,0.071,3.2829837656166266e+17,5.483498580499577e+16,3.9466228486053e+32,7.5171891705852e+32,0.17,0.262,2.767,2.85,2.805,2.785,0.299,0.022,-1.01,201442015,0.037,0.04,0.014,0.001,0.026,0.001,-0.325,9.867,9.809,0.028,3477957620,46.042,2250,2093.0,1920.0,1095129,921243,-0.308,55.373,418.19,-0.554,0.154,0.006,98902,96761,17959,80633734,162248,161111,20.705,0.016,216774
3531385869,0.022,0.161,0.279,83.952,83.569,4.929,3.286015881661989e+17,5.528188409664839e+16,4.0275843541121e+32,7.6402167731882e+32,0.169,0.261,2.638,2.837,2.798,2.781,0.277,0.019,-1.006,194863302,0.037,0.04,0.014,0.001,0.026,0.001,-0.323,9.873,9.806,0.027,3480835190,46.316,2182,2145.0,1940.0,1150733,940421,-0.31,54.139,425.365,-0.561,0.154,0.006,98941,96754,17961,80653500,161385,160384,20.692,0.015,217189
3549165085,0.038,0.159,0.277,85.438,84.142,5.916,3.289182999330467e+17,5.533503993570379e+16,3.9253670301363e+32,7.6549166117148e+32,0.168,0.259,2.577,2.819,2.786,2.772,0.314,0.025,-1.003,193002771,0.037,0.04,0.014,0.001,0.026,0.001,-0.322,9.898,9.84,0.027,3484146092,46.431,2155,2134.0,1934.0,1137999,935454,-0.311,54.411,415.094,-0.567,0.155,0.006,99472,96973,17992,80928449,161546,160644,20.68,0.014,217531
3472966349,0.059,0.157,0.275,85.438,84.142,5.582,3.293659365335911e+17,5.538355890603299e+16,3.9181916865478e+32,7.6683464927451e+32,0.166,0.258,2.576,2.809,2.781,2.771,0.29,0.021,-0.999,192027491,0.037,0.04,0.014,0.001,0.026,0.001,-0.32,9.889,9.831,0.027,3485837320,46.004,2134,1262.0,1917.0,398214,919098,-0.313,55.058,387.447,-0.568,0.155,0.006,100179,97182,18089,81801682,162526,161724,20.669,0.013,218049
3430418919,0.082,0.157,0.274,85.438,84.142,4.257,3.298506860065957e+17,5.435181964766002e+16,4.1028732212525e+32,7.3853007475294e+32,0.162,0.256,2.512,2.792,2.765,2.763,0.309,0.024,-0.995,193062521,0.037,0.04,0.014,0.001,0.025,0.001,-0.319,9.908,9.866,0.026,3486711690,45.766,2128,1228.0,1898.0,376984,900713,-0.315,54.832,367.302,-0.566,0.156,0.006,100353,97222,18192,82740546,163495,162794,20.66,0.012,218359
3376186560,0.107,0.157,0.272,85.438,84.142,4.257,3.30242781050742e+17,5.416557001128425e+16,4.064584066364e+32,7.3347724366183e+32,0.157,0.255,2.521,2.76,2.756,2.755,0.334,0.028,-0.991,192754596,0.037,0.04,0.014,0.001,0.025,0.001,-0.317,9.914,9.887,0.026,3486514788,45.464,2109,1191.0,1893.0,354351,895839,-0.317,53.998,351.264,-0.564,0.16,0.006,100723,97382,18609,86570677,163907,163350,20.65,0.012,218403
3292864085,0.129,0.157,0.27,85.438,84.142,4.257,3.307598887528393e+17,5.349949593725978e+16,3.5005347162201e+32,7.1554901638522e+32,0.152,0.253,2.505,2.752,2.746,2.754,0.331,0.027,-0.988,193268094,0.037,0.04,0.015,0.001,0.025,0.001,-0.316,9.911,9.877,0.026,3484609931,45.001,2111,1181.0,1895.0,348420,897584,-0.318,53.529,324.621,-0.562,0.174,0.008,101125,97470,18821,88561808,164888,164505,20.642,0.011,218230
3256189108,0.15,0.158,0.269,85.438,84.142,4.257,3.314683819298987e+17,5.343752939015136e+16,3.5083374698094e+32,7.1389238683082e+32,0.147,0.251,2.462,2.73,2.732,2.744,0.369,0.034,-0.984,188985868,0.037,0.04,0.015,0.001,0.025,0.001,-0.314,9.922,9.885,0.026,3482016711,44.798,2069,1140.0,1893.0,325163,895581,-0.32,52.405,329.362,-0.564,0.175,0.008,101203,97568,18766,88045344,165401,165231,20.633,0.01,218441
3260096190,0.167,0.159,0.267,85.438,84.142,4.257,3.31728166995188e+17,5.344109363376233e+16,3.4057899011898e+32,7.1398762219314e+32,0.143,0.25,2.402,2.696,2.723,2.732,0.414,0.043,-0.98,182903832,0.036,0.04,0.009,0.001,0.025,0.001,-0.313,9.934,9.914,0.026,3479612803,44.825,2019,1142.0,1909.0,325835,911117,-0.323,51.78,332.653,-0.567,0.136,0.005,100902,97435,18898,89281424,164166,164214,20.624,0.009,218879
3196105575,0.182,0.16,0.266,85.438,84.142,4.257,3.323551865068061e+17,5.193379859516276e+16,3.4147546956286e+32,6.7427985913073e+32,0.137,0.248,2.423,2.694,2.723,2.733,0.426,0.045,-0.976,183340848,0.036,0.04,0.009,0.001,0.025,0.002,-0.311,9.911,9.899,0.026,3475896012,44.468,2008,1127.0,1882.0,317655,885763,-0.325,51.711,309.88,-0.569,0.135,0.005,101765,97580,19239,92536755,165148,165365,20.614,0.009,218974
3054405506,0.193,0.162,0.264,85.438,84.142,4.257,3.331979128018738e+17,5.314448843238642e+16,3.8991019007741e+32,7.0608416268501e+32,0.135,0.247,2.363,2.66,2.721,2.72,0.482,0.058,-0.973,184108458,0.036,0.04,0.009,0.001,0.025,0.002,-0.31,9.908,9.893,0.026,3469078780,43.688,2005,1126.0,1838.0,317193,844395,-0.327,52.205,292.566,-0.568,0.135,0.005,102605,97640,19359,93696715,165549,165963,20.605,0.008,218936
3087015706,0.201,0.163,0.263,85.438,84.142,4.257,3.333167638218062e+17,5.298922565757297e+16,4.0721721923776e+32,7.019645089473e+32,0.131,0.245,2.33,2.629,2.716,2.706,0.529,0.07,-0.969,182349406,0.037,0.04,0.009,0.001,0.024,0.002,-0.309,9.933,9.935,0.026,3462880924,43.917,1983,1115.0,1801.0,310927,810607,-0.329,51.58,256.453,-0.566,0.137,0.005,102685,97498,18876,89078716,164782,165366,20.597,0.007,218524
3160494378,0.207,0.164,0.261,85.438,84.142,4.257,3.3340364035231706e+17,5.2978808653099176e+16,3.8946627628886e+32,7.0168854157542e+32,0.125,0.243,2.186,2.611,2.717,2.698,0.456,0.052,-0.965,185961327,0.037,0.04,0.009,0.001,0.024,0.002,-0.307,9.934,9.946,0.026,3458221810,44.432,2028,1138.0,1775.0,323915,787528,-0.331,51.353,227.056,-0.557,0.137,0.005,102668,97435,18819,88542757,164160,164895,20.589,0.007,218364
3125917649,0.209,0.165,0.26,85.438,84.142,4.257,3.336392885422867e+17,5.2534711144971656e+16,4.0826629542399e+32,6.899739687714e+32,0.118,0.241,2.222,2.58,2.716,2.687,0.467,0.055,-0.962,188926875,0.037,0.04,0.009,0.001,0.024,0.003,-0.306,9.945,9.979,0.027,3452726366,44.238,2060,865.952,1775.0,187468,787616,-0.332,51.308,223.852,-0.542,0.137,0.005,102773,97572,18790,88267800,163507,164353,20.581,0.006,217834
3104810727,0.209,0.166,0.259,85.438,84.142,4.257,3.3378672780764314e+17,5.246117605014483e+16,4.1403654874222e+32,6.8804374814107e+32,0.11,0.24,2.334,2.575,2.715,2.681,0.432,0.047,-0.958,185919143,0.037,0.039,0.009,0.001,0.024,0.003,-0.305,9.95,9.977,0.027,3446671671,44.12,2043,822.839,1780.0,169266,791776,-0.334,51.097,225.503,-0.531,0.137,0.005,102487,97733,18536,85893131,163264,164177,20.574,0.005,217871
3130802733,0.205,0.166,0.257,72.538,80.151,3.055,3.3386979800533536e+17,5.255861494237434e+16,3.9858951066116e+32,6.9060200116519e+32,0.104,0.238,2.324,2.561,2.717,2.672,0.42,0.044,-0.954,186573534,0.037,0.039,0.009,0.001,0.024,0.002,-0.304,9.949,9.977,0.027,3441117850,44.306,2071,845.734,1779.0,178817,791186,-0.336,51.214,222.054,-0.517,0.137,0.005,102080,97651,18589,86387729,162207,163166,20.566,0.005,218189
3121043742,0.19,0.165,0.256,53.848,72.432,0.386,3.3471428361676544e+17,5.11155049646909e+16,3.9265787155712e+32,6.5319871194883e+32,0.099,0.236,2.407,2.546,2.719,2.667,0.422,0.044,-0.951,191030764,0.037,0.039,0.009,0.001,0.024,0.002,-0.303,9.918,9.964,0.027,3435286961,44.25,2100,868.286,1774.0,188480,786676,-0.337,51.852,218.658,-0.498,0.136,0.005,102877,97849,19007,90319880,162506,163465,20.558,0.004,218381
3145638247,0.17,0.163,0.254,53.848,72.432,0.407,3.358474587674488e+17,5.110637406482273e+16,4.066262571837e+32,6.529653675134e+32,0.097,0.234,2.343,2.523,2.712,2.656,0.377,0.036,-0.947,194747987,0.037,0.039,0.009,0.001,0.024,0.002,-0.302,9.915,9.953,0.027,3429933849,44.428,2130,868.689,1766.0,188655,779857,-0.338,53.65,231.144,-0.46,0.136,0.005,103607,98022,19247,92614156,162953,163899,20.546,0.003,218552
3282124576,0.146,0.161,0.253,53.848,72.432,1.912,3.359832478425395e+17,5.117315926265434e+16,4.067296090677e+32,6.5467305723025e+32,0.095,0.233,2.432,2.516,2.715,2.653,0.393,0.039,-0.943,199886600,0.037,0.039,0.009,0.001,0.023,0.001,-0.301,9.901,9.943,0.027,3427528618,45.409,2169,902.714,1761.0,203723,775641,-0.339,54.821,234.993,-0.408,0.136,0.005,103802,98224,19436,94439275,163861,164783,20.534,0.003,218930
3265891331,0.121,0.157,0.251,53.848,72.432,1.912,3.366104918881355e+17,4.982783782408677e+16,3.7445368956337e+32,6.2070335555587e+32,0.092,0.231,2.364,2.495,2.712,2.644,0.396,0.039,-0.939,201003344,0.037,0.039,0.009,0.001,0.023,0.001,-0.3,9.896,9.969,0.027,3424730527,45.313,2186,886.559,1761.0,196497,775414,-0.34,55.901,249.891,-0.34,0.137,0.005,104367,98422,19537,95419406,164593,165520,20.522,0.002,219345
3229177898,0.096,0.153,0.25,53.848,72.432,1.912,3.369449544084665e+17,4.834492491781794e+16,4.0745064131707e+32,5.8430794132736e+32,0.086,0.229,2.424,2.49,2.708,2.637,0.35,0.031,-0.936,204752492,0.037,0.039,0.009,0.001,0.023,0.001,-0.299,9.898,10.006,0.028,3421087167,45.094,2224,894.948,1750.0,200233,765597,-0.34,56.96,261.033,-0.265,0.139,0.005,104756,98702,19391,94006927,164705,165630,20.51,0.002,219850
3187759510,0.072,0.149,0.248,53.848,72.432,1.912,3.377383180625356e+17,4.684543433070691e+16,4.0560119453426e+32,5.4862367940814e+32,0.08,0.227,2.471,2.494,2.707,2.638,0.399,0.04,-0.932,203618204,0.039,0.043,0.042,0.001,0.023,0.001,-0.298,9.868,9.983,0.028,3416529418,44.848,2220,883.764,1749.0,195260,764853,-0.341,57.622,261.545,-0.195,0.438,0.048,104665,98834,19217,92318828,165201,166101,20.499,0.001,219331
3056949035,0.05,0.144,0.247,53.848,72.432,1.912,3.3870549297582285e+17,4.518954605310034e+16,3.5760195311242e+32,5.1052376812132e+32,0.076,0.225,2.443,2.476,2.695,2.626,0.402,0.04,-0.928,204586739,0.039,0.043,0.042,0.001,0.023,0.001,-0.297,9.853,9.986,0.028,3409139618,44.078,2243,890.587,1624.0,198286,659219,-0.341,57.863,245.61,-0.13,0.438,0.048,104450,98665,19156,91742867,164692,165559,20.49,0.001,219405
3156603574,0.03,0.139,0.245,53.848,72.432,1.912,3.3905398166307834e+17,4.433592275954947e+16,3.5617091661676e+32,4.9141851173518e+32,0.071,0.223,2.409,2.467,2.684,2.618,0.336,0.028,-0.924,208073027,0.039,0.042,0.042,0.001,0.023,0.001,-0.296,9.862,10.0,0.028,3404112003,44.808,2268,914.603,1619.0,209125,655513,-0.341,58.784,243.754,-0.07,0.438,0.048,105330,98825,19412,94204636,165326,166130,20.482,0.0003333333333333,219323
3208095683,0.012,0.133,0.243,53.848,72.432,1.912,3.394417999550205e+17,4.422824170150811e+16,3.5810649355205e+32,4.8903434100176e+32,0.067,0.221,2.32,2.46,2.675,2.613,0.315,0.025,-0.92,211680584,0.039,0.042,0.042,0.001,0.023,0.001,-0.295,9.869,9.991,0.028,3400293872,45.182,2292,918.616,1619.0,210964,654891,-0.341,59.841,242.003,-0.013,0.437,0.048,106086,99136,19417,94250551,165692,166414,20.474,-0.0003333333333333,219894
3202952244,-0.003,0.128,0.242,53.848,72.432,1.912,3.3927516689423776e+17,4.434456515056291e+16,3.6618921260524e+32,4.9161011459813e+32,0.062,0.22,2.33,2.446,2.668,2.603,0.294,0.022,-0.916,214824991,0.039,0.042,0.042,0.001,0.023,0.001,-0.294,9.898,10.023,0.028,3396389053,45.151,2304,928.964,1619.0,215744,655055,-0.341,60.2,238.074,0.036,0.437,0.048,106450,99429,19695,96975538,166507,167128,20.467,-0.001,220289
3307725062,-0.017,0.122,0.24,53.848,72.432,1.912,3.392066303908223e+17,4.449650770524942e+16,3.9919095549103e+32,4.9498479949083e+32,0.055,0.218,2.39,2.44,2.668,2.599,0.301,0.023,-0.913,216830285,0.039,0.042,0.042,0.001,0.023,0.001,-0.293,9.901,10.041,0.028,3394758599,45.912,2319,934.387,1619.0,218270,655145,-0.341,60.545,225.372,0.084,0.437,0.048,106379,99782,19503,95095855,166779,167335,20.46,-0.001,220796
3331717817,-0.028,0.117,0.238,53.848,72.432,1.912,3.3961106055353056e+17,4.382158835003924e+16,3.8969506793008e+32,4.8008290138007e+32,0.048,0.215,2.431,2.444,2.662,2.597,0.302,0.023,-0.909,219419789,0.039,0.041,0.042,0.001,0.023,0.001,-0.292,9.913,10.038,0.029,3393608047,46.086,2356,975.055,1622.0,237683,657818,-0.34,60.548,225.69,0.124,0.436,0.048,105719,99929,19288,93009647,165752,166287,20.453,-0.001,220129
3309509076,-0.037,0.111,0.236,53.848,72.432,1.912,3.395888531500863e+17,4.37993066903672e+16,3.9098722214598e+32,4.7959481663921e+32,0.043,0.213,2.517,2.426,2.662,2.593,0.303,0.023,-0.905,216494590,0.039,0.041,0.042,0.001,0.023,0.001,-0.291,9.918,10.035,0.029,3391904057,45.948,2338,965.478,1622.0,233037,657811,-0.34,60.154,228.465,0.149,0.435,0.047,105154,100108,18795,88310249,166196,166726,20.447,-0.002,220379
3393955479,-0.044,0.106,0.235,53.97,72.453,1.929,3.399658676804963e+17,4.322179536499903e+16,3.7499480495241e+32,4.6703089864346e+32,0.038,0.211,2.513,2.424,2.657,2.589,0.3,0.023,-0.901,213240048,0.039,0.041,0.042,0.001,0.023,0.001,-0.29,9.931,10.042,0.029,3391971813,46.563,2338,956.875,1621.0,228903,657178,-0.339,60.785,218.774,0.17,0.435,0.047,104489,100093,18843,88764590,164598,165154,20.441,-0.002,220753
3384638393,-0.05,0.1,0.233,54.335,72.513,1.982,3.402696215971047e+17,4.241174516765557e+16,3.8086820057865e+32,4.4968903204154e+32,0.032,0.209,2.446,2.412,2.655,2.583,0.3,0.023,-0.897,216659244,0.039,0.041,0.042,0.001,0.023,0.001,-0.289,9.93,10.071,0.029,3391755307,46.504,2373,930.854,1613.0,216622,650372,-0.339,61.712,199.005,0.188,0.435,0.047,104968,100229,18774,88115753,164619,165134,20.436,-0.003,220921
3332477694,-0.054,0.095,0.231,54.335,72.513,-2.74,3.406107368551434e+17,4.184868007583149e+16,3.6614706534657e+32,4.3782800602232e+32,0.027,0.207,2.519,2.414,2.653,2.584,0.315,0.025,-0.893,219353096,0.039,0.041,0.042,0.001,0.023,0.001,-0.288,9.934,10.058,0.029,3390345623,46.172,2380,853.759,1607.0,182226,645903,-0.338,62.904,195.076,0.204,0.434,0.047,105646,100502,18922,89511358,165591,166050,20.431,-0.003,221235
