difficulty-btc-trx-90,mining_profitability-btc-sma-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,marketcap-btc-trx-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-7,size-btc-sma-90,size-btc-wma-7,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,top100cap-btc-sma-90,top100cap-btc-std-90,top100cap-btc-trx-90
0.119,2.054,-0.261,279082316,-0.02,2053,2457,82.049,0.752,0.695,0.38,0.036,477746,541993,455993,255471,285727,16316411589,20410012562,20.092,7.471,-0.006
0.12,2.054,-0.26,278058405,-0.02,2111,2455,80.992,0.751,0.696,0.38,0.036,465222,541062,465215,245474,285532,15064431302,20382170820,20.087,7.47,-0.005
0.121,2.055,-0.259,278649375,-0.021,2188,2461,81.433,0.751,0.694,0.38,0.036,462141,539176,465074,238664,285284,14240170567,20346701331,20.082,7.468,-0.005
0.121,2.047,-0.259,278362615,-0.022,2220,2460,81.138,0.752,0.695,0.379,0.036,469896,539589,478033,236306,285029,13960181708,20310428160,20.078,7.467,-0.004
0.122,2.038,-0.259,278759288,-0.022,2335,2464,81.441,0.754,0.696,0.377,0.036,465542,539889,474848,235999,284625,13923882128,20252847154,20.074,7.466,-0.004
0.123,2.035,-0.258,280294948,-0.023,2411,2471,81.971,0.757,0.697,0.372,0.035,479714,541444,490451,224118,282812,12557207892,19995688546,20.07,7.465,-0.004
0.124,2.033,-0.258,279529827,-0.023,2397,2463,81.094,0.757,0.695,0.372,0.035,473290,540894,468690,230257,283773,13254517666,20131741171,20.063,7.463,-0.003
0.125,2.029,-0.257,277404466,-0.024,2403,2460,80.458,0.754,0.691,0.376,0.035,463382,539393,443523,228444,285880,13046711640,20431844643,20.057,7.462,-0.003
0.126,2.029,-0.257,277232044,-0.025,2389,2468,80.109,0.747,0.689,0.36,0.032,450316,535552,433471,230039,282714,13229459330,19981746996,20.05,7.46,-0.003
0.127,2.027,-0.257,277823878,-0.025,2415,2482,79.802,0.741,0.69,0.344,0.03,461445,533391,456533,224681,279474,12620388970,19526414443,20.043,7.458,-0.002
0.128,2.016,-0.256,277731091,-0.025,2449,2491,79.966,0.736,0.691,0.33,0.027,486079,532744,512776,228348,277779,13035703449,19290289271,20.036,7.456,-0.002
0.129,2.017,-0.256,277416245,-0.026,2539,2501,80.396,0.734,0.693,0.327,0.027,514792,532897,555792,225947,278040,12762974090,19326553745,20.029,7.454,-0.002
0.13,2.002,-0.256,276895284,-0.026,2568,2511,80.978,0.73,0.693,0.321,0.026,524366,531214,575837,217174,274664,11791133778,18860053758,20.023,7.453,-0.002
0.131,2.009,-0.255,275947426,-0.027,2584,2516,81.515,0.723,0.692,0.298,0.022,558634,529612,602883,212396,270567,11278003912,18301569089,20.017,7.451,-0.002
0.132,2.004,-0.255,274317085,-0.027,2632,2514,81.985,0.719,0.688,0.299,0.022,582702,527648,598497,204945,267623,10500581866,17905488823,20.01,7.449,-0.001
0.133,2.007,-0.254,273970038,-0.027,2632,2508,82.11,0.718,0.689,0.299,0.022,604394,526082,596576,200516,264833,10051662957,17534102167,20.004,7.447,-0.001
0.134,2.0,-0.254,274615565,-0.027,2642,2507,82.121,0.718,0.689,0.299,0.022,606186,524886,584256,198206,263322,9821433590,17334603195,19.997,7.446,-0.001
0.135,2.008,-0.254,274900595,-0.027,2684,2502,82.215,0.717,0.69,0.298,0.022,583276,522962,564220,182996,260714,8371850595,16992978279,19.989,7.443,-0.001
0.136,2.01,-0.253,276733646,-0.027,2723,2506,82.874,0.718,0.69,0.298,0.022,566114,521422,552903,172169,258698,7410582886,16731125288,19.981,7.441,-0.001
0.136,2.015,-0.252,279216628,-0.027,2753,2522,83.956,0.713,0.692,0.283,0.02,563672,520570,555846,164132,257440,6734811487,16568823704,19.973,7.438,-0.001
0.137,2.018,-0.252,281414617,-0.027,2830,2538,84.714,0.716,0.694,0.28,0.02,558979,520124,564852,152349,256750,5802548701,16480157154,19.966,7.436,-0.001
0.138,2.028,-0.251,281563205,-0.027,2855,2540,84.862,0.712,0.692,0.274,0.019,557765,521165,558255,151781,256184,5759365075,16407581073,19.958,7.433,-0.001
0.139,2.043,-0.25,282559785,-0.026,2862,2546,85.589,0.711,0.692,0.273,0.019,548541,520888,546426,150756,256176,5681809332,16406533091,19.95,7.431,-0.001
0.14,2.042,-0.249,283981375,-0.026,2861,2553,86.099,0.714,0.699,0.279,0.019,567706,523402,581608,161871,258287,6550555679,16678018164,20.174,6.11,-0.001
0.141,2.056,-0.249,284883645,-0.025,2847,2549,86.131,0.714,0.7,0.279,0.019,573301,525223,580984,160068,257126,6405469388,16528427894,20.399,4.363,-0.001
0.141,2.058,-0.248,285779019,-0.025,2801,2546,86.385,0.717,0.702,0.277,0.019,574536,527117,574322,159613,255211,6369098653,16283224996,20.622,0.593,-0.001
0.142,2.069,-0.247,287544362,-0.024,2790,2552,86.72,0.719,0.704,0.274,0.019,571352,529350,569587,157969,252639,6238516909,15956650418,20.613,0.601,-0.001
0.143,2.083,-0.245,289697838,-0.023,2816,2561,86.607,0.721,0.704,0.273,0.019,560726,530368,558077,157209,251826,6178648420,15854116159,20.603,0.61,-0.001
0.143,2.093,-0.244,291084814,-0.022,2870,2567,86.515,0.719,0.703,0.272,0.019,559950,530314,549687,152583,251827,5820405003,15854196973,20.593,0.617,-0.001
0.144,2.117,-0.243,292108375,-0.021,2955,2576,86.717,0.717,0.702,0.272,0.018,555222,529236,529036,149874,251894,5615552031,15862626099,20.583,0.623,-0.001
0.144,2.124,-0.241,294437815,-0.019,2982,2588,86.817,0.714,0.704,0.265,0.018,534829,525974,526862,145818,243157,5315708130,14781279208,20.573,0.627,-0.001
0.145,2.135,-0.24,297221646,-0.018,3034,2603,86.89,0.713,0.707,0.259,0.017,538758,523926,541332,146768,237708,5385226245,14126308892,20.562,0.636,-0.001
0.146,2.155,-0.238,301995990,-0.016,3111,2630,87.052,0.712,0.711,0.255,0.016,545176,522099,554537,144957,233026,5253104228,13575327315,20.551,0.644,-0.001
0.146,2.187,-0.236,308386399,-0.014,3218,2667,87.928,0.711,0.712,0.254,0.016,539733,519740,547617,144859,228830,5246032603,13090848577,20.539,0.656,-0.001
0.147,2.199,-0.233,312796809,-0.012,3263,2688,88.389,0.713,0.713,0.252,0.016,541857,520985,547728,141090,228041,4976567153,13000627407,20.526,0.667,-0.001
0.147,2.217,-0.231,315818486,-0.01,3340,2699,88.873,0.713,0.713,0.252,0.016,543956,521952,547729,140905,227649,4963537204,12955995740,20.514,0.678,-0.001
0.148,2.242,-0.229,321530755,-0.008,3489,2725,88.772,0.712,0.716,0.245,0.015,565156,520043,568177,130871,221165,4281809043,12228448094,20.503,0.688,-0.001
0.148,2.278,-0.226,332520248,-0.005,3786,2774,89.174,0.71,0.72,0.24,0.014,584727,518739,597767,119591,215846,3575510388,11647332041,20.494,0.695,-0.001
0.149,2.336,-0.222,383054523,-0.002,5241,3002,90.54,0.712,0.729,0.248,0.015,612060,518728,647597,131204,215789,4303626966,11641193835,20.487,0.701,-0.001
0.149,2.378,-0.219,395047924,0.002,5616,3061,91.271,0.714,0.734,0.252,0.016,631820,521303,677055,141066,220230,4974874972,12125298842,20.48,0.706,-0.001
0.149,2.413,-0.215,402880361,0.006,5853,3092,91.965,0.717,0.737,0.252,0.016,651888,524721,683594,138705,219056,4809779959,11996347927,20.475,0.709,-0.001
0.15,2.447,-0.211,408325351,0.011,6069,3115,92.142,0.719,0.736,0.249,0.016,651298,526583,654634,136996,216546,4691950783,11723040341,20.465,0.708,-0.001
0.15,2.484,-0.206,412877338,0.015,6241,3144,92.126,0.719,0.734,0.25,0.016,652166,527668,628792,137377,215984,4718130689,11662310435,20.452,0.698,-0.001
0.151,2.514,-0.202,421922565,0.02,6484,3194,92.198,0.721,0.735,0.249,0.016,651833,530036,621605,136941,215459,4688228706,11605598226,20.438,0.691,-0.002
0.151,2.546,-0.197,429724811,0.025,6708,3233,92.468,0.72,0.737,0.249,0.016,640863,531187,610329,136564,215978,4662430010,11661578766,20.423,0.686,-0.002
0.151,2.565,-0.192,437547495,0.03,6948,3275,92.97,0.72,0.735,0.249,0.016,603778,532081,581227,138053,215191,4764642384,11576757105,20.408,0.681,-0.002
0.152,2.582,-0.188,444141975,0.035,7079,3308,93.563,0.72,0.733,0.25,0.016,574443,533095,561418,139196,214177,4843871949,11467910812,20.392,0.681,-0.002
0.152,2.596,-0.183,451367107,0.04,7172,3344,94.28,0.72,0.731,0.249,0.015,550906,534226,541111,141319,212238,4992736984,11261206391,20.377,0.681,-0.002
0.153,2.601,-0.179,459408031,0.045,7396,3385,94.468,0.722,0.73,0.246,0.015,551718,536040,538819,141187,209658,4983470338,10989091776,20.362,0.682,-0.003
0.153,2.626,-0.174,462903007,0.05,7500,3401,94.455,0.721,0.726,0.248,0.015,544629,536851,525467,144000,208499,5184002947,10867953862,20.347,0.682,-0.003
0.154,2.635,-0.17,467073539,0.055,7543,3418,94.665,0.72,0.724,0.248,0.015,530051,537319,519652,144921,208169,5250503334,10833577335,20.335,0.675,-0.003
0.154,2.633,-0.166,469752367,0.06,7330,3429,94.796,0.721,0.724,0.247,0.015,523021,538910,526520,144293,206568,5205096110,10667577135,20.323,0.671,-0.003
0.155,2.654,-0.161,472385166,0.065,5956,3434,94.93,0.721,0.724,0.247,0.015,533574,541032,545346,142670,205037,5088678160,10510007648,20.312,0.665,-0.004
0.155,2.663,-0.157,476020405,0.069,5690,3450,95.187,0.724,0.724,0.245,0.015,545752,543741,564399,136975,202135,4690569289,10214648354,20.301,0.661,-0.004
0.156,2.674,-0.153,480430517,0.074,5582,3470,95.632,0.724,0.722,0.244,0.015,547471,545153,554273,139109,199243,4837852483,9924481283,20.291,0.657,-0.004
0.156,2.689,-0.149,482995300,0.079,5408,3478,95.844,0.723,0.718,0.246,0.015,537050,545821,534602,143666,197807,5160000703,9781936055,20.281,0.653,-0.004
0.157,2.69,-0.145,482193423,0.083,5219,3469,95.733,0.722,0.714,0.248,0.015,528303,545516,509610,151187,198391,5714360092,9839765857,20.271,0.65,-0.005
0.158,2.694,-0.141,482020095,0.088,4921,3462,95.955,0.721,0.712,0.249,0.016,527485,545846,506444,151561,198093,5742670100,9810172872,20.261,0.645,-0.005
0.158,2.689,-0.137,483156558,0.092,4670,3464,96.206,0.721,0.711,0.249,0.015,522545,547382,505310,151706,195192,5753649454,9524987127,20.251,0.64,-0.005
0.159,2.676,-0.134,486018455,0.096,4453,3477,96.674,0.721,0.711,0.249,0.015,516861,548716,514306,148279,193834,5496679238,9392882686,20.24,0.634,-0.005
0.16,2.689,-0.13,489892711,0.1,4320,3491,97.278,0.721,0.709,0.249,0.015,506434,550092,519291,148497,191705,5512851219,9187678622,20.232,0.627,-0.005
0.161,2.678,-0.127,495781823,0.105,4221,3520,98.261,0.724,0.711,0.246,0.015,527039,553409,555053,151210,188105,5716100257,8845861675,20.22,0.631,-0.006
0.162,2.675,-0.124,501338669,0.109,4033,3547,98.312,0.726,0.71,0.242,0.015,538804,555399,561080,151078,184135,5706135625,8476398749,20.206,0.643,-0.006
0.163,2.662,-0.121,503729300,0.113,3959,3564,98.543,0.725,0.708,0.244,0.015,541139,555390,539735,155561,184154,6049823119,8478157570,20.191,0.654,-0.006
0.165,2.68,-0.117,510197454,0.118,3934,3592,99.318,0.727,0.711,0.244,0.015,563537,557842,572558,159948,184445,6395817216,8505023856,20.176,0.661,-0.007
0.166,2.671,-0.114,516679707,0.122,4010,3625,99.189,0.72,0.711,0.208,0.011,569829,555747,573421,159628,179633,6370255283,8066978646,20.167,0.65,-0.007
0.167,2.665,-0.111,523598976,0.127,4132,3661,99.846,0.721,0.713,0.209,0.011,583739,557539,594940,161387,180374,6511416766,8133701373,20.16,0.637,-0.007
0.169,2.642,-0.108,528772303,0.131,4148,3685,100.201,0.723,0.716,0.209,0.011,598925,560736,609781,158255,176077,6261171907,7750757211,20.152,0.625,-0.007
0.17,2.604,-0.105,536717897,0.136,4222,3728,101.063,0.723,0.716,0.209,0.011,590235,562295,607211,137114,174546,4700056035,7616606579,20.143,0.612,-0.008
0.172,2.592,-0.102,553969873,0.14,4697,3814,101.841,0.724,0.716,0.208,0.011,593508,564104,603167,122495,171596,3751265581,7361329987,20.135,0.6,-0.008
0.173,2.577,-0.098,574719735,0.145,5355,3926,103.108,0.724,0.717,0.208,0.011,613636,565402,603371,117606,170721,3457807260,7286447180,20.126,0.59,-0.008
0.175,2.553,-0.095,584307315,0.149,5609,3968,104.213,0.725,0.721,0.211,0.011,615875,565356,621987,126511,170588,4001244337,7275084342,20.118,0.579,-0.008
0.177,2.549,-0.092,593518786,0.154,5825,4008,105.0,0.725,0.721,0.211,0.011,623013,564119,622257,127979,167430,4094625812,7008229716,20.11,0.568,-0.009
0.179,2.524,-0.089,607085439,0.159,6072,4063,106.84,0.728,0.725,0.212,0.011,627547,563998,638414,133939,167056,4484926766,6976934800,20.103,0.558,-0.009
0.181,2.532,-0.086,618027967,0.164,6213,4115,109.529,0.725,0.724,0.207,0.011,611696,562155,614563,133550,164746,4458876259,6785297431,20.097,0.547,-0.009
0.183,2.524,-0.083,633272526,0.17,6433,4187,112.133,0.727,0.731,0.218,0.012,618628,561879,620933,135336,164157,4578959085,6736878173,20.091,0.536,-0.009
0.185,2.531,-0.08,646421112,0.175,6651,4253,114.045,0.73,0.735,0.221,0.012,635062,562610,638549,141263,165822,4988830443,6874225689,20.084,0.524,-0.009
0.187,2.53,-0.077,667585903,0.181,7241,4368,116.543,0.731,0.739,0.224,0.013,648551,562012,651970,144100,163598,5191207698,6691052715,20.078,0.512,-0.009
0.189,2.559,-0.074,686968741,0.186,7558,4453,118.539,0.732,0.741,0.225,0.013,640234,561259,647303,144558,161705,5224255319,6537102260,20.07,0.504,-0.009
0.191,2.562,-0.071,704680020,0.192,7841,4533,120.531,0.734,0.744,0.227,0.013,640856,560654,642572,141822,160388,5028337342,6431116218,20.064,0.495,-0.01
0.194,2.569,-0.067,723230577,0.199,8125,4623,122.899,0.736,0.748,0.23,0.013,639226,560332,651415,143337,159340,5136380247,6347329701,20.058,0.487,-0.01
0.196,2.59,-0.064,740575586,0.205,8427,4701,125.094,0.739,0.752,0.234,0.014,659851,561664,660740,145983,161188,5327777139,6495415075,20.05,0.481,-0.01
0.198,2.593,-0.061,757837002,0.211,8658,4774,127.16,0.741,0.755,0.236,0.014,656223,563248,648721,146105,160322,5336695080,6425771891,20.043,0.475,-0.01
0.201,2.6,-0.057,774299790,0.218,8558,4847,128.155,0.743,0.758,0.238,0.014,651092,565182,647959,147501,160416,5439160328,6433309565,20.034,0.472,-0.01
0.204,2.593,-0.054,789850118,0.224,8361,4919,129.717,0.743,0.759,0.237,0.014,638411,565156,635182,143531,160393,5150286493,6431458639,20.025,0.466,-0.01
0.207,2.581,-0.051,810679572,0.231,8623,5004,131.372,0.747,0.767,0.247,0.015,657920,568270,667190,147006,164957,5402700613,6802730817,20.014,0.466,-0.01
0.211,2.585,-0.048,830322880,0.237,8863,5084,132.982,0.751,0.773,0.254,0.016,676263,571492,690138,140728,167656,4951057708,7027159015,20.004,0.468,-0.011
0.214,2.581,-0.046,848658849,0.244,8966,5159,134.627,0.755,0.778,0.259,0.017,677780,573706,692784,137131,168428,4701238709,7091964811,19.995,0.472,-0.011
0.218,2.581,-0.043,868205457,0.25,9235,5243,136.679,0.759,0.783,0.265,0.018,685355,577048,705726,136491,168727,4657459288,7117205643,19.985,0.476,-0.011
0.221,2.606,-0.041,884644501,0.256,9401,5333,139.281,0.76,0.782,0.264,0.017,673410,578054,666428,139107,166455,4837689392,6926795375,19.975,0.481,-0.011
0.225,2.593,-0.039,895143368,0.263,9358,5389,139.654,0.761,0.781,0.262,0.017,657636,579173,633763,138580,164118,4801115436,6733651351,19.965,0.484,-0.011
0.229,2.603,-0.036,897047162,0.269,8759,5402,139.297,0.759,0.775,0.266,0.018,635813,578424,581160,153419,165895,5884318775,6880263305,19.956,0.488,-0.012
0.233,2.581,-0.035,901191097,0.274,8463,5429,139.289,0.761,0.776,0.265,0.018,620040,580551,586216,151264,164910,5720182852,6798856525,19.946,0.489,-0.012
0.238,2.58,-0.033,904909075,0.28,8168,5458,139.444,0.762,0.777,0.265,0.018,601651,581740,586454,136611,164516,4665675190,6766370773,19.935,0.487,-0.012
0.242,2.561,-0.031,906741939,0.286,7904,5490,139.218,0.762,0.776,0.265,0.018,582672,582816,574540,138814,162497,4817351680,6601300659,19.924,0.484,-0.012
0.246,2.551,-0.03,907695884,0.291,7501,5492,139.128,0.761,0.774,0.265,0.018,557710,583114,567575,139623,162191,4873654325,6576485311,19.915,0.483,-0.013
0.251,2.534,-0.029,909562282,0.296,7108,5507,139.357,0.761,0.77,0.266,0.018,552733,584233,551478,147581,158263,5445062364,6261820270,19.907,0.485,-0.013
0.255,2.531,-0.028,911013372,0.301,6716,5518,139.285,0.765,0.772,0.261,0.017,558006,586533,558210,148278,151779,5496595179,5759216529,19.899,0.487,-0.013
0.26,2.511,-0.027,911491379,0.306,6247,5519,139.158,0.766,0.77,0.26,0.017,573342,587993,557352,149812,147945,5610931573,5471917098,19.891,0.489,-0.013
0.265,2.493,-0.026,911861028,0.311,5700,5515,138.825,0.765,0.768,0.26,0.017,559178,588152,553238,150660,147780,5674586079,5459712010,19.884,0.489,-0.014
0.27,2.475,-0.026,914229576,0.316,5260,5521,138.824,0.766,0.769,0.26,0.017,562136,587655,573868,150510,146752,5663278352,5384031675,19.877,0.489,-0.014
0.275,2.465,-0.025,914980717,0.32,4859,5520,138.964,0.767,0.771,0.261,0.017,577607,587701,598908,149287,146843,5571673049,5390729346,19.868,0.489,-0.014
0.28,2.443,-0.025,918993014,0.324,4406,5529,139.183,0.77,0.776,0.265,0.018,599010,588920,630665,152220,148870,5792696712,5540579421,19.859,0.49,-0.014
0.286,2.436,-0.025,921310457,0.329,3893,5537,139.774,0.771,0.775,0.263,0.017,611902,588376,626804,151039,148586,5703220927,5519451533,19.849,0.493,-0.015
0.291,2.402,-0.025,922393923,0.333,3570,5535,139.682,0.774,0.775,0.258,0.017,620320,589459,633474,147485,148613,5437956404,5521444872,19.84,0.496,-0.015
0.296,2.401,-0.025,923923033,0.337,3529,5542,139.397,0.773,0.772,0.26,0.017,615715,588873,608979,151868,149249,5766006541,5568840885,19.831,0.499,-0.015
0.301,2.379,-0.025,926151257,0.34,3453,5555,139.577,0.775,0.774,0.26,0.017,629916,589998,619125,150348,149739,5651121857,5605425756,19.821,0.505,-0.015
0.307,2.366,-0.025,927256374,0.344,3305,5555,139.566,0.776,0.775,0.26,0.017,624936,590895,613354,148185,149162,5489719463,5562322561,19.813,0.507,-0.016
0.312,2.318,-0.026,928028158,0.348,3132,5553,139.509,0.778,0.778,0.26,0.017,626932,592432,626189,149657,149798,5599309072,5609875337,19.804,0.507,-0.016
0.317,2.288,-0.026,928206253,0.351,3110,5548,139.527,0.78,0.782,0.263,0.017,628911,593994,649076,153913,152074,5922320398,5781627913,19.795,0.505,-0.016
0.323,2.256,-0.027,930869261,0.354,3145,5556,139.855,0.784,0.79,0.275,0.019,657747,596058,688204,163753,157279,6703767492,6184167282,19.786,0.501,-0.017
0.328,2.218,-0.028,933497323,0.357,3134,5562,139.799,0.788,0.794,0.275,0.019,673063,598426,710215,168463,159786,7094949628,6382922733,19.778,0.496,-0.017
0.334,2.181,-0.03,973384658,0.359,4335,5748,139.33,0.791,0.797,0.277,0.019,706155,601132,730445,174316,161969,7596518013,6558462662,19.77,0.493,-0.017
0.339,2.154,-0.031,1008864933,0.361,5365,5904,139.124,0.79,0.8,0.275,0.019,707459,600867,720263,174567,161468,7618370485,6518006999,19.762,0.489,-0.017
0.345,2.123,-0.033,1042021889,0.362,6421,6077,139.266,0.795,0.808,0.287,0.021,731305,603185,736837,181237,165295,8211750558,6830623688,19.754,0.484,-0.018
0.351,2.11,-0.035,1054554807,0.364,6715,6128,139.072,0.799,0.817,0.3,0.022,757839,606689,769514,193090,173519,9320909078,7527186993,19.747,0.483,-0.018
0.356,2.089,-0.037,1073961652,0.365,7150,6208,139.388,0.807,0.831,0.329,0.027,775215,609850,790083,202337,179929,10235069375,8093614750,19.741,0.481,-0.018
0.362,2.077,-0.039,1103166401,0.366,7952,6336,140.005,0.81,0.835,0.332,0.027,757551,611366,761722,201841,179353,10184946218,8041868096,19.734,0.48,-0.018
0.367,2.062,-0.041,1226911145,0.366,12147,6978,140.33,0.813,0.835,0.33,0.027,732641,611858,715189,200877,178668,10087843094,7980577730,19.727,0.483,-0.019
0.372,2.026,-0.043,1518487699,0.367,21392,8410,140.844,0.816,0.838,0.329,0.027,713358,613432,686780,196822,176382,9684691093,7777633339,19.719,0.484,-0.019
0.378,2.003,-0.045,1588833965,0.367,23301,8716,140.756,0.82,0.844,0.335,0.028,721050,615351,688259,195189,177186,9524710710,7848681154,19.711,0.487,-0.019
0.383,1.979,-0.048,1627797741,0.367,24359,8872,141.231,0.823,0.851,0.342,0.029,716613,617018,693669,183213,179113,8391771066,8020384595,19.703,0.491,-0.019
0.388,1.969,-0.05,1680428134,0.367,25835,9088,141.712,0.827,0.86,0.354,0.031,699744,618711,700500,185825,180990,8632736815,8189303072,19.697,0.494,-0.02
0.393,1.943,-0.053,1697238392,0.367,26371,9150,141.468,0.833,0.869,0.366,0.034,693583,621816,724810,191512,183510,9169256142,8418963162,19.691,0.499,-0.02
0.398,1.92,-0.056,1720478675,0.366,26957,9242,141.809,0.837,0.874,0.37,0.034,697175,623446,723143,187022,183187,8744314781,8389339003,19.686,0.503,-0.02
0.403,1.909,-0.059,1728694565,0.365,27258,9282,142.092,0.838,0.873,0.369,0.034,696610,623731,690716,186030,182758,8651781481,8350121461,19.681,0.506,-0.02
0.408,1.894,-0.062,1726546012,0.364,26125,9269,142.227,0.837,0.871,0.37,0.034,687389,622939,655177,179420,183333,8047912133,8402773740,19.676,0.508,-0.021
0.413,1.867,-0.065,1733327519,0.363,25556,9290,142.182,0.842,0.882,0.386,0.037,695619,623976,677551,179699,185734,8072919613,8624253683,19.67,0.509,-0.021
0.418,1.858,-0.068,1694788528,0.361,24687,9102,141.182,0.844,0.89,0.392,0.038,704350,624196,704599,178842,186535,7996111216,8698844482,19.663,0.507,-0.021
0.422,1.834,-0.071,1685727162,0.36,24373,9046,140.449,0.844,0.893,0.393,0.039,690314,623260,689931,172907,185245,7474228241,8578963890,19.654,0.504,-0.021
0.427,1.814,-0.075,1684150823,0.358,24002,9031,140.604,0.845,0.893,0.393,0.039,670422,623258,681789,172393,185243,7429857072,8578786877,19.647,0.497,-0.021
0.431,1.805,-0.078,1689583591,0.356,23415,9034,141.18,0.847,0.893,0.392,0.038,664679,624487,675861,172835,184379,7467988283,8498882556,19.641,0.49,-0.022
0.436,1.789,-0.082,1693925329,0.354,19452,9033,141.762,0.849,0.891,0.39,0.038,669765,625100,660458,175587,183722,7707679495,8438486838,19.636,0.484,-0.022
0.44,1.753,-0.085,1693461139,0.352,10367,9014,142.075,0.85,0.891,0.39,0.038,690571,625952,668043,171317,184393,7337372480,8500233220,19.631,0.481,-0.022
0.445,1.723,-0.089,1692298579,0.35,8468,8990,142.736,0.853,0.896,0.394,0.039,696584,628310,700143,176071,188728,7750227868,8904534468,19.628,0.481,-0.022
0.45,1.694,-0.093,1689328645,0.348,7460,8951,143.649,0.856,0.897,0.392,0.038,681193,630217,700016,163641,187958,6694580223,8832073507,19.625,0.48,-0.022
0.455,1.665,-0.097,1689390003,0.345,6061,8929,144.455,0.861,0.901,0.392,0.039,694432,632593,714305,163153,187960,6654711567,8832275454,19.623,0.48,-0.022
0.46,1.642,-0.101,1689724699,0.343,5646,8912,144.704,0.865,0.901,0.39,0.038,691785,634215,700501,160928,185626,6474467060,8614284025,19.621,0.48,-0.023
0.465,1.625,-0.105,1689335092,0.34,5147,8892,145.184,0.867,0.902,0.388,0.038,687256,635029,681307,163965,184637,6721152397,8522691533,19.62,0.48,-0.023
0.471,1.607,-0.109,1692479288,0.337,5035,8899,145.583,0.87,0.901,0.383,0.037,691169,636497,667108,166034,182352,6891792518,8313082055,19.619,0.48,-0.023
0.476,1.596,-0.114,1695094443,0.335,5201,8905,145.849,0.873,0.9,0.38,0.036,680387,637645,650473,165306,180732,6831532537,8166058028,19.614,0.476,-0.023
0.481,1.584,-0.118,1704756270,0.332,5077,8940,146.76,0.877,0.904,0.381,0.036,672317,639922,670997,166074,181799,6895112484,8262710971,19.611,0.474,-0.023
0.487,1.565,-0.122,1715323784,0.329,5188,8983,147.735,0.883,0.911,0.386,0.037,681500,641722,693006,166379,183318,6920497644,8401394176,19.607,0.47,-0.023
0.492,1.562,-0.127,1725656266,0.327,5488,9015,148.529,0.887,0.916,0.388,0.038,686576,643546,716101,168139,185265,7067646520,8580796635,19.603,0.467,-0.023
0.497,1.561,-0.131,1735402109,0.324,5697,9049,149.397,0.891,0.918,0.384,0.037,688232,645163,707160,166844,182934,6959249513,8366255915,19.599,0.462,-0.023
0.502,1.543,-0.135,1751849050,0.322,5941,9117,150.579,0.899,0.925,0.385,0.037,709950,648477,726860,157545,180827,6205140206,8174645605,19.594,0.458,-0.023
0.508,1.526,-0.14,1766983331,0.32,6156,9179,151.908,0.905,0.929,0.379,0.036,725268,651817,733794,148921,176129,5544365123,7755390649,19.59,0.454,-0.023
0.513,1.504,-0.144,1782147402,0.317,6404,9245,153.066,0.912,0.936,0.381,0.036,756847,655484,763897,158529,178365,6282835700,7953480312,19.587,0.45,-0.023
0.519,1.489,-0.148,1798124780,0.315,6675,9302,154.132,0.921,0.946,0.391,0.038,776229,659653,799225,167295,183251,6996934681,8395264133,19.583,0.446,-0.023
0.525,1.474,-0.153,1809417977,0.313,6915,9334,154.718,0.928,0.956,0.402,0.04,793765,663259,825944,175353,187866,7687171204,8823435354,19.579,0.442,-0.023
0.531,1.461,-0.157,1817974639,0.311,7106,9363,154.951,0.938,0.969,0.416,0.043,814365,667496,857023,189745,193384,9000761818,9349295687,19.574,0.433,-0.023
0.537,1.454,-0.162,1823718362,0.309,7212,9377,155.143,0.943,0.974,0.418,0.044,835527,669156,853168,191593,195294,9177006611,9534912053,19.573,0.433,-0.023
0.543,1.439,-0.166,1830672323,0.307,7346,9408,156.234,0.948,0.979,0.418,0.044,835258,671534,835574,192028,194699,9218641511,9476911223,19.574,0.431,-0.023
0.549,1.435,-0.17,1835690972,0.305,7382,9431,156.343,0.953,0.979,0.411,0.042,826134,673983,795214,190999,189128,9120179452,8942397007,19.576,0.43,-0.023
0.554,1.421,-0.175,1865402864,0.304,8070,9548,157.519,0.958,0.986,0.417,0.044,816249,675139,782801,191552,190345,9173017969,9057771192,19.577,0.429,-0.023
0.56,1.408,-0.179,1902705365,0.302,8720,9673,159.562,0.968,1.001,0.438,0.048,818400,678986,807043,193999,195375,9408936172,9542802308,19.571,0.418,-0.023
0.566,1.403,-0.183,1944627114,0.3,9420,9805,161.089,0.978,1.016,0.461,0.053,821521,681753,828681,191085,200963,9128391683,10096568349,19.56,0.415,-0.023
0.571,1.402,-0.188,1962994241,0.299,9552,9855,162.966,0.994,1.044,0.537,0.072,818966,684610,848350,198590,205932,9859504397,10602007953,19.553,0.404,-0.023
0.576,1.387,-0.192,1968416716,0.297,9488,9868,163.958,1.004,1.057,0.551,0.076,836367,688300,873796,206946,210767,10706693611,11105652743,19.547,0.392,-0.023
0.582,1.378,-0.196,1982791876,0.295,9894,9925,164.579,1.011,1.062,0.551,0.076,839415,690660,861327,203117,210354,10314102672,11062185155,19.544,0.384,-0.023
