Date,bitcoin-price_raw,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-3,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-mom-7,difficulty-btc-var-30,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-roc-7,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-ema-3,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-var-30,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-sma-30,sentinusd-btc-sma-90,sentinusd-btc-ema-30,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-30,sentinusd-btc-trx-90,transactionfees-btc-sma-14,transactionfees-btc-sma-30,transactionfees-btc-wma-30,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-trx-3,transactionfees-btc-trx-14,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-roc-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-std-30,confirmationtime-btc-var-30,confirmationtime-btc-trx-14,confirmationtime-btc-trx-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,transactionvalue-btc-sma-7,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-ema-7,transactionvalue-btc-ema-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-30,transactionvalue-btc-trx-14,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-90,size-btc-ema-7,size-btc-wma-7,size-btc-wma-14,size-btc-wma-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-90,transactions-btc-trx-7,transactions-btc-trx-30,sentbyaddress-btc-sma-14,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-ema-90,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-7,top100cap-btc-rsi-30,top100cap-btc-roc-30,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-wma-90,activeaddresses-btc-var-30,activeaddresses-btc-trx-90,price-btc-sma-14,price-btc-std-30,price-btc-mom-30,price-btc-trx-3,price-btc-trx-30,price-btc-trx-90,bitcoin-price_raw_90d
2014-01-11,899.476,1.4389433313782646e+16,328.941,1349721213,1183228624,733075328,1418237194,1404298171,1346565717,1197878257,1418481395,1418481395,1395265864,1287338799,937174183,231229131.0,394236714,735180152,162096325.0,3.885564662389171e+16,2.021,2.258,11.4315,1.4016385637212518e+16,1.3363681631294814e+16,1.2012697432849574e+16,1.057734253322142e+16,1.40681403637281e+16,1.2352228635865406e+16,1.0776049478615064e+16,7358671827958406.0,1.4194208450830464e+16,1.1510407678922146e+16,8355057732766195.0,3107152468379386.0,6471046516784594.0,2.413599115439e+30,3.2581126327564e+30,1.964,2.198,312.18,321.93,313.132,332.575,399.039,314.33,317.14,350.634,490.307,311.849,313.488,409.436,130.821,-2.941,4279.0,23685.0,-1.485,-0.611,-0.939,606622902,557347798,615934888,689121551,648102793,522238421,1261176884,6.818324218874637e+16,3.976417834691877e+17,-0.282,1.885,0.208,0.185,0.196,0.0061428571428571,0.006,-3.874,0.47,-0.052,0.654,159.013,0.052,0.541,0.555,0.251,41.849,8.077,1.935,0.936,-0.005,-0.015,0.485,0.946,1.718,10622,10353,10962,9305,11225,10563,10340,-1.207,254.188,238.167,227.965,66.918,87.305,108.956,1119.0,2968.0,-0.26,1.19,0.318,0.31,0.629,0.347,0.539,0.318,0.482,0.209,0.152,1.139,0.011,0.006,0.324,-0.727,-1.538,-0.305,161718,171744,156038,153688,163283,178210,43033,86047,462961719,1851037612,-0.044,0.201,60960,0.595,-0.186,80828,43845,480599633,0.078,0.441,21.125,21.106,21.257,21.381,0.633,1.205,0.1,0.363,-0.094,0.029,0.04,29.459,44.371,-3.608,139560,132236,141874,362298192,0.505,830.315,200.655,45.855,0.193,0.978,1.684,403.328
2014-01-12,893.878,1.383452149295122e+16,335.13,1366689655,1200232975,746733108,1418359295,1407843977,1356154474,1212110718,1418481395,1418481395,1404433888,1302516397,952238053,262590431.0,389320955,739919007,236939609.0,3.78927014249536e+16,2.004,2.25,16.705750000000002,1.41870606575048e+16,1.3649737302330238e+16,1.2341352914461142e+16,1.0783364633675566e+16,1.395133092833966e+16,1.2549867683476848e+16,1.0973370253733526e+16,7500998194221984.0,1.4103276378699814e+16,1.172054825696923e+16,8514547811498941.0,2821976370778130.0,6581947681620332.0,1.9908876593075e+30,3.2844160522918e+30,1.969,2.193,313.58,318.528,313.277,327.204,398.751,324.73,319.538,349.634,486.896,323.324,313.652,408.031,115.878,-25.871,3357.0,23714.0,-1.381,-0.632,-0.939,541756380,538814537,601510393,691599759,627534983,529158847,1257456941,7.000227128594157e+16,3.9529948934012576e+17,-0.346,1.841,0.208,0.184,0.198,0.0048571428571428,0.006,-2.331,0.489,-0.044,0.648,178.827,0.052,0.591,0.556,0.255,37.397,8.033,1.975,0.975,-0.103,-0.014,0.534,0.925,1.707,9662,10028,11017,8744,10956,10486,10090,-1.275,255.557,236.784,222.177,72.83,76.765,108.454,1326.0,2941.0,-0.297,1.17,0.31,0.306,0.625,0.34,0.533,0.306,0.473,0.214,0.154,1.142,0.011,0.006,0.326,-0.782,-1.535,-0.312,156041,171889,148614,144844,157978,177212,45512,85697,517835625,1836001017,-0.066,0.2,60883,0.244,-0.196,81026,43433,471601907,0.056,0.439,21.124,21.095,21.234,21.378,0.618,1.172,0.095,0.344,-0.094,0.024,0.04,27.169,43.917,-3.977,138594,132620,141540,376901088,0.502,842.038,202.499,23.744,0.527,0.959,1.674,425.31
2014-01-13,837.415,1.7303874972574498e+16,205.048,1405928305,1227630089,763855142,1574311791,1488449055,1406035782,1245539981,1574372842,1496427119,1452910506,1336711966,973854123,293951731.0,417931575,758609820,311782893.0,4.366670040852506e+16,1.995,2.242,21.98,1.5175943259769456e+16,1.4227072188243294e+16,1.2834602531625886e+16,1.1086624813997754e+16,1.562760295045708e+16,1.3183735322023202e+16,1.1381789913013588e+16,7716446035504458.0,1.5661683536234662e+16,1.2141226343349806e+16,8747462042270210.0,3598324108516095.0,6882959863403101.0,3.236984097482e+30,4.3882694885858e+30,1.984,2.189,289.706,299.345,305.261,316.809,396.931,264.889,304.273,340.305,480.702,269.057,305.771,403.774,100.929,-163.794,2547.0,24118.0,-1.353,-0.656,-0.939,469022960,526057025,597673731,694698518,612216592,533547272,1253087593,7.11681729462032e+16,3.925571290729189e+17,-0.408,1.797,0.21,0.184,0.198,0.0035714285714285,0.0058888888888888,-2.332,0.471,-0.038,0.643,101.076,0.052,0.615,0.556,0.259,24.302,8.075,1.962,0.962,-0.153,-0.014,0.562,0.903,1.694,8842,9835,11082,8581,10771,10433,9920,-1.339,257.0,236.119,220.131,35.881,76.374,107.017,321.866,2863.0,-0.332,1.151,0.311,0.307,0.622,0.336,0.527,0.302,0.466,0.213,0.153,1.144,0.011,0.006,0.327,-0.824,-1.531,-0.318,150810,172618,153059,147433,158474,177091,45513,84370,517851067,1779572073,-0.086,0.198,60858,-0.031,-0.207,80470,43035,462998861,0.035,0.437,21.122,21.084,21.211,21.375,0.606,1.137,0.092,0.323,-0.094,0.02,0.04,25.16,43.511,-3.716,138731,133360,141970,380040242,0.5,847.516,201.566,-17.369,-0.213,0.939,1.664,415.876
2014-01-14,844.33,1.4384117636345152e+16,238.674,1449401430,1257003292,781295507,1681929371,1563723529,1457170605,1280637204,1707941804,1578058404,1504059659,1372964666,996396800,325516788.0,446904732,779666487,371065556.0,4.993095985880013e+16,1.993,2.236,26.159,1.517417136729029e+16,1.4404020939942902e+16,1.3106119802781248e+16,1.1275711672001728e+16,1.5005860293401116e+16,1.3343786297266128e+16,1.1575488475809172e+16,7862988268489966.0,1.5265770724522506e+16,1.2353967815759314e+16,8912563465104245.0,3448245870086426.0,7000460269694093.0,2.972599895142e+30,4.5269255667581e+30,1.996,2.185,259.617,289.295,298.763,310.598,396.508,251.782,295.526,333.749,475.383,243.541,300.731,400.296,96.363,-38.053,2321.0,24235.0,-1.354,-0.682,-0.939,436978317,542891510,604625249,699544320,609177787,526184293,1247660874,6.921747758109971e+16,3.891644138168615e+17,-0.464,1.754,0.215,0.186,0.201,0.0022857142857142,0.0057777777777777,0.692,0.488,-0.029,0.637,86.929,0.052,0.621,0.555,0.262,23.971,8.1,1.983,0.983,-0.159,-0.013,0.576,0.883,1.682,8552,10065,11172,9139,10774,10442,9930,-1.343,258.255,235.684,219.34,26.043,73.115,106.999,169.561,2862.0,-0.363,1.132,0.322,0.311,0.616,0.34,0.524,0.314,0.461,0.213,0.156,1.143,0.011,0.006,0.327,-0.774,-1.52,-0.325,150529,173252,158412,153347,160130,177132,45558,83556,518881994,1745395347,-0.102,0.197,60931,-0.123,-0.215,80788,42710,456027155,0.016,0.434,21.119,21.07,21.187,21.371,0.595,1.098,0.088,0.301,-0.094,0.016,0.04,20.576,42.464,-3.83,138406,133786,141931,381421726,0.497,853.781,202.051,9.819,-0.591,0.919,1.653,445.898
2014-01-15,857.806,1.5006920581526776e+16,263.902,1492874556,1286376495,798204570,1735738161,1620179385,1501487451,1313470091,1779666507,1646437348,1549412395,1407322322,1018556172,55892230.0,466774675,800121837,371065556.0,5.446964920553549e+16,1.995,2.23,26.159,1.5564971063482144e+16,1.4654084513576458e+16,1.3367670598945834e+16,1.149714782445179e+16,1.5006390437463946e+16,1.3565537535167548e+16,1.1796871192307082e+16,8019997769875390.0,1.5182145331640746e+16,1.2594690971212542e+16,9088476998569198.0,3429740237737800.0,7129524103474639.0,2.9407795245894e+30,4.6593215986149e+30,2.005,2.181,235.875,282.756,292.685,303.837,396.727,257.842,291.31,329.242,470.735,245.684,297.718,397.382,78.382,19.643,1536.0,24173.0,-1.356,-0.708,-0.939,419850144,548470125,567503868,703517687,599898707,383872894,1242363352,3.683959965277734e+16,3.8586667462257926e+17,-0.516,1.711,0.22,0.188,0.204,0.001,0.0056666666666666,2.377,0.524,-0.016,0.632,116.949,0.052,0.617,0.553,0.266,23.688,8.122,1.956,0.956,-0.166,-0.013,0.583,0.863,1.669,8222,9992,11235,8904,10608,10392,9764,-1.356,259.69,235.017,216.753,25.504,63.798,101.668,162.614,2584.0,-0.393,1.112,0.335,0.313,0.611,0.342,0.521,0.32,0.455,0.2,0.157,1.143,0.01,0.006,0.327,-0.685,-1.505,-0.331,151147,173572,159344,156251,159855,176887,45350,83162,514158513,1728979695,-0.116,0.195,61095,-0.007,-0.22,82356,42118,443477551,-0.002,0.432,21.118,21.072,21.171,21.368,0.572,1.055,0.082,0.278,-0.093,0.012,0.04,46.681,45.586,-3.376,136917,134359,141914,328793471,0.495,859.971,204.781,83.39,-0.471,0.899,1.641,487.666
2014-01-16,854.108,1.7081647901196432e+16,231.919,1520265650,1315749698,815113633,1762642556,1662521276,1539895384,1344184727,1789546951,1701563952,1588968714,1439784932,1040343917,65592433.66666666,478676377,818671329,371065556.0,5.728276844873242e+16,1.999,2.225,26.159,1.549089537302279e+16,1.5191106152022464e+16,1.3748329421471598e+16,1.176300424036219e+16,1.6044019169330188e+16,1.4034352250638066e+16,1.213782452836446e+16,8219154915618710.0,1.594048375049789e+16,1.2954981298744454e+16,9306908256635944.0,3791980427488052.0,7354516674228067.0,3.5947788906131e+30,5.4376032984218e+30,2.018,2.178,244.832,268.612,293.309,299.028,396.006,244.881,283.391,322.963,465.486,243.706,293.078,393.759,77.734,-64.863,1511.0,24363.0,-1.378,-0.734,-0.939,424321697,545181609,548283302,707218816,590744778,344071067,1237421244,2.959622483054989e+16,3.828028339505016e+17,-0.565,1.67,0.22,0.19,0.205,0.001060606060606,0.0055555555555555,0.628,0.525,-0.006,0.626,115.954,0.052,0.606,0.55,0.27,98.092,8.145,1.923,0.924,-0.174,-0.012,0.581,0.844,1.656,8301,9923,11307,8890,10494,10358,9673,-1.359,261.275,234.249,212.995,24.283,65.355,97.092,147.411,2357.0,-0.42,1.093,0.326,0.313,0.605,0.338,0.516,0.313,0.448,0.196,0.157,1.144,0.01,0.006,0.327,-0.629,-1.491,-0.337,153675,173753,159372,158328,158680,176577,45413,82966,515579777,1720851570,-0.129,0.194,61062,0.045,-0.225,81710,41668,434059545,-0.019,0.429,21.12,21.083,21.161,21.366,0.542,1.015,0.073,0.257,-0.089,0.009,0.04,60.083,48.135,-3.001,136040,134875,141873,312669476,0.492,865.281,203.951,181.107,-0.342,0.879,1.63,517.354
2014-01-17,822.71,1.5250979516631566e+16,205.781,1546770332,1345122901,832022697,1776094754,1694277695,1573182260,1372917774,1789546951,1743438213,1624872888,1470352496,1061760034,75292637.33333333,483198997,835441921,371065556.0,5.837031758839091e+16,2.004,2.22,26.159,1.5779849333118262e+16,1.5321642202144042e+16,1.4087435696221034e+16,1.196336598514367e+16,1.5647499342980876e+16,1.41965692194372e+16,1.2338673237284918e+16,8373700511245366.0,1.5820525822302278e+16,1.3180011961729574e+16,9481505880788694.0,3399411160209797.0,7478995230380538.0,2.8889990590397e+30,5.5908272307095e+30,2.027,2.175,233.868,258.485,286.21,295.898,394.927,225.331,273.043,315.403,459.778,224.181,287.062,389.579,84.632,-97.121,1791.0,24668.0,-1.427,-0.762,-0.939,405109362,517928275,522850286,708902181,571755719,299037195,1234766210,2.235581101195728e+16,3.811618982249225e+17,-0.617,1.628,0.222,0.192,0.206,0.0011212121212121,0.0054444444444444,-0.431,0.509,0.003,0.621,102.379,0.052,0.578,0.545,0.273,6.925,8.22,1.949,0.95,-0.133,-0.011,0.563,0.823,1.643,7926,9510,11342,8152,10200,10261,9410,-1.412,262.466,233.381,208.839,24.296,61.697,83.491,147.569,1743.0,-0.446,1.073,0.329,0.313,0.602,0.341,0.513,0.321,0.443,0.199,0.158,1.145,0.01,0.006,0.328,-0.524,-1.471,-0.343,159847,174419,166994,167374,162067,176931,44112,82509,486465114,1701944964,-0.136,0.193,61104,0.125,-0.227,80742,41214,424653730,-0.035,0.426,21.122,21.104,21.158,21.366,0.503,0.974,0.063,0.237,-0.084,0.006,0.04,68.544,50.343,-2.711,134310,135284,141752,243055475,0.489,867.358,187.613,268.188,-0.69,0.858,1.618,505.461
2014-01-18,836.905,1.429193254402194e+16,255.472,1573275015,1374496104,848931760,1782820852,1718095009,1602030885,1399797076,1789546951,1772060134,1657243104,1499025016,1082804523,84992841.0,480550920,850538848,371065556.0,5.773229662450918e+16,2.007,2.214,26.159,1.5541519987283318e+16,1.5307713520749654e+16,1.433569757602224e+16,1.2108735879062046e+16,1.4969715943501408e+16,1.4209284329381832e+16,1.2464689966751822e+16,8503771544932765.0,1.5076567427754118e+16,1.3330242062302366e+16,9631997405433534.0,2874736292810306.0,7548334550799402.0,2.0660271883002e+30,5.6127295902085e+30,2.028,2.171,231.058,247.99,284.96,292.697,394.594,240.401,270.7,311.537,455.288,234.983,284.454,386.514,83.232,-29.947,1732.0,24751.0,-1.458,-0.788,-0.939,395713459,501168181,504773207,710676583,552010074,293412494,1231750852,2.152272294703504e+16,3.793025403662271e+17,-0.671,1.587,0.223,0.194,0.207,0.0011818181818181,0.0053333333333333,-0.702,0.483,0.011,0.615,127.505,0.052,0.545,0.54,0.277,6.389,8.283,1.824,0.832,-0.096,-0.011,0.537,0.803,1.629,7789,9205,11379,7506,9902,10158,9139,-1.505,263.713,232.027,202.361,30.658,66.108,80.785,234.976,1632.0,-0.474,1.054,0.325,0.313,0.599,0.338,0.508,0.316,0.436,0.199,0.158,1.147,0.01,0.006,0.329,-0.458,-1.452,-0.349,160448,174673,161364,163531,159467,176273,44337,81997,491450846,1680863722,-0.146,0.191,61128,-0.004,-0.231,80272,40391,407848557,-0.054,0.423,21.125,21.122,21.156,21.366,0.46,0.929,0.053,0.216,-0.077,0.003,0.04,67.387,50.189,-2.677,132605,135652,141121,247441588,0.485,867.517,177.982,220.918,-0.635,0.837,1.605,485.296
2014-01-19,842.293,1.552916374804164e+16,229.781,1599779697,1403869307,865840823,1786183902,1735957994,1627033027,1424942229,1789546951,1787429713,1686079362,1525802490,1103477384,94693044.66666666,470611116,864049842,371065556.0,5.536870555708928e+16,2.009,2.209,26.159,1.5024025269565054e+16,1.554980527147686e+16,1.4599771286903552e+16,1.2312669663992346e+16,1.5249439845771524e+16,1.4385268251869806e+16,1.2662397952641488e+16,8658175769176915.0,1.507038930813328e+16,1.3550914828042984e+16,9806864243391772.0,2569302939190963.0,7660884967576174.0,1.6503293983338e+30,5.7185525452967e+30,2.025,2.166,230.345,232.94,275.734,289.86,393.646,235.091,265.244,306.262,450.332,234.345,280.395,382.891,85.776,-85.327,1839.0,24981.0,-1.489,-0.815,-0.939,411017333,476386856,499677360,713736953,544553221,292672310,1227634550,2.141427030983344e+16,3.767716470654514e+17,-0.721,1.546,0.222,0.195,0.208,0.0012424242424242,0.0052222222222222,-1.013,0.445,0.017,0.61,95.164,0.052,0.51,0.533,0.28,2.214,8.298,1.825,0.832,-0.057,-0.01,0.511,0.782,1.615,8181,8921,11455,8081,9895,10150,9156,-1.527,264.718,230.762,196.806,30.968,62.35,79.693,239.752,1588.0,-0.501,1.034,0.324,0.31,0.594,0.334,0.503,0.309,0.429,0.2,0.157,1.149,0.01,0.006,0.33,-0.436,-1.435,-0.355,162758,174704,156651,159046,156991,175566,44601,81947,497312580,1678824113,-0.157,0.189,60991,-0.299,-0.238,79140,40021,400423358,-0.074,0.419,21.128,21.14,21.155,21.365,0.412,0.873,0.042,0.19,-0.07,0.001,0.04,67.794,50.29,-2.586,131117,135791,140534,249275360,0.481,864.989,172.546,178.764,-0.398,0.816,1.592,490.961
2014-01-20,886.057,1.5920012817254122e+16,272.177,1626284380,1427937789,882749887,1787865426,1749355234,1648701551,1448465114,1789546951,1789546951,1711381662,1550684918,1123778618,104393248.33333331,473184993,876048283,59282663.0,5.597600939462042e+16,2.008,2.204,3.426,1.524703636977257e+16,1.5352110677859664e+16,1.4789591433051482e+16,1.2554961618867528e+16,1.5584726331512824e+16,1.4589900860587714e+16,1.2872566653584238e+16,8817776583420370.0,1.5518383081977816e+16,1.3783646644382454e+16,9987207496228576.0,2538559402939300.0,7788741810981301.0,1.6110709605629e+30,5.6467458610012e+30,2.02,2.162,252.477,242.53,270.937,289.377,392.716,253.634,266.169,304.063,446.416,255.261,279.254,380.222,86.005,-83.713,1849.0,25129.0,-1.487,-0.838,-0.939,443388421,456205691,500962469,718405822,549207693,294372832,1222917609,2.166384108881789e+16,3.738818697753136e+17,-0.761,1.507,0.207,0.198,0.209,0.0013030303030303,0.0051111111111111,-0.194,0.417,0.024,0.604,85.842,0.052,0.487,0.527,0.283,-1.722,8.246,1.837,0.844,-0.05,-0.009,0.486,0.763,1.601,8510,8676,11534,8660,9928,10156,9212,-1.484,265.874,230.499,198.07,34.45,37.251,78.395,296.707,1536.0,-0.524,1.015,0.301,0.31,0.59,0.332,0.499,0.307,0.423,0.105,0.157,1.15,0.003,0.006,0.331,-0.411,-1.416,-0.361,165306,175257,163545,164414,160302,175776,45051,81524,507395896,1661533924,-0.164,0.187,60968,-0.2,-0.24,78933,39745,394924198,-0.086,0.416,21.13,21.157,21.156,21.364,0.369,0.804,0.034,0.162,-0.062,-0.001,0.04,67.008,50.205,-2.241,132842,136564,141487,322749528,0.477,859.584,161.657,271.766,0.441,0.796,1.58,501.271
2014-01-21,863.039,1.646933179908678e+16,218.289,1652789062,1448225248,899658950,1788706189,1759403163,1667480937,1470470394,1789546951,1789546951,1733150005,1574014542,1143708224,114093452.0,481203745,886595583,82432057.0,5.788926095328282e+16,2.003,2.198,4.69125,1.597283612146085e+16,1.5649998415394182e+16,1.5027009677668544e+16,1.2785545822808864e+16,1.6027029065299802e+16,1.484049165238759e+16,1.3104616017810208e+16,8985942632116334.0,1.6129530796634922e+16,1.40361866560095e+16,1.017649900823742e+16,2500529252490600.0,7924362979696670.0,1.5631616356403e+30,5.8036883965512e+30,2.015,2.157,240.082,239.617,264.456,287.268,391.108,235.962,259.785,298.529,441.403,238.167,274.668,376.388,89.693,-144.735,2011.0,25454.0,-1.499,-0.861,-0.939,430949416,433963867,498153257,721569910,544616363,293584575,1218933572,2.1547975712777536e+16,3.714497633478195e+17,-0.797,1.469,0.204,0.2,0.208,0.0013636363636363,0.005,-1.382,0.36,0.027,0.598,16.887,0.052,0.466,0.521,0.286,-9.831,8.251,1.841,0.847,-0.028,-0.009,0.462,0.743,1.586,7988,8270,11571,8285,9749,10090,9059,-1.468,266.466,229.57,196.031,31.059,31.34,75.314,241.17,1418.0,-0.545,0.995,0.303,0.314,0.585,0.335,0.496,0.317,0.418,0.109,0.158,1.15,0.003,0.006,0.331,-0.34,-1.393,-0.367,171798,176203,177637,178066,168549,176757,49202,81598,605219832,1664561548,-0.161,0.186,61161,0.32,-0.235,80212,39631,392655999,-0.089,0.413,21.133,21.173,21.157,21.363,0.326,0.728,0.027,0.132,-0.055,-0.003,0.04,67.879,50.378,-2.029,134030,137138,141996,342894009,0.474,855.886,149.98,228.221,0.539,0.776,1.567,498.97
2014-01-22,852.448,1.6046837571817218e+16,255.773,1679293745,1468512707,916568013,1789126570,1766939110,1683756406,1491055978,1789546951,1789546951,1751384390,1596035297,1163266202,123793655.66666666,485713292,895743005,105581451.0,5.897935056501632e+16,1.995,2.192,5.9565,1.6145394062719376e+16,1.5798557985435676e+16,1.5226321249506066e+16,1.2988695271106738e+16,1.603693331855851e+16,1.5001337774978208e+16,1.3294436763230016e+16,9141127136285586.0,1.616653152181311e+16,1.4246592575300362e+16,1.0353200462403766e+16,2344194613753900.0,8025839199270251.0,1.3738120967882e+30,5.8493869869945e+30,2.006,2.152,248.746,238.456,260.606,286.459,390.063,245.867,259.25,295.771,437.323,246.012,272.636,373.414,90.374,-94.022,2042.0,25638.0,-1.49,-0.882,-0.939,416540828,418195486,495469920,723659562,532995432,296931529,1215829036,2.204208325424291e+16,3.695600610977913e+17,-0.833,1.431,0.204,0.201,0.208,0.0014242424242424,0.0048888888888888,-1.717,0.294,0.028,0.593,29.205,0.051,0.441,0.515,0.289,330.845,8.22,1.859,0.864,-0.031,-0.008,0.438,0.724,1.572,7703,7962,11606,7765,9520,10005,8852,-1.488,267.573,228.897,195.933,29.952,30.525,72.542,224.276,1316.0,-0.564,0.976,0.304,0.314,0.578,0.333,0.492,0.318,0.412,0.109,0.158,1.149,0.003,0.006,0.33,-0.291,-1.369,-0.372,173169,176346,176164,178053,169960,176659,49233,81521,605980916,1661438357,-0.157,0.185,61185,0.742,-0.226,81046,39575,391552532,-0.088,0.41,21.135,21.186,21.159,21.361,0.278,0.635,0.019,0.101,-0.047,-0.004,0.04,63.216,49.948,-1.995,134048,137593,142344,343551834,0.471,856.18,137.863,202.363,0.271,0.757,1.553,491.704
2014-01-23,837.897,1.6744048043971566e+16,222.274,1705798427,1488800165,933477077,1789336760,1772591070,1697861812,1510313461,1789546951,1789546951,1766084818,1616747184,1182452552,133493859.33333331,486811168,903533066,128730845.0,5.924627822981888e+16,1.984,2.185,7.22175,1.6420072471625192e+16,1.5750329434403552e+16,1.5470717793213008e+16,1.3212574532241974e+16,1.6390490681265038e+16,1.5233699144177322e+16,1.351699232972947e+16,9308224299091872.0,1.6465858512439206e+16,1.4488873399356158e+16,1.0542009626238044e+16,2208819959949000.0,8152395395368723.0,1.2197214038672e+30,5.9770985646166e+30,1.997,2.147,232.112,237.078,252.845,284.422,388.919,234.071,254.32,291.029,432.596,232.776,268.495,369.726,93.268,-103.006,2175.0,25903.0,-1.488,-0.903,-0.939,407371167,415846432,489842258,722869566,524016706,298022414,1216592626,2.220433975795341e+16,3.7002440424261126e+17,-0.867,1.394,0.207,0.204,0.209,0.0014848484848484,0.0047777777777777,0.274,0.26,0.031,0.587,46.789,0.051,0.411,0.507,0.292,363.813,8.207,1.856,0.861,-0.031,-0.008,0.41,0.705,1.557,7376,7839,11586,7464,9330,9929,8674,-1.523,269.111,228.489,197.483,32.229,29.91,71.687,259.67,1285.0,-0.58,0.957,0.313,0.317,0.573,0.336,0.489,0.328,0.408,0.11,0.159,1.148,0.003,0.006,0.33,-0.205,-1.342,-0.378,176877,176993,178476,181113,173060,176858,49690,80871,617279725,1635015677,-0.151,0.183,61254,0.977,-0.216,81307,39289,385906799,-0.085,0.407,21.137,21.196,21.161,21.358,0.203,0.62,0.01,0.096,-0.041,-0.006,0.04,58.927,49.551,-2.233,134708,138138,142624,351534123,0.468,855.327,126.437,167.17,-0.153,0.737,1.54,486.543
