Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-std-30,difficulty-btc-var-30,hashrate-btc-ema-3,hashrate-btc-wma-3,hashrate-btc-var-14,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-roc-14,transactionfees-btc-mom-14,median_transaction_fee-btc-std-14,median_transaction_fee-btc-mom-14,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-90,confirmationtime-btc-trx-90,marketcap-btc-sma-90,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-wma-3,marketcap-btc-mom-7,marketcap-btc-trx-3,marketcap-btc-rsi-14,marketcap-btc-rsi-90,top100cap-btc-trx-14,price-btc-sma-3,price-btc-ema-3,price-btc-ema-7,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-30,price-btc-rsi-14,price-btc-rsi-90,bitcoin-price_raw_1d
2013-12-12,10334494909,853.621,0.0854,7575300196267822.0,196324965,9635872923607424.0,7455851589478296.0,7544613500021107.0,3.6234708319676e+29,549.738,629.897,579.977,555.615,523.304,607.955,462.792,309.354,23925.0,-1.592,-41.529,-0.08,0.019,-0.008,54.231,54.147,-0.044,4308497705,10336979832,8991025962,10596950064,-1631591736,0.315,55.795,64.577,0.043,886.046,865.972,868.913,463.55,875.513,852.475,843.625,55.605,64.376,870.134
2013-12-13,10537959468,870.134,0.087,7653858479326845.0,209378610,1.0959850591840704e+16,7554855034402570.0,7611495308662955.0,3.6693202764509e+29,518.597,613.025,568.813,551.785,509.933,602.965,464.069,303.135,22973.0,-1.897,-32.248,-0.065,0.019,-0.011,55.113,54.358,-0.043,4409478806,10363777117,9090828123,10504376607,-529224293,0.255,56.745,64.893,0.049,870.484,868.053,869.218,472.486,867.557,859.83,851.318,56.539,64.686,854.784
2013-12-14,10355708429,854.784,0.0855,8206069562908918.0,218475102,1.1932842593105536e+16,7880462298655744.0,7916870973941304.0,3.8175113366858e+29,521.119,591.024,561.893,549.535,509.51,598.933,465.858,303.301,22998.0,-2.013,-37.339,-0.086,0.017,-0.02,54.07,54.124,-0.042,4508460414,10362701292,9172433304,10412923189,1646848565,-0.008,55.593,64.374,0.055,859.513,861.418,865.61,480.888,859.707,864.995,856.943,55.372,64.161,834.51
2013-12-15,10114244669,834.51,0.0835,8711511896225939.0,224096844,1.2554848927401408e+16,8295987097440842.0,8366755548970341.0,5.798047675102e+29,503.379,574.871,543.639,541.5,485.479,588.762,465.623,303.041,22959.0,-2.239,-34.731,-0.056,0.017,-0.008,52.653,53.814,-0.041,4604739021,10329573742,9233195328,10265351722,1246742599,-0.451,54.028,63.69,0.061,853.143,847.964,857.835,488.66,847.205,860.303,860.284,53.793,63.473,774.416
2013-12-16,9389330110,774.416,0.0774,8363836008024898.0,226502712,1.282586959472864e+16,8329911552732870.0,8453433563239171.0,6.1584937932689e+29,492.413,566.178,533.384,536.676,476.315,581.249,466.322,300.243,22537.0,-2.349,-20.681,-0.081,0.018,-0.014,48.587,52.907,-0.04,4692898984,10204207924,9243268540,9792031350,-966615918,-1.512,49.52,61.702,0.066,821.237,811.19,836.98,494.941,807.842,836.982,858.839,49.303,61.497,673.001
2013-12-17,8163095363,673.001,0.0673,9105955423884440.0,229370250,1.3152677948840832e+16,8717933488308654.0,8792841697321432.0,7.5391898286166e+29,461.215,536.962,512.427,526.323,447.263,567.788,465.073,298.119,22219.0,-2.606,-52.09,-0.108,0.019,-0.031,42.607,51.429,-0.039,4767325771,9932059583,9173579948,8897031830,-2928337449,-3.454,42.987,58.574,0.07,760.643,742.096,795.985,498.854,733.724,791.233,850.086,42.809,58.395,554.522
2013-12-18,6728817650,554.522,0.0555,9240127173187196.0,235493078,1.3864247469615296e+16,8979030330747926.0,9049354729225816.0,8.8110139997479e+29,434.51,509.603,484.061,511.701,406.879,549.461,462.198,298.162,22225.0,-3.079,-56.104,-0.145,0.022,-0.048,36.895,49.785,-0.038,4826137152,9504960658,9015853348,7650328964,-4014573772,-6.043,36.862,55.261,0.074,667.313,648.309,735.62,500.078,630.664,724.572,833.216,36.724,55.11,615.988
2013-12-19,7477721321,615.988,0.0616,9930835726470662.0,239810952,1.4377323233634432e+16,9454933028609294.0,9563119491611722.0,9.7915419146182e+29,418.892,484.315,466.383,501.364,386.122,534.741,460.525,297.083,22065.0,-3.417,-50.181,-0.124,0.022,-0.038,41.292,50.613,-0.038,4893461077,9234662080,8916619023,7342315771,-2856773588,-5.998,41.546,56.559,0.076,614.503,632.148,705.712,502.625,605.001,685.177,820.302,41.379,56.397,663.529
2013-12-20,8058557197,663.529,0.0664,9411150200132694.0,242420339,1.469190524089792e+16,9433041614370994.0,9555874871087686.0,9.8863314898577e+29,392.983,455.79,446.184,489.333,360.122,518.032,458.1,297.003,22053.0,-3.724,-55.913,-0.079,0.022,-0.025,44.513,51.242,-0.037,4967218914,9077848096,8861260196,7643321980,-2479402272,-4.115,44.956,57.525,0.077,611.346,647.839,695.166,506.161,629.514,666.153,810.426,44.765,57.353,614.291
2013-12-21,7312365176,614.291,0.0614,8651254170998630.0,262438069,1.721843501207552e+16,9042147892684812.0,9117816439955240.0,9.1954397022058e+29,360.094,440.606,424.917,476.259,333.546,499.707,455.11,297.143,22073.0,-4.029,-42.577,-0.264,0.023,-0.011,41.946,50.568,-0.036,5032623836,8842450373,8761331485,7588655207,-3043343252,-3.451,41.598,55.909,0.077,631.269,631.065,674.947,508.538,630.986,642.199,797.01,42.056,56.065,634.818
2013-12-22,7509740013,634.818,0.0635,9551805680846730.0,295822127,2.187768268297229e+16,9296976786765772.0,9228179264111606.0,7.8735277254592e+29,339.603,421.491,405.803,463.698,313.912,481.472,452.071,297.504,22127.0,-4.277,-48.73,-0.039,0.024,-0.01,43.411,50.84,-0.036,5100247367,8664755658,8680583648,7535417932,-2604504656,-2.584,42.815,56.238,0.074,637.546,632.942,664.915,511.313,632.761,631.966,784.887,43.588,56.477,650.085
2013-12-23,7652888251,650.085,0.065,9952354122881032.0,321317764,2.581127643696691e+16,9624665454823402.0,9601987983555778.0,7.428056407041e+29,312.933,402.673,389.033,451.848,299.02,463.817,449.061,297.591,22140.0,-4.433,-48.475,-0.084,0.024,-0.021,44.533,51.044,-0.035,5169451231,8529840004,8614280719,7548418326,-1736441859,-1.571,43.731,56.476,0.07,633.065,641.513,661.207,514.363,639.03,632.681,773.835,44.759,56.782,670.728
2013-12-24,7877506406,670.728,0.0671,1.0027670209914472e+16,340700550,2.901921627405939e+16,9826167832368936.0,9923254092725280.0,7.3092829242396e+29,299.676,380.445,374.95,440.981,291.639,447.084,446.191,298.481,22273.0,-4.471,-52.336,-0.093,0.022,-0.025,46.088,51.319,-0.034,5241035296,8442862191,8566746893,7741339289,-285588957,-0.477,45.213,56.848,0.066,651.877,656.12,663.587,517.8,657.862,642.998,764.305,46.378,57.192,670.394
2013-12-25,7992904507,670.394,0.0737,9837912459239684.0,354973251,3.150150219424973e+16,9832040145804310.0,9920238653404750.0,6.537398807684e+29,296.41,365.46,361.866,430.39,285.925,430.573,443.224,299.632,22445.0,-4.427,-43.112,-0.081,0.02,-0.015,50.881,52.196,-0.033,5313827777,8382867833,8529724803,7897769097,1264086857,0.332,46.0,57.039,0.057,663.735,663.257,665.289,521.153,667.12,653.312,754.823,46.355,57.183,730.449
2013-12-26,8667980009,730.449,0.073,1.0012871210862236e+16,364736256,3.325813419753792e+16,9922455678333272.0,9957018126830002.0,5.4625725215677e+29,293.235,356.064,357.518,423.865,294.136,418.127,441.43,300.079,22512.0,-4.1,-28.548,-0.02,0.019,-0.012,50.376,52.097,-0.032,5394151829,8420882790,8538644494,8311209241,1190258688,1.743,50.482,58.135,0.045,690.523,696.853,681.579,525.753,700.477,674.502,749.328,51.182,58.358,753.055
2013-12-27,8759625914,753.055,0.0753,1.0619567584881254e+16,370346391,3.4289112283924224e+16,1.0271011631607264e+16,1.0287059605934564e+16,4.7889073319227e+29,294.975,343.979,353.458,417.62,302.594,406.124,439.613,300.508,22576.0,-3.632,-34.093,-0.044,0.017,-0.012,52.035,52.394,-0.031,5475380105,8466048540,8552901360,8601290378,701068717,2.413,51.075,58.281,0.032,717.966,724.954,699.448,530.749,731.743,697.255,745.434,52.9,58.788,738.125
2013-12-28,8704024111,738.125,0.0738,9865732026963022.0,371991594,3.4594436453408256e+16,1.0068371829285144e+16,1.0141533743585546e+16,3.7812311524569e+29,294.225,327.159,343.855,408.834,299.209,392.198,436.821,301.685,22754.0,-3.297,-45.554,-0.017,0.015,-0.012,50.826,52.178,-0.03,5555968314,8497778616,8562651215,8716550695,1391658935,2.233,50.678,58.157,0.019,740.543,731.54,709.117,535.307,741.822,713.078,740.874,51.608,58.385,729.759
2013-12-29,8664365741,729.759,0.073,9233344750389284.0,372350817,3.4661282752745344e+16,9650858289837214.0,9675177648329102.0,3.3589989486212e+29,301.588,320.596,342.421,403.948,308.927,382.695,435.194,302.076,22812.0,-2.808,-21.623,0.023,0.012,-0.01,50.124,52.056,-0.029,5636145951,8519990233,8569213442,8693461893,1154625728,1.692,50.378,58.067,0.005,740.313,730.649,714.278,539.58,736.43,722.388,736.197,50.859,58.159,760.719
2013-12-30,8880104088,760.719,0.0761,1.0398380332268098e+16,375952401,3.533505186689613e+16,1.0024619311052656e+16,9921260420757558.0,2.6352462342555e+29,306.907,309.92,339.066,398.355,312.846,373.029,433.24,302.623,22895.0,-2.343,-32.023,-0.015,0.012,-0.001,52.728,52.471,-0.028,5718672786,8568005413,8589270903,8778844643,1227215837,1.49,52.045,58.419,-0.006,742.868,745.684,725.888,544.441,746.633,736.046,734.059,53.547,58.756,756.614
2013-12-31,8848410602,756.614,0.0757,1.0582875840170068e+16,376884929,3.551056237642035e+16,1.0303747575611362e+16,1.029645548923919e+16,2.8227846192708e+29,313.514,306.595,337.812,393.923,318.534,365.255,431.585,303.031,22957.0,-1.866,-12.373,0.019,0.013,0.008,52.338,52.41,-0.027,5802227956,8605392772,8605989593,8828300954,970904196,1.19,51.77,58.346,-0.017,749.03,751.149,733.569,549.104,753.506,744.727,732.283,53.132,58.644,771.144
2014-01-01,9027564716,771.144,0.0771,1.134520943522258e+16,375168305,3.5187814281318016e+16,1.0824478505416972e+16,1.0933293386379238e+16,4.0533842706069e+29,323.824,310.117,339.302,391.024,327.403,359.419,430.374,303.135,22973.0,-1.334,16.453,0.041,0.011,0.022,53.646,52.607,-0.026,5888327231,8661682364,8633187988,8943269907,1034660209,1.138,53.274,58.641,-0.03,762.826,761.147,742.963,553.984,764.563,753.973,731.786,54.477,58.925,779.773
2014-01-02,9275962711,779.773,0.078,1.1752424385835746e+16,395196578,3.904508374369946e+16,1.128845144562636e+16,1.1421761311353654e+16,6.1818665115774e+29,308.671,300.953,323.82,380.196,302.244,345.981,426.402,305.453,23325.0,-1.423,-36.5,0.052,0.011,0.016,54.445,52.724,-0.025,5976063463,8743586411,8674657325,9121904694,607982702,1.352,55.353,59.047,-0.042,769.177,770.46,752.166,558.946,773.037,761.779,732.162,55.298,59.092,793.629
2014-01-03,9653676428,793.629,0.0794,1.050349167013945e+16,410615157,4.21512017155401e+16,1.0895971557882904e+16,1.1060088869551978e+16,5.9158891600834e+29,305.543,300.259,321.333,375.356,301.368,339.042,424.27,305.962,23403.0,-1.369,-3.088,0.014,0.011,0.013,55.764,52.913,-0.024,6067692022,8864931746,8737819848,9423419904,894050514,1.845,58.384,59.655,-0.053,781.515,782.044,762.531,564.104,785.263,771.286,733.872,56.649,59.36,834.69
2014-01-04,9859310390,834.69,0.0835,1.0816266226805066e+16,420160487,4.413370864091456e+16,1.0856118892343984e+16,1.0868034401088216e+16,4.3374722918146e+29,304.334,299.28,314.885,368.75,293.225,330.837,421.466,306.705,23517.0,-1.396,-4.782,0.061,0.011,0.022,59.507,53.47,-0.022,6161590671,8997515565,8810174077,9693541123,1155286278,2.157,59.978,59.983,-0.063,802.697,808.367,780.571,570.051,811.85,789.61,738.754,60.463,60.142,877.685
2014-01-05,10586963510,877.685,0.0878,1.1832131795703252e+16,424229205,4.499260451982323e+16,1.1344125344023618e+16,1.1272069918476464e+16,5.2792686966597e+29,308.026,304.807,320.76,368.118,306.878,329.108,420.563,306.283,23452.0,-1.017,27.485,0.071,0.011,0.024,63.033,54.047,-0.021,6263432151,9209441958,8924805653,10188864623,1922597768,2.986,65.074,61.112,-0.072,835.334,843.026,804.849,576.812,849.344,815.234,746.746,64.031,60.939,961.717
2014-01-06,11416358515,961.717,0.0962,1.3262530771183098e+16,422979382,4.472788935226624e+16,1.2303328057603358e+16,1.2378020355293384e+16,1.0031356226811e+30,311.178,309.043,323.235,366.26,314.703,326.879,419.218,306.176,23436.0,-0.596,21.175,0.277,0.014,0.031,68.76,55.145,-0.019,6374325232,9503697499,9085550999,10880385493,2536254427,4.122,69.795,62.337,-0.078,891.364,902.372,844.066,585.272,912.535,856.583,760.243,69.773,62.423,914.81
2014-01-07,10571674123,914.81,0.0915,1.3145476374447896e+16,416363126,4.333956313824307e+16,1.2724402216025628e+16,1.2965603743568762e+16,1.3391814980469e+30,308.23,310.872,321.34,362.567,314.164,323.038,417.204,306.379,23467.0,-0.36,9.038,0.081,0.014,0.024,62.902,54.411,-0.018,6475660279,9646094382,9181429910,10855783818,1723263522,3.025,60.784,60.378,-0.083,918.071,908.591,861.752,592.514,924.258,879.026,770.195,63.664,61.112,848.331
2014-01-08,9871565110,848.331,0.0848,1.3256475566091898e+16,404116943,4.082762587775437e+16,1.2990438891058764e+16,1.3220485036392336e+16,1.5744072357224e+30,302.614,313.219,319.785,359.155,314.525,319.756,415.208,306.772,23527.0,-0.233,11.867,0.046,0.014,0.011,55.664,53.393,-0.017,6569129561,9676157146,9225954762,10362400349,844000394,0.999,54.502,58.829,-0.087,908.286,878.461,858.397,598.137,889.388,879.2,775.468,56.158,59.327,849.84
2014-01-09,10019535543,849.84,0.085,1.3322496432074378e+16,395204500,3.904664928496256e+16,1.3156467661566572e+16,1.3270986133809042e+16,1.7454940197929e+30,318.005,313.338,321.271,357.334,321.604,318.347,413.689,306.758,23525.0,-0.062,0.509,-0.006,0.014,0.012,55.789,53.413,-0.016,6664193226,9721940932,9277153522,10062235162,743572832,-0.041,55.548,59.053,-0.09,870.994,864.15,856.258,603.668,860.165,876.995,780.856,56.284,59.354,846.22
2014-01-10,10018449122,846.22,0.0846,1.433722716578053e+16,396183270,3.924029591056179e+16,1.3746847413673552e+16,1.381885832126361e+16,2.234947813177e+30,313.934,309.739,315.324,352.13,311.27,314.006,410.977,307.768,23680.0,-0.169,-15.408,0.02,0.013,0.009,55.387,53.357,-0.015,6759196803,9761475358,9324979044,9994330594,364772694,-0.441,55.538,59.051,-0.093,848.13,855.185,853.748,608.999,847.779,871.382,786.154,55.87,59.258,899.476
2014-01-11,10591030492,899.476,0.0899,1.4389433313782646e+16,394236714,3.885564662389171e+16,1.40681403637281e+16,1.4194208450830464e+16,2.413599115439e+30,321.93,313.132,317.14,350.634,315.022,313.488,409.436,307.797,23685.0,-0.114,16.879,0.018,0.013,0.016,59.952,54.068,-0.015,6860203572,9872082709,9406659783,10304920877,731720102,0.191,59.694,59.916,-0.094,865.179,877.331,865.18,615.383,873.451,877.204,794.978,60.483,60.218,893.878
2014-01-12,10436027877,893.878,0.0894,1.383452149295122e+16,389320955,3.78927014249536e+16,1.395133092833966e+16,1.4103276378699814e+16,1.9908876593075e+30,318.528,313.277,319.538,349.634,318.322,313.652,408.031,307.987,23714.0,0.034,0.61,0.002,0.012,0.016,59.266,53.981,-0.014,6959047024,9947275398,9473070628,10418098956,-150935633,0.423,58.11,59.572,-0.094,879.858,885.604,872.355,621.504,887.801,879.314,803.342,59.776,60.068,837.415
2014-01-13,9998496558,837.415,0.0837,1.7303874972574498e+16,417931575,4.366670040852506e+16,1.562760295045708e+16,1.5661683536234662e+16,3.236984097482e+30,299.345,305.261,304.273,340.305,289.952,305.771,403.774,310.597,24118.0,-0.451,-35.37,0.027,0.011,0.008,52.71,53.104,-0.014,7052411728,9954104886,9506969075,10243095986,-1417861957,-0.098,53.774,58.609,-0.094,876.923,861.51,863.62,626.249,866.579,866.729,808.011,53.038,58.575,844.33
2014-01-14,10119223760,844.33,0.0844,1.4384117636345152e+16,446904732,4.993095985880013e+16,1.5005860293401116e+16,1.5265770724522506e+16,2.972599895142e+30,289.295,298.763,295.526,333.749,274.784,300.731,400.296,311.353,24235.0,-0.956,-27.599,0.067,0.01,0.009,53.39,53.198,-0.013,7146913918,9976120736,9546469377,10131782046,-452450363,-0.292,54.777,58.795,-0.094,858.541,852.92,858.797,631.042,850.283,860.313,813.165,53.726,58.702,857.806
2014-01-15,10259201593,857.806,0.0858,1.5006920581526776e+16,466774675,5.446964920553549e+16,1.5006390437463946e+16,1.5182145331640746e+16,2.9407795245894e+30,282.756,292.685,291.31,329.242,268.436,297.718,397.382,310.953,24173.0,-1.259,-24.381,0.067,0.009,0.009,54.755,53.383,-0.013,7242635453,10013864850,9592452101,10169091476,387636483,-0.142,55.969,59.011,-0.093,846.517,855.363,858.549,636.026,849.915,859.783,819.166,55.106,58.95,854.108
2014-01-16,10182545514,854.108,0.0854,1.7081647901196432e+16,478676377,5.728276844873242e+16,1.6044019169330188e+16,1.594048375049789e+16,3.5947788906131e+30,268.612,293.309,283.391,322.963,255.727,293.078,393.759,312.175,24363.0,-1.577,3.912,0.003,0.008,0.007,54.286,53.324,-0.012,7336837594,10036355605,9630522644,10197543915,163009971,-0.099,55.112,58.84,-0.089,852.081,854.736,857.439,640.819,853.711,857.99,824.75,54.624,58.852,822.71
2014-01-17,9833758380,822.71,0.0823,1.5250979516631566e+16,483198997,5.837031758839091e+16,1.5647499342980876e+16,1.5820525822302278e+16,2.8889990590397e+30,258.485,286.21,273.043,315.403,240.019,287.062,389.579,314.12,24668.0,-1.975,-32.568,0.025,0.007,0.003,50.336,52.829,-0.011,7425817005,10009342642,9643634626,10020927960,-184690743,-0.506,51.265,58.068,-0.084,844.875,838.723,848.757,644.817,839.026,848.195,827.919,50.583,58.022,836.905
2014-01-18,9935042058,836.905,0.0837,1.429193254402194e+16,480550920,5.773229662450918e+16,1.4969715943501408e+16,1.5076567427754118e+16,2.0660271883002e+30,247.99,284.96,270.7,311.537,239.266,284.454,386.514,314.646,24751.0,-2.069,-6.411,0.01,0.007,-0.0005,52.035,53.029,-0.011,7515458131,9999435897,9662435106,9942531408,-655988434,-0.581,52.306,58.229,-0.077,837.908,837.814,845.794,649.039,835.041,842.788,831.426,52.301,58.291,842.293
2014-01-19,10102671627,842.293,0.0842,1.552916374804164e+16,470611116,5.536870555708928e+16,1.5249439845771524e+16,1.507038930813328e+16,1.6503293983338e+30,232.94,275.734,265.244,306.262,234.714,280.395,382.891,316.109,24981.0,-2.124,-35.984,-0.008,0.007,-0.004,52.696,53.105,-0.01,7605966149,10013200661,9690837462,10001976229,-333356250,-0.298,54.056,58.496,-0.07,833.97,840.054,844.919,653.286,837.233,840.963,834.806,52.97,58.393,886.057
2014-01-20,10194974658,886.057,0.0886,1.5920012817254122e+16,473184993,5.597600939462042e+16,1.5584726331512824e+16,1.5518383081977816e+16,1.6110709605629e+30,242.53,270.937,266.169,304.063,244.523,279.254,380.222,317.04,25129.0,-1.894,-19.79,-0.207,0.005,-0.008,57.789,53.721,-0.009,7695443448,10037437194,9723362442,10120884881,196478100,0.041,55.034,58.643,-0.062,855.085,863.055,855.203,658.402,863.277,851.921,840.626,58.105,59.215,863.039
2014-01-21,10181118424,863.039,0.0863,1.646933179908678e+16,481203745,5.788926095328282e+16,1.6027029065299802e+16,1.6129530796634922e+16,1.5631616356403e+30,239.617,264.456,259.785,298.529,238.463,274.668,376.388,319.087,25454.0,-1.842,-29.361,-0.041,0.004,-0.005,54.468,53.348,-0.009,7783287306,10056594691,9752895086,10172662702,61894664,0.196,54.845,58.611,-0.055,863.796,863.047,857.162,662.899,867.254,855.388,844.375,54.721,58.599,852.448
2014-01-22,10141792649,852.448,0.0852,1.6046837571817218e+16,485713292,5.897935056501632e+16,1.603693331855851e+16,1.616653152181311e+16,1.3738120967882e+30,238.456,260.606,259.25,295.771,242.502,272.636,373.414,320.235,25638.0,-1.639,-17.406,-0.004,0.004,-0.003,52.959,53.176,-0.008,7871451544,10067954419,9777985252,10163764909,-117408944,0.176,54.276,58.521,-0.047,867.181,857.748,855.984,667.065,861.58,855.538,846.951,53.186,58.317,837.897
2014-01-23,10007865382,837.897,0.0838,1.6744048043971566e+16,486811168,5.924627822981888e+16,1.6390490681265038e+16,1.6465858512439206e+16,1.2197214038672e+30,237.078,252.845,254.32,291.029,238.456,268.495,369.726,321.885,25903.0,-1.569,-32.833,0.037,0.004,-0.001,50.875,52.94,-0.008,7960249494,10059942548,9792816228,10081383311,-174680132,-0.043,52.287,58.212,-0.041,851.128,847.823,851.462,670.82,846.938,852.243,848.153,51.066,57.93,808.157
2014-01-24,9622109371,808.157,0.0808,1.809306435710482e+16,499091503,6.22730821651968e+16,1.7241777519184928e+16,1.7302354455179022e+16,1.5471718833252e+30,237.928,248.207,248.642,285.913,232.12,263.805,365.832,321.517,25843.0,-1.609,-23.471,-0.008,0.005,-0.004,46.819,52.457,-0.007,8044287232,10001564791,9781802882,9837308588,-211649009,-0.649,46.949,57.332,-0.032,832.834,827.99,840.636,673.838,825.452,842.091,847.076,46.948,57.146,829.446
2014-01-25,9818642379,829.446,0.0829,1.808172339089276e+16,539745669,7.28313468503726e+16,1.7661750455038844e+16,1.7862557821809802e+16,1.7395502031219e+30,228.542,238.266,240.792,279.71,220.079,257.838,361.451,322.711,26036.0,-1.805,-42.31,-0.015,0.004,-0.007,49.898,52.769,-0.007,8129777776,9977175136,9784179624,9784668543,-116399679,-0.681,49.763,57.662,-0.023,825.167,828.718,837.838,677.258,823.758,837.781,847.077,50.053,57.562,861.16
2014-01-26,10027796911,861.16,0.0861,1.7384156232699136e+16,569594856,8.110957509765018e+16,1.752295334386899e+16,1.7734829972831178e+16,1.4757815664901e+30,222.691,227.815,233.862,273.847,210.15,252.111,357.062,323.809,26213.0,-2.028,-43.657,-0.02,0.004,-0.003,54.157,53.231,-0.006,8216311105,9983924706,9799896868,9890464144,-74874716,-0.278,52.642,58.011,-0.014,832.921,844.939,843.669,681.3,841.755,841.666,848.91,54.34,58.173,859.05
2014-01-27,9747557461,859.05,0.0859,1.7615035804981818e+16,590280499,8.71077669070295e+16,1.7568994574425404e+16,1.7615857211872634e+16,1.5287709351285e+30,214.208,228.369,231.054,269.908,207.676,248.227,353.211,324.522,26329.0,-2.057,3.779,-0.008,0.004,0.002,53.829,53.196,-0.005,8299047393,9952409073,9796520132,9852818098,-447417197,-0.337,48.621,57.369,-0.004,849.885,851.994,847.514,685.206,854.819,844.35,850.376,54.008,58.117,798.213
2014-01-28,9489317514,798.213,0.0798,1.8589709109607748e+16,602746787,9.08259222785106e+16,1.8079351842016576e+16,1.806389252858089e+16,1.563746845595e+30,206.727,223.172,222.369,263.199,195.605,241.467,348.338,326.927,26720.0,-2.267,-30.482,-0.065,0.005,-0.005,45.312,52.195,-0.004,8378583109,9890663532,9776700609,9665144063,-691800910,-0.71,45.196,56.784,0.005,839.474,825.104,835.189,687.69,828.983,832.789,847.656,45.393,56.521,825.551
2014-01-29,9687524064,825.551,0.0826,1.7192768073273424e+16,607499930,9.226404121209344e+16,1.7636059957645e+16,1.7728793040669488e+16,1.3897786656688e+30,196.346,217.401,217.134,258.032,189.699,236.175,343.867,328.639,27001.0,-2.393,-30.616,-0.051,0.005,-0.003,49.202,52.6,-0.003,8460289283,9863578270,9770947283,9631460780,-454268586,-0.6,48.211,57.124,0.014,827.605,825.327,832.779,690.72,822.022,830.378,846.552,49.306,57.057,812.648
2014-01-30,9656490405,812.648,0.0813,1.7102839182257088e+16,604721833,9.142212370777856e+16,1.7369449569951044e+16,1.738062713382087e+16,1.3908577782533e+30,194.549,215.814,216.143,254.913,193.038,232.887,340.0,329.814,27194.0,-2.257,-9.581,-0.022,0.005,-0.004,47.485,52.389,-0.002,8541355518,9835966554,9763562968,9638972809,-351374977,-0.449,47.768,57.053,0.022,812.137,818.988,827.746,693.4,814.543,825.701,844.477,47.573,56.723,824.542
2014-01-31,9813735460,824.542,0.0825,1.9892845321145664e+16,594306890,8.83001697655639e+16,1.863114744554835e+16,1.851283040020399e+16,1.8348777618484e+30,191.625,214.777,212.825,250.807,192.216,228.667,335.743,330.982,27387.0,-2.114,-7.056,-0.008,0.005,-0.003,49.243,52.567,-0.001,8623928074,9833002408,9766799903,9740285209,191626090,-0.11,50.263,57.324,0.028,820.913,821.765,826.945,696.282,820.745,824.9,843.049,49.341,56.957,838.57
2014-02-01,9929126621,838.57,0.0839,2.1046129703709708e+16,600693612,9.020820378829414e+16,1.983863857462903e+16,2.0004486489279484e+16,2.1819517737296e+30,191.475,210.009,209.611,246.801,191.49,224.623,331.442,332.419,27626.0,-1.978,-26.129,-0.032,0.005,-0.002,51.313,52.777,-0.001,8707378905,9845818970,9777272595,9845223531,110484242,0.246,52.073,57.524,0.035,825.253,830.167,829.851,699.409,829.573,827.021,842.411,51.421,57.234,835.689
2014-02-02,9924245675,835.689,0.0836,1.998721867673306e+16,603523791,9.10602416719068e+16,1.991292862568105e+16,2.0324460126460604e+16,2.2127935236021e+30,192.34,207.515,207.646,243.451,192.339,221.05,327.292,333.976,27885.0,-1.793,-15.192,-0.028,0.005,-0.001,50.854,52.729,0.0,8789272114,9856275864,9786754729,9907454288,-103551236,0.388,51.987,57.512,0.041,832.934,832.928,831.311,702.404,834.791,828.095,841.46,50.958,57.158,816.934
2014-02-03,9851830297,816.934,0.0817,2.121355375167354e+16,601917917,9.057629473236888e+16,2.0563241188677296e+16,2.077687138536597e+16,2.5975191893884e+30,186.901,200.554,203.257,239.017,187.936,216.414,322.719,336.089,28239.0,-1.734,-35.804,-0.043,0.004,-0.007,47.855,52.411,0.001,8868012785,9855683122,9790953153,9888851477,104272836,0.29,50.648,57.34,0.047,830.398,824.931,827.717,704.922,826.792,825.391,839.21,47.934,56.661,817.692
2014-02-04,9912215203,817.692,0.0818,1.865662576704531e+16,595840123,8.875636296968397e+16,1.9609933477861304e+16,1.973070058020257e+16,2.3593450831144e+30,190.21,198.468,201.367,235.796,188.482,212.916,318.486,337.401,28460.0,-1.611,-13.378,-0.019,0.004,-0.005,47.989,52.422,0.001,8945171066,9863220733,9798776511,9894091980,422897688,0.252,51.763,57.448,0.054,823.438,821.311,825.21,707.4,820.439,824.38,837.046,48.068,56.676,830.298
2014-02-05,9814970888,830.298,0.083,2.145875134240549e+16,612480384,9.378305508174592e+16,2.05343424101334e+16,2.048384321883e+16,2.4800976098888e+30,187.344,191.845,196.258,231.102,181.69,208.103,313.696,339.412,28800.0,-1.65,-36.254,-0.022,0.003,-0.002,50.269,52.619,0.002,9017818586,9856787420,9799821309,9853528894,127446824,0.086,49.811,57.213,0.055,821.641,825.805,826.482,710.101,823.869,825.825,835.824,50.359,56.933,800.337
2014-02-06,9542453945,800.337,0.08,2.1673996236144468e+16,640786782,1.0265192500811827e+17,2.110416932313893e+16,2.109935286004818e+16,2.6512808603323e+30,181.469,188.009,192.566,227.068,176.996,204.026,309.049,341.816,29210.0,-1.693,-24.162,-0.05,0.004,-0.004,45.197,52.102,0.002,9084225597,9814876290,9783216963,9694919802,-114036460,-0.37,44.72,56.56,0.053,816.109,813.071,819.946,712.084,813.216,819.61,832.952,45.25,56.132,727.901
