Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-std-30,difficulty-btc-var-30,hashrate-btc-ema-3,hashrate-btc-wma-3,hashrate-btc-var-14,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-roc-14,transactionfees-btc-mom-14,median_transaction_fee-btc-std-14,median_transaction_fee-btc-mom-14,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-90,confirmationtime-btc-trx-90,marketcap-btc-sma-90,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-wma-3,marketcap-btc-mom-7,marketcap-btc-trx-3,marketcap-btc-rsi-14,marketcap-btc-rsi-90,top100cap-btc-trx-14,price-btc-sma-3,price-btc-ema-3,price-btc-ema-7,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-30,price-btc-rsi-14,price-btc-rsi-90,bitcoin-price_raw_1d
2013-04-01,1039517192,94.715,0.0474,65502112131790.0,1899346,901878886924.0,60545619812057.0,60620238288447.0,3.3007362644153e+25,6562.0,6279.0,6242.0,5603.0,6806.0,5894.0,4650.0,2778.0,1929846.0,1.855,55.716,0.037,0.013,0.024,74.007,65.414,-0.057,352418998,824742386,669282203,1005258635,282580870,3.762,95.218,91.946,0.063,90.406,90.961,84.752,39.444,91.616,88.156,66.298,95.075,91.45,107.749
2013-04-02,1183101461,107.749,0.0539,61845596902013.0,1949365,950005633515.0,61195608357035.0,61849081751860.0,3.2008626332648e+25,6924.0,6503.0,6475.0,5757.0,7164.0,6058.0,4740.0,2884.0,2079147.0,2.171,64.347,0.047,0.014,0.028,78.528,67.414,-0.059,364007125,872523596,702431833,1100883277,397898885,5.227,96.519,93.08,0.074,97.171,99.355,90.501,40.945,100.288,93.861,69.605,96.416,92.645,120.003
2013-04-03,1318189886,120.003,0.06,60270367548897.0,1986041,986089374520.0,60732987952966.0,61667401430421.0,2.5922221956753e+25,7363.0,6645.0,6792.0,5957.0,7645.0,6269.0,4847.0,3037.0,2305788.0,2.668,28.977,0.087,0.017,0.031,81.743,69.112,-0.061,377094375,931945768,742158159,1226714962,450191191,7.014,97.272,93.897,0.085,107.489,109.679,97.877,42.682,111.703,101.342,73.541,97.19,93.508,123.562
2013-04-04,1357824968,123.562,0.0618,55272455140085.0,2010105,1010130109937.0,58002721546526.0,58033949570014.0,2.5213702195409e+25,7555.0,6794.0,7057.0,6139.0,7999.0,6465.0,4951.0,3171.0,2513253.0,3.069,31.33,0.083,0.019,0.03,82.56,69.578,-0.063,390620653,988729661,781878598,1315492689,418182595,7.226,97.446,94.103,0.094,117.104,116.62,104.298,44.46,119.74,108.257,77.521,97.368,93.724,128.664
2013-04-05,1414392012,128.664,0.0643,51815454745655.0,2049389,1049998827349.0,54909088146090.0,54376940344342.0,2.6287739709724e+25,8052.0,7008.0,7443.0,6385.0,8598.0,6726.0,5079.0,3368.0,2836428.0,3.579,42.951,0.046,0.021,0.031,83.687,70.229,-0.065,404780326,1045484641,822685915,1379502643,465159946,6.695,97.675,94.378,0.1,124.076,122.642,110.389,46.311,125.52,115.097,81.643,97.602,94.013,134.114
2013-04-06,1474827634,134.114,0.0671,61828214750416.0,2146374,1151730788639.0,58368651448253.0,57398001480444.0,2.7650478857832e+25,8384.0,7170.0,7640.0,6548.0,8816.0,6909.0,5183.0,3486.0,3037954.0,3.707,34.137,0.038,0.022,0.035,84.815,70.901,-0.066,419616955,1102730374,864759574,1435181982,515749187,6.022,97.892,94.647,0.103,128.78,128.378,116.32,48.24,130.538,121.797,85.923,97.825,94.297,142.08
2013-04-07,1563013110,142.08,0.071,62710014647861.0,2217375,1229187540768.0,60539333048057.0,60600321365015.0,2.9386493617664e+25,8732.0,7477.0,7876.0,6733.0,9073.0,7115.0,5295.0,3626.0,3286874.0,3.702,83.748,0.07,0.023,0.039,86.307,71.841,-0.068,435428226,1164101405,909808190,1508847768,586052215,5.694,98.162,95.001,0.103,134.952,135.229,122.76,50.303,137.188,128.822,90.515,98.103,94.67,163.561
2013-04-08,1799989332,163.561,0.0818,63348133569501.0,2264835,1282369083736.0,61943733308779.0,62882107459111.0,3.0539696882506e+25,9147.0,7854.0,8176.0,6952.0,9421.0,7357.0,5422.0,3782.0,3575871.0,3.727,109.346,0.06,0.026,0.047,89.345,74.12,-0.069,453843044,1248886462,967239231,1666803642,760472140,6.957,98.658,95.761,0.1,146.585,149.395,132.96,52.792,151.492,139.324,96.276,98.616,95.477,195.397
2013-04-09,2151102847,195.397,0.0977,65111643775833.0,2290219,1311275417545.0,63527688542306.0,64123535519064.0,2.9970560076263e+25,9913.0,8419.0,8866.0,7365.0,10472.0,7797.0,5618.0,4185.0,4379283.0,4.363,144.858,0.078,0.033,0.062,92.132,76.92,-0.07,476135446,1369181980,1043617529,1936050053,968001386,9.664,99.062,96.548,0.095,167.012,172.396,148.569,55.926,175.898,155.325,103.832,99.033,96.314,178.5
2013-04-10,1965870661,178.5,0.0892,70206503841325.0,2294259,1315906542194.0,66867096191816.0,67365155440861.0,2.5085476365151e+25,10406.0,8884.0,9325.0,7683.0,11070.0,8152.0,5788.0,4459.0,4971618.0,4.775,112.789,0.092,0.034,0.05,80.15,72.699,-0.072,496351594,1448740471,1103117731,1999967835,647680776,7.874,84.586,87.849,0.09,179.152,175.448,156.052,58.62,181.642,163.972,109.974,84.478,87.615,115.0
2013-04-11,1267079990,115.0,0.0575,65886778608137.0,2277070,1296262457682.0,66376937399976.0,67197497880486.0,2.3344452182536e+25,10166.0,8860.0,9027.0,7645.0,10242.0,8154.0,5840.0,4449.0,4949018.0,3.896,-4.592,0.021,0.033,0.015,52.512,60.154,-0.073,508774849,1424519073,1113695941,1647347356,-90744978,0.366,53.076,65.378,0.089,162.965,145.224,145.789,59.859,149.566,154.655,111.731,52.971,65.226,92.446
2013-04-12,1018942331,92.446,0.0462,63688279726654.0,2238163,1252343164010.0,65032608563315.0,65507483372931.0,2.3413932086439e+25,9653.0,8853.0,8671.0,7562.0,9290.0,8105.0,5876.0,4431.0,4908464.0,2.52,-1.637,0.004,0.032,0.003,46.393,56.643,-0.074,518441394,1370442174,1107582805,1259476272,-395449681,-5.709,46.457,59.878,0.091,128.648,118.835,132.453,60.575,114.306,140.006,111.881,46.358,59.742,98.435
2013-04-13,1085384852,98.435,0.0492,62912871328188.0,2210075,1221108094430.0,63972739945752.0,63666992007672.0,2.2658783473441e+25,9320.0,8852.0,8395.0,7500.0,8526.0,8069.0,5915.0,4415.0,4872858.0,1.205,-0.157,-0.021,0.032,0.005,48.122,57.312,-0.075,528852702,1332434531,1106150679,1093519868,-389442782,-7.892,48.316,60.772,0.094,101.96,108.635,123.949,61.407,99.199,128.147,112.311,48.207,60.631,91.849
2013-04-14,1013148373,91.849,0.0459,61636671163390.0,2182310,1190619441762.0,62804705554571.0,62404005978871.0,1.8671777471429e+25,8801.0,8767.0,8046.0,7389.0,7641.0,7976.0,5936.0,4388.0,4813521.0,-0.041,-17.099,-0.005,0.031,0.001,46.351,56.345,-0.076,538453760,1289863044,1100150530,1038192859,-549864737,-8.479,46.429,59.319,0.097,94.243,100.242,115.924,62.076,94.144,115.915,112.197,46.316,59.178,87.108
2013-04-15,961179992,87.108,0.0436,61994386305362.0,2137654,1142391637396.0,62399545929966.0,62028228761846.0,1.7877375856304e+25,8193.0,8670.0,7755.0,7291.0,6907.0,7886.0,5958.0,4348.0,4725580.0,-1.062,-18.764,0.041,0.032,-0.004,45.066,55.662,-0.077,547478560,1246038637,1091184689,999203596,-838809340,-8.253,45.065,58.305,0.103,92.464,93.675,108.72,62.627,90.576,104.293,111.674,44.949,58.164,75.043
2013-04-16,828357493,75.043,0.0375,68054656188210.0,2075018,1076424681331.0,65227101059088.0,64964902056461.0,2.0264053976004e+25,6991.0,8452.0,7379.0,7139.0,6093.0,7734.0,5958.0,4314.0,4652684.0,-2.006,-38.215,-0.047,0.034,-0.016,41.883,53.977,-0.078,554999586,1190347818,1074228096,903430139,-1322745355,-8.53,41.695,55.839,0.112,84.666,84.359,100.3,62.899,81.865,92.384,110.28,41.586,55.706,77.734
2013-04-17,858411619,77.734,0.0389,67652617934419.0,2019357,1019450344506.0,66439859496754.0,66843592080844.0,2.1547160041776e+25,5948.0,8177.0,7063.0,7001.0,5596.0,7586.0,5959.0,4268.0,4554470.0,-2.762,-43.451,-0.021,0.037,-0.021,42.853,54.289,-0.079,562776132,1146089658,1060304452,865521639,-1107459042,-7.663,42.739,56.262,0.121,79.961,81.046,94.659,63.225,78.399,85.447,108.993,42.618,56.125,94.679
2013-04-18,1045938834,94.679,0.0473,72151171083871.0,2040554,1040964977283.0,69295515290313.0,69968900884781.0,2.1789549403306e+25,5631.0,7899.0,6772.0,6864.0,5329.0,7430.0,5957.0,4235.0,4484198.0,-3.339,-44.421,-0.055,0.037,-0.014,48.66,56.181,-0.08,572582902,1132736215,1059377638,947166206,-221141155,-3.972,48.886,58.757,0.129,82.485,87.863,94.664,63.917,85.758,86.345,108.731,48.753,58.612,106.7
2013-04-19,1179129473,106.7,0.0534,59918797331804.0,2024487,1024636874867.0,64607156311058.0,65285225349600.0,1.1791901285289e+25,5608.0,7630.0,6695.0,6821.0,5471.0,7358.0,5983.0,4214.0,4439211.0,-3.471,-37.715,-0.021,0.037,-0.011,52.359,57.445,-0.08,583869469,1138921982,1067103563,1081279618,160187142,0.614,52.765,60.38,0.136,93.038,97.281,97.673,64.857,97.865,90.974,109.151,52.623,60.23,114.48
2013-04-20,1265497456,114.48,0.0572,64763702820794.0,1970245,970466037257.0,64685429565926.0,64379979034981.0,1.1120181898562e+25,5650.0,7485.0,6721.0,6825.0,5790.0,7332.0,6024.0,4191.0,4391660.0,-3.196,-22.82,0.009,0.037,-0.01,54.637,58.233,-0.081,596110754,1155798712,1079903169,1200115025,180112604,3.989,55.142,61.377,0.143,105.286,105.881,101.875,65.948,108.586,97.039,109.969,54.992,61.222,114.295
2013-04-21,1263886915,114.295,0.0571,76580830433678.0,1874516,878452464453.0,70633129999802.0,69864782379075.0,1.9338538251981e+25,5770.0,7285.0,6707.0,6812.0,6032.0,7289.0,6057.0,4161.0,4328140.0,-2.776,-29.703,-0.036,0.036,-0.014,54.57,58.207,-0.081,608275600,1170210473,1091773088,1250297522,250738542,4.8,55.086,61.348,0.15,111.825,110.088,104.98,67.01,113.091,102.484,110.665,54.922,61.185,113.535
2013-04-22,1255982265,113.535,0.0568,72513318955570.0,1730429,748596156457.0,71573224477686.0,72577553425814.0,2.1446580539081e+25,5798.0,6995.0,6621.0,6764.0,6105.0,7210.0,6077.0,4135.0,4274100.0,-2.427,-40.129,-0.011,0.034,-0.025,54.276,58.1,-0.082,620254784,1181646712,1102367228,1260203013,294802273,4.106,54.794,61.204,0.154,114.103,111.811,107.118,68.033,113.945,106.938,111.208,54.613,61.033,120.78
2013-04-23,1336598030,120.78,0.0604,72944892922583.0,1669036,696420402236.0,72259058700134.0,73407024518765.0,2.3797107033062e+25,6100.0,6545.0,6679.0,6782.0,6419.0,7197.0,6118.0,4114.0,4231763.0,-1.905,-47.157,-0.024,0.025,-0.037,56.67,58.832,-0.082,633083834,1202306887,1117478893,1297607589,508240537,3.932,57.284,62.121,0.158,116.203,116.296,110.534,69.192,117.284,112.259,112.112,57.091,61.945,134.8
2013-04-24,1492314913,134.8,0.0674,74219362802875.0,1710781,731693143115.0,73239210751505.0,73510198868231.0,2.6584371647643e+25,6452.0,6200.0,6784.0,6827.0,6762.0,7206.0,6167.0,4117.0,4236623.0,-1.255,-39.298,-0.051,0.017,-0.022,60.932,60.195,-0.082,647652576,1240974624,1141661862,1401020511,633903294,4.984,61.675,63.793,0.157,123.038,125.548,116.6,70.634,126.582,119.452,113.799,61.475,63.61,139.74
2013-04-25,1547569552,139.74,0.0699,71363029014717.0,1738309,755429385504.0,72301119883111.0,72578784262085.0,2.7315964645895e+25,6975.0,6303.0,7018.0,6937.0,7283.0,7278.0,6239.0,4136.0,4276867.0,-0.378,20.394,0.029,0.019,0.012,62.338,60.658,-0.082,662848016,1281853948,1167849455,1493989419,501630718,5.421,63.124,64.357,0.154,131.773,132.644,122.385,72.153,134.933,125.841,115.664,62.913,64.169,132.945
2013-04-26,1472883529,132.945,0.0665,79161241475573.0,1752289,767629129401.0,75731180679342.0,75738190876509.0,3.3918116304684e+25,7125.0,6367.0,7049.0,6957.0,7351.0,7261.0,6281.0,4131.0,4266292.0,0.167,13.961,0.009,0.02,0.02,59.183,59.691,-0.083,677172306,1307324559,1187529073,1501017434,293754055,4.058,59.832,63.014,0.15,135.828,132.794,125.025,73.489,135.519,128.923,116.944,59.617,62.827,126.316
2013-04-27,1399986806,126.316,0.0632,72946223747758.0,1753046,768292374807.0,74338702213550.0,74754030534860.0,3.1883745532636e+25,7060.0,6355.0,6966.0,6923.0,7178.0,7188.0,6304.0,4103.0,4208232.0,0.29,-2.487,0.037,0.02,0.014,56.196,58.766,-0.083,690671853,1319679525,1201236023,1448882838,134489350,2.023,56.722,61.743,0.143,133.0,129.555,125.348,74.65,130.763,129.41,117.681,56.507,61.557,124.045
2013-04-28,1375272701,124.045,0.062,71142720780228.0,1740597,757419121722.0,72740711496889.0,73080308551966.0,2.6917495823071e+25,7225.0,6497.0,7074.0,6978.0,7356.0,7203.0,6355.0,4097.0,4196867.0,0.519,34.488,0.009,0.02,0.016,55.168,58.453,-0.083,703845028,1327091948,1212464196,1399779207,111385786,0.493,55.666,61.319,0.133,127.768,126.8,125.022,75.736,126.285,128.907,118.185,55.44,61.129,130.56
2013-04-29,1448081487,130.56,0.0653,79016812809824.0,1714654,735009370146.0,75878762153356.0,75380350622952.0,2.5729439666973e+25,7397.0,6597.0,7099.0,6996.0,7366.0,7183.0,6394.0,4088.0,4177618.0,0.629,23.833,-0.003,0.019,0.022,57.565,59.086,-0.083,717728148,1343223887,1227665312,1415796111,192099222,0.376,58.139,62.094,0.12,126.974,128.68,126.407,76.94,127.681,129.684,119.028,57.896,61.898,134.465
2013-04-30,1491972429,134.465,0.0672,79306324484339.0,1763549,777526055636.0,77592543318848.0,77849219975487.0,2.8424289111544e+25,7302.0,6701.0,7005.0,6958.0,7115.0,7105.0,6413.0,4062.0,4125867.0,0.464,29.505,0.072,0.017,0.03,58.981,59.461,-0.083,732046276,1363057026,1244717384,1457892160,155374399,0.828,59.602,62.552,0.106,129.69,131.572,128.421,78.205,131.426,130.829,120.03,59.342,62.349,124.662
2013-05-01,1383671584,124.662,0.0623,75031690568420.0,1814905,823469969518.0,76312116943634.0,77120755580632.0,2.7025245297222e+25,7141.0,6797.0,6916.0,6918.0,6874.0,7026.0,6430.0,4047.0,4093997.0,0.193,26.655,-0.02,0.012,0.023,54.101,58.11,-0.083,745071692,1365805634,1253682171,1430506849,-108643330,0.066,54.537,60.722,0.092,129.895,128.117,127.481,79.226,128.912,129.035,120.302,54.299,60.529,111.049
2013-05-02,1232994860,111.049,0.0555,70601670548236.0,1837410,844019317980.0,73456893745935.0,73529119544319.0,2.7357525845222e+25,6686.0,6830.0,6708.0,6817.0,6427.0,6884.0,6425.0,4010.0,4020034.0,-0.306,9.708,0.019,0.01,0.008,48.145,56.313,-0.083,756362281,1348097530,1252347506,1326383363,-314574692,-1.786,48.377,58.321,0.08,123.392,119.583,123.373,79.925,119.489,124.2,119.632,48.176,58.146,102.694
2013-05-03,1140571980,102.694,0.0513,70633926813267.0,1832129,839174101020.0,72045410279601.0,71356135350787.0,1.5221098464045e+25,6371.0,6748.0,6486.0,6702.0,6017.0,6728.0,6412.0,3981.0,3961598.0,-0.891,-18.587,-0.008,0.01,-0.002,44.879,55.253,-0.082,766648132,1320427457,1245136181,1211896207,-332311549,-3.496,45.019,56.925,0.07,112.802,111.139,118.203,80.426,109.14,118.3,118.415,44.834,56.759,105.04
2013-05-04,1166984989,105.04,0.0525,74649241020316.0,1798816,808934318641.0,73347325649959.0,72636207872625.0,9.2415673666272e+24,6261.0,6660.0,6376.0,6635.0,5838.0,6620.0,6413.0,3965.0,3930504.0,-1.278,-17.854,-0.014,0.011,-0.005,45.987,55.491,-0.082,777227265,1299968461,1240094169,1169182298,-233001817,-3.769,46.169,57.221,0.06,106.261,108.089,114.913,80.967,105.259,114.068,117.387,45.967,57.05,113.464
2013-05-05,1261023174,113.464,0.0567,75408284839627.0,1778878,791101920091.0,74377805244793.0,74359543895468.0,8.9496418806838e+24,6045.0,6635.0,6360.0,6611.0,5839.0,6557.0,6426.0,3931.0,3862396.0,-1.368,-5.355,-0.003,0.011,-0.005,49.882,56.334,-0.081,788838779,1294775756,1241444427,1209601913,-114249527,-2.395,50.166,58.254,0.052,107.066,110.776,114.55,81.681,108.861,112.701,116.942,49.944,58.074,113.005
2013-05-06,1256388032,113.005,0.0565,87037913347608.0,1806696,816037630802.0,80707859296200.0,81096591790403.0,1.9421813395942e+25,5787.0,6592.0,6240.0,6536.0,5692.0,6451.0,6421.0,3895.0,3793160.0,-1.485,-9.977,-0.016,0.011,-0.005,49.672,56.275,-0.081,800398114,1289657393,1242408531,1243032572,-191693455,-1.199,49.969,58.184,0.043,110.503,111.89,114.164,82.369,111.83,111.597,116.501,49.729,57.998,110.375
2013-05-07,1227611214,110.375,0.0552,84183375461294.0,1820042,828138192474.0,82445617378747.0,83672372986459.0,2.41024466772e+25,5669.0,6486.0,6150.0,6474.0,5637.0,6359.0,6418.0,3852.0,3709636.0,-1.551,-21.085,-0.029,0.012,-0.005,48.413,55.937,-0.08,811593671,1281384569,1241453865,1242772147,-264361215,-0.751,48.691,57.748,0.034,112.281,111.133,113.217,82.985,111.766,110.463,115.935,48.444,57.561,109.595
2013-05-08,1219390646,109.595,0.0548,85479259498682.0,1819235,827403605107.0,83962438438714.0,85307073794378.0,2.9566781482803e+25,5528.0,6335.0,6044.0,6402.0,5559.0,6262.0,6409.0,3822.0,3651704.0,-1.616,-28.301,-0.017,0.012,-0.013,48.024,55.837,-0.08,822608258,1273118713,1240030432,1228297066,-164280938,-0.613,48.311,57.623,0.026,110.991,110.364,112.311,83.57,110.423,109.994,115.387,48.047,57.431,108.42
2013-05-09,1206769938,108.42,0.0542,82997649928813.0,1804255,813833868703.0,83480044183764.0,84022474040854.0,2.941787350021e+25,5541.0,6113.0,5964.0,6340.0,5537.0,6180.0,6402.0,3790.0,3590576.0,-1.628,-36.268,-0.028,0.01,-0.016,47.407,55.684,-0.079,833389111,1264272210,1237884593,1214450387,-26224922,-0.635,47.695,57.431,0.019,109.463,109.392,111.338,84.116,109.137,109.77,114.879,47.417,57.234,110.54
2013-05-10,1230814260,110.54,0.0553,83613260357587.0,1774744,787428983260.0,83546652270675.0,83719056738183.0,3.1671102405995e+25,5644.0,6008.0,5938.0,6303.0,5594.0,6137.0,6402.0,3758.0,3531119.0,-1.511,-20.392,0.007,0.01,-0.011,48.689,55.904,-0.079,844340285,1259811150,1237428443,1220895551,90242280,-0.345,49.028,57.703,0.012,109.518,109.966,111.139,84.696,109.675,110.17,114.695,48.723,57.5,112.503
2013-05-11,1253155261,112.503,0.0563,87548794241384.0,1729958,748188948779.0,85547723256030.0,85478425561362.0,3.5264450275215e+25,5683.0,5972.0,5937.0,6279.0,5665.0,6118.0,6404.0,3733.0,3483286.0,-1.293,-7.855,-0.017,0.009,-0.007,49.906,56.108,-0.079,855483131,1258923698,1238443076,1237977374,86170272,0.111,50.295,57.955,0.005,110.487,111.234,111.48,85.308,111.168,110.78,114.784,49.963,57.745,111.738
2013-05-12,1245142400,111.738,0.112,91482612244649.0,1685565,710282151899.0,88515167750339.0,88859780929055.0,3.9738491824761e+25,5531.0,5788.0,5838.0,6209.0,5544.0,6054.0,6390.0,3703.0,3428456.0,-1.228,-33.111,-0.001,0.029,0.05,79.51,65.281,-0.078,866482800,1257086191,1238875291,1245425330,-15880773,0.264,49.817,57.83,-0.002,111.593,111.486,111.544,85.888,111.793,110.932,114.828,49.461,57.614,112.241
2013-05-13,1251224545,112.241,0.0561,95544673466887.0,1719782,739412512756.0,92029920608613.0,92858006521895.0,5.4356483545174e+25,5491.0,5639.0,5750.0,6143.0,5456.0,5992.0,6375.0,3675.0,3376029.0,-1.23,-28.696,-0.008,0.029,-0.009,48.543,53.869,-0.078,877500963,1256304639,1239672017,1249518949,-5163488,0.331,50.204,57.9,-0.008,112.16,111.863,111.718,86.468,112.117,111.272,114.864,49.818,57.678,108.635
2013-05-14,1211498644,108.635,0.0543,90886609199962.0,1721741,741098415689.0,91458264904287.0,92538631129723.0,5.9324392201205e+25,5363.0,5516.0,5606.0,6048.0,5251.0,5900.0,6349.0,3667.0,3362092.0,-1.377,-26.949,-0.036,0.029,-0.013,47.892,53.562,-0.078,888059440,1250330506,1237854380,1230347904,-16112571,-0.09,47.62,57.274,-0.014,110.871,110.249,110.947,86.955,110.354,110.737,114.638,47.243,57.053,104.575
2013-05-15,1166624096,104.575,0.0523,81734166656643.0,1691555,715339860697.0,86596215780465.0,87086731972795.0,5.5146342246284e+25,5253.0,5391.0,5470.0,5953.0,5057.0,5805.0,6320.0,3645.0,3321548.0,-1.572,-27.642,0.006,0.03,-0.01,47.125,53.217,-0.077,898008902,1239169651,1233258878,1195682353,-52766550,-0.803,44.813,56.574,-0.019,108.484,107.412,109.354,87.342,107.206,109.25,114.113,44.456,56.359,107.0
2013-05-16,1194054232,107.0,0.0535,81124937273190.0,1627436,662136847781.0,83860576526828.0,82954959055475.0,4.3873903091148e+25,5188.0,5364.0,5405.0,5891.0,4989.0,5738.0,6300.0,3636.0,3305980.0,-1.633,-6.908,0.03,0.03,-0.002,47.664,53.399,-0.077,908118413,1233154262,1230729546,1187818255,-12715707,-0.826,46.874,56.9,-0.021,106.737,107.206,108.766,87.774,106.464,108.548,113.707,46.486,56.677,110.492
2013-05-17,1233426044,110.492,0.0552,86183643050509.0,1586810,629491612015.0,85022109788668.0,83755828392430.0,3.0803164914517e+25,5111.0,5378.0,5382.0,5848.0,5000.0,5687.0,6286.0,3621.0,3278548.0,-1.536,3.678,0.013,0.029,0.004,48.478,53.66,-0.076,918642510,1233190500,1230903513,1209168449,2611784,-0.243,49.774,57.363,-0.023,107.355,108.849,109.197,88.273,108.342,108.77,113.458,49.357,57.133,112.815
2013-05-18,1259817553,112.815,0.0564,81582905961037.0,1627774,662411699989.0,83302507874852.0,83040156876225.0,2.3889577590106e+25,5008.0,5345.0,5359.0,5807.0,5023.0,5634.0,6270.0,3603.0,3245988.0,-1.367,-7.986,-0.01,0.029,0.004,49.046,53.835,-0.075,929458332,1236740773,1232768935,1240059830,6662292,0.43,51.678,57.672,-0.023,110.102,110.832,110.102,88.813,111.071,109.574,113.289,51.231,57.434,112.905
2013-05-19,1261243165,112.905,0.0565,90314218425354.0,1654629,684449124933.0,86808363150103.0,86715351708112.0,1.7470363229884e+25,4970.0,5251.0,5302.0,5751.0,5005.0,5563.0,6248.0,3568.0,3182065.0,-1.248,-21.196,0.029,0.029,0.0033333333333333,49.07,53.841,-0.075,940290946,1240007759,1234605982,1256131774,16100764,0.735,51.784,57.688,-0.023,112.07,111.868,110.802,89.342,112.473,110.39,113.086,51.307,57.446,113.2
2013-05-20,1264974454,113.2,0.0566,78831535490995.0,1668057,695603886848.0,82819949320549.0,83117658214127.0,2.1198796048876e+25,4901.0,5196.0,5221.0,5682.0,4936.0,5478.0,6221.0,3550.0,3151167.0,-1.22,-13.991,-0.011,0.029,0.0026666666666666,49.152,53.864,-0.074,951023641,1243336652,1236565239,1262871207,13749909,0.783,52.081,57.733,-0.023,112.973,112.534,111.402,89.867,113.037,111.238,112.888,51.57,57.485,115.28
2013-05-21,1288595268,115.28,0.0576,78234657754155.0,1668384,695875985732.0,80527303537352.0,80446877111640.0,2.4938417973333e+25,5038.0,5201.0,5276.0,5679.0,5119.0,5460.0,6214.0,3538.0,3129653.0,-0.946,1.133,0.009,0.029,0.002,49.77,54.024,-0.073,961867899,1249371134,1239922015,1276162980,77096625,0.914,54.013,58.013,-0.022,113.795,113.907,112.371,90.425,114.191,112.571,112.828,53.482,57.76,116.686
2013-05-22,1304746379,116.686,0.0583,88443185314328.0,1655615,685265421585.0,84485244425840.0,83438401157053.0,2.5555889227977e+25,5127.0,5190.0,5267.0,5649.0,5162.0,5416.0,6198.0,3512.0,3082705.0,-0.714,-2.693,-0.001,0.029,0.004,50.21,54.133,-0.072,972849417,1256754500,1244104232,1292734021,138122284,1.033,55.339,58.205,-0.021,115.055,115.296,113.45,91.002,115.636,114.019,112.856,54.781,57.945,118.696
2013-05-23,1327690167,118.696,0.0593,90431457737529.0,1629444,663772194409.0,87458351081684.0,87735900265905.0,2.6448249615677e+25,5242.0,5215.0,5336.0,5658.0,5326.0,5411.0,6193.0,3492.0,3047789.0,-0.354,6.281,0.005,0.029,0.005,50.874,54.289,-0.071,984087318,1266212589,1249496873,1313526421,133635935,1.184,57.226,58.478,-0.02,116.887,116.996,114.761,91.611,117.456,115.536,113.008,56.646,58.211,124.605
2013-05-24,1394322522,124.605,0.0623,95283232048976.0,1589209,631396304202.0,91370791565330.0,92525966156057.0,3.1269115376999e+25,5293.0,5202.0,5370.0,5653.0,5413.0,5396.0,6184.0,3465.0,3001186.0,-0.047,-3.143,0.004,0.029,0.007,52.861,54.748,-0.07,996093699,1283293913,1258840463,1357182380,160896478,1.76,62.219,59.259,-0.018,119.995,120.8,117.222,92.336,121.315,118.114,113.545,61.652,58.981,127.725
2013-05-25,1429774912,127.725,0.0639,95027092812990.0,1554366,604013203318.0,93198942189160.0,94346533379080.0,3.5593207350683e+25,5350.0,5179.0,5401.0,5650.0,5492.0,5386.0,6176.0,3434.0,2948196.0,0.194,-5.37,0.023,0.029,0.008,53.921,54.989,-0.069,1008521346,1302824713,1269868492,1400943325,169957359,2.198,64.587,59.667,-0.019,123.675,124.262,119.848,93.114,125.18,120.967,114.305,64.015,59.38,128.75
2013-05-26,1441785669,128.75,0.0644,99559840402907.0,1579043,623344087319.0,96379391296033.0,97336156480618.0,4.4507304509417e+25,5404.0,5187.0,5389.0,5628.0,5482.0,5364.0,6160.0,3422.0,2927624.0,0.279,2.145,0.003,0.007,-0.047,54.285,55.069,-0.068,1021077771,1321352841,1280959923,1429871559,180542504,2.21,65.379,59.805,-0.021,127.026,126.506,122.073,93.897,127.717,123.544,115.157,64.783,59.511,128.355
2013-05-27,1437885373,128.355,0.0642,104776522451930.0,1575075,620215467762.0,100577956873980.0,101412723495770.0,5.9998939766873e+25,5512.0,5206.0,5397.0,5617.0,5493.0,5354.0,6147.0,3395.0,2882157.0,0.32,5.236,0.011,0.008,0.008,54.108,55.031,-0.067,1033548139,1336890512,1291084145,1437833728,172910919,1.836,64.872,59.738,-0.023,128.276,127.431,123.644,94.654,128.382,125.456,115.992,64.214,59.437,125.725
2013-05-28,1408976224,125.725,0.0629,96339507342859.0,1542242,594627344646.0,98458732108420.0,99688567889228.0,6.36402717569e+25,5454.0,5246.0,5375.0,5592.0,5422.0,5333.0,6128.0,3378.0,2853046.0,0.266,11.903,0.027,0.008,0.009,52.87,54.777,-0.066,1045610795,1346501940,1298690086,1424080848,120380955,1.109,61.088,59.24,-0.025,127.61,126.578,124.164,95.337,127.106,126.169,116.654,60.413,58.938,126.43
