Date,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-sma-30,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-14,difficulty-btc-wma-90,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-var-30,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-var-30,hashrate-btc-trx-7,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-rsi-30,hashrate-btc-roc-90,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,sentinusd-btc-var-30,sentinusd-btc-trx-30,transactionfees-btc-sma-14,transactionfees-btc-sma-90,transactionfees-btc-std-30,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-var-14,transactionfees-btc-var-30,transactionfees-btc-trx-3,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-14,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-30,confirmationtime-btc-trx-30,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-wma-14,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-roc-30,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-std-30,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-trx-14,sentbyaddress-btc-sma-14,sentbyaddress-btc-wma-14,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-trx-90,top100cap-btc-roc-30,activeaddresses-btc-sma-90,activeaddresses-btc-trx-14,price-btc-sma-90,price-btc-mom-30,price-btc-mom-90,price-btc-trx-14,price-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2016-10-19,0.114,1.8941568774101407e+18,245097260083,246849793063,229130113212,257800516723,233823477565,23537094187,33886019859,1.384987006871e+20,0.409,0.463,0.289,0.206,1.8081116357678697e+18,1.7723221934133125e+18,1.8303913540029965e+18,1.8211381628007304e+18,1.6602061989577395e+18,1.810337853300767e+18,1.691311704209039e+18,1.846604201935388e+18,1.7963909810408015e+18,1.8013440079997317e+18,1.7353911190112325e+18,2.3358230228182883e+17,3.1484639432445504e+17,2.4782063004778e+34,-0.33,0.277,0.212,52.173,31.007,0.628,0.631,0.652,0.701,0.622,0.65,0.764,0.605,0.622,0.64,0.675,0.117,0.003,0.005,-0.286,-0.416,889063418,8.459394287583898e+16,0.63,0.184,0.176,0.025,0.0053591160220994,0.001,0.001,0.001,1.206,0.035,0.249,0.11,0.111,0.108,0.115,0.112,0.11,0.104,0.018,0.064,0.38,57.82,9.8,9.85,9.852,9.8,1.968,0.017,10006030098,9595439641,10085704572,395892951,-365158244,5.444936111018803e+16,1.7256697452519424e+17,0.204,0.069,0.168,-3.498,5924,5488,2217.0,1643825,1229038,1.242,-0.148,131.813,171.373,157.44,134.267,28.635,51.418,73.676,204.985,660.941,1357.0,-0.425,-0.694,-0.514,0.064,-24.32,3.831,3.76,3.474,3.467,3.569,3.234,3.817,3.633,3.409,1.02,1.117,0.197,0.26,0.312,0.747,0.203,0.555,160422,6433774997,7294226757,0.076,0.03,0.059,336250,327383,64233,1031476039,0.146,0.257,0.044,18.655,18.753,18.657,0.112,-0.002,-0.63,-0.021,-0.012,437972,0.05,605.735,22.726,-29.842,0.192,0.151,628.962,665.07,742.522,
2016-10-20,0.126,1.5503111754838743e+18,246186922624,247602886956,229776105194,258205980123,234558297195,22886581753,34510390218,1.3094890608002e+20,0.356,0.453,0.295,0.207,1.7704815341277627e+18,1.7515796328814523e+18,1.8015596037530865e+18,1.818111890323025e+18,1.6616134378534175e+18,1.775667629591848e+18,1.6882127914898048e+18,1.7177039717933888e+18,1.7408882265584415e+18,1.7639999841971827e+18,1.7329758437700485e+18,2.632225610524169e+17,3.233409806520764e+17,2.6137347442262e+34,-0.439,0.266,0.212,47.437,8.896,0.641,0.636,0.652,0.7,0.645,0.654,0.763,0.653,0.644,0.644,0.675,0.117,0.003,0.005,-0.261,-0.417,892872713,8.64482968234962e+16,0.669,0.187,0.176,0.028,0.0050220994475138,0.001,0.001,0.001,1.71,0.056,0.246,0.113,0.115,0.11,0.12,0.117,0.112,0.106,0.019,0.082,0.377,64.347,9.84,9.846,9.872,9.82,1.994,0.032,10027461442,9591248901,10087063844,356541540,-377166579,5.524071837954867e+16,1.674420043606098e+17,0.204,0.074,0.167,-3.629,5924,5472,2188.0,1643886,1196435,1.149,-0.145,132.155,169.91,156.522,132.534,21.475,50.07,72.811,115.293,626.76,1325.0,-0.532,-0.689,-0.521,0.059,-36.622,3.979,3.856,3.526,3.48,3.665,3.275,3.991,3.735,3.444,1.169,1.163,0.309,0.342,0.338,0.831,0.23,0.552,173188,7498488235,7622607430,0.091,0.03,0.054,335725,334424,66151,1093972862,0.137,0.254,0.046,18.654,18.746,18.653,0.113,-0.034,-0.705,-0.021,-0.184,439515,0.055,605.395,20.261,-30.558,0.192,0.15,631.236,682.275,747.646,
2016-10-21,0.118,1.8486419553342287e+18,247276585165,248307394146,230407899551,258446724017,235282120428,22002216485,35095142607,1.2102438256717e+20,0.307,0.44,0.299,0.207,1.7643700027427474e+18,1.7608263738118828e+18,1.8028296121581688e+18,1.8227991613633585e+18,1.6673113363150126e+18,1.785397539690832e+18,1.6917387071786934e+18,1.7567841823966216e+18,1.7651538071716352e+18,1.7702776310746683e+18,1.7370863606377587e+18,2.6394639839172592e+17,3.20889183472816e+17,2.5742467017463e+34,-0.383,0.256,0.212,51.397,38.389,0.655,0.643,0.651,0.699,0.665,0.659,0.763,0.692,0.665,0.649,0.676,0.114,0.003,0.005,-0.208,-0.418,904941326,1.0128675517855437e+17,0.723,0.188,0.176,0.027,0.0046850828729281,0.001,0.001,0.001,0.054,0.074,0.244,0.116,0.116,0.111,0.12,0.118,0.113,0.107,0.019,0.102,0.374,57.836,9.844,9.821,9.848,9.796,1.986,0.042,10048409722,9588485569,10090533230,563820031,-248699910,5.342039339791155e+16,1.6419252142292992e+17,0.202,0.078,0.166,-2.414,6020,5488,2226.0,1669722,1239275,1.106,-0.143,132.92,169.089,156.024,132.119,21.649,48.003,72.751,117.165,576.066,1323.0,-0.489,-0.669,-0.525,0.054,-25.197,3.941,3.835,3.545,3.481,3.66,3.281,3.954,3.739,3.447,1.155,1.163,0.314,0.334,0.338,0.852,0.253,0.549,170003,7225240360,7608669577,0.103,0.03,0.08,335490,339590,66418,1102840999,0.155,0.255,0.048,18.652,18.738,18.65,0.117,-0.047,-0.728,-0.021,-0.254,440852,0.082,605.146,33.319,-22.43,0.19,0.148,641.524,685.356,740.325,
2016-10-22,0.116,2.1875431078228467e+18,248333331586,248902740642,231004105381,258391083928,235973244328,20793068617,35603486033,1.0808792562911e+20,0.257,0.424,0.303,0.207,1.862165412880316e+18,1.8231407716754e+18,1.8178323834423283e+18,1.8343270428194483e+18,1.676364471174446e+18,1.839016948775101e+18,1.7026355071928507e+18,1.9683707349366705e+18,1.871832990674376e+18,1.8215727638299592e+18,1.748520025945623e+18,3.199013303110383e+17,3.465963842503286e+17,3.003226339385e+34,0.034,0.253,0.212,55.349,59.354,0.64,0.635,0.65,0.697,0.64,0.653,0.758,0.644,0.643,0.643,0.673,0.116,0.003,0.005,-0.196,-0.419,902374699,1.068696810148055e+17,0.75,0.19,0.176,0.028,0.0043480662983425,0.001,0.001,0.001,0.013,0.093,0.242,0.117,0.116,0.112,0.118,0.118,0.114,0.108,0.019,0.121,0.371,56.16,9.825,9.799,9.844,9.793,1.982,0.049,10077131680,9587083288,10113233034,728823410,-126205306,5.403757654342042e+16,1.622462211264512e+17,0.201,0.082,0.164,-1.22,5952,5459,2235.0,1801410,1248950,0.95,-0.141,134.375,168.326,155.412,131.434,21.458,43.847,73.011,115.108,480.646,1333.0,-0.447,-0.648,-0.529,0.05,-33.269,3.948,3.861,3.545,3.484,3.647,3.285,3.904,3.733,3.446,1.155,1.161,0.285,0.334,0.337,0.822,0.269,0.546,169357,7170488995,7608773321,0.112,0.03,0.075,332427,336847,65003,1056358275,0.145,0.252,0.049,18.65,18.728,18.645,0.123,-0.081,-0.82,-0.021,-0.437,441682,0.086,604.982,43.675,-14.782,0.189,0.147,653.664,705.335,734.423,
2016-10-23,0.116,1.8002046167322982e+18,249259510735,249206966835,231501119475,257746554965,236567524662,19108682801,35940197483,9.1285439601042e+19,0.185,0.402,0.305,0.208,1.9454632266297907e+18,1.830147966096694e+18,1.7967219770626555e+18,1.843266701697375e+18,1.6807117098157937e+18,1.8338419711693937e+18,1.704779883226685e+18,1.9373903368626609e+18,1.8660989519386e+18,1.8192223949352888e+18,1.751241787386455e+18,2.8031221920278915e+17,3.2829703117008614e+17,2.6944735168773e+34,0.202,0.248,0.212,50.494,27.769,0.649,0.64,0.65,0.695,0.65,0.654,0.757,0.649,0.652,0.645,0.672,0.116,0.003,0.005,-0.172,-0.42,905324549,1.0494054326808728e+17,0.767,0.194,0.177,0.033,0.0040110497237569,0.001,0.001,0.001,2.317,0.116,0.24,0.117,0.116,0.113,0.116,0.118,0.115,0.109,0.019,0.139,0.369,56.368,9.806,9.788,9.848,9.797,1.963,0.056,10120404633,9587864609,10158048606,896792659,70318873,5.978986220598067e+16,1.6348166915765043e+17,0.206,0.087,0.163,0.68,5964,5471,2244.0,1807805,1258421,0.825,-0.139,133.773,167.242,154.405,129.688,20.476,39.659,73.569,104.814,393.217,1353.0,-0.625,-0.658,-0.536,0.045,-43.088,3.976,3.917,3.552,3.479,3.645,3.292,3.871,3.738,3.449,1.154,1.154,0.211,0.333,0.333,0.77,0.282,0.542,169418,7175642420,7449005570,0.119,0.031,0.025,331110,329893,65339,1067311542,0.094,0.244,0.051,18.647,18.72,18.642,0.127,-0.07,-0.767,-0.021,-0.377,441310,0.057,604.954,54.204,-2.455,0.194,0.146,650.557,704.786,741.868,
2016-10-24,0.118,1.856946825656259e+18,250185689884,249491565532,231987210181,257148735542,237152006279,17060754724,36251857532,7.2767337941862e+19,0.113,0.376,0.307,0.208,1.9482315167371336e+18,1.8578258725612744e+18,1.7957500505499407e+18,1.852388075806712e+18,1.6860899978663424e+18,1.836922618434309e+18,1.7081242116317302e+18,1.893132136375894e+18,1.8727986668284905e+18,1.8272523747477696e+18,1.755115086635696e+18,2.7937428075799443e+17,3.13784096415604e+17,2.4615114790839e+34,0.285,0.245,0.212,51.144,35.257,0.653,0.649,0.644,0.694,0.651,0.654,0.754,0.648,0.654,0.645,0.672,0.099,0.002,0.005,-0.147,-0.421,917582816,1.3348349810618368e+17,0.811,0.197,0.177,0.038,0.0036740331491712,0.001,0.001,0.001,3.535,0.143,0.239,0.117,0.117,0.113,0.117,0.118,0.116,0.11,0.02,0.158,0.366,57.624,9.852,9.776,9.852,9.804,1.92,0.061,10160460510,9588828481,10190650170,785383058,86748562,6.374561388935578e+16,1.6489508378853376e+17,0.212,0.092,0.162,0.844,6125,5520,2492.0,2533015,1552929,0.899,-0.136,133.434,166.384,154.348,130.846,26.542,36.072,72.458,176.121,325.291,1313.0,-0.359,-0.614,-0.537,0.04,-16.641,3.963,3.928,3.605,3.48,3.69,3.316,3.928,3.789,3.468,1.15,1.159,0.218,0.331,0.336,0.754,0.297,0.539,159757,6380594201,7354865745,0.126,0.031,-0.016,331996,328846,65367,1068208368,0.048,0.235,0.052,18.646,18.711,18.638,0.129,-0.047,-0.759,-0.021,-0.25,442260,0.069,604.939,47.188,-1.386,0.2,0.145,654.64,698.831,742.446,
2016-10-25,0.131,1.8181582676814648e+18,250815077483,249757803023,232462617576,256597625661,237726689179,16100703589,36539107213,6.4808164013459e+19,0.051,0.349,0.307,0.208,1.8251032366900068e+18,1.850851832303016e+18,1.802778476236273e+18,1.8368526988896123e+18,1.691254894407585e+18,1.8344207050005965e+18,1.710542542533922e+18,1.828095511848059e+18,1.8628817656085376e+18,1.830240137031973e+18,1.758017685972292e+18,2.7630783304554333e+17,2.6979158414038502e+17,1.8196874718245e+34,0.28,0.24,0.212,50.674,34.348,0.649,0.648,0.646,0.692,0.654,0.655,0.752,0.662,0.656,0.646,0.671,0.099,0.002,0.004,-0.121,-0.421,925050115,1.4255138371702656e+17,0.864,0.203,0.178,0.049,0.0033370165745856,0.001,0.001,0.001,5.977,0.18,0.238,0.12,0.12,0.116,0.124,0.121,0.118,0.111,0.02,0.179,0.364,65.022,9.938,9.766,9.864,9.816,1.766,0.067,10187764350,9590334971,10226741647,862478422,135584058,6.810221823456051e+16,1.6722644514276966e+17,0.22,0.097,0.16,1.317,6220,5538,2556.0,2720295,1633535,1.006,-0.132,133.519,165.407,154.293,132.067,30.551,36.566,70.827,233.34,334.269,1254.0,0.062,-0.535,-0.533,0.035,6.801,4.186,3.996,3.714,3.49,3.8,3.361,4.124,3.905,3.51,1.184,1.209,0.349,0.351,0.365,0.83,0.324,0.537,139225,4845880360,7425586244,0.137,0.031,-0.039,330390,329998,65556,1074384619,0.021,0.228,0.053,18.644,18.703,18.634,0.134,-0.058,-0.775,-0.021,-0.314,443764,0.122,604.957,52.035,1.661,0.208,0.144,665.07,720.121,738.491,
2016-10-26,0.143,1.6965389449880576e+18,251228112363,250006863902,232927576457,256093225320,238291573363,15727077936,36802518112,6.1835245105072e+19,0.002,0.32,0.306,0.209,1.79054801277526e+18,1.822620699099861e+18,1.797471446256589e+18,1.8272959976911447e+18,1.694583082574546e+18,1.816036470332258e+18,1.7102347711592876e+18,1.763813365997084e+18,1.8243035437797967e+18,1.8160748661988787e+18,1.7581338189520827e+18,2.8136573279080352e+17,2.6868197771111075e+17,1.8047501286688e+34,0.13,0.233,0.212,49.207,21.441,0.675,0.652,0.65,0.691,0.671,0.659,0.752,0.692,0.675,0.651,0.672,0.101,0.003,0.004,-0.073,-0.422,927268343,1.4257018571541427e+17,0.905,0.216,0.18,0.081,0.003,0.003,0.002,0.002,11.724,0.239,0.238,0.124,0.126,0.119,0.135,0.127,0.122,0.114,0.022,0.206,0.362,70.226,9.972,9.765,9.876,9.831,1.764,0.072,10220474596,9593365731,10281505695,996039185,272768355,7.775459343743386e+16,1.7250154378607e+17,0.232,0.103,0.159,2.642,6241,5534,2549.0,2721929,1623771,1.045,-0.129,131.599,164.419,154.024,132.638,30.824,36.191,69.611,237.525,327.442,1211.0,0.365,-0.453,-0.528,0.031,-5.278,4.594,4.212,3.835,3.52,3.987,3.435,4.484,4.097,3.581,1.572,1.379,0.814,0.618,0.475,1.045,0.368,0.536,147530,5441307330,7723104077,0.15,0.032,-0.063,329352,328489,65515,1073052581,-0.009,0.219,0.054,18.643,18.695,18.631,0.136,-0.023,-0.682,-0.021,-0.123,445298,0.199,605.071,60.425,10.244,0.22,0.142,682.275,724.827,734.983,
2016-10-27,0.136,1.8508777638737032e+18,251641147243,250239856337,233382316461,255635534519,238846658829,15299820989,37042598786,5.8521130571861e+19,-0.035,0.292,0.304,0.209,1.7885249921810747e+18,1.8655587831555507e+18,1.808569208018504e+18,1.8275051000980943e+18,1.6981065350185185e+18,1.820681976137784e+18,1.7133258259442196e+18,1.7939782415463053e+18,1.8313678099732567e+18,1.8231957085478272e+18,1.7615688668927232e+18,2.7661992216291853e+17,2.6874529098394867e+17,1.8056007856512e+34,0.074,0.227,0.212,51.066,20.675,0.685,0.663,0.653,0.691,0.7,0.668,0.752,0.745,0.703,0.66,0.674,0.111,0.003,0.004,0.011,-0.422,940283632,1.624905575877079e+17,0.963,0.219,0.18,0.081,0.003,0.003,0.002,0.002,5.33,0.293,0.239,0.126,0.128,0.122,0.138,0.13,0.124,0.116,0.023,0.235,0.361,64.691,9.981,9.754,9.854,9.812,1.739,0.074,10274530990,9599374919,10368622711,1250535486,540826973,9.909938483091866e+16,1.8460487170490368e+17,0.252,0.11,0.158,5.234,6335,5548,2573.0,2646286,1655168,1.065,-0.125,129.854,162.956,153.501,132.464,27.578,35.798,66.83,190.13,320.382,1117.0,0.422,-0.391,-0.522,0.026,-11.64,4.613,4.296,3.911,3.535,4.065,3.473,4.616,4.185,3.617,1.609,1.422,0.874,0.647,0.505,1.231,0.415,0.535,154177,5942655487,8098435737,0.167,0.033,0.018,336420,341650,69525,1208442928,0.038,0.218,0.056,18.648,18.69,18.633,0.139,0.162,-0.498,-0.021,0.872,451185,0.329,605.372,76.39,27.057,0.24,0.141,685.356,724.099,734.786,
2016-10-28,0.141,1.982812821822649e+18,252054182124,250457817001,233827062179,255224553259,239391945579,14814293154,37259800218,5.4865820413826e+19,-0.06,0.264,0.302,0.209,1.843409843561469e+18,1.884726049796753e+18,1.8227762118043205e+18,1.829368857327178e+18,1.704434453760362e+18,1.8422994222290995e+18,1.719248617062427e+18,1.891122156367092e+18,1.8606813196400315e+18,1.8464281903883804e+18,1.7678261479213855e+18,2.901931794356429e+17,2.7222959657925498e+17,1.8527238313426e+34,0.178,0.223,0.211,52.601,40.297,0.68,0.667,0.655,0.69,0.697,0.669,0.751,0.726,0.703,0.662,0.674,0.11,0.003,0.004,0.077,-0.422,943725530,1.6740991235733453e+17,0.994,0.222,0.18,0.081,0.004,0.003,0.002,0.002,0.348,0.342,0.24,0.129,0.132,0.124,0.14,0.134,0.127,0.118,0.024,0.267,0.36,66.708,9.973,9.725,9.846,9.806,1.746,0.074,10331261545,9605925828,10455264905,1316994575,589581765,1.193373188219863e+17,1.980592086821437e+17,0.277,0.118,0.157,5.705,6259,5526,2583.0,2780766,1668499,0.95,-0.122,130.123,161.834,153.137,132.757,27.565,34.525,65.132,189.957,297.989,1061.0,0.44,-0.333,-0.516,0.022,-13.558,4.694,4.318,3.936,3.535,4.071,3.488,4.596,4.2,3.631,1.599,1.42,0.861,0.639,0.504,1.317,0.454,0.535,152977,5850507010,8036964970,0.179,0.034,0.087,336755,343436,68886,1186326184,0.078,0.218,0.057,18.653,18.684,18.633,0.139,0.134,-0.524,-0.021,0.721,453332,0.412,605.706,80.555,30.104,0.265,0.141,705.335,698.792,732.631,
2016-10-29,0.141,1.896977840482232e+18,252467217004,250661715688,234262033266,254860281540,239927433612,14264545507,37454520446,5.0869314630952e+19,-0.074,0.238,0.299,0.21,1.910222808726194e+18,1.843216725890952e+18,1.8331787487831767e+18,1.83409842281364e+18,1.7091990402462802e+18,1.849589877996184e+18,1.7231547538408842e+18,1.917906154827473e+18,1.8637442673114007e+18,1.856321740878769e+18,1.7720578707064817e+18,2.8964529401474304e+17,2.7183324343886675e+17,1.8473328059624e+34,0.257,0.22,0.211,51.514,29.207,0.702,0.671,0.658,0.689,0.702,0.672,0.75,0.719,0.713,0.667,0.674,0.112,0.003,0.004,0.14,-0.423,944809292,1.659927340359017e+17,1.004,0.225,0.18,0.081,0.0039,0.002,0.002,0.002,-2.012,0.385,0.241,0.132,0.134,0.126,0.14,0.137,0.13,0.12,0.025,0.3,0.359,66.748,9.959,9.729,9.842,9.804,1.749,0.072,10407698620,9619378454,10576982604,1638065362,1210736414,1.5652268938192486e+17,2.2566733349869978e+17,0.311,0.128,0.156,12.067,6260,5509,2587.0,2776938,1673184,0.769,-0.119,130.693,160.914,152.585,132.526,27.582,33.677,64.672,190.192,283.541,1046.0,0.327,-0.294,-0.509,0.018,-15.919,4.741,4.344,3.939,3.536,4.052,3.495,4.525,4.19,3.636,1.597,1.421,0.822,0.638,0.505,1.306,0.484,0.534,154865,5995813941,8040577798,0.186,0.035,0.123,337186,341184,67616,1142974549,0.089,0.216,0.059,18.653,18.679,18.634,0.139,-0.007,-0.431,-0.021,-0.037,453771,0.439,606.476,100.685,69.25,0.299,0.14,704.786,702.682,732.658,
2016-10-30,0.132,1.9665770847860577e+18,252880251885,250852459620,234687444549,254542719361,240453122928,13642816897,37627108490,4.6531613223255e+19,-0.082,0.213,0.295,0.21,1.948789249030312e+18,1.8669842213272023e+18,1.8485660937119503e+18,1.84481827224752e+18,1.7137959516869916e+18,1.8651881722348337e+18,1.7285046951803387e+18,1.946083292857405e+18,1.8945843570351767e+18,1.874108185679153e+18,1.7777145310260375e+18,2.934439349849817e+17,2.6646771174218266e+17,1.7751260350279e+34,0.367,0.219,0.211,52.34,26.643,0.715,0.682,0.661,0.688,0.721,0.679,0.751,0.742,0.731,0.674,0.676,0.12,0.004,0.004,0.218,-0.423,945520727,1.7180957760431693e+17,0.994,0.227,0.18,0.081,0.0038,0.003,0.002,0.002,-3.319,0.421,0.241,0.135,0.133,0.127,0.136,0.137,0.131,0.121,0.025,0.331,0.358,58.795,9.907,9.719,9.814,9.779,1.817,0.067,10482860852,9635476341,10687515619,1625665991,1448809757,1.8739602559390515e+17,2.5415621196177408e+17,0.348,0.138,0.156,14.802,6214,5507,2590.0,2869400,1677252,0.551,-0.116,130.702,159.783,151.597,131.027,28.667,33.424,64.801,205.454,279.285,1050.0,-0.069,-0.306,-0.507,0.013,-30.645,4.638,4.307,3.912,3.527,3.977,3.482,4.332,4.123,3.622,1.639,1.427,0.909,0.672,0.509,1.178,0.498,0.532,172519,7440691348,8332261505,0.185,0.035,0.113,336183,333523,67940,1153972411,0.053,0.208,0.06,18.652,18.675,18.634,0.138,-0.018,-0.388,-0.021,-0.094,453342,0.403,607.413,99.892,84.342,0.336,0.139,698.831,708.671,732.374,
2016-10-31,0.126,2.112518203933166e+18,253293286765,251030897493,235103506134,254271866723,240969013528,12938735053,37720661371,4.1852716190735e+19,-0.084,0.19,0.291,0.21,1.9920243764004844e+18,1.9034944182239035e+18,1.880660145392591e+18,1.85113601278706e+18,1.7185038095059735e+18,1.8981655097946112e+18,1.7369445525155656e+18,2.0279477703088312e+18,1.9559678526866675e+18,1.909301800375316e+18,1.7864776574490304e+18,3.034435616649722e+17,2.8210954298421587e+17,1.9896448560691e+34,0.591,0.221,0.211,54.039,25.089,0.712,0.683,0.661,0.688,0.699,0.676,0.748,0.695,0.71,0.672,0.675,0.12,0.004,0.004,0.249,-0.423,940285280,1.6458994191215437e+17,0.976,0.229,0.18,0.08,0.0037,0.003,0.002,0.002,-3.085,0.452,0.242,0.136,0.132,0.127,0.131,0.135,0.131,0.122,0.026,0.359,0.358,54.544,9.928,9.724,9.814,9.781,1.797,0.062,10552498281,9654940148,10775564537,1425218540,1751742703,2.102731628890194e+17,2.7837495557398528e+17,0.381,0.149,0.155,18.652,6241,5472,2518.0,2790663,1584924,0.345,-0.114,132.938,158.464,151.597,132.467,28.578,33.831,60.431,204.182,286.136,912.976,-0.003,-0.272,-0.5,0.009,33.382,4.587,4.275,3.948,3.527,3.978,3.493,4.29,4.128,3.633,1.596,1.426,0.914,0.637,0.508,1.048,0.507,0.531,166903,6964134076,8282526769,0.182,0.036,0.108,336210,334497,68168,1161703990,0.033,0.201,0.061,18.65,18.67,18.634,0.136,-0.053,-0.458,-0.021,-0.285,453837,0.38,608.564,87.273,103.587,0.369,0.139,720.121,703.872,737.759,
2016-11-01,0.128,1.8369260520591145e+18,253706321645,251197823244,235510423507,254047723626,241474461649,12137977349,37528071308,3.6832623533383e+19,-0.081,0.169,0.286,0.21,1.9720071135927788e+18,1.9061755302778527e+18,1.8785136812904369e+18,1.849773482208908e+18,1.721421194130055e+18,1.8900002487632115e+18,1.7391419481099292e+18,1.9503986081381453e+18,1.9393257611454697e+18,1.9034705879308529e+18,1.78908034409855e+18,3.042244992081628e+17,2.819760301574331e+17,1.9877620395836e+34,0.583,0.221,0.212,50.521,16.678,0.723,0.686,0.666,0.687,0.708,0.68,0.748,0.708,0.717,0.677,0.676,0.12,0.004,0.004,0.286,-0.422,943263146,1.508004541342779e+17,0.953,0.231,0.181,0.08,0.0036,0.003,0.002,0.002,-1.876,0.48,0.243,0.135,0.131,0.127,0.128,0.133,0.131,0.123,0.026,0.384,0.358,55.754,9.921,9.739,9.818,9.787,1.794,0.058,10648318813,9685727608,10899767859,1777534257,2770871376,2.519899291023278e+17,3.0474463842074624e+17,0.418,0.161,0.155,31.801,6271,5468,2517.0,2712945,1584235,0.162,-0.112,134.712,157.807,151.745,134.261,30.979,33.907,59.123,239.917,287.425,873.885,0.327,-0.198,-0.489,0.005,50.506,4.416,4.301,3.99,3.534,3.993,3.508,4.28,4.144,3.647,1.554,1.433,0.9,0.604,0.513,0.936,0.515,0.529,161389,6511611450,8333965618,0.18,0.036,0.112,335067,335466,68394,1169448273,0.023,0.194,0.062,18.649,18.666,18.635,0.134,-0.041,-0.358,-0.021,-0.221,454856,0.378,610.43,109.362,167.937,0.406,0.138,724.827,705.761,747.59,
