Date,bitcoin-marketcap_raw,bitcoin-hashrate_raw,difficulty-btc--sma3,difficulty-btc--sma7,difficulty-btc--sma14,difficulty-btc--sma30,difficulty-btc--sma90,difficulty-btc--ema3,difficulty-btc--ema7,difficulty-btc--ema14,difficulty-btc--ema30,difficulty-btc--ema90,difficulty-btc--wma14,difficulty-btc--wma30,difficulty-btc--wma90,difficulty-btc--std3,difficulty-btc--std30,difficulty-btc--var30,difficulty-btc--var90,difficulty-btc--trx14,difficulty-btc--trx30,difficulty-btc--trx90,hashrate-btc--sma3,hashrate-btc--sma7,hashrate-btc--sma14,hashrate-btc--sma30,hashrate-btc--sma90,hashrate-btc--ema7,hashrate-btc--ema14,hashrate-btc--ema30,hashrate-btc--ema90,hashrate-btc--wma3,hashrate-btc--wma7,hashrate-btc--wma30,hashrate-btc--wma90,hashrate-btc--std7,hashrate-btc--std14,hashrate-btc--std30,hashrate-btc--std90,hashrate-btc--mom14,hashrate-btc--trx7,hashrate-btc--trx30,hashrate-btc--trx90,mining_profitability-btc--sma3,mining_profitability-btc--sma14,mining_profitability-btc--sma30,mining_profitability-btc--sma90,mining_profitability-btc--ema3,mining_profitability-btc--ema7,mining_profitability-btc--ema14,mining_profitability-btc--ema30,mining_profitability-btc--ema90,mining_profitability-btc--wma3,mining_profitability-btc--wma14,mining_profitability-btc--wma30,mining_profitability-btc--wma90,mining_profitability-btc--std14,mining_profitability-btc--std30,mining_profitability-btc--std90,mining_profitability-btc--var30,mining_profitability-btc--var90,mining_profitability-btc--trx14,mining_profitability-btc--trx30,mining_profitability-btc--trx90,mining_profitability-btc--roc90,sentinusd-btc--sma7,sentinusd-btc--sma30,sentinusd-btc--sma90,sentinusd-btc--std30,sentinusd-btc--std90,sentinusd-btc--var30,sentinusd-btc--trx30,sentinusd-btc--trx90,transactionfees-btc--sma14,transactionfees-btc--wma30,transactionfees-btc--wma90,transactionfees-btc--var3,transactionfees-btc--var7,transactionfees-btc--trx3,transactionfees-btc--trx30,transactionfees-btc--trx90,median_transaction_fee-btc--std90,median_transaction_fee-btc--trx30,median_transaction_fee-btc--trx90,median_transaction_fee-btc--roc90,confirmationtime-btc--sma30,confirmationtime-btc--std30,confirmationtime-btc--var30,confirmationtime-btc--trx14,confirmationtime-btc--trx90,marketcap-btc--ema90,marketcap-btc--var90,marketcap-btc--trx30,marketcap-btc--trx90,transactionvalue-btc--sma14,transactionvalue-btc--sma30,transactionvalue-btc--sma90,transactionvalue-btc--ema7,transactionvalue-btc--ema14,transactionvalue-btc--ema30,transactionvalue-btc--ema90,transactionvalue-btc--wma7,transactionvalue-btc--wma30,transactionvalue-btc--var90,transactionvalue-btc--trx14,transactionvalue-btc--trx90,mediantransactionvalue-btc--sma14,mediantransactionvalue-btc--sma90,mediantransactionvalue-btc--ema90,mediantransactionvalue-btc--wma14,mediantransactionvalue-btc--std30,mediantransactionvalue-btc--var7,mediantransactionvalue-btc--var30,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,fee_to_reward-btc--sma14,fee_to_reward-btc--sma30,fee_to_reward-btc--sma90,fee_to_reward-btc--ema30,fee_to_reward-btc--ema90,fee_to_reward-btc--wma14,fee_to_reward-btc--wma90,fee_to_reward-btc--std14,fee_to_reward-btc--std90,fee_to_reward-btc--var14,fee_to_reward-btc--var90,fee_to_reward-btc--trx14,fee_to_reward-btc--trx30,size-btc--sma7,size-btc--sma14,size-btc--sma90,size-btc--ema90,size-btc--wma7,size-btc--wma14,size-btc--wma90,size-btc--std30,size-btc--std90,size-btc--var30,size-btc--var90,size-btc--trx30,transactions-btc--ema7,transactions-btc--ema14,transactions-btc--std30,transactions-btc--var90,transactions-btc--trx30,sentbyaddress-btc--std90,sentbyaddress-btc--var90,sentbyaddress-btc--trx14,sentbyaddress-btc--trx30,sentbyaddress-btc--trx90,top100cap-btc--sma7,top100cap-btc--sma90,top100cap-btc--ema30,top100cap-btc--ema90,top100cap-btc--wma14,top100cap-btc--wma30,top100cap-btc--wma90,top100cap-btc--std30,top100cap-btc--std90,top100cap-btc--var30,top100cap-btc--var90,top100cap-btc--trx14,top100cap-btc--trx90,top100cap-btc--rsi7,activeaddresses-btc--sma30,activeaddresses-btc--sma90,activeaddresses-btc--wma90,activeaddresses-btc--trx30,activeaddresses-btc--trx90,price-btc--mom30,price-btc--trx90,bitcoin-price_raw_90d
2014/02/03,9851830297.0,2.121355375167354e+16,2193847870.0,2193847870.0,2089181910.0,1828449695.0,1150987181.0,2193527103.0,2172502358.0,2083037432.0,1857272849.0,1286930797.0,2161128935.0,1987917779.0,1457968275.0,254907637.4,601917917.0,9.05762947323689e+16,3.0863455880351206e+17,1.849,1.951,2.128,2.0748967377372108e+16,1.9289294831200036e+16,1.8247090072782456e+16,1.625360678828538e+16,1.013988653913496e+16,1.960032817654669e+16,1.842849945039608e+16,1.635755218769508e+16,1.1371456283831254e+16,2.077687138536597e+16,1.9910856461720296e+16,1.7483249022423066e+16,1.2872689014670262e+16,3144704844993200.0,3223364198714406.0,4803591307517779.0,9851954735011394.0,5293540934419418.0,1.801,1.886,2.085,186.106,200.554,243.305,381.678,183.938,190.295,203.257,239.017,380.336,183.774,192.717,216.414,322.719,44.329,111.325,336.089,3098.0,28239.0,-1.744,-1.141,-0.941,-36.781,374284260.0,462562119.0,756469234.0,318151461.0,1166613808.0,2.530508800332701e+16,-1.069,1.035,0.185,0.192,0.2,0.0021515151515151517,0.0035555555555555557,-1.209,-0.061,0.516,0.038,0.374,0.315,253.035,8.083,1.46,0.533,0.112,0.001,8377187846.0,5.086440437480718e+18,0.474,1.385,7208.0,8333.0,12063.0,7022.0,7336.0,8248.0,9364.0,6786.0,7583.0,43570054.0,-1.322,0.997,203.727,280.252,223.158,199.921,56.38,600.409,794.681,-0.603,0.767,0.312,0.317,0.51,0.315,0.448,0.296,0.349,0.088,1.134,0.002,0.321,-0.251,-1.056,177270.0,180018.0,183286.0,170595.0,170275.0,175874.0,176057.0,43145.0,71253.0,465370633.0,1269244967.0,-0.052,57457.0,58408.0,11116.0,127943270.0,-0.118,32000.0,256001125.0,0.427,0.003,0.376,21.528,21.427,21.377,21.216,21.5,21.37,21.384,0.374,0.485,0.035,0.059,0.047,0.039,83.954,141978.0,145233.0,143776.0,0.031,0.432,-17.755,1.378,434.535
2014/02/04,9912215203.0,1.865662576704531e+16,2193847870.0,2193847870.0,2118060547.0,1854295244.0,1169686271.0,2193687486.0,2177838736.0,2097812157.0,1878987366.0,1306863040.0,2175084396.0,2011491855.0,1480888290.0,257023029.7,595840123.0,8.875636296968397e+16,3.1581695711721344e+17,1.785,1.936,2.122,1.995246606515064e+16,1.9298854353691116e+16,1.8403325356208064e+16,1.648108992066345e+16,1.0300726709059882e+16,1.9364402574171344e+16,1.8458916292615976e+16,1.6505879515395094e+16,1.1531569898846948e+16,1.9730700580202572e+16,1.9752689195681616e+16,1.7638282504923708e+16,1.305987009660236e+16,3136536329438900.0,3072031954986406.0,4585938983591871.0,9929912509308546.0,2187293967958532.0,1.674,1.874,2.079,186.228,198.468,237.643,380.994,186.512,189.993,201.367,235.796,376.133,185.264,191.188,212.916,318.486,43.536,104.278,337.401,2718.0,28460.0,-1.734,-1.159,-0.942,-24.558,393651551.0,456297737.0,760904451.0,299491746.0,1161083003.0,2.242382643696035e+16,-1.075,1.007,0.184,0.19,0.199,0.002212121212121212,0.0034444444444444444,-1.54,-0.077,0.508,0.036,0.36,0.316,229.337,8.114,1.445,0.522,0.085,0.001,8410924711.0,4.705818746301661e+18,0.456,1.369,7359.0,8183.0,12120.0,7584.0,7594.0,8314.0,9362.0,7408.0,7644.0,42960846.0,-1.24,0.972,203.347,279.87,222.273,197.143,52.526,469.567,689.751,-0.606,0.75,0.309,0.318,0.476,0.316,0.445,0.299,0.345,0.081,0.946,0.002,0.224,-0.296,-1.036,178029.0,180100.0,183686.0,171704.0,181221.0,181346.0,176887.0,46824.0,71691.0,548125486.0,1284899115.0,-0.041,60499.0,59904.0,11765.0,127755987.0,-0.11,32201.0,259219220.0,0.497,0.022,0.374,21.569,21.431,21.403,21.229,21.546,21.403,21.392,0.411,0.49,0.042,0.06,0.054,0.038,92.637,143078.0,145653.0,144302.0,0.044,0.429,-59.993,1.363,431.727
2014/02/05,9814970888.0,2.145875134240549e+16,2285467138.0,2233113271.0,2166571885.0,1889302720.0,1191439337.0,2331196580.0,2250555470.0,2147264626.0,1917033709.0,1332398043.0,2221837079.0,2051131238.0,1509438167.0,259138422.0,612480384.0,9.378305508174592e+16,3.29271441644842e+17,1.75,1.924,2.115,2.0442976953708116e+16,1.9908280534995696e+16,1.87898906255358e+16,1.675429727303753e+16,1.049400718454354e+16,1.988798976622988e+16,1.8858894299254576e+16,1.6825419633266732e+16,1.174974971079329e+16,2.048384321883e+16,2.0292663442860212e+16,1.7959421951487712e+16,1.330510140722534e+16,2912633461651900.0,3149665131336193.0,4759691799801927.0,1.0112275526966852e+16,5411913770588270.0,1.675,1.865,2.073,175.619,191.845,231.767,380.012,174.778,183.256,196.258,231.102,371.449,173.672,186.465,208.103,313.696,33.766,100.495,339.412,2525.0,28800.0,-1.737,-1.177,-0.942,-35.154,419676508.0,444121358.0,763649700.0,252481859.0,1157750386.0,1.593677226864672e+16,-1.074,0.98,0.182,0.188,0.198,0.0022727272727272726,0.003333333333333333,-1.302,-0.093,0.501,0.035,0.347,0.317,203.001,8.141,1.447,0.523,0.073,0.002,8441782869.0,4.3519290801679237e+18,0.438,1.353,7596.0,8039.0,12162.0,8067.0,7850.0,8392.0,9365.0,8031.0,7730.0,42579819.0,-1.105,0.949,202.584,278.908,221.525,195.132,39.391,434.731,387.912,-0.608,0.734,0.31,0.308,0.441,0.317,0.443,0.301,0.341,0.082,0.705,0.002,0.124,-0.305,-1.014,182088.0,183608.0,183702.0,172785.0,191929.0,186781.0,177704.0,48802.0,71725.0,595410990.0,1286111345.0,-0.023,62215.0,60898.0,11782.0,127902980.0,-0.099,32280.0,260498821.0,0.562,0.042,0.372,21.533,21.429,21.392,21.229,21.513,21.399,21.388,0.407,0.492,0.042,0.061,0.055,0.038,34.068,142343.0,145946.0,144549.0,0.057,0.427,-131.419,1.347,427.341
2014/02/06,9542453945.0,2.1673996236144468e+16,2427985999.0,2294192782.0,2225990278.0,1929400155.0,1214889056.0,2476300517.0,2343267716.0,2210483269.0,1962476983.0,1360727854.0,2282481422.0,2098363608.0,1540865972.0,353816249.0,640786782.0,1.0265192500811827e+17,3.462960736236685e+17,1.752,1.916,2.11,2.0596457781865092e+16,2.056130297126532e+16,1.914202978211958e+16,1.7038581268427416e+16,1.0695660321003706e+16,2.033449138370853e+16,1.9234241224173228e+16,1.713823102700078e+16,1.1967865019042766e+16,2.109935286004818e+16,2.07340923681474e+16,1.8276821884591384e+16,1.355081545231547e+16,2015396675752844.0,3256550850413529.0,4880783040001065.0,1.0270942691221724e+16,4929948192172902.0,1.715,1.857,2.067,173.566,188.009,227.085,378.637,171.673,179.584,192.566,227.068,366.99,170.147,183.361,204.026,309.049,31.17,98.733,341.816,2437.0,29210.0,-1.742,-1.194,-0.943,-42.336,433637946.0,434447683.0,766109048.0,218813445.0,1154548263.0,1.1969830944988896e+16,-1.069,0.953,0.179,0.186,0.197,0.002333333333333333,0.0032222222222222222,-0.849,-0.108,0.494,0.034,0.333,0.318,168.466,8.134,1.449,0.525,0.052,0.002,8465973442.0,4.0203079199985664e+18,0.419,1.337,7648.0,7854.0,12181.0,7874.0,7776.0,8321.0,9320.0,7986.0,7682.0,42362343.0,-0.999,0.925,201.543,277.652,220.959,194.224,36.657,410.59,335.939,-0.61,0.718,0.307,0.307,0.41,0.318,0.44,0.304,0.339,0.074,0.425,0.001,0.045,-0.289,-0.991,187155.0,185360.0,183483.0,173601.0,198892.0,190292.0,178281.0,50611.0,71279.0,640376192.0,1270181291.0,-0.003,64155.0,62109.0,12341.0,128267715.0,-0.084,32449.0,263235541.0,0.636,0.064,0.371,21.494,21.426,21.381,21.228,21.477,21.393,21.383,0.404,0.494,0.041,0.061,0.053,0.038,33.592,143040.0,146309.0,144934.0,0.071,0.424,-114.473,1.332,435.189
2014/02/07,8924242012.0,2.1994633666850796e+16,2570504860.0,2355272294.0,2274560082.0,1969497591.0,1238338775.0,2548852485.0,2412801900.0,2265272761.0,2004988432.0,1388435032.0,2335203312.0,2143009046.0,1571778398.0,143965790.0,658195066.0,1.0830518630562048e+17,3.622209269548749e+17,1.768,1.912,2.104,2.1709127081800256e+16,2.0861558449223196e+16,1.9420713304244292e+16,1.732985320511938e+16,1.0901397686542758e+16,2.0749526954494096e+16,1.9602293549863572e+16,1.7451547326345942e+16,1.2188233560752832e+16,2.179844080254103e+16,2.1092425042043772e+16,1.85965672006187e+16,1.3799144536839582e+16,2149381222546318.0,3507854428805000.0,4985021226646427.0,1.0425060647276244e+16,3901569309745976.0,1.759,1.85,2.061,153.453,182.081,221.054,376.048,150.211,166.875,184.057,220.725,361.754,147.737,175.46,197.682,303.557,40.91,99.913,345.795,2496.0,29894.0,-1.783,-1.214,-0.943,-64.408,472397947.0,434225532.0,769630915.0,218213298.0,1150297054.0,1.190426080898208e+16,-1.057,0.927,0.177,0.184,0.196,0.002393939393939394,0.003111111111111111,-1.448,-0.126,0.486,0.032,0.315,0.318,117.295,8.195,1.484,0.551,0.066,0.003,8476045279.0,3.7312894969404785e+18,0.399,1.321,7642.0,7806.0,12221.0,8174.0,7949.0,8370.0,9314.0,8372.0,7760.0,41973528.0,-0.865,0.903,202.89,276.634,221.675,201.157,41.085,724.224,421.992,-0.604,0.703,0.312,0.311,0.398,0.323,0.439,0.316,0.339,0.086,0.357,0.002,0.032,-0.207,-0.961,198241.0,190662.0,183989.0,175172.0,213374.0,198255.0,179635.0,56350.0,72366.0,793837409.0,1309215510.0,0.024,65706.0,63209.0,12933.0,128109854.0,-0.066,32647.0,266463716.0,0.721,0.09,0.369,21.452,21.423,21.368,21.228,21.439,21.386,21.378,0.398,0.497,0.04,0.062,0.047,0.038,32.381,143642.0,146706.0,145356.0,0.087,0.422,-120.43,1.316,440.75
2014/02/08,8768379035.0,2.2535852300209812e+16,2621404453.0,2416351806.0,2305099838.0,2009595026.0,1261788495.0,2585128469.0,2464952539.0,2312756986.0,2044757208.0,1415533261.0,2381449228.0,2185067553.0,1602175446.0,176861616.1,665560933.0,1.1074283897425254e+17,3.7704600163846246e+17,1.788,1.908,2.099,2.2068160734401696e+16,2.1074375963008924e+16,1.9738865369195508e+16,1.763696506739056e+16,1.110638605935344e+16,2.1196108290923024e+16,1.9993434716576404e+16,1.7779567002079094e+16,1.241565375282881e+16,2.2211803411745812e+16,2.1510998504790428e+16,1.8932438109979372e+16,1.4054846836041054e+16,2453787004607000.0,3763044211956054.0,5093685792155494.0,1.0604996372006668e+16,4454128909317052.0,1.81,1.844,2.055,146.117,178.601,214.725,374.186,145.623,160.415,178.32,215.583,356.903,141.528,169.987,192.519,298.392,45.712,95.218,349.017,2267.0,30453.0,-1.832,-1.235,-0.944,-54.298,474718682.0,432291987.0,771560537.0,219469687.0,1147013036.0,1.2041735864645792e+16,-1.048,0.902,0.173,0.18,0.194,0.0024545454545454545,0.003,-3.664,-0.148,0.478,0.031,0.295,0.319,138.671,8.227,1.416,0.501,0.062,0.004,8482470196.0,3.3752619511811604e+18,0.376,1.305,7586.0,7737.0,12244.0,7685.0,7718.0,8231.0,9246.0,7913.0,7658.0,41637195.0,-0.796,0.88,201.091,277.078,220.475,196.377,42.68,794.588,455.385,-0.601,0.688,0.31,0.312,0.389,0.319,0.436,0.31,0.336,0.088,0.329,0.002,0.027,-0.18,-0.935,203276.0,192136.0,184130.0,175427.0,210507.0,197736.0,179696.0,54947.0,72337.0,754798309.0,1308174088.0,0.048,65487.0,63425.0,13052.0,127744950.0,-0.049,32374.0,262022403.0,0.765,0.114,0.368,21.398,21.42,21.357,21.227,21.404,21.379,21.373,0.391,0.499,0.038,0.062,0.04,0.038,33.079,144115.0,147054.0,145391.0,0.101,0.419,-153.179,1.3,443.871
2014/02/09,8656605604.0,2.145368187398843e+16,2621404453.0,2477431318.0,2335639594.0,2049692461.0,1285238214.0,2603266461.0,2504065517.0,2353909982.0,2081960256.0,1442035925.0,2423623177.0,2224539129.0,1632057115.0,209757442.2,663219068.0,1.0996488301401293e+17,3.9077129767443046e+17,1.802,1.905,2.094,2.199472261368302e+16,2.1283870705473976e+16,2.0029545772144744e+16,1.7874180224330822e+16,1.129129314109371e+16,2.1260501686689376e+16,2.0188134337564676e+16,1.8016606671234536e+16,1.2614291733513636e+16,2.1904563981539184e+16,2.1605824982535304e+16,1.9178677903953428e+16,1.4282259930868196e+16,2291801455015700.0,3616421485721700.0,5119676918986567.0,1.073903465506516e+16,4069525641289296.0,1.733,1.836,2.049,126.288,172.905,209.138,371.964,127.352,147.581,169.088,208.712,351.457,123.01,160.717,185.703,292.565,57.54,99.59,353.17,2480.0,31182.0,-1.916,-1.259,-0.945,-64.713,463316223.0,428180659.0,772927765.0,223994316.0,1144501346.0,1.2543363426890304e+16,-1.043,0.877,0.169,0.176,0.193,0.0025151515151515154,0.0028888888888888888,-5.012,-0.174,0.47,0.029,0.271,0.319,115.352,8.318,1.608,0.646,0.119,0.005,8486297348.0,3.0469809292434473e+18,0.352,1.288,7579.0,7655.0,12267.0,7294.0,7505.0,8095.0,9178.0,7452.0,7554.0,41319591.0,-0.776,0.858,197.039,277.697,219.06,190.377,45.441,909.321,516.224,-0.601,0.672,0.31,0.313,0.378,0.319,0.433,0.31,0.334,0.088,0.264,0.002,0.017,-0.16,-0.91,210700.0,194454.0,184795.0,176197.0,212296.0,200176.0,180274.0,54862.0,72193.0,752468288.0,1302961214.0,0.073,63225.0,62494.0,12930.0,127857283.0,-0.036,31968.0,255489915.0,0.734,0.129,0.366,21.343,21.418,21.347,21.226,21.37,21.372,21.368,0.384,0.501,0.037,0.063,0.032,0.038,32.947,144173.0,147197.0,144999.0,0.108,0.417,-169.992,1.283,449.566
2014/02/10,8263767949.0,1.8620012395217788e+16,2621404453.0,2538510830.0,2366179350.0,2089789897.0,1308687933.0,2612335457.0,2533400251.0,2389575911.0,2116763107.0,1467956112.0,2461725158.0,2261423774.0,1661423406.0,242653268.3,651064723.0,1.0597131842490317e+17,4.033968150627786e+17,1.805,1.901,2.089,2.0869848856472016e+16,2.0913364797408868e+16,2.0101329814304456e+16,1.801519952704533e+16,1.1443703331113372e+16,2.060037936382148e+16,1.9979051411918424e+16,1.8055536072781844e+16,1.274628559421043e+16,2.0217208872306572e+16,2.093986040497126e+16,1.922679610852678e+16,1.444333068370609e+16,2958947068408200.0,3458304702166024.0,4958486320715776.0,1.0761381418931264e+16,1004976590235970.0,1.359,1.819,2.042,129.584,167.608,202.795,369.654,132.995,145.345,165.028,204.191,346.779,129.185,156.148,181.155,287.437,55.493,92.229,356.508,2127.0,31775.0,-1.987,-1.282,-0.945,-59.994,482625051.0,433629287.0,774924316.0,222264855.0,1141924703.0,1.2350416448175136e+16,-1.035,0.853,0.165,0.172,0.191,0.002575757575757576,0.002777777777777778,-4.905,-0.203,0.462,0.028,0.244,0.318,95.967,8.397,1.545,0.597,0.178,0.006,8481406592.0,2.7528608775239434e+18,0.326,1.271,7355.0,7704.0,12283.0,7470.0,7571.0,8088.0,9152.0,7510.0,7576.0,41153048.0,-0.734,0.836,196.953,278.246,219.09,193.499,45.997,937.543,528.922,-0.598,0.658,0.312,0.316,0.377,0.32,0.431,0.313,0.333,0.089,0.263,0.002,0.017,-0.124,-0.883,214956.0,196113.0,185562.0,176952.0,212258.0,202322.0,180840.0,53843.0,71802.0,724764684.0,1288896499.0,0.098,64092.0,63054.0,13033.0,127670506.0,-0.022,31757.0,252133095.0,0.701,0.144,0.365,21.276,21.414,21.332,21.224,21.329,21.359,21.362,0.38,0.505,0.036,0.064,0.022,0.038,27.913,145553.0,147809.0,145532.0,0.119,0.414,-239.794,1.266,442.545
2014/02/11,8368343763.0,2.185270811362049e+16,2621404453.0,2599590342.0,2396719106.0,2129887332.0,1332137652.0,2616869955.0,2555401302.0,2420486384.0,2149320614.0,1493306625.0,2495755172.0,2295721487.0,1690274319.0,275549094.4,628528902.0,9.876214520692378e+16,4.1492255380350746e+17,1.797,1.895,2.083,2.0642134127608908e+16,2.1369947989776748e+16,2.033440117173394e+16,1.828247241440097e+16,1.1632640214788248e+16,2.091346155127123e+16,2.02288723054787e+16,1.830051491412627e+16,1.2946426748483178e+16,2.0708638500880812e+16,2.1174696234024164e+16,1.9474377307660664e+16,1.4672100019585366e+16,2348508450977500.0,3459205818469767.0,4892235465623208.0,1.0887916618948714e+16,3262999004012740.0,1.166,1.801,2.035,124.071,164.649,195.774,367.465,128.744,140.133,159.624,199.049,341.894,126.64,150.4,176.103,282.049,59.789,82.41,360.065,1698.0,32412.0,-2.059,-1.307,-0.946,-61.269,459161058.0,437025495.0,775381367.0,218872319.0,1141340944.0,1.197627295650736e+16,-1.026,0.829,0.162,0.169,0.19,0.0026363636363636363,0.0026666666666666666,-4.17,-0.234,0.453,0.027,0.215,0.317,79.234,8.458,1.454,0.529,0.222,0.007,8478921695.0,2.4962757715686687e+18,0.298,1.254,7319.0,7705.0,12281.0,7370.0,7504.0,8023.0,9106.0,7296.0,7535.0,41174032.0,-0.705,0.815,193.888,278.439,218.358,192.006,45.414,928.762,515.61,-0.595,0.643,0.309,0.319,0.374,0.32,0.428,0.314,0.332,0.084,0.261,0.002,0.017,-0.093,-0.856,211841.0,194935.0,185720.0,177442.0,208332.0,202740.0,181141.0,49925.0,71860.0,623115293.0,1290950473.0,0.121,64836.0,63589.0,12681.0,127798841.0,-0.007,31650.0,250431355.0,0.666,0.158,0.363,21.183,21.412,21.319,21.222,21.293,21.347,21.355,0.374,0.508,0.035,0.065,0.013,0.038,30.439,146816.0,148164.0,145688.0,0.129,0.412,-232.445,1.249,438.129
2014/02/12,8048705154.0,2.151405461256286e+16,2621404453.0,2621404453.0,2427258862.0,2159592004.0,1355587371.0,2619137204.0,2571902089.0,2447275460.0,2179777635.0,1518099984.0,2525713218.0,2327432269.0,1718609853.0,308444920.5,634379890.0,1.0060946111379354e+17,4.253485138966167e+17,1.775,1.886,2.078,2.0662258373800384e+16,2.137784845694209e+16,2.06430644959689e+16,1.842281173573391e+16,1.1822938013208874e+16,2.106360981659414e+16,2.0400229946423256e+16,1.8507840055960892e+16,1.3134726261979434e+16,2.1144598743357788e+16,2.1210722889720696e+16,1.9682866481735624e+16,1.4889273962393598e+16,2350021843566600.0,3026986628777878.0,5011977330092726.0,1.0973075949073094e+16,4321286539289436.0,1.03,1.782,2.027,131.587,160.972,193.326,364.258,130.187,138.007,155.891,194.7,337.273,130.419,145.997,171.965,276.866,61.113,85.467,363.255,1826.0,32988.0,-2.119,-1.331,-0.947,-68.68,434280916.0,436014882.0,775188323.0,220006719.0,1141616143.0,1.210073910650368e+16,-1.019,0.805,0.16,0.168,0.189,0.002696969696969697,0.0025555555555555557,-0.144,-0.262,0.444,0.026,0.184,0.316,58.13,8.443,1.46,0.533,0.233,0.008,8469466386.0,2.2849445715534807e+18,0.268,1.237,7325.0,7650.0,12279.0,7143.0,7365.0,7922.0,9048.0,7008.0,7455.0,41202314.0,-0.701,0.794,190.388,277.968,217.032,187.227,47.715,1101.0,569.181,-0.595,0.628,0.31,0.322,0.373,0.322,0.427,0.321,0.331,0.086,0.26,0.002,0.017,-0.034,-0.826,216121.0,199105.0,186467.0,179054.0,218077.0,210192.0,182572.0,54717.0,73142.0,748498610.0,1337431411.0,0.15,64114.0,63370.0,12356.0,127446587.0,0.007,31634.0,250177326.0,0.615,0.169,0.362,21.172,21.41,21.308,21.22,21.263,21.337,21.35,0.365,0.511,0.033,0.065,0.004,0.037,33.482,148914.0,149071.0,147160.0,0.15,0.41,-203.323,1.232,437.341
2014/02/13,7662793967.0,2.367278011727253e+16,2621404453.0,2621404453.0,2457798618.0,2187320587.0,1379037090.0,2620270829.0,2584277680.0,2470492659.0,2208269688.0,1542348434.0,2551599297.0,2357226621.0,1746430009.0,341340746.6,639953644.0,1.023851666770217e+17,4.346746953421066e+17,1.742,1.875,2.072,2.2346514281151964e+16,2.1663389011388956e+16,2.1112345991327144e+16,1.8732433818431492e+16,1.2039348242416144e+16,2.1715902391763736e+16,2.083656996920316e+16,1.884106199540035e+16,1.3366331841216644e+16,2.2649859615093864e+16,2.1784455804803304e+16,2.002157411925424e+16,1.51497100525928e+16,2855854000369159.0,2706188566206200.0,5122167752506397.0,1.1129980196361164e+16,6569940935015440.0,1.091,1.765,2.019,121.514,153.737,188.985,360.919,119.303,130.61,149.562,189.133,332.243,118.835,138.991,166.487,271.243,60.3,88.973,367.055,1979.0,33682.0,-2.191,-1.356,-0.948,-73.488,412062684.0,428634035.0,768183842.0,217023788.0,1144381040.0,1.1774831135352512e+16,-1.015,0.782,0.156,0.164,0.187,0.0027575757575757573,0.0024444444444444444,-1.477,-0.293,0.435,0.025,0.149,0.314,39.634,8.417,1.456,0.53,0.223,0.009,8451737322.0,2.0975664469881487e+18,0.237,1.219,7256.0,7487.0,12150.0,6836.0,7172.0,7792.0,8979.0,6692.0,7343.0,41335476.0,-0.729,0.773,188.646,277.621,216.205,185.761,47.671,1111.0,568.135,-0.596,0.614,0.311,0.319,0.371,0.322,0.424,0.322,0.33,0.086,0.26,0.002,0.017,0.005,-0.797,217222.0,202188.0,186935.0,179902.0,218457.0,212663.0,183257.0,55511.0,73395.0,770364013.0,1346701067.0,0.178,64875.0,63875.0,12434.0,127524558.0,0.02,31543.0,248733581.0,0.573,0.179,0.36,21.165,21.408,21.299,21.219,21.238,21.327,21.344,0.35,0.513,0.031,0.066,-0.004,0.037,36.866,149996.0,149561.0,147489.0,0.17,0.408,-269.38,1.214,441.538
2014/02/14,7407335344.0,2.3829488827142852e+16,2621404453.0,2621404453.0,2488338374.0,2215049171.0,1402486809.0,2620837641.0,2593559374.0,2490614231.0,2234923544.0,1566063951.0,2573413408.0,2385232032.0,1773734786.0,374236572.70000005,640696882.0,1.0262312356546765e+17,4.429010981399775e+17,1.697,1.862,2.065,2.300544118565942e+16,2.1925511177144964e+16,2.139353481318409e+16,1.9026519426618696e+16,1.2249841950274654e+16,2.2244299000608516e+16,2.1235625816928452e+16,1.9162895984545028e+16,1.3596291335412824e+16,2.339134688808931e+16,2.2325980758741784e+16,2.035041637788078e+16,1.5408834021487894e+16,3240294325834852.0,2948163646439400.0,5244431321841151.0,1.1296127462662984e+16,3936643505997188.0,1.215,1.751,2.012,116.718,147.941,183.858,357.514,114.705,125.484,144.301,184.035,327.361,113.131,133.173,161.398,265.731,60.36,88.839,370.596,1973.0,34335.0,-2.263,-1.382,-0.949,-73.568,382271588.0,425457203.0,765826774.0,217570336.0,1146775108.0,1.1834212829218976e+16,-1.012,0.76,0.151,0.16,0.186,0.002818181818181818,0.002333333333333333,-2.242,-0.324,0.426,0.024,0.11,0.312,30.878,8.407,1.475,0.544,0.182,0.009,8428783432.0,1.927157011510362e+18,0.203,1.202,7290.0,7411.0,12064.0,6607.0,7005.0,7672.0,8912.0,6428.0,7242.0,41734365.0,-0.776,0.752,185.315,276.455,215.546,185.436,47.71,417.595,569.062,-0.595,0.599,0.314,0.319,0.372,0.324,0.423,0.328,0.33,0.089,0.259,0.002,0.017,0.062,-0.766,214305.0,206273.0,188127.0,180886.0,220317.0,215660.0,184086.0,55987.0,72314.0,783626831.0,1307327693.0,0.207,67331.0,65318.0,13289.0,125826133.0,0.038,31235.0,243908808.0,0.564,0.192,0.359,21.164,21.406,21.292,21.218,21.219,21.318,21.339,0.343,0.515,0.029,0.066,-0.01,0.037,39.627,151473.0,150376.0,148099.0,0.191,0.407,-310.287,1.195,445.787
