Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-difficulty_raw,bitcoin-hashrate_raw,difficulty-btc--sma7,difficulty-btc--sma30,difficulty-btc--ema3,difficulty-btc--ema7,difficulty-btc--ema14,difficulty-btc--ema30,difficulty-btc--ema90,difficulty-btc--wma7,difficulty-btc--wma14,difficulty-btc--wma30,difficulty-btc--wma90,difficulty-btc--std3,difficulty-btc--std30,difficulty-btc--std90,difficulty-btc--mom90,difficulty-btc--var30,difficulty-btc--trx14,difficulty-btc--trx30,difficulty-btc--trx90,difficulty-btc--rsi30,difficulty-btc--roc30,hashrate-btc--sma3,hashrate-btc--sma7,hashrate-btc--ema3,hashrate-btc--ema14,hashrate-btc--ema30,hashrate-btc--wma3,hashrate-btc--wma7,hashrate-btc--wma14,hashrate-btc--std14,hashrate-btc--std90,hashrate-btc--trx7,hashrate-btc--trx14,hashrate-btc--trx30,hashrate-btc--trx90,mining_profitability-btc--sma7,mining_profitability-btc--sma14,mining_profitability-btc--sma30,mining_profitability-btc--sma90,mining_profitability-btc--ema3,mining_profitability-btc--ema14,mining_profitability-btc--ema30,mining_profitability-btc--ema90,mining_profitability-btc--wma14,mining_profitability-btc--wma30,mining_profitability-btc--wma90,mining_profitability-btc--std90,mining_profitability-btc--mom90,mining_profitability-btc--var30,mining_profitability-btc--var90,mining_profitability-btc--trx30,mining_profitability-btc--trx90,sentinusd-btc--sma30,sentinusd-btc--ema30,sentinusd-btc--ema90,sentinusd-btc--wma30,sentinusd-btc--var30,sentinusd-btc--var90,sentinusd-btc--trx30,sentinusd-btc--trx90,transactionfees-btc--sma14,transactionfees-btc--ema90,transactionfees-btc--wma90,transactionfees-btc--std30,transactionfees-btc--std90,transactionfees-btc--var30,transactionfees-btc--trx30,transactionfees-btc--trx90,median_transaction_fee-btc--sma3,median_transaction_fee-btc--ema3,median_transaction_fee-btc--wma3,median_transaction_fee-btc--std90,median_transaction_fee-btc--trx30,median_transaction_fee-btc--trx90,median_transaction_fee-btc--rsi90,confirmationtime-btc--trx7,confirmationtime-btc--trx14,confirmationtime-btc--trx30,marketcap-btc--sma7,marketcap-btc--sma14,marketcap-btc--sma90,marketcap-btc--ema3,marketcap-btc--ema7,marketcap-btc--ema14,marketcap-btc--ema30,marketcap-btc--ema90,marketcap-btc--wma3,marketcap-btc--wma7,marketcap-btc--wma30,marketcap-btc--wma90,marketcap-btc--mom90,marketcap-btc--trx14,marketcap-btc--trx30,marketcap-btc--trx90,marketcap-btc--roc90,transactionvalue-btc--sma7,transactionvalue-btc--sma14,transactionvalue-btc--sma30,transactionvalue-btc--ema30,transactionvalue-btc--wma30,transactionvalue-btc--wma90,mediantransactionvalue-btc--sma14,mediantransactionvalue-btc--sma30,mediantransactionvalue-btc--ema30,mediantransactionvalue-btc--ema90,mediantransactionvalue-btc--wma30,mediantransactionvalue-btc--wma90,mediantransactionvalue-btc--var14,mediantransactionvalue-btc--trx14,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,fee_to_reward-btc--std90,fee_to_reward-btc--var90,fee_to_reward-btc--trx7,fee_to_reward-btc--trx30,size-btc--sma30,size-btc--sma90,size-btc--std14,size-btc--std90,size-btc--var90,size-btc--trx90,transactions-btc--sma30,transactions-btc--wma90,sentbyaddress-btc--sma30,sentbyaddress-btc--sma90,sentbyaddress-btc--ema30,sentbyaddress-btc--wma90,sentbyaddress-btc--std14,sentbyaddress-btc--trx14,sentbyaddress-btc--trx30,sentbyaddress-btc--trx90,top100cap-btc--sma14,top100cap-btc--ema7,top100cap-btc--wma7,top100cap-btc--wma90,top100cap-btc--std90,top100cap-btc--mom90,top100cap-btc--var3,top100cap-btc--var14,top100cap-btc--var90,activeaddresses-btc--sma14,activeaddresses-btc--sma30,activeaddresses-btc--ema30,activeaddresses-btc--ema90,activeaddresses-btc--std30,activeaddresses-btc--std90,activeaddresses-btc--var90,activeaddresses-btc--trx14,activeaddresses-btc--trx30,price-btc--sma3,price-btc--sma7,price-btc--sma14,price-btc--ema3,price-btc--ema7,price-btc--ema14,price-btc--ema90,price-btc--wma3,price-btc--wma7,price-btc--mom30,price-btc--var14,price-btc--trx14,price-btc--trx30,price-btc--trx90,price-btc--rsi30,price-btc--rsi90,price-btc--roc90,bitcoin-price_raw_7d
2013/05/05,1261023174.0,113.464,0.0567,10076293.0,75408284839627.0,9887168.0,8678957.0,10055603.0,9860006.0,9482131.0,8677610.0,6615421.0,10021087.0,9679447.0,9144543.0,7179767.0,210026.0,1778878.0,4490009.0,7107518.0,791101920091.0,1.249,1.405,0.639,99.467,43.843,73563817557737.0,74949707297719.0,74377805244793.0,73072119098114.0,68770721324570.0,74359543895468.0,74073367490797.0,74329389065950.0,5983190413378.0,35322798225669.0,0.371,0.893,1.263,0.757,6045.0,6635.0,7107.0,5691.0,5923.0,6360.0,6611.0,5829.0,6339.0,6557.0,6426.0,3931.0,3132.0,3951001.0,3862396.0,0.622,0.501,156677032.0,130208095.0,112043053.0,131875284.0,1.2030047112658072e+16,8003594772758006.0,1.176,1.343,0.108,0.075,0.086,0.046,0.08,0.001,1.649,1.931,0.054,0.055,0.054,0.043,1.704,1.834,56.334,0.683,0.335,0.065,1303614358.0,1357564878.0,788838779.0,1230735405.0,1271728738.0,1294775756.0,1241444427.0,899648583.0,1209601913.0,1251676878.0,1295293884.0,1031248374.0,1045036273.0,0.667,1.821,1.916,483.842,2363.0,2772.0,3331.0,2872.0,2957.0,2726.0,77.112,91.493,78.382,62.124,79.896,70.723,159.917,-0.642,1.438,1.205,0.777,0.151,-0.457,-0.031,169096.0,162583.0,44252.0,52748.0,695594955.0,0.281,55227.0,55290.0,56937.0,47689.0,53145.0,51809.0,14605.0,-0.529,0.506,0.407,20.259,20.198,20.184,19.914,0.842,0.787,0.0016666666666666666,0.021,0.177,86799.0,92133.0,85983.0,75708.0,33012.0,41144.0,423207076.0,-0.242,0.718,107.066,117.419,122.435,110.776,114.55,116.767,81.681,108.861,112.701,-15.2,127.18,0.632,1.789,1.852,54.085,58.074,464.06,111.738
2013/05/06,1256388032.0,113.005,0.0565,10076293.0,87037913347608.0,10044596.0,8759067.0,10065948.0,9914078.0,9561352.0,8767848.0,6691484.0,10068369.0,9765522.0,9234693.0,7270886.0,210305.0,1806696.0,4533001.0,6960601.0,816037630802.0,1.235,1.398,0.65,99.467,31.321,79031813069184.0,76095578803116.0,80707859296200.0,74934224998047.0,69949249842185.0,81096591790403.0,77095419003269.0,76039789504837.0,8814037303289.0,35879690392555.0,0.587,0.889,1.247,0.765,5787.0,6592.0,6992.0,5717.0,5690.0,6240.0,6536.0,5821.0,6182.0,6451.0,6421.0,3895.0,2261.0,3918503.0,3793160.0,0.571,0.504,154224600.0,127229852.0,111427718.0,127189367.0,1.219984867483158e+16,7959975740877060.0,1.028,1.336,0.108,0.076,0.087,0.046,0.08,0.001,1.575,1.922,0.055,0.056,0.056,0.043,1.638,1.829,56.275,0.42,0.318,0.073,1276229578.0,1357593862.0,800398114.0,1243561719.0,1267893561.0,1289657393.0,1242408531.0,907489011.0,1243032572.0,1239870297.0,1290872318.0,1041524181.0,1040340141.0,0.567,1.75,1.912,481.532,1941.0,2618.0,3276.0,2803.0,2859.0,2718.0,75.604,90.631,77.474,62.172,78.142,70.926,164.417,-0.769,1.331,1.208,0.775,0.15,-0.413,-0.044,169248.0,162822.0,43057.0,52561.0,690660698.0,0.279,55281.0,55233.0,56869.0,47744.0,52944.0,51861.0,14621.0,-0.597,0.464,0.407,20.229,20.173,20.168,19.922,0.843,0.689,0.002,0.017,0.178,86335.0,92203.0,85933.0,75917.0,32943.0,41146.0,423257607.0,-0.315,0.675,110.503,114.911,122.397,111.89,114.164,116.265,82.369,111.83,111.597,-21.109,127.873,0.533,1.719,1.849,53.968,57.998,461.834,112.241
2013/05/07,1227611214.0,110.375,0.0552,10076293.0,84183375461294.0,10076293.0,8839176.0,10071120.0,9954632.0,9630011.0,8852264.0,6765876.0,10076293.0,9841102.0,9319676.0,7360306.0,210584.0,1820042.0,4574842.0,6800828.0,828138192474.0,1.214,1.389,0.661,99.467,31.321,82209857882843.0,76792300371253.0,82445617378747.0,76167445059813.0,70867580527289.0,83672372986459.0,79117368167814.0,77231255421816.0,9818848542920.0,36216930737343.0,0.815,0.901,1.235,0.774,5669.0,6486.0,6864.0,5745.0,5629.0,6150.0,6474.0,5815.0,6046.0,6359.0,6418.0,3852.0,2584.0,3774493.0,3709636.0,0.52,0.507,153162096.0,125173199.0,111074400.0,123391118.0,1.228995757948166e+16,7908819190086198.0,0.889,1.328,0.106,0.076,0.088,0.046,0.08,0.001,1.5,1.912,0.056,0.056,0.056,0.043,1.572,1.823,55.937,0.142,0.284,0.079,1238463690.0,1349809089.0,811593671.0,1235586467.0,1257822975.0,1281384569.0,1241453865.0,914524664.0,1242772147.0,1227715706.0,1285063946.0,1050913480.0,1007600183.0,0.47,1.68,1.906,457.977,1811.0,2528.0,3258.0,2745.0,2771.0,2713.0,75.447,90.822,76.992,62.344,76.812,71.246,165.802,-0.861,1.23,1.21,0.771,0.149,-0.443,-0.058,168099.0,163285.0,42922.0,52103.0,678682575.0,0.277,55054.0,55250.0,57084.0,47957.0,53266.0,52085.0,13652.0,-0.609,0.427,0.407,20.198,20.154,20.151,19.931,0.844,0.719,0.001,0.011,0.178,87473.0,92937.0,87429.0,76646.0,33433.0,41650.0,433680697.0,-0.3,0.643,112.281,111.47,121.654,111.133,113.217,115.48,82.985,111.766,110.463,-31.705,137.458,0.437,1.649,1.844,53.28,57.561,439.085,108.635
2013/05/08,1219390646.0,109.595,0.0548,10076293.0,85479259498682.0,10076293.0,8919286.0,10073707.0,9985047.0,9689515.0,8931233.0,6838632.0,10076293.0,9906186.0,9399490.0,7448065.0,210863.0,1819235.0,4611353.0,6800828.0,827403605107.0,1.186,1.378,0.671,99.467,31.321,85566849435861.0,78284810218433.0,83962438438714.0,77409020318329.0,71810269493185.0,85307073794378.0,81289107949671.0,78488472710077.0,10875069008113.0,36518792723039.0,1.023,0.925,1.224,0.782,5528.0,6335.0,6705.0,5767.0,5492.0,6044.0,6402.0,5805.0,5895.0,6262.0,6409.0,3822.0,1918.0,3470622.0,3651704.0,0.468,0.509,148829775.0,122258148.0,110391224.0,118670332.0,1.23421291614772e+16,7860378329936218.0,0.757,1.318,0.105,0.077,0.089,0.046,0.079,0.001,1.432,1.901,0.055,0.055,0.055,0.043,1.506,1.816,55.837,-0.074,0.244,0.082,1214994985.0,1330314499.0,822608258.0,1227488556.0,1248214892.0,1273118713.0,1240030432.0,921225015.0,1228297066.0,1222947445.0,1279446509.0,1059876051.0,991312806.0,0.378,1.61,1.899,434.638,1632.0,2330.0,3183.0,2684.0,2677.0,2706.0,75.324,89.003,76.932,62.645,75.859,71.69,165.422,-0.909,1.137,1.211,0.771,0.149,-0.3,-0.069,166812.0,163049.0,35943.0,52032.0,676820724.0,0.274,54679.0,55125.0,56715.0,48107.0,53424.0,52255.0,12282.0,-0.591,0.395,0.407,20.185,20.147,20.14,19.94,0.846,0.731,0.001,0.01,0.179,87466.0,92556.0,88397.0,77213.0,32721.0,41973.0,440436171.0,-0.243,0.618,110.991,109.317,119.854,110.364,112.311,114.695,83.57,110.423,109.994,-53.966,132.261,0.345,1.58,1.838,53.073,57.431,416.517,104.575
2013/05/09,1206769938.0,108.42,0.0542,10076293.0,82997649928813.0,10076293.0,8999396.0,10075000.0,10007858.0,9741086.0,9005108.0,6909789.0,10076293.0,9960775.0,9474135.0,7534163.0,211142.0,1804255.0,4642661.0,6800828.0,813833868703.0,1.153,1.366,0.682,99.467,31.321,84220094962930.0,80055664415658.0,83480044183764.0,78154170933060.0,72532035972903.0,84022474040854.0,82467317877266.0,79307571610968.0,10847649238468.0,36690340313702.0,1.118,0.943,1.214,0.79,5541.0,6113.0,6441.0,5789.0,5467.0,5964.0,6340.0,5797.0,5776.0,6180.0,6402.0,3790.0,2034.0,1981349.0,3590576.0,0.417,0.51,140084586.0,118363170.0,109325175.0,113061055.0,1.1491980677607164e+16,7841011927031434.0,0.627,1.306,0.103,0.078,0.09,0.044,0.079,0.0010357142857142856,1.369,1.889,0.055,0.055,0.055,0.042,1.441,1.808,55.684,-0.221,0.202,0.084,1211248568.0,1305971669.0,833389111.0,1217129247.0,1237853654.0,1264272210.0,1237884593.0,927500728.0,1214450387.0,1220891183.0,1274263431.0,1068319165.0,970276748.0,0.29,1.541,1.891,410.277,1535.0,2149.0,3019.0,2584.0,2545.0,2683.0,73.09,84.564,75.838,62.587,73.986,71.766,159.141,-0.968,1.046,1.21,0.774,0.15,0.345,-0.071,167143.0,163146.0,37902.0,52192.0,681006762.0,0.272,54672.0,55362.0,56122.0,48266.0,53646.0,52448.0,11027.0,-0.547,0.367,0.407,20.168,20.145,20.134,19.949,0.847,0.762,0.001,0.007,0.179,86836.0,91551.0,87981.0,77317.0,32107.0,41909.0,439093724.0,-0.215,0.59,109.463,108.942,117.617,109.392,111.338,113.858,84.116,109.137,109.77,-86.976,108.346,0.257,1.51,1.831,52.753,57.234,392.975,107.0
2013/05/10,1230814260.0,110.54,0.0553,10076293.0,83613260357587.0,10076293.0,9079506.0,10075646.0,10024967.0,9785780.0,9074217.0,6979383.0,10076293.0,10004869.0,9543613.0,7618600.0,211421.0,1774744.0,4668870.0,6800828.0,787428983260.0,1.114,1.352,0.692,99.467,31.321,84030056595027.0,81909854921989.0,83546652270675.0,78882049522997.0,73246953675141.0,83719056738183.0,83356716862748.0,80097945988894.0,11255416901385.0,36803716543187.0,1.144,0.956,1.204,0.798,5644.0,6008.0,6223.0,5815.0,5618.0,5938.0,6303.0,5797.0,5730.0,6137.0,6402.0,3758.0,2281.0,802776.0,3531119.0,0.369,0.511,128243023.0,115717270.0,108622462.0,109013773.0,8630789969028400.0,7795864649095470.0,0.505,1.293,0.104,0.078,0.091,0.034,0.079,0.0010714285714285715,1.309,1.877,0.055,0.055,0.055,0.042,1.377,1.798,55.904,-0.383,0.15,0.084,1224140322.0,1288681007.0,844340285.0,1223971754.0,1236093805.0,1259811150.0,1237428443.0,934166959.0,1220895551.0,1225782606.0,1272662424.0,1077053784.0,985605645.0,0.214,1.473,1.881,401.946,1517.0,2048.0,2798.0,2514.0,2446.0,2668.0,70.853,75.258,74.814,62.529,72.4,71.832,142.778,-1.031,0.956,1.208,0.776,0.15,0.948,-0.067,167880.0,163271.0,40066.0,52400.0,686443622.0,0.27,54806.0,55621.0,55201.0,48458.0,53807.0,52621.0,10632.0,-0.49,0.343,0.407,20.142,20.124,20.112,19.956,0.845,0.734,0.001,0.003,0.178,86702.0,89914.0,87746.0,77472.0,28160.0,41797.0,436740820.0,-0.201,0.563,109.518,110.062,116.016,109.966,111.139,113.416,84.696,109.675,110.17,-67.96,92.581,0.181,1.443,1.822,53.279,57.5,384.918,110.492
2013/05/11,1253155261.0,112.503,0.0563,10076293.0,87548794241384.0,10076293.0,9159615.0,10075970.0,10037798.0,9824515.0,9138867.0,7047447.0,10076293.0,10038468.0,9607921.0,7701376.0,211700.0,1729958.0,4690065.0,6800828.0,748188948779.0,1.071,1.336,0.701,99.467,31.321,84719901509262.0,83752648239285.0,85547723256030.0,80037615485449.0,74169653066511.0,85478425561362.0,84766451692597.0,81370658038164.0,11876775703063.0,37077247500925.0,1.199,0.976,1.196,0.806,5683.0,5972.0,6184.0,5839.0,5772.0,5937.0,6279.0,5800.0,5719.0,6118.0,6404.0,3733.0,2177.0,779028.0,3483286.0,0.324,0.511,123974698.0,112407359.0,107650839.0,104895750.0,8610902491071744.0,7750385570085418.0,0.386,1.278,0.102,0.079,0.091,0.034,0.078,0.001107142857142857,1.248,1.863,0.055,0.056,0.056,0.042,1.315,1.788,56.108,-0.6,0.082,0.08,1236450361.0,1278193040.0,855483131.0,1238563507.0,1240359169.0,1258923698.0,1238443076.0,941177691.0,1237977374.0,1233036341.0,1274083538.0,1086038728.0,1002856157.0,0.151,1.408,1.871,400.663,1518.0,1960.0,2698.0,2419.0,2333.0,2643.0,68.026,72.963,72.972,62.171,70.529,71.588,161.986,-1.13,0.864,1.204,0.775,0.15,1.236,-0.061,167015.0,163678.0,40374.0,52672.0,693580120.0,0.269,54972.0,56000.0,54459.0,48594.0,53823.0,52744.0,10476.0,-0.435,0.32,0.407,20.132,20.1,20.087,19.962,0.843,0.686,0.002,0.004,0.178,86892.0,88458.0,87305.0,77547.0,25195.0,41668.0,434064460.0,-0.204,0.534,110.487,111.128,115.03,111.234,111.48,113.294,85.308,111.168,110.78,-2.497,84.912,0.118,1.378,1.813,53.771,57.745,383.653,112.815
2013/05/12,1245142400.0,111.738,0.112,10301131.0,91482612244649.0,10108413.0,9247220.0,10188550.0,10103632.0,9888064.0,9213852.0,7118956.0,10132502.0,10091550.0,9681568.0,7787434.0,211979.0,1685565.0,4714220.0,7025666.0,710282151899.0,1.031,1.32,0.711,99.518,34.252,87548222281207.0,86048980725717.0,88515167750339.0,81563615053342.0,75286618174778.0,88859780929055.0,86698942693938.0,83028807054597.0,12607694765462.0,37521602300831.0,1.315,1.009,1.191,0.814,5531.0,5788.0,6146.0,5857.0,5486.0,5838.0,6209.0,5786.0,5616.0,6054.0,6390.0,3703.0,1665.0,808865.0,3428456.0,0.279,0.511,121069370.0,108465031.0,106412387.0,100207141.0,8771513891048988.0,7717836316836414.0,0.269,1.262,0.102,0.079,0.092,0.033,0.077,0.001142857142857143,1.188,1.849,0.074,0.084,0.084,0.044,1.29,1.781,65.281,-0.686,0.024,0.076,1234181679.0,1268898018.0,866482800.0,1241852954.0,1241554977.0,1257086191.0,1238875291.0,947858234.0,1245425330.0,1235209351.0,1275017640.0,1094602668.0,989970238.0,0.099,1.345,1.859,387.962,1450.0,1907.0,2637.0,2325.0,2221.0,2616.0,66.621,71.44,71.677,61.968,69.235,71.484,174.856,-1.23,0.772,1.199,0.775,0.15,1.313,-0.054,167626.0,163870.0,30964.0,52813.0,697297024.0,0.267,55197.0,56199.0,53821.0,48695.0,53339.0,52694.0,10325.0,-0.416,0.295,0.407,20.12,20.077,20.063,19.968,0.84,0.651,0.001,0.004,0.176,83431.0,87346.0,86164.0,77373.0,25479.0,41415.0,428795734.0,-0.25,0.501,111.593,110.882,114.15,111.486,111.544,113.086,85.888,111.793,110.932,19.292,79.108,0.066,1.315,1.802,53.544,57.614,371.367,112.905
2013/05/13,1251224545.0,112.241,0.0561,11187257.0,95544673466887.0,10267122.0,9364362.0,10687904.0,10374538.0,10061290.0,9341168.0,7208370.0,10402214.0,10250145.0,9806731.0,7891250.0,959170.0,1719782.0,4767904.0,7911793.0,739412512756.0,1.016,1.306,0.72,99.653,45.8,91525359984307.0,87264232171328.0,92029920608613.0,83427756175148.0,76593589483946.0,92858006521895.0,89072865879230.0,85034850981953.0,14745369923495.0,37978271312465.0,1.493,1.06,1.189,0.822,5491.0,5639.0,6098.0,5875.0,5332.0,5750.0,6143.0,5773.0,5535.0,5992.0,6375.0,3675.0,1591.0,831046.0,3376029.0,0.234,0.51,120255485.0,106277887.0,105712429.0,97206814.0,8826678790110332.0,7658831487221656.0,0.159,1.245,0.102,0.08,0.092,0.032,0.077,0.0011785714285714286,1.132,1.834,0.075,0.07,0.075,0.044,1.259,1.773,53.869,-0.744,-0.033,0.07,1233444038.0,1254836808.0,877500963.0,1246538749.0,1243972369.0,1256304639.0,1239672017.0,954525625.0,1249518949.0,1239470067.0,1275857685.0,1103058531.0,991634618.0,0.057,1.284,1.847,382.0,1488.0,1715.0,2627.0,2309.0,2185.0,2613.0,64.858,71.299,71.349,62.069,68.921,71.672,128.38,-1.284,0.688,1.193,0.775,0.15,1.266,-0.047,168410.0,163606.0,27576.0,52475.0,688408791.0,0.266,55446.0,56298.0,53733.0,48849.0,53266.0,52771.0,10189.0,-0.395,0.271,0.406,20.116,20.058,20.044,19.973,0.839,0.571,0.0015,0.005,0.176,83134.0,87344.0,85946.0,77492.0,25480.0,41162.0,423585176.0,-0.284,0.469,112.16,110.773,112.842,111.863,111.718,112.974,86.468,112.117,111.272,13.806,58.422,0.024,1.255,1.791,53.677,57.678,365.605,113.2
2013/05/14,1211498644.0,108.635,0.0543,11187257.0,90886609199962.0,10425831.0,9481504.0,10937581.0,10577718.0,10211419.0,9460271.0,7295818.0,10632248.0,10387665.0,9924338.0,7993135.0,835448.0,1721741.0,4814574.0,7911793.0,741098415689.0,1.015,1.294,0.73,99.653,45.8,92637964970499.0,88221836991138.0,91458264904287.0,84422269911790.0,77515719788206.0,92538631129723.0,89978460136389.0,86262411476985.0,15404465872104.0,38200083483960.0,1.547,1.1,1.188,0.829,5363.0,5516.0,6061.0,5880.0,5001.0,5606.0,6048.0,5749.0,5406.0,5900.0,6349.0,3667.0,439.607,894258.0,3362092.0,0.188,0.509,120651304.0,104111612.0,104986895.0,94138758.0,8784175679463126.0,7596950943902940.0,0.056,1.227,0.099,0.08,0.093,0.032,0.076,0.0012142857142857144,1.076,1.818,0.074,0.062,0.064,0.043,1.223,1.764,53.562,-0.583,-0.058,0.066,1231142242.0,1234802966.0,888059440.0,1229018697.0,1235853938.0,1250330506.0,1237854380.0,960173384.0,1230347904.0,1233983719.0,1273778125.0,1110399139.0,950263016.0,0.016,1.225,1.834,363.757,1401.0,1606.0,2624.0,2244.0,2099.0,2593.0,63.516,71.578,70.415,61.955,67.991,71.636,122.776,-1.331,0.607,1.186,0.776,0.15,1.333,-0.035,169299.0,164089.0,30716.0,53070.0,704105437.0,0.264,55813.0,56518.0,54100.0,49048.0,53437.0,52926.0,9739.0,-0.357,0.251,0.405,20.111,20.049,20.032,19.978,0.837,0.587,0.002,0.006,0.175,83620.0,87755.0,85803.0,77629.0,24827.0,40937.0,418962654.0,-0.307,0.438,110.871,110.524,110.997,110.249,110.947,112.395,86.955,110.354,110.737,16.786,22.887,-0.017,1.196,1.779,52.558,57.053,347.952,115.28
2013/05/15,1166624096.0,104.575,0.0523,11187257.0,81734166656643.0,10584540.0,9598646.0,11062419.0,10730103.0,10341531.0,9571689.0,7381344.0,10822604.0,10512491.0,10034386.0,8093088.0,782082.4545454546,1691555.0,4854432.0,7911793.0,715339860697.0,1.019,1.284,0.739,99.653,45.8,89388483107831.0,87686823727989.0,86596215780465.0,84063856144437.0,77787877650685.0,87086731972795.0,88356542552765.0,86159357873711.0,14852116649998.0,38113917484253.0,1.336,1.098,1.182,0.837,5253.0,5391.0,6019.0,5891.0,4794.0,5470.0,5953.0,5723.0,5282.0,5805.0,6320.0,3645.0,1012.0,963581.0,3321548.0,0.141,0.507,120273230.0,101624026.0,104120239.0,90584096.0,8821406213433110.0,7558167096092892.0,-0.042,1.208,0.1,0.08,0.093,0.031,0.075,0.00125,1.022,1.802,0.054,0.057,0.054,0.043,1.182,1.753,53.217,-0.19,-0.037,0.067,1223604163.0,1219299574.0,898008902.0,1197821396.0,1218546477.0,1239169651.0,1233258878.0,964710762.0,1195682353.0,1217854182.0,1268376873.0,1116521439.0,895451499.0,-0.03,1.166,1.82,330.215,1320.0,1476.0,2609.0,2179.0,2009.0,2572.0,61.639,71.33,69.86,61.952,67.361,71.7,76.289,-1.354,0.531,1.178,0.78,0.152,1.683,-0.017,171166.0,164757.0,37035.0,54237.0,735409099.0,0.263,56136.0,56686.0,54003.0,49273.0,53608.0,53081.0,9921.0,-0.308,0.234,0.404,20.103,20.048,20.03,19.984,0.836,0.627,0.0025,0.006,0.175,83702.0,87239.0,85736.0,77786.0,24407.0,40666.0,413425692.0,-0.318,0.409,108.484,109.807,109.562,107.412,109.354,111.353,87.342,107.206,109.25,17.467,10.436,-0.063,1.137,1.766,51.311,56.359,315.574,116.686
2013/05/16,1194054232.0,107.0,0.0535,11187257.0,81124937273190.0,10743250.0,9715788.0,11124838.0,10844391.0,10454294.0,9675919.0,7464990.0,10973283.0,10626737.0,10136877.0,8191109.0,728716.9090909091,1627436.0,4887645.0,7911793.0,662136847781.0,1.023,1.274,0.748,99.653,45.8,84581904376598.0,87419293348615.0,83860576526828.0,83672000294937.0,78003171819879.0,82954959055475.0,86716070939065.0,85911240580375.0,13247475697830.0,37980615473231.0,1.022,1.065,1.172,0.844,5188.0,5364.0,6020.0,5897.0,4888.0,5405.0,5891.0,5707.0,5228.0,5738.0,6300.0,3636.0,582.264,960369.0,3305980.0,0.095,0.504,118283792.0,99227379.0,103248937.0,86984274.0,8920722723937656.0,7514364207988766.0,-0.136,1.189,0.102,0.082,0.095,0.028,0.076,0.0012857142857142859,0.982,1.786,0.053,0.055,0.053,0.043,1.137,1.741,53.399,0.158,-0.001,0.069,1221787634.0,1216518101.0,908118413.0,1195937814.0,1212423416.0,1233154262.0,1230729546.0,969751278.0,1187818255.0,1210466699.0,1264303492.0,1123027930.0,909856047.0,-0.073,1.108,1.805,320.148,1338.0,1436.0,2585.0,2119.0,1922.0,2551.0,61.365,71.747,69.697,62.07,67.103,71.875,72.055,-1.341,0.462,1.169,0.797,0.159,2.495,0.015,171829.0,165370.0,37639.0,54615.0,745706954.0,0.262,55916.0,56784.0,53604.0,49484.0,53709.0,53211.0,10053.0,-0.258,0.218,0.404,20.098,20.072,20.055,19.992,0.835,0.759,0.003,0.005,0.174,83858.0,86699.0,85634.0,77926.0,23934.0,40336.0,406754076.0,-0.321,0.381,106.737,109.604,109.273,107.206,108.766,110.772,87.774,106.464,108.548,31.957,10.664,-0.106,1.079,1.752,52.014,56.677,305.864,118.696
2013/05/17,1233426044.0,110.492,0.0552,11187257.0,86183643050509.0,10901959.0,9820754.0,11156048.0,10930108.0,10552023.0,9773425.0,7546798.0,11084285.0,10730402.0,10231811.0,8287197.0,675351.3636363636,1586810.0,4914349.0,7911793.0,629491612015.0,1.025,1.263,0.757,99.653,39.175,83014248993448.0,87786490876175.0,85022109788668.0,84006885995680.0,78530944157339.0,83755828392430.0,86407158364539.0,86237395802825.0,11100119803771.0,38068090431891.0,0.797,1.027,1.161,0.85,5111.0,5378.0,6028.0,5909.0,5060.0,5382.0,5848.0,5697.0,5210.0,5687.0,6286.0,3621.0,1037.0,946749.0,3278548.0,0.051,0.502,116614749.0,97681009.0,102633766.0,84208459.0,8977987515518752.0,7461413242181288.0,-0.222,1.169,0.103,0.082,0.095,0.028,0.075,0.0013214285714285715,0.943,1.77,0.054,0.055,0.054,0.042,1.091,1.728,53.66,0.291,0.022,0.072,1222160746.0,1223150534.0,918642510.0,1214681929.0,1217674073.0,1233190500.0,1230903513.0,975546328.0,1209168449.0,1213376302.0,1261983784.0,1130177548.0,947168680.0,-0.104,1.054,1.789,330.88,1357.0,1437.0,2560.0,2087.0,1860.0,2537.0,61.156,71.677,69.604,62.206,66.878,72.06,68.518,-1.299,0.4,1.161,0.796,0.158,2.46,0.044,172166.0,165915.0,37761.0,53963.0,728006513.0,0.261,55984.0,56828.0,53247.0,49684.0,53512.0,53236.0,9953.0,-0.227,0.202,0.402,20.09,20.082,20.071,20.0,0.833,0.728,0.002,0.004,0.174,83544.0,85805.0,85171.0,77937.0,23082.0,39865.0,397311726.0,-0.334,0.353,107.355,109.597,109.83,108.849,109.197,110.735,88.273,108.342,108.77,32.757,7.368,-0.137,1.025,1.738,53.025,57.133,316.266,124.605
