Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-fee_to_reward_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-3,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-30,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-7,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-90,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-30,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-mom-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-ema-30,sentinusd-btc-std-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-ema-7,transactionfees-btc-ema-30,transactionfees-btc-wma-3,transactionfees-btc-wma-7,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-30,transactionfees-btc-rsi-90,transactionfees-btc-roc-30,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-90,transactionvalue-btc-std-14,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-7,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-roc-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-7,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-var-14,fee_to_reward-btc-trx-90,size-btc-sma-30,size-btc-ema-30,size-btc-ema-90,size-btc-wma-3,size-btc-wma-7,size-btc-wma-14,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-30,transactions-btc-sma-7,transactions-btc-sma-90,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-std-90,transactions-btc-var-90,transactions-btc-trx-30,sentbyaddress-btc-wma-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-14,sentbyaddress-btc-var-90,top100cap-btc-sma-3,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-3,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-14,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-ema-7,activeaddresses-btc-wma-90,price-btc-sma-3,price-btc-sma-14,price-btc-sma-90,price-btc-ema-3,price-btc-ema-7,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-wma-30,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_90d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2014-09-27,5229464432,401.439,0.0667,0.0401,0.312,6.021,19.894,33247500318,30562111808,28546813642,22176580171,33527106979,31983862901,28570945617,33954463121,32178361206,31139587385,29742955678,24934648973,10156231601,0.888,0.947,0.997,100.0,100.0,100.0,124.65,2.49385555956136e+17,2.3107208100561648e+17,1.768152518700898e+17,2.439944500129353e+17,2.425323227454804e+17,2.2972311176903328e+17,1.847410896993424e+17,2.3951005602707475e+17,2.013801934516648e+17,4.431920706364262e+16,9.11720956515872e+16,4.9104802868751e+32,2.0780877563755e+33,0.993,6.078,6.47,8.117,13.194,6.051,6.444,7.001,8.245,15.643,5.908,6.674,7.472,10.755,-10.814,19.528,-1.624,-1.304,-1.234,44.884,-64.236,205245495,363969707,-0.239,0.134,0.105,0.088,0.134,0.11,-0.455,-0.196,48.352,48.822,-13.838,0.041,0.054,0.041,0.04,0.041,0.041,0.015,-0.019,-0.713,-0.453,43.084,-32.493,9.143,8.996,1.78,5284277426,5294580910,5548132077,6997216273,5279831475,5352350831,5530374683,5887352057,5264215857,5313596517,5385561234,5724030479,955417808,1865318831,-1435249092,-2425725881,150185233919541248,2.28205796926378e+17,8.69853584901554e+17,-0.435,-0.013,33.973,43.645,-31.687,3524,4641,4437,1884.0,5454.0,886942,716781,-0.211,101.917,101.509,104.49,98.296,35.796,320.344,0.011,-2.822,0.677,0.367,0.326,0.304,0.508,0.422,0.359,0.316,0.678,0.545,0.429,0.361,0.316,0.782,0.583,0.422,0.085,-0.142,256243,261035,248212,296765,290511,271668,263567,252196,77410,1498062261,0.129,71180,66960,70699,67874,15443,59620302,0.185,120077,27959,154062161,195427412,19.898,19.908,19.876,19.88,19.574,19.897,19.895,19.884,19.838,19.693,19.898,19.891,19.7,0.506,0.051,0.458,0.064,0.04,60.931,52.978,2.355,163515,165271,405.712,427.469,539.538,405.424,411.561,508.27,404.086,408.258,414.915,439.225,56.852,68.022,148.194,-193.225,808.027,1157.0,5490.0,-0.453,-0.044,32.363,-21.254,-32.493,390.912,345.878,323.135,0,0,0,0
2014-09-28,5041658565,390.912,0.0676,0.0391,0.331,5.281,19.916,34661425924,30907232723,28907372171,22374835332,34094266451,32653253657,28963879830,34661425924,33020095064,31686162600,30137446793,25209041188,10423217426,0.925,0.951,0.996,100.0,100.0,100.0,106.092,2.484503988621688e+17,2.32351688598392e+17,1.782260442212576e+17,2.433402184643616e+17,2.4237834955523507e+17,2.3047500932062086e+17,1.8598584649317312e+17,2.401749233053344e+17,2.027991444835011e+17,4.32047502523642e+16,9.119506971246328e+16,4.6666261109229e+32,2.0791351849653e+33,0.981,5.492,6.318,7.938,13.054,5.666,6.153,6.772,8.054,15.415,5.51,6.443,7.289,10.581,-12.669,19.953,-1.673,-1.316,-1.234,44.837,-70.58,199904927,364129771,-0.242,0.134,0.096,0.086,0.101,0.103,-0.429,-0.196,48.414,48.851,-12.475,0.04,0.054,0.04,0.04,0.04,0.041,0.015,-0.023,-0.732,-0.463,42.632,-36.956,9.145,9.038,1.788,5181552333,5283341081,5463340708,6963899543,5160745020,5274677764,5465212534,5832791187,5142906427,5250365930,5318031432,5664636766,978204144,1896469090,-1579325260,-2998505673,128230755711741952,2.3922083684475696e+17,8.991487525606195e+17,-0.446,-0.016,32.207,42.977,-37.294,3476,4603,4398,1840.0,5458.0,846156,706351,-0.213,100.376,97.173,103.709,90.544,36.187,327.366,-0.002,-44.609,0.685,0.371,0.328,0.304,0.464,0.41,0.357,0.316,0.505,0.514,0.424,0.361,0.317,0.768,0.581,0.42,0.085,-0.136,260140,265388,249977,313375,302647,279980,268229,253924,77536,1502939122,0.147,71562,66874,70158,67752,15459,59743621,0.179,120273,28011,152817102,196153438,19.905,19.903,19.881,19.883,19.579,19.907,19.9,19.888,19.843,19.698,19.907,19.896,19.707,0.51,0.066,0.461,0.065,0.039,62.139,53.338,2.371,176795,166418,398.951,421.344,536.991,398.168,406.399,505.691,396.686,404.039,410.041,435.012,52.656,69.258,150.43,-229.147,693.168,1199.0,5657.0,-0.463,-0.047,31.013,-22.842,-36.956,377.415,315.801,318.737,0,0,0,0
2014-09-29,4951538539,377.415,0.0591,0.0377,0.355,5.585,19.944,34661425924,31252353637,29267930701,22573090494,34377846188,33155296724,29331463449,34661425924,33689268465,32186721694,30508676067,25479076146,10668806954,0.964,0.956,0.995,100.0,100.0,100.0,106.092,2.4890927708491942e+17,2.332939103645607e+17,1.7956182508337632e+17,2.40573591829128e+17,2.4103106453766067e+17,2.3059105464983418e+17,1.870031622169149e+17,2.401698925521108e+17,2.0398700531212016e+17,4.190438787981786e+16,9.07998812494124e+16,4.3899443089556e+32,2.0611546087268e+33,0.966,5.629,6.101,7.75,12.901,5.625,6.011,6.614,7.895,15.199,5.556,6.273,7.138,10.417,-13.757,20.11,-1.72,-1.329,-1.234,44.861,-71.125,199962304,359613725,-0.245,0.064,0.087,0.085,0.063,0.094,-0.413,-0.197,47.82,48.575,-21.385,0.039,0.053,0.039,0.039,0.04,0.04,0.015,-0.027,-0.758,-0.474,42.06,-41.871,9.141,9.068,1.776,5074220512,5255563918,5373713150,6926040496,5056141780,5193892958,5396722668,5775936177,5027899530,5167415295,5249791143,5602825256,1003072907,1919468588,-1635713713,-3407314244,99477425584574464,2.515388142609367e+17,9.210899148242534e+17,-0.458,-0.02,31.397,42.66,-40.763,3425,4577,4372,1784.0,5409.0,795945,630195,-0.215,101.445,99.14,103.89,93.945,35.298,311.49,-0.01,-20.659,0.333,0.374,0.334,0.304,0.437,0.403,0.357,0.317,0.34,0.485,0.422,0.363,0.318,0.759,0.58,0.418,0.084,-0.131,264686,269080,251573,319529,309356,286992,272259,255522,77242,1491579456,0.168,72261,66968,70650,67972,15619,60992136,0.176,120496,28043,152454441,196597466,19.918,19.902,19.89,19.883,19.584,19.925,19.911,19.895,19.85,19.704,19.926,19.905,19.715,0.516,-0.002,0.377,0.066,0.039,63.615,53.792,1.929,173346,166378,389.922,414.38,533.971,387.791,399.153,502.871,385.918,396.81,404.184,430.178,48.063,71.679,152.197,-271.859,577.523,1284.0,5791.0,-0.474,-0.051,29.388,-24.917,-41.871,379.119,322.456,315.441,1,0,0,0
2014-09-30,5014624972,379.119,0.0591,0.0379,0.317,6.015,19.916,34661425924,31597474551,29626582868,22771345656,34519636056,33531829024,29675331996,34661425924,34185881408,32641264665,30856643501,25744753847,10894447267,0.999,0.962,0.994,100.0,100.0,100.0,106.092,2.48614702842574e+17,2.3387048637544563e+17,1.809667789805454e+17,2.408892978817228e+17,2.411384447379069e+17,2.313165618362648e+17,1.882082886745544e+17,2.4072102195049446e+17,2.053556776408264e+17,4.188267430809212e+16,9.069765114941347e+16,4.3853960179943e+32,2.0565159810052e+33,0.949,5.627,6.045,7.609,12.754,5.82,6.012,6.534,7.773,14.997,5.749,6.187,7.026,10.265,-13.223,20.169,-1.749,-1.341,-1.234,44.895,-68.732,199017376,354149206,-0.248,0.062,0.08,0.083,0.061,0.085,-0.404,-0.198,47.814,48.572,-21.81,0.038,0.053,0.038,0.038,0.039,0.04,0.015,-0.027,-0.783,-0.485,42.159,-41.29,9.129,9.074,1.753,5002607359,5200526243,5295879661,6889950963,5035383376,5149075962,5345776309,5726819325,4998101760,5107180558,5201912719,5548601502,1026581004,1939619294,-1374820709,-3248058009,64504815739777024,2.6346713936130048e+17,9.405307512183356e+17,-0.469,-0.023,32.624,42.958,-39.31,3387,4547,4343,1638.0,5326.0,670662,602246,-0.218,102.237,101.492,104.173,98.569,34.87,303.978,-0.013,-11.383,0.334,0.373,0.338,0.303,0.407,0.391,0.355,0.317,0.332,0.443,0.415,0.362,0.318,0.762,0.581,0.415,0.084,-0.125,268604,270885,252573,310820,307484,290278,274348,256561,77382,1496987108,0.189,72363,67093,71115,68190,15785,62291409,0.176,120983,28416,128247297,201860472,19.925,19.908,19.895,19.882,19.588,19.921,19.912,19.898,19.854,19.708,19.925,19.908,19.722,0.52,-0.022,0.352,0.068,0.039,61.132,53.264,1.799,178810,167051,382.482,408.059,531.008,383.455,394.144,500.152,380.517,390.823,399.482,425.723,41.181,74.159,153.751,-266.627,423.964,1375.0,5910.0,-0.485,-0.054,29.868,-22.444,-41.29,384.118,328.313,314.822,1,0,0,0
2014-10-01,5037546169,384.118,0.0631,0.0384,0.333,5.48,19.933,34661425924,31942595466,29867676036,22969600817,34590530990,33814228249,29997015475,34661425924,34509933895,33049791515,31181472085,26006074293,11101354864,1.026,0.967,0.994,100.0,100.0,100.0,106.092,2.486118201070457e+17,2.355646856815373e+17,1.8271353397092826e+17,2.488030111810062e+17,2.453258722500336e+17,2.339764063035287e+17,1.9006182411201155e+17,2.4321609709265e+17,2.073683671374925e+17,4.384526171238522e+16,9.162505163475837e+16,4.8060174365689e+32,2.098787521768e+33,0.936,5.693,5.799,7.545,12.599,5.65,5.879,6.393,7.625,14.788,5.676,6.049,6.888,10.106,-13.974,20.234,-1.778,-1.354,-1.235,44.86,-71.833,197670903,353780654,-0.251,0.06,0.076,0.082,0.061,0.077,-0.401,-0.199,48.14,48.714,-15.291,0.038,0.053,0.038,0.038,0.039,0.04,0.015,-0.026,-0.803,-0.496,42.451,-40.321,9.117,9.078,1.734,5001236560,5128314361,5232454226,6854301620,5036464772,5121193513,5304678957,5682350089,5015571165,5066435540,5167468254,5498813138,1045360508,1956481633,-1271550822,-3208440829,36932858083012608,2.7319464789395866e+17,9.569550955218944e+17,-0.481,-0.027,33.074,43.066,-38.909,3340,4522,4319,1537.0,5320.0,590862,530323,-0.22,102.42,101.656,104.141,99.747,34.471,297.063,-0.016,-18.794,0.335,0.378,0.338,0.303,0.388,0.383,0.353,0.317,0.331,0.407,0.409,0.362,0.319,0.76,0.578,0.414,0.084,-0.12,268733,272774,253619,302866,306826,293968,276384,257666,78016,1521611453,0.209,72907,67270,71599,68419,15940,63524064,0.178,121473,28685,137588344,205708858,19.931,19.915,19.904,19.883,19.593,19.927,19.917,19.903,19.859,19.713,19.929,19.913,19.73,0.524,0.043,0.479,0.069,0.038,62.083,53.551,2.461,181421,167591,380.217,402.897,528.125,383.787,391.638,497.601,381.334,387.099,396.29,421.827,32.954,76.047,154.923,-259.527,271.486,1446.0,6000.0,-0.496,-0.057,31.286,-19.879,-40.321,377.698,339.094,311.944,0,0,0,0
2014-10-02,4938662174,377.698,0.0591,0.0378,0.326,5.265,19.956,34661425924,32287716380,30108769203,23167855979,34625978457,34026027668,30297945181,34661425924,34661425924,33412302243,31490746272,26263037482,11290559663,1.044,0.972,0.993,100.0,100.0,100.0,106.092,2.4688529331691142e+17,2.3733580033137027e+17,1.840642039738117e+17,2.4868306675395875e+17,2.457255204130713e+17,2.34902008056386e+17,1.9134229464741382e+17,2.4403922920821635e+17,2.0881033855511648e+17,4.140305231626798e+16,9.186967872459566e+16,4.2855318527591e+32,2.1100094672401e+33,0.922,5.586,5.546,7.42,12.425,5.457,5.725,6.243,7.473,14.579,5.461,5.905,6.741,9.944,-15.627,20.038,-1.807,-1.367,-1.235,44.846,-74.8,195023962,354181894,-0.254,0.06,0.071,0.08,0.06,0.069,-0.403,-0.2,47.83,48.579,-23.423,0.038,0.053,0.038,0.038,0.038,0.039,0.016,-0.026,-0.821,-0.507,42.175,-40.668,9.137,9.107,1.753,4996944438,5069575550,5184460041,6818497051,4987563473,5075560679,5255876719,5634370224,4984283972,5019022493,5128295980,5445379680,1068691510,1977345060,-1334808616,-3222411272,30581850935783424,2.855253857249321e+17,9.774733714543328e+17,-0.492,-0.031,32.117,42.711,-39.485,3314,4491,4289,1568.0,5327.0,614346,519790,-0.222,102.465,101.908,104.128,101.338,34.442,296.555,-0.018,9.732,0.325,0.381,0.339,0.304,0.373,0.376,0.351,0.317,0.327,0.368,0.402,0.361,0.32,0.758,0.576,0.414,0.083,-0.115,269282,274457,254613,298996,305321,296918,278328,258735,77870,1515940662,0.228,71992,67410,71622,68496,15880,63046764,0.179,121965,28367,146822631,201173136,19.935,19.924,19.912,19.885,19.598,19.941,19.927,19.91,19.865,19.719,19.942,19.92,19.738,0.529,0.055,0.493,0.07,0.038,63.323,53.932,2.533,176200,167493,380.312,398.553,525.248,380.742,388.153,494.966,380.075,383.356,392.93,417.721,28.799,78.152,156.368,-258.881,207.341,1527.0,6113.0,-0.507,-0.061,30.468,-20.847,-40.668,367.304,364.531,312.724,0,0,0,0
2014-10-03,4726635711,367.304,0.0592,0.0367,0.33,5.587,19.891,34661425924,32632837294,30349862370,23366111141,34643702190,34184877232,30579460068,34661425924,34661425924,33728796849,31784466060,26515643415,11462938293,1.052,0.976,0.992,100.0,100.0,100.0,106.092,2.455919733091949e+17,2.3817276464162e+17,1.8522504372449856e+17,2.467038019815264e+17,2.4506425204655898e+17,2.352803306117307e+17,1.9242853009833286e+17,2.4426053290711046e+17,2.10056532042818e+17,4.062409730930831e+16,9.206575759146432e+16,4.1257932054904e+32,2.1190259302226e+33,0.906,5.444,5.605,7.295,12.292,5.522,5.691,6.155,7.351,14.381,5.461,5.823,6.623,9.794,-12.01,20.242,-1.825,-1.379,-1.235,44.872,-68.252,194738784,354380089,-0.257,0.06,0.068,0.079,0.06,0.061,-0.41,-0.201,47.842,48.583,-19.785,0.038,0.052,0.037,0.037,0.038,0.039,0.016,-0.026,-0.84,-0.518,41.73,-41.675,9.141,9.123,1.758,4900948018,4991447223,5151017966,6780919627,4857099592,4988329437,5185311251,5575806707,4849129608,4933287533,5067252736,5381137652,1108065392,2006179632,-1517267472,-3381968134,44427456468692992,3.0695222841215386e+17,1.0061891789678264e+18,-0.504,-0.035,30.179,41.962,-41.708,3318,4468,4267,1565.0,5329.0,612452,520164,-0.225,102.028,100.735,103.886,100.168,33.723,284.308,-0.022,38.227,0.33,0.387,0.341,0.305,0.362,0.37,0.35,0.318,0.329,0.33,0.396,0.36,0.32,0.026,0.572,0.413,0.082,-0.11,271029,275515,255410,295075,301264,298208,279719,259603,76981,1481531821,0.246,72353,67689,71836,68638,15512,60155110,0.18,122134,27161,140202410,184425081,19.927,19.922,19.917,19.885,19.603,19.916,19.918,19.907,19.867,19.722,19.92,19.917,19.744,0.532,-0.015,0.428,0.071,0.038,57.794,52.695,2.197,170739,167255,376.373,395.794,522.332,374.023,382.941,492.16,373.571,378.21,388.764,413.159,32.593,80.848,158.241,-262.452,265.584,1634.0,6260.0,-0.518,-0.064,29.189,-22.738,-41.675,345.878,362.28,315.626,0,0,0,0
2014-10-04,4424902198,345.878,0.0654,0.0346,0.326,5.26,19.914,34661425924,32977958208,30590955538,23564366302,34652564057,34304014405,30842812704,34661425924,34661425924,33999275333,32062631451,26763892091,11619239659,1.05,0.978,0.992,100.0,100.0,100.0,106.092,2.458520480766512e+17,2.3895305452660486e+17,1.8668994625841818e+17,2.485236798456006e+17,2.4625346023206086e+17,2.36486974665027e+17,1.937813824794205e+17,2.4528056831331715e+17,2.1156770280574816e+17,4.090860651303712e+16,9.21996479125831e+16,4.1837852170963e+32,2.1251937688011e+33,0.89,5.37,5.496,7.195,12.145,5.391,5.583,6.036,7.216,14.181,5.37,5.708,6.491,9.64,-13.179,20.35,-1.841,-1.391,-1.235,44.85,-71.474,194008147,354496531,-0.26,0.061,0.068,0.078,0.062,0.062,-0.418,-0.203,48.39,48.808,-14.254,0.036,0.052,0.036,0.036,0.037,0.038,0.016,-0.029,-0.869,-0.53,40.831,-45.341,9.132,9.127,1.746,4696733361,4876509761,5085545336,6739303294,4641000895,4847472627,5083923378,5501554803,4611106698,4791651277,4970437300,5300691886,1165936663,2044193871,-1914454412,-3745469989,75208894955200512,3.398520754866463e+17,1.0446821454062796e+18,-0.518,-0.038,27.717,40.928,-45.842,3326,4442,4241,1429.0,5334.0,510475,517655,-0.227,100.803,98.392,103.431,96.878,33.152,274.757,-0.03,23.955,0.327,0.394,0.342,0.306,0.353,0.364,0.348,0.318,0.328,0.329,0.388,0.359,0.321,0.022,0.567,0.413,0.08,-0.105,271926,275594,255879,285133,294364,296953,280088,260134,77027,1483282190,0.261,72850,67850,71491,68591,15154,57409382,0.179,122129,26737,117870219,178714541,19.921,19.924,19.916,19.885,19.608,19.915,19.917,19.908,19.87,19.727,19.914,19.917,19.751,0.535,0.005,0.449,0.072,0.037,59.119,53.086,2.307,165269,166890,363.627,391.212,519.144,359.95,373.675,488.945,358.323,369.037,382.108,407.447,40.403,84.894,160.752,-286.909,408.103,1802.0,6460.0,-0.53,-0.068,26.792,-28.136,-45.341,315.801,359.388,314.346,0,1,0,0
2014-10-05,4091912575,315.801,0.0559,0.0316,0.281,4.542,19.985,34661425924,33323079123,30832048705,23762621464,34656994991,34393367285,31089174847,34661425924,34661425924,34223737695,32325242443,27007783512,11760104818,1.039,0.98,0.991,100.0,100.0,100.0,106.092,2.4834694633025645e+17,2.4188707751623168e+17,1.8861012904088768e+17,2.600339502189128e+17,2.5269496704629936e+17,2.402339286439833e+17,1.959964017950124e+17,2.4886842036572003e+17,2.1393857786246096e+17,4.371943989829811e+16,9.38924111824532e+16,4.7784735625523e+32,2.2039462194137e+33,0.88,5.13,5.391,7.062,11.981,4.967,5.323,5.837,7.044,13.969,4.956,5.516,6.32,9.472,-14.817,20.387,-1.873,-1.404,-1.236,44.801,-76.536,197509084,354486772,-0.263,0.06,0.065,0.077,0.06,0.06,-0.431,-0.204,47.602,48.482,-29.025,0.034,0.052,0.034,0.033,0.035,0.037,0.016,-0.031,-0.917,-0.545,39.62,-49.604,9.12,9.114,1.748,4414483495,4740831763,5012086422,6695168359,4366456735,4658582614,4951655271,5410610143,4308696306,4595501981,4837952932,5202880025,1250946745,2098674594,-2280426372,-3972144159,140248081229643776,3.912169396953784e+17,1.1011087633424302e+18,-0.534,-0.042,25.356,39.833,-49.257,3351,4437,4237,1194.0,5334.0,356359,543785,-0.23,99.977,96.329,102.98,93.314,33.347,278.013,-0.042,-11.508,0.313,0.397,0.341,0.306,0.335,0.353,0.344,0.317,0.305,0.317,0.373,0.356,0.32,0.041,0.564,0.413,0.079,-0.1,271773,275111,256147,274776,285862,293895,279842,260465,77091,1485764583,0.271,73543,67880,71211,68559,15138,57291756,0.175,122797,27480,94911993,188788950,19.93,19.934,19.919,19.888,19.615,19.95,19.934,19.919,19.877,19.732,19.946,19.926,19.759,0.538,0.095,0.661,0.072,0.037,62.795,54.247,3.419,180438,168228,342.994,385.118,515.69,337.876,359.206,485.14,334.41,354.328,372.053,400.085,55.503,91.748,164.675,-310.838,770.153,2104.0,6779.0,-0.545,-0.072,23.937,-34.83,-49.604,322.456,362.544,303.591,1,1,1,0
2014-10-06,4314787426,322.456,0.0522,0.0322,0.313,4.632,20.119,34661425924,33668200037,31073141873,23960876626,34659210457,34460381944,31319642659,34661425924,34661425924,34402183935,32572299038,27247317676,11886082598,1.021,0.98,0.99,100.0,100.0,100.0,106.092,2.514716285362752e+17,2.4404322843670464e+17,1.9032384079723206e+17,2.6529293961991715e+17,2.564782924831835e+17,2.4286850794585085e+17,1.978661491802413e+17,2.513963449016361e+17,2.159706609126157e+17,4.484180892750534e+16,9.494409960941192e+16,5.0269695697272e+32,2.2535955126605e+33,0.872,4.812,5.254,6.884,11.827,4.799,5.15,5.676,6.888,13.764,4.707,5.353,6.164,9.311,-13.792,20.502,-1.909,-1.418,-1.236,44.808,-74.858,205591132,354697736,-0.265,0.058,0.062,0.075,0.056,0.058,-0.447,-0.206,47.29,48.354,-28.727,0.033,0.051,0.033,0.032,0.034,0.036,0.017,-0.03,-0.972,-0.561,40.018,-48.085,9.113,9.11,1.745,4277200733,4649867318,4952715618,6654368902,4340622081,4572633817,4866739558,5339911903,4258848271,4488990897,4744979733,5124351329,1287163198,2139034414,-2026664254,-3671951067,170173099743281152,4.141972748757688e+17,1.1438670562570812e+18,-0.55,-0.047,29.514,40.903,-45.976,3428,4443,4243,1290.0,5329.0,415914,571202,-0.232,100.399,96.633,102.884,93.175,33.21,275.724,-0.053,13.112,0.307,0.4,0.345,0.306,0.33,0.348,0.342,0.317,0.305,0.314,0.361,0.354,0.32,0.033,0.562,0.411,0.079,-0.096,274585,275423,256671,275469,282479,291939,280369,261053,77000,1482256387,0.28,73557,67968,71642,68764,15277,58348589,0.173,123149,27459,96077868,188498762,20.006,19.959,19.93,19.895,19.624,20.035,19.98,19.945,19.893,19.741,20.04,19.953,19.771,0.544,0.228,0.811,0.074,0.037,68.343,56.307,4.201,175994,168166,328.045,379.559,512.372,330.166,350.019,481.564,324.141,343.966,363.698,393.516,63.35,96.184,168.045,-298.667,1003.0,2313.0,7060.0,-0.561,-0.076,25.748,-33.028,-48.085,328.313,378.689,274.82,1,1,1,0
