Date,bitcoin-price_raw,bitcoin-mediantransactionvalue_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-confirmationtime_raw,bitcoin-hashrate_raw,bitcoin-activeaddresses_raw,difficulty-btc-std-7,difficulty-btc-std-14,difficulty-btc-mom-3,difficulty-btc-var-3,difficulty-btc-var-7,difficulty-btc-var-14,difficulty-btc-trx-3,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-roc-3,hashrate-btc-wma-3,hashrate-btc-std-3,hashrate-btc-std-30,hashrate-btc-mom-3,hashrate-btc-mom-7,hashrate-btc-mom-14,hashrate-btc-mom-30,hashrate-btc-mom-90,hashrate-btc-var-3,hashrate-btc-trx-3,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-rsi-3,hashrate-btc-rsi-14,hashrate-btc-rsi-30,hashrate-btc-rsi-90,hashrate-btc-roc-3,hashrate-btc-roc-14,hashrate-btc-roc-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-std-3,mining_profitability-btc-std-7,mining_profitability-btc-mom-3,mining_profitability-btc-mom-7,mining_profitability-btc-mom-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-3,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-3,mining_profitability-btc-rsi-7,mining_profitability-btc-rsi-30,mining_profitability-btc-roc-3,mining_profitability-btc-roc-14,mining_profitability-btc-roc-30,sentinusd-btc-sma-14,sentinusd-btc-wma-30,sentinusd-btc-std-3,sentinusd-btc-std-7,sentinusd-btc-std-14,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-mom-3,sentinusd-btc-mom-7,sentinusd-btc-mom-14,sentinusd-btc-mom-30,sentinusd-btc-var-14,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-rsi-3,sentinusd-btc-rsi-7,sentinusd-btc-rsi-30,sentinusd-btc-rsi-90,sentinusd-btc-roc-3,sentinusd-btc-roc-7,sentinusd-btc-roc-14,sentinusd-btc-roc-30,sentinusd-btc-roc-90,transactionfees-btc-mom-3,transactionfees-btc-mom-30,transactionfees-btc-trx-3,transactionfees-btc-trx-90,transactionfees-btc-rsi-3,transactionfees-btc-rsi-7,transactionfees-btc-rsi-14,transactionfees-btc-rsi-90,transactionfees-btc-roc-3,transactionfees-btc-roc-7,transactionfees-btc-roc-14,transactionfees-btc-roc-90,median_transaction_fee-btc-mom-3,median_transaction_fee-btc-mom-7,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-trx-3,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-rsi-3,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-roc-3,median_transaction_fee-btc-roc-7,median_transaction_fee-btc-roc-14,median_transaction_fee-btc-roc-30,confirmationtime-btc-sma-7,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-3,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-3,confirmationtime-btc-wma-7,confirmationtime-btc-wma-14,confirmationtime-btc-wma-30,confirmationtime-btc-std-3,confirmationtime-btc-std-7,confirmationtime-btc-std-14,confirmationtime-btc-std-30,confirmationtime-btc-std-90,confirmationtime-btc-mom-3,confirmationtime-btc-mom-7,confirmationtime-btc-mom-14,confirmationtime-btc-mom-30,confirmationtime-btc-mom-90,confirmationtime-btc-var-3,confirmationtime-btc-var-7,confirmationtime-btc-var-14,confirmationtime-btc-var-90,confirmationtime-btc-trx-3,confirmationtime-btc-trx-7,confirmationtime-btc-trx-14,confirmationtime-btc-trx-90,confirmationtime-btc-rsi-3,confirmationtime-btc-rsi-7,confirmationtime-btc-rsi-14,confirmationtime-btc-roc-7,confirmationtime-btc-roc-14,confirmationtime-btc-roc-30,confirmationtime-btc-roc-90,marketcap-btc-std-3,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-mom-3,marketcap-btc-mom-14,marketcap-btc-var-7,marketcap-btc-var-14,marketcap-btc-trx-3,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-rsi-3,marketcap-btc-rsi-7,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-roc-3,marketcap-btc-roc-7,marketcap-btc-roc-30,transactionvalue-btc-sma-14,transactionvalue-btc-ema-14,transactionvalue-btc-std-3,transactionvalue-btc-std-14,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-mom-3,transactionvalue-btc-mom-7,transactionvalue-btc-mom-14,transactionvalue-btc-mom-30,transactionvalue-btc-var-3,transactionvalue-btc-trx-3,transactionvalue-btc-trx-7,transactionvalue-btc-trx-14,transactionvalue-btc-rsi-3,transactionvalue-btc-rsi-7,transactionvalue-btc-rsi-14,transactionvalue-btc-rsi-30,transactionvalue-btc-rsi-90,transactionvalue-btc-roc-3,transactionvalue-btc-roc-7,transactionvalue-btc-roc-14,transactionvalue-btc-roc-30,transactionvalue-btc-roc-90,mediantransactionvalue-btc-sma-3,mediantransactionvalue-btc-ema-7,mediantransactionvalue-btc-wma-3,mediantransactionvalue-btc-wma-7,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-3,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-mom-3,mediantransactionvalue-btc-mom-7,mediantransactionvalue-btc-mom-14,mediantransactionvalue-btc-mom-30,mediantransactionvalue-btc-var-3,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-3,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-rsi-3,mediantransactionvalue-btc-rsi-7,mediantransactionvalue-btc-rsi-14,mediantransactionvalue-btc-rsi-30,mediantransactionvalue-btc-rsi-90,mediantransactionvalue-btc-roc-3,mediantransactionvalue-btc-roc-7,mediantransactionvalue-btc-roc-14,mediantransactionvalue-btc-roc-90,fee_to_reward-btc-sma-7,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-3,fee_to_reward-btc-std-7,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-mom-3,fee_to_reward-btc-mom-7,fee_to_reward-btc-mom-14,fee_to_reward-btc-trx-3,fee_to_reward-btc-trx-7,fee_to_reward-btc-rsi-3,fee_to_reward-btc-rsi-14,fee_to_reward-btc-rsi-30,fee_to_reward-btc-roc-3,fee_to_reward-btc-roc-7,fee_to_reward-btc-roc-14,fee_to_reward-btc-roc-30,size-btc-ema-7,size-btc-std-3,size-btc-std-14,size-btc-std-90,size-btc-mom-3,size-btc-mom-7,size-btc-mom-14,size-btc-mom-30,size-btc-mom-90,size-btc-var-3,size-btc-var-7,size-btc-var-14,size-btc-trx-3,size-btc-trx-7,size-btc-trx-14,size-btc-trx-90,size-btc-rsi-3,size-btc-rsi-7,size-btc-rsi-14,size-btc-rsi-30,size-btc-rsi-90,size-btc-roc-3,size-btc-roc-7,size-btc-roc-14,size-btc-roc-30,size-btc-roc-90,transactions-btc-sma-90,transactions-btc-std-3,transactions-btc-std-7,transactions-btc-std-14,transactions-btc-std-30,transactions-btc-mom-3,transactions-btc-mom-14,transactions-btc-mom-30,transactions-btc-mom-90,transactions-btc-var-3,transactions-btc-var-7,transactions-btc-trx-3,transactions-btc-trx-14,transactions-btc-trx-30,transactions-btc-rsi-3,transactions-btc-rsi-14,transactions-btc-rsi-90,transactions-btc-roc-3,transactions-btc-roc-7,transactions-btc-roc-14,transactions-btc-roc-30,sentbyaddress-btc-sma-14,sentbyaddress-btc-ema-3,sentbyaddress-btc-std-3,sentbyaddress-btc-std-7,sentbyaddress-btc-std-30,sentbyaddress-btc-std-90,sentbyaddress-btc-mom-3,sentbyaddress-btc-mom-7,sentbyaddress-btc-mom-14,sentbyaddress-btc-mom-30,sentbyaddress-btc-mom-90,sentbyaddress-btc-var-3,sentbyaddress-btc-var-7,sentbyaddress-btc-var-14,sentbyaddress-btc-trx-3,sentbyaddress-btc-trx-7,sentbyaddress-btc-trx-90,sentbyaddress-btc-rsi-3,sentbyaddress-btc-rsi-7,sentbyaddress-btc-rsi-14,sentbyaddress-btc-rsi-30,sentbyaddress-btc-roc-3,sentbyaddress-btc-roc-7,sentbyaddress-btc-roc-14,sentbyaddress-btc-roc-30,sentbyaddress-btc-roc-90,top100cap-btc-wma-3,top100cap-btc-wma-90,top100cap-btc-std-3,top100cap-btc-std-7,top100cap-btc-std-14,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-mom-3,top100cap-btc-mom-7,top100cap-btc-mom-14,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-14,top100cap-btc-trx-3,top100cap-btc-trx-7,top100cap-btc-trx-30,top100cap-btc-rsi-3,top100cap-btc-rsi-7,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-3,top100cap-btc-roc-7,top100cap-btc-roc-14,top100cap-btc-roc-90,activeaddresses-btc-std-3,activeaddresses-btc-std-7,activeaddresses-btc-std-90,activeaddresses-btc-mom-3,activeaddresses-btc-mom-7,activeaddresses-btc-mom-14,activeaddresses-btc-mom-30,activeaddresses-btc-mom-90,activeaddresses-btc-var-3,activeaddresses-btc-var-7,activeaddresses-btc-var-14,activeaddresses-btc-var-30,activeaddresses-btc-var-90,activeaddresses-btc-trx-3,activeaddresses-btc-trx-7,activeaddresses-btc-trx-14,activeaddresses-btc-rsi-3,activeaddresses-btc-rsi-7,activeaddresses-btc-rsi-14,activeaddresses-btc-rsi-30,activeaddresses-btc-rsi-90,activeaddresses-btc-roc-3,activeaddresses-btc-roc-14,activeaddresses-btc-roc-30,activeaddresses-btc-roc-90,price-btc-sma-7,price-btc-ema-3,price-btc-ema-14,price-btc-wma-90,price-btc-std-30,price-btc-mom-3,price-btc-mom-7,price-btc-mom-90,price-btc-var-3,price-btc-var-7,price-btc-trx-3,price-btc-trx-7,price-btc-trx-14,price-btc-trx-90,price-btc-rsi-3,price-btc-rsi-7,price-btc-roc-3,price-btc-roc-7,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,1d_binary_price_change
2013-04-01,94.715,64.987,0.0777,0.0474,7.273,65502112131790.0,75756.0,216417.0,1745325,309232.0,-0.047,-0.031,761539976695.0,0.845,2.593,1.93,1.046,4.618,60620238288447.0,9120893942289.0,19252887180085.0,6431393708788.0,13397517677322.0,17734217715780.0,33289359261546.0,41170572602891.0,2.079767657662e+25,3.2,1.91,2.0,77.994,65.815,63.35,59.085,10.888,37.126,103.342,3913.0,6990.0,504.649,1354.0,754.425,2384.0,2583.0,1929846.0,2.936,1.522,1.215,0.091,72.736,64.03,59.099,11.668,55.716,91.032,114652550,108319605,20870632,54791921,68367721,99974157,83568369,12639661,32404870,-42602090,81967491,1168536324447388.0,2498708038563228.0,1745918089683000.0,3.421,3.636,45.669,51.823,53.374,52.504,10.973,33.96,-24.997,178.738,578.504,-0.007,0.047,1.552,1.218,32.854,52.805,56.505,55.785,-8.219,23.759,92.283,624.061,0.004,0.013,0.031,3.721,2.987,99.267,87.21,74.007,9.383,36.98,104.747,185.993,8.684,8.4,9.146,7.883,8.368,8.93,7.864,8.282,8.318,8.24,1.096,2.272,2.656,2.341,2.697,-1.003,-2.727,-0.306,-2.658,-1.616,0.3,1.291,1.763,1.818,-2.487,0.415,-0.129,-0.057,25.463,41.308,45.686,-27.273,-4.04,-26.768,-18.182,68971698,284722845,409268958,90285126,534757265,5758554150824320,20266774602124288,3.762,4.438,3.675,2.586,99.471,97.077,95.218,93.977,9.511,37.332,189.415,2385,2446,451.284,1325.0,2031.0,1697.0,566.836,416.582,-1414.0,1707.0,50914.0,1.371,2.682,3.688,46.101,51.323,52.81,53.419,52.041,27.99,19.15,-35.304,192.726,314.433,54.192,56.845,57.27,58.068,32.651,15.712,14.73,0.326,16.907,9.499,48.52,61.716,54.242,76.139,244.368,0.639,2.199,3.449,67.893,60.871,60.148,58.647,53.99,0.504,35.164,17.119,347.641,1.301,1.06,1.172,1.189,1.215,1.157,1.037,1.22,1.205,1.245,0.494,0.554,1.147,0.956,-0.513,-0.354,0.074,-5.388,1.014,22.288,45.841,48.122,-37.176,-28.973,9.279,-37.847,158345,42258,51899,50776,-38565.0,-29315.0,31708.0,-41100.0,50223.0,446426850,332631544,673384639,-2.702,1.572,-0.044,0.334,23.419,42.217,46.863,48.671,50.169,-21.687,-17.391,29.482,-22.789,56.409,52541,12463.0,12390,11454,17233,-9513,9277.0,-3108,20838,38831985,38380777,-1.823,-0.243,0.092,48.982,49.339,50.786,-15.323,7.621,21.427,-5.582,48248,47624,10442.0,10978,12929,10848,-8648,3542,8040,15601,22635,27257065,30129504,23846595,-2.089,1.151,0.253,51.264,51.471,52.639,52.678,-15.051,7.825,19.721,46.98,86.479,19.922,19.428,0.107,0.268,0.462,0.367,0.322,0.101,0.517,0.607,0.694,0.426,0.053,0.289,0.191,0.011,76.138,77.854,65.405,50.301,0.511,2.66,3.135,2.183,12064.0,17602,18183,-7518.0,9581,16890,26527,37910,36385518.0,77457371,64982806,106005219,82659141,-1.376,1.516,1.219,52.204,53.06,54.326,54.135,52.751,-9.028,28.692,53.885,100.169,84.929,90.961,75.294,43.032,37.068,8.125,25.57,81.308,9.707,47.124,3.723,4.395,3.629,1.025,99.456,96.992,9.383,36.98,185.993,606.456,107.749,163.561,1
2013-04-02,107.749,94.955,0.105,0.0539,7.956,61845596902013.0,91875.0,216417.0,1667845,309232.0,-0.031,-0.039,695426590110.0,0.52,2.333,1.948,1.085,4.618,61849081751860.0,9102326460793.0,19640918710600.0,3737454649762.0,11610334523600.0,16383817402884.0,28898599580993.0,39040948935635.0,2.0713086749713e+25,3.023,2.016,2.017,60.324,61.746,61.015,58.01,6.432,36.039,87.712,3977.0,7490.0,867.382,1331.0,1385.0,2537.0,3128.0,2079147.0,4.09,1.605,1.241,0.104,85.18,70.829,61.39,20.96,64.347,99.278,126344266,119025128,120549663,93416847,99072350,113391979,94000481,105878835,145568645,163684036,231347772,2453832649331916.0,3214435238744518.0,2209022600061440.8,4.752,3.89,85.518,70.608,60.03,56.112,69.92,130.277,174.834,891.213,978.768,0.01,0.078,3.267,1.251,72.591,68.067,64.356,58.315,10.08,57.259,80.899,869.772,0.01,0.018,0.038,5.183,3.127,99.745,91.746,78.528,23.206,50.27,109.704,231.964,8.459,8.367,9.13,7.92,8.341,8.909,7.822,8.099,8.3,8.212,1.02,2.202,2.648,2.337,2.708,-0.368,-1.581,-0.515,-0.988,-1.456,0.26,1.212,1.753,1.833,-2.192,0.144,-0.129,-0.059,46.585,47.608,48.526,-16.575,-6.077,-11.05,-15.47,172592861,310676905,444769123,224023014,622208836,8559801974466176,24130034807257856,5.227,4.586,3.792,2.665,99.816,98.25,96.519,95.152,23.358,50.675,235.976,2545,2706,1520.0,1673.0,2160.0,1835.0,1713.0,1704.0,2238.0,3846.0,577832.0,8.567,3.561,3.769,77.818,65.467,60.736,58.41,54.376,63.75,63.172,103.484,693.76,576.302,70.337,66.372,77.652,66.879,34.151,36.623,28.777,48.436,26.922,33.818,80.399,335.304,207.029,181.992,308.786,9.154,3.113,3.531,87.003,75.133,69.764,64.878,56.682,104.119,39.571,55.315,554.221,1.322,1.199,1.214,1.209,1.223,1.161,1.138,1.229,1.229,1.248,0.385,0.547,1.145,0.953,-0.126,0.148,0.133,-2.693,0.73,60.03,51.379,50.663,-8.601,12.433,11.04,20.765,162620,30880,52503,50230,-12301.0,14065.0,42991.0,18361.0,61367.0,238399161,327964049,689152619,-1.03,1.368,0.042,0.331,62.736,56.876,53.887,52.003,51.376,-6.552,8.715,32.457,11.688,53.794,52806,15762.0,12816,11873,17526,4072,17157.0,8797,23815,62113871,41064926,1.033,-0.174,0.086,69.529,55.236,51.871,6.899,29.002,37.348,16.201,49382,54950,18713.0,13547,13782,11689,10552,13634,15879,31080,30467,87539468,45880948,36372129,2.084,1.319,0.256,74.062,64.645,60.525,57.182,20.401,28.029,34.224,99.628,95.781,19.974,19.442,0.148,0.246,0.49,0.408,0.345,0.067,0.432,0.682,0.677,0.427,0.06,0.282,0.209,0.014,81.544,80.298,66.711,50.893,0.337,2.207,3.526,2.179,22652.0,19754,19348,13827.0,18862,23132,45815,48771,128276687.0,97555025,86865914,116511566,93587018,1.849,1.611,1.27,72.767,64.122,61.052,58.052,54.395,17.716,33.65,99.468,113.147,90.078,99.355,79.621,44.686,40.279,20.295,36.045,94.548,61.295,70.017,5.184,4.543,3.745,1.057,99.811,98.201,23.206,50.27,231.964,716.218,120.003,195.397,1
2013-04-03,120.003,102.533,0.133,0.06,8.229,60270367548897.0,107142.0,216417.0,1542023,309232.0,-0.039,-0.031,594458447418.0,0.314,2.064,1.943,1.122,4.618,61667401430421.0,4382926598167.0,20044305085355.0,5716892007375.0,14571769384665.0,15570142976346.0,22644792950968.0,36545481949172.0,4.8025113912307e+24,1.982,1.991,2.015,52.62,60.024,60.029,57.554,10.479,34.832,60.185,4050.0,8171.0,1333.0,1543.0,1880.0,3069.0,1989.0,2305788.0,5.722,1.738,1.276,0.117,91.608,76.602,63.741,26.973,28.977,120.425,137048586,128903321,119737853,111593301,117121782,122981011,102642361,121068552,53207720,149860474,222362924,3429377969952188.0,3781082247256207.0,2633863588145095.0,6.252,4.28,81.958,69.363,59.682,55.943,92.33,26.739,146.442,745.395,1105.0,0.04,0.104,8.329,1.288,85.946,77.254,70.496,60.746,42.924,48.617,186.43,1028.0,0.015,0.02,0.027,6.968,3.319,99.867,94.058,81.743,34.759,51.448,107.789,79.898,8.064,8.373,9.123,8.074,8.334,8.894,7.978,8.042,8.324,8.203,0.804,0.765,2.559,2.335,2.714,-0.292,-2.764,1.404,0.184,-0.66,0.162,0.146,1.638,1.841,-1.122,-0.002,-0.126,-0.061,54.336,50.103,49.658,-25.143,20.571,2.286,-7.429,227570546,368052436,493549055,341228991,687509928,17950115993704064,33865648882136320,7.014,4.954,3.958,2.756,99.904,98.785,97.272,95.925,34.928,51.865,264.158,2697,2942,1743.0,1939.0,2260.0,1965.0,1367.0,405.138,2128.0,3970.0,759120.0,11.537,4.649,3.964,78.629,65.964,61.039,58.607,54.473,43.935,9.947,90.559,782.281,725.071,87.492,75.413,93.75,76.624,35.799,32.423,39.584,51.464,39.764,44.839,83.877,262.805,391.727,317.592,393.331,13.429,4.432,3.763,89.397,77.547,71.628,66.21,57.321,100.771,63.35,77.719,419.627,1.292,1.398,1.31,1.26,1.247,1.17,1.389,1.297,1.287,1.255,0.604,0.453,1.151,0.953,0.518,-0.208,0.895,2.736,1.028,71.432,54.145,51.995,48.108,-11.535,127.579,30.544,168017,38914,47145,49584,36379.0,-6480.0,80171.0,19528.0,76185.0,378574130,295869877,555653079,1.218,1.386,0.146,0.329,68.594,59.76,55.424,52.771,51.662,24.609,-3.398,77.06,11.858,70.527,53046,10252.0,13424,11938,17519,19949,17701.0,-99,21619,26276601,45047715,2.898,-0.078,0.084,70.659,55.591,51.939,45.528,20.141,38.426,-0.155,51276,62062,16914.0,17749,16082,13162,29691,18469,26516,32334,30977,71519524,78761044,57535955,6.065,1.885,0.26,80.919,69.58,63.845,59.238,75.199,36.424,62.16,87.769,81.098,19.995,19.454,0.051,0.201,0.503,0.437,0.364,0.141,0.317,0.575,0.592,0.366,0.063,0.223,0.216,0.017,67.788,74.565,65.191,50.53,0.712,1.612,2.964,1.864,25630.0,26120,21903,42881.0,34385,44294,53604,55874,164220494.0,170563502,143182571,163523465,119931071,6.045,2.166,1.403,83.098,71.534,66.138,61.292,55.865,66.729,70.478,100.123,108.984,95.902,109.679,85.006,46.586,44.695,30.953,40.765,106.79,106.61,147.237,6.968,4.91,3.911,1.09,99.902,98.752,34.759,51.448,259.795,808.284,123.562,178.5,1
2013-04-04,123.562,123.314,0.141,0.0618,9.351,55272455140085.0,108890.0,216417.0,1354453,309232.0,-0.039,-0.023,458635548619.0,0.187,1.801,1.917,1.154,4.618,58033949570014.0,5604231281746.0,19731382020831.0,-10229656991704.0,1791589943283.0,2607466853785.0,20952983860921.0,32664274002648.0,7.8518520648237e+24,0.067,1.734,1.969,32.728,54.803,57.005,56.139,-15.617,4.951,61.053,4122.0,8474.0,779.578,1837.0,1557.0,1344.0,2094.0,2513253.0,5.527,1.884,1.316,0.132,86.721,75.1,63.395,21.568,31.33,133.223,144813868,136643670,26987826,115820880,125118334,129336259,108586735,98643498,84758973,108713941,159021885,3913649374933528.0,4181966971339743.0,2947769732649600.0,6.961,4.617,62.363,62.852,57.934,55.095,77.17,59.811,92.321,235.769,666.977,0.064,0.108,10.577,1.328,88.341,79.215,71.958,61.387,81.728,63.761,141.4,1244.0,0.014,0.019,0.043,7.181,3.525,99.89,94.573,82.56,30.456,44.093,93.098,237.355,8.275,8.339,9.122,8.712,8.399,8.904,8.744,8.364,8.484,8.266,1.207,1.153,2.475,2.247,2.714,2.078,1.482,2.745,-1.009,-0.061,0.364,0.333,1.531,1.841,1.386,0.14,-0.09,-0.063,75.908,59.386,54.126,18.831,41.558,-9.74,-0.649,149589254,418350875,539459089,318307776,658696391,25909617038946304,43754363667288448,7.226,5.28,4.134,2.854,99.921,98.9,97.446,96.113,30.621,44.504,241.441,2833,3117,190.155,2083.0,2356.0,2068.0,1657.0,1687.0,1904.0,3002.0,9040.0,9.466,5.326,4.155,67.693,62.86,59.58,57.772,54.132,63.924,65.847,81.174,240.873,571.837,106.934,87.388,111.661,90.144,37.883,23.977,53.483,58.327,63.398,73.786,94.68,143.723,715.096,562.561,567.056,15.988,6.106,4.166,93.967,82.868,75.998,69.492,58.997,89.752,105.812,148.975,983.208,1.382,1.673,1.469,1.352,1.292,1.187,1.729,1.461,1.383,1.271,0.499,0.647,1.173,0.963,1.08,0.624,1.024,8.781,1.951,81.948,57.676,53.754,124.559,47.185,110.845,33.318,181405,40000,53720,51353,82312.0,46309.0,94544.0,27072.0,79757.0,399995986,632653615,721463920,5.039,1.843,0.315,0.327,84.337,69.804,61.338,55.884,52.86,59.109,26.423,74.43,13.919,56.241,53249,3166.0,14740,13290,18049,14166,11392.0,10009,18302,2506053,54314709,3.914,0.044,0.089,76.46,57.21,52.243,26.946,9.756,20.583,17.644,53186,66907,8001.0,21318,18488,14643,22944,15482,26734,31466,36763,16005242,113610711,81043871,7.486,2.554,0.264,83.383,71.326,65.03,59.981,47.008,27.513,59.384,78.105,105.067,19.995,19.467,0.033,0.125,0.497,0.459,0.383,0.028,0.281,0.608,0.659,0.45,0.062,0.161,0.214,0.02,68.44,74.737,65.257,50.559,0.14,1.427,3.139,2.302,15285.0,30670,24213,33134.0,14427,39163,51496,61549,58405224.0,235162897,200432683,212292466,146568407,7.371,2.797,1.58,84.132,72.299,66.674,61.643,56.029,43.738,56.166,89.724,130.012,101.303,116.62,90.146,48.539,48.85,28.846,37.81,110.343,45.872,212.638,7.181,5.235,4.087,1.126,99.919,98.869,30.456,44.093,237.355,834.762,128.664,115.0,1
2013-04-05,128.664,125.183,0.12,0.0643,9.114,51815454745655.0,100034.0,216417.0,1102088,309232.0,21249895805.0,11709126260.0,303649731270.0,0.689,1.634,1.888,1.184,4.618,54376940344342.0,6941518587731.0,19126208338407.0,-10030142156358.0,-7255263677346.0,-2893323456757.0,18052965546765.0,29224759256222.0,1.2046170075955e+25,-1.729,1.299,1.873,23.508,51.468,55.022,55.189,-16.218,-5.289,53.47,4210.0,9212.0,1073.0,2233.0,1960.0,3485.0,2990.0,2836428.0,6.364,2.074,1.368,0.147,94.119,81.686,66.363,24.533,42.951,113.685,154976440,144100514,23837475,106023565,127162526,135208527,114080731,-29930113,112189551,142276021,147006233,4042576985610948.0,4570336442425772.0,3253603293525400.0,7.056,4.872,62.832,62.995,57.979,55.119,-11.632,97.398,167.186,182.911,746.789,0.016,0.022,6.964,1.37,53.08,62.801,63.194,58.864,15.109,42.06,62.974,1049.0,0.01,0.021,0.045,6.652,3.728,99.92,95.26,83.687,19.411,48.589,95.718,229.992,8.395,8.334,9.11,8.913,8.446,8.909,9.045,8.573,8.586,8.316,0.966,1.294,2.217,2.238,2.704,1.158,0.838,2.826,-0.176,-1.099,0.233,0.419,1.229,1.828,2.253,0.333,-0.04,-0.065,66.036,56.785,53.056,10.127,44.937,-1.899,-10.759,78953205,461177453,585022130,231290551,695779610,30773849391949824,53171160876601088,6.695,5.497,4.304,2.957,99.942,99.05,97.675,96.361,19.55,49.004,233.999,3026,3281,187.529,2108.0,2453.0,2170.0,-51.982,2323.0,2705.0,2907.0,8792.0,7.042,5.634,4.321,70.372,63.723,60.026,58.04,54.257,-1.181,114.707,164.61,201.674,523.341,117.01,96.837,120.785,101.867,39.98,20.53,60.924,30.228,60.522,72.203,98.354,105.373,927.921,775.935,726.635,14.105,7.398,4.619,94.299,83.284,76.351,69.765,59.143,31.834,93.598,136.282,797.696,1.389,1.552,1.46,1.363,1.301,1.193,1.631,1.474,1.4,1.274,0.43,0.648,0.672,0.96,0.094,0.052,0.258,5.271,2.262,45.267,51.419,50.922,7.007,3.735,21.942,-63.371,183570,32811,51407,51155,14623.0,12246.0,59420.0,-4451.0,71827.0,269144550,656453039,660679155,3.959,2.045,0.466,0.326,51.614,56.043,54.742,52.846,51.766,8.335,6.887,45.481,-2.288,60.746,53491,4514.0,14639,13374,17976,-1880,860.0,-1390,21760,5093768,53572936,2.56,0.152,0.095,49.293,53.321,51.63,-2.98,-1.401,1.425,-2.22,54514,68109,2370.0,22939,20202,15788,7034,11853,18604,22691,31302,1404221,131550831,97410265,6.154,3.009,0.269,70.456,67.072,62.927,58.929,11.295,20.629,36.69,48.673,82.356,19.911,19.477,0.147,0.137,0.457,0.464,0.392,-0.191,-0.028,0.472,0.443,0.29,0.052,0.011,0.193,0.023,26.47,52.947,59.122,49.033,-0.954,-0.14,2.439,1.485,7660.0,31721,25666,8159.0,16760,25062,30883,46617,14667545.0,251548021,222392877,241699636,164680970,5.263,3.094,1.735,57.434,62.394,61.368,58.847,54.981,8.881,33.428,44.66,87.27,107.314,122.642,95.282,50.576,52.973,20.915,42.073,115.491,12.636,252.534,6.652,5.452,4.257,1.164,99.941,99.022,19.411,48.589,229.992,876.762,134.114,92.446,1
