Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-mining_profitability_raw,difficulty-btc-sma-14,difficulty-btc-ema-7,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-mom-3,difficulty-btc-mom-30,difficulty-btc-var-30,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-roc-30,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-std-30,hashrate-btc-trx-7,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-std-90,mining_profitability-btc-mom-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-30,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-sma-30,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-mom-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-30,sentinusd-btc-trx-90,transactionfees-btc-sma-90,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-trx-7,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-30,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-ema-90,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-wma-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-3,median_transaction_fee-btc-trx-3,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-14,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-30,confirmationtime-btc-wma-90,confirmationtime-btc-var-90,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-wma-7,transactionvalue-btc-std-14,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-ema-3,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-3,mediantransactionvalue-btc-wma-7,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-30,size-btc-sma-90,size-btc-ema-30,size-btc-ema-90,size-btc-wma-3,size-btc-wma-30,size-btc-wma-90,size-btc-std-30,size-btc-std-90,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-90,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-30,transactions-btc-var-30,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-14,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-7,sentbyaddress-btc-wma-14,sentbyaddress-btc-std-90,sentbyaddress-btc-trx-90,top100cap-btc-sma-3,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-mom-90,top100cap-btc-var-30,top100cap-btc-trx-90,top100cap-btc-roc-30,top100cap-btc-roc-90,activeaddresses-btc-sma-14,activeaddresses-btc-sma-90,activeaddresses-btc-ema-30,activeaddresses-btc-wma-30,activeaddresses-btc-wma-90,activeaddresses-btc-std-90,activeaddresses-btc-var-90,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-30,price-btc-std-30,price-btc-std-90,price-btc-mom-14,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-7,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-14,price-btc-rsi-90,price-btc-roc-7,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_30d,bitcoin-price_raw_90d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2013-04-01,1039517192,94.715,0.0474,7220.0,5956136,6526779,5385392,4296620,6695826,6368099,1899346,2161986,309232.0,2327950,901878886924.0,1.93,1.046,0.271,53.297,55235596298287.0,53495262808157.0,57115545498179.0,53347760970783.0,35799562131248.0,55439878831239.0,49808994690260.0,19252887180085.0,1.91,1.373,0.372,6932.0,6562.0,6279.0,5449.0,3913.0,6990.0,6648.0,6242.0,5603.0,4403.0,7035.0,6806.0,6442.0,5894.0,4650.0,2048.0,2778.0,3441.0,4974.0,1048771.0,1929846.0,1.215,0.091,59.099,54.763,221.516,91370923,97859408,62957053,99974157,83568369,108987059,2498708038563228.0,1745918089683000.0,3.029,0.276,0.031,0.045,0.067,4.663,2.712,1.218,55.785,624.061,0.045,0.03,0.045,0.042,0.038,0.032,0.021,0.044,0.034,0.023,0.023,0.004,3.721,2.987,2.482,1.11,87.21,74.007,65.414,104.747,185.993,606.456,8.4,8.93,8.24,8.698,1.818,-0.275,-0.057,991852178,931090321,806312686,352418998,997954603,929243159,824742386,428855865,1005258635,966815475,881124856,725365498,468618640,284722845,409268958,455860515,680338013,897213385,4.187527004296205e+16,5.195220233693293e+16,2.586,1.097,93.977,91.946,189.415,630.491,2746,1325.0,1697.0,438600,719749,3.688,3.059,-0.116,54.928,41.397,58.86,44.502,57.27,58.068,55.935,48.928,32.651,14.73,17.452,31.265,28.818,244.368,207.617,3.449,2.119,0.207,1.301,1.154,1.279,1.237,1.172,1.189,1.215,1.157,1.037,1.205,1.188,1.245,1.147,0.956,0.05,0.742,154996,154528,154181,149099,150195,151140,156022,61285,50776,644540075,-0.019,0.334,52541,51153,54403,17233,74247499,0.092,0.394,43467,39879,47545,44836,49496,49095,10848,0.253,19.921,19.59,19.499,19.396,19.671,19.545,19.501,19.922,19.86,19.568,19.428,0.367,0.426,0.034,-0.057,3.6,2.183,72861,57136,66879,68908,60273,18183,82659141,1.219,0.538,0.27,90.406,84.929,56.481,32.485,90.961,84.752,75.294,61.215,39.444,91.616,66.298,37.068,41.348,48.455,61.597,81.308,166.051,343.518,427.406,4.395,3.629,2.538,1.025,95.075,91.45,36.98,185.993,606.456,107.749,124.662,89.829,1,1,1,0
2013-04-02,1183101461,107.749,0.0539,7990.0,6088148,6569041,5469936,4349349,6695826,6466725,1949365,2230475,309232.0,2327950,950005633515.0,1.948,1.085,0.279,53.297,56894215515944.0,54665535479792.0,58298058349138.0,54480805761613.0,36372002455880.0,56553256710420.0,50898629883949.0,19640918710600.0,2.016,1.406,0.384,7394.0,6924.0,6503.0,5582.0,3977.0,7490.0,6984.0,6475.0,5757.0,4482.0,7564.0,7164.0,6670.0,6058.0,4740.0,2170.0,2884.0,3981.0,5757.0,1177343.0,2079147.0,1.241,0.104,61.39,55.757,257.863,99082516,108146320,67228470,113391979,94000481,233454637,3214435238744518.0,2209022600061440.8,3.121,0.312,0.032,0.047,0.094,4.561,2.777,1.251,58.315,869.772,0.049,0.032,0.05,0.045,0.04,0.033,0.021,0.047,0.036,0.023,0.024,0.01,5.183,3.127,2.534,1.139,91.746,78.528,67.414,109.704,231.964,716.218,8.367,8.909,8.212,8.672,1.833,-0.272,-0.059,1066526516,987933018,850756175,364007125,1090528032,992707735,872523596,445432691,1100883277,1029818260,931363359,761891508,486875397,310676905,444769123,485734098,830962611,1042931435,4.945489328610125e+16,5.898440351722694e+16,2.665,1.129,95.152,93.08,235.976,744.047,3140,1673.0,1835.0,699432,841849,3.769,3.125,-0.089,57.343,44.077,76.908,47.757,77.652,66.879,61.272,52.383,34.151,28.777,26.981,35.145,32.06,308.786,256.962,3.531,2.21,0.23,1.322,1.163,1.286,1.243,1.214,1.209,1.223,1.161,1.138,1.229,1.192,1.248,1.145,0.953,0.038,0.733,155608,155210,155553,149678,158778,152459,156482,61721,50230,630754328,-0.015,0.331,52806,51415,54635,17526,76789294,0.086,0.392,44503,40218,49509,45961,52454,50966,11689,0.256,19.944,19.639,19.522,19.401,19.718,19.576,19.513,19.974,19.917,19.602,19.442,0.408,0.427,0.042,-0.056,3.498,2.179,74513,57678,68492,70657,61036,19348,93587018,1.27,0.569,0.274,97.171,90.078,58.991,33.536,99.355,90.501,79.621,64.217,40.945,100.288,69.605,40.279,44.05,56.367,75.291,94.548,197.592,405.594,485.111,4.543,3.745,2.617,1.057,96.416,92.645,50.27,231.964,716.218,120.003,111.049,85.608,1,1,1,0
2013-04-03,1318189886,120.003,0.06,8852.0,6220161,6600737,5549026,4400920,6695826,6547748,1986041,2293952,309232.0,2327950,986089374520.0,1.943,1.122,0.288,53.297,58975896856611.0,55777688549531.0,58791135649077.0,55252747333251.0,36897241249133.0,57300567652967.0,51824489851457.0,20044305085355.0,1.991,1.435,0.396,8021.0,7363.0,6645.0,5743.0,4050.0,8171.0,7451.0,6792.0,5957.0,4578.0,8293.0,7645.0,6984.0,6269.0,4847.0,2388.0,3037.0,4836.0,6575.0,1426075.0,2305788.0,1.276,0.117,63.741,56.831,288.861,106494613,117439750,71293657,122981011,102642361,231273200,3781082247256207.0,2633863588145095.0,3.248,0.353,0.034,0.052,0.121,5.18,2.871,1.288,60.746,1028.0,0.054,0.033,0.055,0.049,0.043,0.035,0.022,0.051,0.037,0.024,0.025,0.015,6.968,3.319,2.599,1.17,94.058,81.743,69.112,107.789,79.898,808.284,8.373,8.894,8.203,8.652,1.841,-0.268,-0.061,1180269513,1052246046,899864027,377094375,1204358959,1074078272,931945768,464614168,1226714962,1112382477,993687854,805345883,507846447,368052436,493549055,522966667,956206879,1177852524,6.089766752797075e+16,6.837353381290434e+16,2.756,1.163,95.925,93.897,264.158,839.301,3494,1939.0,1965.0,940396,964945,3.964,3.214,-0.059,60.546,46.873,89.721,51.291,93.75,76.624,67.298,56.154,35.799,39.584,35.642,39.665,35.657,393.331,317.859,3.763,2.327,0.256,1.292,1.227,1.299,1.25,1.31,1.26,1.247,1.17,1.389,1.287,1.212,1.255,1.151,0.953,0.036,0.725,156259,156056,157402,150437,173795,154304,157119,62497,49584,614641815,-0.006,0.329,53046,51687,54876,17519,76727861,0.084,0.391,45581,40562,52131,47459,56650,53605,13162,0.26,19.991,19.68,19.542,19.405,19.754,19.602,19.523,19.995,19.948,19.632,19.454,0.437,0.366,0.048,-0.056,3.051,1.864,77677,58298,70985,73293,62124,21903,119931071,1.403,0.611,0.279,107.489,95.902,61.879,34.722,109.679,97.877,85.006,67.816,42.682,111.703,73.541,44.695,47.421,62.25,86.649,106.79,277.562,499.422,562.186,4.91,3.911,2.707,1.09,97.19,93.508,51.448,259.795,808.284,123.562,102.694,83.204,1,1,0,0
2013-04-04,1357824968,123.562,0.0618,8777.0,6352174,6624509,5623013,4451358,6695826,6611170,2010105,2352822,309232.0,2327950,1010130109937.0,1.917,1.154,0.296,53.297,59231838277080.0,55963936181944.0,57911465521829.0,55255375040829.0,37301092103880.0,57233203198374.0,52379205377642.0,19731382020831.0,1.734,1.456,0.407,8540.0,7555.0,6794.0,5910.0,4122.0,8474.0,7782.0,7057.0,6139.0,4670.0,8671.0,7999.0,7268.0,6465.0,4951.0,2510.0,3171.0,5014.0,6518.0,1574429.0,2513253.0,1.316,0.132,63.395,56.71,288.561,111795343,124473962,74704127,129336259,108586735,196942416,4181966971339743.0,2947769732649600.0,3.379,0.396,0.035,0.056,0.131,5.965,2.985,1.328,61.387,1244.0,0.059,0.034,0.058,0.052,0.045,0.036,0.023,0.054,0.039,0.025,0.027,0.014,7.181,3.525,2.674,1.203,94.573,82.56,69.578,93.098,237.355,834.762,8.339,8.904,8.266,8.657,1.841,-0.261,-0.063,1286372105,1111986416,946913769,390620653,1281091963,1145014946,988729661,484245175,1315492689,1188777207,1054749313,849301001,529400965,418350875,539459089,559483423,960150478,1217365028,7.27540271846002e+16,7.825542515096218e+16,2.854,1.2,96.113,94.103,241.441,866.699,3775,2083.0,2068.0,1085025,1069102,4.155,3.307,-0.027,65.817,50.029,106.517,55.938,111.661,90.144,75.667,61.086,37.883,53.483,47.437,47.626,40.642,567.056,412.95,4.166,2.481,0.285,1.382,1.3,1.315,1.261,1.469,1.352,1.292,1.187,1.729,1.383,1.254,1.271,1.173,0.963,0.049,0.717,157161,156943,161541,152000,201427,158518,158559,65394,51353,659287348,0.013,0.327,53249,52017,55177,18049,81439397,0.089,0.389,46630,40971,54747,49026,60832,56335,14643,0.264,20.0,19.723,19.564,19.41,19.786,19.627,19.534,19.995,19.969,19.661,19.467,0.459,0.45,0.053,-0.055,3.408,2.302,80474,58982,73431,75926,63235,24213,146568407,1.58,0.663,0.284,117.104,101.303,64.777,35.948,116.62,104.298,90.146,71.413,44.46,119.74,77.521,48.85,50.724,59.572,86.935,110.343,358.748,596.59,643.239,5.235,4.087,2.805,1.126,97.368,93.724,44.093,237.355,834.762,128.664,105.04,81.424,1,0,0,0
2013-04-05,1414392012,128.664,0.0643,9950.0,6506275,6719647,5712177,4507483,6773134,6698222,2049389,2423226,309232.0,2637182,1049998827349.0,1.888,1.184,0.305,60.377,58195372037459.0,55757270220747.0,56387462827786.0,54796719001473.0,37620089085017.0,56680072340202.0,52665828439969.0,19126208338407.0,1.299,1.468,0.419,9193.0,8052.0,7008.0,6087.0,4210.0,9212.0,8324.0,7443.0,6385.0,4786.0,9376.0,8598.0,7689.0,6726.0,5079.0,2853.0,3368.0,5294.0,7877.0,2035077.0,2836428.0,1.368,0.147,66.363,58.121,379.844,116695551,131112830,78059562,135208527,114080731,200524821,4570336442425772.0,3253603293525400.0,3.507,0.441,0.036,0.059,0.11,6.048,3.093,1.37,58.864,1049.0,0.062,0.035,0.061,0.055,0.048,0.038,0.024,0.058,0.041,0.026,0.028,0.01,6.652,3.728,2.755,1.237,95.26,83.687,70.229,95.718,229.992,876.762,8.334,8.909,8.316,8.657,1.828,-0.251,-0.065,1363468955,1178437837,996612312,404780326,1347741988,1212359213,1045484641,504687962,1379502643,1264378606,1117079745,894840766,551901435,461177453,585022130,596666721,990920185,1274370485,8.556272309817466e+16,8.90027940952962e+16,2.957,1.238,96.361,94.378,233.999,910.125,4022,2108.0,2170.0,1110469,1177635,4.321,3.4,0.006,70.974,53.308,115.85,60.405,120.785,101.867,83.582,65.935,39.98,60.924,55.711,53.912,45.16,726.635,509.864,4.619,2.658,0.317,1.389,1.319,1.232,1.267,1.46,1.363,1.301,1.193,1.631,1.4,1.261,1.274,0.672,0.96,0.063,0.71,157013,157741,163382,152837,199591,160641,159287,65074,51155,654198460,0.034,0.326,53491,52220,55352,17976,80782038,0.095,0.388,47386,41318,56689,50335,63849,58485,15788,0.269,19.937,19.757,19.578,19.413,19.792,19.64,19.54,19.911,19.94,19.678,19.477,0.464,0.29,0.054,-0.054,2.285,1.485,82264,59500,75147,77877,64138,25666,164680970,1.735,0.716,0.29,124.076,107.314,67.766,37.231,122.642,110.389,95.282,75.106,46.311,125.52,81.643,52.973,54.087,62.924,89.674,115.491,435.977,701.54,731.342,5.452,4.257,2.907,1.164,97.602,94.013,48.589,229.992,876.762,134.114,113.464,78.461,1,0,0,0
2013-04-06,1474827634,134.114,0.0671,8923.0,6708086,6957985,5838682,4577055,7006384,6853785,2146374,2526499,977174.0,3305124,1151730788639.0,1.885,1.216,0.314,75.669,58726810965768.0,56432105022907.0,57747650808443.0,55734251767998.0,38152135802938.0,57489531610825.0,53559612436911.0,18840725883715.0,1.134,1.479,0.431,9217.0,8384.0,7170.0,6217.0,4283.0,9068.0,8474.0,7640.0,6548.0,4877.0,9241.0,8816.0,7944.0,6909.0,5183.0,2999.0,3486.0,3902.0,6611.0,2248623.0,3037954.0,1.419,0.163,61.824,56.491,285.864,120066807,132822859,79808105,134073592,115485795,144069684,4493932018598449.5,3334242195953900.0,3.588,0.486,0.037,0.06,0.087,5.354,3.173,1.411,56.7,626.386,0.064,0.037,0.064,0.058,0.05,0.04,0.025,0.061,0.043,0.027,0.03,0.007,5.981,3.916,2.84,1.274,95.906,84.815,70.901,110.817,235.372,922.051,8.328,8.907,8.348,8.651,1.821,-0.24,-0.066,1415681538,1252116292,1052259702,419616955,1411284811,1277976318,1102730374,526009713,1435181982,1338476055,1180841788,942148593,575418958,489671522,629729766,634738238,1040345240,1335296658,9.913989447586125e+16,1.0072315767911875e+17,3.062,1.278,96.601,94.647,239.445,956.989,3962,1987.0,2215.0,987019,1226309,4.329,3.465,0.04,74.44,55.459,103.008,62.325,107.363,102.674,86.141,68.313,41.281,51.27,53.993,54.471,46.74,741.764,546.156,4.84,2.811,0.35,1.315,1.318,1.213,1.267,1.332,1.307,1.278,1.187,1.276,1.351,1.243,1.267,0.671,0.96,0.068,0.702,155571,158385,163071,152963,179567,160741,159305,62919,49700,617523242,0.052,0.324,53699,52205,55309,17461,76225007,0.098,0.386,47634,41563,56072,50446,62132,58158,15763,0.274,19.885,19.792,19.593,19.416,19.797,19.653,19.547,19.859,19.913,19.695,19.486,0.467,0.23,0.055,-0.053,2.292,1.171,83414,59954,75659,78668,64656,25872,167334419,1.799,0.762,0.296,128.78,113.979,70.904,38.576,128.378,116.32,100.46,78.913,48.24,130.538,85.923,57.016,57.528,70.497,94.124,120.991,491.259,812.71,827.367,5.555,4.409,3.011,1.203,97.825,94.297,53.353,235.372,922.051,142.08,113.005,73.017,1,0,0,0
2013-04-07,1563013110,142.08,0.071,9411.0,6857511,7136739,5957025,4645098,7204734,6982440,2217375,2621567,977174.0,3305124,1229187540768.0,1.89,1.248,0.324,75.669,59892030838102.0,56606848019815.0,58988241768298.0,56664353485313.0,38691869403926.0,58326586227485.0,54446884782637.0,18707180146223.0,1.11,1.489,0.443,9428.0,8732.0,7477.0,6370.0,4360.0,9240.0,8709.0,7876.0,6733.0,4977.0,9339.0,9073.0,8243.0,7115.0,5295.0,3162.0,3626.0,4607.0,6962.0,2498776.0,3286874.0,1.472,0.179,63.066,57.07,284.158,122750551,132461825,80850275,131287264,115946907,108778918,4309086448057972.0,3360921285754477.0,3.616,0.53,0.038,0.062,0.109,4.788,3.244,1.452,58.303,925.944,0.067,0.039,0.068,0.061,0.053,0.042,0.026,0.064,0.046,0.028,0.032,0.009,5.654,4.092,2.93,1.312,96.678,86.307,71.841,119.363,244.103,979.512,8.321,8.904,8.377,8.644,1.819,-0.229,-0.068,1484077585,1335838037,1113279831,435428226,1487148960,1349235516,1164101405,548800997,1508847768,1416200260,1248942242,992908503,600548544,515461678,677702511,675664378,1114235739,1423014406,1.148201734889614e+17,1.1413058805451376e+17,3.168,1.321,96.909,95.001,248.283,1016.0,3622,1741.0,2223.0,757413,1235699,4.11,3.48,0.073,76.177,56.682,83.651,62.452,83.066,95.455,84.789,68.883,41.996,45.584,50.921,53.553,47.111,716.987,554.859,4.753,2.913,0.383,1.347,1.349,1.217,1.272,1.324,1.307,1.28,1.19,1.206,1.349,1.249,1.268,0.672,0.956,0.072,0.695,157037,159496,165803,154115,187239,163956,160339,65397,49383,609668881,0.074,0.323,53957,52451,55522,17759,78845320,0.104,0.384,48027,41727,55460,50513,60257,57667,15865,0.278,19.811,19.82,19.602,19.418,19.793,19.66,19.551,19.8,19.874,19.706,19.494,0.47,0.141,0.055,-0.052,1.339,0.72,84705,60321,76397,79682,65253,26457,174998891,1.813,0.803,0.302,134.952,121.555,74.263,40.008,135.229,122.76,106.009,82.989,50.303,137.188,90.515,61.353,61.227,77.31,100.79,128.918,543.945,941.058,937.173,5.606,4.547,3.117,1.245,98.103,94.67,59.552,244.103,979.512,163.561,110.375,66.0,1,0,0,0
2013-04-08,1799989332,163.561,0.0818,10124.0,6927309,7270804,6067733,4711645,7368185,7091172,2264835,2711968,667941.0,3305124,1282369083736.0,1.894,1.279,0.334,75.669,59584319614918.0,57409957956603.0,60078214718599.0,57555524163205.0,39233765319653.0,59225424300777.0,55315279585865.0,18541883113718.0,1.146,1.498,0.455,9486.0,9147.0,7854.0,6535.0,4453.0,9682.0,9062.0,8176.0,6952.0,5090.0,9687.0,9421.0,8596.0,7357.0,5422.0,3402.0,3782.0,4951.0,8304.0,2893644.0,3575871.0,1.528,0.196,64.797,57.897,456.035,128434505,137461679,83687842,131132652,119753751,182396890,4298943128844980.0,3585240197880137.0,3.64,0.574,0.04,0.064,0.112,4.311,3.305,1.494,58.463,989.802,0.073,0.041,0.075,0.066,0.057,0.045,0.027,0.07,0.048,0.03,0.034,0.017,6.915,4.304,3.033,1.352,97.915,89.345,74.12,136.547,278.959,1120.0,8.346,8.913,8.44,8.648,1.786,-0.216,-0.069,1612610025,1444476915,1187783618,453843044,1643569146,1461923970,1248886462,576299641,1666803642,1532238083,1340503509,1056560996,630538898,584766239,751938281,730830417,1330709019,1657333580,1.413527946427534e+17,1.3352827466677536e+17,3.286,1.366,97.53,95.761,283.564,1162.0,3706,1680.0,2296.0,705941,1317457,3.945,3.493,0.108,82.073,60.183,107.134,66.85,101.768,104.343,92.047,73.653,44.156,43.953,55.454,58.47,51.324,854.698,658.551,4.813,3.035,0.418,1.392,1.347,1.216,1.274,1.289,1.29,1.274,1.19,1.183,1.327,1.247,1.266,0.672,0.954,0.073,0.687,158313,160005,167694,155017,192457,166413,161122,66811,49894,622354878,0.099,0.322,54213,52650,55688,17934,80403360,0.111,0.383,49088,42067,56971,51564,61781,59197,16667,0.283,19.763,19.837,19.608,19.421,19.779,19.662,19.554,19.739,19.817,19.712,19.499,0.47,0.294,0.055,-0.051,0.889,1.514,88114,60965,78816,82359,66430,28724,206269076,1.882,0.852,0.309,146.585,131.39,78.277,41.677,149.395,132.96,113.683,88.187,52.792,151.492,96.276,68.074,66.216,94.415,120.4,150.154,699.937,1159.0,1096.0,5.859,4.724,3.234,1.289,98.616,95.477,72.687,278.959,1120.0,195.397,109.595,69.751,1,0,0,0
2013-04-09,2151102847,195.397,0.0977,13352.0,6997107,7371353,6171299,4776730,7496738,7190598,2290219,2798086,634311.5555555555,3305124,1311275417545.0,1.891,1.308,0.344,75.669,60050897739750.0,58472556627847.0,61336571982907.0,58563006778222.0,39802509901107.0,60252315743341.0,56237950129593.0,18701125323864.0,1.229,1.506,0.467,10963.0,9913.0,8419.0,6805.0,4578.0,11517.0,10135.0,8866.0,7365.0,5272.0,11619.0,10472.0,9329.0,7797.0,5618.0,4155.0,4185.0,8083.0,11242.0,4316562.0,4379283.0,1.606,0.215,71.132,61.31,532.828,137541562,149512000,88974739,145523932,131209654,302219969,5294303707697924.0,4303993317407992.0,3.71,0.623,0.041,0.068,0.134,4.22,3.369,1.538,60.061,1292.0,0.084,0.042,0.086,0.074,0.062,0.048,0.029,0.078,0.052,0.031,0.037,0.031,9.62,4.608,3.161,1.397,98.732,92.132,76.92,172.506,119.952,1337.0,8.357,8.897,8.429,8.628,1.75,-0.205,-0.07,1838035096,1582762827,1285347923,476135446,1897335997,1634218689,1369181980,610910701,1936050053,1708894567,1468946073,1140004234,667841311,722985827,870274634,809883232,1667962182,2006316195,1.893444844507342e+17,1.6397771221867283e+17,3.427,1.416,98.112,96.548,345.233,1386.0,4245,2133.0,2499.0,1137748,1560757,4.021,3.546,0.145,91.009,65.897,150.139,74.998,150.827,126.52,106.857,82.231,47.663,74.766,78.894,73.811,61.185,1362.0,935.916,5.217,3.222,0.459,1.36,1.341,1.209,1.275,1.244,1.266,1.263,1.188,1.166,1.295,1.24,1.263,0.672,0.953,0.07,0.679,158105,160347,168432,155546,188839,167756,161542,66511,49992,624788508,0.122,0.321,54477,52961,55965,17120,73273707,0.122,0.382,50258,42470,59327,53052,64625,61569,17992,0.289,19.723,19.846,19.618,19.424,19.771,19.665,19.558,19.714,19.777,19.718,19.506,0.465,0.329,0.054,-0.051,1.549,1.699,90904,61586,80962,84790,67553,30637,234652099,1.967,0.904,0.317,167.012,143.911,83.309,43.696,172.396,148.569,124.578,95.104,55.926,175.898,103.832,78.796,73.372,123.693,150.978,181.794,1071.0,1552.0,1346.0,6.493,4.995,3.375,1.338,99.033,96.314,81.344,339.904,1337.0,178.5,108.42,73.549,0,0,0,0
