Date,difficulty-btc--trx90,hashrate-btc--trx90,sentbyaddress-btc--var30,sentbyaddress-btc--trx90,top100cap-btc--sma90,top100cap-btc--ema30,top100cap-btc--ema90,top100cap-btc--wma90,activeaddresses-btc--ema90,activeaddresses-btc--std30,activeaddresses-btc--trx90,bitcoin-price_raw_1d
2013/04/01,0.271,0.372,41786951.0,0.253,19.396,19.545,19.501,19.428,57827.0,20592.0,0.27,107.749
2013/04/02,0.279,0.384,47486125.0,0.256,19.401,19.576,19.513,19.442,58575.0,21588.0,0.274,120.003
2013/04/03,0.288,0.396,64654761.0,0.26,19.405,19.602,19.523,19.454,59642.0,25575.0,0.279,123.562
2013/04/04,0.296,0.407,85452388.0,0.264,19.41,19.627,19.534,19.467,60725.0,29141.0,0.284,128.664
2013/04/05,0.305,0.419,102026223.0,0.269,19.413,19.64,19.54,19.477,61589.0,31093.0,0.29,134.114
2013/04/06,0.314,0.431,102441468.0,0.274,19.416,19.653,19.547,19.486,62061.0,31352.0,0.296,142.08
2013/04/07,0.324,0.443,100672517.0,0.278,19.418,19.66,19.551,19.494,62611.0,31346.0,0.302,163.561
2013/04/08,0.334,0.455,105592143.0,0.283,19.421,19.662,19.554,19.499,63739.0,33938.0,0.309,195.397
2013/04/09,0.344,0.467,122951117.0,0.289,19.424,19.665,19.558,19.506,64801.0,35879.0,0.317,178.5
2013/04/10,0.355,0.48,150691678.0,0.295,19.429,19.672,19.562,19.513,66310.0,40334.0,0.325,115.0
2013/04/11,0.365,0.493,163781316.0,0.303,19.438,19.705,19.576,19.53,67591.0,42871.0,0.335,92.446
2013/04/12,0.376,0.505,165857321.0,0.31,19.446,19.733,19.589,19.545,68368.0,43031.0,0.344,98.435
2013/04/13,0.387,0.518,160688634.0,0.317,19.456,19.759,19.601,19.561,68686.0,42300.0,0.353,91.849
2013/04/14,0.398,0.53,161081756.0,0.323,19.466,19.784,19.613,19.576,68746.0,41904.0,0.361,87.108
2013/04/15,0.409,0.542,146702119.0,0.329,19.479,19.823,19.63,19.596,69438.0,40530.0,0.37,75.043
2013/04/16,0.419,0.554,135844174.0,0.336,19.494,19.868,19.649,19.619,70118.0,38960.0,0.378,77.734
2013/04/17,0.43,0.566,128369152.0,0.342,19.507,19.901,19.665,19.639,70890.0,38102.0,0.387,94.679
2013/04/18,0.442,0.578,124833894.0,0.348,19.52,19.935,19.682,19.659,71137.0,37491.0,0.395,106.7
2013/04/19,0.453,0.59,120649547.0,0.354,19.534,19.967,19.698,19.679,71882.0,36673.0,0.403,114.48
2013/04/20,0.465,0.601,117540312.0,0.359,19.549,20.004,19.717,19.701,71939.0,36359.0,0.41,114.295
2013/04/21,0.477,0.613,120594363.0,0.364,19.564,20.037,19.735,19.722,71894.0,36688.0,0.417,113.535
2013/04/22,0.488,0.624,113490931.0,0.369,19.578,20.068,19.752,19.743,72329.0,35679.0,0.424,120.78
2013/04/23,0.5,0.635,111475887.0,0.374,19.592,20.098,19.769,19.764,72788.0,34752.0,0.43,134.8
2013/04/24,0.512,0.647,105734672.0,0.378,19.605,20.111,19.781,19.78,73441.0,33632.0,0.436,139.74
2013/04/25,0.524,0.658,102035546.0,0.383,19.618,20.129,19.794,19.797,73822.0,32830.0,0.443,132.945
2013/04/26,0.536,0.669,99254155.0,0.388,19.63,20.148,19.808,19.814,74094.0,32045.0,0.448,126.316
2013/04/27,0.548,0.68,105101039.0,0.391,19.639,20.149,19.816,19.826,74186.0,32531.0,0.453,124.045
2013/04/28,0.559,0.69,111739510.0,0.395,19.648,20.151,19.824,19.838,75150.0,33477.0,0.459,130.56
2013/04/29,0.571,0.701,110597981.0,0.398,19.655,20.145,19.829,19.847,75410.0,33042.0,0.464,134.465
2013/04/30,0.582,0.711,104924438.0,0.4,19.662,20.141,19.835,19.857,75443.0,31770.0,0.469,124.662
2013/05/01,0.593,0.721,102013327.0,0.402,19.669,20.142,19.842,19.868,75623.0,31248.0,0.473,111.049
2013/05/02,0.605,0.731,103551663.0,0.404,19.678,20.147,19.85,19.88,75762.0,31602.0,0.477,102.694
2013/05/03,0.616,0.74,103482267.0,0.406,19.687,20.152,19.858,19.892,75918.0,31578.0,0.48,105.04
2013/05/04,0.628,0.748,106767474.0,0.406,19.696,20.156,19.866,19.903,75788.0,32271.0,0.483,113.464
2013/05/05,0.639,0.757,108015296.0,0.407,19.704,20.157,19.872,19.914,75708.0,33012.0,0.485,113.005
2013/05/06,0.65,0.765,108807786.0,0.407,19.712,20.153,19.877,19.922,75917.0,32943.0,0.487,110.375
2013/05/07,0.661,0.774,107832355.0,0.407,19.72,20.149,19.882,19.931,76646.0,33433.0,0.489,109.595
2013/05/08,0.671,0.782,104617382.0,0.407,19.728,20.148,19.888,19.94,77213.0,32721.0,0.491,108.42
2013/05/09,0.682,0.79,93556375.0,0.407,19.737,20.147,19.893,19.949,77317.0,32107.0,0.493,110.54
2013/05/10,0.692,0.798,67216693.0,0.407,19.745,20.142,19.897,19.956,77472.0,28160.0,0.494,112.503
2013/05/11,0.701,0.806,51842614.0,0.407,19.752,20.134,19.9,19.962,77547.0,25195.0,0.495,111.738
2013/05/12,0.711,0.814,49602649.0,0.407,19.76,20.126,19.902,19.968,77373.0,25479.0,0.496,112.241
2013/05/13,0.72,0.822,49646968.0,0.406,19.766,20.118,19.904,19.973,77492.0,25480.0,0.496,108.635
2013/05/14,0.73,0.829,47079363.0,0.405,19.773,20.112,19.907,19.978,77629.0,24827.0,0.496,104.575
2013/05/15,0.739,0.837,46402776.0,0.404,19.78,20.108,19.91,19.984,77786.0,24407.0,0.496,107.0
2013/05/16,0.748,0.844,40553763.0,0.404,19.788,20.11,19.915,19.992,77926.0,23934.0,0.496,110.492
2013/05/17,0.757,0.85,38697017.0,0.402,19.796,20.11,19.919,20.0,77937.0,23082.0,0.495,112.815
2013/05/18,0.766,0.856,41023571.0,0.401,19.806,20.11,19.924,20.007,77727.0,23888.0,0.494,112.905
2013/05/19,0.774,0.862,37530974.0,0.399,19.816,20.109,19.927,20.013,77430.0,23899.0,0.492,113.2
2013/05/20,0.782,0.867,38242947.0,0.397,19.826,20.109,19.931,20.019,77304.0,24070.0,0.49,115.28
2013/05/21,0.79,0.872,37220496.0,0.395,19.835,20.108,19.935,20.025,77420.0,23509.0,0.487,116.686
2013/05/22,0.798,0.876,37312028.0,0.393,19.843,20.109,19.939,20.032,77362.0,23583.0,0.485,118.696
2013/05/23,0.805,0.88,33954545.0,0.39,19.851,20.11,19.943,20.037,77492.0,23322.0,0.482,124.605
2013/05/24,0.812,0.884,29841912.0,0.388,19.86,20.112,19.947,20.044,77656.0,22229.0,0.48,127.725
2013/05/25,0.818,0.888,27718439.0,0.386,19.867,20.098,19.946,20.045,77480.0,22517.0,0.477,128.75
2013/05/26,0.825,0.892,29197515.0,0.383,19.875,20.086,19.945,20.046,77308.0,22899.0,0.473,128.355
2013/05/27,0.831,0.896,29282310.0,0.38,19.883,20.079,19.946,20.048,77235.0,23032.0,0.47,125.725
2013/05/28,0.837,0.9,28384441.0,0.377,19.891,20.072,19.947,20.05,77213.0,18641.0,0.466,126.43
2013/05/29,0.843,0.904,28281716.0,0.374,19.899,20.063,19.946,20.051,77286.0,18465.0,0.462,127.245
2013/05/30,0.848,0.907,26971965.0,0.37,19.907,20.055,19.946,20.052,77307.0,18443.0,0.458,126.424
2013/05/31,0.853,0.911,26607156.0,0.367,19.913,20.044,19.945,20.051,77267.0,18455.0,0.454,126.909
2013/06/01,0.858,0.916,27540258.0,0.364,19.919,20.033,19.943,20.05,77059.0,18907.0,0.45,124.135
2013/06/02,0.863,0.92,30215589.0,0.36,19.925,20.024,19.942,20.05,76812.0,19441.0,0.446,120.333
2013/06/03,0.868,0.926,27637481.0,0.357,19.93,20.009,19.939,20.047,76879.0,19182.0,0.441,119.685
2013/06/04,0.872,0.931,26222580.0,0.353,19.934,19.995,19.936,20.044,76917.0,19019.0,0.437,120.096
2013/06/05,0.876,0.937,26322352.0,0.349,19.94,19.986,19.934,20.042,76956.0,18883.0,0.432,119.388
2013/06/06,0.88,0.944,24531719.0,0.346,19.943,19.976,19.932,20.04,76875.0,15272.0,0.427,115.014
2013/06/07,0.885,0.951,23630671.0,0.342,19.947,19.965,19.929,20.037,76806.0,12247.0,0.423,110.585
2013/06/08,0.891,0.957,26226915.0,0.338,19.951,19.958,19.927,20.035,76399.0,13764.0,0.417,105.935
2013/06/09,0.896,0.964,29777829.0,0.334,19.957,19.955,19.927,20.034,75964.0,15051.0,0.412,104.06
2013/06/10,0.901,0.972,30410888.0,0.329,19.962,19.952,19.927,20.033,75634.0,15701.0,0.406,106.555
2013/06/11,0.907,0.979,30580395.0,0.325,19.966,19.948,19.926,20.031,75436.0,15858.0,0.4,108.05
2013/06/12,0.913,0.986,31025561.0,0.32,19.971,19.949,19.927,20.031,75179.0,15963.0,0.394,106.945
2013/06/13,0.918,0.994,29192158.0,0.315,19.978,19.951,19.928,20.031,74985.0,15715.0,0.388,102.855
2013/06/14,0.924,1.002,29046400.0,0.311,19.984,19.954,19.929,20.032,75002.0,15143.0,0.382,100.25
2013/06/15,0.93,1.009,30821377.0,0.306,19.991,19.957,19.931,20.032,74536.0,15989.0,0.376,100.355
2013/06/16,0.935,1.017,36184010.0,0.301,19.999,19.962,19.933,20.033,73970.0,17774.0,0.369,100.846
2013/06/17,0.941,1.025,37118728.0,0.296,20.006,19.967,19.936,20.034,73595.0,18443.0,0.363,103.663
2013/06/18,0.947,1.032,36376240.0,0.291,20.013,19.972,19.938,20.035,73375.0,18474.0,0.356,105.104
2013/06/19,0.954,1.039,36474559.0,0.286,20.021,19.979,19.941,20.036,73282.0,18472.0,0.349,105.826
2013/06/20,0.962,1.045,34361979.0,0.281,20.029,19.985,19.944,20.037,73158.0,17914.0,0.342,106.072
2013/06/21,0.969,1.052,34251326.0,0.276,20.037,19.991,19.947,20.038,73068.0,17816.0,0.335,103.671
2013/06/22,0.977,1.058,31593382.0,0.271,20.045,19.995,19.949,20.039,72750.0,17487.0,0.328,101.679
2013/06/23,0.984,1.065,33037408.0,0.266,20.052,20.0,19.952,20.039,72295.0,17409.0,0.321,98.478
2013/06/24,0.992,1.072,32898781.0,0.26,20.057,20.005,19.955,20.04,72132.0,17421.0,0.314,97.247
2013/06/25,0.999,1.078,32179515.0,0.255,20.061,20.007,19.956,20.04,71895.0,17537.0,0.307,98.0
2013/06/26,1.007,1.084,32180436.0,0.25,20.065,20.01,19.959,20.039,71744.0,17369.0,0.301,96.6
2013/06/27,1.014,1.09,31408968.0,0.245,20.067,20.015,19.961,20.04,71508.0,17139.0,0.294,92.242
2013/06/28,1.021,1.095,29536847.0,0.24,20.069,20.02,19.964,20.041,71445.0,16342.0,0.287,89.283
2013/06/29,1.028,1.101,29140424.0,0.235,20.072,20.028,19.968,20.042,71215.0,15786.0,0.28,89.829
2013/06/30,1.035,1.106,31042457.0,0.23,20.074,20.036,19.972,20.044,70759.0,16209.0,0.273,85.608
2013/07/01,1.042,1.111,31548492.0,0.225,20.076,20.047,19.978,20.047,70713.0,16235.0,0.266,83.204
2013/07/02,1.049,1.116,31256846.0,0.22,20.079,20.06,19.984,20.051,70569.0,16230.0,0.259,81.424
2013/07/03,1.055,1.121,30337423.0,0.215,20.082,20.073,19.99,20.055,70469.0,15222.0,0.253,78.461
2013/07/04,1.062,1.126,28302446.0,0.21,20.088,20.091,19.997,20.06,70258.0,14269.0,0.246,73.017
2013/07/05,1.068,1.131,27506994.0,0.205,20.095,20.113,20.007,20.068,70044.0,13144.0,0.24,66.0
2013/07/06,1.075,1.136,28208684.0,0.2,20.103,20.141,20.019,20.078,69747.0,12754.0,0.233,69.751
2013/07/07,1.08,1.142,30645499.0,0.194,20.113,20.166,20.03,20.087,69288.0,12919.0,0.226,73.549
2013/07/08,1.086,1.147,30396842.0,0.189,20.123,20.194,20.042,20.098,69151.0,12871.0,0.22,72.494
2013/07/09,1.091,1.152,30019602.0,0.184,20.132,20.22,20.055,20.108,69125.0,12920.0,0.213,75.989
2013/07/10,1.096,1.158,30352185.0,0.179,20.136,20.243,20.066,20.118,69031.0,12952.0,0.207,81.5
2013/07/11,1.101,1.164,34657864.0,0.175,20.141,20.265,20.078,20.128,69126.0,13474.0,0.201,84.999
2013/07/12,1.107,1.17,43618046.0,0.171,20.145,20.281,20.087,20.136,69331.0,14650.0,0.195,88.095
2013/07/13,1.112,1.176,43506260.0,0.167,20.148,20.29,20.094,20.142,69195.0,14595.0,0.189,88.156
2013/07/14,1.118,1.182,43063665.0,0.162,20.148,20.294,20.1,20.147,68738.0,14661.0,0.183,89.295
2013/07/15,1.124,1.187,41994725.0,0.158,20.146,20.296,20.105,20.151,68597.0,14350.0,0.178,89.925
2013/07/16,1.13,1.193,39699053.0,0.154,20.145,20.295,20.109,20.154,68545.0,13522.0,0.172,88.775
2013/07/17,1.136,1.198,39543587.0,0.15,20.144,20.299,20.114,20.158,68423.0,13346.0,0.166,86.483
2013/07/18,1.141,1.204,39557816.0,0.146,20.146,20.322,20.126,20.169,68308.0,13345.0,0.161,83.838
2013/07/19,1.147,1.209,38806517.0,0.142,20.147,20.337,20.136,20.178,68098.0,13222.0,0.156,83.858
2013/07/20,1.152,1.214,42161338.0,0.138,20.147,20.349,20.144,20.187,67753.0,13575.0,0.15,83.889
2013/07/21,1.157,1.219,42754464.0,0.134,20.147,20.36,20.153,20.195,67387.0,13869.0,0.144,84.1
2013/07/22,1.162,1.224,42467161.0,0.13,20.147,20.372,20.161,20.204,67232.0,13834.0,0.139,85.24
2013/07/23,1.167,1.229,40125263.0,0.126,20.149,20.379,20.168,20.211,67167.0,13405.0,0.133,86.425
2013/07/24,1.172,1.234,40358106.0,0.122,20.15,20.387,20.175,20.219,67139.0,13440.0,0.128,87.875
2013/07/25,1.178,1.238,40805499.0,0.118,20.151,20.394,20.183,20.226,67124.0,13531.0,0.123,89.193
2013/07/26,1.184,1.242,40764118.0,0.115,20.154,20.4,20.189,20.234,67031.0,13494.0,0.118,88.506
2013/07/27,1.189,1.247,42668835.0,0.111,20.158,20.406,20.196,20.241,66700.0,13971.0,0.113,88.353
2013/07/28,1.195,1.251,43478664.0,0.107,20.163,20.412,20.202,20.249,66315.0,14440.0,0.108,91.241
2013/07/29,1.201,1.256,43857566.0,0.103,20.168,20.423,20.211,20.258,66341.0,14617.0,0.103,93.05
2013/07/30,1.206,1.26,43420216.0,0.1,20.174,20.436,20.22,20.268,66418.0,14349.0,0.098,96.0
2013/07/31,1.211,1.265,50779852.0,0.097,20.179,20.456,20.232,20.281,66736.0,15713.0,0.094,95.875
2013/08/01,1.216,1.27,62089068.0,0.094,20.184,20.47,20.241,20.291,67782.0,24379.0,0.091,95.495
2013/08/02,1.22,1.275,68194559.0,0.092,20.19,20.483,20.251,20.302,67935.0,24672.0,0.088,95.372
2013/08/03,1.225,1.28,67928742.0,0.09,20.194,20.49,20.258,20.311,67771.0,24679.0,0.084,94.551
2013/08/04,1.23,1.286,68338992.0,0.088,20.2,20.497,20.266,20.32,67606.0,24685.0,0.081,95.46
2013/08/05,1.235,1.292,67878153.0,0.086,20.205,20.499,20.271,20.327,67729.0,24705.0,0.078,96.892
2013/08/06,1.24,1.298,62411587.0,0.084,20.209,20.503,20.278,20.335,67812.0,24073.0,0.075,97.39
2013/08/07,1.246,1.305,65081007.0,0.083,20.214,20.508,20.285,20.343,67985.0,24315.0,0.073,95.932
2013/08/08,1.251,1.312,66580521.0,0.082,20.221,20.516,20.292,20.352,68082.0,24411.0,0.07,94.179
2013/08/09,1.256,1.32,66583912.0,0.08,20.227,20.52,20.298,20.36,68006.0,24413.0,0.068,93.381
2013/08/10,1.261,1.328,64530496.0,0.079,20.232,20.52,20.303,20.366,67814.0,24387.0,0.065,93.038
2013/08/11,1.266,1.336,60790106.0,0.078,20.239,20.527,20.31,20.375,67514.0,24262.0,0.063,93.989
2013/08/12,1.271,1.345,98001448.0,0.077,20.249,20.549,20.323,20.389,68302.0,27894.0,0.061,94.938
2013/08/13,1.276,1.354,90378911.0,0.077,20.259,20.575,20.337,20.405,68449.0,27246.0,0.059,96.293
2013/08/14,1.281,1.364,90648968.0,0.076,20.267,20.595,20.349,20.418,68664.0,27465.0,0.057,96.952
2013/08/15,1.288,1.373,91802316.0,0.076,20.275,20.608,20.358,20.43,68820.0,27610.0,0.056,96.543
2013/08/16,1.295,1.383,96851170.0,0.076,20.281,20.614,20.366,20.439,69121.0,28022.0,0.054,96.796
2013/08/17,1.303,1.394,96956133.0,0.076,20.287,20.611,20.37,20.446,68952.0,28076.0,0.053,96.925
2013/08/18,1.311,1.404,98359191.0,0.076,20.292,20.608,20.375,20.451,68701.0,28136.0,0.052,97.996
2013/08/19,1.32,1.415,93799594.0,0.076,20.297,20.605,20.379,20.458,68917.0,27694.0,0.05,101.101
2013/08/20,1.329,1.426,88641621.0,0.076,20.3,20.595,20.38,20.461,69158.0,27073.0,0.049,105.11
2013/08/21,1.337,1.438,88548246.0,0.077,20.303,20.581,20.38,20.463,69455.0,27152.0,0.048,107.292
2013/08/22,1.346,1.449,91326798.0,0.077,20.306,20.569,20.38,20.464,69772.0,27403.0,0.048,106.115
2013/08/23,1.355,1.461,90384631.0,0.078,20.31,20.548,20.377,20.463,70038.0,27544.0,0.047,105.799
2013/08/24,1.363,1.474,91772862.0,0.079,20.314,20.528,20.374,20.461,69914.0,27613.0,0.047,107.66
2013/08/25,1.373,1.486,94912748.0,0.079,20.317,20.51,20.372,20.46,69885.0,27429.0,0.046,108.695
2013/08/26,1.384,1.498,86270567.0,0.079,20.319,20.491,20.368,20.458,70015.0,26371.0,0.046,111.875
2013/08/27,1.395,1.509,77228103.0,0.08,20.322,20.47,20.364,20.454,70564.0,25923.0,0.046,115.28
2013/08/28,1.407,1.521,78044979.0,0.08,20.325,20.452,20.36,20.452,70857.0,25975.0,0.046,115.785
2013/08/29,1.419,1.533,77940287.0,0.081,20.326,20.424,20.353,20.445,70945.0,25897.0,0.046,118.347
2013/08/30,1.431,1.546,80030259.0,0.082,20.328,20.399,20.345,20.438,71355.0,26325.0,0.047,122.066
2013/08/31,1.443,1.56,77978165.0,0.083,20.329,20.373,20.338,20.431,71725.0,22639.0,0.047,124.651
2013/09/01,1.454,1.574,87945043.0,0.084,20.331,20.345,20.329,20.423,71401.0,23535.0,0.048,125.588
2013/09/02,1.466,1.589,91242375.0,0.084,20.332,20.316,20.32,20.413,71212.0,23369.0,0.048,124.863
2013/09/03,1.477,1.604,88686839.0,0.084,20.332,20.289,20.31,20.404,71231.0,22792.0,0.048,120.747
2013/09/04,1.489,1.619,88926721.0,0.084,20.334,20.268,20.303,20.395,71356.0,22796.0,0.048,117.345
2013/09/05,1.502,1.634,89573091.0,0.084,20.334,20.24,20.292,20.384,71335.0,22822.0,0.049,115.05
2013/09/06,1.516,1.65,90230497.0,0.084,20.334,20.213,20.282,20.373,71378.0,22827.0,0.049,115.023
2013/09/07,1.53,1.665,94657134.0,0.084,20.333,20.187,20.272,20.362,71185.0,23232.0,0.049,116.613
2013/09/08,1.545,1.679,103956195.0,0.083,20.331,20.162,20.261,20.35,70862.0,23867.0,0.049,117.844
2013/09/09,1.559,1.693,104378673.0,0.082,20.329,20.13,20.248,20.335,70930.0,23219.0,0.048,119.961
2013/09/10,1.574,1.707,100330090.0,0.081,20.326,20.1,20.235,20.321,70925.0,21994.0,0.048,121.733
2013/09/11,1.588,1.721,71321059.0,0.081,20.322,20.068,20.222,20.305,71007.0,19350.0,0.048,123.67
2013/09/12,1.603,1.736,71249627.0,0.08,20.317,20.037,20.208,20.289,71139.0,19374.0,0.048,124.07
2013/09/13,1.616,1.75,71032289.0,0.079,20.312,20.006,20.193,20.272,71039.0,19515.0,0.048,123.947
2013/09/14,1.629,1.765,77771797.0,0.077,20.306,19.975,20.179,20.255,70666.0,20764.0,0.047,123.693
2013/09/15,1.643,1.781,80114424.0,0.076,20.301,19.946,20.164,20.237,70317.0,21485.0,0.046,123.8
2013/09/16,1.658,1.797,79979126.0,0.074,20.294,19.914,20.148,20.219,70305.0,21125.0,0.046,124.251
2013/09/17,1.674,1.813,77945245.0,0.073,20.287,19.884,20.133,20.2,70365.0,20373.0,0.045,125.036
2013/09/18,1.689,1.827,72634826.0,0.071,20.28,19.854,20.117,20.181,70557.0,20393.0,0.045,122.527
2013/09/19,1.705,1.842,69983800.0,0.07,20.274,19.835,20.105,20.165,70745.0,20363.0,0.044,121.008
2013/09/20,1.721,1.856,66238008.0,0.069,20.268,19.816,20.093,20.149,70885.0,20111.0,0.044,121.108
2013/09/21,1.736,1.87,60233988.0,0.067,20.262,19.799,20.081,20.134,70786.0,19818.0,0.043,121.534
2013/09/22,1.75,1.885,62078809.0,0.065,20.255,19.772,20.066,20.114,70628.0,19731.0,0.043,121.286
2013/09/23,1.765,1.899,62442860.0,0.064,20.248,19.75,20.051,20.096,70845.0,19782.0,0.043,121.31
2013/09/24,1.778,1.913,61450157.0,0.063,20.241,19.726,20.037,20.077,71011.0,19853.0,0.042,122.14
2013/09/25,1.791,1.928,60418339.0,0.061,20.232,19.702,20.022,20.057,71176.0,19935.0,0.042,122.652
2013/09/26,1.805,1.944,55197824.0,0.06,20.224,19.681,20.008,20.039,71330.0,18267.0,0.042,122.374
2013/09/27,1.821,1.959,48872555.0,0.059,20.216,19.664,19.995,20.021,71479.0,17885.0,0.042,123.201
2013/09/28,1.836,1.974,47523455.0,0.057,20.208,19.647,19.982,20.003,71423.0,17882.0,0.042,123.325
2013/09/29,1.852,1.988,37385249.0,0.056,20.2,19.635,19.97,19.987,71420.0,16603.0,0.042,123.05
2013/09/30,1.867,2.001,32545214.0,0.055,20.191,19.623,19.959,19.97,71619.0,15757.0,0.042,123.374
2013/10/01,1.883,2.014,33934549.0,0.054,20.182,19.614,19.948,19.955,72018.0,16299.0,0.043,112.777
2013/10/02,1.897,2.026,39082897.0,0.053,20.175,19.618,19.942,19.944,72759.0,19960.0,0.044,108.504
2013/10/03,1.911,2.037,39298054.0,0.052,20.168,19.635,19.941,19.937,73144.0,20850.0,0.045,117.032
2013/10/04,1.925,2.048,39047075.0,0.051,20.161,19.648,19.939,19.93,73247.0,20871.0,0.046,119.311
2013/10/05,1.937,2.059,41832835.0,0.05,20.153,19.662,19.937,19.923,73082.0,21046.0,0.046,119.368
2013/10/06,1.949,2.07,45133312.0,0.049,20.145,19.673,19.935,19.916,72819.0,21539.0,0.047,120.405
2013/10/07,1.962,2.081,44138721.0,0.048,20.136,19.682,19.932,19.909,72902.0,21181.0,0.048,121.615
2013/10/08,1.975,2.09,39791507.0,0.046,20.128,19.691,19.93,19.902,72976.0,20175.0,0.048,122.893
2013/10/09,1.989,2.1,40379384.0,0.045,20.119,19.696,19.926,19.894,73120.0,20251.0,0.049,123.503
2013/10/10,2.002,2.109,40828615.0,0.044,20.11,19.701,19.923,19.886,73284.0,20296.0,0.05,123.832
2013/10/11,2.015,2.119,40878601.0,0.043,20.104,19.711,19.921,19.881,73427.0,20365.0,0.05,124.149
2013/10/12,2.028,2.128,41346262.0,0.042,20.099,19.722,19.92,19.876,73286.0,20568.0,0.051,126.822
2013/10/13,2.039,2.138,42012410.0,0.041,20.094,19.733,19.92,19.872,73601.0,20816.0,0.052,130.117
2013/10/14,2.05,2.15,37698788.0,0.04,20.089,19.741,19.918,19.866,73797.0,19334.0,0.053,134.739
2013/10/15,2.06,2.164,32631216.0,0.039,20.084,19.747,19.917,19.861,74056.0,17807.0,0.054,136.214
2013/10/16,2.07,2.179,35024612.0,0.038,20.074,19.75,19.914,19.854,74478.0,18415.0,0.055,138.704
2013/10/17,2.082,2.195,35023542.0,0.037,20.065,19.751,19.911,19.848,74631.0,18336.0,0.056,143.723
2013/10/18,2.095,2.21,35426008.0,0.037,20.058,19.759,19.91,19.843,74882.0,18525.0,0.057,153.886
2013/10/19,2.109,2.228,35700436.0,0.036,20.051,19.768,19.91,19.84,75270.0,19162.0,0.059,157.329
2013/10/20,2.124,2.246,37184045.0,0.036,20.044,19.775,19.909,19.836,75232.0,19261.0,0.06,164.81
2013/10/21,2.138,2.265,36728767.0,0.035,20.036,19.775,19.906,19.83,75697.0,19602.0,0.062,180.316
2013/10/22,2.153,2.284,35033393.0,0.035,20.027,19.77,19.901,19.823,76441.0,21271.0,0.064,191.426
2013/10/23,2.167,2.304,38878665.0,0.035,20.018,19.765,19.897,19.815,77136.0,23254.0,0.066,185.605
2013/10/24,2.18,2.324,51964227.0,0.036,20.009,19.757,19.891,19.807,77904.0,25470.0,0.069,169.469
2013/10/25,2.192,2.343,56496548.0,0.036,20.011,19.818,19.909,19.822,78416.0,26133.0,0.072,172.97
2013/10/26,2.207,2.365,57659911.0,0.037,20.014,19.877,19.927,19.838,78318.0,26315.0,0.075,178.428
2013/10/27,2.225,2.387,60651796.0,0.037,20.015,19.933,19.945,19.854,78032.0,27115.0,0.077,188.042
2013/10/28,2.243,2.409,58676718.0,0.038,20.016,19.984,19.962,19.87,78220.0,26541.0,0.079,193.134
2013/10/29,2.263,2.43,56087708.0,0.038,20.016,20.031,19.979,19.885,78379.0,26080.0,0.082,195.57
2013/10/30,2.284,2.449,58384324.0,0.039,20.017,20.078,19.996,19.901,78765.0,26307.0,0.084,195.73
2013/10/31,2.305,2.47,59396562.0,0.039,20.018,20.123,20.013,19.918,79164.0,26583.0,0.087,197.87
2013/11/01,2.325,2.489,57175052.0,0.04,20.02,20.167,20.03,19.935,79338.0,25542.0,0.089,199.6
2013/11/02,2.345,2.509,57251418.0,0.041,20.023,20.207,20.047,19.952,79306.0,25601.0,0.091,202.56
2013/11/03,2.364,2.528,56576599.0,0.042,20.026,20.247,20.064,19.97,79394.0,25479.0,0.094,213.806
2013/11/04,2.381,2.545,55749740.0,0.043,20.034,20.316,20.092,19.998,79860.0,25040.0,0.096,231.403
2013/11/05,2.398,2.56,66071475.0,0.044,20.043,20.384,20.12,20.028,80692.0,25738.0,0.099,248.284
2013/11/06,2.416,2.574,80721082.0,0.046,20.052,20.452,20.149,20.058,81806.0,29710.0,0.102,274.025
2013/11/07,2.435,2.586,114595868.0,0.049,20.062,20.517,20.177,20.089,82876.0,32641.0,0.106,298.115
2013/11/08,2.455,2.596,138090592.0,0.052,20.072,20.577,20.205,20.12,83928.0,35184.0,0.11,334.983
2013/11/09,2.474,2.603,153067919.0,0.056,20.081,20.633,20.233,20.15,84937.0,37185.0,0.115,291.892
2013/11/10,2.493,2.608,155544535.0,0.06,20.088,20.686,20.26,20.18,85642.0,37556.0,0.12,314.01
2013/11/11,2.51,2.613,147276340.0,0.064,20.093,20.734,20.285,20.21,86315.0,36592.0,0.125,336.63
2013/11/12,2.527,2.619,143199108.0,0.068,20.099,20.778,20.31,20.239,86976.0,36975.0,0.131,369.033
2013/11/13,2.542,2.624,150265542.0,0.072,20.105,20.815,20.333,20.266,87768.0,37444.0,0.136,400.994
2013/11/14,2.556,2.628,169319304.0,0.077,20.112,20.85,20.356,20.294,88771.0,38870.0,0.142,411.755
2013/11/15,2.568,2.629,177044436.0,0.082,20.121,20.881,20.377,20.32,89458.0,39273.0,0.148,418.345
2013/11/16,2.578,2.63,170536237.0,0.087,20.13,20.911,20.398,20.347,89775.0,38474.0,0.154,453.251
2013/11/17,2.586,2.631,167429196.0,0.092,20.139,20.941,20.42,20.375,90170.0,37951.0,0.16,550.5
2013/11/18,2.595,2.631,236324323.0,0.098,20.149,20.969,20.441,20.402,91807.0,43452.0,0.166,601.887
2013/11/19,2.603,2.629,360547424.0,0.105,20.161,20.999,20.462,20.43,94356.0,55030.0,0.174,494.668
2013/11/20,2.61,2.626,398128485.0,0.113,20.172,21.026,20.483,20.458,95920.0,58091.0,0.182,599.545
