Date,difficulty-btc--trx90,hashrate-btc--trx90,sentbyaddress-btc--var30,sentbyaddress-btc--trx90,top100cap-btc--sma90,top100cap-btc--ema30,top100cap-btc--ema90,top100cap-btc--wma90,activeaddresses-btc--ema90,activeaddresses-btc--std30,activeaddresses-btc--trx90,bitcoin-price_raw_1d
2015/06/03,0.18,0.156,322041318.0,0.095,20.327,20.565,20.497,20.428,227924.0,43603.0,0.104,225.462
2015/06/04,0.178,0.154,332012958.0,0.096,20.322,20.565,20.499,20.433,228110.0,43539.0,0.104,224.648
2015/06/05,0.176,0.152,332151668.0,0.096,20.319,20.564,20.5,20.438,228304.0,43540.0,0.105,225.153
2015/06/06,0.174,0.15,332031973.0,0.097,20.323,20.563,20.501,20.443,228509.0,43414.0,0.105,224.866
2015/06/07,0.173,0.149,328241416.0,0.097,20.327,20.562,20.502,20.448,228667.0,42539.0,0.105,226.036
2015/06/08,0.171,0.148,306660795.0,0.097,20.333,20.564,20.504,20.454,228538.0,41650.0,0.105,229.474
2015/06/09,0.169,0.146,294414175.0,0.098,20.338,20.567,20.506,20.46,228704.0,41479.0,0.106,229.253
2015/06/10,0.168,0.145,345289141.0,0.098,20.344,20.57,20.509,20.466,230420.0,48647.0,0.106,229.8
2015/06/11,0.166,0.144,357357394.0,0.099,20.35,20.574,20.511,20.473,230702.0,48671.0,0.107,230.569
2015/06/12,0.164,0.142,366058402.0,0.099,20.356,20.578,20.514,20.479,231373.0,48629.0,0.107,230.832
2015/06/13,0.162,0.141,360106543.0,0.1,20.363,20.582,20.517,20.485,231727.0,47257.0,0.108,233.557
2015/06/14,0.161,0.14,356321876.0,0.101,20.369,20.586,20.52,20.491,232460.0,47080.0,0.108,235.626
2015/06/15,0.159,0.139,401350844.0,0.102,20.375,20.589,20.522,20.497,233622.0,49482.0,0.109,241.816
2015/06/16,0.157,0.138,356800464.0,0.103,20.382,20.594,20.525,20.503,233983.0,49388.0,0.11,250.867
2015/06/17,0.156,0.137,402855767.0,0.104,20.389,20.598,20.528,20.51,235209.0,50871.0,0.111,248.304
2015/06/18,0.154,0.136,405802671.0,0.105,20.395,20.602,20.531,20.515,235328.0,50286.0,0.112,247.452
2015/06/19,0.153,0.135,406658140.0,0.106,20.404,20.616,20.537,20.525,235608.0,49739.0,0.113,243.001
2015/06/20,0.151,0.134,398313753.0,0.107,20.412,20.631,20.544,20.534,235719.0,47794.0,0.114,243.39
2015/06/21,0.15,0.132,401303175.0,0.108,20.42,20.645,20.551,20.544,236196.0,46684.0,0.115,245.632
2015/06/22,0.149,0.131,341713778.0,0.109,20.429,20.656,20.557,20.553,235619.0,45025.0,0.115,245.012
2015/06/23,0.147,0.13,337255880.0,0.11,20.437,20.667,20.563,20.561,236376.0,45291.0,0.116,243.214
2015/06/24,0.146,0.129,325621651.0,0.111,20.446,20.677,20.568,20.57,236218.0,44499.0,0.116,242.511
2015/06/25,0.145,0.128,359888412.0,0.112,20.453,20.687,20.574,20.579,235496.0,47406.0,0.117,242.731
2015/06/26,0.143,0.127,365088911.0,0.112,20.461,20.697,20.58,20.587,235953.0,46585.0,0.117,246.389
2015/06/27,0.142,0.126,359540307.0,0.113,20.469,20.706,20.586,20.595,236777.0,46112.0,0.117,249.74
2015/06/28,0.141,0.125,372195032.0,0.114,20.477,20.716,20.592,20.604,236894.0,46158.0,0.118,252.903
2015/06/29,0.14,0.124,371972958.0,0.115,20.485,20.722,20.596,20.611,237099.0,44323.0,0.118,262.642
2015/06/30,0.139,0.123,399650571.0,0.116,20.493,20.727,20.601,20.618,238060.0,45278.0,0.119,260.055
2015/07/01,0.137,0.122,395522104.0,0.117,20.502,20.733,20.606,20.625,238715.0,45121.0,0.119,257.569
2015/07/02,0.136,0.121,425149875.0,0.118,20.511,20.74,20.611,20.633,239546.0,45478.0,0.12,256.101
2015/07/03,0.135,0.12,427632554.0,0.119,20.519,20.742,20.614,20.639,240162.0,45837.0,0.12,257.741
2015/07/04,0.134,0.12,434286040.0,0.12,20.527,20.745,20.618,20.644,240417.0,45462.0,0.121,264.51
2015/07/05,0.133,0.119,432682622.0,0.122,20.536,20.747,20.622,20.65,241112.0,45591.0,0.122,271.941
2015/07/06,0.132,0.118,515576972.0,0.123,20.544,20.753,20.626,20.657,242138.0,46755.0,0.123,267.655
2015/07/07,0.131,0.118,516115828.0,0.125,20.552,20.759,20.631,20.663,243051.0,47214.0,0.124,268.562
2015/07/08,0.13,0.117,530754492.0,0.127,20.56,20.764,20.636,20.67,244006.0,46576.0,0.125,269.981
2015/07/09,0.128,0.116,551555376.0,0.129,20.568,20.768,20.64,20.675,244873.0,46545.0,0.126,281.268
2015/07/10,0.127,0.116,564773079.0,0.131,20.577,20.773,20.645,20.681,245859.0,44670.0,0.127,291.386
2015/07/11,0.126,0.115,569054336.0,0.133,20.585,20.777,20.649,20.687,246769.0,45228.0,0.128,304.274
2015/07/12,0.125,0.115,567513690.0,0.135,20.592,20.778,20.652,20.691,247594.0,45949.0,0.13,293.763
2015/07/13,0.124,0.114,545488516.0,0.137,20.599,20.781,20.656,20.697,247748.0,45709.0,0.131,290.261
2015/07/14,0.123,0.114,537550401.0,0.139,20.605,20.782,20.659,20.701,247910.0,45780.0,0.132,290.258
2015/07/15,0.122,0.113,541000662.0,0.141,20.611,20.784,20.662,20.706,247544.0,46280.0,0.133,282.262
2015/07/16,0.122,0.113,565478105.0,0.142,20.618,20.791,20.667,20.712,247446.0,46559.0,0.134,277.177
2015/07/17,0.121,0.112,600265340.0,0.143,20.626,20.8,20.673,20.719,246903.0,47129.0,0.134,277.466
2015/07/18,0.12,0.112,681630241.0,0.144,20.633,20.807,20.678,20.725,246534.0,47797.0,0.135,274.834
2015/07/19,0.119,0.111,716041032.0,0.144,20.64,20.814,20.683,20.731,246900.0,47696.0,0.135,276.116
2015/07/20,0.118,0.111,698007730.0,0.145,20.647,20.82,20.688,20.737,246941.0,47386.0,0.136,278.551
2015/07/21,0.118,0.11,664301548.0,0.145,20.654,20.825,20.693,20.743,246715.0,48035.0,0.136,276.546
2015/07/22,0.117,0.11,648701849.0,0.146,20.429,19.482,20.238,20.289,241292.0,103296.0,0.135,277.064
2015/07/23,0.116,0.11,658706909.0,0.146,20.203,18.225,19.793,19.84,235989.0,136700.0,0.132,282.729
2015/07/24,0.116,0.109,664283786.0,0.146,19.977,17.049,19.358,19.396,230803.0,161959.0,0.129,288.564
2015/07/25,0.115,0.109,660729601.0,0.146,19.983,17.298,19.392,19.416,225730.0,182301.0,0.125,290.788
2015/07/26,0.114,0.109,681043566.0,0.146,19.989,17.531,19.426,19.436,220769.0,199317.0,0.119,291.318
2015/07/27,0.114,0.109,683358457.0,0.145,19.995,17.751,19.459,19.457,215917.0,213040.0,0.113,294.087
2015/07/28,0.113,0.109,658018881.0,0.145,20.001,17.958,19.492,19.479,216861.0,213464.0,0.107,290.804
2015/07/29,0.113,0.109,680284115.0,0.145,20.007,18.152,19.524,19.5,218039.0,214185.0,0.102,287.751
2015/07/30,0.112,0.109,660746990.0,0.145,20.013,18.331,19.555,19.52,218666.0,213049.0,0.097,284.668
2015/07/31,0.112,0.108,659878997.0,0.145,20.019,18.499,19.585,19.54,219816.0,213165.0,0.092,280.98
2015/08/01,0.112,0.108,630496213.0,0.144,20.024,18.655,19.615,19.56,220855.0,212799.0,0.088,280.317
2015/08/02,0.111,0.108,649274293.0,0.144,20.03,18.802,19.644,19.58,221721.0,212551.0,0.084,282.591
2015/08/03,0.111,0.108,640333688.0,0.144,20.036,18.941,19.673,19.6,222294.0,212451.0,0.081,283.586
2015/08/04,0.111,0.109,645123131.0,0.143,20.04,19.062,19.698,19.618,223126.0,212025.0,0.077,282.593
2015/08/05,0.11,0.109,565421327.0,0.143,20.044,19.172,19.721,19.634,224389.0,211685.0,0.074,279.109
2015/08/06,0.11,0.108,489464503.0,0.143,20.047,19.269,19.742,19.647,225128.0,210672.0,0.072,278.091
2015/08/07,0.11,0.108,403969608.0,0.143,20.049,19.361,19.763,19.661,225650.0,209228.0,0.069,272.542
2015/08/08,0.109,0.108,368524761.0,0.142,20.05,19.439,19.781,19.673,226214.0,207969.0,0.067,263.326
2015/08/09,0.109,0.108,363882917.0,0.141,20.054,19.535,19.806,19.692,226536.0,206064.0,0.065,264.516
2015/08/10,0.109,0.108,339095556.0,0.141,20.061,19.641,19.836,19.717,227136.0,204608.0,0.063,265.458
2015/08/11,0.109,0.108,328644589.0,0.14,20.068,19.74,19.866,19.741,227336.0,202775.0,0.061,267.668
2015/08/12,0.108,0.108,326877874.0,0.139,20.074,19.832,19.894,19.765,227751.0,202504.0,0.059,264.053
2015/08/13,0.108,0.109,326656278.0,0.138,20.08,19.916,19.922,19.789,227975.0,201985.0,0.058,264.837
2015/08/14,0.108,0.109,326508102.0,0.137,20.086,19.993,19.948,19.811,228158.0,202095.0,0.056,264.722
2015/08/15,0.108,0.109,331583617.0,0.136,20.091,20.062,19.972,19.833,228348.0,201931.0,0.055,258.969
2015/08/16,0.108,0.108,327040914.0,0.135,20.095,20.125,19.996,19.854,228747.0,202463.0,0.054,257.854
2015/08/17,0.108,0.108,281620515.0,0.134,20.1,20.184,20.018,19.875,229126.0,202846.0,0.052,253.79
2015/08/18,0.107,0.108,271509319.0,0.133,20.103,20.234,20.039,19.893,229966.0,203019.0,0.051,231.748
2015/08/19,0.107,0.108,273045339.0,0.131,20.107,20.279,20.059,19.912,230618.0,203391.0,0.051,232.887
2015/08/20,0.107,0.108,259079949.0,0.13,20.109,20.32,20.078,19.929,230815.0,203460.0,0.05,233.452
2015/08/21,0.107,0.108,255785011.0,0.129,20.112,20.354,20.095,19.946,231095.0,189484.0,0.049,229.848
2015/08/22,0.107,0.108,256879982.0,0.128,20.113,20.384,20.11,19.961,231910.0,173573.0,0.049,229.287
2015/08/23,0.107,0.108,263508161.0,0.127,20.115,20.41,20.125,19.976,232493.0,153690.0,0.048,219.892
2015/08/24,0.107,0.108,234669328.0,0.126,20.117,20.433,20.139,19.99,233411.0,129012.0,0.048,213.673
2015/08/25,0.106,0.109,224675838.0,0.125,20.119,20.458,20.154,20.006,233865.0,94344.0,0.048,225.249
2015/08/26,0.106,0.109,224687021.0,0.124,20.121,20.48,20.168,20.021,234342.0,24170.0,0.048,225.623
2015/08/27,0.106,0.109,224259624.0,0.123,20.123,20.501,20.182,20.036,234550.0,24377.0,0.048,227.685
2015/08/28,0.106,0.109,186485771.0,0.122,20.125,20.516,20.195,20.049,235256.0,24062.0,0.048,230.117
2015/08/29,0.106,0.11,190755399.0,0.121,20.126,20.529,20.206,20.062,234447.0,31074.0,0.048,229.659
2015/08/30,0.106,0.11,186824853.0,0.12,20.127,20.541,20.217,20.075,234935.0,30313.0,0.048,228.792
2015/08/31,0.107,0.11,185835629.0,0.119,20.128,20.557,20.23,20.09,235614.0,30230.0,0.048,228.197
2015/09/01,0.107,0.111,181151380.0,0.118,20.13,20.57,20.242,20.104,236509.0,31390.0,0.048,228.016
2015/09/02,0.107,0.111,194518397.0,0.117,20.133,20.583,20.253,20.118,236993.0,31442.0,0.049,227.614
2015/09/03,0.107,0.112,188705661.0,0.116,20.135,20.596,20.265,20.132,237660.0,31786.0,0.049,229.058
2015/09/04,0.107,0.113,177264693.0,0.115,20.138,20.607,20.276,20.146,237334.0,31732.0,0.049,231.934
2015/09/05,0.107,0.113,175416357.0,0.114,20.14,20.616,20.286,20.159,238460.0,34474.0,0.05,239.717
2015/09/06,0.107,0.114,180938230.0,0.113,20.141,20.624,20.296,20.172,239032.0,34766.0,0.051,240.53
2015/09/07,0.107,0.115,178543748.0,0.112,20.142,20.628,20.305,20.184,236876.0,52925.0,0.051,243.394
2015/09/08,0.108,0.115,143150555.0,0.111,20.143,20.632,20.313,20.196,238122.0,55255.0,0.051,240.462
2015/09/09,0.108,0.116,143575671.0,0.11,20.144,20.635,20.321,20.208,232888.0,105395.0,0.05,238.539
2015/09/10,0.108,0.117,143559878.0,0.109,20.143,20.634,20.328,20.218,232537.0,105756.0,0.049,239.916
2015/09/11,0.109,0.118,146181848.0,0.108,20.143,20.633,20.334,20.229,233286.0,106141.0,0.049,238.114
2015/09/12,0.109,0.119,155185798.0,0.107,20.143,20.632,20.341,20.24,233718.0,106207.0,0.048,232.617
2015/09/13,0.11,0.119,154922336.0,0.106,20.143,20.632,20.347,20.25,234910.0,107436.0,0.048,230.218
2015/09/14,0.11,0.12,147728172.0,0.105,20.142,20.63,20.352,20.26,235636.0,107741.0,0.047,230.152
2015/09/15,0.111,0.121,137792648.0,0.105,20.141,20.624,20.356,20.269,236628.0,108504.0,0.047,228.705
2015/09/16,0.111,0.122,141696772.0,0.104,20.139,20.618,20.36,20.277,236956.0,108521.0,0.047,230.686
2015/09/17,0.112,0.123,151063156.0,0.103,20.136,20.61,20.363,20.285,237593.0,108486.0,0.047,233.043
2015/09/18,0.112,0.124,157599445.0,0.103,20.132,20.603,20.366,20.293,238696.0,109416.0,0.048,231.588
2015/09/19,0.113,0.125,162213216.0,0.102,20.128,20.595,20.369,20.301,238812.0,109387.0,0.048,230.94
2015/09/20,0.113,0.126,163746944.0,0.102,20.124,20.587,20.371,20.309,239970.0,110515.0,0.049,228.015
2015/09/21,0.114,0.126,170019329.0,0.101,20.121,20.582,20.374,20.317,241002.0,111153.0,0.049,228.689
2015/09/22,0.115,0.127,178673133.0,0.101,20.117,20.577,20.377,20.325,242745.0,113994.0,0.05,230.404
2015/09/23,0.116,0.128,178930997.0,0.1,20.113,20.568,20.378,20.332,242993.0,113690.0,0.051,232.239
2015/09/24,0.116,0.128,180039721.0,0.1,20.108,20.556,20.378,20.339,243197.0,113685.0,0.052,235.295
2015/09/25,0.117,0.129,182069140.0,0.1,20.102,20.545,20.378,20.344,243590.0,113732.0,0.053,234.051
2015/09/26,0.118,0.13,184727861.0,0.099,20.097,20.533,20.378,20.35,244384.0,114156.0,0.054,233.409
2015/09/27,0.119,0.131,188068420.0,0.099,20.092,20.522,20.378,20.356,245104.0,114393.0,0.056,237.125
2015/09/28,0.12,0.132,180910235.0,0.098,20.087,20.511,20.377,20.362,245542.0,112673.0,0.057,237.937
2015/09/29,0.121,0.132,189507197.0,0.098,20.082,20.504,20.378,20.368,246880.0,114187.0,0.058,236.866
2015/09/30,0.121,0.134,198007884.0,0.098,20.078,20.5,20.379,20.376,247867.0,114847.0,0.06,236.899
2015/10/01,0.122,0.135,198969490.0,0.098,20.074,20.496,20.38,20.384,248042.0,114632.0,0.061,237.726
2015/10/02,0.123,0.136,201261141.0,0.098,20.07,20.488,20.38,20.391,248534.0,114737.0,0.063,238.381
2015/10/03,0.124,0.136,218020879.0,0.098,20.063,20.471,20.377,20.394,248138.0,115060.0,0.064,238.794
2015/10/04,0.125,0.137,211996419.0,0.097,20.057,20.455,20.373,20.398,248835.0,114698.0,0.065,238.724
2015/10/05,0.126,0.138,218959127.0,0.097,20.05,20.439,20.37,20.401,249107.0,114137.0,0.066,243.136
2015/10/06,0.127,0.139,198574650.0,0.096,20.043,20.425,20.367,20.405,249829.0,114464.0,0.068,245.262
2015/10/07,0.128,0.14,200444662.0,0.096,20.036,20.411,20.363,20.409,250335.0,106053.0,0.069,243.701
2015/10/08,0.129,0.141,215238127.0,0.096,20.029,20.402,20.361,20.414,250986.0,105622.0,0.07,243.629
2015/10/09,0.13,0.142,238337005.0,0.095,20.023,20.392,20.359,20.419,250471.0,44378.0,0.072,244.579
2015/10/10,0.131,0.142,231225541.0,0.095,20.017,20.383,20.356,20.424,251526.0,41167.0,0.073,245.811
2015/10/11,0.132,0.143,263628316.0,0.094,20.01,20.374,20.354,20.428,251895.0,41143.0,0.074,246.638
2015/10/12,0.133,0.144,243685844.0,0.094,20.004,20.362,20.35,20.432,252552.0,40687.0,0.076,247.404
2015/10/13,0.134,0.144,238252328.0,0.093,19.997,20.35,20.346,20.436,252917.0,40304.0,0.077,251.284
2015/10/14,0.135,0.145,241902703.0,0.093,19.989,20.338,20.342,20.44,253375.0,40278.0,0.078,254.488
2015/10/15,0.136,0.146,344215249.0,0.092,19.981,20.33,20.339,20.445,255058.0,45230.0,0.08,259.868
2015/10/16,0.136,0.146,374499430.0,0.092,19.973,20.323,20.337,20.45,255912.0,44994.0,0.081,269.135
2015/10/17,0.137,0.147,416919877.0,0.093,19.966,20.318,20.335,20.456,257660.0,49735.0,0.083,266.726
2015/10/18,0.138,0.148,415949185.0,0.093,19.958,20.312,20.332,20.462,258557.0,50171.0,0.085,263.775
2015/10/19,0.139,0.148,427487865.0,0.093,19.95,20.303,20.329,20.467,259745.0,50018.0,0.087,267.214
2015/10/20,0.14,0.149,473971667.0,0.094,20.174,20.296,20.326,20.472,261796.0,56344.0,0.09,268.111
2015/10/21,0.141,0.149,518224279.0,0.094,20.399,20.29,20.323,20.473,263028.0,57757.0,0.092,271.908
2015/10/22,0.141,0.15,547943918.0,0.095,20.622,20.276,20.318,20.466,264120.0,57170.0,0.095,276.61
2015/10/23,0.142,0.15,571646678.0,0.096,20.613,20.264,20.313,20.454,265248.0,57256.0,0.097,279.731
2015/10/24,0.143,0.151,615060178.0,0.098,20.603,20.249,20.306,20.441,266950.0,59489.0,0.1,289.505
2015/10/25,0.143,0.151,621553725.0,0.099,20.593,20.234,20.3,20.428,268448.0,60919.0,0.103,284.408
2015/10/26,0.144,0.152,598507993.0,0.1,20.583,20.222,20.295,20.416,270145.0,63870.0,0.106,292.005
2015/10/27,0.144,0.152,600207798.0,0.101,20.573,20.212,20.29,20.405,271173.0,64163.0,0.109,301.252
2015/10/28,0.145,0.153,619552918.0,0.103,20.562,20.195,20.282,20.391,271922.0,63347.0,0.112,309.563
2015/10/29,0.146,0.153,639712236.0,0.104,20.551,20.178,20.275,20.377,273516.0,65652.0,0.115,324.762
2015/10/30,0.146,0.154,694412822.0,0.106,20.539,20.157,20.265,20.362,275024.0,67601.0,0.118,321.941
2015/10/31,0.147,0.154,732052884.0,0.108,20.526,20.136,20.256,20.346,276169.0,66446.0,0.122,316.359
2015/11/01,0.147,0.155,757487268.0,0.11,20.514,20.114,20.246,20.33,277422.0,66439.0,0.125,335.738
2015/11/02,0.148,0.156,740085439.0,0.112,20.503,20.098,20.237,20.316,278835.0,62134.0,0.128,384.145
2015/11/03,0.148,0.156,887279092.0,0.114,20.494,20.089,20.231,20.304,281276.0,68087.0,0.132,449.287
2015/11/04,0.149,0.157,1202108693.0,0.117,20.487,20.084,20.226,20.294,284581.0,78424.0,0.136,401.566
2015/11/05,0.149,0.158,1270330133.0,0.121,20.48,20.083,20.223,20.284,286714.0,80789.0,0.14,372.194
2015/11/06,0.149,0.158,1321916717.0,0.124,20.475,20.085,20.22,20.276,288703.0,81475.0,0.145,383.625
2015/11/07,0.15,0.159,1313598321.0,0.127,20.465,20.083,20.217,20.267,289252.0,79999.0,0.149,382.2
2015/11/08,0.15,0.159,1171628813.0,0.131,20.452,20.078,20.212,20.257,290523.0,71910.0,0.153,374.932
2015/11/09,0.151,0.16,1132568410.0,0.134,20.438,20.067,20.205,20.245,292182.0,72313.0,0.157,365.764
2015/11/10,0.151,0.16,939143778.0,0.137,20.423,20.05,20.197,20.231,293144.0,68586.0,0.161,315.768
2015/11/11,0.151,0.161,836682122.0,0.14,20.408,20.034,20.188,20.217,294222.0,66027.0,0.165,327.694
2015/11/12,0.152,0.162,739767166.0,0.143,20.392,20.012,20.177,20.202,295040.0,61443.0,0.169,333.683
2015/11/13,0.152,0.162,689977340.0,0.146,20.377,19.991,20.166,20.186,295442.0,57582.0,0.173,333.448
2015/11/14,0.153,0.163,689949543.0,0.149,20.362,19.972,20.156,20.171,296755.0,57837.0,0.177,328.106
2015/11/15,0.153,0.164,676412657.0,0.152,20.347,19.953,20.145,20.156,298520.0,56957.0,0.181,322.131
2015/11/16,0.154,0.165,670948558.0,0.155,20.335,19.952,20.141,20.147,299257.0,57017.0,0.184,334.502
2015/11/17,0.154,0.166,591040630.0,0.158,20.323,19.943,20.134,20.136,299708.0,55372.0,0.188,333.66
2015/11/18,0.155,0.167,577153818.0,0.161,20.312,19.94,20.128,20.126,301109.0,54780.0,0.191,330.832
2015/11/19,0.155,0.168,576149762.0,0.164,20.301,19.938,20.124,20.117,301418.0,55600.0,0.194,319.889
2015/11/20,0.156,0.169,571972137.0,0.166,20.291,19.937,20.119,20.109,301881.0,55353.0,0.198,324.813
2015/11/21,0.156,0.171,564727760.0,0.169,20.281,19.934,20.114,20.1,302769.0,54231.0,0.201,324.123
2015/11/22,0.157,0.172,572710236.0,0.171,20.271,19.931,20.109,20.092,303654.0,53217.0,0.203,322.867
2015/11/23,0.158,0.174,587289382.0,0.173,20.261,19.927,20.104,20.083,303682.0,55079.0,0.206,320.608
2015/11/24,0.158,0.175,562582183.0,0.176,20.251,19.924,20.099,20.074,304591.0,54999.0,0.209,322.364
2015/11/25,0.159,0.177,511640235.0,0.178,20.24,19.921,20.094,20.066,305131.0,55234.0,0.211,342.484
2015/11/26,0.16,0.179,505206222.0,0.18,20.232,19.926,20.092,20.061,306128.0,54428.0,0.214,355.977
2015/11/27,0.161,0.181,496204054.0,0.182,20.22,19.907,20.082,20.048,306121.0,54374.0,0.216,354.843
2015/11/28,0.162,0.183,508421091.0,0.184,20.206,19.876,20.067,20.03,307310.0,54680.0,0.218,360.479
2015/11/29,0.163,0.185,630526906.0,0.186,20.191,19.845,20.053,20.013,306724.0,59322.0,0.22,376.271
2015/11/30,0.165,0.187,748031970.0,0.188,20.176,19.818,20.039,19.996,309613.0,68187.0,0.222,367.19
2015/12/01,0.166,0.189,777110252.0,0.19,20.167,19.832,20.039,19.993,310928.0,68496.0,0.224,355.655
2015/12/02,0.167,0.191,832057092.0,0.192,20.16,19.849,20.04,19.991,312479.0,69526.0,0.226,361.925
2015/12/03,0.169,0.193,767981065.0,0.194,20.152,19.861,20.04,19.988,312719.0,68383.0,0.228,359.977
2015/12/04,0.17,0.195,562317398.0,0.196,20.143,19.871,20.039,19.985,313058.0,60912.0,0.23,374.789
2015/12/05,0.172,0.198,650850071.0,0.198,20.135,19.876,20.038,19.981,315201.0,64149.0,0.232,393.696
2015/12/06,0.173,0.2,650158967.0,0.201,20.126,19.88,20.035,19.977,316619.0,64326.0,0.234,393.935
2015/12/07,0.175,0.203,700331692.0,0.203,20.118,19.885,20.033,19.973,318095.0,64807.0,0.236,395.33
2015/12/08,0.177,0.205,767890835.0,0.206,20.11,19.887,20.031,19.969,319809.0,67201.0,0.239,417.576
2015/12/09,0.179,0.208,963401527.0,0.209,20.103,19.896,20.031,19.967,322122.0,72421.0,0.241,415.562
2015/12/10,0.181,0.211,1131527727.0,0.212,20.097,19.906,20.031,19.965,324329.0,76698.0,0.244,432.058
2015/12/11,0.183,0.215,1174135161.0,0.215,20.091,19.916,20.032,19.965,325559.0,77196.0,0.246,432.019
2015/12/12,0.185,0.219,1365366672.0,0.219,20.084,19.924,20.032,19.964,328833.0,87888.0,0.249,435.76
2015/12/13,0.187,0.222,1359814027.0,0.222,20.078,19.929,20.031,19.962,330759.0,88521.0,0.252,441.485
2015/12/14,0.189,0.226,1456224882.0,0.226,20.07,19.927,20.029,19.958,333987.0,97614.0,0.255,456.742
2015/12/15,0.191,0.23,1541437673.0,0.23,20.064,19.93,20.027,19.956,335975.0,99749.0,0.258,456.521
2015/12/16,0.194,0.235,1579631991.0,0.234,20.058,19.93,20.025,19.953,337681.0,100102.0,0.262,455.108
2015/12/17,0.196,0.239,1553607784.0,0.237,20.05,19.922,20.02,19.947,339442.0,99611.0,0.265,459.385
2015/12/18,0.198,0.243,1552365592.0,0.241,20.043,19.915,20.016,19.942,340983.0,100319.0,0.268,462.587
2015/12/19,0.201,0.247,1615772050.0,0.245,20.034,19.9,20.009,19.934,343388.0,101180.0,0.272,453.641
2015/12/20,0.204,0.252,1565113959.0,0.249,20.025,19.887,20.002,19.927,343881.0,99055.0,0.275,437.468
2015/12/21,0.207,0.256,1564589461.0,0.253,20.014,19.865,19.992,19.916,346141.0,100600.0,0.278,439.047
2015/12/22,0.211,0.261,1445493272.0,0.257,20.004,19.844,19.982,19.906,347747.0,100063.0,0.281,440.857
2015/12/23,0.214,0.266,1292866127.0,0.26,19.995,19.822,19.971,19.895,349231.0,95639.0,0.284,454.111
2015/12/24,0.218,0.271,1248762592.0,0.264,19.985,19.802,19.961,19.884,350560.0,94267.0,0.287,454.511
2015/12/25,0.221,0.275,1242948306.0,0.267,19.975,19.78,19.95,19.873,350352.0,93274.0,0.29,428.423
2015/12/26,0.225,0.28,1203915590.0,0.27,19.965,19.763,19.94,19.862,350790.0,92310.0,0.293,417.265
2015/12/27,0.229,0.285,1262784231.0,0.273,19.956,19.744,19.93,19.851,351063.0,87101.0,0.295,424.113
2015/12/28,0.233,0.291,1289700738.0,0.275,19.946,19.727,19.92,19.841,351407.0,86773.0,0.297,425.095
2015/12/29,0.238,0.296,947843291.0,0.277,19.935,19.712,19.911,19.831,351817.0,76104.0,0.298,428.988
2015/12/30,0.242,0.302,974351270.0,0.278,19.924,19.696,19.901,19.821,352288.0,75292.0,0.3,425.418
2015/12/31,0.246,0.307,1132295583.0,0.28,19.915,19.683,19.892,19.812,351797.0,78526.0,0.301,432.258
2016/01/01,0.251,0.312,1456684437.0,0.28,19.907,19.674,19.884,19.803,349872.0,91647.0,0.302,433.24
2016/01/02,0.255,0.317,1416085443.0,0.281,19.899,19.664,19.877,19.795,350510.0,88184.0,0.302,429.271
2016/01/03,0.26,0.323,1460747139.0,0.281,19.891,19.655,19.869,19.786,349891.0,88787.0,0.302,431.819
2016/01/04,0.265,0.328,1455855283.0,0.281,19.884,19.648,19.862,19.779,350107.0,89393.0,0.302,432.241
2016/01/05,0.27,0.333,1453731319.0,0.281,19.877,19.643,19.855,19.772,350567.0,89610.0,0.302,429.829
2016/01/06,0.275,0.338,1494882419.0,0.281,19.868,19.631,19.846,19.763,350374.0,91374.0,0.302,447.946
2016/01/07,0.28,0.343,1467724813.0,0.281,19.859,19.619,19.838,19.754,350583.0,92005.0,0.301,454.849
2016/01/08,0.286,0.349,1394750861.0,0.28,19.849,19.604,19.828,19.743,350803.0,91584.0,0.301,449.909
2016/01/09,0.291,0.354,1323889456.0,0.28,19.84,19.589,19.818,19.733,351882.0,90776.0,0.3,444.408
2016/01/10,0.296,0.359,1327469143.0,0.28,19.831,19.577,19.809,19.723,352370.0,90860.0,0.3,447.174
2016/01/11,0.301,0.365,1204198047.0,0.279,19.821,19.56,19.798,19.712,353227.0,84792.0,0.299,445.538
2016/01/12,0.307,0.37,1209274985.0,0.279,19.813,19.55,19.789,19.703,354008.0,83935.0,0.299,428.513
2016/01/13,0.312,0.376,1135270872.0,0.279,19.804,19.542,19.781,19.694,353846.0,77046.0,0.298,430.349
2016/01/14,0.317,0.381,1040719823.0,0.278,19.795,19.534,19.773,19.686,354075.0,75238.0,0.297,403.973
2016/01/15,0.323,0.386,981899209.0,0.278,19.786,19.529,19.766,19.678,354268.0,74073.0,0.296,371.323
2016/01/16,0.328,0.391,1019694187.0,0.277,19.778,19.527,19.76,19.672,356022.0,75555.0,0.295,384.435
2016/01/17,0.334,0.395,1142019411.0,0.277,19.77,19.523,19.754,19.665,358228.0,80146.0,0.294,383.0
2016/01/18,0.339,0.4,1058464549.0,0.277,19.762,19.518,19.747,19.658,359475.0,76727.0,0.294,383.472
2016/01/19,0.345,0.405,1042811731.0,0.277,19.754,19.514,19.741,19.651,359595.0,76742.0,0.293,392.939
2016/01/20,0.351,0.409,1121966898.0,0.277,19.747,19.511,19.735,19.645,364235.0,101141.0,0.293,414.174
2016/01/21,0.356,0.414,1189167745.0,0.278,19.741,19.51,19.729,19.639,365810.0,102184.0,0.293,393.566
