Date,difficulty-btc--trx14,difficulty-btc--trx30,difficulty-btc--trx90,difficulty-btc--rsi30,difficulty-btc--rsi90,hashrate-btc--trx90,mining_profitability-btc--trx7,mining_profitability-btc--trx90,transactionfees-btc--trx14,confirmationtime-btc--trx90,marketcap-btc--trx14,transactionvalue-btc--trx30,transactionvalue-btc--roc90,fee_to_reward-btc--trx30,size-btc--trx30,transactions-btc--std14,transactions-btc--var30,transactions-btc--trx14,transactions-btc--trx30,transactions-btc--trx90,sentbyaddress-btc--trx7,sentbyaddress-btc--trx90,top100cap-btc--sma14,top100cap-btc--sma90,top100cap-btc--ema14,top100cap-btc--ema30,top100cap-btc--ema90,top100cap-btc--wma14,top100cap-btc--wma90,top100cap-btc--std14,top100cap-btc--trx14,activeaddresses-btc--trx7,activeaddresses-btc--trx90,price-btc--trx30,price-btc--rsi90,bitcoin-price_raw_7d
2013/04/01,1.93,1.046,0.271,97.889,91.841,0.372,1.855,0.091,3.644,-0.057,3.675,3.059,314.433,0.05,-0.019,11454.0,74247499.0,-0.243,0.092,0.394,1.151,0.253,19.59,19.396,19.671,19.545,19.501,19.706,19.428,0.462,0.063,1.516,0.27,2.538,91.45,163.561
2013/04/02,1.948,1.085,0.279,97.889,91.841,0.384,2.171,0.104,3.733,-0.059,3.792,3.125,576.302,0.038,-0.015,11873.0,76789294.0,-0.174,0.086,0.392,1.319,0.256,19.639,19.401,19.718,19.576,19.513,19.764,19.442,0.49,0.074,1.611,0.274,2.617,92.645,195.397
2013/04/03,1.943,1.122,0.288,97.889,91.841,0.396,2.668,0.117,3.956,-0.061,3.958,3.214,725.071,0.036,-0.006,11938.0,76727861.0,-0.078,0.084,0.391,1.885,0.26,19.68,19.405,19.754,19.602,19.523,19.81,19.454,0.503,0.085,2.166,0.279,2.707,93.508,178.5
2013/04/04,1.917,1.154,0.296,97.889,91.841,0.407,3.069,0.132,4.254,-0.063,4.134,3.307,571.837,0.049,0.013,13290.0,81439397.0,0.044,0.089,0.389,2.554,0.264,19.723,19.41,19.786,19.627,19.534,19.852,19.467,0.497,0.094,2.797,0.284,2.805,93.724,115.0
2013/04/05,1.888,1.184,0.305,98.186,92.508,0.419,3.579,0.147,4.452,-0.065,4.304,3.4,523.341,0.063,0.034,13374.0,80782038.0,0.152,0.095,0.388,3.009,0.269,19.757,19.413,19.792,19.64,19.54,19.866,19.477,0.457,0.1,3.094,0.29,2.907,94.013,92.446
2013/04/06,1.885,1.216,0.314,98.62,93.644,0.431,3.707,0.163,4.475,-0.066,4.456,3.465,692.881,0.068,0.052,13473.0,76225007.0,0.203,0.098,0.386,2.704,0.274,19.792,19.416,19.797,19.653,19.547,19.876,19.486,0.396,0.103,2.801,0.296,3.011,94.297,98.435
2013/04/07,1.89,1.248,0.324,98.62,93.644,0.443,3.702,0.179,4.457,-0.068,4.595,3.48,402.77,0.072,0.074,13637.0,78845320.0,0.266,0.104,0.384,2.1,0.278,19.82,19.418,19.793,19.66,19.551,19.873,19.494,0.325,0.103,2.365,0.302,3.117,94.67,91.849
2013/04/08,1.894,1.279,0.334,98.62,93.644,0.455,3.727,0.196,4.404,-0.069,4.771,3.493,443.236,0.073,0.099,13004.0,80403360.0,0.324,0.111,0.383,1.898,0.283,19.837,19.421,19.779,19.662,19.554,19.856,19.499,0.263,0.1,2.425,0.309,3.234,95.477,87.108
2013/04/09,1.891,1.308,0.344,98.62,93.644,0.467,4.363,0.215,4.392,-0.07,5.043,3.546,1023.0,0.07,0.122,12705.0,73273707.0,0.399,0.122,0.382,2.076,0.289,19.846,19.424,19.771,19.665,19.558,19.839,19.506,0.237,0.095,2.582,0.317,3.375,96.314,75.043
2013/04/10,1.877,1.335,0.355,98.62,93.644,0.48,4.775,0.235,4.515,-0.072,5.253,3.666,2232.0,0.069,0.141,12405.0,75345573.0,0.465,0.134,0.381,2.587,0.295,19.852,19.429,19.77,19.672,19.562,19.828,19.513,0.222,0.09,3.087,0.325,3.514,87.615,77.734
2013/04/11,1.851,1.358,0.365,98.62,93.644,0.493,3.896,0.254,4.425,-0.073,5.171,3.742,1043.0,0.075,0.166,13114.0,79710752.0,0.541,0.149,0.38,2.875,0.303,19.887,19.438,19.826,19.705,19.576,19.873,19.53,0.267,0.089,3.406,0.335,3.601,65.226,94.679
2013/04/12,1.814,1.378,0.376,98.62,93.644,0.505,2.52,0.273,4.149,-0.074,4.842,3.755,832.053,0.079,0.185,13123.0,79995518.0,0.576,0.162,0.379,2.677,0.31,19.906,19.446,19.867,19.733,19.589,19.906,19.545,0.295,0.091,3.149,0.344,3.629,59.742,106.7
2013/04/13,1.767,1.394,0.387,98.62,93.644,0.518,1.205,0.291,3.728,-0.075,4.405,3.712,863.511,0.075,0.197,13595.0,79907573.0,0.559,0.17,0.378,2.006,0.317,19.919,19.456,19.903,19.759,19.601,19.937,19.561,0.318,0.094,2.33,0.353,3.616,60.631,114.48
2013/04/14,1.71,1.405,0.398,98.62,93.644,0.53,-0.041,0.307,3.287,-0.076,3.908,3.608,297.852,0.074,0.207,10694.0,78047862.0,0.517,0.175,0.376,0.985,0.323,19.941,19.466,19.936,19.784,19.613,19.968,19.576,0.336,0.097,1.22,0.361,3.566,59.178,114.295
2013/04/15,1.646,1.413,0.409,98.62,93.644,0.542,-1.062,0.323,2.943,-0.077,3.387,3.467,157.839,0.084,0.214,10345.0,62905985.0,0.456,0.177,0.375,0.331,0.329,19.971,19.479,19.996,19.823,19.63,20.027,19.596,0.406,0.103,0.622,0.37,3.486,58.164,113.535
2013/04/16,1.576,1.418,0.419,98.62,93.644,0.554,-2.006,0.338,2.494,-0.078,2.845,3.306,235.725,0.089,0.221,10876.0,52394940.0,0.441,0.182,0.373,0.122,0.336,20.006,19.494,20.065,19.868,19.649,20.1,19.619,0.495,0.112,0.314,0.378,3.377,55.706,120.78
2013/04/17,1.516,1.42,0.43,98.84,94.189,0.566,-2.762,0.351,2.154,-0.079,2.324,3.14,321.062,0.105,0.225,11015.0,46149014.0,0.407,0.185,0.372,-0.015,0.342,20.035,19.507,20.108,19.901,19.665,20.151,19.639,0.532,0.121,0.246,0.387,3.25,56.125,134.8
2013/04/18,1.496,1.426,0.442,99.185,95.245,0.578,-3.339,0.363,1.825,-0.08,1.883,3.126,2206.0,0.115,0.223,12628.0,45748251.0,0.322,0.182,0.37,-0.272,0.348,20.066,19.52,20.151,19.935,19.682,20.203,19.659,0.568,0.129,-0.082,0.395,3.119,58.612,139.74
2013/04/19,1.497,1.434,0.453,99.185,95.245,0.59,-3.471,0.375,1.549,-0.08,1.54,3.086,699.913,0.129,0.228,12579.0,41551302.0,0.26,0.179,0.369,-0.215,0.354,20.109,19.534,20.187,19.967,19.698,20.251,19.679,0.58,0.136,-0.104,0.403,2.993,60.23,132.945
2013/04/20,1.505,1.442,0.465,99.185,95.245,0.601,-3.196,0.386,1.344,-0.081,1.289,3.014,486.68,0.138,0.229,13263.0,44338031.0,0.169,0.171,0.366,-0.483,0.359,20.159,19.549,20.235,20.004,19.717,20.309,19.701,0.599,0.143,-0.476,0.41,2.876,61.222,126.316
2013/04/21,1.514,1.45,0.477,99.185,95.245,0.613,-2.776,0.397,1.128,-0.081,1.106,2.918,462.485,0.132,0.22,14986.0,49731354.0,0.046,0.157,0.364,-0.926,0.364,20.213,19.564,20.273,20.037,19.735,20.357,19.722,0.584,0.15,-1.009,0.417,2.766,61.185,124.045
2013/04/22,1.517,1.457,0.488,99.185,95.245,0.624,-2.427,0.407,0.981,-0.082,0.969,2.825,612.959,0.124,0.209,15695.0,52343484.0,-0.079,0.139,0.361,-1.164,0.369,20.273,19.578,20.306,20.068,19.752,20.398,19.743,0.524,0.154,-1.17,0.424,2.661,61.033,130.56
2013/04/23,1.512,1.462,0.5,99.185,95.245,0.635,-1.905,0.416,0.903,-0.082,0.883,2.724,261.371,0.121,0.2,14908.0,51962594.0,-0.14,0.127,0.359,-1.022,0.374,20.33,19.592,20.334,20.098,19.769,20.431,19.764,0.436,0.158,-1.106,0.43,2.566,61.945,134.465
2013/04/24,1.497,1.465,0.512,99.185,95.245,0.647,-1.255,0.426,0.893,-0.082,0.864,2.637,672.395,0.122,0.198,15091.0,51472378.0,-0.142,0.119,0.356,-0.718,0.378,20.369,19.605,20.331,20.111,19.781,20.428,19.78,0.303,0.157,-0.782,0.436,2.483,63.61,124.662
2013/04/25,1.473,1.465,0.524,99.185,95.245,0.658,-0.378,0.435,0.94,-0.082,0.898,2.549,578.364,0.124,0.197,14007.0,49536226.0,-0.115,0.115,0.354,-0.398,0.383,20.383,19.618,20.338,20.129,19.794,20.43,19.797,0.286,0.154,-0.576,0.443,2.413,64.169,111.049
2013/04/26,1.44,1.463,0.536,99.185,95.245,0.669,0.167,0.444,0.923,-0.083,0.945,2.451,558.563,0.117,0.193,13920.0,49001091.0,-0.101,0.11,0.352,-0.225,0.388,20.403,19.63,20.349,20.148,19.808,20.435,19.814,0.251,0.15,-0.52,0.448,2.349,62.827,102.694
2013/04/27,1.399,1.459,0.548,99.185,95.245,0.68,0.29,0.453,0.898,-0.083,0.98,2.337,400.244,0.106,0.185,15058.0,54868952.0,-0.141,0.1,0.349,-0.461,0.391,20.405,19.639,20.325,20.149,19.816,20.403,19.826,0.243,0.143,-0.663,0.453,2.287,61.557,105.04
2013/04/28,1.351,1.452,0.559,99.185,95.245,0.69,0.519,0.461,0.834,-0.083,0.997,2.207,197.481,0.084,0.17,16485.0,62086958.0,-0.224,0.083,0.346,-0.853,0.395,20.408,19.648,20.306,20.151,19.824,20.374,19.838,0.232,0.133,-0.188,0.459,2.226,61.129,113.464
2013/04/29,1.298,1.442,0.571,99.185,95.245,0.701,0.629,0.469,0.789,-0.083,1.014,2.103,448.345,0.06,0.153,16521.0,62794121.0,-0.29,0.066,0.343,-1.0,0.398,20.384,19.655,20.273,20.145,19.829,20.327,19.847,0.295,0.12,-0.044,0.464,2.168,61.898,113.005
2013/04/30,1.269,1.434,0.582,99.426,96.022,0.711,0.464,0.476,0.79,-0.083,1.036,1.997,128.193,0.039,0.14,14818.0,60118962.0,-0.358,0.048,0.339,-1.279,0.4,20.354,19.662,20.248,20.141,19.835,20.287,19.857,0.321,0.106,-0.235,0.469,2.114,62.349,110.375
2013/05/01,1.259,1.428,0.593,99.467,96.181,0.721,0.193,0.483,0.729,-0.083,1.035,1.892,404.748,0.017,0.13,14720.0,59614011.0,-0.392,0.032,0.336,-1.291,0.402,20.337,19.669,20.236,20.142,19.842,20.261,19.868,0.336,0.092,-0.421,0.473,2.059,60.529,109.595
2013/05/02,1.258,1.422,0.605,99.467,96.181,0.731,-0.306,0.488,0.663,-0.083,0.987,1.776,193.876,0.005,0.126,14460.0,58314583.0,-0.401,0.019,0.332,-1.215,0.404,20.322,19.678,20.233,20.147,19.85,20.245,19.88,0.338,0.08,-0.598,0.477,1.999,58.146,108.42
2013/05/03,1.258,1.417,0.616,99.467,96.181,0.74,-0.891,0.493,0.56,-0.082,0.892,1.65,224.266,-0.004,0.124,13985.0,57346461.0,-0.408,0.005,0.329,-1.182,0.406,20.308,19.687,20.232,20.152,19.858,20.232,19.892,0.336,0.07,-0.722,0.48,1.932,56.759,110.54
2013/05/04,1.256,1.412,0.628,99.467,96.181,0.748,-1.278,0.498,0.449,-0.082,0.775,1.512,130.96,-0.014,0.121,13862.0,54521077.0,-0.418,-0.009,0.325,-1.373,0.406,20.283,19.696,20.229,20.156,19.866,20.218,19.903,0.312,0.06,-1.017,0.483,1.86,57.05,112.503
2013/05/05,1.249,1.405,0.639,99.467,96.181,0.757,-1.368,0.501,0.308,-0.081,0.667,1.371,95.337,-0.031,0.114,13166.0,54314897.0,-0.428,-0.022,0.322,-1.548,0.407,20.259,19.704,20.221,20.157,19.872,20.204,19.914,0.286,0.052,-1.292,0.485,1.789,58.074,111.738
2013/05/06,1.235,1.398,0.65,99.467,96.181,0.765,-1.485,0.504,0.222,-0.081,0.567,1.233,140.079,-0.044,0.108,12786.0,54003032.0,-0.424,-0.035,0.318,-1.495,0.407,20.229,19.712,20.205,20.153,19.877,20.182,19.922,0.258,0.043,-1.271,0.487,1.719,57.998,112.241
2013/05/07,1.214,1.389,0.661,99.467,96.181,0.774,-1.551,0.507,0.126,-0.08,0.47,1.1,113.79,-0.058,0.103,12099.0,51821744.0,-0.396,-0.044,0.314,-1.091,0.407,20.198,19.72,20.19,20.149,19.882,20.165,19.931,0.209,0.034,-0.676,0.489,1.649,57.561,108.635
2013/05/08,1.186,1.378,0.671,99.467,96.181,0.782,-1.616,0.509,0.078,-0.08,0.378,0.972,201.016,-0.069,0.096,10110.0,51046838.0,-0.379,-0.053,0.31,-0.641,0.407,20.185,19.728,20.182,20.148,19.888,20.155,19.94,0.202,0.026,-0.028,0.491,1.58,57.431,104.575
2013/05/09,1.153,1.366,0.682,99.467,96.181,0.79,-1.628,0.51,0.05,-0.079,0.29,0.842,43.838,-0.071,0.094,11514.0,50892041.0,-0.298,-0.055,0.307,-0.194,0.407,20.168,19.737,20.176,20.147,19.893,20.149,19.949,0.171,0.019,0.169,0.493,1.51,57.234,107.0
2013/05/10,1.114,1.352,0.692,99.467,96.181,0.798,-1.511,0.511,0.031,-0.079,0.214,0.715,107.76,-0.067,0.095,14026.0,53828612.0,-0.174,-0.051,0.304,0.162,0.407,20.142,19.745,20.161,20.142,19.897,20.135,19.956,0.108,0.012,0.183,0.494,1.443,57.5,110.492
2013/05/11,1.071,1.336,0.701,99.467,96.181,0.806,-1.293,0.511,-0.005,-0.079,0.151,0.588,87.13,-0.061,0.1,16589.0,59081498.0,-0.003,-0.037,0.301,0.356,0.407,20.132,19.752,20.143,20.134,19.9,20.12,19.962,0.122,0.005,0.054,0.495,1.378,57.745,112.815
2013/05/12,1.031,1.32,0.711,99.518,96.349,0.814,-1.228,0.511,-0.045,-0.078,0.099,0.461,75.884,-0.054,0.105,15591.0,62140101.0,0.155,-0.022,0.299,0.212,0.407,20.12,19.76,20.125,20.126,19.902,20.103,19.968,0.134,-0.002,-0.319,0.496,1.315,57.614,112.905
2013/05/13,1.016,1.306,0.72,99.653,96.892,0.822,-1.23,0.51,-0.06,-0.078,0.057,0.347,296.545,-0.047,0.109,15452.0,63019790.0,0.277,-0.006,0.297,0.123,0.406,20.116,19.766,20.109,20.118,19.904,20.087,19.973,0.144,-0.008,-0.497,0.496,1.255,57.678,113.2
2013/05/14,1.015,1.294,0.73,99.653,96.892,0.829,-1.377,0.509,-0.091,-0.078,0.016,0.237,160.936,-0.035,0.117,15043.0,66823363.0,0.392,0.013,0.294,0.18,0.405,20.111,19.773,20.097,20.112,19.907,20.075,19.978,0.151,-0.014,-0.541,0.496,1.196,57.053,115.28
2013/05/15,1.019,1.284,0.739,99.653,96.892,0.837,-1.572,0.507,-0.119,-0.077,-0.03,0.13,65.814,-0.017,0.131,15140.0,68896602.0,0.486,0.031,0.293,0.293,0.404,20.103,19.78,20.09,20.108,19.91,20.066,19.984,0.153,-0.019,-0.493,0.496,1.137,56.359,116.686
2013/05/16,1.023,1.274,0.748,99.653,96.892,0.844,-1.633,0.504,-0.059,-0.077,-0.073,0.027,107.502,0.015,0.146,14988.0,65253171.0,0.547,0.049,0.291,0.377,0.404,20.098,19.788,20.097,20.11,19.915,20.071,19.992,0.142,-0.021,-0.418,0.496,1.079,56.677,118.696
2013/05/17,1.025,1.263,0.757,99.653,96.892,0.85,-1.536,0.502,-0.016,-0.076,-0.104,-0.068,148.442,0.044,0.159,14263.0,65470589.0,0.571,0.065,0.289,0.297,0.402,20.09,19.796,20.099,20.11,19.919,20.073,20.0,0.122,-0.023,-0.44,0.495,1.025,57.133,124.605
2013/05/18,1.021,1.253,0.766,99.653,96.892,0.856,-1.367,0.499,-0.029,-0.075,-0.12,-0.156,165.255,0.062,0.167,13894.0,62939387.0,0.542,0.075,0.287,-0.024,0.401,20.083,19.806,20.101,20.11,19.924,20.076,20.007,0.106,-0.023,-0.68,0.494,0.973,57.434,127.725
2013/05/19,1.012,1.241,0.774,99.653,96.892,0.862,-1.248,0.495,-0.018,-0.075,-0.126,-0.243,54.443,0.074,0.168,14469.0,64852413.0,0.46,0.078,0.284,-0.48,0.399,20.078,19.816,20.1,20.109,19.927,20.078,20.013,0.094,-0.023,-1.047,0.492,0.925,57.446,128.75
2013/05/20,0.997,1.229,0.782,99.653,96.892,0.867,-1.22,0.491,-0.017,-0.074,-0.123,-0.326,71.197,0.085,0.169,15257.0,64585198.0,0.352,0.076,0.282,-0.773,0.397,20.079,19.826,20.102,20.109,19.931,20.082,20.019,0.095,-0.023,-1.262,0.49,0.88,57.485,128.355
2013/05/21,0.976,1.216,0.79,99.653,96.892,0.872,-0.946,0.487,-0.025,-0.073,-0.111,-0.403,148.337,0.092,0.17,15496.0,60012472.0,0.253,0.073,0.279,-0.698,0.395,20.078,19.835,20.099,20.108,19.935,20.083,20.025,0.094,-0.022,-1.155,0.487,0.837,57.76,125.725
2013/05/22,0.95,1.202,0.798,99.653,96.892,0.876,-0.714,0.483,-0.009,-0.072,-0.089,-0.472,204.892,0.097,0.166,15243.0,57851058.0,0.156,0.068,0.276,-0.617,0.393,20.078,19.843,20.104,20.109,19.939,20.09,20.032,0.095,-0.021,-1.055,0.485,0.798,57.945,126.43
2013/05/23,0.92,1.187,0.805,99.653,96.892,0.88,-0.354,0.479,0.021,-0.071,-0.058,-0.537,89.715,0.099,0.161,14773.0,57309780.0,0.097,0.065,0.274,-0.305,0.39,20.077,19.851,20.105,20.11,19.943,20.094,20.037,0.092,-0.02,-0.793,0.482,0.763,58.211,127.245
2013/05/24,0.886,1.171,0.812,99.653,96.892,0.884,-0.047,0.474,0.051,-0.07,-0.009,-0.594,166.125,0.098,0.154,14134.0,54749654.0,0.048,0.061,0.271,-0.006,0.388,20.082,19.86,20.11,20.112,19.947,20.103,20.044,0.097,-0.018,-0.453,0.48,0.732,58.981,126.424
2013/05/25,0.855,1.154,0.818,99.691,97.041,0.888,0.194,0.47,0.1,-0.069,0.056,-0.644,112.503,0.092,0.143,11946.0,53964172.0,-0.011,0.055,0.268,-0.121,0.386,20.073,19.867,20.082,20.098,19.946,20.079,20.045,0.133,-0.019,-0.427,0.477,0.706,59.38,126.909
2013/05/26,0.842,1.14,0.825,99.764,97.381,0.892,0.279,0.465,0.119,-0.068,0.129,-0.692,52.043,0.076,0.127,13638.0,61186278.0,-0.117,0.042,0.265,-0.475,0.383,20.066,19.875,20.059,20.086,19.945,20.057,20.046,0.155,-0.021,-0.533,0.473,0.684,59.511,124.135
2013/05/27,0.84,1.127,0.831,99.764,97.381,0.896,0.32,0.46,0.159,-0.067,0.204,-0.735,115.298,0.058,0.109,13305.0,57410475.0,-0.199,0.029,0.262,-0.706,0.38,20.064,19.883,20.048,20.079,19.946,20.045,20.048,0.159,-0.023,-0.586,0.47,0.666,59.437,120.333
2013/05/28,0.841,1.115,0.837,99.764,97.381,0.9,0.266,0.455,0.216,-0.066,0.269,-0.773,107.782,0.045,0.093,11705.0,51060198.0,-0.242,0.018,0.259,-0.694,0.377,20.061,19.891,20.038,20.072,19.947,20.033,20.05,0.164,-0.025,-0.555,0.466,0.649,58.938,119.685
2013/05/29,0.842,1.103,0.843,99.764,97.381,0.904,0.21,0.45,0.277,-0.066,0.326,-0.804,151.769,0.033,0.078,10292.0,50483147.0,-0.265,0.009,0.256,-0.464,0.374,20.052,19.899,20.024,20.063,19.946,20.016,20.051,0.178,-0.028,-0.396,0.462,0.634,59.032,120.096
2013/05/30,0.841,1.092,0.848,99.764,97.381,0.907,0.225,0.445,0.304,-0.065,0.376,-0.834,63.604,0.017,0.063,9636.0,48035497.0,-0.265,0.002,0.253,-0.234,0.37,20.038,19.907,20.013,20.055,19.946,20.002,20.052,0.178,-0.03,-0.248,0.458,0.621,59.14,119.388
2013/05/31,0.836,1.08,0.853,99.764,97.381,0.911,0.119,0.44,0.307,-0.065,0.416,-0.86,77.135,-0.001,0.047,9152.0,48140626.0,-0.261,-0.004,0.25,-0.055,0.367,20.022,19.913,19.995,20.044,19.945,19.98,20.051,0.191,-0.033,-0.18,0.454,0.609,58.981,115.014
2013/06/01,0.827,1.068,0.858,99.764,97.381,0.916,0.208,0.435,0.274,-0.064,0.447,-0.887,104.819,-0.026,0.026,9178.0,48261074.0,-0.255,-0.011,0.247,-0.121,0.364,20.005,19.919,19.98,20.033,19.943,19.961,20.05,0.197,-0.036,-0.308,0.45,0.598,59.047,110.585
2013/06/02,0.813,1.056,0.863,99.764,97.381,0.92,0.081,0.429,0.275,-0.064,0.465,-0.915,109.862,-0.053,0.001,8907.0,48836141.0,-0.265,-0.019,0.244,-0.395,0.36,19.99,19.925,19.967,20.024,19.942,19.945,20.05,0.199,-0.038,-0.537,0.446,0.587,58.505,105.935
2013/06/03,0.795,1.042,0.868,99.764,97.381,0.926,-0.028,0.424,0.31,-0.064,0.463,-0.938,34.466,-0.078,-0.026,8689.0,47596045.0,-0.26,-0.025,0.24,-0.434,0.357,19.968,19.93,19.944,20.009,19.939,19.919,20.047,0.21,-0.042,-0.48,0.441,0.575,57.77,104.06
2013/06/04,0.773,1.028,0.872,99.764,97.381,0.931,-0.133,0.418,0.332,-0.065,0.448,-0.959,-5.374,-0.103,-0.054,8933.0,46315161.0,-0.237,-0.03,0.237,-0.293,0.353,19.946,19.934,19.923,19.995,19.936,19.895,20.044,0.219,-0.045,-0.326,0.437,0.562,57.645,106.555
2013/06/05,0.776,1.018,0.876,99.854,97.888,0.937,-0.543,0.413,0.376,-0.065,0.424,-0.978,45.091,-0.122,-0.08,8976.0,45922361.0,-0.207,-0.033,0.234,-0.197,0.349,19.927,19.94,19.916,19.986,19.934,19.885,20.042,0.196,-0.048,-0.149,0.432,0.548,57.703,108.05
2013/06/06,0.839,1.016,0.88,99.911,98.399,0.944,-1.073,0.406,0.35,-0.065,0.393,-0.991,85.113,-0.144,-0.104,8426.0,46080090.0,-0.182,-0.035,0.231,-0.077,0.346,19.906,19.943,19.903,19.976,19.932,19.87,20.04,0.174,-0.05,-0.098,0.427,0.533,57.565,106.945
2013/06/07,0.934,1.021,0.885,99.911,98.399,0.951,-1.594,0.4,0.269,-0.066,0.35,-1.002,87.461,-0.166,-0.124,8411.0,45440029.0,-0.171,-0.039,0.228,0.059,0.342,19.883,19.947,19.891,19.965,19.929,19.858,20.037,0.12,-0.052,-0.097,0.423,0.517,56.713,102.855
2013/06/08,1.041,1.031,0.891,99.911,98.399,0.957,-1.99,0.393,0.2,-0.066,0.291,-1.017,22.258,-0.188,-0.147,8788.0,44230947.0,-0.187,-0.045,0.225,-0.217,0.338,19.879,19.951,19.886,19.958,19.927,19.854,20.035,0.121,-0.053,-0.438,0.417,0.499,55.866,100.25
2013/06/09,1.146,1.043,0.896,99.911,98.399,0.964,-2.471,0.385,0.097,-0.066,0.216,-1.027,109.382,-0.212,-0.169,7345.0,43664766.0,-0.235,-0.056,0.222,-0.679,0.334,19.88,19.957,19.89,19.955,19.927,19.858,20.034,0.121,-0.052,-0.9,0.412,0.477,54.994,100.355
2013/06/10,1.24,1.058,0.901,99.911,98.399,0.972,-2.831,0.378,-0.035,-0.067,0.129,-1.039,-16.978,-0.239,-0.193,8582.0,35641253.0,-0.299,-0.069,0.218,-0.981,0.329,19.875,19.962,19.892,19.952,19.927,19.862,20.033,0.11,-0.051,-1.245,0.406,0.453,54.647,100.846
2013/06/11,1.318,1.073,0.907,99.911,98.399,0.979,-2.951,0.37,-0.132,-0.067,0.043,-1.049,12.391,-0.263,-0.218,8433.0,32145753.0,-0.351,-0.081,0.215,-1.051,0.325,19.868,19.966,19.891,19.948,19.926,19.863,20.031,0.095,-0.049,-1.354,0.4,0.427,55.029,103.663
2013/06/12,1.377,1.088,0.913,99.911,98.399,0.986,-2.913,0.361,-0.205,-0.067,-0.034,-1.058,51.158,-0.289,-0.245,8951.0,32417107.0,-0.407,-0.096,0.211,-1.064,0.32,19.872,19.971,19.902,19.949,19.927,19.878,20.031,0.107,-0.046,-1.387,0.394,0.401,55.258,105.104
2013/06/13,1.416,1.102,0.918,99.911,98.399,0.994,-2.923,0.353,-0.256,-0.068,-0.105,-1.064,-59.608,-0.315,-0.274,9415.0,29668535.0,-0.474,-0.113,0.207,-0.938,0.315,19.874,19.978,19.911,19.951,19.928,19.891,20.031,0.112,-0.041,-1.305,0.388,0.374,55.049,105.826
2013/06/14,1.436,1.115,0.924,99.911,98.399,1.002,-2.861,0.344,-0.35,-0.069,-0.176,-1.065,-49.967,-0.343,-0.301,9214.0,25231841.0,-0.515,-0.128,0.203,-0.436,0.311,19.882,19.984,19.923,19.954,19.929,19.907,20.032,0.129,-0.037,-0.958,0.382,0.346,54.279,106.072
2013/06/15,1.439,1.126,0.93,99.911,98.399,1.009,-2.822,0.336,-0.426,-0.069,-0.248,-1.069,3.718,-0.372,-0.331,11655.0,30780263.0,-0.598,-0.149,0.199,-0.46,0.306,19.891,19.991,19.934,19.957,19.931,19.924,20.032,0.144,-0.031,-1.02,0.376,0.317,53.795,103.671
2013/06/16,1.433,1.136,0.935,99.918,98.465,1.017,-2.763,0.326,-0.53,-0.07,-0.317,-1.072,-69.914,-0.404,-0.361,12080.0,31045956.0,-0.672,-0.17,0.195,-0.813,0.301,19.902,19.999,19.947,19.962,19.933,19.942,20.033,0.161,-0.026,-1.353,0.369,0.287,53.812,101.679
2013/06/17,1.482,1.154,0.941,99.955,98.916,1.025,-2.997,0.317,-0.63,-0.07,-0.38,-1.074,-41.61,-0.431,-0.385,11475.0,31726369.0,-0.724,-0.19,0.19,-1.005,0.296,19.919,20.006,19.96,19.967,19.936,19.961,20.034,0.165,-0.02,-1.555,0.363,0.257,53.891,98.478
2013/06/18,1.557,1.176,0.947,99.955,98.916,1.032,-3.223,0.307,-0.711,-0.07,-0.428,-1.074,-38.673,-0.452,-0.403,10195.0,32161866.0,-0.756,-0.209,0.186,-0.955,0.291,19.938,20.013,19.971,19.972,19.938,19.978,20.035,0.158,-0.014,-1.495,0.356,0.228,54.346,97.247
2013/06/19,1.638,1.202,0.954,99.955,98.916,1.039,-3.206,0.297,-0.779,-0.07,-0.461,-1.072,-44.807,-0.468,-0.414,8782.0,32470090.0,-0.767,-0.226,0.181,-0.661,0.286,19.952,20.021,19.985,19.979,19.941,19.996,20.036,0.168,-0.008,-1.175,0.349,0.2,54.577,98.0
2013/06/20,1.713,1.229,0.962,99.955,98.916,1.045,-3.07,0.287,-0.703,-0.07,-0.48,-1.067,-8.371,-0.463,-0.419,8281.0,32206639.0,-0.738,-0.239,0.177,-0.353,0.281,19.97,20.029,19.996,19.985,19.944,20.012,20.037,0.161,-0.003,-0.803,0.342,0.174,54.694,96.6
2013/06/21,1.773,1.256,0.969,99.955,98.916,1.052,-2.826,0.277,-0.633,-0.069,-0.488,-1.057,-6.162,-0.458,-0.423,7645.0,32491635.0,-0.706,-0.251,0.173,-0.006,0.276,19.99,20.037,20.008,19.991,19.947,20.027,20.038,0.146,0.003,-0.417,0.335,0.149,54.734,92.242
2013/06/22,1.814,1.283,0.977,99.955,98.916,1.058,-2.633,0.267,-0.494,-0.069,-0.491,-1.051,-19.167,-0.447,-0.429,7573.0,30316522.0,-0.684,-0.263,0.168,-0.018,0.271,20.004,20.045,20.013,19.995,19.949,20.035,20.039,0.126,0.007,-0.333,0.328,0.125,54.261,89.283
2013/06/23,1.835,1.307,0.984,99.955,98.916,1.065,-2.559,0.256,-0.413,-0.069,-0.494,-1.049,-59.118,-0.443,-0.438,8432.0,33185345.0,-0.697,-0.278,0.164,-0.378,0.266,20.015,20.052,20.022,20.0,19.952,20.045,20.039,0.122,0.011,-0.545,0.321,0.102,53.871,89.829
