Date,bitcoin-marketcap_raw,bitcoin-fee_to_reward_raw,bitcoin-difficulty_raw,top100cap-btc_raw,difficulty-btc--sma3,difficulty-btc--sma7,difficulty-btc--sma14,difficulty-btc--sma30,difficulty-btc--sma90,difficulty-btc--ema3,difficulty-btc--ema7,difficulty-btc--ema14,difficulty-btc--ema30,difficulty-btc--ema90,difficulty-btc--wma7,difficulty-btc--wma14,difficulty-btc--wma30,difficulty-btc--wma90,difficulty-btc--var90,difficulty-btc--rsi90,hashrate-btc--sma14,hashrate-btc--sma30,hashrate-btc--sma90,hashrate-btc--ema14,hashrate-btc--ema30,hashrate-btc--ema90,hashrate-btc--wma14,hashrate-btc--wma30,hashrate-btc--wma90,hashrate-btc--std90,hashrate-btc--trx90,mining_profitability-btc--sma7,mining_profitability-btc--sma14,mining_profitability-btc--sma90,mining_profitability-btc--ema30,mining_profitability-btc--wma30,mining_profitability-btc--std90,sentinusd-btc--sma14,sentinusd-btc--sma90,sentinusd-btc--trx14,sentinusd-btc--trx30,transactionfees-btc--sma14,transactionfees-btc--sma30,transactionfees-btc--sma90,transactionfees-btc--ema30,transactionfees-btc--ema90,transactionfees-btc--wma30,transactionfees-btc--wma90,transactionfees-btc--std14,transactionfees-btc--std90,transactionfees-btc--trx14,transactionfees-btc--trx30,transactionfees-btc--trx90,median_transaction_fee-btc--sma3,median_transaction_fee-btc--sma14,median_transaction_fee-btc--sma30,median_transaction_fee-btc--sma90,median_transaction_fee-btc--ema30,median_transaction_fee-btc--wma14,median_transaction_fee-btc--wma30,median_transaction_fee-btc--std30,median_transaction_fee-btc--std90,median_transaction_fee-btc--var14,median_transaction_fee-btc--var30,median_transaction_fee-btc--var90,median_transaction_fee-btc--trx14,median_transaction_fee-btc--trx90,confirmationtime-btc--trx90,marketcap-btc--sma90,marketcap-btc--ema14,marketcap-btc--ema30,marketcap-btc--ema90,marketcap-btc--wma90,marketcap-btc--std90,marketcap-btc--trx90,transactionvalue-btc--sma30,transactionvalue-btc--sma90,transactionvalue-btc--ema30,transactionvalue-btc--ema90,transactionvalue-btc--wma30,transactionvalue-btc--wma90,transactionvalue-btc--std90,transactionvalue-btc--var90,transactionvalue-btc--trx30,transactionvalue-btc--trx90,mediantransactionvalue-btc--sma30,mediantransactionvalue-btc--sma90,mediantransactionvalue-btc--std90,mediantransactionvalue-btc--trx14,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,fee_to_reward-btc--sma3,fee_to_reward-btc--sma14,fee_to_reward-btc--sma30,fee_to_reward-btc--sma90,fee_to_reward-btc--ema3,fee_to_reward-btc--ema7,fee_to_reward-btc--ema90,fee_to_reward-btc--wma30,fee_to_reward-btc--std30,fee_to_reward-btc--std90,fee_to_reward-btc--var30,fee_to_reward-btc--var90,fee_to_reward-btc--trx14,fee_to_reward-btc--trx90,size-btc--sma30,size-btc--sma90,size-btc--wma30,size-btc--wma90,size-btc--std90,size-btc--var30,size-btc--var90,size-btc--trx14,size-btc--trx30,size-btc--trx90,transactions-btc--sma90,transactions-btc--ema90,transactions-btc--wma90,transactions-btc--trx30,transactions-btc--trx90,sentbyaddress-btc--sma7,sentbyaddress-btc--sma30,sentbyaddress-btc--sma90,sentbyaddress-btc--ema30,sentbyaddress-btc--ema90,sentbyaddress-btc--wma30,sentbyaddress-btc--wma90,sentbyaddress-btc--trx30,top100cap-btc--sma30,top100cap-btc--sma90,top100cap-btc--ema14,top100cap-btc--ema30,top100cap-btc--ema90,top100cap-btc--wma14,top100cap-btc--wma30,top100cap-btc--wma90,top100cap-btc--std30,top100cap-btc--std90,top100cap-btc--mom90,top100cap-btc--var90,top100cap-btc--trx30,top100cap-btc--roc90,activeaddresses-btc--sma90,activeaddresses-btc--std30,activeaddresses-btc--std90,activeaddresses-btc--var14,activeaddresses-btc--var30,activeaddresses-btc--var90,activeaddresses-btc--trx30,price-btc--sma30,price-btc--sma90,price-btc--ema90,price-btc--wma30,price-btc--wma90,price-btc--std90,price-btc--trx90,bitcoin-price_raw_90d
2013/07/10,865804252.0,0.541,21335329.0,20.575,21335329.0,21335329.0,20967499.0,19363815.0,13608121.0,21334559.0,21256085.0,20802551.0,19244945.0,14586053.0,21335329.0,21245228.0,20389807.0,16103416.0,20696883192307.0,99.096,181574211625860.0,164031369710590.0,114145134292410.0,184179785708990.0,166247718889520.0,123846243422780.0,189619505757972.0,174738191663550.0,136779304540780.0,82883432418091.0,1.158,1731.0,1962.0,4528.0,2545.0,2165.0,3412.0,57897138.0,82853383.0,-0.131,-0.994,0.063,0.079,0.096,0.076,0.085,0.071,0.09,0.025,0.043,-1.752,-0.503,0.808,0.037,0.04,0.046,0.054,0.045,0.038,0.043,0.013,0.021,0.001,0.001,0.001,-1.332,0.826,-0.063,1198101423.0,910946953.0,1016737327.0,1074842950.0,1155907084.0,362268577.0,0.866,1466.0,1866.0,1572.0,1685.0,1563.0,1564.0,2593.0,1681228.0,-0.616,0.187,82.14,78.39,31.023,0.026,0.118,0.714,0.657,0.687,0.849,1.092,0.609,0.633,1.007,0.774,0.53,0.64,0.07,0.103,-1.621,0.084,114621.0,145841.0,107926.0,132599.0,63989.0,472437079.0,1023633808.0,-1.285,-0.655,0.041,50339.0,47718.0,47071.0,-0.543,0.076,41412.0,43242.0,48805.0,43617.0,46117.0,42814.0,46006.0,-0.335,20.176,20.136,20.389,20.243,20.066,20.444,20.281,20.118,0.414,0.411,0.385,0.042,0.018,1.908,75005.0,12952.0,28465.0,35212091.0,41935454.0,202564125.0,-0.477,92.435,107.0,95.754,85.766,102.698,33.159,0.84,121.615
2013/07/11,928993264.0,0.809,26107387.0,20.594,22926015.0,22017052.0,21450936.0,19713873.0,13812948.0,23720973.0,22468910.0,21509863.0,19687683.0,14839269.0,22528343.0,21930546.0,20824876.0,16378125.0,21999440010213.0,99.377,187794000059800.0,167673459388170.0,116110773541010.0,191701922561260.0,171044370064450.0,126412168009120.0,197489052487990.0,179677833108090.0,139558440316790.0,86323311945569.0,1.164,1694.0,1880.0,4474.0,2476.0,2101.0,3449.0,60229805.0,82226071.0,0.099,-0.955,0.063,0.078,0.096,0.075,0.084,0.07,0.09,0.025,0.043,-1.778,-0.541,0.789,0.038,0.04,0.046,0.054,0.045,0.038,0.043,0.013,0.021,0.001,0.001,0.001,-1.342,0.809,-0.063,1197101989.0,913353128.0,1011076420.0,1071637463.0,1149992619.0,364728092.0,0.848,1491.0,1857.0,1600.0,1692.0,1598.0,1567.0,2586.0,1671899.0,-0.56,0.18,84.32,78.932,33.977,0.251,0.141,0.707,0.7,0.692,0.841,1.087,0.709,0.677,1.003,0.772,0.525,0.642,0.069,0.103,-1.625,0.076,114357.0,145301.0,107963.0,131926.0,64194.0,469972619.0,1030203235.0,-1.267,-0.671,0.035,50169.0,47620.0,46916.0,-0.553,0.071,43250.0,43559.0,48688.0,44348.0,46311.0,43569.0,46141.0,-0.325,20.2,20.141,20.416,20.265,20.078,20.477,20.308,20.128,0.425,0.422,0.458,0.045,0.02,2.275,74676.0,13474.0,27842.0,44258536.0,45387551.0,193800873.0,-0.468,91.599,106.878,95.441,85.061,102.138,33.45,0.822,122.893
2013/07/12,969252972.0,0.796,26162876.0,20.506,24535197.0,22706701.0,21938338.0,20065782.0,14018391.0,24941924.0,23392402.0,22130264.0,20105437.0,15088139.0,23564800.0,22558804.0,21240940.0,16649552.0,23233030431109.0,99.379,192194025551870.0,170249904755600.0,117940829552120.0,196490721196790.0,174694276016920.0,128636470082050.0,202798907457050.0,183545217168710.0,142009146663750.0,88685705955453.0,1.17,1640.0,1813.0,4416.0,2410.0,2039.0,3477.0,62145671.0,82053797.0,0.351,-0.909,0.061,0.077,0.096,0.074,0.083,0.069,0.089,0.02,0.044,-1.802,-0.578,0.77,0.04,0.039,0.045,0.054,0.045,0.039,0.042,0.012,0.021,0.001,0.001,0.001,-1.318,0.791,-0.063,1195811634.0,920806441.0,1008378133.0,1069387254.0,1144984948.0,367113829.0,0.831,1506.0,1851.0,1612.0,1694.0,1617.0,1565.0,2584.0,1668690.0,-0.505,0.173,84.774,79.272,34.258,0.441,0.164,0.701,0.715,0.668,0.839,1.085,0.752,0.707,0.998,0.769,0.525,0.644,0.069,0.104,-1.584,0.069,115883.0,145376.0,110388.0,132072.0,64209.0,512515792.0,1030687792.0,-1.137,-0.675,0.029,50111.0,47630.0,46870.0,-0.556,0.065,45766.0,44122.0,48748.0,45373.0,46617.0,44646.0,46395.0,-0.306,20.218,20.145,20.428,20.281,20.087,20.494,20.328,20.136,0.431,0.429,0.368,0.046,0.023,1.83,74627.0,14650.0,27800.0,59274536.0,53652325.0,193216789.0,-0.454,90.831,106.729,95.211,84.635,101.657,33.719,0.805,123.503
2013/07/13,1004896167.0,0.852,26162876.0,20.417,26144379.0,23396351.0,22365840.0,20417690.0,14223834.0,25552400.0,24085020.0,22667946.0,20496240.0,15331540.0,24428843.0,23122076.0,21634301.0,16916464.0,24382207146891.0,99.379,193982672132860.0,171438307742060.0,119373720703980.0,195704875014700.0,175720250133970.0,129998237219400.0,202585954027610.0,184857924915520.0,143605982823730.0,89166493868324.0,1.176,1667.0,1780.0,4373.0,2373.0,2006.0,3506.0,64355149.0,82195983.0,0.561,-0.862,0.062,0.076,0.095,0.074,0.083,0.069,0.088,0.022,0.044,-1.754,-0.608,0.751,0.042,0.039,0.045,0.054,0.045,0.039,0.042,0.012,0.021,0.001,0.001,0.001,-1.263,0.774,-0.063,1195719943.0,932018404.0,1008153490.0,1067969867.0,1140789004.0,367300347.0,0.813,1523.0,1858.0,1639.0,1702.0,1651.0,1569.0,2582.0,1666652.0,-0.448,0.167,84.208,79.731,33.701,0.563,0.185,0.695,0.819,0.688,0.838,1.079,0.802,0.743,0.995,0.77,0.525,0.643,0.069,0.103,-1.494,0.061,116131.0,144713.0,110362.0,131414.0,64197.0,510406342.0,1030321433.0,-1.006,-0.676,0.023,49916.0,47415.0,46600.0,-0.559,0.06,46895.0,44011.0,48726.0,45214.0,46535.0,44567.0,46266.0,-0.29,20.233,20.148,20.427,20.29,20.094,20.495,20.341,20.142,0.426,0.433,0.268,0.047,0.026,1.33,74535.0,14595.0,27897.0,58900355.0,53250107.0,194564654.0,-0.44,90.203,106.687,95.055,84.458,101.247,33.801,0.787,123.832
2013/07/14,1005938004.0,0.533,26162876.0,20.359,26162876.0,24086000.0,22710665.0,20769598.0,14429277.0,25857638.0,24604484.0,23133937.0,20861829.0,15569592.0,25120474.0,23628348.0,22004959.0,17178860.0,25446970157561.0,99.379,197175245932720.0,174205401381180.0,121131436513570.0,198969399568460.0,178589189426480.0,131980447591890.0,206080105632290.0,188003118555890.0,145821699053710.0,90794802801638.0,1.182,1689.0,1763.0,4327.0,2331.0,1970.0,3535.0,65278924.0,81863182.0,0.622,-0.822,0.06,0.075,0.095,0.073,0.083,0.068,0.087,0.018,0.044,-1.711,-0.637,0.733,0.044,0.039,0.045,0.054,0.045,0.04,0.042,0.012,0.021,0.001,0.001,0.001,-1.185,0.757,-0.063,1196217254.0,941874351.0,1008010555.0,1066606530.0,1136617972.0,366148161.0,0.796,1522.0,1855.0,1627.0,1696.0,1647.0,1561.0,2583.0,1668031.0,-0.398,0.161,82.953,79.619,33.906,0.546,0.193,0.688,0.727,0.672,0.829,1.065,0.668,0.691,0.985,0.75,0.536,0.635,0.072,0.101,-1.458,0.053,115021.0,143996.0,109149.0,130373.0,64853.0,513969236.0,1051477636.0,-0.914,-0.679,0.018,49699.0,47136.0,46267.0,-0.564,0.055,47057.0,43216.0,48425.0,44359.0,46215.0,43790.0,45898.0,-0.282,20.245,20.148,20.418,20.294,20.1,20.485,20.349,20.147,0.419,0.432,-0.026,0.047,0.028,-0.127,73959.0,14661.0,27891.0,63029577.0,53735230.0,194474711.0,-0.432,89.713,106.699,94.903,84.326,100.84,33.775,0.771,124.149
2013/07/15,1019318970.0,0.544,26162876.0,20.322,26162876.0,24775650.0,23055489.0,21121506.0,14634720.0,26010257.0,24994082.0,23537795.0,21203832.0,15802411.0,25639693.0,24088642.0,22352912.0,17436742.0,26427319463116.0,99.379,200786526411340.0,176844639228680.0,122784696522370.0,201353220556790.0,181057503462250.0,133845669776260.0,208703147105380.0,190754257626840.0,147925361042000.0,92275360260019.0,1.187,1677.0,1739.0,4291.0,2290.0,1936.0,3575.0,64505658.0,81136796.0,0.632,-0.786,0.06,0.074,0.095,0.072,0.082,0.066,0.087,0.018,0.045,-1.682,-0.665,0.715,0.044,0.039,0.045,0.054,0.045,0.04,0.042,0.012,0.021,0.001,0.001,0.001,-1.09,0.74,-0.063,1198339049.0,952200300.0,1008740130.0,1065567243.0,1132730098.0,359754096.0,0.779,1540.0,1852.0,1632.0,1696.0,1658.0,1557.0,2583.0,1668115.0,-0.351,0.155,82.566,79.894,33.496,0.496,0.196,0.681,0.643,0.667,0.822,1.058,0.606,0.654,0.975,0.731,0.546,0.644,0.074,0.104,-1.455,0.046,115300.0,143148.0,108496.0,129514.0,64880.0,505917317.0,1052364078.0,-0.836,-0.68,0.012,49354.0,46905.0,45979.0,-0.569,0.049,46536.0,43355.0,48141.0,44178.0,46113.0,43683.0,45747.0,-0.275,20.255,20.146,20.405,20.296,20.105,20.469,20.354,20.151,0.41,0.426,-0.196,0.045,0.03,-0.957,73536.0,14350.0,27426.0,60738648.0,51483646.0,188052348.0,-0.425,89.348,106.857,94.78,84.299,100.458,33.31,0.754,126.822
2013/07/16,1026879230.0,0.871,26162876.0,20.283,26162876.0,25465299.0,23400314.0,21461978.0,14836105.0,26086566.0,25286280.0,23887806.0,21523771.0,16030113.0,25986500.0,24502961.0,22678162.0,17690108.0,27379933705045.0,99.379,204582377305080.0,179269180676820.0,124473773263770.0,203795394437190.0,183548601604030.0,135731908345130.0,211220880205180.0,193517153461110.0,150054697924140.0,93730595766677.0,1.193,1683.0,1722.0,4254.0,2252.0,1904.0,3613.0,66113734.0,80633180.0,0.691,-0.744,0.061,0.074,0.094,0.072,0.082,0.067,0.086,0.02,0.044,-1.578,-0.686,0.697,0.045,0.04,0.044,0.054,0.045,0.041,0.042,0.012,0.021,0.001,0.001,0.001,-0.983,0.724,-0.063,1200210911.0,962157491.0,1009910395.0,1064716957.0,1128961750.0,354372697.0,0.763,1572.0,1850.0,1666.0,1707.0,1698.0,1564.0,2582.0,1666145.0,-0.3,0.15,84.086,80.248,33.76,0.493,0.204,0.675,0.649,0.663,0.829,1.047,0.738,0.708,0.973,0.735,0.543,0.622,0.074,0.097,-1.381,0.038,115449.0,142560.0,108211.0,128805.0,65080.0,503919328.0,1058845160.0,-0.756,-0.68,0.006,49162.0,46736.0,45756.0,-0.572,0.044,46632.0,43832.0,47996.0,44446.0,46162.0,44004.0,45751.0,-0.266,20.264,20.145,20.389,20.295,20.109,20.447,20.356,20.154,0.402,0.424,-0.105,0.045,0.031,-0.517,73103.0,13522.0,26629.0,61436289.0,45714190.0,177280873.0,-0.415,89.0,106.993,94.673,84.337,100.085,32.932,0.738,130.117
2013/07/17,1014111029.0,0.73,26162876.0,20.35,26162876.0,26154949.0,23745139.0,21689432.0,15027089.0,26124721.0,25505429.0,24191148.0,21823068.0,16252812.0,26160894.0,24871302.0,22981445.0,17939048.0,28387180321968.0,99.379,207254131145200.0,181193868617010.0,126074990914120.0,205457443127640.0,185659063411220.0,137501773208220.0,212777997846570.0,195903706941030.0,152071994327480.0,95015436982135.0,1.198,1684.0,1708.0,4221.0,2229.0,1890.0,3644.0,67821715.0,75509313.0,0.807,-0.695,0.061,0.074,0.094,0.072,0.082,0.067,0.086,0.021,0.045,-1.447,-0.701,0.679,0.045,0.04,0.044,0.054,0.045,0.042,0.042,0.011,0.021,0.001,0.001,0.001,-0.874,0.708,-0.063,1199857269.0,969084629.0,1010181404.0,1063604739.0,1124871643.0,355050683.0,0.747,1609.0,1744.0,1710.0,1721.0,1748.0,1575.0,1474.0,543516.0,-0.243,0.145,84.888,80.224,33.729,0.482,0.211,0.668,0.715,0.672,0.819,1.042,0.734,0.714,0.967,0.728,0.54,0.625,0.073,0.098,-1.298,0.031,114038.0,142076.0,107268.0,127887.0,65664.0,483482582.0,1077924224.0,-0.697,-0.68,0.001,49095.0,46598.0,45565.0,-0.574,0.039,46521.0,43985.0,47899.0,44528.0,46152.0,44125.0,45701.0,-0.256,20.274,20.144,20.383,20.299,20.114,20.433,20.361,20.158,0.395,0.422,-0.077,0.045,0.032,-0.379,72890.0,13346.0,26643.0,60691845.0,44532160.0,177465949.0,-0.406,88.598,106.927,94.544,84.322,99.685,33.054,0.722,134.739
2013/07/18,988326452.0,0.924,26162876.0,20.664,26162876.0,26162876.0,24089964.0,21916885.0,15218073.0,26143798.0,25669791.0,24454045.0,22103055.0,16470615.0,26162876.0,25193667.0,23270055.0,18183790.0,29321476995436.0,99.379,210191325376240.0,183979527846770.0,127939074431930.0,208421292568580.0,188370498928870.0,139483851026380.0,215502288885175.0,198903219542170.0,154305210218040.0,96324448221058.0,1.204,1692.0,1693.0,4169.0,2185.0,1852.0,3662.0,68966812.0,74280927.0,0.924,-0.643,0.063,0.074,0.094,0.073,0.082,0.067,0.086,0.022,0.045,-1.286,-0.711,0.662,0.044,0.04,0.044,0.054,0.044,0.042,0.042,0.011,0.021,0.001,0.001,0.001,-0.772,0.693,-0.062,1197737235.0,971650206.0,1008771407.0,1061950271.0,1120222614.0,357788476.0,0.731,1631.0,1730.0,1736.0,1729.0,1780.0,1583.0,1437.0,516020.0,-0.184,0.14,85.426,80.3,33.865,0.491,0.22,0.662,0.842,0.697,0.815,1.035,0.829,0.766,0.966,0.735,0.533,0.614,0.071,0.094,-1.153,0.023,112957.0,141025.0,107462.0,127337.0,64190.0,440766992.0,1030092402.0,-0.621,-0.677,-0.005,48891.0,46475.0,45387.0,-0.573,0.033,45116.0,43992.0,47652.0,44565.0,46129.0,44197.0,45639.0,-0.246,20.295,20.146,20.421,20.322,20.126,20.46,20.386,20.169,0.409,0.432,0.24,0.047,0.034,1.175,72425.0,13345.0,25833.0,60447645.0,44521513.0,166831268.0,-0.396,88.025,106.703,94.366,84.186,99.236,33.33,0.706,136.214
2013/07/19,958436879.0,0.494,26162876.0,20.55,26162876.0,26162876.0,24434788.0,22144339.0,15409057.0,26153337.0,25793062.0,24681889.0,22364979.0,16683632.0,26162876.0,25470055.0,23543990.0,18424335.0,30182823725449.0,99.379,212503958639770.0,187231186966610.0,129655289072730.0,209861522958480.0,190360984191060.0,141236360245430.0,216706514900720.0,201176993261270.0,156311450790808.0,97260367788370.0,1.209,1720.0,1680.0,4111.0,2150.0,1824.0,3654.0,68729060.0,73817119.0,0.968,-0.596,0.062,0.073,0.093,0.071,0.081,0.066,0.085,0.023,0.046,-1.203,-0.724,0.645,0.043,0.041,0.044,0.054,0.044,0.042,0.042,0.011,0.021,0.001,0.001,0.001,-0.685,0.677,-0.062,1194325451.0,969888429.0,1005524018.0,1059675251.0,1114963265.0,360980698.0,0.716,1650.0,1722.0,1744.0,1732.0,1795.0,1586.0,1425.0,507700.0,-0.13,0.136,85.709,80.532,33.674,0.469,0.225,0.656,0.716,0.683,0.795,1.027,0.662,0.698,0.956,0.714,0.535,0.624,0.072,0.097,-1.097,0.016,110844.0,140353.0,106423.0,126367.0,64756.0,370413135.0,1048326054.0,-0.576,-0.675,-0.01,48762.0,46258.0,45117.0,-0.572,0.028,42726.0,43821.0,47587.0,44497.0,46071.0,44166.0,45548.0,-0.237,20.31,20.147,20.438,20.337,20.136,20.469,20.403,20.178,0.411,0.433,0.004,0.047,0.035,0.018,72250.0,13222.0,25987.0,61234895.0,43706282.0,168828026.0,-0.388,87.316,106.362,94.135,83.916,98.733,33.63,0.691,138.704
2013/07/20,959018294.0,0.494,26162876.0,20.518,26162876.0,26162876.0,24779613.0,22371793.0,15600041.0,26158106.0,25885515.0,24879354.0,22610005.0,16891967.0,26162876.0,25700467.0,23803250.0,18660683.0,30971220512007.0,99.379,216023510612600.0,190403266246030.0,131452888565310.0,213661957866090.0,193458003582960.0,143371050894220.0,220154625050820.0,204475935054750.0,158700670476360.0,99230498054254.0,1.214,1693.0,1680.0,4055.0,2117.0,1798.0,3651.0,68351159.0,73098782.0,0.86,-0.561,0.062,0.07,0.093,0.07,0.081,0.065,0.084,0.024,0.046,-1.146,-0.738,0.629,0.042,0.041,0.043,0.054,0.044,0.043,0.042,0.01,0.021,0.001,0.001,0.001,-0.61,0.662,-0.062,1190938022.0,968439077.0,1002523648.0,1057463010.0,1109791679.0,364015072.0,0.701,1640.0,1708.0,1710.0,1721.0,1767.0,1575.0,1418.0,503015.0,-0.091,0.132,85.247,80.279,34.216,0.336,0.217,0.649,0.637,0.673,0.751,1.024,0.578,0.647,0.946,0.695,0.399,0.631,0.04,0.099,-1.1,0.009,108333.0,139907.0,104626.0,125106.0,65768.0,314805416.0,1081371646.0,-0.583,-0.677,-0.016,48645.0,45978.0,44782.0,-0.574,0.023,41310.0,43353.0,47443.0,43754.0,45784.0,43467.0,45227.0,-0.235,20.325,20.147,20.449,20.349,20.144,20.472,20.416,20.187,0.407,0.432,-0.002,0.047,0.036,-0.01,72056.0,13575.0,26314.0,66024256.0,46070188.0,173106297.0,-0.384,86.584,106.024,93.909,83.692,98.239,33.915,0.676,143.723
2013/07/21,959762900.0,0.494,26162876.0,20.528,26162876.0,26162876.0,25124438.0,22599247.0,15791026.0,26160491.0,25954856.0,25050490.0,22839222.0,17095723.0,26162876.0,25884902.0,24047836.0,18892833.0,31686667355111.0,99.379,218540351186670.0,193420993166530.0,133339278244640.0,217478815496760.0,196608351099940.0,145545058349210.0,223656608981960.0,207823362399920.0,161136615564950.0,101114003389780.0,1.219,1693.0,1691.0,4007.0,2092.0,1781.0,3659.0,68053931.0,71586906.0,0.661,-0.538,0.063,0.069,0.092,0.07,0.08,0.064,0.083,0.021,0.047,-1.104,-0.751,0.612,0.042,0.042,0.043,0.053,0.044,0.043,0.042,0.009,0.021,0.001,0.001,0.001,-0.546,0.647,-0.062,1187646696.0,967282254.0,999764891.0,1055315755.0,1104710907.0,366947960.0,0.686,1625.0,1676.0,1675.0,1709.0,1737.0,1563.0,1340.0,448981.0,-0.065,0.127,84.105,80.032,34.383,0.172,0.202,0.641,0.494,0.68,0.734,1.016,0.536,0.609,0.936,0.678,0.397,0.639,0.039,0.102,-1.141,0.001,106696.0,139195.0,102990.0,123855.0,66822.0,314768280.0,1116308741.0,-0.623,-0.681,-0.021,48514.0,45742.0,44487.0,-0.576,0.018,41857.0,42908.0,47241.0,43241.0,45564.0,42980.0,44971.0,-0.236,20.34,20.147,20.459,20.36,20.153,20.477,20.429,20.195,0.403,0.433,0.01,0.047,0.037,0.047,71605.0,13869.0,26342.0,61953026.0,48087283.0,173476846.0,-0.383,85.844,105.694,93.689,83.519,97.752,34.192,0.661,153.886
2013/07/22,962601055.0,0.791,27181693.0,20.539,26502481.0,26308421.0,25542035.0,22860662.0,15993330.0,26671092.0,26261565.0,25334651.0,23119382.0,17317393.0,26417580.0,26159203.0,24343478.0,19143178.0,32571067958192.0,99.422,223002285377100.0,196505659872010.0,135435345321690.0,223360430744790.0,200800775535880.0,148095517063660.0,229396686138000.0,212221422831560.0,163955333182810.0,103804630050790.0,1.224,1642.0,1659.0,3944.0,2044.0,1741.0,3643.0,68929682.0,70351173.0,0.538,-0.513,0.064,0.067,0.092,0.07,0.08,0.064,0.082,0.021,0.046,-1.037,-0.76,0.596,0.042,0.042,0.043,0.053,0.044,0.043,0.042,0.009,0.021,0.001,0.001,0.001,-0.489,0.633,-0.062,1183491174.0,966658094.0,997367224.0,1053278069.0,1099764849.0,368573707.0,0.671,1654.0,1662.0,1689.0,1713.0,1754.0,1567.0,1303.0,424297.0,-0.038,0.123,84.304,80.108,34.344,0.039,0.186,0.634,0.593,0.687,0.719,1.009,0.664,0.655,0.933,0.682,0.348,0.635,0.03,0.101,-1.116,-0.006,106438.0,138478.0,103194.0,123210.0,66680.0,311066375.0,1111548953.0,-0.624,-0.682,-0.027,48273.0,45612.0,44296.0,-0.576,0.013,42103.0,43017.0,47017.0,43244.0,45514.0,43004.0,44884.0,-0.237,20.356,20.147,20.47,20.372,20.161,20.484,20.442,20.204,0.394,0.434,0.019,0.047,0.039,0.092,71240.0,13834.0,26045.0,62268092.0,47846365.0,169588673.0,-0.382,85.192,105.287,93.478,83.406,97.277,34.337,0.647,157.329
2013/07/23,976001008.0,0.607,31256961.0,20.479,28200510.0,27036147.0,26250723.0,23257918.0,16240915.0,28964026.0,27510414.0,26124292.0,23644387.0,17623757.0,27654715.0,26921193.0,24885174.0,19478642.0,34551009323570.0,99.549,225598056086170.0,198914937979200.0,137284263257210.0,225661970245360.0,203369885307700.0,150129065633670.0,231745978354260.0,215067636839760.0,166267127285607.0,105294442955520.0,1.229,1579.0,1631.0,3875.0,1993.0,1698.0,3609.0,68788349.0,68528922.0,0.493,-0.483,0.063,0.065,0.091,0.068,0.079,0.063,0.082,0.023,0.047,-1.024,-0.773,0.579,0.042,0.043,0.042,0.053,0.044,0.043,0.042,0.008,0.021,0.001,0.001,0.001,-0.436,0.618,-0.062,1177754352.0,967903816.0,995988758.0,1051579672.0,1095204626.0,365225414.0,0.656,1700.0,1636.0,1725.0,1724.0,1792.0,1580.0,1155.0,333739.0,-0.005,0.119,85.033,80.215,34.374,-0.045,0.173,0.627,0.631,0.677,0.712,0.999,0.635,0.643,0.926,0.675,0.349,0.631,0.031,0.099,-1.099,-0.014,107019.0,137529.0,104339.0,122896.0,65016.0,321222227.0,1056779298.0,-0.568,-0.678,-0.032,47978.0,45451.0,44077.0,-0.574,0.008,41774.0,43406.0,46824.0,43423.0,45525.0,43198.0,44863.0,-0.235,20.37,20.149,20.471,20.379,20.168,20.483,20.45,20.211,0.383,0.438,0.169,0.048,0.04,0.83,70815.0,13405.0,25224.0,60223745.0,44924729.0,159059526.0,-0.378,84.644,104.736,93.297,83.409,96.837,34.014,0.632,164.81
2013/07/24,989868221.0,0.891,31256961.0,20.503,29898538.0,27763874.0,26959411.0,23655175.0,16488500.0,30110494.0,28447051.0,26808648.0,24135521.0,17923388.0,28709918.0,27588691.0,25401242.0,19808665.0,36408353862601.0,99.549,227496906384020.0,201466141083440.0,138973602085340.0,225360844018920.0,204662378097330.0,151739493280120.0,231453374015720.0,216647545586071.0,168159858280990.0,105886682322300.0,1.234,1529.0,1607.0,3797.0,1964.0,1678.0,3503.0,68373679.0,66902101.0,0.477,-0.451,0.064,0.065,0.09,0.069,0.079,0.063,0.081,0.022,0.046,-0.962,-0.78,0.563,0.043,0.043,0.042,0.053,0.044,0.043,0.042,0.008,0.021,0.001,0.001,0.001,-0.384,0.604,-0.062,1171557671.0,970832403.0,995593885.0,1050223377.0,1091075260.0,358784868.0,0.642,1716.0,1616.0,1732.0,1727.0,1801.0,1585.0,1073.0,287750.0,0.025,0.115,85.26,80.166,34.324,-0.094,0.161,0.619,0.763,0.702,0.708,0.993,0.763,0.705,0.925,0.686,0.335,0.625,0.028,0.098,-1.0,-0.021,106670.0,136966.0,105494.0,122619.0,64563.0,304961739.0,1042092338.0,-0.473,-0.669,-0.037,47754.0,45380.0,43950.0,-0.57,0.003,41868.0,43462.0,46643.0,43613.0,45544.0,43389.0,44853.0,-0.23,20.384,20.15,20.475,20.387,20.175,20.486,20.459,20.219,0.37,0.441,0.121,0.049,0.04,0.593,70539.0,13440.0,24886.0,60695590.0,45157123.0,154828499.0,-0.372,84.242,104.144,93.146,83.524,96.434,33.407,0.618,180.316
