bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-fee_to_reward_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-90,difficulty-btc-var-90,difficulty-btc-trx-30,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-90,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-std-90,mining_profitability-btc-mom-90,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-sma-90,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-ema-3,transactionfees-btc-ema-7,transactionfees-btc-ema-90,transactionfees-btc-wma-3,transactionfees-btc-wma-30,transactionfees-btc-wma-90,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-var-14,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-std-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-var-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-7,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-std-7,transactionvalue-btc-std-14,transactionvalue-btc-std-90,transactionvalue-btc-var-7,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-roc-90,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-90,size-btc-sma-14,size-btc-sma-90,size-btc-ema-14,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-30,size-btc-var-90,size-btc-trx-30,transactions-btc-sma-14,transactions-btc-ema-14,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-30,transactions-btc-std-90,transactions-btc-var-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-30,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-sma-30
4046540196,293.97,0.0448,0.0294,0.397,2.936,20.153,47023979008,46854177662,45798226169,42799106065,47343870853,47112369960,46724340458,45761356026,42945908414,47183231572,46975885641,46396205318,44116100752,5211980917,7420084679,6.791186269825401e+18,0.213,84.951,84.969,18.547,3.4171571966459526e+17,3.462930098527026e+17,3.39660933343957e+17,3.158600521879822e+17,3.520779211261498e+17,3.462983756700468e+17,3.3887113417494784e+17,3.17569082487161e+17,3.4703146539287226e+17,3.433353032707966e+17,3.263475034339901e+17,4.292436444926703e+16,4.6062526584337e+32,8.4279519395351e+32,0.228,0.303,3.069,3.022,2.759,3.147,3.045,3.008,2.854,3.467,3.072,3.043,2.842,2.878,0.496,1.327,-1.877,0.061,0.441,-0.409,-1.088,45.446,-38.994,239583718,204164526,182057290,8286214188384512.0,-0.093,0.043,0.041,0.044,0.042,0.042,0.044,0.039,0.038,0.021,-0.005,0.001,-0.26,-0.444,49.246,-10.833,0.029,0.028,0.027,0.028,0.027,0.029,0.028,0.028,0.004,0.008,0.007,-0.006,-0.177,-0.357,59.194,47.679,-16.455,9.755,9.811,9.754,9.775,9.782,0.78,0.035,3996517801,3857145129,3683543018,3595260175,3991826658,3878182960,3724848281,3542443690,3714940495,4020016943,3919117261,3806308508,3580473611,259603123,481156341,601496020,1111816767,-655967416,57877856025169920,9.04493653834711e+16,3.090341310739784e+17,0.703,-0.156,-0.331,75.626,60.477,48.496,33.962,-13.949,2512,2940,2979.0,2522.0,1885.0,2218557,1590359,1311548,888416,-0.3,74.381,69.046,57.366,-55.837,822.72,-0.891,-0.193,-47.116,0.407,0.398,0.394,0.383,0.4,0.401,0.398,0.391,0.38,0.405,0.4,0.402,0.396,0.385,0.061,0.07,0.168,0.001,0.001,0.007,0.105,403854,367923,402991,395154,371259,406233,401703,379573,126127,1633828404,3977005738,0.235,98492,98797,97490,92984,95045,15315,21358,114041671,37348,169823656,348718534,0.17,0.154,20.473,20.69,20.805,21.036,20.387,20.577,20.745,20.848,20.137,20.307,20.548,20.72,20.913,0.574,-1.491,0.082,-0.064,-0.022,30.336,44.292,-6.887,224658
4060711236,294.297,0.0425,0.0294,0.426,2.948,20.07,47130147384,46907261850,45897297468,42881551451,47385712902,47191166208,46818102391,45868852731,43044406140,47284125558,47052335946,46501323304,44217824903,5267191203,7420084679,6.935825791320326e+18,0.215,84.951,84.969,18.547,3.457643093905106e+17,3.443062139058031e+17,3.3921665896143494e+17,3.1619568566756243e+17,3.46130721365577e+17,3.43897141858555e+17,3.3818842371745824e+17,3.1780468775302246e+17,3.446309470236932e+17,3.426016380282096e+17,3.26620669805328e+17,4.310966959552931e+16,4.6461090315893e+32,8.4088728313972e+32,0.228,0.301,3.08,3.016,2.78,3.133,2.997,2.993,2.86,3.456,3.012,3.024,2.854,2.874,0.471,1.31,-1.214,0.055,0.429,-0.382,-1.086,45.451,-29.165,239897271,202976345,181965996,8277905965049872.0,-0.091,0.043,0.04,0.043,0.042,0.042,0.043,0.039,0.038,0.021,-0.007,0.001,-0.223,-0.443,49.041,-14.973,0.029,0.028,0.027,0.029,0.027,0.029,0.029,0.028,0.004,0.008,0.008,-0.006,-0.144,-0.356,59.267,47.704,-16.115,9.788,9.82,9.834,9.802,9.808,0.794,0.035,4048239765,3907382168,3745322788,3588256273,4026268947,3923815029,3769630009,3575880305,3722539852,4052113660,3970008788,3856597603,3621111025,261621722,434646925,620032733,1091879499,-630351233,47229487252178944,9.611014747126168e+16,2.980502100261376e+17,0.755,-0.122,-0.331,75.986,60.709,48.577,35.541,-13.437,2560,2929,2964.0,2496.0,1868.0,2196030,1557797,1306635,872656,-0.3,74.384,68.885,57.24,-26.552,819.115,-0.865,-0.197,-26.274,0.404,0.402,0.395,0.384,0.413,0.407,0.402,0.394,0.381,0.413,0.405,0.406,0.398,0.386,0.061,0.071,0.168,0.001,0.001,0.007,0.105,410840,369352,410826,399451,373248,413954,405517,381636,127426,1744787589,4059350973,0.24,98228,98553,97456,93071,95141,15236,21237,112756652,37312,169950022,348041197,0.165,0.154,20.353,20.632,20.778,21.018,20.308,20.509,20.702,20.831,20.105,20.206,20.465,20.673,20.892,0.595,-1.566,0.089,-0.081,-0.026,28.984,43.503,-7.237,225163
4009443994,291.01,0.0416,0.0291,0.375,3.252,20.074,47236315760,46960346038,45996368768,42963996836,47406633926,47250263393,46899362732,45969414164,43140739081,47358477449,47121708359,46600049593,44317737068,5316717344,7420084679,7.066870829691437e+18,0.218,84.951,84.969,18.547,3.440927701013023e+17,3.4220218464623955e+17,3.390949579041294e+17,3.1667258395048166e+17,3.415651255466948e+17,3.4175996802275405e+17,3.375226117414963e+17,3.180258668813088e+17,3.4243923024825926e+17,3.418694882945718e+17,3.268772116168112e+17,4.321638406384663e+16,4.6691396288847e+32,8.3132430945965e+32,0.226,0.299,3.045,3.054,2.801,3.12,3.124,3.058,2.885,3.451,3.098,3.083,2.885,2.876,0.497,1.28,-1.212,0.062,0.41,-0.354,-1.083,45.575,-27.153,240182714,201956999,181866436,8268850133818152.0,-0.09,0.043,0.04,0.042,0.042,0.042,0.042,0.04,0.038,0.021,-0.006,0.001,-0.188,-0.442,48.956,-12.238,0.029,0.029,0.028,0.029,0.028,0.029,0.029,0.028,0.004,0.008,0.007,-0.006,-0.112,-0.356,58.174,47.474,-16.256,9.813,9.82,9.836,9.803,9.809,0.794,0.035,4038898475,3945375544,3788263686,3581001603,4017856471,3945222270,3801605207,3603852156,3728845438,4032715775,3995524244,3891813764,3656151036,230814690,411114972,626016005,1071727021,-652920320,42253880018538496,9.797400949825536e+16,2.8714970213482086e+17,0.795,-0.089,-0.33,71.849,59.403,48.298,33.093,-14.004,2589,2926,2871.0,2502.0,1868.0,2060530,1564739,1298648,872111,-0.3,74.141,68.486,57.187,-39.399,817.6,-0.838,-0.2,-38.351,0.392,0.402,0.395,0.385,0.394,0.399,0.398,0.392,0.381,0.396,0.398,0.402,0.396,0.386,0.061,0.071,0.167,0.001,0.001,0.007,0.104,410678,370340,405818,397762,373248,408944,403482,381722,126145,1668649261,3978139347,0.242,97840,98198,97355,93133,95208,15252,20947,109698362,36823,169470708,338986177,0.159,0.153,20.226,20.573,20.751,21.002,20.249,20.451,20.661,20.815,20.086,20.136,20.391,20.627,20.871,0.615,-1.503,0.095,-0.098,-0.029,29.145,43.553,-6.966,225678
3874168653,283.365,0.0392,0.0283,0.376,2.828,20.062,47342484136,47013430227,46095440067,43046442221,47417094438,47294586283,46969788361,46063487763,43234954814,47406287247,47184002881,46692384185,44415837247,5360716887,7420084679,7.184321384940044e+18,0.22,84.951,84.969,18.547,3.441820982951525e+17,3.414943871411835e+17,3.3969642520241466e+17,3.1724599272830054e+17,3.3852259708024275e+17,3.401113071771718e+17,3.369982504472634e+17,3.182757381955852e+17,3.407316071862123e+17,3.412436853124271e+17,3.271568254130838e+17,4.214408199277964e+16,4.4403091175353e+32,8.1599402892153e+32,0.223,0.298,3.009,3.041,2.825,3.102,2.976,3.0,2.882,3.438,2.989,3.026,2.886,2.87,0.424,1.251,-1.606,0.045,0.391,-0.328,-1.08,45.43,-36.215,240452325,199645880,181617395,8246219573368192.0,-0.089,0.041,0.04,0.041,0.041,0.042,0.041,0.04,0.038,0.021,-0.014,0.001,-0.156,-0.442,48.732,-25.917,0.029,0.029,0.028,0.029,0.028,0.029,0.029,0.028,0.004,0.008,0.006,-0.006,-0.081,-0.355,55.702,46.94,-18.62,9.776,9.828,9.91,9.83,9.834,0.807,0.034,3981441294,3960150301,3820060452,3572500304,3946012562,3927458866,3811280333,3621291930,3732039355,3950350864,3977722521,3903267760,3680319690,194611189,360839941,610881349,1049930170,-765116920,32551365743970304,9.32940056549212e+16,2.7558834068779008e+17,0.814,-0.057,-0.329,62.223,56.106,47.568,29.371,-16.492,2613,2925,2963.0,2387.0,1868.0,2194714,1424240,1279752,872645,-0.3,73.582,67.774,57.588,-30.886,829.099,-0.816,-0.204,-38.8,0.393,0.402,0.394,0.385,0.385,0.393,0.395,0.391,0.381,0.384,0.394,0.399,0.395,0.386,0.061,0.071,0.166,0.001,0.001,0.007,0.104,407254,370634,404253,397524,373706,406731,402736,382243,126242,1664146923,3984232130,0.242,97832,97022,96840,93051,95128,15071,20767,107819916,36833,167410690,339168138,0.153,0.153,20.117,20.515,20.724,20.985,20.203,20.399,20.623,20.798,20.068,20.095,20.323,20.583,20.85,0.635,-1.503,0.101,-0.113,-0.033,28.945,43.438,-6.967,226378
3882361636,283.896,0.0401,0.0284,0.334,3.11,20.066,47427554951,47066514415,46194511367,43128887607,47422324695,47327828450,47030823906,46151492098,43327099872,47427554951,47239219511,46778327081,44512125438,5399324942,7420084679,7.288177457065361e+18,0.221,84.951,84.969,18.547,3.40548602995866e+17,3.405639143029569e+17,3.4080403553332416e+17,3.176473199364027e+17,3.35741453583217e+17,3.3841620263250086e+17,3.363788809404813e+17,3.1847622797353146e+17,3.388520919796732e+17,3.4045024001499e+17,3.273799469595418e+17,3.892333065359179e+16,3.7875641729221e+32,8.0948581988191e+32,0.218,0.296,3.063,3.049,2.832,3.09,3.043,3.028,2.896,3.431,3.04,3.044,2.905,2.87,0.436,1.228,-1.108,0.048,0.377,-0.301,-1.077,45.547,-26.263,239216318,201638019,182583139,8334150663754344.0,-0.088,0.04,0.04,0.04,0.041,0.042,0.04,0.04,0.038,0.021,-0.012,0.001,-0.127,-0.441,48.823,-23.029,0.029,0.029,0.028,0.029,0.028,0.028,0.029,0.028,0.004,0.008,0.005,-0.006,-0.052,-0.354,55.837,46.982,-18.225,9.783,9.827,9.921,9.835,9.84,0.806,0.034,3921991428,3973748418,3853350318,3564410980,3914187099,3916184559,3820757840,3638135137,3735343141,3900811035,3958275355,3911574584,3703125440,153278176,283380553,608174630,1028825395,-728039079,20076134422622208,9.246909503864216e+16,2.6462042331591475e+17,0.816,-0.026,-0.328,62.55,56.258,47.616,22.673,-15.791,2604,2910,836.012,2494.0,1879.0,174729,1554771,1289595,883046,-0.3,72.856,66.891,57.83,-70.727,836.081,-0.801,-0.208,-63.564,0.392,0.397,0.389,0.385,0.36,0.379,0.387,0.388,0.38,0.355,0.379,0.39,0.391,0.385,0.071,0.067,0.167,0.001,0.001,0.007,0.104,404077,369963,397044,394470,373189,399122,399216,381794,126027,1428140212,3970684396,0.237,97561,95391,96063,92869,94945,14723,20839,108566794,36902,121015813,340442504,0.144,0.152,20.097,20.458,20.696,20.968,20.168,20.355,20.587,20.782,20.066,20.083,20.263,20.54,20.83,0.651,-1.496,0.106,-0.126,-0.037,29.085,43.48,-6.937,225127
4010403902,290.818,0.0419,0.0291,0.434,3.035,20.079,47427554951,47119598603,46293582667,43211332992,47424939823,47352760075,47083721379,46233818734,43417219764,47427554951,47287358249,46857878280,44606601644,5432656457,7420084679,7.378439046067388e+18,0.222,84.951,84.969,18.547,3.383522047210044e+17,3.4068860497178285e+17,3.404443289254667e+17,3.183755487256372e+17,3.354062726455647e+17,3.3788080625918176e+17,3.362512582883604e+17,3.1882621702537926e+17,3.380303340502934e+17,3.4003712351816954e+17,3.277481537704475e+17,3.895392077220289e+16,3.7935198588176e+32,7.8562758826865e+32,0.213,0.294,2.991,3.066,2.838,3.074,3.039,3.03,2.905,3.422,3.026,3.04,2.918,2.869,0.442,1.193,-1.44,0.049,0.356,-0.276,-1.074,45.52,-32.179,238850756,199785881,182385084,8316079711693016.0,-0.087,0.04,0.04,0.041,0.041,0.042,0.041,0.04,0.038,0.021,-0.008,0.001,-0.098,-0.44,48.999,-16.02,0.029,0.029,0.028,0.029,0.028,0.029,0.029,0.029,0.004,0.007,0.004,-0.004,-0.023,-0.352,57.578,47.527,-13.232,9.828,9.83,9.949,9.846,9.852,0.809,0.034,3922311397,3988728211,3884486146,3559507753,3962295501,3939739394,3846043982,3662152477,3741388432,3945017272,3967439226,3932515062,3732648867,143896897,247503732,625489718,1015990205,-441290489,15314524334559232,9.780934675437158e+16,2.580590242925568e+17,0.815,0.003,-0.327,67.316,58.579,48.371,19.184,-9.913,2631,2902,803.918,2348.0,1879.0,161571,1378640,1265685,882629,-0.3,72.729,66.608,57.092,-58.024,814.867,-0.782,-0.212,-46.383,0.392,0.4,0.391,0.385,0.397,0.393,0.394,0.391,0.381,0.391,0.389,0.395,0.394,0.386,0.073,0.069,0.167,0.001,0.001,0.007,0.104,405643,369925,401488,396787,374446,402628,401195,383122,125951,1450471198,3965935298,0.235,97582,96683,96645,93137,95210,14979,20927,109485944,36560,121039499,334149788,0.136,0.152,20.088,20.397,20.668,20.952,20.146,20.318,20.554,20.767,20.072,20.078,20.213,20.501,20.811,0.665,-1.485,0.111,-0.137,-0.04,29.653,43.647,-6.886,224951
3976505646,288.825,0.041,0.0289,0.439,2.886,20.08,47427554951,47172682791,46392653966,43298741840,47426247387,47371458794,47129565855,46310833973,43505358999,47427554951,47328419095,46931037782,44699265863,5448023988,7866796338,7.420241342718541e+18,0.223,84.951,84.969,19.885,3.36572048032233e+17,3.3718746909373594e+17,3.408615677205934e+17,3.189633727780903e+17,3.319656274489153e+17,3.3571585767248646e+17,3.353088346477544e+17,3.188881395491944e+17,3.35491012301918e+17,3.3882417919129856e+17,3.2781998109205914e+17,3.78558603648313e+16,3.582665409904e+32,7.5802589693546e+32,0.206,0.292,3.011,2.999,2.839,3.063,2.963,2.994,2.904,3.41,2.973,2.995,2.921,2.865,0.442,1.181,-0.98,0.049,0.349,-0.252,-1.071,45.468,-25.348,237643735,198676753,181939412,8275487366608880.0,-0.086,0.041,0.04,0.041,0.041,0.042,0.041,0.04,0.038,0.021,-0.009,0.001,-0.072,-0.438,48.912,-17.923,0.029,0.029,0.028,0.029,0.028,0.029,0.029,0.029,0.004,0.007,0.004,-0.003,0.004,-0.351,56.91,47.386,-10.622,9.86,9.83,10.033,9.877,9.883,0.809,0.034,3956423728,3980019323,3902092904,3555511928,3969400573,3948930957,3863438870,3682433326,3746555844,3972114396,3964383585,3944784329,3758597076,138314299,235837958,639340951,1006525831,-359624188,13904885649944576,1.0218921287735296e+17,2.5327356197557043e+17,0.808,0.031,-0.325,64.959,57.74,48.185,15.89,-8.294,2635,2886,769.725,2379.0,1877.0,148119,1414373,1262398,880576,-0.3,72.631,66.365,56.769,-41.499,805.691,-0.76,-0.216,-37.802,0.397,0.403,0.392,0.384,0.418,0.404,0.4,0.394,0.382,0.42,0.401,0.4,0.397,0.387,0.076,0.071,0.166,0.001,0.001,0.007,0.103,406011,369366,402811,397730,375258,403397,401919,384034,124757,1294256634,3891088604,0.233,96768,97050,96824,93276,95349,14263,20941,109629732,36298,91070200,329381101,0.127,0.151,20.084,20.339,20.639,20.935,20.13,20.286,20.524,20.751,20.077,20.076,20.171,20.463,20.791,0.677,-1.48,0.115,-0.145,-0.044,29.698,43.66,-6.866,220926
3711914210,273.617,0.0417,0.0274,0.395,3.164,20.061,47427554951,47225766979,46491725266,43387296103,47426901169,47385482833,47169297735,46382880488,43591561108,47427554951,47362402050,46997805587,44790009008,5454495510,7969883644,7.43788031704485e+18,0.224,84.951,84.969,20.199,3.2872943956876006e+17,3.3522257961667795e+17,3.404110982737349e+17,3.1973712792683264e+17,3.3200201067238976e+17,3.3523523136186336e+17,3.3510253307969363e+17,3.1917875539081235e+17,3.348141711351284e+17,3.3825963677982886e+17,3.28108943456119e+17,3.793992719728316e+16,3.5985951893379e+32,7.2389080383232e+32,0.199,0.29,3.028,3.032,2.856,3.055,3.063,3.036,2.921,3.405,3.05,3.036,2.942,2.867,0.453,1.169,-0.694,0.051,0.342,-0.228,-1.068,45.586,-17.994,238476702,203990181,184021120,8465943164767016.0,-0.085,0.042,0.04,0.041,0.041,0.042,0.041,0.04,0.038,0.021,-0.003,0.001,-0.047,-0.437,48.987,-7.64,0.028,0.029,0.028,0.028,0.028,0.028,0.028,0.029,0.004,0.007,0.004,-0.004,0.029,-0.35,52.132,46.318,-12.488,9.868,9.811,9.993,9.867,9.874,0.79,0.034,3899607919,3932215611,3894680370,3549708028,3840657391,3889676770,3843235582,3684335319,3745794489,3849859637,3897357307,3919427170,3766302340,220308797,252191298,624722998,996780251,-522351015,15900112748378112,9.756970601561088e+16,2.4839271711706726e+17,0.776,0.056,-0.324,50.189,51.756,46.767,15.553,-12.336,2717,2889,1313.0,2417.0,1883.0,431014,1460232,1291441,886817,-0.3,72.498,66.095,54.816,-82.862,751.2,-0.735,-0.219,-55.459,0.397,0.402,0.393,0.384,0.407,0.402,0.399,0.394,0.382,0.417,0.401,0.399,0.398,0.387,0.075,0.071,0.166,0.001,0.001,0.007,0.103,404290,368818,399442,396427,375308,399601,400581,384213,124174,1297864669,3854782249,0.229,96845,97370,96994,93412,95489,14072,20979,110033655,36287,92176039,329188094,0.118,0.151,20.07,20.271,20.61,20.919,20.112,20.256,20.494,20.736,20.07,20.07,20.133,20.425,20.772,0.69,-1.464,0.119,-0.152,-0.048,29.326,43.465,-6.803,220126
3532769354,257.124,0.0399,0.0257,0.48,2.569,20.052,47427554951,47278851167,46590796566,43475850366,47427228060,47396000862,47203732030,46450278841,43675868665,47427554951,47389307113,47058181696,44878805906,5455212398,7969883644,7.439835576485282e+18,0.224,84.951,84.969,20.199,3.3103571814507245e+17,3.384000137677918e+17,3.4045877806701306e+17,3.2081995782745434e+17,3.351097760338036e+17,3.3646161012935424e+17,3.3570450334023245e+17,3.197337953188833e+17,3.360422368019774e+17,3.3851911896333274e+17,3.286517114603215e+17,3.795642651533026e+16,3.6017257845342e+32,6.7067444339605e+32,0.193,0.288,2.873,2.978,2.854,3.035,2.816,2.919,2.898,3.386,2.82,2.921,2.924,2.856,0.456,1.141,-1.781,0.052,0.325,-0.209,-1.065,45.373,-40.943,238539762,202129891,184035512,8467267421011328.0,-0.083,0.041,0.04,0.041,0.041,0.042,0.041,0.04,0.038,0.021,-0.009,0.001,-0.025,-0.436,48.815,-18.043,0.027,0.028,0.028,0.028,0.028,0.027,0.028,0.028,0.004,0.007,0.002,-0.006,0.049,-0.348,47.645,45.202,-17.679,9.896,9.811,10.026,9.881,9.889,0.79,0.034,3740396403,3856795342,3882088755,3541817888,3686713373,3800449916,3801840085,3674556870,3741112618,3666440354,3797495742,3871172368,3761375458,327908183,300905098,612818036,985890201,-710112605,22635969478895616,9.388648634458317e+16,2.4299487192542618e+17,0.716,0.077,-0.323,43.052,48.253,45.843,7.989,-16.737,2746,2886,1266.0,2427.0,1884.0,400648,1472520,1264776,887090,-0.299,72.013,65.491,52.835,-101.209,697.884,-0.714,-0.222,-66.727,0.405,0.404,0.394,0.385,0.443,0.421,0.41,0.399,0.384,0.445,0.421,0.409,0.403,0.389,0.082,0.076,0.167,0.002,0.001,0.007,0.103,402879,369469,407123,400339,377105,406636,404453,386152,125397,1339184823,3931131695,0.228,97214,98542,97585,93692,95776,14278,21152,111853071,36243,83445948,328391548,0.107,0.15,20.068,20.211,20.58,20.904,20.097,20.229,20.465,20.721,20.06,20.066,20.104,20.389,20.753,0.704,-1.398,0.124,-0.156,-0.052,29.169,43.384,-6.518,219933
3580986127,260.716,0.0406,0.0261,0.472,2.738,20.086,47427554951,47331935355,46689867865,43564404628,47427391505,47403889385,47233575086,46513328912,43758323308,47427554951,47409134284,47112166108,44965656556,5450176922,7969883644,7.426107121038e+18,0.223,84.951,84.969,20.199,3.306749361569536e+17,3.373838531291283e+17,3.3975159765834963e+17,3.2132655670862054e+17,3.326680480686568e+17,3.349791106685359e+17,3.350360104907475e+17,3.198570715574401e+17,3.3430128352270074e+17,3.3754389871212006e+17,3.2875111599539315e+17,3.826479879683349e+16,3.6604870674054e+32,6.5190258118251e+32,0.186,0.286,2.823,2.904,2.849,3.022,2.777,2.874,2.888,3.372,2.752,2.861,2.916,2.85,0.457,1.128,-1.165,0.052,0.318,-0.193,-1.062,45.446,-29.853,238425019,201574730,184135720,8476490821298424.0,-0.082,0.041,0.04,0.041,0.041,0.042,0.041,0.041,0.038,0.02,-0.005,0.001,-0.004,-0.435,48.882,-10.649,0.026,0.028,0.028,0.027,0.028,0.026,0.027,0.028,0.004,0.007,0.002,-0.006,0.065,-0.347,48.641,45.491,-19.709,9.965,9.81,10.068,9.898,9.908,0.789,0.034,3608556563,3795587075,3870481310,3532724698,3633849750,3745583969,3772392891,3668520047,3737593354,3586735216,3728543438,3831025350,3758997297,350273817,332295305,597506881,969036858,-818387085,27605042374860800,8.925361821689242e+16,2.347581082556416e+17,0.644,0.093,-0.321,45.306,49.21,46.132,10.246,-18.602,2749,2880,1334.0,2460.0,1891.0,444988,1513107,1260116,894186,-0.299,71.571,64.944,51.414,-87.12,660.845,-0.697,-0.226,-62.67,0.419,0.406,0.398,0.386,0.458,0.434,0.418,0.404,0.386,0.462,0.438,0.418,0.408,0.391,0.086,0.08,0.168,0.002,0.002,0.007,0.104,404186,369756,407494,400956,377826,407573,405259,387041,125648,1297465203,3946848056,0.227,97891,99163,97948,93901,95994,14136,21208,112449977,36222,83496164,328014961,0.098,0.149,20.069,20.148,20.55,20.888,20.094,20.21,20.441,20.707,20.071,20.07,20.088,20.357,20.735,0.715,-1.369,0.128,-0.159,-0.055,30.756,43.824,-6.38,219639
