Date,bitcoin-confirmationtime_raw,bitcoin-fee_to_reward_raw,difficulty-btc-std-7,difficulty-btc-mom-3,difficulty-btc-var-7,difficulty-btc-var-14,difficulty-btc-var-30,difficulty-btc-trx-3,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-roc-3,hashrate-btc-std-3,hashrate-btc-std-7,hashrate-btc-mom-3,hashrate-btc-mom-7,hashrate-btc-mom-14,hashrate-btc-mom-30,hashrate-btc-mom-90,hashrate-btc-var-3,hashrate-btc-var-7,hashrate-btc-trx-3,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-rsi-3,hashrate-btc-rsi-7,hashrate-btc-rsi-14,hashrate-btc-rsi-30,hashrate-btc-rsi-90,hashrate-btc-roc-3,hashrate-btc-roc-7,hashrate-btc-roc-14,hashrate-btc-roc-30,hashrate-btc-roc-90,mining_profitability-btc-std-3,mining_profitability-btc-std-7,mining_profitability-btc-mom-3,mining_profitability-btc-mom-7,mining_profitability-btc-mom-14,mining_profitability-btc-trx-3,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-3,mining_profitability-btc-rsi-7,mining_profitability-btc-rsi-14,mining_profitability-btc-rsi-30,mining_profitability-btc-roc-3,mining_profitability-btc-roc-7,mining_profitability-btc-roc-14,mining_profitability-btc-roc-30,sentinusd-btc-std-3,sentinusd-btc-std-7,sentinusd-btc-std-90,sentinusd-btc-mom-3,sentinusd-btc-mom-7,sentinusd-btc-mom-14,sentinusd-btc-mom-30,sentinusd-btc-mom-90,sentinusd-btc-var-3,sentinusd-btc-var-7,sentinusd-btc-var-90,sentinusd-btc-trx-3,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-rsi-3,sentinusd-btc-rsi-7,sentinusd-btc-rsi-14,sentinusd-btc-rsi-30,sentinusd-btc-rsi-90,sentinusd-btc-roc-3,sentinusd-btc-roc-7,sentinusd-btc-roc-14,sentinusd-btc-roc-30,sentinusd-btc-roc-90,transactionfees-btc-std-3,transactionfees-btc-mom-3,transactionfees-btc-mom-7,transactionfees-btc-mom-14,transactionfees-btc-trx-3,transactionfees-btc-trx-7,transactionfees-btc-trx-14,transactionfees-btc-rsi-3,transactionfees-btc-rsi-7,transactionfees-btc-rsi-14,transactionfees-btc-rsi-30,transactionfees-btc-roc-3,transactionfees-btc-roc-7,transactionfees-btc-roc-14,transactionfees-btc-roc-30,transactionfees-btc-roc-90,median_transaction_fee-btc-mom-3,median_transaction_fee-btc-trx-3,median_transaction_fee-btc-rsi-3,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-roc-3,median_transaction_fee-btc-roc-7,median_transaction_fee-btc-roc-14,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-3,confirmationtime-btc-sma-14,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-3,confirmationtime-btc-ema-7,confirmationtime-btc-ema-14,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-3,confirmationtime-btc-wma-14,confirmationtime-btc-wma-30,confirmationtime-btc-wma-90,confirmationtime-btc-std-3,confirmationtime-btc-std-7,confirmationtime-btc-std-14,confirmationtime-btc-std-30,confirmationtime-btc-std-90,confirmationtime-btc-mom-3,confirmationtime-btc-mom-7,confirmationtime-btc-mom-14,confirmationtime-btc-mom-30,confirmationtime-btc-mom-90,confirmationtime-btc-var-3,confirmationtime-btc-var-7,confirmationtime-btc-var-14,confirmationtime-btc-var-30,confirmationtime-btc-trx-3,confirmationtime-btc-trx-7,confirmationtime-btc-trx-14,confirmationtime-btc-rsi-3,confirmationtime-btc-rsi-7,confirmationtime-btc-rsi-14,confirmationtime-btc-rsi-30,confirmationtime-btc-rsi-90,confirmationtime-btc-roc-3,confirmationtime-btc-roc-14,confirmationtime-btc-roc-30,confirmationtime-btc-roc-90,marketcap-btc-std-3,marketcap-btc-std-7,marketcap-btc-mom-3,marketcap-btc-mom-7,marketcap-btc-mom-30,marketcap-btc-var-3,marketcap-btc-var-7,marketcap-btc-trx-3,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-rsi-3,marketcap-btc-rsi-7,marketcap-btc-rsi-14,marketcap-btc-roc-3,marketcap-btc-roc-7,marketcap-btc-roc-30,transactionvalue-btc-std-3,transactionvalue-btc-std-7,transactionvalue-btc-std-30,transactionvalue-btc-mom-3,transactionvalue-btc-mom-7,transactionvalue-btc-mom-14,transactionvalue-btc-mom-30,transactionvalue-btc-mom-90,transactionvalue-btc-var-3,transactionvalue-btc-var-7,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-trx-3,transactionvalue-btc-trx-7,transactionvalue-btc-trx-14,transactionvalue-btc-rsi-3,transactionvalue-btc-rsi-7,transactionvalue-btc-rsi-14,transactionvalue-btc-rsi-90,transactionvalue-btc-roc-3,transactionvalue-btc-roc-7,transactionvalue-btc-roc-14,transactionvalue-btc-roc-30,transactionvalue-btc-roc-90,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-std-3,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-mom-3,mediantransactionvalue-btc-mom-7,mediantransactionvalue-btc-mom-14,mediantransactionvalue-btc-mom-30,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-var-3,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-3,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-rsi-3,mediantransactionvalue-btc-rsi-7,mediantransactionvalue-btc-rsi-14,mediantransactionvalue-btc-rsi-30,mediantransactionvalue-btc-rsi-90,mediantransactionvalue-btc-roc-3,mediantransactionvalue-btc-roc-7,mediantransactionvalue-btc-roc-14,mediantransactionvalue-btc-roc-30,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-3,fee_to_reward-btc-std-7,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-mom-3,fee_to_reward-btc-mom-7,fee_to_reward-btc-mom-14,fee_to_reward-btc-mom-30,fee_to_reward-btc-mom-90,fee_to_reward-btc-trx-3,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-rsi-3,fee_to_reward-btc-rsi-7,fee_to_reward-btc-rsi-14,fee_to_reward-btc-rsi-30,fee_to_reward-btc-rsi-90,fee_to_reward-btc-roc-3,fee_to_reward-btc-roc-7,fee_to_reward-btc-roc-14,fee_to_reward-btc-roc-30,fee_to_reward-btc-roc-90,size-btc-sma-90,size-btc-std-3,size-btc-std-7,size-btc-std-14,size-btc-std-30,size-btc-std-90,size-btc-mom-3,size-btc-mom-7,size-btc-mom-14,size-btc-mom-30,size-btc-mom-90,size-btc-var-3,size-btc-var-7,size-btc-var-14,size-btc-var-90,size-btc-trx-3,size-btc-trx-7,size-btc-trx-14,size-btc-trx-30,size-btc-trx-90,size-btc-rsi-3,size-btc-rsi-7,size-btc-rsi-14,size-btc-rsi-30,size-btc-rsi-90,size-btc-roc-3,size-btc-roc-7,size-btc-roc-14,size-btc-roc-30,size-btc-roc-90,transactions-btc-std-3,transactions-btc-std-7,transactions-btc-std-14,transactions-btc-std-30,transactions-btc-std-90,transactions-btc-mom-3,transactions-btc-mom-7,transactions-btc-mom-14,transactions-btc-mom-90,transactions-btc-var-3,transactions-btc-var-7,transactions-btc-var-30,transactions-btc-trx-3,transactions-btc-trx-7,transactions-btc-trx-14,transactions-btc-rsi-3,transactions-btc-rsi-7,transactions-btc-rsi-14,transactions-btc-rsi-30,transactions-btc-rsi-90,transactions-btc-roc-3,transactions-btc-roc-7,transactions-btc-roc-14,transactions-btc-roc-30,transactions-btc-roc-90,sentbyaddress-btc-std-3,sentbyaddress-btc-std-7,sentbyaddress-btc-std-90,sentbyaddress-btc-mom-3,sentbyaddress-btc-mom-7,sentbyaddress-btc-mom-14,sentbyaddress-btc-mom-30,sentbyaddress-btc-mom-90,sentbyaddress-btc-var-3,sentbyaddress-btc-var-7,sentbyaddress-btc-var-14,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-3,sentbyaddress-btc-trx-7,sentbyaddress-btc-trx-14,sentbyaddress-btc-rsi-3,sentbyaddress-btc-rsi-7,sentbyaddress-btc-rsi-14,sentbyaddress-btc-rsi-30,sentbyaddress-btc-rsi-90,sentbyaddress-btc-roc-3,sentbyaddress-btc-roc-7,sentbyaddress-btc-roc-14,sentbyaddress-btc-roc-30,sentbyaddress-btc-roc-90,top100cap-btc-ema-7,top100cap-btc-std-3,top100cap-btc-std-7,top100cap-btc-std-14,top100cap-btc-std-30,top100cap-btc-mom-3,top100cap-btc-mom-7,top100cap-btc-mom-14,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-3,top100cap-btc-trx-3,top100cap-btc-trx-7,top100cap-btc-trx-14,top100cap-btc-rsi-3,top100cap-btc-rsi-7,top100cap-btc-rsi-14,top100cap-btc-rsi-90,top100cap-btc-roc-3,top100cap-btc-roc-7,top100cap-btc-roc-14,top100cap-btc-roc-90,activeaddresses-btc-std-3,activeaddresses-btc-std-14,activeaddresses-btc-std-90,activeaddresses-btc-mom-3,activeaddresses-btc-mom-7,activeaddresses-btc-mom-14,activeaddresses-btc-mom-30,activeaddresses-btc-mom-90,activeaddresses-btc-var-3,activeaddresses-btc-var-14,activeaddresses-btc-trx-3,activeaddresses-btc-trx-30,activeaddresses-btc-rsi-3,activeaddresses-btc-rsi-7,activeaddresses-btc-rsi-14,activeaddresses-btc-rsi-30,activeaddresses-btc-rsi-90,activeaddresses-btc-roc-3,activeaddresses-btc-roc-7,activeaddresses-btc-roc-14,activeaddresses-btc-roc-30,activeaddresses-btc-roc-90,price-btc-std-3,price-btc-std-7,price-btc-std-14,price-btc-mom-3,price-btc-mom-7,price-btc-mom-14,price-btc-mom-30,price-btc-var-3,price-btc-var-7,price-btc-var-14,price-btc-trx-3,price-btc-trx-7,price-btc-rsi-3,price-btc-rsi-7,price-btc-rsi-14,price-btc-rsi-30,price-btc-roc-3,price-btc-roc-7,price-btc-roc-14,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2013-04-01,7.273,0.867,216417.0,309232.0,-0.031,761539976695.0,901878886924.0,0.845,2.593,1.93,1.046,4.618,9120893942289.0,11901094115686.0,6431393708788.0,13397517677322.0,17734217715780.0,33289359261546.0,41170572602891.0,2.079767657662e+25,3.5409010287602e+25,3.2,1.91,2.0,77.994,68.982,65.815,63.35,59.085,10.888,25.713,37.126,103.342,169.207,504.649,1354.0,754.425,2384.0,2583.0,2.936,0.091,72.736,64.03,61.336,59.099,11.668,49.29,55.716,91.032,20870632,54791921,83568369,12639661,32404870,-42602090,81967491,108987059,108895819104772.0,750538663727116.0,1745918089683000.0,0.285,3.421,3.636,45.669,51.823,52.973,53.374,52.504,10.973,33.96,-24.997,178.738,578.504,0.015,-0.007,0.015,0.037,1.552,4.663,3.644,32.854,52.805,56.505,56.924,-8.219,23.759,92.283,155.409,624.061,0.004,3.721,99.267,87.21,74.007,9.383,36.98,104.747,185.993,606.456,8.039,8.088,8.4,9.146,7.883,8.213,8.263,8.368,8.93,7.864,8.318,8.24,8.698,1.096,2.272,2.656,2.341,2.697,-1.003,-2.727,-0.306,-2.658,-1.616,0.3,1.291,1.763,1.37,-2.487,0.415,-0.129,25.463,41.308,45.686,47.519,48.845,-12.121,-4.04,-26.768,-18.182,68971698,151770276,90285126,282580870,680338013,1189273771995648,5758554150824320,3.762,4.438,3.675,99.471,97.077,95.218,9.511,37.332,189.415,451.284,1180.0,2031.0,566.836,416.582,-1414.0,1707.0,1967.0,50914.0,348197,438600,1030745,1.371,2.682,3.688,46.101,51.323,52.81,52.041,27.99,19.15,-35.304,192.726,314.433,53.027,44.502,15.712,14.73,17.452,0.326,16.907,9.499,48.52,50.469,61.716,54.242,76.139,244.368,0.639,2.199,67.893,60.871,60.148,58.647,53.99,0.504,35.164,17.119,294.659,1.136,1.301,1.154,1.237,1.189,1.215,1.157,1.037,1.22,1.205,1.245,0.494,0.554,1.147,0.956,-0.513,-0.354,0.074,-0.528,0.241,-5.388,1.014,-0.381,22.288,40.508,45.841,48.122,49.775,-37.176,-28.973,9.279,-37.847,38.401,154528,42258,36476,51899,61285,50776,-38565.0,-29315.0,31708.0,-41100.0,50223.0,446426850,332631544,673384639,644540075,-2.702,1.572,-0.044,-0.019,0.334,23.419,42.217,46.863,48.671,50.169,-21.687,-17.391,29.482,-22.789,56.409,12463.0,12390,11454,17233,16078,-9513,3723,9277.0,20838,38831985,38380777,74247499,-1.823,0.437,-0.243,48.982,49.233,49.339,49.835,50.786,-15.323,7.621,21.427,-5.582,65.665,10442.0,10978,10848,-8648,3542,8040,15601,22635,27257065,30129504,23846595,41786951,-2.089,1.151,0.982,51.264,51.471,52.639,52.678,52.0,-15.051,7.825,19.721,46.98,86.479,19.799,0.107,0.268,0.462,0.367,0.101,0.517,0.607,0.694,0.426,0.003,0.289,0.191,0.063,76.138,77.854,73.605,50.301,0.511,2.66,3.135,2.183,12064.0,16122,18183,-7518.0,9581,16890,26527,37910,36385518.0,64982806,-1.376,0.538,52.204,53.06,54.326,54.135,52.751,-9.028,14.478,28.692,53.885,100.169,6.231,13.729,25.772,8.125,25.57,48.455,61.597,9.707,47.124,166.051,3.723,4.395,99.456,96.992,95.075,93.774,9.383,36.98,104.747,185.993,606.456,107.749,163.561,124.662,1,1,1,0
2013-04-02,7.956,1.338,216417.0,309232.0,-0.039,695426590110.0,950005633515.0,0.52,2.333,1.948,1.085,4.618,9102326460793.0,11887441553889.0,3737454649762.0,11610334523600.0,16383817402884.0,28898599580993.0,39040948935635.0,2.0713086749713e+25,3.5327816674279e+25,3.023,2.016,2.017,60.324,61.645,61.746,61.015,58.01,6.432,23.112,36.039,87.712,171.197,867.382,1331.0,1385.0,2537.0,3128.0,4.09,0.104,85.18,70.829,65.333,61.39,20.96,46.529,64.347,99.278,120549663,93416847,94000481,105878835,145568645,163684036,231347772,233454637,3633055319328504.0,2181676812812860.0,2209022600061440.8,11.5,4.752,3.89,85.518,70.608,63.528,60.03,56.112,69.92,130.277,174.834,891.213,978.768,0.022,0.01,0.038,0.047,3.267,4.561,3.733,72.591,68.067,64.356,61.462,10.08,57.259,80.899,288.8,869.772,0.01,5.183,99.745,91.746,78.528,23.206,50.27,109.704,231.964,716.218,7.916,8.051,8.367,9.13,7.92,8.149,8.222,8.341,8.909,7.822,8.3,8.212,8.672,1.02,2.202,2.648,2.337,2.708,-0.368,-1.581,-0.515,-0.988,-1.456,0.26,1.212,1.753,1.366,-2.192,0.144,-0.129,46.585,47.608,48.526,48.764,49.24,-4.42,-6.077,-11.05,-15.47,172592861,185038396,224023014,397898885,830962611,7447073949761536,8559801974466176,5.227,4.586,3.792,99.816,98.25,96.519,23.358,50.675,235.976,1520.0,1604.0,2160.0,1713.0,1704.0,2238.0,3846.0,3750.0,577832.0,643025,699432,1166540,8.567,3.561,3.769,77.818,65.467,60.736,54.376,63.75,63.172,103.484,693.76,576.302,58.618,47.757,36.623,28.777,26.981,48.436,26.922,33.818,80.399,80.441,335.304,207.029,181.992,308.786,9.154,3.113,87.003,75.133,69.764,64.878,56.682,104.119,39.571,55.315,552.337,1.094,1.322,1.163,1.243,1.209,1.223,1.161,1.138,1.229,1.229,1.248,0.385,0.547,1.145,0.953,-0.126,0.148,0.133,0.23,0.504,-2.693,0.73,-0.33,60.03,53.497,51.379,50.663,50.838,-8.601,12.433,11.04,20.765,60.341,155210,30880,36220,52503,61721,50230,-12301.0,14065.0,42991.0,18361.0,61367.0,238399161,327964049,689152619,630754328,-1.03,1.368,0.042,-0.015,0.331,62.736,56.876,53.887,52.003,51.376,-6.552,8.715,32.457,11.688,53.794,15762.0,12816,11873,17526,15980,4072,14185,17157.0,23815,62113871,41064926,76789294,1.033,0.587,-0.174,69.529,60.247,55.236,52.756,51.871,6.899,29.002,37.348,16.201,60.629,18713.0,13547,11689,10552,13634,15879,31080,30467,87539468,45880948,36372129,47486125,2.084,1.319,1.036,74.062,64.645,60.525,57.182,53.889,20.401,28.029,34.224,99.628,95.781,19.855,0.148,0.246,0.49,0.408,0.067,0.432,0.682,0.677,0.427,0.005,0.282,0.209,0.074,81.544,80.298,75.389,50.893,0.337,2.207,3.526,2.179,22652.0,18640,19348,13827.0,18862,23132,45815,48771,128276687.0,86865914,1.849,0.569,72.767,64.122,61.052,58.052,54.395,17.716,25.834,33.65,99.468,113.147,15.658,16.735,28.113,20.295,36.045,56.367,75.291,61.295,70.017,197.592,5.184,4.543,99.811,98.201,96.416,94.987,23.206,50.27,109.704,231.964,716.218,120.003,195.397,111.049,1,1,1,0
2013-04-03,8.229,1.596,216417.0,309232.0,-0.031,594458447418.0,986089374520.0,0.314,2.064,1.943,1.122,4.618,4382926598167.0,7672492273609.0,5716892007375.0,14571769384665.0,15570142976346.0,22644792950968.0,36545481949172.0,4.8025113912307e+24,1.4716784422149e+25,1.982,1.991,2.015,52.62,58.516,60.024,60.029,57.554,10.479,31.887,34.832,60.185,154.039,1333.0,1543.0,1880.0,3069.0,1989.0,5.722,0.117,91.608,76.602,69.172,63.741,26.973,53.077,28.977,120.425,119737853,111593301,102642361,121068552,53207720,149860474,222362924,231273200,3584288340399376.0,3113266217989468.0,2633863588145095.0,15.085,6.252,4.28,81.958,69.363,62.927,59.682,55.943,92.33,26.739,146.442,745.395,1105.0,0.045,0.04,0.044,0.087,8.329,5.18,3.956,85.946,77.254,70.496,65.489,42.924,48.617,186.43,361.681,1028.0,0.015,6.968,99.867,94.058,81.743,34.759,51.448,107.789,79.898,808.284,7.819,8.152,8.373,9.123,8.074,8.169,8.223,8.334,8.894,7.978,8.324,8.203,8.652,0.804,0.765,2.559,2.335,2.714,-0.292,-2.764,1.404,0.184,-0.66,0.162,0.146,1.638,1.363,-1.122,-0.002,-0.126,54.336,50.103,49.658,49.261,49.398,-3.429,20.571,2.286,-7.429,227570546,267956086,341228991,450191191,956206879,12947088329366272,17950115993704064,7.014,4.954,3.958,99.904,98.785,97.272,34.928,51.865,264.158,1743.0,1766.0,2260.0,1367.0,405.138,2128.0,3970.0,3935.0,759120.0,779856,940396,1276352,11.537,4.649,3.964,78.629,65.964,61.039,54.473,43.935,9.947,90.559,782.281,725.071,64.473,51.291,32.423,39.584,35.642,51.464,39.764,44.839,83.877,82.801,262.805,391.727,317.592,393.331,13.429,4.432,89.397,77.547,71.628,66.21,57.321,100.771,63.35,77.719,449.577,1.267,1.292,1.227,1.25,1.26,1.247,1.17,1.389,1.297,1.287,1.255,0.604,0.453,1.151,0.953,0.518,-0.208,0.895,0.373,0.671,2.736,1.028,-0.212,71.432,59.191,54.145,51.995,51.407,48.108,-11.535,127.579,30.544,72.575,156056,38914,34402,47145,62497,49584,36379.0,-6480.0,80171.0,19528.0,76185.0,378574130,295869877,555653079,614641815,1.218,1.386,0.146,-0.006,0.329,68.594,59.76,55.424,52.771,51.662,24.609,-3.398,77.06,11.858,70.527,10252.0,13424,11938,17519,15982,19949,10690,17701.0,21619,26276601,45047715,76727861,2.898,0.871,-0.078,70.659,60.878,55.591,52.936,51.939,45.528,20.141,38.426,-0.155,51.294,16914.0,17749,13162,29691,18469,26516,32334,30977,71519524,78761044,57535955,64654761,6.065,1.885,1.163,80.919,69.58,63.845,59.238,54.81,75.199,36.424,62.16,87.769,81.098,19.888,0.051,0.201,0.503,0.437,0.141,0.317,0.575,0.592,0.366,0.001,0.223,0.216,0.085,67.788,74.565,72.249,50.53,0.712,1.612,2.964,1.864,25630.0,23932,21903,42881.0,34385,44294,53604,55874,164220494.0,143182571,6.045,0.611,83.098,71.534,66.138,61.292,55.865,66.729,47.26,70.478,100.123,108.984,20.65,24.268,33.32,30.953,40.765,62.25,86.649,106.61,147.237,277.562,6.968,4.91,99.902,98.752,97.19,95.785,34.759,51.448,107.789,259.795,808.284,123.562,178.5,102.694,1,1,0,0
2013-04-04,9.351,1.948,216417.0,309232.0,-0.023,458635548619.0,1010130109937.0,0.187,1.801,1.917,1.154,4.618,5604231281746.0,7013418016731.0,-10229656991704.0,1791589943283.0,2607466853785.0,20952983860921.0,32664274002648.0,7.8518520648237e+24,1.2297008069352e+25,0.067,1.734,1.969,32.728,49.262,54.803,57.005,56.139,-15.617,3.35,4.951,61.053,144.48,779.578,1837.0,1557.0,1344.0,2094.0,5.527,0.132,86.721,75.1,68.465,63.395,21.568,18.074,31.33,133.223,26987826,115820880,108586735,98643498,84758973,108713941,159021885,196942416,182085683810432.0,3353619075944136.0,2947769732649600.0,11.092,6.961,4.617,62.363,62.852,59.861,57.934,55.095,77.17,59.811,92.321,235.769,666.977,0.032,0.064,0.055,0.083,10.577,5.965,4.254,88.341,79.215,71.958,66.506,81.728,63.761,141.4,325.724,1244.0,0.014,7.181,99.89,94.573,82.56,30.456,44.093,93.098,237.355,834.762,8.512,8.348,8.339,9.122,8.712,8.464,8.373,8.399,8.904,8.744,8.484,8.266,8.657,1.207,1.153,2.475,2.247,2.714,2.078,1.482,2.745,-1.009,-0.061,0.364,0.333,1.531,1.262,1.386,0.14,-0.09,75.908,59.386,54.126,51.273,50.044,28.571,41.558,-9.74,-0.649,149589254,321929291,318307776,418182595,960150478,5594236220618752,25909617038946304,7.226,5.28,4.134,99.921,98.9,97.446,30.621,44.504,241.441,190.155,1853.0,2356.0,1657.0,1687.0,1904.0,3002.0,3616.0,9040.0,858294,1085025,1387167,9.466,5.326,4.155,67.693,62.86,59.58,54.132,63.924,65.847,81.174,240.873,571.837,72.319,55.938,23.977,53.483,47.437,58.327,63.398,73.786,94.68,111.93,143.723,715.096,562.561,567.056,15.988,6.106,93.967,82.868,75.998,69.492,58.997,89.752,105.812,148.975,330.659,1.627,1.382,1.3,1.261,1.352,1.292,1.187,1.729,1.461,1.383,1.271,0.499,0.647,1.173,0.963,1.08,0.624,1.024,0.487,0.948,8.781,1.951,0.014,81.948,65.836,57.676,53.754,52.17,124.559,47.185,110.845,33.318,94.811,156943,40000,50305,53720,65394,51353,82312.0,46309.0,94544.0,27072.0,79757.0,399995986,632653615,721463920,659287348,5.039,1.843,0.315,0.013,0.327,84.337,69.804,61.338,55.884,52.86,59.109,26.423,74.43,13.919,56.241,3166.0,14740,13290,18049,16206,14166,5932,11392.0,18302,2506053,54314709,81439397,3.914,1.234,0.044,76.46,63.846,57.21,53.747,52.243,26.946,9.756,20.583,17.644,37.786,8001.0,21318,14643,22944,15482,26734,31466,36763,16005242,113610711,81043871,85452388,7.486,2.554,1.339,83.383,71.326,65.03,59.981,55.149,47.008,27.513,59.384,78.105,105.067,19.914,0.033,0.125,0.497,0.459,0.028,0.281,0.608,0.659,0.45,0.003,0.161,0.214,0.094,68.44,74.737,72.35,50.559,0.14,1.427,3.139,2.302,15285.0,28315,24213,33134.0,14427,39163,51496,61549,58405224.0,200432683,7.371,0.663,84.132,72.299,66.674,61.643,56.029,43.738,15.273,56.166,89.724,130.012,13.546,29.164,37.881,28.846,37.81,59.572,86.935,45.872,212.638,358.748,7.181,5.235,99.919,98.869,97.368,95.977,30.456,44.093,93.098,237.355,834.762,128.664,115.0,105.04,1,0,0,0
2013-04-05,9.114,1.432,216417.0,309232.0,11709126260.0,303649731270.0,1049998827349.0,0.689,1.634,1.888,1.184,4.618,6941518587731.0,8735347100869.0,-10030142156358.0,-7255263677346.0,-2893323456757.0,18052965546765.0,29224759256222.0,1.2046170075955e+25,1.9076572243164e+25,-1.729,1.299,1.873,23.508,43.687,51.468,55.022,55.189,-16.218,-12.282,-5.289,53.47,129.366,1073.0,2233.0,1960.0,3485.0,2990.0,6.364,0.147,94.119,81.686,73.118,66.363,24.533,53.899,42.951,113.685,23837475,106023565,114080731,-29930113,112189551,142276021,147006233,200524821,142056304793440.0,2810249080422272.0,3253603293525400.0,7.195,7.056,4.872,62.832,62.995,59.935,57.979,55.119,-11.632,97.398,167.186,182.911,746.789,0.017,0.016,0.036,0.046,6.964,6.048,4.452,53.08,62.801,63.194,61.622,15.109,42.06,62.974,22.83,1049.0,0.01,6.652,99.92,95.26,83.687,19.411,48.589,95.718,229.992,876.762,8.898,8.55,8.334,9.11,8.913,8.627,8.472,8.446,8.909,9.045,8.586,8.316,8.657,0.966,1.294,2.217,2.238,2.704,1.158,0.838,2.826,-0.176,-1.099,0.233,0.419,1.229,1.252,2.253,0.333,-0.04,66.036,56.785,53.056,50.833,49.908,14.557,44.937,-1.899,-10.759,78953205,350849537,231290551,465159946,990920185,1558402158627072,30773849391949824,6.695,5.497,4.304,99.942,99.05,97.675,19.55,49.004,233.999,187.529,1589.0,2453.0,-51.982,2323.0,2705.0,2907.0,3651.0,8792.0,631002,1110469,1503864,7.042,5.634,4.321,70.372,63.723,60.026,54.257,-1.181,114.707,164.61,201.674,523.341,79.367,60.405,20.53,60.924,55.711,30.228,60.522,72.203,98.354,111.238,105.373,927.921,775.935,726.635,14.105,7.398,94.299,83.284,76.351,69.765,59.143,31.834,93.598,136.282,366.6,1.659,1.389,1.319,1.267,1.363,1.301,1.193,1.631,1.474,1.4,1.274,0.43,0.648,0.672,0.96,0.094,0.052,0.258,-2.477,0.547,5.271,2.262,0.199,45.267,51.483,51.419,50.922,50.982,7.007,3.735,21.942,-63.371,61.872,157741,32811,51243,51407,65074,51155,14623.0,12246.0,59420.0,-4451.0,71827.0,269144550,656453039,660679155,654198460,3.959,2.045,0.466,0.034,0.326,51.614,56.043,54.742,52.846,51.766,8.335,6.887,45.481,-2.288,60.746,4514.0,14639,13374,17976,16024,-1880,-870,860.0,21760,5093768,53572936,80782038,2.56,1.386,0.152,49.293,54.829,53.321,52.024,51.63,-2.98,-1.401,1.425,-2.22,55.151,2370.0,22939,15788,7034,11853,18604,22691,31302,1404221,131550831,97410265,102026223,6.154,3.009,1.518,70.456,67.072,62.927,58.929,54.756,11.295,20.629,36.69,48.673,82.356,19.893,0.147,0.137,0.457,0.464,-0.191,-0.028,0.472,0.443,0.29,0.005,0.011,0.193,0.1,26.47,52.947,60.032,49.033,-0.954,-0.14,2.439,1.485,7660.0,29826,25666,8159.0,16760,25062,30883,46617,14667545.0,222392877,5.263,0.716,57.434,62.394,61.368,58.847,54.981,8.881,20.126,33.428,44.66,87.27,7.109,31.783,41.76,20.915,42.073,62.924,89.674,12.636,252.534,435.977,6.652,5.452,99.941,99.022,97.602,96.233,19.411,48.589,95.718,229.992,876.762,134.114,92.446,113.464,1,0,0,0
