Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-fee_to_reward_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-30,difficulty-btc-mom-90,difficulty-btc-var-90,difficulty-btc-trx-30,difficulty-btc-rsi-90,difficulty-btc-roc-90,hashrate-btc-sma-3,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-7,mining_profitability-btc-var-14,mining_profitability-btc-var-30,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-ema-30,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-ema-3,transactionfees-btc-wma-3,transactionfees-btc-std-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-std-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-ema-30,transactionvalue-btc-std-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-7,size-btc-ema-14,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-90,transactions-btc-sma-90,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-30,transactions-btc-wma-90,transactions-btc-var-90,transactions-btc-trx-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-3,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-3,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-std-90,activeaddresses-btc-var-90,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-wma-30,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_90d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2013-07-22,962601055,84.1,0.0692,0.0421,0.791,1337.0,20.539,26308421,22860662,15993330,26261565,25334651,23119382,17317393,26417580,26159203,24343478,19143178,11414214,7842434,18207397,32571067958192.0,1.401,99.422,202.884,247414701572870.0,196505659872010.0,135435345321690.0,223360430744790.0,200800775535880.0,251285725754790.0,238886887181050.0,229396686138000.0,212221422831560.0,163955333182810.0,103804630050790.0,2.6938503049952e+27,1.224,1571.0,1642.0,1659.0,1912.0,3944.0,1514.0,1601.0,1690.0,2044.0,3365.0,1519.0,1595.0,1741.0,2954.0,315.158,735.855,-5719.0,25887.0,24831.0,135371.0,-1.981,-1.64,-0.073,46.035,-81.055,63288843,31532532,60593512,0.1,0.062,0.092,0.064,0.064,0.046,-0.76,0.596,49.902,-42.444,0.042,0.043,0.042,0.042,0.042,0.042,0.042,0.042,0.009,0.021,-0.01,-0.018,-0.489,-0.543,0.633,44.966,50.209,-18.878,-30.369,8.627,8.561,8.494,-0.062,960460750,981305120,1183491174,963608033,969143662,961057877,969489443,977583281,951146992,195319556,368573707,-373996974,3118375793512064,9537432207697152.0,3.396164444899891e+16,-0.485,0.671,45.48,44.374,50.865,-17.954,-27.981,1654,1689,1303.0,0.123,80.108,78.896,46.19,34.344,6.824,0.186,0.634,0.593,0.686,0.687,0.719,1.009,0.664,0.655,0.675,0.74,0.933,0.643,0.645,0.67,0.682,0.886,0.311,0.348,0.024,0.03,-0.006,100204,105893,106438,138478,99540,102200,108409,128624,102677,123210,66680,1111548953,-0.027,48273,39849,45612,38264,44296,86935123,0.013,43244,14092,49647100,-0.237,0.13,20.528,20.49,20.486,20.356,20.147,20.532,20.507,20.47,20.372,20.161,20.532,20.525,20.484,20.442,20.204,0.434,0.019,0.047,0.07,0.039,59.872,54.639,0.092,26045,169588673,0.139,83.949,85.838,84.385,84.223,84.772,84.668,83.989,84.771,85.553,83.406,9.68,17.386,34.337,-19.571,-36.68,23.427,75.568,294.758,-0.518,0.647,43.711,50.493,-18.878,-30.369,85.24,157.329,1,1,1,1
2013-07-23,976001008,85.24,0.0477,0.0426,0.607,1256.0,20.479,27036147,23257918,16240915,27510414,26124292,23644387,17623757,27654715,26921193,24885174,19478642,11756021,11917702,22282665,34551009323570.0,1.404,99.549,248.294,248167098984060.0,198914937979200.0,137284263257210.0,225661970245360.0,203369885307700.0,247889363467910.0,241003677022920.0,231745978354260.0,215067636839760.0,166267127285607.0,105294442955520.0,2.7717299293284e+27,1.229,1441.0,1579.0,1631.0,1870.0,3875.0,1385.0,1515.0,1632.0,1993.0,3319.0,1362.0,1499.0,1698.0,2895.0,377.508,737.477,-6213.0,42851.0,35628.0,135968.0,-1.961,-1.653,-0.084,45.922,-83.18,64227614,30055925,48515018,0.092,0.058,0.091,0.056,0.057,0.047,-0.773,0.579,49.016,-63.236,0.042,0.043,0.043,0.042,0.042,0.042,0.042,0.042,0.008,0.021,-0.008,-0.025,-0.436,-0.542,0.618,45.62,50.351,-16.168,-36.766,8.642,8.597,8.528,-0.062,966121655,974036802,1177754352,969804520,970857998,968828006,968163415,979250207,951560431,183367948,365225414,-516313905,1656838117262208,8405951114876800.0,3.3347400738192896e+16,-0.485,0.656,47.836,45.268,51.094,-15.215,-34.598,1700,1725,1155.0,0.119,80.215,79.083,46.145,34.374,9.618,0.173,0.627,0.631,0.648,0.677,0.712,0.999,0.635,0.643,0.666,0.732,0.926,0.65,0.625,0.659,0.675,0.877,0.311,0.349,0.024,0.031,-0.014,102104,107387,107019,137529,105701,105131,109427,128526,105116,122896,65016,1056779298,-0.032,47978,39748,45451,38219,44077,84898004,0.008,43423,13660,46650199,-0.235,0.126,20.515,20.518,20.477,20.37,20.149,20.506,20.5,20.471,20.379,20.168,20.507,20.522,20.483,20.45,20.211,0.438,0.169,0.048,0.067,0.04,57.528,53.942,0.83,25224,159059526,0.133,84.409,85.169,85.296,84.731,84.889,84.744,84.635,84.622,85.667,83.409,7.085,16.274,34.014,-16.439,-49.56,12.549,66.207,289.242,-0.518,0.632,44.58,50.712,-16.168,-36.766,86.425,164.81,1,1,1,1
2013-07-24,989868221,86.425,0.0729,0.0432,0.891,1552.0,20.503,27763874,23655175,16488500,28447051,26808648,24135521,17923388,28709918,27588691,25401242,19808665,12067867,11917702,22282665,36408353862601.0,1.41,99.549,248.294,241872143467720.0,201466141083440.0,138973602085340.0,225360844018920.0,204662378097330.0,235507575749400.0,238067551632510.0,231453374015720.0,216647545586071.0,168159858280990.0,105886682322300.0,2.8029973733057e+27,1.234,1382.0,1529.0,1607.0,1837.0,3797.0,1468.0,1524.0,1621.0,1964.0,3280.0,1417.0,1492.0,1678.0,2844.0,349.908,702.197,-6987.0,25579.0,30609.0,123270.0,-1.927,-1.663,-0.095,46.411,-81.829,64753862,30159337,36608550,0.085,0.063,0.09,0.064,0.064,0.046,-0.78,0.563,50.068,-46.227,0.043,0.042,0.043,0.043,0.043,0.042,0.043,0.042,0.008,0.021,-0.006,-0.027,-0.384,-0.54,0.604,46.307,50.5,-12.239,-38.153,8.649,8.607,8.538,-0.062,976156762,970573544,1171557671,979836371,975610554,980701289,972121270,981334156,953245192,174877757,358784868,-557701331,755899317394432,7645557510336896.0,3.21816453922048e+16,-0.482,0.642,50.234,46.194,51.331,-11.247,-36.037,1716,1732,1073.0,0.115,80.166,79.254,44.77,34.324,-4.388,0.161,0.619,0.763,0.671,0.702,0.708,0.993,0.763,0.705,0.696,0.742,0.925,0.78,0.686,0.688,0.686,0.875,0.32,0.335,0.026,0.028,-0.021,105548,109671,106670,136966,110509,107771,110427,128447,107455,122619,64563,1042092338,-0.037,47754,39907,45380,38427,43950,82909346,0.003,43613,13241,43831305,-0.23,0.122,20.507,20.54,20.472,20.384,20.15,20.504,20.501,20.475,20.387,20.175,20.501,20.519,20.486,20.459,20.219,0.441,0.121,0.049,0.064,0.04,58.205,54.179,0.593,24886,154828499,0.128,85.255,84.833,86.041,85.578,85.273,84.968,85.642,84.936,85.818,83.524,4.857,15.463,33.407,-12.053,-53.315,5.897,59.772,279.003,-0.516,0.618,45.485,50.94,-12.239,-38.153,87.875,180.316,1,1,1,1
2013-07-25,1006830914,87.875,0.07,0.0439,0.92,1361.0,20.506,28491600,24052432,16736086,29149528,27401756,24594968,18216433,29583190,28161698,25891679,20133247,12352020,11917702,22282665,38143101575284.0,1.418,99.549,248.294,233934861273970.0,204428584026320.0,140736022549790.0,227016609253160.0,206798939721750.0,233461045653410.0,238470217462430.0,232824330934610.0,218990316050090.0,170331407318140.0,107118878281960.0,2.8686135210961e+27,1.238,1390.0,1503.0,1598.0,1796.0,3732.0,1415.0,1483.0,1587.0,1926.0,3238.0,1407.0,1450.0,1647.0,2790.0,367.577,664.779,-5886.0,28909.0,33778.0,110483.0,-1.903,-1.674,-0.106,46.139,-81.216,64886425,30173468,32335198,0.078,0.064,0.09,0.067,0.067,0.046,-0.783,0.548,49.948,-28.503,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.007,0.021,-0.005,-0.023,-0.33,-0.536,0.59,47.152,50.684,-9.637,-33.901,8.665,8.635,8.564,-0.061,990900048,973217039,1166379309,993333642,983415644,996038365,981185613,984498236,956294088,167765159,354668692,-466052615,556099583421312,7036287149964160.0,3.144747031242061e+16,-0.479,0.628,53.074,47.321,51.622,-8.614,-31.642,1720,1729,1038.0,0.111,80.107,79.401,29.836,34.265,-5.345,0.152,0.612,0.806,0.67,0.71,0.71,0.993,0.842,0.759,0.726,0.754,0.925,0.858,0.748,0.717,0.7,0.873,0.335,0.339,0.028,0.029,-0.028,108856,111457,107078,136772,117930,112094,112348,128706,111525,122690,64419,1037443955,-0.042,47613,40067,45314,38650,43832,82611330,-0.002,43844,13005,42281144,-0.223,0.118,20.496,20.518,20.466,20.4,20.151,20.505,20.502,20.479,20.394,20.183,20.5,20.51,20.491,20.466,20.226,0.444,0.086,0.049,0.061,0.041,58.287,54.207,0.422,24677,152239940,0.123,86.513,85.032,86.497,86.726,85.923,85.356,86.952,85.696,86.062,83.758,4.222,14.762,33.014,-9.372,-45.069,4.456,54.477,272.477,-0.512,0.604,46.59,51.219,-9.637,-33.901,89.193,191.426,1,1,1,1
2013-07-26,1022257500,89.193,0.0487,0.0446,0.495,1451.0,20.476,29219327,24449689,16983671,29676386,27915784,25024774,18503038,30274530,28685661,26356488,20452387,12610353,11917702,22282665,39755252461621.0,1.427,99.549,248.294,238148012778103.0,207267872230860.0,142739524858280.0,230515918887610.0,209796519837220.0,243124330772190.0,242383014303410.0,236286426940420.0,222140822339460.0,172804493229390.0,108705609750780.0,2.9542273978225e+27,1.242,1455.0,1476.0,1598.0,1759.0,3676.0,1433.0,1475.0,1569.0,1895.0,3199.0,1438.0,1437.0,1625.0,2740.0,367.36,612.082,-4980.0,25767.0,33738.0,93661.0,-1.874,-1.683,-0.117,46.289,-77.437,64891837,30078681,31723618,0.071,0.064,0.089,0.058,0.06,0.047,-0.79,0.532,49.073,-56.289,0.044,0.043,0.043,0.044,0.043,0.043,0.044,0.043,0.007,0.021,-0.004,-0.019,-0.273,-0.53,0.577,47.922,50.851,-8.986,-29.389,8.654,8.638,8.567,-0.061,1006318878,982334270,1162182316,1007795571,993126108,1011717091,993445728,988977882,960542351,159739087,352444519,-377729306,595490028151168,6379143950043008.0,3.10542848230528e+16,-0.473,0.615,55.559,48.34,51.886,-7.959,-26.981,1738,1738,1030.0,0.108,80.167,79.663,28.439,34.325,5.481,0.145,0.605,0.769,0.671,0.689,0.695,0.987,0.669,0.693,0.695,0.737,0.915,0.703,0.705,0.688,0.686,0.862,0.349,0.338,0.03,0.029,-0.034,110105,108147,106576,136311,114851,111230,111913,128198,110746,122005,64709,1046824233,-0.047,47535,39882,45136,38544,43603,83680145,-0.007,43901,13010,42315276,-0.216,0.115,20.495,20.507,20.464,20.414,20.154,20.49,20.496,20.479,20.4,20.189,20.49,20.5,20.492,20.471,20.234,0.449,0.309,0.05,0.058,0.042,57.054,53.848,1.532,24668,152124227,0.118,87.831,85.797,86.796,87.96,86.741,85.867,88.292,86.736,86.422,84.098,4.348,13.959,32.797,-8.806,-37.123,4.726,48.716,268.915,-0.507,0.591,47.588,51.473,-8.986,-29.389,88.506,185.605,0,1,1,1
2013-07-27,1014742115,88.506,0.0775,0.0443,0.709,1549.0,20.494,29947053,24846945,17231256,30071530,28361274,25426851,18783344,30783939,29161109,26795666,20766085,12844424,11917702,22282665,41244806521610.0,1.436,99.549,248.294,250478812497200.0,210830443853470.0,144842338212990.0,234499919396510.0,213060997441540.0,254248285735300.0,246863776406200.0,240455564446380.0,225568438499040.0,175390348127100.0,110393121211530.0,3.0466603027057e+27,1.247,1454.0,1462.0,1578.0,1723.0,3607.0,1491.0,1494.0,1566.0,1873.0,3162.0,1485.0,1455.0,1611.0,2693.0,344.508,519.88,-6224.0,22312.0,29671.0,67569.0,-1.828,-1.69,-0.128,46.453,-80.072,63179801,31004004,32233207,0.064,0.065,0.089,0.068,0.067,0.047,-0.79,0.517,50.262,-20.557,0.044,0.043,0.043,0.044,0.044,0.043,0.044,0.044,0.007,0.021,-0.004,-0.018,-0.218,-0.522,0.564,47.548,50.76,-8.378,-28.65,8.652,8.623,8.551,-0.06,1014610176,990294816,1158176421,1011268843,998530110,1015928709,1001547689,991950673,964495840,152675485,350857520,-360530586,619431592971392,5827450919075712.0,3.077524986051021e+16,-0.465,0.602,54.057,47.873,51.747,-7.347,-26.215,1735,1697,1035.0,0.104,79.968,79.112,31.305,34.707,-17.994,0.129,0.598,0.708,0.701,0.678,0.695,0.987,0.689,0.697,0.697,0.735,0.911,0.673,0.714,0.691,0.687,0.856,0.337,0.338,0.028,0.029,-0.041,111779,106663,105486,136008,109813,109026,110803,127462,108953,121090,65228,1063675042,-0.052,47479,39678,44950,38424,43365,84600766,-0.011,43383,13197,43542269,-0.213,0.111,20.492,20.503,20.469,20.428,20.158,20.492,20.495,20.481,20.406,20.196,20.49,20.496,20.496,20.476,20.241,0.455,0.31,0.052,0.055,0.042,57.603,54.03,1.536,22781,129743895,0.113,88.525,86.461,86.825,88.233,87.182,86.219,88.63,87.414,86.65,84.412,4.388,13.241,32.641,-8.094,-35.539,4.813,43.832,266.354,-0.5,0.578,47.113,51.332,-8.378,-28.65,88.353,169.469,0,1,1,1
2013-07-28,1013386414,88.353,0.0567,0.0442,0.567,1326.0,20.501,30674780,25244202,17478841,30367888,28747365,25802987,19057490,31111415,29588041,27209216,21074343,13055537,11917702,22282665,42611763755251.0,1.443,99.549,248.294,265055811819200.0,214680194713570.0,147092263417790.0,240767940975870.0,217477067364140.0,269763920107580.0,255836251788390.0,246775170253780.0,230128415104730.0,178394034787080.0,113154546179610.0,3.2009878302782e+27,1.251,1442.0,1405.0,1549.0,1688.0,3541.0,1408.0,1452.0,1534.0,1837.0,3122.0,1421.0,1421.0,1586.0,2643.0,356.143,479.408,-5937.0,11325.0,31709.0,57458.0,-1.795,-1.697,-0.138,46.127,-81.748,62407143,31212689,30910679,0.057,0.061,0.088,0.062,0.062,0.047,-0.791,0.502,49.418,-51.006,0.044,0.044,0.043,0.044,0.044,0.043,0.044,0.044,0.006,0.021,-0.002,-0.021,-0.167,-0.514,0.551,47.463,50.74,-4.216,-32.328,8.655,8.622,8.55,-0.06,1016795343,997955318,1153346476,1012327628,1002244186,1015316828,1007320588,994648932,968534898,150380143,346704622,-434695073,636719059721728,5653546852674944.0,3.005102369827379e+16,-0.457,0.589,53.775,47.787,51.721,-3.134,-30.019,1743,1681,786.427,0.1,79.523,78.5,32.979,35.138,-39.97,0.104,0.59,0.59,0.712,0.681,0.676,0.981,0.628,0.664,0.679,0.724,0.903,0.602,0.681,0.676,0.679,0.847,0.333,0.3,0.028,0.022,-0.048,114777,107137,104440,135525,108351,108351,110362,126945,108593,120386,65525,1073386958,-0.056,47319,39513,44779,38351,43138,85575241,-0.016,42824,13311,44294140,-0.215,0.107,20.49,20.5,20.479,20.441,20.163,20.497,20.497,20.484,20.412,20.202,20.494,20.496,20.5,20.481,20.249,0.46,0.445,0.053,0.052,0.043,57.849,54.111,2.218,22864,130694253,0.108,88.684,87.099,86.84,88.293,87.475,86.504,88.544,87.887,86.853,84.734,4.406,12.964,32.244,-3.889,-42.207,4.853,42.018,259.925,-0.492,0.565,47.005,51.3,-4.216,-32.328,91.241,172.97,1,1,1,1
2013-07-29,1046894436,91.241,0.0666,0.0456,0.682,1602.0,20.592,31256961,25613506,17716647,30590156,29081978,26154856,19325610,31256961,29966459,27597136,21377158,13269303,11079116,21402546,44018597552125.0,1.449,99.549,217.187,265694452123100.0,217667579037770.0,149046385950440.0,242689195835520.0,219909343819560.0,264824690409590.0,256824770282180.0,248999733437040.0,232741134956970.0,180769531248730.0,114471283955550.0,3.275918712608e+27,1.256,1492.0,1442.0,1542.0,1665.0,3488.0,1505.0,1489.0,1543.0,1822.0,3089.0,1501.0,1470.0,1580.0,2601.0,348.065,424.361,-4791.0,14803.0,30287.0,45021.0,-1.736,-1.701,-0.149,46.596,-74.943,62582530,30314494,30768017,0.05,0.067,0.088,0.064,0.065,0.046,-0.79,0.488,49.826,-48.593,0.045,0.044,0.043,0.045,0.044,0.044,0.045,0.044,0.007,0.02,0.001,-0.022,-0.112,-0.503,0.538,49.24,51.114,2.193,-32.145,8.638,8.61,8.537,-0.059,1025007655,1009997230,1148401165,1029611032,1013406748,1030366375,1019555368,1001743990,974806285,152756596,339872890,-445077993,788149202273920,5833644390382080.0,2.8878395380404736e+16,-0.447,0.576,59.417,50.081,52.304,3.346,-29.832,1754,1678,739.167,0.097,79.696,78.78,33.589,35.213,15.569,0.085,0.582,0.652,0.696,0.691,0.679,0.975,0.655,0.669,0.68,0.722,0.898,0.648,0.673,0.676,0.679,0.84,0.325,0.298,0.026,0.022,-0.055,114903,107553,104608,134740,108946,108669,110386,126589,109072,119841,64999,1056205981,-0.061,47254,39650,44710,38594,43013,85929918,-0.02,43170,13311,44298444,-0.212,0.103,20.529,20.507,20.499,20.456,20.168,20.545,20.521,20.498,20.423,20.211,20.546,20.519,20.515,20.491,20.258,0.468,0.505,0.055,0.05,0.043,60.561,55.027,2.512,22805,130011514,0.103,89.366,88.119,86.978,89.767,88.416,87.135,89.822,88.922,87.44,85.25,4.811,13.104,31.599,1.958,-43.224,5.787,42.931,249.622,-0.482,0.552,49.276,51.866,2.193,-32.145,93.05,178.428,1,1,1,1
2013-07-30,1068070730,93.05,0.0836,0.0465,0.763,1595.0,20.625,31256961,25944227,17951988,30756857,29371976,26484024,19587837,31256961,30296362,27961230,21674748,13468736,9921632,21180668,45351713148531.0,1.453,99.549,210.203,275415766436850.0,221469815360300.0,151430032340190.0,248938618476860.0,224402925872860.0,276757397170830.0,266637973418480.0,255443590807650.0,237379346996180.0,183857739593680.0,117110999135810.0,3.4287465296471e+27,1.26,1507.0,1491.0,1535.0,1652.0,3435.0,1550.0,1516.0,1550.0,1807.0,3056.0,1552.0,1508.0,1576.0,2559.0,339.46,409.214,-4745.0,10833.0,28808.0,41864.0,-1.658,-1.703,-0.159,46.586,-74.846,64332872,29674401,29820892,0.044,0.069,0.088,0.074,0.073,0.046,-0.781,0.474,50.512,-9.524,0.045,0.045,0.044,0.046,0.045,0.044,0.046,0.045,0.007,0.02,0.002,-0.016,-0.053,-0.491,0.526,50.33,51.349,3.586,-25.358,8.613,8.582,8.508,-0.059,1042783860,1023150047,1144894488,1048840881,1027072744,1051897913,1034073743,1011399931,982370984,156610889,336587428,-315600854,1084449550808320,6131742662971136.0,2.8322774253781504e+16,-0.434,0.564,62.529,51.475,52.669,4.757,-22.809,1788,1712,681.416,0.093,79.79,79.169,32.593,35.346,8.384,0.074,0.575,0.67,0.718,0.683,0.68,0.972,0.709,0.692,0.691,0.724,0.895,0.703,0.69,0.686,0.685,0.836,0.312,0.298,0.024,0.022,-0.061,111443,106773,104853,133958,106700,107508,109713,126004,108060,119077,64961,1054984870,-0.065,47107,39798,44649,38846,42896,85525176,-0.025,43725,13259,43948519,-0.204,0.1,20.573,20.528,20.523,20.472,20.174,20.585,20.547,20.515,20.436,20.22,20.593,20.548,20.532,20.502,20.268,0.478,0.469,0.057,0.049,0.043,61.472,55.347,2.326,22591,127589531,0.098,90.881,89.234,87.202,91.408,89.575,87.924,91.664,90.155,88.25,85.879,5.568,13.367,31.28,3.222,-31.612,7.75,44.667,244.603,-0.47,0.54,50.648,52.217,3.586,-25.358,96.0,188.042,1,1,1,1
2013-07-31,1102404988,96.0,0.0958,0.048,1.03,1529.0,20.743,31256961,26274948,18187329,30881883,29623307,26791956,19844302,31256961,30577749,28303987,21967165,13649038,9921632,21180668,46574058204115.0,1.455,99.549,210.203,282015368214040.0,225970440570060.0,153993445851580.0,255921320889720.0,229364600756760.0,289703957239070.0,277640650049340.0,262788362006860.0,242530254816380.0,187151780346060.0,119986339324250.0,3.5991804061086e+27,1.265,1575.0,1488.0,1508.0,1635.0,3393.0,1540.0,1519.0,1547.0,1790.0,3022.0,1563.0,1518.0,1568.0,2517.0,271.876,386.02,-3823.0,10505.0,18479.0,37253.0,-1.576,-1.703,-0.169,46.487,-71.429,65136950,29922237,29470208,0.038,0.082,0.087,0.085,0.087,0.046,-0.762,0.46,51.002,-9.203,0.047,0.045,0.044,0.047,0.046,0.045,0.047,0.046,0.007,0.02,0.005,-0.008,0.015,-0.476,0.514,52.065,51.73,12.14,-13.552,8.578,8.56,8.485,-0.059,1072456718,1039226728,1143443490,1075622934,1045905805,1081708477,1053887478,1025241473,992046493,165527077,336181425,-130589872,1797249555798784,6849803292133248.0,2.8254487547672576e+16,-0.42,0.552,66.955,53.646,53.256,13.418,-10.591,1780,1709,679.443,0.09,79.901,79.214,32.108,35.299,10.044,0.063,0.567,0.825,0.738,0.704,0.693,0.966,0.869,0.777,0.736,0.744,0.898,0.883,0.768,0.732,0.707,0.837,0.359,0.322,0.032,0.026,-0.067,111457,108502,105245,133160,111284,109845,110702,125983,110495,118881,63602,1011291550,-0.07,47041,40413,44752,39551,42945,84830944,-0.029,44733,13483,45449544,-0.187,0.097,20.653,20.562,20.551,20.489,20.179,20.664,20.596,20.545,20.456,20.232,20.679,20.602,20.561,20.519,20.281,0.493,0.528,0.061,0.05,0.044,64.58,56.496,2.613,22564,127288042,0.094,93.43,90.602,87.718,93.704,91.181,89.001,94.223,91.846,89.423,86.691,7.165,14.095,31.235,10.392,-15.049,12.836,49.67,243.909,-0.455,0.528,52.8,52.786,12.14,-13.552,95.875,193.134,0,1,1,1
