Date,difficulty-btc-trx-90,hashrate-btc-trx-90,sentinusd-btc-ema-90,transactionfees-btc-trx-90,transactionvalue-btc-ema-7,transactionvalue-btc-wma-90,transactionvalue-btc-trx-90,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-ema-90,activeaddresses-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-04-01,0.271,0.372,62957053,1.218,2644,1380,-0.116,0.253,19.396,19.545,19.501,19.428,57827,0.27,107.749,163.561,124.662,89.829
2013-04-02,0.279,0.384,67228470,1.251,3083,1454,-0.089,0.256,19.401,19.576,19.513,19.442,58575,0.274,120.003,195.397,111.049,85.608
2013-04-03,0.288,0.396,71293657,1.288,3432,1528,-0.059,0.26,19.405,19.602,19.523,19.454,59642,0.279,123.562,178.5,102.694,83.204
2013-04-04,0.296,0.407,74704127,1.328,3636,1597,-0.027,0.264,19.41,19.627,19.534,19.467,60725,0.284,128.664,115.0,105.04,81.424
2013-04-05,0.305,0.419,78059562,1.37,3814,1667,0.006,0.269,19.413,19.64,19.54,19.477,61589,0.29,134.114,92.446,113.464,78.461
2013-04-06,0.314,0.431,79808105,1.411,3725,1716,0.04,0.274,19.416,19.653,19.547,19.486,62061,0.296,142.08,98.435,113.005,73.017
2013-04-07,0.324,0.443,80850275,1.452,3405,1743,0.073,0.278,19.418,19.66,19.551,19.494,62611,0.302,163.561,91.849,110.375,66.0
2013-04-08,0.334,0.455,83687842,1.494,3565,1804,0.108,0.283,19.421,19.662,19.554,19.499,63739,0.309,195.397,87.108,109.595,69.751
2013-04-09,0.344,0.467,88974739,1.538,4192,1909,0.145,0.289,19.424,19.665,19.558,19.506,64801,0.317,178.5,75.043,108.42,73.549
2013-04-10,0.355,0.48,96526912,1.585,5175,2058,0.188,0.295,19.429,19.672,19.562,19.513,66310,0.325,115.0,77.734,110.54,72.494
2013-04-11,0.365,0.493,98635406,1.629,4888,2115,0.231,0.303,19.438,19.705,19.576,19.53,67591,0.335,92.446,94.679,112.503,75.989
2013-04-12,0.376,0.505,99510696,1.67,4363,2143,0.272,0.31,19.446,19.733,19.589,19.545,68368,0.344,98.435,106.7,111.738,81.5
2013-04-13,0.387,0.518,99499051,1.706,3871,2163,0.312,0.317,19.456,19.759,19.601,19.561,68686,0.353,91.849,114.48,112.241,84.999
2013-04-14,0.398,0.53,98649095,1.738,3252,2159,0.349,0.323,19.466,19.784,19.613,19.576,68746,0.361,87.108,114.295,108.635,88.095
2013-04-15,0.409,0.542,98171011,1.769,2857,2162,0.383,0.329,19.479,19.823,19.63,19.596,69438,0.37,75.043,113.535,104.575,88.156
2013-04-16,0.419,0.554,98742178,1.795,2638,2171,0.415,0.336,19.494,19.868,19.649,19.619,70118,0.378,77.734,120.78,107.0,89.295
2013-04-17,0.43,0.566,99326524,1.818,2573,2189,0.445,0.342,19.507,19.901,19.665,19.639,70890,0.387,94.679,134.8,110.492,89.925
2013-04-18,0.442,0.578,109202642,1.839,4895,2415,0.484,0.348,19.52,19.935,19.682,19.659,71137,0.395,106.7,139.74,112.815,88.775
2013-04-19,0.453,0.59,111008015,1.857,4510,2450,0.522,0.354,19.534,19.967,19.698,19.679,71882,0.403,114.48,132.945,112.905,86.483
2013-04-20,0.465,0.601,110906704,1.873,4033,2469,0.558,0.359,19.549,20.004,19.717,19.701,71939,0.41,114.295,126.316,113.2,83.838
2013-04-21,0.477,0.613,110741866,1.886,3657,2486,0.591,0.364,19.564,20.037,19.735,19.722,71894,0.417,113.535,124.045,115.28,83.858
2013-04-22,0.488,0.624,112159187,1.898,3733,2533,0.624,0.369,19.578,20.068,19.752,19.743,72329,0.424,120.78,130.56,116.686,83.889
2013-04-23,0.5,0.635,113704719,1.909,3594,2562,0.655,0.374,19.592,20.098,19.769,19.764,72788,0.43,134.8,134.465,118.696,84.1
2013-04-24,0.512,0.647,116520931,1.92,3837,2622,0.686,0.378,19.605,20.111,19.781,19.78,73441,0.436,139.74,124.662,124.605,85.24
2013-04-25,0.524,0.658,118768786,1.93,3795,2660,0.716,0.383,19.618,20.129,19.794,19.797,73822,0.443,132.945,111.049,127.725,86.425
2013-04-26,0.536,0.669,119408396,1.937,3570,2681,0.743,0.388,19.63,20.148,19.808,19.814,74094,0.448,126.316,102.694,128.75,87.875
2013-04-27,0.548,0.68,118883682,1.944,3250,2688,0.769,0.391,19.639,20.149,19.816,19.826,74186,0.453,124.045,105.04,128.355,89.193
2013-04-28,0.559,0.69,117662900,1.947,2863,2682,0.791,0.395,19.648,20.151,19.824,19.838,75150,0.459,130.56,113.464,125.725,88.506
2013-04-29,0.571,0.701,117506806,1.95,3338,2743,0.814,0.398,19.655,20.145,19.829,19.847,75410,0.464,134.465,113.005,126.43,88.353
2013-04-30,0.582,0.711,116654521,1.952,3210,2760,0.834,0.4,19.662,20.141,19.835,19.857,75443,0.469,124.662,110.375,127.245,91.241
2013-05-01,0.593,0.721,116472732,1.951,3171,2781,0.854,0.402,19.669,20.142,19.842,19.868,75623,0.473,111.049,109.595,126.424,93.05
2013-05-02,0.605,0.731,115875046,1.949,2831,2775,0.87,0.404,19.678,20.147,19.85,19.88,75762,0.477,102.694,108.42,126.909,96.0
2013-05-03,0.616,0.74,114874117,1.945,2526,2764,0.884,0.406,19.687,20.152,19.858,19.892,75918,0.48,105.04,110.54,124.135,95.875
2013-05-04,0.628,0.748,113269675,1.939,2156,2741,0.894,0.406,19.696,20.156,19.866,19.903,75788,0.483,113.464,112.503,120.333,95.495
2013-05-05,0.639,0.757,112043053,1.931,1976,2726,0.903,0.407,19.704,20.157,19.872,19.914,75708,0.485,113.005,111.738,119.685,95.372
2013-05-06,0.65,0.765,111427718,1.922,1934,2718,0.909,0.407,19.712,20.153,19.877,19.922,75917,0.487,110.375,112.241,120.096,94.551
2013-05-07,0.661,0.774,111074400,1.912,1928,2713,0.913,0.407,19.72,20.149,19.882,19.931,76646,0.489,109.595,108.635,119.388,95.46
2013-05-08,0.671,0.782,110391224,1.901,1896,2706,0.916,0.407,19.728,20.148,19.888,19.94,77213,0.491,108.42,104.575,115.014,96.892
2013-05-09,0.682,0.79,109325175,1.889,1706,2683,0.917,0.407,19.737,20.147,19.893,19.949,77317,0.493,110.54,107.0,110.585,97.39
2013-05-10,0.692,0.798,108622462,1.877,1651,2668,0.916,0.407,19.745,20.142,19.897,19.956,77472,0.494,112.503,110.492,105.935,95.932
2013-05-11,0.701,0.806,107650839,1.863,1502,2643,0.913,0.407,19.752,20.134,19.9,19.962,77547,0.495,111.738,112.815,104.06,94.179
2013-05-12,0.711,0.814,106412387,1.849,1366,2616,0.908,0.407,19.76,20.126,19.902,19.968,77373,0.496,112.241,112.905,106.555,93.381
2013-05-13,0.72,0.822,105712429,1.834,1543,2613,0.903,0.406,19.766,20.118,19.904,19.973,77492,0.496,108.635,113.2,108.05,93.038
2013-05-14,0.73,0.829,104986895,1.818,1483,2593,0.896,0.405,19.773,20.112,19.907,19.978,77629,0.496,104.575,115.28,106.945,93.989
2013-05-15,0.739,0.837,104120239,1.802,1419,2572,0.888,0.404,19.78,20.108,19.91,19.984,77786,0.496,107.0,116.686,102.855,94.938
2013-05-16,0.748,0.844,103248937,1.786,1379,2551,0.879,0.404,19.788,20.11,19.915,19.992,77926,0.496,110.492,118.696,100.25,96.293
2013-05-17,0.757,0.85,102633766,1.77,1439,2537,0.869,0.402,19.796,20.11,19.919,20.0,77937,0.495,112.815,124.605,100.355,96.952
2013-05-18,0.766,0.856,101847887,1.753,1484,2523,0.859,0.401,19.806,20.11,19.924,20.007,77727,0.494,112.905,127.725,100.846,96.543
2013-05-19,0.774,0.862,100565789,1.736,1364,2496,0.847,0.399,19.816,20.109,19.927,20.013,77430,0.492,113.2,128.75,103.663,96.796
2013-05-20,0.782,0.867,99580550,1.718,1339,2474,0.835,0.397,19.826,20.109,19.931,20.019,77304,0.49,115.28,128.355,105.104,96.925
2013-05-21,0.79,0.872,98916981,1.701,1364,2456,0.823,0.395,19.835,20.108,19.935,20.025,77420,0.487,116.686,125.725,105.826,97.996
2013-05-22,0.798,0.876,98431562,1.683,1440,2443,0.81,0.393,19.843,20.109,19.939,20.032,77362,0.485,118.696,126.43,106.072,101.101
2013-05-23,0.805,0.88,97900204,1.665,1431,2424,0.796,0.39,19.851,20.11,19.943,20.037,77492,0.482,124.605,127.245,103.671,105.11
2013-05-24,0.812,0.884,97658858,1.648,1500,2411,0.783,0.388,19.86,20.112,19.947,20.044,77656,0.48,127.725,126.424,101.679,107.292
2013-05-25,0.818,0.888,97308363,1.63,1581,2400,0.77,0.386,19.867,20.098,19.946,20.045,77480,0.477,128.75,126.909,98.478,106.115
2013-05-26,0.825,0.892,96172070,1.613,1490,2376,0.756,0.383,19.875,20.086,19.945,20.046,77308,0.473,128.355,124.135,97.247,105.799
2013-05-27,0.831,0.896,95720663,1.595,1520,2360,0.742,0.38,19.883,20.079,19.946,20.048,77235,0.47,125.725,120.333,98.0,107.66
2013-05-28,0.837,0.9,95365389,1.578,1530,2344,0.728,0.377,19.891,20.072,19.947,20.05,77213,0.466,126.43,119.685,96.6,108.695
2013-05-29,0.843,0.904,95135691,1.562,1611,2333,0.714,0.374,19.899,20.063,19.946,20.051,77286,0.462,127.245,120.096,92.242,111.875
2013-05-30,0.848,0.907,94649406,1.545,1555,2312,0.7,0.37,19.907,20.055,19.946,20.052,77307,0.458,126.424,119.388,89.283,115.28
2013-05-31,0.853,0.911,94227034,1.528,1558,2294,0.686,0.367,19.913,20.044,19.945,20.051,77267,0.454,126.909,115.014,89.829,115.785
2013-06-01,0.858,0.916,93370214,1.51,1453,2268,0.672,0.364,19.919,20.033,19.943,20.05,77059,0.45,124.135,110.585,85.608,118.347
2013-06-02,0.863,0.92,92352855,1.493,1356,2239,0.657,0.36,19.925,20.024,19.942,20.05,76812,0.446,120.333,105.935,83.204,122.066
2013-06-03,0.868,0.926,92165914,1.477,1436,2223,0.642,0.357,19.93,20.009,19.939,20.047,76879,0.441,119.685,104.06,81.424,124.651
2013-06-04,0.872,0.931,91681265,1.461,1418,2201,0.628,0.353,19.934,19.995,19.936,20.044,76917,0.437,120.096,106.555,78.461,125.588
2013-06-05,0.876,0.937,91295066,1.445,1423,2180,0.613,0.349,19.94,19.986,19.934,20.042,76956,0.432,119.388,108.05,73.017,124.863
2013-06-06,0.88,0.944,91114407,1.428,1480,2164,0.599,0.346,19.943,19.976,19.932,20.04,76875,0.427,115.014,106.945,66.0,120.747
2013-06-07,0.885,0.951,90663078,1.411,1481,2144,0.585,0.342,19.947,19.965,19.929,20.037,76806,0.423,110.585,102.855,69.751,117.345
2013-06-08,0.891,0.957,89534374,1.394,1338,2112,0.57,0.338,19.951,19.958,19.927,20.035,76399,0.417,105.935,100.25,73.549,115.05
2013-06-09,0.896,0.964,89055586,1.377,1403,2094,0.556,0.334,19.957,19.955,19.927,20.034,75964,0.412,104.06,100.355,72.494,115.023
2013-06-10,0.901,0.972,88152422,1.358,1334,2066,0.541,0.329,19.962,19.952,19.927,20.033,75634,0.406,106.555,100.846,75.989,116.613
2013-06-11,0.907,0.979,87497569,1.34,1319,2041,0.527,0.325,19.966,19.948,19.926,20.031,75436,0.4,108.05,103.663,81.5,117.844
2013-06-12,0.913,0.986,86797719,1.322,1323,2017,0.513,0.32,19.971,19.949,19.927,20.031,75179,0.394,106.945,105.104,84.999,119.961
2013-06-13,0.918,0.994,86223415,1.304,1367,1997,0.498,0.315,19.978,19.951,19.928,20.031,74985,0.388,102.855,105.826,88.095,121.733
2013-06-14,0.924,1.002,85875062,1.286,1397,1977,0.485,0.311,19.984,19.954,19.929,20.032,75002,0.382,100.25,106.072,88.156,123.67
2013-06-15,0.93,1.009,84839322,1.267,1337,1950,0.471,0.306,19.991,19.957,19.931,20.032,74536,0.376,100.355,103.671,89.295,124.07
2013-06-16,0.935,1.017,84015509,1.248,1304,1925,0.457,0.301,19.999,19.962,19.933,20.033,73970,0.369,100.846,101.679,89.925,123.947
2013-06-17,0.941,1.025,83381440,1.229,1294,1901,0.443,0.296,20.006,19.967,19.936,20.034,73595,0.363,103.663,98.478,88.775,123.693
2013-06-18,0.947,1.032,82913138,1.21,1330,1881,0.43,0.291,20.013,19.972,19.938,20.035,73375,0.356,105.104,97.247,86.483,123.8
2013-06-19,0.954,1.039,82333024,1.19,1321,1858,0.416,0.286,20.021,19.979,19.941,20.036,73282,0.349,105.826,98.0,83.838,124.251
2013-06-20,0.962,1.045,82102210,1.172,1367,1841,0.403,0.281,20.029,19.985,19.944,20.037,73158,0.342,106.072,96.6,83.858,125.036
2013-06-21,0.969,1.052,81794133,1.154,1430,1825,0.39,0.276,20.037,19.991,19.947,20.038,73068,0.335,103.671,92.242,83.889,122.527
2013-06-22,0.977,1.058,80892905,1.138,1325,1797,0.377,0.271,20.045,19.995,19.949,20.039,72750,0.328,101.679,89.283,84.1,121.008
2013-06-23,0.984,1.065,79795324,1.121,1216,1766,0.364,0.266,20.052,20.0,19.952,20.039,72295,0.321,98.478,89.829,85.24,121.108
2013-06-24,0.992,1.072,79270172,1.103,1249,1745,0.352,0.26,20.057,20.005,19.955,20.04,72132,0.314,97.247,85.608,86.425,121.534
2013-06-25,0.999,1.078,78975053,1.086,1326,1729,0.339,0.255,20.061,20.007,19.956,20.04,71895,0.307,98.0,83.204,87.875,121.286
2013-06-26,1.007,1.084,78478674,1.069,1331,1709,0.327,0.25,20.065,20.01,19.959,20.039,71744,0.301,96.6,81.424,89.193,121.31
2013-06-27,1.014,1.09,77838389,1.051,1293,1686,0.315,0.245,20.067,20.015,19.961,20.04,71508,0.294,92.242,78.461,88.506,122.14
2013-06-28,1.021,1.095,77372799,1.033,1277,1664,0.303,0.24,20.069,20.02,19.964,20.041,71445,0.287,89.283,73.017,88.353,122.652
2013-06-29,1.028,1.101,76610542,1.015,1281,1644,0.291,0.235,20.072,20.028,19.968,20.042,71215,0.28,89.829,66.0,91.241,122.374
2013-06-30,1.035,1.106,75674296,0.997,1259,1622,0.28,0.23,20.074,20.036,19.972,20.044,70759,0.273,85.608,69.751,93.05,123.201
2013-07-01,1.042,1.111,75541016,0.979,1417,1616,0.269,0.225,20.076,20.047,19.978,20.047,70713,0.266,83.204,73.549,96.0,123.325
2013-07-02,1.049,1.116,75144323,0.961,1448,1603,0.258,0.22,20.079,20.06,19.984,20.051,70569,0.259,81.424,72.494,95.875,123.05
2013-07-03,1.055,1.121,74891262,0.942,1552,1597,0.248,0.215,20.082,20.073,19.99,20.055,70469,0.253,78.461,75.989,95.495,123.374
2013-07-04,1.062,1.126,74668620,0.923,1641,1593,0.238,0.21,20.088,20.091,19.997,20.06,70258,0.246,73.017,81.5,95.372,112.777
2013-07-05,1.068,1.131,74521708,0.904,1758,1594,0.229,0.205,20.095,20.113,20.007,20.068,70044,0.24,66.0,84.999,94.551,108.504
2013-07-06,1.075,1.136,73851932,0.885,1663,1579,0.22,0.2,20.103,20.141,20.019,20.078,69747,0.233,69.751,88.095,95.46,117.032
2013-07-07,1.08,1.142,73180951,0.866,1614,1567,0.211,0.194,20.113,20.166,20.03,20.087,69288,0.226,73.549,88.156,96.892,119.311
2013-07-08,1.086,1.147,72869380,0.847,1597,1557,0.202,0.189,20.123,20.194,20.042,20.098,69151,0.22,72.494,89.295,97.39,119.368
2013-07-09,1.091,1.152,73022107,0.827,1711,1559,0.194,0.184,20.132,20.22,20.055,20.108,69125,0.213,75.989,89.925,95.932,120.405
2013-07-10,1.096,1.158,73135683,0.808,1811,1564,0.187,0.179,20.136,20.243,20.066,20.118,69031,0.207,81.5,88.775,94.179,121.615
2013-07-11,1.101,1.164,73330571,0.789,1859,1567,0.18,0.175,20.141,20.265,20.078,20.128,69126,0.201,84.999,86.483,93.381,122.893
2013-07-12,1.107,1.17,73553551,0.77,1842,1565,0.173,0.171,20.145,20.281,20.087,20.136,69331,0.195,88.095,83.838,93.038,123.503
2013-07-13,1.112,1.176,73555073,0.751,1888,1569,0.167,0.167,20.148,20.29,20.094,20.142,69195,0.189,88.156,83.858,93.989,123.832
2013-07-14,1.118,1.182,72970219,0.733,1781,1561,0.161,0.162,20.148,20.294,20.1,20.147,68738,0.183,89.295,83.889,94.938,124.149
2013-07-15,1.124,1.187,72658441,0.715,1760,1557,0.155,0.158,20.146,20.296,20.105,20.151,68597,0.178,89.925,84.1,96.293,126.822
2013-07-16,1.13,1.193,72819893,0.697,1860,1564,0.15,0.154,20.145,20.295,20.109,20.154,68545,0.172,88.775,85.24,96.952,130.117
2013-07-17,1.136,1.198,73143452,0.679,1983,1575,0.145,0.15,20.144,20.299,20.114,20.158,68423,0.166,86.483,86.425,96.543,134.739
2013-07-18,1.141,1.204,73311561,0.662,2013,1583,0.14,0.146,20.146,20.322,20.126,20.169,68308,0.161,83.838,87.875,96.796,136.214
2013-07-19,1.147,1.209,73121320,0.645,1975,1586,0.136,0.142,20.147,20.337,20.136,20.178,68098,0.156,83.858,89.193,96.925,138.704
2013-07-20,1.152,1.214,72366044,0.629,1787,1575,0.132,0.138,20.147,20.349,20.144,20.187,67753,0.15,83.889,88.506,97.996,143.723
2013-07-21,1.157,1.219,71636265,0.612,1631,1563,0.127,0.134,20.147,20.36,20.153,20.195,67387,0.144,84.1,88.353,101.101,153.886
2013-07-22,1.162,1.224,71628105,0.596,1696,1567,0.123,0.13,20.147,20.372,20.161,20.204,67232,0.139,85.24,91.241,105.11,157.329
2013-07-23,1.167,1.229,71764625,0.579,1833,1580,0.119,0.126,20.149,20.379,20.168,20.211,67167,0.133,86.425,93.05,107.292,164.81
2013-07-24,1.172,1.234,71778248,0.563,1836,1585,0.115,0.122,20.15,20.387,20.175,20.219,67139,0.128,87.875,96.0,106.115,180.316
2013-07-25,1.178,1.238,71669025,0.548,1797,1586,0.111,0.118,20.151,20.394,20.183,20.226,67124,0.123,89.193,95.875,105.799,191.426
2013-07-26,1.184,1.242,71521800,0.532,1816,1592,0.108,0.115,20.154,20.4,20.189,20.234,67031,0.118,88.506,95.495,107.66,185.605
2013-07-27,1.189,1.247,70792866,0.517,1637,1581,0.104,0.111,20.158,20.406,20.196,20.241,66700,0.113,88.353,95.372,108.695,169.469
2013-07-28,1.195,1.251,70362333,0.502,1592,1578,0.1,0.107,20.163,20.412,20.202,20.249,66315,0.108,91.241,94.551,111.875,172.97
2013-07-29,1.201,1.256,70247240,0.488,1600,1580,0.097,0.103,20.168,20.423,20.211,20.258,66341,0.103,93.05,95.46,115.28,178.428
2013-07-30,1.206,1.26,70675056,0.474,1753,1595,0.093,0.1,20.174,20.436,20.22,20.268,66418,0.098,96.0,96.892,115.785,188.042
2013-07-31,1.211,1.265,70809584,0.46,1731,1597,0.09,0.097,20.179,20.456,20.232,20.281,66736,0.094,95.875,97.39,118.347,193.134
2013-08-01,1.216,1.27,71584842,0.447,1837,1611,0.087,0.094,20.184,20.47,20.241,20.291,67782,0.091,95.495,95.932,122.066,195.57
2013-08-02,1.22,1.275,71795779,0.435,1797,1614,0.085,0.092,20.19,20.483,20.251,20.302,67935,0.088,95.372,94.179,124.651,195.73
2013-08-03,1.225,1.28,71525000,0.422,1698,1611,0.082,0.09,20.194,20.49,20.258,20.311,67771,0.084,94.551,93.381,125.588,197.87
2013-08-04,1.23,1.286,70945452,0.409,1552,1602,0.079,0.088,20.2,20.497,20.266,20.32,67606,0.081,95.46,93.038,124.863,199.6
2013-08-05,1.235,1.292,71046011,0.397,1561,1603,0.075,0.086,20.205,20.499,20.271,20.327,67729,0.078,96.892,93.989,120.747,202.56
2013-08-06,1.24,1.298,70998650,0.385,1507,1599,0.072,0.084,20.209,20.503,20.278,20.335,67812,0.075,97.39,94.938,117.345,213.806
2013-08-07,1.246,1.305,71039372,0.373,1475,1596,0.069,0.083,20.214,20.508,20.285,20.343,67985,0.073,95.932,96.293,115.05,231.403
2013-08-08,1.251,1.312,70895064,0.361,1404,1588,0.065,0.082,20.221,20.516,20.292,20.352,68082,0.07,94.179,96.952,115.023,248.284
2013-08-09,1.256,1.32,70538570,0.35,1345,1580,0.061,0.08,20.227,20.52,20.298,20.36,68006,0.068,93.381,96.543,116.613,274.025
2013-08-10,1.261,1.328,69974946,0.339,1240,1567,0.057,0.079,20.232,20.52,20.303,20.366,67814,0.065,93.038,96.796,117.844,298.115
2013-08-11,1.266,1.336,69253392,0.329,1187,1556,0.053,0.078,20.239,20.527,20.31,20.375,67514,0.063,93.989,96.925,119.961,334.983
2013-08-12,1.271,1.345,69362984,0.318,1284,1557,0.049,0.077,20.249,20.549,20.323,20.389,68302,0.061,94.938,97.996,121.733,291.892
2013-08-13,1.276,1.354,70431518,0.307,1543,1575,0.045,0.077,20.259,20.575,20.337,20.405,68449,0.059,96.293,101.101,123.67,314.01
2013-08-14,1.281,1.364,71599282,0.297,1781,1596,0.042,0.076,20.267,20.595,20.349,20.418,68664,0.057,96.952,105.11,124.07,336.63
2013-08-15,1.288,1.373,71635871,0.288,1676,1592,0.039,0.076,20.275,20.608,20.358,20.43,68820,0.056,96.543,107.292,123.947,369.033
2013-08-16,1.295,1.383,72250452,0.279,1623,1590,0.036,0.076,20.281,20.614,20.366,20.439,69121,0.054,96.796,106.115,123.693,400.994
2013-08-17,1.303,1.394,72615067,0.269,1646,1594,0.034,0.076,20.287,20.611,20.37,20.446,68952,0.053,96.925,105.799,123.8,411.755
2013-08-18,1.311,1.404,72620585,0.261,1571,1590,0.031,0.076,20.292,20.608,20.375,20.451,68701,0.052,97.996,107.66,124.251,418.345
2013-08-19,1.32,1.415,73233910,0.252,1559,1589,0.028,0.076,20.297,20.605,20.379,20.458,68917,0.05,101.101,108.695,125.036,453.251
2013-08-20,1.329,1.426,73639716,0.243,1556,1589,0.025,0.076,20.3,20.595,20.38,20.461,69158,0.049,105.11,111.875,122.527,550.5
2013-08-21,1.337,1.438,74842005,0.234,1719,1604,0.022,0.077,20.303,20.581,20.38,20.463,69455,0.048,107.292,115.28,121.008,601.887
2013-08-22,1.346,1.449,75017704,0.226,1619,1599,0.02,0.077,20.306,20.569,20.38,20.464,69772,0.048,106.115,115.785,121.108,494.668
2013-08-23,1.355,1.461,75200544,0.218,1609,1599,0.017,0.078,20.31,20.548,20.377,20.463,70038,0.047,105.799,118.347,121.534,599.545
2013-08-24,1.363,1.474,74765729,0.209,1494,1590,0.015,0.079,20.314,20.528,20.374,20.461,69914,0.047,107.66,122.066,121.286,675.116
2013-08-25,1.373,1.486,74328790,0.201,1455,1586,0.012,0.079,20.317,20.51,20.372,20.46,69885,0.046,108.695,124.651,121.31,738.639
2013-08-26,1.384,1.498,74246838,0.193,1436,1582,0.009,0.079,20.319,20.491,20.368,20.458,70015,0.046,111.875,125.588,122.14,702.545
2013-08-27,1.395,1.509,74678321,0.186,1484,1584,0.007,0.08,20.322,20.47,20.364,20.454,70564,0.046,115.28,124.863,122.652,723.096
2013-08-28,1.407,1.521,74821748,0.185,1462,1581,0.004,0.08,20.325,20.452,20.36,20.452,70857,0.046,115.785,120.747,122.374,796.644
2013-08-29,1.419,1.533,74827645,0.183,2389,1660,0.004,0.081,20.326,20.424,20.353,20.445,70945,0.046,118.347,117.345,123.201,891.298
2013-08-30,1.431,1.546,75221778,0.181,2185,1660,0.003,0.082,20.328,20.399,20.345,20.438,71355,0.047,122.066,115.05,123.325,934.539
2013-08-31,1.443,1.56,75266476,0.18,2200,1675,0.003,0.083,20.329,20.373,20.338,20.431,71725,0.047,124.651,115.023,123.05,981.667
2013-09-01,1.454,1.574,75103646,0.178,2198,1688,0.003,0.084,20.331,20.345,20.329,20.423,71401,0.048,125.588,116.613,123.374,1052.0
2013-09-02,1.466,1.589,75162642,0.176,2144,1696,0.004,0.084,20.332,20.316,20.32,20.413,71212,0.048,124.863,117.844,112.777,915.571
2013-09-03,1.477,1.604,75729014,0.174,2174,1710,0.004,0.084,20.332,20.289,20.31,20.404,71231,0.048,120.747,119.961,108.504,917.898
2013-09-04,1.489,1.619,76168740,0.173,2155,1721,0.005,0.084,20.334,20.268,20.303,20.395,71356,0.048,117.345,121.733,117.032,984.654
2013-09-05,1.502,1.634,76336383,0.17,2043,1723,0.006,0.084,20.334,20.24,20.292,20.384,71335,0.049,115.05,123.67,119.311,1037.0
2013-09-06,1.516,1.65,76300538,0.168,1862,1716,0.007,0.084,20.334,20.213,20.282,20.373,71378,0.049,115.023,124.07,119.368,991.025
2013-09-07,1.53,1.665,76115315,0.165,1745,1711,0.007,0.084,20.333,20.187,20.272,20.362,71185,0.049,116.613,123.947,120.405,916.265
2013-09-08,1.545,1.679,75370496,0.162,1558,1697,0.007,0.083,20.331,20.162,20.261,20.35,70862,0.049,117.844,123.693,121.615,720.715
2013-09-09,1.559,1.693,75118713,0.159,1693,1707,0.007,0.082,20.329,20.13,20.248,20.335,70930,0.048,119.961,123.8,122.893,733.548
2013-09-10,1.574,1.707,74916674,0.156,1635,1703,0.007,0.081,20.326,20.1,20.235,20.321,70925,0.048,121.733,124.251,123.503,856.334
2013-09-11,1.588,1.721,74878469,0.152,1738,1712,0.007,0.081,20.322,20.068,20.222,20.305,71007,0.048,123.67,125.036,123.832,916.819
2013-09-12,1.603,1.736,74906075,0.149,1718,1712,0.007,0.08,20.317,20.037,20.208,20.289,71139,0.048,124.07,122.527,124.149,887.697
2013-09-13,1.616,1.75,74866867,0.145,1740,1716,0.007,0.079,20.312,20.006,20.193,20.272,71039,0.048,123.947,121.008,126.822,853.621
2013-09-14,1.629,1.765,74546796,0.141,1717,1715,0.007,0.077,20.306,19.975,20.179,20.255,70666,0.047,123.693,121.108,130.117,870.134
2013-09-15,1.643,1.781,73891639,0.137,1519,1699,0.006,0.076,20.301,19.946,20.164,20.237,70317,0.046,123.8,121.534,134.739,854.784
2013-09-16,1.658,1.797,73955038,0.133,1553,1699,0.006,0.074,20.294,19.914,20.148,20.219,70305,0.046,124.251,121.286,136.214,834.51
2013-09-17,1.674,1.813,73902456,0.137,1457,1688,0.005,0.073,20.287,19.884,20.133,20.2,70365,0.045,125.036,121.31,138.704,774.416
2013-09-18,1.689,1.827,74146734,0.142,1525,1690,0.004,0.071,20.28,19.854,20.117,20.181,70557,0.045,122.527,122.14,143.723,673.001
2013-09-19,1.705,1.842,74618722,0.148,1569,1691,0.004,0.07,20.274,19.835,20.105,20.165,70745,0.044,121.008,122.652,153.886,554.522
2013-09-20,1.721,1.856,74788065,0.153,1556,1688,0.003,0.069,20.268,19.816,20.093,20.149,70885,0.044,121.108,122.374,157.329,615.988
2013-09-21,1.736,1.87,74266327,0.158,1425,1674,0.002,0.067,20.262,19.799,20.081,20.134,70786,0.043,121.534,123.201,164.81,663.529
2013-09-22,1.75,1.885,73827593,0.161,1361,1663,0.0005,0.065,20.255,19.772,20.066,20.114,70628,0.043,121.286,123.325,180.316,614.291
2013-09-23,1.765,1.899,74659870,0.165,1485,1667,-0.001,0.064,20.248,19.75,20.051,20.096,70845,0.043,121.31,123.05,191.426,634.818
2013-09-24,1.778,1.913,75325393,0.167,1577,1671,-0.002,0.063,20.241,19.726,20.037,20.077,71011,0.042,122.14,123.374,185.605,650.085
2013-09-25,1.791,1.928,75624339,0.169,1658,1676,-0.003,0.061,20.232,19.702,20.022,20.057,71176,0.042,122.652,112.777,169.469,670.728
2013-09-26,1.805,1.944,75777563,0.171,1644,1674,-0.004,0.06,20.224,19.681,20.008,20.039,71330,0.042,122.374,108.504,172.97,670.394
2013-09-27,1.821,1.959,75828614,0.174,1683,1677,-0.004,0.059,20.216,19.664,19.995,20.021,71479,0.042,123.201,117.032,178.428,730.449
