Date,difficulty-btc-trx-90,hashrate-btc-trx-90,sentinusd-btc-ema-90,transactionfees-btc-trx-90,transactionvalue-btc-ema-7,transactionvalue-btc-wma-90,transactionvalue-btc-trx-90,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-ema-90,activeaddresses-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2014-05-20,1.475,1.423,340232896,-0.251,5273,5074,-0.203,0.224,19.494,19.151,19.536,19.206,163803,0.212,492.31,573.388,603.129,476.384
2014-05-21,1.469,1.418,339946770,-0.255,5218,5060,-0.208,0.22,19.469,19.151,19.528,19.198,163675,0.209,509.156,571.987,590.957,476.972
2014-05-22,1.463,1.412,340476793,-0.258,5234,5050,-0.212,0.217,19.445,19.151,19.519,19.191,163664,0.206,529.149,566.816,589.485,491.137
2014-05-23,1.456,1.407,346442613,-0.262,6161,5121,-0.215,0.214,19.42,19.149,19.511,19.184,163946,0.203,519.347,593.201,598.9,521.423
2014-05-24,1.45,1.402,348906567,-0.266,6831,5188,-0.218,0.21,19.402,19.191,19.517,19.193,163093,0.199,559.931,619.564,589.476,513.078
2014-05-25,1.444,1.396,351026930,-0.269,7141,5237,-0.22,0.207,19.386,19.23,19.523,19.201,163628,0.196,580.277,644.487,585.681,503.706
2014-05-26,1.438,1.391,352139913,-0.272,7012,5254,-0.222,0.204,19.373,19.267,19.529,19.21,163792,0.193,573.388,635.862,568.912,504.419
2014-05-27,1.433,1.386,355762460,-0.275,7214,5298,-0.224,0.201,19.359,19.301,19.535,19.22,164131,0.19,571.987,664.422,569.836,502.862
2014-05-28,1.427,1.381,358012795,-0.277,7089,5316,-0.225,0.198,19.345,19.334,19.541,19.23,164576,0.188,566.816,641.523,583.871,507.703
2014-05-29,1.422,1.375,357819965,-0.28,6709,5309,-0.226,0.196,19.332,19.364,19.547,19.24,164737,0.185,593.201,651.272,596.82,514.911
2014-05-30,1.417,1.37,361174292,-0.282,7164,5366,-0.227,0.193,19.319,19.391,19.552,19.25,164467,0.182,619.564,654.137,594.664,509.791
2014-05-31,1.413,1.364,360729890,-0.284,7070,5385,-0.227,0.191,19.306,19.417,19.557,19.26,164076,0.18,644.487,650.778,620.059,506.639
2014-06-01,1.408,1.359,362450269,-0.286,7497,5447,-0.227,0.188,19.294,19.442,19.563,19.271,164675,0.177,635.862,652.884,649.274,502.665
2014-06-02,1.403,1.353,367080055,-0.287,7938,5520,-0.227,0.186,19.28,19.465,19.568,19.282,164912,0.175,664.422,648.195,645.747,488.836
2014-06-03,1.397,1.349,370902987,-0.288,8102,5578,-0.226,0.184,19.266,19.487,19.573,19.294,165409,0.172,641.523,650.767,643.645,479.421
2014-06-04,1.392,1.345,376435707,-0.289,8578,5666,-0.224,0.182,19.252,19.511,19.58,19.307,165545,0.17,651.272,642.504,636.579,477.176
2014-06-05,1.387,1.34,380932820,-0.29,8732,5735,-0.222,0.18,19.252,19.535,19.586,19.321,165950,0.168,654.137,621.319,629.756,475.398
2014-06-06,1.382,1.336,386986966,-0.291,9251,5843,-0.219,0.178,19.251,19.553,19.591,19.333,166137,0.166,650.778,595.946,632.787,481.297
2014-06-07,1.377,1.331,386529776,-0.291,8843,5882,-0.216,0.177,19.253,19.571,19.596,19.346,165573,0.164,652.884,575.029,626.639,484.581
2014-06-08,1.373,1.326,388495640,-0.291,9305,5989,-0.213,0.175,19.261,19.586,19.601,19.358,165750,0.162,648.195,565.303,621.123,481.482
2014-06-09,1.368,1.321,384834905,-0.291,8031,5954,-0.21,0.173,19.269,19.601,19.606,19.37,165765,0.16,650.767,596.048,621.434,481.745
2014-06-10,1.364,1.316,384188731,-0.291,7558,5962,-0.207,0.171,19.277,19.617,19.611,19.383,166060,0.158,642.504,596.985,616.557,470.073
2014-06-11,1.36,1.311,382552604,-0.29,7013,5954,-0.204,0.169,19.286,19.635,19.618,19.396,166253,0.156,621.319,607.673,622.121,466.454
2014-06-12,1.355,1.306,388726202,-0.29,7904,6061,-0.2,0.167,19.295,19.653,19.624,19.41,166457,0.154,595.946,603.129,632.056,482.398
2014-06-13,1.351,1.301,389180758,-0.289,7641,6085,-0.197,0.166,19.304,19.669,19.63,19.423,166622,0.152,575.029,590.957,629.664,475.58
2014-06-14,1.346,1.296,386004151,-0.288,6961,6066,-0.194,0.164,19.313,19.686,19.637,19.437,166252,0.15,565.303,589.485,621.8,472.322
2014-06-15,1.342,1.292,382543507,-0.288,6389,6042,-0.191,0.162,19.322,19.702,19.643,19.451,166481,0.149,596.048,598.9,621.061,475.441
2014-06-16,1.337,1.288,383175387,-0.287,6414,6057,-0.188,0.16,19.331,19.716,19.649,19.464,166734,0.147,596.985,589.476,617.3,476.655
2014-06-17,1.332,1.284,380410995,-0.286,5845,6027,-0.185,0.159,19.341,19.728,19.655,19.477,167146,0.145,607.673,585.681,617.851,474.915
2014-06-18,1.327,1.281,378622150,-0.285,5673,6020,-0.183,0.157,19.35,19.741,19.661,19.49,167171,0.144,603.129,568.912,622.126,467.613
2014-06-19,1.323,1.278,379211185,-0.284,5975,6052,-0.181,0.156,19.36,19.755,19.667,19.503,166993,0.142,590.957,569.836,626.392,456.38
2014-06-20,1.319,1.276,377584841,-0.283,5911,6057,-0.179,0.154,19.369,19.768,19.674,19.516,166742,0.14,589.485,583.871,622.21,438.518
2014-06-21,1.315,1.274,374765931,-0.282,5748,6051,-0.177,0.153,19.379,19.78,19.68,19.529,166462,0.138,598.9,596.82,618.92,405.935
2014-06-22,1.311,1.273,373067768,-0.28,5865,6066,-0.175,0.151,19.389,19.792,19.686,19.542,166853,0.137,589.476,594.664,620.249,410.022
2014-06-23,1.307,1.271,371896479,-0.279,5916,6078,-0.173,0.149,19.398,19.793,19.689,19.551,166783,0.135,585.681,620.059,618.566,401.12
2014-06-24,1.303,1.27,374085301,-0.278,6407,6129,-0.17,0.148,19.403,19.773,19.684,19.553,166986,0.133,568.912,649.274,607.944,400.275
2014-06-25,1.3,1.27,371416228,-0.276,5900,6103,-0.169,0.146,19.407,19.754,19.68,19.554,167177,0.132,569.836,645.747,600.002,407.475
2014-06-26,1.296,1.269,368984729,-0.275,5601,6084,-0.167,0.145,19.41,19.735,19.675,19.556,167008,0.13,583.871,643.645,594.585,428.517
2014-06-27,1.292,1.268,366447134,-0.274,5323,6060,-0.166,0.143,19.412,19.718,19.67,19.557,167033,0.129,596.82,636.579,596.029,411.195
2014-06-28,1.288,1.267,362237849,-0.272,4909,6018,-0.165,0.142,19.415,19.701,19.666,19.558,166524,0.127,594.664,629.756,585.359,404.503
2014-06-29,1.284,1.267,358036812,-0.271,4736,5989,-0.164,0.14,19.416,19.684,19.661,19.558,166686,0.125,620.059,632.787,584.376,401.439
2014-06-30,1.281,1.267,358675103,-0.27,5064,6000,-0.163,0.139,19.418,19.669,19.656,19.559,167045,0.124,649.274,626.639,574.994,390.912
2014-07-01,1.279,1.265,362511657,-0.268,5867,6060,-0.162,0.137,19.42,19.662,19.654,19.562,167476,0.122,645.747,621.123,574.929,377.415
2014-07-02,1.277,1.264,366770011,-0.266,6698,6140,-0.16,0.136,19.423,19.656,19.652,19.566,167802,0.121,643.645,621.434,591.067,379.119
2014-07-03,1.275,1.262,366492390,-0.265,6549,6150,-0.159,0.135,19.425,19.643,19.648,19.566,167666,0.12,636.579,616.557,590.42,384.118
2014-07-04,1.274,1.26,362911228,-0.263,5953,6118,-0.158,0.133,19.428,19.631,19.644,19.567,167174,0.118,629.756,622.121,583.32,377.698
2014-07-05,1.273,1.258,360158653,-0.261,5777,6109,-0.156,0.132,19.43,19.621,19.64,19.568,166335,0.116,632.787,632.056,585.95,367.304
2014-07-06,1.272,1.256,356641341,-0.259,5485,6087,-0.155,0.13,19.433,19.611,19.636,19.569,166729,0.115,626.639,629.664,582.376,345.878
2014-07-07,1.271,1.254,354511136,-0.257,5274,6065,-0.155,0.128,19.434,19.592,19.629,19.566,167161,0.113,621.123,621.8,581.009,315.801
2014-07-08,1.27,1.251,351122539,-0.255,4768,6011,-0.154,0.127,19.435,19.574,19.622,19.564,168199,0.112,621.434,621.061,583.85,322.456
2014-07-09,1.269,1.249,348926790,-0.253,4619,5979,-0.154,0.126,19.436,19.555,19.615,19.56,168567,0.111,616.557,617.3,590.585,328.313
2014-07-10,1.268,1.246,347379304,-0.251,4681,5961,-0.154,0.125,19.438,19.538,19.607,19.557,168627,0.11,622.121,617.851,586.527,339.094
2014-07-11,1.267,1.244,344760049,-0.249,4610,5934,-0.155,0.124,19.439,19.521,19.6,19.554,168672,0.109,632.056,622.126,588.101,364.531
2014-07-12,1.266,1.241,342723488,-0.247,4819,5929,-0.155,0.122,19.441,19.507,19.594,19.551,168354,0.108,629.664,626.392,583.969,362.28
2014-07-13,1.265,1.238,340963267,-0.245,5040,5929,-0.155,0.121,19.443,19.494,19.587,19.547,168799,0.107,621.8,622.21,568.256,359.388
2014-07-14,1.263,1.235,339516163,-0.243,5024,5913,-0.155,0.12,19.445,19.484,19.582,19.545,168665,0.106,621.061,618.92,551.058,362.544
2014-07-15,1.262,1.231,339078242,-0.241,4979,5894,-0.156,0.119,19.447,19.474,19.576,19.543,168428,0.105,617.3,620.249,518.99,378.689
2014-07-16,1.26,1.228,338422346,-0.239,5269,5904,-0.156,0.118,19.45,19.466,19.571,19.541,167962,0.103,617.851,618.566,506.064,402.084
2014-07-17,1.258,1.224,336420973,-0.236,5029,5874,-0.156,0.117,19.453,19.456,19.566,19.538,167697,0.102,622.126,607.944,501.845,393.788
2014-07-18,1.256,1.22,334960534,-0.234,5021,5859,-0.157,0.116,19.456,19.446,19.56,19.534,167330,0.101,626.392,600.002,504.405,386.265
2014-07-19,1.254,1.217,330838841,-0.232,4557,5803,-0.158,0.115,19.458,19.436,19.554,19.53,166567,0.099,622.21,594.585,476.384,379.451
2014-07-20,1.252,1.214,326818972,-0.229,4250,5752,-0.159,0.114,19.461,19.426,19.548,19.527,166616,0.097,618.92,596.029,476.972,384.702
2014-07-21,1.249,1.21,324554960,-0.227,4279,5724,-0.16,0.113,19.463,19.411,19.54,19.521,166144,0.095,620.249,585.359,491.137,388.404
2014-07-22,1.246,1.206,321543963,-0.225,4087,5678,-0.161,0.112,19.464,19.4,19.534,19.516,165590,0.094,618.566,584.376,521.423,382.291
2014-07-23,1.242,1.201,318934456,-0.222,4009,5637,-0.163,0.111,19.464,19.389,19.527,19.511,165384,0.092,607.944,574.994,513.078,383.996
2014-07-24,1.239,1.196,318160621,-0.22,4207,5619,-0.164,0.11,19.465,19.379,19.52,19.506,165117,0.09,600.002,574.929,503.706,382.802
2014-07-25,1.235,1.191,316836682,-0.218,4384,5603,-0.166,0.109,19.465,19.369,19.514,19.501,164949,0.088,594.585,591.067,504.419,367.289
2014-07-26,1.231,1.186,313269005,-0.216,4089,5549,-0.168,0.109,19.466,19.361,19.508,19.496,164076,0.086,596.029,590.42,502.862,355.716
2014-07-27,1.227,1.181,308981137,-0.214,3798,5489,-0.17,0.107,19.466,19.353,19.502,19.491,164207,0.083,585.359,583.32,507.703,349.089
2014-07-28,1.223,1.175,307671594,-0.212,3926,5459,-0.172,0.106,19.467,19.346,19.496,19.486,163946,0.081,584.376,585.95,514.911,351.284
2014-07-29,1.219,1.169,306400939,-0.211,4097,5436,-0.174,0.105,19.469,19.341,19.491,19.481,163535,0.079,574.994,582.376,509.791,352.794
2014-07-30,1.215,1.163,304091730,-0.209,3967,5390,-0.176,0.104,19.47,19.335,19.486,19.476,163424,0.077,574.929,581.009,506.639,352.906
2014-07-31,1.211,1.158,301559380,-0.207,3847,5342,-0.179,0.104,19.472,19.33,19.481,19.472,163251,0.075,591.067,583.85,502.665,344.899
2014-08-01,1.207,1.152,299903649,-0.206,3886,5305,-0.181,0.103,19.475,19.33,19.478,19.469,163028,0.073,590.42,590.585,488.836,337.866
2014-08-02,1.202,1.147,297288756,-0.205,3940,5271,-0.183,0.102,19.478,19.332,19.475,19.466,162260,0.07,583.32,586.527,479.421,341.339
2014-08-03,1.197,1.141,295404094,-0.203,4110,5248,-0.186,0.101,19.48,19.334,19.473,19.464,162149,0.068,585.95,588.101,477.176,329.102
2014-08-04,1.193,1.135,293025972,-0.202,3997,5204,-0.188,0.1,19.483,19.337,19.471,19.461,161887,0.066,582.376,583.969,475.398,324.34
2014-08-05,1.188,1.129,293279876,-0.201,4244,5188,-0.191,0.099,19.487,19.341,19.469,19.46,162254,0.064,581.009,568.256,481.297,327.819
2014-08-06,1.182,1.122,291144215,-0.2,4030,5138,-0.193,0.099,19.49,19.348,19.469,19.459,162688,0.062,583.85,551.058,484.581,325.84
2014-08-07,1.177,1.116,289228746,-0.199,3933,5095,-0.196,0.098,19.493,19.354,19.468,19.458,162628,0.06,590.585,518.99,481.482,336.991
2014-08-08,1.171,1.109,286495678,-0.197,3681,5037,-0.198,0.098,19.497,19.36,19.467,19.457,162429,0.058,586.527,506.064,481.745,342.284
2014-08-09,1.166,1.103,284105391,-0.197,3625,4991,-0.201,0.097,19.5,19.365,19.467,19.455,161764,0.056,588.101,501.845,470.073,344.945
2014-08-10,1.16,1.098,281801626,-0.196,3633,4950,-0.204,0.097,19.504,19.369,19.466,19.454,162097,0.054,583.969,504.405,466.454,343.176
2014-08-11,1.155,1.092,281710064,-0.195,3794,4922,-0.207,0.097,19.507,19.373,19.465,19.452,162275,0.052,568.256,476.384,482.398,349.881
2014-08-12,1.149,1.088,283445904,-0.194,4199,4920,-0.209,0.097,19.511,19.377,19.465,19.451,162583,0.05,551.058,476.972,475.58,365.791
2014-08-13,1.143,1.083,284821366,-0.193,4422,4909,-0.212,0.097,19.514,19.382,19.464,19.449,162836,0.049,518.99,491.137,472.322,366.689
2014-08-14,1.137,1.078,285915115,-0.192,4525,4894,-0.214,0.097,19.518,19.389,19.465,19.449,163151,0.048,506.064,521.423,475.441,394.94
2014-08-15,1.131,1.073,286962801,-0.192,4708,4887,-0.216,0.098,19.522,19.396,19.466,19.448,163160,0.046,501.845,513.078,476.655,428.535
2014-08-16,1.125,1.068,286815889,-0.191,4779,4874,-0.218,0.098,19.526,19.405,19.467,19.449,163086,0.045,504.405,503.706,474.915,397.306
2014-08-17,1.119,1.063,284992046,-0.189,4610,4841,-0.22,0.099,19.53,19.414,19.469,19.449,163540,0.044,476.384,504.419,467.613,386.82
2014-08-18,1.113,1.059,287699403,-0.187,5037,4857,-0.221,0.099,19.535,19.423,19.471,19.45,163764,0.043,476.972,502.862,456.38,384.374
2014-08-19,1.106,1.055,286946221,-0.185,4769,4822,-0.223,0.1,19.54,19.433,19.473,19.451,163805,0.042,491.137,507.703,438.518,397.121
2014-08-20,1.101,1.051,285822974,-0.183,4509,4782,-0.224,0.1,19.545,19.443,19.476,19.452,163812,0.041,521.423,514.911,405.935,381.052
2014-08-21,1.095,1.048,287397405,-0.182,4740,4779,-0.226,0.101,19.551,19.459,19.48,19.455,164023,0.04,513.078,509.791,410.022,378.646
2014-08-22,1.09,1.045,315953584,-0.18,9936,5219,-0.224,0.102,19.549,19.472,19.484,19.457,163973,0.039,503.706,506.639,401.12,365.837
2014-08-23,1.085,1.042,315299958,-0.179,8970,5228,-0.221,0.102,19.548,19.487,19.489,19.461,163344,0.038,504.419,502.665,400.275,351.592
2014-08-24,1.08,1.039,311990215,-0.178,7643,5184,-0.219,0.103,19.547,19.5,19.494,19.464,163941,0.037,502.862,488.836,407.475,356.53
2014-08-25,1.076,1.036,314559009,-0.177,7491,5215,-0.217,0.103,19.546,19.514,19.498,19.467,163819,0.036,507.703,479.421,428.517,358.505
2014-08-26,1.072,1.033,326192135,-0.176,8756,5367,-0.214,0.104,19.545,19.528,19.504,19.472,163941,0.035,514.911,477.176,411.195,374.924
2014-08-27,1.068,1.03,334575023,-0.176,9031,5459,-0.209,0.105,19.545,19.542,19.509,19.476,164045,0.035,509.791,475.398,404.503,383.251
2014-08-28,1.064,1.028,334605070,-0.175,8128,5452,-0.205,0.105,19.545,19.562,19.516,19.483,164181,0.034,506.639,481.297,401.439,371.775
2014-08-29,1.059,1.025,333332277,-0.175,7177,5421,-0.202,0.106,19.546,19.58,19.524,19.489,163757,0.033,502.665,484.581,390.912,370.752
2014-08-30,1.056,1.023,331118638,-0.175,6624,5406,-0.198,0.106,19.548,19.604,19.533,19.498,163474,0.032,488.836,481.482,377.415,369.434
2014-08-31,1.052,1.021,328460528,-0.175,6053,5377,-0.195,0.106,19.549,19.625,19.542,19.507,163792,0.032,479.421,481.745,379.119,378.702
2014-09-01,1.048,1.02,327335959,-0.175,5748,5361,-0.192,0.106,19.55,19.643,19.55,19.514,163925,0.031,477.176,470.073,384.118,377.846
2014-09-02,1.045,1.018,324960625,-0.175,5292,5326,-0.189,0.106,19.551,19.659,19.557,19.522,163913,0.03,475.398,466.454,377.698,379.647
2014-09-03,1.042,1.016,321794755,-0.175,4790,5278,-0.187,0.106,19.551,19.675,19.565,19.53,163689,0.029,481.297,482.398,367.304,381.317
2014-09-04,1.039,1.015,318457790,-0.176,4353,5226,-0.185,0.106,19.552,19.69,19.572,19.538,163468,0.029,484.581,475.58,345.878,378.7
2014-09-05,1.037,1.014,315287530,-0.176,4136,5186,-0.183,0.107,19.553,19.703,19.579,19.545,163437,0.028,481.482,472.322,315.801,374.17
2014-09-06,1.035,1.013,310980465,-0.177,3705,5123,-0.182,0.107,19.553,19.715,19.586,19.552,162886,0.027,481.745,475.441,322.456,372.933
2014-09-07,1.033,1.012,306938929,-0.177,3515,5074,-0.182,0.106,19.554,19.726,19.593,19.56,164121,0.026,470.073,476.655,328.313,374.938
2014-09-08,1.031,1.01,304543039,-0.177,3429,5030,-0.181,0.106,19.555,19.736,19.599,19.567,164256,0.026,466.454,474.915,339.094,375.025
2014-09-09,1.029,1.009,302109119,-0.178,3314,4982,-0.181,0.107,19.554,19.746,19.605,19.574,164383,0.026,482.398,467.613,364.531,368.947
2014-09-10,1.027,1.007,299379702,-0.178,3254,4938,-0.182,0.107,19.554,19.752,19.611,19.581,165360,0.025,475.58,456.38,362.28,352.726
2014-09-11,1.025,1.005,296143035,-0.179,3237,4898,-0.182,0.107,19.553,19.758,19.616,19.587,165129,0.025,472.322,438.518,359.388,349.289
2014-09-12,1.023,1.004,293203120,-0.179,3213,4857,-0.183,0.107,19.552,19.764,19.621,19.594,164709,0.025,475.441,405.935,362.544,351.872
2014-09-13,1.021,1.002,289200627,-0.18,3037,4803,-0.184,0.107,19.551,19.769,19.626,19.6,164054,0.024,476.655,410.022,378.689,350.835
2014-09-14,1.019,1.001,285780311,-0.181,2918,4751,-0.185,0.107,19.55,19.773,19.63,19.606,165072,0.024,474.915,401.12,402.084,347.5
2014-09-15,1.017,0.999,282977464,-0.181,2880,4704,-0.187,0.107,19.549,19.777,19.635,19.612,165127,0.024,467.613,400.275,393.788,348.199
2014-09-16,1.015,0.998,280179542,-0.182,2729,4647,-0.189,0.108,19.548,19.781,19.639,19.618,165902,0.024,456.38,407.475,386.265,347.166
2014-09-17,1.014,0.998,277745521,-0.183,2706,4599,-0.191,0.108,19.547,19.782,19.643,19.624,166002,0.024,438.518,428.517,379.451,335.169
2014-09-18,1.012,0.997,276728294,-0.184,3017,4580,-0.194,0.109,19.546,19.787,19.647,19.631,166131,0.024,405.935,411.195,384.702,323.149
2014-09-19,1.011,0.997,275718458,-0.186,3264,4563,-0.196,0.109,19.544,19.789,19.651,19.637,165793,0.024,410.022,404.503,388.404,312.662
2014-09-20,1.009,0.997,274943175,-0.187,3663,4565,-0.198,0.109,19.544,19.798,19.657,19.645,165435,0.024,401.12,401.439,382.291,312.341
2014-09-21,1.008,0.997,274896895,-0.189,4037,4574,-0.2,0.109,19.545,19.808,19.664,19.654,165573,0.024,400.275,390.912,383.996,324.713
2014-09-22,1.006,0.997,272072737,-0.19,3738,4533,-0.202,0.11,19.55,19.817,19.67,19.663,165848,0.024,407.475,377.415,382.802,323.943
2014-09-23,1.004,0.996,270022629,-0.192,3836,4520,-0.204,0.11,19.555,19.821,19.675,19.67,166015,0.024,428.517,379.119,367.289,328.083
2014-09-24,1.002,0.995,267873314,-0.194,4162,4531,-0.205,0.11,19.559,19.825,19.679,19.678,165964,0.024,411.195,384.118,355.716,332.744
2014-09-25,1.0,0.995,265352340,-0.196,3995,4504,-0.207,0.111,19.564,19.829,19.684,19.685,166225,0.024,404.503,377.698,349.089,329.188
2014-09-26,0.999,0.994,262827123,-0.196,3763,4469,-0.209,0.111,19.569,19.834,19.689,19.692,166031,0.024,401.439,367.304,351.284,319.032
2014-09-27,0.997,0.992,259562262,-0.196,3627,4437,-0.211,0.112,19.574,19.838,19.693,19.7,165713,0.023,390.912,345.878,352.794,323.135
2014-09-28,0.996,0.991,256549173,-0.196,3444,4398,-0.213,0.112,19.579,19.843,19.698,19.707,166832,0.024,377.415,315.801,352.906,318.737
2014-09-29,0.995,0.989,255323791,-0.197,3442,4372,-0.215,0.112,19.584,19.85,19.704,19.715,166748,0.024,379.119,322.456,344.899,315.441
2014-09-30,0.994,0.987,253785156,-0.198,3383,4343,-0.218,0.113,19.588,19.854,19.708,19.722,167373,0.024,384.118,328.313,337.866,314.822
2014-10-01,0.994,0.985,252122780,-0.199,3390,4319,-0.22,0.113,19.593,19.859,19.713,19.73,167854,0.025,377.698,339.094,341.339,311.944
2014-10-02,0.993,0.983,250024330,-0.2,3326,4289,-0.222,0.114,19.598,19.865,19.719,19.738,167693,0.025,367.304,364.531,329.102,312.724
2014-10-03,0.992,0.981,248718382,-0.201,3351,4267,-0.225,0.115,19.603,19.867,19.722,19.744,167400,0.025,345.878,362.28,324.34,315.626
2014-10-04,0.992,0.978,247283119,-0.203,3331,4241,-0.227,0.115,19.608,19.87,19.727,19.751,166993,0.025,315.801,359.388,327.819,314.346
2014-10-05,0.991,0.976,247304868,-0.204,3557,4237,-0.23,0.116,19.615,19.877,19.732,19.759,168289,0.026,322.456,362.544,325.84,303.591
2014-10-06,0.99,0.974,248963680,-0.206,3848,4243,-0.232,0.117,19.624,19.893,19.741,19.771,168165,0.026,328.313,378.689,336.991,274.82
2014-10-07,0.989,0.972,248753125,-0.208,3773,4224,-0.234,0.118,19.634,19.909,19.749,19.782,168381,0.026,339.094,402.084,342.284,272.076
2014-10-08,0.988,0.969,249153176,-0.21,3803,4212,-0.236,0.119,19.643,19.923,19.758,19.793,168426,0.027,364.531,393.788,344.945,276.104
2014-10-09,0.987,0.966,249203511,-0.212,3911,4208,-0.238,0.121,19.653,19.935,19.766,19.803,168334,0.027,362.28,386.265,343.176,287.178
2014-10-10,0.986,0.963,249712482,-0.215,4041,4208,-0.24,0.122,19.662,19.947,19.773,19.813,168385,0.028,359.388,379.451,349.881,287.542
2014-10-11,0.984,0.96,248110618,-0.217,3825,4181,-0.241,0.123,19.672,19.964,19.783,19.825,167915,0.028,362.544,384.702,365.791,283.794
2014-10-12,0.983,0.957,245662704,-0.219,3540,4144,-0.243,0.124,19.682,19.981,19.793,19.838,169067,0.028,378.689,388.404,366.689,280.21
2014-10-13,0.981,0.953,245580574,-0.222,3598,4131,-0.245,0.126,19.691,19.991,19.8,19.848,169371,0.029,402.084,382.291,394.94,273.146
2014-10-14,0.979,0.95,245249738,-0.224,3783,4131,-0.247,0.127,19.699,19.999,19.807,19.857,169844,0.029,393.788,383.996,428.535,269.036
2014-10-15,0.977,0.946,244439971,-0.226,4374,4172,-0.248,0.129,19.709,20.01,19.815,19.867,170194,0.03,386.265,382.802,397.306,239.441
2014-10-16,0.975,0.942,243480730,-0.229,4598,4192,-0.249,0.131,19.718,20.017,19.822,19.876,169912,0.031,379.451,367.289,386.82,197.577
2014-10-17,0.973,0.938,242269865,-0.231,4663,4203,-0.25,0.133,19.727,20.022,19.828,19.885,169768,0.031,384.702,355.716,384.374,205.937
2014-10-18,0.97,0.934,239998974,-0.234,4359,4183,-0.251,0.134,19.735,20.025,19.833,19.892,169394,0.031,388.404,349.089,397.121,211.756
2014-10-19,0.968,0.929,237222427,-0.236,3954,4147,-0.252,0.136,19.746,20.031,19.84,19.901,170378,0.032,382.291,351.284,381.052,200.604
2014-10-20,0.965,0.924,236536529,-0.239,3941,4138,-0.252,0.137,19.755,20.037,19.845,19.909,170471,0.033,383.996,352.794,378.646,205.929
2014-10-21,0.962,0.919,235072968,-0.241,3635,4102,-0.253,0.139,19.765,20.042,19.852,19.917,170791,0.033,382.802,352.906,365.837,211.824
2014-10-22,0.958,0.914,234702711,-0.244,3755,4097,-0.254,0.141,19.776,20.051,19.859,19.926,170879,0.034,367.289,344.899,351.592,210.64
2014-10-23,0.955,0.91,234284814,-0.246,4045,4110,-0.255,0.143,19.786,20.059,19.866,19.935,170928,0.034,355.716,337.866,356.53,214.636
2014-10-24,0.951,0.905,232836232,-0.249,3842,4086,-0.256,0.145,19.796,20.065,19.872,19.943,170834,0.035,349.089,341.339,358.505,232.311
2014-10-25,0.948,0.9,231189790,-0.251,3976,4087,-0.257,0.147,19.806,20.068,19.877,19.95,171190,0.036,351.284,329.102,374.924,229.752
2014-10-26,0.944,0.895,228728684,-0.254,4070,4087,-0.257,0.148,19.815,20.068,19.881,19.955,171626,0.036,352.794,324.34,383.251,237.146
2014-10-27,0.94,0.89,227545687,-0.256,4170,4090,-0.258,0.15,19.824,20.068,19.886,19.961,172113,0.037,352.906,327.819,371.775,248.51
2014-10-28,0.936,0.884,226062859,-0.259,3984,4069,-0.258,0.152,19.834,20.071,19.891,19.967,172130,0.038,344.899,325.84,370.752,281.323
2014-10-29,0.932,0.879,225381252,-0.262,3719,4038,-0.259,0.154,19.843,20.07,19.894,19.972,172191,0.038,337.866,336.991,369.434,261.244
2014-10-30,0.928,0.874,224108833,-0.265,3449,4001,-0.259,0.156,19.85,20.068,19.897,19.976,172348,0.039,341.339,342.284,378.702,252.788
2014-10-31,0.923,0.869,223280823,-0.267,3865,4018,-0.26,0.158,19.859,20.069,19.902,19.982,172439,0.04,329.102,344.945,377.846,232.4
2014-11-01,0.919,0.864,221197935,-0.27,3715,3995,-0.26,0.159,19.866,20.068,19.905,19.986,171982,0.04,324.34,343.176,379.647,232.471
2014-11-02,0.914,0.86,218660753,-0.273,3368,3951,-0.261,0.161,19.874,20.067,19.908,19.99,173565,0.041,327.819,349.881,381.317,227.909
2014-11-03,0.909,0.855,217156943,-0.276,3496,3942,-0.262,0.163,19.881,20.064,19.911,19.993,173671,0.042,325.84,365.791,378.7,218.482
2014-11-04,0.904,0.85,217587398,-0.278,3671,3939,-0.263,0.165,19.887,20.064,19.914,19.997,173866,0.043,336.991,366.689,374.17,226.795
2014-11-05,0.9,0.846,218142062,-0.281,3645,3923,-0.263,0.167,19.895,20.069,19.919,20.003,173840,0.044,342.284,394.94,372.933,236.83
2014-11-06,0.895,0.842,217411054,-0.284,3413,3889,-0.264,0.168,19.904,20.078,19.925,20.01,174325,0.044,344.945,428.535,374.938,225.308
2014-11-07,0.89,0.837,217332757,-0.287,3435,3871,-0.265,0.17,19.912,20.083,19.93,20.015,174649,0.045,343.176,397.306,375.025,222.448
2014-11-08,0.886,0.833,215206789,-0.29,3237,3835,-0.266,0.171,19.92,20.091,19.936,20.022,174080,0.046,349.881,386.82,368.947,219.936
2014-11-09,0.881,0.829,213437873,-0.292,3078,3798,-0.267,0.173,19.929,20.1,19.943,20.028,174959,0.047,365.791,384.374,352.726,225.863
2014-11-10,0.877,0.824,213983577,-0.295,3321,3793,-0.268,0.174,19.938,20.109,19.949,20.035,175279,0.048,366.689,397.121,349.289,224.9
2014-11-11,0.872,0.82,213414430,-0.297,3232,3765,-0.269,0.175,19.947,20.116,19.955,20.041,175284,0.049,394.94,381.052,351.872,220.946
