Date,difficulty-btc-std-30,difficulty-btc-var-90,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-30,hashrate-btc-trx-90,mining_profitability-btc-wma-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-90,sentinusd-btc-wma-90,transactionfees-btc-sma-90,transactionfees-btc-trx-14,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-mom-14,confirmationtime-btc-std-30,confirmationtime-btc-trx-90,transactionvalue-btc-wma-90,transactionvalue-btc-trx-30,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-trx-30,size-btc-sma-90,size-btc-std-90,size-btc-trx-30,transactions-btc-sma-90,transactions-btc-std-30,transactions-btc-var-30,transactions-btc-trx-14,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-7,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-14,top100cap-btc-wma-90,activeaddresses-btc-sma-7,activeaddresses-btc-sma-90,activeaddresses-btc-ema-90,activeaddresses-btc-wma-7,activeaddresses-btc-wma-90,activeaddresses-btc-trx-7,price-btc-rsi-90,bitcoin-price_raw_7d
2013-04-01,1899346,1168545930405.0,1.93,1.046,0.271,97.889,0.372,4650.0,1.855,0.091,67298533,0.031,3.644,0.017,0.024,2.341,-0.057,1380,3.059,26.683,1.237,0.05,154528,50776,-0.019,52541,17233,74247499,-0.243,0.092,0.394,39879,44836,41505,1.151,0.253,19.396,19.671,19.545,19.501,19.706,19.428,77367.0,57136,57827,76468.0,60273,1.516,91.45,163.561
2013-04-02,1949365,1243754847226.0,1.948,1.085,0.279,97.889,0.384,4740.0,2.171,0.104,71854377,0.032,3.733,0.017,0.028,2.337,-0.059,1454,3.125,27.577,1.243,0.038,155210,50230,-0.015,52806,17526,76789294,-0.174,0.086,0.392,40218,45961,41997,1.319,0.256,19.401,19.718,19.576,19.513,19.764,19.442,80062.0,57678,58575,80095.0,61036,1.611,92.645,195.397
2013-04-03,1986041,1315553871298.0,1.943,1.122,0.288,97.889,0.396,4847.0,2.668,0.117,76240859,0.034,3.956,0.018,0.031,2.335,-0.061,1528,3.214,28.497,1.25,0.036,156056,49584,-0.006,53046,17519,76727861,-0.078,0.084,0.391,40562,47459,42633,1.885,0.26,19.405,19.754,19.602,19.523,19.81,19.454,84974.0,58298,59642,86865.0,62124,2.166,93.508,178.5
2013-04-04,2010105,1383943002621.0,1.917,1.154,0.296,97.889,0.407,4951.0,3.069,0.132,80005491,0.035,4.254,0.019,0.03,2.247,-0.063,1597,3.307,29.741,1.261,0.049,156943,51353,0.013,53249,18049,81439397,0.044,0.089,0.389,40971,49026,43319,2.554,0.264,19.41,19.786,19.627,19.534,19.852,19.467,87035.0,58982,60725,92844.0,63235,2.797,93.724,115.0
2013-04-05,2049389,1468006625051.0,1.888,1.184,0.305,98.186,0.419,5079.0,3.579,0.147,83741950,0.036,4.452,0.019,0.031,2.238,-0.065,1667,3.4,30.977,1.267,0.063,157741,51155,0.034,53491,17976,80782038,0.152,0.095,0.388,41318,50335,43942,3.009,0.269,19.413,19.792,19.64,19.54,19.866,19.477,89429.0,59500,61589,96094.0,64138,3.094,94.013,92.446
2013-04-06,2146374,1595799220682.0,1.885,1.216,0.314,98.62,0.431,5183.0,3.707,0.163,85896295,0.037,4.475,0.02,0.035,2.232,-0.066,1716,3.465,31.783,1.267,0.068,158385,49700,0.052,53699,17461,76225007,0.203,0.098,0.386,41563,50446,44178,2.704,0.274,19.416,19.797,19.653,19.547,19.876,19.486,90149.0,59954,62061,94508.0,64656,2.801,94.297,98.435
2013-04-07,2217375,1718152888140.0,1.89,1.248,0.324,98.62,0.443,5295.0,3.702,0.179,87347514,0.038,4.457,0.021,0.039,2.225,-0.068,1743,3.48,32.319,1.272,0.072,159496,49383,0.074,53957,17759,78845320,0.266,0.104,0.384,41727,50513,44396,2.1,0.278,19.418,19.793,19.66,19.551,19.873,19.494,93411.0,60321,62611,93745.0,65253,2.365,94.67,91.849
2013-04-08,2264835,1838692472962.0,1.894,1.279,0.334,98.62,0.455,5422.0,3.727,0.196,90590471,0.04,4.404,0.022,0.047,2.251,-0.069,1804,3.493,33.565,1.274,0.073,160005,49894,0.099,54213,17934,80403360,0.324,0.111,0.383,42067,51564,44947,1.898,0.283,19.421,19.779,19.662,19.554,19.856,19.499,98860.0,60965,63739,98866.0,66430,2.425,95.477,87.108
2013-04-09,2290219,1957321566010.0,1.891,1.308,0.344,98.62,0.467,5618.0,4.363,0.215,96300581,0.041,4.392,0.023,0.062,2.245,-0.07,1909,3.546,35.483,1.275,0.07,160347,49992,0.122,54477,17120,73273707,0.399,0.122,0.382,42470,53052,45662,2.076,0.289,19.424,19.771,19.665,19.558,19.839,19.506,101745.0,61586,64801,102169.0,67553,2.582,96.314,75.043
2013-04-10,2294259,2071119322547.0,1.877,1.335,0.355,98.62,0.48,5788.0,4.775,0.235,104318360,0.043,4.515,0.023,0.05,2.258,-0.072,2058,3.666,39.108,1.246,0.069,160400,50016,0.141,54602,17360,75345573,0.465,0.134,0.381,42930,55035,46570,2.587,0.295,19.429,19.77,19.672,19.562,19.828,19.513,105504.0,62389,66310,110096.0,69133,3.087,87.615,77.734
2013-04-11,2277070,2180085742573.0,1.851,1.358,0.365,98.62,0.493,5840.0,3.896,0.254,106957011,0.044,4.425,0.024,0.015,2.1,-0.073,2115,3.742,40.236,1.247,0.075,160726,51080,0.166,54776,17856,79710752,0.541,0.149,0.38,43273,56408,47304,2.875,0.303,19.438,19.826,19.705,19.576,19.873,19.53,107750.0,63095,67591,114873.0,70500,3.406,65.226,94.679
2013-04-12,2238163,2284220826087.0,1.814,1.378,0.376,98.62,0.505,5876.0,2.52,0.273,108366064,0.045,4.149,0.024,0.003,2.073,-0.074,2143,3.755,41.177,1.248,0.079,160733,51081,0.185,54920,17888,79995518,0.576,0.162,0.379,43613,56992,47792,2.677,0.31,19.446,19.867,19.733,19.589,19.906,19.545,108168.0,63675,68368,113676.0,71377,3.149,59.742,106.7
2013-04-13,2210075,2383524573089.0,1.767,1.394,0.387,98.62,0.518,5915.0,1.205,0.291,108876552,0.045,3.728,0.025,0.005,2.076,-0.075,2163,3.712,41.856,1.246,0.075,160542,51184,0.197,54965,17878,79907573,0.559,0.17,0.378,43791,56853,48039,2.006,0.317,19.456,19.903,19.759,19.601,19.937,19.561,108133.0,63979,68686,107343.0,71798,2.33,60.631,114.48
2013-04-14,2182310,2477996983579.0,1.71,1.405,0.398,98.62,0.53,5936.0,-0.041,0.307,108527101,0.046,3.287,0.025,0.001,2.118,-0.076,2159,3.608,42.28,1.251,0.074,161076,50778,0.207,55086,17669,78047862,0.517,0.175,0.376,43937,56083,48063,0.985,0.323,19.466,19.936,19.784,19.613,19.968,19.576,105890.0,64280,68746,98159.0,71961,1.22,59.178,114.295
2013-04-15,2137654,2567638057558.0,1.646,1.413,0.409,98.62,0.542,5958.0,-1.062,0.323,108519599,0.047,2.943,0.026,-0.004,2.125,-0.077,2162,3.467,42.878,1.259,0.084,161116,50775,0.214,55191,15863,62905985,0.456,0.177,0.375,44122,56271,48394,0.331,0.329,19.479,19.996,19.823,19.63,20.027,19.596,103941.0,64753,69438,96749.0,72751,0.622,58.164,113.535
2013-04-16,2075018,2652447795025.0,1.576,1.418,0.419,98.62,0.554,5958.0,-2.006,0.338,109538802,0.048,2.494,0.026,-0.016,2.06,-0.078,2171,3.306,43.324,1.258,0.089,161121,50783,0.221,55348,14477,52394940,0.441,0.182,0.373,44383,56971,48900,0.122,0.336,19.494,20.065,19.868,19.649,20.1,19.619,102268.0,65219,70118,95855.0,73534,0.314,55.706,120.78
2013-04-17,2019357,2758250272700.0,1.516,1.42,0.43,98.84,0.566,5959.0,-2.762,0.351,110560936,0.049,2.154,0.026,-0.021,2.041,-0.079,2189,3.14,43.924,1.264,0.105,160719,50115,0.225,55443,13587,46149014,0.407,0.185,0.372,44613,57256,49273,-0.015,0.342,19.507,20.108,19.901,19.665,20.151,19.639,98239.0,65734,70890,96602.0,74414,0.246,56.125,134.8
2013-04-18,2040554,2936841391024.0,1.496,1.426,0.442,99.185,0.578,5957.0,-3.339,0.363,120863373,0.05,1.825,0.027,-0.014,2.104,-0.08,2415,3.126,44.725,1.263,0.115,160266,49958,0.223,55415,13527,45748251,0.322,0.182,0.37,44766,57078,49491,-0.272,0.348,19.52,20.151,19.935,19.682,20.203,19.659,92168.0,66013,71137,92570.0,74774,-0.082,58.612,139.74
2013-04-19,2024487,3107340479299.0,1.497,1.434,0.453,99.185,0.59,5983.0,-3.471,0.375,123184021,0.051,1.549,0.027,-0.011,2.147,-0.08,2450,3.086,45.596,1.263,0.129,160843,51103,0.228,55452,12892,41551302,0.26,0.179,0.369,45122,57739,49987,-0.215,0.354,19.534,20.187,19.967,19.698,20.251,19.679,92461.0,66631,71882,95782.0,75631,-0.104,60.23,132.945
2013-04-20,1970245,3269747537528.0,1.505,1.442,0.465,99.185,0.601,6024.0,-3.196,0.386,123596287,0.052,1.344,0.028,-0.01,2.041,-0.081,2469,3.014,46.078,1.265,0.138,161030,50928,0.229,55529,13317,44338031,0.169,0.171,0.366,45304,57196,50079,-0.483,0.359,19.549,20.235,20.004,19.717,20.309,19.701,91271.0,66947,71939,91292.0,75804,-0.476,61.222,126.316
2013-04-21,1874516,3424062565708.0,1.514,1.45,0.477,99.185,0.613,6057.0,-2.776,0.397,123920859,0.053,1.128,0.029,-0.014,1.856,-0.081,2486,2.918,46.657,1.263,0.132,160848,51352,0.22,55570,14104,49731354,0.046,0.157,0.364,45467,56472,50093,-0.926,0.364,19.564,20.273,20.037,19.735,20.357,19.722,91053.0,67213,71894,85943.0,75868,-1.009,61.185,124.045
2013-04-22,1730429,3570285563842.0,1.517,1.457,0.488,99.185,0.624,6077.0,-2.427,0.407,125802803,0.054,0.981,0.029,-0.025,1.707,-0.082,2533,2.825,47.236,1.266,0.124,160873,51323,0.209,55608,14470,52343484,-0.079,0.139,0.361,45666,56314,50282,-1.164,0.369,19.578,20.306,20.068,19.752,20.398,19.743,89834.0,67638,72329,86109.0,76407,-1.17,61.033,130.56
2013-04-23,1669036,3705865399816.0,1.512,1.462,0.5,99.185,0.635,6118.0,-1.905,0.416,127806723,0.055,0.903,0.03,-0.037,1.653,-0.082,2562,2.724,47.712,1.267,0.121,160875,51325,0.2,55775,14417,51962594,-0.14,0.127,0.359,45985,56771,50671,-1.022,0.374,19.592,20.334,20.098,19.769,20.431,19.764,88808.0,68147,72788,86945.0,76968,-1.106,61.945,134.465
2013-04-24,1710781,3823245990120.0,1.497,1.465,0.512,99.185,0.647,6167.0,-1.255,0.426,131080266,0.056,0.893,0.03,-0.022,1.595,-0.082,2622,2.637,48.291,1.271,0.122,161527,52282,0.198,55983,14349,51472378,-0.142,0.119,0.356,46269,57197,51053,-0.718,0.378,19.605,20.331,20.111,19.781,20.428,19.78,88420.0,68612,73441,90377.0,77724,-0.782,63.61,124.662
2013-04-25,1738309,3931721326432.0,1.473,1.465,0.524,99.185,0.658,6239.0,-0.378,0.435,133794102,0.058,0.94,0.031,0.012,1.576,-0.082,2660,2.549,49.059,1.273,0.124,161655,52363,0.197,56139,14076,49536226,-0.115,0.115,0.354,46554,57549,51414,-0.398,0.383,19.618,20.338,20.129,19.794,20.43,19.797,89656.0,69070,73822,90965.0,78211,-0.576,64.169,111.049
2013-04-26,1752289,4031291408750.0,1.44,1.463,0.536,99.185,0.669,6281.0,0.167,0.444,134901614,0.058,0.923,0.032,0.02,1.339,-0.083,2681,2.451,49.865,1.27,0.117,161716,52331,0.193,56171,14000,49001091,-0.101,0.11,0.352,46770,57605,51674,-0.225,0.388,19.63,20.349,20.148,19.808,20.435,19.814,86969.0,69420,74094,90102.0,78588,-0.52,62.827,102.694
2013-04-27,1753046,4121956237076.0,1.399,1.459,0.548,99.185,0.68,6304.0,0.29,0.453,134827952,0.059,0.898,0.032,0.014,1.366,-0.083,2688,2.337,50.627,1.268,0.106,161550,52420,0.185,56049,14815,54868952,-0.141,0.1,0.349,46851,56868,51662,-0.461,0.391,19.639,20.325,20.149,19.816,20.403,19.826,87506.0,69739,74186,87924.0,78782,-0.663,61.557,105.04
2013-04-28,1740597,4203715811408.0,1.351,1.452,0.559,99.185,0.69,6355.0,0.519,0.461,134029244,0.06,0.834,0.033,0.016,1.373,-0.083,2682,2.207,51.17,1.263,0.084,161034,53051,0.17,55934,15759,62086958,-0.224,0.083,0.346,46937,56122,51627,-0.853,0.395,19.648,20.306,20.151,19.824,20.374,19.838,94389.0,70448,75150,95563.0,79844,-0.188,61.129,113.464
2013-04-29,1714654,4276570131748.0,1.298,1.442,0.571,99.185,0.701,6394.0,0.629,0.469,134259700,0.062,0.789,0.033,0.022,1.375,-0.083,2743,2.103,51.905,1.261,0.06,160925,53122,0.153,55934,15849,62794121,-0.29,0.066,0.343,47115,56013,51792,-1.0,0.398,19.655,20.273,20.145,19.829,20.327,19.847,93711.0,70796,75410,93707.0,80207,-0.044,61.898,113.005
2013-04-30,1763549,4416478161259.0,1.269,1.434,0.582,99.426,0.711,6413.0,0.464,0.476,133773814,0.063,0.79,0.034,0.03,1.414,-0.083,2760,1.997,52.366,1.265,0.039,161526,52812,0.14,56005,15507,60118962,-0.358,0.048,0.339,47251,55258,51730,-1.279,0.4,19.662,20.248,20.141,19.835,20.287,19.857,91388.0,71156,75443,89509.0,80341,-0.235,62.349,110.375
2013-05-01,1814905,4566138193669.0,1.259,1.428,0.593,99.467,0.721,6430.0,0.193,0.483,133928326,0.064,0.729,0.035,0.023,1.329,-0.083,2781,1.892,53.126,1.266,0.017,162035,52254,0.13,56047,15442,59614011,-0.392,0.032,0.336,47464,55183,51881,-1.291,0.402,19.669,20.236,20.142,19.842,20.261,19.868,88684.0,71553,75623,87565.0,80615,-0.421,60.529,109.595
2013-05-02,1837410,4703324940710.0,1.258,1.422,0.605,99.467,0.731,6425.0,-0.306,0.488,133643592,0.065,0.663,0.035,0.008,1.456,-0.083,2775,1.776,53.737,1.267,0.005,162232,52643,0.126,56003,15273,58314583,-0.401,0.019,0.332,47527,54999,51988,-1.215,0.404,19.678,20.233,20.147,19.85,20.245,19.88,87427.0,71748,75762,85886.0,80844,-0.598,58.146,108.42
2013-05-03,1832129,4828038402382.0,1.258,1.417,0.616,99.467,0.74,6412.0,-0.891,0.493,132929153,0.065,0.56,0.036,-0.002,1.539,-0.082,2764,1.65,54.306,1.261,-0.004,162497,52807,0.124,55969,15145,57346461,-0.408,0.005,0.329,47627,54623,52024,-1.182,0.406,19.687,20.232,20.152,19.858,20.232,19.892,86949.0,72040,75918,84744.0,81088,-0.722,56.759,110.54
2013-05-04,1798816,4940278578686.0,1.256,1.412,0.628,99.467,0.748,6413.0,-1.278,0.498,131577847,0.066,0.449,0.036,-0.005,1.534,-0.082,2741,1.512,54.645,1.261,-0.014,162593,52741,0.121,55848,14768,54521077,-0.418,-0.009,0.325,47638,53780,51891,-1.373,0.406,19.696,20.229,20.156,19.866,20.218,19.903,85768.0,72179,75788,80505.0,81043,-1.017,57.05,112.503
2013-05-05,1778878,5040045469621.0,1.249,1.405,0.639,99.467,0.757,6426.0,-1.368,0.501,130564891,0.067,0.308,0.037,-0.005,1.536,-0.081,2726,1.371,55.081,1.259,-0.031,162583,52748,0.114,55797,14740,54314897,-0.428,-0.022,0.322,47689,53145,51809,-1.548,0.407,19.704,20.221,20.157,19.872,20.204,19.914,79209.0,72343,75708,77100.0,81043,-1.292,58.074,111.738
2013-05-06,1806696,5137023472602.0,1.235,1.398,0.65,99.467,0.765,6421.0,-1.485,0.504,130129525,0.068,0.222,0.037,-0.005,1.539,-0.081,2718,1.233,55.453,1.262,-0.044,162822,52561,0.108,55796,14697,54003032,-0.424,-0.035,0.318,47744,52944,51861,-1.495,0.407,19.712,20.205,20.153,19.877,20.182,19.922,78958.0,72624,75917,78600.0,81325,-1.271,57.998,112.241
2013-05-07,1820042,5232294401290.0,1.214,1.389,0.661,99.467,0.774,6418.0,-1.551,0.507,129931486,0.069,0.126,0.038,-0.005,1.544,-0.08,2713,1.1,55.86,1.264,-0.058,163285,52103,0.103,55953,14397,51821744,-0.396,-0.044,0.314,47957,53266,52085,-1.091,0.407,19.72,20.19,20.149,19.882,20.165,19.931,83559.0,73240,76646,86141.0,82128,-0.676,57.561,108.635
2013-05-08,1819235,5316145264416.0,1.186,1.378,0.671,99.467,0.782,6409.0,-1.616,0.509,129381378,0.07,0.078,0.038,-0.013,1.542,-0.08,2706,0.972,56.516,1.264,-0.069,163049,52032,0.096,55833,14289,51046838,-0.379,-0.053,0.31,48107,53424,52255,-0.641,0.407,19.728,20.182,20.148,19.888,20.155,19.94,86248.0,73731,77213,90861.0,82769,-0.028,57.431,104.575
2013-05-09,1804255,5388576061981.0,1.153,1.366,0.682,99.467,0.79,6402.0,-1.628,0.51,128422290,0.071,0.05,0.039,-0.016,1.517,-0.079,2683,0.842,56.944,1.267,-0.071,163146,52192,0.094,55898,14268,50892041,-0.298,-0.055,0.307,48266,53646,52448,-0.194,0.407,19.737,20.176,20.147,19.893,20.149,19.949,86244.0,73972,77317,89784.0,82950,0.169,57.234,107.0
2013-05-10,1774744,5449586793985.0,1.114,1.352,0.692,99.467,0.798,6402.0,-1.511,0.511,127799024,0.072,0.031,0.039,-0.011,1.44,-0.079,2668,0.715,57.357,1.27,-0.067,163271,52400,0.095,56010,14674,53828612,-0.174,-0.051,0.304,48458,53807,52621,0.162,0.407,19.745,20.161,20.142,19.897,20.135,19.956,86456.0,74283,77472,89308.0,83178,0.183,57.5,110.492
2013-05-11,1729958,5499177460428.0,1.071,1.336,0.701,99.467,0.806,6404.0,-1.293,0.511,126881325,0.073,-0.005,0.04,-0.007,1.491,-0.079,2643,0.588,57.664,1.272,-0.061,163678,52672,0.1,56198,15373,59081498,-0.003,-0.037,0.301,48594,53823,52744,0.356,0.407,19.752,20.143,20.134,19.9,20.12,19.962,88017.0,74542,77547,87924.0,83323,0.054,57.745,112.815
2013-05-12,1685565,5555966504632.0,1.031,1.32,0.711,99.518,0.814,6390.0,-1.228,0.511,125667004,0.074,-0.045,0.041,0.05,1.48,-0.078,2616,0.461,58.016,1.274,-0.054,163870,52813,0.105,56285,15766,62140101,0.155,-0.022,0.299,48695,53339,52694,0.212,0.407,19.76,20.125,20.126,19.902,20.103,19.968,87654.0,74735,77373,83321.0,83215,-0.319,57.614,112.905
2013-05-13,1719782,5683226128875.0,1.016,1.306,0.72,99.653,0.822,6375.0,-1.23,0.51,124958572,0.075,-0.06,0.041,-0.009,1.496,-0.078,2613,0.347,58.5,1.273,-0.047,163606,52475,0.109,56312,15877,63019790,0.277,-0.006,0.297,48849,53266,52771,0.123,0.406,19.766,20.109,20.118,19.904,20.087,19.973,87309.0,75078,77492,82107.0,83392,-0.497,57.678,113.2
2013-05-14,1721741,5795029835465.0,1.015,1.294,0.73,99.653,0.829,6349.0,-1.377,0.509,124197630,0.075,-0.091,0.042,-0.013,1.493,-0.078,2593,0.237,58.934,1.275,-0.035,164089,53070,0.117,56394,16349,66823363,0.392,0.013,0.294,49048,53437,52926,0.18,0.405,19.773,20.097,20.112,19.907,20.075,19.978,83681.0,75418,77629,81210.0,83582,-0.541,57.053,115.28
2013-05-15,1691555,5891377624403.0,1.019,1.284,0.739,99.653,0.837,6320.0,-1.572,0.507,123268023,0.076,-0.119,0.042,-0.01,1.559,-0.077,2572,0.13,59.34,1.281,-0.017,164757,54237,0.131,56541,16601,68896602,0.486,0.031,0.293,49273,53608,53081,0.293,0.404,19.78,20.09,20.108,19.91,20.066,19.984,81155.0,75788,77786,81480.0,83787,-0.493,56.359,116.686
2013-05-16,1627436,5972269495688.0,1.023,1.274,0.748,99.653,0.844,6300.0,-1.633,0.504,122307325,0.077,-0.059,0.043,-0.002,1.546,-0.077,2551,0.027,59.854,1.29,0.015,165370,54615,0.146,56603,16156,65253171,0.547,0.049,0.291,49484,53709,53211,0.377,0.404,19.788,20.097,20.11,19.915,20.071,19.992,81472.0,76166,77926,82232.0,83971,-0.418,56.677,118.696
2013-05-17,1586810,6037705449320.0,1.025,1.263,0.757,99.653,0.85,6286.0,-1.536,0.502,121575620,0.078,-0.016,0.043,0.004,1.529,-0.076,2537,-0.068,60.416,1.293,0.044,165915,53963,0.159,56684,16183,65470589,0.571,0.065,0.289,49684,53512,53236,0.297,0.402,19.796,20.099,20.11,19.919,20.073,20.0,80631.0,76514,77937,81477.0,84022,-0.44,57.133,124.605
2013-05-18,1627774,6087685485299.0,1.021,1.253,0.766,99.653,0.856,6270.0,-1.367,0.499,120649134,0.079,-0.029,0.043,0.004,1.521,-0.075,2523,-0.156,61.101,1.294,0.062,166376,53297,0.167,56713,15867,62939387,0.542,0.075,0.287,49807,52938,53125,-0.024,0.401,19.806,20.101,20.11,19.924,20.076,20.007,78839.0,76767,77727,78412.0,83843,-0.68,57.434,127.725
2013-05-19,1654629,6151478207977.0,1.012,1.241,0.774,99.653,0.862,6248.0,-1.248,0.495,119199418,0.08,-0.018,0.044,0.0033333333333333,1.425,-0.075,2496,-0.243,61.499,1.295,0.074,166348,53345,0.168,56685,16106,64852413,0.46,0.078,0.284,49875,52215,52948,-0.48,0.399,19.816,20.1,20.109,19.927,20.078,20.013,78070.0,76956,77430,74759.0,83567,-1.047,57.446,128.75
2013-05-20,1668057,6202114660158.0,0.997,1.229,0.782,99.653,0.867,6221.0,-1.22,0.491,118015070,0.081,-0.017,0.044,0.0026666666666666,1.617,-0.074,2474,-0.326,62.131,1.297,0.085,166576,53416,0.169,56622,16073,64585198,0.352,0.076,0.282,49987,51857,52877,-0.773,0.397,19.826,20.102,20.109,19.931,20.082,20.019,76481.0,77204,77304,73160.0,83451,-1.262,57.485,128.355
2013-05-21,1668384,6238727655248.0,0.976,1.216,0.79,99.653,0.872,6214.0,-0.946,0.487,117125785,0.082,-0.025,0.045,0.002,1.589,-0.073,2456,-0.403,62.912,1.299,0.092,166849,53313,0.17,56558,15494,60012472,0.253,0.073,0.279,50189,52047,52983,-0.698,0.395,19.835,20.099,20.108,19.935,20.083,20.025,76317.0,77557,77420,74683.0,83569,-1.155,57.76,125.725
2013-05-22,1655615,6261317193246.0,0.95,1.202,0.798,99.653,0.876,6198.0,-0.714,0.483,116390698,0.083,-0.009,0.045,0.004,1.586,-0.072,2443,-0.472,63.727,1.3,0.097,167033,53085,0.166,56515,15212,57851058,0.156,0.068,0.276,50316,51898,52973,-0.617,0.393,19.843,20.104,20.109,19.939,20.09,20.032,74895.0,77825,77362,74304.0,83509,-1.055,57.945,126.43
2013-05-23,1629444,6269883274153.0,0.92,1.187,0.805,99.653,0.88,6193.0,-0.354,0.479,115587153,0.083,0.021,0.046,0.005,1.603,-0.071,2424,-0.537,64.525,1.301,0.099,166980,53094,0.161,56488,15141,57309780,0.097,0.065,0.274,50502,52251,53128,-0.305,0.39,19.851,20.105,20.11,19.943,20.094,20.037,74767.0,78147,77492,76397.0,83628,-0.793,58.211,127.245
2013-05-24,1589209,6264425897968.0,0.886,1.171,0.812,99.653,0.884,6184.0,-0.047,0.474,115054390,0.084,0.051,0.046,0.007,1.615,-0.07,2411,-0.594,65.427,1.3,0.098,166934,53115,0.154,56461,14799,54749654,0.048,0.061,0.271,50682,52432,53228,-0.006,0.388,19.86,20.11,20.112,19.947,20.103,20.044,75697.0,78520,77656,78946.0,83778,-0.453,58.981,126.424
2013-05-25,1554366,6266845828596.0,0.855,1.154,0.818,99.691,0.888,6176.0,0.194,0.47,114393351,0.085,0.1,0.047,0.008,1.599,-0.069,2400,-0.644,66.099,1.3,0.092,166818,53226,0.143,56395,14692,53964172,-0.011,0.055,0.268,50726,51841,53065,-0.121,0.386,19.867,20.082,20.098,19.946,20.079,20.045,75876.0,78716,77480,77428.0,83582,-0.427,59.38,126.909
2013-05-26,1579043,6318752595334.0,0.842,1.14,0.825,99.764,0.892,6160.0,0.279,0.465,112930060,0.086,0.119,0.048,-0.047,1.582,-0.068,2376,-0.692,66.876,1.294,0.076,166636,53570,0.127,56102,15644,61186278,-0.117,0.042,0.265,50724,51111,52841,-0.475,0.383,19.875,20.059,20.086,19.945,20.057,20.046,76651.0,78860,77308,75873.0,83383,-0.533,59.511,124.135
2013-05-27,1575075,6352809780071.0,0.84,1.127,0.831,99.764,0.896,6147.0,0.32,0.46,112127998,0.087,0.159,0.048,0.008,1.597,-0.067,2360,-0.735,67.483,1.291,0.058,166345,53677,0.109,55983,15154,57410475,-0.199,0.029,0.262,50763,50775,52735,-0.706,0.38,19.883,20.048,20.079,19.946,20.045,20.048,76983.0,79029,77235,75209.0,83276,-0.586,59.437,120.333
2013-05-28,1542242,6369017382807.0,0.841,1.115,0.837,99.764,0.9,6128.0,0.266,0.455,111403212,0.088,0.216,0.049,0.009,1.559,-0.066,2344,-0.773,68.289,1.294,0.045,166609,53502,0.093,55940,14291,51060198,-0.242,0.018,0.259,50896,50765,52732,-0.694,0.377,19.891,20.038,20.072,19.947,20.033,20.05,76076.0,79264,77213,75020.0,83215,-0.555,58.938,119.685
2013-05-29,1478621,6367375403541.0,0.842,1.103,0.843,99.764,0.904,6112.0,0.21,0.45,110787236,0.089,0.277,0.049,0.011,1.541,-0.066,2333,-0.804,69.183,1.292,0.033,166458,53499,0.078,55852,14210,50483147,-0.265,0.009,0.256,51044,50974,52800,-0.464,0.374,19.899,20.024,20.063,19.946,20.016,20.051,76898.0,79495,77286,76140.0,83243,-0.396,59.032,120.096
2013-05-30,1503711,6366377419091.0,0.841,1.092,0.848,99.764,0.907,6101.0,0.225,0.445,109899590,0.09,0.304,0.05,0.01,1.573,-0.065,2312,-0.834,69.977,1.284,0.017,166010,53158,0.063,55773,13862,48035497,-0.265,0.002,0.253,51123,51032,52818,-0.234,0.37,19.907,20.013,20.055,19.946,20.002,20.052,76179.0,79663,77307,76473.0,83215,-0.248,59.14,119.388
2013-05-31,1532907,6395258410585.0,0.836,1.08,0.853,99.764,0.911,6078.0,0.119,0.44,109058893,0.091,0.307,0.05,0.008,1.59,-0.065,2294,-0.86,70.96,1.28,-0.001,165642,53214,0.047,55756,13877,48140626,-0.261,-0.004,0.25,51324,51045,52821,-0.055,0.367,19.913,19.995,20.044,19.945,19.98,20.051,74824.0,79955,77267,76298.0,83123,-0.18,58.981,115.014
2013-06-01,1549228,6409172842506.0,0.827,1.068,0.858,99.764,0.916,6073.0,0.208,0.435,107767244,0.092,0.274,0.051,0.008,1.655,-0.064,2268,-0.887,71.605,1.276,-0.026,165283,53872,0.026,55754,13894,48261074,-0.255,-0.011,0.247,51478,50657,52683,-0.121,0.364,19.919,19.98,20.033,19.943,19.961,20.05,74564.0,80197,77059,74543.0,82856,-0.308,59.047,110.585
2013-06-02,1553082,6408120714852.0,0.813,1.056,0.863,99.764,0.92,6046.0,0.081,0.429,106289073,0.093,0.275,0.051,0.006,1.643,-0.064,2239,-0.915,72.267,1.274,-0.053,164801,54657,0.001,55597,13977,48836141,-0.265,-0.019,0.244,51527,50054,52459,-0.395,0.36,19.925,19.967,20.024,19.942,19.945,20.05,74017.0,80333,76812,72359.0,82541,-0.537,58.505,105.935
