Date,difficulty-btc-std-30,difficulty-btc-var-90,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-30,hashrate-btc-trx-90,mining_profitability-btc-wma-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-90,sentinusd-btc-wma-90,transactionfees-btc-sma-90,transactionfees-btc-trx-14,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-mom-14,confirmationtime-btc-std-30,confirmationtime-btc-trx-90,transactionvalue-btc-wma-90,transactionvalue-btc-trx-30,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-trx-30,size-btc-sma-90,size-btc-std-90,size-btc-trx-30,transactions-btc-sma-90,transactions-btc-std-30,transactions-btc-var-30,transactions-btc-trx-14,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-7,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-14,top100cap-btc-wma-90,activeaddresses-btc-sma-7,activeaddresses-btc-sma-90,activeaddresses-btc-ema-90,activeaddresses-btc-wma-7,activeaddresses-btc-wma-90,activeaddresses-btc-trx-7,price-btc-rsi-90,bitcoin-price_raw_7d
2017-06-27,84057685503,5.5254797427889e+21,0.611,0.538,0.396,99.998,0.407,1.059,-0.824,0.25,4290838274,2.33,0.281,1.357,-0.597,1.73,-0.009,22384,1.438,325.715,14.688,0.666,967985,48472,0.015,291522,73253,1341497076,-0.826,-0.204,0.071,437069,417140,438032,-0.845,0.12,18.013,18.102,18.085,18.068,18.094,18.02,575165.0,615703,620686,564840.0,633198,-1.062,59.85,2588.0
2017-06-28,80369823589,5.6161308173225e+21,0.587,0.539,0.397,99.998,0.408,1.064,-0.721,0.255,4335066536,2.36,0.169,1.377,-0.395,1.737,-0.009,22531,1.408,328.426,14.771,0.627,968097,48467,0.014,291422,71293,1270680175,-0.796,-0.221,0.069,437352,418352,438007,-0.485,0.118,18.012,18.092,18.081,18.067,18.084,18.02,577483.0,615579,620943,579139.0,633564,-0.828,60.969,2566.0
2017-06-29,75721705460,5.7281308127835e+21,0.561,0.539,0.398,99.998,0.408,1.064,-0.839,0.259,4402007836,2.392,0.084,1.397,0.139,1.842,-0.008,22885,1.385,332.209,14.85,0.591,968167,48441,0.013,291107,67516,1139616447,-0.784,-0.239,0.066,437097,415750,436702,-0.35,0.116,18.009,18.069,18.071,18.064,18.062,18.018,564627.0,615082,618719,564704.0,631458,-0.824,61.162,2589.0
2017-06-30,69922091604,5.8290271090995e+21,0.535,0.538,0.399,99.998,0.407,1.069,-0.647,0.264,4429525138,2.421,-0.004,1.415,0.016,1.814,-0.007,23184,1.365,334.581,14.909,0.555,968046,48505,0.011,291235,64820,1050418128,-0.75,-0.253,0.064,437312,415757,436236,-0.181,0.114,18.005,18.046,18.059,18.06,18.039,18.015,564558.0,615110,618484,575563.0,631304,-0.678,60.686,2542.0
2017-07-01,62652016676,5.9188197062705e+21,0.508,0.536,0.4,99.998,0.407,1.07,-0.661,0.268,4428472481,2.443,-0.125,1.43,-0.328,1.788,-0.006,23318,1.338,337.38,14.939,0.51,968696,41897,0.007,290986,64118,1027786443,-0.742,-0.27,0.061,436858,410534,433983,-0.337,0.112,18.003,18.032,18.052,18.058,18.023,18.014,563269.0,614598,617064,572891.0,629958,-0.624,59.717,2513.0
2017-07-02,53167780221,5.9895324349018e+21,0.479,0.533,0.401,96.063,0.408,1.071,-0.74,0.271,4413903703,2.461,-0.282,1.444,-0.394,1.94,-0.006,23378,1.3,338.755,14.924,0.454,967599,54567,-0.001,289968,68697,1179834375,-0.77,-0.289,0.059,435451,403704,431077,-0.72,0.109,18.001,18.021,18.045,18.055,18.01,18.013,572813.0,612966,614988,562721.0,627935,-0.692,59.477,2540.0
2017-07-03,40188233141,6.0493270749752e+21,0.45,0.529,0.402,95.999,0.408,1.071,-0.85,0.274,4439721432,2.482,-0.434,1.459,-0.369,1.822,-0.006,23566,1.261,340.793,14.928,0.395,965798,63132,-0.013,289937,66963,1120997045,-0.772,-0.306,0.056,435337,402796,430070,-0.8,0.107,17.998,18.0,18.034,18.051,17.987,18.01,570230.0,612763,613990,561909.0,626982,-0.667,60.331,2455.0
2017-07-04,32093751932,6.098333853623e+21,0.42,0.524,0.403,95.999,0.409,1.072,-0.872,0.277,4448167782,2.506,-0.565,1.474,-0.451,1.803,-0.006,23640,1.216,342.101,14.96,0.338,965022,64760,-0.024,289259,66973,1121346244,-0.753,-0.32,0.053,434878,403784,429692,-0.612,0.104,17.995,17.983,18.023,18.047,17.966,18.007,572246.0,611997,613672,569235.0,626691,-0.516,61.003,2341.0
2017-07-05,31600406549,6.1365527708447e+21,0.391,0.518,0.404,95.999,0.409,1.072,-0.933,0.28,4480535360,2.523,-0.709,1.487,-0.725,1.768,-0.005,23800,1.171,344.107,14.961,0.278,964264,65739,-0.034,288665,66628,1109821982,-0.734,-0.333,0.05,434074,401377,428188,-0.534,0.102,17.992,17.975,18.017,18.044,17.954,18.005,559478.0,610974,612118,561920.0,625174,-0.478,60.678,2341.0
2017-07-06,30971213436,6.1639838266405e+21,0.363,0.512,0.404,95.999,0.41,1.072,-0.944,0.282,4496886099,2.544,-0.833,1.501,-0.832,1.771,-0.005,23917,1.125,346.56,14.982,0.22,964028,65700,-0.043,287883,66170,1094609290,-0.726,-0.347,0.047,433245,398671,426548,-0.534,0.099,17.99,17.973,18.013,18.043,17.948,18.005,561747.0,609772,610437,555955.0,623518,-0.506,60.898,2365.0
2017-07-07,30197682295,6.1806270210106e+21,0.336,0.504,0.405,95.999,0.41,1.075,-0.772,0.284,4512412432,2.562,-0.954,1.514,-0.609,1.727,-0.005,24036,1.077,349.079,15.009,0.161,963613,65906,-0.05,288068,58709,861698415,-0.707,-0.359,0.044,433779,399592,426102,-0.345,0.096,17.988,17.979,18.014,18.042,17.953,18.005,569080.0,610901,611513,580369.0,624609,-0.216,60.197,2276.0
2017-07-08,29268371273,6.1864823539546e+21,0.31,0.496,0.406,95.999,0.41,1.076,-0.605,0.286,4504956679,2.577,-1.088,1.524,-0.996,1.727,-0.005,24274,1.036,351.647,15.017,0.099,962873,69026,-0.059,287874,56336,793428508,-0.701,-0.372,0.041,433404,395207,423857,-0.427,0.094,17.986,17.987,18.015,18.042,17.959,18.006,567128.0,610375,609946,573150.0,623055,-0.154,59.778,2079.0
2017-07-09,28167866172,6.1815498254729e+21,0.286,0.488,0.406,95.999,0.41,1.073,-0.738,0.287,4496942155,2.591,-1.227,1.533,-0.768,1.738,-0.004,24534,1.002,352.974,15.002,0.033,961007,81743,-0.071,286927,59389,881761944,-0.732,-0.387,0.038,431792,387759,420480,-0.819,0.09,17.984,17.983,18.011,18.04,17.956,18.006,557683.0,608807,606573,545485.0,619672,-0.425,60.043,1941.0
2017-07-10,26875144633,6.1658294355651e+21,0.262,0.479,0.406,95.999,0.411,1.076,-0.582,0.288,4521815667,2.603,-1.371,1.543,-0.843,1.955,-0.004,24786,0.972,355.344,14.979,-0.035,958605,93286,-0.086,286302,59346,880494760,-0.727,-0.399,0.034,430902,387219,419328,-0.866,0.087,17.981,17.976,18.006,18.038,17.952,18.005,569621.0,608559,607596,569349.0,620647,-0.254,58.796,2054.0
2017-07-11,25360830036,6.1393211842315e+21,0.24,0.47,0.407,95.999,0.411,1.073,-0.698,0.289,4540753753,2.613,-1.522,1.55,-0.947,4.009,-0.005,24893,0.939,357.568,14.958,-0.103,957578,94243,-0.1,286165,58963,869162533,-0.684,-0.407,0.031,430788,389762,419235,-0.548,0.084,17.979,17.97,18.001,18.035,17.948,18.004,582087.0,609376,609337,598642.0,622366,0.177,57.188,2268.0
2017-07-12,23582272746,6.1442306069923e+21,0.22,0.46,0.407,95.999,0.412,1.072,-0.756,0.29,4543894162,2.623,-1.657,1.558,-1.048,4.032,-0.007,24961,0.902,359.441,14.926,-0.169,956562,95523,-0.113,286481,58574,857725698,-0.623,-0.412,0.028,431068,389818,418352,-0.262,0.082,17.977,17.959,17.994,18.032,17.941,18.002,594437.0,610249,609778,610478.0,622807,0.489,57.182,2309.0
2017-07-13,21473915858,6.146543692506e+21,0.201,0.45,0.407,95.999,0.413,1.069,-0.935,0.29,4549382047,2.635,-1.775,1.566,-0.948,4.021,-0.008,25031,0.862,361.86,14.901,-0.232,955009,97495,-0.125,285988,56337,793459954,-0.563,-0.415,0.025,430396,388889,417129,-0.093,0.079,17.975,17.952,17.988,18.029,17.937,18.0,600417.0,609580,609069,606240.0,622087,0.55,57.434,2471.0
2017-07-14,27267088879,6.2789334910514e+21,0.201,0.442,0.407,98.048,0.413,1.064,-1.235,0.289,4551091133,2.649,-1.865,1.576,-0.777,4.023,-0.009,25137,0.821,365.29,14.916,-0.29,953992,97855,-0.135,285513,54656,746817484,-0.521,-0.419,0.022,429961,387438,415722,-0.037,0.076,17.972,17.94,17.98,18.026,17.928,17.998,585448.0,608888,607872,594790.0,620879,0.426,56.206,2702.0
2017-07-15,42091096114,6.5512373454455e+21,0.228,0.438,0.408,98.632,0.414,1.06,-1.459,0.288,4530454495,2.678,-1.829,1.584,-0.642,4.087,-0.009,25071,0.773,367.607,15.041,-0.33,954521,97787,-0.141,285624,52515,689468114,-0.498,-0.423,0.019,430143,384753,413873,-0.123,0.073,17.97,17.939,17.977,18.024,17.928,17.997,588833.0,609279,606906,589402.0,619890,0.263,53.625,2766.0
2017-07-16,51567745039,6.8036658859515e+21,0.271,0.436,0.408,98.632,0.414,1.053,-1.785,0.287,4504098725,2.686,-1.847,1.589,-0.692,4.09,-0.01,25027,0.719,369.324,15.02,-0.374,953515,100568,-0.148,285157,53376,712253093,-0.505,-0.429,0.015,429485,380233,411336,-0.384,0.069,17.968,17.94,17.975,18.022,17.93,17.996,598789.0,609186,605131,573734.0,618063,0.005,51.934,2760.0
2017-07-17,58450352040,7.0362191125696e+21,0.32,0.436,0.408,98.632,0.415,1.047,-2.098,0.285,4510110135,2.696,-1.885,1.595,-0.811,4.087,-0.01,25074,0.667,370.861,15.007,-0.416,953401,100583,-0.153,284348,53485,715169244,-0.505,-0.434,0.012,428708,379819,410112,-0.426,0.066,17.966,17.933,17.969,18.019,17.924,17.994,589586.0,612336,604770,571216.0,617613,-0.085,53.154,2745.0
2017-07-18,65467718002,7.2488970252997e+21,0.37,0.438,0.409,98.632,0.416,1.043,-2.121,0.283,4518407430,2.709,-1.919,1.601,-0.773,4.087,-0.011,25105,0.615,372.931,15.0,-0.457,953126,100380,-0.154,283798,52684,693895714,-0.47,-0.436,0.009,428616,383739,410373,-0.08,0.063,17.964,17.93,17.966,18.017,17.921,17.993,587029.0,619768,606180,591044.0,618856,0.126,55.336,2625.0
2017-07-19,71267135928,7.4416996241419e+21,0.418,0.441,0.41,98.632,0.416,1.037,-2.091,0.281,4522869068,2.717,-1.956,1.608,-0.505,4.088,-0.012,25126,0.565,374.422,14.979,-0.496,952740,100324,-0.155,283640,51868,672568250,-0.419,-0.435,0.006,428728,385275,409910,0.239,0.061,17.963,17.932,17.965,18.015,17.923,17.993,586931.0,626754,606675,601472.0,619054,0.321,55.727,2503.0
2017-07-20,76127467729,7.6146269090961e+21,0.459,0.444,0.41,98.632,0.417,1.034,-1.887,0.278,4538246102,2.735,-1.941,1.616,-0.526,4.067,-0.012,25219,0.52,378.421,14.975,-0.533,952224,100321,-0.154,282528,51058,651733804,-0.382,-0.434,0.002,427591,384985,408856,0.379,0.058,17.963,17.938,17.965,18.014,17.927,17.993,585812.0,633083,605862,597153.0,617799,0.315,57.25,2571.0
2017-07-21,80219587000,7.7676788801623e+21,0.495,0.448,0.411,98.632,0.418,1.032,-1.413,0.276,4545484987,2.753,-1.883,1.625,-0.269,4.05,-0.013,25232,0.475,381.171,15.002,-0.565,952263,100356,-0.15,282525,49993,624833799,-0.317,-0.429,-0.001,427738,387372,408733,0.588,0.055,17.965,17.951,17.97,18.015,17.941,17.995,594862.0,633316,606128,605191.0,617466,0.349,59.267,2742.0
2017-07-22,83656303113,7.9008555373406e+21,0.522,0.452,0.412,98.632,0.419,1.032,-0.817,0.273,4537087103,2.767,-1.825,1.634,0.024,4.029,-0.013,25229,0.431,383.698,14.999,-0.599,952019,100506,-0.147,282284,49066,601860228,-0.281,-0.425,-0.004,427342,384216,406771,0.432,0.052,17.966,17.958,17.972,18.014,17.949,17.996,594352.0,633399,605121,596557.0,615862,0.236,59.804,2725.0
2017-07-23,86515756246,8.0141568806309e+21,0.542,0.456,0.413,98.632,0.421,1.03,-0.338,0.27,4517572527,2.776,-1.784,1.64,-0.216,4.039,-0.014,25270,0.39,385.227,14.94,-0.638,948911,115185,-0.149,281820,52491,688832035,-0.305,-0.427,-0.007,426398,377220,403440,-0.117,0.049,17.966,17.956,17.97,18.013,17.95,17.995,583810.0,632472,601764,561061.0,611884,-0.211,59.722,2693.0
2017-07-24,88853695610,8.1075829100332e+21,0.554,0.459,0.413,98.632,0.422,1.028,0.037,0.267,4535839081,2.786,-1.754,1.645,-0.23,4.049,-0.015,25374,0.355,387.038,14.876,-0.679,948116,115692,-0.152,280872,52415,686842156,-0.31,-0.426,-0.01,425246,376807,402218,-0.348,0.046,17.967,17.955,17.969,18.012,17.952,17.995,585223.0,632264,601694,564760.0,611139,-0.338,59.539,2771.0
2017-07-25,90710454108,8.1811336255477e+21,0.56,0.462,0.414,98.632,0.423,1.024,0.13,0.264,4833738292,2.795,-1.738,1.651,-0.038,3.932,-0.015,26607,0.382,389.091,14.838,-0.718,947698,115619,-0.152,279867,48262,582299981,-0.298,-0.424,-0.013,424367,378321,401669,-0.283,0.043,17.967,17.947,17.964,18.009,17.946,17.993,571656.0,631338,601084,561937.0,609857,-0.371,58.073,2785.0
2017-07-26,92115133728,8.2378881364416e+21,0.559,0.464,0.415,98.632,0.425,1.02,0.117,0.261,4913016138,2.802,-1.733,1.656,-0.147,3.922,-0.016,26946,0.415,390.375,14.795,-0.754,947695,115616,-0.15,279200,47453,562954035,-0.279,-0.421,-0.016,423484,377466,400366,-0.244,0.04,17.966,17.904,17.942,18.0,17.905,17.986,561273.0,630999,600095,558038.0,608203,-0.402,56.648,2718.0
2017-07-27,96117372471,8.3894765248846e+21,0.563,0.467,0.416,98.975,0.426,1.016,0.074,0.258,4917503039,2.811,-1.722,1.659,-0.329,3.856,-0.017,27042,0.44,391.834,14.741,-0.79,946883,115257,-0.147,278312,46898,549858592,-0.27,-0.418,-0.019,422191,375541,398699,-0.293,0.038,17.964,17.864,17.92,17.992,17.864,17.978,562549.0,630956,599622,562367.0,607051,-0.36,57.236,2747.0
2017-07-28,102120207813,8.615032734289e+21,0.577,0.472,0.417,99.141,0.427,1.012,-0.004,0.254,5028584407,2.823,-1.686,1.664,-0.344,3.862,-0.017,27538,0.479,395.965,14.725,-0.822,946275,115309,-0.144,277267,44249,489503761,-0.245,-0.413,-0.022,420982,375710,397731,-0.237,0.035,17.963,17.848,17.909,17.986,17.843,17.973,557355.0,629511,599226,567131.0,605966,-0.279,58.683,2831.0
2017-07-29,106875810900,8.8123392282615e+21,0.594,0.477,0.418,99.141,0.429,1.009,-0.057,0.251,5146189962,2.835,-1.638,1.667,-0.2,3.698,-0.017,28172,0.534,397.827,14.701,-0.854,945168,116218,-0.141,276485,45069,507798897,-0.245,-0.41,-0.025,420034,371907,395441,-0.402,0.032,17.962,17.834,17.898,17.981,17.825,17.968,558214.0,629129,598503,569378.0,604578,-0.232,58.478,3152.0
2017-07-30,110545265056,8.981396006802e+21,0.61,0.482,0.419,99.141,0.43,1.005,-0.119,0.247,5528753218,2.846,-1.581,1.671,0.035,3.709,-0.018,30473,0.685,401.881,14.658,-0.886,943311,119398,-0.141,275256,46851,548764969,-0.289,-0.411,-0.028,418676,367243,392794,-0.702,0.029,17.962,17.838,17.896,17.978,17.823,17.966,560224.0,627909,595601,546433.0,601002,-0.474,58.106,3238.0
2017-07-31,113234212390,9.1222030699104e+21,0.624,0.488,0.42,99.141,0.431,1.001,-0.102,0.243,5568235785,2.859,-1.486,1.678,0.36,3.727,-0.018,30672,0.807,405.16,14.631,-0.912,942717,119191,-0.14,274121,46708,545416940,-0.312,-0.411,-0.032,417308,366290,391339,-0.782,0.026,17.957,17.785,17.867,17.967,17.767,17.954,561072.0,627060,595797,557512.0,600489,-0.419,58.758,3306.0
2017-08-01,114775412215,9.2347604175869e+21,0.634,0.493,0.421,99.141,0.433,0.997,-0.131,0.24,5604199773,2.863,-1.437,1.678,-0.394,3.703,-0.018,31310,0.927,404.398,14.53,-0.945,939717,127085,-0.144,272307,57729,833172463,-0.418,-0.42,-0.035,414888,356722,386959,-1.321,0.022,17.95,17.715,17.827,17.951,17.69,17.939,537624.0,625070,591709,519693.0,595714,-0.772,58.876,3422.0
2017-08-02,115411354371,9.3190680498315e+21,0.639,0.499,0.422,99.141,0.434,0.994,-0.107,0.236,5626205279,2.867,-1.41,1.678,-0.373,3.701,-0.019,31520,1.021,404.58,14.459,-0.977,938684,127563,-0.147,270691,57516,827021713,-0.496,-0.428,-0.038,412562,353828,384694,-1.56,0.019,17.942,17.645,17.786,17.934,17.61,17.922,531663.0,622416,590009,513870.0,593280,-0.95,58.078,3353.0
2017-08-03,115160660685,9.3751259666439e+21,0.639,0.503,0.423,99.141,0.435,0.989,-0.166,0.232,5600374771,2.868,-1.405,1.678,-0.39,3.732,-0.019,31526,1.083,403.669,14.379,-1.009,937657,128307,-0.149,270089,56870,808559349,-0.547,-0.435,-0.042,411664,352535,382963,-1.516,0.015,17.936,17.603,17.757,17.921,17.557,17.909,517012.0,621430,587504,499963.0,590063,-1.12,58.33,3399.0
2017-08-04,114017482887,9.4029341680246e+21,0.634,0.507,0.424,99.141,0.436,0.988,0.048,0.228,5581934851,2.87,-1.439,1.678,-0.558,3.744,-0.019,31537,1.12,405.487,14.295,-1.043,937204,128208,-0.15,268675,56843,807779899,-0.554,-0.439,-0.045,409892,352725,381728,-1.233,0.012,17.93,17.567,17.73,17.908,17.51,17.896,519288.0,619349,587724,520093.0,589537,-0.904,59.022,3514.0
2017-08-05,111954484597,9.4024926539732e+21,0.625,0.51,0.425,99.141,0.437,0.986,0.26,0.224,5570412344,2.871,-1.481,1.68,-0.451,3.734,-0.019,31495,1.132,407.656,14.219,-1.078,936275,128607,-0.15,267828,57021,812854916,-0.527,-0.439,-0.048,408932,352931,380542,-0.864,0.008,17.925,17.544,17.708,17.897,17.478,17.884,521838.0,618348,587647,536321.0,588765,-0.575,61.521,3780.0
2017-08-06,108919412511,9.3738014244898e+21,0.611,0.513,0.426,99.141,0.439,0.984,0.394,0.221,5542407099,2.872,-1.533,1.68,-0.25,3.755,-0.019,31510,1.128,408.117,14.136,-1.114,934256,132203,-0.153,265990,57544,827837046,-0.517,-0.441,-0.052,406561,350228,378390,-0.706,0.005,17.919,17.509,17.681,17.883,17.436,17.87,520982.0,615037,584851,520971.0,585294,-0.592,62.138,4041.0
2017-08-07,104827867501,9.3168604795744e+21,0.594,0.514,0.427,99.141,0.44,0.983,0.669,0.217,5547291512,2.872,-1.566,1.681,-0.178,3.756,-0.019,31585,1.113,408.973,14.052,-1.149,933766,131733,-0.153,265058,58093,843685573,-0.468,-0.438,-0.055,405489,353161,378151,-0.261,0.002,17.911,17.465,17.648,17.868,17.386,17.853,520464.0,614246,585204,540954.0,584984,-0.343,62.63,4185.0
2017-08-08,99549669868,9.3535408357549e+21,0.574,0.515,0.428,99.141,0.441,0.984,1.009,0.214,5594906744,2.876,-1.545,1.682,-0.086,3.719,-0.02,31704,1.092,409.451,13.975,-1.179,933978,131963,-0.149,264660,58780,863782214,-0.367,-0.429,-0.058,405253,359112,379029,0.473,-0.001,17.905,17.433,17.621,17.854,17.351,17.838,563057.0,615234,587902,587825.0,587043,0.296,63.437,4189.0
2017-08-09,95055362611,9.4866556663783e+21,0.56,0.515,0.429,99.332,0.442,0.983,1.155,0.21,5615375364,2.88,-1.475,1.683,0.007,3.704,-0.02,31774,1.064,409.812,13.912,-1.203,933899,131906,-0.144,264284,59332,880079886,-0.25,-0.416,-0.06,404847,362338,379113,1.032,-0.004,17.896,17.386,17.586,17.837,17.302,17.82,576880.0,615184,588411,599835.0,586952,0.713,62.613,4177.0
2017-08-10,92842120919,9.7449365575251e+21,0.56,0.517,0.43,99.482,0.444,0.983,1.271,0.207,5669416508,2.888,-1.317,1.686,0.361,1.629,-0.019,31971,1.036,411.178,13.867,-1.217,934196,132210,-0.137,263621,58775,863628386,-0.13,-0.4,-0.063,404225,366239,379508,1.465,-0.007,17.888,17.337,17.549,17.819,17.251,17.801,597679.0,614725,589141,611022.0,587094,0.985,62.937,4354.0
2017-08-11,88286670310,9.9706348787481e+21,0.567,0.52,0.432,99.482,0.444,0.984,1.453,0.204,5766426587,2.903,-1.061,1.693,0.551,1.57,-0.019,32220,1.01,413.158,13.848,-1.22,934330,132319,-0.128,263118,61179,935714268,0.012,-0.379,-0.065,403904,371904,380603,1.885,-0.009,17.879,17.296,17.516,17.801,17.206,17.782,604269.0,614097,590340,622517.0,587730,1.197,63.723,4240.0
2017-08-12,80994766338,1.0163750630048e+22,0.576,0.524,0.433,99.482,0.445,0.987,1.721,0.202,5800775755,2.921,-0.73,1.703,0.851,1.622,-0.019,32355,0.982,415.703,13.831,-1.214,934384,132389,-0.117,261912,61882,957357339,0.138,-0.357,-0.067,402626,373687,380507,1.948,-0.011,17.871,17.25,17.479,17.783,17.158,17.762,603495.0,611642,590086,616145.0,586954,1.145,65.438,4090.0
2017-08-13,80651848969,1.0324283811423e+22,0.585,0.527,0.434,99.482,0.446,0.991,2.031,0.2,5854541591,2.934,-0.379,1.712,0.834,1.595,-0.019,32471,0.952,417.261,13.786,-1.204,934524,132568,-0.105,261180,62921,989758466,0.248,-0.333,-0.069,401576,374905,380286,1.792,-0.013,17.862,17.215,17.447,17.765,17.122,17.742,623567.0,610528,590324,615506.0,586719,1.037,66.984,4101.0
2017-08-14,83623846500,1.0452234422875e+22,0.592,0.53,0.435,99.482,0.446,0.995,2.275,0.198,5944348064,2.952,0.103,1.727,1.002,1.557,-0.018,32843,0.93,420.895,13.742,-1.182,934316,132379,-0.093,261417,63317,1002260599,0.335,-0.31,-0.071,402179,377584,380612,1.647,-0.015,17.853,17.186,17.418,17.748,17.096,17.723,619554.0,610859,589940,602821.0,585890,0.83,67.79,4043.0
2017-08-15,85766638968,1.0547602464403e+22,0.596,0.533,0.436,99.482,0.447,1.003,2.711,0.196,6007052857,2.974,0.717,1.74,2.036,1.537,-0.018,32984,0.907,421.879,13.693,-1.145,934241,132278,-0.081,261345,68065,1158199460,0.458,-0.28,-0.073,402214,384471,382418,1.787,-0.016,17.847,17.168,17.395,17.733,17.081,17.706,623084.0,611345,593076,631096.0,588567,1.037,67.812,3941.0
2017-08-16,87141417886,1.0610387936007e+22,0.595,0.536,0.438,99.482,0.447,1.009,2.931,0.195,6101544983,3.005,1.439,1.757,2.252,1.635,-0.017,33317,0.89,423.805,13.687,-1.09,934153,132182,-0.068,261189,69334,1201799579,0.559,-0.25,-0.074,401852,386882,382849,1.725,-0.018,17.838,17.138,17.366,17.716,17.055,17.686,617311.0,610286,592584,617998.0,587673,0.924,67.678,4156.0
2017-08-17,87784273975,1.0640590837688e+22,0.591,0.538,0.439,99.482,0.447,1.02,3.319,0.195,6200088210,3.026,2.093,1.772,2.032,1.699,-0.016,33425,0.869,423.41,13.646,-1.028,934236,132284,-0.055,261498,79265,1570743795,0.713,-0.211,-0.075,401530,392544,384449,1.776,-0.019,17.83,17.127,17.346,17.701,17.045,17.669,636188.0,610929,596127,652111.0,590827,1.172,68.643,4202.0
2017-08-18,87711301999,1.0638211169445e+22,0.583,0.539,0.44,99.482,0.448,1.025,3.169,0.195,6278535492,3.053,2.649,1.791,2.187,1.699,-0.016,33557,0.845,424.829,13.641,-0.958,934155,132212,-0.043,261048,83152,1728543437,0.854,-0.17,-0.076,400803,395375,385216,1.679,-0.02,17.822,17.123,17.33,17.688,17.043,17.652,630699.0,609528,596327,644374.0,590702,1.113,67.33,4367.0
2017-08-19,86920699114,1.0603248931278e+22,0.571,0.539,0.441,99.482,0.448,1.028,2.778,0.195,6330782143,3.074,3.034,1.805,1.717,1.681,-0.015,33680,0.821,425.996,13.599,-0.888,933890,131856,-0.031,260389,83409,1739261725,0.931,-0.132,-0.076,400055,395003,384970,1.327,-0.021,17.814,17.124,17.317,17.676,17.049,17.637,636763.0,608620,596874,642006.0,590959,0.962,65.66,4323.0
2017-08-20,85392535185,1.0535704123187e+22,0.556,0.539,0.442,99.482,0.449,1.03,2.176,0.195,6344727343,3.089,3.275,1.816,1.744,1.765,-0.015,33767,0.793,426.341,13.523,-0.821,933830,131801,-0.019,259089,83787,1755063163,0.905,-0.103,-0.077,398391,390346,383273,0.653,-0.022,17.806,17.125,17.305,17.664,17.056,17.622,622087.0,606681,594706,607367.0,588532,0.467,65.725,4349.0
2017-08-21,83086123337,1.0534358998222e+22,0.538,0.538,0.444,99.482,0.449,1.035,1.774,0.196,6401316380,3.115,3.5,1.83,2.009,2.032,-0.014,34027,0.771,429.267,13.511,-0.743,933806,131769,-0.008,257635,83509,1743434423,0.839,-0.08,-0.078,396711,389381,382767,0.149,-0.023,17.797,17.119,17.29,17.651,17.058,17.606,612149.0,603586,592696,577661.0,586259,-0.085,65.084,4316.0
2017-08-22,79934125454,1.0548936336694e+22,0.518,0.536,0.445,99.482,0.448,1.039,1.399,0.196,6404706248,3.152,3.84,1.85,2.756,3.024,-0.012,34158,0.748,434.109,13.549,-0.644,934113,132237,0.004,256054,82155,1687368555,0.709,-0.065,-0.078,394939,385019,381120,-0.415,-0.024,17.789,17.116,17.278,17.639,17.064,17.591,564040.0,600168,588370,523595.0,581694,-0.851,63.977,4473.0
2017-08-23,75831171874,1.0537061183856e+22,0.497,0.533,0.446,99.482,0.447,1.056,1.856,0.198,6464358414,3.191,4.238,1.872,3.126,2.962,-0.01,34156,0.72,434.319,13.568,-0.531,934220,132391,0.016,255672,86096,1853109861,0.659,-0.045,-0.079,394676,390993,382937,-0.317,-0.025,17.78,17.119,17.269,17.628,17.076,17.577,585941.0,600249,591351,563586.0,584416,-0.739,65.237,4586.0
2017-08-24,69532068230,1.0399788412586e+22,0.465,0.529,0.446,75.109,0.446,1.057,1.643,0.199,6464151382,3.242,4.683,1.902,3.489,3.325,-0.008,34217,0.689,439.406,13.609,-0.403,933992,132292,0.026,254233,87434,1911189493,0.554,-0.032,-0.08,392967,387422,381640,-0.494,-0.026,17.771,17.127,17.263,17.618,17.094,17.563,548561.0,597770,589170,540126.0,582039,-0.858,65.497,4677.0
2017-08-25,62075249118,1.0231640483033e+22,0.427,0.522,0.447,73.074,0.444,1.069,1.796,0.201,6440609853,3.305,5.17,1.937,3.471,3.628,-0.006,34181,0.654,442.952,13.666,-0.26,933288,131736,0.034,252859,88397,1953523292,0.422,-0.026,-0.081,391598,385873,380990,-0.647,-0.027,17.761,17.129,17.255,17.607,17.104,17.55,535478.0,595244,587510,531400.0,580190,-0.99,66.408,4808.0
2017-08-26,58600928589,1.0042403657939e+22,0.385,0.514,0.448,73.074,0.442,1.084,2.143,0.203,6425677303,3.362,5.535,1.972,3.095,3.805,-0.003,34076,0.613,445.752,13.749,-0.109,933508,132099,0.042,251953,88366,1952122156,0.296,-0.023,-0.081,390899,384644,380446,-0.745,-0.028,17.75,17.13,17.248,17.597,17.113,17.536,519843.0,592899,585846,525476.0,578356,-1.101,65.943,4694.0
