Date,bitcoin-size_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-90,difficulty-btc-ema-7,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-90,difficulty-btc-std-14,difficulty-btc-std-90,difficulty-btc-var-14,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-14,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-3,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-roc-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-sma-30,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-wma-7,sentinusd-btc-wma-14,sentinusd-btc-std-90,sentinusd-btc-mom-14,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-trx-30,sentinusd-btc-trx-90,sentinusd-btc-rsi-90,transactionfees-btc-sma-7,transactionfees-btc-sma-90,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-std-30,transactionfees-btc-trx-7,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-std-7,median_transaction_fee-btc-std-30,median_transaction_fee-btc-trx-30,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-14,confirmationtime-btc-var-14,confirmationtime-btc-trx-14,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,marketcap-btc-sma-30,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-7,marketcap-btc-rsi-90,marketcap-btc-roc-7,marketcap-btc-roc-14,marketcap-btc-roc-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-ema-7,transactionvalue-btc-ema-14,transactionvalue-btc-ema-90,transactionvalue-btc-wma-14,transactionvalue-btc-wma-90,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-7,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-trx-30,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-90,size-btc-ema-3,size-btc-std-7,size-btc-std-30,size-btc-std-90,size-btc-var-7,size-btc-var-14,size-btc-var-90,size-btc-trx-7,size-btc-trx-30,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-std-90,transactions-btc-var-14,transactions-btc-var-90,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-30,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-90,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-var-14,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-rsi-30,top100cap-btc-roc-30,activeaddresses-btc-sma-90,activeaddresses-btc-std-7,activeaddresses-btc-var-90,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-ema-30,price-btc-ema-90,price-btc-wma-30,price-btc-wma-90,price-btc-std-90,price-btc-trx-7,price-btc-trx-90,price-btc-rsi-90,bitcoin-price_raw_30d
2016-10-06,827318,18.694,241227200230,218854591876,240666837871,232525528108,219856856212,241227200230,241227200230,223832586211,10913046804,22013695027,2.9773647634869e+19,0.367,0.338,0.194,0.207,98.836,92.708,86.922,3.6418,1.9336763423668337e+18,1.840842269205941e+18,1.91780413400113e+18,1.8726083915133583e+18,1.837043131304486e+18,1.778002596842616e+18,1.6491006753499492e+18,1.942217891105977e+18,1.8730090337970383e+18,1.8574806712607263e+18,1.8087670954958671e+18,1.6833303035769556e+18,3.286151568208894e+17,3.4191098955936006e+17,0.393,0.418,0.288,0.209,30.454,0.662,0.663,0.665,0.73,0.663,0.663,0.666,0.68,0.81,0.662,0.665,0.66,0.672,0.699,0.116,0.184,0.003,0.008,-0.153,-0.253,-0.477,-0.398,927692774,903101619,812273967,855504872,872867757,952422473,931815632,395041732,137371945,3.5520318128437376e+16,3.901449244822195e+16,1.167,0.857,-0.135,-0.25,50.345,0.169,0.175,0.167,0.167,0.015,0.227,-0.129,0.296,0.097,0.097,0.099,0.098,0.096,0.002,0.013,-0.019,9.428,9.81,9.664,9.639,1.495,0.558,-0.101,-0.087,0.005,9664651704,9610277330,9464658891,9646646472,9532445505,126443600,193763872,962330933,3996995966861312,9386109503012864.0,2.3152020631270195e+17,0.085,55.058,1.146,2.385,-4.188,5251,5548,4978,5063,5410,5037,5161,1345.0,452408,-0.868,-0.206,-0.161,141.97,154.683,179.534,149.889,147.608,30.722,70.853,235.967,-0.365,3.424,3.238,3.34,3.054,3.366,3.309,1.189,0.354,0.944,0.224,0.619,814245,111952,146217,168679,3133329555,6419083883,7113181354,0.69,-0.085,227882,221694,46797,642199998,547498396,0.065,0.047,340200,321965,330008,333509,1092126988,0.585,0.022,18.639,18.842,18.702,0.11,0.606,0.004,0.092,0.019,48.951,0.659,428716,102859,2863381925,0.137,0.035,605.462,598.623,607.409,601.64,62.6,0.073,0.174,54.328,702.682
2016-10-07,867413,18.688,241227200230,219163794931,240806928461,233086926310,220326534103,241227200230,241227200230,224324291889,8364932295,22475395947,1.7493023073833e+19,0.321,0.336,0.199,0.207,98.836,92.708,86.922,3.7514,1.9097281594055508e+18,1.862188482582269e+18,1.874332985832106e+18,1.862171753050789e+18,1.8362189588189647e+18,1.7814128704439365e+18,1.653095426170018e+18,1.8908106387541005e+18,1.8713524900888005e+18,1.8561499470550124e+18,1.812699937977233e+18,1.6880023038625856e+18,3.249668734676065e+17,3.445689500708008e+17,0.398,0.417,0.294,0.209,17.315,0.652,0.655,0.661,0.723,0.643,0.653,0.661,0.676,0.806,0.643,0.655,0.655,0.668,0.697,0.117,0.137,0.003,0.005,-0.206,-0.257,-0.468,-0.399,915739365,920857226,824709046,871314420,877871825,995637494,958142464,398607408,248578497,3.789629263885824e+16,3.972196649782157e+16,1.549,0.954,-0.094,-0.249,50.329,0.169,0.175,0.167,0.167,0.014,0.203,-0.124,0.292,0.098,0.097,0.099,0.098,0.096,0.002,0.013,-0.022,9.447,9.814,9.673,9.645,1.39,0.483,-0.096,-0.087,0.004,9667806223,9619950142,9471154430,9652811260,9534943727,120835763,196778901,954924550,3650320401989632,9680483939418112.0,2.279702239998116e+17,0.095,55.297,1.552,2.561,-4.509,5210,5536,5102,5118,5411,5066,5160,1277.0,407400,-0.61,-0.195,-0.161,137.011,153.596,179.347,148.164,145.574,16.652,71.358,69.321,-0.387,3.447,3.271,3.367,3.072,3.452,3.32,1.128,0.318,1.164,0.313,0.613,840829,118750,150436,167696,3525393898,7014727053,7030494128,0.811,-0.072,228400,222593,47071,689117517,553927807,0.084,0.047,345003,323603,333089,337109,1191750606,0.658,0.023,18.641,18.836,18.698,0.111,0.601,0.004,0.09,0.021,48.622,0.351,429922,102977,2914692661,0.154,0.036,605.997,598.955,607.722,601.724,62.039,0.083,0.172,54.561,708.671
2016-10-08,761159,18.699,242557627013,219576475624,243240243273,234212943174,220990570446,245883693969,243555447100,225013882939,6054287418,23382466211,9.163599035070676e+18,0.339,0.34,0.204,0.206,99.485,95.231,88.9,3.861,1.9207739421634345e+18,1.890345533115729e+18,1.9259186478383565e+18,1.891004892249244e+18,1.8550570056223844e+18,1.7940639310504315e+18,1.6602252917452838e+18,1.924698713973628e+18,1.8997179845726065e+18,1.8715253906899912e+18,1.825656663897296e+18,1.6958312276562284e+18,3.27511907933724e+17,3.525435971838342e+17,0.474,0.428,0.3,0.209,20.183,0.653,0.661,0.651,0.722,0.662,0.66,0.663,0.676,0.803,0.657,0.662,0.657,0.668,0.696,0.083,0.136,0.002,0.005,-0.159,-0.249,-0.457,-0.401,980859832,961095793,838867696,891088942,884464082,1061157532,992404103,403220271,563339937,4.168093938573619e+16,4.064664674201101e+16,1.972,1.078,-0.046,-0.248,50.509,0.169,0.175,0.167,0.167,0.014,0.159,-0.118,0.287,0.097,0.097,0.1,0.098,0.097,0.002,0.013,-0.024,9.398,9.806,9.647,9.616,1.412,0.498,-0.114,-0.09,0.003,9666850490,9632634058,9478745560,9662407688,9538792836,137893318,193575280,949432812,4753641772122112,9367847289618432.0,2.2535566630425395e+17,0.112,55.604,1.014,2.474,-3.341,5208,5534,5290,5216,5421,5152,5166,1275.0,406156,-0.199,-0.181,-0.162,131.7,152.039,179.115,145.56,142.62,18.096,72.146,81.864,-0.411,3.474,3.295,3.38,3.073,3.429,3.315,1.089,0.296,0.985,0.35,0.607,800994,101197,149030,162542,2560207880,5626572317,6604981762,0.711,-0.062,229188,223571,45670,625795956,521437869,0.101,0.048,349826,325033,334683,339315,1226169143,0.704,0.025,18.643,18.83,18.695,0.113,0.595,0.004,0.089,0.022,49.24,0.309,431451,94448,2875111709,0.169,0.038,606.722,599.357,608.252,601.893,61.597,0.1,0.17,54.861,703.872
2016-10-09,682170,18.696,245028419609,220077851436,247060869556,235781317705,221815453478,252979303477,247546727448,225869844978,9787678577,24727555371,2.3949662982093e+19,0.428,0.356,0.211,0.206,99.66,96.35,90.187,7.17,1.9680388178518024e+18,1.8768834424623923e+18,2.0108344769430387e+18,1.942191245698863e+18,1.887149445679096e+18,1.8135275681470308e+18,1.669797270081601e+18,2.0121868959157704e+18,1.9556978951751324e+18,1.898912693747591e+18,1.8454793155875684e+18,1.706177867039991e+18,3.3454041773549485e+17,3.658066446759451e+17,0.661,0.461,0.309,0.21,34.249,0.636,0.663,0.65,0.72,0.634,0.646,0.656,0.672,0.799,0.633,0.648,0.651,0.663,0.693,0.085,0.138,0.002,0.005,-0.251,-0.259,-0.449,-0.403,1109654271,1011868104,860353330,929142972,897573144,1186174175,1061714850,423789531,710812360,5.496040954191014e+16,4.48993915828777e+16,2.823,1.297,0.014,-0.246,51.207,0.169,0.175,0.167,0.167,0.013,0.152,-0.113,0.283,0.097,0.097,0.1,0.098,0.097,0.002,0.012,-0.027,9.36,9.795,9.633,9.599,1.159,0.336,-0.132,-0.093,0.002,9664856934,9643911030,9485969331,9671477147,9542524295,140635757,186377578,943346462,4944604028485632,8684150423863296.0,2.224756366410056e+17,0.127,55.542,1.04,2.495,-3.593,5363,5548,5943,5574,5475,5511,5218,1601.0,640604,0.839,-0.154,-0.162,129.978,149.936,178.189,143.784,140.425,14.935,73.113,55.767,-0.436,3.459,3.347,3.377,3.067,3.367,3.303,1.093,0.299,0.533,0.33,0.601,741582,120714,149860,163911,3642944700,3114030798,6716672869,0.366,-0.056,228854,223487,45739,542281007,523010308,0.113,0.048,350731,324775,332363,337617,1237665668,0.683,0.027,18.646,18.824,18.693,0.114,0.589,0.003,0.087,0.022,49.109,0.462,431638,71015,2877370119,0.18,0.039,607.358,599.736,608.748,602.055,61.114,0.115,0.168,54.792,705.761
2016-10-10,858339,18.67,247499212205,220579227248,249926339268,237248506783,222622207213,257192321622,250920309646,226714787768,12505087414,25964461126,3.9094302808916e+19,0.524,0.377,0.218,0.206,99.66,96.35,90.187,7.17,1.9812694709088635e+18,1.8688344293118344e+18,1.940694136888652e+18,1.9242818834827136e+18,1.884936692499785e+18,1.81720667967524e+18,1.6742095014388024e+18,1.963444385407001e+18,1.947594809308435e+18,1.898068740997174e+18,1.8496310392533868e+18,1.7114445695239636e+18,3.292500620664562e+17,3.68712604598118e+17,0.661,0.474,0.316,0.211,21.431,0.606,0.633,0.645,0.717,0.583,0.618,0.639,0.663,0.793,0.582,0.615,0.636,0.654,0.689,0.102,0.143,0.003,0.005,-0.556,-0.305,-0.446,-0.404,1156920639,1025284947,883339889,953628570,906608235,1235928044,1101288403,432839856,187835802,5.919107454567706e+16,4.683758515490202e+16,3.327,1.507,0.08,-0.243,50.795,0.171,0.175,0.169,0.168,0.015,0.317,-0.104,0.279,0.104,0.1,0.1,0.099,0.1,0.013,0.014,-0.024,9.438,9.812,9.677,9.639,1.638,0.671,-0.086,-0.089,0.002,9662030757,9654248002,9492961963,9680462771,9546272639,142716511,174920565,933801333,5092000610484224,7649301009989632.0,2.1799623214977843e+17,0.136,55.519,1.001,2.1,-4.713,5450,5551,6254,5789,5513,5755,5255,1727.0,745875,1.733,-0.12,-0.162,130.451,150.374,178.117,144.61,140.855,29.929,73.185,223.933,-0.453,3.51,3.427,3.392,3.092,3.48,3.32,1.099,0.302,0.675,0.376,0.595,799960,118969,149181,164676,3538397636,3401675223,6779529490,0.323,-0.047,229844,223531,45729,559526816,522777830,0.121,0.049,348945,325752,330975,336719,1180861716,0.629,0.029,18.648,18.818,18.689,0.114,0.584,0.002,0.085,0.022,47.621,0.274,432068,72160,2859897340,0.187,0.04,607.935,600.1,609.239,602.217,60.397,0.123,0.166,54.762,724.306
2016-10-11,923006,18.701,249970004802,221080603060,252075441552,238621038500,223411230096,258522748405,253676193696,227548711310,14308953087,27107996363,5.1186534608653e+19,0.6,0.4,0.227,0.205,99.66,96.35,90.187,3.186,1.8953548036516e+18,1.8599169733409472e+18,1.8302272224807345e+18,1.8731514896302392e+18,1.862913174576189e+18,1.810919816991212e+18,1.675210618068121e+18,1.832689803988977e+18,1.8926884835591324e+18,1.8781921914986383e+18,1.8435516949365788e+18,1.71331651321608e+18,3.297877053408736e+17,3.678048619172773e+17,0.445,0.453,0.32,0.211,15.631,0.602,0.635,0.642,0.716,0.626,0.631,0.643,0.663,0.79,0.613,0.624,0.639,0.654,0.688,0.097,0.143,0.002,0.005,-0.578,-0.324,-0.44,-0.406,1233417145,1075796643,911158043,984704908,918228093,1305525836,1155958651,448947388,707163743,6.591141375672102e+16,5.038843927799283e+16,3.735,1.729,0.153,-0.241,51.088,0.175,0.175,0.17,0.168,0.018,0.578,-0.092,0.275,0.109,0.103,0.1,0.1,0.102,0.016,0.014,-0.017,9.49,9.803,9.692,9.651,1.608,0.647,-0.03,-0.083,0.001,9669222990,9679708958,9505180223,9705421614,9555518709,220140523,215504342,924350076,12115462421676032,1.1610530378973184e+16,2.136057657510789e+17,0.178,56.847,3.745,4.422,-3.225,5621,5551,6406,5932,5543,5943,5283,1807.0,816242,2.275,-0.082,-0.161,130.68,150.8,177.611,144.997,140.87,35.424,73.309,313.716,-0.467,3.648,3.535,3.406,3.122,3.616,3.344,1.12,0.314,1.142,0.479,0.59,861483,146713,146865,167096,5381199344,4382529465,6980269566,0.536,-0.034,232618,224054,46459,589130927,539619437,0.131,0.049,350101,328920,333048,339129,1106425482,0.593,0.031,18.651,18.811,18.687,0.114,0.575,0.001,0.083,0.021,49.496,0.472,433943,74663,2913049241,0.196,0.041,609.463,600.792,610.735,602.726,59.626,0.166,0.164,56.085,714.235
2016-10-12,864463,18.667,252440797398,221581978872,253687268265,239905019784,224182911817,258522748405,255814379597,228371615604,15521128616,28169534438,6.0226358381237e+19,0.645,0.422,0.235,0.205,99.66,96.35,90.187,2.8616363636363635,1.7870504898702356e+18,1.8487696347519104e+18,1.8005322935921812e+18,1.8475729583985864e+18,1.8506363999265144e+18,1.808333852327497e+18,1.677312304807363e+18,1.7704310845149903e+18,1.857085210484465e+18,1.866314910346996e+18,1.840800766177992e+18,1.71625425989851e+18,3.2605572286638106e+17,3.655707397061587e+17,0.211,0.417,0.321,0.212,25.913,0.624,0.634,0.647,0.714,0.649,0.641,0.647,0.664,0.787,0.648,0.634,0.643,0.654,0.687,0.095,0.141,0.002,0.005,-0.456,-0.323,-0.434,-0.407,1292147148,1089138600,934083516,1013719802,929573317,1355780492,1203777201,464262298,186787393,7.361129572316467e+16,5.388487028382349e+16,3.943,1.937,0.23,-0.237,51.086,0.178,0.176,0.171,0.169,0.019,0.761,-0.079,0.271,0.113,0.104,0.101,0.101,0.103,0.016,0.014,-0.009,9.529,9.8,9.698,9.655,1.618,0.655,0.021,-0.077,0.001,9686341215,9709440720,9519144422,9735829890,9566861027,291133540,273225878,918976272,21189684532133888,1.8663095090233344e+16,2.1112934696547123e+17,0.239,57.329,4.483,5.55,-1.774,5685,5564,6668,6135,5585,6187,5325,1935.0,935828,2.701,-0.039,-0.16,131.433,151.098,177.389,146.541,142.04,45.356,73.292,514.282,-0.473,3.69,3.555,3.412,3.134,3.632,3.349,1.12,0.314,1.279,0.554,0.585,862973,148407,147511,167914,5506143399,4551414319,7048790614,0.696,-0.02,233445,224229,46479,591255963,540068352,0.139,0.05,349360,329978,333084,339432,1081698337,0.548,0.033,18.651,18.804,18.683,0.114,0.564,0.001,0.08,0.02,47.555,0.039,434669,75565,2908008345,0.203,0.042,611.26,601.595,612.573,603.366,59.097,0.227,0.162,56.562,714.44
2016-10-13,911957,18.658,254911589994,222083354684,254896138300,241106163566,224937633500,258522748405,257334867349,229183500648,16274369312,29158032383,6.6213774126718e+19,0.659,0.441,0.244,0.205,99.66,96.35,90.187,2.537272727272727,1.7287022573277796e+18,1.8445137935603768e+18,1.7480206963995387e+18,1.809556993600664e+18,1.829952759830565e+18,1.8010548359971356e+18,1.6777122343546058e+18,1.72466038918332e+18,1.80884735663802e+18,1.845880172274328e+18,1.8335787450155412e+18,1.717447443742032e+18,3.274678854917332e+17,3.619430642172672e+17,-0.061,0.361,0.318,0.212,21.664,0.655,0.63,0.646,0.712,0.637,0.637,0.644,0.661,0.784,0.648,0.632,0.64,0.651,0.685,0.096,0.14,0.002,0.005,-0.397,-0.325,-0.428,-0.409,1238405500,1083049137,932016731,995487712,925211758,1215524305,1156041707,450129478,-85252486,7.431783000015078e+16,5.065413673388838e+16,2.884,1.924,0.287,-0.234,49.417,0.18,0.176,0.172,0.169,0.02,0.863,-0.064,0.267,0.108,0.104,0.101,0.101,0.103,0.015,0.014,-0.001,9.613,9.807,9.732,9.687,1.805,0.814,0.096,-0.066,0.001,9701630049,9735738912,9532285483,9763618373,9577731824,324097508,313607091,911137762,26259798700343296,2.458735188729856e+16,2.075430051236741e+17,0.291,57.163,4.126,5.319,-2.488,5771,5515,6445,6088,5589,6200,5330,1930.0,930947,2.477,-0.001,-0.159,131.602,150.04,176.7,147.066,142.271,43.053,72.966,463.386,-0.476,3.733,3.579,3.421,3.153,3.695,3.363,1.127,0.317,1.405,0.632,0.581,887465,160109,155341,170005,6408756075,5203426064,7225392237,0.888,-0.003,233106,224381,46459,604381619,539600603,0.145,0.051,347577,330069,332828,339376,1081279550,0.495,0.035,18.653,18.796,18.68,0.114,0.553,0.001,0.076,0.019,47.085,0.242,435295,66883,2889327833,0.207,0.043,612.841,602.346,614.248,603.977,58.406,0.279,0.161,56.393,708.542
2016-10-14,858612,18.641,257382382591,222584730495,255802790826,242229814201,225675767894,258522748405,258237656951,229984366444,16631149310,30080691695,6.9148781845072e+19,0.647,0.456,0.253,0.205,99.66,96.35,90.187,2.2129090909090907,1.7500870775772457e+18,1.8544375912069169e+18,1.7659677326103772e+18,1.8031464374058012e+18,1.823814361029319e+18,1.7999490252115924e+18,1.6800463559912346e+18,1.7522666449300375e+18,1.791941155187144e+18,1.837800302309107e+18,1.8321406544149809e+18,1.7205098825846093e+18,3.274421185219159e+17,3.630982009655488e+17,-0.231,0.307,0.314,0.212,9.626,0.643,0.631,0.643,0.71,0.634,0.635,0.642,0.659,0.781,0.636,0.632,0.638,0.649,0.683,0.094,0.139,0.002,0.005,-0.354,-0.325,-0.422,-0.41,1239791352,1077765358,944682875,1002891977,929278617,1183486384,1159668998,452994648,-73972897,7.38596158351506e+16,5.130103778054195e+16,2.064,1.872,0.339,-0.231,50.302,0.182,0.176,0.173,0.169,0.02,0.852,-0.05,0.264,0.103,0.105,0.101,0.101,0.103,0.014,0.014,0.005,9.658,9.823,9.751,9.704,1.847,0.852,0.167,-0.054,0.001,9716614417,9761182833,9545424696,9791262865,9588952630,342636751,349102705,902391302,29349985717501952,3.046817465119539e+16,2.03577515608916e+17,0.329,57.233,3.79,5.401,-2.641,5730,5495,6176,5991,5584,6146,5327,1921.0,922114,1.886,0.031,-0.158,130.029,148.786,176.341,146.168,141.181,41.358,73.5,427.618,-0.479,3.73,3.588,3.436,3.169,3.731,3.372,1.114,0.31,1.399,0.694,0.576,873038,159313,157678,169384,6345182550,5275360767,7172703387,0.943,0.014,233371,225020,45688,599708144,521837367,0.15,0.051,346454,331074,333621,340347,1080227865,0.449,0.036,18.654,18.788,18.677,0.111,0.543,0.001,0.074,0.017,46.144,0.279,435886,61732,2890628439,0.209,0.044,614.368,603.097,615.913,604.61,57.646,0.316,0.159,56.458,696.136
2016-10-15,781569,18.575,258522748405,223086106307,256482780221,243280971246,226397679553,258522748405,258522748405,230774212992,16617025189,30943402391,6.903138153634e+19,0.615,0.466,0.261,0.205,99.66,96.35,90.187,1.8885454545454543,1.7435887302687793e+18,1.842177329423436e+18,1.7586550276943032e+18,1.7901954087489083e+18,1.81415142259584e+18,1.796813108925569e+18,1.6816133003162235e+18,1.7528942675305288e+18,1.7685685232555884e+18,1.824054266518616e+18,1.828699644763101e+18,1.722818193346739e+18,3.269430343815783e+17,3.6375787752525216e+17,-0.357,0.251,0.309,0.212,7.016,0.642,0.629,0.645,0.709,0.652,0.644,0.646,0.66,0.778,0.65,0.642,0.641,0.65,0.683,0.096,0.139,0.002,0.005,-0.222,-0.309,-0.415,-0.411,1342636942,1161748387,986934401,1060624020,950563453,1347973209,1268998771,500593657,1175762400,9.905480299308928e+16,6.26485024196864e+16,2.575,2.003,0.412,-0.226,52.064,0.185,0.176,0.174,0.17,0.021,0.869,-0.035,0.26,0.102,0.106,0.101,0.101,0.103,0.013,0.014,0.012,9.685,9.828,9.76,9.711,1.822,0.83,0.221,-0.042,0.001,9733414136,9787817827,9559240093,9820773241,9601205491,372616133,385163725,890154210,34710695571980288,3.708777380159488e+16,1.9809362926302003e+17,0.355,57.467,3.642,4.692,-3.221,6156,5521,7220,6573,5689,6762,5433,2512.0,1577948,2.567,0.083,-0.156,130.489,147.067,175.924,144.485,139.329,36.231,74.341,328.175,-0.484,3.774,3.624,3.446,3.174,3.707,3.371,1.096,0.3,1.121,0.707,0.572,827304,154316,157261,168559,5953344979,4523445303,7103043983,0.766,0.028,232604,225458,44338,614424657,491463326,0.151,0.052,346337,330983,332344,339234,1083107045,0.386,0.038,18.654,18.781,18.672,0.112,0.537,0.002,0.072,0.014,42.726,-0.041,436357,69312,2849344722,0.207,0.045,615.971,603.891,617.696,605.308,56.634,0.343,0.157,56.686,701.676
2016-10-16,758815,18.568,258522748405,223587446993,256992772267,244264311708,227103725023,258522748405,258522748405,231553040291,16231028704,31751096536,6.5861573200463e+19,0.571,0.472,0.269,0.206,99.66,96.35,90.187,1.564181818181818,1.7621371157942262e+18,1.8331310641648333e+18,1.7549046417387704e+18,1.7804351205074908e+18,1.80575180035416e+18,1.7938673764647734e+18,1.6831416729638502e+18,1.756677030287757e+18,1.753226088399084e+18,1.8119178566999232e+18,1.825204911488003e+18,1.725094331457415e+18,3.267514026115806e+17,3.642650749998379e+17,-0.439,0.197,0.301,0.213,9.376,0.639,0.631,0.647,0.707,0.634,0.637,0.642,0.657,0.775,0.636,0.638,0.637,0.647,0.681,0.092,0.139,0.002,0.005,-0.206,-0.303,-0.409,-0.413,1323722047,1216688159,1003041498,1079198092,959309797,1349444508,1293901937,509961552,769156806,1.026604648178158e+17,6.501519624435622e+16,2.679,2.087,0.482,-0.222,50.794,0.187,0.176,0.175,0.17,0.021,0.843,-0.019,0.257,0.107,0.108,0.101,0.102,0.105,0.013,0.014,0.021,9.709,9.843,9.789,9.739,1.922,0.923,0.282,-0.028,0.001,9751239179,9813405384,9572980420,9849870714,9613769615,389940710,416253058,871998069,38013439234850816,4.331665210566246e+16,1.9009515815459226e+17,0.369,57.523,3.844,4.924,-4.234,6403,5533,7404,6758,5739,7002,5487,2631.0,1730433,2.933,0.138,-0.154,130.653,144.631,174.585,142.099,136.777,40.857,74.88,417.327,-0.492,3.858,3.658,3.45,3.179,3.681,3.371,1.094,0.299,0.768,0.689,0.567,793059,113421,157500,168558,3216057785,4024667026,7102955003,0.468,0.038,232162,225181,44714,579728314,499834237,0.147,0.052,347021,331093,329856,336834,1074506046,0.301,0.04,18.654,18.774,18.667,0.113,0.53,0.003,0.07,0.01,42.396,-0.093,436106,79179,2860661721,0.201,0.046,617.508,604.68,619.453,606.026,55.215,0.358,0.156,56.736,709.94
