Date,bitcoin-median_transaction_fee_raw,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-30,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-3,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-roc-30,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-90,hashrate-btc-ema-7,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-rsi-30,hashrate-btc-rsi-90,hashrate-btc-roc-90,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-std-14,mining_profitability-btc-std-30,mining_profitability-btc-std-90,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,sentinusd-btc-std-30,sentinusd-btc-var-30,sentinusd-btc-trx-30,sentinusd-btc-trx-90,transactionfees-btc-sma-14,transactionfees-btc-sma-90,transactionfees-btc-wma-30,transactionfees-btc-std-30,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-var-14,transactionfees-btc-var-30,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-90,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-30,confirmationtime-btc-var-30,confirmationtime-btc-trx-7,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-wma-90,marketcap-btc-std-30,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-90,marketcap-btc-roc-30,transactionvalue-btc-sma-90,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-trx-14,transactions-btc-trx-30,sentbyaddress-btc-sma-14,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-mom-90,top100cap-btc-trx-90,activeaddresses-btc-sma-90,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,price-btc-sma-90,price-btc-wma-90,price-btc-std-30,price-btc-mom-30,price-btc-mom-90,price-btc-var-30,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-90,bitcoin-price_raw_90d
2013-05-15,0.0523,10330417,9598646,6727317,11062419,9571689,10822604,10512491,8093088,4854432,886127.0,1.019,1.284,0.739,45.8,89388483107831.0,87686823727989.0,82985816973211.0,55955531752566.0,86902746504086.0,77787877650685.0,60255935731992.0,87086731972795.0,88356542552765.0,86159357873711.0,81114893781867.0,66535811743471.0,14852116649998.0,16526946359026.0,38113917484253.0,5.5146342246284e+25,1.098,1.182,0.837,56.104,56.812,204.177,5253.0,5391.0,5891.0,4794.0,5470.0,5953.0,5723.0,4714.0,5282.0,5805.0,872.775,1963.0,3645.0,963581.0,3321548.0,-1.005,0.507,108187749,187844683,8821406213433110.0,-0.042,1.208,0.1,0.076,0.103,0.031,0.001,0.001,0.001,0.00125,1.022,1.802,0.063,0.057,0.061,0.061,0.063,0.061,1.182,1.753,47.125,53.217,8.644,8.926,8.768,1.559,0.607,-0.19,0.067,-0.077,1219299574,898008902,1116521439,319677123,205444103,895451499,-0.03,1.166,1.82,56.574,21.374,2223,3989.0,3480.0,3027825,-2.835,0.888,61.639,71.33,59.34,61.952,27.13,37.263,184.011,-1.787,-1.354,1.178,1.461,1.338,1.269,1.281,1.307,1.245,1.292,1.283,0.408,0.525,0.78,0.042,0.069,0.152,0.293,-0.017,0.434,47408,54237,561888575,735409099,0.131,0.263,0.486,0.031,52019,22393,125358730,-0.308,0.234,0.404,19.78,19.91,19.984,0.359,0.627,-0.016,75788,-0.318,0.409,81.511,101.013,28.812,17.467,79.411,207.533,-0.063,1.137,1.766,56.359,94.938
2013-05-16,0.0535,10409771,9715788,6815226,11124838,9675919,10973283,10626737,8191109,4887645,823864.0,1.023,1.274,0.748,45.8,84581904376598.0,87419293348615.0,83737478882136.0,56555177763615.0,85458294196362.0,78003171819879.0,60714595106524.0,82954959055475.0,86716070939065.0,85911240580375.0,81362591173730.0,67088985491177.0,13247475697830.0,16216800853297.0,37980615473231.0,4.3873903091148e+25,1.065,1.172,0.844,55.799,56.677,198.728,5188.0,5364.0,5897.0,4888.0,5405.0,5891.0,5707.0,4799.0,5228.0,5738.0,897.893,1960.0,3636.0,960369.0,3305980.0,-1.054,0.504,108551251,188899155,8920722723937656.0,-0.136,1.189,0.102,0.077,0.105,0.028,0.001,0.001,0.001,0.0012857142857142,0.982,1.786,0.063,0.055,0.059,0.06,0.06,0.06,1.137,1.741,47.664,53.399,8.663,8.943,8.792,1.546,0.598,0.158,0.069,-0.077,1216518101,908118413,1123027930,278587096,365696739,909856047,-0.073,1.108,1.805,56.9,44.147,2230,4013.0,3469.0,3009073,-2.914,0.879,61.365,71.747,59.854,62.07,26.479,48.499,175.288,-1.38,-1.341,1.169,1.528,1.374,1.299,1.29,1.355,1.263,1.342,1.3,0.543,0.594,0.797,0.074,0.088,0.159,0.524,0.015,0.43,48493,54615,587886156,745706954,0.146,0.262,0.547,0.049,52222,22252,123791437,-0.258,0.218,0.404,19.788,19.915,19.992,0.345,0.759,-0.015,76166,-0.321,0.381,82.407,101.574,25.216,31.957,80.636,158.959,-0.106,1.079,1.752,56.677,96.293
2013-05-17,0.0552,10489126,9820754,6903135,11156048,9773425,11084285,10730402,8287197,4914349,761601.0,1.025,1.263,0.757,39.175,83014248993448.0,87786490876175.0,84848172899082.0,57176960386944.0,85639631409899.0,78530944157339.0,61274354401996.0,83755828392430.0,86407158364539.0,86237395802825.0,81908548548893.0,67740160552428.0,11100119803771.0,16046477692668.0,38068090431891.0,3.0803164914517e+25,1.027,1.161,0.85,57.771,57.522,185.157,5111.0,5378.0,5909.0,5060.0,5382.0,5848.0,5697.0,5041.0,5210.0,5687.0,884.054,1946.0,3621.0,946749.0,3278548.0,-1.083,0.502,109031405,189504486,8977987515518752.0,-0.222,1.169,0.103,0.078,0.105,0.028,0.001,0.001,0.001,0.0013214285714285,0.943,1.77,0.063,0.055,0.058,0.059,0.058,0.06,1.091,1.728,48.478,53.66,8.678,8.943,8.798,1.529,0.584,0.291,0.072,-0.076,1223150534,918642510,1130177548,233748995,375014425,947168680,-0.104,1.054,1.789,57.363,43.687,2241,4027.0,3456.0,2985423,-2.946,0.869,61.156,71.677,60.416,62.206,26.504,59.657,175.621,-0.911,-1.299,1.161,1.512,1.377,1.282,1.293,1.356,1.265,1.346,1.301,0.542,0.555,0.796,0.074,0.077,0.158,0.667,0.044,0.426,48405,53963,585771523,728006513,0.159,0.261,0.571,0.065,52328,21965,120617637,-0.227,0.202,0.402,19.796,19.919,20.0,0.342,0.728,-0.014,76514,-0.334,0.353,83.34,102.191,21.313,32.757,83.948,113.564,-0.137,1.025,1.738,57.133,96.952
2013-05-18,0.0564,10568480,9894519,6991043,11171653,9864640,11155610,10823486,8381354,4934647,699338.0,1.021,1.253,0.766,24.659,82963828761579.0,86934221121839.0,85343434680562.0,57738795906570.0,84625450047683.0,78727844918868.0,61720696194503.0,83040156876225.0,84856262135754.0,85802026877752.0,82117832509431.0,68276554960649.0,9775393105161.0,15918288041950.0,37999692038673.0,2.3889577590106e+25,0.971,1.146,0.856,55.444,56.509,163.02,5008.0,5345.0,5922.0,5133.0,5359.0,5807.0,5686.0,5177.0,5187.0,5634.0,873.748,1924.0,3603.0,925107.0,3245988.0,-1.094,0.499,109474500,101578528,2579549335967762.0,-0.304,1.149,0.102,0.079,0.104,0.028,0.001,0.001,0.001,0.0013571428571428,0.899,1.753,0.063,0.056,0.058,0.059,0.057,0.059,1.045,1.715,49.046,53.835,8.7,8.959,8.82,1.521,0.579,0.434,0.075,-0.075,1229781431,929458332,1137675901,216973824,213878719,973423982,-0.12,1.002,1.774,57.672,20.448,2252,2081.0,3441.0,2960054,-2.938,0.859,63.555,71.28,61.101,62.598,25.619,66.674,164.083,-0.184,-1.198,1.152,1.471,1.371,1.279,1.294,1.336,1.26,1.332,1.296,0.555,0.559,0.795,0.077,0.078,0.158,0.686,0.062,0.421,47339,53297,560254137,710130325,0.167,0.26,0.542,0.075,52546,21725,117997767,-0.238,0.183,0.401,19.806,19.924,20.007,0.334,0.922,-0.014,76767,-0.378,0.322,84.298,102.839,19.905,18.136,86.27,99.055,-0.154,0.973,1.723,57.434,96.543
2013-05-19,0.0565,10647835,9968284,7074909,11179455,9949970,11187257,10905989,8473578,4960435,637075.0,1.012,1.241,0.774,24.659,86026922478966.0,86767307719083.0,86408144222400.0,58382430655493.0,86047642142101.0,79475352887028.0,62349125254521.0,86715351708112.0,85701261461633.0,86464798043724.0,82870143650727.0,68992498312711.0,8359512720221.0,14853205089607.0,38221947556578.0,1.7470363229884e+25,0.931,1.133,0.862,58.71,57.931,178.859,4970.0,5251.0,5939.0,5034.0,5302.0,5751.0,5669.0,5074.0,5132.0,5563.0,731.973,1963.0,3568.0,963144.0,3182065.0,-1.103,0.495,109625214,97753714,2388947168184652.0,-0.386,1.127,0.104,0.08,0.104,0.028,0.001,0.001,0.001,0.0013928571428571,0.859,1.736,0.055,0.056,0.057,0.058,0.055,0.059,0.999,1.701,49.07,53.841,8.703,8.965,8.831,1.425,0.508,0.474,0.079,-0.075,1229797145,940290946,1144967875,213402468,82113691,974935315,-0.126,0.954,1.757,57.688,6.964,2256,2081.0,3434.0,2948837,-2.957,0.847,63.388,70.122,61.499,62.476,24.938,54.681,155.47,-0.018,-1.132,1.142,1.451,1.394,1.265,1.295,1.327,1.259,1.327,1.294,0.496,0.547,0.794,0.061,0.075,0.158,0.65,0.074,0.417,46387,53345,537941521,711417634,0.168,0.259,0.46,0.078,52389,21586,116486350,-0.287,0.16,0.399,19.816,19.927,20.013,0.326,0.91,-0.013,76956,-0.453,0.287,85.258,103.467,19.639,6.205,86.38,96.427,-0.16,0.925,1.707,57.446,96.796
2013-05-20,0.0566,10727190,10042050,7158645,11183356,10029795,11187257,10977912,8563960,4980809,574812.0,0.997,1.229,0.782,24.659,83576219959129.0,84379716579670.0,85821974375499.0,58937732197439.0,84243615479324.0,79433816280833.0,62711376028949.0,83117658214127.0,83717318404611.0,85454583546203.0,82816270041219.0,69441929188216.0,9208430061390.0,13791966815869.0,37940976034951.0,2.1198796048876e+25,0.866,1.114,0.867,53.386,55.517,173.205,4901.0,5196.0,5949.0,4864.0,5221.0,5682.0,5648.0,4859.0,5058.0,5478.0,774.865,1988.0,3550.0,987983.0,3151167.0,-1.116,0.491,109850633,98696821,2435265606930326.0,-0.464,1.106,0.103,0.081,0.104,0.028,0.001,0.001,0.001,0.0014285714285714,0.821,1.718,0.055,0.056,0.057,0.058,0.056,0.059,0.954,1.686,49.152,53.864,8.727,9.014,8.885,1.617,0.653,0.794,0.088,-0.074,1230410461,951023641,1152103777,213411128,-523002,965942481,-0.123,0.908,1.741,57.733,-0.041,2262,2097.0,3426.0,2934147,-2.966,0.835,64.208,70.547,62.131,62.769,24.874,68.097,154.677,0.338,-1.03,1.132,1.452,1.399,1.27,1.297,1.328,1.261,1.331,1.295,0.492,0.547,0.793,0.06,0.075,0.157,0.605,0.085,0.412,46263,53416,535062099,713327497,0.169,0.258,0.352,0.076,52149,21413,114626994,-0.337,0.136,0.397,19.826,19.931,20.019,0.299,0.909,-0.012,77204,-0.522,0.251,86.208,104.081,19.66,-1.28,85.506,96.632,-0.158,0.88,1.692,57.485,96.925
2013-05-21,0.0576,10806544,10115815,7242381,11185307,10104470,11187257,11039255,8652501,4995489,512549.0,0.976,1.216,0.79,24.659,82460137223501.0,82572294944555.0,85397065967846.0,59460671350345.0,82741376048032.0,79356451214595.0,63052547055877.0,80446877111640.0,82181053698232.0,84442941330024.0,82693634787032.0,69866037442210.0,9987676000619.0,13747843249165.0,37692243439967.0,2.4938417973333e+25,0.784,1.092,0.872,53.127,55.396,150.992,5038.0,5201.0,5961.0,5247.0,5276.0,5679.0,5647.0,5202.0,5116.0,5460.0,784.142,1974.0,3538.0,973775.0,3129653.0,-1.093,0.487,110276921,99016779,2451080618913361.0,-0.536,1.084,0.104,0.082,0.103,0.028,0.001,0.001,0.001,0.0014642857142857,0.783,1.701,0.055,0.057,0.057,0.058,0.056,0.058,0.911,1.671,49.77,54.024,8.75,9.025,8.903,1.589,0.631,0.881,0.097,-0.073,1234766465,961867899,1159522933,213165511,24708353,975983261,-0.111,0.866,1.724,58.013,1.955,2271,2103.0,3412.0,2910130,-2.945,0.823,65.552,71.054,62.912,63.341,25.71,103.141,165.254,1.029,-0.864,1.123,1.416,1.407,1.286,1.299,1.321,1.26,1.328,1.293,0.475,0.511,0.792,0.056,0.065,0.157,0.534,0.092,0.408,42640,53313,454550173,710556133,0.17,0.256,0.253,0.073,51924,21248,112867530,-0.348,0.116,0.395,19.835,19.935,20.025,0.273,0.737,-0.012,77557,-0.555,0.22,87.167,104.72,19.651,0.986,86.339,96.537,-0.146,0.837,1.676,57.76,97.996
2013-05-22,0.0583,10885899,10189580,7326117,11186282,10174328,11187257,11090017,8739201,5004525,450286.0,0.95,1.202,0.798,24.659,81836459519826.0,83530726181367.0,85608774954678.0,60060077198903.0,84166828364606.0,79942692124256.0,63610583061557.0,83438401157053.0,83648776290675.0,84849090576222.0,83226057596253.0,70503015771089.0,10110566596977.0,13751260668802.0,37800832257996.0,2.5555889227977e+25,0.725,1.071,0.876,56.833,57.02,156.382,5127.0,5190.0,5977.0,5229.0,5267.0,5649.0,5638.0,5265.0,5118.0,5416.0,779.507,1987.0,3512.0,987390.0,3082705.0,-1.061,0.483,110816057,94283791,2222358332164168.0,-0.601,1.062,0.104,0.083,0.104,0.028,0.001,0.001,0.001,0.0015,0.749,1.683,0.056,0.058,0.058,0.058,0.057,0.058,0.87,1.656,50.21,54.133,8.761,9.03,8.914,1.586,0.629,0.792,0.104,-0.072,1240863303,972849417,1167058724,212768529,48764115,988336662,-0.089,0.827,1.707,58.205,3.883,2284,1984.0,3395.0,2880982,-2.877,0.81,66.695,71.275,63.727,63.972,26.308,133.186,173.022,1.798,-0.649,1.114,1.355,1.408,1.288,1.3,1.317,1.26,1.326,1.292,0.473,0.51,0.791,0.056,0.065,0.156,0.458,0.097,0.403,41885,53085,438595756,704493036,0.166,0.255,0.156,0.068,51498,21098,111279244,-0.355,0.097,0.393,19.843,19.939,20.032,0.239,0.785,-0.011,77825,-0.581,0.189,88.139,105.369,19.625,3.151,87.406,96.287,-0.124,0.798,1.66,57.945,101.101
2013-05-23,0.0593,10965253,10263346,7409853,11186770,10239678,11187257,11130198,8824061,5007947,388023.0,0.92,1.187,0.805,24.659,85703100268670.0,84860229104844.0,86139761226729.0,60731949491387.0,85732985707837.0,80619386679951.0,64200052834655.0,87735900265905.0,85373959179716.0,85492114947269.0,83852498268564.0,71170518640069.0,10285572344926.0,13865253063479.0,37786695099833.0,2.6448249615677e+25,0.687,1.052,0.88,57.51,57.326,201.811,5242.0,5215.0,5995.0,5506.0,5336.0,5658.0,5641.0,5567.0,5197.0,5411.0,829.33,1937.0,3492.0,938337.0,3047789.0,-1.0,0.479,111159674,87842624,1929081631924312.0,-0.66,1.041,0.104,0.083,0.104,0.027,0.001,0.001,0.001,0.0015357142857142,0.719,1.665,0.057,0.059,0.058,0.058,0.058,0.058,0.831,1.641,50.874,54.289,8.759,9.013,8.903,1.603,0.643,0.47,0.107,-0.071,1249500462,984087318,1174857422,212555671,-8907863,1011411088,-0.058,0.792,1.69,58.478,-0.666,2291,1944.0,3384.0,2863045,-2.799,0.796,68.843,71.87,64.525,64.545,27.157,142.533,184.382,2.376,-0.417,1.106,1.246,1.387,1.283,1.301,1.315,1.261,1.326,1.292,0.467,0.507,0.791,0.054,0.064,0.156,0.384,0.099,0.399,42078,53094,442635052,704750595,0.161,0.253,0.097,0.065,51535,21048,110758776,-0.324,0.083,0.39,19.851,19.943,20.037,0.196,0.706,-0.01,78147,-0.578,0.161,89.132,106.041,19.577,-2.084,89.441,95.812,-0.093,0.763,1.644,58.211,105.11
2013-05-24,0.0623,11044608,10337111,7493589,11187014,10300812,11187257,11159798,8907081,5005767,325760.0,0.886,1.171,0.812,24.659,91385958366944.0,86160170390339.0,86973330633257.0,61449047960725.0,88120547293121.0,81565441219888.0,64883199630575.0,92525966156057.0,87979709915749.0,86711244390235.0,84754351122658.0,71929887487489.0,11183758827335.0,14478743070922.0,37932412302579.0,3.1269115376999e+25,0.679,1.036,0.884,59.128,58.063,209.921,5293.0,5202.0,6013.0,5547.0,5370.0,5653.0,5640.0,5591.0,5247.0,5396.0,799.366,1839.0,3465.0,845524.0,3001186.0,-0.926,0.474,111788629,66091328,1092015923449265.0,-0.71,1.019,0.105,0.084,0.105,0.026,0.001,0.001,0.001,0.0015714285714285,0.691,1.648,0.058,0.06,0.059,0.059,0.059,0.058,0.796,1.625,52.861,54.748,8.756,9.002,8.898,1.615,0.652,0.138,0.108,-0.07,1261179624,996093699,1183873580,203057354,-97992391,1080574282,-0.009,0.761,1.673,59.259,-6.566,2303,1678.0,3368.0,2836454,-2.68,0.783,71.684,72.602,65.427,65.319,28.885,168.568,208.591,2.948,-0.151,1.098,1.213,1.362,1.27,1.3,1.304,1.258,1.317,1.288,0.481,0.502,0.791,0.058,0.063,0.156,0.287,0.098,0.394,40102,53115,402038836,705301338,0.154,0.252,0.048,0.061,51457,20924,109449970,-0.28,0.071,0.388,19.86,19.947,20.044,0.185,0.783,-0.01,78520,-0.549,0.138,90.195,106.82,18.609,-10.195,95.595,86.575,-0.045,0.732,1.628,58.981,107.292
2013-05-25,0.0639,11142784,10419660,7580253,11318884,10375002,11253132,11213951,8994052,5006734,263497.0,0.855,1.154,0.818,27.595,93580594199832.0,88080768512047.0,87507494816943.0,62173045347325.0,89847183673089.0,82433934871056.0,65545702777441.0,94346533379080.0,90196440521412.0,87785079347532.0,85594380221212.0,72667866495231.0,11932008607218.0,14650753769709.0,37980949834118.0,3.5593207350683e+25,0.686,1.023,0.888,59.005,58.01,218.164,5350.0,5179.0,6033.0,5578.0,5401.0,5650.0,5639.0,5631.0,5301.0,5386.0,730.822,1522.0,3434.0,578853.0,2948196.0,-0.846,0.47,112186721,41758397,435940933906228.0,-0.753,0.998,0.106,0.085,0.105,0.024,0.001,0.001,0.001,0.0016071428571428,0.668,1.63,0.059,0.062,0.06,0.059,0.06,0.059,0.764,1.609,53.921,54.989,8.751,8.996,8.897,1.599,0.639,-0.114,0.107,-0.069,1273795313,1008521346,1193405035,186947371,-117794640,1118488175,0.056,0.735,1.657,59.667,-7.612,2314,1533.0,3356.0,2815688,-2.518,0.77,73.766,72.074,66.099,65.541,28.07,175.59,196.982,2.799,0.043,1.09,1.225,1.348,1.261,1.3,1.293,1.255,1.308,1.285,0.495,0.502,0.791,0.061,0.063,0.157,0.18,0.092,0.389,40862,53226,417420140,708254327,0.143,0.25,-0.011,0.055,50687,20844,108620119,-0.28,0.057,0.386,19.867,19.946,20.045,0.178,0.655,-0.009,78716,-0.546,0.113,91.294,107.645,16.99,-12.015,98.953,72.165,0.019,0.706,1.612,59.38,106.115
2013-05-26,0.0644,11275090,10525630,7674724,11736148,10489738,11485260,11348701,9094561,5027426,966154.0,0.842,1.14,0.825,35.425,96623388421624.0,89401571651697.0,88084439685390.0,62911451039678.0,92275347855543.0,83538832002143.0,66293266241737.0,97336156480618.0,93066208494127.0,89392058758994.0,86675954188367.0,73489554298650.0,13342759011451.0,15764102101096.0,38274496584528.0,4.4507304509417e+25,0.714,1.013,0.892,60.505,58.691,200.755,5404.0,5187.0,6042.0,5444.0,5389.0,5628.0,5632.0,5456.0,5318.0,5364.0,733.949,1407.0,3422.0,494678.0,2927624.0,-0.774,0.465,112126926,33715026,284175751777971.0,-0.798,0.976,0.107,0.086,0.105,0.023,0.001,0.001,0.001,0.0016428571428571,0.644,1.613,0.06,0.063,0.061,0.06,0.062,0.059,0.737,1.594,54.285,55.069,8.77,8.993,8.899,1.582,0.626,-0.274,0.104,-0.068,1287841261,1021077771,1202927328,183111737,-31097860,1130078258,0.129,0.714,1.641,59.805,-2.111,2318,1486.0,3349.0,2803588,-2.396,0.756,76.01,71.842,66.876,65.954,27.541,66.719,189.625,2.546,0.21,1.082,1.164,1.308,1.256,1.294,1.259,1.244,1.276,1.273,0.577,0.52,0.799,0.083,0.068,0.16,0.004,0.076,0.384,42768,53570,457276140,717446998,0.127,0.248,-0.117,0.042,50273,20849,108665247,-0.321,0.038,0.383,19.875,19.945,20.046,0.155,0.69,-0.008,78860,-0.56,0.087,92.405,108.468,16.476,-4.194,99.95,67.865,0.092,0.684,1.596,59.511,105.799
2013-05-27,0.0642,11344101,10631601,7769195,11944780,10597072,11682882,11465811,9192994,5040956,966154.0,0.84,1.127,0.831,35.425,99787818555941.0,93107998360402.0,88743857470036.0,63729955203150.0,95400641504639.0,84909005579548.0,67139052092510.0,101412723495770.0,96909946194184.0,91617669794533.0,88050220333035.0,74409665758260.0,15491796508717.0,17021179128176.0,38667939057478.0,5.9998939766873e+25,0.768,1.008,0.896,62.154,59.456,236.781,5512.0,5206.0,6059.0,5447.0,5397.0,5617.0,5628.0,5430.0,5353.0,5354.0,746.289,1373.0,3395.0,470995.0,2882157.0,-0.703,0.46,112533417,32664406,266740848093914.0,-0.838,0.955,0.107,0.087,0.106,0.024,0.001,0.001,0.001,0.0016785714285714,0.624,1.595,0.061,0.064,0.062,0.061,0.063,0.06,0.713,1.579,54.108,55.031,8.765,8.975,8.886,1.597,0.637,-0.477,0.099,-0.067,1301174177,1033548139,1212087935,186736485,37898567,1122333165,0.204,0.695,1.624,59.738,2.707,2328,1470.0,3336.0,2781663,-2.257,0.742,76.49,71.424,67.483,66.115,27.055,75.149,182.997,2.017,0.312,1.074,1.131,1.291,1.257,1.291,1.249,1.241,1.267,1.269,0.587,0.518,0.8,0.086,0.067,0.16,-0.147,0.058,0.378,42675,53677,455284730,720294360,0.109,0.245,-0.199,0.029,49822,20798,108136949,-0.364,0.018,0.38,19.883,19.946,20.048,0.159,0.728,-0.008,79029,-0.57,0.062,93.507,109.258,16.671,2.039,99.214,69.483,0.167,0.666,1.581,59.437,107.66
2013-05-28,0.0629,11413112,10737571,7863666,12049096,10697481,11845999,11573719,9289350,5047382,702658.0,0.841,1.115,0.837,35.425,100225290065900.0,95694405444502.0,89133350194528.0,64418874999810.0,95635357964194.0,85646457306213.0,67780820339771.0,99688567889228.0,97717823439799.0,92630423110909.0,88811710667001.0,75126359211880.0,15954970605664.0,16779605791343.0,38757892385928.0,6.36402717569e+25,0.808,1.003,0.9,58.096,57.708,180.573,5454.0,5246.0,6070.0,5337.0,5375.0,5592.0,5619.0,5315.0,5356.0,5333.0,684.631,1104.0,3378.0,304703.0,2853046.0,-0.645,0.455,112941060,32602527,265731189858938.0,-0.872,0.934,0.109,0.088,0.107,0.024,0.001,0.001,0.001,0.0017142857142857,0.608,1.578,0.062,0.063,0.062,0.061,0.063,0.061,0.69,1.563,52.87,54.777,8.783,8.978,8.894,1.559,0.607,-0.503,0.095,-0.066,1315279718,1045610795,1220339101,189238025,33703523,1085639008,0.269,0.679,1.608,59.24,2.451,2337,1471.0,3323.0,2760495,-2.113,0.728,78.884,72.018,68.289,66.649,27.9,76.605,194.601,1.796,0.423,1.066,1.153,1.284,1.278,1.294,1.257,1.244,1.274,1.271,0.58,0.482,0.799,0.084,0.058,0.16,-0.227,0.045,0.373,38816,53502,376673606,715625093,0.093,0.243,-0.242,0.018,49444,20639,106490152,-0.382,0.001,0.377,19.891,19.947,20.05,0.16,0.742,-0.007,79264,-0.57,0.039,94.572,109.967,16.797,1.68,95.876,70.534,0.232,0.649,1.566,58.938,108.695
2013-05-29,0.0632,11482123,10843542,7958138,12101254,10791412,11974610,11672426,9383630,5046732,778993.875,0.842,1.103,0.843,35.425,100583450581500.0,97435996392414.0,90483361286891.0,65177696703657.0,96885098960574.0,86613416315471.0,68502875320209.0,99893083831136.0,98952802566101.0,94163886011600.0,89796099176543.0,75922303100889.0,16414042938810.0,17467877984926.0,38889944481893.0,6.735520139927e+25,0.847,1.0,0.904,59.489,58.338,211.172,5473.0,5300.0,6083.0,5339.0,5370.0,5575.0,5613.0,5322.0,5369.0,5324.0,579.517,883.014,3357.0,194929.0,2817033.0,-0.591,0.45,113397577,29806618,222108616626962.0,-0.899,0.913,0.111,0.089,0.108,0.025,0.001,0.001,0.001,0.001,0.595,1.562,0.063,0.063,0.062,0.061,0.063,0.061,0.669,1.548,53.179,54.833,8.783,8.969,8.889,1.541,0.594,-0.534,0.089,-0.066,1333190599,1057582515,1228509775,186070222,-30705063,1077454797,0.326,0.665,1.592,59.34,-2.12,2349,930.019,3307.0,2734475,-1.93,0.714,81.603,72.305,69.183,67.379,28.849,96.618,208.064,1.895,0.564,1.058,1.147,1.251,1.285,1.292,1.255,1.244,1.271,1.269,0.535,0.474,0.799,0.071,0.056,0.16,-0.281,0.033,0.368,38045,53499,361851949,715548417,0.078,0.241,-0.265,0.009,49295,20536,105428922,-0.367,-0.012,0.374,19.899,19.946,20.051,0.17,0.68,-0.007,79495,-0.549,0.018,95.629,110.667,16.364,-4.13,95.064,66.944,0.289,0.634,1.55,59.032,111.875
