Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactions_raw,bitcoin-median_transaction_fee_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-3,difficulty-btc-sma-30,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-14,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-mom-30,difficulty-btc-mom-90,difficulty-btc-var-14,difficulty-btc-var-30,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-roc-30,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-ema-3,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-roc-90,sentinusd-btc-sma-30,sentinusd-btc-sma-90,sentinusd-btc-ema-90,sentinusd-btc-wma-30,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-mom-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-30,sentinusd-btc-trx-90,transactionfees-btc-wma-30,transactionfees-btc-std-90,transactionfees-btc-trx-14,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-14,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-14,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-7,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-std-90,confirmationtime-btc-var-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-30,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-14,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-90,marketcap-btc-trx-7,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-30,marketcap-btc-roc-7,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-ema-3,mediantransactionvalue-btc-ema-7,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-std-7,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-30,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-90,size-btc-wma-90,size-btc-std-30,size-btc-std-90,size-btc-var-14,size-btc-var-30,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-90,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-30,transactions-btc-std-90,transactions-btc-var-30,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-wma-30,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-30,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-30,top100cap-btc-trx-7,top100cap-btc-trx-14,top100cap-btc-trx-90,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-7,activeaddresses-btc-ema-14,activeaddresses-btc-ema-30,activeaddresses-btc-ema-90,activeaddresses-btc-wma-7,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-wma-30,price-btc-wma-90,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-14,price-btc-mom-30,price-btc-mom-90,price-btc-var-30,price-btc-var-90,price-btc-trx-3,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-7,price-btc-rsi-90,price-btc-roc-7,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_30d,bitcoin-price_raw_90d,30d_binary_price_change
2013-04-01,1039517192,94.715,52572,0.0474,7220.0,19.962,6695826,5182950,6690038,6526779,6096133,5385392,4296620,6695826,6368099,5652157,4430808,1745325,1899346,2161986,2327950,3716190,761539976695.0,901878886924.0,2.593,1.93,1.046,0.271,53.297,55235596298287.0,53495262808157.0,60545619812057.0,53347760970783.0,46935502677847.0,35799562131248.0,60620238288447.0,55439878831239.0,49808994690260.0,22738053510663.0,2.0,1.373,0.372,6932.0,6562.0,6279.0,5449.0,3913.0,6990.0,6242.0,5603.0,4403.0,7035.0,6806.0,6442.0,5894.0,4650.0,2048.0,1929846.0,1.522,1.215,0.091,221.516,91370923,50015639,62957053,108319605,99974157,83568369,108987059,2498708038563228.0,1745918089683000.0,3.029,0.276,0.065,0.045,3.644,2.712,1.218,56.505,55.785,624.061,0.045,0.045,0.032,0.046,0.044,0.034,0.023,0.024,0.031,0.041,4.009,2.987,2.482,1.11,87.21,74.007,68.162,65.414,185.993,606.456,8.4,8.368,8.93,2.697,1.818,991852178,931090321,616948319,352418998,997954603,929243159,824742386,669282203,428855865,1005258635,966815475,881124856,725365498,468618640,409268958,455860515,534757265,680338013,897213385,5.195220233693293e+16,4.438,2.586,1.097,93.977,37.332,630.491,1883,1335,1380,1697.0,438600,719749,3.688,3.059,-0.116,41.397,58.86,56.845,53.027,44.502,31.061,55.935,32.651,14.73,31.265,28.818,76.139,244.368,207.617,2.199,3.449,2.119,0.207,1.301,1.154,1.279,1.237,1.189,1.215,1.157,1.22,1.205,1.188,0.554,1.147,0.956,0.329,0.05,0.742,154528,156022,61285,50776,673384639,938951276,-0.019,0.334,52541,53711,51153,54403,17233,16078,74247499,0.092,0.394,48248,45856,29422322,0.406,0.253,19.396,19.545,19.568,19.428,0.367,0.322,0.694,0.426,0.034,0.191,0.063,-0.057,64764,57136,74692,72149,66879,57827,76468,0.27,90.406,84.929,73.635,56.481,32.485,90.961,84.752,75.294,61.215,39.444,91.616,88.156,80.404,66.298,43.032,25.772,37.068,41.348,48.455,61.597,81.308,343.518,427.406,3.723,3.629,2.538,1.025,96.992,91.45,36.98,185.993,606.456,124.662,89.829,1
2013-04-02,1183101461,107.749,63095,0.0539,7990.0,20.024,6695826,5260549,6692932,6569041,6176092,5469936,4349349,6695826,6466725,5749761,4492115,1667845,1949365,2230475,2327950,3716190,695426590110.0,950005633515.0,2.333,1.948,1.085,0.279,53.297,56894215515944.0,54665535479792.0,61195608357035.0,54480805761613.0,47897444240696.0,36372002455880.0,61849081751860.0,56553256710420.0,50898629883949.0,23513282442924.0,2.017,1.406,0.384,7394.0,6924.0,6503.0,5582.0,3977.0,7490.0,6475.0,5757.0,4482.0,7564.0,7164.0,6670.0,6058.0,4740.0,2170.0,2079147.0,1.605,1.241,0.104,257.863,99082516,52609580,67228470,119025128,113391979,94000481,233454637,3214435238744518.0,2209022600061440.8,3.121,0.312,0.068,0.047,3.733,2.777,1.251,64.356,58.315,869.772,0.049,0.05,0.033,0.05,0.047,0.036,0.024,0.028,0.038,0.047,4.233,3.127,2.534,1.139,91.746,78.528,71.179,67.414,231.964,716.218,8.367,8.341,8.909,2.708,1.833,1066526516,987933018,644647072,364007125,1090528032,992707735,872523596,702431833,445432691,1100883277,1029818260,931363359,761891508,486875397,444769123,485734098,622208836,830962611,1042931435,5.898440351722694e+16,4.586,2.665,1.129,95.152,50.675,744.047,2012,1403,1454,1835.0,699432,841849,3.769,3.125,-0.089,44.077,76.908,66.372,58.618,47.757,32.466,61.272,34.151,28.777,35.145,32.06,181.992,308.786,256.962,3.113,3.531,2.21,0.23,1.322,1.163,1.286,1.243,1.209,1.223,1.161,1.229,1.229,1.192,0.547,1.145,0.953,0.328,0.038,0.733,155210,156482,61721,50230,689152619,952368214,-0.015,0.331,52806,54317,51415,54635,17526,15980,76789294,0.086,0.392,49382,47069,34157477,0.432,0.256,19.401,19.576,19.602,19.442,0.408,0.345,0.677,0.427,0.042,0.209,0.074,-0.056,66291,57678,78988,74780,68492,58575,80095,0.274,97.171,90.078,77.661,58.991,33.536,99.355,90.501,79.621,64.217,40.945,100.288,93.861,84.952,69.605,44.686,28.113,40.279,44.05,56.367,75.291,94.548,405.594,485.111,5.184,3.745,2.617,1.057,98.201,92.645,50.27,231.964,716.218,111.049,85.608,1
2013-04-03,1318189886,120.003,63766,0.06,8852.0,19.987,6695826,5338147,6694379,6600737,6245390,5549026,4400920,6695826,6547748,5842360,4552514,1542023,1986041,2293952,2327950,3716190,594458447418.0,986089374520.0,2.064,1.943,1.122,0.288,53.297,58975896856611.0,55777688549531.0,60732987952966.0,55252747333251.0,48695697357354.0,36897241249133.0,61667401430421.0,57300567652967.0,51824489851457.0,24166298674113.0,2.015,1.435,0.396,8021.0,7363.0,6645.0,5743.0,4050.0,8171.0,6792.0,5957.0,4578.0,8293.0,7645.0,6984.0,6269.0,4847.0,2388.0,2305788.0,1.738,1.276,0.117,288.861,106494613,55179282,71293657,128903321,122981011,102642361,231273200,3781082247256207.0,2633863588145095.0,3.248,0.353,0.073,0.052,3.956,2.871,1.288,70.496,60.746,1028.0,0.054,0.055,0.035,0.056,0.051,0.037,0.025,0.031,0.027,0.053,4.66,3.319,2.599,1.17,94.058,81.743,73.612,69.112,79.898,808.284,8.373,8.334,8.894,2.714,1.841,1180269513,1052246046,676520635,377094375,1204358959,1074078272,931945768,742158159,464614168,1226714962,1112382477,993687854,805345883,507846447,493549055,522966667,687509928,956206879,1177852524,6.837353381290434e+16,4.954,2.756,1.163,95.925,51.865,839.301,2144,1470,1528,1965.0,940396,964945,3.964,3.214,-0.059,46.873,89.721,75.413,64.473,51.291,34.005,67.298,35.799,39.584,39.665,35.657,317.592,393.331,317.859,4.432,3.763,2.327,0.256,1.292,1.227,1.299,1.25,1.26,1.247,1.17,1.297,1.287,1.212,0.453,1.151,0.953,0.331,0.036,0.725,156056,157119,62497,49584,555653079,976467593,-0.006,0.329,53046,54926,51687,54876,17519,15982,76727861,0.084,0.391,51276,48661,43309807,0.468,0.26,19.405,19.602,19.632,19.454,0.437,0.364,0.592,0.366,0.048,0.216,0.085,-0.056,68078,58298,86026,79095,70985,59642,86865,0.279,107.489,95.902,82.108,61.879,34.722,109.679,97.877,85.006,67.816,42.682,111.703,101.342,90.598,73.541,46.586,33.32,44.695,47.421,62.25,86.649,106.79,499.422,562.186,6.968,3.911,2.707,1.09,98.752,93.508,51.448,259.795,808.284,102.694,83.204,0
2013-04-04,1357824968,123.562,66738,0.0618,8777.0,19.99,6695826,5415745,6695103,6624509,6305448,5623013,4451358,6695826,6611170,5929952,4612006,1354453,2010105,2352822,2327950,3716190,458635548619.0,1010130109937.0,1.801,1.917,1.154,0.296,53.297,59231838277080.0,55963936181944.0,58002721546526.0,55255375040829.0,49120004311079.0,37301092103880.0,58033949570014.0,57233203198374.0,52379205377642.0,24532541967280.0,1.969,1.456,0.407,8540.0,7555.0,6794.0,5910.0,4122.0,8474.0,7057.0,6139.0,4670.0,8671.0,7999.0,7268.0,6465.0,4951.0,2510.0,2513253.0,1.884,1.316,0.132,288.561,111795343,57367531,74704127,136643670,129336259,108586735,196942416,4181966971339743.0,2947769732649600.0,3.379,0.396,0.078,0.056,4.254,2.985,1.328,71.958,61.387,1244.0,0.059,0.058,0.036,0.06,0.054,0.039,0.027,0.03,0.043,0.055,5.036,3.525,2.674,1.203,94.573,82.56,74.264,69.578,237.355,834.762,8.339,8.399,8.904,2.714,1.841,1286372105,1111986416,708525651,390620653,1281091963,1145014946,988729661,781878598,484245175,1315492689,1188777207,1054749313,849301001,529400965,539459089,559483423,658696391,960150478,1217365028,7.825542515096218e+16,5.28,2.854,1.2,96.113,44.504,866.699,2244,1531,1597,2068.0,1085025,1069102,4.155,3.307,-0.027,50.029,106.517,87.388,72.319,55.938,35.968,75.667,37.883,53.483,47.626,40.642,562.561,567.056,412.95,6.106,4.166,2.481,0.285,1.382,1.3,1.315,1.261,1.352,1.292,1.187,1.461,1.383,1.254,0.647,1.173,0.963,0.344,0.049,0.717,156943,158559,65394,51353,721463920,1069093010,0.013,0.327,53249,55688,52017,55177,18049,16206,81439397,0.089,0.389,53186,50349,53607673,0.514,0.264,19.41,19.627,19.661,19.467,0.459,0.383,0.659,0.45,0.053,0.214,0.094,-0.055,69795,58982,91742,83067,73431,60725,92844,0.284,117.104,101.303,86.363,64.777,35.948,116.62,104.298,90.146,71.413,44.46,119.74,108.257,96.125,77.521,48.539,37.881,48.85,50.724,59.572,86.935,110.343,596.59,643.239,7.181,4.087,2.805,1.126,98.869,93.724,44.093,237.355,834.762,105.04,81.424,0
2013-04-05,1414392012,128.664,61215,0.0643,9950.0,19.833,6798904,5503651,6850081,6719647,6398730,5712177,4507483,6773134,6698222,6032489,4677386,1102088,2049389,2423226,2637182,4025422,303649731270.0,1049998827349.0,1.634,1.888,1.184,0.305,60.377,58195372037459.0,55757270220747.0,54909088146090.0,54796719001473.0,49293904339116.0,37620089085017.0,54376940344342.0,56680072340202.0,52665828439969.0,24746657364734.0,1.873,1.468,0.419,9193.0,8052.0,7008.0,6087.0,4210.0,9212.0,7443.0,6385.0,4786.0,9376.0,8598.0,7689.0,6726.0,5079.0,2853.0,2836428.0,2.074,1.368,0.147,379.844,116695551,59595584,78059562,144100514,135208527,114080731,200524821,4570336442425772.0,3253603293525400.0,3.507,0.441,0.081,0.059,4.452,3.093,1.37,63.194,58.864,1049.0,0.062,0.061,0.038,0.063,0.058,0.041,0.028,0.031,0.045,0.058,5.295,3.728,2.755,1.237,95.26,83.687,75.175,70.229,229.992,876.762,8.334,8.446,8.909,2.704,1.828,1363468955,1178437837,741556324,404780326,1347741988,1212359213,1045484641,822685915,504687962,1379502643,1264378606,1117079745,894840766,551901435,585022130,596666721,695779610,990920185,1274370485,8.90027940952962e+16,5.497,2.957,1.238,96.361,49.004,910.125,2341,1593,1667,2170.0,1110469,1177635,4.321,3.4,0.006,53.308,115.85,96.837,79.367,60.405,37.929,83.582,39.98,60.924,53.912,45.16,775.935,726.635,509.864,7.398,4.619,2.658,0.317,1.389,1.319,1.232,1.267,1.363,1.301,1.193,1.474,1.4,1.261,0.648,0.672,0.96,0.113,0.063,0.71,157741,159287,65074,51155,660679155,1058645352,0.034,0.326,53491,56045,52220,55352,17976,16024,80782038,0.095,0.388,54514,51813,62312782,0.564,0.269,19.413,19.64,19.678,19.477,0.464,0.392,0.443,0.29,0.054,0.193,0.1,-0.054,70824,59500,93815,85329,75147,61589,96094,0.29,124.076,107.314,90.858,67.766,37.231,122.642,110.389,95.282,75.106,46.311,125.52,115.097,101.765,81.643,50.576,41.76,52.973,54.087,62.924,89.674,115.491,701.54,731.342,6.652,4.257,2.907,1.164,99.022,94.013,48.589,229.992,876.762,113.464,78.461,0
2013-04-06,1474827634,134.114,51555,0.0671,8923.0,19.833,7124628,5613822,7261540,6957985,6568632,5838682,4577055,7006384,6853785,6172446,4756464,809076,2146374,2526499,3305124,4693363,163650815957.0,1151730788639.0,1.673,1.885,1.216,0.314,75.669,58726810965768.0,56432105022907.0,58368651448253.0,55734251767998.0,50102569526942.0,38152135802938.0,57398001480444.0,57489531610825.0,53559612436911.0,25312859842570.0,1.8,1.479,0.431,9217.0,8384.0,7170.0,6217.0,4283.0,9068.0,7640.0,6548.0,4877.0,9241.0,8816.0,7944.0,6909.0,5183.0,2999.0,3037954.0,2.225,1.419,0.163,285.864,120066807,61196359,79808105,146740690,134073592,115485795,144069684,4493932018598449.5,3334242195953900.0,3.588,0.486,0.084,0.06,4.475,3.173,1.411,56.4,56.7,626.386,0.064,0.064,0.04,0.065,0.061,0.043,0.03,0.035,0.047,0.06,5.433,3.916,2.84,1.274,95.906,84.815,76.109,70.901,235.372,922.051,8.328,8.471,8.907,2.699,1.821,1415681538,1252116292,776234498,419616955,1411284811,1277976318,1102730374,864759574,526009713,1435181982,1338476055,1180841788,942148593,575418958,629729766,634738238,779063458,1040345240,1335296658,1.0072315767911875e+17,5.599,3.062,1.278,96.601,53.775,956.989,2423,1634,1716,2215.0,987019,1226309,4.329,3.465,0.04,55.459,103.008,95.169,80.807,62.325,39.077,86.141,41.281,51.27,54.471,46.74,728.799,741.764,546.156,7.151,4.84,2.811,0.35,1.315,1.318,1.213,1.267,1.307,1.278,1.187,1.363,1.351,1.243,0.711,0.671,0.96,0.113,0.068,0.702,158385,159305,62919,49700,522608121,989697975,0.052,0.324,53699,55755,52205,55309,17461,15424,76225007,0.098,0.386,55165,52114,62117197,0.607,0.274,19.416,19.653,19.695,19.486,0.467,0.4,0.444,0.23,0.055,0.164,0.103,-0.053,71381,59954,91133,85030,75659,62061,94508,0.296,128.78,113.979,95.893,70.904,38.576,128.378,116.32,100.46,78.913,48.24,130.538,121.797,107.532,85.923,52.706,44.329,57.016,57.528,70.497,94.124,120.991,812.71,827.367,5.982,4.409,3.011,1.203,99.164,94.297,53.353,235.372,922.051,113.005,73.017,0
2013-04-07,1563013110,142.08,63377,0.071,9411.0,19.767,7450353,5723993,7467270,7136739,6715881,5957025,4645098,7204734,6982440,6305297,4834395,684393,2217375,2621567,3305124,4693363,117098288072.0,1229187540768.0,1.756,1.89,1.248,0.324,75.669,59892030838102.0,56606848019815.0,60539333048057.0,56664353485313.0,50915953083130.0,38691869403926.0,60600321365015.0,58326586227485.0,54446884782637.0,25919505474601.0,1.745,1.489,0.443,9428.0,8732.0,7477.0,6370.0,4360.0,9240.0,7876.0,6733.0,4977.0,9339.0,9073.0,8243.0,7115.0,5295.0,3162.0,3286874.0,2.354,1.472,0.179,284.158,122750551,62405013,80850275,147202627,131287264,115946907,108778918,4309086448057972.0,3360921285754477.0,3.616,0.53,0.087,0.062,4.457,3.244,1.452,61.063,58.303,925.944,0.067,0.068,0.042,0.069,0.064,0.046,0.032,0.039,0.05,0.064,5.511,4.092,2.93,1.312,96.678,86.307,77.395,71.841,244.103,979.512,8.321,8.491,8.904,2.697,1.819,1484077585,1335838037,813375690,435428226,1487148960,1349235516,1164101405,909808190,548800997,1508847768,1416200260,1248942242,992908503,600548544,677702511,675664378,854281803,1114235739,1423014406,1.1413058805451376e+17,5.649,3.168,1.321,96.909,59.987,1016.0,2475,1652,1743,2223.0,757413,1235699,4.11,3.48,0.073,56.682,83.651,87.45,78.605,62.452,39.631,84.789,41.996,45.584,53.553,47.111,648.241,716.987,554.859,5.674,4.753,2.913,0.383,1.347,1.349,1.217,1.272,1.307,1.28,1.19,1.36,1.349,1.249,0.685,0.672,0.956,0.113,0.072,0.695,159496,160339,65397,49383,446653947,1069205906,0.074,0.323,53957,56247,52451,55522,17759,15284,78845320,0.104,0.384,55315,52363,62923228,0.64,0.278,19.418,19.66,19.706,19.494,0.47,0.404,0.261,0.141,0.055,0.129,0.103,-0.052,72398,60321,90124,85306,76397,62611,93745,0.302,134.952,121.555,101.415,74.263,40.008,135.229,122.76,106.009,82.989,50.303,137.188,128.822,113.691,90.515,54.981,46.645,61.353,61.227,77.31,100.79,128.918,941.058,937.173,5.654,4.547,3.117,1.245,99.329,94.67,59.552,244.103,979.512,110.375,66.0,0
2013-04-08,1799989332,163.561,61525,0.0818,10124.0,19.689,7673000,5834164,7570135,7270804,6843497,6067733,4711645,7368185,7091172,6431039,4911181,794634,2264835,2711968,3305124,4555363,157860879016.0,1282369083736.0,1.81,1.894,1.279,0.334,75.669,59584319614918.0,57409957956603.0,61943733308779.0,57555524163205.0,51718029243541.0,39233765319653.0,62882107459111.0,59225424300777.0,55315279585865.0,26548753749922.0,1.701,1.498,0.455,9486.0,9147.0,7854.0,6535.0,4453.0,9682.0,8176.0,6952.0,5090.0,9687.0,9421.0,8596.0,7357.0,5422.0,3402.0,3575871.0,2.483,1.528,0.196,456.035,128434505,64431646,83687842,152829015,131132652,119753751,182396890,4298943128844980.0,3585240197880137.0,3.64,0.574,0.09,0.064,4.404,3.305,1.494,61.518,58.463,989.802,0.073,0.075,0.045,0.076,0.07,0.048,0.034,0.047,0.06,0.075,5.785,4.304,3.033,1.352,97.915,89.345,80.346,74.12,278.959,1120.0,8.346,8.542,8.913,2.673,1.786,1612610025,1444476915,857732657,453843044,1643569146,1461923970,1248886462,967239231,576299641,1666803642,1532238083,1340503509,1056560996,630538898,751938281,730830417,1043053011,1330709019,1657333580,1.3352827466677536e+17,5.902,3.286,1.366,97.53,73.156,1162.0,2583,1705,1804,2296.0,705941,1317457,3.945,3.493,0.108,60.183,107.134,98.242,85.54,66.85,41.631,92.047,44.156,43.953,58.47,51.324,768.788,854.698,658.551,5.455,4.813,3.035,0.418,1.392,1.347,1.216,1.274,1.29,1.274,1.19,1.319,1.327,1.247,0.588,0.672,0.954,0.113,0.073,0.687,160005,161122,66811,49894,459856995,1115915801,0.099,0.322,54213,56587,52650,55688,17934,15008,80403360,0.111,0.383,56853,53573,69446512,0.677,0.283,19.421,19.662,19.712,19.499,0.47,0.408,0.174,0.294,0.055,0.088,0.1,-0.051,74390,60965,96066,89118,78816,63739,98866,0.309,146.585,131.39,108.159,78.277,41.677,149.395,132.96,113.683,88.187,52.792,151.492,139.324,121.977,96.276,57.696,52.913,68.074,66.216,94.415,120.4,150.154,1159.0,1096.0,6.915,4.724,3.234,1.289,99.587,95.477,72.687,278.959,1120.0,109.595,69.751,0
2013-04-09,2151102847,195.397,66803,0.0977,13352.0,19.714,7673000,5944335,7621567,7371353,6954098,6171299,4776730,7496738,7190598,6549674,4986854,869206,2290219,2798086,3305124,4423450,188879915695.0,1311275417545.0,1.809,1.891,1.308,0.344,75.669,60050897739750.0,58472556627847.0,63527688542306.0,58563006778222.0,52582133406915.0,39802509901107.0,64123535519064.0,60252315743341.0,56237950129593.0,27149681059982.0,1.67,1.506,0.467,10963.0,9913.0,8419.0,6805.0,4578.0,11517.0,8866.0,7365.0,5272.0,11619.0,10472.0,9329.0,7797.0,5618.0,4155.0,4379283.0,2.722,1.606,0.215,532.828,137541562,67789645,88974739,165461734,145523932,131209654,302219969,5294303707697924.0,4303993317407992.0,3.71,0.623,0.095,0.068,4.392,3.369,1.538,65.946,60.061,1292.0,0.084,0.086,0.048,0.088,0.078,0.052,0.037,0.062,0.053,0.091,6.435,4.608,3.161,1.397,98.732,92.132,83.624,76.92,119.952,1337.0,8.357,8.519,8.897,2.646,1.75,1838035096,1582762827,913331396,476135446,1897335997,1634218689,1369181980,1043617529,610910701,1936050053,1708894567,1468946073,1140004234,667841311,870274634,809883232,1365900271,1667962182,2006316195,1.6397771221867283e+17,6.538,3.427,1.416,98.112,81.819,1386.0,2761,1801,1909,2499.0,1137748,1560757,4.021,3.546,0.145,65.897,150.139,121.968,99.887,74.998,44.961,106.857,47.663,74.766,73.811,61.185,1556.0,1362.0,935.916,6.885,5.217,3.222,0.459,1.36,1.341,1.209,1.275,1.266,1.263,1.188,1.248,1.295,1.24,0.62,0.672,0.953,0.113,0.07,0.679,160347,161542,66511,49992,435282312,1105939032,0.122,0.321,54477,57247,52961,55965,17120,15049,73273707,0.122,0.382,58710,55222,80927400,0.721,0.289,19.424,19.665,19.718,19.506,0.465,0.413,0.301,0.329,0.054,0.053,0.095,-0.051,76227,61586,100069,92179,80962,64801,102169,0.317,167.012,143.911,116.995,83.309,43.696,172.396,148.569,124.578,95.104,55.926,175.898,155.325,133.608,103.832,61.074,65.438,78.796,73.372,123.693,150.978,181.794,1552.0,1346.0,9.62,4.995,3.375,1.338,99.752,96.314,81.344,339.904,1337.0,108.42,73.549,0
