Date,bitcoin-difficulty_raw,difficulty-btc-sma-3,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-var-90,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-90,mining_profitability-btc-sma-90,mining_profitability-btc-std-90,transactionfees-btc-trx-90,marketcap-btc-sma-90,marketcap-btc-ema-90,marketcap-btc-wma-90,fee_to_reward-btc-sma-90,transactions-btc-sma-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,price-btc-sma-90,price-btc-ema-90,price-btc-wma-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2016-03-07,158427203767,158427203767,161297837364,162394746136,154750203424,120111048413,159049934858,160412651656,159751183101,152344755115,125377939003,158427203767,160212597833,161593458168,158977792665,135411857782,7.5561140158256e+20,1.1774619555239654e+18,1.1546386991212344e+18,1.164513741826265e+18,9.405623379069444e+17,1.1651771267442204e+18,1.1314298086447144e+18,9.618526075939496e+17,1.171677015339024e+18,1.1554957065016507e+18,1.0421567052443752e+18,3.934313106957948e+17,3.8697049058953e+34,0.629,1.857,1.027,0.285,6284216865,6019066129,6214262872,1.028,205060,334337,329731,332767,19.547,19.541,19.592,19.504,416.215,398.698,409.911,412.669,414.027,421.292,573.875
2016-03-08,158427203767,158427203767,160574344344,162032999626,155350380874,120992435334,158738569313,159916289684,159574652523,152737171157,126104296470,158427203767,159494939434,161064452519,159215018493,136253971087,7.524614136773e+20,1.1739716757983237e+18,1.1502045527721132e+18,1.155486409830289e+18,9.444571229248956e+17,1.1493618144774982e+18,1.1259544845220751e+18,9.637143587401e+17,1.1572668267553672e+18,1.1478859350769756e+18,1.0444863744056248e+18,3.906012400802585e+17,3.8142332188059e+34,0.631,1.846,1.019,0.287,6285033431,6025340658,6214709912,1.031,204838,333227,327394,330133,19.551,19.536,19.592,19.505,416.161,399.005,409.833,411.941,415.778,420.006,580.536
2016-03-09,158427203767,158427203767,159850851323,161671253116,155827406071,121873822255,158582886540,159544018205,159421659356,153104270035,126814690037,158427203767,158958154290,160583679737,159413523196,137076713250,7.4775773996393e+20,1.1862889987209508e+18,1.1693090334657656e+18,1.1586832182912937e+18,9.50848400527986e+17,1.1702557126629312e+18,1.1375745855766668e+18,9.712385717539057e+17,1.1780483598348518e+18,1.1576007506278116e+18,1.0524338233714127e+18,3.952083561726106e+17,3.9047411197164e+34,0.632,1.826,0.989,0.289,6286058735,6031267958,6214929679,1.038,204598,331448,323952,326315,19.555,19.532,19.593,19.508,416.121,399.289,409.741,413.802,415.443,420.314,579.599
2016-03-10,158427203767,158427203767,159127358303,161309506606,156304431269,122755209176,158505045154,159264814596,159289065277,153447685114,127509470559,158427203767,158602242401,160151139824,159581252080,137880084272,7.4150038044243e+20,1.202045695831206e+18,1.1799038709935775e+18,1.1617763178043256e+18,9.564203455695916e+17,1.1812333953664422e+18,1.1449948273419956e+18,9.774220829887488e+17,1.1891522664313185e+18,1.163659145121229e+18,1.0590654702375946e+18,3.979182319367821e+17,3.9584729826924e+34,0.633,1.815,0.99,0.291,6284657559,6037727938,6215789862,1.038,204358,328942,320888,322767,19.554,19.526,19.592,19.508,415.918,399.608,409.69,419.577,418.234,416.933,574.524
2016-03-11,158427203767,158427203767,158427203767,160947760096,156781456466,123636596096,158466124461,159055411889,159174150409,153768944382,128188981179,158427203767,158427203767,159766832779,159718205144,138664084153,7.336893351128e+20,1.2102194178159493e+18,1.1821079013561172e+18,1.16246932328054e+18,9.63610646597118e+17,1.19486689174512e+18,1.153929652559062e+18,9.84148732114414e+17,1.2029630327263782e+18,1.171511293534274e+18,1.0662536960098348e+18,3.979114069804684e+17,3.9583371951294e+34,0.634,1.799,0.974,0.293,6284242677,6046022051,6218656950,1.039,204199,326391,317627,318986,19.555,19.52,19.591,19.508,415.78,400.047,409.77,413.346,413.077,418.889,574.28
2016-03-12,158427203767,158427203767,158427203767,160586013586,157258481663,124517983017,158446664114,158898359858,159074557524,154069477246,128853557499,158427203767,158427203767,159430758602,159824382389,139428712893,7.2432460397505e+20,1.1994461014484204e+18,1.1877153644951675e+18,1.1594567359031365e+18,9.69798427200268e+17,1.1918626794068623e+18,1.155117113633199e+18,9.882847006219697e+17,1.2016600191066547e+18,1.1721478081102515e+18,1.070841051012276e+18,3.933557750678572e+17,3.8682191444809e+34,0.635,1.785,0.967,0.295,6282147108,6052076194,6219475475,1.039,203956,323384,312706,313500,19.555,19.515,19.59,19.508,415.531,400.339,409.717,412.764,407.531,420.07,573.047
2016-03-13,158427203767,158427203767,158427203767,160224267076,157735506861,125399369938,158436933941,158780570836,158988243689,154350620892,129503527747,158427203767,158427203767,159142917293,159899783815,140173970492,7.1340618702918e+20,1.188835650041402e+18,1.1782745368191288e+18,1.1522386321979942e+18,9.742456212395364e+17,1.175720441272378e+18,1.1496770349083626e+18,9.900981334302388e+17,1.1860707562937295e+18,1.1664277537550963e+18,1.0730607755440992e+18,3.887453996395993e+17,3.7780746435238e+34,0.636,1.763,0.922,0.296,6279001401,6057834343,6220177120,1.042,203049,320840,308245,308350,19.557,19.512,19.59,19.51,415.211,400.612,409.656,414.027,410.271,423.767,579.549
2016-03-14,158427203767,158427203767,158427203767,159862520566,158212532058,126280756859,158432068854,158692229069,158913438367,154613626239,130139212934,158427203767,158427203767,158903308852,159944409422,140899856950,7.0093408427518e+20,1.178613963970109e+18,1.178037959747038e+18,1.1518391079412628e+18,9.783442615957074e+17,1.1680864182262615e+18,1.1476633725546944e+18,9.929193891444426e+17,1.1780961871747136e+18,1.1642488270601613e+18,1.0762304381196372e+18,3.869587045950213e+17,3.7434259765464e+34,0.636,1.748,0.898,0.298,6273527567,6063920731,6221402694,1.044,202687,320274,306600,305893,19.56,19.508,19.591,19.513,414.737,400.907,409.63,415.778,409.752,423.615,638.456
2016-03-15,158427203767,158427203767,158427203767,159500774055,158689557255,127162143779,158429636311,158625972743,158848607087,154859663499,130760927018,158427203767,158427203767,158711933279,159958259210,141606372267,6.8690829571305e+20,1.2059163537296468e+18,1.189944014763986e+18,1.153691979408549e+18,9.843760810535631e+17,1.177365430870836e+18,1.1534708332324928e+18,9.982987215382036e+17,1.186048327616518e+18,1.1697868854549553e+18,1.0819301029869967e+18,3.86015241056436e+17,3.7251941581965e+34,0.636,1.733,0.878,0.299,6268382621,6070496939,6223372158,1.046,202487,319643,305490,303900,19.561,19.504,19.591,19.515,414.284,401.234,409.653,415.443,415.288,423.23,686.885
2016-03-16,158427203767,158427203767,158427203767,159139027545,159166582453,128043530700,158428420039,158576280499,158792419977,155089827387,131368977057,158427203767,158427203767,158568790574,159941333178,142293516442,6.713288213428e+20,1.2017796304567045e+18,1.1940343145888284e+18,1.158511768517259e+18,9.91713552009397e+17,1.1906645718157445e+18,1.1614474883760512e+18,1.0044264197012684e+18,1.1976703240423398e+18,1.177749273103284e+18,1.0883637932486248e+18,3.8287584569358566e+17,3.6648478303895e+34,0.636,1.715,0.849,0.3,6263413423,6076852826,6225378909,1.049,202439,318514,305525,303022,19.563,19.502,19.592,19.517,413.843,401.546,409.678,418.234,416.991,426.47,685.852
2016-03-17,158427203767,158427203767,158427203767,158777281035,159643607650,128903223691,158427811903,158539011316,158743724483,155305141992,131963663358,158427203767,158427203767,158473880736,159893631328,142961289477,6.5631452734363e+20,1.185856210458429e+18,1.1939509531448184e+18,1.1603930854102996e+18,9.970815607696036e+17,1.1840592146338232e+18,1.160136320929295e+18,1.0074307707617094e+18,1.190615667824008e+18,1.1766275069377403e+18,1.0916475479946016e+18,3.7752003161405e+17,3.5630343567468e+34,0.636,1.696,0.81,0.301,6258206107,6084043036,6228468886,1.053,202378,318081,305567,302226,19.563,19.499,19.591,19.518,413.386,401.913,409.775,413.077,415.821,429.738,682.671
2016-03-18,162377880111,159744095882,158991586102,158709394935,160252322059,129669103795,160402846007,159498728515,159228278566,155761447678,132632107682,160402541939,159414872853,158953960613,160070036003,143696996211,6.5421159169272e+20,1.1669995505030897e+18,1.1886094841595205e+18,1.165029179249492e+18,1.0017124027594574e+18,1.179716385818533e+18,1.1595783646447695e+18,1.0105968636794552e+18,1.1849539405405855e+18,1.1760529852028275e+18,1.0950410960770092e+18,3.747475935754762e+17,3.5108939722653e+34,0.636,1.682,0.798,0.302,6251583292,6089371519,6229969610,1.057,202291,315770,304825,300677,19.561,19.496,19.587,19.517,412.836,402.158,409.768,407.531,415.36,427.826,734.99
2016-03-19,165496835118,162100639665,160001533438,159214368603,160965001634,130469638954,162949840563,160998255166,160064086107,156389537190,133354409384,163278911557,161041185107,159858952638,160408391684,144484418878,6.5325636365357e+20,1.1592857739514035e+18,1.1793659376999124e+18,1.1623594698355917e+18,1.0056456712538808e+18,1.17153271615558e+18,1.1569177516577772e+18,1.0129648197160911e+18,1.175584524432168e+18,1.173040706757466e+18,1.0976043149910074e+18,3.72121278043911e+17,3.4618561393258e+34,0.635,1.669,0.785,0.303,6245500072,6092746637,6229779634,1.06,202109,313363,302186,297331,19.558,19.493,19.583,19.515,412.324,402.277,409.651,410.271,416.249,427.315,744.823
2016-03-20,165496835118,164457183449,161011480774,159719342271,161388166622,131270174113,164223337840,162122900154,160788452642,156977104798,134060836324,164977009284,162415010527,160696614840,160700768038,145254247365,6.5101942253241e+20,1.1740998741842025e+18,1.181467762112803e+18,1.1617754182006497e+18,1.0103938867446428e+18,1.171927633338546e+18,1.1580517415526188e+18,1.0165149246679972e+18,1.1749350120758897e+18,1.1738236180601905e+18,1.1013152803486766e+18,3.6970463055056e+17,3.4170378462631e+34,0.634,1.658,0.781,0.303,6242568509,6097000699,6230676478,1.058,201539,311092,300103,294528,19.555,19.492,19.58,19.514,412.022,402.452,409.606,409.752,419.438,428.717,748.164
2016-03-21,165496835118,165496835118,162021428110,160224315939,161455005962,132070709272,164860086479,162966383895,161416236972,157526764819,134751737396,165496835118,163536349113,161466947219,160965843425,146006481673,6.4750076832923e+20,1.1757748566419471e+18,1.1771944103060288e+18,1.1596321448579412e+18,1.0155798948945484e+18,1.1663626349775025e+18,1.1562542192350769e+18,1.0190132811726724e+18,1.1680979965449454e+18,1.1717858585395497e+18,1.1039481651593596e+18,3.631280285747354e+17,3.2965491284143e+34,0.633,1.645,0.764,0.304,6239284265,6101019284,6231495770,1.059,201276,309228,298865,292580,19.548,19.49,19.575,19.51,411.696,402.613,409.556,415.288,423.456,436.562,753.295
2016-03-22,165496835118,165496835118,163031375445,160729289606,161521845303,132871244431,165178460799,163598996701,161960316725,158040962903,135427453829,165496835118,164405200866,162169949777,161226606596,146741121801,6.4270040104404e+20,1.1699536855290985e+18,1.1879350196293732e+18,1.162730334087815e+18,1.0205547039576544e+18,1.1704383923499187e+18,1.1588785157534991e+18,1.0229235566473528e+18,1.170729517206892e+18,1.174192224372626e+18,1.1079338996731194e+18,3.6065346078592346e+17,3.2517729694216e+34,0.632,1.633,0.753,0.304,6236639168,6106845958,6234283654,1.061,201100,308264,298843,291890,19.54,19.487,19.569,19.506,411.412,402.891,409.635,416.991,417.945,443.215,747.682
2016-03-23,165496835118,165496835118,164041322781,161234263274,161588684643,133671779591,165337647958,164073456305,162431852510,158521986917,136088319352,165496835118,165021565784,162805622512,161483057552,147458167750,6.3661832067683e+20,1.1603663715968648e+18,1.181073001026785e+18,1.16841973792281e+18,1.0261578056028392e+18,1.1757129787608645e+18,1.1621765334746936e+18,1.0270350782689935e+18,1.173671219980577e+18,1.1772417376851548e+18,1.1120974839912372e+18,3.56559926862186e+17,3.1783745360992e+34,0.63,1.623,0.745,0.303,6232075491,6113152250,6237737347,1.06,200839,304930,297207,289646,19.536,19.486,19.565,19.505,411.0,403.201,409.758,415.821,412.853,445.474,681.946
2016-03-24,165496835118,165496835118,165051270117,161739236942,161655523983,134472314750,165417241538,164429301008,162840516858,158971977123,136734660358,165496835118,165385443868,163373965424,161735196292,148157619520,6.2925452722762e+20,1.174852305083544e+18,1.180354257770987e+18,1.1728825910470295e+18,1.03279671754723e+18,1.184621371907162e+18,1.167360365338139e+18,1.0317711408863364e+18,1.1818649434914186e+18,1.1820227821648507e+18,1.1168528273265176e+18,3.50118861888449e+17,3.0645804362516e+34,0.629,1.604,0.7,0.303,6227245762,6118959964,6240931364,1.064,200947,301566,295832,287772,19.544,19.49,19.57,19.511,410.57,403.478,409.864,415.36,414.983,445.852,649.939
2016-03-25,165496835118,165496835118,165496835118,162244210610,161722363323,135272849909,165457038328,164696184536,163194692626,159392935703,137366796067,165496835118,165496835118,163874978514,161983022817,148839477111,6.2060902069638e+20,1.1830298892618875e+18,1.175014719882489e+18,1.178553516600711e+18,1.0372357624022616e+18,1.1878360006885473e+18,1.1700294442045527e+18,1.0356603704881212e+18,1.1856485208242944e+18,1.1843355884048845e+18,1.1207195167819092e+18,3.487956400813626e+17,3.0414599634942e+34,0.627,1.593,0.689,0.303,6226679571,6124518194,6244109686,1.066,200869,299079,293363,284934,19.552,19.493,19.574,19.517,410.424,403.74,409.969,416.249,415.156,452.604,588.926
2016-03-26,165496835118,165496835118,165496835118,162749184278,161789202664,136073385068,165476936723,164896347181,163501644958,159786735666,137985038684,165496835118,165496835118,164308661782,162226537126,149503740522,6.1068180108314e+20,1.200042359673575e+18,1.1796640668124897e+18,1.1829923682233208e+18,1.0410800760284218e+18,1.1944480214271672e+18,1.17437761917382e+18,1.0400947833615296e+18,1.1939700456703887e+18,1.1881338232195607e+18,1.1251193056572046e+18,3.49908119095531e+17,3.0608922952243e+34,0.626,1.581,0.669,0.302,6228120674,6130287368,6247633555,1.07,200856,295552,289915,281117,19.567,19.498,19.583,19.528,410.413,404.015,410.097,419.438,418.138,457.376,652.469
2016-03-27,165496835118,165496835118,165496835118,163254157946,161856042004,136873920227,165486885921,165046469166,163767670313,160155129179,138589693550,165496835118,165496835118,164675015227,162465739220,150150409754,5.9947286838788e+20,1.2095327645064348e+18,1.1918163193453192e+18,1.18260234274755e+18,1.045734125485122e+18,1.200645275751257e+18,1.1786711552824663e+18,1.044508687658152e+18,1.2021384939431027e+18,1.191871569066949e+18,1.129511555169939e+18,3.492737942218304e+17,3.0498045832528e+34,0.624,1.572,0.669,0.301,6228957927,6137040191,6252236195,1.071,200713,292844,286931,277770,19.578,19.503,19.59,19.536,410.361,404.354,410.295,423.456,417.978,463.109,669.287
2016-03-28,165496835118,165496835118,165496835118,163759131614,161922881344,137674455386,165491860519,165159060654,163998225620,160499755368,139181059299,165496835118,165496835118,164974038850,162700629098,150779484806,5.869822226106e+20,1.2213675398827466e+18,1.1985711982623475e+18,1.1865757680143306e+18,1.0512094206471404e+18,1.2022970487530767e+18,1.1808880854748815e+18,1.0482125312978609e+18,1.2049674611323807e+18,1.1938348742616172e+18,1.133188466110154e+18,3.4410462100635046e+17,2.9601997549481e+34,0.622,1.563,0.648,0.301,6230315539,6145033002,6258208836,1.074,200841,292132,286407,276864,19.591,19.508,19.598,19.546,410.343,404.773,410.583,417.945,418.564,458.712,640.632
2016-03-29,165496835118,165496835118,165496835118,164264105282,161989720685,138474990545,165494347819,165243504270,164198040220,160822147610,139759427998,165496835118,165496835118,165205732651,162931206761,151390965679,5.7320986375132e+20,1.2478088970001748e+18,1.2088812912646372e+18,1.1925441958219924e+18,1.0580459437938396e+18,1.226260150931683e+18,1.193864358353446e+18,1.0555489661065368e+18,1.2294273433764175e+18,1.2064441998795717e+18,1.140459035218846e+18,3.456705239888242e+17,2.9872027788677e+34,0.62,1.55,0.632,0.301,6230084841,6151029527,6262331020,1.082,201074,290720,286620,276707,19.595,19.51,19.599,19.55,410.22,405.063,410.75,412.853,420.973,444.29,637.878
2016-03-30,165496835118,165496835118,165496835118,164769078950,162056560025,139211858235,165495591469,165306836982,164371212873,161123740353,140325085298,165496835118,165496835118,165370096629,163157472209,151984852373,5.6362227884514e+20,1.256821563019762e+18,1.208593967308314e+18,1.1975878326597706e+18,1.0639342165243468e+18,1.2325036578166748e+18,1.19897546120607e+18,1.0603300097650552e+18,1.237988031550349e+18,1.2116404745084183e+18,1.145185200246874e+18,3.420487236817899e+17,2.9249332343085e+34,0.619,1.541,0.627,0.3,6229579211,6155211490,6264775504,1.088,201581,287152,286507,276330,19.602,19.512,19.601,19.553,410.081,405.234,410.808,414.983,421.292,449.257,647.563
2016-03-31,165496835118,165496835118,165496835118,165274052618,162123399365,139896485949,165496213293,165354336516,164521295839,161405875499,140878310568,165496835118,165496835118,165467130785,163379425440,152562544173,5.5696005136653e+20,1.2362162367584653e+18,1.2055342709210053e+18,1.198497646016628e+18,1.068200651694904e+18,1.2146083225783206e+18,1.19247953748497e+18,1.0611642654521752e+18,1.2232806550464433e+18,1.20523407520966e+18,1.145940242598625e+18,3.3398233204457914e+17,2.7886049529484e+34,0.617,1.531,0.622,0.3,6228295933,6160054058,6267983616,1.097,202497,283022,286042,275823,19.62,19.513,19.602,19.556,409.889,405.448,410.916,415.156,420.006,451.828,633.786
2016-04-01,166523911374,165839193870,165643560298,165570197708,162224474581,140592525622,166010062334,165646730230,164788311244,161736071362,141441950147,166010373246,165753604182,165633778619,163663329441,153147762314,5.4994065874496e+20,1.226036896664813e+18,1.2045333929633508e+18,1.195752009906699e+18,1.0730111735632796e+18,1.204323973849476e+18,1.1889309032673582e+18,1.0628414399941489e+18,1.2142061798719073e+18,1.20129717592549e+18,1.1474627712891104e+18,3.252488640331917e+17,2.644670588872e+34,0.614,1.522,0.603,0.3,6226876394,6164876875,6271306611,1.103,203195,279654,286860,276836,19.626,19.514,19.601,19.558,409.688,405.662,411.032,418.138,420.314,449.954,651.127
2016-04-02,166851513283,166290753258,165837085750,165666960434,162336469860,141292205316,166430787808,165947925994,165063404849,162066099873,142000402084,166516532952,166055592428,165804620696,163961848067,153724882922,5.4213721728916e+20,1.2309772586614963e+18,1.215509809167536e+18,1.200075917807949e+18,1.0785103799674752e+18,1.2133486026968763e+18,1.1942907604891402e+18,1.067438522416365e+18,1.2232028861707914e+18,1.2062169617511854e+18,1.1518363430834332e+18,3.21766418736821e+17,2.588340705668e+34,0.612,1.513,0.599,0.3,6226629020,6170636015,6275703125,1.112,203650,277402,285760,276201,19.631,19.515,19.601,19.559,409.564,405.936,411.217,417.978,416.933,446.236,674.251
2016-04-03,166851513283,166742312646,166030611202,165763723160,162453910785,141991885010,166641150545,166173822816,165301819307,162374836222,142546580352,166796912965,166309199312,165962561075,164253141191,154286625954,5.3335467248474e+20,1.2172997203965084e+18,1.213416242451472e+18,1.197373121030936e+18,1.0817871778971656e+18,1.2042600771376837e+18,1.191122625038417e+18,1.0691472287589268e+18,1.213826199748844e+18,1.2026755903444096e+18,1.1533017118973996e+18,3.183913285480408e+17,2.5343259523647e+34,0.61,1.501,0.575,0.301,6225927788,6176246586,6280083081,1.118,203618,276366,284774,275755,19.626,19.514,19.6,19.56,409.41,406.201,411.402,418.564,418.889,446.352,683.826
2016-04-04,166851513283,166851513283,166224136654,165860485886,162734721103,142691564705,166746331914,166343245433,165508445170,162663654097,143080754702,166851513283,166514424832,166107599758,164536857481,154832991411,5.235930243317e+20,1.235698221298043e+18,1.2285328805903951e+18,1.2005089398907612e+18,1.0873085674586348e+18,1.2226018107960783e+18,1.2008452350085606e+18,1.0751401046010524e+18,1.2309471113654003e+18,1.2119949425085844e+18,1.1590167866595635e+18,3.1900204366224045e+17,2.5440575965171e+34,0.607,1.494,0.566,0.301,6225250952,6181964464,6284709064,1.12,203913,275508,285797,277320,19.611,19.513,19.597,19.559,409.258,406.472,411.604,420.973,420.07,446.988,673.449
2016-04-05,166851513283,166851513283,166417662106,165957248612,163015531420,143391244399,166798922598,166470312395,165687520919,162933838560,143603188956,166851513283,166671268989,166239736745,164802456977,155363979292,5.1285227283003e+20,1.2254037796514094e+18,1.2366063383257925e+18,1.2060052789013888e+18,1.093560973947432e+18,1.2342494658320927e+18,1.2078848471735688e+18,1.080300964358528e+18,1.2418039570955064e+18,1.219056251132805e+18,1.1639102076729167e+18,3.141168914345755e+17,2.466735537113e+34,0.605,1.485,0.556,0.301,6225389034,6188409109,6290202358,1.124,204402,277038,286444,278631,19.594,19.513,19.594,19.558,409.16,406.791,411.861,421.292,423.767,446.657,668.624
2016-04-06,166851513283,166851513283,166611187558,166054011338,163296341737,144090924093,166825217941,166565612617,165842719901,163186591768,144114141139,166851513283,166779731783,166358972034,165049939677,155879589597,5.0113241797975e+20,1.225363457038094e+18,1.2410925100289285e+18,1.208764849679734e+18,1.0992560101681624e+18,1.239390096291269e+18,1.2120731921479137e+18,1.0845318045764924e+18,1.2466303378888563e+18,1.223365858576323e+18,1.1678496191087076e+18,3.082694004780079e+17,2.3757505817768e+34,0.603,1.475,0.537,0.301,6222555711,6194855926,6295836428,1.13,204725,278435,287540,280333,19.588,19.513,19.591,19.556,408.864,407.11,412.128,420.006,423.615,451.464,669.77
2016-04-07,166851513283,166851513283,166804713010,166150774064,163577152054,144790603787,166838365612,166637087783,165977225685,163423038318,144613863604,166851513283,166839813215,166465305627,165279305584,156379822326,4.8843345978084e+20,1.2418964932471375e+18,1.239056365002802e+18,1.214346770088018e+18,1.1032934830421416e+18,1.2360074030514094e+18,1.2121987860088433e+18,1.0873776967174996e+18,1.2430206561506424e+18,1.2237048938868127e+18,1.170371902335612e+18,3.046362417163047e+17,2.3200809941759e+34,0.6,1.463,0.508,0.301,6218348695,6200762488,6301134204,1.136,205137,278391,287839,281220,19.581,19.514,19.587,19.554,408.477,407.393,412.373,420.314,423.23,457.988,670.711
2016-04-08,166851513283,166851513283,166851513283,166247536790,163857962371,145490283481,166844939447,166690694158,166093797365,163644230251,145102603157,166851513283,166851513283,166558737523,165490554695,156864677480,4.7475539823333e+20,1.2496649395961052e+18,1.2378509181304596e+18,1.2105397294442353e+18,1.1073272494085338e+18,1.230120393518523e+18,1.2108862728182572e+18,1.0896738974831537e+18,1.2367271183575703e+18,1.2222538010782154e+18,1.1723183055996257e+18,2.99563655003529e+17,2.2434595849768e+34,0.597,1.454,0.493,0.301,6215014752,6206675510,6306660716,1.14,205517,278788,287718,281708,19.573,19.514,19.583,19.552,408.148,407.677,412.633,416.933,426.47,457.595,640.923
2016-04-09,166851513283,166851513283,166851513283,166344299516,164138772689,146189963175,166848226365,166730898939,166194826154,163851151737,145580601182,166851513283,166851513283,166639267722,165683687012,157334155058,4.6009823333718e+20,1.2516198300446927e+18,1.2412985443530952e+18,1.2116432157910963e+18,1.1121638500080526e+18,1.237530064162066e+18,1.2157125083361175e+18,1.093982007941658e+18,1.2431060523861888e+18,1.2271023942331095e+18,1.1762384303015283e+18,2.9685839528681414e+17,2.2031226713066e+34,0.595,1.443,0.459,0.3,6212020172,6211347499,6311149425,1.143,205908,278529,286491,281058,19.569,19.514,19.579,19.549,407.843,407.881,412.826,418.889,429.738,458.102,644.648
2016-04-10,166851513283,166851513283,166851513283,166441062242,164419583006,146889642869,166849869824,166761052525,166282384438,164044723449,146048093756,166851513283,166851513283,166706896224,165858702534,157788255061,4.4446196509242e+20,1.2930439594808883e+18,1.255171839938699e+18,1.2166988474194222e+18,1.1180895609281732e+18,1.2638798645479631e+18,1.229869995995484e+18,1.1014802839661556e+18,1.2689533887466158e+18,1.2415224168953805e+18,1.1833371054014897e+18,3.010895917042655e+17,2.266373555816e+34,0.592,1.434,0.437,0.299,6208894928,6216616226,6316403368,1.142,205861,278437,285270,280350,19.565,19.515,19.575,19.547,407.528,408.122,413.069,420.07,427.826,454.748,649.595
2016-04-11,166851513283,166851513283,166851513283,166537824968,164700393323,147589322563,166850691553,166783667715,166358268284,164225806664,146505311767,166851513283,166851513283,166761623029,166015601262,158226977487,4.2784659349904e+20,1.2881471125158003e+18,1.2619226669069222e+18,1.22120584247315e+18,1.1227608237474616e+18,1.2697019027175716e+18,1.2348812963067448e+18,1.106009182138768e+18,1.2759364968641265e+18,1.2473834687276774e+18,1.1875009645199918e+18,2.996534391483046e+17,2.2448045898352e+34,0.59,1.424,0.412,0.298,6206244530,6222208692,6322165533,1.147,206252,280234,285916,281437,19.56,19.515,19.571,19.544,407.245,408.385,413.344,423.767,427.315,452.584,645.327
2016-04-12,166851513283,166851513283,166851513283,166634587694,164981203640,148217876439,166851102418,166800629107,166424034283,164395207091,146952481032,166851513283,166851513283,166803448138,166154383195,158650322338,4.1610896505513e+20,1.2812861608274363e+18,1.2533449702394232e+18,1.2275770647514637e+18,1.1268574147242744e+18,1.2686659905882473e+18,1.2366265392384156e+18,1.1094360696026993e+18,1.2759378161762225e+18,1.2500109990034511e+18,1.1905596840364792e+18,2.9705984599835194e+17,2.2061138026141e+34,0.587,1.418,0.406,0.297,6207073324,6228965495,6329273197,1.152,206830,282716,287988,283876,19.551,19.514,19.566,19.541,407.193,408.723,413.707,423.615,428.717,451.025,646.33
2016-04-13,166851513283,166851513283,166851513283,166731350420,165262013957,148812289922,166851307850,166813350151,166481031483,164553678459,147389822400,166851513283,166851513283,166832371550,166275048333,159059852818,4.0610834262255e+20,1.2886638358581545e+18,1.257013646448125e+18,1.2344431531202785e+18,1.1331706155896964e+18,1.2761035811086067e+18,1.2422924347385787e+18,1.114161604765078e+18,1.2854182094097587e+18,1.2562607315672883e+18,1.194902332492889e+18,2.893375409262531e+17,2.0929053147313e+34,0.585,1.411,0.393,0.296,6207568494,6235556706,6336345555,1.154,207278,283498,289163,285391,19.543,19.514,19.563,19.538,407.118,409.05,414.068,423.23,436.562,454.247,653.631
2016-04-14,174495660876,169399562480,167943534367,167374123689,165797629194,149491638378,170673484363,168733927832,167549648736,165195096679,147985555113,170673587079,168762550181,167867612944,166870767489,159624322510,3.9900645585452e+20,1.3119876462165824e+18,1.2769420697318607e+18,1.23909673833497e+18,1.1405158138898408e+18,1.2895946462276347e+18,1.2510017337555297e+18,1.1199445710230176e+18,1.3014545991501847e+18,1.265476435849936e+18,1.2002675182931448e+18,2.800399040315769e+17,1.9605586962504e+34,0.582,1.406,0.387,0.295,6212417959,6241910945,6343314919,1.153,207770,284029,290205,286798,19.534,19.513,19.557,19.534,407.332,409.362,414.422,426.47,443.215,455.025,659.574
2016-04-15,178678307672,173341827277,169633076423,168242294853,166472665991,150217460688,174675896017,171220022792,169033469927,166064981259,148660121104,175312959675,171446243507,169374837475,167701779004,160265787769,3.9343468699604e+20,1.336153852397676e+18,1.2929093959968911e+18,1.2418937145637957e+18,1.1471251893922708e+18,1.299117796706939e+18,1.2580995751146836e+18,1.1252428941834438e+18,1.3126647598289254e+18,1.273342341429771e+18,1.2051137262257288e+18,2.7236096810745523e+17,1.8545124237108e+34,0.58,1.399,0.386,0.293,6223296734,6249261852,6351314023,1.156,208002,283362,289935,286927,19.522,19.51,19.551,19.528,407.945,409.738,414.843,429.738,445.474,455.975,655.688
