Date,bitcoin-difficulty_raw,difficulty-btc-sma-3,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-var-90,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-90,mining_profitability-btc-sma-90,mining_profitability-btc-std-90,transactionfees-btc-trx-90,marketcap-btc-sma-90,marketcap-btc-ema-90,marketcap-btc-wma-90,fee_to_reward-btc-sma-90,transactions-btc-sma-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,price-btc-sma-90,price-btc-ema-90,price-btc-wma-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-07-02,21335329,21335329,20314515,19826887,17534452,12375413,21138178,20543781,19661429,17771345,13272856,21335329,20742245,20168508,18892590,14624113,17233495082015.0,165926493705000.0,157948962827260.0,147730958495930.0,102451166591030.0,159336064179150.0,146217049008720.0,110206362739200.0,162966735875030.0,154566199700493.0,121644991274800.0,70895977748337.0,1.2565599152232e+27,1.116,5258.0,4322.0,0.961,1267808796,1120700373,1226373521,1.158,52709,44401,44592,43552,20.006,20.079,19.984,20.051,113.558,100.035,109.234,81.424,72.494,95.875,123.05
2013-07-03,21335329,21335329,20599668,19969463,17840516,12538074,21236753,20741668,19884616,18001280,13450053,21335329,20997448,20369634,19137808,14821034,17740618538294.0,167465553773330.0,162033459895560.0,149546895366600.0,103824319376740.0,161938749735780.0,148322801063240.0,111715150499960.0,165754368278580.0,156574280175200.0,123324222906950.0,71966841812079.0,1.2948065801012e+27,1.121,5184.0,4306.0,0.942,1263000899,1116401778,1218841774,1.143,52360,44287,44725,43698,20.021,20.082,19.99,20.055,113.089,99.626,108.527,78.461,75.989,95.495,123.374
2013-07-04,21335329,21335329,20884821,20112040,18146580,12697299,21286041,20890084,20078044,18216380,13623356,21335329,21181363,20551749,19363280,15014380,18235015089170.0,172186528155383.0,165130830489650.0,151589613228410.0,105321543154020.0,165222329064370.0,150790078072080.0,113360215207660.0,169025319585860.0,158962583358010.0,125142712474500.0,73173169866652.0,1.3385781970835e+27,1.126,5093.0,4246.0,0.923,1257194499,1111465826,1210683864,1.134,52071,43950,44554,43555,20.04,20.088,19.997,20.06,112.532,99.161,107.766,73.017,81.5,95.372,112.777
2013-07-05,21335329,21335329,21169974,20254616,18408866,12849103,21310685,21001395,20245682,18417602,13792850,21335329,21293990,20714854,19569005,15204227,18760548192162.0,175162042350320.0,167637228512680.0,153183384979510.0,106710631376830.0,168105505829570.0,153116276570870.0,114975290803170.0,171920696161030.0,161237198943493.0,126934462181080.0,74551390024542.0,1.3894774386478e+27,1.131,5014.0,4222.0,0.904,1250032337,1105284886,1201300095,1.131,51907,43741,44431,43470,20.059,20.095,20.007,20.068,111.853,98.586,106.898,66.0,84.999,94.551,108.504
2013-07-06,21335329,21335329,21335329,20397193,18599855,13000907,21323007,21084878,20390969,18605843,13958618,21335329,21335329,20858949,19757810,15390738,19239992594167.0,178524218700150.0,169068666259350.0,154740091049030.0,108114865182360.0,170903579338420.0,155437230156360.0,116604208744770.0,174781206645460.0,163553822954230.0,128745020989190.0,75931542625482.0,1.4413997913713e+27,1.136,4927.0,4176.0,0.885,1241007291,1097493107,1190327053,1.123,51572,43220,43822,42906,20.083,20.103,20.019,20.078,111.007,97.87,105.89,69.751,88.095,95.46,117.032
2013-07-07,21335329,21335329,21335329,20539769,18790845,13152710,21329168,21147491,20516883,18781939,14120744,21335329,21335329,20984034,19934292,15573912,19673348295183.0,183032768141450.0,171833593993330.0,157468477309930.0,109711581721130.0,175723451701170.0,158767255440400.0,118592085960470.0,179845734085420.0,166928824954880.0,130919477184280.0,78111357935378.0,1.5253460596272e+27,1.142,4832.0,4087.0,0.866,1229826825,1090817378,1180497167,1.115,51223,42536,42984,42107,20.107,20.113,20.03,20.087,109.965,97.252,104.983,73.549,88.156,96.892,119.311
2013-07-08,21335329,21335329,21335329,20682346,18981835,13304514,21332249,21194451,20626009,18946674,14279306,21335329,21335329,21090109,20098452,15753749,20060615295212.0,187723299700110.0,175566195476960.0,159711516175100.0,111200606247970.0,178843504966470.0,161370906779140.0,120362014866630.0,183484435045100.0,169616268431070.0,132884582007800.0,79745984885264.0,1.5898555263302e+27,1.147,4704.0,3718.0,0.847,1215229190,1085245912,1171870548,1.11,50919,42747,43127,42279,20.131,20.123,20.042,20.098,108.611,96.731,104.183,72.494,89.295,97.39,119.368
2013-07-09,21335329,21335329,21335329,20824922,19172825,13456318,21333789,21229670,20720585,19100780,14434384,21335329,21335329,21177173,20250290,15930251,20401793594254.0,193116667546510.0,179521580625752.0,161999480170710.0,112690324950530.0,182235195913900.0,164139311959340.0,122206392277740.0,187313100591130.0,172491731069590.0,134930309058880.0,81614470912135.0,1.6652304655669e+27,1.152,4586.0,3408.0,0.827,1202560042,1079540449,1163308310,1.103,50663,43098,43419,42596,20.154,20.132,20.055,20.108,107.433,96.198,103.389,75.989,89.925,95.932,120.405
2013-07-10,21335329,21335329,21335329,20967499,19363815,13608121,21334559,21256085,20802551,19244945,14586053,21335329,21335329,21245228,20389807,16103416,20696883192307.0,195682869478390.0,181574211625860.0,164031369710590.0,114145134292410.0,184179785708990.0,166247718889520.0,123846243422780.0,189619505757972.0,174738191663550.0,136779304540780.0,82883432418091.0,1.7174158423511e+27,1.158,4528.0,3412.0,0.808,1198101423,1074842950,1155907084,1.092,50339,43242,43617,42814,20.176,20.136,20.066,20.118,107.0,95.754,102.698,81.5,88.775,94.179,121.615
2013-07-11,26107387,22926015,22017052,21450936,19713873,13812948,23720973,22468910,21509863,19687683,14839269,23721358,22528343,21930546,20824876,16378125,21999440010213.0,203401471964220.0,187794000059800.0,167673459388170.0,116110773541010.0,191701922561260.0,171044370064450.0,126412168009120.0,197489052487990.0,179677833108090.0,139558440316790.0,86323311945569.0,1.862928546313e+27,1.164,4474.0,3449.0,0.789,1197101989,1071637463,1149992619,1.087,50169,43559,44348,43569,20.2,20.141,20.078,20.128,106.878,95.441,102.138,84.999,86.483,93.381,122.893
2013-07-12,26162876,24535197,22706701,21938338,20065782,14018391,24941924,23392402,22130264,20105437,15088139,25339788,23564800,22558804,21240940,16649552,23233030431109.0,209226008753410.0,192194025551870.0,170249904755600.0,117940829552120.0,196490721196790.0,174694276016920.0,128636470082050.0,202798907457050.0,183545217168710.0,142009146663750.0,88685705955453.0,1.9662886102042e+27,1.17,4416.0,3477.0,0.77,1195811634,1069387254,1144984948,1.085,50111,44122,45373,44646,20.218,20.145,20.087,20.136,106.729,95.211,101.657,88.095,83.838,93.038,123.503
2013-07-13,26162876,26144379,23396351,22365840,20417690,14223834,25552400,24085020,22667946,20496240,15331540,26153628,24428843,23122076,21634301,16916464,24382207146891.0,209441125565580.0,193982672132860.0,171438307742060.0,119373720703980.0,195704875014700.0,175720250133970.0,129998237219400.0,202585954027610.0,184857924915520.0,143605982823730.0,89166493868324.0,1.9876659071925e+27,1.176,4373.0,3506.0,0.751,1195719943,1067969867,1140789004,1.079,49916,44011,45214,44567,20.233,20.148,20.094,20.142,106.687,95.055,101.247,88.156,83.858,93.989,123.832
2013-07-14,26162876,26162876,24086000,22710665,20769598,14429277,25857638,24604484,23133937,20861829,15569592,26162876,25120474,23628348,22004959,17178860,25446970157561.0,211317723723990.0,197175245932720.0,174205401381180.0,121131436513570.0,198969399568460.0,178589189426480.0,131980447591890.0,206080105632290.0,188003118555890.0,145821699053710.0,90794802801638.0,2.0609240539471e+27,1.182,4327.0,3535.0,0.733,1196217254,1066606530,1136617972,1.065,49699,43216,44359,43790,20.245,20.148,20.1,20.147,106.699,94.903,100.84,89.295,83.889,94.938,124.149
2013-07-15,26162876,26162876,24775650,23055489,21121506,14634720,26010257,24994082,23537795,21203832,15802411,26162876,25639693,24088642,22352912,17436742,26427319463116.0,213849753122566.0,200786526411340.0,176844639228680.0,122784696522370.0,201353220556790.0,181057503462250.0,133845669776260.0,208703147105380.0,190754257626840.0,147925361042000.0,92275360260019.0,2.1286855277791e+27,1.187,4291.0,3575.0,0.715,1198339049,1065567243,1132730098,1.058,49354,43355,44178,43683,20.255,20.146,20.105,20.151,106.857,94.78,100.458,89.925,84.1,96.293,126.822
2013-07-16,26162876,26162876,25465299,23400314,21461978,14836105,26086566,25286280,23887806,21523771,16030113,26162876,25986500,24502961,22678162,17690108,27379933705045.0,216048087063650.0,204582377305080.0,179269180676820.0,124473773263770.0,203795394437190.0,183548601604030.0,135731908345130.0,211220880205180.0,193517153461110.0,150054697924140.0,93730595766677.0,2.196356145694e+27,1.193,4254.0,3613.0,0.697,1200210911,1064716957,1128961750,1.047,49162,43832,44446,44004,20.264,20.145,20.109,20.154,106.993,94.673,100.085,88.775,85.24,96.952,130.117
2013-07-17,26162876,26162876,26154949,23745139,21689432,15027089,26124721,25505429,24191148,21823068,16252812,26162876,26160894,24871302,22981445,17939048,28387180321968.0,218825392812010.0,207254131145200.0,181193868617010.0,126074990914120.0,205457443127640.0,185659063411220.0,137501773208220.0,212777997846570.0,195903706941030.0,152071994327480.0,95015436982135.0,2.2569833162265e+27,1.198,4221.0,3644.0,0.679,1199857269,1063604739,1124871643,1.042,49095,43985,44528,44125,20.274,20.144,20.114,20.158,106.927,94.544,99.685,86.483,86.425,96.543,134.739
2013-07-18,26162876,26162876,26162876,24089964,21916885,15218073,26143798,25669791,24454045,22103055,16470615,26162876,26162876,25193667,23270055,18183790,29321476995436.0,216981178788250.0,210191325376240.0,183979527846770.0,127939074431930.0,208421292568580.0,188370498928870.0,139483851026380.0,215502288885175.0,198903219542170.0,154305210218040.0,96324448221058.0,2.3195998312728e+27,1.204,4169.0,3662.0,0.662,1197737235,1061950271,1120222614,1.035,48891,43992,44565,44197,20.295,20.146,20.126,20.169,106.703,94.366,99.236,83.838,87.875,96.796,136.214
2013-07-19,26162876,26162876,26162876,24434788,22144339,15409057,26153337,25793062,24681889,22364979,16683632,26162876,26162876,25470055,23543990,18424335,30182823725449.0,215781908526120.0,212503958639770.0,187231186966610.0,129655289072730.0,209861522958480.0,190360984191060.0,141236360245430.0,216706514900720.0,201176993261270.0,156311450790808.0,97260367788370.0,2.3648947855822e+27,1.209,4111.0,3654.0,0.645,1194325451,1059675251,1114963265,1.027,48762,43821,44497,44166,20.31,20.147,20.136,20.178,106.362,94.135,98.733,83.858,89.193,96.925,138.704
2013-07-20,26162876,26162876,26162876,24779613,22371793,15600041,26158106,25885515,24879354,22610005,16891967,26162876,26162876,25700467,23803250,18660683,30971220512007.0,222605895659610.0,216023510612600.0,190403266246030.0,131452888565310.0,213661957866090.0,193458003582960.0,143371050894220.0,220154625050820.0,204475935054750.0,158700670476360.0,99230498054254.0,2.4616729360238e+27,1.214,4055.0,3651.0,0.629,1190938022,1057463010,1109791679,1.024,48645,43353,43754,43467,20.325,20.147,20.144,20.187,106.024,93.909,98.239,83.889,88.506,97.996,143.723
2013-07-21,26162876,26162876,26162876,25124438,22599247,15791026,26160491,25954856,25050490,22839222,17095723,26162876,26162876,25884902,24047836,18892833,31686667355111.0,225762978649350.0,218540351186670.0,193420993166530.0,133339278244640.0,217478815496760.0,196608351099940.0,145545058349210.0,223656608981960.0,207823362399920.0,161136615564950.0,101114003389780.0,2.5560104203771e+27,1.219,4007.0,3659.0,0.612,1187646696,1055315755,1104710907,1.016,48514,42908,43241,42980,20.34,20.147,20.153,20.195,105.694,93.689,97.752,84.1,88.353,101.101,153.886
2013-07-22,27181693,26502481,26308421,25542035,22860662,15993330,26671092,26261565,25334651,23119382,17317393,26672284,26417580,26159203,24343478,19143178,32571067958192.0,232154817631640.0,223002285377100.0,196505659872010.0,135435345321690.0,223360430744790.0,200800775535880.0,148095517063660.0,229396686138000.0,212221422831560.0,163955333182810.0,103804630050790.0,2.6938503049952e+27,1.224,3944.0,3643.0,0.596,1183491174,1053278069,1099764849,1.009,48273,43017,43244,43004,20.356,20.147,20.161,20.204,105.287,93.478,97.277,85.24,91.241,105.11,157.329
2013-07-23,31256961,28200510,27036147,26250723,23257918,16240915,28964026,27510414,26124292,23644387,17623757,29049524,27654715,26921193,24885174,19478642,34551009323570.0,235148025108680.0,225598056086170.0,198914937979200.0,137284263257210.0,225661970245360.0,203369885307700.0,150129065633670.0,231745978354260.0,215067636839760.0,166267127285607.0,105294442955520.0,2.7717299293284e+27,1.229,3875.0,3609.0,0.579,1177754352,1051579672,1095204626,0.999,47978,43406,43423,43198,20.37,20.149,20.168,20.211,104.736,93.297,96.837,86.425,93.05,107.292,164.81
2013-07-24,31256961,29898538,27763874,26959411,23655175,16488500,30110494,28447051,26808648,24135521,17923388,30577749,28709918,27588691,25401242,19808665,36408353862601.0,236168419956040.0,227496906384020.0,201466141083440.0,138973602085340.0,225360844018920.0,204662378097330.0,151739493280120.0,231453374015720.0,216647545586071.0,168159858280990.0,105886682322300.0,2.8029973733057e+27,1.234,3797.0,3503.0,0.563,1171557671,1050223377,1091075260,0.993,47754,43462,43613,43389,20.384,20.15,20.175,20.219,104.144,93.146,96.434,87.875,96.0,106.115,180.316
2013-07-25,31256961,31256961,28491600,27327238,24052432,16736086,30683727,29149528,27401756,24594968,18216433,31256961,29583190,28161698,25891679,20133247,38143101575284.0,237610244147620.0,227295711467940.0,204428584026320.0,140736022549790.0,227016609253160.0,206798939721750.0,153630473280020.0,232824330934610.0,218990316050090.0,170331407318140.0,107118878281960.0,2.8686135210961e+27,1.238,3732.0,3462.0,0.548,1166379309,1049269696,1087454892,0.993,47613,43579,43844,43629,20.4,20.151,20.183,20.226,103.643,93.03,96.077,89.193,95.875,105.799,191.426
2013-07-26,31256961,31256961,29219327,27691101,24449689,16983671,30970344,29676386,27915784,25024774,18503038,31256961,30274530,28685661,26356488,20452387,39755252461621.0,242472874293150.0,229127391409640.0,207267872230860.0,142739524858280.0,230515918887610.0,209796519837220.0,155820164669730.0,236286426940420.0,222140822339460.0,172804493229390.0,108705609750780.0,2.9542273978225e+27,1.242,3676.0,3447.0,0.532,1162182316,1048676022,1084287380,0.987,47535,43564,43901,43703,20.414,20.154,20.189,20.234,103.231,92.946,95.759,88.506,95.495,107.66,185.605
2013-07-27,31256961,31256961,29947053,28054964,24846945,17231256,31113652,30071530,28361274,25426851,18783344,31256961,30783939,29161109,26795666,20766085,41244806521610.0,245620179712970.0,234113037686290.0,210830443853470.0,144842338212990.0,234499919396510.0,213060997441540.0,158118532978180.0,240455564446380.0,225568438499040.0,175390348127100.0,110393121211530.0,3.0466603027057e+27,1.247,3607.0,3365.0,0.517,1158176421,1047930222,1081046936,0.987,47479,43311,43383,43208,20.428,20.158,20.196,20.241,102.836,92.848,95.436,88.353,95.372,108.695,169.469
2013-07-28,31256961,31256961,30674780,28418828,25244202,17478841,31185307,30367888,28747365,25802987,19057490,31256961,31111415,29588041,27209216,21074343,42611763755251.0,251223278448070.0,238493128548710.0,214680194713570.0,147092263417790.0,240767940975870.0,217477067364140.0,160830435137820.0,246775170253780.0,230128415104730.0,178394034787080.0,113154546179610.0,3.2009878302782e+27,1.251,3541.0,3308.0,0.502,1153346476,1047171017,1077864738,0.981,47319,42808,42824,42653,20.441,20.163,20.202,20.249,102.367,92.75,95.117,91.241,94.551,111.875,172.97
2013-07-29,31256961,31256961,31256961,28782691,25613506,17716647,31221134,30590156,29081978,26154856,19325610,31256961,31256961,29966459,27597136,21377158,44018597552125.0,250307053100390.0,241230935366020.0,217667579037770.0,149046385950440.0,242689195835520.0,219909343819560.0,162903993759480.0,248999733437040.0,232741134956970.0,180769531248730.0,114471283955550.0,3.275918712608e+27,1.256,3488.0,3276.0,0.488,1148401165,1047164938,1075525133,0.975,47254,43116,43170,43000,20.456,20.168,20.211,20.258,101.886,92.716,94.873,93.05,95.46,115.28,178.428
2013-07-30,31256961,31256961,31256961,29146554,25944227,17951988,31239047,30756857,29371976,26484024,19587837,31256961,31256961,30296362,27961230,21674748,45351713148531.0,257298180049880.0,246223102579280.0,221469815360300.0,151430032340190.0,248938618476860.0,224402925872860.0,165687639295440.0,255443590807650.0,237379346996180.0,183857739593680.0,117110999135810.0,3.4287465296471e+27,1.26,3435.0,3244.0,0.474,1144894488,1047624406,1073759629,0.972,47107,43698,43725,43558,20.472,20.174,20.22,20.268,101.535,92.724,94.679,96.0,96.892,115.785,188.042
2013-07-31,31256961,31256961,31256961,29510417,26274948,18187329,31248004,30881883,29623307,26791956,19844302,31256961,31256961,30577749,28303987,21967165,46574058204115.0,268427517625070.0,252297968790560.0,225970440570060.0,153993445851580.0,255921320889720.0,229364600756760.0,168668326048800.0,262788362006860.0,242530254816380.0,187151780346060.0,119986339324250.0,3.5991804061086e+27,1.265,3393.0,3242.0,0.46,1143443490,1048828375,1072825793,0.966,47041,44070,44733,44569,20.489,20.179,20.232,20.281,101.368,92.796,94.557,95.875,97.39,118.347,193.134
2013-08-01,31256961,31256961,31256961,29874281,26605669,18422669,31252482,30975652,29841128,27080020,20095129,31256961,31256961,30810622,28625407,22254409,47685632718876.0,276925609051246.0,257267926599430.0,230328377607110.0,156511576923200.0,261433907872290.0,233745318337550.0,171494642471000.0,268784062602650.0,247129950473730.0,190300621607760.0,122371689543790.0,3.7437076004504e+27,1.27,3353.0,3249.0,0.447,1143008523,1049984344,1071902309,0.961,47034,44663,45899,45777,20.503,20.184,20.241,20.291,101.292,92.863,94.436,95.495,95.932,122.066,195.57
2013-08-02,31256961,31256961,31256961,30238144,26936390,18658010,31254722,31045980,30029905,27349500,20340444,31256961,31256961,30994979,28925490,22536482,48686436692814.0,281630433910680.0,262051654101910.0,233906344262900.0,158862087639940.0,264735414226330.0,237129182027220.0,174015533966750.0,272641033126400.0,250734261952470.0,193150811247415.0,124106199052340.0,3.8505871608044e+27,1.275,3308.0,3232.0,0.435,1142236268,1051028250,1070901727,0.955,47050,45058,46713,46671,20.517,20.19,20.251,20.302,101.186,92.921,94.309,95.372,94.179,124.651,195.73
2013-08-03,34144399,32219440,31669452,30808252,27363359,18925434,32699560,31820584,30578504,27787881,20643828,32700680,31978820,31515813,29390523,22876842,50461392016643.0,290242893346740.0,267931536529860.0,238376929064790.0,161587363794580.0,272195110830380.0,242519759880740.0,177238997808280.0,280458564413710.0,256332764823040.0,196707317865370.0,127384966520020.0,4.0567324238266e+27,1.28,3252.0,3198.0,0.422,1140408461,1052028079,1069896985,0.952,46999,45124,46540,46605,20.525,20.194,20.258,20.311,100.985,92.975,94.181,94.551,93.381,125.588,197.87
2013-08-04,37392766,34264708,32545995,31610388,27898607,19228950,35046163,33213630,31487073,28407551,21011937,35287343,33409649,32393748,30037581,23282717,53288548508943.0,295095330446060.0,273159304447070.0,242664628602580.0,164125577434460.0,277966048177940.0,247226687690820.0,180277198756170.0,286797978334670.0,261306972040600.0,200089510769600.0,130409702012640.0,4.2516725947561e+27,1.286,3207.0,3188.0,0.409,1138531802,1052807435,1068733915,0.946,46883,45063,46170,46326,20.531,20.2,20.266,20.32,100.78,93.01,94.04,95.46,93.038,124.863,199.6
2013-08-05,37392766,36309977,33422539,32339750,28433855,19532466,36219465,34258414,32274498,28987242,21371955,36851372,34621341,33164732,30650108,23681922,55931460628160.0,309175445765180.0,279741249432790.0,248152865352950.0,167120630592190.0,288068996375150.0,254098395559610.0,184089527567180.0,297541825696000.0,268473006302180.0,204256820268990.0,135220869247520.0,4.571170870014e+27,1.292,3159.0,3174.0,0.397,1137095799,1053808830,1067851258,0.94,46819,45733,46747,46975,20.53,20.205,20.271,20.327,100.614,93.064,93.923,96.892,93.989,120.747,202.56
2013-08-06,37392766,37392766,34299083,32778022,28969103,19835983,36806115,35042002,32956934,29529534,21724060,37392766,35613898,33838468,31228102,24074456,58390128374294.0,316404395152710.0,286851287601300.0,252589861662920.0,169950444501740.0,295014798372900.0,259650919159530.0,187519703035110.0,305597993952730.0,274409112496070.0,208059938527590.0,138878500234740.0,4.8218094568629e+27,1.298,3115.0,3161.0,0.385,1135939296,1055160403,1067372348,0.936,46863,46522,47247,47540,20.531,20.209,20.278,20.335,100.473,93.148,93.841,97.39,94.938,117.345,213.806
2013-08-07,37392766,37392766,35175626,33216294,29504351,20139499,37099441,35629693,33548378,30036839,22068428,37392766,36387319,34453767,31771564,24460320,60664551747346.0,323503330012040.0,295965423818550.0,257652447642850.0,172928264286850.0,302479682668330.0,265544500542050.0,191112708036290.0,314151346351040.0,280758245975150.0,212039081078950.0,142732610185950.0,5.0931495026235e+27,1.305,3069.0,3145.0,0.373,1134991857,1056618426,1067055010,0.926,46761,46874,47797,48137,20.531,20.214,20.285,20.343,100.351,93.241,93.773,95.932,96.293,115.05,231.403
2013-08-08,37392766,37392766,36052170,33654565,30039599,20443015,37246103,36070461,34060963,30511415,22405226,37392766,36941604,35010630,32280494,24839512,62754730747315.0,332106710329530.0,304516159690390.0,262759387589820.0,175971332343780.0,309814309710080.0,271476428602660.0,194769338309810.0,322354541239420.0,287199338738930.0,216095369456850.0,146611454619630.0,5.3737296564212e+27,1.312,3020.0,3112.0,0.361,1133595599,1057685077,1066399169,0.92,46651,47076,48179,48578,20.532,20.221,20.292,20.352,100.188,93.3,93.676,94.179,96.952,115.023,248.284
2013-08-09,37392766,37392766,36928714,34092837,30574847,20746532,37319435,36401037,34505204,30955373,22734623,37392766,37276753,35509057,32754892,25212034,64660665374201.0,347412425342740.0,314521429626710.0,269309907297920.0,179368959192440.0,320950429831400.0,279338285507000.0,199133423415530.0,334197081363370.0,295623585386040.0,220872597550830.0,152319143215740.0,5.8002803474941e+27,1.32,2967.0,3074.0,0.35,1131732083,1058295048,1065340777,0.915,46387,47120,48154,48625,20.532,20.227,20.298,20.36,99.985,93.319,93.544,93.381,96.543,116.613,274.025
2013-08-10,37392766,37392766,37392766,34531109,30951026,21047550,37356100,36648970,34890212,31370689,23056780,37392766,37392766,35949047,33194758,25577886,66436616984128.0,354107517602050.0,322175205474395.0,273541673046950.0,182436361107180.0,327163543796810.0,285029285446670.0,202834859924460.0,341267395356070.0,301961577468230.0,225008417888850.0,156185937917160.0,6.0985118007657e+27,1.328,2924.0,3055.0,0.339,1129860529,1058699609,1064131337,0.907,46234,46806,47984,48521,20.529,20.232,20.303,20.366,99.781,93.321,93.399,93.038,96.796,117.844,298.115
2013-08-11,37392766,37392766,37392766,34969381,31325356,21338722,37374433,36834919,35223886,31759210,23371856,37392766,37392766,36330602,33610354,25937121,68240065929446.0,365996022328810.0,330545676387440.0,279244298436840.0,185804716668930.0,336701294493810.0,292362665354910.0,207139515179400.0,351470257829400.0,310036093660320.0,229761391799110.0,161529260631540.0,6.5229255100427e+27,1.336,2881.0,3037.0,0.329,1127882880,1059019094,1062886846,0.899,45982,46050,47311,47924,20.534,20.239,20.31,20.375,99.567,93.315,93.251,93.989,96.925,119.961,334.983
2013-08-12,37392766,37392766,37392766,35407653,31699685,21629895,37383600,36974381,35513070,32122665,23680008,37392766,37392766,36653720,34001800,26289957,69873952236512.0,374474853204890.0,341825149485040.0,286660735135450.0,189384754075480.0,346886451999921.0,300151524092630.0,211665898929080.0,362476164416360.0,318671298650820.0,234756672219350.0,167140518086100.0,6.9839881965222e+27,1.345,2843.0,3033.0,0.318,1126474161,1059583815,1061938077,0.888,45801,47296,49439,50134,20.549,20.249,20.323,20.389,99.405,93.329,93.128,94.938,97.996,121.733,291.892
2013-08-13,39812328,38199287,37738418,36018750,32154667,21947951,38597964,37683868,36086304,32618773,24034565,38602547,37997657,37241010,34525196,26689571,72234483855036.0,381072981308250.0,348738688230480.0,292199421765920.0,192769367869100.0,352148179477510.0,305712677898390.0,215505096932440.0,368412732229260.0,325102825937690.0,239085565713990.0,170585183503440.0,7.2748262077259e+27,1.354,2804.0,3031.0,0.307,1125691372,1060387975,1061272119,0.876,45677,47954,49585,50417,20.569,20.259,20.337,20.405,99.298,93.365,93.03,96.293,101.101,123.67,314.01
2013-08-14,50810339,42671811,39655214,37415420,32976249,22388207,44704152,40965485,38049509,33792422,24623043,44908073,41265637,39213221,35728788,27323909,80010046138103.0,392638910816580.0,358071120414310.0,299369917771450.0,196667567867700.0,362790147166760.0,313857855914420.0,220262412101980.0,379509298751450.0,334119826930010.0,244342567236580.0,176145874737140.0,7.7568422967278e+27,1.364,2760.0,3020.0,0.297,1124782534,1061527993,1060976898,0.865,45572,48415,49960,50898,20.587,20.267,20.349,20.418,99.179,93.429,92.964,96.952,105.11,124.07,336.63
2013-08-15,50810339,47144336,41572010,38812090,33797831,22828464,47757245,43426699,39750953,34890352,25198588,48977337,44054418,40999211,36879374,27948572,87397956916368.0,401938036663280.0,367022373496400.0,306133709163070.0,200405341460560.0,370762563065630.0,320872398526930.0,224709024284540.0,388110918217320.0,342069075229160.0,249307747424290.0,180823993771810.0,8.1743291808971e+27,1.373,2712.0,2997.0,0.288,1123525334,1062819202,1060877898,0.866,45565,48617,50246,51284,20.604,20.275,20.358,20.43,99.028,93.506,92.915,96.543,107.292,123.947,369.033
2013-08-16,50810339,50810339,43488806,40208760,34619413,23268720,49283792,45272609,41225538,35917448,25761484,50810339,46364000,42598977,37976955,28563558,94398216189833.0,407139849912780.0,377276137627760.0,313249947288100.0,204273841431730.0,378627275105749.0,327896624645610.0,229215373275350.0,396474322200000.0,350044184532610.0,254348243290350.0,185331173791000.0,8.5869109946873e+27,1.383,2665.0,2972.0,0.279,1121927006,1063987310,1060711804,0.867,45775,49147,50978,52121,20.616,20.281,20.366,20.439,98.847,93.573,92.86,96.796,106.115,123.693,400.994
2013-08-17,50810339,50810339,45405602,41399184,35440996,23708977,50047066,46657041,42503511,36878280,26312008,50810339,48194384,44012521,39021531,29168868,101010823958500.0,421053687772190.0,387580602687121.0,321158591809870.0,208436412889090.0,390136391703360.0,336738497222530.0,234396258469030.0,408163590461340.0,359831004035817.0,260077294019060.0,191627596633690.0,9.1802839479009e+27,1.394,2621.0,2953.0,0.269,1120349786,1065202827,1060653921,0.86,45871,49134,50575,51836,20.613,20.287,20.37,20.446,98.668,93.644,92.815,96.925,105.799,123.8,411.755
2013-08-18,50810339,50810339,47322399,42357582,36262578,24149233,50428702,47695366,43611088,37777122,26850433,50810339,49545568,45267342,40013102,29764502,107235780222360.0,432838052216780.0,399417037272800.0,329890731964660.0,212907031662930.0,402276502827770.0,346057769991170.0,239820235758430.0,420644473454580.0,370155431992370.0,266071817365150.0,197992408131380.0,9.8002484194157e+27,1.404,2580.0,2939.0,0.261,1118752797,1066434532,1060673606,0.856,45955,49035,49928,51281,20.613,20.292,20.375,20.451,98.488,93.716,92.777,97.996,107.66,124.251,418.345
2013-08-19,50810339,50810339,49239195,43315980,37084160,24589490,50619521,48474109,44570988,38617975,27377024,50810339,50417553,46394376,40951667,30350461,113073084981420.0,440019254128310.0,407247053666600.0,337390518778149.0,217186184234220.0,410420754340110.0,353625551873700.0,244733162207040.0,429169987040920.0,378766248586290.0,271576242804880.0,202754760319500.0,1.0277373208055e+28,1.415,2528.0,2887.0,0.252,1117036297,1067921911,1061011133,0.854,46148,49975,50653,52065,20.615,20.297,20.379,20.458,98.296,93.81,92.766,101.101,108.695,125.036,453.251
