Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,hashrate-btc-wma-3,mining_profitability-btc-sma-7,mining_profitability-btc-wma-14,marketcap-btc-wma-3,price-btc-sma-3,price-btc-ema-3,price-btc-wma-3,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-04-01,1039517192,94.715,0.0474,65502112131790.0,60620238288447.0,6562.0,6442.0,1005258635,90.406,90.961,91.616,107.749,163.561,124.662,89.829
2013-04-02,1183101461,107.749,0.0539,61845596902013.0,61849081751860.0,6924.0,6670.0,1100883277,97.171,99.355,100.288,120.003,195.397,111.049,85.608
2013-04-03,1318189886,120.003,0.06,60270367548897.0,61667401430421.0,7363.0,6984.0,1226714962,107.489,109.679,111.703,123.562,178.5,102.694,83.204
2013-04-04,1357824968,123.562,0.0618,55272455140085.0,58033949570014.0,7555.0,7268.0,1315492689,117.104,116.62,119.74,128.664,115.0,105.04,81.424
2013-04-05,1414392012,128.664,0.0643,51815454745655.0,54376940344342.0,8052.0,7689.0,1379502643,124.076,122.642,125.52,134.114,92.446,113.464,78.461
2013-04-06,1474827634,134.114,0.0671,61828214750416.0,57398001480444.0,8384.0,7944.0,1435181982,128.78,128.378,130.538,142.08,98.435,113.005,73.017
2013-04-07,1563013110,142.08,0.071,62710014647861.0,60600321365015.0,8732.0,8243.0,1508847768,134.952,135.229,137.188,163.561,91.849,110.375,66.0
2013-04-08,1799989332,163.561,0.0818,63348133569501.0,62882107459111.0,9147.0,8596.0,1666803642,146.585,149.395,151.492,195.397,87.108,109.595,69.751
2013-04-09,2151102847,195.397,0.0977,65111643775833.0,64123535519064.0,9913.0,9329.0,1936050053,167.012,172.396,175.898,178.5,75.043,108.42,73.549
2013-04-10,1965870661,178.5,0.0892,70206503841325.0,67365155440861.0,10406.0,9847.0,1999967835,179.152,175.448,181.642,115.0,77.734,110.54,72.494
2013-04-11,1267079990,115.0,0.0575,65886778608137.0,67197497880486.0,10166.0,9608.0,1647347356,162.965,145.224,149.566,92.446,94.679,112.503,75.989
2013-04-12,1018942331,92.446,0.0462,63688279726654.0,65507483372931.0,9653.0,9275.0,1259476272,128.648,118.835,114.306,98.435,106.7,111.738,81.5
2013-04-13,1085384852,98.435,0.0492,62912871328188.0,63666992007672.0,9320.0,8974.0,1093519868,101.96,108.635,99.199,91.849,114.48,112.241,84.999
2013-04-14,1013148373,91.849,0.0459,61636671163390.0,62404005978871.0,8801.0,8564.0,1038192859,94.243,100.242,94.144,87.108,114.295,108.635,88.095
2013-04-15,961179992,87.108,0.0436,61994386305362.0,62028228761846.0,8193.0,8177.0,999203596,92.464,93.675,90.576,75.043,113.535,104.575,88.156
2013-04-16,828357493,75.043,0.0375,68054656188210.0,64964902056461.0,6991.0,7680.0,903430139,84.666,84.359,81.865,77.734,120.78,107.0,89.295
2013-04-17,858411619,77.734,0.0389,67652617934419.0,66843592080844.0,5948.0,7220.0,865521639,79.961,81.046,78.399,94.679,134.8,110.492,89.925
2013-04-18,1045938834,94.679,0.0473,72151171083871.0,69968900884781.0,5631.0,6780.0,947166206,82.485,87.863,85.758,106.7,139.74,112.815,88.775
2013-04-19,1179129473,106.7,0.0534,59918797331804.0,65285225349600.0,5608.0,6553.0,1081279618,93.038,97.281,97.865,114.48,132.945,112.905,86.483
2013-04-20,1265497456,114.48,0.0572,64763702820794.0,64379979034981.0,5650.0,6454.0,1200115025,105.286,105.881,108.586,114.295,126.316,113.2,83.838
2013-04-21,1263886915,114.295,0.0571,76580830433678.0,69864782379075.0,5770.0,6338.0,1250297522,111.825,110.088,113.091,113.535,124.045,115.28,83.858
2013-04-22,1255982265,113.535,0.0568,72513318955570.0,72577553425814.0,5798.0,6175.0,1260203013,114.103,111.811,113.945,120.78,130.56,116.686,83.889
2013-04-23,1336598030,120.78,0.0604,72944892922583.0,73407024518765.0,6100.0,6183.0,1297607589,116.203,116.296,117.284,134.8,134.465,118.696,84.1
2013-04-24,1492314913,134.8,0.0674,74219362802875.0,73510198868231.0,6452.0,6307.0,1401020511,123.038,125.548,126.582,139.74,124.662,124.605,85.24
2013-04-25,1547569552,139.74,0.0699,71363029014717.0,72578784262085.0,6975.0,6618.0,1493989419,131.773,132.644,134.933,132.945,111.049,127.725,86.425
2013-04-26,1472883529,132.945,0.0665,79161241475573.0,75738190876509.0,7125.0,6744.0,1501017434,135.828,132.794,135.519,126.316,102.694,128.75,87.875
2013-04-27,1399986806,126.316,0.0632,72946223747758.0,74754030534860.0,7060.0,6753.0,1448882838,133.0,129.555,130.763,124.045,105.04,128.355,89.193
2013-04-28,1375272701,124.045,0.062,71142720780228.0,73080308551966.0,7225.0,6942.0,1399779207,127.768,126.8,126.285,130.56,113.464,125.725,88.506
2013-04-29,1448081487,130.56,0.0653,79016812809824.0,75380350622952.0,7397.0,7044.0,1415796111,126.974,128.68,127.681,134.465,113.005,126.43,88.353
2013-04-30,1491972429,134.465,0.0672,79306324484339.0,77849219975487.0,7302.0,7017.0,1457892160,129.69,131.572,131.426,124.662,110.375,127.245,91.241
2013-05-01,1383671584,124.662,0.0623,75031690568420.0,77120755580632.0,7141.0,6969.0,1430506849,129.895,128.117,128.912,111.049,109.595,126.424,93.05
2013-05-02,1232994860,111.049,0.0555,70601670548236.0,73529119544319.0,6686.0,6776.0,1326383363,123.392,119.583,119.489,102.694,108.42,126.909,96.0
2013-05-03,1140571980,102.694,0.0513,70633926813267.0,71356135350787.0,6371.0,6538.0,1211896207,112.802,111.139,109.14,105.04,110.54,124.135,95.875
2013-05-04,1166984989,105.04,0.0525,74649241020316.0,72636207872625.0,6261.0,6393.0,1169182298,106.261,108.089,105.259,113.464,112.503,120.333,95.495
2013-05-05,1261023174,113.464,0.0567,75408284839627.0,74359543895468.0,6045.0,6339.0,1209601913,107.066,110.776,108.861,113.005,111.738,119.685,95.372
2013-05-06,1256388032,113.005,0.0565,87037913347608.0,81096591790403.0,5787.0,6182.0,1243032572,110.503,111.89,111.83,110.375,112.241,120.096,94.551
2013-05-07,1227611214,110.375,0.0552,84183375461294.0,83672372986459.0,5669.0,6046.0,1242772147,112.281,111.133,111.766,109.595,108.635,119.388,95.46
2013-05-08,1219390646,109.595,0.0548,85479259498682.0,85307073794378.0,5528.0,5895.0,1228297066,110.991,110.364,110.423,108.42,104.575,115.014,96.892
2013-05-09,1206769938,108.42,0.0542,82997649928813.0,84022474040854.0,5541.0,5776.0,1214450387,109.463,109.392,109.137,110.54,107.0,110.585,97.39
2013-05-10,1230814260,110.54,0.0553,83613260357587.0,83719056738183.0,5644.0,5730.0,1220895551,109.518,109.966,109.675,112.503,110.492,105.935,95.932
2013-05-11,1253155261,112.503,0.0563,87548794241384.0,85478425561362.0,5683.0,5719.0,1237977374,110.487,111.234,111.168,111.738,112.815,104.06,94.179
2013-05-12,1245142400,111.738,0.112,91482612244649.0,88859780929055.0,5531.0,5616.0,1245425330,111.593,111.486,111.793,112.241,112.905,106.555,93.381
2013-05-13,1251224545,112.241,0.0561,95544673466887.0,92858006521895.0,5491.0,5535.0,1249518949,112.16,111.863,112.117,108.635,113.2,108.05,93.038
2013-05-14,1211498644,108.635,0.0543,90886609199962.0,92538631129723.0,5363.0,5406.0,1230347904,110.871,110.249,110.354,104.575,115.28,106.945,93.989
2013-05-15,1166624096,104.575,0.0523,81734166656643.0,87086731972795.0,5253.0,5282.0,1195682353,108.484,107.412,107.206,107.0,116.686,102.855,94.938
2013-05-16,1194054232,107.0,0.0535,81124937273190.0,82954959055475.0,5188.0,5228.0,1187818255,106.737,107.206,106.464,110.492,118.696,100.25,96.293
2013-05-17,1233426044,110.492,0.0552,86183643050509.0,83755828392430.0,5111.0,5210.0,1209168449,107.355,108.849,108.342,112.815,124.605,100.355,96.952
2013-05-18,1259817553,112.815,0.0564,81582905961037.0,83040156876225.0,5008.0,5187.0,1240059830,110.102,110.832,111.071,112.905,127.725,100.846,96.543
2013-05-19,1261243165,112.905,0.0565,90314218425354.0,86715351708112.0,4970.0,5132.0,1256131774,112.07,111.868,112.473,113.2,128.75,103.663,96.796
2013-05-20,1264974454,113.2,0.0566,78831535490995.0,83117658214127.0,4901.0,5058.0,1262871207,112.973,112.534,113.037,115.28,128.355,105.104,96.925
2013-05-21,1288595268,115.28,0.0576,78234657754155.0,80446877111640.0,5038.0,5116.0,1276162980,113.795,113.907,114.191,116.686,125.725,105.826,97.996
2013-05-22,1304746379,116.686,0.0583,88443185314328.0,83438401157053.0,5127.0,5118.0,1292734021,115.055,115.296,115.636,118.696,126.43,106.072,101.101
2013-05-23,1327690167,118.696,0.0593,90431457737529.0,87735900265905.0,5242.0,5197.0,1313526421,116.887,116.996,117.456,124.605,127.245,103.671,105.11
2013-05-24,1394322522,124.605,0.0623,95283232048976.0,92525966156057.0,5293.0,5247.0,1357182380,119.995,120.8,121.315,127.725,126.424,101.679,107.292
2013-05-25,1429774912,127.725,0.0639,95027092812990.0,94346533379080.0,5350.0,5301.0,1400943325,123.675,124.262,125.18,128.75,126.909,98.478,106.115
2013-05-26,1441785669,128.75,0.0644,99559840402907.0,97336156480618.0,5404.0,5318.0,1429871559,127.026,126.506,127.717,128.355,124.135,97.247,105.799
2013-05-27,1437885373,128.355,0.0642,104776522451930.0,101412723495770.0,5512.0,5353.0,1437833728,128.276,127.431,128.382,125.725,120.333,98.0,107.66
2013-05-28,1408976224,125.725,0.0629,96339507342859.0,99688567889228.0,5454.0,5356.0,1424080848,127.61,126.578,127.106,126.43,119.685,96.6,108.695
2013-05-29,1417376424,126.43,0.0632,100634321949710.0,99893083831136.0,5473.0,5369.0,1417994515,126.837,126.504,126.516,127.245,120.096,92.242,111.875
2013-05-30,1427042015,127.245,0.0636,103366950087420.0,101284833584090.0,5442.0,5404.0,1420809186,126.466,126.874,126.72,126.424,119.388,89.283,115.28
2013-05-31,1418400278,126.424,0.0632,110197290767220.0,106326682404370.0,5368.0,5368.0,1421110214,126.699,126.649,126.698,126.909,115.014,89.829,115.785
2013-06-01,1424396928,126.909,0.0647,116123605538450.0,112022058039540.0,5405.0,5440.0,1422838893,126.859,126.779,126.803,124.135,110.585,85.608,118.347
2013-06-02,1393928709,124.135,0.0621,127241095323390.0,120694631302390.0,5346.0,5376.0,1408163377,125.822,125.457,125.441,120.333,105.935,83.204,122.066
2013-06-03,1351834194,120.333,0.0602,124378099733740.0,123956682564410.0,5312.0,5354.0,1377959488,123.792,122.895,122.696,119.685,104.06,81.424,124.651
2013-06-04,1345191813,119.685,0.0598,125284058845920.0,125308245221450.0,5299.0,5318.0,1355528756,121.384,121.29,120.643,120.096,106.555,78.461,125.588
2013-06-05,1350445110,120.096,0.06,139033002270500.0,132007537372850.0,5111.0,5137.0,1348925525,120.038,120.693,119.998,119.388,108.05,73.017,124.863
2013-06-06,1343038626,119.388,0.0597,142389875060430.0,138419948094710.0,4863.0,4942.0,1345866319,119.723,120.04,119.673,115.014,106.945,66.0,120.747
2013-06-07,1294354363,115.014,0.0575,125201034232100.0,133235975847950.0,4672.0,4753.0,1319930909,118.166,117.527,117.319,110.585,102.855,69.751,117.345
2013-06-08,1244956010,110.585,0.0553,131832685235600.0,131381666538580.0,4382.0,4595.0,1277769230,114.996,114.056,113.528,105.935,100.25,73.549,115.05
2013-06-09,1193086083,105.935,0.053,135642267203860.0,132632201052480.0,4129.0,4360.0,1227254105,110.511,109.996,108.998,104.06,100.355,72.494,115.023
2013-06-10,1172377022,104.06,0.052,135862933180720.0,135117669864250.0,3864.0,4176.0,1191376540,106.86,107.028,105.772,106.555,100.846,75.989,116.613
2013-06-11,1200955863,106.555,0.0533,131333121773560.0,133561249814340.0,3657.0,4057.0,1190117952,105.516,106.791,105.62,108.05,103.663,81.5,117.844
2013-06-12,1218291874,108.05,0.054,150324551304890.0,141583805107090.0,3608.0,3950.0,1204860728,106.221,107.421,106.887,106.945,105.104,84.999,119.961
2013-06-13,1206375458,106.945,0.0535,154944785237290.0,149469430015870.0,3523.0,3800.0,1209444331,107.183,107.183,107.248,102.855,105.826,88.095,121.733
2013-06-14,1160717162,102.855,0.0514,137175999994310.0,145290353627070.0,3476.0,3695.0,1185532379,105.95,105.019,105.084,100.25,106.072,88.156,123.67
2013-06-15,1131770900,100.25,0.0501,137670921556020.0,140384924982330.0,3382.0,3575.0,1153853747,103.35,102.634,102.234,100.355,103.671,89.295,124.07
2013-06-16,1133390332,100.355,0.0502,146933281215580.0,142219614458850.0,3388.0,3481.0,1137404993,101.153,101.495,100.737,100.846,101.679,89.925,123.947
2013-06-17,1139396356,100.846,0.0504,158520121410000.0,151182974702870.0,3241.0,3291.0,1136123439,100.483,101.17,100.583,103.663,98.478,88.775,123.693
2013-06-18,1171599825,103.663,0.0518,144116537041820.0,149387189193520.0,3078.0,3156.0,1154497087,101.621,102.416,102.172,105.104,97.247,86.483,123.8
2013-06-19,1188259609,105.104,0.0526,121673246897650.0,135295489364440.0,2977.0,3103.0,1174562472,103.204,103.76,103.914,105.826,98.0,83.838,124.251
2013-06-20,1196782032,105.826,0.0529,143202406382950.0,136178374997670.0,2928.0,3051.0,1189744190,104.864,104.793,105.225,106.072,96.6,83.858,125.036
2013-06-21,1199972413,106.072,0.053,151756582481020.0,143891301184440.0,2866.0,3016.0,1196956819,105.667,105.433,105.829,103.671,92.242,83.889,122.527
2013-06-22,1173245774,103.671,0.0518,169050928692590.0,158978059570460.0,2803.0,2957.0,1186077363,105.19,104.552,104.83,101.679,89.283,84.1,121.008
2013-06-23,1151149677,101.679,0.0508,168343633783320.0,165814890202700.0,2707.0,2880.0,1166652165,103.807,103.115,103.075,98.478,89.829,85.24,121.108
2013-06-24,1115310402,98.478,0.0492,146867430420070.0,157723414586580.0,2737.0,2812.0,1136912722,101.276,100.796,100.41,97.247,85.608,86.425,121.534
2013-06-25,1101739007,97.247,0.0486,148905794989120.0,151465979931810.0,2743.0,2759.0,1114497917,99.134,99.022,98.396,98.0,83.204,87.875,121.286
2013-06-26,1110648942,98.0,0.049,168082785375540.0,158154562754160.0,2685.0,2712.0,1108455873,97.908,98.511,97.828,96.6,81.424,89.193,121.31
2013-06-27,1095202655,96.6,0.0483,153518774025820.0,157604614636280.0,2649.0,2687.0,1101440809,97.282,97.555,97.174,92.242,78.461,88.506,122.14
2013-06-28,1046178676,92.242,0.0461,166017555438830.0,162195499957280.0,2564.0,2632.0,1073265047,95.613,94.898,94.654,89.283,73.017,88.353,122.652
2013-06-29,1012995700,89.283,0.0446,165555822697160.0,163703558832500.0,2501.0,2576.0,1037757851,92.708,92.09,91.488,89.829,66.0,91.241,122.374
2013-06-30,1019570119,89.829,0.0449,175492775969890.0,170601254790480.0,2424.0,2485.0,1021813406,90.451,90.959,90.049,85.608,69.751,93.05,123.201
2013-07-01,971988436,85.608,0.0428,166290130280280.0,169235294246300.0,2352.0,2414.0,994683541,88.239,88.283,87.627,83.204,73.549,96.0,123.325
2013-07-02,945025648,83.204,0.0416,166527612147460.0,167942645495480.0,2258.0,2332.0,966437322,86.213,85.744,85.109,81.424,72.494,95.875,123.05
2013-07-03,925114289,81.424,0.0407,178856205853860.0,172652328689470.0,2193.0,2279.0,939563766,83.412,83.584,82.714,78.461,75.989,95.495,123.374
2013-07-04,891815995,78.461,0.0392,186565594700210.0,180656134659310.0,2065.0,2187.0,911783702,81.029,81.022,80.239,73.017,81.5,95.372,112.777
2013-07-05,830233039,73.017,0.0365,186846154803390.0,185420976610750.0,1987.0,2117.0,866574233,77.634,77.019,76.232,66.0,84.999,94.551,108.504
2013-07-06,750758929,66.0,0.033,189091057145940.0,187921845957470.0,1894.0,2032.0,800759810,72.492,71.51,70.416,69.751,88.095,95.46,117.032
2013-07-07,793747458,69.751,0.0349,207052622059040.0,197697689212073.0,1837.0,1949.0,785498878,69.589,70.63,69.045,73.549,88.156,96.892,119.311
2013-07-08,837315670,73.549,0.0368,199123851190890.0,200094642472790.0,1801.0,1903.0,808366809,69.766,72.09,71.025,72.494,89.295,97.39,119.368
2013-07-09,825647341,72.494,0.0362,204281187072220.0,203023980942920.0,1762.0,1846.0,824220137,71.931,72.292,72.388,75.989,89.925,95.932,120.405
2013-07-10,865804252,75.989,0.038,196819619377060.0,199690847244430.0,1731.0,1831.0,847670518,74.01,74.14,74.417,81.5,88.775,94.179,121.615
2013-07-11,928993264,81.5,0.0407,240595812101000.0,219951310354898.0,1694.0,1767.0,890705940,76.66,77.82,78.161,84.999,86.483,93.381,122.893
2013-07-12,969252972,84.999,0.0425,227617912327730.0,226810830093720.0,1640.0,1710.0,938591616,80.829,81.409,82.331,88.095,83.838,93.038,123.503
2013-07-13,1004896167,88.095,0.044,190596874831100.0,211270376874970.0,1667.0,1712.0,980364618,84.864,84.752,85.964,88.156,83.858,93.989,123.832
2013-07-14,1005938004,88.156,0.0441,220188809167950.0,211563014915640.0,1689.0,1705.0,999476553,87.083,86.454,87.609,89.295,83.889,94.938,124.149
2013-07-15,1019318970,89.295,0.0446,216848056980900.0,213586444018290.0,1677.0,1696.0,1012454848,88.515,87.875,88.715,89.925,84.1,96.293,126.822
2013-07-16,1026879230,89.925,0.045,219669524659830.0,218815582851550.0,1683.0,1690.0,1020868939,89.125,88.9,89.42,88.775,85.24,96.952,130.117
2013-07-17,1014111029,88.775,0.0444,216260759615540.0,217494897524540.0,1684.0,1714.0,1019235086,89.332,88.837,89.245,86.483,86.425,96.543,134.739
2013-07-18,988326452,86.483,0.0432,227686313934710.0,222541664282510.0,1692.0,1692.0,1003346774,88.394,87.66,87.821,83.838,87.875,96.796,136.214
2013-07-19,958436879,83.838,0.0419,219223020492820.0,221550408160580.0,1720.0,1685.0,977679095,86.365,85.749,85.542,83.858,89.193,96.925,138.704
2013-07-20,959018294,83.858,0.0419,238364784765550.0,230204451536180.0,1693.0,1681.0,963709182,84.726,84.803,84.289,83.889,88.506,97.996,143.723
2013-07-21,959762900,83.889,0.0419,242288390096080.0,237136293385370.0,1693.0,1687.0,959293694,83.861,84.346,83.87,84.1,88.353,101.101,153.886
2013-07-22,962601055,84.1,0.0421,261590929856980.0,251285725754790.0,1642.0,1640.0,961057877,83.949,84.223,83.989,85.24,91.241,105.11,157.329
2013-07-23,976001008,85.24,0.0426,240621976999110.0,247889363467910.0,1579.0,1586.0,968828006,84.409,84.731,84.635,86.425,93.05,107.292,164.81
2013-07-24,989868221,86.425,0.0432,223403523547050.0,235507575749400.0,1529.0,1576.0,980701289,85.255,85.578,85.642,87.875,96.0,106.115,180.316
2013-07-25,1006830914,87.875,0.0439,237779083275740.0,233461045653410.0,1503.0,1543.0,996038365,86.513,86.726,86.952,89.193,95.875,105.799,191.426
2013-07-26,1022257500,89.193,0.0446,253261431511520.0,243124330772190.0,1476.0,1524.0,1011717091,87.831,87.96,88.292,88.506,95.495,107.66,185.605
2013-07-27,1014742115,88.506,0.0443,260395922704330.0,254248285735300.0,1462.0,1517.0,1015928709,88.525,88.233,88.63,88.353,95.372,108.695,169.469
2013-07-28,1013386414,88.353,0.0442,281510081241740.0,269763920107580.0,1405.0,1483.0,1015316828,88.684,88.293,88.544,91.241,94.551,111.875,172.97
2013-07-29,1046894436,91.241,0.0456,255177352423220.0,264824690409590.0,1442.0,1490.0,1030366375,89.366,89.767,89.822,93.05,95.46,115.28,178.428
2013-07-30,1068070730,93.05,0.0465,289559865645580.0,276757397170830.0,1491.0,1497.0,1051897913,90.881,91.408,91.664,96.0,96.892,115.785,188.042
2013-07-31,1102404988,96.0,0.048,301308886573330.0,289703957239070.0,1488.0,1497.0,1081708477,93.43,93.704,94.223,95.875,97.39,118.347,193.134
2013-08-01,1101424971,95.875,0.0479,297265723259000.0,297329134761550.0,1499.0,1488.0,1096192603,94.975,94.79,95.446,95.495,95.932,122.066,195.57
2013-08-02,1097482045,95.495,0.0477,286195205527560.0,292404324945680.0,1522.0,1502.0,1099616844,95.79,95.142,95.706,95.372,94.179,124.651,195.73
2013-08-03,1096520497,95.372,0.0477,320683138756740.0,305284258430730.0,1482.0,1472.0,1097658425,95.58,95.257,95.497,94.551,93.381,125.588,197.87
2013-08-04,1087488754,94.551,0.0473,315477140937030.0,312332150975360.0,1486.0,1456.0,1092164884,95.139,94.904,94.982,95.46,93.038,124.863,199.6
2013-08-05,1098370902,95.46,0.0477,353738159657050.0,335475316600330.0,1440.0,1434.0,1094435118,95.127,95.182,95.142,96.892,93.989,120.747,202.56
2013-08-06,1115305431,96.892,0.0484,340162511358290.0,340573499054340.0,1407.0,1424.0,1105024475,95.634,96.037,96.024,97.39,94.938,117.345,213.806
2013-08-07,1121500417,97.39,0.0487,351001430588620.0,347844579023260.0,1374.0,1404.0,1115580502,96.581,96.713,96.902,95.932,96.293,115.05,231.403
2013-08-08,1105151053,95.932,0.048,357489385481420.0,352438921496640.0,1367.0,1398.0,1112293237,96.738,96.322,96.578,94.179,96.952,115.023,248.284
2013-08-09,1085438790,94.179,0.0471,393335210620000.0,374330972235250.0,1305.0,1364.0,1098019815,95.833,95.25,95.298,93.381,96.543,116.613,274.025
2013-08-10,1076702567,93.381,0.0467,367548784571950.0,374467693406220.0,1315.0,1355.0,1084356056,94.497,94.316,94.072,93.038,96.796,117.844,298.115
2013-08-11,1073236154,93.038,0.0465,398696674024360.0,387420466972840.0,1303.0,1337.0,1076425398,93.532,93.677,93.342,93.989,96.925,119.961,334.983
2013-08-12,1084713918,93.989,0.047,413089975789620.0,400702009998260.0,1296.0,1316.0,1079552771,93.469,93.833,93.571,94.938,97.996,121.733,291.892
2013-08-13,1096173086,94.938,0.0475,386349408081800.0,397320808308178.0,1263.0,1284.0,1088530541,93.988,94.385,94.305,96.293,101.101,123.67,314.01
2013-08-14,1112258807,96.293,0.0481,431962937146930.0,413612933899010.0,1212.0,1232.0,1102306085,95.073,95.339,95.457,96.952,105.11,124.07,336.63
2013-08-15,1120278004,96.952,0.0485,422583266408290.0,419670846933430.0,1156.0,1192.0,1113587452,96.06,96.145,96.396,96.543,107.292,123.947,369.033
2013-08-16,1115968080,96.543,0.0483,429747903366510.0,427728863343850.0,1124.0,1151.0,1116786509,96.596,96.344,96.637,96.796,106.115,123.693,400.994
2013-08-17,1119293340,96.796,0.0484,464945649587820.0,446152670317470.0,1074.0,1122.0,1118349031,96.763,96.57,96.737,96.925,105.799,123.8,411.755
2013-08-18,1121245421,96.925,0.0485,481187225136460.0,467200146325270.0,1034.0,1094.0,1119715171,96.754,96.747,96.818,97.996,107.66,124.251,418.345
2013-08-19,1134110279,97.996,0.049,463358389170330.0,469565877895300.0,992.645,1064.0,1127352504,97.238,97.371,97.438,101.101,108.695,125.036,453.251
2013-08-20,1170492079,101.101,0.0506,465198141669880.0,467249738081140.0,979.532,1050.0,1150157036,98.673,99.236,99.369,105.11,111.875,122.527,550.5
2013-08-21,1217411379,105.11,0.0526,505519771039940.0,485052330938330.0,990.875,1038.0,1187888096,101.402,102.173,102.588,107.292,115.28,121.008,601.887
2013-08-22,1243203808,107.292,0.0536,512138386468250.0,502108807192430.0,1012.0,1043.0,1222487710,104.501,104.732,105.532,106.115,115.785,121.108,494.668
2013-08-23,1230138739,106.115,0.0531,541265864448550.0,525599022887025.0,1014.0,1027.0,1232372535,106.172,105.423,106.339,105.799,118.347,121.534,599.545
2013-08-24,1226999701,105.799,0.0529,530067679686630.0,530812192404220.0,1003.0,1007.0,1230746732,106.402,105.611,106.153,107.66,122.066,121.286,675.116
2013-08-25,1249075119,107.66,0.0538,517499059459350.0,525649733699990.0,975.485,974.15,1238560583,106.524,106.636,106.782,108.695,124.651,121.31,738.639
2013-08-26,1261493549,108.695,0.0543,527807850335690.0,524748224935410.0,963.615,955.268,1251605098,107.385,107.665,107.867,111.875,125.588,122.14,702.545
2013-08-27,1298864307,111.875,0.0559,548086236089470.0,536228911399867.0,939.444,940.922,1278109190,109.41,109.77,110.112,115.28,124.863,122.652,723.096
2013-08-28,1338883280,115.28,0.0576,556926486036680.0,549126630104120.0,932.243,943.005,1312645334,111.95,112.525,113.047,115.785,120.747,122.374,796.644
2013-08-29,1345263687,115.785,0.0579,623394454118980.0,588687095086640.0,895.558,932.479,1335403655,114.313,114.155,114.965,118.347,117.345,123.201,891.298
2013-08-30,1375589820,118.347,0.0592,646738652413980.0,623988558586100.0,892.499,931.405,1359363352,116.471,116.251,116.982,122.066,115.05,123.325,934.539
2013-08-31,1419442685,122.066,0.061,679415763186400.0,659186508084360.0,905.148,938.591,1392461897,118.733,119.159,119.779,124.651,115.023,123.05,981.667
2013-09-01,1450197249,124.651,0.0623,752769578896250.0,710646485912600.0,923.344,933.899,1427511156,121.688,121.905,122.739,125.588,116.613,123.374,1052.0
2013-09-02,1461792237,125.588,0.0628,725686898574637.0,727002602783810.0,934.111,932.431,1450868983,124.102,123.746,124.689,124.863,117.844,112.777,915.571
2013-09-03,1454018854,124.863,0.0624,633947461899970.0,684330960290920.0,947.092,934.104,1455973048,125.034,124.304,125.069,120.747,119.961,108.504,917.898
2013-09-04,1406673818,120.747,0.0604,752185450936260.0,708356362530570.0,901.861,896.134,1431641900,123.732,122.525,122.925,117.345,121.733,117.032,984.654
2013-09-05,1367519342,117.345,0.0587,731153396698280.0,721963092311232.0,879.122,870.319,1394987420,120.984,119.935,119.731,115.05,123.67,119.311,1037.0
2013-09-06,1341294351,115.05,0.0575,791193164896430.0,764678623170365.0,840.772,842.327,1360932593,117.714,117.492,116.764,115.023,124.07,119.368,991.025
2013-09-07,1341511557,115.023,0.0575,707482148926664.0,739331028878540.0,781.644,805.888,1345773786,115.806,116.258,115.419,116.613,123.947,120.405,916.265
2013-09-08,1360478426,116.613,0.0583,666699530382369.0,701042675649490.0,749.084,785.581,1350958790,115.562,116.435,115.822,117.844,123.693,121.615,720.715
2013-09-09,1375296725,117.844,0.0589,793062086623400.0,736677911593610.0,723.404,775.239,1364726431,116.493,117.139,116.963,119.961,123.8,122.893,733.548
2013-09-10,1400612048,119.961,0.06,839798809568540.0,795370022055810.0,684.021,756.168,1385484670,118.139,118.55,118.697,121.733,124.251,123.503,856.334
2013-09-11,1421882502,121.733,0.0609,830169266392970.0,827194584156580.0,695.163,745.626,1407028055,119.845,120.141,120.494,123.67,125.036,123.832,916.819
2013-09-12,1445125756,123.67,0.0618,913686090953850.0,873532602536020.0,695.366,735.805,1429959053,121.787,121.905,122.406,124.07,122.527,124.149,887.697
2013-09-13,1450466425,124.07,0.062,893073722419320.0,889460435926451.0,700.226,725.696,1443922215,123.157,122.988,123.547,123.947,121.008,126.822,853.621
2013-09-14,1449660383,123.947,0.062,921789149520140.0,910866830725500.0,720.542,721.036,1449173292,123.895,123.467,123.942,123.693,121.108,130.117,870.134
2013-09-15,1447363705,123.693,0.0618,1122819918780700.0,1017518629633700.0,693.461,687.761,1448646384,123.903,123.58,123.84,123.8,121.534,134.739,854.784
2013-09-16,1449170044,123.8,0.0619,971854229718200.0,1013831946039400.0,655.894,657.682,1448649654,123.813,123.69,123.789,124.251,121.286,136.214,834.51
2013-09-17,1454933372,124.251,0.0621,939908693723810.0,981042409898110.0,648.161,649.942,1451750652,123.914,123.97,124.007,125.036,121.31,138.704,774.416
2013-09-18,1464684531,125.036,0.0625,867901068113162.0,909229136917564.0,630.058,642.431,1458848397,124.362,124.503,124.568,122.527,122.14,143.723,673.001
2013-09-19,1435793351,122.527,0.0613,1066680493463900.0,979292051723670.0,605.958,628.238,1448613748,123.938,123.515,123.65,121.008,122.652,153.886,554.522
2013-09-20,1418568150,121.008,0.0605,1070857463279200.0,1035639074146500.0,585.476,617.223,1431995948,122.857,122.261,122.185,121.108,122.374,157.329,615.988
