Date,difficulty-btc-trx-14,hashrate-btc-var-30,hashrate-btc-trx-30,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,transactionfees-btc-sma-90,transactionfees-btc-var-30,transactionfees-btc-trx-90,median_transaction_fee-btc-trx-90,marketcap-btc-trx-90,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-30,top100cap-btc-trx-90,price-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2016-05-18,0.351,7.5533059720382e+33,0.287,1.231,1.26,1.282,1.245,1.356,-0.341,1234629281,0.098,0.009,0.294,0.152,0.183,6683,9162.0,20984209,-1.064,141.622,1.289,1.544,0.596,0.228,-0.022,0.154,449.494,448.097,744.823,571.996
2016-05-19,0.367,7.6488085445181e+33,0.283,1.219,1.254,1.28,1.235,1.35,-0.341,1223760431,0.098,0.009,0.293,0.152,0.182,6637,9148.0,20923192,-0.97,141.119,1.296,1.547,0.598,0.232,-0.023,0.154,441.529,450.845,748.164,574.509
2016-05-20,0.377,7.7091718051816e+33,0.279,1.211,1.248,1.278,1.232,1.347,-0.341,1212720537,0.098,0.009,0.292,0.152,0.182,6594,9152.0,20938928,-0.894,140.343,1.299,1.547,0.598,0.235,-0.023,0.153,442.068,472.112,753.295,573.871
2016-05-21,0.383,7.4423913361296e+33,0.274,1.204,1.249,1.277,1.23,1.343,-0.34,1199322025,0.099,0.009,0.291,0.152,0.181,6535,9159.0,20972817,-0.871,139.166,1.302,1.548,0.599,0.24,-0.023,0.153,441.268,496.908,747.682,574.592
2016-05-22,0.385,1.0141668266087e+34,0.274,1.197,1.248,1.276,1.23,1.341,-0.34,1184472647,0.099,0.009,0.291,0.152,0.18,6484,9173.0,21034230,-0.885,138.086,1.297,1.55,0.6,0.234,-0.024,0.152,441.669,522.366,681.946,577.708
2016-05-23,0.383,1.6407028346396e+34,0.283,1.186,1.244,1.273,1.222,1.336,-0.34,1174833922,0.099,0.009,0.29,0.152,0.18,6454,9184.0,21087113,-0.892,137.514,1.295,1.55,0.6,0.225,-0.024,0.151,445.089,533.135,649.939,580.948
2016-05-24,0.379,1.6093439679344e+34,0.291,1.174,1.24,1.272,1.215,1.331,-0.34,1167898127,0.099,0.009,0.29,0.152,0.179,6427,9192.0,21124500,-0.878,136.956,1.295,1.55,0.601,0.22,-0.025,0.151,448.097,535.416,588.926,582.629
2016-05-25,0.377,1.4005518570943e+34,0.295,1.179,1.236,1.268,1.211,1.327,-0.34,1167901301,0.1,0.009,0.289,0.152,0.178,6427,9192.0,21124651,-0.777,136.434,1.301,1.552,0.602,0.223,-0.025,0.15,450.845,532.201,652.469,584.169
2016-05-26,0.378,1.338036706517e+34,0.297,1.172,1.223,1.267,1.206,1.323,-0.339,1168822091,0.1,0.0086190476190476,0.289,0.152,0.178,6432,9194.0,21133117,-0.553,136.053,1.306,1.553,0.603,0.229,-0.026,0.15,472.112,534.594,669.287,580.74
2016-05-27,0.378,1.3099461599833e+34,0.296,1.176,1.226,1.265,1.21,1.322,-0.339,1177713957,0.101,0.0082380952380952,0.289,0.152,0.177,6466,9210.0,21205554,-0.177,136.533,1.317,1.559,0.608,0.245,-0.026,0.149,496.908,551.979,640.632,575.66
2016-05-28,0.377,1.131995455926e+34,0.294,1.175,1.222,1.265,1.208,1.318,-0.339,1156063789,0.101,0.0078571428571428,0.289,0.154,0.177,6398,9027.0,20371024,0.298,135.217,1.32,1.56,0.608,0.26,-0.026,0.149,522.366,571.159,637.878,578.283
2016-05-29,0.374,1.0972716525804e+34,0.292,1.188,1.22,1.265,1.215,1.318,-0.338,1121237412,0.102,0.0074761904761904,0.29,0.155,0.176,6305,8785.0,19292716,0.741,133.105,1.316,1.558,0.607,0.269,-0.026,0.148,533.135,573.875,647.563,574.184
2016-05-30,0.369,1.1001911082219e+34,0.288,1.204,1.227,1.265,1.231,1.321,-0.338,1079706607,0.102,0.007095238095238,0.291,0.157,0.176,6176,8473.0,17946069,1.022,131.352,1.315,1.557,0.606,0.278,-0.027,0.148,535.416,580.536,633.786,572.17
2016-05-31,0.363,1.0905512496648e+34,0.284,1.21,1.224,1.263,1.23,1.319,-0.337,1066032292,0.102,0.0067142857142857,0.292,0.159,0.176,6145,8450.0,17848651,1.213,129.873,1.307,1.545,0.597,0.289,-0.027,0.148,532.201,579.599,651.127,574.891
2016-06-01,0.355,1.1659994402901e+34,0.276,1.228,1.232,1.266,1.25,1.324,-0.336,1060919655,0.102,0.0063333333333333,0.293,0.161,0.176,6130,8450.0,17851908,1.283,128.923,1.306,1.544,0.596,0.298,-0.027,0.149,534.594,574.524,674.251,576.744
2016-06-02,0.345,1.1736397667847e+34,0.269,1.242,1.234,1.265,1.251,1.323,-0.336,1038083993,0.103,0.0059523809523809,0.295,0.164,0.177,6023,8235.0,16953873,1.274,128.158,1.31,1.546,0.598,0.309,-0.027,0.149,551.979,574.28,683.826,574.462
2016-06-03,0.334,1.1746902771142e+34,0.262,1.259,1.238,1.267,1.263,1.325,-0.334,960928609,0.103,0.0055714285714285,0.296,0.167,0.177,5701,5812.0,8445560,1.173,124.938,1.309,1.545,0.597,0.318,-0.027,0.15,571.159,573.047,673.449,573.069
2016-06-04,0.322,1.1892953180292e+34,0.254,1.265,1.239,1.267,1.264,1.324,-0.333,959961582,0.103,0.0051904761904761,0.298,0.17,0.178,5693,5818.0,8461257,1.007,124.942,1.315,1.545,0.597,0.325,-0.027,0.15,573.875,579.549,668.624,573.174
2016-06-05,0.308,1.1894747330526e+34,0.246,1.3,1.253,1.273,1.294,1.333,-0.332,956581879,0.104,0.0048095238095238,0.3,0.173,0.179,5682,5815.0,8454514,0.861,124.846,1.312,1.546,0.598,0.321,-0.027,0.151,580.536,638.456,669.77,579.773
2016-06-06,0.294,1.394377043225e+34,0.244,1.327,1.26,1.272,1.307,1.337,-0.33,957110892,0.104,0.0044285714285714,0.302,0.176,0.181,5686,5813.0,8449009,0.716,125.0,1.312,1.546,0.597,0.311,-0.027,0.153,579.599,686.885,670.711,604.208
2016-06-07,0.28,1.4016338083975e+34,0.242,1.348,1.261,1.273,1.313,1.338,-0.329,959461542,0.104,0.004047619047619,0.304,0.179,0.182,5696,5808.0,8433382,0.587,125.247,1.314,1.546,0.598,0.302,-0.027,0.154,574.524,685.852,640.923,605.63
2016-06-08,0.262,1.3411113539072e+34,0.24,1.37,1.268,1.275,1.322,1.341,-0.327,960087331,0.105,0.0036666666666666,0.305,0.182,0.184,5691,5810.0,8438058,0.458,125.654,1.318,1.545,0.597,0.291,-0.027,0.156,574.28,682.671,644.648,606.793
2016-06-09,0.241,1.3830650856162e+34,0.239,1.401,1.278,1.278,1.338,1.346,-0.325,961007326,0.105,0.0032857142857142,0.307,0.186,0.185,5690,5810.0,8439696,0.336,126.159,1.321,1.544,0.596,0.277,-0.026,0.158,573.047,734.99,649.595,610.021
2016-06-10,0.218,1.3829963913872e+34,0.238,1.412,1.289,1.279,1.344,1.348,-0.323,965570756,0.106,0.0029047619047619,0.309,0.189,0.187,5704,5805.0,8423758,0.256,126.884,1.327,1.542,0.594,0.264,-0.026,0.159,579.549,744.823,645.327,621.285
2016-06-11,0.196,1.3447836678033e+34,0.237,1.438,1.3,1.282,1.357,1.352,-0.32,968778042,0.106,0.0025238095238095,0.311,0.193,0.189,5712,5800.0,8410043,0.177,127.531,1.328,1.541,0.594,0.247,-0.026,0.161,638.456,748.164,646.33,622.603
2016-06-12,0.174,1.3536109639434e+34,0.236,1.458,1.313,1.284,1.372,1.357,-0.318,976353222,0.107,0.0021428571428571,0.313,0.197,0.192,5749,5830.0,8497330,0.251,127.916,1.332,1.54,0.593,0.231,-0.026,0.164,686.885,753.295,653.631,623.902
2016-06-13,0.153,1.3552936440476e+34,0.236,1.488,1.336,1.29,1.405,1.369,-0.315,980315746,0.108,0.0017619047619047,0.316,0.201,0.194,5759,5839.0,8524919,0.375,128.585,1.338,1.54,0.593,0.218,-0.026,0.166,685.852,747.682,659.574,620.306
2016-06-14,0.134,1.359453421161e+34,0.235,1.513,1.35,1.293,1.415,1.373,-0.312,934531661,0.109,0.0013809523809523,0.319,0.206,0.197,5540,3907.0,3816650,0.481,128.281,1.346,1.547,0.598,0.219,-0.025,0.169,682.671,681.946,655.688,607.225
2016-06-15,0.116,1.3339575401995e+34,0.232,1.542,1.373,1.3,1.45,1.386,-0.309,913109989,0.11,0.001,0.324,0.212,0.201,5430,3215.0,2584522,0.55,128.471,1.356,1.556,0.605,0.232,-0.025,0.173,734.99,649.939,658.89,609.126
2016-06-16,0.099,1.3475101503429e+34,0.229,1.584,1.398,1.307,1.476,1.396,-0.305,908611213,0.112,0.001,0.329,0.22,0.204,5399,3068.0,2352910,0.656,129.39,1.366,1.565,0.612,0.255,-0.025,0.176,744.823,588.926,660.703,610.447
2016-06-17,0.084,1.3274366006198e+34,0.226,1.621,1.419,1.315,1.506,1.408,-0.301,917417947,0.114,0.001,0.335,0.229,0.209,5433,3120.0,2433524,0.798,130.387,1.378,1.57,0.616,0.285,-0.025,0.18,748.164,652.469,667.464,609.706
2016-06-18,0.071,1.2260721014586e+34,0.223,1.68,1.454,1.324,1.546,1.424,-0.297,925130184,0.115,0.001,0.342,0.239,0.213,5471,3135.0,2456941,0.923,131.015,1.387,1.569,0.616,0.312,-0.025,0.185,753.295,669.287,675.134,608.348
2016-06-19,0.059,1.4870776563605e+34,0.224,1.695,1.479,1.332,1.571,1.435,-0.292,930445026,0.117,0.001,0.35,0.25,0.218,5501,3138.0,2461781,1.006,131.363,1.39,1.568,0.615,0.331,-0.024,0.19,747.682,640.632,668.951,607.443
2016-06-20,0.048,1.5606918734323e+34,0.229,1.722,1.501,1.338,1.59,1.444,-0.287,938536084,0.118,0.002,0.358,0.263,0.223,5539,3172.0,2515308,1.096,132.323,1.398,1.57,0.616,0.35,-0.024,0.195,681.946,637.878,667.413,607.971
2016-06-21,0.051,1.4756894482963e+34,0.234,1.741,1.515,1.342,1.594,1.449,-0.283,947849484,0.12,0.002,0.367,0.276,0.229,5575,3202.0,2562490,1.178,133.4,1.409,1.573,0.619,0.374,-0.024,0.2,649.939,647.563,662.495,609.926
2016-06-22,0.067,1.0863301235751e+34,0.236,1.741,1.527,1.344,1.586,1.45,-0.278,954586594,0.121,0.002,0.376,0.289,0.234,5602,3224.0,2598210,1.231,134.608,1.424,1.585,0.628,0.407,-0.024,0.205,588.926,633.786,659.521,608.701
2016-06-23,0.09,1.0833433242511e+34,0.237,1.735,1.539,1.347,1.579,1.45,-0.273,963268875,0.122,0.002,0.385,0.303,0.239,5631,3252.0,2643720,1.27,135.387,1.437,1.587,0.63,0.441,-0.023,0.21,652.469,651.127,653.666,597.916
2016-06-24,0.116,1.0893108028589e+34,0.234,1.746,1.554,1.35,1.58,1.453,-0.268,974267580,0.123,0.002,0.394,0.317,0.244,5673,3260.0,2656217,1.292,136.7,1.452,1.592,0.634,0.48,-0.023,0.215,669.287,674.251,656.306,597.849
2016-06-25,0.143,1.0935844413552e+34,0.232,1.762,1.575,1.356,1.592,1.46,-0.263,978877294,0.125,0.002,0.403,0.331,0.249,5700,3264.0,2662669,1.273,137.441,1.459,1.588,0.63,0.506,-0.023,0.22,640.632,683.826,656.119,599.46
2016-06-26,0.168,1.0531956869828e+34,0.231,1.756,1.583,1.356,1.586,1.461,-0.258,980343120,0.126,0.002,0.412,0.344,0.254,5721,3257.0,2652089,1.203,137.652,1.463,1.586,0.629,0.521,-0.023,0.225,637.878,673.449,651.943,603.368
2016-06-27,0.191,1.0661979192838e+34,0.23,1.731,1.595,1.36,1.583,1.463,-0.253,984200830,0.126,0.002,0.421,0.358,0.259,5742,3250.0,2640146,1.1,138.067,1.465,1.586,0.629,0.531,-0.022,0.23,647.563,668.624,652.979,602.605
2016-06-28,0.21,1.0774566098728e+34,0.23,1.732,1.604,1.364,1.583,1.465,-0.249,986989838,0.127,0.001,0.43,0.371,0.264,5759,3233.0,2612416,0.954,138.492,1.469,1.586,0.629,0.534,-0.022,0.234,633.786,669.77,654.826,604.645
2016-06-29,0.226,1.0095427809908e+34,0.229,1.707,1.608,1.369,1.583,1.468,-0.244,988932018,0.128,0.001,0.438,0.384,0.268,5772,3220.0,2591818,0.783,139.151,1.471,1.586,0.629,0.533,-0.022,0.239,651.127,670.711,655.218,605.886
2016-06-30,0.238,1.0299099065246e+34,0.229,1.686,1.62,1.37,1.582,1.47,-0.239,991708917,0.129,0.001,0.446,0.396,0.273,5790,3204.0,2566469,0.613,139.948,1.474,1.586,0.629,0.53,-0.022,0.244,674.251,640.923,655.252,604.801
2016-07-01,0.247,1.0180155996397e+34,0.232,1.656,1.619,1.374,1.579,1.471,-0.234,996431628,0.13,0.001,0.454,0.408,0.277,5820,3187.0,2539537,0.482,140.78,1.475,1.586,0.629,0.52,-0.022,0.248,683.826,644.648,636.085,604.65
2016-07-02,0.252,1.0139370909743e+34,0.233,1.628,1.634,1.379,1.588,1.477,-0.229,1001379751,0.131,0.001,0.461,0.42,0.282,5861,3171.0,2513051,0.405,141.697,1.477,1.585,0.628,0.504,-0.021,0.253,673.449,649.595,620.444,604.894
2016-07-03,0.254,9.8716601301424e+33,0.235,1.608,1.642,1.383,1.592,1.481,-0.224,1003344379,0.132,0.001,0.468,0.431,0.286,5887,3156.0,2490111,0.338,142.01,1.478,1.585,0.628,0.479,-0.021,0.257,668.624,645.327,595.245,611.559
2016-07-04,0.253,9.1017280540696e+33,0.237,1.59,1.653,1.387,1.593,1.484,-0.219,1009366818,0.133,0.001,0.475,0.442,0.291,5929,3174.0,2518948,0.334,142.882,1.48,1.584,0.627,0.451,-0.021,0.261,669.77,646.33,552.184,610.758
2016-07-05,0.255,8.9387967252112e+33,0.237,1.592,1.652,1.391,1.6,1.488,-0.214,1012962758,0.133,0.001,0.481,0.452,0.295,5949,3163.0,2501401,0.307,143.453,1.481,1.584,0.627,0.424,-0.021,0.266,670.711,653.631,572.822,610.721
2016-07-06,0.258,8.2290892562876e+33,0.236,1.595,1.652,1.394,1.595,1.489,-0.21,1014662007,0.134,0.001,0.487,0.462,0.299,5960,3161.0,2498635,0.267,143.952,1.484,1.583,0.627,0.398,-0.02,0.27,640.923,659.574,573.026,609.337
2016-07-07,0.26,8.1741567776694e+33,0.235,1.597,1.655,1.396,1.588,1.489,-0.205,1021957130,0.135,0.001,0.493,0.471,0.303,5995,3202.0,2563012,0.293,144.453,1.489,1.582,0.626,0.374,-0.02,0.274,644.648,655.688,575.443,610.478
2016-07-08,0.261,7.9489947031796e+33,0.232,1.596,1.659,1.399,1.587,1.491,-0.2,1025958509,0.136,0.001,0.498,0.48,0.307,6020,3198.0,2556962,0.308,145.401,1.496,1.577,0.622,0.35,-0.02,0.278,649.595,658.89,589.396,611.072
2016-07-09,0.261,7.9931615778941e+33,0.229,1.564,1.651,1.4,1.57,1.487,-0.196,1028847124,0.137,0.001,0.503,0.488,0.311,6043,3184.0,2534969,0.301,145.827,1.504,1.57,0.616,0.326,-0.02,0.282,645.327,660.703,589.032,613.763
2016-07-10,0.259,8.3190900258384e+33,0.228,1.512,1.629,1.395,1.519,1.472,-0.192,1029273697,0.138,0.001,0.507,0.496,0.315,6058,3171.0,2514439,0.259,145.827,1.511,1.572,0.618,0.31,-0.02,0.285,646.33,667.464,586.113,617.237
2016-07-11,0.256,8.2818696663235e+33,0.227,1.457,1.604,1.389,1.47,1.456,-0.188,1029488112,0.139,0.001,0.511,0.503,0.318,6062,3173.0,2517316,0.215,146.62,1.531,1.607,0.645,0.321,-0.019,0.289,653.631,675.134,589.594,616.581
2016-07-12,0.252,8.2114769085843e+33,0.225,1.4,1.576,1.383,1.426,1.441,-0.185,1030256846,0.14,0.001,0.515,0.51,0.322,6071,3178.0,2525107,0.182,146.918,1.55,1.625,0.66,0.348,-0.019,0.292,659.574,668.951,592.19,616.296
2016-07-13,0.246,8.2199090929699e+33,0.222,1.339,1.538,1.377,1.382,1.426,-0.183,1031692492,0.14,0.001,0.518,0.516,0.325,6087,3180.0,2528263,0.157,147.634,1.573,1.658,0.687,0.394,-0.019,0.295,655.688,667.413,586.987,631.621
2016-07-14,0.239,8.6553752497262e+33,0.215,1.288,1.515,1.374,1.347,1.413,-0.181,1031090086,0.141,0.001,0.52,0.522,0.328,6071,3162.0,2500058,0.118,148.107,1.594,1.69,0.714,0.454,-0.019,0.298,658.89,662.495,586.74,637.312
2016-07-15,0.231,8.3146977716506e+33,0.207,1.237,1.477,1.37,1.313,1.4,-0.179,1035406916,0.142,0.001,0.523,0.527,0.331,6105,3271.0,2675449,0.209,149.321,1.618,1.717,0.737,0.526,-0.018,0.301,660.703,659.521,576.272,635.764
2016-07-16,0.222,8.5870552960788e+33,0.2,1.173,1.442,1.365,1.281,1.387,-0.178,1035463598,0.144,0.001,0.525,0.532,0.333,6119,3278.0,2686229,0.27,149.895,1.637,1.719,0.739,0.593,-0.018,0.304,667.464,653.666,569.003,636.521
2016-07-17,0.212,8.6930293903141e+33,0.196,1.11,1.404,1.361,1.249,1.374,-0.177,1037590676,0.145,0.001,0.527,0.537,0.336,6123,3286.0,2699333,0.339,150.221,1.649,1.728,0.747,0.655,-0.018,0.307,675.134,656.306,571.996,639.211
2016-07-18,0.202,8.2848891625586e+33,0.193,1.053,1.36,1.356,1.22,1.362,-0.177,1037964691,0.146,0.001,0.529,0.541,0.339,6121,3285.0,2697109,0.371,151.277,1.671,1.751,0.767,0.722,-0.018,0.309,668.951,656.119,574.509,639.793
2016-07-19,0.192,7.1050176795817e+33,0.188,0.985,1.32,1.349,1.19,1.348,-0.177,1038168523,0.147,0.001,0.531,0.545,0.341,6115,3271.0,2674455,0.4,152.432,1.701,1.798,0.808,0.803,-0.017,0.312,667.413,651.943,573.871,638.715
2016-07-20,0.182,6.4500482156289e+33,0.183,0.938,1.287,1.346,1.168,1.337,-0.177,1036657070,0.148,0.001,0.533,0.549,0.343,6079,3146.0,2474463,0.412,153.291,1.725,1.825,0.833,0.885,-0.017,0.314,662.495,652.979,574.592,637.034
2016-07-21,0.172,6.6554315091834e+33,0.177,0.888,1.258,1.34,1.144,1.325,-0.177,1035401021,0.149,0.001,0.535,0.552,0.346,6029,2959.0,2188366,0.393,154.373,1.751,1.859,0.864,0.97,-0.017,0.316,659.521,654.826,577.708,632.653
2016-07-22,0.162,6.8715173363789e+33,0.168,0.831,1.235,1.335,1.12,1.313,-0.178,1036824440,0.15,0.001,0.536,0.556,0.348,6018,2932.0,2149205,0.372,155.969,1.784,1.904,0.906,1.062,-0.017,0.319,653.666,655.218,580.948,628.962
2016-07-23,0.152,7.7806841686196e+33,0.157,0.796,1.213,1.331,1.102,1.303,-0.179,1036426777,0.152,0.001,0.538,0.559,0.35,6025,2930.0,2146201,0.312,157.19,1.812,1.931,0.933,1.15,-0.016,0.321,656.306,655.252,582.629,631.236
2016-07-24,0.142,7.566975280301e+33,0.144,0.795,1.186,1.325,1.08,1.291,-0.18,1034867829,0.153,0.001,0.539,0.563,0.351,6035,2932.0,2148908,0.246,157.965,1.833,1.95,0.951,1.229,-0.016,0.322,656.119,636.085,584.169,641.524
2016-07-25,0.133,7.9676338361943e+33,0.131,0.797,1.153,1.317,1.062,1.28,-0.181,1030686107,0.148,0.001,0.54,0.566,0.353,6037,2930.0,2145732,0.134,158.857,1.787,1.486,0.552,1.312,-0.016,0.324,651.943,620.444,580.74,653.664
2016-07-26,0.124,8.5340869988252e+33,0.116,0.798,1.13,1.313,1.045,1.269,-0.183,1031383656,0.149,0.001,0.542,0.569,0.354,6054,2918.0,2128240,0.032,160.077,1.818,1.568,0.615,1.397,-0.016,0.326,652.979,595.245,575.66,650.557
2016-07-27,0.115,9.2922128549676e+33,0.101,0.803,1.105,1.307,1.029,1.259,-0.185,1032650746,0.15,0.001,0.543,0.573,0.356,6078,2912.0,2120649,-0.035,161.501,1.851,1.662,0.69,1.486,-0.015,0.327,654.826,552.184,578.283,654.64
2016-07-28,0.107,9.6449236829752e+33,0.086,0.802,1.08,1.301,1.017,1.25,-0.186,1034018834,0.151,0.001,0.544,0.576,0.357,6107,2894.0,2093746,-0.08,162.946,1.882,1.719,0.739,1.57,-0.015,0.328,655.218,572.822,574.184,665.07
2016-07-29,0.099,9.6615073468855e+33,0.073,0.801,1.055,1.297,1.004,1.24,-0.188,1035990886,0.153,0.001,0.545,0.579,0.358,6130,2858.0,2042703,-0.136,164.803,1.912,1.757,0.772,1.641,-0.015,0.329,655.252,573.026,572.17,682.275
2016-07-30,0.091,9.6716358662292e+33,0.061,0.794,1.027,1.29,0.985,1.229,-0.191,1033402358,0.154,0.001,0.547,0.583,0.359,6150,2835.0,2009552,-0.193,166.515,1.949,1.809,0.818,1.709,-0.015,0.33,636.085,575.443,574.891,685.356
2016-07-31,0.084,7.8290572697756e+33,0.05,0.801,1.004,1.285,0.978,1.221,-0.193,1031291745,0.156,0.001,0.548,0.587,0.36,6164,2822.0,1991512,-0.249,167.455,1.977,1.835,0.842,1.761,-0.014,0.331,620.444,589.396,576.744,705.335
2016-08-01,0.077,7.9559534516209e+33,0.041,0.8,0.973,1.281,0.966,1.211,-0.196,1029405133,0.157,0.001,0.55,0.591,0.36,6169,2811.0,1974966,-0.349,168.294,2.005,1.862,0.866,1.801,-0.014,0.332,595.245,589.032,574.462,704.786
2016-08-02,0.068,8.9642539355419e+33,0.038,0.796,0.942,1.274,0.949,1.2,-0.198,1036158280,0.158,0.001,0.551,0.595,0.36,6213,2823.0,1992815,-0.347,169.732,2.038,1.901,0.904,1.835,-0.014,0.332,552.184,586.113,573.069,698.831
2016-08-03,0.048,8.8550827058828e+33,0.036,0.789,0.913,1.268,0.936,1.191,-0.201,1035697408,0.159,0.001,0.552,0.599,0.36,6230,2794.0,1950932,-0.369,170.714,2.064,1.916,0.918,1.854,-0.014,0.332,572.822,589.594,573.174,720.121
2016-08-04,0.02,9.0094737859626e+33,0.036,0.784,0.881,1.262,0.923,1.18,-0.204,1039066652,0.16,0.001,0.553,0.602,0.36,6262,2780.0,1932030,-0.347,171.63,2.091,1.929,0.93,1.862,-0.013,0.332,573.026,592.19,579.773,724.827
2016-08-05,-0.01,9.5002498946217e+33,0.038,0.783,0.856,1.256,0.912,1.171,-0.207,1040694634,0.161,0.001,0.553,0.605,0.359,6279,2750.0,1891295,-0.354,172.364,2.118,1.934,0.935,1.857,-0.013,0.332,575.443,586.987,604.208,724.099
2016-08-06,-0.04,1.1352245374915e+34,0.044,0.775,0.83,1.249,0.899,1.161,-0.21,1039367525,0.162,0.001,0.553,0.607,0.358,6285,2732.0,1865937,-0.423,173.076,2.14,1.92,0.921,1.835,-0.013,0.331,589.396,586.74,605.63,698.792
2016-08-07,-0.069,1.135201457495e+34,0.049,0.773,0.802,1.243,0.889,1.152,-0.213,1037219080,0.164,0.001,0.553,0.609,0.357,6302,2699.0,1821672,-0.485,173.93,2.169,1.923,0.925,1.808,-0.013,0.33,589.032,576.272,606.793,702.682
2016-08-08,-0.096,1.1357464368462e+34,0.052,0.772,0.784,1.238,0.882,1.144,-0.216,1034547539,0.165,0.001,0.553,0.611,0.356,6311,2674.0,1787984,-0.567,174.436,2.205,1.972,0.972,1.788,-0.013,0.329,586.113,569.003,610.021,708.671
2016-08-09,-0.12,1.0714516640906e+34,0.054,0.761,0.779,1.233,0.867,1.133,-0.22,1033264064,0.166,0.001,0.553,0.613,0.355,6320,2660.0,1768399,-0.631,175.166,2.241,2.025,1.025,1.775,-0.013,0.328,589.594,571.996,621.285,703.872
2016-08-10,-0.141,1.0640860455951e+34,0.053,0.761,0.78,1.228,0.862,1.125,-0.223,1032860407,0.167,0.001,0.552,0.615,0.353,6328,2642.0,1745685,-0.695,175.46,2.269,2.043,1.044,1.758,-0.012,0.326,592.19,574.509,622.603,705.761
2016-08-11,-0.157,1.0946104925609e+34,0.051,0.761,0.782,1.224,0.861,1.119,-0.227,1030038224,0.168,0.001,0.552,0.616,0.351,6330,2638.0,1740270,-0.755,175.726,2.3,2.067,1.068,1.741,-0.012,0.325,586.987,573.871,623.902,724.306
2016-08-12,-0.171,1.0984586670541e+34,0.049,0.756,0.782,1.219,0.853,1.111,-0.23,1030609493,0.169,0.001,0.551,0.618,0.349,6339,2615.0,1709850,-0.822,176.831,2.326,2.076,1.077,1.716,-0.012,0.323,586.74,574.592,620.306,714.235
2016-08-13,-0.181,1.1388754118905e+34,0.049,0.758,0.779,1.214,0.847,1.103,-0.234,1027949630,0.17,0.001,0.55,0.619,0.347,6349,2595.0,1684033,-0.863,177.685,2.345,2.069,1.07,1.679,-0.012,0.321,576.272,577.708,607.225,714.44
2016-08-14,-0.188,1.131393533307e+34,0.051,0.75,0.777,1.209,0.841,1.095,-0.237,1022379834,0.171,0.001,0.548,0.621,0.345,6347,2599.0,1688820,-0.906,178.008,2.359,2.068,1.069,1.632,-0.012,0.319,569.003,580.948,609.126,708.542
2016-08-15,-0.191,1.1465703107329e+34,0.055,0.74,0.771,1.204,0.829,1.085,-0.241,1020220455,0.172,0.001,0.547,0.621,0.343,6355,2589.0,1675453,-0.915,178.642,2.381,2.078,1.08,1.584,-0.012,0.317,571.996,582.629,610.447,696.136
2016-08-16,-0.174,1.0936844062099998e+34,0.056,0.739,0.768,1.197,0.82,1.077,-0.245,1021763174,0.172,0.001,0.545,0.622,0.341,6376,2554.0,1630124,-0.884,179.359,2.417,2.126,1.13,1.547,-0.012,0.315,574.509,584.169,609.706,701.676
2016-08-17,-0.145,1.1071024894011e+34,0.055,0.733,0.764,1.193,0.81,1.068,-0.248,1020147692,0.173,0.001,0.543,0.623,0.338,6372,2563.0,1642156,-0.878,179.771,2.447,2.169,1.176,1.519,-0.012,0.312,573.871,580.74,608.348,709.94
2016-08-18,-0.11,1.1075056138153e+34,0.054,0.736,0.764,1.188,0.807,1.061,-0.252,1023055830,0.174,0.001,0.541,0.623,0.335,6384,2538.0,1609978,-0.858,180.405,2.475,2.176,1.184,1.488,-0.012,0.31,574.592,575.66,607.443,721.652
2016-08-19,-0.071,1.1495534854254e+34,0.054,0.732,0.76,1.182,0.801,1.053,-0.256,1026441702,0.175,0.001,0.538,0.623,0.332,6405,2477.0,1533575,-0.83,181.525,2.502,2.192,1.201,1.458,-0.012,0.307,577.708,578.283,607.971,742.568
2016-08-20,-0.031,1.2890546289959e+34,0.058,0.73,0.756,1.176,0.793,1.045,-0.26,1030784217,0.175,0.001,0.536,0.623,0.33,6430,2408.0,1449687,-0.784,182.11,2.526,2.17,1.177,1.417,-0.012,0.304,580.948,574.184,609.926,742.522
2016-08-21,0.006,1.4051614638592e+34,0.064,0.727,0.753,1.172,0.787,1.038,-0.263,1028993979,0.176,0.001,0.533,0.623,0.327,6429,2409.0,1450980,-0.791,182.26,2.539,2.151,1.157,1.363,-0.012,0.302,582.629,572.17,608.701,747.646
2016-08-22,0.041,1.4427428055601e+34,0.073,0.72,0.748,1.167,0.78,1.03,-0.267,1030257282,0.177,0.001,0.53,0.622,0.324,6435,2393.0,1431906,-0.797,182.887,2.557,2.147,1.152,1.306,-0.012,0.299,584.169,574.891,597.916,740.325
2016-08-23,0.072,1.4215676968265e+34,0.082,0.721,0.745,1.161,0.773,1.022,-0.271,1027651741,0.177,0.001,0.526,0.621,0.321,6425,2408.0,1449600,-0.799,183.437,2.578,2.149,1.155,1.252,-0.012,0.296,580.74,576.744,597.849,734.423
