Date,difficulty-btc-trx-14,hashrate-btc-var-30,hashrate-btc-trx-30,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,transactionfees-btc-sma-90,transactionfees-btc-var-30,transactionfees-btc-trx-90,median_transaction_fee-btc-trx-90,marketcap-btc-trx-90,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-30,top100cap-btc-trx-90,price-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-04-01,1.93,9.2668416192271e+25,1.373,6279.0,5449.0,3913.0,5603.0,4403.0,0.091,50015639,0.031,0.001,1.218,1.11,1.097,1039,1697.0,719749,3.688,26.683,1.237,0.956,0.229,0.05,-0.057,1.025,107.749,163.561,124.662,89.829
2013-04-02,1.948,9.6441421949099e+25,1.406,6503.0,5582.0,3977.0,5757.0,4482.0,0.104,52609580,0.032,0.001,1.251,1.139,1.129,1081,1835.0,841849,3.769,27.577,1.243,0.953,0.227,0.038,-0.056,1.057,120.003,195.397,111.049,85.608
2013-04-03,1.943,1.004435415887e+26,1.435,6645.0,5743.0,4050.0,5957.0,4578.0,0.117,55179282,0.034,0.001,1.288,1.17,1.163,1125,1965.0,964945,3.964,28.497,1.25,0.953,0.227,0.036,-0.056,1.09,123.562,178.5,102.694,83.204
2013-04-04,1.917,9.7331859112988e+25,1.456,6794.0,5910.0,4122.0,6139.0,4670.0,0.132,57367531,0.035,0.001,1.328,1.203,1.2,1165,2068.0,1069102,4.155,29.741,1.261,0.963,0.232,0.049,-0.055,1.126,128.664,115.0,105.04,81.424
2013-04-05,1.888,9.1452961351038e+25,1.468,7008.0,6087.0,4210.0,6385.0,4786.0,0.147,59595584,0.036,0.001,1.37,1.237,1.238,1205,2170.0,1177635,4.321,30.977,1.267,0.96,0.23,0.063,-0.054,1.164,134.114,92.446,113.464,78.461
2013-04-06,1.885,8.8743237956317e+25,1.479,7170.0,6217.0,4283.0,6548.0,4877.0,0.163,61196359,0.037,0.001,1.411,1.274,1.278,1239,2215.0,1226309,4.329,31.783,1.267,0.96,0.23,0.068,-0.053,1.203,142.08,98.435,113.005,73.017
2013-04-07,1.89,8.7489647255807e+25,1.489,7477.0,6370.0,4360.0,6733.0,4977.0,0.179,62405013,0.038,0.001,1.452,1.312,1.321,1261,2223.0,1235699,4.11,32.319,1.272,0.956,0.229,0.072,-0.052,1.245,163.561,91.849,110.375,66.0
2013-04-08,1.894,8.5950357350694e+25,1.498,7854.0,6535.0,4453.0,6952.0,5090.0,0.196,64431646,0.04,0.001,1.494,1.352,1.366,1297,2296.0,1317457,3.945,33.565,1.274,0.954,0.228,0.073,-0.051,1.289,195.397,87.108,109.595,69.751
2013-04-09,1.891,8.743302209472e+25,1.506,8419.0,6805.0,4578.0,7365.0,5272.0,0.215,67789645,0.041,0.001,1.538,1.397,1.416,1359,2499.0,1560757,4.021,35.483,1.275,0.953,0.227,0.07,-0.051,1.338,178.5,75.043,108.42,73.549
2013-04-10,1.877,9.2225490332046e+25,1.518,8884.0,7054.0,4689.0,7683.0,5426.0,0.235,72404772,0.043,0.001,1.585,1.445,1.468,1445,2864.0,2050656,4.419,39.108,1.246,0.756,0.143,0.069,-0.05,1.389,115.0,77.734,110.54,72.494
2013-04-11,1.851,7.7777020507993e+25,1.527,8860.0,7116.0,4746.0,7645.0,5463.0,0.254,74349257,0.044,0.001,1.629,1.49,1.518,1486,2905.0,2109843,4.531,40.236,1.247,0.757,0.143,0.075,-0.049,1.438,92.446,94.679,112.503,75.989
2013-04-12,1.814,6.6394907371765e+25,1.533,8853.0,7160.0,4791.0,7562.0,5483.0,0.273,75753638,0.045,0.001,1.67,1.531,1.564,1514,2907.0,2112289,4.336,41.177,1.248,0.757,0.143,0.079,-0.048,1.484,98.435,106.7,111.738,81.5
2013-04-13,1.767,6.0112371171297e+25,1.533,8852.0,7215.0,4839.0,7500.0,5507.0,0.291,76726062,0.045,0.001,1.706,1.568,1.606,1538,2900.0,2102569,3.934,41.856,1.246,0.76,0.144,0.075,-0.047,1.526,91.849,114.48,112.241,84.999
2013-04-14,1.71,5.4993772993164e+25,1.529,8767.0,7258.0,4877.0,7389.0,5513.0,0.307,77237603,0.046,0.001,1.738,1.602,1.644,1549,2889.0,2087001,3.347,42.28,1.251,0.756,0.143,0.074,-0.046,1.564,87.108,114.295,108.635,88.095
2013-04-15,1.646,4.7655136107145e+25,1.52,8670.0,7296.0,4921.0,7291.0,5521.0,0.323,77785369,0.047,0.001,1.769,1.633,1.679,1560,2883.0,2078022,2.708,42.878,1.259,0.764,0.146,0.084,-0.045,1.598,75.043,113.535,104.575,88.156
2013-04-16,1.576,4.7633693686032e+25,1.511,8452.0,7295.0,4949.0,7139.0,5508.0,0.338,78822824,0.048,0.001,1.795,1.659,1.708,1576,2877.0,2069327,2.098,43.324,1.258,0.764,0.146,0.089,-0.044,1.627,77.734,120.78,107.0,89.295
2013-04-17,1.516,4.7107045525407e+25,1.501,8177.0,7308.0,4983.0,7001.0,5497.0,0.351,79929025,0.049,0.001,1.818,1.681,1.733,1596,2874.0,2064635,1.565,43.924,1.264,0.775,0.15,0.105,-0.043,1.653,94.679,134.8,110.492,89.925
2013-04-18,1.496,4.696952027795e+25,1.494,7899.0,7308.0,5009.0,6864.0,5483.0,0.363,85757610,0.05,0.001,1.839,1.7,1.755,1722,3582.0,3207175,1.852,44.725,1.263,0.775,0.15,0.115,-0.042,1.676,106.7,139.74,112.815,88.775
2013-04-19,1.497,3.9590823180089e+25,1.479,7630.0,7286.0,5048.0,6821.0,5499.0,0.375,87640254,0.051,0.001,1.857,1.717,1.776,1755,3587.0,3216786,1.952,45.596,1.263,0.774,0.15,0.129,-0.041,1.697,114.48,132.945,112.905,86.483
2013-04-20,1.505,3.8523574586589e+25,1.462,7485.0,7293.0,5099.0,6825.0,5530.0,0.386,88638558,0.052,0.001,1.873,1.733,1.794,1779,3581.0,3205073,1.868,46.078,1.265,0.773,0.149,0.138,-0.04,1.716,114.295,126.316,113.2,83.838
2013-04-21,1.514,4.5874192901418e+25,1.45,7285.0,7281.0,5147.0,6812.0,5553.0,0.397,89601510,0.053,0.001,1.886,1.747,1.811,1802,3573.0,3191180,1.666,46.657,1.263,0.776,0.151,0.132,-0.039,1.733,113.535,124.045,115.28,83.858
2013-04-22,1.517,4.7408501520006e+25,1.439,6995.0,7262.0,5183.0,6764.0,5565.0,0.407,91302536,0.054,0.001,1.898,1.76,1.826,1840,3591.0,3224220,1.506,47.236,1.266,0.773,0.149,0.124,-0.038,1.749,120.78,130.56,116.686,83.889
2013-04-23,1.512,5.1427258293482e+25,1.428,6545.0,7326.0,5234.0,6782.0,5597.0,0.416,92896182,0.055,0.001,1.909,1.772,1.84,1865,3596.0,3233163,1.319,47.712,1.267,0.773,0.15,0.121,-0.037,1.764,134.8,134.465,118.696,84.1
2013-04-24,1.497,5.2505517706657e+25,1.418,6200.0,7414.0,5282.0,6827.0,5638.0,0.426,95318799,0.056,0.001,1.92,1.783,1.853,1909,3630.0,3294200,1.222,48.291,1.271,0.775,0.15,0.122,-0.036,1.778,139.74,124.662,124.605,85.24
2013-04-25,1.473,4.9192429940623e+25,1.406,6303.0,7517.0,5347.0,6937.0,5702.0,0.435,97479225,0.058,0.001,1.93,1.794,1.866,1944,3637.0,3306727,1.119,49.059,1.273,0.775,0.15,0.124,-0.035,1.791,132.945,111.049,127.725,86.425
2013-04-26,1.44,4.5553375637217e+25,1.398,6367.0,7566.0,5391.0,6957.0,5736.0,0.444,98885514,0.058,0.001,1.937,1.804,1.877,1971,3628.0,3290835,0.961,49.865,1.27,0.778,0.151,0.117,-0.034,1.804,126.316,102.694,128.75,87.875
2013-04-27,1.399,4.3308688812965e+25,1.388,6355.0,7532.0,5430.0,6923.0,5751.0,0.453,99679332,0.059,0.001,1.944,1.813,1.888,1992,3614.0,3266100,0.733,50.627,1.268,0.779,0.152,0.106,-0.033,1.815,124.045,105.04,128.355,89.193
2013-04-28,1.351,4.3017188097023e+25,1.374,6497.0,7576.0,5484.0,6978.0,5796.0,0.461,100074880,0.06,0.001,1.947,1.82,1.897,2004,3602.0,3244487,0.431,51.17,1.263,0.787,0.155,0.084,-0.032,1.825,130.56,113.464,125.725,88.506
2013-04-29,1.298,4.6563127784942e+25,1.363,6597.0,7598.0,5528.0,6996.0,5828.0,0.469,100835661,0.062,0.001,1.95,1.826,1.904,2048,3640.0,3312878,0.304,51.905,1.261,0.788,0.155,0.06,-0.031,1.834,134.465,113.005,126.43,88.353
2013-04-30,1.269,4.6811109410364e+25,1.353,6701.0,7578.0,5563.0,6958.0,5841.0,0.476,101352835,0.063,0.001,1.952,1.832,1.911,2065,3640.0,3311970,0.163,52.366,1.265,0.785,0.154,0.039,-0.03,1.841,124.662,110.375,127.245,91.241
2013-05-01,1.259,4.8663597289879e+25,1.341,6797.0,7549.0,5592.0,6918.0,5852.0,0.483,102233390,0.064,0.001,1.951,1.836,1.916,2092,3632.0,3298412,0.034,53.126,1.266,0.783,0.153,0.017,-0.029,1.848,111.049,109.595,126.424,93.05
2013-05-02,1.258,4.7827610370898e+25,1.325,6830.0,7461.0,5618.0,6817.0,5841.0,0.488,102839728,0.065,0.001,1.949,1.838,1.92,2106,3619.0,3274903,-0.166,53.737,1.267,0.785,0.154,0.005,-0.028,1.852,102.694,108.42,126.909,96.0
2013-05-03,1.258,4.6084961684564e+25,1.305,6748.0,7334.0,5638.0,6702.0,5823.0,0.493,103356470,0.065,0.001,1.945,1.838,1.92,2118,3605.0,3248707,-0.415,54.306,1.261,0.774,0.15,-0.004,-0.027,1.854,105.04,110.54,124.135,95.875
2013-05-04,1.256,4.1551769136215e+25,1.284,6660.0,7230.0,5657.0,6635.0,5819.0,0.498,103547827,0.066,0.001,1.939,1.837,1.919,2125,3595.0,3230620,-0.725,54.645,1.261,0.773,0.15,-0.014,-0.026,1.853,113.464,112.503,120.333,95.495
2013-05-05,1.249,3.2784070258812e+25,1.263,6635.0,7107.0,5691.0,6611.0,5829.0,0.501,103854471,0.067,0.001,1.931,1.834,1.916,2132,3586.0,3214374,-1.035,55.081,1.259,0.777,0.151,-0.031,-0.025,1.852,113.005,111.738,119.685,95.372
2013-05-06,1.235,4.0235108040222e+25,1.247,6592.0,6992.0,5717.0,6536.0,5821.0,0.504,104362540,0.068,0.001,1.922,1.829,1.912,2144,3575.0,3194275,-1.307,55.453,1.262,0.775,0.15,-0.044,-0.024,1.849,110.375,112.241,120.096,94.551
2013-05-07,1.214,4.4055956578989e+25,1.235,6486.0,6864.0,5745.0,6474.0,5815.0,0.507,105019804,0.069,0.001,1.912,1.823,1.906,2156,3565.0,3177374,-1.534,55.86,1.264,0.771,0.149,-0.058,-0.023,1.844,109.595,108.635,119.388,95.46
2013-05-08,1.186,4.8348325798234e+25,1.224,6335.0,6705.0,5767.0,6402.0,5805.0,0.509,105524476,0.07,0.001,1.901,1.816,1.899,2169,3551.0,3151642,-1.729,56.516,1.264,0.771,0.149,-0.069,-0.022,1.838,108.42,104.575,115.014,96.892
2013-05-09,1.153,5.0593941807114e+25,1.214,6113.0,6441.0,5789.0,6340.0,5797.0,0.51,105710349,0.071,0.0010357142857142,1.889,1.808,1.891,2173,3545.0,3142350,-1.942,56.944,1.267,0.774,0.15,-0.071,-0.021,1.831,110.54,107.0,110.585,97.39
2013-05-10,1.114,5.4362994556212e+25,1.204,6008.0,6223.0,5815.0,6303.0,5797.0,0.511,106168936,0.072,0.0010714285714285,1.877,1.798,1.881,2181,3535.0,3123915,-2.132,57.357,1.27,0.776,0.15,-0.067,-0.02,1.822,112.503,110.492,105.935,95.932
2013-05-11,1.071,5.9331376295814e+25,1.196,5972.0,6184.0,5839.0,6279.0,5800.0,0.511,106552887,0.073,0.0011071428571428,1.863,1.788,1.871,2187,3526.0,3108916,-2.33,57.664,1.272,0.775,0.15,-0.061,-0.019,1.813,111.738,112.815,104.06,94.179
2013-05-12,1.031,6.5786655443721e+25,1.191,5788.0,6146.0,5857.0,6209.0,5786.0,0.511,106797975,0.074,0.0011428571428571,1.849,1.781,1.859,2191,3519.0,3095707,-2.534,58.016,1.274,0.775,0.15,-0.054,-0.018,1.802,112.241,112.905,106.555,93.381
2013-05-13,1.016,7.4749520893154e+25,1.189,5639.0,6098.0,5875.0,6143.0,5773.0,0.51,107323460,0.075,0.0011785714285714,1.834,1.773,1.847,2209,3501.0,3064639,-2.643,58.5,1.273,0.775,0.15,-0.047,-0.018,1.791,108.635,113.2,108.05,93.038
2013-05-14,1.015,7.498645344085e+25,1.188,5516.0,6061.0,5880.0,6048.0,5749.0,0.509,107851154,0.075,0.0012142857142857,1.818,1.764,1.834,2217,3488.0,3041210,-2.743,58.934,1.275,0.776,0.15,-0.035,-0.017,1.779,104.575,115.28,106.945,93.989
2013-05-15,1.019,6.8284988988529e+25,1.182,5391.0,6019.0,5891.0,5953.0,5723.0,0.507,108187749,0.076,0.00125,1.802,1.753,1.82,2223,3480.0,3027825,-2.835,59.34,1.281,0.78,0.152,-0.017,-0.016,1.766,107.0,116.686,102.855,94.938
2013-05-16,1.023,6.5746157478875e+25,1.172,5364.0,6020.0,5897.0,5891.0,5707.0,0.504,108551251,0.077,0.0012857142857142,1.786,1.741,1.805,2230,3469.0,3009073,-2.914,59.854,1.29,0.797,0.159,0.015,-0.015,1.752,110.492,118.696,100.25,96.293
2013-05-17,1.025,6.4372361585324e+25,1.161,5378.0,6028.0,5909.0,5848.0,5697.0,0.502,109031405,0.078,0.0013214285714285,1.77,1.728,1.789,2241,3456.0,2985423,-2.946,60.416,1.293,0.796,0.158,0.044,-0.014,1.738,112.815,124.605,100.355,96.952
2013-05-18,1.021,6.3347973546622e+25,1.146,5345.0,6039.0,5922.0,5807.0,5686.0,0.499,109474500,0.079,0.0013571428571428,1.753,1.715,1.774,2252,3441.0,2960054,-2.938,61.101,1.294,0.795,0.158,0.062,-0.014,1.723,112.905,127.725,100.846,96.543
2013-05-19,1.012,5.5154425358479e+25,1.133,5251.0,5997.0,5939.0,5751.0,5669.0,0.495,109625214,0.08,0.0013928571428571,1.736,1.701,1.757,2256,3434.0,2948837,-2.957,61.499,1.295,0.794,0.158,0.074,-0.013,1.707,113.2,128.75,103.663,96.796
2013-05-20,0.997,4.7554587162508e+25,1.114,5196.0,5924.0,5949.0,5682.0,5648.0,0.491,109850633,0.081,0.0014285714285714,1.718,1.686,1.741,2262,3426.0,2934147,-2.966,62.131,1.297,0.793,0.157,0.085,-0.012,1.692,115.28,128.355,105.104,96.925
2013-05-21,0.976,4.7250798500901e+25,1.092,5201.0,5891.0,5961.0,5679.0,5647.0,0.487,110276921,0.082,0.0014642857142857,1.701,1.671,1.724,2271,3412.0,2910130,-2.945,62.912,1.299,0.792,0.157,0.092,-0.012,1.676,116.686,125.725,105.826,97.996
2013-05-22,0.95,4.7274292495337e+25,1.071,5190.0,5862.0,5977.0,5649.0,5638.0,0.483,110816057,0.083,0.0015,1.683,1.656,1.707,2284,3395.0,2880982,-2.877,63.727,1.3,0.791,0.156,0.097,-0.011,1.66,118.696,126.43,106.072,101.101
2013-05-23,0.92,4.8061310628577e+25,1.052,5215.0,5820.0,5995.0,5658.0,5641.0,0.479,111159674,0.083,0.0015357142857142,1.665,1.641,1.69,2291,3384.0,2863045,-2.799,64.525,1.301,0.791,0.156,0.099,-0.01,1.644,124.605,127.245,103.671,105.11
2013-05-24,0.886,5.2408500228444e+25,1.036,5202.0,5757.0,6013.0,5653.0,5640.0,0.474,111788629,0.084,0.0015714285714285,1.648,1.625,1.673,2303,3368.0,2836454,-2.68,65.427,1.3,0.791,0.156,0.098,-0.01,1.628,127.725,126.424,101.679,107.292
2013-05-25,0.855,5.366114650516e+25,1.023,5179.0,5660.0,6033.0,5650.0,5639.0,0.47,112186721,0.085,0.0016071428571428,1.63,1.609,1.657,2314,3356.0,2815688,-2.518,66.099,1.3,0.791,0.157,0.092,-0.009,1.612,128.75,126.909,98.478,106.115
2013-05-26,0.842,6.2126728763448e+25,1.013,5187.0,5595.0,6042.0,5628.0,5632.0,0.465,112126926,0.086,0.0016428571428571,1.613,1.594,1.641,2318,3349.0,2803588,-2.396,66.876,1.294,0.799,0.16,0.076,-0.008,1.596,128.355,124.135,97.247,105.799
2013-05-27,0.84,7.2430134728365e+25,1.008,5206.0,5562.0,6059.0,5617.0,5628.0,0.46,112533417,0.087,0.0016785714285714,1.595,1.579,1.624,2328,3336.0,2781663,-2.257,67.483,1.291,0.8,0.16,0.058,-0.008,1.581,125.725,120.333,98.0,107.66
2013-05-28,0.841,7.0388792628216e+25,1.003,5246.0,5477.0,6070.0,5592.0,5619.0,0.455,112941060,0.088,0.0017142857142857,1.578,1.563,1.608,2337,3323.0,2760495,-2.113,68.289,1.294,0.799,0.16,0.045,-0.007,1.566,126.43,119.685,96.6,108.695
2013-05-29,0.842,7.6281690324066e+25,1.0,5300.0,5413.0,6083.0,5575.0,5613.0,0.45,113397577,0.089,0.001,1.562,1.548,1.592,2349,3307.0,2734475,-1.93,69.183,1.292,0.799,0.16,0.033,-0.007,1.55,127.245,120.096,92.242,111.875
2013-05-30,0.841,8.4043236176548e+25,0.998,5342.0,5386.0,6100.0,5575.0,5612.0,0.445,113683197,0.09,0.001,1.545,1.532,1.577,2355,3298.0,2719677,-1.782,69.977,1.284,0.794,0.158,0.017,-0.006,1.535,126.424,119.388,89.283,115.28
2013-05-31,0.836,9.6068682350091e+25,1.0,5330.0,5344.0,6114.0,5542.0,5600.0,0.44,114011780,0.091,0.001,1.528,1.517,1.561,2363,3288.0,2702492,-1.638,70.96,1.28,0.796,0.158,-0.001,-0.006,1.52,126.909,115.014,89.829,115.785
2013-06-01,0.827,1.0982494954298e+26,1.007,5377.0,5361.0,6135.0,5563.0,5606.0,0.435,114337147,0.092,0.001,1.51,1.502,1.545,2369,3276.0,2682848,-1.557,71.605,1.276,0.802,0.161,-0.026,-0.005,1.505,124.135,110.585,85.608,118.347
2013-06-02,0.813,1.4154598105698e+26,1.022,5375.0,5356.0,6144.0,5520.0,5590.0,0.429,114528800,0.093,0.001,1.493,1.486,1.529,2376,3264.0,2663193,-1.528,72.267,1.274,0.804,0.162,-0.053,-0.005,1.49,120.333,105.935,83.204,122.066
2013-06-03,0.795,1.6544720020968e+26,1.04,5412.0,5341.0,6160.0,5500.0,5582.0,0.424,114711010,0.094,0.001,1.477,1.471,1.514,2380,3258.0,2654440,-1.451,72.919,1.27,0.804,0.162,-0.078,-0.004,1.474,119.685,104.06,81.424,124.651
2013-06-04,0.773,1.8666729931169e+26,1.062,5377.0,5303.0,6166.0,5477.0,5572.0,0.418,114597056,0.094,0.001,1.461,1.455,1.498,2380,3260.0,2656123,-1.385,73.703,1.237,0.579,0.084,-0.103,-0.004,1.459,120.096,106.555,78.461,125.588
2013-06-05,0.776,2.4688913406034e+26,1.091,5292.0,5256.0,6155.0,5383.0,5538.0,0.413,114792930,0.095,0.001,1.445,1.439,1.482,2385,3252.0,2644528,-1.316,74.33,1.235,0.576,0.083,-0.122,-0.004,1.444,119.388,108.05,73.017,124.863
2013-06-06,0.839,3.0815263208372e+26,1.125,5152.0,5198.0,6144.0,5283.0,5501.0,0.406,115196936,0.096,0.001,1.428,1.424,1.466,2393,3241.0,2625677,-1.215,74.898,1.232,0.58,0.084,-0.144,-0.003,1.428,115.014,106.945,66.0,120.747
2013-06-07,0.934,3.2459528042927e+26,1.156,5020.0,5144.0,6128.0,5183.0,5462.0,0.4,115542914,0.096,0.001,1.411,1.408,1.45,2401,3229.0,2606304,-1.117,75.711,1.229,0.583,0.085,-0.166,-0.003,1.413,110.585,102.855,69.751,117.345
2013-06-08,1.041,3.4676070790342e+26,1.185,4893.0,5090.0,6112.0,5096.0,5426.0,0.393,115412659,0.097,0.001,1.394,1.391,1.434,2403,3225.0,2600508,-1.107,76.336,1.225,0.584,0.085,-0.188,-0.003,1.397,105.935,100.25,73.549,115.05
2013-06-09,1.146,3.7221948820025e+26,1.215,4737.0,5002.0,6093.0,4969.0,5376.0,0.385,115705828,0.097,0.001,1.377,1.375,1.417,2412,3211.0,2577753,-1.053,76.844,1.222,0.588,0.087,-0.212,-0.002,1.38,104.06,100.355,72.494,115.023
2013-06-10,1.24,3.971672951839e+26,1.242,4588.0,4917.0,6072.0,4865.0,5331.0,0.378,115550688,0.098,0.001,1.358,1.358,1.4,2409,3215.0,2583738,-1.041,77.361,1.209,0.575,0.083,-0.239,-0.002,1.364,106.555,100.846,75.989,116.613
2013-06-11,1.318,4.1304929408908e+26,1.266,4478.0,4866.0,6057.0,4790.0,5295.0,0.37,115533497,0.098,0.001,1.34,1.341,1.383,2411,3212.0,2579973,-1.033,77.929,1.206,0.576,0.083,-0.263,-0.002,1.347,108.05,103.663,81.5,117.844
2013-06-12,1.377,4.7121699160369e+26,1.293,4359.0,4816.0,6043.0,4718.0,5260.0,0.361,115668754,0.099,0.001,1.322,1.323,1.365,2416,3204.0,2566878,-1.017,78.588,1.203,0.581,0.084,-0.289,-0.001,1.33,106.945,105.104,84.999,119.961
2013-06-13,1.416,5.3069763075396e+26,1.322,4193.0,4769.0,6029.0,4622.0,5215.0,0.353,113810964,0.1,0.001,1.304,1.306,1.348,2391,3198.0,2557015,-0.969,79.484,1.196,0.581,0.085,-0.315,-0.001,1.313,102.855,105.826,88.095,121.733
2013-06-14,1.436,5.2506412479018e+26,1.346,4074.0,4729.0,6014.0,4544.0,5175.0,0.344,113499784,0.1,0.001,1.286,1.288,1.33,2375,3201.0,2562004,-0.901,80.077,1.197,0.579,0.084,-0.343,-0.001,1.296,100.25,106.072,88.156,123.67
2013-06-15,1.439,5.1206690169092e+26,1.364,3882.0,4669.0,5995.0,4455.0,5131.0,0.336,113537355,0.101,0.001,1.267,1.271,1.313,2375,3201.0,2560862,-0.872,80.649,1.198,0.572,0.082,-0.372,-0.001,1.279,100.355,103.671,89.295,124.07
2013-06-16,1.433,5.1918603660889e+26,1.381,3759.0,4600.0,5979.0,4373.0,5089.0,0.326,112169879,0.101,0.001,1.248,1.253,1.295,2344,3191.0,2545536,-0.862,80.662,1.197,0.577,0.083,-0.404,-0.0006,1.261,100.846,101.679,89.925,123.947
2013-06-17,1.482,5.3434827020786e+26,1.4,3553.0,4504.0,5951.0,4241.0,5028.0,0.317,111742578,0.101,0.001,1.229,1.235,1.277,2334,3199.0,2558064,-0.853,80.712,1.195,0.578,0.084,-0.431,-0.0001999999999999,1.244,103.663,98.478,88.775,123.693
2013-06-18,1.557,5.2696287626604e+26,1.414,3368.0,4425.0,5903.0,4132.0,4973.0,0.307,111295241,0.102,0.001,1.21,1.217,1.259,2324,3204.0,2566819,-0.816,80.989,1.199,0.569,0.081,-0.452,0.0002,1.226,105.104,97.247,86.483,123.8
2013-06-19,1.638,4.6803337009059e+26,1.416,3292.0,4367.0,5861.0,4057.0,4929.0,0.297,110614817,0.102,0.001,1.19,1.199,1.241,2312,3212.0,2578456,-0.784,81.275,1.201,0.567,0.08,-0.468,0.0006,1.208,105.826,98.0,83.838,124.251
2013-06-20,1.713,4.1621752011546e+26,1.415,3226.0,4276.0,5816.0,3982.0,4885.0,0.287,110467379,0.103,0.001,1.172,1.181,1.223,2311,3213.0,2580710,-0.719,81.406,1.208,0.58,0.084,-0.463,0.001,1.191,106.072,96.6,83.858,125.036
2013-06-21,1.773,3.9629445255563e+26,1.414,3171.0,4201.0,5775.0,3916.0,4842.0,0.277,110370342,0.103,0.001,1.154,1.163,1.205,2310,3214.0,2582220,-0.617,82.027,1.208,0.579,0.084,-0.458,0.001,1.173,103.671,92.242,83.889,122.527
2013-06-22,1.814,4.096893992676e+26,1.418,3092.0,4100.0,5749.0,3840.0,4796.0,0.267,110200431,0.104,0.001,1.138,1.146,1.187,2307,3218.0,2588493,-0.592,82.394,1.213,0.574,0.082,-0.447,0.001,1.156,101.679,89.283,84.1,121.008
2013-06-23,1.835,4.1991735028002e+26,1.423,3048.0,3997.0,5723.0,3754.0,4746.0,0.256,109484112,0.104,0.001,1.121,1.128,1.17,2293,3231.0,2610425,-0.639,82.588,1.208,0.581,0.084,-0.443,0.001,1.139,98.478,89.829,85.24,121.108
2013-06-24,1.837,3.824265770399e+26,1.424,2989.0,3895.0,5690.0,3676.0,4697.0,0.246,108863702,0.104,0.001,1.103,1.111,1.152,2278,3236.0,2618272,-0.653,82.721,1.206,0.582,0.085,-0.438,0.001,1.122,97.247,85.608,86.425,121.534
2013-06-25,1.82,3.5200040049389e+26,1.42,2911.0,3804.0,5655.0,3606.0,4651.0,0.235,107384318,0.104,0.001,1.086,1.093,1.135,2250,3217.0,2587497,-0.61,82.883,1.196,0.572,0.082,-0.436,0.002,1.104,98.0,83.204,87.875,121.286
2013-06-26,1.788,3.5651820180131e+26,1.419,2831.0,3708.0,5601.0,3538.0,4605.0,0.224,106436304,0.104,0.001,1.069,1.075,1.117,2236,3222.0,2595266,-0.564,83.149,1.191,0.575,0.083,-0.436,0.002,1.087,96.6,81.424,89.193,121.31
2013-06-27,1.743,3.0910461153657e+26,1.413,2788.0,3622.0,5558.0,3481.0,4562.0,0.214,105704736,0.104,0.001,1.051,1.058,1.1,2227,3229.0,2607128,-0.545,83.331,1.184,0.581,0.084,-0.441,0.002,1.07,92.242,78.461,88.506,122.14
2013-06-28,1.686,2.8258494276677e+26,1.409,2715.0,3523.0,5511.0,3409.0,4514.0,0.203,104651695,0.104,0.001,1.033,1.041,1.082,2211,3235.0,2615599,-0.535,83.694,1.18,0.578,0.084,-0.441,0.002,1.053,89.283,73.017,88.353,122.652
2013-06-29,1.634,2.5325332605966e+26,1.403,2652.0,3414.0,5459.0,3337.0,4465.0,0.192,103669075,0.104,0.001,1.015,1.023,1.065,2190,3234.0,2615495,-0.52,83.968,1.175,0.591,0.087,-0.45,0.002,1.035,89.829,66.0,91.241,122.374
2013-06-30,1.6,2.497016913711e+26,1.4,2566.0,3310.0,5401.0,3249.0,4410.0,0.181,102626684,0.104,0.001,0.997,1.006,1.047,2175,3240.0,2624553,-0.518,83.961,1.173,0.594,0.088,-0.462,0.003,1.018,85.608,69.751,93.05,123.201
2013-07-01,1.575,2.3505831262831e+26,1.394,2545.0,3183.0,5335.0,3171.0,4358.0,0.169,100541168,0.103,0.001,0.979,0.988,1.029,2147,3206.0,2569640,-0.403,84.074,1.165,0.605,0.091,-0.479,0.003,1.001,83.204,73.549,96.0,123.325
2013-07-02,1.551,2.345558918218e+26,1.387,2501.0,3083.0,5258.0,3091.0,4305.0,0.158,98377801,0.103,0.001,0.961,0.97,1.012,2114,3170.0,2512292,-0.279,84.035,1.158,0.6,0.09,-0.493,0.003,0.983,81.424,72.494,95.875,123.05
2013-07-03,1.525,2.453724321277e+26,1.382,2439.0,2980.0,5184.0,3027.0,4256.0,0.147,96568468,0.102,0.001,0.942,0.953,0.994,2088,3138.0,2461666,-0.098,84.099,1.143,0.587,0.086,-0.512,0.003,0.966,78.461,75.989,95.495,123.374
2013-07-04,1.494,2.6725636467549e+26,1.379,2357.0,2867.0,5093.0,2944.0,4201.0,0.135,94761630,0.101,0.001,0.923,0.935,0.976,2061,3101.0,2404522,0.12,83.65,1.134,0.596,0.089,-0.536,0.003,0.948,73.017,81.5,95.372,112.777
