Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-mom-90,hashrate-btc-wma-3,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,sentinusd-btc-sma-30,transactionfees-btc-sma-30,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-wma-30,transactionfees-btc-std-90,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-rsi-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-wma-3,marketcap-btc-wma-7,transactionvalue-btc-wma-90,price-btc-sma-3,price-btc-ema-3,price-btc-wma-3,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2014-10-26,4715554463,351.284,0.0351,2.5953081433756976e+17,17249198707,2.6711025837260605e+17,5.36,9.048,5.681,10.716,7.03,7.5,14.062,-1.386,194148221,0.06,0.064,0.077,0.06,0.072,0.035,42.583,0.043,4695385252,4727475569,4827108508,4690938743,4795853670,4087,352.03,354.302,351.291,352.794,324.34,383.251,237.146
2014-10-27,4690766408,352.794,0.0353,2.5325621862132147e+17,17249198707,2.5799460828377766e+17,5.355,8.938,5.673,10.602,6.953,7.413,13.736,-1.373,196169100,0.06,0.063,0.077,0.06,0.072,0.035,42.675,0.043,4678229549,4709120989,4793022983,4688629321,4749271353,4090,351.056,353.548,351.673,352.906,327.819,371.775,248.51
2014-10-28,4715923783,352.906,0.0353,2.699397314388947e+17,17249198707,2.6264374098281946e+17,5.296,8.806,5.599,10.469,6.856,7.298,13.315,-1.36,197422777,0.059,0.063,0.076,0.059,0.072,0.035,42.681,0.044,4707414884,4712522386,4773748183,4707476438,4722154054,4069,352.328,353.227,352.598,344.899,325.84,370.752,281.323
2014-10-29,4570099880,344.899,0.0345,2.5731226844795075e+17,17249198707,2.6084541447383056e+17,5.253,8.701,5.574,10.353,6.778,7.23,13.07,-1.347,197231293,0.059,0.062,0.076,0.059,0.072,0.035,42.315,0.045,4658930023,4641311133,4722836107,4638818935,4671965145,4038,350.2,349.063,348.884,337.866,336.991,369.434,261.244
2014-10-30,4533464967,337.866,0.0338,2.957870037376142e+17,17249198707,2.786542132579433e+17,5.207,8.576,5.529,10.233,6.693,7.1,12.603,-1.333,196636969,0.059,0.061,0.075,0.058,0.072,0.034,41.995,0.045,4606496210,4587388050,4675493322,4576086407,4630113252,4001,345.224,343.465,342.717,341.339,342.284,378.702,252.788
2014-10-31,4544026947,341.339,0.0341,3.26559231900022e+17,17249198707,3.047606619372111e+17,5.166,8.452,5.49,10.116,6.613,6.96,12.11,-1.319,196913213,0.059,0.061,0.075,0.058,0.072,0.034,42.214,0.046,4549197265,4565707499,4642626728,4544851776,4601962460,4018,341.368,342.402,340.775,329.102,344.945,377.846,232.4
2014-11-01,4370096961,329.102,0.0329,3.0248781858017126e+17,17249198707,3.0939482054636563e+17,5.065,8.337,5.415,9.989,6.523,6.885,11.851,-1.306,195975416,0.059,0.061,0.074,0.058,0.072,0.033,41.655,0.046,4482529625,4467902230,4574494286,4455301624,4537407978,3995,336.102,335.752,334.641,324.34,343.176,379.647,232.471
2014-11-02,4351869014,324.34,0.0324,2.9517696399855034e+17,17249198707,3.028442935093396e+17,5.007,8.224,5.342,9.864,6.433,6.812,11.601,-1.295,193147165,0.058,0.06,0.074,0.057,0.072,0.033,41.44,0.046,4421997641,4409885622,4518837968,4389971319,4477520467,3951,331.593,330.046,328.76,327.819,349.881,381.317,227.909
2014-11-03,4381398539,327.819,0.0328,2.814571799683176e+17,17249198707,2.895355477470411e+17,4.968,8.103,5.316,9.755,6.361,6.653,11.066,-1.283,192041281,0.058,0.06,0.074,0.058,0.072,0.033,41.663,0.046,4367788172,4395642081,4484478111,4369671768,4438004104,3942,327.087,328.932,326.873,325.84,365.791,378.7,218.482
2014-11-04,4350336059,325.84,0.0326,3.003565788902836e+17,17249198707,2.9319351010100966e+17,4.844,7.957,5.257,9.638,6.28,6.391,10.212,-1.271,191656947,0.058,0.059,0.073,0.057,0.072,0.033,41.572,0.046,4361201204,4372989070,4450942598,4360945711,4401770972,3939,326.0,327.386,326.25,336.991,366.689,374.17,226.795
2014-11-05,4487260940,336.991,0.0337,3.209258713747719e+17,20238002783,3.0749132531220384e+17,4.726,7.826,5.153,9.506,6.185,6.257,9.786,-1.263,188991739,0.058,0.059,0.073,0.057,0.072,0.033,42.291,0.046,4406331846,4430125005,4460022184,4423975579,4412825765,3923,330.217,332.189,331.745,342.284,394.94,372.933,236.83
2014-11-06,4572746566,342.284,0.0342,2.701184809289093e+17,20068889526,2.92093960737763e+17,4.702,7.711,5.136,9.405,6.121,6.085,9.257,-1.252,187174999,0.058,0.058,0.072,0.056,0.073,0.034,42.63,0.046,4470114522,4501435786,4488203279,4507182940,4448210499,3889,335.038,337.236,337.779,344.945,428.535,374.938,225.308
2014-11-07,4617019166,344.945,0.0345,3.0366898255253606e+17,19874020312,2.9536163014837024e+17,4.653,7.58,5.081,9.292,6.045,5.86,8.586,-1.243,185404767,0.058,0.058,0.072,0.056,0.073,0.034,42.801,0.046,4559008891,4559227476,4520407251,4580635262,4493260468,3871,341.407,341.091,342.732,343.176,397.306,375.025,222.448
2014-11-08,4589181700,343.176,0.0343,2.9126774721296006e+17,19874020312,2.918766146121473e+17,4.616,7.466,5.044,9.187,5.978,5.696,8.111,-1.233,181043361,0.058,0.058,0.071,0.056,0.073,0.034,42.715,0.046,4592982478,4574204588,4537600863,4595721667,4528744206,3835,343.468,342.133,343.617,349.881,386.82,368.947,219.936
2014-11-09,4742345203,349.881,0.035,2.8267617667414982e+17,19874020312,2.8903883450015475e+17,4.646,7.348,5.02,9.088,5.916,5.476,7.496,-1.221,176455342,0.058,0.059,0.071,0.057,0.072,0.035,43.15,0.046,4649515356,4658274895,4588786948,4670403029,4594694364,3798,346.001,346.007,346.823,365.791,384.374,352.726,225.863
2014-11-10,4942146628,365.791,0.0366,3.094491075934827e+17,19874020312,2.974945705569551e+17,4.56,7.246,4.977,8.984,5.851,5.352,7.162,-1.21,178503334,0.058,0.059,0.071,0.056,0.072,0.036,44.168,0.047,4757891177,4800210761,4677126868,4816718665,4696649300,3793,352.949,355.899,356.718,366.689,397.121,349.289,224.9
2014-11-11,4912081380,366.689,0.0367,2.77668244976602e+17,19874020312,2.89096521131824e+17,4.542,7.154,4.932,8.88,5.785,5.268,6.939,-1.199,180215228,0.058,0.058,0.071,0.056,0.072,0.036,44.225,0.047,4865524403,4856146071,4735865496,4893813766,4771061207,3765,360.787,361.294,363.588,394.94,381.052,351.872,220.946
2014-11-12,5279831318,394.94,0.0395,2.7070901551927462e+17,19874020312,2.7948544068408883e+17,4.555,7.047,4.961,8.803,5.746,5.011,6.276,-1.184,182753220,0.058,0.059,0.071,0.057,0.072,0.038,45.979,0.047,5044686442,5067988695,4871856952,5100967224,4917348266,3772,375.806,378.117,380.665,428.535,378.646,350.835,218.176
2014-11-13,5700987856,428.535,0.0429,2.7488513969670368e+17,19874020312,2.7395694918421405e+17,4.612,6.971,5.007,8.735,5.716,4.882,5.957,-1.164,195385810,0.058,0.059,0.07,0.057,0.072,0.041,47.948,0.047,5297633518,5384488275,5079139678,5429117931,5140618375,3845,396.721,403.326,407.029,397.306,365.837,347.5,220.585
2014-11-14,5296080940,397.306,0.0397,2.997625738403275e+17,19874020312,2.8662783607228102e+17,4.626,6.895,5.014,8.655,5.675,4.778,5.708,-1.143,197601845,0.058,0.059,0.07,0.057,0.072,0.041,46.36,0.048,5425633371,5340284608,5133374993,5428341642,5222367422,3848,406.927,400.316,407.321,386.82,351.592,348.199,219.338
2014-11-15,5126248188,386.82,0.0387,2.9258786568841856e+17,19874020312,2.920289807404393e+17,4.647,6.796,4.99,8.567,5.626,4.592,5.273,-1.121,198064562,0.058,0.059,0.07,0.058,0.051,0.04,45.844,0.048,5374438995,5233266398,5131593292,5278649050,5237406075,3847,404.22,393.568,397.268,384.374,356.53,347.166,231.691
2014-11-16,5140217798,384.374,0.0384,2.865914568212413e+17,19874020312,2.907854459468183e+17,4.703,6.703,4.994,8.49,5.587,4.388,4.813,-1.098,198708981,0.057,0.059,0.07,0.058,0.051,0.039,45.724,0.048,5187515642,5186742098,5133749419,5161538452,5236756185,3834,389.5,388.971,387.345,397.121,358.505,335.169,246.158
2014-11-17,5306517363,397.121,0.0397,2.9527521565910656e+17,19254554319,2.919327377180403e+17,4.697,6.637,4.985,8.41,5.547,4.316,4.656,-1.075,202387623,0.058,0.06,0.07,0.058,0.051,0.039,46.462,0.049,5190994450,5246629731,5176941405,5221039312,5263471451,3823,389.439,393.046,391.155,381.052,374.924,323.149,250.235
2014-11-18,5072081946,381.052,0.0381,2.97009253264185e+17,15826823883,2.9469494132200506e+17,4.736,6.576,4.983,8.334,5.51,4.253,4.523,-1.051,208424359,0.057,0.06,0.069,0.058,0.051,0.039,45.671,0.049,5172939036,5159355838,5150726540,5161583060,5218564621,3823,387.516,387.049,386.962,378.646,383.251,312.662,234.532
2014-11-19,5082245864,378.646,0.0379,2.879191820109124e+17,16455360289,2.9217521137003904e+17,4.809,6.508,4.962,8.253,5.468,4.178,4.364,-1.027,208928651,0.057,0.06,0.069,0.058,0.051,0.038,45.553,0.049,5153615058,5120800851,5133606371,5116236475,5170484466,3821,385.606,382.847,382.527,365.837,371.775,312.341,238.71
2014-11-20,4875289715,365.837,0.0366,2.7555247604096688e+17,16455360289,2.832508409014884e+17,4.787,6.445,4.939,8.173,5.426,4.119,4.242,-1.004,212947688,0.057,0.059,0.069,0.058,0.051,0.037,44.93,0.05,5009872508,4998045283,5069027207,4977073803,5077721896,3822,375.178,374.342,372.642,351.592,370.752,324.713,239.529
2014-11-21,4701683187,351.592,0.0352,2.619163051288141e+17,16455360289,2.7079550824655136e+17,4.788,6.37,4.896,8.087,5.378,4.027,4.053,-0.983,218097053,0.057,0.059,0.069,0.058,0.051,0.036,44.25,0.05,4886406255,4849864235,4977191202,4822979142,4971046913,3861,365.358,362.967,360.849,356.53,369.434,323.943,237.832
2014-11-22,4798246103,356.53,0.0357,2.9622899137172224e+17,16455360289,2.813453434022969e+17,4.797,6.314,4.88,8.012,5.34,3.98,3.96,-0.962,217318739,0.057,0.059,0.068,0.058,0.051,0.036,44.544,0.051,4791739668,4824055169,4932454927,4778899066,4909741151,3856,357.986,359.748,356.435,358.505,378.702,328.083,242.991
2014-11-23,4849202667,358.505,0.0359,2.9345085970423686e+17,16455360289,2.8912114449749805e+17,4.775,6.244,4.846,7.931,5.297,3.895,3.792,-0.943,216009000,0.057,0.058,0.068,0.058,0.05,0.036,44.663,0.052,4783043985,4836628918,4911641862,4807630565,4872888890,3830,355.542,359.127,356.694,374.924,377.846,332.744,244.115
2014-11-24,5062643053,374.924,0.0375,2.896809391135284e+17,16455360289,2.920289213534666e+17,4.804,6.164,4.841,7.862,5.265,3.714,3.449,-0.923,217784414,0.057,0.058,0.068,0.058,0.05,0.037,45.636,0.052,4903363941,4949635986,4949392160,4947430099,4899790123,3820,363.319,367.025,366.385,383.251,379.647,329.188,241.202
2014-11-25,5133498100,383.251,0.0383,2.888848598561419e+17,16455360289,2.899112195832896e+17,4.813,6.091,4.812,7.785,5.226,3.59,3.222,-0.904,223435839,0.057,0.058,0.067,0.057,0.05,0.038,46.122,0.053,5015114607,5041567043,4995418645,5062497179,4953114915,3830,372.226,375.138,376.351,371.775,381.317,319.032,236.119
2014-11-26,4966968161,371.775,0.0372,2.721855288369865e+17,16455360289,2.8066787422279824e+17,4.764,6.026,4.805,7.718,5.195,3.475,3.02,-0.885,225576012,0.057,0.058,0.067,0.057,0.05,0.038,45.555,0.053,5054369771,5004267602,4988306024,5038423956,4962613788,3849,376.65,373.456,376.125,370.752,378.7,323.135,238.067
2014-11-27,4957494816,370.752,0.0371,2.727230974599975e+17,16455360289,2.7523753498502083e+17,4.702,5.962,4.805,7.654,5.169,3.344,2.796,-0.864,226887495,0.057,0.057,0.067,0.057,0.05,0.037,45.504,0.054,5019320359,4980881209,4980603222,4989986478,4973861385,3861,375.259,372.104,373.176,369.434,374.17,318.737,237.006
2014-11-28,4952712100,369.434,0.0369,3.024497871074245e+17,16455360289,2.874968475132121e+17,4.66,5.887,4.788,7.585,5.137,3.165,2.504,-0.845,233728107,0.057,0.057,0.066,0.057,0.05,0.037,45.439,0.055,4959058359,4966796655,4973630441,4956682349,4980977407,3905,370.654,370.769,370.264,378.702,372.933,315.441,235.973
2014-11-29,5092749163,378.702,0.0379,2.975596439265149e+17,16398169424,2.9505026724240134e+17,4.686,5.829,4.802,7.528,5.118,3.032,2.298,-0.823,236722594,0.057,0.057,0.066,0.056,0.05,0.037,45.992,0.055,5000985360,5029772909,5003410122,5023527751,5014137376,3925,372.963,374.736,374.288,377.846,374.938,314.822,250.348
2014-11-30,5062172471,377.846,0.0378,3.1721895144505594e+17,12871399426,3.082043215492731e+17,4.667,5.8,4.8,7.468,5.095,3.022,2.283,-0.801,239304569,0.057,0.057,0.066,0.056,0.05,0.038,45.949,0.056,5035877911,5045972690,5018100709,5054121306,5029135206,3939,375.328,376.291,376.73,379.647,375.025,311.944,252.709
2014-12-01,5110900253,379.647,0.038,3.011312395428263e+17,12871399426,3.058985442408536e+17,4.614,5.746,4.756,7.394,5.058,2.964,2.197,-0.782,245739218,0.057,0.057,0.066,0.056,0.05,0.038,46.057,0.056,5088607296,5078436471,5041300595,5091632477,5048708917,3967,378.732,377.969,378.889,381.317,368.947,312.724,251.478
2014-12-02,5118087676,381.317,0.0381,2.7761584302352227e+17,12865548225,2.9205482660021523e+17,4.629,5.699,4.783,7.345,5.045,2.867,2.055,-0.761,255717668,0.057,0.056,0.065,0.056,0.05,0.038,46.159,0.057,5097053467,5098262074,5060497365,5106372668,5068356012,4000,379.604,379.643,380.182,378.7,352.726,315.626,262.486
2014-12-03,5049865051,378.7,0.0379,2.452169292613104e+17,12578839369,2.6533561889563622e+17,4.618,5.657,4.765,7.283,5.019,2.825,1.996,-0.741,262565154,0.056,0.056,0.065,0.056,0.05,0.038,46.022,0.058,5092950993,5074063562,5057839287,5082778460,5071497824,4017,379.888,379.172,379.73,374.17,349.289,314.346,275.364
2014-12-04,4978404395,374.17,0.0374,2.77755178724146e+17,12578839369,2.6688587295309936e+17,4.642,5.618,4.776,7.231,5.003,2.763,1.908,-0.719,265726411,0.057,0.056,0.065,0.056,0.05,0.038,45.783,0.059,5048785707,5026233979,5037980564,5025505161,5053813868,4022,378.062,376.671,376.871,372.933,351.872,303.591,278.934
2014-12-05,4968035300,372.933,0.0373,2.96818449738404e+17,12578839369,2.818637726541382e+17,4.688,5.561,4.785,7.18,4.988,2.607,1.699,-0.697,268148414,0.057,0.056,0.065,0.055,0.05,0.037,45.718,0.059,4998768249,4997134639,5020494248,4985129957,5032790868,4040,375.268,374.802,374.307,374.938,350.835,274.82,270.497
2014-12-06,5003511780,374.938,0.0375,3.016455314028774e+17,12578839369,2.9605477873493344e+17,4.661,5.519,4.752,7.117,4.959,2.565,1.645,-0.677,268347819,0.057,0.056,0.064,0.055,0.046,0.037,45.845,0.06,4983317159,5000323210,5016248631,4987501723,5020089730,4018,374.014,374.87,374.142,375.025,347.5,272.076,272.846
2014-12-07,5008909308,375.025,0.0375,2.6025980258908816e+17,12578839369,2.801481533852396e+17,4.675,5.48,4.739,7.06,4.938,2.517,1.583,-0.658,268634562,0.057,0.056,0.064,0.055,0.046,0.037,45.85,0.061,4993485463,5004616259,5014413800,5000297798,5011925024,4025,374.299,374.947,374.647,368.947,348.199,276.104,273.282
2014-12-08,4903520301,368.947,0.0369,2.8328901109392576e+17,12578839369,2.786720283104742e+17,4.715,5.441,4.777,7.022,4.935,2.412,1.454,-0.636,282722737,0.057,0.056,0.064,0.055,0.046,0.037,45.521,0.061,4971980463,4954068280,4986690425,4955315217,4979315322,4085,372.97,371.947,371.971,352.726,347.166,287.178,275.227
2014-12-09,4694562383,352.726,0.0353,2.841787101995003e+17,12578839369,2.798956592292425e+17,4.717,5.388,4.754,6.965,4.912,2.289,1.31,-0.616,288846185,0.056,0.056,0.064,0.055,0.046,0.036,44.655,0.062,4868997331,4824315331,4913658415,4816606176,4901872568,4097,365.566,362.337,361.849,349.289,335.169,287.542,281.962
2014-12-10,4669960480,349.289,0.0349,3.181495836237494e+17,12578839369,3.0101586372736474e+17,4.663,5.326,4.701,6.898,4.88,2.137,1.141,-0.6,291333420,0.056,0.055,0.063,0.054,0.046,0.035,44.474,0.063,4756014388,4747137906,4852733931,4717087751,4833405240,4124,356.987,355.813,353.711,351.872,323.149,283.794,293.828
2014-12-11,4702507612,351.872,0.0352,2.713899222785692e+17,12578839369,2.8910794071378675e+17,4.663,5.293,4.709,6.853,4.869,2.07,1.072,-0.583,293192367,0.056,0.055,0.063,0.054,0.046,0.035,44.644,0.063,4689010158,4724822759,4815177351,4690334363,4786642717,4113,351.296,353.842,351.153,350.835,312.662,280.21,293.97
2014-12-12,4691062468,350.835,0.0351,2.980821089216395e+17,12207398141,2.9252929249097005e+17,4.637,5.237,4.673,6.794,4.844,1.912,0.914,-0.568,289669585,0.055,0.055,0.063,0.054,0.046,0.035,44.589,0.064,4687843520,4707942614,4784148631,4691360518,4746872364,4118,350.665,352.339,350.923,347.5,312.341,273.146,294.297
2014-12-13,4662364315,347.5,0.0347,2.849474926273152e+17,10177737147,2.870661030006345e+17,4.598,5.204,4.66,6.742,4.827,1.862,0.866,-0.554,276397153,0.055,0.054,0.063,0.053,0.046,0.035,44.409,0.064,4685311465,4685153464,4753702552,4678620915,4709819359,4101,350.069,349.919,349.34,348.199,324.713,269.036,291.01
2014-12-14,4639285573,348.199,0.0348,2.7778822167719075e+17,10177737147,2.83556959867976e+17,4.573,5.16,4.645,6.692,4.81,1.746,0.762,-0.541,273441479,0.054,0.054,0.062,0.053,0.046,0.035,44.456,0.065,4664237452,4662219519,4725098307,4655607969,4679180507,4073,348.844,349.059,348.405,347.166,323.943,239.441,283.365
2014-12-15,4610400716,347.166,0.0347,2.9127857436294246e+17,10177737147,2.857266098450896e+17,4.581,5.117,4.618,6.637,4.79,1.638,0.671,-0.53,274948413,0.054,0.054,0.062,0.053,0.045,0.035,44.399,0.065,4637350201,4636310117,4696423909,4628689601,4654521288,4057,347.621,348.112,347.566,335.169,328.083,197.577,283.896
2014-12-16,4451694391,335.169,0.0335,2.6886013880150224e+17,10177737147,2.7782096446793248e+17,4.531,5.08,4.609,6.59,4.776,1.541,0.593,-0.519,277364467,0.054,0.054,0.062,0.053,0.045,0.034,43.744,0.066,4567126893,4544002254,4635241530,4535861696,4600654045,4042,343.511,341.641,341.34,323.149,332.744,205.937,290.818
2014-12-17,4336129834,323.149,0.0323,2.687395271381872e+17,9731025489,2.725362388967534e+17,4.486,5.042,4.561,6.53,4.749,1.493,0.558,-0.511,279366958,0.053,0.053,0.062,0.052,0.045,0.033,43.099,0.066,4466074980,4440066044,4560463606,4420363166,4526569519,4036,335.161,332.395,331.159,312.662,329.188,211.756,288.825
2014-12-18,4234265225,312.662,0.0313,2.6247319695600506e+17,9627938183,2.65626463990984e+17,4.409,5.011,4.515,6.471,4.723,1.471,0.541,-0.505,280038030,0.053,0.053,0.061,0.052,0.046,0.032,42.545,0.067,4340696483,4337165634,4478914010,4304458289,4438941365,4032,323.66,322.528,319.909,312.341,319.032,200.604,273.617
2014-12-19,4242881959,312.341,0.0312,2.4697838106209626e+17,9627938183,2.557701773727496e+17,4.368,4.979,4.505,6.425,4.708,1.4,0.49,-0.499,280872282,0.053,0.053,0.061,0.052,0.046,0.031,42.528,0.068,4271092339,4290023797,4419905998,4255551027,4370190336,4011,316.051,317.435,314.249,324.713,323.135,205.929,257.124
2014-12-20,4399373211,324.713,0.0325,2.7974896486825587e+17,9627938183,2.6594614228082928e+17,4.342,4.952,4.466,6.369,4.685,1.388,0.482,-0.496,277970242,0.052,0.052,0.061,0.051,0.046,0.032,43.405,0.068,4292173465,4344698504,4414772801,4319691463,4356568567,3983,316.572,321.074,318.581,323.943,318.737,211.824,260.716
2014-12-21,4348168443,323.943,0.0324,2.717222594206189e+17,9627938183,2.7027384817674586e+17,4.299,4.916,4.432,6.316,4.663,1.327,0.44,-0.493,271013842,0.052,0.052,0.06,0.051,0.046,0.032,43.363,0.069,4330141205,4346433474,4398121712,4347688952,4339538145,3981,320.332,322.509,322.266,328.083,315.441,210.64,259.368
2014-12-22,4434643841,328.083,0.0328,2.6632974005661872e+17,9627938183,2.7036378397989325e+17,4.28,4.902,4.473,6.288,4.666,1.289,0.415,-0.486,273769549,0.052,0.052,0.06,0.05,0.046,0.033,43.657,0.07,4394061832,4390538658,4407252244,4399940270,4354523613,3970,325.58,325.296,326.141,332.744,314.822,214.636,261.797
2014-12-23,4491396123,332.744,0.0333,3.178656804465371e+17,9627938183,2.929964634789128e+17,4.246,4.865,4.439,6.237,4.645,1.209,0.366,-0.481,279799541,0.052,0.051,0.06,0.05,0.046,0.033,43.988,0.07,4424736136,4440967390,4428288214,4448607416,4389974183,3974,328.256,329.02,329.723,329.188,311.944,232.311,267.213
2014-12-24,4438611693,329.188,0.0329,2.989676530793405e+17,9038022202,2.998273433646205e+17,4.266,4.834,4.425,6.193,4.631,1.126,0.317,-0.475,279889521,0.051,0.051,0.059,0.05,0.046,0.033,43.789,0.071,4454883886,4439789542,4430869084,4455545195,4410810727,3961,330.005,329.104,330.189,319.032,312.724,229.752,256.186
2014-12-25,4330167226,319.032,0.0319,3.2336857303074e+17,4796245383,3.1431778428290765e+17,4.201,4.82,4.392,6.142,4.61,1.14,0.325,-0.472,276839915,0.051,0.05,0.059,0.049,0.012,0.032,43.226,0.071,4420058347,4384978384,4405693619,4393186864,4400876087,3965,326.988,324.068,324.703,323.135,315.626,237.146,244.675
2014-12-26,4388136839,323.135,0.0323,2.8849769575387936e+17,4796245383,3.01866314400411e+17,4.209,4.801,4.384,6.101,4.598,1.117,0.312,-0.467,274777814,0.052,0.052,0.06,0.051,0.013,0.032,43.523,0.071,4385638586,4386557611,4401304424,4377226110,4402008779,3945,323.785,323.602,322.776,318.737,314.346,248.51,248.965
2014-12-27,4308984821,318.737,0.0319,3.151032178466879e+17,4796245383,3.076122696797616e+17,4.166,4.785,4.351,6.052,4.578,1.129,0.319,-0.465,274274289,0.052,0.054,0.06,0.053,0.013,0.032,43.278,0.071,4342429629,4347771216,4378224523,4338899228,4378165792,3919,320.302,321.169,320.252,315.441,303.591,281.323,247.396
2014-12-28,4266469446,315.441,0.0315,3.121090455784727e+17,4796245383,3.0917187803044666e+17,4.156,4.77,4.346,6.013,4.567,1.121,0.314,-0.461,267619712,0.052,0.053,0.06,0.052,0.013,0.032,43.094,0.071,4321197035,4307120331,4350285754,4300919137,4346922118,3897,319.105,318.305,317.822,314.822,274.82,261.244,251.271
2014-12-29,4267535667,314.822,0.0315,3.3182374104070944e+17,4796245383,3.2246542202096134e+17,4.133,4.747,4.318,5.967,4.548,1.104,0.305,-0.458,266598540,0.053,0.054,0.06,0.053,0.013,0.032,43.059,0.071,4280996645,4287327999,4329598232,4274088452,4318862821,3878,316.334,316.564,315.681,311.944,272.076,252.788,245.128
2014-12-30,4236520979,311.944,0.0312,3.028546828884076e+17,5078706656,3.1405342938752006e+17,4.1,4.731,4.297,5.924,4.531,1.104,0.305,-0.456,266986046,0.052,0.053,0.059,0.053,0.013,0.031,42.897,0.071,4256842031,4261924489,4306328919,4251850619,4289018001,3882,314.069,314.254,313.486,312.724,276.104,232.4,245.129
2014-12-31,4241986269,312.724,0.0313,3.218220778862945e+17,5979529093,3.1716655674606906e+17,4.088,4.713,4.259,5.875,4.509,1.119,0.313,-0.455,264896352,0.052,0.053,0.059,0.052,0.013,0.031,42.956,0.07,4248680972,4251955379,4290243257,4244422739,4269642187,3880,313.163,313.489,312.814,315.626,287.178,232.471,245.298
2015-01-01,4287908436,315.626,0.0316,3.221646474025638e+17,5979529093,3.188321301447823e+17,4.102,4.696,4.246,5.835,4.494,1.112,0.309,-0.455,255721192,0.052,0.052,0.059,0.052,0.013,0.031,43.177,0.07,4255471895,4269931908,4289659551,4264036471,4268769252,3848,313.431,314.557,314.045,314.346,287.542,227.909,243.148
2015-01-02,4272408724,314.346,0.0314,3.30205084335504e+17,5979529093,3.261277709496566e+17,4.072,4.681,4.226,5.793,4.478,1.117,0.312,-0.454,250937692,0.051,0.052,0.058,0.051,0.013,0.031,43.102,0.069,4267434477,4271170316,4285346845,4272504886,4265530631,3826,314.232,314.452,314.502,303.591,283.794,218.482,248.23
2015-01-03,4078335542,303.591,0.0304,3.337177272510912e+17,5979529093,3.306213329711417e+17,4.057,4.672,4.192,5.747,4.456,1.135,0.322,-0.455,247727730,0.051,0.051,0.058,0.051,0.014,0.031,42.479,0.068,4212884234,4174752929,4233594019,4177955418,4217906861,3807,311.188,309.021,309.182,274.82,280.21,226.795,253.57
2015-01-04,3762088010,274.82,0.0275,3.3119770886163923e+17,5979529093,3.318722775704347e+17,4.032,4.66,4.152,5.7,4.432,1.158,0.335,-0.457,246266543,0.052,0.053,0.058,0.052,0.014,0.029,40.882,0.067,4037610759,3968420469,4115717517,3952557306,4099458683,3802,297.586,291.921,290.998,272.076,273.146,236.83,252.689
2015-01-05,3705752688,272.076,0.0272,3.350928767299913e+17,5979529093,3.335652958607245e+17,3.897,4.65,4.09,5.644,4.399,1.194,0.356,-0.463,249339041,0.051,0.052,0.058,0.052,0.014,0.028,40.734,0.067,3848725413,3837086579,4013226310,3786628271,3984940297,3787,283.496,281.998,278.243,276.104,269.036,225.308,255.001
2015-01-06,3774481974,276.104,0.0276,3.168286111599005e+17,5979529093,3.253115493002209e+17,3.862,4.631,4.049,5.596,4.373,1.215,0.369,-0.47,251665880,0.051,0.051,0.058,0.051,0.014,0.027,41.05,0.066,3747440891,3805784277,3953540226,3749506552,3907667910,3784,274.333,279.051,274.548,287.178,239.441,222.448,257.67
2015-01-07,3957203557,287.178,0.0287,3.104985586696799e+17,5882742901,3.167076291764724e+17,3.792,4.602,3.997,5.544,4.343,1.222,0.373,-0.479,244515521,0.05,0.051,0.057,0.05,0.015,0.028,41.912,0.065,3812479407,3881493917,3954456059,3854387885,3892577312,3787,278.453,283.115,280.97,287.542,197.577,219.936,253.059
2015-01-08,3924471165,287.542,0.0288,2.7859953053112128e+17,5638472990,2.95604053348771e+17,3.785,4.587,3.985,5.506,4.325,1.227,0.376,-0.486,246572538,0.05,0.05,0.057,0.05,0.015,0.029,41.94,0.064,3885385566,3902982541,3946959835,3910383764,3879474427,3789,283.608,285.328,285.514,283.794,205.937,225.863,248.466
2015-01-09,3881136194,283.794,0.0284,3.059590811838109e+17,5638472990,2.9759581054722605e+17,3.713,4.57,3.938,5.457,4.296,1.257,0.395,-0.495,246077998,0.05,0.05,0.057,0.049,0.015,0.029,41.729,0.063,3920936972,3892059367,3930503925,3908259078,3868517702,3782,286.171,284.561,285.607,280.21,211.756,224.9,243.593
2015-01-10,3774764281,280.21,0.028,2.898963884782202e+17,5638472990,2.93367809722234e+17,3.692,4.55,3.914,5.415,4.274,1.263,0.399,-0.504,246106064,0.05,0.049,0.056,0.049,0.015,0.028,41.527,0.062,3860123880,3833411824,3891569014,3835172733,3844942018,3753,283.849,282.386,282.627,273.146,200.604,220.946,237.873
