Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-mom-90,hashrate-btc-wma-3,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,sentinusd-btc-sma-30,transactionfees-btc-sma-30,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-wma-30,transactionfees-btc-std-90,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-rsi-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-wma-3,marketcap-btc-wma-7,transactionvalue-btc-wma-90,price-btc-sma-3,price-btc-ema-3,price-btc-wma-3,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-04-01,1039517192,94.715,0.0474,65502112131790.0,3716190,60620238288447.0,6279.0,3913.0,5603.0,4403.0,4650.0,2778.0,1929846.0,1.215,91370923,0.056,0.06,0.038,0.065,0.045,0.046,65.414,-0.057,991852178,997954603,929243159,1005258635,966815475,1380,90.406,90.961,91.616,107.749,163.561,124.662,89.829
2013-04-02,1183101461,107.749,0.0539,61845596902013.0,3716190,61849081751860.0,6503.0,3977.0,5757.0,4482.0,4740.0,2884.0,2079147.0,1.241,99082516,0.059,0.063,0.04,0.068,0.047,0.05,67.414,-0.059,1066526516,1090528032,992707735,1100883277,1029818260,1454,97.171,99.355,100.288,120.003,195.397,111.049,85.608
2013-04-03,1318189886,120.003,0.06,60270367548897.0,3716190,61667401430421.0,6645.0,4050.0,5957.0,4578.0,4847.0,3037.0,2305788.0,1.276,106494613,0.062,0.067,0.042,0.073,0.052,0.056,69.112,-0.061,1180269513,1204358959,1074078272,1226714962,1112382477,1528,107.489,109.679,111.703,123.562,178.5,102.694,83.204
2013-04-04,1357824968,123.562,0.0618,55272455140085.0,3716190,58033949570014.0,6794.0,4122.0,6139.0,4670.0,4951.0,3171.0,2513253.0,1.316,111795343,0.066,0.072,0.044,0.078,0.056,0.06,69.578,-0.063,1286372105,1281091963,1145014946,1315492689,1188777207,1597,117.104,116.62,119.74,128.664,115.0,105.04,81.424
2013-04-05,1414392012,128.664,0.0643,51815454745655.0,4025422,54376940344342.0,7008.0,4210.0,6385.0,4786.0,5079.0,3368.0,2836428.0,1.368,116695551,0.067,0.075,0.045,0.081,0.059,0.063,70.229,-0.065,1363468955,1347741988,1212359213,1379502643,1264378606,1667,124.076,122.642,125.52,134.114,92.446,113.464,78.461
2013-04-06,1474827634,134.114,0.0671,61828214750416.0,4693363,57398001480444.0,7170.0,4283.0,6548.0,4877.0,5183.0,3486.0,3037954.0,1.419,120066807,0.069,0.077,0.047,0.084,0.06,0.065,70.901,-0.066,1415681538,1411284811,1277976318,1435181982,1338476055,1716,128.78,128.378,130.538,142.08,98.435,113.005,73.017
2013-04-07,1563013110,142.08,0.071,62710014647861.0,4693363,60600321365015.0,7477.0,4360.0,6733.0,4977.0,5295.0,3626.0,3286874.0,1.472,122750551,0.072,0.08,0.048,0.087,0.062,0.069,71.841,-0.068,1484077585,1487148960,1349235516,1508847768,1416200260,1743,134.952,135.229,137.188,163.561,91.849,110.375,66.0
2013-04-08,1799989332,163.561,0.0818,63348133569501.0,4555363,62882107459111.0,7854.0,4453.0,6952.0,5090.0,5422.0,3782.0,3575871.0,1.528,128434505,0.074,0.082,0.05,0.09,0.064,0.076,74.12,-0.069,1612610025,1643569146,1461923970,1666803642,1532238083,1804,146.585,149.395,151.492,195.397,87.108,109.595,69.751
2013-04-09,2151102847,195.397,0.0977,65111643775833.0,4423450,64123535519064.0,8419.0,4578.0,7365.0,5272.0,5618.0,4185.0,4379283.0,1.606,137541562,0.078,0.086,0.052,0.095,0.068,0.088,76.92,-0.07,1838035096,1897335997,1634218689,1936050053,1708894567,1909,167.012,172.396,175.898,178.5,75.043,108.42,73.549
2013-04-10,1965870661,178.5,0.0892,70206503841325.0,4423450,67365155440861.0,8884.0,4689.0,7683.0,5426.0,5788.0,4459.0,4971618.0,1.69,150582704,0.083,0.093,0.055,0.101,0.074,0.091,72.699,-0.072,1972320947,1931603329,1717131682,1999967835,1804671525,2058,179.152,175.448,181.642,115.0,77.734,110.54,72.494
2013-04-11,1267079990,115.0,0.0575,65886778608137.0,4423450,67197497880486.0,8860.0,4746.0,7645.0,5463.0,5840.0,4449.0,4949018.0,1.746,154934009,0.084,0.093,0.056,0.103,0.075,0.075,60.154,-0.073,1794684499,1599341659,1604618759,1647347356,1702619360,2115,162.965,145.224,149.566,92.446,94.679,112.503,75.989
2013-04-12,1018942331,92.446,0.0462,63688279726654.0,4423450,65507483372931.0,8853.0,4791.0,7562.0,5483.0,5876.0,4431.0,4908464.0,1.774,157552586,0.086,0.093,0.057,0.103,0.075,0.057,56.643,-0.074,1417297661,1309141995,1458199652,1259476272,1541773671,2143,128.648,118.835,114.306,98.435,106.7,111.738,81.5
2013-04-13,1085384852,98.435,0.0492,62912871328188.0,4423450,63666992007672.0,8852.0,4839.0,7500.0,5507.0,5915.0,4415.0,4872858.0,1.78,159402573,0.087,0.092,0.057,0.103,0.075,0.05,57.312,-0.075,1123802391,1197263424,1364995952,1093519868,1411661816,2163,101.96,108.635,99.199,91.849,114.48,112.241,84.999
2013-04-14,1013148373,91.849,0.0459,61636671163390.0,4423450,62404005978871.0,8767.0,4877.0,7389.0,5513.0,5936.0,4388.0,4813521.0,1.763,153834507,0.089,0.092,0.058,0.103,0.075,0.047,56.345,-0.076,1039158519,1105205898,1277034057,1038192859,1277399512,2159,94.243,100.242,94.144,87.108,114.295,108.635,88.095
2013-04-15,961179992,87.108,0.0436,61994386305362.0,4423450,62028228761846.0,8670.0,4921.0,7291.0,5521.0,5958.0,4348.0,4725580.0,1.73,153118397,0.091,0.094,0.059,0.105,0.076,0.045,55.662,-0.077,1019904406,1033192945,1198070541,999203596,1149783139,2162,92.464,93.675,90.576,75.043,113.535,104.575,88.156
2013-04-16,828357493,75.043,0.0375,68054656188210.0,4423450,64964902056461.0,8452.0,4949.0,7139.0,5508.0,5958.0,4314.0,4652684.0,1.678,156078117,0.092,0.091,0.059,0.103,0.076,0.041,53.977,-0.078,934228619,930775219,1105642279,903430139,1018918618,2171,84.666,84.359,81.865,77.734,120.78,107.0,89.295
2013-04-17,858411619,77.734,0.0389,67652617934419.0,4788726,66843592080844.0,8177.0,4983.0,7001.0,5497.0,5959.0,4268.0,4554470.0,1.612,154574828,0.094,0.093,0.06,0.104,0.077,0.039,54.289,-0.079,882649701,894593419,1043834614,865521639,942808534,2189,79.961,81.046,78.399,94.679,134.8,110.492,89.925
2013-04-18,1045938834,94.679,0.0473,72151171083871.0,5724746,69968900884781.0,7899.0,5009.0,6864.0,5483.0,5957.0,4235.0,4484198.0,1.536,169743740,0.095,0.092,0.061,0.103,0.077,0.043,56.181,-0.08,910902649,970266127,1044360669,947166206,953132362,2415,82.485,87.863,85.758,106.7,139.74,112.815,88.775
2013-04-19,1179129473,106.7,0.0534,59918797331804.0,5724746,65285225349600.0,7630.0,5048.0,6821.0,5499.0,5983.0,4214.0,4439211.0,1.459,172710844,0.097,0.093,0.062,0.104,0.077,0.049,57.445,-0.08,1027826642,1074697800,1078052870,1081279618,1004651749,2450,93.038,97.281,97.865,114.48,132.945,112.905,86.483
2013-04-20,1265497456,114.48,0.0572,64763702820794.0,5724746,64379979034981.0,7485.0,5099.0,6825.0,5530.0,6024.0,4191.0,4391660.0,1.387,172332252,0.099,0.094,0.063,0.104,0.078,0.054,58.233,-0.081,1163521921,1170097628,1124914017,1200115025,1072042161,2469,105.286,105.881,108.586,114.295,126.316,113.2,83.838
2013-04-21,1263886915,114.295,0.0571,76580830433678.0,5724746,69864782379075.0,7285.0,5147.0,6812.0,5553.0,6057.0,4161.0,4328140.0,1.317,172942458,0.099,0.093,0.063,0.104,0.077,0.057,58.207,-0.081,1236171281,1216992271,1159657241,1250297522,1132597346,2486,111.825,110.088,113.091,113.535,124.045,115.28,83.858
2013-04-22,1255982265,113.535,0.0568,72513318955570.0,5724746,72577553425814.0,6995.0,5183.0,6764.0,5565.0,6077.0,4135.0,4274100.0,1.246,176222857,0.101,0.094,0.064,0.104,0.078,0.057,58.1,-0.082,1261788879,1236487268,1183738497,1260203013,1182221420,2533,114.103,111.811,113.945,120.78,130.56,116.686,83.889
2013-04-23,1336598030,120.78,0.0604,72944892922583.0,5787141,73407024518765.0,6545.0,5234.0,6782.0,5597.0,6118.0,4114.0,4231763.0,1.181,180436212,0.103,0.096,0.066,0.106,0.079,0.059,58.832,-0.082,1285489070,1286542649,1221953380,1297607589,1241470782,2562,116.203,116.296,117.284,134.8,134.465,118.696,84.1
2013-04-24,1492314913,134.8,0.0674,74219362802875.0,6005521,73510198868231.0,6200.0,5282.0,6827.0,5638.0,6167.0,4117.0,4236623.0,1.122,185316902,0.105,0.098,0.067,0.107,0.08,0.063,60.195,-0.082,1361631736,1389428781,1289543764,1401020511,1321497918,2622,123.038,125.548,126.582,139.74,124.662,124.605,85.24
2013-04-25,1547569552,139.74,0.0699,71363029014717.0,6005521,72578784262085.0,6303.0,5347.0,6937.0,5702.0,6239.0,4136.0,4276867.0,1.075,188885584,0.107,0.101,0.068,0.109,0.081,0.067,60.658,-0.082,1458827498,1468499167,1354050211,1493989419,1392699310,2660,131.773,132.644,134.933,132.945,111.049,127.725,86.425
2013-04-26,1472883529,132.945,0.0665,79161241475573.0,6005521,75738190876509.0,6367.0,5391.0,6957.0,5736.0,6281.0,4131.0,4266292.0,1.03,187181726,0.108,0.101,0.069,0.109,0.081,0.068,59.691,-0.083,1504255998,1470691348,1383758540,1501017434,1427313814,2681,135.828,132.794,135.519,126.316,102.694,128.75,87.875
2013-04-27,1399986806,126.316,0.0632,72946223747758.0,6005521,74754030534860.0,6355.0,5430.0,6923.0,5751.0,6304.0,4103.0,4208232.0,0.984,185642487,0.109,0.101,0.07,0.109,0.081,0.065,58.766,-0.083,1473479962,1435339077,1387815607,1448882838,1433212920,2688,133.0,129.555,130.763,124.045,105.04,128.355,89.193
2013-04-28,1375272701,124.045,0.062,71142720780228.0,6005521,73080308551966.0,6497.0,5484.0,6978.0,5796.0,6355.0,4097.0,4196867.0,0.944,183914196,0.109,0.101,0.071,0.108,0.081,0.063,58.453,-0.083,1416047678,1405305889,1384679880,1399779207,1428130309,2682,127.768,126.8,126.285,130.56,113.464,125.725,88.506
2013-04-29,1448081487,130.56,0.0653,79016812809824.0,6005521,75380350622952.0,6597.0,5528.0,6996.0,5828.0,6394.0,4088.0,4177618.0,0.906,182551960,0.11,0.102,0.072,0.109,0.081,0.064,59.086,-0.083,1407780331,1426693688,1400530282,1415796111,1437271831,2743,126.974,128.68,127.681,134.465,113.005,126.43,88.353
2013-04-30,1491972429,134.465,0.0672,79306324484339.0,6885639,77849219975487.0,6701.0,5563.0,6958.0,5841.0,6413.0,4062.0,4125867.0,0.865,180805356,0.111,0.104,0.073,0.11,0.082,0.066,59.461,-0.083,1438442206,1459333058,1423390819,1457892160,1450525402,2760,129.69,131.572,131.426,124.662,110.375,127.245,91.241
2013-05-01,1383671584,124.662,0.0623,75031690568420.0,7107518,77120755580632.0,6797.0,5592.0,6918.0,5852.0,6430.0,4047.0,4093997.0,0.824,180157243,0.111,0.103,0.073,0.109,0.082,0.064,58.11,-0.083,1441241833,1421502321,1413461010,1430506849,1431154676,2781,129.895,128.117,128.912,111.049,109.595,126.424,93.05
2013-05-02,1232994860,111.049,0.0555,70601670548236.0,7107518,73529119544319.0,6830.0,5618.0,6817.0,5841.0,6425.0,4010.0,4020034.0,0.777,174556292,0.111,0.103,0.074,0.108,0.082,0.06,56.313,-0.083,1369546291,1327248591,1368344472,1326383363,1377994888,2775,123.392,119.583,119.489,102.694,108.42,126.909,96.0
2013-05-03,1140571980,102.694,0.0513,70633926813267.0,7107518,71356135350787.0,6748.0,5638.0,6702.0,5823.0,6412.0,3981.0,3961598.0,0.725,168494234,0.11,0.102,0.074,0.107,0.081,0.055,55.253,-0.082,1252412808,1233910285,1311401349,1211896207,1312964190,2764,112.802,111.139,109.14,105.04,110.54,124.135,95.875
2013-05-04,1166984989,105.04,0.0525,74649241020316.0,7107518,72636207872625.0,6660.0,5657.0,6635.0,5819.0,6413.0,3965.0,3930504.0,0.672,162340968,0.108,0.102,0.075,0.106,0.081,0.053,55.491,-0.082,1180183943,1200447637,1275297259,1169182298,1266405014,2741,106.261,108.089,105.259,113.464,112.503,120.333,95.495
2013-05-05,1261023174,113.464,0.0567,75408284839627.0,7107518,74359543895468.0,6635.0,5691.0,6611.0,5829.0,6426.0,3931.0,3862396.0,0.622,156677032,0.107,0.101,0.075,0.105,0.08,0.054,56.334,-0.081,1189526714,1230735405,1271728738,1209601913,1251676878,2726,107.066,110.776,108.861,113.005,111.738,119.685,95.372
2013-05-06,1256388032,113.005,0.0565,87037913347608.0,6960601,81096591790403.0,6592.0,5717.0,6536.0,5821.0,6421.0,3895.0,3793160.0,0.571,154224600,0.108,0.101,0.076,0.105,0.08,0.056,56.275,-0.081,1228132065,1243561719,1267893561,1243032572,1239870297,2718,110.503,111.89,111.83,110.375,112.241,120.096,94.551
2013-05-07,1227611214,110.375,0.0552,84183375461294.0,6800828,83672372986459.0,6486.0,5745.0,6474.0,5815.0,6418.0,3852.0,3709636.0,0.52,153162096,0.107,0.101,0.076,0.104,0.08,0.056,55.937,-0.08,1248340807,1235586467,1257822975,1242772147,1227715706,2713,112.281,111.133,111.766,109.595,108.635,119.388,95.46
2013-05-08,1219390646,109.595,0.0548,85479259498682.0,6800828,85307073794378.0,6335.0,5767.0,6402.0,5805.0,6409.0,3822.0,3651704.0,0.468,148829775,0.106,0.102,0.077,0.104,0.079,0.055,55.837,-0.08,1234463297,1227488556,1248214892,1228297066,1222947445,2706,110.991,110.364,110.423,108.42,104.575,115.014,96.892
2013-05-09,1206769938,108.42,0.0542,82997649928813.0,6800828,84022474040854.0,6113.0,5789.0,6340.0,5797.0,6402.0,3790.0,3590576.0,0.417,140084586,0.105,0.102,0.078,0.104,0.079,0.055,55.684,-0.079,1217923933,1217129247,1237853654,1214450387,1220891183,2683,109.463,109.392,109.137,110.54,107.0,110.585,97.39
2013-05-10,1230814260,110.54,0.0553,83613260357587.0,6800828,83719056738183.0,6008.0,5815.0,6303.0,5797.0,6402.0,3758.0,3531119.0,0.369,128243023,0.103,0.102,0.078,0.104,0.079,0.055,55.904,-0.079,1218991615,1223971754,1236093805,1220895551,1225782606,2668,109.518,109.966,109.675,112.503,110.492,105.935,95.932
2013-05-11,1253155261,112.503,0.0563,87548794241384.0,6800828,85478425561362.0,5972.0,5839.0,6279.0,5800.0,6404.0,3733.0,3483286.0,0.324,123974698,0.102,0.102,0.079,0.104,0.078,0.056,56.108,-0.079,1230246487,1238563507,1240359169,1237977374,1233036341,2643,110.487,111.234,111.168,111.738,112.815,104.06,94.179
2013-05-12,1245142400,111.738,0.112,91482612244649.0,7025666,88859780929055.0,5788.0,5857.0,6209.0,5786.0,6390.0,3703.0,3428456.0,0.279,121069370,0.102,0.101,0.079,0.104,0.077,0.084,65.281,-0.078,1243037307,1241852954,1241554977,1245425330,1235209351,2616,111.593,111.486,111.793,112.241,112.905,106.555,93.381
2013-05-13,1251224545,112.241,0.0561,95544673466887.0,7911793,92858006521895.0,5639.0,5875.0,6143.0,5773.0,6375.0,3675.0,3376029.0,0.234,120255485,0.104,0.102,0.08,0.104,0.077,0.075,53.869,-0.078,1249840735,1246538749,1243972369,1249518949,1239470067,2613,112.16,111.863,112.117,108.635,113.2,108.05,93.038
2013-05-14,1211498644,108.635,0.0543,90886609199962.0,7911793,92538631129723.0,5516.0,5880.0,6048.0,5749.0,6349.0,3667.0,3362092.0,0.188,120651304,0.104,0.101,0.08,0.103,0.076,0.064,53.562,-0.078,1235955196,1229018697,1235853938,1230347904,1233983719,2593,110.871,110.249,110.354,104.575,115.28,106.945,93.989
2013-05-15,1166624096,104.575,0.0523,81734166656643.0,7911793,87086731972795.0,5391.0,5891.0,5953.0,5723.0,6320.0,3645.0,3321548.0,0.141,120273230,0.103,0.101,0.08,0.103,0.075,0.054,53.217,-0.077,1209782428,1197821396,1218546477,1195682353,1217854182,2572,108.484,107.412,107.206,107.0,116.686,102.855,94.938
2013-05-16,1194054232,107.0,0.0535,81124937273190.0,7911793,82954959055475.0,5364.0,5897.0,5891.0,5707.0,6300.0,3636.0,3305980.0,0.095,118283792,0.106,0.103,0.082,0.105,0.076,0.053,53.399,-0.077,1190725657,1195937814,1212423416,1187818255,1210466699,2551,106.737,107.206,106.464,110.492,118.696,100.25,96.293
2013-05-17,1233426044,110.492,0.0552,86183643050509.0,7911793,83755828392430.0,5378.0,5909.0,5848.0,5697.0,6286.0,3621.0,3278548.0,0.051,116614749,0.105,0.103,0.082,0.105,0.075,0.054,53.66,-0.076,1198034791,1214681929,1217674073,1209168449,1213376302,2537,107.355,108.849,108.342,112.815,124.605,100.355,96.952
2013-05-18,1259817553,112.815,0.0564,81582905961037.0,7911793,83040156876225.0,5345.0,5922.0,5807.0,5686.0,6270.0,3603.0,3245988.0,0.011,100554297,0.105,0.102,0.082,0.104,0.074,0.056,53.835,-0.075,1229099277,1237249741,1228209943,1240059830,1222790504,2523,110.102,110.832,111.071,112.905,127.725,100.846,96.543
2013-05-19,1261243165,112.905,0.0565,90314218425354.0,7547909,86715351708112.0,5251.0,5939.0,5751.0,5669.0,6248.0,3568.0,3182065.0,-0.029,95626473,0.106,0.103,0.083,0.104,0.074,0.056,53.841,-0.075,1251495587,1249246453,1236468248,1256131774,1232323169,2496,112.07,111.868,112.473,113.2,128.75,103.663,96.796
2013-05-20,1264974454,113.2,0.0566,78831535490995.0,7536246,83117658214127.0,5196.0,5949.0,5682.0,5648.0,6221.0,3550.0,3151167.0,-0.068,93937776,0.105,0.103,0.083,0.104,0.073,0.057,53.864,-0.074,1262011724,1257110453,1243594800,1262871207,1242213630,2474,112.973,112.534,113.037,115.28,128.355,105.104,96.925
2013-05-21,1288595268,115.28,0.0576,78234657754155.0,7536246,80446877111640.0,5201.0,5961.0,5679.0,5647.0,6214.0,3538.0,3129653.0,-0.101,92803828,0.106,0.103,0.084,0.103,0.072,0.057,54.024,-0.073,1271604296,1272852861,1254844917,1276162980,1257518226,2456,113.795,113.907,114.191,116.686,125.725,105.826,97.996
2013-05-22,1304746379,116.686,0.0583,88443185314328.0,7536246,83438401157053.0,5190.0,5977.0,5649.0,5638.0,6198.0,3512.0,3082705.0,-0.133,89523843,0.106,0.103,0.084,0.104,0.071,0.058,54.133,-0.072,1286105367,1288799620,1267320283,1292734021,1274107149,2443,115.055,115.296,115.636,118.696,126.43,106.072,101.101
2013-05-23,1327690167,118.696,0.0593,90431457737529.0,7536246,87735900265905.0,5215.0,5995.0,5658.0,5641.0,6193.0,3492.0,3047789.0,-0.159,85916305,0.106,0.104,0.085,0.104,0.07,0.059,54.289,-0.071,1307010605,1308244893,1282412754,1313526421,1291499080,2424,116.887,116.996,117.456,124.605,127.245,103.671,105.11
2013-05-24,1394322522,124.605,0.0623,95283232048976.0,7536246,92525966156057.0,5202.0,6013.0,5653.0,5640.0,6184.0,3465.0,3001186.0,-0.182,80752192,0.105,0.104,0.085,0.105,0.07,0.061,54.748,-0.07,1342253023,1351283708,1310390196,1357182380,1320776388,2411,119.995,120.8,121.315,127.725,126.424,101.679,107.292
2013-05-25,1429774912,127.725,0.0639,95027092812990.0,7799742,94346533379080.0,5179.0,6033.0,5650.0,5639.0,6176.0,3434.0,2948196.0,-0.202,76182625,0.104,0.105,0.086,0.105,0.069,0.063,54.989,-0.069,1383929200,1390529310,1340236375,1400943325,1353170491,2400,123.675,124.262,125.18,128.75,126.909,98.478,106.115
2013-05-26,1441785669,128.75,0.0644,99559840402907.0,8502400,97336156480618.0,5187.0,6042.0,5628.0,5632.0,6160.0,3422.0,2927624.0,-0.22,72773825,0.104,0.105,0.086,0.105,0.068,0.064,55.069,-0.068,1421961034,1416157489,1365623698,1429871559,1382497377,2376,127.026,126.506,127.717,128.355,124.135,97.247,105.799
2013-05-27,1437885373,128.355,0.0642,104776522451930.0,8502400,101412723495770.0,5206.0,6059.0,5617.0,5628.0,6147.0,3395.0,2882157.0,-0.236,72110464,0.105,0.106,0.087,0.106,0.067,0.064,55.031,-0.067,1436481985,1427021431,1383689117,1437833728,1404401243,2360,128.276,127.431,128.382,125.725,120.333,98.0,107.66
2013-05-28,1408976224,125.725,0.0629,96339507342859.0,8502400,99688567889228.0,5246.0,6070.0,5592.0,5619.0,6128.0,3378.0,2853046.0,-0.25,72651049,0.106,0.107,0.088,0.107,0.066,0.064,54.777,-0.066,1429549089,1417998828,1390010894,1424080848,1412902431,2344,127.61,126.578,127.106,126.43,119.685,96.6,108.695
2013-05-29,1417376424,126.43,0.0632,100634321949710.0,8502400,99893083831136.0,5300.0,6083.0,5575.0,5613.0,6112.0,3357.0,2817033.0,-0.263,71796166,0.106,0.108,0.089,0.108,0.065,0.063,54.833,-0.066,1421412673,1417687626,1396852276,1417994515,1419204350,2333,126.837,126.504,126.516,127.245,120.096,92.242,111.875
2013-05-30,1427042015,127.245,0.0636,103366950087420.0,8309035,101284833584090.0,5342.0,6100.0,5575.0,5612.0,6101.0,3333.0,2776751.0,-0.274,71605563,0.105,0.107,0.089,0.108,0.064,0.063,54.899,-0.065,1417798221,1422364820,1404399711,1420809186,1423900165,2312,126.466,126.874,126.72,126.424,119.388,89.283,115.28
2013-05-31,1418400278,126.424,0.0632,110197290767220.0,7785536,106326682404370.0,5330.0,6114.0,5542.0,5600.0,6078.0,3304.0,2728493.0,-0.284,70507174,0.105,0.107,0.089,0.108,0.063,0.063,54.818,-0.065,1420939572,1420382549,1407899853,1421110214,1422887265,2294,126.699,126.649,126.698,126.909,115.014,89.829,115.785
2013-06-01,1424396928,126.909,0.0647,116123605538450.0,7785536,112022058039540.0,5377.0,6135.0,5563.0,5606.0,6073.0,3274.0,2679556.0,-0.291,69372632,0.105,0.107,0.09,0.107,0.061,0.064,55.066,-0.064,1423279740,1422389739,1412024121,1422838893,1422513608,2268,126.859,126.779,126.803,124.135,110.585,85.608,118.347
2013-06-02,1393928709,124.135,0.0621,127241095323390.0,7785536,120694631302390.0,5375.0,6144.0,5520.0,5590.0,6046.0,3254.0,2646484.0,-0.298,68597552,0.106,0.108,0.09,0.109,0.06,0.063,54.534,-0.064,1412241972,1408159224,1407500268,1408163377,1414714967,2239,125.822,125.457,125.441,120.333,105.935,83.204,122.066
2013-06-03,1351834194,120.333,0.0602,124378099733740.0,7785536,123956682564410.0,5412.0,6160.0,5500.0,5582.0,6025.0,3221.0,2592966.0,-0.305,69996719,0.107,0.109,0.091,0.11,0.059,0.062,54.155,-0.064,1390053277,1379996709,1393583750,1377959488,1398101874,2223,123.792,122.895,122.696,119.685,104.06,81.424,124.651
2013-06-04,1345191813,119.685,0.0598,125284058845920.0,7785536,125308245221450.0,5377.0,6166.0,5477.0,5572.0,6003.0,3212.0,2579406.0,-0.312,70418587,0.108,0.109,0.092,0.11,0.06,0.06,54.09,-0.065,1363651572,1362594261,1381485766,1355528756,1382901443,2201,121.384,121.29,120.643,120.096,106.555,78.461,125.588
2013-06-05,1350445110,120.096,0.06,139033002270500.0,9098881,132007537372850.0,5292.0,6155.0,5383.0,5538.0,5956.0,3235.0,2615635.0,-0.323,70087383,0.109,0.11,0.092,0.112,0.059,0.06,54.126,-0.065,1349157039,1356519685,1373725602,1348925525,1371292350,2180,120.038,120.693,119.998,119.388,108.05,73.017,124.863
2013-06-06,1343038626,119.388,0.0597,142389875060430.0,11237757,138419948094710.0,5152.0,6144.0,5283.0,5501.0,5905.0,3259.0,2655368.0,-0.338,69678162,0.109,0.109,0.092,0.11,0.057,0.06,54.053,-0.065,1346225183,1349779156,1366053858,1345866319,1360222041,2164,119.723,120.04,119.673,115.014,106.945,66.0,120.747
2013-06-07,1294354363,115.014,0.0575,125201034232100.0,11237757,133235975847950.0,5020.0,6128.0,5183.0,5462.0,5852.0,3292.0,2709208.0,-0.358,69364462,0.108,0.108,0.092,0.109,0.056,0.059,53.607,-0.066,1329279366,1322066759,1348128984,1319930909,1339980787,2144,118.166,117.527,117.319,110.585,102.855,69.751,117.345
2013-06-08,1244956010,110.585,0.0553,131832685235600.0,11237757,131381666538580.0,4893.0,6112.0,5096.0,5426.0,5801.0,3322.0,2759202.0,-0.379,68611831,0.108,0.108,0.092,0.109,0.055,0.057,53.158,-0.066,1294116333,1283511384,1322335740,1277769230,1311820155,2112,114.996,114.056,113.528,105.935,100.25,73.549,115.05
2013-06-09,1193086083,105.935,0.053,135642267203860.0,11237757,132632201052480.0,4737.0,6093.0,4969.0,5376.0,5736.0,3370.0,2839202.0,-0.406,68291758,0.107,0.106,0.092,0.108,0.053,0.054,52.689,-0.066,1244132152,1238298734,1290023326,1227254105,1277100647,2094,110.511,109.996,108.998,104.06,100.355,72.494,115.023
2013-06-10,1172377022,104.06,0.052,135862933180720.0,11237757,135117669864250.0,4588.0,6072.0,4865.0,5331.0,5676.0,3414.0,2913581.0,-0.435,67743356,0.107,0.104,0.092,0.106,0.053,0.053,52.5,-0.067,1203473038,1205337878,1260611750,1191376540,1244376824,2066,106.86,107.028,105.772,106.555,100.846,75.989,116.613
2013-06-11,1200955863,106.555,0.0533,131333121773560.0,11237757,133561249814340.0,4478.0,6057.0,4790.0,5295.0,5623.0,3444.0,2964502.0,-0.465,67978535,0.107,0.104,0.092,0.106,0.052,0.053,52.728,-0.067,1188806322,1203146870,1245697778,1190117952,1225206895,2041,105.516,106.791,105.62,108.05,103.663,81.5,117.844
2013-06-12,1218291874,108.05,0.054,150324551304890.0,10940245,141583805107090.0,4359.0,6043.0,4718.0,5260.0,5571.0,3472.0,3013406.0,-0.494,67348205,0.106,0.104,0.092,0.105,0.05,0.053,52.865,-0.067,1197208253,1210719372,1238846302,1204860728,1215522254,2017,106.221,107.421,106.887,106.945,105.104,84.999,119.961
2013-06-13,1206375458,106.945,0.0535,154944785237290.0,10757986,149469430015870.0,4193.0,6029.0,4622.0,5215.0,5509.0,3506.0,3073614.0,-0.525,66947081,0.107,0.104,0.093,0.105,0.049,0.054,52.75,-0.068,1208541065,1208547415,1230728591,1209444331,1207578267,1997,107.183,107.183,107.248,102.855,105.826,88.095,121.733
2013-06-14,1160717162,102.855,0.0514,137175999994310.0,10757986,145290353627070.0,4074.0,6014.0,4544.0,5175.0,5452.0,3539.0,3131936.0,-0.557,67107724,0.106,0.102,0.092,0.103,0.047,0.053,52.327,-0.069,1195128165,1184632289,1213225734,1185532379,1193100534,1977,105.95,105.019,105.084,100.25,106.072,88.156,123.67
2013-06-15,1131770900,100.25,0.0501,137670921556020.0,10757986,140384924982330.0,3882.0,5995.0,4455.0,5131.0,5389.0,3582.0,3208378.0,-0.589,66250154,0.104,0.101,0.092,0.102,0.046,0.051,52.057,-0.069,1166287840,1158201595,1192862026,1153853747,1176158992,1950,103.35,102.634,102.234,100.355,103.671,89.295,124.07
2013-06-16,1133390332,100.355,0.0502,146933281215580.0,11101075,142219614458850.0,3759.0,5979.0,4373.0,5089.0,5327.0,3620.0,3275642.0,-0.622,65320060,0.103,0.1,0.092,0.1,0.044,0.05,52.067,-0.07,1141959465,1145795963,1177994102,1137404993,1163664633,1925,101.153,101.495,100.737,100.846,101.679,89.925,123.947
