Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-wma-7,difficulty-btc-wma-30,difficulty-btc-std-30,difficulty-btc-mom-3,difficulty-btc-mom-90,difficulty-btc-var-7,difficulty-btc-var-14,difficulty-btc-var-30,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-roc-30,difficulty-btc-roc-90,hashrate-btc-std-14,hashrate-btc-var-14,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-rsi-3,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-7,mining_profitability-btc-std-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-7,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-ema-7,sentinusd-btc-ema-90,sentinusd-btc-wma-14,sentinusd-btc-wma-30,sentinusd-btc-std-90,sentinusd-btc-var-14,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-14,sentinusd-btc-trx-90,transactionfees-btc-sma-14,transactionfees-btc-mom-14,transactionfees-btc-var-3,transactionfees-btc-trx-7,transactionfees-btc-trx-90,transactionfees-btc-rsi-14,transactionfees-btc-roc-30,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-wma-90,median_transaction_fee-btc-std-14,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-3,median_transaction_fee-btc-trx-7,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-3,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-7,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-14,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-30,confirmationtime-btc-std-3,confirmationtime-btc-std-7,confirmationtime-btc-std-14,confirmationtime-btc-std-90,confirmationtime-btc-var-7,confirmationtime-btc-var-14,confirmationtime-btc-var-30,confirmationtime-btc-var-90,confirmationtime-btc-trx-7,confirmationtime-btc-trx-14,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-wma-3,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-3,marketcap-btc-std-7,marketcap-btc-std-30,marketcap-btc-mom-7,marketcap-btc-mom-14,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-trx-3,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-3,marketcap-btc-rsi-7,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-7,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-ema-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,transactionvalue-btc-std-14,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-7,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-3,mediantransactionvalue-btc-sma-7,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-3,mediantransactionvalue-btc-ema-7,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-7,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-mom-7,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-roc-14,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-7,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-30,size-btc-sma-90,size-btc-ema-30,size-btc-wma-7,size-btc-wma-90,size-btc-std-14,size-btc-std-30,size-btc-var-14,size-btc-var-30,size-btc-var-90,size-btc-trx-7,size-btc-trx-14,size-btc-trx-30,size-btc-trx-90,transactions-btc-wma-7,transactions-btc-wma-90,transactions-btc-std-7,transactions-btc-std-14,transactions-btc-std-30,transactions-btc-std-90,transactions-btc-var-30,transactions-btc-var-90,transactions-btc-trx-7,transactions-btc-trx-14,transactions-btc-trx-30,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-3,sentbyaddress-btc-wma-30,sentbyaddress-btc-wma-90,sentbyaddress-btc-std-7,sentbyaddress-btc-std-30,sentbyaddress-btc-std-90,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-7,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-3,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-14,top100cap-btc-ema-90,top100cap-btc-wma-90,top100cap-btc-std-3,top100cap-btc-std-14,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-mom-3,top100cap-btc-mom-7,top100cap-btc-mom-14,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-3,top100cap-btc-trx-7,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-7,top100cap-btc-rsi-14,top100cap-btc-roc-7,top100cap-btc-roc-14,top100cap-btc-roc-30,activeaddresses-btc-sma-7,activeaddresses-btc-sma-14,activeaddresses-btc-sma-30,activeaddresses-btc-ema-14,activeaddresses-btc-ema-30,activeaddresses-btc-wma-30,activeaddresses-btc-wma-90,activeaddresses-btc-std-7,activeaddresses-btc-std-14,activeaddresses-btc-std-30,activeaddresses-btc-std-90,activeaddresses-btc-var-30,activeaddresses-btc-var-90,activeaddresses-btc-trx-7,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-90,price-btc-ema-3,price-btc-wma-3,price-btc-wma-14,price-btc-wma-30,price-btc-wma-90,price-btc-std-7,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-7,price-btc-mom-14,price-btc-mom-30,price-btc-mom-90,price-btc-var-7,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-3,price-btc-trx-14,price-btc-trx-90,price-btc-rsi-7,price-btc-rsi-14,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-7,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_7d,bitcoin-price_raw_30d,7d_binary_price_change
2013-04-01,1039517192,94.715,0.0474,7220.0,19.962,6695826,6695826,5652157,1899346,309232.0,3716190,-0.031,761539976695.0,901878886924.0,2.593,1.93,1.046,53.297,124.72,11490406893431.0,3.3007362644153e+25,9.2668416192271e+25,1.2925476936344e+26,2.0,1.373,77.994,6932.0,6562.0,6279.0,6990.0,6648.0,5603.0,7035.0,6806.0,5894.0,4650.0,1354.0,2048.0,4974.0,458425.0,1048771.0,1929846.0,1.522,1.215,0.091,139714681,129648871,62957053,124388332,108319605,83568369,1168536324447388.0,2498708038563228.0,1745918089683000.0,3.636,0.276,0.072,0.037,0.001,4.663,1.218,56.505,155.409,624.061,0.045,0.042,0.023,0.013,0.041,3.721,4.009,2.987,2.482,1.11,99.267,87.21,74.007,68.162,65.414,36.98,185.993,606.456,8.088,8.4,9.146,8.368,8.93,8.24,1.096,2.272,2.656,2.697,1.291,1.763,1.37,1.818,0.415,-0.129,-0.057,991852178,931090321,352418998,997954603,929243159,824742386,669282203,1005258635,881124856,725365498,68971698,151770276,409268958,282580870,534757265,680338013,897213385,4.187527004296205e+16,3.762,4.438,3.675,2.586,1.097,99.471,97.077,95.218,93.977,91.946,37.332,189.415,630.491,2385,1883,1039,2019,1335,2254,1380,1325.0,2031.0,1697.0,438600,1030745,719749,2.682,3.688,3.059,-0.116,54.192,59.708,54.928,41.397,26.683,58.86,56.845,53.027,44.502,58.068,55.935,48.928,32.651,14.73,17.452,31.265,16.907,54.242,3.449,2.119,0.207,17.119,1.301,1.154,1.279,1.237,1.06,1.172,1.189,1.215,1.157,1.037,1.22,1.205,1.188,1.245,0.554,0.555,1.147,0.956,1.014,-0.381,0.05,0.742,154996,154528,154181,163582,156022,51899,61285,673384639,938951276,644540075,1.572,-0.044,-0.019,0.334,53994,54403,12390,11454,17233,16078,74247499,64627438,0.437,-0.243,0.092,48248,43467,39879,47624,45856,41505,10978,12929,10848,41786951,1.151,0.982,0.406,0.253,19.921,19.499,19.396,19.671,19.501,19.428,0.107,0.462,0.367,0.322,0.101,0.517,0.607,0.694,0.426,0.034,0.026,0.289,0.191,0.063,0.011,-0.057,77.854,73.605,2.66,3.135,3.6,77367,72861,64764,72149,66879,68908,60273,17602,16122,20592,18183,106005219,82659141,1.516,1.219,0.538,0.27,90.406,84.929,32.485,90.961,91.616,80.404,66.298,43.032,13.729,25.772,37.068,41.348,25.57,48.455,61.597,81.308,47.124,166.051,343.518,427.406,3.723,3.629,1.025,96.992,95.075,93.774,91.45,36.98,185.993,606.456,163.561,124.662,1
2013-04-02,1183101461,107.749,0.0539,7990.0,20.024,6695826,6695826,5749761,1949365,309232.0,3716190,-0.039,695426590110.0,950005633515.0,2.333,1.948,1.085,53.297,124.72,11315233330806.0,3.2008626332648e+25,9.6441421949099e+25,1.3821861281017e+26,2.017,1.406,60.324,7394.0,6924.0,6503.0,7490.0,6984.0,5757.0,7564.0,7164.0,6058.0,4740.0,1331.0,2170.0,5757.0,442945.0,1177343.0,2079147.0,1.605,1.241,0.104,160510202,161563287,67228470,143408864,119025128,94000481,2453832649331916.0,3214435238744518.0,2209022600061440.8,3.89,0.312,0.075,0.047,0.001,4.561,1.251,64.356,288.8,869.772,0.049,0.045,0.023,0.014,0.047,5.183,4.233,3.127,2.534,1.139,99.745,91.746,78.528,71.179,67.414,50.27,231.964,716.218,8.051,8.367,9.13,8.341,8.909,8.212,1.02,2.202,2.648,2.708,1.212,1.753,1.366,1.833,0.144,-0.129,-0.059,1066526516,987933018,364007125,1090528032,992707735,872523596,702431833,1100883277,931363359,761891508,172592861,185038396,444769123,397898885,622208836,830962611,1042931435,4.945489328610125e+16,5.227,4.586,3.792,2.665,1.129,99.816,98.25,96.519,95.152,93.08,50.675,235.976,744.047,2545,2012,1081,2172,1403,2417,1454,1673.0,2160.0,1835.0,699432,1166540,841849,3.561,3.769,3.125,-0.089,70.337,63.554,57.343,44.077,27.577,76.908,66.372,58.618,47.757,66.879,61.272,52.383,34.151,28.777,26.981,35.145,26.922,207.029,3.531,2.21,0.23,55.315,1.322,1.163,1.286,1.243,1.199,1.214,1.209,1.223,1.161,1.138,1.229,1.229,1.192,1.248,0.547,0.563,1.145,0.953,0.73,-0.33,0.038,0.733,155608,155210,155553,165301,156482,52503,61721,689152619,952368214,630754328,1.368,0.042,-0.015,0.331,56186,54635,12816,11873,17526,15980,76789294,63840999,0.587,-0.174,0.086,49382,44503,40218,54950,47069,41997,13547,13782,11689,47486125,1.319,1.036,0.432,0.256,19.944,19.522,19.401,19.718,19.513,19.442,0.148,0.49,0.408,0.345,0.067,0.432,0.682,0.677,0.427,0.042,0.03,0.282,0.209,0.074,0.014,-0.056,80.298,75.389,2.207,3.526,3.498,80062,74513,66291,74780,68492,70657,61036,19754,18640,21588,19348,116511566,93587018,1.611,1.27,0.569,0.274,97.171,90.078,33.536,99.355,100.288,84.952,69.605,44.686,16.735,28.113,40.279,44.05,36.045,56.367,75.291,94.548,70.017,197.592,405.594,485.111,5.184,3.745,1.057,98.201,96.416,94.987,92.645,50.27,231.964,716.218,195.397,111.049,1
2013-04-03,1318189886,120.003,0.06,8852.0,19.987,6695826,6695826,5842360,1986041,309232.0,3716190,-0.031,594458447418.0,986089374520.0,2.064,1.943,1.122,53.297,124.72,10182774073258.0,2.5922221956753e+25,1.004435415887e+26,1.4600249790161e+26,2.015,1.435,52.62,8021.0,7363.0,6645.0,8171.0,7451.0,5957.0,8293.0,7645.0,6269.0,4847.0,1543.0,2388.0,6575.0,595387.0,1426075.0,2305788.0,1.738,1.276,0.117,168111305,184221089,71293657,160188894,128903321,102642361,3429377969952188.0,3781082247256207.0,2633863588145095.0,4.28,0.353,0.081,0.087,0.001,5.18,1.288,70.496,361.681,1028.0,0.054,0.049,0.024,0.017,0.053,6.968,4.66,3.319,2.599,1.17,99.867,94.058,81.743,73.612,69.112,51.448,79.898,808.284,8.152,8.373,9.123,8.334,8.894,8.203,0.804,0.765,2.559,2.714,0.146,1.638,1.363,1.841,-0.002,-0.126,-0.061,1180269513,1052246046,377094375,1204358959,1074078272,931945768,742158159,1226714962,993687854,805345883,227570546,267956086,493549055,450191191,687509928,956206879,1177852524,6.089766752797075e+16,7.014,4.954,3.958,2.756,1.163,99.904,98.785,97.272,95.925,93.897,51.865,264.158,839.301,2697,2144,1125,2321,1470,2576,1528,1939.0,2260.0,1965.0,940396,1276352,964945,4.649,3.964,3.214,-0.059,87.492,69.235,60.546,46.873,28.497,89.721,75.413,64.473,51.291,76.624,67.298,56.154,35.799,39.584,35.642,39.665,39.764,391.727,3.763,2.327,0.256,77.719,1.292,1.227,1.299,1.25,1.398,1.31,1.26,1.247,1.17,1.389,1.297,1.287,1.212,1.255,0.453,0.541,1.151,0.953,1.028,-0.212,0.036,0.725,156259,156056,157402,168709,157119,47145,62497,555653079,976467593,614641815,1.386,0.146,-0.006,0.329,58039,54876,13424,11938,17519,15982,76727861,63855681,0.871,-0.078,0.084,51276,45581,40562,62062,48661,42633,17749,16082,13162,64654761,1.885,1.163,0.468,0.26,19.991,19.542,19.405,19.754,19.523,19.454,0.051,0.503,0.437,0.364,0.141,0.317,0.575,0.592,0.366,0.048,0.033,0.223,0.216,0.085,0.017,-0.056,74.565,72.249,1.612,2.964,3.051,84974,77677,68078,79095,70985,73293,62124,26120,23932,25575,21903,163523465,119931071,2.166,1.403,0.611,0.279,107.489,95.902,34.722,109.679,111.703,90.598,73.541,46.586,24.268,33.32,44.695,47.421,40.765,62.25,86.649,106.79,147.237,277.562,499.422,562.186,6.968,3.911,1.09,98.752,97.19,95.785,93.508,51.448,259.795,808.284,178.5,102.694,1
2013-04-04,1357824968,123.562,0.0618,8777.0,19.99,6695826,6695826,5929952,2010105,309232.0,3716190,-0.023,458635548619.0,1010130109937.0,1.801,1.917,1.154,53.297,124.72,10042649490131.0,2.5213702195409e+25,9.7331859112988e+25,1.5046140384409e+26,1.969,1.456,32.728,8540.0,7555.0,6794.0,8474.0,7782.0,6139.0,8671.0,7999.0,6465.0,4951.0,1837.0,2510.0,6518.0,843694.0,1574429.0,2513253.0,1.884,1.316,0.132,180219729,194783324,74704127,172111754,136643670,108586735,3913649374933528.0,4181966971339743.0,2947769732649600.0,4.617,0.396,0.087,0.083,0.001,5.965,1.328,71.958,325.724,1244.0,0.059,0.052,0.025,0.019,0.055,7.181,5.036,3.525,2.674,1.203,99.89,94.573,82.56,74.264,69.578,44.093,237.355,834.762,8.348,8.339,9.122,8.399,8.904,8.266,1.207,1.153,2.475,2.714,0.333,1.531,1.262,1.841,0.14,-0.09,-0.063,1286372105,1111986416,390620653,1281091963,1145014946,988729661,781878598,1315492689,1054749313,849301001,149589254,321929291,539459089,418182595,658696391,960150478,1217365028,7.27540271846002e+16,7.226,5.28,4.134,2.854,1.2,99.921,98.9,97.446,96.113,94.103,44.504,241.441,866.699,2833,2244,1165,2446,1531,2712,1597,2083.0,2356.0,2068.0,1085025,1387167,1069102,5.326,4.155,3.307,-0.027,106.934,78.292,65.817,50.029,29.741,106.517,87.388,72.319,55.938,90.144,75.667,61.086,37.883,53.483,47.437,47.626,63.398,715.096,4.166,2.481,0.285,148.975,1.382,1.3,1.315,1.261,1.673,1.469,1.352,1.292,1.187,1.729,1.461,1.383,1.254,1.271,0.647,0.627,1.173,0.963,1.951,0.014,0.049,0.717,157161,156943,161541,181688,158559,53720,65394,721463920,1069093010,659287348,1.843,0.315,0.013,0.327,60254,55177,14740,13290,18049,16206,81439397,65661184,1.234,0.044,0.089,53186,46630,40971,66907,50349,43319,21318,18488,14643,85452388,2.554,1.339,0.514,0.264,20.0,19.564,19.41,19.786,19.534,19.467,0.033,0.497,0.459,0.383,0.028,0.281,0.608,0.659,0.45,0.053,0.037,0.161,0.214,0.094,0.02,-0.055,74.737,72.35,1.427,3.139,3.408,87035,80474,69795,83067,73431,75926,63235,30670,28315,29141,24213,212292466,146568407,2.797,1.58,0.663,0.284,117.104,101.303,35.948,116.62,119.74,96.125,77.521,48.539,29.164,37.881,48.85,50.724,37.81,59.572,86.935,110.343,212.638,358.748,596.59,643.239,7.181,4.087,1.126,98.869,97.368,95.977,93.724,44.093,237.355,834.762,115.0,105.04,0
2013-04-05,1414392012,128.664,0.0643,9950.0,19.833,6740002,6773134,6032489,2049389,309232.0,4025422,11709126260.0,303649731270.0,1049998827349.0,1.634,1.888,1.184,60.377,135.098,10254314157412.0,2.6287739709724e+25,9.1452961351038e+25,1.5309926268188e+26,1.873,1.468,23.508,9193.0,8052.0,7008.0,9212.0,8324.0,6385.0,9376.0,8598.0,6726.0,5079.0,2233.0,2853.0,7877.0,1246477.0,2035077.0,2836428.0,2.074,1.368,0.147,196246808,202931598,78059562,183120094,144100514,114080731,4042576985610948.0,4570336442425772.0,3253603293525400.0,4.872,0.441,0.091,0.046,0.001,6.048,1.37,63.194,22.83,1049.0,0.062,0.055,0.026,0.021,0.058,6.652,5.295,3.728,2.755,1.237,99.92,95.26,83.687,75.175,70.229,48.589,229.992,876.762,8.55,8.334,9.11,8.446,8.909,8.316,0.966,1.294,2.217,2.704,0.419,1.229,1.252,1.828,0.333,-0.04,-0.065,1363468955,1178437837,404780326,1347741988,1212359213,1045484641,822685915,1379502643,1117079745,894840766,78953205,350849537,585022130,465159946,695779610,990920185,1274370485,8.556272309817466e+16,6.695,5.497,4.304,2.957,1.238,99.942,99.05,97.675,96.361,94.378,49.004,233.999,910.125,3026,2341,1205,2568,1593,2847,1667,2108.0,2453.0,2170.0,1110469,1503864,1177635,5.634,4.321,3.4,0.006,117.01,86.938,70.974,53.308,30.977,115.85,96.837,79.367,60.405,101.867,83.582,65.935,39.98,60.924,55.711,53.912,60.522,927.921,4.619,2.658,0.317,136.282,1.389,1.319,1.232,1.267,1.552,1.46,1.363,1.301,1.193,1.631,1.474,1.4,1.261,1.274,0.648,0.627,0.672,0.96,2.262,0.199,0.063,0.71,157013,157741,163382,185138,159287,51407,65074,660679155,1058645352,654198460,2.045,0.466,0.034,0.326,60876,55352,14639,13374,17976,16024,80782038,64193454,1.386,0.152,0.095,54514,47386,41318,68109,51813,43942,22939,20202,15788,102026223,3.009,1.518,0.564,0.269,19.937,19.578,19.413,19.792,19.54,19.477,0.147,0.457,0.464,0.392,-0.191,-0.028,0.472,0.443,0.29,0.054,0.038,0.011,0.193,0.1,0.023,-0.054,52.947,60.032,-0.14,2.439,2.285,89429,82264,70824,85329,75147,77877,64138,31721,29826,31093,25666,241699636,164680970,3.094,1.735,0.716,0.29,124.076,107.314,37.231,122.642,125.52,101.765,81.643,50.576,31.783,41.76,52.973,54.087,42.073,62.924,89.674,115.491,252.534,435.977,701.54,731.342,6.652,4.257,1.164,99.022,97.602,96.233,94.013,48.589,229.992,876.762,92.446,113.464,0
2013-04-06,1474827634,134.114,0.0671,8923.0,19.833,6879599,7006384,6172446,2146374,977174.0,4693363,116298164445.0,163650815957.0,1151730788639.0,1.673,1.885,1.216,75.669,157.515,10516744526294.0,2.7650478857832e+25,8.8743237956317e+25,1.6018521835239e+26,1.8,1.479,65.605,9217.0,8384.0,7170.0,9068.0,8474.0,6548.0,9241.0,8816.0,6909.0,5183.0,1945.0,2999.0,6611.0,946223.0,2248623.0,3037954.0,2.225,1.419,0.163,197131177,191603269,79808105,183472339,146740690,115485795,3573427355240792.0,4493932018598449.5,3334242195953900.0,4.858,0.486,0.093,0.038,0.001,5.354,1.411,56.4,173.006,626.386,0.064,0.058,0.027,0.022,0.06,5.981,5.433,3.916,2.84,1.274,99.944,95.906,84.815,76.109,70.901,53.353,235.372,922.051,8.707,8.328,9.098,8.471,8.907,8.348,0.422,1.327,1.948,2.699,0.44,0.949,1.246,1.821,0.458,0.009,-0.066,1415681538,1252116292,419616955,1411284811,1277976318,1102730374,864759574,1435181982,1180841788,942148593,95549682,352254544,629729766,515749187,779063458,1040345240,1335296658,9.913989447586125e+16,6.022,5.599,4.456,3.062,1.278,99.96,99.188,97.892,96.601,94.647,53.775,239.445,956.989,3150,2423,1239,2626,1634,2919,1716,1987.0,2431.0,2215.0,987019,1477977,1226309,5.108,4.329,3.465,0.04,112.888,93.173,74.44,55.459,31.783,103.008,95.169,80.807,62.325,102.674,86.141,68.313,41.281,51.27,53.993,54.471,43.646,657.16,4.84,2.811,0.35,116.499,1.315,1.318,1.213,1.267,1.25,1.332,1.307,1.278,1.187,1.276,1.363,1.351,1.243,1.267,0.711,0.629,0.671,0.96,1.628,0.254,0.068,0.702,155571,158385,163071,180275,159305,45721,62919,522608121,989697975,617523242,1.765,0.549,0.052,0.324,59113,55309,15428,13473,17461,15424,76225007,59472284,1.127,0.203,0.098,55165,47634,41563,60085,52114,44178,22880,20243,15763,102441468,2.704,1.589,0.607,0.274,19.885,19.593,19.416,19.797,19.547,19.486,0.148,0.396,0.467,0.4,-0.154,-0.123,0.489,0.444,0.23,0.055,0.04,-0.076,0.164,0.103,0.026,-0.053,52.989,60.051,-0.618,2.527,2.292,90149,83414,71381,85030,75659,78668,64656,30872,28597,31352,25872,245738742,167334419,2.801,1.799,0.762,0.296,128.78,113.979,38.576,128.378,130.538,107.532,85.923,52.706,31.898,44.329,57.016,57.528,46.659,70.497,94.124,120.991,254.364,491.259,812.71,827.367,5.982,4.409,1.203,99.164,97.825,96.479,94.297,53.353,235.372,922.051,98.435,113.005,0
2013-04-07,1563013110,142.08,0.071,9411.0,19.767,7019195,7204734,6305297,2217375,977174.0,4693363,181912985570.0,117098288072.0,1229187540768.0,1.756,1.89,1.248,75.669,157.515,10841862131140.0,2.9386493617664e+25,8.7489647255807e+25,1.6795519101196e+26,1.745,1.489,67.936,9428.0,8732.0,7477.0,9240.0,8709.0,6733.0,9339.0,9073.0,7115.0,5295.0,1662.0,3162.0,6962.0,690831.0,2498776.0,3286874.0,2.354,1.472,0.179,196574161,175509160,80850275,179002866,147202627,115946907,2845340604152428.0,4309086448057972.0,3360921285754477.0,4.603,0.53,0.098,0.07,0.001,4.788,1.452,61.063,242.65,925.944,0.067,0.061,0.028,0.023,0.064,5.654,5.511,4.092,2.93,1.312,99.966,96.678,86.307,77.395,71.841,59.552,244.103,979.512,8.79,8.321,9.1,8.491,8.904,8.377,0.292,1.345,1.852,2.697,0.452,0.858,1.237,1.819,0.518,0.052,-0.068,1484077585,1335838037,435428226,1487148960,1349235516,1164101405,909808190,1508847768,1248942242,992908503,122051671,328656778,677702511,586052215,854281803,1114235739,1423014406,1.148201734889614e+17,5.694,5.649,4.595,3.168,1.321,99.976,99.349,98.162,96.909,95.001,59.987,248.283,1016.0,3236,2475,1261,2614,1652,2921,1743,1741.0,2364.0,2223.0,757413,1397038,1235699,3.752,4.11,3.48,0.073,93.214,95.062,76.177,56.682,32.319,83.651,87.45,78.605,62.452,95.455,84.789,68.883,41.996,45.584,50.921,53.553,13.225,519.486,4.753,2.913,0.383,60.875,1.347,1.349,1.217,1.272,1.276,1.324,1.307,1.28,1.19,1.206,1.36,1.349,1.249,1.268,0.685,0.576,0.672,0.956,1.142,0.289,0.072,0.695,157037,159496,165803,188166,160339,42268,65397,446653947,1069205906,609668881,1.763,0.653,0.074,0.323,60573,55522,10896,13637,17759,15284,78845320,58397618,1.06,0.266,0.104,55315,48027,41727,55784,52363,44396,18072,20067,15865,100672517,2.1,1.581,0.64,0.278,19.811,19.602,19.418,19.793,19.551,19.494,0.063,0.325,0.47,0.404,-0.223,-0.079,0.385,0.261,0.141,0.055,0.041,-0.144,0.129,0.103,0.028,-0.052,45.356,55.41,-0.399,1.984,1.339,93411,84705,72398,85306,76397,79682,65253,23084,27493,31346,26457,245649879,174998891,2.365,1.813,0.803,0.302,134.952,121.555,40.008,135.229,137.188,113.691,90.515,54.981,29.732,46.645,61.353,61.227,53.03,77.31,100.79,128.918,220.994,543.945,941.058,937.173,5.654,4.547,1.245,99.329,98.103,96.797,94.67,59.552,244.103,979.512,91.849,110.375,0
