Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-wma-3,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-trx-14,difficulty-btc-rsi-90,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-30,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-var-90,hashrate-btc-trx-30,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-14,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-sma-90,sentinusd-btc-ema-90,sentinusd-btc-wma-90,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-30,transactionfees-btc-ema-3,transactionfees-btc-wma-3,transactionfees-btc-wma-90,transactionfees-btc-std-14,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-std-14,marketcap-btc-std-90,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-std-90,transactionvalue-btc-var-7,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-var-7,fee_to_reward-btc-var-14,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-14,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-14,transactions-btc-sma-90,transactions-btc-wma-14,transactions-btc-std-90,transactions-btc-var-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-30,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-3,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-ema-90,activeaddresses-btc-wma-90,activeaddresses-btc-std-30,activeaddresses-btc-std-90,activeaddresses-btc-var-90,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-sma-30,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_90d,90d_binary_price_change
2016-03-02,6583928785,431.575,1.421,19.386,163491654909,115382515581,163487984040,159485868838,149226825232,163491654909,155878242988,130678841189,54943973232,1.034,99.725,1.1375387935563096e+18,1.1386987558407644e+18,1.1433559738679062e+18,9.073273981579428e+17,1.1080976329803332e+18,1.1435984783521718e+18,1.0125690805809284e+18,4.041506585344781e+17,4.5208654155899e+33,4.0834438698463e+34,0.774,1.397,1.368,1.351,1.402,1.401,1.371,1.369,1.784,1.415,1.372,1.657,0.203,0.309,-0.934,0.01,0.024,0.274,-0.662,-0.836,-0.188,47.962,-39.661,1962994241,1886558018,2134379556,1898236875,6092861098,1.198,0.111,0.083,0.119,0.12,0.082,0.032,0.021,0.082,0.219,0.276,0.043,0.043,0.041,0.043,0.043,0.006,0.007,0.04,0.25,54.101,15.63,19.244,9.377,9.33,6624582235,6559707443,6537030730,6252638667,6598754968,6569168449,6479559758,6314065799,5987865267,6588526323,6558876802,190985443,804205686,1191890811,1.3986330710317466e+17,1.61686696232149e+17,0.422,0.07,0.299,62.593,56.889,16.526,22.105,29946.0,22647311,-0.322,0.87,162.966,159.859,201.735,162.647,104.23,122.273,168.935,0.638,0.302,1.869,1.471,1.376,1.172,0.994,1.924,1.636,1.443,1.265,1.044,1.979,1.488,1.292,1.088,0.652,0.165,0.106,0.072,0.631,0.268,818966,816666,751662,684610,818664,773403,696819,836950,786959,717635,205932,10602007953,0.362,0.191,229022,204153,236759,52986,701874229,318057,75046,809177591,1407962263,0.267,19.321,19.45,19.492,19.498,19.412,19.459,19.479,19.575,19.399,19.459,19.495,19.483,0.404,-0.638,0.041,-0.008,-0.023,47.569,-3.188,413539,429106,78681,102581,2630715380,0.301,434.339,430.28,429.13,406.152,432.645,430.898,425.359,433.474,432.072,430.354,12.218,47.532,54.662,58.338,69.65,37.318,564.829,746.986,0.395,0.04,0.264,57.241,55.807,15.63,19.244,421.323,535.416,1
2016-03-03,6429183134,421.323,1.266,19.441,163491654909,116391058629,163489819474,160019973648,150147136824,163491654909,156876476091,131736184910,55106763595,0.993,99.725,1.1443768288002098e+18,1.1346888492267704e+18,1.1485466175407452e+18,9.14078367390199e+17,1.1103036858956328e+18,1.1435297995973052e+18,1.0177331257459732e+18,3.99297035417299e+17,4.2508623882508e+33,3.9859530623261e+34,0.755,1.381,1.334,1.335,1.387,1.333,1.345,1.356,1.773,1.349,1.346,1.643,0.19,0.288,-1.329,0.009,0.021,0.274,-0.624,-0.831,-0.192,47.603,-51.221,1968416716,1875642284,2121783906,1897896619,6089941914,1.183,0.116,0.083,0.113,0.118,0.082,0.032,0.021,0.047,0.252,0.277,0.043,0.043,0.042,0.043,0.043,0.005,0.006,0.05,0.249,53.397,12.567,17.042,9.405,9.363,6547606015,6556919655,6539150561,6264470827,6513969051,6534172120,6472842875,6321492724,5997564561,6555895245,6544497123,185410003,782622516,1064894361,1.3278081270977331e+17,1.531245008201564e+17,0.414,0.079,0.297,54.091,55.828,13.438,19.852,29940.0,21773312,-0.319,0.858,163.958,160.9,203.317,163.619,101.423,122.244,89.284,0.696,0.306,1.869,1.537,1.42,1.183,1.004,1.78,1.636,1.469,1.289,1.057,1.862,1.523,1.322,1.102,0.632,0.152,0.1,0.076,0.686,0.274,836367,835947,755560,688300,832275,782909,701741,850828,797867,722824,210767,11105652743,0.381,0.194,229644,204687,235759,52705,694453621,318932,74081,712789859,1371984488,0.27,19.311,19.436,19.485,19.5,19.419,19.457,19.477,19.572,19.397,19.452,19.491,19.481,0.392,-0.583,0.038,-0.008,-0.023,47.954,-2.911,415097,430598,55900,101824,2592031196,0.3,429.192,429.998,429.172,407.72,426.984,428.505,424.821,426.966,429.833,429.313,12.107,46.312,53.434,47.036,61.346,36.645,536.197,713.811,0.388,0.05,0.262,53.941,54.805,12.567,17.042,419.557,532.201,1
2016-03-04,6403654227,419.557,1.343,19.693,163468316424,117397786460,163409052496,160461081897,150997533514,163409970213,157770710493,132767772315,55189357285,0.949,99.47,1.1961349359635515e+18,1.137135450672287e+18,1.1544044177583352e+18,9.212844541138417e+17,1.1177852909548388e+18,1.1485441187439232e+18,1.0245944487552726e+18,3.981630343254436e+17,4.609192635374e+33,3.9633450475811e+34,0.737,1.343,1.354,1.338,1.378,1.338,1.345,1.354,1.763,1.33,1.349,1.63,0.188,0.277,-1.515,0.009,0.019,0.268,-0.586,-0.825,-0.196,47.801,-53.0,1982791876,1901541346,2145643969,1929040860,6094015329,1.169,0.119,0.084,0.109,0.112,0.083,0.033,0.021,0.042,0.285,0.279,0.044,0.043,0.042,0.045,0.044,0.01,0.01,0.062,0.248,56.356,27.38,26.498,9.403,9.365,6472255382,6548157684,6539365531,6273550946,6458811639,6501542647,6463617722,6326793466,6006489609,6517578889,6526430945,184773037,769803314,817210700,1.2293732604540518e+17,1.4814928560304128e+17,0.398,0.088,0.295,52.816,55.655,13.59,14.628,29960.0,20102946,-0.302,0.848,164.579,161.444,203.309,164.096,96.051,122.111,55.848,0.741,0.31,1.748,1.554,1.424,1.194,1.011,1.547,1.556,1.448,1.29,1.062,1.585,1.509,1.33,1.109,0.629,0.142,0.099,0.076,0.73,0.28,839415,837337,760254,690660,826170,783140,703603,844234,799863,724982,210354,11062185155,0.395,0.196,228933,204924,232784,52559,690603105,318723,74169,723888489,1375268748,0.268,19.507,19.457,19.498,19.512,19.488,19.488,19.491,19.575,19.461,19.48,19.503,19.484,0.384,-0.258,0.037,-0.007,-0.023,49.64,-1.292,416243,431674,56384,102325,2617624125,0.3,424.152,429.326,429.09,409.299,423.271,426.268,424.119,422.149,427.222,428.031,12.348,44.556,52.745,47.364,44.769,38.116,496.305,695.503,0.372,0.058,0.26,53.393,54.634,12.726,11.945,403.989,534.594,1
2016-03-05,6167597659,403.989,1.234,19.91,162744823404,118348274572,160918128132,160189898146,151476867079,160904972874,158255638665,133669517750,55036363251,0.894,92.31,1.2054361770872305e+18,1.1409397483772106e+18,1.1587106907607352e+18,9.282949074523352e+17,1.1261700150081324e+18,1.154566318487314e+18,1.0317694830336692e+18,3.986900806028389e+17,5.2337124641956e+33,3.9738445092775e+34,0.723,1.281,1.321,1.329,1.371,1.286,1.317,1.338,1.752,1.276,1.319,1.615,0.195,0.281,-1.322,0.01,0.02,0.268,-0.568,-0.819,-0.2,47.547,-51.722,2045900193,2030430260,2272747157,2896813636,6213459291,1.162,0.106,0.085,0.108,0.106,0.083,0.033,0.022,0.04,0.319,0.281,0.048,0.044,0.042,0.049,0.047,0.016,0.014,0.08,0.247,59.438,41.81,36.282,9.407,9.374,6333478340,6488055525,6512413122,6276857755,6313204649,6418056400,6424148380,6316522769,6010030445,6422438882,6476861896,265923771,765384783,297612880,1.1471899475356058e+17,1.4645346670186496e+17,0.368,0.094,0.293,42.779,54.086,7.591,5.07,30364.0,63487902,-0.225,0.842,167.126,167.124,218.223,169.706,125.654,133.235,229.285,0.817,0.316,1.526,1.643,1.463,1.218,1.02,1.588,1.574,1.472,1.312,1.075,1.525,1.536,1.358,1.123,0.608,0.092,0.092,0.079,0.773,0.287,854578,840356,764327,692723,820008,782935,705281,836583,801134,726945,210175,11043404785,0.406,0.198,230309,205538,233571,52651,693019541,319158,73884,711356511,1364712097,0.264,19.682,19.507,19.525,19.528,19.593,19.544,19.518,19.582,19.574,19.535,19.529,19.492,0.383,-0.025,0.037,-0.006,-0.023,51.028,-0.125,417410,432783,55703,102524,2627788434,0.3,414.957,425.288,427.226,410.153,413.63,420.698,421.435,412.067,420.888,424.684,17.841,43.109,52.597,25.639,10.293,79.577,464.586,691.606,0.342,0.064,0.259,48.861,53.155,6.777,2.615,404.42,551.979,1
2016-03-06,6175701433,404.42,1.321,19.962,162021330384,119229661493,159672665950,159954872229,151925275897,159244050726,158657999388,134550373337,55034814570,0.833,92.31,1.206362043780524e+18,1.143874313725278e+18,1.1619699191899594e+18,9.34172606133456e+17,1.1273893077977596e+18,1.1536862128412897e+18,1.036533749974219e+18,3.956913100482502e+17,5.1287727874315e+33,3.9142903211925e+34,0.707,1.299,1.337,1.331,1.357,1.303,1.318,1.336,1.742,1.296,1.319,1.603,0.194,0.242,-1.05,0.009,0.015,0.268,-0.547,-0.813,-0.204,47.769,-44.302,2041203900,2002204066,2244180964,2918169168,6216741974,1.152,0.103,0.086,0.103,0.102,0.084,0.032,0.022,0.03,0.349,0.283,0.049,0.044,0.042,0.048,0.047,0.007,0.006,0.097,0.246,54.482,17.825,16.008,9.414,9.385,6248984440,6435697594,6476699730,6280197522,6244453041,6357467658,6391022120,6307437521,6013671566,6344350359,6431967004,300648636,760954063,300579028,1.1038309781685862e+17,1.447627716544348e+17,0.328,0.098,0.292,43.178,54.131,5.061,5.116,30374.0,79120850,-0.173,0.835,166.325,166.222,213.599,168.805,126.504,133.344,-72.158,0.862,0.32,1.33,1.605,1.449,1.223,1.022,1.318,1.442,1.416,1.295,1.074,1.286,1.481,1.347,1.123,0.636,0.126,0.101,0.079,0.798,0.293,833476,824862,763729,692064,794510,772989,703600,808372,792388,725539,210601,11088172195,0.407,0.2,227102,205192,224409,53386,712523330,318592,75204,969793354,1413913343,0.252,19.855,19.567,19.555,19.542,19.685,19.6,19.546,19.59,19.688,19.593,19.557,19.501,0.383,0.008,0.037,-0.005,-0.023,51.347,0.042,416014,431331,64231,103182,2661635214,0.299,409.322,421.758,424.787,410.705,409.025,416.629,419.166,406.799,415.671,421.643,20.159,42.37,52.448,16.561,10.485,101.593,448.81,687.687,0.303,0.069,0.257,48.986,53.191,4.27,2.662,409.784,571.159,1
2016-03-07,6259124198,409.784,1.16,19.663,161297837364,120111048413,159049934858,159751183101,152344755115,158427203767,158977792665,135411857782,54976773335,0.77,92.31,1.1942782126512689e+18,1.1546386991212344e+18,1.164513741826265e+18,9.405623379069444e+17,1.1314298086447144e+18,1.1554957065016507e+18,1.0421567052443752e+18,3.934313106957948e+17,4.3840897366131e+33,3.8697049058953e+34,0.692,1.238,1.314,1.317,1.339,1.232,1.278,1.312,1.73,1.226,1.274,1.587,0.212,0.214,-1.674,0.011,0.011,0.264,-0.552,-0.809,-0.208,47.392,-59.062,2041275355,1982705053,2223824812,2917359275,6216699242,1.141,0.101,0.087,0.1,0.099,0.084,0.032,0.022,0.031,0.376,0.285,0.048,0.044,0.042,0.046,0.047,0.008,0.006,0.114,0.245,54.328,20.421,14.924,9.445,9.42,6200807763,6378413652,6448478052,6284216865,6251788619,6332881793,6373435731,6304320533,6019066129,6300207010,6402956933,302860676,756632684,361740823,1.0066876594097357e+17,1.4312325446713344e+17,0.288,0.101,0.29,47.258,54.593,9.432,6.134,30372.0,86489179,-0.139,0.827,165.879,165.594,209.743,168.174,127.129,133.457,-40.074,0.885,0.325,1.325,1.557,1.44,1.24,1.028,1.309,1.407,1.4,1.295,1.079,1.27,1.461,1.352,1.129,0.641,0.137,0.103,0.079,0.816,0.299,804196,811298,767236,693078,783010,768813,703702,792825,788810,725895,210023,11027375315,0.404,0.202,223212,205060,218545,53545,716774157,317895,76138,1149111557,1449255013,0.234,19.845,19.594,19.564,19.547,19.68,19.608,19.554,19.592,19.712,19.608,19.565,19.504,0.376,-0.255,0.035,-0.003,-0.023,49.445,-1.278,414958,430197,69307,103634,2684982331,0.298,406.064,417.904,422.839,411.789,409.405,414.917,417.915,407.03,412.678,419.643,20.308,40.518,52.281,32.502,14.454,103.106,410.428,683.326,0.263,0.072,0.255,50.53,53.632,8.615,3.656,412.669,573.875,1
2016-03-08,6304557193,412.669,1.536,19.617,160574344344,120992435334,158738569313,159574652523,152737171157,158427203767,159215018493,136253971087,54862060248,0.706,92.31,1.1272161363055729e+18,1.1502045527721132e+18,1.155486409830289e+18,9.444571229248956e+17,1.1259544845220751e+18,1.1478859350769756e+18,1.0444863744056248e+18,3.906012400802585e+17,5.0476182054069e+33,3.8142332188059e+34,0.673,1.339,1.326,1.332,1.347,1.384,1.343,1.342,1.725,1.375,1.33,1.58,0.24,0.224,-1.006,0.014,0.013,0.259,-0.509,-0.801,-0.212,48.356,-39.586,2034001178,1958028629,2197861129,2925378683,6220678061,1.129,0.096,0.088,0.096,0.095,0.084,0.031,0.022,0.022,0.398,0.287,0.044,0.044,0.042,0.044,0.046,0.004,0.0033333333333333,0.126,0.244,52.012,9.297,-1.175,9.443,9.423,6246460941,6331963804,6433790680,6285033431,6278172906,6325800643,6364251926,6304335801,6025340658,6281742895,6383767485,309341249,756560099,73490956,9.052433866329293e+16,1.4309579590569984e+17,0.25,0.104,0.288,49.389,54.844,10.107,1.179,30387.0,91477593,-0.123,0.818,164.581,164.904,205.69,167.478,127.425,132.385,-116.898,0.889,0.328,1.167,1.482,1.422,1.249,1.031,1.231,1.344,1.367,1.286,1.081,1.185,1.423,1.346,1.132,0.657,0.152,0.108,0.079,0.824,0.304,772101,796811,766575,692997,769313,763101,703188,775356,783200,725614,210037,11028858985,0.396,0.203,220036,204838,215469,53459,714461456,317349,76124,1201557033,1448729768,0.214,19.747,19.667,19.568,19.551,19.664,19.61,19.558,19.592,19.718,19.615,19.569,19.505,0.362,-0.414,0.033,-0.002,-0.023,49.162,-2.067,414991,430136,69286,103628,2684692554,0.297,408.958,414.76,421.778,412.959,411.037,414.355,417.216,410.332,411.369,418.287,20.766,38.473,52.285,35.103,-4.908,107.808,370.044,683.442,0.226,0.075,0.254,51.349,53.869,9.297,-1.175,411.941,580.536,1
2016-03-09,6295032797,411.941,1.342,19.639,159850851323,121873822255,158582886540,159421659356,153104270035,158427203767,159413523196,137076713250,54690318703,0.644,92.31,1.1808818021792028e+18,1.1693090334657656e+18,1.1586832182912937e+18,9.50848400527986e+17,1.1375745855766668e+18,1.1576007506278116e+18,1.0524338233714127e+18,3.952083561726107e+17,5.5282064293178e+33,3.9047411197164e+34,0.658,1.346,1.315,1.341,1.353,1.363,1.343,1.342,1.717,1.376,1.334,1.569,0.231,0.214,-1.749,0.013,0.011,0.245,-0.467,-0.791,-0.216,47.898,-56.583,2028851124,1932063930,2170226703,2932113202,6224065005,1.115,0.103,0.089,0.107,0.106,0.085,0.032,0.023,0.048,0.424,0.289,0.043,0.044,0.042,0.043,0.044,0.004,0.0006666666666666,0.136,0.243,52.042,9.632,-0.554,9.424,9.408,6286238063,6290692949,6425200196,6286058735,6286602852,6318108682,6355022709,6303735607,6031267958,6272510144,6365266434,317490476,756361387,92277391,7.934075328647168e+16,1.4302063703303782e+17,0.215,0.105,0.286,48.942,54.78,10.088,1.488,30401.0,97359555,-0.124,0.808,162.984,164.038,201.089,166.62,129.888,130.754,-143.706,0.875,0.331,1.247,1.338,1.404,1.254,1.038,1.259,1.329,1.357,1.286,1.085,1.244,1.404,1.349,1.138,0.658,0.042,0.108,0.078,0.826,0.309,749793,784380,764077,695351,765944,761872,704086,768321,781746,726736,207507,10764790731,0.386,0.204,217566,204598,211494,53525,716236309,316605,76493,1314010026,1462796642,0.192,19.639,19.704,19.577,19.555,19.658,19.613,19.563,19.593,19.71,19.624,19.575,19.508,0.346,-0.405,0.03,-0.0005,-0.022,49.301,-2.021,415929,430981,68907,103940,2700862612,0.296,411.465,411.955,421.118,414.125,411.489,413.752,416.513,411.824,410.665,416.975,21.378,36.083,52.293,34.991,-3.621,114.258,325.496,683.634,0.19,0.076,0.252,51.128,53.799,9.283,-0.871,413.802,579.599,1
2016-03-10,6325197065,413.802,1.294,19.53,159127358303,122755209176,158505045154,159289065277,153447685114,158427203767,159581252080,137880084272,54461009188,0.584,92.31,1.2017388895171044e+18,1.1799038709935775e+18,1.1617763178043256e+18,9.564203455695916e+17,1.1449948273419956e+18,1.163659145121229e+18,1.0590654702375946e+18,3.979182319367821e+17,5.6091089904099e+33,3.9584729826924e+34,0.645,1.39,1.319,1.326,1.349,1.328,1.33,1.336,1.708,1.35,1.329,1.557,0.214,0.213,-1.032,0.011,0.011,0.245,-0.436,-0.781,-0.22,47.784,-44.376,2021728093,1909274008,2145309590,2926050493,6227770178,1.099,0.1,0.09,0.099,0.1,0.085,0.032,0.023,0.001,0.444,0.291,0.041,0.044,0.042,0.042,0.044,0.004,-0.002,0.143,0.242,52.147,10.889,-3.861,9.421,9.408,6308262352,6275837796,6416378726,6284657559,6305899959,6319880778,6351045956,6305120218,6037727938,6281136173,6351932683,321229668,755598565,-126105850,6.594226355567002e+16,1.427322978499625e+17,0.183,0.106,0.284,50.469,54.948,11.287,-1.955,30412.0,99043077,-0.136,0.797,161.246,162.9,195.751,165.505,133.157,129.238,-156.395,0.845,0.332,1.163,1.254,1.396,1.258,1.038,1.154,1.259,1.316,1.271,1.085,1.146,1.357,1.336,1.138,0.673,0.035,0.113,0.078,0.817,0.314,714958,775663,763438,695792,754072,756390,703488,753991,776122,726331,207179,10730769739,0.373,0.206,215597,204358,207628,53617,718696725,316237,76942,1394895815,1480013242,0.167,19.595,19.716,19.576,19.554,19.626,19.602,19.561,19.592,19.667,19.618,19.573,19.508,0.327,-0.534,0.027,0.001,-0.022,48.632,-2.66,415267,430239,70670,103854,2696393887,0.295,412.804,410.88,420.439,415.433,412.645,413.764,416.151,412.993,411.126,416.0,21.659,32.965,52.185,39.217,-18.256,117.28,271.674,680.831,0.159,0.078,0.25,51.678,53.954,10.47,-4.225,419.577,574.524,1
2016-03-11,6415110082,419.577,1.321,19.528,158427203767,123636596096,158466124461,159174150409,153768944382,158427203767,159718205144,138664084153,54173400673,0.527,92.31,1.280713000671345e+18,1.1821079013561172e+18,1.16246932328054e+18,9.63610646597118e+17,1.153929652559062e+18,1.171511293534274e+18,1.0662536960098348e+18,3.979114069804684e+17,5.9928329664882e+33,3.9583371951294e+34,0.635,1.319,1.315,1.335,1.351,1.324,1.328,1.334,1.699,1.315,1.329,1.546,0.202,0.21,-1.454,0.01,0.011,0.237,-0.408,-0.771,-0.224,47.854,-52.403,2016688018,1887185337,2120749401,2926965914,6230644648,1.083,0.099,0.091,0.093,0.094,0.085,0.032,0.023,0.01,0.457,0.293,0.042,0.044,0.042,0.042,0.043,0.004,-0.001,0.147,0.241,52.359,10.506,-2.88,9.412,9.402,6345113315,6277474347,6412816015,6284242677,6360505020,6343688104,6359587840,6312216338,6046022051,6315954244,6351763531,320098553,755270520,-37339386,5.505618523199078e+16,1.4260838945635533e+17,0.159,0.107,0.282,54.809,55.449,11.32,-0.579,30424.0,98580282,-0.158,0.785,160.412,161.854,190.81,164.495,135.823,129.444,-75.116,0.803,0.334,1.107,1.207,1.381,1.255,1.039,1.07,1.191,1.272,1.253,1.082,1.057,1.302,1.318,1.137,0.699,0.042,0.122,0.078,0.798,0.318,690351,764883,759301,694961,735427,747219,701527,732467,766496,724538,207880,10803480256,0.354,0.206,214608,204199,204169,53706,721071587,315342,77182,1492179552,1489257666,0.141,19.566,19.693,19.575,19.555,19.601,19.592,19.559,19.591,19.62,19.612,19.572,19.508,0.309,-0.512,0.024,0.002,-0.022,48.62,-2.556,414632,429509,72762,103426,2674211905,0.293,415.107,410.883,420.104,416.762,416.111,415.218,416.608,416.38,413.301,415.885,21.557,30.192,52.08,39.889,-12.441,116.178,227.892,678.08,0.135,0.079,0.248,53.364,54.433,10.506,-2.88,413.346,574.28,1
2016-03-12,6321485551,413.346,1.281,19.544,158427203767,124517983017,158446664114,159074557524,154069477246,158427203767,159824382389,139428712893,53826558648,0.474,92.31,1.2361360834513257e+18,1.1877153644951675e+18,1.1594567359031365e+18,9.69798427200268e+17,1.1551171136331994e+18,1.1721478081102515e+18,1.070841051012276e+18,3.933557750678572e+17,5.4115793110171e+33,3.8682191444809e+34,0.624,1.299,1.322,1.321,1.345,1.303,1.316,1.327,1.69,1.297,1.321,1.535,0.19,0.207,-1.256,0.009,0.011,0.234,-0.388,-0.762,-0.228,47.76,-49.493,2000304842,1860927697,2091645548,2938547193,6236729286,1.065,0.088,0.091,0.089,0.087,0.086,0.032,0.023,0.008,0.463,0.295,0.042,0.044,0.042,0.042,0.042,0.003,-0.002,0.15,0.24,52.014,8.491,-5.144,9.425,9.418,6353930900,6299458331,6393756928,6282147108,6340995286,6338137466,6354507535,6312814352,6052076194,6326957046,6339586135,307560657,753797535,-188601227,4.408565318167757e+16,1.4205268108535398e+17,0.136,0.107,0.28,49.906,54.808,9.289,-2.897,30443.0,415111,-0.189,0.772,158.762,160.637,185.496,163.31,138.333,128.364,-148.427,0.75,0.334,0.994,1.11,1.376,1.256,1.039,1.009,1.13,1.228,1.233,1.079,0.977,1.245,1.298,1.135,0.708,0.017,0.125,0.078,0.769,0.322,660924,757751,757126,693685,713899,736041,698723,707012,754539,721879,209419,10964086807,0.329,0.207,213597,203956,197937,54161,733365051,314686,78668,1723260675,1547145585,0.111,19.534,19.64,19.574,19.555,19.587,19.586,19.558,19.59,19.583,19.607,19.571,19.508,0.291,-0.458,0.021,0.002,-0.022,48.72,-2.291,413034,427822,80001,104669,2738925643,0.291,415.575,412.22,418.754,417.841,414.729,414.75,416.173,415.499,413.916,414.984,20.695,27.164,51.909,32.351,-22.414,107.069,184.475,673.648,0.112,0.079,0.246,51.364,53.822,8.491,-5.144,412.764,573.047,1
