Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-difficulty_raw,bitcoin-mining_profitability_raw,difficulty-btc-sma-3,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-14,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-mom-90,difficulty-btc-var-14,difficulty-btc-var-30,difficulty-btc-var-90,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-90,difficulty-btc-roc-30,difficulty-btc-roc-90,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-90,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-std-14,hashrate-btc-std-90,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-std-90,mining_profitability-btc-mom-90,mining_profitability-btc-var-14,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-roc-30,mining_profitability-btc-roc-90,sentinusd-btc-sma-30,sentinusd-btc-sma-90,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-std-90,sentinusd-btc-var-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-wma-14,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-90,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-trx-3,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-14,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-wma-30,confirmationtime-btc-var-90,confirmationtime-btc-trx-14,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-30,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-14,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-90,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-roc-7,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-ema-7,transactionvalue-btc-ema-30,transactionvalue-btc-wma-3,transactionvalue-btc-wma-7,transactionvalue-btc-wma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-90,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-7,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-7,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-3,mediantransactionvalue-btc-wma-7,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-90,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-30,size-btc-ema-90,size-btc-wma-30,size-btc-wma-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-90,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-30,transactions-btc-var-30,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-90,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-3,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-14,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-90,activeaddresses-btc-sma-14,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-14,activeaddresses-btc-ema-30,activeaddresses-btc-wma-30,activeaddresses-btc-std-14,activeaddresses-btc-std-30,activeaddresses-btc-std-90,activeaddresses-btc-trx-14,price-btc-sma-3,price-btc-sma-90,price-btc-ema-3,price-btc-ema-7,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-30,price-btc-wma-90,price-btc-std-30,price-btc-std-90,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-3,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-7,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-7,price-btc-roc-14,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_30d,bitcoin-price_raw_90d,30d_binary_price_change
2013-04-01,1039517192,94.715,0.0474,6695826,7220.0,6695826,5956136,5182950,3906368,6690038,6096133,4296620,6695826,6368099,5652157,1899346,2161986,3716190,761539976695.0,901878886924.0,1168545930405.0,2.593,1.93,1.046,0.271,91.841,53.297,124.72,59387909975187.0,55235596298287.0,53495262808157.0,31776180357082.0,53347760970783.0,35799562131248.0,57669081336507.0,55439878831239.0,11490406893431.0,22738053510663.0,0.372,6932.0,6562.0,6279.0,3913.0,6990.0,6648.0,6242.0,5603.0,4403.0,7035.0,6806.0,6442.0,5894.0,4650.0,2048.0,2778.0,4974.0,736163.0,1048771.0,1929846.0,1.855,1.215,0.091,91.032,221.516,91370923,50015639,97859408,62957053,83568369,1745918089683000.0,0.276,0.089,0.031,0.079,2.712,1.218,55.785,624.061,0.045,0.017,0.045,0.042,0.021,0.046,0.031,3.721,2.987,2.482,1.11,87.21,68.162,65.414,104.747,185.993,606.456,8.4,8.24,1.818,-0.129,-0.057,991852178,931090321,806312686,616948319,352418998,997954603,824742386,428855865,1005258635,881124856,725365498,468618640,409268958,455860515,680338013,897213385,5.195220233693293e+16,4.438,3.675,2.586,1.097,95.218,93.977,37.332,630.491,1883,2644,2019,2781,2746,1380,1697.0,438600,719749,3.059,-0.116,59.708,54.928,41.397,26.683,56.845,53.027,44.502,31.061,57.27,58.068,55.935,48.928,32.651,31.265,28.818,244.368,207.617,2.199,2.119,0.207,1.136,1.154,1.279,1.237,1.189,1.215,1.157,1.037,1.22,1.205,1.188,1.245,1.147,0.956,0.229,0.742,149845,154996,154528,154181,149099,151140,156022,61285,50776,938951276,644540075,-0.019,0.334,52541,51153,54403,17233,74247499,0.092,0.394,43467,39879,39824,41505,41786951,0.982,0.253,19.499,19.396,19.906,19.671,19.545,19.501,19.568,19.428,0.367,0.322,0.426,0.053,0.034,0.026,-0.057,72861,64764,57136,72149,66879,68908,16122,20592,18183,1.219,90.406,32.485,90.961,84.752,61.215,39.444,91.616,66.298,43.032,37.068,41.348,61.597,81.308,166.051,343.518,427.406,3.723,2.538,1.025,96.992,93.774,91.45,36.98,104.747,185.993,606.456,124.662,89.829,1
2013-04-02,1183101461,107.749,0.0539,6695826,7990.0,6695826,6088148,5260549,3947659,6692932,6176092,4349349,6695826,6466725,5749761,1949365,2230475,3716190,695426590110.0,950005633515.0,1243754847226.0,2.333,1.948,1.085,0.279,91.841,53.297,124.72,60633728191775.0,56894215515944.0,54665535479792.0,32209968678589.0,54480805761613.0,36372002455880.0,59321581487439.0,56553256710420.0,11315233330806.0,23513282442924.0,0.384,7394.0,6924.0,6503.0,3977.0,7490.0,6984.0,6475.0,5757.0,4482.0,7564.0,7164.0,6670.0,6058.0,4740.0,2170.0,2884.0,5757.0,751741.0,1177343.0,2079147.0,2.171,1.241,0.104,99.278,257.863,99082516,52609580,108146320,67228470,94000481,2209022600061440.8,0.312,0.092,0.032,0.083,2.777,1.251,58.315,869.772,0.049,0.017,0.05,0.045,0.021,0.05,0.038,5.183,3.127,2.534,1.139,91.746,71.179,67.414,109.704,231.964,716.218,8.367,8.212,1.833,-0.129,-0.059,1066526516,987933018,850756175,644647072,364007125,1090528032,872523596,445432691,1100883277,931363359,761891508,486875397,444769123,485734098,830962611,1042931435,5.898440351722694e+16,4.586,3.792,2.665,1.129,96.519,95.152,50.675,744.047,2012,3083,2172,3583,3140,1454,1835.0,699432,841849,3.125,-0.089,63.554,57.343,44.077,27.577,66.372,58.618,47.757,32.466,77.652,66.879,61.272,52.383,34.151,35.145,32.06,308.786,256.962,3.113,2.21,0.23,1.094,1.163,1.286,1.243,1.209,1.223,1.161,1.138,1.229,1.229,1.192,1.248,1.145,0.953,0.227,0.733,152916,155608,155210,155553,149678,152459,156482,61721,50230,952368214,630754328,-0.015,0.331,52806,51415,54635,17526,76789294,0.086,0.392,44503,40218,40318,41997,47486125,1.036,0.256,19.522,19.401,19.965,19.718,19.576,19.513,19.602,19.442,0.408,0.345,0.427,0.06,0.042,0.03,-0.056,74513,66291,57678,74780,68492,70657,18640,21588,19348,1.27,97.171,33.536,99.355,90.501,64.217,40.945,100.288,69.605,44.686,40.279,44.05,75.291,94.548,197.592,405.594,485.111,5.184,2.617,1.057,98.201,94.987,92.645,50.27,109.704,231.964,716.218,111.049,85.608,1
2013-04-03,1318189886,120.003,0.06,6695826,8852.0,6695826,6220161,5338147,3988950,6694379,6245390,4400920,6695826,6547748,5842360,1986041,2293952,3716190,594458447418.0,986089374520.0,1315553871298.0,2.064,1.943,1.122,0.288,91.841,53.297,124.72,62539358860900.0,58975896856611.0,55777688549531.0,32616029589136.0,55252747333251.0,36897241249133.0,60165619495677.0,57300567652967.0,10182774073258.0,24166298674113.0,0.396,8021.0,7363.0,6645.0,4050.0,8171.0,7451.0,6792.0,5957.0,4578.0,8293.0,7645.0,6984.0,6269.0,4847.0,2388.0,3037.0,6575.0,1116414.0,1426075.0,2305788.0,2.668,1.276,0.117,120.425,288.861,106494613,55179282,117439750,71293657,102642361,2633863588145095.0,0.353,0.105,0.034,0.091,2.871,1.288,60.746,1028.0,0.054,0.018,0.055,0.049,0.022,0.056,0.027,6.968,3.319,2.599,1.17,94.058,73.612,69.112,107.789,79.898,808.284,8.373,8.203,1.841,-0.126,-0.061,1180269513,1052246046,899864027,676520635,377094375,1204358959,931945768,464614168,1226714962,993687854,805345883,507846447,493549055,522966667,956206879,1177852524,6.837353381290434e+16,4.954,3.958,2.756,1.163,97.272,95.925,51.865,839.301,2144,3432,2321,4138,3494,1528,1965.0,940396,964945,3.214,-0.059,69.235,60.546,46.873,28.497,75.413,64.473,51.291,34.005,93.75,76.624,67.298,56.154,35.799,39.665,35.657,393.331,317.859,4.432,2.327,0.256,1.267,1.227,1.299,1.25,1.26,1.247,1.17,1.389,1.297,1.287,1.212,1.255,1.151,0.953,0.227,0.725,158643,156259,156056,157402,150437,154304,157119,62497,49584,976467593,614641815,-0.006,0.329,53046,51687,54876,17519,76727861,0.084,0.391,45581,40562,40952,42633,64654761,1.163,0.26,19.542,19.405,19.976,19.754,19.602,19.523,19.632,19.454,0.437,0.364,0.366,0.063,0.048,0.033,-0.056,77677,68078,58298,79095,70985,73293,23932,25575,21903,1.403,107.489,34.722,109.679,97.877,67.816,42.682,111.703,73.541,46.586,44.695,47.421,86.649,106.79,277.562,499.422,562.186,6.968,2.707,1.09,98.752,95.785,93.508,51.448,107.789,259.795,808.284,102.694,83.204,0
2013-04-04,1357824968,123.562,0.0618,6695826,8777.0,6695826,6352174,5415745,4030241,6695103,6305448,4451358,6695826,6611170,5929952,2010105,2352822,3716190,458635548619.0,1010130109937.0,1383943002621.0,1.801,1.917,1.154,0.296,91.841,53.297,124.72,59129473196998.0,59231838277080.0,55963936181944.0,32978965966943.0,55255375040829.0,37301092103880.0,59239759066545.0,57233203198374.0,10042649490131.0,24532541967280.0,0.407,8540.0,7555.0,6794.0,4122.0,8474.0,7782.0,7057.0,6139.0,4670.0,8671.0,7999.0,7268.0,6465.0,4951.0,2510.0,3171.0,6518.0,1418707.0,1574429.0,2513253.0,3.069,1.316,0.132,133.223,288.561,111795343,57367531,124473962,74704127,108586735,2947769732649600.0,0.396,0.126,0.035,0.099,2.985,1.328,61.387,1244.0,0.059,0.019,0.058,0.052,0.023,0.06,0.043,7.181,3.525,2.674,1.203,94.573,74.264,69.578,93.098,237.355,834.762,8.339,8.266,1.841,-0.09,-0.063,1286372105,1111986416,946913769,708525651,390620653,1281091963,988729661,484245175,1315492689,1054749313,849301001,529400965,539459089,559483423,960150478,1217365028,7.825542515096218e+16,5.28,4.134,2.854,1.2,97.446,96.113,44.504,866.699,2244,3636,2446,4350,3775,1597,2068.0,1085025,1069102,3.307,-0.027,78.292,65.817,50.029,29.741,87.388,72.319,55.938,35.968,111.661,90.144,75.667,61.086,37.883,47.626,40.642,567.056,412.95,6.106,2.481,0.285,1.627,1.3,1.315,1.261,1.352,1.292,1.187,1.729,1.461,1.383,1.254,1.271,1.173,0.963,0.232,0.717,165396,157161,156943,161541,152000,158518,158559,65394,51353,1069093010,659287348,0.013,0.327,53249,52017,55177,18049,81439397,0.089,0.389,46630,40971,41629,43319,85452388,1.339,0.264,19.564,19.41,19.983,19.786,19.627,19.534,19.661,19.467,0.459,0.383,0.45,0.062,0.053,0.037,-0.055,80474,69795,58982,83067,73431,75926,28315,29141,24213,1.58,117.104,35.948,116.62,104.298,71.413,44.46,119.74,77.521,48.539,48.85,50.724,86.935,110.343,358.748,596.59,643.239,7.181,2.805,1.126,98.869,95.977,93.724,44.093,93.098,237.355,834.762,105.04,81.424,0
2013-04-05,1414392012,128.664,0.0643,7005058,9950.0,6798904,6506275,5503651,4074968,6850081,6398730,4507483,6850442,6698222,6032489,2049389,2423226,4025422,303649731270.0,1049998827349.0,1468006625051.0,1.634,1.888,1.184,0.305,92.508,60.377,135.098,55786092478212.0,58195372037459.0,55757270220747.0,33303685514234.0,54796719001473.0,37620089085017.0,57385663183689.0,56680072340202.0,10254314157412.0,24746657364734.0,0.419,9193.0,8052.0,7008.0,4210.0,9212.0,8324.0,7443.0,6385.0,4786.0,9376.0,8598.0,7689.0,6726.0,5079.0,2853.0,3368.0,7877.0,2082572.0,2035077.0,2836428.0,3.579,1.368,0.147,113.685,379.844,116695551,59595584,131112830,78059562,114080731,3253603293525400.0,0.441,0.132,0.036,0.103,3.093,1.37,58.864,1049.0,0.062,0.019,0.061,0.055,0.024,0.063,0.045,6.652,3.728,2.755,1.237,95.26,75.175,70.229,95.718,229.992,876.762,8.334,8.316,1.828,-0.04,-0.065,1363468955,1178437837,996612312,741556324,404780326,1347741988,1045484641,504687962,1379502643,1117079745,894840766,551901435,585022130,596666721,990920185,1274370485,8.90027940952962e+16,5.497,4.304,2.957,1.238,97.675,96.361,49.004,910.125,2341,3814,2568,4337,4022,1667,2170.0,1110469,1177635,3.4,0.006,86.938,70.974,53.308,30.977,96.837,79.367,60.405,37.929,120.785,101.867,83.582,65.935,39.98,53.912,45.16,726.635,509.864,7.398,2.658,0.317,1.659,1.319,1.232,1.267,1.363,1.301,1.193,1.631,1.474,1.4,1.261,1.274,0.672,0.96,0.23,0.71,169640,157013,157741,163382,152837,160641,159287,65074,51155,1058645352,654198460,0.034,0.326,53491,52220,55352,17976,80782038,0.095,0.388,47386,41318,42237,43942,102026223,1.518,0.269,19.578,19.413,19.908,19.792,19.64,19.54,19.678,19.477,0.464,0.392,0.29,0.052,0.054,0.038,-0.054,82264,70824,59500,85329,75147,77877,29826,31093,25666,1.735,124.076,37.231,122.642,110.389,75.106,46.311,125.52,81.643,50.576,52.973,54.087,89.674,115.491,435.977,701.54,731.342,6.652,2.907,1.164,99.022,96.233,94.013,48.589,95.718,229.992,876.762,113.464,78.461,0
2013-04-06,1474827634,134.114,0.0671,7673000,8923.0,7124628,6708086,5613822,4127116,7261540,6568632,4577055,7287490,6853785,6172446,2146374,2526499,4693363,163650815957.0,1151730788639.0,1595799220682.0,1.673,1.885,1.216,0.314,93.644,75.669,157.515,56305374878719.0,58726810965768.0,56432105022907.0,33759925800740.0,55734251767998.0,38152135802938.0,58293873861928.0,57489531610825.0,10516744526294.0,25312859842570.0,0.431,9217.0,8384.0,7170.0,4283.0,9068.0,8474.0,7640.0,6548.0,4877.0,9241.0,8816.0,7944.0,6909.0,5183.0,2999.0,3486.0,6611.0,2309302.0,2248623.0,3037954.0,3.707,1.419,0.163,77.709,285.864,120066807,61196359,132822859,79808105,115485795,3334242195953900.0,0.486,0.121,0.037,0.104,3.173,1.411,56.7,626.386,0.064,0.02,0.064,0.058,0.025,0.065,0.047,5.981,3.916,2.84,1.274,95.906,76.109,70.901,110.817,235.372,922.051,8.328,8.348,1.821,0.009,-0.066,1415681538,1252116292,1052259702,776234498,419616955,1411284811,1102730374,526009713,1435181982,1180841788,942148593,575418958,629729766,634738238,1040345240,1335296658,1.0072315767911875e+17,5.599,4.456,3.062,1.278,97.892,96.601,53.775,956.989,2423,3725,2626,3886,3962,1716,2215.0,987019,1226309,3.465,0.04,93.173,74.44,55.459,31.783,95.169,80.807,62.325,39.077,107.363,102.674,86.141,68.313,41.281,54.471,46.74,741.764,546.156,7.151,2.811,0.35,1.442,1.318,1.213,1.267,1.307,1.278,1.187,1.276,1.363,1.351,1.243,1.267,0.671,0.96,0.23,0.702,172024,155571,158385,163071,152963,160741,159305,62919,49700,989697975,617523242,0.052,0.324,53699,52205,55309,17461,76225007,0.098,0.386,47634,41563,42453,44178,102441468,1.589,0.274,19.593,19.416,19.871,19.797,19.653,19.547,19.695,19.486,0.467,0.4,0.23,0.039,0.055,0.04,-0.053,83414,71381,59954,85030,75659,78668,28597,31352,25872,1.799,128.78,38.576,128.378,116.32,78.913,48.24,130.538,85.923,52.706,57.016,57.528,94.124,120.991,491.259,812.71,827.367,5.982,3.011,1.203,99.164,96.479,94.297,53.353,110.817,235.372,922.051,113.005,73.017,0
2013-04-07,1563013110,142.08,0.071,7673000,9411.0,7450353,6857511,5723993,4179265,7467270,6715881,4645098,7561676,6982440,6305297,2217375,2621567,4693363,117098288072.0,1229187540768.0,1718152888140.0,1.756,1.89,1.248,0.324,93.644,75.669,157.515,58784561381311.0,59892030838102.0,56606848019815.0,34203852889091.0,56664353485313.0,38691869403926.0,59289674782452.0,58326586227485.0,10841862131140.0,25919505474601.0,0.443,9428.0,8732.0,7477.0,4360.0,9240.0,8709.0,7876.0,6733.0,4977.0,9339.0,9073.0,8243.0,7115.0,5295.0,3162.0,3626.0,6962.0,2274547.0,2498776.0,3286874.0,3.702,1.472,0.179,95.906,284.158,122750551,62405013,132461825,80850275,115946907,3360921285754477.0,0.53,0.114,0.038,0.108,3.244,1.452,58.303,925.944,0.067,0.021,0.068,0.061,0.026,0.069,0.05,5.654,4.092,2.93,1.312,96.678,77.395,71.841,119.363,244.103,979.512,8.321,8.377,1.819,0.052,-0.068,1484077585,1335838037,1113279831,813375690,435428226,1487148960,1164101405,548800997,1508847768,1248942242,992908503,600548544,677702511,675664378,1114235739,1423014406,1.1413058805451376e+17,5.649,4.595,3.168,1.321,98.162,96.909,59.987,1016.0,2475,3405,2614,3100,3622,1743,2223.0,757413,1235699,3.48,0.073,95.062,76.177,56.682,32.319,87.45,78.605,62.452,39.631,83.066,95.455,84.789,68.883,41.996,53.553,47.111,716.987,554.859,5.674,2.913,0.383,1.227,1.349,1.217,1.272,1.307,1.28,1.19,1.206,1.36,1.349,1.249,1.268,0.672,0.956,0.229,0.695,177415,157037,159496,165803,154115,163956,160339,65397,49383,1069205906,609668881,0.074,0.323,53957,52451,55522,17759,78845320,0.104,0.384,48027,41727,42652,44396,100672517,1.581,0.278,19.602,19.418,19.819,19.793,19.66,19.551,19.706,19.494,0.47,0.404,0.141,0.026,0.055,0.041,-0.052,84705,72398,60321,85306,76397,79682,27493,31346,26457,1.813,134.952,40.008,135.229,122.76,82.989,50.303,137.188,90.515,54.981,61.353,61.227,100.79,128.918,543.945,941.058,937.173,5.654,3.117,1.245,99.329,96.797,94.67,59.552,119.363,244.103,979.512,110.375,66.0,0
2013-04-08,1799989332,163.561,0.0818,7673000,10124.0,7673000,6927309,5834164,4229880,7570135,6843497,4711645,7673000,7091172,6431039,2264835,2711968,4555363,157860879016.0,1282369083736.0,1838692472962.0,1.81,1.894,1.279,0.334,93.644,75.669,146.116,62628787655926.0,59584319614918.0,57409957956603.0,34633063475243.0,57555524163205.0,39233765319653.0,60153700465301.0,59225424300777.0,11052546653601.0,26548753749922.0,0.455,9486.0,9147.0,7854.0,4453.0,9682.0,9062.0,8176.0,6952.0,5090.0,9687.0,9421.0,8596.0,7357.0,5422.0,3402.0,3782.0,8304.0,2134668.0,2893644.0,3575871.0,3.727,1.528,0.196,95.691,456.035,128434505,64431646,137461679,83687842,119753751,3585240197880137.0,0.574,0.115,0.04,0.111,3.305,1.494,58.463,989.802,0.073,0.022,0.075,0.066,0.027,0.076,0.06,6.915,4.304,3.033,1.352,97.915,80.346,74.12,136.547,278.959,1120.0,8.346,8.44,1.786,0.105,-0.069,1612610025,1444476915,1187783618,857732657,453843044,1643569146,1248886462,576299641,1666803642,1340503509,1056560996,630538898,751938281,730830417,1330709019,1657333580,1.3352827466677536e+17,5.902,4.771,3.286,1.366,98.658,97.53,73.156,1162.0,2583,3565,2706,3413,3706,1804,2296.0,705941,1317457,3.493,0.108,104.438,82.073,60.183,33.565,98.242,85.54,66.85,41.631,101.768,104.343,92.047,73.653,44.156,58.47,51.324,854.698,658.551,5.455,3.035,0.418,1.144,1.347,1.216,1.274,1.29,1.274,1.19,1.183,1.319,1.327,1.247,1.266,0.672,0.954,0.228,0.687,179311,158313,160005,167694,155017,166413,161122,66811,49894,1115915801,622354878,0.099,0.322,54213,52650,55688,17934,80403360,0.111,0.383,49088,42067,43182,44947,105592143,1.6,0.283,19.608,19.421,19.754,19.779,19.662,19.554,19.712,19.499,0.47,0.408,0.294,0.017,0.055,0.042,-0.051,88114,74390,60965,89118,78816,82359,29235,33938,28724,1.882,146.585,41.677,149.395,132.96,88.187,52.792,151.492,96.276,57.696,68.074,66.216,120.4,150.154,699.937,1159.0,1096.0,6.915,3.234,1.289,99.587,97.44,95.477,72.687,136.547,278.959,1120.0,109.595,69.751,0
2013-04-09,2151102847,195.397,0.0977,7673000,13352.0,7673000,6997107,5944335,4279029,7621567,6954098,4776730,7673000,7190598,6549674,2290219,2798086,4423450,188879915695.0,1311275417545.0,1957321566010.0,1.809,1.891,1.308,0.344,93.644,75.669,136.125,63723263997732.0,60050897739750.0,58472556627847.0,35121378181982.0,58563006778222.0,39802509901107.0,61535531505530.0,60252315743341.0,10949074860693.0,27149681059982.0,0.467,10963.0,9913.0,8419.0,4578.0,11517.0,10135.0,8866.0,7365.0,5272.0,11619.0,10472.0,9329.0,7797.0,5618.0,4155.0,4185.0,11242.0,3563293.0,4316562.0,4379283.0,4.363,1.606,0.215,153.414,532.828,137541562,67789645,149512000,88974739,131209654,4303993317407992.0,0.623,0.129,0.041,0.117,3.369,1.538,60.061,1292.0,0.084,0.023,0.086,0.074,0.029,0.088,0.053,9.62,4.608,3.161,1.397,98.732,83.624,76.92,172.506,119.952,1337.0,8.357,8.429,1.75,0.129,-0.07,1838035096,1582762827,1285347923,913331396,476135446,1897335997,1369181980,610910701,1936050053,1468946073,1140004234,667841311,870274634,809883232,1667962182,2006316195,1.6397771221867283e+17,6.538,5.043,3.427,1.416,99.062,98.112,81.819,1386.0,2761,4192,2923,4792,4245,1909,2499.0,1137748,1560757,3.546,0.145,118.465,91.009,65.897,35.483,121.968,99.887,74.998,44.961,150.827,126.52,106.857,82.231,47.663,73.811,61.185,1362.0,935.916,6.885,3.222,0.459,1.199,1.341,1.209,1.275,1.266,1.263,1.188,1.166,1.248,1.295,1.24,1.263,0.672,0.953,0.227,0.679,180579,158105,160347,168432,155546,167756,161542,66511,49992,1105939032,624788508,0.122,0.321,54477,52961,55965,17120,73273707,0.122,0.382,50258,42470,43874,45662,122951117,1.669,0.289,19.618,19.424,19.734,19.771,19.665,19.558,19.718,19.506,0.465,0.413,0.329,0.014,0.054,0.043,-0.051,90904,76227,61586,92179,80962,84790,30372,35879,30637,1.967,167.012,43.696,172.396,148.569,95.104,55.926,175.898,103.832,61.074,78.796,73.372,150.978,181.794,1071.0,1552.0,1346.0,9.62,3.375,1.338,99.752,98.043,96.314,81.344,172.506,339.904,1337.0,108.42,73.549,0
