Date,difficulty-btc--var7,difficulty-btc--roc3,hashrate-btc--mom3,hashrate-btc--roc90,mining_profitability-btc--roc3,sentinusd-btc--mom3,sentinusd-btc--var90,sentinusd-btc--roc3,sentinusd-btc--roc7,sentinusd-btc--roc30,transactionfees-btc--rsi3,transactionfees-btc--roc3,transactionfees-btc--roc14,median_transaction_fee-btc--trx3,median_transaction_fee-btc--rsi14,confirmationtime-btc--wma7,confirmationtime-btc--mom7,confirmationtime-btc--mom14,confirmationtime-btc--mom30,confirmationtime-btc--mom90,confirmationtime-btc--var3,confirmationtime-btc--rsi7,confirmationtime-btc--roc3,confirmationtime-btc--roc30,marketcap-btc--mom3,marketcap-btc--var7,marketcap-btc--rsi3,marketcap-btc--rsi7,marketcap-btc--roc3,marketcap-btc--roc7,transactionvalue-btc--std3,transactionvalue-btc--mom14,transactionvalue-btc--mom90,transactionvalue-btc--trx14,transactionvalue-btc--roc7,transactionvalue-btc--roc30,mediantransactionvalue-btc--std14,mediantransactionvalue-btc--mom3,mediantransactionvalue-btc--mom7,mediantransactionvalue-btc--roc3,mediantransactionvalue-btc--roc14,fee_to_reward-btc--ema7,fee_to_reward-btc--ema14,fee_to_reward-btc--std3,fee_to_reward-btc--std7,fee_to_reward-btc--trx3,fee_to_reward-btc--rsi7,fee_to_reward-btc--roc30,fee_to_reward-btc--roc90,size-btc--std3,size-btc--mom7,size-btc--mom30,size-btc--mom90,size-btc--var3,size-btc--trx3,size-btc--rsi3,size-btc--rsi14,size-btc--rsi90,size-btc--roc3,size-btc--roc7,size-btc--roc14,size-btc--roc90,transactions-btc--std3,transactions-btc--mom3,transactions-btc--mom30,transactions-btc--var3,transactions-btc--var7,transactions-btc--trx3,transactions-btc--roc30,sentbyaddress-btc--std3,sentbyaddress-btc--std90,sentbyaddress-btc--var3,sentbyaddress-btc--rsi7,sentbyaddress-btc--rsi30,sentbyaddress-btc--roc3,sentbyaddress-btc--roc14,sentbyaddress-btc--roc30,top100cap-btc--std7,top100cap-btc--trx3,top100cap-btc--roc7,top100cap-btc--roc14,activeaddresses-btc--mom30,activeaddresses-btc--mom90,activeaddresses-btc--var14,activeaddresses-btc--var90,activeaddresses-btc--trx3,activeaddresses-btc--rsi3,activeaddresses-btc--rsi90,price-btc--mom7,price-btc--trx3,price-btc--rsi3,price-btc--rsi7,price-btc--roc3,1d_binary_price_change
2014/12/12,262144.0,-0.94825,1.39033987221392e+16,27.088,-5.868,-106042495.0,7233632951725120.0,-33.302,-32.681,-33.227,38.584,1.406,-0.581,-0.984,38.985,10.023,0.982,0.483,0.417,2.257,0.041,51.074,0.709,4.255,-3499915.0,2.0627586295906304e+16,19.705,27.237,-0.075,-5.575,1371.0,-1583.0,1649.0,0.467,-10.927,-8.916,33.891,-26.269,-9.702,-20.631,-17.899,0.344,0.351,0.023,0.041,-1.859,44.039,-20.176,55.181,17667.0,9193.0,-38355.0,151867.0,78027628.0,-1.301,36.319,48.335,50.794,-7.192,2.838,1.576,83.781,6202.0,-8922.0,-14276.0,9616801.0,29286738.0,-1.12,-14.959,6802.0,27489.0,11567893.0,49.705,50.727,-3.007,3.962,-10.951,0.125,0.042,0.822,4.34,-21227.0,41726.0,583972411.0,498694778.0,-2.284,27.731,50.001,-22.099,-0.984,18.525,26.149,-0.536,0.0
2014/12/13,262144.0,-0.982,-3.320209099643421e+16,11.977,13.336,-101552173.0,7145845063905104.0,-32.457,10.724,-65.327,26.215,-3.803,-10.873,-0.858,37.317,9.956,-0.648,0.691,-0.068,0.749,0.041,48.254,-2.055,-0.685,-7596166.0,1.6072839696953344e+16,15.022,25.246,-0.163,-6.818,836.012,-1501.0,596.211,0.336,12.102,-58.298,34.351,-34.313,8.581,-25.038,-7.186,0.329,0.342,0.039,0.059,-3.258,35.881,-28.312,-0.124,43555.0,-42315.0,-96755.0,9545.0,474257953.0,-2.888,13.158,43.162,49.929,-18.365,-12.956,3.914,3.474,6465.0,-12594.0,-16752.0,10448005.0,36995557.0,-2.134,-18.049,18425.0,27298.0,84866085.0,37.023,47.689,-17.035,1.894,-17.611,0.142,-0.034,-0.968,3.904,-24314.0,-48970.0,601989580.0,495337056.0,-3.532,18.48,49.613,-27.438,-0.858,12.718,23.244,-0.512,1.0
2014/12/14,524288.0,-1.01575,6398299398621536.0,22.997,-7.878,-57639613.0,7113769480653952.0,-23.637,-16.289,-32.257,63.196,5.258,-7.232,-0.676,37.917,9.999,-1.216,1.213,0.862,1.099,0.027,51.385,4.965,9.22,-63222039.0,6709937283473408.0,11.676,23.625,-1.344,-7.379,1254.0,-1749.0,-122.542,0.144,-36.26,-39.352,36.23,-38.908,-11.582,-32.831,-8.995,0.332,0.342,0.049,0.059,-1.633,50.188,0.289,10.584,68385.0,16878.0,43223.0,78707.0,1169113612.0,-0.498,67.005,52.502,51.359,12.332,4.812,1.737,27.242,4256.0,-4295.0,-6591.0,4528540.0,27462146.0,-1.932,-7.65,26234.0,27439.0,172053451.0,57.034,52.311,8.778,4.461,2.795,0.124,-0.073,-1.119,3.856,49662.0,81288.0,559242437.0,540977498.0,1.924,78.942,51.781,-26.826,-0.676,20.552,25.275,-1.044,0.0
2014/12/15,524288.0,-1.0495,-6803534558696960.0,18.425,1.339,47501954.0,7074855200982504.0,22.366,-52.161,21.059,57.191,4.168,-3.86,-0.529,37.348,10.086,1.378,-0.864,-0.073,1.792,0.027,51.385,3.5315,-0.709,-80661753.0,943016214634496.0,8.232,21.601,-1.719,-5.978,530.244,-1813.0,968.878,-0.047,-50.701,-22.767,36.171,10.213,-12.199,10.107,-4.622,0.349,0.35,0.095,0.066,2.039,60.524,25.278,19.444,104874.0,58513.0,122621.0,114365.0,2749633749.0,2.928,77.699,56.473,52.072,23.252,16.619,-1.13,38.607,15823.0,13162.0,21216.0,62590510.0,35897757.0,0.793,29.022,31183.0,27767.0,243087153.0,58.279,52.659,9.351,11.5,30.715,0.11,-0.081,-0.853,2.944,62673.0,19840.0,582885447.0,552788975.0,3.377,57.868,51.054,-21.781,-0.529,17.142,24.172,-1.046,0.0
2014/12/16,524288.0,-1.08325,-1.6087353825812928e+16,-1.366,0.258,68868234.0,7072492214430320.0,32.588,-12.004,34.894,40.463,5.245,-8.542,-0.822,31.45,10.087,-0.071,0.47,0.47,2.328,0.005,49.713,2.098,4.895,-210669924.0,6264410963238912.0,2.4,13.942,-4.519,-5.173,589.474,-1944.0,656.051,-0.225,-25.44,-9.489,30.233,22.364,-2.228,21.769,-17.17,0.367,0.359,0.066,0.086,4.483,63.331,35.397,58.804,54839.0,74865.0,117345.0,193253.0,751825125.0,5.114,82.339,58.493,52.453,52.599,20.857,10.869,80.334,17858.0,24860.0,25062.0,79727336.0,66606904.0,3.36,33.038,20506.0,29022.0,105122657.0,67.137,55.349,42.202,4.457,30.311,0.092,-0.07,-0.678,2.556,-8452.0,48993.0,592461317.0,564800142.0,3.045,57.229,51.034,-17.557,-0.822,4.407,15.194,-3.548,0.0
2014/12/17,2.443485376072909e+16,-1.117,-9048694539003648.0,-1.378,-12.799,123162139.0,7147977368826280.0,66.139,-1.121,24.097,40.849,-5.565,-4.278,-1.358,26.872,10.387,1.18,-1.164,1.25,3.205,0.277,61.721,10.156,12.5,-303155739.0,1.6334434669826048e+16,1.353,10.714,-6.535,-7.148,369.701,-917.151,-292.236,-0.366,-28.626,-1.683,30.13,30.179,-27.266,37.912,-4.564,0.393,0.374,0.061,0.122,6.722,70.484,13.022,71.466,41813.0,113497.0,94102.0,225114.0,437087382.0,6.176,87.158,60.845,52.909,25.599,32.592,-2.577,95.137,5431.0,18754.0,10106.0,7374404.0,84366582.0,3.692,11.457,17241.0,29895.0,74311179.0,63.047,54.51,10.908,11.34,19.644,0.068,-0.055,-0.572,2.367,23262.0,36734.0,595924729.0,569606971.0,1.622,46.758,50.759,-26.14,-1.358,2.082,10.594,-7.194,0.0
2014/12/18,5.142404134626918e+16,-1.374,-2.880537740693747e+16,1.391,-8.539,55016332.0,7232314018061968.0,21.17,29.134,6.83,17.018,-13.277,-20.015,-1.884,23.638,10.622,1.433,1.3,1.812,2.742,0.288,60.476,9.302,19.38,-376135491.0,2.743118266200064e+16,0.858,8.654,-8.158,-9.957,439.251,-200.673,-189.777,-0.467,10.478,-9.451,36.287,38.143,30.903,34.28,35.665,0.401,0.381,0.048,0.122,5.054,58.582,25.335,71.107,30131.0,99607.0,102722.0,205604.0,226975728.0,4.471,57.681,56.536,52.277,3.965,30.436,12.749,92.92,4780.0,760.0,7708.0,5712369.0,87330300.0,2.628,8.822,17391.0,29647.0,75614789.0,52.43,52.178,-0.101,4.084,8.252,0.062,-0.061,-0.549,2.079,29314.0,61487.0,587181606.0,564889287.0,0.816,51.2,50.848,-39.21,-1.884,1.232,8.098,-9.939,0.0
2014/12/19,6.607531460657152e+16,-1.374,-2.1881757739406016e+16,-1.344,-2.798,-34030143.0,7234233689812136.0,-12.145,15.909,11.317,49.873,-2.318,-4.264,-1.947,23.545,10.643,0.298,1.28,0.298,2.329,0.109,51.429,4.38,2.92,-208812432.0,2.985148127892685e+16,5.256,10.355,-4.691,-9.554,720.549,-1680.0,-1874.0,-0.583,-28.159,-27.902,41.347,26.58,50.62,21.247,36.943,0.409,0.388,0.042,0.117,3.449,59.88,16.113,85.326,51784.0,65285.0,59893.0,190100.0,670397222.0,1.904,40.79,53.223,51.766,-8.159,19.597,22.991,91.254,2967.0,-5653.0,10138.0,2201228.0,78699516.0,1.647,11.909,24233.0,28640.0,146815315.0,44.159,50.067,-19.016,-2.135,3.116,0.082,-0.102,-0.858,-0.043,4766.0,32659.0,616894503.0,550665401.0,-1.393,24.979,50.082,-38.494,-1.947,1.209,8.031,-6.811,1.0
2014/12/20,6.838867354216038e+16,-0.261,1.1009437730068768e+16,7.747,0.941,-105923868.0,7218389740501480.0,-34.238,-3.728,-29.968,32.151,-8.98,-12.182,-1.221,34.316,10.713,0.883,0.235,0.311,1.966,0.073,54.308,-4.478,2.985,63243378.0,2.2653523413929984e+16,57.097,35.719,1.459,-5.641,975.282,-160.352,-2500.0,-0.721,-15.872,-37.697,41.067,29.233,36.28,26.628,47.647,0.397,0.384,0.064,0.082,0.065,45.084,-5.835,58.699,35584.0,99776.0,23439.0,166147.0,316547465.0,-0.103,33.389,51.581,51.509,-16.822,35.097,17.594,76.244,7927.0,-11549.0,-2483.0,15708425.0,45935223.0,-0.172,-2.782,13586.0,27503.0,46147673.0,52.764,52.054,-8.581,29.542,8.102,0.096,-0.112,-0.569,-1.531,41685.0,58619.0,574386381.0,570279543.0,0.361,66.377,51.271,-22.786,-1.221,52.14,33.119,0.484,0.0
2014/12/21,5.836411815251149e+16,-0.1633,9249062464613920.0,14.494,2.325,-150885176.0,7190054530428336.0,-47.915,-11.922,-55.994,42.864,3.129,-14.991,-0.624,33.995,10.791,0.696,-0.519,-0.429,2.286,0.027,56.394,-2.273,-3.788,113903218.0,1.4483033455259648e+16,45.01,32.237,2.69,-6.275,1005.0,-299.858,1009.0,-0.8,45.549,-32.808,42.714,-65.905,3.907,-44.109,-8.417,0.384,0.379,0.077,0.082,-2.392,41.909,-14.284,23.004,38385.0,-15155.0,-14778.0,91411.0,368357844.0,-2.0,20.885,48.066,50.947,-17.43,-4.122,0.491,35.015,13423.0,-16247.0,-3221.0,45046896.0,48784303.0,-2.226,-3.926,19440.0,27389.0,94475137.0,40.702,48.746,-14.536,-0.208,-1.59,0.106,-0.108,-0.581,-1.693,32987.0,33628.0,491892094.0,576595022.0,0.583,50.301,50.799,-24.256,-0.624,49.745,32.475,3.608,1.0
2014/12/22,3.600164843893555e+16,-0.06560000000000002,1.9351358994522496e+16,11.307,16.498,28839807.0,7187246469440912.0,11.715,5.82,42.982,53.325,-2.131,-25.827,-0.102,37.386,10.313,-1.432,-0.054,-0.57,-0.82,0.936,33.243,-16.463,-6.098,191761882.0,6429633891393536.0,64.206,43.155,4.52,-3.812,983.965,-3175.0,-723.966,-0.859,5.008,-9.03,43.661,-15.18,25.227,-10.008,10.551,0.373,0.374,0.019,0.094,-3.361,41.545,19.364,0.467,29809.0,-58180.0,86862.0,42922.0,222143681.0,-2.745,20.864,48.06,50.946,-11.547,-14.17,0.094,13.868,14323.0,1079.0,21776.0,51285195.0,50176777.0,-0.67,29.202,28055.0,27922.0,196771619.0,56.942,53.105,16.181,7.331,38.995,0.43,-0.403,-3.063,-3.889,61558.0,46882.0,503895995.0,586990232.0,0.939,57.453,51.01,-19.083,-0.102,63.326,39.808,5.04,1.0
2014/12/23,1301264399335424.0,0.03209999999999996,3.811671557828122e+16,36.491,0.969,106527467.0,7222727722893784.0,52.359,10.629,140.143,50.181,4.412,-3.809,0.342,41.058,10.09,-0.47,-0.541,-0.541,0.369,0.768,43.636,-10.667,-5.333,92022912.0,7780803806056448.0,73.36,49.397,2.092,0.892,576.119,-309.912,-1035.0,-0.862,24.707,47.898,43.75,-10.107,3.808,-7.271,1.241,0.374,0.374,0.033,0.094,-2.148,50.544,12.41,19.011,36966.0,-42164.0,58070.0,106225.0,341619773.0,-1.413,61.314,52.702,51.617,1.977,-9.719,9.11,37.216,18079.0,12552.0,22178.0,81711243.0,46900000.0,1.096,28.75,29171.0,28099.0,212738065.0,53.967,52.311,2.461,8.465,23.452,0.547,-0.557,-3.201,-3.857,-11117.0,51257.0,500973672.0,589097685.0,0.691,50.601,50.871,-2.426,0.342,74.818,47.322,2.473,0.0
2014/12/24,-2359296.0,0.12979999999999997,2.7245393658721504e+16,18.639,6.995,49869753.0,7159191508759912.0,30.406,-30.866,1.278,24.468,-4.562,-9.751,0.373,39.171,9.837,-1.838,-0.658,-0.384,1.04,0.123,41.889,-13.725,-3.922,90443250.0,8506525022871552.0,54.068,44.138,2.08,2.363,711.241,-1822.0,-186.801,-0.87,-9.678,-4.874,43.171,21.91,-4.362,26.236,-23.078,0.353,0.363,0.071,0.092,-3.824,35.199,-18.413,-5.551,82764.0,-170642.0,-55686.0,7598.0,1712479994.0,-3.547,20.679,42.274,49.851,-17.414,-36.957,-16.41,2.68,14943.0,3363.0,-3466.0,55822869.0,53533052.0,-0.498,-4.046,35500.0,28170.0,315064913.0,39.563,47.887,-4.854,-14.762,-4.448,0.511,-0.347,-1.603,-2.166,-9711.0,-7190.0,584052557.0,591247515.0,-2.188,20.501,49.75,6.039,0.373,55.071,42.59,1.619,0.0
2014/12/25,-2359296.0,0.22749999999999998,5.703883297412125e+16,21.733,-22.922,-77746148.0,7099530634588280.0,-28.27,-37.357,-31.684,21.151,-8.028,-12.66,-0.099,34.319,9.576,-2.049,-0.616,-1.795,-1.632,0.04,39.005,3.797,-16.456,-104476616.0,5916083131928576.0,29.865,35.164,-2.356,2.265,748.098,636.384,1021.0,-0.834,7.192,-4.172,44.098,-36.776,-49.692,-26.943,-15.854,0.324,0.346,0.116,0.117,-6.579,28.828,-36.013,-83.288,129417.0,-191607.0,-143224.0,-74765.0,4187194798.0,-6.66,13.325,37.803,48.911,-33.241,-44.886,-28.112,-24.115,25799.0,-28587.0,-18242.0,166397385.0,109520456.0,-3.636,-21.211,47368.0,28881.0,560939668.0,32.7,45.22,-36.612,-25.902,-25.516,0.465,-0.144,-1.372,-1.913,-36640.0,-8618.0,777541458.0,597864664.0,-5.074,14.224,49.208,6.37,-0.099,25.844,31.945,-2.759,1.0
2014/12/26,-2359296.0,0.32519999999999993,-2.936798469265773e+16,28.753,8.566,-132737395.0,6979100864118360.0,-42.821,-27.999,-25.872,94.286,72.914,64.02,-0.228,37.678,9.477,-1.037,-0.739,-1.037,-1.273,0.025,44.399,-1.316,-9.868,-103259284.0,2659384860336128.0,48.39,42.46,-2.299,3.423,911.178,-1144.0,-205.779,-0.832,0.876,-34.358,43.453,-5.03,-27.801,-3.902,22.58,0.369,0.367,0.234,0.155,2.298,65.375,42.898,62.167,46887.0,-123581.0,-67163.0,-17504.0,549607205.0,-6.514,37.107,42.45,49.592,-29.826,-31.018,-17.499,-5.988,11828.0,-23273.0,-8928.0,34977340.0,107383284.0,-3.947,-10.507,19540.0,28153.0,95455389.0,41.23,47.393,-24.487,-15.555,-12.669,0.427,-0.024,-1.024,-1.873,-11682.0,11993.0,835917849.0,589854526.0,-5.224,34.563,49.584,10.794,-0.228,43.891,39.118,-2.888,0.0
2014/12/27,-2359296.0,0.42289999999999994,1.6135564767347392e+16,30.544,-8.586,-29569231.0,6870347288695120.0,-13.825,-9.407,-7.575,67.968,60.582,50.652,-0.39,35.578,9.416,-1.273,-0.389,-0.739,-1.603,0.029,44.399,0.658,-7.237,-129626872.0,3788502127169536.0,31.402,36.006,-2.92,-2.055,1188.0,-453.007,-187.686,-0.869,1.82,-37.207,42.663,13.289,-20.306,12.606,15.549,0.39,0.378,0.233,0.17,6.008,58.206,32.716,36.196,46747.0,-93175.0,-55258.0,-37624.0,546314494.0,-4.632,46.102,44.268,49.866,-0.071,-24.26,2.322,-11.453,8118.0,-5532.0,-7879.0,16475873.0,111594388.0,-3.194,-9.32,18035.0,28023.0,81316025.0,43.367,47.939,-1.742,0.951,-11.755,0.38,0.055,-0.832,-1.396,4240.0,-26322.0,727901112.0,580544402.0,-2.568,60.137,50.256,-5.976,-0.39,31.548,34.563,-3.175,0.0
2014/12/28,-2359296.0,0.5206,-1.1259527452267264e+16,34.371,9.634,3366757.0,6870464086186968.0,1.707,22.325,-49.876,37.93,16.993,-2.922,-0.555,34.046,9.162,-2.388,-1.692,-1.209,-1.99,0.202,33.665,-6.509,-12.426,-63697780.0,5615981565845504.0,24.479,32.874,-1.471,-1.879,253.238,259.473,-533.485,-0.918,-24.554,-49.389,40.742,-12.218,3.994,-12.253,9.926,0.365,0.367,0.183,0.178,0.657,42.541,-7.772,-18.203,13389.0,-72534.0,-48029.0,-42665.0,44816637.0,-3.251,40.216,43.264,49.68,18.987,-20.579,-23.853,-13.225,912.85,7786.0,-10218.0,208324.0,116313659.0,-2.444,-11.914,15392.0,27739.0,59229992.0,50.219,49.689,31.583,-10.367,0.308,0.327,0.083,-0.757,-1.334,58482.0,81319.0,699474156.0,609093726.0,3.256,81.75,51.575,-8.502,-0.555,23.97,31.369,-1.125,0.0
2014/12/29,-2359296.0,0.6183,4.332604528683008e+16,37.21,-8.748,49441162.0,6845560653326408.0,27.894,-17.572,-11.905,43.979,-33.454,4.782,-0.595,33.752,9.058,-1.349,-1.432,-0.391,-0.631,0.162,38.401,-7.317,-4.268,-120601173.0,6415560927715328.0,25.1,33.045,-2.748,-3.768,297.853,-175.112,-137.239,-0.96,-9.908,-34.113,41.182,-18.465,-31.087,-14.906,-5.266,0.362,0.365,0.132,0.177,-0.921,48.678,24.614,11.034,9026.0,-68331.0,10508.0,-12984.0,20367555.0,-2.046,44.258,43.784,49.752,3.364,-19.389,-30.812,-4.371,6829.0,7237.0,4342.0,11660474.0,83593405.0,-0.548,5.5,11410.0,27794.0,32546143.0,46.028,48.599,7.228,-17.195,6.712,0.26,0.026,1.357,-1.747,3643.0,-26713.0,747382102.0,612845923.0,0.941,38.167,49.704,-13.261,-0.595,22.45,30.746,-2.573,0.0
2014/12/30,9769514753064960.0,0.716,-1.2248534958280256e+16,11.121,3.739,91203096.0,6830354676038368.0,49.482,-11.118,4.405,37.857,-28.625,2.17,-0.638,32.354,9.081,-0.31,-0.78,0.29,-0.796,0.102,47.056,-1.935,3.226,-72463842.0,4503002649993216.0,18.47,30.424,-1.682,-5.675,1004.0,750.213,632.739,-0.935,-1.538,-8.003,42.502,21.176,10.977,17.839,11.819,0.36,0.364,0.06,0.177,-0.986,49.264,11.843,7.346,18343.0,-90519.0,-60217.0,980.555,84115797.0,-0.469,60.665,45.977,50.049,3.523,-23.112,-30.585,0.327,8161.0,8232.0,41.0,16649066.0,29927695.0,0.892,0.048,8480.0,27762.0,17976881.0,50.916,49.765,10.7,-21.413,-6.237,0.061,0.009,1.694,-1.562,-72387.0,-7075.0,730656197.0,613201582.0,-0.363,45.968,50.035,-20.8,-0.638,15.569,27.759,-2.131,1.0
2014/12/31,1.6757560408722637e+17,2.999,9713032307821888.0,29.598,-13.518,58227255.0,6768529609716008.0,29.022,21.027,-19.497,29.531,-10.204,-7.691,-0.552,33.162,9.162,0.062,-1.776,-1.603,-0.961,0.086,50.004,11.184,-14.474,-24483177.0,2544943203319808.0,23.791,31.54,-0.574,-4.43,831.439,160.56,685.848,-0.879,15.574,-24.49,42.133,34.817,16.902,39.79,11.423,0.345,0.355,0.052,0.175,-2.704,43.335,-29.9,-8.111,25723.0,-21427.0,-145625.0,-29202.0,165416746.0,-0.92,33.426,42.668,49.503,-3.67,-7.361,-41.597,-9.771,6572.0,1713.0,-20234.0,10797458.0,27073855.0,0.227,-20.754,17985.0,28177.0,80862556.0,40.58,47.1,-15.032,-31.331,-16.407,0.063,-0.01,-0.048,-1.65,-33023.0,-2354.0,810804045.0,614695810.0,-2.435,34.519,49.458,-16.464,-0.552,24.921,29.911,-0.861,1.0
2015/01/01,2.68232291909632e+17,2.999,-9659093638145664.0,33.808,3.729,-96830805.0,6869737472971968.0,-42.716,-34.172,-67.946,24.404,-21.292,-4.902,-0.309,36.215,9.053,-0.387,-2.436,-0.873,-1.136,0.101,39.547,-0.606,-9.091,20372770.0,2295542240122880.0,58.184,40.843,0.477,-0.976,1361.0,-1316.0,-926.527,-0.882,-38.886,-52.257,44.185,-26.936,-21.247,-25.554,-47.479,0.308,0.334,0.134,0.192,-7.194,34.639,-48.264,-40.854,95899.0,-47866.0,-203885.0,-103453.0,2299133313.0,-4.875,12.108,35.479,48.116,-34.033,-20.345,-56.099,-35.569,21566.0,-24104.0,-40090.0,116271206.0,59602149.0,-3.216,-40.385,41998.0,29996.0,440952486.0,30.814,43.849,-31.098,-42.888,-46.993,0.064,0.004,0.055,-1.318,-100285.0,-39359.0,1167024685.0,661065974.0,-6.257,20.64,48.442,-3.406,-0.309,53.611,37.943,0.255,0.0
2015/01/02,3.117395782215926e+17,2.267,2.7350401447096384e+16,30.011,-1.684,-63361857.0,6845953388595144.0,-22.997,19.697,-40.349,43.411,-7.822,-3.587,-0.179,35.446,8.959,-0.746,-1.784,-3.687,-0.623,0.124,39.547,-6.061,-29.697,35887745.0,537272839233536.0,47.362,38.769,0.847,-2.637,1110.0,-107.88,-391.687,-0.901,-4.45,-37.114,39.916,-14.987,1.019,-10.714,-17.657,0.302,0.328,0.092,0.146,-6.052,45.768,-38.993,-12.209,75479.0,-9784.0,-208891.0,-11686.0,1424286190.0,-3.471,53.815,44.914,49.467,-11.981,-3.56,-33.473,-4.223,17989.0,-5772.0,-20110.0,80897824.0,60692057.0,-1.825,-20.266,35123.0,29525.0,308414764.0,50.622,49.047,-6.458,-9.226,-15.71,0.069,-0.012,-0.158,-1.181,-18363.0,35603.0,1166194664.0,644441628.0,-3.067,59.717,50.109,-8.79,-0.179,42.791,35.83,0.77,0.0
2015/01/03,2.980974630220595e+17,2.1673,1.1895649364796608e+16,13.292,-0.23,-23576522.0,6844028421313528.0,-9.108,27.651,-29.042,33.081,-5.257,-3.915,-0.533,29.732,8.931,-0.585,-1.857,-0.974,0.368,0.006,43.057,-6.173,-9.877,-163650727.0,4405293564571648.0,10.541,22.255,-3.858,-5.353,460.559,394.116,-1184.0,-0.917,12.777,-24.029,38.096,-24.471,-20.858,-20.006,-29.611,0.3,0.323,0.088,0.099,-3.683,46.314,-28.143,3.413,90731.0,4180.0,-83541.0,26960.0,2058043122.0,-0.117,63.779,48.075,49.977,9.419,1.437,-23.172,10.056,20332.0,4806.0,-16137.0,103350388.0,64418584.0,0.264,-16.432,43620.0,29523.0,475681267.0,53.487,49.931,16.542,-12.459,-8.967,0.088,-0.063,-0.703,-1.529,28203.0,-9751.0,1089872036.0,637236023.0,2.431,69.88,50.843,-15.146,-0.533,12.078,23.179,-2.92,0.0
2015/01/04,2.2730594631129498e+17,2.0676,9033061459075456.0,17.835,-11.437,141794214.0,6773055285392912.0,109.194,35.398,-13.895,82.473,62.696,50.026,-1.854,20.303,8.795,-0.149,-2.537,-0.859,-0.572,0.047,35.392,-4.07,-9.302,-525820426.0,3.114828181948621e+16,3.634,12.297,-12.263,-11.822,657.87,-203.464,-1077.0,-0.891,25.539,-21.852,35.253,25.301,16.273,32.242,24.27,0.351,0.347,0.203,0.176,7.192,65.086,59.05,61.1,24584.0,2223.0,-41781.0,2207.0,151093789.0,1.248,55.988,46.83,49.759,50.565,0.794,-19.948,0.788,5231.0,26343.0,-5222.0,6841344.0,71504394.0,1.931,-5.755,7059.0,29450.0,12458325.0,53.25,49.872,52.595,1.974,-6.424,0.073,-0.068,-0.566,-1.319,10185.0,46846.0,1081686899.0,635220234.0,4.551,64.72,50.685,-40.621,-1.854,3.113,11.028,-12.929,0.0
2015/01/05,9.936502809034752e+16,1.9679,4887792394487296.0,25.069,-19.26,70881332.0,6798762605724648.0,33.41,24.859,48.294,40.97,-2.327,-3.78,-2.559,19.663,8.879,0.45,0.45,-1.28,-1.515,0.125,51.967,5.769,-12.179,-566656036.0,5.31468524710359e+16,3.093,11.251,-13.263,-13.164,499.766,-186.101,-324.812,-0.862,4.936,14.333,34.19,-34.296,-14.812,-27.46,-33.626,0.366,0.355,0.175,0.185,8.318,55.283,26.198,3.435,68942.0,76794.0,34279.0,23683.0,1188239909.0,5.176,79.217,54.556,51.075,36.152,27.032,2.401,7.024,11327.0,16307.0,14336.0,32077333.0,105262838.0,4.016,17.678,17492.0,29611.0,76489793.0,60.756,52.036,19.228,-6.845,27.902,0.078,-0.057,-0.14,1.216,39233.0,30162.0,1029636657.0,638314066.0,4.364,63.292,50.652,-42.746,-2.559,2.814,10.42,-13.447,1.0
2015/01/06,-2097152.0,1.8681999999999999,-1.688911609119072e+16,33.224,-6.539,56974425.0,6823788271845576.0,24.215,6.075,31.38,35.007,-7.301,-14.695,-2.387,23.479,8.918,-0.176,-0.486,-2.315,-0.886,0.145,49.933,2.532,-20.253,-303853568.0,5.90962328276521e+16,23.854,20.837,-7.45,-10.906,429.425,-402.117,-188.0,-0.8,-8.386,-10.75,32.567,2.892,-39.141,2.956,-21.849,0.356,0.351,0.147,0.184,3.31,47.468,-6.072,-6.616,64654.0,12951.0,-36666.0,5916.0,1045022657.0,4.406,53.866,49.913,50.283,6.445,4.301,-19.805,1.92,8513.0,5598.0,12997.0,18115921.0,109681370.0,3.254,17.407,15587.0,29616.0,60741978.0,54.14,50.563,4.213,-10.962,6.427,0.072,-0.042,-0.334,1.354,-58821.0,10928.0,955570091.0,635206518.0,1.636,38.328,50.012,-35.84,-2.387,19.773,18.147,-9.054,1.0
2015/01/07,-1835008.0,1.7685,-2.069915019195936e+16,33.709,-9.401,57086630.0,6917269169426976.0,21.015,26.995,-39.487,36.119,-41.489,-8.022,-1.426,32.913,9.256,0.812,0.874,1.451,0.556,0.278,65.657,22.857,16.429,195115547.0,5.076669762284544e+16,58.937,40.703,5.186,-6.713,667.202,729.722,-202.33,-0.696,5.631,-38.715,32.781,10.92,-7.624,10.523,8.801,0.358,0.353,0.071,0.184,1.376,51.155,-5.697,-2.82,38526.0,73058.0,-9360.0,42246.0,371064117.0,4.157,64.342,52.573,50.756,21.464,27.092,17.737,14.06,6557.0,4254.0,-807.0,10747993.0,115876008.0,2.46,-0.891,13475.0,29604.0,45392017.0,52.283,50.153,2.179,9.512,-9.741,0.104,-0.085,-0.679,-0.727,-35598.0,13452.0,947940084.0,629872680.0,-0.397,35.47,49.925,-25.546,-1.426,53.344,35.884,4.497,1.0
