Date,difficulty-btc--var7,difficulty-btc--roc3,hashrate-btc--mom3,hashrate-btc--roc90,mining_profitability-btc--roc3,sentinusd-btc--mom3,sentinusd-btc--var90,sentinusd-btc--roc3,sentinusd-btc--roc7,sentinusd-btc--roc30,transactionfees-btc--rsi3,transactionfees-btc--roc3,transactionfees-btc--roc14,median_transaction_fee-btc--trx3,median_transaction_fee-btc--rsi14,confirmationtime-btc--wma7,confirmationtime-btc--mom7,confirmationtime-btc--mom14,confirmationtime-btc--mom30,confirmationtime-btc--mom90,confirmationtime-btc--var3,confirmationtime-btc--rsi7,confirmationtime-btc--roc3,confirmationtime-btc--roc30,marketcap-btc--mom3,marketcap-btc--var7,marketcap-btc--rsi3,marketcap-btc--rsi7,marketcap-btc--roc3,marketcap-btc--roc7,transactionvalue-btc--std3,transactionvalue-btc--mom14,transactionvalue-btc--mom90,transactionvalue-btc--trx14,transactionvalue-btc--roc7,transactionvalue-btc--roc30,mediantransactionvalue-btc--std14,mediantransactionvalue-btc--mom3,mediantransactionvalue-btc--mom7,mediantransactionvalue-btc--roc3,mediantransactionvalue-btc--roc14,fee_to_reward-btc--ema7,fee_to_reward-btc--ema14,fee_to_reward-btc--std3,fee_to_reward-btc--std7,fee_to_reward-btc--trx3,fee_to_reward-btc--rsi7,fee_to_reward-btc--roc30,fee_to_reward-btc--roc90,size-btc--std3,size-btc--mom7,size-btc--mom30,size-btc--mom90,size-btc--var3,size-btc--trx3,size-btc--rsi3,size-btc--rsi14,size-btc--rsi90,size-btc--roc3,size-btc--roc7,size-btc--roc14,size-btc--roc90,transactions-btc--std3,transactions-btc--mom3,transactions-btc--mom30,transactions-btc--var3,transactions-btc--var7,transactions-btc--trx3,transactions-btc--roc30,sentbyaddress-btc--std3,sentbyaddress-btc--std90,sentbyaddress-btc--var3,sentbyaddress-btc--rsi7,sentbyaddress-btc--rsi30,sentbyaddress-btc--roc3,sentbyaddress-btc--roc14,sentbyaddress-btc--roc30,top100cap-btc--std7,top100cap-btc--trx3,top100cap-btc--roc7,top100cap-btc--roc14,activeaddresses-btc--mom30,activeaddresses-btc--mom90,activeaddresses-btc--var14,activeaddresses-btc--var90,activeaddresses-btc--trx3,activeaddresses-btc--rsi3,activeaddresses-btc--rsi90,price-btc--mom7,price-btc--trx3,price-btc--rsi3,price-btc--rsi7,price-btc--roc3,1d_binary_price_change
2013/04/01,-0.031,4.618,6431393708788.0,169.207,11.668,12639661.0,1745918089683000.0,10.973,33.96,178.738,32.854,-8.219,92.283,3.721,74.007,8.282,-2.727,-0.306,-2.658,-1.616,0.3,41.308,-12.121,-26.768,90285126.0,5758554150824320.0,99.471,97.077,9.511,37.332,451.284,-1414.0,1967.0,3.688,19.15,192.726,17.452,0.326,16.907,0.504,17.119,1.172,1.189,0.494,0.554,-5.388,40.508,-37.847,38.401,42258.0,-29315.0,-41100.0,50223.0,446426850.0,-2.702,23.419,46.863,50.169,-21.687,-17.391,29.482,56.409,12463.0,-9513.0,-3108.0,38831985.0,38380777.0,-1.823,-5.582,10442.0,10848.0,27257065.0,51.471,52.678,-15.051,19.721,46.98,0.268,0.289,2.66,3.135,26527.0,37910.0,64982806.0,82659141.0,-1.376,52.204,52.751,25.57,3.723,99.456,96.992,9.383,1.0
2013/04/02,-0.039,4.618,3737454649762.0,171.197,20.96,105878835.0,2209022600061441.0,69.92,130.277,891.213,72.591,10.08,80.899,5.183,78.528,8.099,-1.581,-0.515,-0.988,-1.456,0.26,47.608,-4.42,-11.05,224023014.0,8559801974466176.0,99.816,98.25,23.358,50.675,1520.0,2238.0,3750.0,3.769,63.172,693.76,26.981,48.436,26.922,104.119,55.315,1.214,1.209,0.385,0.547,-2.693,53.497,20.765,60.341,30880.0,14065.0,18361.0,61367.0,238399161.0,-1.03,62.736,53.887,51.376,-6.552,8.715,32.457,53.794,15762.0,4072.0,8797.0,62113871.0,41064926.0,1.033,16.201,18713.0,11689.0,87539468.0,64.645,57.182,20.401,34.224,99.628,0.246,0.282,2.207,3.526,45815.0,48771.0,86865914.0,93587018.0,1.849,72.767,54.395,36.045,5.184,99.811,98.201,23.206,1.0
2013/04/03,-0.031,4.618,5716892007375.0,154.039,26.973,121068552.0,2633863588145095.0,92.33,26.739,745.395,85.946,42.924,186.43,6.968,81.743,8.042,-2.764,1.404,0.184,-0.66,0.162,50.103,-3.429,2.286,341228991.0,1.7950115993704064e+16,99.904,98.785,34.928,51.865,1743.0,2128.0,3935.0,3.964,9.947,782.281,35.642,51.464,39.764,100.771,77.719,1.31,1.26,0.604,0.453,2.736,59.191,30.544,72.575,38914.0,-6480.0,19528.0,76185.0,378574130.0,1.218,68.594,55.424,51.662,24.609,-3.398,77.06,70.527,10252.0,19949.0,-99.0,26276601.0,45047715.0,2.898,-0.155,16914.0,13162.0,71519524.0,69.58,59.238,75.199,62.16,87.769,0.201,0.223,1.612,2.964,53604.0,55874.0,143182571.0,119931071.0,6.045,83.098,55.865,40.765,6.968,99.902,98.752,34.759,1.0
2013/04/04,-0.023,4.618,-10229656991704.0,144.48,21.568,98643498.0,2947769732649600.0,77.17,59.811,235.769,88.341,81.728,141.4,7.181,82.56,8.364,1.482,2.745,-1.009,-0.061,0.364,59.386,28.571,-9.74,318307776.0,2.5909617038946304e+16,99.921,98.9,30.621,44.504,190.155,1904.0,3616.0,4.155,65.847,240.873,47.437,58.327,63.398,89.752,148.975,1.469,1.352,0.499,0.647,8.781,65.836,33.318,94.811,40000.0,46309.0,27072.0,79757.0,399995986.0,5.039,84.337,61.338,52.86,59.109,26.423,74.43,56.241,3166.0,14166.0,10009.0,2506053.0,54314709.0,3.914,17.644,8001.0,14643.0,16005242.0,71.326,59.981,47.008,59.384,78.105,0.125,0.161,1.427,3.139,51496.0,61549.0,200432683.0,146568407.0,7.371,84.132,56.029,37.81,7.181,99.919,98.869,30.456,1.0
2013/04/05,11709126260.0,4.618,-10030142156358.0,129.366,24.533,-29930113.0,3253603293525400.0,-11.632,97.398,182.911,53.08,15.109,62.974,6.652,83.687,8.573,0.838,2.826,-0.176,-1.099,0.233,56.785,14.557,-1.899,231290551.0,3.0773849391949824e+16,99.942,99.05,19.55,49.004,187.529,2705.0,3651.0,4.321,114.707,201.674,55.711,30.228,60.522,31.834,136.282,1.46,1.363,0.43,0.648,5.271,51.483,-63.371,61.872,32811.0,12246.0,-4451.0,71827.0,269144550.0,3.959,51.614,54.742,51.766,8.335,6.887,45.481,60.746,4514.0,-1880.0,-1390.0,5093768.0,53572936.0,2.56,-2.22,2370.0,15788.0,1404221.0,67.072,58.929,11.295,36.69,48.673,0.137,0.011,-0.14,2.439,30883.0,46617.0,222392877.0,164680970.0,5.263,57.434,54.981,42.073,6.652,99.941,99.022,19.411,1.0
2013/04/06,116298164445.0,14.594,1557847201520.0,197.729,0.809,-94576216.0,3334242195953900.0,-37.501,4.088,179.066,34.249,-24.116,59.177,5.981,84.815,8.683,0.511,2.198,-0.166,-1.097,0.045,53.554,7.362,-1.84,156637748.0,3.102081596478848e+16,99.96,99.188,11.883,53.775,796.785,1735.0,3022.0,4.329,28.681,248.735,53.993,-12.368,43.646,-12.062,116.499,1.332,1.307,0.817,0.711,-2.139,41.549,-37.746,-0.985,51440.0,-29178.0,-43262.0,57958.0,661526354.0,0.221,32.626,49.061,50.705,-13.92,-15.541,26.663,57.608,12549.0,-12211.0,-15055.0,39371402.0,59507406.0,-0.687,-22.602,17527.0,15763.0,76799693.0,44.977,52.233,-24.738,21.19,16.637,0.156,-0.076,-0.618,2.527,16719.0,40875.0,204447338.0,167334419.0,0.964,30.056,53.062,46.659,5.982,99.959,99.164,11.759,1.0
2013/04/07,181912985570.0,14.594,7437559507776.0,175.569,7.226,-99243196.0,3360921285754477.0,-43.822,-2.974,172.35,57.592,-14.361,135.116,5.654,86.307,8.761,0.26,1.161,-0.22,0.209,0.021,52.878,-6.098,-2.439,205188142.0,2.7003819424369664e+16,99.976,99.349,15.112,59.987,1555.0,1194.0,1958.0,4.11,-21.419,174.428,50.921,-59.019,13.225,-47.861,60.875,1.324,1.307,0.41,0.685,-3.001,49.822,10.376,52.849,39000.0,57582.0,43978.0,100010.0,380242124.0,1.274,62.994,56.321,52.179,-7.292,38.952,58.083,94.885,10279.0,-3361.0,7680.0,26416614.0,29681200.0,0.013,13.789,16542.0,15865.0,68407499.0,44.403,52.027,-28.251,4.276,29.736,0.186,-0.144,-0.399,1.984,30502.0,33041.0,188964667.0,174998891.0,-0.941,40.179,53.451,53.03,5.654,99.975,99.329,14.987,1.0
2013/04/08,208553589636.0,9.535,11532678823846.0,156.271,1.749,-17416866.0,3585240197880137.0,-7.66,64.254,432.339,59.787,2.245,95.855,6.915,89.345,8.957,2.018,-0.71,0.77,-1.537,0.052,58.645,1.935,9.032,385597320.0,3.343432535765632e+16,99.991,99.599,27.262,73.156,1321.0,1868.0,3299.0,3.945,56.008,410.242,55.454,5.434,65.63,4.341,171.667,1.289,1.29,0.295,0.588,-3.379,47.2,-3.21,22.133,40202.0,55863.0,38287.0,45815.0,404047942.0,1.495,54.846,54.484,51.835,2.658,40.115,15.748,30.685,10384.0,310.0,6148.0,26954499.0,19648358.0,0.465,11.102,14170.0,16667.0,50196165.0,60.087,56.684,-3.632,47.553,91.061,0.236,-0.207,-1.368,1.255,59772.0,57872.0,213677509.0,206269076.0,2.074,75.587,55.919,68.845,6.915,99.99,99.587,27.122,1.0
2013/04/09,196219976643.0,9.004555555555555,3283429025417.0,207.663,49.628,166623371.0,4303993317407992.0,105.713,26.014,535.395,77.704,42.589,116.845,9.62,92.132,8.805,0.226,-1.355,0.313,-2.895,0.205,44.753,-7.386,3.977,676275214.0,7.588320051836723e+16,99.996,99.759,45.855,81.819,2970.0,3377.0,5532.0,4.021,38.023,716.11,78.894,102.979,98.189,114.211,183.895,1.244,1.266,0.158,0.62,-3.821,45.5,-16.234,10.839,21627.0,3685.0,-6227.0,30792.0,116933647.0,0.238,42.144,51.664,51.303,12.968,2.1,10.999,20.758,4373.0,15248.0,-6858.0,4780518.0,22905042.0,1.697,-9.31,19233.0,17992.0,92477233.0,65.847,58.805,43.368,53.448,88.742,0.224,-0.196,-1.546,0.626,55081.0,55914.0,230615669.0,234652099.0,3.624,71.291,55.716,87.647,9.62,99.996,99.752,45.695,0.0
2013/04/10,144912146590.0,8.47411111111111,7496489193464.0,203.899,30.743,305371778.0,5733027655108845.0,240.022,71.534,945.825,89.751,49.825,102.228,7.834,80.15,8.483,-0.689,-3.453,-1.241,-2.257,0.523,38.573,-14.136,-14.136,402857551.0,7.828971098834893e+16,68.609,80.11,25.774,49.134,3332.0,4052.0,7777.0,4.419,81.449,964.05,148.424,274.854,236.616,427.49,440.311,1.268,1.276,0.192,0.59,-1.395,51.895,11.106,-66.643,21924.0,-15767.0,-2022.0,4759.0,120166064.0,-1.304,34.203,49.809,50.95,-17.998,-8.559,-11.667,2.908,4333.0,313.0,4565.0,4692809.0,22870439.0,1.526,7.721,13880.0,19967.0,48162688.0,71.445,61.098,62.729,65.222,135.121,0.186,-0.126,-1.123,0.471,79926.0,72268.0,317615334.0,291393310.0,6.377,85.66,57.546,58.497,7.834,68.465,79.994,25.633,0.0
2013/04/11,54630099477.0,7.943666666666667,2538645038635.0,209.109,-29.949,-17496170.0,5855858996854238.0,-8.333,-15.016,210.805,34.183,-13.192,23.795,0.335,52.512,8.551,-0.351,1.131,-1.667,-3.308,0.357,55.039,-3.125,-15.625,-532909343.0,8.752895992376883e+16,24.713,42.912,-29.606,-6.683,3345.0,1466.0,3675.0,4.531,-5.201,197.438,145.721,-15.503,-8.199,-11.869,92.127,1.342,1.314,0.37,0.382,2.655,57.534,-19.506,8.817,41201.0,-5073.0,36583.0,29318.0,424383486.0,1.27,71.026,57.244,52.439,10.956,-2.29,23.529,15.663,3803.0,6722.0,19898.0,3615795.0,25136402.0,1.997,41.155,7941.0,21154.0,15764537.0,61.801,58.355,14.263,35.629,94.545,0.313,0.201,0.999,2.44,64870.0,63557.0,374556908.0,333892691.0,5.701,65.363,56.568,-8.561,0.335,24.65,42.814,-29.69,0.0
2013/04/12,-0.039,7.413222222222222,-1423364049179.0,236.868,-52.369,-185780515.0,5856455890383685.0,-57.297,-39.105,131.139,28.016,-38.153,5.248,-5.735,46.393,8.463,-0.79,0.048,-0.848,-3.48,0.356,48.078,1.734,-9.249,-1132160516.0,1.3469045904832973e+17,18.432,35.989,-52.632,-27.959,4561.0,763.703,2490.0,4.336,-35.861,146.008,143.423,-94.546,-26.585,-48.951,52.484,1.329,1.311,0.237,0.36,1.792,49.317,-2.784,8.436,47656.0,-26291.0,-3736.0,677.876,567782376.0,-0.628,36.974,48.717,50.73,-8.571,-13.832,-7.898,0.416,7950.0,-8286.0,1984.0,15799898.0,26898472.0,0.109,3.509,15034.0,21584.0,56504523.0,50.276,54.661,-12.288,13.943,47.49,0.381,0.338,1.527,1.384,39920.0,52227.0,360557325.0,349519493.0,1.783,34.95,54.285,-36.218,-5.735,18.382,35.9,-52.688,1.0
2013/04/13,-0.039,6.882777777777777,-7293632513137.0,207.729,-46.401,-333617769.0,5815578951777596.0,-77.119,-37.202,127.64,22.827,-59.001,-21.738,-7.92,48.122,8.477,-0.212,0.299,0.578,-2.204,0.077,51.258,14.371,7.186,-880485809.0,1.6783856993150157e+17,25.988,39.06,-44.789,-26.406,1392.0,-292.08,2146.0,3.934,-30.735,171.143,140.524,-268.35,-19.367,-79.125,52.191,1.237,1.264,0.495,0.354,-2.602,40.95,-17.75,-17.917,60403.0,-13377.0,-10769.0,-17178.0,912131519.0,-3.306,29.495,46.109,50.148,-13.805,-8.437,-22.667,-10.58,12352.0,-10340.0,-4540.0,38143489.0,21957166.0,-2.139,-7.842,17545.0,21686.0,76958283.0,41.44,51.363,-34.549,6.009,31.982,0.421,0.34,1.535,0.908,21722.0,27334.0,347881893.0,352764896.0,-2.882,21.197,52.3,-35.678,-7.92,25.888,38.954,-44.854,0.0
2013/04/14,-0.047,6.352333333333333,-4250107444746.0,163.886,-18.511,-131637335.0,5775499545862167.0,-68.396,-52.191,-73.306,39.157,-16.999,-4.896,-8.509,46.351,8.697,0.631,0.891,1.04,0.24,0.211,58.99,4.575,12.418,-253931617.0,2.0284779710720614e+17,22.577,36.819,-20.041,-35.18,1175.0,-1718.0,1043.0,3.347,-43.026,-62.456,140.879,-66.581,-15.761,-57.839,-4.965,1.272,1.28,0.363,0.365,-0.919,52.782,-7.597,56.133,24712.0,-30243.0,2592.0,48059.0,152672545.0,-2.394,52.661,50.694,51.064,-19.089,-14.723,18.494,37.809,4259.0,-12929.0,-7286.0,4533835.0,27235647.0,-2.716,-11.638,16783.0,21536.0,70419480.0,34.79,48.54,-41.146,13.763,-1.439,0.43,0.289,1.933,1.527,7900.0,27085.0,315701737.0,348988094.0,-6.428,15.871,51.224,-50.231,-8.509,22.478,36.71,-20.131,0.0
2013/04/15,-0.031,5.821888888888889,-1693893421292.0,179.279,-7.776,-61564889.0,5747821332686852.0,-44.464,-63.376,-21.837,63.671,33.595,53.197,-8.286,45.066,8.736,-0.51,1.508,0.552,-3.12,0.116,51.382,5.488,6.707,-57762339.0,2.1031221014307635e+17,19.776,35.128,-5.669,-46.601,844.716,-920.465,1023.0,2.708,-58.664,-43.82,140.431,-29.345,-61.364,-29.762,6.566,1.4,1.347,0.675,0.507,4.846,61.43,148.853,62.153,24531.0,-33231.0,60938.0,3590.0,150445247.0,-2.08,43.223,48.717,50.647,-1.154,-17.031,16.251,2.268,1607.0,-4185.0,20320.0,645505.0,32624231.0,-2.693,59.744,11812.0,21763.0,34881927.0,48.486,52.385,-9.883,20.875,76.487,0.447,0.368,3.535,2.118,49330.0,42621.0,271884049.0,362646540.0,-4.165,56.866,53.656,-76.453,-8.286,19.679,35.016,-5.774,0.0
2013/04/16,-0.031,5.291444444444444,5141784860022.0,243.088,-25.148,25178280.0,5746098225175414.0,25.438,-61.708,251.054,28.717,-22.276,-44.741,-8.563,41.883,8.632,-0.046,0.18,1.246,-2.857,0.271,44.536,-5.65,18.079,-257027359.0,1.224832780152402e+17,13.402,30.896,-23.681,-61.491,482.675,-2416.0,1393.0,2.098,-67.337,78.139,143.872,-15.978,-138.324,-22.568,-42.267,1.342,1.323,0.514,0.493,1.453,46.286,92.103,-6.489,16129.0,2062.0,100293.0,453.068,65036254.0,-0.353,59.175,51.667,51.233,24.797,1.151,3.276,0.251,12079.0,14258.0,32469.0,36474275.0,34259827.0,0.543,92.402,18345.0,22291.0,84134962.0,54.866,54.418,22.41,7.778,96.114,0.438,0.459,4.078,2.468,48421.0,41942.0,265112235.0,376075002.0,-1.541,56.993,53.666,-120.354,-8.563,13.339,30.797,-23.764,1.0
2013/04/17,16337954310.0,4.761,6015946771029.0,222.623,-13.388,64503886.0,5737635628101426.0,106.046,-71.029,-26.462,58.772,26.415,-15.881,-7.698,42.853,8.601,0.882,0.192,0.842,-4.552,0.07,48.106,-10.526,11.111,-154736754.0,1.857406603894515e+16,21.941,33.026,-15.273,-56.334,575.414,-2103.0,1811.0,1.565,-70.772,-40.725,145.684,21.81,-268.805,44.937,-31.394,1.475,1.396,0.631,0.613,5.208,59.616,136.381,39.014,17368.0,-4640.0,56254.0,-36179.0,75408758.0,-0.514,42.893,48.936,50.685,-6.489,-2.754,-11.078,-18.091,11618.0,1217.0,13240.0,33746302.0,33295216.0,0.169,30.581,6817.0,22559.0,11617953.0,49.786,52.772,36.661,-11.261,50.565,0.288,0.368,3.17,2.011,46388.0,46336.0,263963560.0,393177207.0,0.684,63.715,54.063,-100.765,-7.698,21.773,32.901,-15.368,1.0
2013/04/18,204288249013.0,16.959,10156784778509.0,281.596,-16.827,471793627.0,8110571853729934.0,613.546,185.088,486.066,45.351,-27.24,-38.664,-4.014,48.66,8.882,0.796,0.445,1.325,-2.105,0.525,61.891,11.565,15.646,84758842.0,7980666263702016.0,59.406,45.3,8.818,-17.453,9136.0,7615.0,11349.0,1.852,194.542,448.649,145.994,22.703,-23.158,32.782,-25.429,1.393,1.363,0.678,0.63,0.532,45.978,-4.762,-6.754,30039.0,-72076.0,11966.0,-40783.0,225585413.0,-2.196,29.377,46.016,50.081,-10.79,-33.292,-34.82,-22.021,17254.0,-7848.0,546.0,74428590.0,34598331.0,-2.622,1.189,10322.0,22638.0,26634624.0,44.069,50.861,-7.631,-24.051,17.456,0.297,0.277,1.176,2.186,13371.0,25058.0,284670698.0,395243917.0,-1.334,30.202,51.934,-20.321,-4.014,59.235,45.151,8.692,1.0
2013/04/19,323121338567.0,16.959,-8135858856406.0,170.411,25.541,67188002.0,8185611118074155.0,54.114,38.196,86.983,53.393,72.169,-17.349,0.567,52.359,9.314,2.187,1.397,3.686,1.16,0.752,67.181,29.197,54.015,350771981.0,1.3222998076205312e+16,73.14,52.511,42.345,15.721,8523.0,-995.506,2934.0,1.952,20.216,42.673,146.117,36.973,-6.805,67.444,-26.672,1.444,1.394,0.6,0.643,1.179,53.569,127.24,-2.1,56457.0,47815.0,107554.0,51950.0,796849761.0,2.015,73.228,55.849,52.081,16.778,29.196,11.325,32.542,11071.0,-8217.0,13326.0,30641110.0,35315261.0,-1.294,28.929,10493.0,23036.0,27526272.0,55.245,54.068,0.322,-2.848,57.851,0.27,0.195,1.431,2.98,42167.0,55658.0,286369549.0,408681050.0,0.239,60.806,53.756,14.254,0.567,72.996,52.351,42.186,1.0
2013/04/20,372837222972.0,11.645,-2888915113625.0,198.795,37.588,-18931604.0,8132372072422719.0,-15.105,7.494,-9.645,60.521,-1.908,8.736,3.943,54.637,9.377,0.728,0.516,2.745,-1.726,0.228,53.201,11.039,41.558,407085837.0,2.179842481659315e+16,79.791,56.818,47.423,16.594,8401.0,-856.169,2158.0,1.868,8.626,10.933,147.786,-7.322,-7.777,-10.408,-30.104,1.38,1.367,0.402,0.565,-1.533,46.647,28.842,18.065,58182.0,12219.0,30384.0,16829.0,846297184.0,0.57,41.814,48.219,50.433,-3.904,8.416,-0.73,11.971,11465.0,-8387.0,-7198.0,32862733.0,42783634.0,-2.374,-13.005,15151.0,22905.0,57384978.0,41.626,49.388,-19.661,-5.276,9.543,0.239,0.206,2.03,3.596,4774.0,28414.0,312388012.0,404579949.0,-2.507,32.407,51.143,16.045,3.943,79.662,56.648,47.271,0.0
2013/04/21,353435902229.0,11.4612,4429659349806.0,234.933,35.622,-445283287.0,8076431706714629.0,-81.154,70.004,21.511,39.378,-1.425,-29.399,4.759,54.57,9.122,-1.23,-0.599,1.894,-2.727,0.904,42.746,-16.477,30.114,217948081.0,2.888655774287181e+16,79.242,56.706,20.838,24.748,744.295,84.976,2080.0,1.666,81.62,53.947,147.088,-18.337,25.086,-19.94,14.504,1.221,1.284,0.693,0.752,-7.066,40.006,-36.523,-16.429,72893.0,-52116.0,-7595.0,-16450.0,1328360087.0,-3.406,29.697,44.105,49.43,-14.795,-29.752,-40.095,-11.792,12972.0,-2436.0,-16307.0,42069189.0,58607634.0,-3.915,-27.018,18766.0,22713.0,88039176.0,39.518,48.581,-15.642,-10.703,-9.336,0.125,0.181,1.844,3.813,-5097.0,23938.0,363071480.0,399699859.0,-4.83,29.295,50.765,22.445,4.759,78.965,56.506,20.718,0.0
2013/04/22,264917376336.0,11.2774,12594521623766.0,233.954,-2.195,-16117154.0,8104436704101860.0,-8.423,127.878,128.111,61.437,12.783,-8.83,4.068,54.276,9.219,0.631,0.121,2.776,-0.588,0.32,53.874,-10.458,41.83,76852792.0,3.1416622813277696e+16,75.423,56.074,6.518,30.671,1316.0,-84.098,3404.0,1.506,136.886,129.829,146.937,-6.369,16.172,-6.938,-34.599,1.217,1.273,0.426,0.669,-5.65,48.781,24.883,31.419,28779.0,-14837.0,21863.0,2265.0,207055179.0,-3.66,46.071,47.476,50.13,-30.503,-9.165,-24.635,1.565,3464.0,-12350.0,-5656.0,2999278.0,63992559.0,-3.686,-10.733,6605.0,22695.0,10906613.0,47.053,50.592,-19.771,-19.119,25.755,0.115,0.14,0.653,4.212,24730.0,38234.0,346831693.0,404096543.0,-2.497,57.913,52.444,26.427,4.068,74.935,55.839,6.405,1.0
2013/04/23,107281645295.0,11.0936,8181190101789.0,238.211,2.446,76082576.0,8163935373897166.0,71.507,46.973,225.393,66.92,9.431,-16.549,3.894,56.67,9.083,0.436,0.39,0.952,-2.857,0.263,46.647,-8.333,12.5,71100574.0,2.365859042682573e+16,85.853,61.219,5.618,61.355,1169.0,-2897.0,2297.0,1.319,60.12,154.055,139.132,9.178,17.379,14.563,-62.619,1.273,1.296,0.577,0.671,-0.785,52.93,68.407,3.378,41998.0,-6739.0,44513.0,151.631,440951767.0,-0.728,61.449,51.103,50.916,10.827,-3.72,-2.611,0.087,15240.0,13352.0,10354.0,58065893.0,42632758.0,0.629,20.244,14243.0,22875.0,50714256.0,54.718,52.816,28.559,-15.06,28.413,0.115,0.102,0.01,4.088,24150.0,45830.0,329517268.0,406509962.0,-0.075,59.555,52.554,45.737,3.894,85.51,60.969,5.503,1.0
2013/04/24,0.016,10.9098,-2361467630802.0,249.696,12.897,138435773.0,8351528792677916.0,133.875,92.965,153.446,73.587,52.072,-28.34,4.945,60.932,9.011,0.468,1.35,-1.111,-0.342,0.12,49.626,8.642,-11.111,228427998.0,1.6029670984305408e+16,93.655,69.317,18.073,73.846,1137.0,-3560.0,3975.0,1.222,92.253,109.873,34.252,4.166,7.443,5.659,-77.064,1.336,1.326,0.271,0.534,3.157,54.427,24.754,36.016,51168.0,45757.0,40988.0,58767.0,654533377.0,4.085,75.097,55.356,51.897,70.301,27.934,24.41,38.973,15462.0,20813.0,16012.0,59767934.0,62199198.0,4.078,32.779,8825.0,23096.0,19471040.0,54.687,52.808,37.84,-24.36,39.987,0.156,-0.058,-0.384,2.773,36363.0,41840.0,225457536.0,418818970.0,2.504,70.587,53.251,57.066,4.945,93.486,69.079,17.941,1.0
2013/04/25,0.016,10.725999999999999,-1150289940853.0,231.753,40.866,43568377.0,8460328586295822.0,24.864,-60.123,95.814,77.65,20.964,27.042,5.382,62.338,8.793,-1.424,-0.628,-1.164,-2.139,0.045,44.869,-11.047,-12.209,291587287.0,1.5765876853879552e+16,95.095,71.759,23.216,47.96,1150.0,-355.677,3131.0,1.119,-69.047,36.18,28.455,5.825,-0.706,6.819,-20.731,1.35,1.335,0.108,0.531,3.156,51.404,17.018,16.246,32557.0,31215.0,14255.0,11491.0,264994355.0,3.379,49.629,50.761,50.903,19.438,21.614,-18.874,7.001,2843.0,15353.0,13484.0,2020183.0,63267441.0,4.396,27.569,676.939,23265.0,114562.0,53.892,52.618,15.999,-17.89,28.831,0.165,-0.102,-0.22,0.953,17757.0,41212.0,150187037.0,420030836.0,1.757,46.612,52.275,45.061,5.382,94.954,71.513,23.082,0.0
2013/04/26,0.0315,10.542200000000001,6216348552990.0,279.818,2.722,-34609889.0,8422093390363476.0,-18.966,-22.721,-25.688,31.002,-18.539,9.915,4.02,59.183,8.638,-2.09,0.097,-2.571,-0.81,0.054,45.447,-1.754,-23.392,136285499.0,1.329822138565888e+16,65.129,63.758,10.196,24.913,1366.0,104.548,2454.0,0.961,-13.698,-28.957,26.983,19.086,-0.508,26.436,-7.416,1.248,1.283,0.497,0.519,-1.995,42.03,-47.703,-22.471,43087.0,-54000.0,-33098.0,5497.0,464132188.0,0.645,39.062,48.457,50.383,-9.665,-25.521,-3.776,3.614,8295.0,-6407.0,2017.0,17200502.0,60555315.0,1.946,3.8,4383.0,23339.0,4802774.0,48.868,51.458,-7.872,-10.784,15.192,0.166,-0.074,-0.02,1.411,13448.0,31558.0,139963973.0,420859043.0,0.152,38.92,51.901,26.244,4.02,64.814,63.494,10.072,0.0
2013/04/27,0.047,10.3584,-1273139055118.0,220.947,-13.896,-146308461.0,8359428864613020.0,-60.497,-10.211,-32.585,47.825,-14.185,49.994,1.987,56.196,8.901,0.445,1.173,1.927,0.259,0.436,59.393,10.204,24.49,-92328107.0,1.12518840292992e+16,44.568,56.576,-6.187,10.627,1131.0,-104.416,1833.0,0.733,-11.954,-10.591,27.398,8.045,22.81,10.343,21.233,1.2,1.252,0.382,0.53,-3.947,44.911,-20.34,-15.796,23539.0,-10269.0,-28119.0,-14982.0,138518626.0,-1.766,32.963,47.123,50.084,-29.786,-6.524,1.343,-9.241,14933.0,-20639.0,-16584.0,55744981.0,69821797.0,-2.152,-27.274,13964.0,23280.0,48750433.0,37.245,48.298,-27.105,-15.757,-17.912,0.246,-0.197,-1.849,0.143,-16204.0,28681.0,145852402.0,417250856.0,-1.859,27.2,51.257,11.836,1.987,44.259,56.308,-6.294,0.0
2013/04/28,0.047,10.1746,-220308234489.0,216.518,-8.971,-155460220.0,8316441830658456.0,-71.052,-38.748,-45.013,34.723,-28.096,10.057,0.458,55.168,8.734,-0.046,-1.276,-0.14,-1.66,0.525,43.666,-2.825,-1.695,-172296851.0,8579278723095296.0,38.402,54.162,-11.133,8.813,971.786,310.397,1131.0,0.431,-32.67,-15.895,22.882,-18.668,-1.038,-20.458,49.549,1.085,1.184,0.261,0.534,-7.349,38.531,-46.488,-36.519,29929.0,-1114.0,-55882.0,-46403.0,223942923.0,-4.645,21.067,43.979,49.369,-30.572,-0.906,-30.388,-27.565,11621.0,-20692.0,-20383.0,33760880.0,77277385.0,-4.798,-32.831,11963.0,23199.0,35779340.0,36.5,48.074,-27.722,0.839,-21.169,0.268,-0.242,-1.641,0.173,34786.0,63766.0,170342144.0,440041848.0,2.84,77.686,54.141,9.75,0.458,38.056,53.872,-11.232,1.0
