Date,bitcoin-marketcap_raw,bitcoin-median_transaction_fee_raw,difficulty-btc--sma7,difficulty-btc--sma14,difficulty-btc--sma30,difficulty-btc--ema3,difficulty-btc--ema14,difficulty-btc--ema30,difficulty-btc--ema90,difficulty-btc--wma3,difficulty-btc--wma14,difficulty-btc--wma90,difficulty-btc--std30,difficulty-btc--std90,difficulty-btc--var30,difficulty-btc--trx30,difficulty-btc--trx90,hashrate-btc--sma14,hashrate-btc--sma30,hashrate-btc--ema90,hashrate-btc--wma7,hashrate-btc--wma14,hashrate-btc--wma90,hashrate-btc--trx14,hashrate-btc--trx30,hashrate-btc--trx90,mining_profitability-btc--sma3,mining_profitability-btc--sma14,mining_profitability-btc--sma30,mining_profitability-btc--sma90,mining_profitability-btc--ema3,mining_profitability-btc--ema14,mining_profitability-btc--ema30,mining_profitability-btc--ema90,mining_profitability-btc--wma3,mining_profitability-btc--wma7,mining_profitability-btc--wma14,mining_profitability-btc--wma30,mining_profitability-btc--wma90,mining_profitability-btc--var90,mining_profitability-btc--trx14,mining_profitability-btc--trx30,mining_profitability-btc--trx90,mining_profitability-btc--roc90,sentinusd-btc--std90,transactionfees-btc--ema14,transactionfees-btc--std90,transactionfees-btc--mom90,transactionfees-btc--trx30,transactionfees-btc--trx90,transactionfees-btc--rsi90,transactionfees-btc--roc90,median_transaction_fee-btc--sma3,median_transaction_fee-btc--sma90,median_transaction_fee-btc--ema14,median_transaction_fee-btc--wma3,median_transaction_fee-btc--wma7,median_transaction_fee-btc--wma90,median_transaction_fee-btc--mom30,median_transaction_fee-btc--mom90,median_transaction_fee-btc--trx30,median_transaction_fee-btc--roc90,confirmationtime-btc--sma30,confirmationtime-btc--wma30,marketcap-btc--sma3,marketcap-btc--sma30,marketcap-btc--sma90,marketcap-btc--ema7,marketcap-btc--ema14,marketcap-btc--ema30,marketcap-btc--wma3,marketcap-btc--wma7,marketcap-btc--wma14,marketcap-btc--wma30,marketcap-btc--wma90,marketcap-btc--std90,marketcap-btc--mom30,marketcap-btc--mom90,marketcap-btc--var90,marketcap-btc--trx30,marketcap-btc--rsi30,marketcap-btc--roc90,transactionvalue-btc--std90,transactionvalue-btc--var30,transactionvalue-btc--var90,transactionvalue-btc--trx30,transactionvalue-btc--trx90,mediantransactionvalue-btc--sma90,mediantransactionvalue-btc--ema7,mediantransactionvalue-btc--ema14,mediantransactionvalue-btc--std90,mediantransactionvalue-btc--var30,mediantransactionvalue-btc--var90,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,fee_to_reward-btc--sma3,fee_to_reward-btc--sma14,fee_to_reward-btc--sma30,fee_to_reward-btc--sma90,fee_to_reward-btc--ema7,fee_to_reward-btc--ema30,fee_to_reward-btc--ema90,fee_to_reward-btc--wma7,fee_to_reward-btc--wma14,fee_to_reward-btc--wma90,fee_to_reward-btc--var30,fee_to_reward-btc--trx30,size-btc--sma90,size-btc--ema90,size-btc--wma30,size-btc--wma90,size-btc--std14,size-btc--std90,size-btc--trx30,size-btc--trx90,transactions-btc--wma90,transactions-btc--std30,transactions-btc--var30,transactions-btc--var90,transactions-btc--trx90,sentbyaddress-btc--std90,sentbyaddress-btc--trx30,sentbyaddress-btc--trx90,top100cap-btc--sma90,top100cap-btc--ema30,top100cap-btc--wma30,top100cap-btc--wma90,top100cap-btc--std30,top100cap-btc--var30,activeaddresses-btc--sma90,activeaddresses-btc--ema30,activeaddresses-btc--std30,activeaddresses-btc--trx90,price-btc--sma3,price-btc--sma14,price-btc--sma30,price-btc--sma90,price-btc--ema3,price-btc--ema7,price-btc--ema14,price-btc--ema90,price-btc--wma3,price-btc--wma14,price-btc--wma30,price-btc--wma90,price-btc--std30,price-btc--std90,price-btc--mom30,price-btc--mom90,price-btc--var30,price-btc--var90,price-btc--trx30,price-btc--trx90,price-btc--rsi90,price-btc--roc7,price-btc--roc90,30d_binary_price_change
2014/02/07,8924242012.0,0.0728,2355272294.0,2274560082.0,1969497591.0,2548852485.0,2265272761.0,2004988432.0,1388435032.0,2595954656.0,2335203312.0,1571778398.0,658195066.0,1203695854.0,1.0830518630562048e+17,1.912,2.104,1.9420713304244292e+16,1.732985320511938e+16,1.2188233560752832e+16,2.1092425042043772e+16,2.0197038453397732e+16,1.3799144536839582e+16,1.69,1.85,2.061,153.453,182.081,221.054,376.048,150.211,184.057,220.725,361.754,147.737,163.816,175.46,197.682,303.557,29894.0,-1.783,-1.214,-0.943,-64.408,1150297054.0,0.177,0.104,-0.183,-0.126,0.486,49.841,-53.561,0.079,0.077,0.081,0.077,0.08,0.081,-0.012,0.039,0.315,117.295,8.195,8.334,9427222282.0,9926133061.0,9138851199.0,9558847678.0,9696125053.0,9727799225.0,9278767469.0,9563615781.0,9668778324.0,9808075354.0,9637784239.0,3863309202.0,-947323098.0,4916304109.0,3.7312894969404785e+18,0.399,47.931,122.664,12957.0,2353347.0,41973528.0,-0.848,0.903,276.634,206.169,203.221,270.735,421.992,18324.0,-0.604,0.703,0.351,0.312,0.311,0.398,0.33,0.323,0.439,0.329,0.316,0.339,0.002,-0.961,183989.0,175172.0,186851.0,179635.0,53559.0,72366.0,0.024,0.169,60936.0,12933.0,41816757.0,128109854.0,0.105,32647.0,0.09,0.369,21.423,21.368,21.386,21.378,0.398,0.04,146706.0,148238.0,37330.0,0.422,786.179,819.859,837.02,765.684,770.486,796.935,812.947,712.432,769.113,809.995,825.653,810.171,63.391,323.867,-120.43,392.918,1005.0,26222.0,0.42,1.316,54.264,-11.72,117.295,0.0
2014/02/08,8768379035.0,0.0697,2416351806.0,2305099838.0,2009595026.0,2585128469.0,2312756986.0,2044757208.0,1415533261.0,2621404453.0,2381449228.0,1602175446.0,665560933.0,1228081433.0,1.1074283897425254e+17,1.908,2.099,1.9738865369195508e+16,1.763696506739056e+16,1.241565375282881e+16,2.1510998504790428e+16,2.0612390319526464e+16,1.4054846836041054e+16,1.703,1.844,2.055,146.117,178.601,214.725,374.186,145.623,178.32,215.583,356.903,141.528,155.941,169.987,192.519,298.392,30453.0,-1.832,-1.235,-0.944,-54.298,1147013036.0,0.171,0.105,-0.101,-0.148,0.478,49.35,-43.473,0.074,0.077,0.08,0.072,0.077,0.081,-0.015,0.04,0.295,138.671,8.227,8.316,9078358331.0,9884427844.0,9197461530.0,9361230518.0,9572425584.0,9665901148.0,8949345846.0,9330743231.0,9541322682.0,9733381546.0,9629641993.0,3674377200.0,-1251156508.0,5274929803.0,3.3752619511811604e+18,0.376,47.057,150.995,12905.0,2425044.0,41637195.0,-0.85,0.88,277.078,196.386,198.397,269.883,455.385,18209.0,-0.601,0.688,0.331,0.31,0.312,0.389,0.315,0.319,0.436,0.321,0.31,0.336,0.002,-0.935,184130.0,175427.0,187512.0,179696.0,51889.0,72337.0,0.048,0.169,60971.0,13052.0,42588936.0,127744950.0,0.104,32374.0,0.114,0.368,21.42,21.357,21.379,21.373,0.391,0.038,147054.0,148243.0,37195.0,0.419,741.633,810.375,831.914,770.182,733.573,771.866,797.442,712.085,724.354,793.569,816.598,808.654,80.74,308.292,-153.179,404.768,1630.0,23761.0,0.394,1.3,53.488,-16.923,138.671,0.0
2014/02/09,8656605604.0,0.0676,2477431318.0,2335639594.0,2049692461.0,2603266461.0,2353909982.0,2081960256.0,1442035925.0,2621404453.0,2423623177.0,1632057115.0,663219068.0,1250234054.0,1.0996488301401293e+17,1.905,2.094,2.0029545772144744e+16,1.7874180224330822e+16,1.2614291733513636e+16,2.1605824982535304e+16,2.0841032520165524e+16,1.4282259930868196e+16,1.696,1.836,2.049,126.288,172.905,209.138,371.964,127.352,169.088,208.712,351.457,123.01,141.779,160.717,185.703,292.565,31182.0,-1.916,-1.259,-0.945,-64.713,1144501346.0,0.165,0.102,-0.214,-0.174,0.47,49.268,-62.698,0.07,0.078,0.078,0.069,0.074,0.081,-0.017,0.036,0.271,115.352,8.318,8.458,8783075551.0,9839033061.0,9251873742.0,9185074289.0,9450316253.0,9600785306.0,8738469483.0,9111382595.0,9408966425.0,9654167208.0,9617755050.0,3491120696.0,-1361843518.0,4897099123.0,3.0469809292434473e+18,0.352,46.429,130.259,12856.0,2482256.0,41319591.0,-0.855,0.858,277.697,186.313,192.756,268.511,516.224,18025.0,-0.601,0.672,0.324,0.31,0.313,0.378,0.313,0.319,0.433,0.321,0.31,0.334,0.002,-0.91,184795.0,176197.0,189603.0,180274.0,52051.0,72193.0,0.073,0.169,60819.0,12930.0,41796648.0,127857283.0,0.103,31968.0,0.129,0.366,21.418,21.347,21.372,21.368,0.384,0.037,147197.0,147014.0,37096.0,0.417,700.263,797.165,826.248,774.206,704.901,747.957,781.28,711.297,691.651,775.683,806.554,806.589,97.954,293.467,-169.992,362.218,2399.0,21531.0,0.365,1.283,52.987,-19.081,115.352,0.0
2014/02/10,8263767949.0,0.066,2538510830.0,2366179350.0,2089789897.0,2612335457.0,2389575911.0,2116763107.0,1467956112.0,2621404453.0,2461725158.0,1661423406.0,651064723.0,1270270546.0,1.0597131842490317e+17,1.901,2.089,2.0101329814304456e+16,1.801519952704533e+16,1.274628559421043e+16,2.093986040497126e+16,2.065309473657526e+16,1.444333068370609e+16,1.631,1.819,2.042,129.584,167.608,202.795,369.654,132.995,165.028,204.191,346.779,129.185,138.071,156.148,181.155,287.437,31775.0,-1.987,-1.282,-0.945,-59.994,1141924703.0,0.161,0.102,-0.108,-0.203,0.462,49.317,-0.345,0.068,0.078,0.077,0.067,0.071,0.08,-0.024,0.032,0.244,95.967,8.397,8.517,8562917530.0,9761457642.0,9298894546.0,8954747704.0,9292109813.0,9514526122.0,8478815682.0,8839085404.0,9237290778.0,9552537201.0,9596038439.0,3318349516.0,-2327262542.0,4231872337.0,2.7528608775239434e+18,0.326,44.279,104.96,12830.0,2441370.0,41153048.0,-0.857,0.836,278.246,194.848,196.45,267.837,528.922,17934.0,-0.598,0.658,0.305,0.312,0.316,0.377,0.319,0.32,0.431,0.325,0.313,0.333,0.002,-0.883,185562.0,176952.0,191564.0,180840.0,52515.0,71802.0,0.098,0.169,60893.0,13033.0,42465224.0,127670506.0,0.102,31757.0,0.144,0.365,21.414,21.332,21.359,21.362,0.38,0.036,147809.0,148592.0,37963.0,0.414,677.524,782.925,818.255,777.796,682.292,725.888,765.067,710.163,671.361,757.351,795.808,804.072,111.012,279.543,-239.794,323.052,3081.0,19536.0,0.333,1.266,52.583,-19.249,95.967,0.0
2014/02/11,8368343763.0,0.0661,2599590342.0,2396719106.0,2129887332.0,2616869955.0,2420486384.0,2149320614.0,1493306625.0,2621404453.0,2495755172.0,1690274319.0,628528902.0,1288289647.0,9.876214520692378e+16,1.895,2.083,2.033440117173394e+16,1.828247241440097e+16,1.2946426748483178e+16,2.1174696234024164e+16,2.0886611843150732e+16,1.4672100019585366e+16,1.576,1.801,2.035,124.071,164.649,195.774,367.465,128.744,159.624,199.049,341.894,126.64,132.116,150.4,176.103,282.049,32412.0,-2.059,-1.307,-0.946,-61.269,1141340944.0,0.156,0.102,-0.002,-0.234,0.453,49.302,-1.716,0.067,0.078,0.075,0.066,0.069,0.08,-0.023,0.029,0.215,79.234,8.458,8.542,8429572439.0,9692534839.0,9342744440.0,8808146719.0,9168941006.0,9440578873.0,8381528799.0,8649648679.0,9093689902.0,9462658886.0,9575586774.0,3159921373.0,-2067684113.0,3946490442.0,2.4962757715686687e+18,0.298,44.981,89.25,12833.0,2440974.0,41174032.0,-0.859,0.815,278.439,192.574,195.023,267.544,515.61,17895.0,-0.595,0.643,0.321,0.309,0.319,0.374,0.319,0.32,0.428,0.323,0.314,0.332,0.002,-0.856,185720.0,177442.0,192645.0,181141.0,51429.0,71860.0,0.121,0.169,60973.0,12681.0,40202857.0,127798841.0,0.102,31650.0,0.158,0.363,21.412,21.319,21.347,21.355,0.374,0.035,148164.0,148999.0,36578.0,0.412,665.781,773.155,810.507,781.045,671.862,709.774,751.249,709.092,663.315,741.153,785.69,801.515,120.831,266.979,-232.445,292.4,3650.0,17819.0,0.299,1.249,52.622,-19.11,79.234,0.0
2014/02/12,8048705154.0,0.0634,2621404453.0,2427258862.0,2159592004.0,2619137204.0,2447275460.0,2179777635.0,1518099984.0,2621404453.0,2525713218.0,1718609853.0,634379890.0,1304374967.0,1.0060946111379354e+17,1.886,2.078,2.06430644959689e+16,1.842281173573391e+16,1.3134726261979434e+16,2.1210722889720696e+16,2.1043898968594588e+16,1.4889273962393598e+16,1.521,1.782,2.027,131.587,160.972,193.326,364.258,130.187,155.891,194.7,337.273,130.419,130.252,145.997,171.965,276.866,32988.0,-2.119,-1.331,-0.947,-68.68,1141616143.0,0.157,0.101,0.03,-0.262,0.444,49.979,22.479,0.065,0.078,0.074,0.065,0.067,0.08,-0.02,0.023,0.184,58.13,8.443,8.518,8226938955.0,9627541792.0,9378768982.0,8618286328.0,9019576226.0,9350780569.0,8191095156.0,8435440568.0,8918146485.0,9356605358.0,9547146350.0,3023206623.0,-1949791404.0,3242208788.0,2.2849445715534807e+18,0.268,43.259,67.455,12838.0,2484749.0,41202314.0,-0.862,0.794,277.968,183.943,190.093,268.241,569.181,17988.0,-0.595,0.628,0.339,0.31,0.322,0.373,0.329,0.322,0.427,0.331,0.321,0.331,0.002,-0.826,186467.0,179054.0,196897.0,182572.0,58873.0,73142.0,0.15,0.17,60940.0,12356.0,38166677.0,127446587.0,0.101,31634.0,0.169,0.362,21.41,21.308,21.337,21.35,0.365,0.033,149071.0,153266.0,44033.0,0.41,651.736,759.479,803.729,783.635,652.977,690.854,735.628,707.443,647.47,722.611,774.308,798.285,135.902,256.498,-203.323,233.098,4617.0,16448.0,0.263,1.232,51.954,-23.631,58.13,0.0
2014/02/13,7662793967.0,0.0575,2621404453.0,2457798618.0,2187320587.0,2620270829.0,2470492659.0,2208269688.0,1542348434.0,2621404453.0,2551599297.0,1746430009.0,639953644.0,1318597278.0,1.023851666770217e+17,1.875,2.072,2.1112345991327144e+16,1.8732433818431492e+16,1.3366331841216644e+16,2.1784455804803304e+16,2.144786105143507e+16,1.51497100525928e+16,1.493,1.765,2.019,121.514,153.737,188.985,360.919,119.303,149.562,189.133,332.243,118.835,123.707,138.991,166.487,271.243,33682.0,-2.191,-1.356,-0.948,-73.488,1144381040.0,0.152,0.101,0.003,-0.293,0.435,49.147,2.477,0.062,0.079,0.071,0.061,0.064,0.079,-0.027,0.016,0.149,39.634,8.417,8.495,8026614295.0,9545660799.0,9409051525.0,8379413237.0,8838671925.0,9241878207.0,7909022662.0,8187835579.0,8706756043.0,9229847434.0,9509432613.0,2896595551.0,-2456429794.0,2725428878.0,2.0975664469881487e+18,0.237,41.285,55.2,12859.0,2225111.0,41335476.0,-0.867,0.773,277.621,182.806,188.667,268.668,568.135,18046.0,-0.596,0.614,0.332,0.311,0.319,0.371,0.326,0.322,0.424,0.327,0.322,0.33,0.002,-0.797,186935.0,179902.0,198826.0,183257.0,57904.0,73395.0,0.178,0.171,61023.0,12434.0,38650656.0,127524558.0,0.1,31543.0,0.179,0.36,21.408,21.299,21.327,21.344,0.35,0.031,149561.0,153961.0,43870.0,0.408,623.491,742.501,794.75,785.448,613.963,661.878,714.205,704.532,609.077,698.007,759.548,793.699,157.816,248.127,-269.38,163.195,6226.0,15392.0,0.224,1.214,50.55,-28.162,39.634,1.0
2014/02/14,7407335344.0,0.0548,2621404453.0,2488338374.0,2215049171.0,2620837641.0,2490614231.0,2234923544.0,1566063951.0,2621404453.0,2573413408.0,1773734786.0,640696882.0,1331016301.0,1.0262312356546765e+17,1.862,2.065,2.139353481318409e+16,1.9026519426618696e+16,1.3596291335412824e+16,2.2325980758741784e+16,2.181014676287717e+16,1.5408834021487894e+16,1.482,1.751,2.012,116.718,147.941,183.858,357.514,114.705,144.301,184.035,327.361,113.131,119.732,133.173,161.398,265.731,34335.0,-2.263,-1.382,-0.949,-73.568,1146775108.0,0.149,0.101,-0.002,-0.324,0.426,49.245,-1.347,0.059,0.079,0.069,0.057,0.061,0.079,-0.031,0.013,0.11,30.878,8.407,8.439,7706278155.0,9450598590.0,9435598376.0,8136393764.0,8647827047.0,9123520603.0,7599383187.0,7943496647.0,8480292035.0,9091890953.0,9465438851.0,2776441616.0,-2851866249.0,2389216600.0,1.927157011510362e+18,0.203,40.035,47.612,12920.0,2284090.0,41734365.0,-0.873,0.752,276.455,183.657,188.339,269.333,569.062,18135.0,-0.595,0.599,0.344,0.314,0.319,0.372,0.334,0.324,0.423,0.335,0.328,0.33,0.002,-0.766,188127.0,180886.0,201115.0,184086.0,55552.0,72314.0,0.207,0.172,61270.0,13289.0,44151130.0,125826133.0,0.1,31235.0,0.192,0.359,21.406,21.292,21.318,21.339,0.343,0.029,150376.0,155467.0,44461.0,0.407,585.52,722.713,784.407,786.883,580.741,633.288,691.98,701.081,571.091,672.009,743.598,788.47,179.158,241.009,-310.287,129.175,8024.0,14521.0,0.181,1.195,49.918,-24.781,30.878,1.0
2014/02/15,7874711432.0,0.0588,2621404453.0,2518878130.0,2242777754.0,2621121047.0,2508052927.0,2259857796.0,1589258248.0,2621404453.0,2591155552.0,1800524185.0,636626521.0,1342628459.0,1.0132333177912832e+17,1.845,2.058,2.1599488143206692e+16,1.925478037404635e+16,1.3823394302195536e+16,2.282697204546209e+16,2.214827229765611e+16,1.5665529282449466e+16,1.479,1.739,2.005,111.23,142.687,179.966,354.249,114.935,140.416,179.592,322.697,112.355,117.687,128.803,156.966,260.404,34948.0,-2.326,-1.408,-0.95,-71.844,1146087783.0,0.145,0.102,-0.032,-0.357,0.417,49.137,-21.016,0.057,0.079,0.068,0.057,0.06,0.078,-0.027,0.013,0.071,29.709,8.404,8.393,7648280247.0,9373670788.0,9462661484.0,8070973181.0,8544744965.0,9042952269.0,7683599825.0,7870176976.0,8339062936.0,8990220814.0,9431133643.0,2665349984.0,-2307834082.0,2435679705.0,1.7760226338344305e+18,0.169,43.287,44.781,12921.0,2521058.0,41737119.0,-0.869,0.732,275.386,175.265,183.239,270.564,636.623,18301.0,-0.598,0.585,0.314,0.316,0.318,0.371,0.318,0.321,0.419,0.321,0.322,0.328,0.002,-0.74,188570.0,180868.0,200392.0,183909.0,49090.0,71619.0,0.228,0.173,61226.0,13130.0,43099220.0,124090751.0,0.1,30840.0,0.204,0.357,21.404,21.283,21.306,21.334,0.344,0.03,150852.0,155148.0,43903.0,0.405,570.126,704.809,775.534,788.379,584.325,621.943,678.104,698.593,572.285,654.035,730.921,784.096,190.481,234.284,-266.2,134.657,9071.0,13722.0,0.138,1.177,50.834,-15.611,29.709,1.0
2014/02/16,7519183334.0,0.0634,2621404453.0,2549417886.0,2270506338.0,2621262750.0,2523166464.0,2283183387.0,1611942780.0,2621404453.0,2604825728.0,1826805968.0,627648919.0,1354476425.0,9.848579131800576e+16,1.826,2.051,2.2004673403572024e+16,1.9601741467553556e+16,1.4083535357572506e+16,2.37107750450729e+16,2.2689648854808244e+16,1.5955673250186008e+16,1.498,1.73,1.998,115.334,137.391,177.131,350.886,117.833,137.791,175.794,318.258,117.105,117.958,125.876,153.145,255.272,35489.0,-2.369,-1.433,-0.951,-71.483,1148046670.0,0.142,0.103,-0.065,-0.39,0.407,49.247,-34.122,0.059,0.079,0.067,0.06,0.06,0.078,-0.019,0.008,0.033,15.168,8.335,8.327,7600410036.0,9296518286.0,9472779307.0,7933025719.0,8408003414.0,8944644596.0,7619051368.0,7739891980.0,8169995949.0,8870576462.0,9388419838.0,2628596125.0,-2314575046.0,910604057.0,1.7273793976434196e+18,0.134,41.515,13.779,12958.0,2467606.0,41977264.0,-0.866,0.713,270.853,166.139,177.309,265.857,736.757,17670.0,-0.605,0.57,0.286,0.316,0.313,0.366,0.296,0.315,0.415,0.298,0.311,0.325,0.002,-0.72,187351.0,180089.0,197392.0,182961.0,53156.0,70774.0,0.238,0.173,61082.0,13194.0,43520529.0,122005088.0,0.099,30725.0,0.208,0.356,21.402,21.277,21.297,21.329,0.347,0.03,150441.0,153376.0,44022.0,0.403,589.809,690.402,769.243,789.307,609.162,624.957,672.223,697.174,604.222,644.594,721.789,780.704,196.212,231.148,-188.711,83.499,9625.0,13357.0,0.096,1.158,51.85,-6.245,15.168,0.0
2014/02/17,7660118530.0,0.063,2693063268.0,2615787049.0,2314955311.0,2872139454.0,2603146423.0,2337366146.0,1645153184.0,2872210306.0,2681305498.0,1863620874.0,672384163.0,1387424873.0,1.1302511552658944e+17,1.814,2.044,2.242947177591312e+16,2.003070141490112e+16,1.4370946250031328e+16,2.4819588760767612e+16,2.3377123196258496e+16,1.6273785356012576e+16,1.545,1.726,1.991,108.789,131.372,171.631,346.075,104.151,131.482,170.289,313.252,104.673,110.248,119.619,147.554,249.549,35889.0,-2.43,-1.46,-0.952,-82.719,1147984311.0,0.156,0.104,0.04,-0.407,0.398,51.531,19.315,0.062,0.079,0.067,0.062,0.061,0.078,-0.021,0.003,-0.004,4.719,8.369,8.389,7684671099.0,9220687502.0,9477588848.0,7864798922.0,8308285430.0,8861771947.0,7648905615.0,7685463008.0,8042625678.0,8765002284.0,9348581139.0,2613685734.0,-2274923527.0,432858732.0,1.7078382796038963e+18,0.099,42.48,5.989,13021.0,2511312.0,42383904.0,-0.867,0.693,265.751,160.277,172.693,257.751,804.523,16609.0,-0.615,0.556,0.369,0.34,0.324,0.364,0.374,0.334,0.419,0.371,0.35,0.33,0.004,-0.679,186287.0,180893.0,199082.0,183605.0,51199.0,65935.0,0.249,0.174,61018.0,12589.0,39618142.0,112553816.0,0.099,29437.0,0.21,0.354,21.399,21.274,21.291,21.325,0.347,0.03,150137.0,155120.0,41786.0,0.401,617.399,677.071,762.356,789.623,619.725,626.29,666.632,695.704,624.462,636.579,712.825,777.209,200.682,230.2,-206.617,28.401,10068.0,13248.0,0.056,1.139,51.763,-4.456,4.719,0.0
2014/02/18,7632701539.0,0.0628,2765658800.0,2682624571.0,2359622852.0,3000856314.0,2673336657.0,2388476277.0,1677777799.0,3042692716.0,2749810315.0,1899966083.0,704125567.0,1417742911.0,1.2394820361183437e+17,1.806,2.038,2.2847791726367396e+16,2.0330166125746572e+16,1.4593850839556028e+16,2.496147034051458e+16,2.3654940969257436e+16,1.6528214130223926e+16,1.567,1.721,1.985,105.326,125.35,167.464,342.681,104.465,127.921,166.063,308.67,102.667,107.834,116.073,143.24,244.246,36478.0,-2.482,-1.486,-0.953,-74.455,1152176951.0,0.152,0.104,-0.033,-0.425,0.389,49.348,-20.446,0.063,0.079,0.066,0.063,0.061,0.077,-0.021,0.013,-0.04,27.001,8.379,8.419,7604001134.0,9138355166.0,9496376627.0,7806774576.0,8218207578.0,8782477082.0,7622920835.0,7645738695.0,7932473253.0,8662551577.0,9308034166.0,2534872281.0,-2469970088.0,1690900120.0,1.6063943704923668e+18,0.065,42.34,28.458,13103.0,2532112.0,42919053.0,-0.872,0.674,262.739,154.797,168.115,257.299,887.955,16551.0,-0.627,0.542,0.389,0.34,0.325,0.361,0.362,0.333,0.417,0.365,0.348,0.329,0.004,-0.641,186202.0,181874.0,201187.0,184467.0,51525.0,65711.0,0.262,0.175,61061.0,11378.0,32366732.0,110363221.0,0.098,29300.0,0.213,0.352,21.399,21.28,21.293,21.325,0.346,0.03,150056.0,155320.0,38216.0,0.4,630.84,663.538,755.221,791.107,623.978,626.775,661.512,694.221,629.878,630.067,704.171,773.662,204.001,224.219,-214.062,133.564,10404.0,12569.0,0.017,1.12,51.714,-5.02,27.001,0.0
2014/02/19,7556512852.0,0.0622,2838254331.0,2729829392.0,2404290393.0,3065214744.0,2734168193.0,2436288980.0,1709685390.0,3128480339.0,2809403462.0,1935695886.0,723549344.0,1445257657.0,1.3088091329800397e+17,1.8,2.032,2.341408850014096e+16,2.0779062571012616e+16,1.4918972934845684e+16,2.6226788018583924e+16,2.4526822895773176e+16,1.6884988247234938e+16,1.629,1.723,1.979,100.484,121.291,161.932,338.501,105.335,125.026,162.201,304.22,103.107,106.482,113.521,139.288,239.048,36865.0,-2.52,-1.512,-0.954,-77.987,1152509459.0,0.149,0.105,-0.093,-0.444,0.38,49.351,-42.084,0.063,0.079,0.066,0.063,0.062,0.077,-0.026,0.002,-0.074,3.813,8.373,8.343,7616444307.0,9050406439.0,9500293300.0,7744209145.0,8129981614.0,8703382615.0,7599176694.0,7613240148.0,7833871991.0,8560497234.0,9265399797.0,2521747631.0,-2638461806.0,352500530.0,1.5898027785696543e+18,0.031,41.94,4.893,13127.0,2540693.0,43076870.0,-0.884,0.654,260.512,155.85,166.901,257.382,890.203,16561.0,-0.639,0.527,0.407,0.337,0.325,0.356,0.344,0.33,0.415,0.349,0.341,0.328,0.004,-0.607,185443.0,182398.0,201837.0,184896.0,51225.0,63169.0,0.274,0.176,61210.0,11641.0,33877936.0,110068022.0,0.098,29871.0,0.223,0.351,21.398,21.282,21.292,21.323,0.344,0.03,149931.0,156756.0,38094.0,0.398,626.976,648.689,746.432,791.361,623.194,625.684,656.298,692.643,625.663,624.583,695.603,769.954,203.413,223.401,-263.648,22.864,10344.0,12477.0,-0.021,1.102,51.575,-1.842,3.813,0.0
2014/02/20,7168503527.0,0.0598,2910849863.0,2766127158.0,2448957933.0,3097393960.0,2786888857.0,2481016993.0,1740891714.0,3129573175.0,2862702633.0,1970810283.0,731637190.0,1470126518.0,1.3382324458509414e+17,1.795,2.026,2.3866807250565076e+16,2.116382013577913e+16,1.5206733062477252e+16,2.6867220568269476e+16,2.513988559469865e+16,1.7205515700328974e+16,1.689,1.727,1.974,101.901,116.016,157.813,332.921,100.027,120.985,157.847,299.616,100.225,103.167,109.978,134.952,233.69,36752.0,-2.559,-1.538,-0.955,-84.133,1142942811.0,0.146,0.106,-0.08,-0.465,0.371,49.279,-39.098,0.062,0.079,0.065,0.061,0.061,0.077,-0.027,-0.008,-0.108,-11.48,8.355,8.328,7452572639.0,8949985942.0,9489782398.0,7600282741.0,8001784536.0,8604358158.0,7375206304.0,7501317565.0,7705045275.0,8439084143.0,9214151670.0,2552463604.0,-3012614897.0,-945981216.0,1.6287676127136973e+18,-0.003,39.956,-11.658,13056.0,2749363.0,42615945.0,-0.899,0.635,258.374,163.084,169.285,256.665,890.643,16469.0,-0.647,0.513,0.317,0.337,0.323,0.354,0.342,0.331,0.413,0.347,0.341,0.327,0.004,-0.575,185438.0,183365.0,203776.0,185796.0,51992.0,63155.0,0.288,0.177,61383.0,11501.0,33069620.0,108676107.0,0.098,30543.0,0.24,0.35,21.39,21.287,21.294,21.322,0.343,0.029,150105.0,158324.0,39123.0,0.397,616.085,634.208,737.585,790.5,610.403,618.666,648.473,690.554,610.982,617.773,686.002,765.696,205.435,225.771,-265.426,-77.503,10551.0,12743.0,-0.057,1.083,50.986,3.942,-11.48,0.0
