Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,difficulty-btc--sma30,difficulty-btc--ema3,difficulty-btc--std90,difficulty-btc--mom30,difficulty-btc--mom90,difficulty-btc--var90,difficulty-btc--trx7,difficulty-btc--trx30,difficulty-btc--rsi30,difficulty-btc--roc30,difficulty-btc--roc90,hashrate-btc--sma3,hashrate-btc--sma90,hashrate-btc--ema3,hashrate-btc--ema14,hashrate-btc--ema90,hashrate-btc--wma3,hashrate-btc--wma7,hashrate-btc--wma14,hashrate-btc--std7,hashrate-btc--std14,hashrate-btc--std90,hashrate-btc--var7,hashrate-btc--var90,hashrate-btc--trx14,mining_profitability-btc--sma14,mining_profitability-btc--sma30,mining_profitability-btc--sma90,mining_profitability-btc--ema7,mining_profitability-btc--ema14,mining_profitability-btc--ema30,mining_profitability-btc--ema90,mining_profitability-btc--wma7,mining_profitability-btc--wma14,mining_profitability-btc--wma90,mining_profitability-btc--std30,mining_profitability-btc--std90,mining_profitability-btc--var14,mining_profitability-btc--var30,mining_profitability-btc--var90,mining_profitability-btc--trx14,mining_profitability-btc--trx30,mining_profitability-btc--trx90,sentinusd-btc--sma7,sentinusd-btc--sma30,sentinusd-btc--ema30,sentinusd-btc--wma7,sentinusd-btc--wma30,sentinusd-btc--std30,sentinusd-btc--std90,sentinusd-btc--var7,sentinusd-btc--var30,sentinusd-btc--var90,sentinusd-btc--trx30,sentinusd-btc--trx90,sentinusd-btc--rsi14,transactionfees-btc--sma3,transactionfees-btc--sma7,transactionfees-btc--sma30,transactionfees-btc--ema7,transactionfees-btc--ema30,transactionfees-btc--ema90,transactionfees-btc--wma3,transactionfees-btc--wma30,transactionfees-btc--wma90,transactionfees-btc--std90,transactionfees-btc--var3,transactionfees-btc--var30,transactionfees-btc--trx3,transactionfees-btc--trx7,transactionfees-btc--trx14,median_transaction_fee-btc--sma3,median_transaction_fee-btc--sma14,median_transaction_fee-btc--wma3,median_transaction_fee-btc--std90,median_transaction_fee-btc--trx7,median_transaction_fee-btc--trx30,median_transaction_fee-btc--rsi90,confirmationtime-btc--ema90,confirmationtime-btc--wma14,confirmationtime-btc--std90,confirmationtime-btc--var30,confirmationtime-btc--var90,confirmationtime-btc--trx14,confirmationtime-btc--trx30,confirmationtime-btc--trx90,marketcap-btc--sma3,marketcap-btc--sma7,marketcap-btc--sma14,marketcap-btc--sma90,marketcap-btc--ema3,marketcap-btc--ema7,marketcap-btc--ema14,marketcap-btc--ema30,marketcap-btc--ema90,marketcap-btc--wma3,marketcap-btc--wma7,marketcap-btc--wma30,marketcap-btc--trx14,marketcap-btc--trx90,marketcap-btc--rsi14,marketcap-btc--rsi90,transactionvalue-btc--sma30,transactionvalue-btc--ema30,transactionvalue-btc--wma30,transactionvalue-btc--wma90,transactionvalue-btc--std90,transactionvalue-btc--var90,transactionvalue-btc--trx3,mediantransactionvalue-btc--sma7,mediantransactionvalue-btc--sma14,mediantransactionvalue-btc--sma30,mediantransactionvalue-btc--sma90,mediantransactionvalue-btc--ema30,mediantransactionvalue-btc--ema90,mediantransactionvalue-btc--wma30,mediantransactionvalue-btc--std30,mediantransactionvalue-btc--std90,mediantransactionvalue-btc--var30,mediantransactionvalue-btc--var90,mediantransactionvalue-btc--trx14,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,size-btc--std14,size-btc--std30,size-btc--trx14,size-btc--trx30,size-btc--trx90,transactions-btc--trx14,sentbyaddress-btc--ema30,sentbyaddress-btc--wma90,sentbyaddress-btc--trx30,sentbyaddress-btc--trx90,top100cap-btc--ema90,top100cap-btc--wma7,top100cap-btc--wma90,top100cap-btc--std14,top100cap-btc--std90,top100cap-btc--mom7,top100cap-btc--mom90,top100cap-btc--var90,top100cap-btc--trx7,top100cap-btc--trx14,top100cap-btc--trx30,top100cap-btc--rsi3,top100cap-btc--rsi30,top100cap-btc--roc14,activeaddresses-btc--sma30,activeaddresses-btc--ema30,activeaddresses-btc--trx14,activeaddresses-btc--trx30,price-btc--sma3,price-btc--sma14,price-btc--ema3,price-btc--ema7,price-btc--ema90,price-btc--wma3,price-btc--wma30,price-btc--std90,price-btc--trx14,price-btc--trx90,price-btc--rsi14,price-btc--rsi30,price-btc--rsi90,bitcoin-price_raw_7d
2013/08/18,1121245421.0,96.925,0.0485,481187225136460.0,986.18,36262578.0,50428702.0,20710942.0,24647463.0,39623082.0,107235780222360.0,3.136,1.618,99.998,94.208,354.18,458626926030260.0,212907031662930.0,462724479209830.0,402276502827770.0,239820235758430.0,467200146325270.0,445669094976490.0,420644473454580.0,58725493930025.0,83847986210237.0,197992408131380.0,8.6217090933136e+26,9.8002484194157e+27,2.385,1168.0,1332.0,2580.0,1044.0,1145.0,1355.0,2423.0,997.758,1094.0,1813.0,428.126,2939.0,25239.0,45823.0,2160093.0,-1.492,-1.637,-0.338,92907978.0,70436044.0,74068141.0,89823396.0,75222176.0,43891490.0,35457379.0,395126456935530.0,481615720299810.0,314306437711400.0,0.139,-0.032,49.6,0.064,0.069,0.067,0.07,0.069,0.075,0.067,0.069,0.072,0.047,0.004,0.004642857142857143,-0.871,0.493,0.2,0.048,0.048,0.048,0.015,0.219,-0.13,51.823,8.269,7.687,1.696,0.691,0.719,-0.349,-0.177,-0.066,1118835614.0,1109990094.0,1103259712.0,1118752797.0,1118758023.0,1111661121.0,1100072961.0,1076521837.0,1066434532.0,1119715171.0,1115688104.0,1090979537.0,0.376,0.387,63.832,53.464,1574.0,1583.0,1552.0,1590.0,711.869,126689.0,-2.912,45.801,48.679,61.414,77.487,58.323,69.656,54.192,41.578,42.676,432.174,455.307,-1.865,-0.557,0.393,45733.0,43657.0,0.899,-0.083,-0.118,1.223,49928.0,47176.0,0.231,0.076,20.375,20.694,20.451,0.282,0.618,-0.076,0.449,0.096,0.038,0.046,0.047,17.737,52.155,-0.149,68574.0,69444.0,0.524,0.1,96.754,95.622,96.747,96.209,93.716,96.818,94.673,30.06,0.336,0.363,62.021,53.417,52.864,107.66
2013/08/19,1134110279.0,97.996,0.049,463358389170330.0,946.13,37084160.0,50619521.0,21267166.0,24647463.0,39623082.0,113073084981420.0,3.061,1.649,99.998,94.208,354.18,469830421298200.0,217186184234220.0,463041434190080.0,410420754340110.0,244733162207040.0,469565877895300.0,453299179214880.0,429169987040920.0,59597282700500.0,85774297179719.0,202754760319500.0,8.8795902632083e+26,1.0277373208055e+28,2.403,1144.0,1309.0,2528.0,1019.0,1118.0,1329.0,2391.0,975.834,1064.0,1777.0,433.625,2887.0,27262.0,47008.0,2083641.0,-1.551,-1.638,-0.347,96663272.0,72495064.0,75775157.0,91728123.0,77163521.0,43547884.0,36183776.0,339531039493090.0,474104542190014.0,327316419596317.0,0.181,-0.033,54.786,0.065,0.072,0.068,0.07,0.069,0.074,0.068,0.069,0.071,0.046,0.007,0.0046785714285714295,-0.877,0.362,0.204,0.049,0.048,0.049,0.015,0.241,-0.114,51.986,8.266,7.762,1.675,0.69,0.701,-0.306,-0.179,-0.067,1124883014.0,1117046717.0,1105812525.0,1117036297.0,1126434151.0,1117273411.0,1104611270.0,1080237220.0,1067921911.0,1127352504.0,1121718151.0,1095437424.0,0.372,0.38,66.671,53.714,1584.0,1580.0,1549.0,1589.0,711.506,126560.0,-2.695,41.877,45.165,60.623,76.802,56.31,68.722,51.979,43.222,43.89,467.028,481.594,-2.043,-0.611,0.381,51180.0,45806.0,1.013,-0.037,-0.119,1.317,50653.0,47496.0,0.244,0.076,20.379,20.646,20.458,0.276,0.619,-0.3,0.487,0.096,0.012,0.042,0.046,24.008,52.491,0.208,69446.0,70032.0,0.479,0.111,97.238,95.803,97.371,96.656,93.81,97.438,95.022,29.848,0.332,0.356,64.901,54.493,53.1,108.695
2013/08/20,1170492079.0,101.101,0.0506,465198141669880.0,1040.0,37905742.0,50714930.0,21773630.0,24647463.0,39623082.0,118522738235680.0,2.885,1.677,99.998,94.208,354.18,469914585325560.0,221372350415950.0,464119787929980.0,417724405984082.0,249578546371060.0,467249738081140.0,459593901100270.0,436896798774691.0,41959686700942.0,81926082027981.0,207452441792550.0,4.401538270103e+26,1.0759128901422e+28,2.402,1121.0,1286.0,2482.0,1024.0,1108.0,1310.0,2361.0,987.606,1050.0,1745.0,414.495,2847.0,24035.0,42952.0,2026128.0,-1.588,-1.639,-0.355,92908523.0,74246297.0,76802441.0,90486820.0,78402424.0,42251205.0,36508340.0,264032194456580.0,446291076859117.0,333214722783050.0,0.224,-0.034,52.914,0.067,0.072,0.067,0.066,0.068,0.074,0.063,0.068,0.071,0.046,0.010000000000000002,0.004714285714285714,-3.189,-0.069,0.153,0.049,0.048,0.05,0.015,0.311,-0.097,52.457,8.251,7.758,1.669,0.676,0.696,-0.275,-0.18,-0.068,1141949260.0,1127663716.0,1109754428.0,1115544582.0,1148463115.0,1130578078.0,1113395378.0,1086060114.0,1070176201.0,1150157036.0,1135079491.0,1101865982.0,0.376,0.373,73.101,54.415,1597.0,1578.0,1546.0,1589.0,711.05,126398.0,-1.749,38.558,44.22,59.802,76.208,55.169,68.06,50.559,43.922,44.491,482.275,494.859,-2.179,-0.662,0.368,51515.0,44107.0,1.099,0.007,-0.119,1.393,51119.0,47742.0,0.259,0.076,20.38,20.576,20.461,0.297,0.619,-0.515,0.306,0.096,-0.019,0.036,0.045,10.751,48.679,-0.582,70403.0,70665.0,0.465,0.125,98.673,96.103,99.236,97.767,93.97,99.369,95.54,29.599,0.336,0.349,71.619,57.444,53.78,111.875
2013/08/21,1217411379.0,105.11,0.0526,505519771039940.0,1026.0,38693363.0,50762634.0,22233735.0,23628646.0,39623082.0,123584739985143.0,2.647,1.703,99.998,86.929,354.18,478025433960050.0,225984442785980.0,484819779484960.0,429430454658197.0,255203628231910.0,485052330938330.0,473153004128610.0,448809012231030.0,52787674519513.0,85389999090319.0,213957567419040.0,6.9663464529451e+26,1.1444460163969e+28,2.41,1102.0,1275.0,2429.0,1025.0,1097.0,1292.0,2332.0,999.102,1038.0,1713.0,424.343,2775.0,22051.0,45017.0,1925763.0,-1.609,-1.639,-0.364,93591253.0,76148926.0,80127694.0,99345654.0,81892589.0,46472631.0,38713737.0,308688729059690.0,539926351405977.0,374688352264840.0,0.28,-0.034,59.151,0.059,0.068,0.067,0.063,0.067,0.074,0.057,0.067,0.07,0.046,0.013000000000000001,0.004750000000000001,-4.151,-0.532,0.072,0.051,0.048,0.051,0.015,0.451,-0.079,53.057,8.231,7.723,1.679,0.671,0.705,-0.26,-0.183,-0.068,1174004579.0,1142685512.0,1116605211.0,1114319262.0,1182937247.0,1152286403.0,1127264178.0,1094534389.0,1073412139.0,1187888096.0,1157516407.0,1110868411.0,0.396,0.367,78.786,55.298,1607.0,1618.0,1586.0,1604.0,723.641,130914.0,4.301,34.915,44.656,59.0,75.818,55.155,67.772,50.247,43.364,44.614,470.099,497.6,-2.218,-0.706,0.356,51505.0,43833.0,1.132,0.048,-0.119,1.435,51593.0,47999.0,0.275,0.077,20.38,20.511,20.463,0.329,0.618,-0.494,0.272,0.096,-0.051,0.027,0.044,8.062,47.25,-1.021,71149.0,71440.0,0.48,0.142,101.402,96.655,102.173,99.603,94.215,102.588,96.28,29.315,0.356,0.342,77.585,60.835,54.638,115.28
2013/08/22,1243203808.0,107.292,0.0536,512138386468250.0,1139.0,39345143.0,50786487.0,22650306.0,19553378.0,39623082.0,128259090229800.0,2.379,1.724,99.998,62.557,354.18,494285433059360.0,230616166723970.0,498479082976600.0,440458178899540.0,260850545995350.0,502108807192430.0,485739731232126.0,460132104502080.0,51979328210733.0,86457312025624.0,220390756990760.0,6.7546264030978e+26,1.214302144174e+28,2.42,1084.0,1272.0,2380.0,1053.0,1103.0,1282.0,2305.0,1036.0,1043.0,1684.0,427.113,2706.0,15961.0,45606.0,1830892.0,-1.595,-1.637,-0.372,94958710.0,76315477.0,80302443.0,96656918.0,82324033.0,46531452.0,38630194.0,264315380457536.0,541294014381063.0,373072981459225.0,0.329,-0.033,50.25,0.058,0.062,0.068,0.063,0.067,0.073,0.059,0.067,0.07,0.046,0.016,0.0047857142857142855,-2.799,-0.785,-0.002,0.052,0.049,0.053,0.014,0.625,-0.059,53.382,8.196,7.601,1.71,0.542,0.731,-0.275,-0.189,-0.069,1210369089.0,1160246341.0,1126466122.0,1112640166.0,1213070528.0,1175015754.0,1142722795.0,1104125965.0,1077143824.0,1222487710.0,1182645981.0,1120986889.0,0.429,0.361,81.145,55.775,1577.0,1599.0,1567.0,1599.0,724.64,131276.0,0.354,33.869,45.142,57.565,75.202,54.457,67.257,49.301,42.346,44.805,448.305,501.863,-2.225,-0.746,0.344,51222.0,43850.0,1.116,0.084,-0.119,1.48,52272.0,48337.0,0.294,0.077,20.38,20.465,20.464,0.355,0.617,-0.403,0.246,0.095,-0.078,0.018,0.043,11.236,47.402,-1.114,71802.0,72243.0,0.515,0.16,104.501,97.466,104.732,101.525,94.503,105.532,97.116,28.837,0.388,0.336,80.043,62.516,55.096,115.785
2013/08/23,1230138739.0,106.115,0.0531,541265864448550.0,967.278,39996922.0,50798413.0,23033349.0,19553378.0,39359585.0,132633797107370.0,2.103,1.742,99.998,62.557,343.729,519641340652250.0,235574375297700.0,519872473712580.0,453899203639400.0,267013520027290.0,525599022887025.0,502409930685721.0,473866012875380.0,55485329439731.0,97380609027086.0,227915990622810.0,7.6965544575888e+26,1.2986424695394e+28,2.442,1069.0,1252.0,2328.0,1032.0,1084.0,1262.0,2276.0,1025.0,1027.0,1653.0,427.557,2634.0,16077.0,45701.0,1734593.0,-1.584,-1.635,-0.38,92635519.0,76680559.0,80498218.0,93751479.0,82777031.0,46574199.0,38659108.0,275136776242289.0,542289004824584.0,373631656139840.0,0.371,-0.033,50.338,0.061,0.062,0.067,0.064,0.067,0.073,0.063,0.067,0.07,0.045,0.019000000000000003,0.004821428571428572,-0.852,-0.835,-0.057,0.053,0.049,0.053,0.014,0.755,-0.038,53.181,8.178,7.573,1.717,0.497,0.737,-0.29,-0.194,-0.07,1230251309.0,1176556435.0,1136801833.0,1110421986.0,1221604633.0,1188796501.0,1154378254.0,1112255821.0,1080506349.0,1232372535.0,1200119080.0,1129687829.0,0.465,0.355,76.504,55.472,1568.0,1598.0,1567.0,1599.0,722.411,130469.0,-0.784,37.198,45.075,56.349,74.924,54.194,66.886,48.838,40.985,45.106,419.934,508.63,-2.182,-0.781,0.332,49315.0,43873.0,1.069,0.115,-0.119,1.463,52338.0,48478.0,0.31,0.078,20.377,20.397,20.463,0.407,0.612,-0.468,0.343,0.094,-0.108,0.007,0.041,4.529,43.673,-1.649,72335.0,72865.0,0.554,0.18,106.172,98.319,105.423,102.672,94.758,106.339,97.829,28.188,0.424,0.33,75.248,61.054,54.794,118.347
2013/08/24,1226999701.0,105.799,0.0529,530067679686630.0,918.683,40825583.0,53457605.0,23664599.0,24859837.0,43963386.0,140003306840810.0,2.018,1.76,99.998,79.534,361.737,527823976867810.0,240357795734180.0,524970076699603.0,464055000445700.0,272794930129690.0,530812192404220.0,512297799624480.0,484697966577310.0,57032393181892.0,94562763916852.0,234278587746040.0,8.1317346801348e+26,1.3721614169069e+28,2.453,1039.0,1237.0,2279.0,1004.0,1062.0,1240.0,2246.0,1001.0,1007.0,1622.0,441.772,2573.0,11472.0,48791.0,1655442.0,-1.583,-1.633,-0.389,87860662.0,76300821.0,78880038.0,84446708.0,81405153.0,47073065.0,38471325.0,448174286779463.0,553968370371368.0,370010704131273.0,0.396,-0.033,45.477,0.062,0.063,0.067,0.062,0.066,0.073,0.061,0.066,0.069,0.045,0.022000000000000002,0.004857142857142858,-1.368,-0.974,-0.127,0.053,0.05,0.053,0.014,0.827,-0.018,53.127,8.171,7.615,1.713,0.349,0.734,-0.286,-0.198,-0.071,1233447416.0,1191943058.0,1147537343.0,1108035475.0,1224302167.0,1198347301.0,1164061114.0,1119658652.0,1083725983.0,1230746732.0,1212729897.0,1137669539.0,0.499,0.35,75.389,55.399,1550.0,1569.0,1540.0,1590.0,723.892,131005.0,-4.223,39.506,44.282,54.669,74.382,52.991,66.197,47.495,40.117,45.808,402.349,524.586,-2.158,-0.817,0.32,47325.0,43662.0,0.998,0.142,-0.119,1.388,51795.0,48411.0,0.317,0.079,20.374,20.343,20.461,0.449,0.606,-0.329,0.327,0.092,-0.133,-0.004,0.039,4.287,43.45,-1.373,72267.0,72318.0,0.531,0.193,106.402,99.206,105.611,103.454,95.0,106.153,98.479,27.46,0.458,0.325,73.969,60.66,54.713,122.066
2013/08/25,1249075119.0,107.66,0.0538,517499059459350.0,791.645,41975353.0,59603833.0,24825702.0,34493099.0,53596648.0,154078866858110.0,2.31,1.787,99.999,110.353,441.001,529610867864840.0,244943601700930.0,521234568079480.0,471180874980860.0,278173042862210.0,525649733699990.0,516717726717170.0,492306305247840.0,55904336960618.0,92170011764890.0,239580894075720.0,7.8132372275158e+26,1.4349751201531e+28,2.439,1005.0,1215.0,2227.0,950.587,1026.0,1211.0,2214.0,948.206,974.15,1590.0,462.195,2503.0,10925.0,53406.0,1565635.0,-1.608,-1.633,-0.397,85291932.0,75964645.0,77331973.0,76202799.0,80023488.0,47533730.0,38514511.0,564798297086535.0,564863882827395.0,370841896989086.0,0.406,-0.033,45.388,0.065,0.062,0.068,0.065,0.067,0.073,0.067,0.066,0.069,0.044,0.025,0.004892857142857143,1.584,-0.726,-0.145,0.053,0.05,0.053,0.013,0.88,0.004,53.41,8.201,7.87,1.736,0.421,0.753,-0.22,-0.195,-0.071,1235404520.0,1210204444.0,1160097269.0,1105937583.0,1236688643.0,1211029255.0,1175396315.0,1128008102.0,1087360030.0,1238560583.0,1227012912.0,1146601989.0,0.533,0.344,77.836,55.813,1532.0,1554.0,1527.0,1586.0,725.131,131454.0,-4.457,42.048,43.925,53.071,74.05,52.371,65.696,46.767,37.91,46.266,359.283,535.141,-2.116,-0.849,0.308,33783.0,43174.0,0.935,0.167,-0.119,1.242,51021.0,48252.0,0.315,0.079,20.372,20.305,20.46,0.48,0.602,-0.307,0.276,0.091,-0.15,-0.016,0.036,16.673,43.998,-1.857,72458.0,72079.0,0.484,0.201,106.524,100.25,106.636,104.506,95.279,106.782,99.21,26.753,0.492,0.319,76.506,62.149,55.11,124.651
2013/08/26,1261493549.0,108.695,0.0543,527807850335690.0,863.041,43125123.0,62676946.0,25880119.0,34493099.0,53596648.0,167445142746040.0,2.65,1.82,99.999,110.353,441.001,525124863160560.0,249737694400850.0,524521209207581.0,478731138361500.0,283659522147340.0,524748224935410.0,522418000303130.0,500157698078690.0,45739505080143.0,91251318335104.0,244707364026700.0,5.230255812441e+26,1.4970423502223e+28,2.409,978.13,1192.0,2179.0,928.7,1005.0,1188.0,2185.0,920.095,955.268,1560.0,461.788,2436.0,7883.0,53312.0,1484043.0,-1.634,-1.634,-0.405,81016662.0,77039469.0,76897652.0,72529815.0,79677382.0,45498094.0,38429871.0,544198829282487.0,517519131757829.0,369213746033459.0,0.411,-0.034,48.62,0.07,0.064,0.068,0.068,0.067,0.073,0.074,0.067,0.069,0.043,0.028,0.004928571428571429,4.395,-0.201,-0.107,0.054,0.051,0.054,0.013,0.917,0.026,53.567,8.211,7.983,1.728,0.448,0.747,-0.141,-0.188,-0.072,1245856123.0,1228402054.0,1172724385.0,1104298887.0,1249091096.0,1223645329.0,1186875946.0,1136620066.0,1091187141.0,1251605098.0,1239835189.0,1155847848.0,0.567,0.339,79.096,56.045,1542.0,1542.0,1517.0,1582.0,725.981,131762.0,-3.299,45.927,43.902,53.06,73.648,52.493,65.445,46.844,37.908,46.319,359.254,536.359,-2.013,-0.875,0.296,33319.0,41886.0,0.894,0.193,-0.118,1.113,51116.0,48374.0,0.313,0.079,20.368,20.27,20.458,0.477,0.598,-0.355,0.239,0.089,-0.16,-0.027,0.034,11.847,43.091,-3.137,73250.0,72318.0,0.447,0.21,107.385,101.301,107.665,105.553,95.574,107.867,99.968,26.174,0.526,0.314,77.802,62.956,55.331,125.588
2013/08/27,1298864307.0,111.875,0.0559,548086236089470.0,870.538,44274893.0,64213503.0,26840427.0,34493099.0,53596648.0,180102134504620.0,2.891,1.855,99.999,110.353,441.001,531131048628170.0,254709382335740.0,536303722648530.0,487978484725230.0,289471098277940.0,536228911399867.0,530886103857340.0,509620324490560.0,28530602343394.0,82934313408608.0,250501147530620.0,2.0349881751922e+26,1.568770622854e+28,2.376,959.488,1177.0,2129.0,914.16,986.654,1168.0,2156.0,896.826,940.922,1531.0,473.058,2357.0,6681.0,55946.0,1389424.0,-1.657,-1.635,-0.413,81328270.0,78461992.0,77993243.0,75745477.0,80763823.0,44841878.0,38662453.0,551438229298729.0,502698516240876.0,373696312024800.0,0.419,-0.034,53.053,0.075,0.066,0.068,0.069,0.068,0.073,0.075,0.067,0.069,0.042,0.031,0.0049642857142857145,3.618,0.191,-0.061,0.055,0.051,0.055,0.013,0.976,0.049,54.049,8.218,8.055,1.728,0.445,0.746,-0.063,-0.18,-0.072,1269810992.0,1246740943.0,1187202330.0,1102982086.0,1273977702.0,1242450073.0,1201807728.0,1147087436.0,1095751474.0,1278109190.0,1257450752.0,1166974075.0,0.606,0.335,82.347,56.736,1547.0,1548.0,1522.0,1584.0,723.194,130752.0,0.087,50.898,44.728,53.798,73.354,53.843,65.62,48.157,38.596,45.984,372.414,528.623,-1.79,-0.888,0.285,36306.0,43635.0,0.912,0.224,-0.118,1.026,51681.0,48658.0,0.314,0.08,20.364,20.233,20.454,0.441,0.593,-0.275,0.236,0.088,-0.168,-0.037,0.031,7.222,41.776,-3.769,74778.0,73782.0,0.48,0.225,109.41,102.511,109.77,107.133,95.932,110.112,100.888,25.615,0.564,0.309,81.227,65.306,56.003,124.863
2013/08/28,1338883280.0,115.28,0.0576,556926486036680.0,975.111,45424663.0,64981782.0,27716410.0,34493099.0,53596648.0,192049842133820.0,2.99,1.89,99.999,110.353,441.001,544273524153950.0,259748932735180.0,546615104342600.0,497171551566760.0,295349238668240.0,549126630104120.0,538603980811950.0,518721300152460.0,30031654781980.0,83497468372381.0,256301772690670.0,2.25475072236e+26,1.6422649671095e+28,2.342,961.559,1156.0,2078.0,929.397,985.115,1155.0,2130.0,905.743,943.005,1505.0,451.046,2254.0,6682.0,50861.0,1270299.0,-1.653,-1.634,-0.421,74594039.0,78997946.0,78200404.0,75714471.0,80940743.0,44575030.0,38757617.0,190309739068428.0,496733323632529.0,375538226298200.0,0.425,-0.034,50.498,0.206,0.125,0.082,0.168,0.093,0.082,0.27,0.093,0.078,0.092,0.034,0.005,74.669,9.746,1.38,0.056,0.052,0.057,0.013,1.07,0.073,54.56,8.215,8.065,1.728,0.445,0.746,-0.001,-0.172,-0.073,1299747046.0,1264094072.0,1203389792.0,1102002544.0,1306430491.0,1266558375.0,1220084468.0,1159461362.0,1101095030.0,1312645334.0,1280486336.0,1180068241.0,0.652,0.33,85.031,57.461,1540.0,1538.0,1512.0,1581.0,723.099,130718.0,0.056,49.964,42.439,52.37,72.875,53.493,65.242,47.81,36.034,46.114,324.609,531.623,-1.591,-0.899,0.274,36668.0,43796.0,0.935,0.255,-0.116,0.98,52245.0,48953.0,0.319,0.08,20.36,20.213,20.452,0.393,0.588,-0.196,0.242,0.087,-0.169,-0.047,0.028,27.697,42.651,-3.306,75325.0,74433.0,0.519,0.241,111.95,103.867,112.525,109.17,96.357,113.047,101.977,25.099,0.61,0.305,84.063,67.584,56.707,120.747
2013/08/29,1345263687.0,115.785,0.0579,623394454118980.0,882.611,46574433.0,65365921.0,28515839.0,34493099.0,53596648.0,203288265633660.0,2.957,1.923,99.999,110.353,441.001,576135725415040.0,265451123439080.0,585004779230790.0,514001271907050.0,302559023623200.0,588687095086640.0,561102895680100.0,535494542521620.0,65278594376697.0,95198613966902.0,265412424888060.0,1.0653237209493e+27,1.761093882124e+28,2.341,953.919,1133.0,2032.0,917.701,971.448,1138.0,2102.0,893.335,932.479,1479.0,430.776,2177.0,7013.0,46392.0,1184507.0,-1.647,-1.633,-0.429,73487428.0,78510519.0,77999735.0,75838468.0,80688619.0,44415216.0,38754397.0,179415292202667.0,493177844366406.0,375475816493820.0,0.428,-0.034,49.266,0.197,0.124,0.081,0.14,0.091,0.081,0.194,0.091,0.077,0.092,0.036,0.005,19.564,10.747,2.169,0.057,0.053,0.057,0.012,1.152,0.098,54.636,8.202,8.016,1.732,0.439,0.75,0.033,-0.165,-0.073,1327670425.0,1278674055.0,1219460198.0,1101189915.0,1325847089.0,1286234703.0,1236775030.0,1171448608.0,1106461374.0,1335403655.0,1300778740.0,1192946113.0,0.701,0.326,85.412,57.575,1638.0,1773.0,1747.0,1660.0,1050.0,275440.0,32.24,49.305,41.587,50.479,72.15,52.605,64.681,46.995,32.341,46.124,261.489,531.859,-1.452,-0.911,0.263,36859.0,41830.0,0.908,0.279,-0.115,0.932,52333.0,49095.0,0.323,0.081,20.353,20.16,20.445,0.376,0.584,-0.361,0.151,0.085,-0.177,-0.058,0.024,9.015,38.868,-3.672,75492.0,74462.0,0.528,0.254,114.313,105.212,114.155,110.824,96.784,114.965,103.047,24.631,0.659,0.3,84.439,67.907,56.811,117.345
2013/08/30,1375589820.0,118.347,0.0592,646738652413980.0,945.862,47724203.0,65557991.0,29244993.0,34493099.0,53596648.0,213817405004142.0,2.821,1.953,99.999,110.353,441.001,609019864189880.0,271346846182140.0,615871715822383.0,531699589307980.0,310123411069153.0,623988558586100.0,585464429134470.0,553467857161440.0,93501328620700.0,106599602054880.0,275272600796720.0,2.185624613459e+27,1.8943751187348e+28,2.366,953.332,1113.0,1977.0,924.741,968.036,1125.0,2077.0,905.911,931.405,1455.0,409.585,2031.0,7017.0,41940.0,1031384.0,-1.623,-1.631,-0.437,74833682.0,79042674.0,78952057.0,80656795.0,81607988.0,44701930.0,39044133.0,216809645680710.0,499565635235463.0,381111088331388.0,0.434,-0.033,52.847,0.201,0.126,0.08,0.126,0.09,0.081,0.137,0.091,0.077,0.092,0.035,0.005,0.579,8.953,2.581,0.058,0.053,0.058,0.012,1.233,0.125,55.02,8.176,7.896,1.723,0.456,0.742,0.029,-0.162,-0.074,1353245596.0,1299452781.0,1238004608.0,1100647614.0,1350718455.0,1308573482.0,1255283669.0,1184619009.0,1112376285.0,1359363352.0,1325007681.0,1207184396.0,0.753,0.322,87.093,58.117,1635.0,1760.0,1743.0,1660.0,1045.0,273204.0,13.02,50.89,44.044,49.821,72.027,53.178,64.611,47.705,30.57,46.178,233.636,533.108,-1.263,-0.915,0.252,31618.0,41635.0,0.858,0.3,-0.114,0.899,53048.0,49453.0,0.331,0.082,20.345,20.119,20.438,0.355,0.58,-0.219,0.145,0.084,-0.184,-0.068,0.021,8.805,38.784,-3.316,75782.0,75439.0,0.564,0.271,116.471,106.769,116.251,112.705,97.258,116.982,104.234,24.223,0.71,0.297,86.213,69.503,57.336,115.05
