Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,difficulty-btc--sma30,difficulty-btc--ema3,difficulty-btc--std90,difficulty-btc--mom30,difficulty-btc--mom90,difficulty-btc--var90,difficulty-btc--trx7,difficulty-btc--trx30,difficulty-btc--rsi30,difficulty-btc--roc30,difficulty-btc--roc90,hashrate-btc--sma3,hashrate-btc--sma90,hashrate-btc--ema3,hashrate-btc--ema14,hashrate-btc--ema90,hashrate-btc--wma3,hashrate-btc--wma7,hashrate-btc--wma14,hashrate-btc--std7,hashrate-btc--std14,hashrate-btc--std90,hashrate-btc--var7,hashrate-btc--var90,hashrate-btc--trx14,mining_profitability-btc--sma14,mining_profitability-btc--sma30,mining_profitability-btc--sma90,mining_profitability-btc--ema7,mining_profitability-btc--ema14,mining_profitability-btc--ema30,mining_profitability-btc--ema90,mining_profitability-btc--wma7,mining_profitability-btc--wma14,mining_profitability-btc--wma90,mining_profitability-btc--std30,mining_profitability-btc--std90,mining_profitability-btc--var14,mining_profitability-btc--var30,mining_profitability-btc--var90,mining_profitability-btc--trx14,mining_profitability-btc--trx30,mining_profitability-btc--trx90,sentinusd-btc--sma7,sentinusd-btc--sma30,sentinusd-btc--ema30,sentinusd-btc--wma7,sentinusd-btc--wma30,sentinusd-btc--std30,sentinusd-btc--std90,sentinusd-btc--var7,sentinusd-btc--var30,sentinusd-btc--var90,sentinusd-btc--trx30,sentinusd-btc--trx90,sentinusd-btc--rsi14,transactionfees-btc--sma3,transactionfees-btc--sma7,transactionfees-btc--sma30,transactionfees-btc--ema7,transactionfees-btc--ema30,transactionfees-btc--ema90,transactionfees-btc--wma3,transactionfees-btc--wma30,transactionfees-btc--wma90,transactionfees-btc--std90,transactionfees-btc--var3,transactionfees-btc--var30,transactionfees-btc--trx3,transactionfees-btc--trx7,transactionfees-btc--trx14,median_transaction_fee-btc--sma3,median_transaction_fee-btc--sma14,median_transaction_fee-btc--wma3,median_transaction_fee-btc--std90,median_transaction_fee-btc--trx7,median_transaction_fee-btc--trx30,median_transaction_fee-btc--rsi90,confirmationtime-btc--ema90,confirmationtime-btc--wma14,confirmationtime-btc--std90,confirmationtime-btc--var30,confirmationtime-btc--var90,confirmationtime-btc--trx14,confirmationtime-btc--trx30,confirmationtime-btc--trx90,marketcap-btc--sma3,marketcap-btc--sma7,marketcap-btc--sma14,marketcap-btc--sma90,marketcap-btc--ema3,marketcap-btc--ema7,marketcap-btc--ema14,marketcap-btc--ema30,marketcap-btc--ema90,marketcap-btc--wma3,marketcap-btc--wma7,marketcap-btc--wma30,marketcap-btc--trx14,marketcap-btc--trx90,marketcap-btc--rsi14,marketcap-btc--rsi90,transactionvalue-btc--sma30,transactionvalue-btc--ema30,transactionvalue-btc--wma30,transactionvalue-btc--wma90,transactionvalue-btc--std90,transactionvalue-btc--var90,transactionvalue-btc--trx3,mediantransactionvalue-btc--sma7,mediantransactionvalue-btc--sma14,mediantransactionvalue-btc--sma30,mediantransactionvalue-btc--sma90,mediantransactionvalue-btc--ema30,mediantransactionvalue-btc--ema90,mediantransactionvalue-btc--wma30,mediantransactionvalue-btc--std30,mediantransactionvalue-btc--std90,mediantransactionvalue-btc--var30,mediantransactionvalue-btc--var90,mediantransactionvalue-btc--trx14,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,size-btc--std14,size-btc--std30,size-btc--trx14,size-btc--trx30,size-btc--trx90,transactions-btc--trx14,sentbyaddress-btc--ema30,sentbyaddress-btc--wma90,sentbyaddress-btc--trx30,sentbyaddress-btc--trx90,top100cap-btc--ema90,top100cap-btc--wma7,top100cap-btc--wma90,top100cap-btc--std14,top100cap-btc--std90,top100cap-btc--mom7,top100cap-btc--mom90,top100cap-btc--var90,top100cap-btc--trx7,top100cap-btc--trx14,top100cap-btc--trx30,top100cap-btc--rsi3,top100cap-btc--rsi30,top100cap-btc--roc14,activeaddresses-btc--sma30,activeaddresses-btc--ema30,activeaddresses-btc--trx14,activeaddresses-btc--trx30,price-btc--sma3,price-btc--sma14,price-btc--ema3,price-btc--ema7,price-btc--ema90,price-btc--wma3,price-btc--wma30,price-btc--std90,price-btc--trx14,price-btc--trx90,price-btc--rsi14,price-btc--rsi30,price-btc--rsi90,bitcoin-price_raw_7d
2013/04/01,1039517192.0,94.715,0.0474,65502112131790.0,7220.0,5182950.0,6690038.0,2161986.0,2327950.0,3716190.0,1168545930405.0,2.593,1.046,97.889,53.297,124.72,59387909975187.0,31776180357082.0,60545619812057.0,53347760970783.0,35799562131248.0,60620238288447.0,57669081336507.0,55439878831239.0,11901094115686.0,11490406893431.0,22738053510663.0,3.5409010287602e+25,1.2925476936344e+26,2.0,6279.0,5449.0,3913.0,6648.0,6242.0,5603.0,4403.0,6806.0,6442.0,4650.0,2048.0,2778.0,736163.0,1048771.0,1929846.0,1.522,1.215,0.091,139714681.0,91370923.0,97859408.0,136938285.0,108319605.0,99974157.0,83568369.0,750538663727116.0,2498708038563228.0,1745918089683000.0,3.029,0.276,52.973,0.089,0.085,0.056,0.082,0.06,0.038,0.086,0.065,0.042,0.045,0.001,0.001,1.552,4.663,3.644,0.045,0.037,0.046,0.023,4.009,2.482,65.414,8.93,8.318,2.697,1.37,1.818,-0.129,-0.275,-0.057,991852178.0,931090321.0,806312686.0,352418998.0,997954603.0,929243159.0,824742386.0,669282203.0,428855865.0,1005258635.0,966815475.0,725365498.0,3.675,1.097,95.218,91.946,1883.0,2019.0,2254.0,1380.0,1697.0,719749.0,1.371,59.708,54.928,41.397,26.683,44.502,31.061,48.928,31.265,28.818,244.368,207.617,3.449,2.119,0.207,51899.0,61285.0,-0.044,-0.019,0.334,-0.243,44836.0,41505.0,0.406,0.253,19.501,19.86,19.428,0.462,0.322,0.517,0.426,0.026,0.191,0.063,0.011,76.138,65.405,3.135,64764.0,66879.0,1.219,0.538,90.406,73.635,90.961,84.752,39.444,91.616,66.298,41.348,3.629,1.025,95.075,93.774,91.45,163.561
2013/04/02,1183101461.0,107.749,0.0539,61845596902013.0,7990.0,5260549.0,6692932.0,2230475.0,2327950.0,3716190.0,1243754847226.0,2.333,1.085,97.889,53.297,124.72,60633728191775.0,32209968678589.0,61195608357035.0,54480805761613.0,36372002455880.0,61849081751860.0,59321581487439.0,56553256710420.0,11887441553889.0,11315233330806.0,23513282442924.0,3.5327816674279e+25,1.3821861281017e+26,2.017,6503.0,5582.0,3977.0,6984.0,6475.0,5757.0,4482.0,7164.0,6670.0,4740.0,2170.0,2884.0,751741.0,1177343.0,2079147.0,1.605,1.241,0.104,160510202.0,99082516.0,108146320.0,166336248.0,119025128.0,113391979.0,94000481.0,2181676812812860.0,3214435238744518.0,2209022600061441.0,3.121,0.312,63.528,0.092,0.09,0.059,0.088,0.063,0.04,0.094,0.068,0.043,0.047,0.001,0.001,3.267,4.561,3.733,0.049,0.039,0.05,0.024,4.233,2.534,67.414,8.909,8.3,2.708,1.366,1.833,-0.129,-0.272,-0.059,1066526516.0,987933018.0,850756175.0,364007125.0,1090528032.0,992707735.0,872523596.0,702431833.0,445432691.0,1100883277.0,1029818260.0,761891508.0,3.792,1.129,96.519,93.08,2012.0,2172.0,2417.0,1454.0,1835.0,841849.0,8.567,63.554,57.343,44.077,27.577,47.757,32.466,52.383,35.145,32.06,308.786,256.962,3.531,2.21,0.23,52503.0,61721.0,0.042,-0.015,0.331,-0.174,45961.0,41997.0,0.432,0.256,19.513,19.917,19.442,0.49,0.345,0.432,0.427,0.03,0.209,0.074,0.014,81.544,66.711,3.526,66291.0,68492.0,1.27,0.569,97.171,77.661,99.355,90.501,40.945,100.288,69.605,44.05,3.745,1.057,96.416,94.987,92.645,195.397
2013/04/03,1318189886.0,120.003,0.06,60270367548897.0,8852.0,5338147.0,6694379.0,2293952.0,2327950.0,3716190.0,1315553871298.0,2.064,1.122,97.889,53.297,124.72,62539358860900.0,32616029589136.0,60732987952966.0,55252747333251.0,36897241249133.0,61667401430421.0,60165619495677.0,57300567652967.0,7672492273609.0,10182774073258.0,24166298674113.0,1.4716784422149e+25,1.4600249790161e+26,2.015,6645.0,5743.0,4050.0,7451.0,6792.0,5957.0,4578.0,7645.0,6984.0,4847.0,2388.0,3037.0,1116414.0,1426075.0,2305788.0,1.738,1.276,0.117,168111305.0,106494613.0,117439750.0,189257322.0,128903321.0,122981011.0,102642361.0,3113266217989468.0,3781082247256206.0,2633863588145095.0,3.248,0.353,62.927,0.105,0.096,0.062,0.099,0.067,0.042,0.114,0.073,0.046,0.052,0.001,0.001,8.329,5.18,3.956,0.054,0.041,0.056,0.025,4.66,2.599,69.112,8.894,8.324,2.714,1.363,1.841,-0.126,-0.268,-0.061,1180269513.0,1052246046.0,899864027.0,377094375.0,1204358959.0,1074078272.0,931945768.0,742158159.0,464614168.0,1226714962.0,1112382477.0,805345883.0,3.958,1.163,97.272,93.897,2144.0,2321.0,2576.0,1528.0,1965.0,964945.0,11.537,69.235,60.546,46.873,28.497,51.291,34.005,56.154,39.665,35.657,393.331,317.859,3.763,2.327,0.256,47145.0,62497.0,0.146,-0.006,0.329,-0.078,47459.0,42633.0,0.468,0.26,19.523,19.948,19.454,0.503,0.364,0.317,0.366,0.033,0.216,0.085,0.017,67.788,65.191,2.964,68078.0,70985.0,1.403,0.611,107.489,82.108,109.679,97.877,42.682,111.703,73.541,47.421,3.911,1.09,97.19,95.785,93.508,178.5
2013/04/04,1357824968.0,123.562,0.0618,55272455140085.0,8777.0,5415745.0,6695103.0,2352822.0,2327950.0,3716190.0,1383943002621.0,1.801,1.154,97.889,53.297,124.72,59129473196998.0,32978965966943.0,58002721546526.0,55255375040829.0,37301092103880.0,58033949570014.0,59239759066545.0,57233203198374.0,7013418016731.0,10042649490131.0,24532541967280.0,1.2297008069352e+25,1.5046140384409e+26,1.969,6794.0,5910.0,4122.0,7782.0,7057.0,6139.0,4670.0,7999.0,7268.0,4951.0,2510.0,3171.0,1418707.0,1574429.0,2513253.0,1.884,1.316,0.132,180219729.0,111795343.0,124473962.0,203847003.0,136643670.0,129336259.0,108586735.0,3353619075944136.0,4181966971339742.0,2947769732649600.0,3.379,0.396,59.861,0.126,0.104,0.066,0.11,0.072,0.044,0.132,0.078,0.048,0.056,0.001,0.001,10.577,5.965,4.254,0.059,0.043,0.06,0.027,5.036,2.674,69.578,8.904,8.484,2.714,1.262,1.841,-0.09,-0.261,-0.063,1286372105.0,1111986416.0,946913769.0,390620653.0,1281091963.0,1145014946.0,988729661.0,781878598.0,484245175.0,1315492689.0,1188777207.0,849301001.0,4.134,1.2,97.446,94.103,2244.0,2446.0,2712.0,1597.0,2068.0,1069102.0,9.466,78.292,65.817,50.029,29.741,55.938,35.968,61.086,47.626,40.642,567.056,412.95,4.166,2.481,0.285,53720.0,65394.0,0.315,0.013,0.327,0.044,49026.0,43319.0,0.514,0.264,19.534,19.969,19.467,0.497,0.383,0.281,0.45,0.037,0.214,0.094,0.02,68.44,65.257,3.139,69795.0,73431.0,1.58,0.663,117.104,86.363,116.62,104.298,44.46,119.74,77.521,50.724,4.087,1.126,97.368,95.977,93.724,115.0
2013/04/05,1414392012.0,128.664,0.0643,51815454745655.0,9950.0,5503651.0,6850081.0,2423226.0,2637182.0,4025422.0,1468006625051.0,1.634,1.184,98.186,60.377,135.098,55786092478212.0,33303685514234.0,54909088146090.0,54796719001473.0,37620089085017.0,54376940344342.0,57385663183689.0,56680072340202.0,8735347100869.0,10254314157412.0,24746657364734.0,1.9076572243164e+25,1.5309926268188e+26,1.873,7008.0,6087.0,4210.0,8324.0,7443.0,6385.0,4786.0,8598.0,7689.0,5079.0,2853.0,3368.0,2082572.0,2035077.0,2836428.0,2.074,1.368,0.147,196246808.0,116695551.0,131112830.0,215636176.0,144100514.0,135208527.0,114080731.0,2810249080422272.0,4570336442425772.0,3253603293525400.0,3.507,0.441,59.935,0.132,0.109,0.067,0.112,0.075,0.045,0.129,0.081,0.05,0.059,0.001,0.001,6.964,6.048,4.452,0.062,0.045,0.063,0.028,5.295,2.755,70.229,8.909,8.586,2.704,1.252,1.828,-0.04,-0.251,-0.065,1363468955.0,1178437837.0,996612312.0,404780326.0,1347741988.0,1212359213.0,1045484641.0,822685915.0,504687962.0,1379502643.0,1264378606.0,894840766.0,4.304,1.238,97.675,94.378,2341.0,2568.0,2847.0,1667.0,2170.0,1177635.0,7.042,86.938,70.974,53.308,30.977,60.405,37.929,65.935,53.912,45.16,726.635,509.864,4.619,2.658,0.317,51407.0,65074.0,0.466,0.034,0.326,0.152,50335.0,43942.0,0.564,0.269,19.54,19.94,19.477,0.457,0.392,-0.028,0.29,0.038,0.193,0.1,0.023,26.47,59.122,2.439,70824.0,75147.0,1.735,0.716,124.076,90.858,122.642,110.389,46.311,125.52,81.643,54.087,4.257,1.164,97.602,96.233,94.013,92.446
2013/04/06,1474827634.0,134.114,0.0671,61828214750416.0,8923.0,5613822.0,7261540.0,2526499.0,3305124.0,4693363.0,1595799220682.0,1.673,1.216,98.62,75.669,157.515,56305374878719.0,33759925800740.0,58368651448253.0,55734251767998.0,38152135802938.0,57398001480444.0,58293873861928.0,57489531610825.0,9094706513828.0,10516744526294.0,25312859842570.0,2.0678421643165e+25,1.6018521835239e+26,1.8,7170.0,6217.0,4283.0,8474.0,7640.0,6548.0,4877.0,8816.0,7944.0,5183.0,2999.0,3486.0,2309302.0,2248623.0,3037954.0,2.225,1.419,0.163,197131177.0,120066807.0,132822859.0,205979044.0,146740690.0,134073592.0,115485795.0,2735668458713424.0,4493932018598450.0,3334242195953900.0,3.588,0.486,51.983,0.121,0.11,0.069,0.109,0.077,0.047,0.114,0.084,0.051,0.06,0.001,0.001,1.726,5.354,4.475,0.064,0.048,0.065,0.03,5.433,2.84,70.901,8.907,8.624,2.699,1.246,1.821,0.009,-0.24,-0.066,1415681538.0,1252116292.0,1052259702.0,419616955.0,1411284811.0,1277976318.0,1102730374.0,864759574.0,526009713.0,1435181982.0,1338476055.0,942148593.0,4.456,1.278,97.892,94.647,2423.0,2626.0,2919.0,1716.0,2215.0,1226309.0,1.982,93.173,74.44,55.459,31.783,62.325,39.077,68.313,54.471,46.74,741.764,546.156,4.84,2.811,0.35,45721.0,62919.0,0.549,0.052,0.324,0.203,50446.0,44178.0,0.607,0.274,19.547,19.913,19.486,0.396,0.4,-0.123,0.23,0.04,0.164,0.103,0.026,26.647,59.132,2.527,71381.0,75659.0,1.799,0.762,128.78,95.893,128.378,116.32,48.24,130.538,85.923,57.528,4.409,1.203,97.825,96.479,94.297,98.435
2013/04/07,1563013110.0,142.08,0.071,62710014647861.0,9411.0,5723993.0,7467270.0,2621567.0,3305124.0,4693363.0,1718152888140.0,1.756,1.248,98.62,75.669,157.515,58784561381311.0,34203852889091.0,60539333048057.0,56664353485313.0,38691869403926.0,60600321365015.0,59289674782452.0,58326586227485.0,8740512343785.0,10841862131140.0,25919505474601.0,1.9099139007964e+25,1.6795519101196e+26,1.745,7477.0,6370.0,4360.0,8709.0,7876.0,6733.0,4977.0,9073.0,8243.0,5295.0,3162.0,3626.0,2274547.0,2498776.0,3286874.0,2.354,1.472,0.179,196574161.0,122750551.0,132461825.0,188502958.0,147202627.0,131287264.0,115946907.0,2811061999712368.0,4309086448057972.0,3360921285754477.0,3.616,0.53,48.937,0.114,0.114,0.072,0.112,0.08,0.048,0.114,0.087,0.053,0.062,0.001,0.001,1.025,4.788,4.457,0.067,0.051,0.069,0.032,5.511,2.93,71.841,8.904,8.634,2.697,1.237,1.819,0.052,-0.229,-0.068,1484077585.0,1335838037.0,1113279831.0,435428226.0,1487148960.0,1349235516.0,1164101405.0,909808190.0,548800997.0,1508847768.0,1416200260.0,992908503.0,4.595,1.321,98.162,95.001,2475.0,2614.0,2921.0,1743.0,2223.0,1235699.0,-4.202,95.062,76.177,56.682,32.319,62.452,39.631,68.883,53.553,47.111,716.987,554.859,4.753,2.913,0.383,42268.0,65397.0,0.653,0.074,0.323,0.266,50513.0,44396.0,0.64,0.278,19.551,19.874,19.494,0.325,0.404,-0.079,0.141,0.041,0.129,0.103,0.028,16.82,56.711,1.984,72398.0,76397.0,1.813,0.803,134.952,101.415,135.229,122.76,50.303,137.188,90.515,61.227,4.547,1.245,98.103,96.797,94.67,91.849
2013/04/08,1799989332.0,163.561,0.0818,63348133569501.0,10124.0,5834164.0,7570135.0,2711968.0,3305124.0,4555363.0,1838692472962.0,1.81,1.279,98.62,75.669,146.116,62628787655926.0,34633063475243.0,61943733308779.0,57555524163205.0,39233765319653.0,62882107459111.0,60153700465301.0,59225424300777.0,8053492716857.0,11052546653601.0,26548753749922.0,1.6214686235118e+25,1.762090814185e+26,1.701,7854.0,6535.0,4453.0,9062.0,8176.0,6952.0,5090.0,9421.0,8596.0,5422.0,3402.0,3782.0,2134668.0,2893644.0,3575871.0,2.483,1.528,0.196,208307450.0,128434505.0,137461679.0,191849307.0,152829015.0,131132652.0,119753751.0,2023810799398008.0,4298943128844980.0,3585240197880137.0,3.64,0.574,56.423,0.115,0.121,0.074,0.115,0.082,0.05,0.119,0.09,0.055,0.064,0.001,0.001,1.276,4.311,4.404,0.073,0.054,0.076,0.034,5.785,3.033,74.12,8.913,8.701,2.673,1.267,1.786,0.105,-0.216,-0.069,1612610025.0,1444476915.0,1187783618.0,453843044.0,1643569146.0,1461923970.0,1248886462.0,967239231.0,576299641.0,1666803642.0,1532238083.0,1056560996.0,4.771,1.366,98.658,95.761,2583.0,2706.0,3022.0,1804.0,2296.0,1317457.0,-1.873,104.438,82.073,60.183,33.565,66.85,41.631,73.653,58.47,51.324,854.698,658.551,4.813,3.035,0.418,42889.0,66811.0,0.748,0.099,0.322,0.324,51564.0,44947.0,0.677,0.283,19.554,19.817,19.499,0.263,0.408,-0.273,0.294,0.042,0.088,0.1,0.03,10.235,54.048,1.255,74390.0,78816.0,1.882,0.852,146.585,108.159,149.395,132.96,52.792,151.492,96.276,66.216,4.724,1.289,98.616,97.44,95.477,87.108
2013/04/09,2151102847.0,195.397,0.0977,65111643775833.0,13352.0,5944335.0,7621567.0,2798086.0,3305124.0,4423450.0,1957321566010.0,1.809,1.308,98.62,75.669,136.125,63723263997732.0,35121378181982.0,63527688542306.0,58563006778222.0,39802509901107.0,64123535519064.0,61535531505530.0,60252315743341.0,8861372838837.0,10949074860693.0,27149681059982.0,1.9630982147221e+25,1.8427629541468e+26,1.67,8419.0,6805.0,4578.0,10135.0,8866.0,7365.0,5272.0,10472.0,9329.0,5618.0,4155.0,4185.0,3563293.0,4316562.0,4379283.0,2.722,1.606,0.215,217869610.0,137541562.0,149512000.0,220832858.0,165461734.0,145523932.0,131209654.0,3509494364536184.0,5294303707697924.0,4303993317407992.0,3.71,0.623,64.225,0.129,0.126,0.078,0.122,0.086,0.052,0.133,0.095,0.057,0.068,0.001,0.001,3.608,4.22,4.392,0.084,0.058,0.088,0.037,6.435,3.161,76.92,8.897,8.626,2.646,1.26,1.75,0.129,-0.205,-0.07,1838035096.0,1582762827.0,1285347923.0,476135446.0,1897335997.0,1634218689.0,1369181980.0,1043617529.0,610910701.0,1936050053.0,1708894567.0,1140004234.0,5.043,1.416,99.062,96.548,2761.0,2923.0,3247.0,1909.0,2499.0,1560757.0,7.716,118.465,91.009,65.897,35.483,74.998,44.961,82.231,73.811,61.185,1362.0,935.916,5.217,3.222,0.459,41727.0,66511.0,0.805,0.122,0.321,0.399,53052.0,45662.0,0.721,0.289,19.558,19.777,19.506,0.237,0.413,-0.31,0.329,0.043,0.053,0.095,0.032,24.636,54.763,0.626,76227.0,80962.0,1.967,0.904,167.012,116.995,172.396,148.569,55.926,175.898,103.832,73.372,4.995,1.338,99.033,98.043,96.314,75.043
2013/04/10,1965870661.0,178.5,0.0892,70206503841325.0,12305.0,6054505.0,7647284.0,2878277.0,3305124.0,4423450.0,2071119322547.0,1.755,1.335,98.62,75.669,136.125,66222093728887.0,35644762825181.0,66867096191816.0,60115473053303.0,40470729548145.0,67365155440861.0,64074433030924.0,61816842038471.0,11374186667831.0,10017080685539.0,28005325368815.0,3.2343030588667e+25,1.9607456225329e+26,1.669,8884.0,7054.0,4689.0,10677.0,9325.0,7683.0,5426.0,11070.0,9847.0,5788.0,4531.0,4459.0,3928726.0,5132843.0,4971618.0,2.957,1.69,0.235,243641626.0,150582704.0,167775652.0,274515108.0,184497673.0,175702618.0,151433519.0,9263918412207048.0,7717852482570384.0,5733027655108845.0,3.852,0.679,69.755,0.149,0.133,0.083,0.137,0.093,0.055,0.159,0.101,0.06,0.074,0.001,0.001,8.273,4.785,4.515,0.09,0.062,0.091,0.04,6.634,3.289,72.699,8.867,8.479,2.66,1.274,1.768,0.115,-0.197,-0.072,1972320947.0,1675288652.0,1363767349.0,496351594.0,1931603329.0,1717131682.0,1448740471.0,1103117731.0,640690041.0,1999967835.0,1804671525.0,1207909993.0,5.253,1.468,84.586,87.849,3006.0,3259.0,3593.0,2058.0,2864.0,2050656.0,18.094,152.267,110.751,76.337,39.108,92.04,51.427,99.86,121.47,88.13,3689.0,1942.0,6.392,3.576,0.514,41760.0,66465.0,0.817,0.141,0.32,0.465,55035.0,46570.0,0.775,0.295,19.562,19.76,19.513,0.222,0.418,-0.224,0.413,0.044,0.027,0.09,0.033,48.395,56.115,0.471,78891.0,84349.0,2.121,0.968,179.152,124.085,175.448,156.052,58.62,181.642,109.974,78.344,5.205,1.389,84.478,86.819,87.615,77.734
2013/04/11,1267079990.0,115.0,0.0575,65886778608137.0,7092.0,6164676.0,7660142.0,2953023.0,3305124.0,4423450.0,2180085742573.0,1.656,1.358,98.62,75.669,136.125,67068308741765.0,36140003890285.0,66376937399976.0,60884980460614.0,41029324032980.0,67197497880486.0,65178541237577.0,62571996343681.0,10458008745264.0,9663219377109.0,28545384259058.0,2.7342486729005e+25,2.0370974062431e+26,1.659,8860.0,7116.0,4746.0,9781.0,9027.0,7645.0,5463.0,10242.0,9608.0,5840.0,4480.0,4449.0,4007207.0,5018022.0,4949018.0,2.959,1.746,0.254,238783534.0,154934009.0,169368409.0,261720548.0,187199652.0,173151660.0,153047169.0,9572367161257024.0,7495374304932720.0,5855858996854238.0,3.937,0.734,50.957,0.144,0.128,0.084,0.129,0.093,0.056,0.138,0.103,0.062,0.075,0.001,0.001,2.075,4.215,4.425,0.081,0.063,0.075,0.04,5.557,3.37,60.154,8.87,8.56,2.567,1.103,1.647,0.118,-0.187,-0.073,1794684499.0,1662325084.0,1387155750.0,508774849.0,1599341659.0,1604618759.0,1424519073.0,1113695941.0,654456853.0,1647347356.0,1702619360.0,1227560681.0,5.171,1.518,53.076,65.378,3096.0,3309.0,3659.0,2115.0,2905.0,2109843.0,7.189,151.096,114.694,79.051,40.236,93.529,52.826,102.362,121.175,89.385,3671.0,1997.0,6.844,3.842,0.568,45903.0,69307.0,0.868,0.166,0.319,0.541,56408.0,47304.0,0.831,0.303,19.576,19.858,19.53,0.267,0.448,0.2,0.808,0.05,0.044,0.089,0.035,90.042,65.535,2.44,81053.0,86946.0,2.27,1.035,162.965,126.174,145.224,145.789,59.859,149.566,111.731,79.392,5.124,1.438,52.971,60.08,65.226,94.679
2013/04/12,1018942331.0,92.446,0.0462,63688279726654.0,6360.0,6274847.0,7666571.0,3022728.0,3305124.0,4423450.0,2284220826087.0,1.528,1.378,98.62,75.669,136.125,66593854058705.0,36637584644909.0,65032608563315.0,61258753696086.0,41527323059214.0,65507483372931.0,65353941742857.0,62915865908394.0,5179945926194.0,9677588973797.0,28885591087043.0,6.7079599495723e+24,2.0859434311197e+26,1.63,8853.0,7160.0,4791.0,8926.0,8671.0,7562.0,5483.0,9290.0,9275.0,5876.0,4423.0,4431.0,4044145.0,4890942.0,4908464.0,2.789,1.774,0.273,226081351.0,157552586.0,167374392.0,236639949.0,186136886.0,169664822.0,153054969.0,1.0830230418161264e+16,7196537946785288.0,5856455890383685.0,3.95,0.786,47.836,0.126,0.124,0.086,0.119,0.093,0.057,0.11,0.103,0.063,0.075,0.002,0.001,-3.822,3.012,4.149,0.064,0.063,0.057,0.04,3.862,3.398,56.643,8.858,8.54,2.5,1.074,1.563,0.113,-0.179,-0.074,1417297661.0,1605832272.0,1392135055.0,518441394.0,1309141995.0,1458199652.0,1370442174.0,1107582805.0,662467523.0,1259476272.0,1541773671.0,1229510169.0,4.842,1.564,46.457,59.878,3151.0,3275.0,3639.0,2143.0,2907.0,2112289.0,-3.073,147.298,117.118,81.312,41.177,93.856,53.832,103.623,120.014,90.037,3601.0,2027.0,6.756,4.017,0.621,46824.0,69261.0,0.862,0.185,0.318,0.576,56992.0,47792.0,0.881,0.31,19.589,19.935,19.545,0.295,0.471,0.303,0.76,0.055,0.07,0.091,0.037,78.087,63.745,1.384,82384.0,87979.0,2.327,1.094,128.648,126.592,118.835,132.453,60.575,114.306,111.881,79.661,4.798,1.484,46.358,53.973,59.742,106.7
2013/04/13,1085384852.0,98.435,0.0492,62912871328188.0,6595.0,6375101.0,7669785.0,3087734.0,3007612.0,4423450.0,2383524573089.0,1.384,1.394,98.62,64.467,136.125,64162643220993.0,37109457916385.0,63972739945752.0,61479302713700.0,41997335109082.0,63666992007672.0,64911460684914.0,63112370912324.0,4885643766853.0,9520248625628.0,29197883149984.0,5.9673787541481e+24,2.1312909511002e+26,1.581,8852.0,7215.0,4839.0,8343.0,8395.0,7500.0,5507.0,8526.0,8974.0,5915.0,4352.0,4415.0,4047471.0,4734797.0,4872858.0,2.527,1.78,0.291,217704574.0,159402573.0,162961905.0,204864821.0,182358064.0,165815897.0,152519887.0,1.2398252503659568e+16,6873727930892684.0,5815578951777596.0,3.895,0.834,45.634,0.09,0.12,0.087,0.108,0.092,0.057,0.085,0.103,0.063,0.075,0.00175,0.001,-8.017,1.537,3.728,0.051,0.064,0.05,0.04,2.284,3.387,57.312,8.853,8.559,2.469,1.078,1.524,0.11,-0.17,-0.075,1123802391.0,1550197589.0,1401156941.0,528852702.0,1197263424.0,1364995952.0,1332434531.0,1106150679.0,671762409.0,1093519868.0,1411661816.0,1234556942.0,4.405,1.606,48.316,60.772,3201.0,3218.0,3591.0,2163.0,2900.0,2102569.0,-9.125,144.531,118.852,82.721,41.856,92.368,54.205,102.945,118.485,89.999,3510.0,2025.0,6.26,4.094,0.671,50073.0,69434.0,0.79,0.197,0.317,0.559,56853.0,48039.0,0.917,0.317,19.601,20.002,19.561,0.318,0.491,0.305,0.854,0.06,0.096,0.094,0.04,78.257,63.785,0.908,83108.0,87648.0,2.254,1.135,101.96,127.377,108.635,123.949,61.407,99.199,112.311,80.046,4.365,1.526,48.207,55.223,60.631,114.48
