bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-difficulty_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-90,difficulty-btc-var-90,difficulty-btc-trx-90,difficulty-btc-rsi-90,difficulty-btc-roc-90,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-mom-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-30,mining_profitability-btc-roc-90,sentinusd-btc-wma-90,sentinusd-btc-std-14,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-ema-3,transactionfees-btc-ema-90,transactionfees-btc-wma-3,transactionfees-btc-std-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-30,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-ema-14,transactionvalue-btc-ema-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,transactionvalue-btc-std-14,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-30,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-7,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-30,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-7,top100cap-btc-sma-90,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90
2124493394,178.428,0.237,0.0178,390928788,239.458,20.743,300416311,269451127,215065576,119002632,355698648,315249788,278629492,229046319,144080164,364529315,321158753,293623980,247842619,162030538,163082232,359671827,6648953586730986.0,2.225,99.99,1151.0,3495012082173000.0,2843474337636800.0,2148311533787600.0,1161327768528600.0,3442948510649859.0,2869460893385859.0,1428887627075400.0,3543355543477100.0,3305579894807000.0,3052807957407672.0,2544198853579600.0,1604538030458428.0,1482314443383100.0,1708046902504074.0,5.4931402726552e+29,7.2935605528844e+29,3.028,2.387,254.01,306.55,341.211,723.21,253.212,283.614,367.001,884.562,239.706,285.768,297.406,318.083,519.192,102.148,746.491,-1363.0,139312.0,-1.681,-1.891,-0.805,39.707,-85.053,102246813,183572312,149904599,99577952,5617847204419646.0,2478942110493475.0,0.081,0.172,0.091,0.187,0.096,0.186,0.147,0.239,0.161,0.018,0.049,0.056,0.022,0.038,0.018,0.034,0.059,0.024,-0.028,-0.283,0.256,0.248,36.6,43.37,-70.839,-60.888,7.367,7.586,7.62,7.488,-0.092,2066418752,2111486629,1897985131,1645858536,2100826626,2055506607,1929120474,1742597478,1470748114,2084492657,2114233031,2012940804,1788900650,1534340300,579160978,536702112,685678098,1077598958,8.385685966836326e+16,7.201228917990733e+16,0.611,0.314,71.499,64.989,47.656,102.933,2397,1908,3140,2641,2091,2768,2116,3067.0,2489.0,1866.0,2350955,1549029,870543,0.055,73.319,58.759,75.874,65.883,-37.73,535.31,0.591,-0.023,0.784,0.697,0.873,0.913,0.824,0.796,0.85,0.843,0.743,0.853,0.354,0.034,0.031,0.691,-0.128,134053,128422,128080,130985,129184,129252,129780,131204,128502,130544,39313,386382714,-0.027,-0.067,52085,52292,53568,0.042,0.045,49735,49014,16923,71596350,0.098,0.037,20.14,20.015,20.102,19.933,19.945,20.735,20.355,20.121,19.966,19.854,0.921,1.326,0.151,0.104,0.212,-0.021,68.827,56.75,0.732
2239797312,188.042,0.115,0.0188,390928788,233.954,20.72,318015959,283854523,223135896,122998985,373313718,334169538,293602732,239490350,149505409,387995513,343786873,309821001,259188632,168006937,171686145,359671827,7369033095174030.0,2.243,99.99,1151.0,3646357934041764.0,2934679880856585.0,2224798544092140.0,1197460309240300.0,3492218520172100.0,2959064578227000.0,1475318416143900.0,3566593767237800.0,3397929883965900.0,3145876516348684.0,2634081240412336.0,1656849255978600.0,1524566520220500.0,1769240018936100.0,5.8107576864434e+29,7.8255256115123e+29,3.066,2.409,223.568,294.956,334.349,708.09,243.583,271.199,358.417,870.263,229.678,267.619,287.821,311.163,508.439,103.499,730.215,-1361.0,133304.0,-1.699,-1.892,-0.81,39.57,-85.33,102623511,183423686,148513456,99642277,5514061670940760.0,2482145832051688.0,0.092,0.16,0.092,0.151,0.096,0.158,0.147,0.314,0.165,0.018,0.04,0.056,0.021,0.033,0.018,0.026,0.058,0.026,-0.028,-0.7,0.19,0.245,37.011,43.584,-69.474,-59.583,7.37,7.597,7.633,7.502,-0.093,2141001203,2151893392,1947962284,1672215743,2170311969,2101579283,1970544052,1774674887,1487650294,2171181938,2146310702,2058515762,1827219280,1552725938,611981115,559893465,790716193,1171726582,9.363022125798144e+16,7.837017293868288e+16,0.65,0.318,73.859,66.35,54.567,109.705,2424,1910,3040,2625,2098,2768,2127,3041.0,2471.0,1868.0,2311993,1526697,872114,0.063,73.035,58.536,75.946,66.115,-20.07,522.91,0.602,-0.021,0.797,0.701,0.872,0.862,0.809,0.79,0.847,0.833,0.744,0.849,0.352,0.03,0.031,0.692,-0.129,133453,130011,128816,131381,130782,129660,129908,132158,128985,130645,38769,375766751,-0.024,-0.066,52369,52262,53509,0.041,0.045,49739,49068,16925,71617483,0.109,0.038,20.275,20.016,20.184,19.984,19.962,20.731,20.5,20.218,20.022,19.87,0.924,1.31,0.095,0.12,0.213,-0.016,68.117,56.507,0.462
2301291587,193.134,0.134,0.0193,390928788,245.587,20.719,335615607,298257918,231206215,126995339,382121253,348359350,306579539,249260571,154811417,390928788,362015080,324097570,270013980,173895504,179523491,359671827,8057170918907686.0,2.263,99.99,1151.0,3363918836741000.0,2990691988597328.0,2287184842929200.0,1229365279818500.0,3332487379393903.0,2987556799612200.0,1512624741912500.0,3329792919524764.0,3370853154532200.0,3177620030716600.0,2695239801349338.0,1700262353327500.0,1521448459744900.0,1806615296890672.0,5.78701353915e+29,8.1596470773984e+29,3.089,2.43,239.666,279.199,329.027,693.829,244.585,264.796,351.138,856.534,240.688,255.277,280.997,305.437,498.274,98.316,715.507,-1284.0,127988.0,-1.72,-1.893,-0.815,40.022,-83.939,107540784,197993885,162614574,110073318,6610874907195582.0,3029033806535577.0,0.106,0.162,0.092,0.142,0.097,0.145,0.147,0.384,0.168,0.019,0.03,0.056,0.02,0.03,0.019,0.021,0.057,0.027,-0.029,-1.108,0.116,0.241,37.235,43.698,-68.679,-59.764,7.387,7.612,7.663,7.533,-0.093,2221860764,2174646789,1998363593,1700555953,2235801778,2151507359,2014643724,1808650158,1505532521,2251327130,2183660251,2105626336,1867804819,1572176963,646183602,585836432,850206293,1198886599,1.043883118392274e+17,8.580108132071091e+16,0.69,0.323,75.001,67.041,58.591,108.752,2586,1964,3505,2877,2195,3033,2228,3471.0,2858.0,2103.0,3012362,2042350,1105601,0.074,73.293,58.621,77.663,66.614,7.629,527.392,0.617,-0.018,0.816,0.709,0.87,0.861,0.816,0.795,0.847,0.841,0.754,0.849,0.354,0.027,0.031,0.691,-0.13,135043,133214,129840,131610,134485,130688,130252,134236,130068,130957,38859,377511512,-0.019,-0.065,52661,52208,53422,0.038,0.045,49673,49147,16820,70729422,0.119,0.038,20.422,20.016,20.255,20.031,19.979,20.723,20.61,20.307,20.075,19.885,0.923,1.265,-0.025,0.134,0.213,-0.01,68.077,56.494,-0.119
2331103057,195.57,0.12,0.0196,390928788,270.194,20.753,353215256,310473253,239276535,130991693,386525020,359001710,317826105,258400456,160000810,390928788,375843375,336453686,280318662,179696239,186690836,359671827,8713367057931962.0,2.284,99.99,1151.0,3421449124058276.0,3058024631472901.0,2365161133367102.0,1265507911825255.0,3441294991629300.0,3062562906845834.0,1557404475142200.0,3422884803086700.0,3436386927953900.0,3252208112752200.0,2776718366570986.0,1751267569240600.0,1532536825244600.0,1859943484853654.0,5.8716728018267e+29,8.6484744171239e+29,3.105,2.449,249.912,265.937,324.142,680.836,257.389,266.145,345.916,843.647,255.952,253.025,278.628,301.641,488.964,98.587,703.233,-1169.0,123634.0,-1.726,-1.893,-0.82,40.989,-81.23,108274458,198106554,162158962,110266920,6573882205161618.0,3039698402023845.0,0.12,0.123,0.093,0.131,0.098,0.124,0.147,0.445,0.172,0.019,0.019,0.056,0.02,0.027,0.019,0.019,0.056,0.028,-0.028,-1.493,0.036,0.237,37.345,43.752,-68.213,-59.203,7.339,7.604,7.657,7.528,-0.093,2290730652,2182637062,2049583339,1729980109,2283452418,2196406284,2056838301,1842356796,1523676928,2305948276,2222774318,2149991598,1908485277,1591990417,677217055,611385580,882724678,1229678086,1.146557349756247e+17,9.344808192866534e+16,0.731,0.328,75.537,67.369,60.946,111.644,2613,1973,3435,2884,2213,3058,2251,3461.0,2858.0,2113.0,2994085,2041760,1116657,0.085,73.207,59.121,83.362,67.796,45.001,566.428,0.647,-0.015,0.795,0.709,0.867,0.798,0.788,0.783,0.842,0.813,0.748,0.843,0.355,0.029,0.032,0.692,-0.131,133588,133722,129541,131489,132005,130293,130127,133082,129727,130802,38879,377886279,-0.015,-0.064,52703,52121,53302,0.032,0.046,49628,49347,16701,69733527,0.133,0.039,20.574,20.017,20.322,20.078,19.996,20.736,20.693,20.392,20.128,19.901,0.926,1.299,0.088,0.147,0.214,-0.004,68.595,56.777,0.428
2333968406,195.73,0.101,0.0391,390928788,259.781,20.772,370814904,319273077,247346855,134988046,388726904,366983479,327573130,266950671,165076150,390928788,385271758,347181090,290102679,185409142,193262738,359671827,9337621512246868.0,2.305,99.99,1151.0,3573284536354900.0,3172699682257900.0,2452728576787200.0,1306739018059218.0,3719144879106772.0,3187153821477600.0,1611021844184900.0,3710657624349600.0,3591765984357000.0,3377404130767060.0,2881997955810800.0,1811300247367139.2,1594049569263100.0,1934312814460700.0,6.3524850731698e+29,9.3539151604672e+29,3.125,2.47,258.521,253.078,318.65,665.819,258.585,264.554,340.358,830.815,260.886,251.486,274.932,297.489,479.71,96.953,680.465,-1352.0,115758.0,-1.723,-1.892,-0.825,40.702,-83.878,108755127,197383792,162221378,110327024,6578943877662972.0,3043013043028329.0,0.132,0.118,0.093,0.116,0.098,0.113,0.147,0.492,0.176,0.026,0.021,0.055,0.029,0.03,0.029,0.024,0.056,0.028,-0.009,-1.772,-0.038,0.232,45.314,47.88,-36.541,-18.015,7.31,7.597,7.639,7.511,-0.094,2322121017,2200773802,2098847975,1759356091,2308710412,2230796814,2093788982,1874073674,1541485532,2327567153,2260607154,2187909607,1947452264,1611566558,702537787,634810681,881279475,1236486361,1.2338983548917862e+17,1.007461500952023e+17,0.772,0.333,75.589,67.401,60.665,112.666,2612,1980,3288,2848,2215,3040,2259,3477.0,2858.0,2114.0,3021806,2041962,1117040,0.095,72.269,58.971,80.218,67.62,-13.473,564.191,0.662,-0.012,0.774,0.7,0.867,0.74,0.758,0.769,0.836,0.783,0.739,0.837,0.356,0.032,0.032,0.692,-0.132,130210,133858,129399,131662,132817,130613,130240,133287,130096,130885,38805,376452743,-0.01,-0.063,52735,52249,53396,0.03,0.046,49634,49554,16715,69848185,0.148,0.039,20.735,20.018,20.382,20.123,20.013,20.757,20.743,20.47,20.179,19.918,0.929,1.285,0.097,0.158,0.216,0.003,68.88,56.931,0.469
2360529259,197.87,0.153,0.0198,390928788,269.423,20.807,388414552,328072901,255417174,138952317,389827846,372969806,336020551,274949259,170039944,390928788,390300229,356735185,299366029,191034213,199366527,356784389,9936752977783192.0,2.325,99.99,1045.0,3797266830175600.0,3279959074104428.0,2536895679227600.0,1345894795629500.0,3781923999592312.0,3274827061290983.0,1660113740358400.0,3846366916211100.0,3669142536330800.0,3467004589143053.0,2971802765055355.0,1867079678180700.0,1612399826527600.0,1994617270864400.0,6.4995830014654e+29,9.9462451430768e+29,3.139,2.489,266.466,245.098,313.915,654.681,264.004,265.771,335.782,818.477,266.337,255.573,272.375,294.313,470.998,97.317,673.2,-1002.0,113300.0,-1.706,-1.89,-0.83,41.097,-78.816,108997686,198982869,162417556,110099848,6594865609751724.0,3030494111579816.0,0.145,0.125,0.094,0.135,0.099,0.13,0.147,0.541,0.18,0.026,0.022,0.055,0.025,0.028,0.026,0.023,0.055,0.029,-0.028,-2.044,-0.117,0.226,40.1,44.609,-64.91,-58.505,7.289,7.579,7.623,7.496,-0.094,2341866907,2249985131,2145717722,1793758890,2334619835,2263229925,2129354352,1905457906,1559486493,2346771274,2300546018,2222800444,1986237630,1631424503,715720015,657802371,1032083960,1264008762,1.2806378513445427e+17,1.0817598980597272e+17,0.813,0.338,76.077,67.694,77.691,115.275,2633,1996,3224,2846,2228,3053,2277,3440.0,2854.0,2117.0,2958513,2036988,1120740,0.105,74.319,60.12,89.807,69.477,103.391,658.143,0.706,-0.008,0.765,0.694,0.867,0.723,0.747,0.763,0.833,0.769,0.737,0.832,0.352,0.032,0.031,0.692,-0.133,127226,131224,127544,131450,126174,129041,129713,129605,128602,130326,39148,383140030,-0.012,-0.063,52182,52094,53208,0.024,0.046,49753,49667,16706,69775690,0.162,0.04,20.751,20.02,20.438,20.167,20.03,20.786,20.761,20.543,20.229,19.935,0.936,1.133,0.21,0.172,0.219,0.009,69.41,57.217,1.021
2382205380,199.6,0.12,0.02,390928788,243.077,20.786,390928788,336872725,263487494,142880495,390378317,377459552,343341649,282431810,174894644,390928788,390928788,365115970,308108714,196572158,205057912,353536022,1.0512186831814492e+16,2.345,99.99,945.466,4002589156572792.0,3373911932422471.0,2625968039422030.0,1388679156097400.0,3973996791324311.0,3393659397526400.0,1715189692945200.0,4030768292651500.0,3799815984549635.0,3585152657003300.0,3076910758850800.0,1929061541640666.0,1666417215273798.0,2068204658271600.0,6.9423658384022e+29,1.0693676271241e+30,3.155,2.509,257.427,251.639,309.884,642.375,253.541,260.098,329.801,805.83,254.643,255.067,266.565,289.743,461.951,99.32,662.266,-1108.0,109649.0,-1.695,-1.888,-0.835,40.337,-82.003,109003454,202505673,162279568,109591882,6583664525830444.0,3002595124251414.0,0.156,0.125,0.095,0.128,0.1,0.128,0.147,0.582,0.184,0.026,0.022,0.055,0.022,0.026,0.023,0.023,0.054,0.03,-0.027,-2.301,-0.197,0.22,40.163,44.643,-63.209,-57.779,7.286,7.569,7.612,7.486,-0.094,2358901015,2296198342,2185474439,1830544735,2358412607,2292973789,2163067823,1936215807,1577568227,2366940510,2333601080,2254332132,2024201919,1651450175,719465462,679880102,1103575348,1294716625,1.2940763781232896e+17,1.1555923834260352e+17,0.852,0.344,76.474,67.931,86.309,119.056,2687,2020,3234,2875,2252,3096,2306,3423.0,2842.0,2126.0,2929261,2019153,1130387,0.116,75.662,60.771,91.523,70.207,58.598,674.985,0.75,-0.004,0.752,0.685,0.865,0.659,0.709,0.743,0.824,0.729,0.722,0.823,0.361,0.038,0.033,0.694,-0.135,124193,129486,126223,131365,121027,127528,129182,126187,127186,129758,39340,386907259,-0.017,-0.062,51503,51805,52883,0.012,0.046,49839,49639,16601,68897262,0.172,0.041,20.757,20.023,20.485,20.207,20.047,20.791,20.77,20.605,20.276,19.952,0.942,0.917,0.197,0.188,0.222,0.015,68.682,56.987,0.955
2418551851,202.56,0.232,0.0203,390928788,254.811,20.834,390928788,345672549,271557813,146808673,390653552,380826861,349686601,289431615,179642647,390928788,390928788,372323445,316330733,202023769,210302254,353536022,1.1056759520784256e+16,2.364,99.99,945.466,3952996953092812.0,3451782357817736.0,2707595534156500.0,1427506711614000.0,3911107473734295.0,3454267232008749.0,1762069439389102.0,3953582792437208.0,3845812431306919.0,3648393486832900.0,3155765605090898.0,1983117343839500.0,1657975306183800.0,2119597797819643.2,6.8722052897884e+29,1.1231737061305e+30,3.161,2.528,255.77,253.833,305.764,630.955,254.176,258.776,324.963,793.72,253.335,255.86,262.889,286.19,453.434,100.299,653.094,-1028.0,106633.0,-1.677,-1.885,-0.84,40.841,-80.133,109008362,203469474,161964814,109509651,6558150247475722.0,2998090890600896.0,0.167,0.168,0.097,0.18,0.102,0.182,0.15,0.649,0.19,0.02,0.022,0.055,0.021,0.024,0.02,0.023,0.053,0.031,-0.027,-2.537,-0.279,0.213,40.276,44.702,-65.384,-57.561,7.269,7.568,7.61,7.484,-0.095,2387095496,2338206693,2224846661,1865173069,2388482229,2324368304,2197132360,1967334262,1596051383,2396765928,2364189457,2285409120,2062137862,1671958501,729268904,702436591,1038850042,1320180949,1.3295828374712525e+17,1.233542911664732e+17,0.89,0.35,77.132,68.327,75.295,120.194,2738,2040,3249,2905,2276,3138,2335,3362.0,2833.0,2142.0,2824946,2005872,1147486,0.126,77.555,61.259,95.353,71.307,43.931,711.37,0.8,0.001,0.772,0.695,0.868,0.706,0.728,0.75,0.825,0.742,0.733,0.823,0.362,0.036,0.033,0.693,-0.136,122397,128225,125353,131167,116759,126007,128628,122782,125749,129156,39708,394179540,-0.027,-0.062,50969,51453,52488,-0.006,0.046,49774,49628,16563,68586673,0.179,0.042,20.77,20.026,20.531,20.247,20.064,20.814,20.789,20.664,20.324,19.97,0.952,0.984,0.306,0.203,0.226,0.022,69.443,57.384,1.491
2553856856,213.806,0.244,0.0214,390928788,273.107,21.31,390928788,354472373,279628133,150736851,390791170,383352342,355185559,295979819,184286298,390928788,390928788,378357610,324032086,207389046,215132248,353536022,1.1570471044692496e+16,2.381,99.99,945.466,3957111961873000.0,3528809622086712.0,2787423912647000.0,1466583218670200.0,3884077810076389.0,3507971353930047.0,1808112927455700.0,3905608389100041.5,3877205432267343.0,3702428925313000.0,3229923838140100.0,2036513858890146.0,1640961590008400.0,2167113391065100.0,6.7318873497076e+29,1.1740951124334e+30,3.158,2.545,256.998,259.426,299.906,618.824,263.641,262.359,321.617,782.278,262.003,260.679,261.945,284.083,445.569,98.437,638.511,-1092.0,101924.0,-1.639,-1.881,-0.845,41.636,-79.99,110857673,203532249,160148436,110764822,6411880370930504.0,3067211421643330.0,0.178,0.199,0.099,0.212,0.106,0.22,0.153,0.737,0.197,0.021,0.023,0.054,0.021,0.024,0.021,0.022,0.053,0.031,-0.027,-2.743,-0.36,0.206,40.713,44.928,-64.16,-55.867,7.296,7.566,7.605,7.48,-0.095,2451538029,2383072342,2267482867,1903398093,2471169542,2381740442,2244695626,2005174429,1617102053,2480146608,2418101998,2329277146,2106569074,1695118175,749166112,731550957,1146750722,1438551425,1.4031246596464845e+17,1.337917007024471e+17,0.928,0.357,79.357,69.732,81.497,128.983,2859,2078,3456,3027,2331,3271,2395,3399.0,2864.0,2214.0,2888628,2051034,1225318,0.137,82.556,62.875,108.942,74.075,145.42,913.315,0.888,0.008,0.796,0.715,0.87,0.794,0.772,0.77,0.83,0.78,0.756,0.827,0.375,0.041,0.035,0.693,-0.137,120178,126816,126145,131103,117582,125622,128439,121693,125407,128911,39761,395233779,-0.037,-0.062,50971,51318,52308,-0.026,0.045,49885,49950,16819,70720598,0.191,0.043,20.854,20.034,20.635,20.316,20.092,21.064,20.924,20.778,20.4,19.998,0.983,1.445,0.752,0.245,0.242,0.029,75.522,60.984,3.657
2765169890,231.403,0.213,0.0231,412308267,276.38,21.381,393982999,364799303,287900770,154902579,401549719,390591324,362801920,303484880,189297770,401618527,396273658,386069063,332592095,213137868,220640816,374915501,1.2170592469077992e+16,2.398,99.991,1003.0,3795650031188740.0,3568613767028296.0,2852913056567800.0,1503590800452600.0,3782880800539924.0,3531133012206502.0,1849290309072100.0,3767894303665300.0,3853487358062437.0,3722812147835211.0,3287618023840500.0,2085197387952400.0,1621559367531652.0,2203103340884000.0,6.5736369560741e+29,1.2134160826535e+30,3.142,2.56,268.099,263.825,298.352,607.462,270.011,265.864,318.699,771.159,271.694,264.917,261.837,282.565,438.042,88.269,625.965,-1023.0,97958.0,-1.584,-1.875,-0.85,41.781,-78.723,113461168,204502454,159502577,113386730,6360268021874680.0,3214137607947172.0,0.19,0.23,0.101,0.212,0.108,0.226,0.154,0.833,0.205,0.022,0.023,0.054,0.022,0.023,0.022,0.022,0.052,0.032,-0.026,-2.913,-0.439,0.198,41.408,45.281,-61.228,-52.479,7.312,7.572,7.62,7.496,-0.095,2579192865,2449340671,2311993730,1948622693,2618169716,2477597804,2314092194,2054206394,1642334313,2636962539,2513626385,2395635416,2162167255,1722570797,787034531,772176770,1356737981,1643669473,1.5485583842162074e+17,1.4906424097035213e+17,0.969,0.364,82.161,71.713,96.33,146.56,2988,2119,3668,3158,2391,3412,2461,3464.0,2897.0,2294.0,2999690,2098104,1316136,0.15,88.834,64.903,125.267,77.532,182.528,1223.0,1.017,0.018,0.825,0.736,0.874,0.865,0.813,0.79,0.836,0.818,0.78,0.832,0.384,0.044,0.037,0.693,-0.138,121755,128399,127605,131341,127344,127623,129059,125668,127374,129472,40111,402230290,-0.039,-0.061,51263,51320,52263,-0.042,0.044,50113,50531,17669,78044241,0.214,0.044,20.949,20.043,20.735,20.384,20.12,21.266,21.056,20.887,20.478,20.028,1.016,1.553,0.787,0.287,0.258,0.036,76.26,61.481,3.819
2967969999,248.284,0.659,0.0248,510929738,250.637,21.43,411125992,382170624,298622386,160164101,456239728,420675927,382552296,316868420,196366605,458055756,425510342,405553121,346981060,220962641,231498364,473536972,1.3397873099204864e+16,2.416,99.993,1266.0,3906580803741408.0,3657434130277793.0,2941938924424600.0,1546074368100600.0,3981945637171104.0,3617783340419273.0,1900536906099200.0,3960574524972000.0,3936424970543388.0,3804465042071743.0,3373301728178200.0,2144041776377700.0,1610142833869609.0,2259793877285200.0,6.4813998636541e+29,1.2766670919539e+30,3.125,2.574,266.708,261.031,296.255,594.82,260.324,262.057,314.308,759.719,262.963,261.62,259.053,279.487,430.2,72.563,608.065,-1138.0,92436.0,-1.534,-1.868,-0.855,40.954,-81.949,115607994,204605036,159226283,114979655,6338252308963376.0,3305080264742796.0,0.202,0.372,0.107,0.436,0.12,0.441,0.194,1.058,0.22,0.023,0.024,0.054,0.024,0.024,0.024,0.023,0.051,0.032,-0.023,-3.042,-0.515,0.191,42.081,45.619,-58.759,-48.237,7.299,7.592,7.646,7.524,-0.095,2762332248,2540321663,2361479362,2000180683,2793069858,2600190853,2401275902,2113158885,1671469163,2831351106,2643283717,2483098919,2227931597,1754079179,842761695,823227311,1546739697,1862818946,1.7756181869100237e+17,1.6942580135305165e+17,1.016,0.371,84.28,73.403,108.831,168.558,3065,2152,3735,3223,2430,3489,2506,3469.0,2896.0,2326.0,3008372,2096980,1352140,0.163,93.67,66.901,137.539,80.604,179.769,1468.0,1.171,0.029,1.013,0.823,0.902,1.514,1.166,0.962,0.893,1.169,0.955,0.889,1.052,0.505,0.276,0.767,-0.135,130402,131995,128924,131993,141782,131331,130290,133227,131083,130654,41648,433638328,-0.029,-0.06,51612,51398,52296,-0.053,0.044,50357,51094,18452,85122537,0.245,0.046,21.046,20.052,20.827,20.452,20.149,21.394,21.176,20.986,20.556,20.058,1.05,1.611,0.811,0.327,0.276,0.044,76.752,61.814,3.932
