Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-difficulty_raw,bitcoin-mining_profitability_raw,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-7,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-mom-30,difficulty-btc-var-30,difficulty-btc-var-90,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-roc-30,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-ema-3,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-var-30,hashrate-btc-trx-7,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-std-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-30,mining_profitability-btc-roc-90,sentinusd-btc-sma-30,sentinusd-btc-sma-90,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-90,sentinusd-btc-trx-90,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-ema-90,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-wma-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-7,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-14,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-30,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-14,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-7,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-std-14,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-90,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-3,mediantransactionvalue-btc-sma-7,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-3,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-7,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-30,fee_to_reward-btc-var-30,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-14,size-btc-sma-90,size-btc-ema-90,size-btc-wma-90,size-btc-std-30,size-btc-std-90,size-btc-var-14,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-14,transactions-btc-sma-90,transactions-btc-ema-90,transactions-btc-std-14,transactions-btc-std-30,transactions-btc-var-30,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-30,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-3,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-7,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-std-90,activeaddresses-btc-var-30,activeaddresses-btc-var-90,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-30,price-btc-wma-90,price-btc-std-30,price-btc-std-90,price-btc-mom-14,price-btc-mom-90,price-btc-var-30,price-btc-var-90,price-btc-trx-7,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-14,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-14,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_30d,bitcoin-price_raw_90d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2013-04-01,1039517192,94.715,0.0474,6695826,7220.0,6695826,5956136,5182950,3906368,6526779,5385392,4296620,6695826,6368099,5652157,4430808,1899346,2161986,2327950,901878886924.0,1168545930405.0,1.93,1.046,0.271,53.297,53495262808157.0,44956251399826.0,60545619812057.0,53347760970783.0,46935502677847.0,35799562131248.0,60620238288447.0,57669081336507.0,49808994690260.0,37564285480092.0,22738053510663.0,3.3007362644153e+25,9.2668416192271e+25,1.91,1.373,0.372,6932.0,6562.0,6279.0,5449.0,3913.0,6990.0,6648.0,6242.0,5603.0,4403.0,7035.0,6806.0,6442.0,5894.0,4650.0,2048.0,2778.0,1929846.0,1.215,0.091,59.099,221.516,91370923,50015639,97859408,62957053,99974157,83568369,1745918089683000.0,0.276,0.045,0.067,2.712,1.218,55.785,624.061,0.045,0.017,0.045,0.032,0.021,0.046,0.034,0.023,0.023,0.041,4.009,2.482,1.11,74.007,68.162,65.414,104.747,185.993,606.456,8.4,8.368,8.93,-0.057,991852178,931090321,806312686,616948319,352418998,997954603,929243159,824742386,428855865,1005258635,966815475,881124856,725365498,468618640,409268958,455860515,534757265,680338013,897213385,4.187527004296205e+16,5.195220233693293e+16,3.675,2.586,1.097,95.218,93.977,91.946,37.332,189.415,630.491,1883,1039,1325.0,1697.0,438600,719749,3.059,-0.116,54.192,59.708,54.928,41.397,26.683,58.86,53.027,44.502,31.061,58.068,55.935,48.928,32.651,31.265,28.818,76.139,244.368,207.617,2.119,0.207,1.301,1.154,1.279,1.237,1.06,1.189,1.215,1.157,1.037,1.22,1.205,1.188,1.245,1.147,0.329,0.05,0.742,149845,154528,149099,156022,61285,50776,673384639,938951276,644540075,-0.019,0.334,52906,52541,51153,11454,17233,74247499,0.092,0.394,48248,39879,44836,39824,45856,10848,29422322,0.406,0.253,19.921,19.499,19.396,19.545,19.501,19.922,19.568,19.428,0.367,0.694,0.426,0.034,0.026,0.191,0.063,0.011,-0.057,64764,57136,18183,106005219,82659141,1.219,0.538,0.27,90.406,84.929,73.635,56.481,32.485,90.961,84.752,75.294,61.215,39.444,91.616,88.156,66.298,43.032,37.068,41.348,48.455,81.308,343.518,427.406,4.395,3.629,2.538,1.025,95.075,93.774,91.45,104.747,185.993,606.456,107.749,124.662,89.829,1,1,1,0
2013-04-02,1183101461,107.749,0.0539,6695826,7990.0,6695826,6088148,5260549,3947659,6569041,5469936,4349349,6695826,6466725,5749761,4492115,1949365,2230475,2327950,950005633515.0,1243754847226.0,1.948,1.085,0.279,53.297,54665535479792.0,45919538052526.0,61195608357035.0,54480805761613.0,47897444240696.0,36372002455880.0,61849081751860.0,59321581487439.0,50898629883949.0,38225151777783.0,23513282442924.0,3.2008626332648e+25,9.6441421949099e+25,2.016,1.406,0.384,7394.0,6924.0,6503.0,5582.0,3977.0,7490.0,6984.0,6475.0,5757.0,4482.0,7564.0,7164.0,6670.0,6058.0,4740.0,2170.0,2884.0,2079147.0,1.241,0.104,61.39,257.863,99082516,52609580,108146320,67228470,113391979,94000481,2209022600061440.8,0.312,0.047,0.094,2.777,1.251,58.315,869.772,0.049,0.017,0.05,0.033,0.021,0.05,0.036,0.023,0.024,0.047,4.233,2.534,1.139,78.528,71.179,67.414,109.704,231.964,716.218,8.367,8.341,8.909,-0.059,1066526516,987933018,850756175,644647072,364007125,1090528032,992707735,872523596,445432691,1100883277,1029818260,931363359,761891508,486875397,444769123,485734098,622208836,830962611,1042931435,4.945489328610125e+16,5.898440351722694e+16,3.792,2.665,1.129,96.519,95.152,93.08,50.675,235.976,744.047,2012,1081,1673.0,1835.0,699432,841849,3.125,-0.089,70.337,63.554,57.343,44.077,27.577,76.908,58.618,47.757,32.466,66.879,61.272,52.383,34.151,35.145,32.06,181.992,308.786,256.962,2.21,0.23,1.322,1.163,1.286,1.243,1.199,1.209,1.223,1.161,1.138,1.229,1.229,1.192,1.248,1.145,0.328,0.038,0.733,152916,155210,149678,156482,61721,50230,689152619,952368214,630754328,-0.015,0.331,54132,52806,51415,11873,17526,76789294,0.086,0.392,49382,40218,45961,40318,47069,11689,34157477,0.432,0.256,19.944,19.522,19.401,19.576,19.513,19.974,19.602,19.442,0.408,0.677,0.427,0.042,0.03,0.209,0.074,0.014,-0.056,66291,57678,19348,116511566,93587018,1.27,0.569,0.274,97.171,90.078,77.661,58.991,33.536,99.355,90.501,79.621,64.217,40.945,100.288,93.861,69.605,44.686,40.279,44.05,56.367,94.548,405.594,485.111,4.543,3.745,2.617,1.057,96.416,94.987,92.645,109.704,231.964,716.218,120.003,111.049,85.608,1,1,1,0
2013-04-03,1318189886,120.003,0.06,6695826,8852.0,6695826,6220161,5338147,3988950,6600737,5549026,4400920,6695826,6547748,5842360,4552514,1986041,2293952,2327950,986089374520.0,1315553871298.0,1.943,1.122,0.288,53.297,55777688549531.0,46674364484225.0,60732987952966.0,55252747333251.0,48695697357354.0,36897241249133.0,61667401430421.0,60165619495677.0,51824489851457.0,38841863840867.0,24166298674113.0,2.5922221956753e+25,1.004435415887e+26,1.991,1.435,0.396,8021.0,7363.0,6645.0,5743.0,4050.0,8171.0,7451.0,6792.0,5957.0,4578.0,8293.0,7645.0,6984.0,6269.0,4847.0,2388.0,3037.0,2305788.0,1.276,0.117,63.741,288.861,106494613,55179282,117439750,71293657,122981011,102642361,2633863588145095.0,0.353,0.052,0.121,2.871,1.288,60.746,1028.0,0.054,0.018,0.055,0.035,0.022,0.056,0.037,0.024,0.025,0.053,4.66,2.599,1.17,81.743,73.612,69.112,107.789,79.898,808.284,8.373,8.334,8.894,-0.061,1180269513,1052246046,899864027,676520635,377094375,1204358959,1074078272,931945768,464614168,1226714962,1112382477,993687854,805345883,507846447,493549055,522966667,687509928,956206879,1177852524,6.089766752797075e+16,6.837353381290434e+16,3.958,2.756,1.163,97.272,95.925,93.897,51.865,264.158,839.301,2144,1125,1939.0,1965.0,940396,964945,3.214,-0.059,87.492,69.235,60.546,46.873,28.497,89.721,64.473,51.291,34.005,76.624,67.298,56.154,35.799,39.665,35.657,317.592,393.331,317.859,2.327,0.256,1.292,1.227,1.299,1.25,1.398,1.26,1.247,1.17,1.389,1.297,1.287,1.212,1.255,1.151,0.331,0.036,0.725,158643,156056,150437,157119,62497,49584,555653079,976467593,614641815,-0.006,0.329,55396,53046,51687,11938,17519,76727861,0.084,0.391,51276,40562,47459,40952,48661,13162,43309807,0.468,0.26,19.991,19.542,19.405,19.602,19.523,19.995,19.632,19.454,0.437,0.592,0.366,0.048,0.033,0.216,0.085,0.017,-0.056,68078,58298,21903,163523465,119931071,1.403,0.611,0.279,107.489,95.902,82.108,61.879,34.722,109.679,97.877,85.006,67.816,42.682,111.703,101.342,73.541,46.586,44.695,47.421,62.25,106.79,499.422,562.186,4.91,3.911,2.707,1.09,97.19,95.785,93.508,107.789,259.795,808.284,123.562,102.694,83.204,1,1,0,0
2013-04-04,1357824968,123.562,0.0618,6695826,8777.0,6695826,6352174,5415745,4030241,6624509,5623013,4451358,6695826,6611170,5929952,4612006,2010105,2352822,2327950,1010130109937.0,1383943002621.0,1.917,1.154,0.296,53.297,55963936181944.0,47372797279589.0,58002721546526.0,55255375040829.0,49120004311079.0,37301092103880.0,58033949570014.0,59239759066545.0,52379205377642.0,39339807259569.0,24532541967280.0,2.5213702195409e+25,9.7331859112988e+25,1.734,1.456,0.407,8540.0,7555.0,6794.0,5910.0,4122.0,8474.0,7782.0,7057.0,6139.0,4670.0,8671.0,7999.0,7268.0,6465.0,4951.0,2510.0,3171.0,2513253.0,1.316,0.132,63.395,288.561,111795343,57367531,124473962,74704127,129336259,108586735,2947769732649600.0,0.396,0.056,0.131,2.985,1.328,61.387,1244.0,0.059,0.019,0.058,0.036,0.023,0.06,0.039,0.025,0.027,0.055,5.036,2.674,1.203,82.56,74.264,69.578,93.098,237.355,834.762,8.339,8.399,8.904,-0.063,1286372105,1111986416,946913769,708525651,390620653,1281091963,1145014946,988729661,484245175,1315492689,1188777207,1054749313,849301001,529400965,539459089,559483423,658696391,960150478,1217365028,7.27540271846002e+16,7.825542515096218e+16,4.134,2.854,1.2,97.446,96.113,94.103,44.504,241.441,866.699,2244,1165,2083.0,2068.0,1085025,1069102,3.307,-0.027,106.934,78.292,65.817,50.029,29.741,106.517,72.319,55.938,35.968,90.144,75.667,61.086,37.883,47.626,40.642,562.561,567.056,412.95,2.481,0.285,1.382,1.3,1.315,1.261,1.673,1.352,1.292,1.187,1.729,1.461,1.383,1.254,1.271,1.173,0.344,0.049,0.717,165396,156943,152000,158559,65394,51353,721463920,1069093010,659287348,0.013,0.327,56210,53249,52017,13290,18049,81439397,0.089,0.389,53186,40971,49026,41629,50349,14643,53607673,0.514,0.264,20.0,19.564,19.41,19.627,19.534,19.995,19.661,19.467,0.459,0.659,0.45,0.053,0.037,0.214,0.094,0.02,-0.055,69795,58982,24213,212292466,146568407,1.58,0.663,0.284,117.104,101.303,86.363,64.777,35.948,116.62,104.298,90.146,71.413,44.46,119.74,108.257,77.521,48.539,48.85,50.724,59.572,110.343,596.59,643.239,5.235,4.087,2.805,1.126,97.368,95.977,93.724,93.098,237.355,834.762,128.664,105.04,81.424,1,0,0,0
2013-04-05,1414392012,128.664,0.0643,7005058,9950.0,6740002,6506275,5503651,4074968,6719647,5712177,4507483,6850442,6698222,6032489,4677386,2049389,2423226,2637182,1049998827349.0,1468006625051.0,1.888,1.184,0.305,60.377,55757270220747.0,47974562797815.0,54909088146090.0,54796719001473.0,49293904339116.0,37620089085017.0,54376940344342.0,57385663183689.0,52665828439969.0,39753796023936.0,24746657364734.0,2.6287739709724e+25,9.1452961351038e+25,1.299,1.468,0.419,9193.0,8052.0,7008.0,6087.0,4210.0,9212.0,8324.0,7443.0,6385.0,4786.0,9376.0,8598.0,7689.0,6726.0,5079.0,2853.0,3368.0,2836428.0,1.368,0.147,66.363,379.844,116695551,59595584,131112830,78059562,135208527,114080731,3253603293525400.0,0.441,0.059,0.11,3.093,1.37,58.864,1049.0,0.062,0.019,0.061,0.038,0.024,0.063,0.041,0.026,0.028,0.058,5.295,2.755,1.237,83.687,75.175,70.229,95.718,229.992,876.762,8.334,8.446,8.909,-0.065,1363468955,1178437837,996612312,741556324,404780326,1347741988,1212359213,1045484641,504687962,1379502643,1264378606,1117079745,894840766,551901435,585022130,596666721,695779610,990920185,1274370485,8.556272309817466e+16,8.90027940952962e+16,4.304,2.957,1.238,97.675,96.361,94.378,49.004,233.999,910.125,2341,1205,2108.0,2170.0,1110469,1177635,3.4,0.006,117.01,86.938,70.974,53.308,30.977,115.85,79.367,60.405,37.929,101.867,83.582,65.935,39.98,53.912,45.16,775.935,726.635,509.864,2.658,0.317,1.389,1.319,1.232,1.267,1.552,1.363,1.301,1.193,1.631,1.474,1.4,1.261,1.274,0.672,0.113,0.063,0.71,169640,157741,152837,159287,65074,51155,660679155,1058645352,654198460,0.034,0.326,56271,53491,52220,13374,17976,80782038,0.095,0.388,54514,41318,50335,42237,51813,15788,62312782,0.564,0.269,19.937,19.578,19.413,19.64,19.54,19.911,19.678,19.477,0.464,0.443,0.29,0.054,0.038,0.193,0.1,0.023,-0.054,70824,59500,25666,241699636,164680970,1.735,0.716,0.29,124.076,107.314,90.858,67.766,37.231,122.642,110.389,95.282,75.106,46.311,125.52,115.097,81.643,50.576,52.973,54.087,62.924,115.491,701.54,731.342,5.452,4.257,2.907,1.164,97.602,96.233,94.013,95.718,229.992,876.762,134.114,113.464,78.461,1,0,0,0
2013-04-06,1474827634,134.114,0.0671,7673000,8923.0,6879599,6708086,5613822,4127116,6957985,5838682,4577055,7287490,6853785,6172446,4756464,2146374,2526499,3305124,1151730788639.0,1595799220682.0,1.885,1.216,0.314,75.669,56432105022907.0,48957293289103.0,58368651448253.0,55734251767998.0,50102569526942.0,38152135802938.0,57398001480444.0,58293873861928.0,53559612436911.0,40380708754402.0,25312859842570.0,2.7650478857832e+25,8.8743237956317e+25,1.134,1.479,0.431,9217.0,8384.0,7170.0,6217.0,4283.0,9068.0,8474.0,7640.0,6548.0,4877.0,9241.0,8816.0,7944.0,6909.0,5183.0,2999.0,3486.0,3037954.0,1.419,0.163,61.824,285.864,120066807,61196359,132822859,79808105,134073592,115485795,3334242195953900.0,0.486,0.06,0.087,3.173,1.411,56.7,626.386,0.064,0.02,0.064,0.04,0.025,0.065,0.043,0.027,0.03,0.06,5.433,2.84,1.274,84.815,76.109,70.901,110.817,235.372,922.051,8.328,8.471,8.907,-0.066,1415681538,1252116292,1052259702,776234498,419616955,1411284811,1277976318,1102730374,526009713,1435181982,1338476055,1180841788,942148593,575418958,629729766,634738238,779063458,1040345240,1335296658,9.913989447586125e+16,1.0072315767911875e+17,4.456,3.062,1.278,97.892,96.601,94.647,53.775,239.445,956.989,2423,1239,1987.0,2215.0,987019,1226309,3.465,0.04,112.888,93.173,74.44,55.459,31.783,103.008,80.807,62.325,39.077,102.674,86.141,68.313,41.281,54.471,46.74,728.799,741.764,546.156,2.811,0.35,1.315,1.318,1.213,1.267,1.25,1.307,1.278,1.187,1.276,1.363,1.351,1.243,1.267,0.671,0.113,0.068,0.702,172024,158385,152963,159305,62919,49700,522608121,989697975,617523242,0.052,0.324,56190,53699,52205,13473,17461,76225007,0.098,0.386,55165,41563,50446,42453,52114,15763,62117197,0.607,0.274,19.885,19.593,19.416,19.653,19.547,19.859,19.695,19.486,0.467,0.444,0.23,0.055,0.04,0.164,0.103,0.026,-0.053,71381,59954,25872,245738742,167334419,1.799,0.762,0.296,128.78,113.979,95.893,70.904,38.576,128.378,116.32,100.46,78.913,48.24,130.538,121.797,85.923,52.706,57.016,57.528,70.497,120.991,812.71,827.367,5.555,4.409,3.011,1.203,97.825,96.479,94.297,110.817,235.372,922.051,142.08,113.005,73.017,1,0,0,0
2013-04-07,1563013110,142.08,0.071,7673000,9411.0,7019195,6857511,5723993,4179265,7136739,5957025,4645098,7561676,6982440,6305297,4834395,2217375,2621567,3305124,1229187540768.0,1718152888140.0,1.89,1.248,0.324,75.669,56606848019815.0,49888014119461.0,60539333048057.0,56664353485313.0,50915953083130.0,38691869403926.0,60600321365015.0,59289674782452.0,54446884782637.0,41016974443350.0,25919505474601.0,2.9386493617664e+25,8.7489647255807e+25,1.11,1.489,0.443,9428.0,8732.0,7477.0,6370.0,4360.0,9240.0,8709.0,7876.0,6733.0,4977.0,9339.0,9073.0,8243.0,7115.0,5295.0,3162.0,3626.0,3286874.0,1.472,0.179,63.066,284.158,122750551,62405013,132461825,80850275,131287264,115946907,3360921285754477.0,0.53,0.062,0.109,3.244,1.452,58.303,925.944,0.067,0.021,0.068,0.042,0.026,0.069,0.046,0.028,0.032,0.064,5.511,2.93,1.312,86.307,77.395,71.841,119.363,244.103,979.512,8.321,8.491,8.904,-0.068,1484077585,1335838037,1113279831,813375690,435428226,1487148960,1349235516,1164101405,548800997,1508847768,1416200260,1248942242,992908503,600548544,677702511,675664378,854281803,1114235739,1423014406,1.148201734889614e+17,1.1413058805451376e+17,4.595,3.168,1.321,98.162,96.909,95.001,59.987,248.283,1016.0,2475,1261,1741.0,2223.0,757413,1235699,3.48,0.073,93.214,95.062,76.177,56.682,32.319,83.651,78.605,62.452,39.631,95.455,84.789,68.883,41.996,53.553,47.111,648.241,716.987,554.859,2.913,0.383,1.347,1.349,1.217,1.272,1.276,1.307,1.28,1.19,1.206,1.36,1.349,1.249,1.268,0.672,0.113,0.072,0.695,177415,159496,154115,160339,65397,49383,446653947,1069205906,609668881,0.074,0.323,57063,53957,52451,13637,17759,78845320,0.104,0.384,55315,41727,50513,42652,52363,15865,62923228,0.64,0.278,19.811,19.602,19.418,19.66,19.551,19.8,19.706,19.494,0.47,0.261,0.141,0.055,0.041,0.129,0.103,0.028,-0.052,72398,60321,26457,245649879,174998891,1.813,0.803,0.302,134.952,121.555,101.415,74.263,40.008,135.229,122.76,106.009,82.989,50.303,137.188,128.822,90.515,54.981,61.353,61.227,77.31,128.918,941.058,937.173,5.606,4.547,3.117,1.245,98.103,96.797,94.67,119.363,244.103,979.512,163.561,110.375,66.0,1,0,0,0
2013-04-08,1799989332,163.561,0.0818,7673000,10124.0,7158791,6927309,5834164,4229880,7270804,6067733,4711645,7673000,7091172,6431039,4911181,2264835,2711968,3305124,1282369083736.0,1838692472962.0,1.894,1.279,0.334,75.669,57409957956603.0,50810250348052.0,61943733308779.0,57555524163205.0,51718029243541.0,39233765319653.0,62882107459111.0,60153700465301.0,55315279585865.0,41657508084677.0,26548753749922.0,3.0539696882506e+25,8.5950357350694e+25,1.146,1.498,0.455,9486.0,9147.0,7854.0,6535.0,4453.0,9682.0,9062.0,8176.0,6952.0,5090.0,9687.0,9421.0,8596.0,7357.0,5422.0,3402.0,3782.0,3575871.0,1.528,0.196,64.797,456.035,128434505,64431646,137461679,83687842,131132652,119753751,3585240197880137.0,0.574,0.064,0.112,3.305,1.494,58.463,989.802,0.073,0.022,0.075,0.045,0.027,0.076,0.048,0.03,0.034,0.075,5.785,3.033,1.352,89.345,80.346,74.12,136.547,278.959,1120.0,8.346,8.542,8.913,-0.069,1612610025,1444476915,1187783618,857732657,453843044,1643569146,1461923970,1248886462,576299641,1666803642,1532238083,1340503509,1056560996,630538898,751938281,730830417,1043053011,1330709019,1657333580,1.413527946427534e+17,1.3352827466677536e+17,4.771,3.286,1.366,98.658,97.53,95.761,73.156,283.564,1162.0,2583,1297,1680.0,2296.0,705941,1317457,3.493,0.108,95.026,104.438,82.073,60.183,33.565,107.134,85.54,66.85,41.631,104.343,92.047,73.653,44.156,58.47,51.324,768.788,854.698,658.551,3.035,0.418,1.392,1.347,1.216,1.274,1.229,1.29,1.274,1.19,1.183,1.319,1.327,1.247,1.266,0.672,0.113,0.073,0.687,179311,160005,155017,161122,66811,49894,459856995,1115915801,622354878,0.099,0.322,57969,54213,52650,13004,17934,80403360,0.111,0.383,56853,42067,51564,43182,53573,16667,69446512,0.677,0.283,19.763,19.608,19.421,19.662,19.554,19.739,19.712,19.499,0.47,0.174,0.294,0.055,0.042,0.088,0.1,0.03,-0.051,74390,60965,28724,287943484,206269076,1.882,0.852,0.309,146.585,131.39,108.159,78.277,41.677,149.395,132.96,113.683,88.187,52.792,151.492,139.324,96.276,57.696,68.074,66.216,94.415,150.154,1159.0,1096.0,5.859,4.724,3.234,1.289,98.616,97.44,95.477,136.547,278.959,1120.0,195.397,109.595,69.751,1,0,0,0
