bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-mining_profitability_raw,difficulty-btc-ema-14,difficulty-btc-std-7,difficulty-btc-std-30,difficulty-btc-var-7,difficulty-btc-var-14,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-roc-3,difficulty-btc-roc-30,hashrate-btc-sma-7,hashrate-btc-ema-7,hashrate-btc-std-14,hashrate-btc-var-14,hashrate-btc-trx-14,hashrate-btc-trx-30,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-3,mining_profitability-btc-std-7,mining_profitability-btc-std-30,mining_profitability-btc-mom-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-7,mining_profitability-btc-var-14,mining_profitability-btc-var-30,mining_profitability-btc-trx-7,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-roc-90,sentinusd-btc-sma-30,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-wma-14,sentinusd-btc-wma-30,sentinusd-btc-wma-90,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-trx-90,transactionfees-btc-sma-14,transactionfees-btc-wma-7,transactionfees-btc-std-30,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-trx-7,transactionfees-btc-trx-14,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-3,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-std-14,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-3,median_transaction_fee-btc-trx-7,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-3,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-14,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-30,confirmationtime-btc-wma-90,confirmationtime-btc-std-7,confirmationtime-btc-std-14,confirmationtime-btc-std-30,confirmationtime-btc-std-90,confirmationtime-btc-var-3,confirmationtime-btc-var-14,confirmationtime-btc-trx-14,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-7,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-7,marketcap-btc-mom-14,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-7,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-3,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-3,marketcap-btc-rsi-7,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-7,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-30,transactionvalue-btc-wma-14,transactionvalue-btc-std-7,transactionvalue-btc-std-14,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-7,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-3,mediantransactionvalue-btc-sma-7,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-ema-3,mediantransactionvalue-btc-ema-7,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-mom-7,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-7,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,size-btc-sma-90,size-btc-ema-90,size-btc-wma-7,size-btc-std-7,size-btc-std-14,size-btc-std-30,size-btc-var-7,size-btc-var-14,size-btc-var-30,size-btc-var-90,size-btc-trx-7,size-btc-trx-14,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-14,transactions-btc-sma-30,transactions-btc-wma-14,transactions-btc-wma-90,transactions-btc-std-14,transactions-btc-std-30,transactions-btc-std-90,transactions-btc-var-14,transactions-btc-var-30,transactions-btc-var-90,transactions-btc-trx-14,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-30,sentbyaddress-btc-ema-30,sentbyaddress-btc-std-30,sentbyaddress-btc-std-90,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-7,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-3,top100cap-btc-sma-30,top100cap-btc-ema-30,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-7,top100cap-btc-std-14,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-mom-3,top100cap-btc-mom-7,top100cap-btc-mom-14,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-3,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-3,top100cap-btc-trx-7,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-3,top100cap-btc-rsi-7,top100cap-btc-rsi-14,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-3,top100cap-btc-roc-7,top100cap-btc-roc-14,top100cap-btc-roc-30,activeaddresses-btc-sma-14,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-14,activeaddresses-btc-wma-14,activeaddresses-btc-wma-30,activeaddresses-btc-wma-90,activeaddresses-btc-std-7,activeaddresses-btc-std-14,activeaddresses-btc-std-30,activeaddresses-btc-std-90,activeaddresses-btc-var-14,activeaddresses-btc-var-30,activeaddresses-btc-var-90,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-7,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-wma-30,price-btc-wma-90,price-btc-std-7,price-btc-std-30,price-btc-std-90,price-btc-mom-7,price-btc-mom-30,price-btc-mom-90,price-btc-var-30,price-btc-var-90,price-btc-trx-3,price-btc-trx-7,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-7,price-btc-rsi-14,price-btc-roc-7
1039517192,94.715,0.0474,7220.0,6096133,216417.0,1899346,-0.031,761539976695.0,2.593,1.93,1.046,4.618,53.297,55235596298287.0,57115545498179.0,11490406893431.0,3.3007362644153e+25,2.0,1.373,6932.0,6562.0,6279.0,5449.0,3913.0,6990.0,6648.0,6242.0,7035.0,6806.0,6442.0,5894.0,4650.0,504.649,1354.0,2048.0,3441.0,4974.0,458425.0,736163.0,1048771.0,1.855,1.522,1.215,0.091,221.516,91370923,97859408,62957053,124388332,108319605,67298533,99974157,83568369,2498708038563228.0,1745918089683000.0,3.421,3.636,0.276,0.072,0.086,0.043,0.045,0.067,4.663,3.644,2.712,1.218,32.854,624.061,0.045,0.045,0.042,0.046,0.044,0.013,0.041,3.721,4.009,2.987,2.482,1.11,99.267,87.21,74.007,68.162,65.414,104.747,185.993,606.456,8.4,9.146,8.93,8.24,8.698,2.272,2.656,2.341,2.697,0.3,1.763,-0.129,-0.275,-0.057,991852178,931090321,806312686,352418998,997954603,929243159,669282203,428855865,1005258635,966815475,881124856,725365498,468618640,151770276,284722845,409268958,455860515,282580870,534757265,680338013,897213385,5758554150824320,4.187527004296205e+16,5.195220233693293e+16,3.762,4.438,3.675,2.586,1.097,99.471,97.077,95.218,93.977,91.946,37.332,189.415,630.491,2385,1883,2542,1180.0,1325.0,2031.0,1697.0,438600,1030745,719749,2.682,3.688,3.059,-0.116,54.192,59.708,54.928,41.397,58.86,56.845,53.027,44.502,55.935,48.928,17.452,16.907,76.139,2.199,3.449,2.119,1.301,1.154,1.279,1.237,1.172,1.189,1.215,1.157,1.22,1.205,1.188,1.245,0.554,0.555,1.147,0.956,0.229,1.014,-0.381,0.05,154528,149099,163582,36476,51899,61285,332631544,673384639,938951276,644540075,1.572,-0.044,-0.019,0.334,52906,54216,53635,54403,11454,17233,16078,32799583,74247499,64627438,-0.243,0.092,0.394,48248,43467,44836,12929,10848,41786951,1.151,0.982,0.406,0.253,19.921,19.499,19.545,19.86,19.706,19.568,19.428,0.268,0.462,0.367,0.322,0.101,0.517,0.607,0.694,0.426,0.003,0.034,0.026,0.289,0.191,0.063,0.011,-0.057,76.138,77.854,73.605,65.405,50.301,0.511,2.66,3.135,3.6,72861,64764,57136,72149,74742,68908,60273,17602,16122,20592,18183,64982806,106005219,82659141,1.219,0.538,0.27,90.406,84.929,73.635,56.481,32.485,90.961,84.752,61.215,39.444,91.616,88.156,80.404,66.298,43.032,13.729,37.068,41.348,25.57,61.597,81.308,343.518,427.406,3.723,4.395,3.629,2.538,1.025,96.992,95.075,36.98
1183101461,107.749,0.0539,7990.0,6176092,216417.0,1949365,-0.039,695426590110.0,2.333,1.948,1.085,4.618,53.297,56894215515944.0,58298058349138.0,11315233330806.0,3.2008626332648e+25,2.017,1.406,7394.0,6924.0,6503.0,5582.0,3977.0,7490.0,6984.0,6475.0,7564.0,7164.0,6670.0,6058.0,4740.0,867.382,1331.0,2170.0,3981.0,5757.0,442945.0,751741.0,1177343.0,2.171,1.605,1.241,0.104,257.863,99082516,108146320,67228470,143408864,119025128,71854377,113391979,94000481,3214435238744518.0,2209022600061440.8,4.752,3.89,0.312,0.075,0.091,0.045,0.047,0.094,4.561,3.733,2.777,1.251,72.591,869.772,0.049,0.05,0.045,0.05,0.047,0.014,0.047,5.183,4.233,3.127,2.534,1.139,99.745,91.746,78.528,71.179,67.414,109.704,231.964,716.218,8.367,9.13,8.909,8.212,8.672,2.202,2.648,2.337,2.708,0.26,1.753,-0.129,-0.272,-0.059,1066526516,987933018,850756175,364007125,1090528032,992707735,702431833,445432691,1100883277,1029818260,931363359,761891508,486875397,185038396,310676905,444769123,485734098,397898885,622208836,830962611,1042931435,8559801974466176,4.945489328610125e+16,5.898440351722694e+16,5.227,4.586,3.792,2.665,1.129,99.816,98.25,96.519,95.152,93.08,50.675,235.976,744.047,2545,2012,2811,1604.0,1673.0,2160.0,1835.0,699432,1166540,841849,3.561,3.769,3.125,-0.089,70.337,63.554,57.343,44.077,76.908,66.372,58.618,47.757,61.272,52.383,26.981,26.922,181.992,3.113,3.531,2.21,1.322,1.163,1.286,1.243,1.214,1.209,1.223,1.161,1.229,1.229,1.192,1.248,0.547,0.563,1.145,0.953,0.227,0.73,-0.33,0.038,155210,149678,165301,36220,52503,61721,327964049,689152619,952368214,630754328,1.368,0.042,-0.015,0.331,54132,54509,54994,54635,11873,17526,15980,35244893,76789294,63840999,-0.174,0.086,0.392,49382,44503,45961,13782,11689,47486125,1.319,1.036,0.432,0.256,19.944,19.522,19.576,19.917,19.764,19.602,19.442,0.246,0.49,0.408,0.345,0.067,0.432,0.682,0.677,0.427,0.005,0.042,0.03,0.282,0.209,0.074,0.014,-0.056,81.544,80.298,75.389,66.711,50.893,0.337,2.207,3.526,3.498,74513,66291,57678,74780,77278,70657,61036,19754,18640,21588,19348,86865914,116511566,93587018,1.27,0.569,0.274,97.171,90.078,77.661,58.991,33.536,99.355,90.501,64.217,40.945,100.288,93.861,84.952,69.605,44.686,16.735,40.279,44.05,36.045,75.291,94.548,405.594,485.111,5.184,4.543,3.745,2.617,1.057,98.201,96.416,50.27
1318189886,120.003,0.06,8852.0,6245390,216417.0,1986041,-0.031,594458447418.0,2.064,1.943,1.122,4.618,53.297,58975896856611.0,58791135649077.0,10182774073258.0,2.5922221956753e+25,2.015,1.435,8021.0,7363.0,6645.0,5743.0,4050.0,8171.0,7451.0,6792.0,8293.0,7645.0,6984.0,6269.0,4847.0,1333.0,1543.0,2388.0,4836.0,6575.0,595387.0,1116414.0,1426075.0,2.668,1.738,1.276,0.117,288.861,106494613,117439750,71293657,160188894,128903321,76240859,122981011,102642361,3781082247256207.0,2633863588145095.0,6.252,4.28,0.353,0.081,0.102,0.051,0.052,0.121,5.18,3.956,2.871,1.288,85.946,1028.0,0.054,0.055,0.049,0.056,0.051,0.017,0.053,6.968,4.66,3.319,2.599,1.17,99.867,94.058,81.743,73.612,69.112,107.789,79.898,808.284,8.373,9.123,8.894,8.203,8.652,0.765,2.559,2.335,2.714,0.162,1.638,-0.126,-0.268,-0.061,1180269513,1052246046,899864027,377094375,1204358959,1074078272,742158159,464614168,1226714962,1112382477,993687854,805345883,507846447,267956086,368052436,493549055,522966667,450191191,687509928,956206879,1177852524,17950115993704064,6.089766752797075e+16,6.837353381290434e+16,7.014,4.954,3.958,2.756,1.163,99.904,98.785,97.272,95.925,93.897,51.865,264.158,839.301,2697,2144,3068,1766.0,1939.0,2260.0,1965.0,940396,1276352,964945,4.649,3.964,3.214,-0.059,87.492,69.235,60.546,46.873,89.721,75.413,64.473,51.291,67.298,56.154,35.642,39.764,317.592,4.432,3.763,2.327,1.292,1.227,1.299,1.25,1.31,1.26,1.247,1.17,1.297,1.287,1.212,1.255,0.453,0.541,1.151,0.953,0.227,1.028,-0.212,0.036,156056,150437,168709,34402,47145,62497,295869877,555653079,976467593,614641815,1.386,0.146,-0.006,0.329,55396,54506,56278,54876,11938,17519,15982,35628625,76727861,63855681,-0.078,0.084,0.391,51276,45581,47459,16082,13162,64654761,1.885,1.163,0.468,0.26,19.991,19.542,19.602,19.948,19.81,19.632,19.454,0.201,0.503,0.437,0.364,0.141,0.317,0.575,0.592,0.366,0.001,0.048,0.033,0.223,0.216,0.085,0.017,-0.056,67.788,74.565,72.249,65.191,50.53,0.712,1.612,2.964,3.051,77677,68078,58298,79095,81628,73293,62124,26120,23932,25575,21903,143182571,163523465,119931071,1.403,0.611,0.279,107.489,95.902,82.108,61.879,34.722,109.679,97.877,67.816,42.682,111.703,101.342,90.598,73.541,46.586,24.268,44.695,47.421,40.765,86.649,106.79,499.422,562.186,6.968,4.91,3.911,2.707,1.09,98.752,97.19,51.448
1357824968,123.562,0.0618,8777.0,6305448,216417.0,2010105,-0.023,458635548619.0,1.801,1.917,1.154,4.618,53.297,59231838277080.0,57911465521829.0,10042649490131.0,2.5213702195409e+25,1.969,1.456,8540.0,7555.0,6794.0,5910.0,4122.0,8474.0,7782.0,7057.0,8671.0,7999.0,7268.0,6465.0,4951.0,779.578,1837.0,2510.0,5014.0,6518.0,843694.0,1418707.0,1574429.0,3.069,1.884,1.316,0.132,288.561,111795343,124473962,74704127,172111754,136643670,80005491,129336259,108586735,4181966971339743.0,2947769732649600.0,6.961,4.617,0.396,0.087,0.113,0.057,0.056,0.131,5.965,4.254,2.985,1.328,88.341,1244.0,0.059,0.058,0.052,0.06,0.054,0.019,0.055,7.181,5.036,3.525,2.674,1.203,99.89,94.573,82.56,74.264,69.578,93.098,237.355,834.762,8.339,9.122,8.904,8.266,8.657,1.153,2.475,2.247,2.714,0.364,1.531,-0.09,-0.261,-0.063,1286372105,1111986416,946913769,390620653,1281091963,1145014946,781878598,484245175,1315492689,1188777207,1054749313,849301001,529400965,321929291,418350875,539459089,559483423,418182595,658696391,960150478,1217365028,25909617038946304,7.27540271846002e+16,7.825542515096218e+16,7.226,5.28,4.134,2.854,1.2,99.921,98.9,97.446,96.113,94.103,44.504,241.441,866.699,2833,2244,3275,1853.0,2083.0,2356.0,2068.0,1085025,1387167,1069102,5.326,4.155,3.307,-0.027,106.934,78.292,65.817,50.029,106.517,87.388,72.319,55.938,75.667,61.086,47.437,63.398,562.561,6.106,4.166,2.481,1.382,1.3,1.315,1.261,1.469,1.352,1.292,1.187,1.461,1.383,1.254,1.271,0.647,0.627,1.173,0.963,0.232,1.951,0.014,0.049,156943,152000,181688,50305,53720,65394,632653615,721463920,1069093010,659287348,1.843,0.315,0.013,0.327,56210,54839,57791,55177,13290,18049,16206,44155072,81439397,65661184,0.044,0.089,0.389,53186,46630,49026,18488,14643,85452388,2.554,1.339,0.514,0.264,20.0,19.564,19.627,19.969,19.852,19.661,19.467,0.125,0.497,0.459,0.383,0.028,0.281,0.608,0.659,0.45,0.003,0.053,0.037,0.161,0.214,0.094,0.02,-0.055,68.44,74.737,72.35,65.257,50.559,0.14,1.427,3.139,3.408,80474,69795,58982,83067,85790,75926,63235,30670,28315,29141,24213,200432683,212292466,146568407,1.58,0.663,0.284,117.104,101.303,86.363,64.777,35.948,116.62,104.298,71.413,44.46,119.74,108.257,96.125,77.521,48.539,29.164,48.85,50.724,37.81,86.935,110.343,596.59,643.239,7.181,5.235,4.087,2.805,1.126,98.869,97.368,44.093
1414392012,128.664,0.0643,9950.0,6398730,216417.0,2049389,11709126260.0,303649731270.0,1.634,1.888,1.184,4.618,60.377,58195372037459.0,56387462827786.0,10254314157412.0,2.6287739709724e+25,1.873,1.468,9193.0,8052.0,7008.0,6087.0,4210.0,9212.0,8324.0,7443.0,9376.0,8598.0,7689.0,6726.0,5079.0,1073.0,2233.0,2853.0,5294.0,7877.0,1246477.0,2082572.0,2035077.0,3.579,2.074,1.368,0.147,379.844,116695551,131112830,78059562,183120094,144100514,83741950,135208527,114080731,4570336442425772.0,3253603293525400.0,7.056,4.872,0.441,0.091,0.117,0.059,0.059,0.11,6.048,4.452,3.093,1.37,53.08,1049.0,0.062,0.061,0.055,0.063,0.058,0.021,0.058,6.652,5.295,3.728,2.755,1.237,99.92,95.26,83.687,75.175,70.229,95.718,229.992,876.762,8.334,9.11,8.909,8.316,8.657,1.294,2.217,2.238,2.704,0.233,1.229,-0.04,-0.251,-0.065,1363468955,1178437837,996612312,404780326,1347741988,1212359213,822685915,504687962,1379502643,1264378606,1117079745,894840766,551901435,350849537,461177453,585022130,596666721,465159946,695779610,990920185,1274370485,30773849391949824,8.556272309817466e+16,8.90027940952962e+16,6.695,5.497,4.304,2.957,1.238,99.942,99.05,97.675,96.361,94.378,49.004,233.999,910.125,3026,2341,3477,1589.0,2108.0,2453.0,2170.0,1110469,1503864,1177635,5.634,4.321,3.4,0.006,117.01,86.938,70.974,53.308,115.85,96.837,79.367,60.405,83.582,65.935,55.711,60.522,775.935,7.398,4.619,2.658,1.389,1.319,1.232,1.267,1.46,1.363,1.301,1.193,1.474,1.4,1.261,1.274,0.648,0.627,0.672,0.96,0.23,2.262,0.199,0.063,157741,152837,185138,51243,51407,65074,656453039,660679155,1058645352,654198460,2.045,0.466,0.034,0.326,56271,54793,58458,55352,13374,17976,16024,44713414,80782038,64193454,0.152,0.095,0.388,54514,47386,50335,20202,15788,102026223,3.009,1.518,0.564,0.269,19.937,19.578,19.64,19.94,19.866,19.678,19.477,0.137,0.457,0.464,0.392,-0.191,-0.028,0.472,0.443,0.29,0.005,0.054,0.038,0.011,0.193,0.1,0.023,-0.054,26.47,52.947,60.032,59.122,49.033,-0.954,-0.14,2.439,2.285,82264,70824,59500,85329,88398,77877,64138,31721,29826,31093,25666,222392877,241699636,164680970,1.735,0.716,0.29,124.076,107.314,90.858,67.766,37.231,122.642,110.389,75.106,46.311,125.52,115.097,101.765,81.643,50.576,31.783,52.973,54.087,42.073,89.674,115.491,701.54,731.342,6.652,5.452,4.257,2.907,1.164,99.022,97.602,48.589
1474827634,134.114,0.0671,8923.0,6568632,682050.0,2146374,116298164445.0,163650815957.0,1.673,1.885,1.216,14.594,75.669,58726810965768.0,57747650808443.0,10516744526294.0,2.7650478857832e+25,1.8,1.479,9217.0,8384.0,7170.0,6217.0,4283.0,9068.0,8474.0,7640.0,9241.0,8816.0,7944.0,6909.0,5183.0,1044.0,1945.0,2999.0,3902.0,6611.0,946223.0,2309302.0,2248623.0,3.707,2.225,1.419,0.163,285.864,120066807,132822859,79808105,183472339,146740690,85896295,134073592,115485795,4493932018598449.5,3334242195953900.0,5.963,4.858,0.486,0.093,0.115,0.059,0.06,0.087,5.354,4.475,3.173,1.411,34.249,626.386,0.064,0.064,0.058,0.065,0.061,0.022,0.06,5.981,5.433,3.916,2.84,1.274,99.944,95.906,84.815,76.109,70.901,110.817,235.372,922.051,8.328,9.098,8.907,8.348,8.651,1.327,1.948,2.232,2.699,0.045,0.949,0.009,-0.24,-0.066,1415681538,1252116292,1052259702,419616955,1411284811,1277976318,864759574,526009713,1435181982,1338476055,1180841788,942148593,575418958,352254544,489671522,629729766,634738238,515749187,779063458,1040345240,1335296658,31020815964788480,9.913989447586125e+16,1.0072315767911875e+17,6.022,5.599,4.456,3.062,1.278,99.96,99.188,97.892,96.601,94.647,53.775,239.445,956.989,3150,2423,3535,1388.0,1987.0,2431.0,2215.0,987019,1477977,1226309,5.108,4.329,3.465,0.04,112.888,93.173,74.44,55.459,103.008,95.169,80.807,62.325,86.141,68.313,53.993,43.646,728.799,7.151,4.84,2.811,1.315,1.318,1.213,1.267,1.332,1.307,1.278,1.187,1.363,1.351,1.243,1.267,0.711,0.629,0.671,0.96,0.23,1.628,0.254,0.068,158385,152963,180275,52138,45721,62919,679604633,522608121,989697975,617523242,1.765,0.549,0.052,0.324,56190,54291,57829,55309,13473,17461,15424,45382999,76225007,59472284,0.203,0.098,0.386,55165,47634,50446,20243,15763,102441468,2.704,1.589,0.607,0.274,19.885,19.593,19.653,19.913,19.876,19.695,19.486,0.156,0.396,0.467,0.4,-0.154,-0.123,0.489,0.444,0.23,0.005,0.055,0.04,-0.076,0.164,0.103,0.026,-0.053,26.647,52.989,60.051,59.132,49.037,-0.769,-0.618,2.527,2.292,83414,71381,59954,85030,88507,78668,64656,30872,28597,31352,25872,204447338,245738742,167334419,1.799,0.762,0.296,128.78,113.979,95.893,70.904,38.576,128.378,116.32,78.913,48.24,130.538,121.797,107.532,85.923,52.706,31.898,57.016,57.528,46.659,94.124,120.991,812.71,827.367,5.982,5.555,4.409,3.011,1.203,99.164,97.825,53.353
1563013110,142.08,0.071,9411.0,6715881,853025.0,2217375,181912985570.0,117098288072.0,1.756,1.89,1.248,14.594,75.669,59892030838102.0,58988241768298.0,10841862131140.0,2.9386493617664e+25,1.745,1.489,9428.0,8732.0,7477.0,6370.0,4360.0,9240.0,8709.0,7876.0,9339.0,9073.0,8243.0,7115.0,5295.0,838.861,1662.0,3162.0,4607.0,6962.0,690831.0,2274547.0,2498776.0,3.702,2.354,1.472,0.179,284.158,122750551,132461825,80850275,179002866,147202627,87347514,131287264,115946907,4309086448057972.0,3360921285754477.0,4.269,4.603,0.53,0.098,0.118,0.061,0.062,0.109,4.788,4.457,3.244,1.452,57.592,925.944,0.067,0.068,0.061,0.069,0.064,0.023,0.064,5.654,5.511,4.092,2.93,1.312,99.966,96.678,86.307,77.395,71.841,119.363,244.103,979.512,8.321,9.1,8.904,8.377,8.644,1.345,1.852,2.225,2.697,0.021,0.858,0.052,-0.229,-0.068,1484077585,1335838037,1113279831,435428226,1487148960,1349235516,909808190,548800997,1508847768,1416200260,1248942242,992908503,600548544,328656778,515461678,677702511,675664378,586052215,854281803,1114235739,1423014406,27003819424369664,1.148201734889614e+17,1.1413058805451376e+17,5.694,5.649,4.595,3.168,1.321,99.976,99.349,98.162,96.909,95.001,59.987,248.283,1016.0,3236,2475,3441,1635.0,1741.0,2364.0,2223.0,757413,1397038,1235699,3.752,4.11,3.48,0.073,93.214,95.062,76.177,56.682,83.651,87.45,78.605,62.452,84.789,68.883,50.921,13.225,648.241,5.674,4.753,2.913,1.347,1.349,1.217,1.272,1.324,1.307,1.28,1.19,1.36,1.349,1.249,1.268,0.685,0.576,0.672,0.956,0.229,1.142,0.289,0.072,159496,154115,188166,51285,42268,65397,657543447,446653947,1069205906,609668881,1.763,0.653,0.074,0.323,57063,54547,58787,55522,13637,17759,15284,46492838,78845320,58397618,0.266,0.104,0.384,55315,48027,50513,20067,15865,100672517,2.1,1.581,0.64,0.278,19.811,19.602,19.66,19.874,19.873,19.706,19.494,0.186,0.325,0.47,0.404,-0.223,-0.079,0.385,0.261,0.141,0.001,0.055,0.041,-0.144,0.129,0.103,0.028,-0.052,16.82,45.356,55.41,56.711,48.404,-1.118,-0.399,1.984,1.339,84705,72398,60321,85306,88998,79682,65253,23084,27493,31346,26457,188964667,245649879,174998891,1.813,0.803,0.302,134.952,121.555,101.415,74.263,40.008,135.229,122.76,82.989,50.303,137.188,128.822,113.691,90.515,54.981,29.732,61.353,61.227,53.03,100.79,128.918,941.058,937.173,5.654,5.606,4.547,3.117,1.245,99.329,98.103,59.552
