Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-90,difficulty-btc-var-90,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-mom-90,hashrate-btc-trx-30,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-mom-90,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-30,mining_profitability-btc-roc-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-ema-7,transactionfees-btc-ema-90,transactionfees-btc-wma-3,transactionfees-btc-std-90,transactionfees-btc-mom-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-30,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-ema-14,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-wma-90,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-roc-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-30,size-btc-ema-90,size-btc-wma-30,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-3,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-wma-30,price-btc-wma-90,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_90d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2016-02-15,6149775364,404.62,0.0774,0.0405,1.132515314696362e+18,1.373,19.551,144116447847,135251440450,125013133621,99544795998,144062189699,142196398371,136865142212,127218262129,104830485554,144116447847,140464885815,131255119908,112261668008,45546131078,78268192668,5.1861251403375e+20,1.015,0.813,0.481,99.999,99.627,1.2025144152025672e+18,1.1615576117687857e+18,8.043666404477572e+17,1.1612207845484636e+18,1.1508318455256396e+18,1.0622386823216783e+18,8.521731411407043e+17,1.1486971130501628e+18,1.1891106583199012e+18,1.1885212744308242e+18,1.1120727532389432e+18,9.161291954919242e+17,5.745573461152698e+17,0.994,1.382,1.367,1.446,1.584,1.377,1.383,1.438,1.59,1.964,1.385,1.369,1.39,1.497,1.894,0.973,-0.876,0.237,-1.189,-0.786,-0.118,45.819,-38.963,2.4129378957789e+19,9.3401243187093e+18,1.526,0.076,0.073,0.075,0.073,0.076,0.019,0.021,0.158,0.28,0.04,0.04,0.04,0.039,0.008,0.003,0.007,-0.232,-0.08,0.279,53.086,8.967,20.962,9.005,9.013,8.932,-0.05,6049824128,5885123757,5805377806,5835996711,6058037099,5941293394,5875603510,5765873251,6087827050,5962488897,5866229184,5826603494,294080245,299714939,1184286022,552487972,1253511812,21620797609717760,2.2457261111230464e+16,3.506333454012703e+17,-0.05,0.332,54.13,55.284,25.601,15511,10388,226962793,1.08,138.959,146.76,964.636,954.666,-0.071,0.296,71.787,0.942,0.954,0.969,1.032,0.877,0.987,0.963,0.974,0.904,0.977,0.952,0.954,1.001,0.939,0.259,0.357,0.381,0.017,0.032,0.219,672317,684451,697280,639922,680734,646621,685804,664877,181799,8262710971,0.23,0.17,208009,191692,200002,54835,302027,78884,1555671619,0.318,19.553,19.546,19.502,19.445,19.611,19.539,19.508,19.483,19.611,19.552,19.548,19.531,19.471,19.515,0.474,-0.27,0.056,-0.026,50.891,48.406,-1.362,0.307,398.149,387.524,382.654,398.69,391.222,387.283,390.67,384.33,400.615,392.509,386.424,384.403,403.448,18.701,20.087,76.904,33.297,70.119,87.428,100.875,1479.0,-0.08,0.296,53.171,8.967,20.962,404.798,455.975,1,1,1,1
2016-02-16,6154011412,404.798,0.0792,0.0405,1.0846848861601116e+18,1.303,19.536,144116447847,136971662393,126038538556,100414442583,144089318773,142676410740,137831982963,128308467659,105693913296,144116447847,141646886801,132487591793,113241264751,45926625481,78268192668,5.2731373202286e+20,1.025,0.821,0.487,99.999,99.627,1.191784349289968e+18,1.168565664852915e+18,8.114728186109994e+17,1.1229528353542876e+18,1.1420122509435692e+18,1.0636868245048032e+18,8.572832893828891e+17,1.1168630261524224e+18,1.1596532760592873e+18,1.178271577683001e+18,1.1148930629850304e+18,9.222900360570308e+17,6.39556034691794e+17,0.997,1.364,1.349,1.415,1.565,1.34,1.363,1.42,1.572,1.95,1.345,1.353,1.371,1.478,1.876,0.975,-1.584,0.238,-1.186,-0.798,-0.122,45.228,-54.868,2.4192353292502e+19,9.3258511158543e+18,1.506,0.077,0.074,0.076,0.073,0.078,0.019,0.024,0.145,0.279,0.04,0.04,0.04,0.04,0.008,0.002,0.007,-0.184,-0.082,0.276,53.129,5.297,21.32,9.017,9.045,8.963,-0.051,6127241989,5952316460,5840124349,5847920283,6106024255,5994472898,5912724564,5774403760,6139920692,6029710811,5912713665,5847120571,333098118,320210461,1161706607,357707152,1252212436,27738589003255808,2.5633684851879936e+16,3.3739056039901184e+17,-0.053,0.329,54.2,55.306,25.546,15109,10356,226671923,1.068,143.05,147.735,966.204,941.216,-0.024,0.294,77.539,1.049,0.992,0.963,1.04,0.883,1.098,1.024,1.005,0.911,1.11,1.016,0.986,1.012,0.946,0.233,0.361,0.386,0.014,0.033,0.221,681500,681347,697492,641722,685870,649120,689873,667524,183318,8401394176,0.225,0.171,208512,192222,200530,54770,302659,78512,1541031515,0.309,19.547,19.54,19.514,19.447,19.607,19.538,19.512,19.486,19.61,19.544,19.546,19.535,19.477,19.513,0.47,-0.361,0.055,-0.025,50.21,48.309,-1.815,0.307,403.14,391.841,384.834,401.744,394.616,389.618,391.581,384.78,403.939,396.827,389.377,385.645,403.562,21.232,21.234,75.628,20.363,71.138,112.702,112.721,1430.0,-0.082,0.293,53.215,5.297,21.32,414.783,455.809,1,1,1,1
2016-02-17,6307245596,414.783,0.0801,0.0415,1.0124051833433832e+18,1.606,19.495,144116447847,138691884335,127063943490,101284089168,144102883310,143036420017,138669911615,129328337349,106538364605,144116447847,142599524862,133653908522,114201748384,46238615016,78268192668,5.3450237964569e+20,1.025,0.827,0.492,99.999,99.627,1.1560287392075804e+18,1.1658421381070405e+18,8.172425738284673e+17,1.0676790093488352e+18,1.1247313085968778e+18,1.0603783315266468e+18,8.606925617776252e+17,1.05651677284104e+18,1.114808484572641e+18,1.157450180148397e+18,1.1123960151279706e+18,9.267061319852152e+17,5.192779695721083e+17,0.993,1.427,1.4,1.415,1.562,1.473,1.423,1.445,1.574,1.942,1.466,1.417,1.396,1.481,1.865,0.98,-0.693,0.24,-1.14,-0.806,-0.127,48.237,-30.141,2.4255813499784e+19,9.3129780378793e+18,1.485,0.079,0.074,0.077,0.073,0.079,0.018,0.025,0.134,0.278,0.041,0.041,0.041,0.04,0.007,0.003,0.008,-0.129,-0.083,0.274,55.522,8.298,25.376,9.002,9.05,8.969,-0.051,6203677457,6030096431,5887960840,5865624790,6206634926,6072666073,5965327368,5786114570,6229922496,6118443095,5974996498,5876754462,390407602,358781297,1136366579,531135200,1468741143,38104523908276224,3.218100473029837e+16,3.2283225053587046e+17,-0.053,0.327,56.649,56.112,30.355,14786,10318,226468428,1.056,145.895,148.529,673.638,881.97,0.023,0.293,67.932,1.142,0.996,0.973,1.047,0.887,1.109,1.048,1.02,0.916,1.146,1.047,1.006,1.017,0.951,0.246,0.359,0.388,0.015,0.032,0.222,686576,690504,701108,643546,691548,651862,694801,670429,185265,8580796635,0.223,0.171,209710,192988,201294,54652,303913,78746,1550226117,0.303,19.527,19.541,19.525,19.448,19.603,19.527,19.51,19.487,19.607,19.518,19.535,19.533,19.48,19.511,0.467,-0.409,0.054,-0.023,48.503,48.062,-2.053,0.307,408.067,396.854,387.876,408.264,399.658,392.973,393.078,385.44,409.761,402.563,393.37,387.487,403.879,24.988,23.531,74.231,31.783,83.951,156.106,138.427,1378.0,-0.083,0.291,55.657,8.298,25.376,420.743,453.459,1,1,0,1
2016-02-18,6399505502,420.743,0.0857,0.0421,1.1984301457633933e+18,1.499,19.533,144116447847,140412106278,128089348425,102153735753,144109665579,143306426975,139396116446,130282408994,107364256544,144116447847,143322799997,134754070093,115143118904,46483479082,78268192668,5.4017845690223e+20,1.014,0.833,0.497,99.999,99.627,1.1468454856694506e+18,1.1715471253966477e+18,8.249904607060692e+17,1.1330545775561144e+18,1.13455782021908e+18,1.069284900187082e+18,8.681153658212685e+17,1.1174642816894268e+18,1.125408836211594e+18,1.1617952478359112e+18,1.1218499727923162e+18,9.350838808189496e+17,6.973098189841857e+17,0.988,1.469,1.405,1.42,1.561,1.486,1.442,1.452,1.569,1.932,1.502,1.442,1.407,1.477,1.851,0.98,-1.183,0.24,-1.079,-0.812,-0.131,47.285,-44.117,2.4320295239706e+19,9.300813125949e+18,1.463,0.082,0.074,0.079,0.074,0.083,0.018,0.033,0.128,0.278,0.041,0.041,0.042,0.041,0.007,0.004,0.01,-0.069,-0.081,0.272,56.881,9.719,31.528,9.001,9.038,8.959,-0.051,6286920836,6118000174,5935606150,5886111829,6303070214,6154375930,6023217786,5799595689,6327836518,6210795363,6043202453,5911198379,459559782,405191277,1104838878,614611189,1675257581,52798798296399872,4.104499276670157e+16,3.051672365340713e+17,-0.051,0.324,58.047,56.588,35.461,14437,10287,226268957,1.044,147.762,149.397,650.873,889.156,0.069,0.291,79.273,1.115,1.011,0.981,1.042,0.891,1.063,1.04,1.02,0.918,1.083,1.052,1.012,1.015,0.954,0.244,0.356,0.384,0.015,0.032,0.224,688232,690008,697009,645163,688920,651839,691556,670588,182934,8366255915,0.218,0.172,209910,193424,201727,54221,304852,78243,1530475158,0.298,19.521,19.541,19.532,19.451,19.599,19.529,19.513,19.49,19.606,19.521,19.533,19.534,19.485,19.509,0.462,-0.385,0.053,-0.022,50.142,48.312,-1.932,0.306,413.441,402.532,390.904,414.503,404.929,396.676,394.863,386.216,416.099,408.535,397.752,389.646,404.305,29.504,26.359,72.299,37.271,100.855,217.617,173.704,1307.0,-0.081,0.288,57.042,9.719,31.528,420.701,453.949,0,1,0,1
2016-02-19,6400644644,420.701,0.0889,0.0421,1.1920161440760924e+18,1.296,19.508,145357224654,142752716624,129404267948,103119887201,148455775537,145680291605,141183552319,131735278446,108362885752,146287807259,144974770559,136348427324,116256265052,47036249802,86953630316,5.5310219886675e+20,1.011,0.839,0.502,99.999,99.678,1.1332279341728224e+18,1.1818845499470377e+18,8.320713749269416e+17,1.1625353608161034e+18,1.1422189300666816e+18,1.0772030449541152e+18,8.752340642444515e+17,1.1642189845163246e+18,1.1367015008132544e+18,1.164524450326504e+18,1.1301240757765276e+18,9.431503793545546e+17,6.372822798785129e+17,0.983,1.467,1.407,1.387,1.543,1.391,1.406,1.431,1.551,1.918,1.415,1.415,1.391,1.46,1.834,0.989,-1.265,0.245,-1.037,-0.818,-0.135,45.524,-49.411,2.4285868029309e+19,9.2826296572669e+18,1.442,0.085,0.075,0.082,0.074,0.086,0.017,0.038,0.125,0.277,0.042,0.042,0.042,0.041,0.007,0.003,0.01,-0.007,-0.078,0.27,56.868,7.065,29.521,9.019,9.058,8.979,-0.051,6369131914,6201554219,5972924372,5901833205,6351857429,6215943108,6073541367,5812805556,6384698422,6281456480,6105207585,5944394045,516208765,445247387,1075019395,471641272,1603933666,66617872372289536,4.956130886462259e+16,2.889166751386542e+17,-0.048,0.322,58.064,56.594,33.438,14503,10295,225890249,1.031,150.445,150.579,597.996,871.716,0.115,0.291,133.25,1.129,1.06,1.005,1.043,0.899,1.157,1.093,1.051,0.925,1.151,1.113,1.048,1.029,0.962,0.277,0.359,0.385,0.019,0.032,0.226,709950,698603,693843,648477,693960,654371,696074,673267,180827,8174645605,0.217,0.172,210386,193948,202244,53671,305788,77791,1512857059,0.293,19.512,19.533,19.53,19.452,19.594,19.523,19.512,19.491,19.603,19.514,19.525,19.531,19.489,19.507,0.458,-0.388,0.052,-0.02,49.078,48.157,-1.952,0.306,418.743,407.925,393.25,417.602,408.872,399.879,396.53,386.974,419.729,413.077,401.725,391.721,404.706,33.159,28.754,70.495,27.763,95.889,274.873,206.696,1242.0,-0.078,0.286,57.029,7.065,29.521,430.082,449.494,1,1,0,1
2016-02-20,6544931380,430.082,0.0825,0.043,1.1944883459119626e+18,1.365,19.539,148125111377,145856881928,131075513119,104204813865,155973715223,150133132431,144157965998,133784076927,109574507052,150821414823,147739962330,138547613579,117583117090,48041110984,97643399729,5.7698708614124e+20,1.032,0.848,0.508,99.999,99.725,1.1423761269990392e+18,1.1876549752381504e+18,8.3883082149056e+17,1.178511853364033e+18,1.1491881855127192e+18,1.0847698385642988e+18,8.822506418635177e+17,1.1943212452751608e+18,1.1520166037480394e+18,1.1662049564551608e+18,1.1377866920930172e+18,9.511155875080714e+17,6.08350190725652e+17,0.977,1.386,1.408,1.363,1.526,1.378,1.395,1.422,1.539,1.906,1.364,1.404,1.388,1.448,1.818,0.998,-1.026,0.249,-0.999,-0.824,-0.14,46.234,-42.9,2.4313685654777e+19,9.2603422227964e+18,1.42,0.086,0.075,0.082,0.074,0.085,0.017,0.024,0.124,0.277,0.042,0.042,0.043,0.042,0.007,0.002,0.011,0.057,-0.072,0.268,58.979,3.841,32.691,9.033,9.07,8.992,-0.051,6448360509,6290579013,6031872304,5911630825,6448394405,6298190176,6136393369,5828896234,6472598155,6367300770,6181475186,5985884250,572476208,486568300,1043456670,293928586,1785562772,81932252291407872,5.918717754749747e+16,2.722004555726848e+17,-0.042,0.32,60.211,57.335,37.517,14452,10278,225451947,1.018,153.114,151.908,611.549,927.259,0.163,0.29,144.824,1.12,1.089,1.026,1.031,0.905,1.124,1.093,1.056,0.929,1.132,1.12,1.06,1.032,0.966,0.254,0.326,0.379,0.016,0.027,0.228,725268,708219,690429,651817,696781,656202,698902,675227,176129,7755390649,0.217,0.173,210721,194424,202708,52047,306964,76423,1460103845,0.288,19.527,19.531,19.532,19.454,19.59,19.527,19.516,19.494,19.602,19.528,19.526,19.532,19.495,19.506,0.454,-0.34,0.052,-0.019,50.447,48.367,-1.709,0.306,423.842,413.676,397.021,423.842,414.175,403.907,398.695,387.921,425.399,418.617,406.637,394.342,405.29,36.843,31.052,68.668,15.908,105.959,339.343,241.064,1179.0,-0.072,0.284,59.176,3.841,32.691,438.567,441.529,1,1,0,1
2016-02-21,6675688921,438.567,0.0856,0.0439,1.1039851383744128e+18,1.287,19.535,150892998100,147504722974,132746758289,105289740529,159732685066,153472763050,146735791186,135700694861,110759499313,154663050706,150091265394,140638977566,118886124585,48929248581,97643399729,5.9851784168469e+20,1.062,0.858,0.513,99.999,99.725,1.1312178797608168e+18,1.1724123247918164e+18,8.450442883810776e+17,1.1412484958692228e+18,1.1431611125609448e+18,1.0860095353262415e+18,8.871239275011197e+17,1.1488247085037924e+18,1.1424188565918826e+18,1.155048978206663e+18,1.1386828092533738e+18,9.569431549121124e+17,5.592120201465834e+17,0.967,1.316,1.39,1.364,1.504,1.333,1.368,1.404,1.523,1.893,1.315,1.374,1.378,1.433,1.801,1.009,-1.143,0.254,-0.974,-0.829,-0.144,45.546,-47.034,2.4359373887055e+19,9.2391259100059e+18,1.399,0.086,0.075,0.083,0.074,0.085,0.017,0.029,0.126,0.276,0.043,0.043,0.043,0.042,0.007,0.005,0.012,0.126,-0.064,0.266,60.775,11.434,35.835,9.06,9.118,9.04,-0.051,6540421648,6375971831,6099718412,5936110242,6562041663,6392564863,6208299442,5847507062,6586262361,6463578248,6267317402,6035178320,633235313,558634312,1012164071,734382528,1917972390,100246740536549376,7.801807351150182e+16,2.561190267725742e+17,-0.034,0.317,62.032,57.992,40.313,14275,10273,225021078,1.005,156.362,153.066,619.712,1031.0,0.217,0.29,90.491,1.196,1.147,1.053,1.039,0.912,1.185,1.131,1.081,0.936,1.195,1.159,1.089,1.046,0.974,0.263,0.335,0.381,0.017,0.028,0.23,756847,718617,696559,655484,706387,660366,708918,679488,178365,7953480312,0.221,0.174,210448,194689,202951,50989,308010,74922,1403321534,0.282,19.527,19.528,19.533,19.456,19.587,19.529,19.518,19.497,19.601,19.532,19.527,19.532,19.5,19.505,0.45,-0.342,0.051,-0.017,50.233,48.337,-1.72,0.306,429.783,419.185,401.378,431.205,420.273,408.528,401.267,389.034,432.761,424.839,412.176,397.476,406.035,40.822,35.612,66.799,45.001,115.7,416.611,317.052,1116.0,-0.064,0.282,60.998,11.434,35.835,437.065,442.068,0,0,0,1
2016-02-22,6654227687,437.065,0.0843,0.0437,1.0393156753821674e+18,1.354,19.546,153660884824,148888666335,134418003459,106305628154,161612169987,155977486015,148969906349,137493660026,111918447788,157812714908,152222856319,142622519283,120165287539,49914187687,91429886330,6.228565331012e+20,1.094,0.87,0.519,99.999,99.725,1.1179036455730748e+18,1.1602090303878216e+18,8.504388390615369e+17,1.0902820856256952e+18,1.1293150542704412e+18,1.0829970282330756e+18,8.90468801080923e+17,1.0867342748011313e+18,1.1194433054972202e+18,1.1373027582853764e+18,1.1349563790521052e+18,9.61212855725323e+17,4.855095612413278e+17,0.952,1.336,1.387,1.377,1.489,1.344,1.365,1.398,1.512,1.881,1.334,1.365,1.376,1.423,1.786,1.018,-0.918,0.259,-0.947,-0.834,-0.148,46.26,-40.394,2.182330093834e+19,9.218291285301876e+18,1.377,0.084,0.076,0.083,0.075,0.084,0.016,0.031,0.128,0.276,0.044,0.043,0.044,0.043,0.006,0.005,0.012,0.192,-0.054,0.264,60.291,12.419,36.324,9.083,9.167,9.091,-0.051,6624949329,6448036449,6166580103,5962223574,6608134675,6457980569,6267756542,5865237186,6643165380,6533142211,6341251972,6081508478,655256623,614439135,975786305,783399968,1923622747,107340310338723840,9.438386259501466e+16,2.380397280166544e+17,-0.025,0.315,61.554,57.844,40.663,12521,10250,224605175,0.991,159.169,154.132,655.717,1058.0,0.27,0.29,88.352,1.253,1.194,1.074,1.058,0.921,1.304,1.204,1.127,0.946,1.308,1.228,1.138,1.07,0.985,0.324,0.355,0.391,0.026,0.031,0.233,776229,724273,707451,659653,718759,665592,721925,684822,183251,8395264133,0.232,0.175,212198,195631,203861,50859,309203,75633,1430099976,0.28,19.54,19.527,19.537,19.463,19.583,19.533,19.522,19.5,19.599,19.541,19.531,19.534,19.506,19.504,0.446,-0.328,0.05,-0.016,50.738,48.413,-1.652,0.305,435.238,423.82,405.672,434.135,424.471,412.333,403.576,390.09,436.402,429.309,416.934,400.417,406.718,42.262,39.164,64.609,48.281,116.457,446.517,383.462,1044.0,-0.054,0.28,60.504,12.419,36.324,427.514,441.268,0,0,0,1
2016-02-23,6510180411,427.514,0.0845,0.0428,1.1086403336315052e+18,1.33,19.553,156428771547,150272609697,136089248629,107314171202,162551912448,157856028239,150906139490,139170950018,113051924867,160270407430,154169921462,144498238732,121422123292,50819059273,90768874266,6.4564419634446e+20,1.121,0.882,0.525,99.999,99.725,1.1213258523547023e+18,1.1565551008223355e+18,8.56469636925898e+17,1.0994612096286002e+18,1.1265584248519164e+18,1.0846514350329742e+18,8.952637798182985e+17,1.084756248338793e+18,1.1171274775118276e+18,1.130426932051201e+18,1.1355742316783878e+18,9.6688761384774e+17,5.4277180779249664e+17,0.935,1.324,1.391,1.37,1.474,1.337,1.356,1.388,1.5,1.869,1.331,1.351,1.37,1.413,1.77,1.029,-0.793,0.265,-0.921,-0.837,-0.153,46.031,-37.362,1.855677745866596e+18,9.201875009870106e+18,1.356,0.085,0.076,0.083,0.075,0.085,0.016,0.028,0.131,0.275,0.043,0.043,0.043,0.043,0.006,0.003,0.011,0.247,-0.044,0.263,57.294,7.872,32.619,9.093,9.198,9.124,-0.05,6613365673,6498917734,6225617097,5979684918,6559157543,6471030529,6300079724,5879411762,6585780921,6548678202,6387065346,6116860532,618482235,645191859,937081314,523840309,1718530827,95630068639547392,1.0406813366038528e+17,2.195303470485668e+17,-0.014,0.313,58.425,56.86,35.865,8332,10198,224358327,0.978,159.773,154.718,617.291,1073.0,0.319,0.291,40.901,1.357,1.221,1.107,1.074,0.928,1.353,1.254,1.164,0.956,1.383,1.281,1.182,1.093,0.995,0.356,0.372,0.402,0.032,0.035,0.236,793765,737633,716254,663259,729362,670373,733257,689733,187866,8823435354,0.248,0.177,214289,196708,204906,50905,310624,75853,1438414028,0.28,19.544,19.53,19.535,19.469,19.579,19.538,19.526,19.503,19.598,19.547,19.538,19.536,19.511,19.503,0.442,-0.323,0.049,-0.015,51.07,48.463,-1.626,0.305,434.382,427.065,409.453,430.825,425.232,414.357,405.121,390.912,432.54,430.233,419.846,402.637,407.163,39.863,41.062,62.183,31.199,105.151,397.268,421.521,966.676,-0.044,0.278,57.439,7.872,32.619,421.19,441.669,0,1,0,1
2016-02-24,6415299573,421.19,0.0862,0.0421,1.0386033211571096e+18,1.215,19.52,159196658270,151656553059,137760493800,108322714249,163021783679,159264934906,152584208213,140740027753,114160490363,162036128270,155932460824,146266135911,122656793263,51629353722,90768874266,6.6639754143077e+20,1.141,0.894,0.531,99.999,99.725,1.125068443470949e+18,1.1405485913392652e+18,8.61672360026031e+17,1.0690322653928548e+18,1.1148310776926088e+18,1.0816805889764668e+18,8.984140994081624e+17,1.062067717686e+18,1.0964468447124294e+18,1.114700028095838e+18,1.1313408451601202e+18,9.708905519627116e+17,4.682450790119681e+17,0.914,1.3,1.335,1.368,1.461,1.276,1.321,1.365,1.482,1.854,1.276,1.307,1.349,1.396,1.752,1.034,-1.444,0.267,-0.913,-0.842,-0.157,44.959,-54.304,9.69546987246677e+17,9.189199369683188e+18,1.334,0.085,0.076,0.084,0.075,0.085,0.016,0.028,0.136,0.275,0.043,0.043,0.043,0.043,0.006,0.002,0.008,0.288,-0.034,0.261,55.407,6.293,22.981,9.138,9.264,9.192,-0.049,6526569223,6514354017,6272225224,5993959113,6487228558,6457097790,6315442371,5891189516,6486747871,6527773662,6412356343,6144964703,568249229,663891252,909774057,428225851,1359743492,80726796518785024,1.1018789878590669e+17,2.0692220871615283e+17,-0.004,0.311,56.469,56.223,26.896,7531,10146,224147345,0.963,161.68,154.951,576.793,993.652,0.36,0.292,14.224,1.454,1.281,1.139,1.087,0.938,1.445,1.324,1.213,0.969,1.473,1.359,1.24,1.122,1.009,0.419,0.408,0.416,0.044,0.042,0.24,814365,750470,722881,667496,741538,675817,746279,695333,193384,9349295687,0.267,0.178,214968,197325,205493,50705,311380,75341,1419049665,0.279,19.539,19.533,19.537,19.477,19.574,19.534,19.525,19.504,19.597,19.535,19.535,19.534,19.515,19.502,0.433,-0.485,0.047,-0.013,49.482,48.246,-2.426,0.305,428.59,427.98,412.417,426.007,424.221,415.268,406.158,391.578,425.944,428.764,421.411,404.383,407.443,36.608,42.194,60.643,24.938,78.706,335.042,445.076,919.379,-0.034,0.276,55.513,6.293,22.981,423.3,445.089,1,1,0,1
