Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-var-30,difficulty-btc-var-90,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-roc-30,hashrate-btc-std-14,hashrate-btc-var-14,hashrate-btc-trx-14,hashrate-btc-trx-30,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-mom-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-7,mining_profitability-btc-trx-7,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,sentinusd-btc-sma-3,sentinusd-btc-sma-14,sentinusd-btc-sma-30,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-wma-30,sentinusd-btc-wma-90,sentinusd-btc-std-14,sentinusd-btc-std-90,sentinusd-btc-var-14,sentinusd-btc-var-90,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-trx-30,sentinusd-btc-trx-90,transactionfees-btc-trx-7,transactionfees-btc-trx-14,transactionfees-btc-trx-30,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-3,median_transaction_fee-btc-trx-7,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-rsi-3,median_transaction_fee-btc-rsi-7,median_transaction_fee-btc-rsi-14,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-7,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-14,confirmationtime-btc-wma-30,confirmationtime-btc-wma-90,confirmationtime-btc-std-14,confirmationtime-btc-std-30,confirmationtime-btc-var-7,confirmationtime-btc-var-14,confirmationtime-btc-trx-14,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-14,marketcap-btc-sma-30,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-3,marketcap-btc-std-7,marketcap-btc-std-30,marketcap-btc-mom-7,marketcap-btc-mom-14,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-3,marketcap-btc-var-7,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-3,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-3,marketcap-btc-rsi-7,marketcap-btc-rsi-14,marketcap-btc-rsi-90,marketcap-btc-roc-3,marketcap-btc-roc-7,marketcap-btc-roc-14,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-30,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,transactionvalue-btc-std-14,transactionvalue-btc-std-30,transactionvalue-btc-var-14,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-7,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,mediantransactionvalue-btc-sma-3,mediantransactionvalue-btc-sma-7,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-7,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-3,mediantransactionvalue-btc-wma-7,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-7,fee_to_reward-btc-std-14,fee_to_reward-btc-std-90,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-90,size-btc-wma-7,size-btc-std-14,size-btc-std-30,size-btc-var-14,size-btc-var-30,size-btc-trx-7,size-btc-trx-14,size-btc-trx-30,size-btc-trx-90,transactions-btc-sma-14,transactions-btc-ema-30,transactions-btc-wma-30,transactions-btc-std-14,transactions-btc-std-30,transactions-btc-std-90,transactions-btc-var-14,transactions-btc-var-30,transactions-btc-var-90,transactions-btc-trx-14,transactions-btc-trx-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,sentbyaddress-btc-std-30,sentbyaddress-btc-std-90,sentbyaddress-btc-var-30,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-7,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-7,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-14,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-mom-7,top100cap-btc-mom-14,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-3,top100cap-btc-trx-7,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-3,top100cap-btc-rsi-7,top100cap-btc-rsi-14,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-3,top100cap-btc-roc-7,top100cap-btc-roc-14,top100cap-btc-roc-30,activeaddresses-btc-sma-14,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-14,activeaddresses-btc-ema-30,activeaddresses-btc-ema-90,activeaddresses-btc-wma-30,activeaddresses-btc-wma-90,activeaddresses-btc-std-14,activeaddresses-btc-std-30,activeaddresses-btc-std-90,activeaddresses-btc-var-30,activeaddresses-btc-var-90,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-7,price-btc-ema-30,price-btc-wma-3,price-btc-wma-14,price-btc-wma-90,price-btc-std-7,price-btc-std-30,price-btc-mom-7,price-btc-mom-30,price-btc-mom-90,price-btc-var-30,price-btc-var-90,price-btc-trx-3,price-btc-trx-7,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-7,price-btc-rsi-14,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-7,price-btc-roc-14,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_7d,bitcoin-price_raw_30d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2013-04-01,1039517192,94.715,0.0474,7220.0,19.962,901878886924.0,1168545930405.0,1.93,1.046,0.271,53.297,11490406893431.0,3.3007362644153e+25,2.0,1.373,6932.0,6562.0,6279.0,5449.0,3913.0,6990.0,6648.0,6242.0,5603.0,7035.0,6806.0,6442.0,5894.0,4650.0,2048.0,3441.0,4974.0,458425.0,1.855,1.522,1.215,0.091,54.763,136793392,114652550,91370923,97859408,62957053,108319605,67298533,68367721,83568369,1168536324447388.0,1745918089683000.0,3.421,3.636,3.029,0.276,4.663,3.644,2.712,55.785,624.061,0.045,0.046,0.04,0.031,0.041,3.721,4.009,2.987,2.482,99.267,87.21,74.007,68.162,65.414,185.993,606.456,8.684,8.4,9.146,8.368,8.93,8.318,8.24,8.698,2.656,2.341,1.291,1.763,-0.129,-0.057,991852178,931090321,806312686,616948319,352418998,997954603,824742386,669282203,428855865,1005258635,966815475,881124856,725365498,68971698,151770276,409268958,282580870,534757265,680338013,897213385,1189273771995648,5758554150824320,20266774602124288,4.187527004296205e+16,5.195220233693293e+16,3.762,4.438,3.675,2.586,1.097,99.471,97.077,95.218,91.946,9.511,37.332,105.943,189.415,630.491,2385,1883,2254,1380,1325.0,2031.0,438600,1030745,719749,2.682,3.688,3.059,54.192,59.708,54.928,41.397,26.683,56.845,44.502,57.27,58.068,55.935,48.928,14.73,17.452,28.818,76.139,244.368,207.617,2.199,3.449,2.119,0.207,1.136,1.301,1.154,1.279,1.237,1.06,1.172,1.189,1.215,1.157,1.22,1.205,1.188,1.245,0.554,0.555,0.956,1.014,-0.381,0.05,0.742,154528,163582,51899,61285,673384639,938951276,1.572,-0.044,-0.019,0.334,52906,53711,52842,11454,17233,16078,32799583,74247499,64627438,-0.243,0.394,43467,39879,44836,45856,12929,10848,41786951,29422322,1.151,0.982,0.406,0.253,19.59,19.499,19.396,19.501,19.86,19.568,19.428,0.462,0.367,0.322,0.517,0.607,0.694,0.426,0.034,0.026,0.289,0.191,0.063,0.011,-0.057,76.138,77.854,73.605,65.405,50.301,0.511,2.66,3.135,3.6,72861,64764,57136,72149,66879,57827,68908,60273,16122,20592,18183,106005219,82659141,1.219,0.538,0.27,90.406,56.481,32.485,90.961,84.752,61.215,91.616,80.404,43.032,13.729,37.068,25.57,61.597,81.308,343.518,427.406,3.723,4.395,3.629,2.538,1.025,96.992,95.075,93.774,91.45,36.98,104.747,185.993,606.456,163.561,124.662,1,1,1,0
2013-04-02,1183101461,107.749,0.0539,7990.0,20.024,950005633515.0,1243754847226.0,1.948,1.085,0.279,53.297,11315233330806.0,3.2008626332648e+25,2.017,1.406,7394.0,6924.0,6503.0,5582.0,3977.0,7490.0,6984.0,6475.0,5757.0,7564.0,7164.0,6670.0,6058.0,4740.0,2170.0,3981.0,5757.0,442945.0,2.171,1.605,1.241,0.104,55.757,172086337,126344266,99082516,108146320,67228470,119025128,71854377,99072350,94000481,2453832649331916.0,2209022600061440.8,4.752,3.89,3.121,0.312,4.561,3.733,2.777,58.315,869.772,0.05,0.05,0.042,0.038,0.047,5.183,4.233,3.127,2.534,99.745,91.746,78.528,71.179,67.414,231.964,716.218,8.459,8.367,9.13,8.341,8.909,8.3,8.212,8.672,2.648,2.337,1.212,1.753,-0.129,-0.059,1066526516,987933018,850756175,644647072,364007125,1090528032,872523596,702431833,445432691,1100883277,1029818260,931363359,761891508,172592861,185038396,444769123,397898885,622208836,830962611,1042931435,7447073949761536,8559801974466176,24130034807257856,4.945489328610125e+16,5.898440351722694e+16,5.227,4.586,3.792,2.665,1.129,99.816,98.25,96.519,93.08,23.358,50.675,110.932,235.976,744.047,2545,2012,2417,1454,1673.0,2160.0,699432,1166540,841849,3.561,3.769,3.125,70.337,63.554,57.343,44.077,27.577,66.372,47.757,77.652,66.879,61.272,52.383,28.777,26.981,32.06,181.992,308.786,256.962,3.113,3.531,2.21,0.23,1.094,1.322,1.163,1.286,1.243,1.199,1.214,1.209,1.223,1.161,1.229,1.229,1.192,1.248,0.547,0.563,0.953,0.73,-0.33,0.038,0.733,155210,165301,52503,61721,689152619,952368214,1.368,0.042,-0.015,0.331,54132,54317,53415,11873,17526,15980,35244893,76789294,63840999,-0.174,0.392,44503,40218,45961,47069,13782,11689,47486125,34157477,1.319,1.036,0.432,0.256,19.639,19.522,19.401,19.513,19.917,19.602,19.442,0.49,0.408,0.345,0.432,0.682,0.677,0.427,0.042,0.03,0.282,0.209,0.074,0.014,-0.056,81.544,80.298,75.389,66.711,50.893,0.337,2.207,3.526,3.498,74513,66291,57678,74780,68492,58575,70657,61036,18640,21588,19348,116511566,93587018,1.27,0.569,0.274,97.171,58.991,33.536,99.355,90.501,64.217,100.288,84.952,44.686,16.735,40.279,36.045,75.291,94.548,405.594,485.111,5.184,4.543,3.745,2.617,1.057,98.201,96.416,94.987,92.645,50.27,109.704,231.964,716.218,195.397,111.049,1,1,1,0
2013-04-03,1318189886,120.003,0.06,8852.0,19.987,986089374520.0,1315553871298.0,1.943,1.122,0.288,53.297,10182774073258.0,2.5922221956753e+25,2.015,1.435,8021.0,7363.0,6645.0,5743.0,4050.0,8171.0,7451.0,6792.0,5957.0,8293.0,7645.0,6984.0,6269.0,4847.0,2388.0,4836.0,6575.0,595387.0,2.668,1.738,1.276,0.117,56.831,212442521,137048586,106494613,117439750,71293657,128903321,76240859,117121782,102642361,3429377969952188.0,2633863588145095.0,6.252,4.28,3.248,0.353,5.18,3.956,2.871,60.746,1028.0,0.055,0.056,0.045,0.027,0.053,6.968,4.66,3.319,2.599,99.867,94.058,81.743,73.612,69.112,79.898,808.284,8.064,8.373,9.123,8.334,8.894,8.324,8.203,8.652,2.559,2.335,0.146,1.638,-0.126,-0.061,1180269513,1052246046,899864027,676520635,377094375,1204358959,931945768,742158159,464614168,1226714962,1112382477,993687854,805345883,227570546,267956086,493549055,450191191,687509928,956206879,1177852524,12947088329366272,17950115993704064,33865648882136320,6.089766752797075e+16,6.837353381290434e+16,7.014,4.954,3.958,2.756,1.163,99.904,98.785,97.272,93.897,34.928,51.865,109.011,264.158,839.301,2697,2144,2576,1528,1939.0,2260.0,940396,1276352,964945,4.649,3.964,3.214,87.492,69.235,60.546,46.873,28.497,75.413,51.291,93.75,76.624,67.298,56.154,39.584,35.642,35.657,317.592,393.331,317.859,4.432,3.763,2.327,0.256,1.267,1.292,1.227,1.299,1.25,1.398,1.31,1.26,1.247,1.17,1.297,1.287,1.212,1.255,0.453,0.541,0.953,1.028,-0.212,0.036,0.725,156056,168709,47145,62497,555653079,976467593,1.386,0.146,-0.006,0.329,55396,54926,54012,11938,17519,15982,35628625,76727861,63855681,-0.078,0.391,45581,40562,47459,48661,16082,13162,64654761,43309807,1.885,1.163,0.468,0.26,19.68,19.542,19.405,19.523,19.948,19.632,19.454,0.503,0.437,0.364,0.317,0.575,0.592,0.366,0.048,0.033,0.223,0.216,0.085,0.017,-0.056,67.788,74.565,72.249,65.191,50.53,0.712,1.612,2.964,3.051,77677,68078,58298,79095,70985,59642,73293,62124,23932,25575,21903,163523465,119931071,1.403,0.611,0.279,107.489,61.879,34.722,109.679,97.877,67.816,111.703,90.598,46.586,24.268,44.695,40.765,86.649,106.79,499.422,562.186,6.968,4.91,3.911,2.707,1.09,98.752,97.19,95.785,93.508,51.448,107.789,259.795,808.284,178.5,102.694,1,1,0,0
2013-04-04,1357824968,123.562,0.0618,8777.0,19.99,1010130109937.0,1383943002621.0,1.917,1.154,0.296,53.297,10042649490131.0,2.5213702195409e+25,1.969,1.456,8540.0,7555.0,6794.0,5910.0,4122.0,8474.0,7782.0,7057.0,6139.0,8671.0,7999.0,7268.0,6465.0,4951.0,2510.0,5014.0,6518.0,843694.0,3.069,1.884,1.316,0.132,56.71,245323687,144813868,111795343,124473962,74704127,136643670,80005491,125118334,108586735,3913649374933528.0,2947769732649600.0,6.961,4.617,3.379,0.396,5.965,4.254,2.985,61.387,1244.0,0.058,0.06,0.048,0.043,0.055,7.181,5.036,3.525,2.674,99.89,94.573,82.56,74.264,69.578,237.355,834.762,8.275,8.339,9.122,8.399,8.904,8.484,8.266,8.657,2.475,2.247,0.333,1.531,-0.09,-0.063,1286372105,1111986416,946913769,708525651,390620653,1281091963,988729661,781878598,484245175,1315492689,1188777207,1054749313,849301001,149589254,321929291,539459089,418182595,658696391,960150478,1217365028,5594236220618752,25909617038946304,43754363667288448,7.27540271846002e+16,7.825542515096218e+16,7.226,5.28,4.134,2.854,1.2,99.921,98.9,97.446,94.103,30.621,44.504,94.217,241.441,866.699,2833,2244,2712,1597,2083.0,2356.0,1085025,1387167,1069102,5.326,4.155,3.307,106.934,78.292,65.817,50.029,29.741,87.388,55.938,111.661,90.144,75.667,61.086,53.483,47.437,40.642,562.561,567.056,412.95,6.106,4.166,2.481,0.285,1.627,1.382,1.3,1.315,1.261,1.673,1.469,1.352,1.292,1.187,1.461,1.383,1.254,1.271,0.647,0.627,0.963,1.951,0.014,0.049,0.717,156943,181688,53720,65394,721463920,1069093010,1.843,0.315,0.013,0.327,56210,55688,54801,13290,18049,16206,44155072,81439397,65661184,0.044,0.389,46630,40971,49026,50349,18488,14643,85452388,53607673,2.554,1.339,0.514,0.264,19.723,19.564,19.41,19.534,19.969,19.661,19.467,0.497,0.459,0.383,0.281,0.608,0.659,0.45,0.053,0.037,0.161,0.214,0.094,0.02,-0.055,68.44,74.737,72.35,65.257,50.559,0.14,1.427,3.139,3.408,80474,69795,58982,83067,73431,60725,75926,63235,28315,29141,24213,212292466,146568407,1.58,0.663,0.284,117.104,64.777,35.948,116.62,104.298,71.413,119.74,96.125,48.539,29.164,48.85,37.81,86.935,110.343,596.59,643.239,7.181,5.235,4.087,2.805,1.126,98.869,97.368,95.977,93.724,44.093,93.098,237.355,834.762,115.0,105.04,1,0,0,0
2013-04-05,1414392012,128.664,0.0643,9950.0,19.833,1049998827349.0,1468006625051.0,1.888,1.184,0.305,60.377,10254314157412.0,2.6287739709724e+25,1.873,1.468,9193.0,8052.0,7008.0,6087.0,4210.0,9212.0,8324.0,7443.0,6385.0,9376.0,8598.0,7689.0,6726.0,5079.0,2853.0,5294.0,7877.0,1246477.0,3.579,2.074,1.368,0.147,58.121,235346983,154976440,116695551,131112830,78059562,144100514,83741950,127162526,114080731,4042576985610948.0,3253603293525400.0,7.056,4.872,3.507,0.441,6.048,4.452,3.093,58.864,1049.0,0.061,0.063,0.051,0.045,0.058,6.652,5.295,3.728,2.755,99.92,95.26,83.687,75.175,70.229,229.992,876.762,8.395,8.334,9.11,8.446,8.909,8.586,8.316,8.657,2.217,2.238,0.419,1.229,-0.04,-0.065,1363468955,1178437837,996612312,741556324,404780326,1347741988,1045484641,822685915,504687962,1379502643,1264378606,1117079745,894840766,78953205,350849537,585022130,465159946,695779610,990920185,1274370485,1558402158627072,30773849391949824,53171160876601088,8.556272309817466e+16,8.90027940952962e+16,6.695,5.497,4.304,2.957,1.238,99.942,99.05,97.675,94.378,19.55,49.004,96.823,233.999,910.125,3026,2341,2847,1667,2108.0,2453.0,1110469,1503864,1177635,5.634,4.321,3.4,117.01,86.938,70.974,53.308,30.977,96.837,60.405,120.785,101.867,83.582,65.935,60.924,55.711,45.16,775.935,726.635,509.864,7.398,4.619,2.658,0.317,1.659,1.389,1.319,1.232,1.267,1.552,1.46,1.363,1.301,1.193,1.474,1.4,1.261,1.274,0.648,0.627,0.96,2.262,0.199,0.063,0.71,157741,185138,51407,65074,660679155,1058645352,2.045,0.466,0.034,0.326,56271,56045,55212,13374,17976,16024,44713414,80782038,64193454,0.152,0.388,47386,41318,50335,51813,20202,15788,102026223,62312782,3.009,1.518,0.564,0.269,19.757,19.578,19.413,19.54,19.94,19.678,19.477,0.457,0.464,0.392,-0.028,0.472,0.443,0.29,0.054,0.038,0.011,0.193,0.1,0.023,-0.054,26.47,52.947,60.032,59.122,49.033,-0.954,-0.14,2.439,2.285,82264,70824,59500,85329,75147,61589,77877,64138,29826,31093,25666,241699636,164680970,1.735,0.716,0.29,124.076,67.766,37.231,122.642,110.389,75.106,125.52,101.765,50.576,31.783,52.973,42.073,89.674,115.491,701.54,731.342,6.652,5.452,4.257,2.907,1.164,99.022,97.602,96.233,94.013,48.589,95.718,229.992,876.762,92.446,113.464,1,0,0,0
2013-04-06,1474827634,134.114,0.0671,8923.0,19.833,1151730788639.0,1595799220682.0,1.885,1.216,0.314,75.669,10516744526294.0,2.7650478857832e+25,1.8,1.479,9217.0,8384.0,7170.0,6217.0,4283.0,9068.0,8474.0,7640.0,6548.0,9241.0,8816.0,7944.0,6909.0,5183.0,2999.0,3902.0,6611.0,946223.0,3.707,2.225,1.419,0.163,56.491,203821577,160747888,120066807,132822859,79808105,146740690,85896295,119556302,115485795,3573427355240792.0,3334242195953900.0,5.963,4.858,3.588,0.486,5.354,4.475,3.173,56.7,626.386,0.064,0.065,0.054,0.047,0.06,5.981,5.433,3.916,2.84,99.944,95.906,84.815,76.109,70.901,235.372,922.051,8.468,8.328,9.098,8.471,8.907,8.624,8.348,8.651,1.948,2.232,0.44,0.949,0.009,-0.066,1415681538,1252116292,1052259702,776234498,419616955,1411284811,1102730374,864759574,526009713,1435181982,1338476055,1180841788,942148593,95549682,352254544,629729766,515749187,779063458,1040345240,1335296658,2282435417391872,31020815964788480,59944549751180288,9.913989447586125e+16,1.0072315767911875e+17,6.022,5.599,4.456,3.062,1.278,99.96,99.188,97.892,94.647,11.883,53.775,111.972,239.445,956.989,3150,2423,2919,1716,1987.0,2431.0,987019,1477977,1226309,5.108,4.329,3.465,112.888,93.173,74.44,55.459,31.783,95.169,62.325,107.363,102.674,86.141,68.313,51.27,53.993,46.74,728.799,741.764,546.156,7.151,4.84,2.811,0.35,1.442,1.315,1.318,1.213,1.267,1.25,1.332,1.307,1.278,1.187,1.363,1.351,1.243,1.267,0.711,0.629,0.96,1.628,0.254,0.068,0.702,158385,180275,45721,62919,522608121,989697975,1.765,0.549,0.052,0.324,56190,55755,55003,13473,17461,15424,45382999,76225007,59472284,0.203,0.386,47634,41563,50446,52114,20243,15763,102441468,62117197,2.704,1.589,0.607,0.274,19.792,19.593,19.416,19.547,19.913,19.695,19.486,0.396,0.467,0.4,-0.123,0.489,0.444,0.23,0.055,0.04,-0.076,0.164,0.103,0.026,-0.053,26.647,52.989,60.051,59.132,49.037,-0.769,-0.618,2.527,2.292,83414,71381,59954,85030,75659,62061,78668,64656,28597,31352,25872,245738742,167334419,1.799,0.762,0.296,128.78,70.904,38.576,128.378,116.32,78.913,130.538,107.532,52.706,31.898,57.016,46.659,94.124,120.991,812.71,827.367,5.982,5.555,4.409,3.011,1.203,99.164,97.825,96.479,94.297,53.353,110.817,235.372,922.051,98.435,113.005,1,0,0,0
2013-04-07,1563013110,142.08,0.071,9411.0,19.767,1229187540768.0,1718152888140.0,1.89,1.248,0.324,75.669,10841862131140.0,2.9386493617664e+25,1.745,1.489,9428.0,8732.0,7477.0,6370.0,4360.0,9240.0,8709.0,7876.0,6733.0,9339.0,9073.0,8243.0,7115.0,5295.0,3162.0,4607.0,6962.0,690831.0,3.702,2.354,1.472,0.179,57.07,170740512,165829787,122750551,132461825,80850275,147202627,87347514,106683468,115946907,2845340604152428.0,3360921285754477.0,4.269,4.603,3.616,0.53,4.788,4.457,3.244,58.303,925.944,0.068,0.069,0.057,0.05,0.064,5.654,5.511,4.092,2.93,99.966,96.678,86.307,77.395,71.841,244.103,979.512,8.505,8.321,9.1,8.491,8.904,8.634,8.377,8.644,1.852,2.225,0.452,0.858,0.052,-0.068,1484077585,1335838037,1113279831,813375690,435428226,1487148960,1164101405,909808190,548800997,1508847768,1416200260,1248942242,992908503,122051671,328656778,677702511,586052215,854281803,1114235739,1423014406,3724152575970560,27003819424369664,66425185414824960,1.148201734889614e+17,1.1413058805451376e+17,5.694,5.649,4.595,3.168,1.321,99.976,99.349,98.162,95.001,15.112,59.987,120.537,248.283,1016.0,3236,2475,2921,1743,1741.0,2364.0,757413,1397038,1235699,3.752,4.11,3.48,93.214,95.062,76.177,56.682,32.319,87.45,62.452,83.066,95.455,84.789,68.883,45.584,50.921,47.111,648.241,716.987,554.859,5.674,4.753,2.913,0.383,1.227,1.347,1.349,1.217,1.272,1.276,1.324,1.307,1.28,1.19,1.36,1.349,1.249,1.268,0.685,0.576,0.956,1.142,0.289,0.072,0.695,159496,188166,42268,65397,446653947,1069205906,1.763,0.653,0.074,0.323,57063,56247,55590,13637,17759,15284,46492838,78845320,58397618,0.266,0.384,48027,41727,50513,52363,20067,15865,100672517,62923228,2.1,1.581,0.64,0.278,19.82,19.602,19.418,19.551,19.874,19.706,19.494,0.325,0.47,0.404,-0.079,0.385,0.261,0.141,0.055,0.041,-0.144,0.129,0.103,0.028,-0.052,16.82,45.356,55.41,56.711,48.404,-1.118,-0.399,1.984,1.339,84705,72398,60321,85306,76397,62611,79682,65253,27493,31346,26457,245649879,174998891,1.813,0.803,0.302,134.952,74.263,40.008,135.229,122.76,82.989,137.188,113.691,54.981,29.732,61.353,53.03,100.79,128.918,941.058,937.173,5.654,5.606,4.547,3.117,1.245,99.329,98.103,96.797,94.67,59.552,119.363,244.103,979.512,91.849,110.375,1,0,0,0
2013-04-08,1799989332,163.561,0.0818,10124.0,19.689,1282369083736.0,1838692472962.0,1.894,1.279,0.334,75.669,11052546653601.0,3.0539696882506e+25,1.701,1.498,9486.0,9147.0,7854.0,6535.0,4453.0,9682.0,9062.0,8176.0,6952.0,9687.0,9421.0,8596.0,7357.0,5422.0,3402.0,4951.0,8304.0,468986.0,3.727,2.483,1.528,0.196,57.897,164934890,174011066,128434505,137461679,83687842,152829015,90590471,101260392,119753751,2563416726378048.0,3585240197880137.0,3.451,4.405,3.64,0.574,4.311,4.404,3.305,58.463,989.802,0.075,0.076,0.061,0.06,0.075,6.915,5.785,4.304,3.033,99.987,97.915,89.345,80.346,74.12,278.959,1120.0,8.793,8.346,9.083,8.542,8.913,8.701,8.44,8.648,1.753,2.251,0.24,0.768,0.105,-0.069,1612610025,1444476915,1187783618,857732657,453843044,1643569146,1248886462,967239231,576299641,1666803642,1532238083,1340503509,1056560996,274602370,365701109,751938281,760472140,1043053011,1330709019,1657333580,18851615365655040,33434325357656320,85487888508019968,1.413527946427534e+17,1.3352827466677536e+17,6.957,5.902,4.771,3.286,1.366,99.991,99.599,98.658,95.761,27.262,73.156,137.799,283.564,1162.0,3369,2583,3022,1804,1680.0,2343.0,705941,1372963,1317457,3.118,3.945,3.493,95.026,104.438,82.073,60.183,33.565,98.242,66.85,101.768,104.343,92.047,73.653,43.953,55.454,51.324,768.788,854.698,658.551,5.455,4.813,3.035,0.418,1.144,1.392,1.347,1.216,1.274,1.229,1.289,1.29,1.274,1.19,1.319,1.327,1.247,1.266,0.588,0.578,0.954,0.631,0.287,0.073,0.687,160005,191427,42889,66811,459856995,1115915801,1.74,0.748,0.099,0.322,57969,56587,56040,13004,17934,15008,42275610,80403360,56310715,0.324,0.383,49088,42067,51564,53573,20552,16667,105592143,69446512,1.898,1.6,0.677,0.283,19.837,19.608,19.421,19.554,19.817,19.712,19.499,0.263,0.47,0.408,-0.273,0.244,0.174,0.294,0.055,0.042,-0.207,0.088,0.1,0.03,-0.051,10.235,37.941,50.519,54.048,47.679,-0.725,-1.368,1.255,0.889,88114,74390,60965,89118,78816,63739,82359,66430,29235,33938,28724,287943484,206269076,1.882,0.852,0.309,146.585,78.277,41.677,149.395,132.96,88.187,151.492,121.977,57.696,33.071,68.074,68.845,120.4,150.154,1159.0,1096.0,6.915,5.859,4.724,3.234,1.289,99.587,98.616,97.44,95.477,72.687,136.547,278.959,1120.0,87.108,109.595,1,0,0,0
