Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-sma-30,difficulty-btc-rsi-30,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,transactionfees-btc-ema-90,transactionfees-btc-wma-30,transactionfees-btc-wma-90,transactionfees-btc-std-90,transactionfees-btc-var-30,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-wma-3,marketcap-btc-sma-7,marketcap-btc-sma-90,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-30,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-30,sentbyaddress-btc-sma-30,sentbyaddress-btc-wma-90,activeaddresses-btc-ema-90,price-btc-sma-3,price-btc-sma-14,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-90,price-btc-wma-3,price-btc-wma-30,price-btc-trx-14,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2015-07-25,4097949970,288.564,0.0289,4.1339634731668896e+17,50231675972,85.491,2.809,2.74,2.552,2.779,2.73,2.659,2.779,2.784,2.617,0.481,0.058,0.048,0.061,0.049,0.028,0.001,0.028,0.028,3953044061,3523599003,3639226564,4046778401,3988351488,3945141505,2438,2494,79.244,78.082,198303,190712,225730,282.785,283.562,272.368,247.831,284.233,257.293,284.702,278.605,0.419,290.788,280.98,219.892,276.61
2015-07-26,4123831837,290.788,0.0291,3.776311636388882e+17,50317873255,88.417,2.801,2.751,2.557,2.78,2.734,2.662,2.777,2.788,2.622,0.481,0.058,0.049,0.062,0.049,0.028,0.001,0.029,0.029,3992303506,3534345984,3649877230,4099378773,4031048432,3962052470,2400,2481,79.069,77.38,197127,190417,220769,287.36,282.598,273.97,248.606,287.51,258.029,288.704,279.793,0.403,291.318,280.317,213.673,279.731
2015-07-27,4100944581,291.318,0.0291,3.913856715796776e+17,50404070538,88.417,2.777,2.766,2.561,2.782,2.738,2.664,2.776,2.79,2.628,0.483,0.058,0.049,0.063,0.05,0.029,0.001,0.029,0.029,4021247383,3544266527,3659790798,4108074565,4058208701,3976081063,2408,2482,80.385,78.167,196885,190501,215917,290.224,282.424,275.467,249.337,289.414,258.761,290.683,280.913,0.392,294.087,282.591,225.249,289.505
2015-07-28,4135168208,294.087,0.0294,3.8484009533987846e+17,50496995102,88.417,2.765,2.768,2.566,2.761,2.73,2.663,2.755,2.781,2.629,0.478,0.057,0.05,0.064,0.051,0.029,0.001,0.029,0.029,4047937070,3554624482,3670238653,4121870937,4086688907,3991060242,2445,2493,81.591,78.847,197696,190696,216861,292.064,282.697,276.946,250.103,291.751,259.537,292.614,282.114,0.387,290.804,283.586,225.623,284.408
2015-07-29,4116440307,290.804,0.0414,3.652356334552841e+17,50592871433,88.417,2.768,2.782,2.572,2.8,2.752,2.672,2.794,2.8,2.64,0.488,0.06,0.05,0.065,0.051,0.03,0.001,0.033,0.035,4076039745,3563610207,3680045283,4120100320,4103814716,4003572152,2436,2488,83.435,80.177,198596,191550,218039,292.07,282.736,278.209,250.761,291.277,260.224,291.984,283.008,0.382,287.751,282.593,227.685,292.005
2015-07-30,4087694830,287.751,0.032,3.719811221144839e+17,50688747763,88.417,2.77,2.779,2.572,2.776,2.743,2.671,2.774,2.789,2.641,0.489,0.06,0.051,0.066,0.052,0.031,0.001,0.034,0.035,4098700988,3572009952,3689004614,4105188886,4106728488,4013132514,2435,2487,85.052,81.413,197552,191682,218666,290.881,283.128,279.046,251.347,289.514,260.829,289.825,283.624,0.373,284.668,279.109,230.117,301.252
2015-07-31,4036930015,284.668,0.0302,3.6422999312145485e+17,50784624094,88.417,2.779,2.797,2.578,2.803,2.758,2.678,2.802,2.802,2.65,0.495,0.061,0.051,0.067,0.053,0.031,0.001,0.035,0.033,4099851393,3580092407,3696651326,4067103336,4091285744,4018700503,2407,2475,85.75,82.06,197512,192157,219816,287.741,283.663,279.866,251.905,287.091,261.353,286.718,283.986,0.359,280.98,278.091,229.659,309.563
2015-08-01,4006359124,280.98,0.0281,4.1820650280182246e+17,50880500424,88.417,2.777,2.787,2.579,2.779,2.75,2.677,2.781,2.791,2.651,0.495,0.061,0.052,0.067,0.053,0.031,0.001,0.03,0.029,4086766986,3586896892,3703458090,4030105372,4067912677,4021555430,2350,2454,83.672,79.954,196475,192355,220855,284.466,283.914,280.647,252.366,284.035,261.784,283.338,284.058,0.339,280.317,272.542,228.792,324.762
2015-08-02,4009288982,280.317,0.028,4.074268156261444e+17,50976376755,88.417,2.766,2.786,2.582,2.757,2.741,2.675,2.759,2.78,2.651,0.493,0.061,0.052,0.067,0.053,0.031,0.001,0.029,0.028,4070403721,3593837454,3710179648,4012919202,4048543176,4023867356,2316,2440,81.378,77.676,195173,191957,221721,281.988,284.306,281.454,252.813,282.176,262.192,281.263,284.037,0.313,282.591,263.326,228.197,321.941
2015-08-03,4040683377,282.591,0.0283,3.798668144748684e+17,51072253085,88.417,2.772,2.796,2.585,2.781,2.754,2.681,2.783,2.79,2.659,0.498,0.062,0.052,0.067,0.054,0.031,0.001,0.028,0.028,4061794978,3601706406,3717443467,4024497870,4041113090,4027401241,2322,2440,80.823,77.102,195521,191967,222294,281.296,284.768,282.282,253.336,282.384,262.64,281.565,284.11,0.287,283.586,264.516,228.016,316.359
2015-08-04,4044523105,283.586,0.0369,4.042239054330471e+17,51168129416,88.417,2.767,2.793,2.582,2.732,2.731,2.675,2.734,2.765,2.655,0.5,0.062,0.053,0.067,0.054,0.032,0.001,0.031,0.033,4048845677,3609813177,3724632030,4037370842,4036795122,4030356659,2333,2441,83.944,80.15,195893,192415,223126,282.165,285.128,282.918,253.88,282.985,263.1,282.71,284.194,0.262,282.593,265.458,227.614,335.738
2015-08-05,4022245772,282.593,0.0334,3.1832162363997056e+17,51264005746,88.417,2.767,2.789,2.591,2.765,2.748,2.682,2.763,2.777,2.664,0.501,0.063,0.053,0.068,0.055,0.032,0.001,0.033,0.034,4035389315,3617779089,3731172992,4032744484,4030145146,4031269743,2352,2445,86.478,82.874,194748,192971,224389,282.923,285.56,283.273,254.44,282.789,263.529,282.924,284.173,0.238,279.109,267.668,229.058,384.145
2015-08-06,3990839109,279.109,0.0522,3.708144293370081e+17,51359882077,88.417,2.779,2.796,2.592,2.759,2.746,2.683,2.757,2.772,2.667,0.502,0.063,0.054,0.068,0.055,0.033,0.001,0.041,0.043,4021552784,3624320114,3736879939,4010255329,4019007594,4029773619,2355,2444,86.163,82.945,193357,193247,225128,281.763,285.706,283.655,254.874,280.949,263.871,281.017,283.905,0.211,278.091,264.053,231.934,449.287
2015-08-07,3955623563,278.091,0.0278,3.8113890101436736e+17,51455758407,88.417,2.74,2.782,2.592,2.727,2.731,2.679,2.722,2.754,2.665,0.501,0.063,0.054,0.068,0.056,0.033,0.001,0.038,0.037,4009937576,3630308443,3741687491,3978465780,4002525289,4025529773,2383,2451,86.939,84.198,191315,193129,225650,279.931,285.375,283.973,255.268,279.52,264.184,279.181,283.546,0.183,272.542,264.837,239.717,401.566
2015-08-08,3853540067,272.542,0.0273,3.8587425653416806e+17,51559576750,89.577,2.752,2.794,2.596,2.744,2.739,2.683,2.737,2.759,2.671,0.504,0.064,0.054,0.068,0.056,0.033,0.001,0.036,0.032,3988106282,3635231312,3744145790,3910451073,3963425912,4014385117,2442,2470,85.891,83.792,189604,192837,226214,276.581,284.23,284.058,255.614,276.031,264.368,275.486,282.808,0.151,263.326,264.722,240.53,372.194
2015-08-09,3755054461,263.326,0.0263,3.764410686507203e+17,51669504332,90.346,2.731,2.773,2.593,2.711,2.724,2.679,2.703,2.74,2.669,0.503,0.063,0.054,0.067,0.056,0.033,0.001,0.027,0.027,3951787065,3639040788,3744385541,3821311180,3905162957,3996864508,2515,2494,84.912,83.441,187185,192054,226536,271.32,282.269,283.46,255.857,269.678,264.345,268.859,281.471,0.109,264.516,258.969,243.394,383.625
2015-08-10,3761475432,264.516,0.0265,4.1691155156172685e+17,51771135579,90.346,2.722,2.767,2.596,2.705,2.72,2.679,2.695,2.733,2.671,0.501,0.063,0.054,0.067,0.057,0.033,0.001,0.027,0.027,3911900216,3642928500,3744761143,3774679214,3857585048,3980287419,2536,2502,85.731,84.809,186304,192036,227136,266.795,280.354,282.564,256.113,267.097,264.348,265.457,280.248,0.063,265.458,257.854,240.462,382.2
2015-08-11,3774295735,265.458,0.0265,4.5338481474692864e+17,51825251449,90.346,2.705,2.75,2.592,2.663,2.698,2.672,2.65,2.709,2.666,0.503,0.063,0.054,0.066,0.057,0.033,0.001,0.026,0.026,3873296306,3646908086,3745410255,3766815422,3823183928,3965390840,2550,2507,86.926,86.495,185653,191943,227336,264.433,278.309,281.271,256.371,266.278,264.373,264.789,279.145,0.018,267.668,253.79,238.539,374.932
2015-08-12,3804911574,267.668,0.0268,3.609164859988797e+17,51879367320,90.346,2.655,2.724,2.591,2.622,2.676,2.665,2.604,2.683,2.661,0.505,0.064,0.054,0.066,0.057,0.032,0.001,0.027,0.027,3842248563,3651976968,3746717976,3787466937,3806087745,3953649231,2583,2519,87.631,87.571,185558,192049,227751,265.881,276.657,280.401,256.719,266.973,264.445,266.406,278.267,-0.022,264.053,231.748,239.916,365.764
2015-08-13,3766644682,264.053,0.0264,3.692041976373594e+17,51933483190,90.346,2.657,2.719,2.594,2.625,2.674,2.665,2.603,2.678,2.662,0.503,0.063,0.054,0.065,0.057,0.032,0.001,0.027,0.027,3810220788,3656497155,3747155926,3780675488,3787186775,3940061026,2631,2537,87.01,87.244,185508,192007,227975,265.726,274.964,279.527,257.017,265.513,264.437,265.492,277.213,-0.061,264.837,232.887,238.114,315.768
2015-08-14,3798335873,264.837,0.0265,3.793820089450112e+17,51987599060,90.346,2.622,2.702,2.595,2.608,2.663,2.661,2.581,2.664,2.66,0.501,0.063,0.054,0.065,0.057,0.032,0.001,0.027,0.027,3787751118,3661441822,3748280760,3788868093,3784215546,3929232643,2678,2554,86.588,87.122,185564,191917,228158,265.519,273.548,278.68,257.327,265.175,264.445,265.047,276.265,-0.096,264.722,233.452,232.617,327.694
2015-08-15,3780938872,264.722,0.0265,3.5845024874184966e+17,52041714930,90.346,2.616,2.7,2.593,2.599,2.655,2.658,2.571,2.654,2.659,0.501,0.063,0.055,0.064,0.057,0.032,0.001,0.026,0.026,3777379519,3666209637,3748998520,3784355507,3782512485,3917923971,2699,2563,85.024,85.856,185390,191454,228348,264.537,272.386,278.095,257.637,264.949,264.451,264.649,275.364,-0.127,258.969,229.848,230.218,333.683
2015-08-16,3704842867,258.969,0.0259,3.698356447832033e+17,52095830800,90.346,2.603,2.686,2.593,2.577,2.641,2.653,2.546,2.636,2.655,0.501,0.063,0.055,0.063,0.057,0.032,0.001,0.026,0.026,3770206434,3670318866,3748028066,3745790370,3764378322,3902160645,2739,2576,84.7,85.812,185481,190843,228747,262.843,270.862,277.488,257.891,261.959,264.331,261.865,274.13,-0.158,257.854,229.287,230.152,333.448
2015-08-17,3706332484,257.854,0.0258,3.5897207908642714e+17,52149946671,90.346,2.583,2.686,2.598,2.587,2.642,2.653,2.553,2.634,2.657,0.495,0.061,0.055,0.063,0.058,0.032,0.001,0.026,0.026,3762328870,3674788722,3747111680,3718270343,3748409835,3886995434,2794,2596,86.232,87.575,186875,190868,229126,260.515,269.095,276.834,258.168,259.906,264.189,259.37,272.864,-0.188,253.79,219.892,228.705,328.106
2015-08-18,3604969298,253.79,0.0254,3.8211568927700646e+17,52204062541,90.346,2.579,2.673,2.596,2.557,2.623,2.647,2.523,2.613,2.651,0.498,0.062,0.055,0.062,0.058,0.031,0.001,0.026,0.026,3738139379,3678044626,3743987672,3655402622,3709069942,3865706887,2876,2625,87.849,89.335,188107,191133,229966,256.871,266.966,276.133,258.396,256.848,263.96,256.008,271.377,-0.22,231.748,213.673,230.686,322.131
2015-08-19,3274728642,231.748,0.0232,3.9963149203175936e+17,52258178411,90.346,2.529,2.653,2.594,2.519,2.601,2.639,2.482,2.587,2.644,0.501,0.063,0.054,0.061,0.057,0.031,0.001,0.025,0.024,3662398960,3677351683,3733674286,3456742834,3593217258,3823637322,2907,2638,88.798,90.331,188203,191298,230618,247.797,263.334,274.654,258.359,244.298,263.252,243.446,268.513,-0.269,232.887,225.249,233.043,334.502
2015-08-20,3327860050,232.887,0.0233,4.1311841520554765e+17,52312294281,90.346,2.487,2.642,2.591,2.467,2.57,2.628,2.429,2.554,2.634,0.509,0.065,0.054,0.06,0.057,0.031,0.001,0.024,0.024,3599715441,3676968359,3724755292,3356334455,3509582530,3786336684,2935,2650,89.581,91.149,187532,191249,230815,239.475,260.033,273.132,258.313,238.592,262.585,235.991,265.819,-0.326,233.452,225.623,231.588,333.66
2015-08-21,3331386336,233.452,0.0233,3.924909591708461e+17,52366410151,90.346,2.483,2.625,2.596,2.467,2.564,2.624,2.426,2.542,2.631,0.498,0.062,0.054,0.059,0.057,0.031,0.001,0.023,0.023,3533008364,3676026616,3716109821,3320767958,3442500254,3750597915,2950,2659,89.098,90.651,187403,191415,231095,232.696,256.844,271.695,258.24,236.022,261.944,232.98,263.259,-0.384,229.848,227.685,230.94,330.832
2015-08-22,3272786444,229.848,0.023,4.338432441214149e+17,52470776771,95.031,2.429,2.61,2.587,2.419,2.534,2.613,2.376,2.509,2.62,0.504,0.064,0.054,0.058,0.057,0.031,0.001,0.023,0.023,3460415160,3674378831,3706366450,3301498676,3377444774,3712343745,2951,2663,87.132,88.599,188100,191584,231910,232.062,253.795,270.122,258.129,232.935,261.239,231.556,260.559,-0.443,229.287,230.117,228.015,319.889
2015-08-23,3248378676,229.287,0.0229,3.898660617717914e+17,52576785572,95.111,2.393,2.574,2.583,2.361,2.499,2.599,2.316,2.468,2.607,0.517,0.067,0.054,0.057,0.057,0.03,0.001,0.023,0.023,3395205990,3672738633,3696300784,3270349208,3324435653,3673926234,2934,2661,85.425,86.781,187794,191162,232493,230.862,251.363,268.34,258.025,231.111,260.537,230.168,257.924,-0.5,219.892,229.659,228.689,324.813
2015-08-24,3116618034,219.892,0.022,4.031896189047517e+17,52665103502,95.111,2.354,2.555,2.578,2.33,2.475,2.588,2.281,2.44,2.597,0.526,0.069,0.054,0.056,0.057,0.03,0.001,0.023,0.022,3310961068,3669773129,3683560504,3186566316,3254788664,3628686528,2988,2683,85.885,87.104,189332,191393,233411,226.342,248.176,266.051,257.831,225.501,259.644,224.683,254.799,-0.559,213.673,228.792,230.404,324.123
2015-08-25,3075432623,213.673,0.0214,4.028364408162973e+17,52731047685,95.111,2.312,2.522,2.571,2.259,2.431,2.571,2.207,2.391,2.58,0.549,0.075,0.054,0.055,0.057,0.03,0.001,0.022,0.022,3235312972,3666258992,3670195056,3117985435,3195906552,3582900090,3043,2705,86.491,87.541,190139,191473,233865,220.95,244.477,263.481,257.567,219.587,258.633,218.348,251.419,-0.622,225.249,228.197,232.239,322.867
2015-08-26,3244055127,225.249,0.0225,3.926351687714086e+17,52796991868,95.111,2.31,2.506,2.571,2.268,2.424,2.566,2.209,2.378,2.575,0.55,0.076,0.053,0.054,0.057,0.03,0.001,0.022,0.022,3230931041,3664649142,3660829343,3166608110,3198092091,3550247145,3048,2712,86.457,87.336,190249,191465,234342,219.605,241.447,261.278,257.434,222.418,257.899,220.497,248.953,-0.673,225.623,228.016,235.295,320.608
2015-08-27,3240906595,225.623,0.0226,4.068423780190798e+17,52862936050,95.111,2.258,2.483,2.564,2.221,2.391,2.551,2.156,2.34,2.56,0.567,0.08,0.053,0.053,0.057,0.03,0.001,0.022,0.022,3218509119,3663108236,3651600272,3214377110,3200585980,3519233842,3045,2716,86.483,87.218,190150,191431,234550,221.515,238.702,258.996,257.309,224.02,257.19,223.506,246.653,-0.713,227.685,227.614,234.051,322.364
2015-08-28,3271428787,227.685,0.0228,3.913447820426448e+17,52928880233,95.111,2.242,2.456,2.561,2.227,2.383,2.545,2.157,2.326,2.554,0.57,0.081,0.053,0.053,0.057,0.029,0.001,0.023,0.023,3209943755,3662309155,3643244855,3256692446,3213815896,3492112857,3066,2728,86.908,87.527,189229,191517,235256,226.185,236.048,256.892,257.236,225.852,256.542,226.591,244.632,-0.739,230.117,229.058,233.409,342.484
2015-08-29,3289780954,230.117,0.023,4.42105859448096e+17,52994824416,95.111,2.209,2.439,2.557,2.209,2.365,2.535,2.138,2.303,2.543,0.578,0.084,0.053,0.052,0.056,0.028,0.001,0.023,0.023,3212371542,3662098538,3635476417,3275517838,3233775196,3467993110,3016,2716,85.14,85.707,188748,191184,234447,227.808,233.577,254.971,257.212,227.985,255.961,228.557,242.905,-0.753,229.659,231.934,237.125,355.977
2015-08-30,3289829922,229.659,0.023,4.144318399509015e+17,53060768599,95.111,2.185,2.409,2.556,2.193,2.347,2.525,2.122,2.28,2.533,0.582,0.085,0.053,0.051,0.056,0.028,0.001,0.023,0.023,3218293149,3662561090,3627879791,3286746743,3253139791,3445592467,2948,2698,84.215,84.721,187544,190727,234935,229.154,231.483,253.137,257.238,228.822,255.383,229.483,241.272,-0.756,228.792,239.717,237.937,354.843
2015-08-31,3287727721,228.792,0.0229,4.303101350143879e+17,53126712781,95.111,2.145,2.392,2.551,2.181,2.331,2.516,2.11,2.26,2.523,0.589,0.087,0.053,0.051,0.056,0.028,0.001,0.023,0.023,3242737390,3663310318,3620403921,3288770660,3270498434,3424662865,2913,2691,83.74,84.18,187474,190759,235614,229.523,229.407,251.398,257.289,228.807,254.798,229.302,239.701,-0.751,228.197,240.53,236.866,360.479
2015-09-01,3272849765,228.197,0.0228,3.9628845663843546e+17,53192656964,95.111,2.136,2.379,2.55,2.188,2.325,2.51,2.122,2.25,2.516,0.59,0.087,0.052,0.05,0.056,0.028,0.001,0.023,0.023,3270939839,3663692583,3612765368,3280639110,3278026528,3404318839,2888,2688,83.561,83.854,188599,191000,236509,228.883,227.579,249.66,257.312,228.502,254.214,228.639,238.205,-0.739,228.016,243.394,236.899,376.271
2015-09-02,3254943339,228.016,0.0456,4.272481306395324e+17,53258601147,95.111,2.128,2.353,2.547,2.184,2.314,2.502,2.125,2.236,2.508,0.595,0.089,0.053,0.052,0.057,0.028,0.001,0.03,0.034,3272495298,3663988698,3604901148,3266376212,3274027403,3384403300,2838,2677,88.339,88.403,189309,191377,236993,228.335,227.313,247.841,257.34,228.259,253.638,228.206,236.808,-0.723,227.614,240.462,237.726,367.19
2015-09-03,3259698973,227.614,0.0228,4.088048787999141e+17,53324545330,95.111,2.123,2.341,2.545,2.166,2.297,2.492,2.115,2.216,2.497,0.602,0.09,0.053,0.052,0.057,0.028,0.001,0.03,0.03,3275179923,3664486237,3597314287,3260305560,3270828322,3366484339,2789,2667,88.305,88.266,189125,191601,237660,227.942,226.936,245.976,257.373,227.937,253.066,227.845,235.503,-0.703,229.058,238.539,238.381,355.655
2015-09-04,3281548900,229.058,0.0229,4.301864929204133e+17,53446472153,97.324,2.096,2.311,2.538,2.156,2.284,2.483,2.11,2.2,2.487,0.608,0.092,0.053,0.052,0.057,0.027,0.001,0.03,0.027,3276625653,3665045776,3590374388,3269831331,3272420566,3351662845,2759,2662,88.028,87.972,187776,191166,237334,228.229,226.622,244.191,257.416,228.497,252.538,228.403,234.412,-0.678,231.934,239.916,238.794,361.925
2015-09-05,3322516844,231.934,0.0232,4.342689197351648e+17,53602450273,97.917,2.087,2.287,2.536,2.132,2.264,2.472,2.095,2.179,2.474,0.613,0.094,0.053,0.051,0.057,0.027,0.001,0.023,0.023,3281302209,3666136918,3584487409,3298391218,3283893364,3341077341,2683,2642,84.951,84.945,187696,191295,238460,229.535,226.771,242.619,257.495,230.216,252.086,230.255,233.621,-0.648,239.717,238.114,238.724,359.977
2015-09-06,3419119314,239.717,0.024,4.2833782851948166e+17,53758428394,97.917,2.09,2.27,2.53,2.118,2.249,2.463,2.087,2.162,2.463,0.623,0.097,0.053,0.051,0.056,0.027,0.001,0.023,0.024,3299772122,3668141458,3580852946,3363990088,3318347640,3338161506,2637,2632,83.329,83.263,187401,190877,239032,233.57,227.516,241.339,257.647,234.966,251.814,235.346,233.434,-0.606,240.53,232.617,243.136,374.789
2015-09-07,3455213326,240.53,0.0241,3.9771249552829446e+17,53906464502,97.917,2.103,2.252,2.53,2.145,2.253,2.459,2.117,2.165,2.458,0.623,0.097,0.053,0.052,0.057,0.026,0.001,0.024,0.024,3323698637,3670092891,3578091635,3421065908,3357207941,3338728089,2580,2618,82.892,82.744,188133,190969,236876,237.394,228.99,240.272,257.77,237.748,251.566,238.827,233.382,-0.556,243.394,230.218,245.262,393.696
2015-09-08,3535675580,243.394,0.0243,4.0926880018663e+17,54048391370,97.917,2.12,2.237,2.524,2.13,2.239,2.45,2.108,2.151,2.448,0.631,0.1,0.053,0.051,0.056,0.026,0.001,0.024,0.024,3361245182,3672928012,3577159414,3489428784,3410202177,3345342403,2575,2620,83.919,83.648,189833,191212,238122,241.214,231.113,239.608,257.927,240.571,251.386,241.826,233.583,-0.499,240.462,230.152,243.701,393.935
2015-09-09,3463668827,240.462,0.024,3.9732495974989645e+17,54190318238,97.917,2.116,2.224,2.526,2.149,2.241,2.446,2.128,2.153,2.442,0.625,0.098,0.053,0.051,0.056,0.026,0.001,0.024,0.024,3391063109,3674881894,3574665116,3486261828,3435808088,3347782902,2556,2617,85.401,85.013,190054,191242,232888,241.462,232.2,238.806,258.045,240.517,251.146,241.451,233.638,-0.442,238.539,228.705,243.629,395.33
2015-09-10,3435844536,238.539,0.0239,4.686409044433124e+17,54332245106,97.917,2.136,2.217,2.522,2.155,2.238,2.44,2.138,2.151,2.435,0.629,0.099,0.053,0.051,0.056,0.025,0.001,0.024,0.024,3416226761,3676324789,3571614114,3461757807,3447003444,3349068730,2546,2617,85.404,84.975,190055,191055,232537,240.798,233.122,237.909,258.134,239.528,250.869,239.989,233.621,-0.388,239.916,230.686,244.579,417.576
2015-09-11,3464888833,239.916,0.024,4.783485456079204e+17,54474171975,97.917,2.117,2.205,2.516,2.134,2.223,2.431,2.12,2.137,2.423,0.638,0.102,0.053,0.051,0.056,0.025,0.001,0.024,0.024,3442418180,3678104210,3569268504,3455004067,3459168963,3352956235,2472,2596,81.653,81.224,190261,191206,233286,239.639,233.996,236.984,258.235,239.722,250.628,239.548,233.75,-0.336,238.114,233.043,245.811,415.562
2015-09-12,3438891093,238.114,0.0238,4.13577397023174e+17,54616098843,97.917,2.107,2.182,2.512,2.111,2.206,2.42,2.099,2.121,2.411,0.646,0.104,0.053,0.051,0.056,0.025,0.001,0.024,0.024,3459043073,3679156585,3566403066,3447049247,3458287191,3355897699,2386,2568,78.596,78.076,189805,190775,233718,238.856,234.567,236.119,258.285,238.918,250.353,238.785,233.823,-0.29,232.617,231.588,246.638,432.058
2015-09-13,3351769653,232.617,0.0233,3.928085889518992e+17,54758025711,97.917,2.119,2.174,2.511,2.129,2.208,2.417,2.118,2.126,2.405,0.648,0.105,0.053,0.051,0.056,0.025,0.001,0.024,0.024,3449421693,3678857993,3561685848,3399663330,3431468836,3353923271,2302,2541,74.71,73.995,189835,190623,234910,236.882,234.779,235.045,258.252,235.767,249.963,235.666,233.597,-0.254,230.218,230.94,247.404,432.019
2015-09-14,3334978018,230.218,0.023,4.6009534987684896e+17,54899952579,97.917,2.106,2.153,2.508,2.101,2.19,2.406,2.091,2.109,2.392,0.657,0.108,0.052,0.05,0.056,0.025,0.001,0.023,0.023,3432245220,3677433950,3556703258,3357894076,3402857917,3351825869,2248,2523,71.83,70.804,191127,190943,235636,233.65,234.88,233.895,258.123,232.993,249.529,232.334,233.286,-0.228,230.152,228.015,251.284,435.76
2015-09-15,3327247333,230.152,0.023,4.3232775842940826e+17,55041879447,97.917,2.099,2.144,2.498,2.107,2.187,2.4,2.096,2.108,2.384,0.651,0.106,0.052,0.05,0.055,0.025,0.001,0.023,0.023,3402469756,3674686780,3551660271,3333911281,3376608446,3350188768,2203,2508,69.769,68.315,192956,191473,236628,230.996,235.02,232.934,257.893,231.572,249.104,230.585,233.044,-0.21,228.705,228.689,254.488,441.485
2015-09-16,3313642747,228.705,0.0229,4.460899379225785e+17,55183806316,97.917,2.076,2.116,2.491,2.07,2.164,2.388,2.061,2.088,2.37,0.666,0.111,0.052,0.049,0.055,0.025,0.001,0.023,0.023,3381037459,3672143725,3546429117,3321733487,3354401693,3348485986,2168,2495,67.235,65.307,193404,191731,236956,229.692,235.069,231.963,257.675,230.139,248.655,229.439,232.771,-0.198,230.686,230.404,259.868,456.742
2015-09-17,3354836745,230.686,0.00997,3.9189711303195866e+17,55337841855,98.137,2.082,2.109,2.488,2.079,2.162,2.382,2.069,2.09,2.362,0.67,0.112,0.051,0.047,0.054,0.026,0.001,0.019,0.016,3369464917,3670385240,3542218295,3336507177,3347851515,3350285376,2085,2465,62.903,60.505,193751,192163,237593,229.848,235.289,231.193,257.489,230.412,248.26,229.937,232.689,-0.189,233.043,232.239,269.135,456.521
2015-09-18,3373989402,233.043,0.0233,4.312727351996973e+17,55559025483,98.841,2.076,2.1,2.484,2.068,2.152,2.374,2.058,2.082,2.351,0.677,0.115,0.051,0.046,0.054,0.026,0.001,0.019,0.019,3356479284,3669274114,3538520957,3357547407,3348982636,3353858340,2052,2451,61.126,58.218,194111,192506,238696,230.811,235.573,231.236,257.378,231.728,247.926,231.534,232.808,-0.179,231.588,235.295,266.726,455.108
2015-09-19,3348361124,231.588,0.0232,4.0294414041485606e+17,55780209110,98.841,2.064,2.089,2.478,2.034,2.129,2.361,2.022,2.064,2.336,0.692,0.12,0.051,0.046,0.054,0.026,0.001,0.019,0.021,3343546432,3667684636,3534341620,3357983153,3346953096,3355564403,2045,2445,61.023,57.633,193867,192235,238812,231.772,235.549,231.193,257.247,231.658,247.567,231.923,232.831,-0.171,230.94,234.051,263.775,459.385
2015-09-20,3361873472,230.94,0.0231,3.6376185056971046e+17,56001392738,98.841,2.065,2.075,2.47,2.035,2.124,2.354,2.02,2.061,2.327,0.695,0.121,0.051,0.046,0.053,0.026,0.001,0.023,0.023,3344989834,3666013901,3530551111,3359388678,3351534856,3358098142,2022,2433,61.085,57.298,193440,192061,239970,231.857,234.922,231.109,257.084,231.299,247.201,231.507,232.815,-0.163,228.015,233.409,267.214,462.587
2015-09-21,3316520431,228.015,0.0228,3.9325984962581286e+17,56172325616,98.841,2.037,2.069,2.464,2.021,2.112,2.345,2.002,2.051,2.315,0.704,0.124,0.051,0.046,0.053,0.025,0.001,0.023,0.023,3342353036,3663944340,3525847140,3336944894,3344417505,3357640314,2058,2440,62.436,58.297,193751,192388,241002,230.181,234.028,231.048,256.895,229.657,246.78,229.586,232.615,-0.16,228.689,237.125,268.111,453.641
2015-09-22,3334240058,228.689,0.0229,4.396858495679584e+17,56341616313,98.841,2.039,2.072,2.459,2.026,2.108,2.339,2.004,2.051,2.306,0.709,0.126,0.05,0.046,0.053,0.025,0.001,0.023,0.023,3343351997,3662334316,3521635996,3332939085,3342389260,3358231637,2078,2442,64.923,60.47,195397,193013,242745,229.215,232.977,231.028,256.734,229.173,246.382,228.84,232.463,-0.158,230.404,237.937,271.908,437.468
