Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-sma-30,difficulty-btc-rsi-30,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,transactionfees-btc-ema-90,transactionfees-btc-wma-30,transactionfees-btc-wma-90,transactionfees-btc-std-90,transactionfees-btc-var-30,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-wma-3,marketcap-btc-sma-7,marketcap-btc-sma-90,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-30,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-30,sentbyaddress-btc-sma-30,sentbyaddress-btc-wma-90,activeaddresses-btc-ema-90,price-btc-sma-3,price-btc-sma-14,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-90,price-btc-wma-3,price-btc-wma-30,price-btc-trx-14,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-04-01,1039517192,94.715,0.0474,65502112131790.0,5182950,97.889,6279.0,5449.0,3913.0,6242.0,5603.0,4403.0,6442.0,5894.0,4650.0,2778.0,1929846.0,0.038,0.065,0.042,0.045,0.001,0.045,0.046,931090321,352418998,428855865,1005258635,966815475,725365498,2254,1380,44.502,48.928,43467,41505,57827,90.406,73.635,56.481,32.485,90.961,39.444,91.616,66.298,3.629,107.749,163.561,124.662,89.829
2013-04-02,1183101461,107.749,0.0539,61845596902013.0,5260549,97.889,6503.0,5582.0,3977.0,6475.0,5757.0,4482.0,6670.0,6058.0,4740.0,2884.0,2079147.0,0.04,0.068,0.043,0.047,0.001,0.049,0.05,987933018,364007125,445432691,1100883277,1029818260,761891508,2417,1454,47.757,52.383,44503,41997,58575,97.171,77.661,58.991,33.536,99.355,40.945,100.288,69.605,3.745,120.003,195.397,111.049,85.608
2013-04-03,1318189886,120.003,0.06,60270367548897.0,5338147,97.889,6645.0,5743.0,4050.0,6792.0,5957.0,4578.0,6984.0,6269.0,4847.0,3037.0,2305788.0,0.042,0.073,0.046,0.052,0.001,0.054,0.056,1052246046,377094375,464614168,1226714962,1112382477,805345883,2576,1528,51.291,56.154,45581,42633,59642,107.489,82.108,61.879,34.722,109.679,42.682,111.703,73.541,3.911,123.562,178.5,102.694,83.204
2013-04-04,1357824968,123.562,0.0618,55272455140085.0,5415745,97.889,6794.0,5910.0,4122.0,7057.0,6139.0,4670.0,7268.0,6465.0,4951.0,3171.0,2513253.0,0.044,0.078,0.048,0.056,0.001,0.059,0.06,1111986416,390620653,484245175,1315492689,1188777207,849301001,2712,1597,55.938,61.086,46630,43319,60725,117.104,86.363,64.777,35.948,116.62,44.46,119.74,77.521,4.087,128.664,115.0,105.04,81.424
2013-04-05,1414392012,128.664,0.0643,51815454745655.0,5503651,98.186,7008.0,6087.0,4210.0,7443.0,6385.0,4786.0,7689.0,6726.0,5079.0,3368.0,2836428.0,0.045,0.081,0.05,0.059,0.001,0.062,0.063,1178437837,404780326,504687962,1379502643,1264378606,894840766,2847,1667,60.405,65.935,47386,43942,61589,124.076,90.858,67.766,37.231,122.642,46.311,125.52,81.643,4.257,134.114,92.446,113.464,78.461
2013-04-06,1474827634,134.114,0.0671,61828214750416.0,5613822,98.62,7170.0,6217.0,4283.0,7640.0,6548.0,4877.0,7944.0,6909.0,5183.0,3486.0,3037954.0,0.047,0.084,0.051,0.06,0.001,0.064,0.065,1252116292,419616955,526009713,1435181982,1338476055,942148593,2919,1716,62.325,68.313,47634,44178,62061,128.78,95.893,70.904,38.576,128.378,48.24,130.538,85.923,4.409,142.08,98.435,113.005,73.017
2013-04-07,1563013110,142.08,0.071,62710014647861.0,5723993,98.62,7477.0,6370.0,4360.0,7876.0,6733.0,4977.0,8243.0,7115.0,5295.0,3626.0,3286874.0,0.048,0.087,0.053,0.062,0.001,0.067,0.069,1335838037,435428226,548800997,1508847768,1416200260,992908503,2921,1743,62.452,68.883,48027,44396,62611,134.952,101.415,74.263,40.008,135.229,50.303,137.188,90.515,4.547,163.561,91.849,110.375,66.0
2013-04-08,1799989332,163.561,0.0818,63348133569501.0,5834164,98.62,7854.0,6535.0,4453.0,8176.0,6952.0,5090.0,8596.0,7357.0,5422.0,3782.0,3575871.0,0.05,0.09,0.055,0.064,0.001,0.073,0.076,1444476915,453843044,576299641,1666803642,1532238083,1056560996,3022,1804,66.85,73.653,49088,44947,63739,146.585,108.159,78.277,41.677,149.395,52.792,151.492,96.276,4.724,195.397,87.108,109.595,69.751
2013-04-09,2151102847,195.397,0.0977,65111643775833.0,5944335,98.62,8419.0,6805.0,4578.0,8866.0,7365.0,5272.0,9329.0,7797.0,5618.0,4185.0,4379283.0,0.052,0.095,0.057,0.068,0.001,0.084,0.088,1582762827,476135446,610910701,1936050053,1708894567,1140004234,3247,1909,74.998,82.231,50258,45662,64801,167.012,116.995,83.309,43.696,172.396,55.926,175.898,103.832,4.995,178.5,75.043,108.42,73.549
2013-04-10,1965870661,178.5,0.0892,70206503841325.0,6054505,98.62,8884.0,7054.0,4689.0,9325.0,7683.0,5426.0,9847.0,8152.0,5788.0,4459.0,4971618.0,0.055,0.101,0.06,0.074,0.001,0.09,0.091,1675288652,496351594,640690041,1999967835,1804671525,1207909993,3593,2058,92.04,99.86,51863,46570,66310,179.152,124.085,87.755,45.527,175.448,58.62,181.642,109.974,5.205,115.0,77.734,110.54,72.494
2013-04-11,1267079990,115.0,0.0575,65886778608137.0,6164676,98.62,8860.0,7116.0,4746.0,9027.0,7645.0,5463.0,9608.0,8154.0,5840.0,4449.0,4949018.0,0.056,0.103,0.062,0.075,0.001,0.081,0.075,1662325084,508774849,654456853,1647347356,1702619360,1227560681,3659,2115,93.529,102.362,53099,47304,67591,162.965,126.174,90.118,46.649,145.224,59.859,149.566,111.731,5.124,92.446,94.679,112.503,75.989
2013-04-12,1018942331,92.446,0.0462,63688279726654.0,6274847,98.62,8853.0,7160.0,4791.0,8671.0,7562.0,5483.0,9275.0,8105.0,5876.0,4431.0,4908464.0,0.057,0.103,0.063,0.075,0.001,0.064,0.057,1605832272,518441394,662467523,1259476272,1541773671,1229510169,3639,2143,93.856,103.623,53802,47792,68368,128.648,126.592,91.774,47.521,118.835,60.575,114.306,111.881,4.798,98.435,106.7,111.738,81.5
2013-04-13,1085384852,98.435,0.0492,62912871328188.0,6375101,98.62,8852.0,7215.0,4839.0,8395.0,7500.0,5507.0,8974.0,8069.0,5915.0,4415.0,4872858.0,0.057,0.103,0.063,0.075,0.001,0.051,0.05,1550197589,528852702,671762409,1093519868,1411661816,1234556942,3591,2163,92.368,102.945,54245,48039,68686,101.96,127.377,93.612,48.46,108.635,61.407,99.199,112.311,4.365,91.849,114.48,112.241,84.999
2013-04-14,1013148373,91.849,0.0459,61636671163390.0,6469279,98.62,8767.0,7258.0,4877.0,8046.0,7389.0,5513.0,8564.0,7976.0,5936.0,4388.0,4813521.0,0.058,0.103,0.064,0.075,0.001,0.047,0.047,1471645484,538453760,679265397,1038192859,1277399512,1233623555,3474,2159,89.54,100.739,54223,48063,68746,94.243,127.577,95.22,49.325,100.242,62.076,94.144,112.197,3.871,87.108,114.295,108.635,88.095
2013-04-15,961179992,87.108,0.0436,61994386305362.0,6563458,98.62,8670.0,7296.0,4921.0,7755.0,7291.0,5521.0,8177.0,7886.0,5958.0,4348.0,4725580.0,0.059,0.105,0.066,0.076,0.001,0.046,0.045,1351815578,547478560,685461322,999203596,1149783139,1228180256,3380,2162,88.231,99.822,55075,48394,69438,92.464,127.033,96.652,50.138,93.675,62.627,90.576,111.674,3.352,75.043,113.535,104.575,88.156
2013-04-16,828357493,75.043,0.0375,68054656188210.0,6657636,98.62,8452.0,7295.0,4949.0,7379.0,7139.0,5508.0,7680.0,7734.0,5958.0,4314.0,4652684.0,0.059,0.103,0.066,0.076,0.001,0.042,0.041,1162851956,554999586,688601898,903430139,1018918618,1213136003,3310,2171,86.076,97.919,56172,48900,70118,84.666,124.697,97.689,50.814,84.359,62.899,81.865,110.28,2.813,77.734,120.78,107.0,89.295
2013-04-17,858411619,77.734,0.0389,67652617934419.0,6763990,98.84,8177.0,7308.0,4983.0,7063.0,7001.0,5497.0,7220.0,7586.0,5959.0,4268.0,4554470.0,0.06,0.104,0.068,0.077,0.001,0.04,0.039,1004643521,562776132,692333979,865521639,942808534,1199279672,3262,2189,85.061,96.984,56859,49273,70890,79.961,121.678,98.738,51.513,81.046,63.225,78.399,108.993,2.294,94.679,134.8,110.492,89.925
2013-04-18,1045938834,94.679,0.0473,72151171083871.0,6901545,99.185,7899.0,7308.0,5009.0,6772.0,6864.0,5483.0,6780.0,7430.0,5957.0,4235.0,4484198.0,0.061,0.103,0.068,0.077,0.001,0.041,0.043,973051928,572582902,700105515,947166206,953132362,1196761330,3830,2415,85.506,97.412,57129,49491,71137,82.485,119.615,100.181,52.395,87.863,63.917,85.758,108.731,1.854,106.7,139.74,112.815,88.775
2013-04-19,1179129473,106.7,0.0534,59918797331804.0,7039100,99.185,7630.0,7286.0,5048.0,6695.0,6821.0,5499.0,6553.0,7358.0,5983.0,4214.0,4439211.0,0.062,0.104,0.069,0.077,0.001,0.047,0.049,995935805,583869469,710633514,1081279618,1004651749,1201792822,3829,2450,85.912,97.762,57952,49987,71882,93.038,118.046,101.813,53.41,97.281,64.857,97.865,109.151,1.512,114.48,132.945,112.905,86.483
2013-04-20,1265497456,114.48,0.0572,64763702820794.0,7176655,99.185,7485.0,7293.0,5099.0,6721.0,6825.0,5530.0,6454.0,7332.0,6024.0,4191.0,4391660.0,0.063,0.104,0.071,0.078,0.001,0.053,0.054,1021666177,596110754,722828326,1200115025,1072042161,1211216981,3777,2469,84.435,96.184,58095,50079,71939,105.286,116.643,103.496,54.512,105.881,65.948,108.586,109.969,1.261,114.295,126.316,113.2,83.838
2013-04-21,1263886915,114.295,0.0571,76580830433678.0,7314210,99.185,7285.0,7281.0,5147.0,6707.0,6812.0,5553.0,6338.0,7289.0,6057.0,4161.0,4328140.0,0.063,0.104,0.072,0.077,0.001,0.056,0.057,1057485969,608275600,734719723,1250297522,1132597346,1219319236,3719,2486,83.737,95.26,57937,50093,71894,111.825,114.659,105.114,55.606,110.088,67.01,113.091,110.665,1.077,113.535,124.045,115.28,83.858
2013-04-22,1255982265,113.535,0.0568,72513318955570.0,7451765,99.185,6995.0,7262.0,5183.0,6621.0,6764.0,5565.0,6175.0,7210.0,6077.0,4135.0,4274100.0,0.064,0.104,0.073,0.078,0.001,0.057,0.057,1099600579,620254784,746176043,1260203013,1182221420,1225738880,3752,2533,83.846,95.053,58306,50282,72329,114.103,111.086,106.778,56.683,111.811,68.033,113.945,111.208,0.94,120.78,130.56,116.686,83.889
2013-04-23,1336598030,120.78,0.0604,72944892922583.0,7564873,99.185,6545.0,7326.0,5234.0,6679.0,6782.0,5597.0,6183.0,7197.0,6118.0,4114.0,4231763.0,0.066,0.106,0.074,0.079,0.001,0.058,0.059,1172206370,633083834,759152350,1297607589,1241470782,1236154772,3730,2562,83.095,93.899,58773,50671,72788,116.203,105.756,108.645,57.836,116.296,69.192,117.284,112.112,0.853,134.8,134.465,118.696,84.1
2013-04-24,1492314913,134.8,0.0674,74219362802875.0,7640822,99.185,6200.0,7414.0,5282.0,6784.0,6827.0,5638.0,6307.0,7206.0,6167.0,4117.0,4236623.0,0.067,0.107,0.076,0.08,0.001,0.062,0.063,1262763984,647652576,775265813,1401020511,1321497918,1255266663,3793,2622,82.752,93.036,59377,51053,73441,123.038,102.634,110.834,59.145,125.548,70.634,126.582,113.799,0.833,139.74,124.662,124.605,85.24
2013-04-25,1547569552,139.74,0.0699,71363029014717.0,7716771,99.185,6303.0,7517.0,5347.0,7018.0,6937.0,5702.0,6618.0,7278.0,6239.0,4136.0,4276867.0,0.068,0.109,0.078,0.081,0.001,0.066,0.067,1334425515,662848016,792239522,1493989419,1392699310,1276361910,3793,2660,83.3,92.978,59844,51414,73822,131.773,104.402,113.102,60.511,132.644,72.153,134.933,115.664,0.866,132.945,111.049,127.725,86.425
2013-04-26,1472883529,132.945,0.0665,79161241475573.0,7792720,99.185,6367.0,7566.0,5391.0,7049.0,6957.0,5736.0,6744.0,7261.0,6281.0,4131.0,4266292.0,0.069,0.109,0.079,0.081,0.001,0.068,0.068,1376390380,677172306,807198731,1501017434,1427313814,1290999205,3741,2681,83.816,92.872,60101,51674,74094,135.828,107.294,114.892,61.797,132.794,73.489,135.519,116.944,0.912,126.316,102.694,128.75,87.875
2013-04-27,1399986806,126.316,0.0632,72946223747758.0,7868669,99.185,6355.0,7532.0,5430.0,6966.0,6923.0,5751.0,6753.0,7188.0,6304.0,4103.0,4208232.0,0.07,0.109,0.08,0.081,0.001,0.067,0.065,1395603144,690671853,820227040,1448882838,1433212920,1299632658,3652,2688,83.946,92.353,59765,51662,74186,133.0,109.286,116.244,63.009,129.555,74.65,130.763,117.681,0.946,124.045,105.04,128.355,89.193
2013-04-28,1375272701,124.045,0.062,71142720780228.0,7944618,99.185,6497.0,7576.0,5484.0,7074.0,6978.0,5796.0,6942.0,7203.0,6355.0,4097.0,4196867.0,0.071,0.108,0.081,0.081,0.001,0.064,0.063,1411515399,703845028,832425846,1399779207,1428130309,1305681665,3526,2682,83.213,90.923,59360,51627,75150,127.768,111.586,117.492,64.19,126.8,75.736,126.285,118.185,0.963,130.56,113.464,125.725,88.506
2013-04-29,1448081487,130.56,0.0653,79016812809824.0,8020567,99.185,6597.0,7598.0,5528.0,7099.0,6996.0,5828.0,7044.0,7183.0,6394.0,4088.0,4177618.0,0.072,0.109,0.082,0.081,0.001,0.063,0.064,1438958145,717728148,845956739,1415796111,1437271831,1315511796,3599,2743,83.732,90.682,59450,51792,75410,126.974,114.689,118.929,65.435,128.68,76.94,127.681,119.028,0.979,134.465,113.005,126.43,88.353
2013-04-30,1491972429,134.465,0.0672,79306324484339.0,8125854,99.426,6701.0,7578.0,5563.0,7005.0,6958.0,5841.0,7017.0,7105.0,6413.0,4062.0,4125867.0,0.073,0.11,0.083,0.082,0.001,0.065,0.066,1461154488,732046276,860154886,1457892160,1450525402,1327121981,3542,2760,83.212,89.338,59611,51730,75443,129.69,118.934,120.443,66.718,131.572,78.205,131.426,120.03,1.0,124.662,110.375,127.245,91.241
2013-05-01,1383671584,124.662,0.0623,75031690568420.0,8238536,99.467,6797.0,7549.0,5592.0,6916.0,6918.0,5852.0,6969.0,7026.0,6430.0,4047.0,4093997.0,0.073,0.109,0.084,0.082,0.001,0.065,0.064,1445634012,745071692,871660747,1430506849,1431154676,1330637464,3500,2781,83.527,88.744,59787,51881,75623,129.895,122.286,121.441,67.884,128.117,79.226,128.912,120.302,0.999,111.049,109.595,126.424,93.05
2013-05-02,1232994860,111.049,0.0555,70601670548236.0,8351218,99.467,6830.0,7461.0,5618.0,6708.0,6817.0,5841.0,6776.0,6884.0,6425.0,4010.0,4020034.0,0.074,0.108,0.085,0.082,0.001,0.062,0.06,1400694771,756362281,879602157,1326383363,1377994888,1323691750,3377,2775,82.729,87.006,59456,51988,75762,123.392,123.455,121.551,68.893,119.583,79.925,119.489,119.632,0.952,102.694,108.42,126.909,96.0
2013-05-03,1140571980,102.694,0.0513,70633926813267.0,8463900,99.467,6748.0,7334.0,5638.0,6486.0,6702.0,5823.0,6538.0,6728.0,6412.0,3981.0,3961598.0,0.074,0.107,0.085,0.081,0.001,0.056,0.055,1353221692,766648132,885337757,1211896207,1312964190,1310675973,3247,2764,81.984,85.322,58789,52024,75918,112.802,123.169,120.974,69.812,111.139,80.426,109.14,118.415,0.857,105.04,110.54,124.135,95.875
2013-05-04,1166984989,105.04,0.0525,74649241020316.0,8576582,99.467,6660.0,7230.0,5657.0,6376.0,6635.0,5819.0,6393.0,6620.0,6413.0,3965.0,3930504.0,0.075,0.106,0.086,0.081,0.001,0.053,0.053,1319935719,777227265,891527806,1169182298,1266405014,1299746235,3086,2741,79.692,82.11,57783,51891,75788,106.261,122.495,120.357,70.757,108.089,80.967,105.259,117.387,0.74,113.464,112.503,120.333,95.495
2013-05-05,1261023174,113.464,0.0567,75408284839627.0,8678957,99.467,6635.0,7107.0,5691.0,6360.0,6611.0,5829.0,6339.0,6557.0,6426.0,3931.0,3862396.0,0.075,0.105,0.086,0.08,0.001,0.054,0.054,1303614358,788838779,899648583,1209601913,1251676878,1295293884,2957,2726,78.382,79.896,56937,51809,75708,107.066,122.435,119.85,71.794,110.776,81.681,108.861,116.942,0.632,113.005,111.738,119.685,95.372
2013-05-06,1256388032,113.005,0.0565,87037913347608.0,8759067,99.467,6592.0,6992.0,5717.0,6240.0,6536.0,5821.0,6182.0,6451.0,6421.0,3895.0,3793160.0,0.076,0.105,0.087,0.08,0.001,0.055,0.056,1276229578,800398114,907489011,1243032572,1239870297,1290872318,2859,2718,77.474,78.142,56869,51861,75917,110.503,122.397,119.147,72.826,111.89,82.369,111.83,116.501,0.533,110.375,112.241,120.096,94.551
2013-05-07,1227611214,110.375,0.0552,84183375461294.0,8839176,99.467,6486.0,6864.0,5745.0,6150.0,6474.0,5815.0,6046.0,6359.0,6418.0,3852.0,3709636.0,0.076,0.104,0.088,0.08,0.001,0.056,0.056,1238463690,811593671,914524664,1242772147,1227715706,1285063946,2771,2713,76.992,76.812,57084,52085,76646,112.281,121.654,118.09,73.825,111.133,82.985,111.766,115.935,0.437,109.595,108.635,119.388,95.46
2013-05-08,1219390646,109.595,0.0548,85479259498682.0,8919286,99.467,6335.0,6705.0,5767.0,6044.0,6402.0,5805.0,5895.0,6262.0,6409.0,3822.0,3651704.0,0.077,0.104,0.089,0.079,0.001,0.055,0.055,1214994985,822608258,921225015,1228297066,1222947445,1279446509,2677,2706,76.932,75.859,56715,52255,77213,110.991,119.854,116.291,74.807,110.364,83.57,110.423,115.387,0.345,108.42,104.575,115.014,96.892
2013-05-09,1206769938,108.42,0.0542,82997649928813.0,8999396,99.467,6113.0,6441.0,5789.0,5964.0,6340.0,5797.0,5776.0,6180.0,6402.0,3790.0,3590576.0,0.078,0.104,0.09,0.079,0.0010357142857142,0.055,0.055,1211248568,833389111,927500728,1214450387,1220891183,1274263431,2545,2683,75.838,73.986,56122,52448,77317,109.463,117.617,113.392,75.767,109.392,84.116,109.137,114.879,0.257,110.54,107.0,110.585,97.39
2013-05-10,1230814260,110.54,0.0553,83613260357587.0,9079506,99.467,6008.0,6223.0,5815.0,5938.0,6303.0,5797.0,5730.0,6137.0,6402.0,3758.0,3531119.0,0.078,0.104,0.091,0.079,0.0010714285714285,0.055,0.055,1224140322,844340285,934166959,1220895551,1225782606,1272662424,2446,2668,74.814,72.4,55201,52621,77472,109.518,116.016,111.126,76.742,109.966,84.696,109.675,114.695,0.181,112.503,110.492,105.935,95.932
2013-05-11,1253155261,112.503,0.0563,87548794241384.0,9159615,99.467,5972.0,6184.0,5839.0,5937.0,6279.0,5800.0,5719.0,6118.0,6404.0,3733.0,3483286.0,0.079,0.104,0.091,0.078,0.0011071428571428,0.055,0.056,1236450361,855483131,941177691,1237977374,1233036341,1274083538,2333,2643,72.972,70.529,54459,52744,77547,110.487,115.03,111.043,77.734,111.234,85.308,111.168,114.784,0.118,111.738,112.815,104.06,94.179
2013-05-12,1245142400,111.738,0.112,91482612244649.0,9247220,99.518,5788.0,6146.0,5857.0,5838.0,6209.0,5786.0,5616.0,6054.0,6390.0,3703.0,3428456.0,0.079,0.104,0.092,0.077,0.0011428571428571,0.074,0.084,1234181679,866482800,947858234,1245425330,1235209351,1275017640,2221,2616,71.677,69.235,53821,52694,77373,111.593,114.15,111.686,78.712,111.486,85.888,111.793,114.828,0.066,112.241,112.905,106.555,93.381
2013-05-13,1251224545,112.241,0.0561,95544673466887.0,9364362,99.653,5639.0,6098.0,5875.0,5750.0,6143.0,5773.0,5535.0,5992.0,6375.0,3675.0,3376029.0,0.08,0.104,0.092,0.077,0.0011785714285714,0.075,0.075,1233444038,877500963,954525625,1249518949,1239470067,1275857685,2185,2613,71.349,68.921,53733,52771,77492,112.16,112.842,112.146,79.691,111.863,86.468,112.117,114.864,0.024,108.635,113.2,108.05,93.038
2013-05-14,1211498644,108.635,0.0543,90886609199962.0,9481504,99.653,5516.0,6061.0,5880.0,5606.0,6048.0,5749.0,5406.0,5900.0,6349.0,3667.0,3362092.0,0.08,0.103,0.093,0.076,0.0012142857142857,0.074,0.064,1231142242,888059440,960173384,1230347904,1233983719,1273778125,2099,2593,70.415,67.991,54100,52926,77629,110.871,110.997,112.706,80.629,110.249,86.955,110.354,114.638,-0.017,104.575,115.28,106.945,93.989
2013-05-15,1166624096,104.575,0.0523,81734166656643.0,9598646,99.653,5391.0,6019.0,5891.0,5470.0,5953.0,5723.0,5282.0,5805.0,6320.0,3645.0,3321548.0,0.08,0.103,0.093,0.075,0.00125,0.054,0.054,1223604163,898008902,964710762,1195682353,1217854182,1268376873,2009,2572,69.86,67.361,54003,53081,77786,108.484,109.562,113.288,81.511,107.412,87.342,107.206,114.113,-0.063,107.0,116.686,102.855,94.938
2013-05-16,1194054232,107.0,0.0535,81124937273190.0,9715788,99.653,5364.0,6020.0,5897.0,5405.0,5891.0,5707.0,5228.0,5738.0,6300.0,3636.0,3305980.0,0.082,0.105,0.095,0.076,0.0012857142857142,0.053,0.053,1221787634,908118413,969751278,1187818255,1210466699,1264303492,1922,2551,69.697,67.103,53604,53211,77926,106.737,109.273,114.353,82.407,107.206,87.774,106.464,113.707,-0.106,110.492,118.696,100.25,96.293
2013-05-17,1233426044,110.492,0.0552,86183643050509.0,9820754,99.653,5378.0,6028.0,5909.0,5382.0,5848.0,5697.0,5210.0,5687.0,6286.0,3621.0,3278548.0,0.082,0.105,0.095,0.075,0.0013214285714285,0.054,0.054,1222160746,918642510,975546328,1209168449,1213376302,1261983784,1860,2537,69.604,66.878,53247,53236,77937,107.355,109.83,115.445,83.34,108.849,88.273,108.342,113.458,-0.137,112.815,124.605,100.355,96.952
2013-05-18,1259817553,112.815,0.0564,81582905961037.0,9894519,99.653,5345.0,6039.0,5922.0,5359.0,5807.0,5686.0,5187.0,5634.0,6270.0,3603.0,3245988.0,0.082,0.104,0.095,0.074,0.0013571428571428,0.055,0.056,1223112502,929458332,981794047,1240059830,1222790504,1260560270,1799,2523,70.277,67.418,52917,53125,77727,110.102,110.385,116.05,84.298,110.832,88.813,111.071,113.289,-0.154,112.905,127.725,100.846,96.543
2013-05-19,1261243165,112.905,0.0565,90314218425354.0,9968284,99.653,5251.0,5997.0,5939.0,5302.0,5751.0,5669.0,5132.0,5563.0,6248.0,3568.0,3182065.0,0.083,0.104,0.096,0.074,0.0013928571428571,0.056,0.056,1225412611,940290946,987935786,1256131774,1232323169,1258768778,1721,2496,69.424,66.499,52064,52948,77430,112.07,110.345,116.257,85.258,111.868,89.342,112.473,113.086,-0.16,113.2,128.75,103.663,96.796
2013-05-20,1264974454,113.2,0.0566,78831535490995.0,10042050,99.653,5196.0,5924.0,5949.0,5221.0,5682.0,5648.0,5058.0,5478.0,6221.0,3550.0,3151167.0,0.083,0.104,0.097,0.073,0.0014285714285714,0.056,0.057,1227376884,951023641,994024548,1262871207,1242213630,1257041425,1664,2474,69.834,66.864,51976,52877,77304,112.973,110.359,116.214,86.208,112.534,89.867,113.037,112.888,-0.158,115.28,128.355,105.104,96.925
2013-05-21,1288595268,115.28,0.0576,78234657754155.0,10115815,99.653,5201.0,5891.0,5961.0,5276.0,5679.0,5647.0,5116.0,5460.0,6214.0,3538.0,3129653.0,0.084,0.103,0.097,0.072,0.0014642857142857,0.057,0.057,1238390687,961867899,1000498630,1276162980,1257518226,1256839120,1622,2456,71.06,68.044,52270,52983,77420,113.795,110.71,116.247,87.167,113.907,90.425,114.191,112.828,-0.146,116.686,125.725,105.826,97.996
2013-05-22,1304746379,116.686,0.0583,88443185314328.0,10189580,99.653,5190.0,5862.0,5977.0,5267.0,5649.0,5638.0,5118.0,5416.0,6198.0,3512.0,3082705.0,0.084,0.104,0.098,0.071,0.0015,0.058,0.058,1258122442,972849417,1007185393,1292734021,1274107149,1257625687,1597,2443,72.414,69.399,52127,52973,77362,115.055,111.216,116.352,88.139,115.296,91.002,115.636,112.856,-0.124,118.696,126.43,106.072,101.101
2013-05-23,1327690167,118.696,0.0593,90431457737529.0,10263346,99.653,5215.0,5820.0,5995.0,5336.0,5658.0,5641.0,5197.0,5411.0,6193.0,3492.0,3047789.0,0.085,0.104,0.098,0.07,0.0015357142857142,0.058,0.059,1277213290,984087318,1014229454,1313526421,1291499080,1259787628,1560,2424,73.552,70.61,51926,53128,77492,116.887,111.95,116.283,89.132,116.996,91.611,117.456,113.008,-0.093,124.605,127.245,103.671,105.11
2013-05-24,1394322522,124.605,0.0623,95283232048976.0,10337111,99.653,5202.0,5757.0,6013.0,5370.0,5653.0,5640.0,5247.0,5396.0,6184.0,3465.0,3001186.0,0.085,0.105,0.099,0.07,0.0015714285714285,0.06,0.061,1300198501,996093699,1022583148,1357182380,1320776388,1266267588,1546,2411,75.242,72.409,51649,53228,77656,119.995,112.955,115.943,90.195,120.8,92.336,121.315,113.545,-0.045,127.725,126.424,101.679,107.292
2013-05-25,1429774912,127.725,0.0639,95027092812990.0,10419660,99.691,5179.0,5660.0,6033.0,5401.0,5650.0,5639.0,5301.0,5386.0,6176.0,3434.0,2948196.0,0.086,0.105,0.1,0.069,0.0016071428571428,0.062,0.063,1324478124,1008521346,1031532418,1400943325,1353170491,1275245535,1545,2400,75.253,72.59,51003,53065,77480,123.675,114.042,115.542,91.294,124.262,93.114,125.18,114.305,0.019,128.75,126.909,98.478,106.115
2013-05-26,1441785669,128.75,0.0644,99559840402907.0,10525630,99.764,5187.0,5595.0,6042.0,5389.0,5628.0,5632.0,5318.0,5364.0,6160.0,3422.0,2927624.0,0.086,0.105,0.1,0.068,0.0016428571428571,0.064,0.064,1350269910,1021077771,1040548973,1429871559,1382497377,1285251692,1510,2376,75.838,73.38,50407,52841,77308,127.026,115.257,115.402,92.405,126.506,93.897,127.717,115.157,0.092,128.355,124.135,97.247,105.799
2013-05-27,1437885373,128.355,0.0642,104776522451930.0,10631601,99.764,5206.0,5562.0,6059.0,5397.0,5617.0,5628.0,5353.0,5354.0,6147.0,3395.0,2882157.0,0.087,0.106,0.101,0.067,0.0016785714285714,0.064,0.064,1374971470,1033548139,1049281641,1437833728,1404401243,1295073093,1503,2360,75.674,73.474,50397,52735,77235,128.276,116.408,115.47,93.507,127.431,94.654,128.382,115.992,0.167,125.725,120.333,98.0,107.66
2013-05-28,1408976224,125.725,0.0629,96339507342859.0,10737571,99.764,5246.0,5477.0,6070.0,5375.0,5592.0,5619.0,5356.0,5333.0,6128.0,3378.0,2853046.0,0.088,0.107,0.101,0.066,0.0017142857142857,0.064,0.064,1392168749,1045610795,1057187016,1424080848,1412902431,1302947886,1495,2344,76.624,74.698,50575,52732,77213,127.61,117.629,115.526,94.572,126.578,95.337,127.106,116.654,0.232,126.43,119.685,96.6,108.695
2013-05-29,1417376424,126.43,0.0632,100634321949710.0,10843542,99.764,5300.0,5413.0,6083.0,5370.0,5575.0,5613.0,5369.0,5324.0,6112.0,3357.0,2817033.0,0.089,0.108,0.102,0.065,0.001,0.063,0.063,1408258756,1057582515,1065103267,1417994515,1419204350,1311292147,1506,2333,78.125,76.496,50561,52800,77286,126.837,119.19,115.389,95.629,126.504,96.021,126.516,117.358,0.289,127.245,120.096,92.242,111.875
