Date,difficulty-btc--std7,hashrate-btc--mom3,hashrate-btc--mom7,hashrate-btc--var14,hashrate-btc--rsi3,hashrate-btc--roc7,mining_profitability-btc--roc3,sentinusd-btc--std3,sentinusd-btc--mom3,sentinusd-btc--var3,sentinusd-btc--trx14,sentinusd-btc--rsi7,sentinusd-btc--roc7,transactionfees-btc--mom7,transactionfees-btc--trx3,transactionfees-btc--rsi3,transactionfees-btc--rsi14,transactionfees-btc--rsi30,transactionfees-btc--roc3,transactionfees-btc--roc7,transactionfees-btc--roc14,median_transaction_fee-btc--trx3,median_transaction_fee-btc--rsi3,median_transaction_fee-btc--roc3,confirmationtime-btc--sma30,confirmationtime-btc--wma14,confirmationtime-btc--std3,confirmationtime-btc--std30,confirmationtime-btc--mom3,confirmationtime-btc--mom7,confirmationtime-btc--mom30,confirmationtime-btc--mom90,confirmationtime-btc--var30,confirmationtime-btc--trx7,confirmationtime-btc--trx14,confirmationtime-btc--rsi14,confirmationtime-btc--rsi90,confirmationtime-btc--roc14,confirmationtime-btc--roc90,marketcap-btc--mom7,marketcap-btc--trx3,marketcap-btc--rsi3,marketcap-btc--rsi7,marketcap-btc--roc3,transactionvalue-btc--mom3,transactionvalue-btc--mom7,transactionvalue-btc--mom14,transactionvalue-btc--mom90,transactionvalue-btc--trx14,mediantransactionvalue-btc--mom3,mediantransactionvalue-btc--mom7,mediantransactionvalue-btc--mom90,mediantransactionvalue-btc--var7,mediantransactionvalue-btc--trx7,mediantransactionvalue-btc--rsi14,mediantransactionvalue-btc--roc7,mediantransactionvalue-btc--roc90,fee_to_reward-btc--sma3,fee_to_reward-btc--std14,fee_to_reward-btc--std90,fee_to_reward-btc--trx3,fee_to_reward-btc--rsi7,fee_to_reward-btc--roc3,fee_to_reward-btc--roc7,fee_to_reward-btc--roc14,size-btc--std3,size-btc--std90,size-btc--mom3,size-btc--mom7,size-btc--mom14,size-btc--mom30,size-btc--mom90,size-btc--var3,size-btc--rsi3,size-btc--rsi7,size-btc--rsi14,size-btc--roc90,transactions-btc--std3,transactions-btc--std14,transactions-btc--mom7,transactions-btc--mom14,transactions-btc--mom90,transactions-btc--var3,transactions-btc--var7,transactions-btc--var30,transactions-btc--trx3,transactions-btc--roc3,transactions-btc--roc14,sentbyaddress-btc--std3,sentbyaddress-btc--std7,sentbyaddress-btc--mom3,sentbyaddress-btc--var7,sentbyaddress-btc--rsi3,sentbyaddress-btc--roc7,sentbyaddress-btc--roc14,top100cap-btc--mom7,top100cap-btc--rsi3,top100cap-btc--rsi7,top100cap-btc--roc14,activeaddresses-btc--std3,activeaddresses-btc--std7,activeaddresses-btc--mom14,activeaddresses-btc--trx3,activeaddresses-btc--rsi3,activeaddresses-btc--roc14,activeaddresses-btc--roc30,activeaddresses-btc--roc90,price-btc--mom3,price-btc--mom30,price-btc--trx3,price-btc--roc7,1d_binary_price_change
2015/06/22,333618319.5,-4.352480420353901e+16,-1.9832934430296704e+16,6.4898968418443e+32,48.758,-5.448,16.364,53000227.0,-118279842.0,702256002280048.0,1.392,47.725,-18.327,0.021,2.273,74.275,59.967,54.563,6.527,58.839,58.562,0.13,62.199,-0.736,9.969,10.135,1.811,1.681,-0.384,-0.588,-3.445,1.088,0.706,0.467,0.014,47.926,49.711,2.614,13.072,133596695.0,0.18,64.386,68.319,-0.025,-1341.0,-498.192,-54.016,-324.689,0.941,2.621,-5.339,17.379,404.983,-0.591,49.836,-5.866,25.447,0.545,0.22,0.457,0.467,61.304,-1.718,32.04,64.717,132232.0,115169.0,73329.0,76306.0,216979.0,155647.0,296432.0,4371345203.0,76.663,64.193,58.804,101.267,19344.0,22829.0,-10053.0,11176.0,26438.0,93549105.0,150198550.0,174304087.0,-1.948,-4.704,10.347,10694.0,37501.0,-18152.0,351586146.0,44.134,-19.086,11.728,0.183,65.348,75.863,1.1,39329.0,44032.0,-12848.0,-2.548,24.842,-5.767,6.145,12.024,-1.821,5.629,0.13,4.246,0.0
2015/06/23,301555846.75,1.3666877514803776e+16,3.589183639307117e+16,6.3307125788848e+32,59.425,11.105,1.41,65611638.0,34982878.0,1076221764834360.0,1.291,49.037,-30.82,-0.003,-0.552,38.481,48.224,49.414,-0.13,-8.671,9.42,0.088,55.143,0.828,9.983,10.176,1.81,1.684,-0.461,-1.918,0.423,1.397,0.709,0.432,0.041,50.84,50.203,7.857,15.714,39639073.0,0.123,55.725,65.251,0.829,-409.179,-1499.0,-160.974,-432.901,0.818,-3.768,-29.653,11.737,435.009,-1.026,46.848,-29.315,19.641,0.571,0.215,0.457,-0.375,48.091,16.6,-21.4,14.022,105679.0,115534.0,81431.0,-52153.0,102005.0,122742.0,209069.0,2792004671.0,52.208,54.262,53.878,66.908,24828.0,23063.0,3997.0,3933.0,28444.0,154109592.0,156743352.0,163168275.0,0.46,23.108,3.237,38968.0,40323.0,37207.0,406495498.0,73.684,8.688,8.522,0.164,70.54,77.388,1.065,51775.0,46695.0,33943.0,-0.416,63.291,14.375,2.099,44.782,2.011,5.159,0.088,1.322,0.0
2015/06/24,269493374.0,5.96400591088089e+16,4.900291420098765e+16,6.4182703445113e+32,70.742,14.918,5.816,7640303.0,69939625.0,14593557942224.0,1.181,48.452,-37.249,-0.009,-3.195,36.71,47.555,49.095,-0.766,-20.401,0.3,-0.033,36.898,-0.072,9.951,10.068,0.921,1.703,-2.382,0.117,-0.982,-0.499,0.725,0.231,0.039,47.393,49.611,8.333,-5.128,-95350464.0,-0.006,37.045,57.697,-0.351,-4.956,-1092.0,169.745,45.617,0.69,7.689,-55.856,19.735,203.265,-1.408,46.605,-44.256,38.987,0.559,0.223,0.457,-3.869,41.802,-7.607,-29.232,-11.718,169399.0,115284.0,-74287.0,-125672.0,-104922.0,-40205.0,17527.0,7174031452.0,26.598,39.806,45.601,4.763,10192.0,22178.0,-20027.0,-18173.0,11904.0,25970922.0,120093942.0,160297375.0,0.317,16.997,-13.861,27938.0,29521.0,23274.0,217879230.0,47.733,-16.812,-12.722,0.165,69.98,77.185,1.007,50149.0,35919.0,-77540.0,-0.841,41.597,-25.279,4.49,17.967,-0.176,4.592,-0.033,-3.051,0.0
2015/06/25,237430901.25,3.1516759039982336e+16,-1.2330921020650752e+16,6.0967358689665e+32,68.076,-3.177,-10.402,49524960.0,-45033231.0,613180405770872.0,1.02,40.953,-34.969,-0.018,-3.899,40.103,48.19,49.373,-36.805,-33.14,9.32,-0.136,30.909,-1.27,9.933,9.986,0.902,1.711,0.062,0.243,-0.526,1.053,0.732,0.028,0.024,48.263,49.749,-11.184,12.5,-58937865.0,-0.063,42.475,58.743,-0.816,-235.489,-836.363,-346.129,-406.126,0.528,-17.229,-41.449,9.091,56.933,-1.729,46.174,-37.718,15.317,0.463,0.23,0.456,-5.244,43.289,-39.649,-37.148,-14.914,142561.0,113393.0,-230409.0,-125589.0,-100363.0,-60282.0,57723.0,5080915648.0,23.238,37.515,44.165,19.176,12603.0,22330.0,-13457.0,-9173.0,11996.0,39708416.0,105134702.0,159069073.0,-0.291,-6.608,-7.613,45878.0,35152.0,-22430.0,308919424.0,27.129,-21.59,-21.529,0.176,73.388,77.91,0.966,54941.0,45184.0,-39923.0,-2.606,31.388,-16.411,-13.344,-1.229,-3.12,5.139,-0.136,-2.333,1.0
2015/06/26,205368428.5,2.382565728467648e+16,-4852215946896384.0,5.639742158374e+32,74.15,-1.251,2.13,109271892.0,78239874.0,2985086581260352.0,0.962,59.941,-8.302,-0.016,-3.117,45.95,49.084,49.755,3.527,-29.825,13.513,-0.157,35.799,-0.931,9.897,9.899,0.198,1.713,-0.935,-0.445,-1.084,-0.379,0.734,-0.165,-0.001,47.831,49.679,-7.792,-3.896,-42954063.0,-0.123,30.522,54.025,-0.932,912.131,-486.921,677.07,1357.0,0.451,8.826,-2.727,36.211,50.674,-1.746,49.311,-3.283,82.083,0.442,0.233,0.455,-4.415,45.907,-11.85,-36.334,-8.769,47445.0,112343.0,-104745.0,-99031.0,-62330.0,-21030.0,74983.0,562766911.0,45.613,45.466,47.994,21.937,4132.0,21639.0,-8797.0,-10525.0,29052.0,4267930.0,84745051.0,156935520.0,-0.078,-7.289,-8.3,42843.0,38582.0,-4052.0,372140012.0,63.894,5.759,5.844,0.022,72.777,77.768,0.996,43247.0,46685.0,-4931.0,-0.641,60.884,-1.888,13.242,23.24,-2.281,5.288,-0.157,-1.908,1.0
2015/06/27,173305955.75,-3.956275527288051e+16,-7504616516155904.0,5.9492686627307e+32,26.533,-2.173,-6.327,109366523.0,32294217.0,2990259097754512.0,0.921,52.54,28.048,0.002,-1.799,50.863,49.722,50.021,10.621,6.263,5.538,0.05,76.804,1.306,9.905,10.062,1.654,1.736,1.932,0.417,0.254,1.751,0.753,-0.037,0.012,54.31,50.707,23.256,18.605,42267571.0,0.027,71.63,65.214,1.067,464.367,270.53,623.794,1411.0,0.409,-8.42,-13.332,24.196,65.559,-1.934,44.946,-17.713,64.115,0.475,0.224,0.454,-1.989,49.858,23.65,13.056,21.939,103469.0,112497.0,99843.0,45216.0,110260.0,32500.0,132683.0,2676455131.0,64.129,53.599,52.164,37.625,8497.0,21613.0,3997.0,191.0,15512.0,18049815.0,75215224.0,159472485.0,-0.991,-6.253,0.181,44646.0,38873.0,8024.0,377783126.0,55.156,12.851,11.135,-0.005,83.993,80.141,0.981,59677.0,52920.0,25970.0,1.846,67.638,10.494,21.839,7.098,3.176,9.167,0.05,1.394,1.0
2015/06/28,141243483.0,-2.938827616462003e+16,2.8530349770284224e+16,5.4623788544661e+32,37.79,8.976,3.631,123618761.0,-16135435.0,3820399510579904.0,0.796,40.846,1.761,0.003,-0.865,50.032,49.64,49.988,6.782,9.412,7.032,0.347,87.644,2.981,9.934,10.077,1.48,1.726,0.739,-1.4,0.862,0.072,0.745,0.057,0.026,50.752,50.164,4.965,0.709,58311085.0,0.245,82.745,71.158,1.899,-20.709,-418.041,-941.003,95.256,0.311,0.181,5.959,13.305,54.77,-2.027,46.791,9.509,24.05,0.474,0.224,0.454,-2.29,43.429,-0.574,-3.793,1.094,66648.0,112500.0,53908.0,-47115.0,5731.0,-9517.0,-2734.0,1110499050.0,41.601,45.25,47.788,-0.658,14202.0,22372.0,2474.0,-3884.0,-7209.0,50424903.0,64671339.0,166218649.0,-2.234,-11.06,-3.775,31245.0,37487.0,14632.0,351318398.0,36.815,3.004,-6.81,0.012,91.2,82.953,1.05,25625.0,51574.0,-22990.0,1.241,45.902,-8.672,-7.534,6.473,7.228,12.85,0.347,2.609,1.0
2015/06/29,227331073.0,-4.690586197025728e+16,-8233273713614656.0,5.6457303491124e+32,29.483,-2.392,8.009,103193566.0,-31140806.0,2662228020200144.0,0.734,54.796,22.397,-0.019,-0.561,44.115,49.165,49.8,0.587,-33.738,5.249,0.624,92.565,4.191,9.924,10.098,0.863,1.715,0.935,0.874,-0.303,0.686,0.735,0.134,0.042,51.017,50.205,2.857,7.143,94094999.0,0.533,91.347,78.431,3.925,-466.904,386.772,-111.42,907.56,0.24,36.094,30.746,53.57,287.047,-1.136,57.7,35.887,85.236,0.495,0.224,0.454,-0.087,51.982,13.192,-26.676,-3.183,69332.0,113402.0,70236.0,-102124.0,-25819.0,7049.0,86692.0,1201747111.0,62.062,53.836,52.207,21.655,21124.0,21630.0,4848.0,-5205.0,9079.0,111553240.0,76319599.0,163605777.0,0.145,6.675,-4.027,25417.0,37378.0,-9680.0,349269907.0,58.458,11.127,-10.083,-0.006,29.611,54.978,0.855,27820.0,45076.0,-39113.0,0.627,49.102,-13.709,-14.365,9.459,10.172,18.64,0.624,2.96,1.0
2015/06/30,263900182.0,1.7765188641472704e+16,-3406305389486976.0,4.9341683242574e+32,56.633,-0.949,14.181,169076605.0,107475205.0,7146724615108976.0,0.798,62.575,52.048,0.014,3.581,86.467,56.99,53.028,29.651,37.952,25.99,1.172,97.381,6.596,9.931,10.068,0.306,1.713,-1.232,-0.355,0.201,-0.978,0.734,0.133,0.049,49.617,50.001,-18.621,-8.966,251405119.0,1.142,97.07,87.803,6.767,-131.65,548.06,-950.862,599.759,0.198,151.325,141.761,149.264,2533.0,1.934,70.774,198.27,233.24,0.596,0.257,0.459,8.749,68.529,58.624,53.803,20.889,152618.0,119096.0,113026.0,76811.0,24658.0,218724.0,129064.0,5823027570.0,78.765,63.76,57.945,27.502,46418.0,29942.0,30304.0,34301.0,36513.0,538648395.0,291517580.0,206415434.0,5.357,47.083,28.249,43757.0,42178.0,27231.0,444738749.0,72.052,5.849,15.045,-0.029,24.552,50.904,0.656,34723.0,48847.0,30747.0,2.002,70.939,12.296,5.399,22.254,16.253,30.344,1.172,7.195,0.0
2015/07/01,271737720.0,1.622936208906336e+16,-1.4880347249461312e+16,4.3680780247384e+32,63.952,-3.942,-4.579,90314781.0,104914617.0,2039189923399920.0,0.84,50.899,14.874,0.003,1.718,40.99,49.054,49.795,-1.041,9.108,-13.151,1.191,77.404,4.13,9.923,10.159,0.601,1.697,0.454,1.436,-0.242,1.992,0.72,0.213,0.068,52.527,50.424,17.037,22.963,213340932.0,1.114,68.649,72.471,4.022,327.323,-85.763,-1178.0,622.001,0.139,17.172,15.442,31.182,2445.0,2.919,49.213,21.948,57.094,0.66,0.259,0.459,7.308,53.978,43.997,49.942,6.111,125442.0,126836.0,221734.0,248907.0,123234.0,103386.0,267283.0,3933914241.0,82.505,66.481,59.635,72.808,26156.0,31989.0,31040.0,11013.0,32073.0,171039093.0,365639833.0,226072643.0,6.002,45.425,8.283,21299.0,43926.0,39521.0,482375694.0,56.962,11.282,-7.427,-0.011,46.972,57.032,0.744,28564.0,48134.0,-21857.0,1.992,57.199,-7.543,-1.1,19.683,10.315,32.753,1.191,6.925,0.0
2015/07/02,253522514.0,3671022671390144.0,-3.607901008220685e+16,3.8671404023639e+32,34.778,-9.602,10.925,89569969.0,2033126.0,2005694843791072.0,0.877,52.399,50.031,0.008,1.648,56.872,52.387,51.231,15.574,21.182,-18.977,0.86,59.736,1.845,9.914,10.059,1.077,1.705,-0.935,-0.123,-0.249,-0.512,0.727,0.105,0.063,47.267,49.664,1.299,-5.195,182387909.0,0.787,57.75,66.638,1.654,-283.355,338.907,-497.456,653.214,0.074,19.805,67.78,90.006,2410.0,3.726,55.048,99.03,194.743,0.692,0.251,0.459,4.6,54.023,17.982,43.343,-9.906,134789.0,127324.0,-10178.0,118106.0,-7483.0,8094.0,67095.0,4542018560.0,38.286,48.071,50.15,16.374,12116.0,34083.0,30683.0,17226.0,37599.0,36697791.0,384484204.0,242244186.0,4.713,14.478,13.806,15260.0,35600.0,29686.0,316835389.0,69.152,46.389,14.784,0.004,64.771,63.12,0.871,10741.0,28237.0,35882.0,1.981,64.139,14.913,2.017,32.076,4.666,33.348,0.86,6.209,0.0
2015/07/03,202336688.0,4.048747254375642e+16,1.325550986959296e+16,4.3083856552179e+32,75.723,3.462,-3.046,14752187.0,-103249155.0,54406754617184.0,0.892,50.389,-13.423,0.007,1.901,59.717,52.966,51.482,-10.804,18.856,-16.593,0.473,49.69,-2.491,9.874,9.904,1.47,1.738,-0.987,-0.407,-1.197,-0.468,0.755,-0.129,0.032,45.744,49.431,-8.696,-4.969,165521707.0,0.386,45.396,60.179,-3.157,-352.665,-716.737,-1204.0,1167.0,0.011,-112.71,20.224,63.803,2295.0,3.593,50.617,25.178,173.632,0.606,0.23,0.459,1.266,49.308,-31.26,19.937,-23.641,174733.0,126112.0,-168169.0,13387.0,-85644.0,-41589.0,90246.0,7632903681.0,30.922,43.872,47.728,26.548,12765.0,34353.0,13280.0,4483.0,40060.0,40733170.0,366536691.0,243729777.0,2.074,-16.803,3.584,17107.0,35677.0,-14940.0,318207138.0,47.826,0.696,6.495,-0.052,26.606,42.912,-0.145,8262.0,27735.0,19515.0,1.287,51.234,7.867,6.166,18.394,-6.541,29.978,0.473,5.508,1.0
2015/07/04,61974181.0,8678006151718784.0,3.3360414175137984e+16,4.3790822984482e+32,53.517,9.873,8.808,76347961.0,-73245326.0,1457252797275488.0,0.822,42.182,-23.225,0.005,1.508,54.201,52.262,51.201,14.606,13.039,20.12,0.295,60.749,-0.89,9.85,9.827,0.453,1.739,-1.193,-1.689,-0.739,-0.256,0.756,-0.296,-0.002,48.091,49.741,-11.842,-2.632,140245756.0,0.201,55.267,63.052,-0.974,-120.782,-670.913,-400.382,1064.0,-0.063,-20.995,2.866,34.496,2255.0,2.461,46.572,4.628,113.829,0.553,0.229,0.458,-2.561,42.789,-25.35,-9.476,2.343,72576.0,125966.0,-246385.0,-97321.0,-52105.0,-44544.0,10102.0,1316811948.0,24.526,40.172,45.586,2.673,31253.0,33986.0,-1445.0,2552.0,9555.0,244180514.0,376173189.0,249592922.0,-1.96,-27.468,2.505,40782.0,40237.0,-31749.0,404754509.0,27.033,-9.487,2.144,-0.057,34.458,45.663,-0.295,20468.0,28084.0,11069.0,-0.045,33.351,4.599,6.512,2.525,-2.315,32.278,0.295,4.607,1.0
2015/07/05,78004549.85714285,3.724343830854989e+16,3.055270439096307e+16,3.3588162062838e+32,57.733,8.821,-14.699,61904265.0,-30334441.0,958034504583120.0,0.755,49.859,46.819,0.009,2.261,70.799,54.912,52.304,9.384,24.135,35.818,0.525,83.377,2.695,9.84,9.852,0.979,1.729,0.79,-0.072,-0.294,-1.288,0.747,-0.3,-0.02,50.969,50.131,-12.676,-11.268,213433044.0,0.476,81.267,74.177,2.651,287.283,646.899,228.858,943.973,-0.103,21.312,88.911,110.821,2115.0,2.65,56.323,129.562,237.234,0.54,0.224,0.459,-1.812,52.01,-6.444,34.881,29.765,46438.0,125667.0,-34717.0,29481.0,-17634.0,20327.0,-26704.0,539129336.0,46.019,46.88,48.765,-5.696,20608.0,31517.0,15938.0,18412.0,7619.0,106171776.0,273460911.0,247949908.0,-2.983,-19.054,19.074,25465.0,31418.0,-30172.0,246773585.0,48.14,15.952,19.436,-0.081,29.762,43.271,-0.33,17421.0,23512.0,14633.0,0.179,60.121,5.685,14.804,28.24,6.941,39.862,0.525,5.914,1.0
2015/07/06,94034918.71428572,3240560007599168.0,6.340193184744941e+16,4.0111000506769e+32,72.59,18.869,18.666,127397245.0,82890581.0,4057514530374768.0,0.778,60.213,22.213,0.018,4.577,85.199,59.271,54.22,23.528,45.964,-3.282,14.059,99.543,111.425,9.836,9.599,1.829,1.748,-0.988,-2.33,-0.134,-1.518,0.764,-0.573,-0.079,42.632,48.875,-15.47,-16.022,237829194.0,0.884,88.73,79.616,5.735,-82.789,-332.622,54.151,550.113,-0.148,37.472,21.603,78.433,2120.0,2.938,54.086,18.556,131.626,0.612,0.237,0.462,3.602,63.245,38.555,46.811,7.648,97860.0,126728.0,77494.0,20645.0,-81479.0,220265.0,113756.0,2394126756.0,64.421,54.142,52.391,28.878,61137.0,41312.0,49849.0,54697.0,65327.0,934422626.0,483349617.0,325047393.0,3.029,34.217,45.89,59060.0,41753.0,39140.0,435825378.0,75.798,25.508,39.473,0.023,71.075,60.245,0.079,29510.0,21298.0,77861.0,1.204,72.82,37.088,21.11,28.337,15.84,46.788,0.983,7.527,0.0
2015/07/07,110065287.57142857,-6269168111778304.0,9326057421886976.0,3.9799550821428e+32,40.181,2.622,-6.116,81419598.0,85167059.0,1657287737736208.0,0.792,51.363,-22.557,0.01,6.549,90.185,61.988,55.49,37.993,20.313,65.974,17.916,96.419,107.693,9.872,9.732,2.397,1.776,1.273,0.815,1.082,-0.774,0.789,-0.471,-0.095,53.168,50.478,4.478,-6.716,15428616.0,0.736,57.247,64.933,3.093,-439.532,-978.795,-430.736,-217.506,-0.242,69.489,-78.969,77.491,960.288,3.091,53.647,-37.03,136.43,0.882,0.438,0.489,16.581,78.35,172.687,55.618,139.346,282328.0,145639.0,380928.0,170580.0,247392.0,412860.0,306632.0,19927283140.0,88.29,71.966,63.486,66.327,64912.0,53150.0,34889.0,65193.0,79987.0,1053393470.0,811186597.0,431557082.0,8.003,82.527,51.98,45643.0,46393.0,64947.0,538084503.0,70.192,8.577,14.927,0.046,76.239,63.393,0.083,13332.0,22051.0,13600.0,1.454,64.725,5.036,20.366,25.238,9.914,42.788,0.903,1.909,1.0
2015/07/08,126095656.42857143,-7055456403408640.0,7267885898491072.0,3.8929253773741e+32,45.35,2.004,18.096,61281119.0,37031905.0,938843894523696.0,0.806,52.478,7.237,0.029,8.148,94.154,65.335,57.143,40.34,76.044,92.079,15.065,96.468,103.064,9.864,9.621,2.31,1.79,-1.197,-1.723,-0.228,-1.883,0.801,-0.503,-0.125,47.146,49.465,-3.106,-17.391,116768846.0,0.634,66.677,68.533,1.225,-1023.0,-702.97,-788.733,-146.256,-0.378,-6.798,64.941,102.481,902.451,3.349,55.366,75.692,212.367,1.102,0.532,0.513,18.378,76.174,112.297,98.856,198.17,232752.0,159366.0,294932.0,102679.0,351586.0,364891.0,297953.0,13543402013.0,78.638,68.195,61.6,67.853,22776.0,63474.0,57609.0,88649.0,85099.0,129691413.0,1237394439.0,614473124.0,9.703,75.381,78.494,4214.0,49973.0,47359.0,624335661.0,71.25,16.686,29.85,0.027,72.797,62.376,0.074,3448.0,23644.0,57331.0,1.423,68.379,25.014,28.615,34.62,4.052,42.527,0.725,3.271,1.0
2015/07/09,142126025.28571427,-3.659023887474048e+16,2.3140670301318784e+16,3.8124792739569e+32,38.173,6.813,-19.355,22724879.0,-41814108.0,129105033801280.0,0.833,54.768,7.936,0.013,4.94,48.072,56.821,53.873,2.024,28.851,56.144,2.496,23.97,-50.138,9.907,9.763,1.738,1.819,2.871,1.476,1.291,1.353,0.827,-0.28,-0.118,53.12,50.514,14.286,14.286,177322108.0,0.622,74.05,71.467,-0.023,-506.633,-555.899,-216.993,-279.487,-0.517,-42.047,-40.249,47.387,983.514,2.723,48.869,-29.547,97.53,1.239,0.578,0.53,13.801,72.052,52.945,90.317,172.807,27181.0,171879.0,236975.0,267798.0,385904.0,325115.0,369395.0,184706680.0,79.44,68.651,61.89,98.438,10155.0,67531.0,49031.0,79714.0,78356.0,25778862.0,1405638812.0,744573319.0,7.657,9.857,71.611,15693.0,49957.0,-20807.0,623913411.0,45.911,-0.103,46.238,-0.021,40.044,50.871,-0.079,2804.0,24364.0,80107.0,1.05,58.574,39.395,20.041,23.316,-1.959,40.507,0.601,4.819,1.0
2015/07/10,158156394.14285713,-1.442989030375776e+16,-4.55913054256272e+16,3.6542005606682e+32,27.028,-11.508,25.343,142291230.0,168557982.0,5061698547381552.0,0.988,68.648,62.017,0.009,1.838,41.638,55.19,53.21,-10.329,20.953,43.76,-3.972,27.426,-47.457,9.935,9.696,1.618,1.758,-1.396,0.407,0.83,-0.935,0.772,-0.213,-0.121,48.492,49.696,0.7240000000000002,-9.091,365494203.0,1.072,89.78,81.037,6.142,835.136,209.006,-507.731,1201.0,-0.579,-71.338,-37.597,22.164,1368.0,1.36,45.408,-37.391,54.337,1.135,0.571,0.538,6.182,56.2,-24.627,70.635,104.654,91187.0,177089.0,-124568.0,214182.0,227569.0,153959.0,252201.0,2078778255.0,45.523,56.212,55.878,64.31,9210.0,70537.0,63308.0,76588.0,93577.0,21204270.0,1381819500.0,874684977.0,5.429,1.182,65.866,16840.0,49023.0,-16592.0,600810769.0,44.745,8.399,9.153,0.07,67.697,61.405,0.089,5130.0,24857.0,33429.0,0.974,71.213,13.043,-5.543,19.337,13.614,52.015,1.0,9.827,1.0
2015/07/11,174186763.0,1.416786584654496e+16,1.2757745593317248e+16,3.4673555168294e+32,66.784,3.436,-4.146,132843634.0,18441147.0,4411857743619296.0,1.09,50.599,50.856,0.017,1.48,62.061,58.619,54.754,-10.379,37.665,55.616,-6.121,31.607,-45.751,9.903,9.679,1.252,1.738,0.786,0.256,-0.937,-1.52,0.755,-0.159,-0.122,49.704,49.907,-12.838,-13.514,501799440.0,1.724,94.636,86.352,9.163,304.979,-277.21,-948.122,707.136,-0.648,-104.142,-18.206,2.013,1670.0,-0.311,43.756,-28.095,4.515,1.064,0.571,0.548,2.703,59.514,-16.891,121.39,100.411,95387.0,187886.0,9332.0,358396.0,261075.0,287291.0,375170.0,2274658679.0,67.016,63.963,60.123,101.061,5757.0,68986.0,81622.0,80177.0,99181.0,8286886.0,737238906.0,965439540.0,3.152,-7.706,75.728,11363.0,33974.0,-29876.0,288557773.0,29.448,20.731,9.277,0.047,51.572,55.168,-0.048,5166.0,10862.0,13791.0,0.736,60.254,5.043,18.075,27.762,22.824,61.586,1.601,13.054,1.0
2015/07/12,1155605110.0,-4484567052430528.0,-1.858733505966163e+16,3.236017572952e+32,41.029,-4.931,15.95,124743609.0,19159834.0,3890242027273376.0,1.164,52.53,26.475,0.017,2.317,71.907,60.777,55.763,13.984,34.269,66.675,-5.701,38.389,12.702,9.921,9.8,1.106,1.757,-0.16,0.526,0.526,1.436,0.772,0.034,-0.099,52.668,50.425,4.444,15.556,559723460.0,2.367,96.928,89.834,12.479,-25.987,-869.169,-222.27,-14.533,-0.731,-83.101,-144.662,-33.768,2363.0,-2.343,40.484,-91.828,-72.4,1.099,0.587,0.57,4.284,69.131,8.658,121.039,198.139,113270.0,200396.0,32127.0,334642.0,364123.0,297652.0,362792.0,3207511200.0,71.957,66.05,61.316,87.634,18839.0,67292.0,93608.0,109546.0,93299.0,88730940.0,104678070.0,1143726204.0,3.214,9.171,110.648,17862.0,30331.0,-22713.0,229986320.0,20.262,3.676,20.215,0.005,24.208,40.126,-0.367,4432.0,4386.0,42204.0,0.377,47.429,17.432,8.833,21.387,34.293,73.705,2.295,15.033,0.0
2015/07/13,1477429789.0,-305567347565760.0,-4.913743278079213e+16,2.7534140491277e+32,34.726,-12.303,0.363,27037203.0,-107623430.0,182752591505200.0,1.226,54.142,-2.198,0.004,1.412,47.774,56.649,54.143,9.017,6.744,55.808,-4.845,34.236,4.442,9.943,9.793,0.883,1.73,0.379,1.774,0.673,0.065,0.748,0.104,-0.083,49.525,49.903,-5.405,0.676,250087286.0,1.633,51.269,63.555,2.327,-194.663,97.131,-235.49,501.814,-0.76,-22.371,-97.439,-14.77,2234.0,-3.877,44.177,-70.597,-26.684,1.067,0.559,0.573,-0.118,47.416,-10.052,10.774,62.628,48126.0,207991.0,73482.0,210169.0,230814.0,342780.0,321556.0,579016059.0,50.113,58.395,57.709,81.142,40055.0,64072.0,-14342.0,35507.0,49546.0,401107671.0,204421704.0,1127183740.0,-0.23,-17.276,28.625,14543.0,33625.0,-29343.0,282660985.0,15.107,-20.624,-0.377,-0.005,54.809,52.879,0.085,29498.0,22251.0,8395.0,-1.17,11.175,3.41,2.875,14.829,12.495,62.931,1.859,8.025,0.0
2015/07/14,1603891473.0,-7184918524649984.0,1.1841995180445568e+16,2.6983010495583e+32,62.902,3.244,-1.46,19848829.0,8856319.0,98493998847616.0,1.253,50.761,11.957,0.008,2.646,72.889,61.791,56.546,14.116,13.845,36.97,-2.128,60.728,15.811,9.952,9.826,0.787,1.728,0.27,-0.746,0.27,-1.803,0.746,0.153,-0.066,50.443,50.054,0.694,-15.278,329611671.0,0.923,52.007,63.824,-1.421,1090.0,1253.0,273.981,1415.0,-0.693,52.869,-34.826,51.141,1819.0,-4.117,51.119,-25.933,105.829,0.99,0.559,0.575,-3.65,45.125,-22.284,-36.903,-1.81,56489.0,215313.0,-30476.0,-53007.0,117573.0,309000.0,267624.0,797751791.0,49.38,58.139,57.59,59.698,70505.0,67484.0,-68139.0,-33250.0,14990.0,1242753235.0,761687477.0,1093540911.0,-4.806,-34.172,-21.352,12457.0,35882.0,-25514.0,321884631.0,10.817,-22.174,-15.499,-0.039,42.34,47.178,0.036,27772.0,28614.0,-25682.0,-1.944,12.981,-9.146,-3.761,29.589,-1.124,56.704,1.121,8.446,0.0
