Date,difficulty-btc--std7,hashrate-btc--mom3,hashrate-btc--mom7,hashrate-btc--var14,hashrate-btc--rsi3,hashrate-btc--roc7,mining_profitability-btc--roc3,sentinusd-btc--std3,sentinusd-btc--mom3,sentinusd-btc--var3,sentinusd-btc--trx14,sentinusd-btc--rsi7,sentinusd-btc--roc7,transactionfees-btc--mom7,transactionfees-btc--trx3,transactionfees-btc--rsi3,transactionfees-btc--rsi14,transactionfees-btc--rsi30,transactionfees-btc--roc3,transactionfees-btc--roc7,transactionfees-btc--roc14,median_transaction_fee-btc--trx3,median_transaction_fee-btc--rsi3,median_transaction_fee-btc--roc3,confirmationtime-btc--sma30,confirmationtime-btc--wma14,confirmationtime-btc--std3,confirmationtime-btc--std30,confirmationtime-btc--mom3,confirmationtime-btc--mom7,confirmationtime-btc--mom30,confirmationtime-btc--mom90,confirmationtime-btc--var30,confirmationtime-btc--trx7,confirmationtime-btc--trx14,confirmationtime-btc--rsi14,confirmationtime-btc--rsi90,confirmationtime-btc--roc14,confirmationtime-btc--roc90,marketcap-btc--mom7,marketcap-btc--trx3,marketcap-btc--rsi3,marketcap-btc--rsi7,marketcap-btc--roc3,transactionvalue-btc--mom3,transactionvalue-btc--mom7,transactionvalue-btc--mom14,transactionvalue-btc--mom90,transactionvalue-btc--trx14,mediantransactionvalue-btc--mom3,mediantransactionvalue-btc--mom7,mediantransactionvalue-btc--mom90,mediantransactionvalue-btc--var7,mediantransactionvalue-btc--trx7,mediantransactionvalue-btc--rsi14,mediantransactionvalue-btc--roc7,mediantransactionvalue-btc--roc90,fee_to_reward-btc--sma3,fee_to_reward-btc--std14,fee_to_reward-btc--std90,fee_to_reward-btc--trx3,fee_to_reward-btc--rsi7,fee_to_reward-btc--roc3,fee_to_reward-btc--roc7,fee_to_reward-btc--roc14,size-btc--std3,size-btc--std90,size-btc--mom3,size-btc--mom7,size-btc--mom14,size-btc--mom30,size-btc--mom90,size-btc--var3,size-btc--rsi3,size-btc--rsi7,size-btc--rsi14,size-btc--roc90,transactions-btc--std3,transactions-btc--std14,transactions-btc--mom7,transactions-btc--mom14,transactions-btc--mom90,transactions-btc--var3,transactions-btc--var7,transactions-btc--var30,transactions-btc--trx3,transactions-btc--roc3,transactions-btc--roc14,sentbyaddress-btc--std3,sentbyaddress-btc--std7,sentbyaddress-btc--mom3,sentbyaddress-btc--var7,sentbyaddress-btc--rsi3,sentbyaddress-btc--roc7,sentbyaddress-btc--roc14,top100cap-btc--mom7,top100cap-btc--rsi3,top100cap-btc--rsi7,top100cap-btc--roc14,activeaddresses-btc--std3,activeaddresses-btc--std7,activeaddresses-btc--mom14,activeaddresses-btc--trx3,activeaddresses-btc--rsi3,activeaddresses-btc--roc14,activeaddresses-btc--roc30,activeaddresses-btc--roc90,price-btc--mom3,price-btc--mom30,price-btc--trx3,price-btc--roc7,1d_binary_price_change
2013/11/16,30044487.833333336,36666536995351.0,1406784351540900.0,2.365433001141e+29,69.533,40.445,29.595,495295252.0,192129766.0,6.132934661799558e+16,5.348,59.344,122.533,-0.214,-13.667,30.294,45.365,48.713,-3.341,-62.753,5.425,5.23,92.031,13.362,7.766,8.369,1.036,2.24,-1.149,-2.307,-1.2,0.351,1.254,-0.019,0.592,47.231,49.526,4.124,4.8095,1010180841.0,5.283,92.951,87.188,13.485,6389.0,8134.0,10346.0,12299.0,4.841,122.843,-53.948,265.63,3295.0,1.968,60.995,-15.63,1038.0,0.405,2.178,1.895,-19.378,34.191,-46.167,-80.319,-36.831,59017.0,52157.0,-67656.0,-82180.0,11783.0,-15985.0,-13179.0,870759929.0,17.265,34.882,43.337,-10.095,18336.0,16335.0,-8075.0,8002.0,-9222.0,84054735.0,41579698.0,60136354.0,-2.026,-27.389,20.529,17021.0,14589.0,-11974.0,53207278.0,27.57,-16.618,35.015,-0.093,41.966,64.734,2.713,24158.0,16399.0,26015.0,-1.704,21.527,33.406,27.548,80.528,49.311,279.64,5.245,24.885,1.0
2013/11/17,22249255.0,784438008890500.0,1084792016348383.0,2.8683630975104e+29,77.343,26.543,-2.675,429548208.0,97040811.0,4.612791565919853e+16,5.96,53.608,143.128,-0.082,-9.122,47.463,46.838,49.461,13.004,-35.057,-34.604,5.25,95.956,13.032,7.774,8.275,1.062,2.238,-0.127,-0.679,0.242,-0.394,1.252,-0.237,0.523,48.785,49.773,3.226,-4.839,1945582494.0,5.297,96.448,90.113,13.16,3852.0,6454.0,7186.0,9007.0,5.471,45.775,119.151,219.112,3188.0,2.371,56.504,93.76,807.944,0.36,2.224,1.899,-17.516,36.404,-27.172,-65.462,-56.718,47921.0,51437.0,-43391.0,-33828.0,36222.0,-2935.0,-37700.0,574104234.0,40.335,43.786,47.774,-21.195,11531.0,12511.0,-6230.0,15382.0,-20000.0,33241550.0,49582833.0,59389973.0,-3.412,-26.135,43.021,11022.0,14883.0,-18357.0,55378693.0,35.656,-2.411,37.462,-0.091,58.659,67.593,2.586,13745.0,18103.0,24397.0,-2.503,32.985,29.277,25.232,37.147,52.258,309.529,5.258,55.28,1.0
2013/11/18,68852968.0,910800477778560.0,294615449032781.0,3.129012987369e+29,71.137,6.122,3.522,452644933.0,25002739.0,5.122185888548192e+16,6.908,70.034,441.485,-0.151,-1.984,66.835,49.171,50.64,61.93,-44.343,-22.258,7.697,98.678,33.696,7.866,8.376,1.576,2.242,0.556,1.53,2.773,1.652,1.256,-0.119,0.496,55.381,50.909,25.0,21.795,2849072795.0,7.744,98.842,94.319,33.848,-2678.0,10678.0,9999.0,13251.0,6.097,336.139,446.347,508.119,15094.0,5.053,71.565,444.631,1316.0,0.452,2.245,1.899,-7.492,45.918,66.749,-47.275,-34.237,120584.0,57059.0,79530.0,104491.0,135087.0,125215.0,103751.0,3635108643.0,80.806,68.843,63.352,68.533,28316.0,15495.0,21658.0,33548.0,15838.0,200446165.0,100304985.0,79633720.0,2.572,29.841,74.012,42060.0,28658.0,33048.0,205318719.0,84.462,74.266,72.53,-0.056,60.155,67.858,0.307,55606.0,37711.0,64123.0,3.612,84.229,63.758,77.952,106.271,138.745,396.614,7.701,75.313,1.0
2013/11/19,86027257.0,-221236925818532.0,-239277099389620.0,2.788354049758e+29,39.095,-4.88,25.676,623819052.0,635248028.0,9.728755232542144e+16,8.119,74.428,286.193,0.075,3.6,72.701,50.087,51.099,61.422,57.234,-3.618,9.326,99.138,43.873,7.923,8.422,1.29,2.262,1.521,1.78,1.708,1.597,1.279,0.072,0.488,53.94,50.686,8.075,21.739,3195364186.0,9.37,99.246,95.5,44.023,1077.0,8216.0,9675.0,12515.0,6.607,310.674,430.901,546.934,26614.0,8.29,73.387,252.01,995.269,0.614,2.258,1.899,3.078,48.276,164.956,74.352,-27.672,143246.0,67807.0,195056.0,170948.0,155798.0,190812.0,174370.0,5129854727.0,87.264,75.256,68.409,126.303,34597.0,22707.0,34640.0,41323.0,32411.0,299237545.0,214662229.0,125028560.0,9.0,97.412,80.359,54345.0,46020.0,67714.0,529455563.0,90.144,83.726,74.534,0.018,84.032,74.539,0.229,81932.0,68550.0,90030.0,11.287,91.553,76.475,182.562,151.287,183.542,444.558,9.329,78.798,0.0
2013/11/20,92059235.0,-196506090302940.0,126796090412248.0,2.9007954822168e+29,58.71,2.615,0.278,351083397.0,313264733.0,3.08148879963072e+16,8.758,55.672,101.885,0.03,2.149,41.094,47.418,49.714,6.684,22.942,-75.491,5.5,47.462,9.138,7.989,8.44,0.372,2.244,1.039,0.209,1.956,2.114,1.259,0.231,0.485,53.091,50.558,-0.61,31.707,1519948098.0,5.535,47.576,63.496,9.244,589.539,3867.0,6955.0,9804.0,6.764,163.219,241.081,365.106,23036.0,9.202,59.15,143.185,823.337,0.696,1.925,1.899,3.916,43.932,67.121,12.256,-82.253,66818.0,70566.0,92999.0,48148.0,48080.0,93401.0,100470.0,1116158056.0,51.388,56.491,56.744,75.71,13828.0,23658.0,12692.0,22549.0,10798.0,47806348.0,228426573.0,139285631.0,7.303,51.346,41.114,23363.0,46500.0,38550.0,540559936.0,53.989,37.301,40.452,0.069,70.221,70.783,-0.055,40218.0,69954.0,34115.0,8.694,54.386,25.964,71.653,97.301,41.417,329.858,5.501,34.044,1.0
2013/11/21,89237729.0,-413573547370179.0,305833664320370.0,2.7645005118324e+29,40.837,6.971,13.96,400591053.0,207988006.0,4.011829798547674e+16,9.375,65.555,220.049,0.088,4.857,69.137,51.311,51.604,16.891,65.763,-61.899,5.24,70.23,8.909,8.113,8.568,0.708,2.174,0.369,1.731,3.722,2.253,1.181,0.502,0.51,56.762,51.182,-4.0,30.667,2397515955.0,5.275,70.329,73.623,9.01,3685.0,11802.0,12760.0,16904.0,7.038,-187.306,158.971,309.045,18971.0,8.515,56.103,79.304,613.397,0.7,1.407,1.899,4.48,46.968,1.429,39.671,-79.6,64719.0,75867.0,18815.0,90385.0,54590.0,139491.0,140931.0,1047122781.0,63.097,62.156,60.478,105.946,17796.0,23946.0,2442.0,11281.0,16673.0,79170963.0,229904133.0,144545888.0,3.677,-9.133,18.68,29779.0,46316.0,-12811.0,536292573.0,45.825,14.209,13.044,-0.013,28.858,52.753,-0.491,34552.0,75967.0,58296.0,7.333,65.847,44.674,72.323,130.545,49.045,419.229,5.24,49.515,1.0
2013/11/22,76590456.0,225649752430699.0,693608457870850.0,1.9971949354961e+29,55.108,16.531,14.024,619218691.0,326922828.0,9.585794667160115e+16,10.111,71.511,58.543,0.087,4.625,57.429,50.169,51.038,-0.095,74.544,-61.987,6.569,79.726,12.167,8.175,8.536,1.021,2.093,-0.572,-0.303,1.856,0.503,1.095,0.537,0.513,50.399,50.222,-22.093,6.395,3177119655.0,6.605,79.81,78.615,12.276,6331.0,3577.0,15467.0,19903.0,7.406,-224.685,166.608,341.658,14268.0,7.386,56.951,79.114,961.227,0.62,0.69,1.9,0.72,42.133,-30.783,29.622,-82.561,41711.0,77870.0,-85512.0,51307.0,-2807.0,92169.0,95787.0,434961117.0,44.536,52.889,54.62,73.048,5128.0,24569.0,16027.0,17686.0,25141.0,6573895.0,225824116.0,157132434.0,2.21,-17.22,29.931,6715.0,44663.0,-29007.0,498699178.0,53.51,33.309,25.986,0.754,93.035,88.474,2.93,21989.0,71849.0,34684.0,3.901,47.774,26.529,53.139,156.914,73.229,483.69,6.569,63.961,1.0
2013/11/23,46723436.0,221809032306635.0,311938585723532.0,1.0800837822622e+29,71.344,6.386,47.997,401714501.0,278043548.0,4.034363503041664e+16,10.291,55.59,83.019,0.087,4.201,62.699,50.825,51.345,32.746,68.843,-37.111,8.91,88.15,59.175,8.234,8.539,1.114,2.021,-0.31,1.048,1.773,-1.066,1.021,0.478,0.503,50.874,50.297,-12.941,-11.176,3863049844.0,7.824,85.616,81.968,49.469,4657.0,2135.0,10269.0,14443.0,7.497,-34.37,83.868,331.7,12412.0,6.183,56.81,28.799,764.622,0.579,0.535,1.902,-2.62,40.74,-19.683,67.481,-67.038,54534.0,79090.0,-23804.0,91999.0,9819.0,50463.0,66493.0,743477793.0,38.242,49.667,52.575,46.538,4516.0,24065.0,25394.0,17319.0,28079.0,5099424.0,131988622.0,163198611.0,0.696,-6.485,31.457,4942.0,35957.0,-6568.0,323235242.0,46.051,52.378,27.055,0.415,58.725,64.072,1.5,31218.0,57919.0,21087.0,0.492,38.039,16.245,34.588,119.915,243.971,553.034,7.787,76.562,0.0
2013/11/24,41841283.833333336,375018691164434.0,-103585653405701.0,7.5758003866203e+28,58.127,-2.003,21.179,480346507.0,-198130400.0,5.768319166393984e+16,10.052,53.935,112.771,0.052,2.651,51.31,49.978,50.95,-8.632,34.026,-12.96,6.768,59.926,17.18,8.315,8.568,0.163,1.866,-1.029,0.829,2.444,-0.103,0.871,0.401,0.487,51.389,50.376,1.786,-1.19,3010619417.0,6.352,68.891,74.317,17.291,-950.474,6999.0,13454.0,16155.0,7.454,-134.683,-21.488,170.477,13515.0,4.272,47.774,-8.727,314.146,0.483,0.486,1.905,-5.623,38.334,-40.835,13.467,-60.81,35779.0,79506.0,-90585.0,43192.0,9364.0,56241.0,32608.0,320028844.0,29.099,44.934,49.61,21.629,13572.0,23752.0,9556.0,3326.0,4766.0,46051094.0,79587419.0,163433822.0,-2.11,-15.318,5.798,23508.0,30880.0,-21050.0,238399119.0,22.318,14.084,11.333,0.381,57.625,63.369,1.352,33730.0,48971.0,7644.0,-3.233,24.511,6.532,23.196,64.53,103.0,533.076,6.318,55.001,1.0
2013/11/25,36959131.666666664,397501641744041.0,180309621836327.0,8.8643659588701e+28,71.551,3.531,-0.458,59254866.0,-546514189.0,877784800387968.0,9.559,53.57,-0.126,0.008,1.123,45.792,49.585,50.771,-3.4,4.125,-42.047,4.832,64.102,7.107,8.329,8.563,0.203,1.86,-0.048,-0.907,0.412,-0.197,0.865,0.276,0.46,50.004,50.18,8.092,-2.312,2090731535.0,4.934,73.4,75.839,7.207,-6321.0,-65.359,10613.0,13103.0,7.196,-157.748,-327.279,146.041,14172.0,2.389,47.488,-59.861,198.929,0.454,0.267,1.908,-5.925,40.24,-16.263,-34.907,-65.68,22011.0,79811.0,-36707.0,-64930.0,39560.0,63385.0,14202.0,121125498.0,35.211,46.498,50.402,8.069,10676.0,23201.0,-7256.0,14402.0,9602.0,28493164.0,79636878.0,165342265.0,-1.609,-6.714,25.17,18776.0,31208.0,-11254.0,243490110.0,49.467,-16.43,45.635,0.325,50.684,59.644,1.256,21977.0,51778.0,26760.0,-3.474,45.025,23.018,93.426,50.523,47.98,550.126,4.903,31.353,1.0
2013/11/26,32076979.5,107848148565350.0,641023660107414.0,1.0087257543088e+29,72.626,13.745,-1.038,1988678471.0,2047182130.0,9.887105157462692e+17,10.254,81.463,155.677,0.037,2.965,77.274,53.005,52.26,12.631,17.808,85.234,4.682,76.98,1.175,8.363,8.649,0.609,1.875,0.586,0.113,1.012,0.967,0.879,0.282,0.447,53.956,50.753,26.415,11.95,2360334743.0,5.014,85.003,80.61,7.954,23367.0,24425.0,32641.0,37752.0,7.649,63.016,-163.79,389.68,6454.0,1.89,58.543,-27.213,804.83,0.5,0.269,1.637,-0.873,49.514,28.156,-18.991,41.241,61084.0,82832.0,41935.0,-61122.0,109826.0,134778.0,91450.0,932810898.0,69.935,58.722,56.919,57.208,18399.0,23719.0,-9522.0,25118.0,18655.0,84633123.0,41789454.0,175674710.0,1.31,14.99,43.228,34270.0,23661.0,19109.0,139961283.0,73.015,-10.743,63.988,0.204,41.44,54.989,1.04,45588.0,40625.0,63105.0,0.217,69.641,54.212,174.922,114.021,58.005,618.216,4.981,32.358,1.0
2013/11/27,27194827.333333332,-226478255432806.0,-133557818535567.0,1.0093052518236e+29,29.416,-2.684,37.143,1877954801.0,1829330088.0,8.816785587637842e+17,11.115,74.672,260.435,0.123,6.409,87.725,56.137,53.677,40.041,75.933,116.295,5.838,86.399,26.867,8.366,8.619,0.691,1.875,-0.248,-0.457,0.095,0.705,0.878,0.203,0.422,49.723,50.169,-2.89,9.249,4788487625.0,6.216,91.857,85.042,26.991,13642.0,20052.0,23919.0,26005.0,8.082,460.705,275.998,645.716,20994.0,3.178,67.006,67.407,1625.0,0.595,0.283,1.636,4.235,52.724,67.78,13.915,27.875,65009.0,86477.0,81601.0,31794.0,79942.0,129391.0,131935.0,1056542939.0,74.516,61.044,58.241,99.174,19384.0,26859.0,17964.0,30656.0,36555.0,93931046.0,101838340.0,212035157.0,4.975,57.115,47.38,33786.0,33741.0,56479.0,284613669.0,80.756,25.838,72.777,0.135,30.901,49.383,0.954,46599.0,49326.0,76264.0,4.183,77.735,62.004,130.106,166.096,188.752,703.256,6.181,80.181,1.0
2013/11/28,22312675.166666664,115334220569499.0,709217389776005.0,9.4226609915251e+28,66.069,15.112,32.629,226607292.0,2013657289.0,1.2837716182198272e+16,11.873,76.137,149.485,0.069,7.513,88.921,56.624,53.899,47.016,30.96,117.084,6.362,89.377,29.241,8.331,8.543,0.915,1.865,-0.368,-1.644,-1.044,0.931,0.869,0.029,0.378,47.701,49.878,1.105,13.26,4050873908.0,6.684,93.806,86.674,29.377,17879.0,14128.0,25930.0,31039.0,8.426,503.849,363.876,661.827,34779.0,5.013,68.08,101.238,1077.0,0.669,0.29,1.637,5.434,51.393,49.472,-4.075,33.979,14359.0,89031.0,58341.0,-25405.0,64981.0,102955.0,109655.0,51545262.0,58.458,56.581,56.017,78.948,13324.0,30078.0,27068.0,29510.0,36342.0,44379793.0,158394993.0,250658666.0,6.549,37.867,42.626,13501.0,38787.0,39565.0,376109627.0,77.791,34.664,53.799,0.28,48.852,54.375,1.25,20058.0,53726.0,68598.0,5.65,78.918,51.409,136.409,125.458,211.443,741.406,6.648,55.875,1.0
2013/11/29,17430523.0,526653414906287.0,942027322583002.0,8.9086072372948e+28,78.743,19.266,21.928,476997112.0,-670978348.0,5.688156132930458e+16,12.056,62.307,58.105,0.08,6.273,78.483,56.014,53.657,17.919,39.05,142.703,6.335,92.178,23.225,8.362,8.515,0.347,1.832,-0.733,-0.048,0.939,1.866,0.839,-0.089,0.335,49.896,50.17,-4.046,28.902,3712413527.0,6.576,95.549,88.298,23.356,-10346.0,7748.0,11325.0,26558.0,8.509,238.839,299.734,605.725,40850.0,6.303,65.277,79.462,850.599,0.659,0.28,1.636,3.127,46.975,-4.952,11.239,44.191,14861.0,90894.0,-1347.0,23044.0,74351.0,125396.0,151904.0,55212748.0,59.58,56.897,56.172,154.918,7274.0,30112.0,13136.0,29163.0,42629.0,13228775.0,168071667.0,264951564.0,4.666,8.035,48.007,10498.0,39665.0,3199.0,393318505.0,54.266,17.178,56.209,-0.619,26.344,43.42,0.633,10634.0,56093.0,69624.0,4.286,58.167,58.018,97.64,115.088,185.022,786.097,6.54,45.407,1.0
2013/11/30,67841664.0,796806611230716.0,441439760388514.0,1.0423383299491e+29,62.892,8.494,2.885,921123425.0,-954908123.0,2.121170908089774e+17,11.601,51.593,76.759,0.069,4.493,74.66,55.826,53.585,-0.411,31.989,122.854,6.393,95.088,18.062,8.407,8.472,0.303,1.742,-0.142,-0.289,1.357,1.666,0.759,-0.191,0.288,49.041,50.057,10.227,25.568,3800883360.0,6.566,97.271,90.349,18.189,-4412.0,10984.0,13119.0,24572.0,8.337,-144.398,165.97,498.834,39363.0,6.349,57.771,44.249,1182.0,0.578,0.244,1.636,-1.71,39.444,-34.58,-7.214,55.399,46222.0,90741.0,-64726.0,-9128.0,82872.0,64987.0,105217.0,534122186.0,24.534,43.797,49.551,110.725,19582.0,25424.0,2639.0,28033.0,28637.0,95866103.0,161891129.0,266745578.0,0.616,-21.334,59.669,26443.0,39514.0,-33087.0,390345460.0,28.117,0.96,53.841,-0.388,19.347,38.665,0.123,31726.0,54287.0,60052.0,0.966,32.02,57.803,69.122,187.623,160.985,856.553,6.529,42.462,0.0
2013/12/01,85647763.0,1479041972547091.0,1813240671158662.0,3.0391021148875e+29,87.395,35.777,-17.378,927354884.0,-1705508647.0,2.1499677030658355e+17,10.618,42.728,29.44,0.037,0.954,26.953,51.326,51.836,-17.417,18.368,58.644,3.536,45.705,-2.03,8.423,8.315,0.827,1.697,-0.571,-1.187,0.462,0.687,0.72,-0.414,0.219,44.434,49.419,-4.615,10.256,2588835464.0,3.649,45.985,64.858,-1.923,-13397.0,1682.0,8682.0,17230.0,7.826,-210.283,288.276,461.104,26761.0,5.694,56.332,128.268,888.177,0.482,0.24,1.639,-5.786,36.104,-42.773,-7.216,5.279,53175.0,90568.0,-59879.0,5301.0,48493.0,82426.0,82599.0,706890984.0,20.354,41.22,48.129,77.871,15692.0,20948.0,11254.0,20810.0,20896.0,61559155.0,108631230.0,254088174.0,-2.125,-27.135,40.695,19499.0,30057.0,-30356.0,225852627.0,31.388,32.066,50.667,-0.355,26.925,40.639,0.12,23183.0,39459.0,58577.0,-0.818,35.994,54.374,91.041,164.862,-18.968,717.701,3.616,30.322,1.0
2013/12/02,92211534.0,402279005388316.0,946804686227277.0,3.6186631298483e+29,57.647,17.908,-19.666,572301068.0,-1191174519.0,8.188212813448115e+16,9.437,41.921,25.324,0.059,-0.272,47.098,52.949,52.473,-9.681,30.008,35.371,1.478,46.416,-6.496,8.487,8.384,1.366,1.641,0.733,0.733,1.928,1.634,0.673,-0.34,0.185,54.16,50.749,-1.887,22.013,2371668152.0,1.558,46.816,65.085,-6.392,-11205.0,2863.0,2798.0,15334.0,7.124,-192.469,265.013,419.832,10902.0,4.706,54.834,120.76,649.541,0.458,0.232,1.64,-4.201,46.746,-11.772,17.205,-23.708,35704.0,91945.0,-18983.0,40768.0,-24163.0,125388.0,100186.0,318693149.0,58.825,53.013,53.395,76.601,3096.0,21064.0,3791.0,-3465.0,23442.0,2395933.0,97319969.0,231009230.0,-2.64,-16.127,-4.393,3968.0,25849.0,-16618.0,167041141.0,40.908,13.486,-5.159,-0.346,21.096,37.852,-0.096,12322.0,27761.0,13338.0,-0.623,55.388,8.099,128.614,146.925,-63.769,718.298,1.525,26.94,1.0
2013/12/03,90026522.0,656972981703033.0,990564593526197.0,3.783708507424e+29,59.609,18.673,-4.811,157625957.0,-765255582.0,6211485580909568.0,8.206,39.826,-64.079,0.018,-0.487,49.653,53.155,52.553,-8.38,7.367,26.487,1.276,65.72,-6.427,8.477,8.207,1.67,1.669,-0.982,-1.857,-0.3,-1.634,0.696,-0.489,0.123,44.786,49.294,-19.5,-18.5,2292434042.0,1.34,66.232,70.606,-6.324,-11664.0,-24048.0,377.126,12999.0,6.311,-115.09,-12.136,356.004,11414.0,3.496,51.794,-2.77,508.885,0.441,0.215,1.643,-4.884,40.081,-10.954,-35.53,-47.774,41545.0,92180.0,-14902.0,-65965.0,-127086.0,81387.0,38399.0,431486570.0,33.019,42.326,47.763,26.132,4556.0,19746.0,-5757.0,-15279.0,24651.0,5188537.0,103031853.0,199339811.0,-1.999,3.27,-16.474,7937.0,25961.0,10981.0,168488310.0,57.528,-6.031,-16.126,-0.266,28.3,39.353,-0.29,9755.0,28357.0,-33603.0,-0.472,48.144,-16.174,108.982,126.529,-67.629,782.094,1.305,23.6,1.0
2013/12/04,78364291.0,-357599781190212.0,1682119145401256.0,4.2860742617125e+29,67.881,34.743,4.849,171095466.0,18989464.0,7318414586068480.0,7.094,44.85,-53.318,-0.012,0.184,64.859,54.44,53.04,13.139,-4.371,68.243,1.922,75.892,13.238,8.512,8.21,1.541,1.619,1.036,0.097,1.036,0.376,0.655,-0.477,0.08,50.815,50.243,-4.094,4.678,1783806091.0,1.977,76.372,74.319,13.368,-1607.0,-13567.0,6485.0,15902.0,5.535,-43.563,-215.992,438.936,10532.0,2.52,53.843,-31.511,1438.0,0.475,0.213,1.644,-3.153,45.849,25.626,-30.528,-20.861,43926.0,93629.0,44162.0,-32137.0,-343.223,112781.0,90310.0,482366886.0,60.244,53.666,53.285,63.366,3300.0,19745.0,-15905.0,2059.0,18902.0,2723233.0,79698244.0,183703623.0,-0.957,10.433,2.66,8880.0,21385.0,14157.0,114333888.0,67.565,-13.094,9.361,-0.193,26.058,38.669,-0.273,8346.0,24838.0,18771.0,0.377,65.702,11.341,83.233,161.67,121.207,822.972,1.939,16.322,0.0
2013/12/05,51103123.0,-232171923614692.0,599298542043086.0,3.7681378724209e+29,39.872,11.093,19.9,245550287.0,160062831.0,1.507373589618944e+16,6.133,46.988,-53.16,-0.022,0.465,58.454,54.054,52.904,4.485,-7.603,21.004,1.479,54.571,7.967,8.518,8.223,1.175,1.617,-0.586,0.515,0.195,0.687,0.653,-0.381,0.053,51.049,50.281,-11.765,8.824,711200415.0,1.526,54.972,65.923,8.085,954.514,-14061.0,67.174,17233.0,4.836,142.908,-95.928,588.016,6847.0,2.296,60.42,-13.263,1494.0,0.474,0.191,1.645,-0.413,48.972,-0.247,-21.781,-24.968,47485.0,95234.0,7183.0,-10390.0,-35795.0,81529.0,91223.0,563713070.0,62.789,54.828,53.874,62.084,4677.0,19484.0,-15627.0,11441.0,22448.0,5468568.0,30995582.0,177170271.0,0.326,10.213,15.963,7755.0,16374.0,15745.0,67026615.0,76.494,-8.519,23.192,-0.323,14.862,34.261,-0.2,9442.0,17823.0,-4743.0,0.823,64.937,-2.512,56.337,151.192,73.127,759.622,1.489,6.044,0.0
2013/12/06,50404355.8,400021114068529.0,863932292688439.0,3.9146742265965e+29,67.007,14.815,-9.04,341805953.0,-105208901.0,2.920782733818701e+16,5.206,38.832,-58.516,-0.04,-0.645,26.769,50.944,51.808,-5.646,-14.089,19.459,-0.018,32.318,-6.945,8.454,8.04,1.436,1.71,-0.277,-1.401,-1.911,-3.008,0.731,-0.548,-0.007,44.017,49.091,-17.308,-30.288,-759714509.0,0.023,32.538,54.204,-6.842,-15.079,-13717.0,-5969.0,13687.0,4.155,32.08,-218.895,430.432,3777.0,1.79,51.883,-32.336,1559.0,0.461,0.206,1.648,-2.92,39.134,-9.458,-38.586,-31.684,62942.0,95274.0,-16446.0,-81064.0,-58020.0,-16200.0,12209.0,990418745.0,27.925,39.716,45.789,7.792,9346.0,19829.0,-18020.0,-4884.0,20069.0,21834748.0,14078112.0,168300972.0,-0.82,-7.198,-6.361,14703.0,14437.0,-7964.0,52107295.0,30.997,-15.017,-0.418,-0.027,66.517,50.135,-2.925,13888.0,15183.0,4012.0,-0.14,31.128,2.425,28.95,170.692,-68.389,667.981,-0.012,-6.662,0.0
2013/12/07,49705588.6,567904017067496.0,1453216551238036.0,4.6630839302175e+29,76.205,25.773,-26.872,531572880.0,333178579.0,7.064243156031667e+16,4.501,53.959,-11.958,0.117,6.11,88.276,64.956,57.663,47.221,41.367,86.588,-3.408,12.43,-30.485,8.367,7.933,1.297,1.651,-1.036,-0.797,-2.615,-1.787,0.682,-0.707,-0.072,46.389,49.452,-12.821,-19.487,-3973192084.0,-3.373,12.486,35.104,-30.408,7639.0,-1516.0,9468.0,24252.0,3.684,49.573,-22.021,496.267,3596.0,1.431,54.383,-4.07,2180.0,0.554,0.244,1.648,5.825,61.512,57.49,67.246,55.18,67362.0,95150.0,-68121.0,-35532.0,-44660.0,-54653.0,33357.0,1134400140.0,26.588,38.959,45.346,25.395,13137.0,20442.0,-7497.0,-4858.0,21222.0,43144486.0,23774946.0,164680204.0,-2.303,-15.023,-6.712,22053.0,16810.0,-21664.0,70647508.0,21.147,-6.055,-5.153,0.068,68.372,51.025,-1.474,27128.0,21644.0,2.0,-2.08,15.637,0.001,15.638,167.149,-316.063,446.69,-3.404,-31.509,1.0
2013/12/08,49006821.4,525328197739178.0,-354415232764827.0,4.2669843181741e+29,47.747,-5.15,-22.16,687853130.0,-544134584.0,1.1828548196972032e+17,3.775,39.851,-33.655,-0.064,-0.89,31.398,45.036,48.837,-34.287,-26.478,-12.973,-4.918,17.432,-25.981,8.255,7.836,0.435,1.432,-1.086,-0.8360000000000001,-3.362,0.291,0.513,-0.83,-0.138,46.389,49.452,-13.846,4.103,-2170984537.0,-4.884,17.609,36.85,-25.895,365.662,-298.803,1383.0,16820.0,3.25,-323.519,-209.165,280.298,8152.0,0.472,45.417,-40.771,1190.0,0.456,0.283,1.652,-2.883,39.056,-55.748,-39.515,-43.88,43817.0,95199.0,-117690.0,-68200.0,-62899.0,-109253.0,-3027.0,479984814.0,15.109,31.544,40.849,-2.451,21439.0,24563.0,-24665.0,-13411.0,-10191.0,114909998.0,121594323.0,179094255.0,-6.159,-43.111,-22.096,30365.0,32848.0,-53242.0,269749170.0,8.832,-33.457,-12.119,0.005,48.93,46.408,-1.609,45605.0,46311.0,-10132.0,-5.585,6.345,-8.127,-12.393,54.789,-257.477,435.433,-4.916,-19.881,1.0
