bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-std-30,mining_profitability-btc-sma-7,mining_profitability-btc-ema-14,marketcap-btc-ema-3,marketcap-btc-wma-3,price-btc-sma-3,price-btc-ema-3,price-btc-wma-3
4937365088,411.755,0.0412,4195859488618400.0,193586124,353.81,328.828,4704197517,4807823553,393.927,392.441,401.048
5018118744,418.345,0.0418,4885055119877049.0,192103285,361.642,340.526,4861158130,4955930463,410.364,405.393,413.256
5439031727,453.251,0.0453,5171690763596886.0,191805406,375.989,349.66,5150094929,5215116293,427.784,429.322,434.7
6608579276,550.5,0.0551,5106659966396930.0,196856664,392.307,359.486,5879337103,5953653338,474.032,489.911,496.058
7227259799,601.887,0.0602,4663818194058517.0,199192393,417.59,381.358,6553298451,6722994946,535.213,545.899,559.985
5941801419,494.668,0.0495,4975184673293946.0,198908279,430.265,385.199,6247549935,6481417188,549.018,520.284,539.713
7204012321,599.545,0.06,4693086419026751.0,195992929,439.15,398.167,6725781128,6787149933,565.367,559.914,564.976
8114484743,675.116,0.0675,4889467946489216.0,190325467,466.005,424.67,7420132936,7448880049,589.776,617.515,619.851
8881168588,738.639,0.0787,5196993705600581.0,181648478,493.215,448.985,8150650762,8346081262,671.1,678.077,694.282
8449651144,702.545,0.0703,5068105110191185.0,169500403,518.302,467.072,8300150953,8537629225,705.433,690.311,710.005
8699310811,723.096,0.0723,5286969588233257.0,168822724,542.709,484.024,8499730882,8646400551,721.427,706.704,718.836
9587594542,796.644,0.0797,5304841854165931.0,168404594,553.739,499.584,9043662712,9101842732,740.762,751.674,756.445
10730289044,891.298,0.0891,4841626854758379.0,166716879,609.685,539.878,9886975878,10010894504,803.679,821.486,831.713
11254886229,934.539,0.0935,5402303808802756.0,163720319,653.347,572.974,10570931054,10802138553,874.16,878.013,897.143
11826898270,981.667,0.0982,5831495269072218.0,161275820,672.707,594.238,11198914662,11453459386,935.835,929.84,950.896
12682051948,1052.0,0.105,5638433465989095.0,165138714,703.834,624.996,11940483305,12159139769,989.496,991.061,1009.0
11038486608,915.571,0.0916,6881345781349847.0,166257015,713.334,628.482,11489484956,11717743665,983.174,953.316,972.158
11070978963,917.898,0.0918,6233774274460534.0,164686643,712.506,623.139,11280231960,11328660342,961.917,935.607,939.52
11880028583,984.654,0.0985,6295406447692128.0,160348623,738.864,644.752,11580130271,11470088381,939.375,960.131,950.888
12514095135,1037.0,0.104,6523746000159635.0,153007735,721.853,649.813,12047112703,12062220256,979.777,998.454,999.59
11966086645,991.025,0.0991,6001602350845842.0,145964172,710.055,657.239,12006599674,12134413131,1004.0,994.74,1005.0
11067183762,916.265,0.0916,6695427561760657.0,148518713,707.454,664.84,11536891718,11607969952,981.356,955.503,961.271
8708859864,720.715,0.0721,7091650017227131.0,149889731,660.929,642.761,10122875791,10037838960,876.002,838.109,830.95
8867502070,733.548,0.0734,6526930548585020.0,150109660,646.362,630.283,9495188931,9181234950,790.176,785.828,759.723
10355946029,856.334,0.0856,6959636858231775.0,149183589,639.944,618.71,9925567480,9585283682,770.199,821.081,792.802
11091432811,916.819,0.0917,7428188368399635.0,154077391,612.71,615.495,10508500146,10475615427,835.567,868.95,866.112
10743391422,887.697,0.0888,7556796021461982.0,178447859,584.696,598.31,10625945784,10794830986,886.95,878.324,892.177
10334494909,853.621,0.0854,7575300196267822.0,196324965,549.738,579.977,10480220346,10596950064,886.046,865.972,875.513
10537959468,870.134,0.087,7653858479326845.0,209378610,518.597,568.813,10509089907,10504376607,870.484,868.053,867.557
10355708429,854.784,0.0855,8206069562908918.0,218475102,521.119,561.893,10432399168,10412923189,859.513,861.418,859.707
10114244669,834.51,0.0835,8711511896225939.0,224096844,503.379,543.639,10273321919,10265351722,853.143,847.964,847.205
9389330110,774.416,0.0774,8363836008024898.0,226502712,492.413,533.384,9831326014,9792031350,821.237,811.19,807.842
8163095363,673.001,0.0673,9105955423884440.0,229370250,461.215,512.427,8997210689,8897031830,760.643,742.096,733.724
6728817650,554.522,0.0555,9240127173187196.0,235493078,434.51,484.061,7863014169,7650328964,667.313,648.309,630.664
7477721321,615.988,0.0616,9930835726470662.0,239810952,418.892,466.383,7670367745,7342315771,614.503,632.148,605.001
8058557197,663.529,0.0664,9411150200132694.0,242420339,392.983,446.184,7864462471,7643321980,611.346,647.839,629.514
7312365176,614.291,0.0614,8651254170998630.0,262438069,360.094,424.917,7588413824,7588655207,631.269,631.065,630.986
7509740013,634.818,0.0635,9551805680846730.0,295822127,339.603,405.803,7549076918,7535417932,637.546,632.942,632.761
7652888251,650.085,0.065,9952354122881032.0,321317764,312.933,389.033,7600982585,7548418326,633.065,641.513,639.03
7877506406,670.728,0.0671,1.0027670209914472e+16,340700550,299.676,374.95,7739244495,7741339289,651.877,656.12,657.862
7992904507,670.394,0.0737,9837912459239684.0,354973251,296.41,361.866,7866074501,7897769097,663.735,663.257,667.12
8667980009,730.449,0.073,1.0012871210862236e+16,364736256,293.235,357.518,8267027255,8311209241,690.523,696.853,700.477
8759625914,753.055,0.0753,1.0619567584881254e+16,370346391,294.975,353.458,8513326584,8601290378,717.966,724.954,731.743
8704024111,738.125,0.0738,9865732026963022.0,371991594,294.225,343.855,8608675348,8716550695,740.543,731.54,741.822
8664365741,729.759,0.073,9233344750389284.0,372350817,301.588,342.421,8636520545,8693461893,740.313,730.649,736.43
8880104088,760.719,0.0761,1.0398380332268098e+16,375952401,306.907,339.066,8758312316,8778844643,742.868,745.684,746.633
8848410602,756.614,0.0757,1.0582875840170068e+16,376884929,313.514,337.812,8803361459,8828300954,749.03,751.149,753.506
9027564716,771.144,0.0771,1.134520943522258e+16,375168305,323.824,339.302,8915463088,8943269907,762.826,761.147,764.563
9275962711,779.773,0.078,1.1752424385835746e+16,395196578,308.671,323.82,9095712899,9121904694,769.177,770.46,773.037
9653676428,793.629,0.0794,1.050349167013945e+16,410615157,305.543,321.333,9374694664,9423419904,781.515,782.044,785.263
9859310390,834.69,0.0835,1.0816266226805066e+16,420160487,304.334,314.885,9617002527,9693541123,802.697,808.367,811.85
10586963510,877.685,0.0878,1.1832131795703252e+16,424229205,308.026,320.76,10101983018,10188864623,835.334,843.026,849.344
11416358515,961.717,0.0962,1.3262530771183098e+16,422979382,311.178,323.235,10759170767,10880385493,891.364,902.372,912.535
10571674123,914.81,0.0915,1.3145476374447896e+16,416363126,308.23,321.34,10665422445,10855783818,918.071,908.591,924.258
9871565110,848.331,0.0848,1.3256475566091898e+16,404116943,302.614,319.785,10268493778,10362400349,908.286,878.461,889.388
10019535543,849.84,0.085,1.3322496432074378e+16,395204500,318.005,321.271,10144014660,10062235162,870.994,864.15,860.165
10018449122,846.22,0.0846,1.433722716578053e+16,396183270,313.934,315.324,10081231891,9994330594,848.13,855.185,847.779
10591030492,899.476,0.0899,1.4389433313782646e+16,394236714,321.93,317.14,10336131191,10304920877,865.179,877.331,873.451
10436027877,893.878,0.0894,1.383452149295122e+16,389320955,318.528,319.538,10386079534,10418098956,879.858,885.604,887.801
9998496558,837.415,0.0837,1.7303874972574498e+16,417931575,299.345,304.273,10192288046,10243095986,876.923,861.51,866.579
10119223760,844.33,0.0844,1.4384117636345152e+16,446904732,289.295,295.526,10155755903,10131782046,858.541,852.92,850.283
10259201593,857.806,0.0858,1.5006920581526776e+16,466774675,282.756,291.31,10207478748,10169091476,846.517,855.363,849.915
10182545514,854.108,0.0854,1.7081647901196432e+16,478676377,268.612,283.391,10195012131,10197543915,852.081,854.736,853.711
9833758380,822.71,0.0823,1.5250979516631566e+16,483198997,258.485,273.043,10014385255,10020927960,844.875,838.723,839.026
9935042058,836.905,0.0837,1.429193254402194e+16,480550920,247.99,270.7,9974713656,9942531408,837.908,837.814,835.041
10102671627,842.293,0.0842,1.552916374804164e+16,470611116,232.94,265.244,10038692642,10001976229,833.97,840.054,837.233
10194974658,886.057,0.0886,1.5920012817254122e+16,473184993,242.53,266.169,10116833650,10120884881,855.085,863.055,863.277
10181118424,863.039,0.0863,1.646933179908678e+16,481203745,239.617,259.785,10148976037,10172662702,863.796,863.047,867.254
10141792649,852.448,0.0852,1.6046837571817218e+16,485713292,238.456,259.25,10145384343,10163764909,867.181,857.748,861.58
10007865382,837.897,0.0838,1.6744048043971566e+16,486811168,237.078,254.32,10076624863,10081383311,851.128,847.823,846.938
9622109371,808.157,0.0808,1.809306435710482e+16,499091503,237.928,248.642,9849367117,9837308588,832.834,827.99,825.452
9818642379,829.446,0.0829,1.808172339089276e+16,539745669,228.542,240.792,9834004748,9784668543,825.167,828.718,823.758
10027796911,861.16,0.0861,1.7384156232699136e+16,569594856,222.691,233.862,9930900829,9890464144,832.921,844.939,841.755
9747557461,859.05,0.0859,1.7615035804981818e+16,590280499,214.208,231.054,9839229145,9852818098,849.885,851.994,854.819
9489317514,798.213,0.0798,1.8589709109607748e+16,602746787,206.727,222.369,9664273330,9665144063,839.474,825.104,828.983
9687524064,825.551,0.0826,1.7192768073273424e+16,607499930,196.346,217.134,9675898697,9631460780,827.605,825.327,822.022
9656490405,812.648,0.0813,1.7102839182257088e+16,604721833,194.549,216.143,9666194551,9638972809,812.137,818.988,814.543
9813735460,824.542,0.0825,1.9892845321145664e+16,594306890,191.625,212.825,9739965006,9740285209,820.913,821.765,820.745
9929126621,838.57,0.0839,2.1046129703709708e+16,600693612,191.475,209.611,9834545813,9845223531,825.253,830.167,829.573
9924245675,835.689,0.0836,1.998721867673306e+16,603523791,192.34,207.646,9879395744,9907454288,832.934,832.928,834.791
9851830297,816.934,0.0817,2.121355375167354e+16,601917917,186.901,203.257,9865613021,9888851477,830.398,824.931,826.792
9912215203,817.692,0.0818,1.865662576704531e+16,595840123,190.21,201.367,9888914112,9894091980,823.438,821.311,820.439
9814970888,830.298,0.083,2.145875134240549e+16,612480384,187.344,196.258,9851942500,9853528894,821.641,825.805,823.869
9542453945,800.337,0.08,2.1673996236144468e+16,640786782,181.469,192.566,9697198223,9694919802,816.109,813.071,813.216
8924242012,727.901,0.0728,2.19946336668508e+16,658195066,172.538,184.057,9310720117,9278767469,786.179,770.486,769.113
8768379035,696.661,0.0697,2.253585230020981e+16,665560933,165.726,178.32,9039549576,8949345846,741.633,733.573,724.354
8656605604,676.229,0.0676,2.145368187398843e+16,663219068,153.47,169.088,8848077590,8738469483,700.263,704.901,691.651
8263767949,659.682,0.066,1.8620012395217788e+16,651064723,148.314,165.028,8555922770,8478815682,677.524,682.292,671.361
8368343763,661.433,0.0661,2.185270811362049e+16,628528902,139.087,159.624,8462133267,8381528799,665.781,671.862,663.315
8048705154,634.091,0.0634,2.151405461256286e+16,634379890,134.599,155.891,8255419210,8191095156,651.736,652.977,647.47
7662793967,574.95,0.0575,2.367278011727253e+16,639953644,126.006,149.562,7959106588,7909022662,623.491,613.963,609.077
7407335344,547.519,0.0548,2.382948882714285e+16,640696882,123.343,144.301,7683220966,7599383187,585.52,580.741,571.091
7874711432,587.908,0.0588,2.3929476324026176e+16,636626521,119.648,140.416,7778966199,7683599825,570.126,584.325,572.285
7519183334,633.999,0.0634,2.5659812321847684e+16,627648919,121.312,137.791,7649074766,7619051368,589.809,609.162,604.222
7660118530,630.288,0.063,2.716073096444889e+16,672384163,114.431,131.482,7654596648,7648905615,617.399,619.725,624.462
7632701539,628.232,0.0628,2.451310507340521e+16,704125567,111.614,127.921,7643649094,7622920835,630.84,623.978,629.878
7556512852,622.409,0.0622,2.9386906175235404e+16,723549344,107.982,125.026,7600080973,7599176694,626.976,623.194,625.663
7168503527,597.613,0.0598,2.801205874208202e+16,731637190,106.025,120.985,7384292250,7375206304,616.085,610.403,610.982
6824774152,565.081,0.0565,2.6503414232044216e+16,728766622,101.912,115.696,7104533201,7061307060,595.034,587.742,585.48
7042301997,578.305,0.0578,2.4880051257258544e+16,714805629,100.443,114.254,7073417599,6990826304,580.333,583.023,577.115
7555955670,618.523,0.0619,2.7902748491660136e+16,709780267,96.534,111.469,7314686634,7262874193,587.303,600.773,596.21
7128400536,570.345,0.057,2.830579219757877e+16,721671704,97.399,109.476,7221543585,7256569158,589.058,585.559,587.731
6314417925,499.8,0.05,2.7871638770770184e+16,728044724,92.787,104.545,6767980755,6792668420,562.889,542.679,543.102
6993424821,572.999,0.0573,2.663385733238857e+16,729044060,91.798,103.844,6880702788,6789585142,547.715,557.839,548.157
7000175929,580.375,0.058,2.9275547041417484e+16,724691944,91.618,102.459,6940439358,6883632559,551.058,569.107,564.487
6841993067,567.657,0.0568,3.144171089776305e+16,745872662,91.715,99.73,6891216213,6919959313,573.677,568.382,572.786
6846812263,560.083,0.056,3.0258499015430308e+16,810760411,86.284,95.349,6869014238,6870766475,569.371,564.232,565.989
6903312989,561.09,0.0561,2.7991845197924428e+16,857296216,82.999,92.019,6886163614,6874259427,562.943,562.661,561.848
7492764773,604.807,0.0605,2.740697926518365e+16,888368787,80.929,90.687,7189464193,7188622093,575.326,583.734,582.78
8299305811,677.606,0.0678,2.7414395825327784e+16,905571280,83.787,90.929,7744385002,7797793328,614.501,630.67,633.92
8068506704,662.002,0.0662,3.026332506332425e+16,909690896,81.836,90.222,7906445853,8049482751,648.138,646.336,657.671
8063675547,661.353,0.0661,2.976985726786321e+16,900907127,82.257,91.047,7985060700,8104557644,666.987,653.844,664.278
7801725441,642.185,0.0642,3.290182379589049e+16,911052193,82.154,89.743,7893393071,7933505687,655.18,648.015,651.877
7630128755,619.677,0.062,3.248405265528423e+16,925819211,84.079,88.49,7761760913,7759585449,641.072,633.846,634.126
7786226930,627.479,0.0627,3.1691083931986e+16,933588359,86.718,88.537,7773993921,7736777290,629.781,630.663,627.33
7801755577,630.301,0.063,3.165690178215616e+16,934534182,85.641,86.664,7787874749,7767974891,625.819,630.482,627.59
7791229007,625.927,0.0626,3.065402396702151e+16,928677528,84.722,86.586,7789551878,7793904184,627.903,628.205,627.644
7856717323,636.984,0.0637,3.2243765161149804e+16,915887910,85.378,87.069,7823134600,7825727593,631.071,632.594,632.185
7868331870,638.79,0.0639,3.7228456676741016e+16,934426472,81.569,84.759,7845733235,7851609877,633.901,635.692,636.044
7805893775,632.924,0.0633,3.048142528888963e+16,944344567,79.862,82.701,7825813505,7835177065,636.233,634.308,635.556
7835064940,631.464,0.0631,3.3832016030497284e+16,941720750,79.412,81.967,7830439223,7830885707,634.393,632.886,633.172
7818926927,631.648,0.0632,3.352683512912421e+16,926448468,78.259,81.808,7824683075,7822134073,632.012,632.267,631.8
7715405378,625.026,0.0625,3.727490131603383e+16,897882530,77.291,79.928,7770044227,7769855822,629.38,628.647,628.306
7612123446,613.511,0.0614,3.206718929471325e+16,854691051,74.997,78.607,7691083836,7681018003,623.395,621.079,620.372
7685463996,613.783,0.0614,3.1613900770436044e+16,860054672,73.241,78.516,7688273916,7666007376,617.44,617.431,615.566
7443853659,596.009,0.0596,3.607929502571957e+16,859431094,73.753,77.824,7566063788,7552435403,607.767,606.72,604.85
7291191246,582.231,0.0582,3.703888316388974e+16,852283116,74.325,77.224,7428627517,7407790842,597.341,594.476,592.082
7080867568,563.348,0.0563,3.859186199911096e+16,838443887,72.196,75.234,7254747542,7211473142,580.529,578.912,575.086
7132702086,564.372,0.0564,4.193599580619911e+16,817573684,70.964,74.822,7193724814,7141838773,569.984,571.642,567.007
7124723360,563.641,0.0564,4.036357142981815e+16,790468195,70.693,73.621,7159224087,7120073637,563.787,567.641,563.836
7249823961,577.854,0.0578,4.27935990448447e+16,843970009,68.29,70.898,7204524024,7188603448,568.622,572.748,570.869
7284248560,579.582,0.058,3.936935244537123e+16,876586842,65.55,69.277,7244386292,7246186160,573.692,576.165,576.349
6813912668,543.197,0.0543,3.997474619670461e+16,890616255,63.497,67.901,7029149480,7043343181,566.877,559.681,561.101
6324861281,502.664,0.0503,4.582076182992429e+16,886940721,59.859,65.228,6677005380,6647776289,541.814,531.172,528.995
6277936136,499.324,0.0499,4.2360786530464216e+16,865334662,58.343,63.423,6477470758,6382907273,515.062,515.248,507.749
5941996915,469.428,0.0469,3.948575320376266e+16,870725260,53.998,60.532,6209733837,6117787383,490.472,492.338,484.933
5798624821,457.005,0.0457,4.04000248057197e+16,900158013,51.889,59.267,6004179329,5926300738,475.252,474.671,468.199
6064996210,476.297,0.0476,4.522267294260202e+16,921843155,50.74,57.385,6034587769,5955705864,467.577,475.484,468.722
5766402135,466.322,0.0466,4.369118159530063e+16,936319145,49.878,56.761,5900494952,5871303941,466.541,470.903,468.094
5437047151,434.951,0.0435,5.259831634057701e+16,943917720,47.496,54.831,5668771052,5651490322,459.19,452.927,452.299
5560231064,444.394,0.0444,4.935358404724682e+16,944804830,46.948,53.389,5614501058,5553531605,448.556,448.661,444.901
5715139999,451.812,0.0452,5.286763797503132e+16,1000504091,44.797,51.155,5664820529,5617154880,443.719,450.236,446.529
5802108140,459.325,0.0459,4.500655309209199e+16,1128985425,44.353,49.485,5733464334,5732805914,451.844,454.781,454.332
5674077688,454.031,0.0454,4.628321839081303e+16,1225161920,42.371,47.843,5703771011,5723598224,455.056,454.406,455.426
5632889456,451.41,0.0451,4.355710203366117e+16,1296244327,40.902,46.114,5668330233,5674821981,454.922,452.908,453.603
5587996110,447.11,0.0447,4.676241762167296e+16,1346213566,38.898,45.122,5628163172,5617307488,450.85,450.009,449.697
5020359905,407.703,0.0408,4.968287188982646e+16,1377369437,37.417,43.362,5324261538,5311660231,435.408,428.856,428.123
5068919648,403.328,0.0403,4.644150338054919e+16,1390976689,36.388,42.488,5196590593,5139245810,419.38,416.092,412.083
5329088351,425.31,0.0425,4.9734403587952296e+16,1425612466,36.083,41.423,5262839472,5190910709,412.114,420.701,415.048
5150414718,415.876,0.0416,5.707189820625923e+16,1450848928,35.441,40.452,5206627095,5196390084,414.838,418.288,416.929
5628122040,445.898,0.0446,5.683808790325496e+16,1465089455,35.556,40.122,5417374567,5419047318,429.028,432.093,432.46
6170470953,487.666,0.0488,5.761818087510478e+16,1468653942,36.096,39.925,5793922760,5819678609,449.814,459.88,461.779
6496569317,517.354,0.0517,5.133907557390285e+16,1461620500,36.313,39.962,6145246039,6243128650,483.64,488.617,495.549
6281237538,505.461,0.0505,5.264973210125334e+16,1461067039,37.569,40.061,6213241788,6334553700,503.494,497.039,506.46
5972292967,485.296,0.0485,5.436121580177467e+16,1520208894,37.427,39.495,6092767378,6162653883,502.704,491.167,497.36
6132827987,490.961,0.0491,5.685324045645639e+16,1556011568,37.418,38.821,6112797683,6104051239,493.906,491.064,491.489
6234226740,501.271,0.0501,5.799000069406355e+16,1570072498,38.049,38.786,6173512211,6156771527,492.509,496.167,495.171
6201738943,498.97,0.0499,6.234240102028298e+16,1562978575,37.526,38.19,6187625577,6201083049,497.067,497.569,498.402
6097607345,491.704,0.0492,5.654744708075237e+16,1534436423,36.807,37.579,6142616461,6155087777,497.315,494.636,495.72
6041607759,486.543,0.0487,5.771556619670466e+16,1486121313,36.049,37.222,6092112110,6086962818,492.406,490.59,490.334
6091264792,487.399,0.0487,5.612695260928665e+16,1501644127,34.935,36.647,6091688451,6075769540,488.549,488.994,487.831
5753179561,464.777,0.0465,5.487164060502724e+16,1505572076,35.341,36.915,5922434006,5913946004,479.573,476.885,475.945
5654966188,456.496,0.0456,6.131050902118788e+16,1497996370,34.765,36.047,5788700097,5760420413,469.557,466.691,464.407
5569104074,450.932,0.0451,5.791078481406837e+16,1478740219,34.192,35.847,5678902086,5628404027,457.402,458.812,455.094
5399609103,435.888,0.0436,5.8533457646581096e+16,1447337488,33.346,34.853,5539255594,5498666941,447.772,447.35,444.338
5520546811,443.354,0.0443,5.516565949791196e+16,1406312198,33.467,34.801,5529901203,5488327119,443.391,445.352,442.128
5554456253,444.261,0.0444,6.377547640453167e+16,1458206243,31.903,33.354,5542178728,5517345248,441.168,444.807,442.563
5668431501,453.541,0.0454,5.975665242025281e+16,1481666616,31.984,33.37,5605305114,5605792303,447.052,449.174,448.75
5541344199,448.574,0.0449,6.913402279181803e+16,1478047881,30.204,32.413,5573324657,5585891975,448.792,448.874,449.511
5445149743,439.48,0.0439,6.026674836395822e+16,1447146912,29.569,31.553,5509237200,5514428188,447.198,444.177,444.855
5447944581,434.535,0.0435,5.922622168368604e+16,1387141627,28.6,31.049,5478590891,5462579571,440.863,439.356,438.523
5415153789,431.727,0.0432,5.388138860872647e+16,1380790855,28.137,30.262,5446872340,5431083379,435.247,435.541,433.955
5355521272,427.341,0.0427,6.456025896829978e+16,1413252079,27.815,30.521,5401196806,5390802663,431.201,431.441,430.002
5429290416,435.189,0.0435,7.124886010499798e+16,1434058678,27.874,29.7,5415243611,5402344597,431.419,433.315,431.996
5498894595,440.75,0.0441,6.408810438793881e+16,1443714632,27.206,29.58,5457069103,5451797648,434.427,437.032,436.661
5562247779,443.871,0.0444,6.668736290389964e+16,1442443892,27.52,29.422,5509658441,5518970490,439.937,440.452,441.384
5631944358,449.566,0.045,6.880807152664586e+16,1430217334,27.998,29.406,5570801399,5586537204,444.729,445.009,446.198
5549660308,442.545,0.0443,6.886483072931686e+16,1406749323,27.528,28.75,5560230854,5579186236,445.327,443.777,445.106
5524900102,438.129,0.0438,6.402234531558234e+16,1402058759,27.957,28.67,5542565478,5550994213,443.413,440.953,441.507
5524890468,437.341,0.0437,7.32036164939631e+16,1438494696,26.824,28.083,5533727973,5529021986,439.338,439.147,438.471
5560925919,441.538,0.0442,6.81939575175893e+16,1451322845,26.824,27.587,5547326946,5542909800,439.003,440.343,439.571
5603299704,445.787,0.0446,7.291120476597603e+16,1441173754,26.454,27.404,5575313325,5576106903,441.555,443.065,442.963
5603688273,444.766,0.0445,7.691025643957592e+16,1407550482,26.146,27.248,5589500799,5596431691,444.03,443.915,444.568
5611649892,446.281,0.0446,7.95602853887188e+16,1379808468,25.432,26.857,5600575346,5607604321,445.611,445.098,445.693
5618682983,445.298,0.0445,7.24796025688914e+16,1404438847,25.717,26.805,5609629165,5613839501,445.448,445.198,445.537
5617575263,445.022,0.0445,7.49632245209804e+16,1417670537,25.266,26.565,5613602214,5616956941,445.533,445.11,445.324
5813232062,465.278,0.0465,8.019014352230122e+16,1419822256,25.478,26.456,5713417138,5715588282,451.866,455.194,455.196
6166368202,492.31,0.0492,7.586236397799064e+16,1410944696,26.066,26.726,5939892670,5957190666,467.537,473.752,475.418
6421140426,509.156,0.0509,7.691163628131534e+16,1390826675,26.4,26.969,6180516548,6234898291,488.915,491.454,496.228
6680473203,529.149,0.0529,7.282297040438123e+16,1358969078,26.947,27.382,6430494875,6508344777,510.205,510.302,516.345
6543569667,519.347,0.0519,7.84733016690994e+16,1392004357,27.124,27.138,6487032271,6568799306,519.218,514.825,520.916
7084860352,559.931,0.056,7.970700440007642e+16,1534240660,27.392,27.299,6785946312,6837032265,536.143,537.378,541.273
7356834793,580.277,0.058,8.453754138025546e+16,1631765232,27.706,27.286,7071390552,7130632458,553.185,558.827,563.34
7222278419,573.388,0.0573,7.505982693367136e+16,1692325687,27.751,27.123,7146834486,7244227532,571.199,566.108,573.441
7175608482,571.987,0.0572,8.343477921874829e+16,1719831324,27.835,27.382,7161221484,7221369513,575.217,569.047,573.836
7092467213,566.816,0.0567,7.6497181709193e+16,1722496808,27.5,27.225,7126844348,7141816170,570.73,567.932,569.635
7571036610,593.201,0.0593,8.103273698946502e+16,1796730717,27.583,27.681,7348940479,7345608790,577.335,580.566,580.87
7750292674,619.564,0.062,7.811734424912254e+16,1853623576,28.107,27.887,7549616576,7580903076,593.194,600.065,601.985
8184660837,644.487,0.0644,8.91698704141638e+16,1894738117,28.586,28.395,7867138707,7937600745,619.084,622.276,627.632
8056253664,635.862,0.0636,9.238108947475614e+16,1921087656,29.456,29.048,7961696185,8048062556,633.305,629.069,636.021
8353562239,664.422,0.0664,9.893839073500931e+16,1933276004,30.015,29.172,8157629212,8226309147,648.257,646.746,651.58
8092675952,641.523,0.0642,9.612063966727347e+16,1931571255,30.189,29.319,8125152582,8173567666,647.269,644.134,648.212
8266192895,651.272,0.0651,8.341447368765574e+16,1926241773,30.697,29.379,8195672739,8222915472,652.406,647.703,650.214
8256972650,654.137,0.0654,8.661519769360045e+16,2040055186,30.08,28.972,8226322694,8232663282,648.977,650.92,651.08
8215294911,650.778,0.0651,8.589899039220682e+16,2118457933,30.109,29.032,8220808803,8237670488,652.062,650.849,651.98
8302764076,652.884,0.0653,8.776414703293906e+16,2165299963,29.203,28.542,8261786440,8265975784,652.6,651.866,652.391
8208869166,648.195,0.0648,8.364395709362398e+16,2182614237,28.777,28.778,8235327803,8241238427,650.619,650.031,650.188
8278471589,650.767,0.0651,9.788243956227688e+16,2171107308,28.471,28.652,8256899696,8259319529,650.615,650.399,650.263
8183142189,642.504,0.0643,8.71466773423661e+16,2173216008,28.002,28.431,8220020942,8219206485,647.155,646.452,646.207
7804105501,621.319,0.0621,9.470966050955517e+16,2200129543,27.791,28.413,8012063222,8009512078,638.197,633.885,633.289
7661145579,595.946,0.0596,9.705252818052736e+16,2209831417,27.615,27.97,7836604400,7795798321,619.923,614.916,612.163
7321284575,575.029,0.0575,1.0170639222835726e+17,2202549087,27.013,27.602,7578944488,7515041731,597.431,594.973,589.717
7311213381,565.303,0.0565,1.0856912047843875e+17,2178112202,26.931,27.226,7445078934,7372892479,578.76,580.138,573.652
7645624950,596.048,0.0596,1.104606867181118e+17,2135932057,26.233,26.986,7545351942,7480097698,578.793,588.093,582.296
7651189412,596.985,0.0597,1.0963352275402368e+17,2074926850,25.845,26.736,7598270677,7592671919,586.112,592.539,591.392
7767224115,607.673,0.0608,1.1463460476289678e+17,2144530926,24.99,25.973,7682747396,7708279353,600.235,600.106,602.173
7688432067,603.129,0.0603,1.0540316332456493e+17,2215588745,24.37,25.704,7685589731,7708488974,602.595,601.617,603.619
7559079460,590.957,0.0591,1.1759621050098125e+17,2242724915,24.131,25.4,7622334596,7636887772,600.586,596.287,597.8
7566048298,589.485,0.0589,1.2558922379984973e+17,2227545191,23.654,24.929,7594191447,7584122647,594.524,592.886,592.25
7655987729,598.9,0.0599,1.33395225503517e+17,2169161376,23.005,24.304,7625089588,7609856540,593.114,595.893,594.438
7557126005,589.476,0.0589,1.1118764449441283e+17,2176234368,22.714,24.182,7591107797,7591566962,592.62,592.685,592.619
7507018761,585.681,0.0586,1.250429030705552e+17,2237465625,22.279,23.9,7549063279,7548549337,591.352,589.183,589.149
7288217382,568.912,0.0569,1.2693458294124211e+17,2279504889,22.279,23.514,7418640330,7405969279,581.356,579.048,577.929
7321198255,569.836,0.057,1.179533868825304e+17,2303403214,21.814,23.139,7369919292,7341174715,574.81,574.442,572.169
7551444926,583.871,0.0584,1.2295030969506784e+17,2309723774,21.816,23.179,7460682109,7430824778,574.207,579.157,576.7
7697021749,596.82,0.0597,1.24323052094881e+17,2298611576,21.819,23.007,7578851929,7585858892,583.509,587.988,588.007
7655190313,594.664,0.0595,1.3895808449682744e+17,2515261504,21.332,22.184,7617021121,7651843227,591.785,591.326,593.584
8040164238,620.059,0.062,1.1440621221354093e+17,2918723903,20.555,21.619,7828592679,7854649181,603.848,605.693,607.721
8358852783,649.274,0.0649,1.120534343327411e+17,3217374085,20.166,21.316,8093722731,8135346189,621.332,627.483,630.434
8262682981,645.747,0.0646,1.1539056529429075e+17,3438630654,19.913,21.039,8178202856,8257653124,638.36,636.615,642.641
8245986998,643.645,0.0644,1.1533620194440083e+17,3596804629,19.735,20.827,8212094927,8270363290,646.222,640.13,645.284
8161073446,636.579,0.0637,1.2676293321330374e+17,3699995174,19.371,20.836,8186584186,8206312886,641.99,638.354,640.462
8108603845,629.756,0.063,1.3629043010241464e+17,3766350726,18.758,20.404,8147594016,8148990904,636.66,634.055,634.345
