difficulty-btc-sma-30,difficulty-btc-trx-14,difficulty-btc-trx-90,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-trx-90,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,transactionfees-btc-var-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-90,confirmationtime-btc-sma-30,confirmationtime-btc-trx-90,marketcap-btc-ema-90,marketcap-btc-trx-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,transactions-btc-trx-30,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-trx-90,top100cap-btc-rsi-90
43125123,2.298,1.384,400062368615400.0,249737694400850.0,283659522147340.0,446911030205920.0,1.498,1192.0,2179.0,1005.0,1188.0,2185.0,955.268,1076.0,1560.0,-0.405,66847032,0.0015,0.013,0.301,7.763,-0.072,1091187141,0.339,1624,1544,725.981,131762,43.902,53.06,73.648,45.633,52.493,65.445,46.844,65.903,0.784,0.822,0.852,0.804,0.778,0.469,0.055,122573,41886,44583,438601865,496915015,0.464,0.313,0.079,20.319,0.019,49.624
44274893,2.376,1.395,408948240443660.0,254709382335740.0,289471098277940.0,456460957139730.0,1.509,1177.0,2129.0,986.654,1168.0,2156.0,940.922,1055.0,1531.0,-0.413,66946645,0.00175,0.013,0.296,7.761,-0.072,1095751474,0.335,1575,1542,723.194,130752,44.728,53.798,73.354,49.337,53.843,65.62,48.157,65.898,0.796,0.819,0.854,0.814,0.78,0.461,0.053,122751,43635,45301,476000168,513048743,0.483,0.314,0.08,20.322,0.019,49.09
45424663,2.441,1.407,419006544897440.0,259748932735180.0,295349238668240.0,466007940726380.0,1.521,1156.0,2078.0,985.115,1155.0,2130.0,943.005,1042.0,1505.0,-0.421,67037695,0.002,0.013,0.291,7.761,-0.073,1101095030,0.33,1497,1542,723.099,130718,42.439,52.37,72.875,49.214,53.493,65.242,47.81,65.35,0.959,0.869,0.957,1.121,0.884,1.094,0.299,122791,43796,45426,479523501,515884304,0.504,0.319,0.08,20.325,0.019,49.357
46574433,2.485,1.419,430134364513220.0,265451123439080.0,302559023623200.0,479194257450350.0,1.533,1133.0,2032.0,971.448,1138.0,2102.0,932.479,1025.0,1479.0,-0.429,67033901,0.002,0.012,0.287,7.771,-0.073,1106461374,0.326,1769,1582,1050.0,275440,41.587,50.479,72.15,47.95,52.605,64.681,46.995,64.621,0.952,0.864,0.949,1.096,0.878,1.095,0.3,122633,41830,45182,437435352,510362972,0.522,0.323,0.081,20.326,0.019,47.774
47724203,2.504,1.431,441648690041240.0,271346846182140.0,310123411069153.0,493168727637490.0,1.546,1113.0,1977.0,968.036,1125.0,2077.0,931.405,1013.0,1455.0,-0.437,67450779,0.002,0.012,0.283,7.753,-0.074,1112376285,0.322,1777,1587,1045.0,273204,44.044,49.821,72.027,49.754,53.178,64.611,47.705,64.387,0.946,0.864,0.947,1.089,0.877,1.095,0.3,122790,41635,45309,433364896,513225021,0.539,0.331,0.082,20.328,0.019,47.738
48873973,2.497,1.443,454387024705480.0,277482120269510.0,318239726500300.0,508508538808150.0,1.56,1099.0,1934.0,973.263,1118.0,2053.0,938.591,1006.0,1434.0,-0.444,67786058,0.002,0.012,0.28,7.697,-0.074,1119124997,0.319,1814,1600,1048.0,274810,47.746,49.682,71.949,52.615,54.341,64.756,49.085,64.369,0.936,0.86,0.938,1.064,0.871,1.096,0.3,122532,43877,45604,481293929,519930491,0.547,0.339,0.083,20.329,0.019,47.512
50023743,2.467,1.454,469939503817780.0,284464247815760.0,327789833146370.0,527759026175290.0,1.574,1076.0,1886.0,966.03,1105.0,2028.0,933.899,994.167,1412.0,-0.452,67608399,0.002,0.012,0.276,7.664,-0.075,1126401310,0.316,1875,1605,1056.0,278599,48.934,48.647,71.447,51.228,53.559,64.26,48.603,63.715,0.931,0.853,0.928,1.033,0.862,1.098,0.302,122183,45896,45959,526599520,528048717,0.547,0.334,0.084,20.331,0.019,46.902
51077265,2.416,1.466,483439629145040.0,291135390479410.0,336534823595340.0,544258858095090.0,1.589,1065.0,1839.0,962.346,1094.0,2004.0,932.431,985.306,1391.0,-0.46,67693661,0.002,0.012,0.274,7.605,-0.076,1133772540,0.313,1908,1612,1057.0,279503,50.705,48.753,70.943,51.32,53.453,63.989,48.814,63.286,0.94,0.851,0.926,1.03,0.862,1.098,0.301,121920,46920,46054,550363280,530234379,0.542,0.322,0.084,20.332,0.019,46.556
52022508,2.347,1.477,494055306510470.0,296634440030850.0,343071365096540.0,553969040853470.0,1.604,1052.0,1805.0,962.221,1086.0,1982.0,934.104,978.645,1372.0,-0.467,67991698,0.002,0.012,0.271,7.584,-0.077,1140810920,0.311,1959,1621,1065.0,283774,52.564,49.438,70.749,53.095,54.174,64.003,49.839,63.147,0.938,0.844,0.92,1.01,0.858,1.095,0.3,121732,46313,45768,536219711,523666985,0.535,0.306,0.084,20.332,0.019,46.469
53500574,2.344,1.489,507336882886440.0,303409946429470.0,352062883466640.0,570622598558360.0,1.619,1031.0,1770.0,921.724,1058.0,1952.0,896.134,953.279,1346.0,-0.474,68132381,0.002,0.012,0.269,7.625,-0.077,1146654061,0.309,1951,1626,1070.0,286286,53.635,49.226,70.651,55.344,55.193,64.134,51.162,63.13,0.94,0.841,0.915,0.993,0.854,1.095,0.3,121771,46271,45847,535255577,525488185,0.525,0.289,0.084,20.334,0.019,47.148
55151916,2.397,1.502,520369912397780.0,310142750456880.0,360394543098110.0,585062373643000.0,1.634,1009.0,1737.0,895.286,1036.0,1925.0,870.319,933.444,1323.0,-0.482,68279243,0.002,0.012,0.267,7.64,-0.078,1151508243,0.307,1979,1629,1070.0,286130,52.648,48.515,69.894,52.034,53.601,63.395,49.956,62.248,0.935,0.839,0.91,0.979,0.851,1.095,0.3,121635,46203,45526,533686591,518151944,0.518,0.272,0.084,20.334,0.019,45.987
56803258,2.471,1.516,535042970208040.0,317468978008660.0,369862644676090.0,602534841546137.0,1.65,988.771,1702.0,866.236,1013.0,1898.0,842.327,912.02,1300.0,-0.489,68672559,0.002,0.013,0.265,7.642,-0.079,1155679366,0.305,1960,1633,1061.0,281440,51.861,48.198,69.464,50.344,52.682,62.867,49.365,61.577,0.937,0.835,0.906,0.965,0.849,1.095,0.3,121902,46372,45833,537598133,525176533,0.513,0.253,0.084,20.334,0.019,45.952
58454599,2.542,1.53,546709395656210.0,323822754472250.0,377282853560720.0,613659949850560.0,1.665,962.267,1673.0,829.849,986.221,1869.0,805.888,886.508,1276.0,-0.496,68673929,0.002,0.013,0.263,7.739,-0.079,1159763590,0.303,1978,1631,1062.0,282042,51.294,47.868,68.975,47.313,51.064,62.092,48.037,60.657,0.928,0.833,0.901,0.948,0.845,1.095,0.3,122155,46786,46344,547235127,536938400,0.505,0.23,0.084,20.333,0.019,45.704
60105941,2.598,1.545,555821539648290.0,329720938885600.0,383643659644710.0,621401248865160.0,1.679,946.045,1644.0,811.349,967.181,1843.0,785.581,869.013,1254.0,-0.504,68610201,0.002,0.013,0.261,7.798,-0.079,1164174905,0.302,1953,1630,1065.0,283674,49.821,46.916,68.337,44.039,49.239,61.228,46.417,59.641,0.92,0.831,0.896,0.931,0.841,1.096,0.3,122296,45906,46378,526836902,537722451,0.491,0.2,0.083,20.331,0.018,45.734
61757283,2.63,1.559,570005316383340.0,337073482939490.0,392641866831060.0,636707090605480.0,1.693,926.621,1611.0,804.322,953.727,1820.0,775.239,856.923,1235.0,-0.511,68671954,0.002,0.013,0.259,7.806,-0.079,1168814945,0.3,2004,1639,1067.0,284604,47.628,46.146,67.688,41.308,47.582,60.4,44.91,58.657,0.921,0.826,0.889,0.91,0.836,1.096,0.3,122300,45265,46378,512228189,537730941,0.479,0.171,0.082,20.329,0.018,44.3
63408625,2.636,1.574,584708720901480.0,344734308031300.0,402469491946170.0,654113122423880.0,1.707,907.219,1578.0,788.51,936.436,1795.0,756.168,841.381,1214.0,-0.518,68786082,0.002,0.013,0.258,7.835,-0.08,1173909387,0.299,1992,1640,1066.0,283927,44.956,45.733,67.112,40.601,46.835,59.864,44.256,57.961,0.919,0.823,0.882,0.885,0.83,1.098,0.301,122515,40278,46256,405583252,534913409,0.465,0.143,0.081,20.326,0.018,44.431
65059966,2.617,1.588,598611363921590.0,352236802266370.0,411869486988950.0,669949286649140.0,1.721,890.621,1550.0,781.573,923.536,1771.0,745.626,830.366,1196.0,-0.525,68925098,0.002,0.013,0.257,7.853,-0.08,1179359345,0.298,2039,1646,1069.0,285519,46.442,46.222,66.694,44.419,48.28,60.07,45.772,58.007,0.918,0.818,0.872,0.855,0.822,1.1,0.303,122505,41913,46269,439178579,535209472,0.449,0.117,0.081,20.322,0.017,43.982
66630656,2.574,1.603,616189253350660.0,360864692165919.0,422898423339830.0,690276688393160.0,1.736,877.066,1520.0,774.011,910.718,1748.0,735.805,819.672,1178.0,-0.532,68989112,0.002,0.014,0.256,7.816,-0.08,1185200365,0.297,1788,1648,1068.0,285240,48.326,46.363,66.354,47.31,49.43,60.202,47.054,57.994,0.915,0.816,0.865,0.833,0.816,1.102,0.303,122323,42832,46269,458639639,535194570,0.432,0.096,0.08,20.317,0.017,43.665
67834745,2.511,1.616,631559612859740.0,369258056619960.0,433231946396520.0,708140202526620.0,1.75,869.243,1493.0,765.667,897.861,1726.0,725.696,808.986,1160.0,-0.539,69371036,0.002,0.014,0.255,7.765,-0.081,1191030389,0.296,1805,1655,1064.0,282764,50.652,46.816,66.386,53.541,52.308,60.946,50.131,58.603,0.894,0.812,0.855,0.8,0.807,1.105,0.305,122371,44753,46170,500702312,532921805,0.41,0.075,0.079,20.312,0.017,43.367
69046692,2.432,1.629,648199808963466.0,377867566267780.0,443969467344300.0,726864688762780.0,1.765,860.775,1466.0,761.651,887.389,1704.0,721.036,800.36,1143.0,-0.546,69514901,0.002,0.014,0.254,7.703,-0.082,1196714564,0.296,1762,1660,1059.0,280490,48.681,46.548,66.24,52.217,51.747,60.565,49.924,58.102,0.858,0.808,0.845,0.766,0.798,1.108,0.307,122189,46632,46550,543628660,541716461,0.384,0.049,0.077,20.306,0.016,43.256
71107299,2.437,1.643,671302209477270.0,388582008460790.0,458889257485760.0,757485341009050.0,1.781,845.69,1446.0,726.968,862.495,1677.0,687.761,777.183,1122.0,-0.552,69399032,0.002,0.014,0.253,7.683,-0.082,1202223337,0.295,1672,1657,1067.0,284723,46.99,46.263,65.717,47.727,49.605,59.641,48.117,57.054,0.841,0.804,0.84,0.75,0.793,1.108,0.307,122151,43119,46487,464810100,540269986,0.36,0.018,0.076,20.301,0.016,43.045
73167906,2.482,1.658,688199162148290.0,397779093934970.0,470163212919440.0,776875793927820.0,1.797,829.049,1423.0,696.13,838.83,1651.0,657.682,754.602,1101.0,-0.559,69562393,0.002,0.015,0.253,7.742,-0.082,1207650737,0.295,1648,1659,1066.0,284201,46.903,47.307,65.363,48.125,49.676,59.445,48.404,56.724,0.856,0.804,0.845,0.765,0.799,1.108,0.307,122285,44319,46869,491046871,549178612,0.337,-0.009,0.074,20.294,0.015,42.473
75228513,2.538,1.674,703489877767860.0,406870598899710.0,480487289420630.0,793115118545600.0,1.813,817.23,1397.0,687.525,825.46,1629.0,649.942,741.863,1084.0,-0.566,69729556,0.005,0.015,0.252,7.763,-0.083,1213085520,0.295,1570,1658,1068.0,285409,44.323,47.405,64.843,45.508,48.31,58.765,47.191,55.914,1.036,0.862,0.966,1.119,0.921,1.606,0.645,122345,45743,47075,523100835,554011182,0.325,-0.032,0.073,20.287,0.015,42.469
77289120,2.588,1.689,716974633732630.0,414922806252270.0,489001877963320.0,803722292116260.0,1.827,806.018,1371.0,677.157,811.544,1607.0,642.431,728.478,1066.0,-0.573,69876068,0.005,0.015,0.252,7.782,-0.083,1218615169,0.294,1544,1660,1068.0,285206,42.099,47.795,64.555,44.617,47.698,58.327,46.637,55.342,1.085,0.871,1.0,1.217,0.958,1.633,0.667,122408,44255,47283,489628090,558917336,0.316,-0.049,0.071,20.28,0.015,42.208
79349727,2.62,1.705,737024045459090.0,425088627485410.0,501698111271030.0,826283960486020.0,1.842,789.898,1345.0,661.024,795.067,1584.0,628.238,712.358,1049.0,-0.579,70182040,0.005,0.015,0.252,7.782,-0.083,1223388316,0.294,1544,1661,1068.0,285203,43.442,48.152,64.02,45.245,47.803,58.129,46.736,55.008,1.124,0.881,1.02,1.269,0.981,1.647,0.678,122460,43820,47336,480037941,560176813,0.31,-0.061,0.07,20.274,0.014,43.826
81410334,2.63,1.721,755868635200400.0,435108700091929.0,514207108018460.0,847821600345390.0,1.856,774.65,1321.0,648.628,780.421,1561.0,617.223,698.046,1031.0,-0.586,70643546,0.005,0.015,0.251,7.777,-0.083,1227677982,0.294,1558,1667,1060.0,280703,44.951,48.336,63.88,47.278,48.621,58.181,47.532,54.93,1.121,0.873,1.01,1.231,0.973,1.647,0.678,122609,43805,47359,479723522,560708641,0.306,-0.07,0.069,20.268,0.013,43.818
83470941,2.616,1.736,774461602717880.0,445126297627590.0,526420741072840.0,868083456912620.0,1.87,754.598,1299.0,633.859,764.773,1539.0,603.225,682.769,1014.0,-0.592,70866836,0.005,0.016,0.251,7.809,-0.083,1231912573,0.294,1532,1668,1055.0,278463,45.878,48.211,63.603,46.386,48.103,57.794,47.032,54.418,1.116,0.87,1.0,1.196,0.966,1.648,0.679,122805,43934,47240,482538306,557914561,0.3,-0.081,0.067,20.262,0.013,43.762
85531548,2.579,1.75,794079549170030.0,456047817934180.0,539681917269320.0,891008789512310.0,1.885,740.647,1277.0,622.512,750.836,1517.0,591.207,669.489,997.785,-0.599,70849092,0.005,0.016,0.251,7.801,-0.084,1236176521,0.294,1544,1666,1058.0,280080,46.579,47.618,63.076,44.544,47.101,57.24,46.023,53.736,1.11,0.864,0.989,1.157,0.959,1.649,0.68,122553,44564,47211,496486724,557229018,0.291,-0.096,0.065,20.255,0.012,42.266
87415273,2.522,1.765,816285753586280.0,467685018125120.0,554112068805690.0,916955516157730.0,1.899,727.901,1254.0,611.015,736.994,1495.0,578.882,656.304,981.514,-0.605,71358580,0.005,0.016,0.251,7.767,-0.084,1240296205,0.294,1527,1670,1059.0,280328,48.613,48.167,62.795,45.543,47.42,57.126,46.308,53.494,1.115,0.863,0.984,1.134,0.956,1.649,0.68,122667,44602,47313,497323951,559627751,0.288,-0.106,0.064,20.248,0.012,42.716
88977890,2.448,1.778,838469903077320.0,478962137667510.0,567934299033930.0,940616018777360.0,1.913,719.733,1231.0,602.429,724.711,1475.0,570.053,644.608,965.971,-0.612,71898039,0.005,0.016,0.251,7.676,-0.085,1244345532,0.294,1555,1675,1057.0,279520,50.44,48.774,62.547,47.681,48.333,57.223,47.173,53.467,1.107,0.859,0.975,1.099,0.95,1.65,0.681,122793,44452,47351,494002445,560526640,0.288,-0.112,0.063,20.241,0.011,42.34
90979713,2.399,1.791,864592963378350.0,491828591949070.0,584276394865420.0,971134067570220.0,1.928,707.049,1207.0,586.44,709.086,1453.0,554.001,629.304,949.51,-0.618,72337836,0.005,0.016,0.251,7.619,-0.085,1248534432,0.294,1544,1683,1053.0,277266,50.472,49.288,62.421,50.615,49.71,57.497,48.522,53.624,1.095,0.858,0.967,1.066,0.944,1.651,0.681,122682,44253,47354,489592928,560596406,0.287,-0.116,0.061,20.232,0.011,42.057
93748684,2.425,1.805,892578700209360.0,505402378455530.0,601933140934750.0,1004880220966400.0,1.944,690.044,1185.0,556.298,686.588,1429.0,524.083,606.938,930.893,-0.625,72626080,0.005,0.016,0.251,7.632,-0.085,1252777219,0.295,1540,1687,1049.0,275013,50.055,48.85,62.211,51.902,50.392,57.558,49.23,53.576,1.086,0.853,0.96,1.039,0.94,1.65,0.681,122965,42520,47953,451987715,574880924,0.285,-0.117,0.06,20.224,0.01,42.463
96517656,2.485,1.821,916665226900830.0,517779783612010.0,616825210074220.0,1029844323325900.0,1.959,671.99,1164.0,539.925,670.26,1407.0,507.386,590.387,914.376,-0.631,73019528,0.005,0.017,0.251,7.632,-0.086,1256865968,0.295,1540,1693,1046.0,273407,50.523,50.589,62.487,58.394,53.63,58.504,52.569,54.42,0.962,0.867,0.979,1.087,0.961,1.662,0.69,123161,41222,47814,424820264,571537380,0.278,-0.116,0.059,20.216,0.009,42.896
99286627,2.552,1.836,937448019115470.0,529684066329660.0,630672528985957.0,1051148387432800.0,1.974,657.23,1147.0,526.575,655.392,1386.0,494.176,575.407,898.45,-0.637,73325379,0.005,0.017,0.251,7.649,-0.086,1261090477,0.295,1536,1697,1041.0,270703,53.474,52.095,62.716,61.932,55.65,59.085,54.784,54.913,0.962,0.865,0.971,1.063,0.955,1.663,0.691,123394,41616,47419,432970218,562139003,0.264,-0.118,0.057,20.208,0.009,42.828
102055598,2.609,1.852,959262306485130.0,542293812365477.0,645408677217120.0,1074614145780400.0,1.988,639.21,1129.0,510.4,639.254,1364.0,479.178,559.151,882.14,-0.643,73232639,0.005,0.017,0.251,7.697,-0.086,1265266187,0.295,1588,1695,1040.0,270290,57.941,52.749,62.449,64.485,57.29,59.568,56.654,55.317,0.954,0.865,0.963,1.04,0.95,1.663,0.691,123411,41762,47405,436007996,561808656,0.243,-0.122,0.056,20.2,0.008,43.372
104824570,2.645,1.867,976975577403180.0,553896993238590.0,657835165426140.0,1090843280247700.0,2.001,619.527,1112.0,497.912,624.899,1343.0,466.628,544.798,866.48,-0.65,73646032,0.005,0.017,0.251,7.776,-0.086,1269290631,0.295,1627,1702,1044.0,272744,63.104,54.475,62.714,72.285,61.529,60.962,61.186,56.647,0.957,0.861,0.955,1.019,0.944,1.663,0.692,123591,40240,47434,404815798,562493279,0.222,-0.123,0.055,20.191,0.007,43.381
107593541,2.657,1.883,997548973572630.0,567131607217770.0,673486512647100.0,1116197853575200.0,2.014,603.044,1094.0,488.129,611.972,1323.0,455.867,532.218,851.36,-0.656,74348069,0.005,0.017,0.251,7.816,-0.086,1273321363,0.295,1710,1707,1052.0,276921,67.347,55.998,62.258,74.368,63.231,61.554,63.343,57.201,0.969,0.864,0.953,1.011,0.944,1.663,0.691,124186,38270,46872,366145295,549255092,0.204,-0.118,0.054,20.182,0.007,43.789
110362512,2.643,1.897,1017349078515682.0,579721878908503.0,687688788124440.0,1136981148626400.0,2.026,585.479,1079.0,477.908,599.036,1303.0,445.337,519.858,836.364,-0.662,74995297,0.005,0.017,0.251,7.844,-0.086,1274532878,0.295,1743,1711,1057.0,279088,71.049,57.289,62.323,76.54,65.0,62.194,65.579,57.825,0.968,0.867,0.95,1.002,0.943,1.661,0.69,124905,38657,47179,373588950,556467678,0.192,-0.106,0.053,20.175,0.006,46.034
113131483,2.606,1.911,1046014122359800.0,594244685824290.0,705407688983790.0,1167726290478600.0,2.037,565.566,1063.0,462.72,583.873,1282.0,430.367,505.569,820.65,-0.668,75244682,0.005,0.016,0.251,7.838,-0.086,1274622925,0.295,1742,1706,1053.0,277305,71.981,57.213,62.195,74.651,64.83,62.198,65.907,57.826,0.971,0.867,0.945,0.987,0.94,1.661,0.69,125516,38897,46789,378247486,547304064,0.184,-0.094,0.052,20.168,0.005,48.211
115367632,2.547,1.925,1067587717799000.0,607692488679470.0,720660120305279.0,1190524948010999.0,2.048,556.229,1049.0,451.478,570.617,1263.0,419.147,493.495,805.61,-0.674,75705368,0.005,0.016,0.251,7.81,-0.086,1276932351,0.295,1764,1711,1051.0,276210,72.193,56.997,62.312,73.158,64.742,62.225,66.309,57.854,0.967,0.866,0.937,0.96,0.933,1.662,0.691,126025,38584,45973,372182965,528371380,0.175,-0.085,0.051,20.161,0.005,48.017
117430505,2.472,1.937,1091955830965800.0,621638535008840.0,736957629566760.0,1215983597940300.0,2.059,547.077,1036.0,451.13,562.762,1245.0,419.128,486.568,792.428,-0.68,75752658,0.005,0.015,0.25,7.761,-0.086,1279793314,0.295,1774,1707,1056.0,278794,72.668,57.554,62.21,69.702,63.612,61.896,65.68,57.522,0.959,0.867,0.926,0.928,0.925,1.661,0.69,126249,40558,45185,411229600,510425309,0.162,-0.082,0.05,20.153,0.004,48.173
120003710,2.416,1.949,1122816374581896.0,638503930810930.0,758497230529660.0,1256309639386200.0,2.07,535.264,1020.0,434.047,547.294,1224.0,403.175,472.112,776.754,-0.686,75609305,0.005,0.015,0.25,7.761,-0.086,1282620535,0.295,1773,1703,1062.0,281775,73.417,57.677,61.865,66.15,62.286,61.482,64.745,57.102,0.95,0.865,0.916,0.896,0.916,1.663,0.691,126453,40652,44773,413140252,501160507,0.144,-0.087,0.049,20.145,0.004,47.805
123415317,2.422,1.962,1149574784221000.0,653014522488994.0,775018927399300.0,1281304353161500.0,2.081,525.937,1005.0,417.978,532.212,1204.0,388.109,457.806,761.229,-0.692,75593646,0.005,0.015,0.25,7.737,-0.086,1285666904,0.294,1774,1701,1060.0,280722,74.86,59.165,61.635,66.961,62.928,61.718,65.683,57.329,0.955,0.866,0.914,0.888,0.915,1.663,0.691,126923,39870,44677,397406207,499005594,0.124,-0.091,0.048,20.136,0.003,47.709
126826925,2.455,1.975,1177259874477500.0,667463773807900.0,790892186974670.0,1303735156636186.0,2.09,513.844,987.655,406.024,519.058,1185.0,377.136,445.057,746.356,-0.698,75583880,0.005,0.015,0.249,7.73,-0.086,1288970515,0.294,1781,1699,1057.0,279574,74.599,60.337,61.069,65.756,62.605,61.635,65.603,57.248,0.947,0.864,0.904,0.854,0.905,1.664,0.692,127305,39875,44093,397502948,486041162,0.102,-0.093,0.046,20.128,0.003,47.707
130238533,2.493,1.989,1207465026406100.0,683670671945480.0,810855361864960.0,1337409786959100.0,2.1,499.417,974.77,395.333,506.593,1166.0,367.912,432.928,731.811,-0.704,75753898,0.005,0.014,0.249,7.762,-0.085,1292543031,0.294,1802,1702,1061.0,281202,74.251,61.712,60.152,65.63,62.748,61.705,65.892,57.33,0.95,0.863,0.899,0.836,0.901,1.664,0.692,127502,39825,44033,396502607,484725551,0.082,-0.092,0.045,20.119,0.002,47.221
133650140,2.522,2.002,1236708953916400.0,700220657751580.0,830773192041050.0,1370290535892739.0,2.109,488.142,962.529,388.951,496.327,1148.0,363.064,423.125,718.024,-0.71,75729182,0.005,0.014,0.249,7.76,-0.085,1296208672,0.293,1805,1700,1060.0,281144,73.729,62.277,59.613,63.941,62.116,61.512,65.328,57.172,0.954,0.861,0.893,0.817,0.896,1.665,0.693,127343,39881,43781,397627348,479202312,0.067,-0.089,0.044,20.11,0.002,47.171
137061748,2.534,2.015,1267259309116400.0,717510469391160.0,850903010290550.0,1403191888697700.0,2.119,474.576,945.86,381.025,485.564,1130.0,355.943,412.89,704.112,-0.716,75884208,0.005,0.014,0.248,7.78,-0.085,1299892124,0.293,1817,1699,1060.0,280759,70.885,61.995,59.29,63.518,62.03,61.496,65.231,57.198,0.955,0.857,0.884,0.787,0.888,1.667,0.694,127478,38958,43709,379432771,477619435,0.053,-0.084,0.043,20.104,0.001,48.286
140473356,2.526,2.028,1297674727361100.0,735354467492570.0,872336980136790.0,1439249264773700.0,2.128,462.611,930.695,379.008,477.844,1113.0,354.665,405.879,691.365,-0.722,76201320,0.005,0.014,0.248,7.779,-0.084,1303589597,0.293,1827,1702,1059.0,280123,67.708,61.14,59.083,60.444,60.638,61.034,63.841,56.784,0.956,0.858,0.878,0.764,0.882,1.666,0.694,127590,39428,43450,388633055,471975526,0.04,-0.083,0.042,20.099,0.001,48.47
143884964,2.497,2.039,1338673520561600.0,756534350397610.0,899824904055420.0,1492498477101000.0,2.138,449.959,915.521,372.725,468.427,1096.0,349.556,397.445,678.205,-0.728,76422790,0.005,0.014,0.248,7.761,-0.084,1307915568,0.293,1836,1703,1059.0,280188,65.215,59.545,58.712,58.542,59.705,60.707,62.876,56.5,0.961,0.858,0.871,0.738,0.876,1.666,0.694,127739,38136,43229,363586433,467189399,0.028,-0.085,0.041,20.094,0.0003333333333333,48.605
147288713,2.449,2.05,1383434246398200.0,779255921508250.0,929820201210640.0,1552236374136900.0,2.15,437.474,900.72,371.162,461.496,1080.0,349.027,391.705,666.017,-0.734,76714551,0.005,0.014,0.248,7.732,-0.085,1313018900,0.292,1827,1702,1057.0,279348,60.148,59.826,58.154,57.676,59.211,60.517,62.392,56.354,0.966,0.854,0.863,0.71,0.869,1.667,0.695,127766,35592,43190,316694165,466340360,0.02,-0.084,0.04,20.089,-0.0003333333333333,48.193
149843803,2.384,2.06,1425626473447000.0,803392876737470.0,961881004046560.0,1617084921481900.0,2.164,433.051,883.684,370.852,455.518,1065.0,350.075,387.278,654.328,-0.739,76977549,0.005,0.014,0.248,7.652,-0.085,1319231084,0.292,1821,1701,1055.0,278070,59.34,61.761,58.008,60.199,60.333,60.87,63.474,56.759,0.965,0.853,0.857,0.686,0.863,1.668,0.696,127765,37203,43192,346014476,466386984,0.014,-0.079,0.039,20.084,-0.001,48.035
153419989,2.359,2.07,1480146185910000.0,829834646622720.0,998047258981950.0,1693331316976000.0,2.179,425.753,869.614,358.302,443.984,1047.0,339.372,377.192,640.988,-0.745,77513110,0.005,0.014,0.248,7.569,-0.086,1325710106,0.292,1861,1708,1074.0,288348,60.249,63.517,58.06,65.955,63.109,61.804,66.159,57.756,0.96,0.852,0.858,0.682,0.864,1.668,0.696,127770,35698,43188,318580058,466290056,0.009,-0.069,0.038,20.074,-0.001,47.489
158590079,2.431,2.082,1528534031305700.0,853971547012730.0,1028673562204200.0,1752131179536303.0,2.195,412.842,854.072,343.097,431.098,1030.0,325.623,365.483,627.244,-0.751,77991926,0.005,0.014,0.248,7.588,-0.086,1332711280,0.293,1921,1716,1087.0,295450,61.237,65.107,57.975,67.322,63.955,62.121,66.978,58.155,0.777,0.857,0.859,0.676,0.864,1.666,0.694,128176,33124,42702,274300864,455859746,0.001,-0.06,0.037,20.065,-0.001,47.332
163760169,2.548,2.095,1577706383509400.0,877357178673410.0,1057561431919000.0,1804681992628000.0,2.21,402.409,839.104,336.921,422.433,1013.0,320.017,357.995,614.996,-0.756,78949203,0.005,0.014,0.247,7.547,-0.086,1340879225,0.293,1955,1728,1089.0,296367,60.801,65.724,58.047,65.992,63.528,62.016,66.477,58.141,0.719,0.86,0.857,0.677,0.863,1.665,0.693,128844,30896,41723,238641210,435199579,-0.001,-0.049,0.037,20.058,-0.002,48.445
168930259,2.673,2.109,1637174685947400.0,906339858412380.0,1096971720593365.0,1886812520569500.0,2.228,393.967,823.236,332.386,414.721,997.822,316.005,351.575,603.211,-0.762,80124208,0.005,0.015,0.247,7.51,-0.087,1351532678,0.294,2071,1746,1105.0,305186,63.686,67.001,58.319,68.878,65.084,62.579,67.891,58.791,0.677,0.862,0.853,0.673,0.858,1.663,0.692,129365,30722,40574,235967886,411566332,-0.002,-0.037,0.036,20.051,-0.002,48.795
