difficulty-btc-sma-30,difficulty-btc-trx-14,difficulty-btc-trx-90,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-trx-90,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,transactionfees-btc-var-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-90,confirmationtime-btc-sma-30,confirmationtime-btc-trx-90,marketcap-btc-ema-90,marketcap-btc-trx-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-14,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-wma-90,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,transactions-btc-trx-30,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-trx-90,top100cap-btc-rsi-90
47218926745,0.038,0.277,3.46584404748374e+17,3.289182999330467e+17,3.302906957723299e+17,3.492211572763963e+17,0.259,2.819,2.786,2.661,2.736,3.155,2.628,2.723,2.772,-1.003,227786401,0.001,0.005,-0.322,9.868,0.027,3658573397,-0.295,1953,2608,1934.0,935454,51.189,54.411,64.872,48.773,52.785,64.877,51.693,57.487,0.401,0.395,0.39,0.404,0.394,0.155,0.006,384655,93912,104851,2204887193,2748434234,0.129,0.005,0.131,20.68,0.014,43.903
47306071127,0.059,0.275,3.465161834994251e+17,3.293659365335911e+17,3.307411387821398e+17,3.4949221843577075e+17,0.258,2.809,2.781,2.673,2.737,3.146,2.641,2.719,2.771,-0.999,226110292,0.001,0.005,-0.32,9.876,0.027,3654494121,-0.293,1895,2583,1917.0,919098,50.567,55.058,64.259,50.215,53.224,64.761,52.027,57.37,0.404,0.396,0.391,0.405,0.394,0.155,0.006,385224,92961,104490,2160447685,2729527222,0.133,0.008,0.13,20.669,0.013,44.369
47373365651,0.082,0.274,3.4559789901092166e+17,3.298506860065957e+17,3.305540144814672e+17,3.479251732488104e+17,0.256,2.792,2.765,2.64,2.717,3.13,2.612,2.694,2.763,-0.995,224198463,0.001,0.005,-0.319,9.927,0.026,3649569391,-0.291,1849,2562,1898.0,900713,50.355,54.832,63.7,51.093,53.455,64.586,52.139,57.206,0.406,0.397,0.393,0.412,0.397,0.156,0.006,386020,94446,105727,2230011503,2794568929,0.138,0.013,0.129,20.66,0.012,45.328
47440660176,0.107,0.272,3.4583599389347546e+17,3.30242781050742e+17,3.307890391116982e+17,3.4764451106468486e+17,0.255,2.76,2.756,2.606,2.696,3.114,2.58,2.668,2.755,-0.991,222978923,0.001,0.005,-0.317,9.972,0.026,3643560977,-0.29,1806,2543,1893.0,895839,50.187,53.998,63.077,50.714,53.119,64.227,51.715,56.867,0.412,0.398,0.397,0.423,0.4,0.16,0.006,386385,96026,106230,2305264206,2821200361,0.147,0.018,0.129,20.65,0.012,44.666
47507954700,0.129,0.27,3.441502159628038e+17,3.307598887528393e+17,3.3091314993708883e+17,3.470380651145879e+17,0.253,2.752,2.746,2.619,2.696,3.105,2.592,2.665,2.754,-0.988,222490212,0.001,0.005,-0.316,9.976,0.026,3635853353,-0.288,1781,2538,1895.0,897584,49.418,53.529,62.354,50.431,52.827,63.883,51.366,56.549,0.423,0.402,0.404,0.443,0.408,0.174,0.008,386129,96002,106225,2304112709,2820930973,0.156,0.025,0.128,20.642,0.011,44.956
47575249225,0.15,0.269,3.4526815211225094e+17,3.314683819298987e+17,3.3159257975313683e+17,3.4817851612132794e+17,0.251,2.73,2.732,2.576,2.67,3.087,2.549,2.635,2.744,-0.984,220418694,0.001,0.005,-0.314,9.953,0.026,3627509084,-0.287,1756,2514,1893.0,895581,49.18,52.405,62.053,49.145,52.05,63.376,50.544,56.075,0.424,0.403,0.406,0.446,0.409,0.175,0.008,386783,92262,105638,2128048863,2789826096,0.163,0.032,0.127,20.633,0.01,44.854
47642543750,0.167,0.267,3.45788270804387e+17,3.31728166995188e+17,3.3185366368942234e+17,3.480626288143523e+17,0.25,2.696,2.723,2.527,2.641,3.068,2.498,2.601,2.732,-0.98,218609049,0.001,0.005,-0.313,9.999,0.026,3619434075,-0.285,1739,2497,1909.0,911117,49.669,51.78,61.835,48.537,51.568,62.963,50.039,55.691,0.426,0.398,0.407,0.447,0.41,0.136,0.005,386593,92307,105687,2130161738,2792450873,0.164,0.035,0.127,20.624,0.009,45.091
47709838274,0.182,0.266,3.457615589916246e+17,3.323551865068061e+17,3.317820151973035e+17,3.4695329891071546e+17,0.248,2.694,2.723,2.559,2.649,3.061,2.526,2.606,2.733,-0.976,216314550,0.001,0.005,-0.311,9.94,0.026,3610130152,-0.284,1731,2472,1882.0,885763,49.049,51.711,61.141,48.284,51.251,62.604,49.708,55.357,0.429,0.397,0.407,0.448,0.411,0.135,0.005,385931,92764,104236,2151283073,2716302347,0.167,0.04,0.126,20.614,0.009,45.447
47777132799,0.193,0.264,3.478339289581808e+17,3.331979128018738e+17,3.330520615026117e+17,3.497795933040833e+17,0.247,2.66,2.721,2.5,2.614,3.04,2.465,2.569,2.72,-0.973,213604109,0.001,0.005,-0.31,9.927,0.026,3597916424,-0.282,1743,2444,1838.0,844395,48.514,52.205,60.636,49.227,51.515,62.445,49.943,55.229,0.432,0.397,0.408,0.448,0.412,0.135,0.005,385663,91699,104004,2102167234,2704202998,0.172,0.045,0.125,20.605,0.008,45.953
47844427323,0.201,0.263,3.473963868723208e+17,3.333167638218062e+17,3.327932132774291e+17,3.480660796459302e+17,0.245,2.629,2.716,2.447,2.581,3.02,2.409,2.533,2.706,-0.969,209668341,0.001,0.004,-0.309,9.975,0.026,3586687837,-0.281,1704,2414,1801.0,810607,47.394,51.58,59.857,49.106,51.309,62.134,49.692,54.959,0.434,0.398,0.41,0.453,0.414,0.137,0.005,385948,92968,104547,2160778148,2732536338,0.176,0.047,0.125,20.597,0.007,47.038
47911721848,0.207,0.261,3.4786430956103904e+17,3.3340364035231706e+17,3.328566893047497e+17,3.473102722683944e+17,0.243,2.611,2.717,2.433,2.566,3.005,2.387,2.514,2.698,-0.965,208647089,0.001,0.004,-0.307,9.947,0.026,3577320947,-0.28,1770,2401,1775.0,787528,47.884,51.353,59.306,50.756,51.965,62.12,50.331,54.995,0.433,0.398,0.41,0.451,0.414,0.137,0.005,385626,93072,104624,2165614154,2736533744,0.178,0.048,0.124,20.589,0.007,47.012
47979016373,0.209,0.26,3.474362565287833e+17,3.336392885422867e+17,3.325580712843187e+17,3.45465450320917e+17,0.241,2.58,2.716,2.405,2.544,2.988,2.356,2.489,2.687,-0.962,208846529,0.001,0.004,-0.306,10.015,0.027,3567399996,-0.278,1824,2402,1775.0,787616,49.24,51.308,59.172,52.682,52.819,62.188,51.224,55.124,0.435,0.399,0.411,0.453,0.416,0.137,0.005,385978,93737,104906,2196650494,2751339145,0.179,0.046,0.123,20.581,0.006,47.077
48046310897,0.209,0.259,3.470818860924521e+17,3.3378672780764314e+17,3.325854094764899e+17,3.4458581822409926e+17,0.24,2.575,2.715,2.409,2.537,2.976,2.357,2.48,2.681,-0.958,208333367,0.001,0.004,-0.305,9.993,0.027,3557233199,-0.277,1859,2394,1780.0,791776,49.769,51.097,58.912,51.544,52.26,61.791,50.763,54.794,0.431,0.399,0.41,0.449,0.415,0.137,0.005,386503,90716,104065,2057361893,2707376991,0.177,0.044,0.122,20.574,0.005,47.141
48094614116,0.205,0.257,3.480026093380115e+17,3.3386979800533536e+17,3.3303330292843514e+17,3.44965345672328e+17,0.238,2.561,2.717,2.396,2.522,2.961,2.344,2.463,2.672,-0.954,208321303,0.001,0.004,-0.304,9.969,0.027,3547861101,-0.276,1951,2398,1779.0,791186,51.562,51.214,58.675,52.06,52.463,61.651,51.041,54.717,0.428,0.398,0.409,0.444,0.414,0.137,0.005,386114,90597,104082,2051932352,2708242378,0.171,0.039,0.121,20.566,0.005,47.094
48100714435,0.19,0.256,3.485146949533396e+17,3.3471428361676544e+17,3.3340945645808614e+17,3.4510377658778246e+17,0.236,2.546,2.719,2.406,2.519,2.95,2.355,2.457,2.667,-0.951,208012613,0.001,0.004,-0.303,9.962,0.027,3538480499,-0.275,2005,2392,1774.0,786676,52.805,51.852,58.532,53.666,53.214,61.705,51.872,54.836,0.431,0.398,0.41,0.445,0.415,0.136,0.005,385471,89337,103203,1995290588,2662705972,0.17,0.035,0.12,20.558,0.004,47.187
48107148090,0.17,0.254,3.5074179809952576e+17,3.358474587674488e+17,3.3456904626181875e+17,3.4753320223775546e+17,0.234,2.523,2.712,2.385,2.502,2.935,2.335,2.438,2.656,-0.947,207601069,0.001,0.004,-0.302,9.938,0.027,3529846604,-0.274,2058,2385,1766.0,779857,55.349,53.65,58.776,59.206,55.924,62.441,54.67,55.643,0.432,0.398,0.409,0.443,0.415,0.136,0.005,385771,89363,102993,1996435008,2651876647,0.17,0.033,0.119,20.546,0.003,47.245
48136915252,0.146,0.253,3.507163938768609e+17,3.359832478425395e+17,3.348711306277799e+17,3.473765626773377e+17,0.233,2.516,2.715,2.411,2.506,2.927,2.364,2.441,2.653,-0.943,207735813,0.001,0.004,-0.301,9.923,0.027,3524402163,-0.273,2107,2381,1761.0,775641,57.971,54.821,58.836,63.778,58.348,63.124,57.241,56.406,0.429,0.398,0.41,0.442,0.415,0.136,0.005,385735,88761,102980,1969625510,2651221560,0.172,0.034,0.118,20.534,0.003,47.758
48166682414,0.121,0.251,3.4918171121331174e+17,3.366104918881355e+17,3.349276841377387e+17,3.465202995453407e+17,0.231,2.495,2.712,2.392,2.491,2.913,2.351,2.425,2.644,-0.939,207731684,0.001,0.004,-0.3,10.015,0.027,3518720607,-0.272,2150,2380,1761.0,775414,61.716,55.901,59.078,68.7,61.08,63.95,60.2,57.326,0.435,0.399,0.411,0.445,0.417,0.137,0.005,386483,85174,104077,1813636259,2708012816,0.175,0.036,0.117,20.522,0.002,47.82
48196449577,0.096,0.25,3.461991033174521e+17,3.369449544084665e+17,3.341033334616728e+17,3.431808167816909e+17,0.229,2.49,2.708,2.396,2.487,2.902,2.359,2.421,2.637,-0.936,208642451,0.001,0.004,-0.299,10.105,0.028,3512357031,-0.271,2195,2373,1750.0,765597,64.784,56.96,59.365,71.744,63.045,64.556,62.499,58.039,0.439,0.401,0.413,0.45,0.42,0.139,0.005,387828,87326,106408,1906435763,2830647092,0.177,0.037,0.117,20.51,0.002,48.183
48226216739,0.072,0.248,3.4605781024360474e+17,3.377383180625356e+17,3.344648817186024e+17,3.434617636097243e+17,0.227,2.494,2.707,2.439,2.502,2.898,2.41,2.436,2.638,-0.932,208279667,0.001,0.004,-0.298,10.076,0.028,3505223019,-0.27,2245,2367,1749.0,764853,66.906,57.622,59.584,71.578,63.526,64.686,63.373,58.284,0.505,0.422,0.457,0.575,0.463,0.438,0.048,386396,90236,106087,2035626438,2813620507,0.177,0.04,0.116,20.499,0.001,48.313
48255983901,0.05,0.247,3.452266223991944e+17,3.3870549297582285e+17,3.350711102923513e+17,3.444934069375033e+17,0.225,2.476,2.695,2.405,2.481,2.882,2.384,2.416,2.626,-0.928,204582441,0.001,0.004,-0.297,10.128,0.028,3495370844,-0.269,2337,2335,1624.0,659219,68.476,57.863,59.236,70.911,63.722,64.728,63.95,58.437,0.507,0.421,0.455,0.567,0.462,0.438,0.048,385143,83278,103736,1733796087,2690273741,0.173,0.041,0.115,20.49,0.001,48.271
48285751064,0.03,0.245,3.440220742935574e+17,3.3905398166307834e+17,3.348970230464443e+17,3.4332718230552845e+17,0.223,2.467,2.684,2.395,2.471,2.87,2.378,2.406,2.618,-0.924,204302832,0.001,0.004,-0.296,10.154,0.028,3487925409,-0.268,2393,2332,1619.0,655513,70.269,58.784,59.175,71.02,64.239,64.882,64.845,58.712,0.511,0.422,0.455,0.563,0.463,0.438,0.048,385718,81450,104290,1658513171,2719096629,0.171,0.043,0.115,20.482,0.0003333333333333,48.777
48315518226,0.012,0.243,3.4414873992161555e+17,3.394417999550205e+17,3.3530864648384134e+17,3.4394678328323514e+17,0.221,2.46,2.675,2.402,2.47,2.861,2.393,2.405,2.613,-0.92,205377919,0.001,0.004,-0.295,10.154,0.028,3481775305,-0.267,2441,2331,1619.0,654891,71.276,59.841,59.109,70.812,64.576,64.982,65.533,58.938,0.514,0.423,0.454,0.558,0.463,0.437,0.048,386968,79580,101543,1583242828,2577744741,0.172,0.046,0.114,20.474,-0.0003333333333333,49.382
48345285388,-0.003,0.242,3.43898274711539e+17,3.3927516689423776e+17,3.350629864838752e+17,3.4265532370670394e+17,0.22,2.446,2.668,2.377,2.454,2.847,2.373,2.389,2.603,-0.916,206070235,0.001,0.004,-0.294,10.194,0.028,3475647326,-0.266,2500,2331,1619.0,655055,72.545,60.2,58.964,70.182,64.673,65.007,65.936,59.091,0.517,0.426,0.456,0.559,0.465,0.437,0.048,389331,86005,101587,1849220818,2579955524,0.174,0.05,0.113,20.467,-0.001,48.97
48375052550,-0.017,0.24,3.4269571429858e+17,3.392066303908223e+17,3.3454593489642515e+17,3.405675085159529e+17,0.218,2.44,2.668,2.394,2.457,2.839,2.391,2.393,2.599,-0.913,206799261,0.001,0.004,-0.293,10.232,0.028,3471956727,-0.265,2488,2332,1619.0,655145,73.382,60.545,58.716,70.583,65.223,65.186,66.775,59.404,0.519,0.428,0.457,0.557,0.467,0.437,0.048,390728,86731,100785,1880548296,2539428396,0.178,0.055,0.113,20.46,-0.001,49.125
48404819713,-0.028,0.238,3.431473907918913e+17,3.3961106055353056e+17,3.346478896458212e+17,3.403410028188797e+17,0.215,2.444,2.662,2.418,2.464,2.833,2.416,2.402,2.597,-0.909,207901848,0.001,0.004,-0.292,10.193,0.029,3468874553,-0.264,2515,2341,1622.0,657818,73.303,60.548,58.772,69.719,65.15,65.163,67.004,59.522,0.514,0.429,0.455,0.548,0.465,0.436,0.048,390992,87041,100110,1894040794,2505520146,0.179,0.056,0.112,20.453,-0.001,49.283
48434586875,-0.037,0.236,3.433163871096534e+17,3.395888531500863e+17,3.349762845652975e+17,3.4075664589566054e+17,0.213,2.426,2.662,2.425,2.465,2.825,2.425,2.403,2.593,-0.905,208141455,0.001,0.004,-0.291,10.23,0.029,3465372015,-0.263,2535,2341,1622.0,657811,73.206,60.154,58.577,66.128,63.707,64.671,65.858,59.171,0.514,0.43,0.453,0.539,0.464,0.435,0.047,391780,86821,98346,1884454514,2417962391,0.176,0.057,0.111,20.447,-0.002,49.225
48464633471,-0.044,0.235,3.4248621230288896e+17,3.399658676804963e+17,3.350884680973567e+17,3.4054788771271456e+17,0.211,2.424,2.657,2.434,2.467,2.818,2.436,2.408,2.589,-0.901,207990442,0.001,0.004,-0.29,10.242,0.029,3463802421,-0.261,2525,2338,1621.0,657178,73.902,60.785,58.315,65.998,63.801,64.681,66.181,59.315,0.513,0.43,0.451,0.529,0.463,0.435,0.047,392196,89207,97242,1989494254,2363997294,0.167,0.054,0.111,20.441,-0.002,49.678
48495495084,-0.05,0.233,3.415834813723891e+17,3.402696215971047e+17,3.3487203487521926e+17,3.39435277660277e+17,0.209,2.412,2.655,2.426,2.461,2.808,2.429,2.404,2.583,-0.897,207798038,0.001,0.004,-0.289,10.303,0.029,3462062552,-0.26,2550,2334,1613.0,650372,73.934,61.712,57.912,65.806,63.85,64.679,66.424,59.453,0.516,0.431,0.451,0.526,0.464,0.435,0.047,392571,87123,97680,1897612736,2385332770,0.158,0.052,0.11,20.436,-0.003,49.865
48450760424,-0.054,0.231,3.407842409490983e+17,3.406107368551434e+17,3.349496760524569e+17,3.3923019553557645e+17,0.207,2.414,2.653,2.461,2.475,2.806,2.466,2.422,2.584,-0.893,207850775,0.001,0.004,-0.288,10.291,0.029,3459214533,-0.259,2545,2328,1607.0,645903,71.851,62.904,57.776,65.839,63.992,64.709,66.704,59.632,0.517,0.432,0.451,0.52,0.463,0.434,0.047,393400,86850,96150,1885749116,2311224338,0.153,0.051,0.109,20.431,-0.003,49.623
48390660668,-0.057,0.229,3.412214099182368e+17,3.4117038132396096e+17,3.3546611700186125e+17,3.403697760711414e+17,0.205,2.424,2.65,2.486,2.486,2.802,2.492,2.437,2.584,-0.889,207900205,0.001,0.004,-0.287,10.208,0.029,3456043087,-0.258,2531,2321,1597.0,637438,70.421,63.796,57.768,66.857,64.604,64.902,67.386,59.977,0.513,0.433,0.449,0.512,0.462,0.433,0.047,394125,84720,94228,1794365200,2219709408,0.15,0.054,0.108,20.425,-0.003,49.521
48330560913,-0.058,0.227,3.4181808675237376e+17,3.413860065285053e+17,3.3619622778737606e+17,3.421416952856285e+17,0.203,2.406,2.644,2.452,2.47,2.789,2.462,2.425,2.574,-0.885,208999549,0.001,0.004,-0.286,10.233,0.029,3452730353,-0.257,2554,2324,1599.0,639380,68.504,64.271,57.689,67.79,65.2,65.098,68.035,60.33,0.514,0.435,0.449,0.508,0.463,0.432,0.047,395903,84958,90045,1804453119,2027032335,0.149,0.058,0.108,20.419,-0.003,49.221
48270461157,-0.059,0.226,3.426905469499836e+17,3.413939574715139e+17,3.36464459902595e+17,3.42566385755142e+17,0.201,2.412,2.644,2.471,2.478,2.785,2.482,2.437,2.573,-0.88,210134716,0.001,0.004,-0.285,10.169,0.029,3451618626,-0.255,2529,2333,1593.0,634173,66.579,64.531,57.88,67.363,65.161,65.087,68.055,60.482,0.512,0.436,0.449,0.503,0.463,0.431,0.046,397178,81972,86915,1679841091,1888565215,0.147,0.067,0.108,20.414,-0.004,49.816
48210361401,-0.058,0.224,3.4191628179442445e+17,3.4168976537657024e+17,3.3605908013528966e+17,3.4097471695128525e+17,0.199,2.415,2.643,2.471,2.477,2.778,2.483,2.441,2.569,-0.876,210848849,0.001,0.004,-0.284,10.18,0.029,3450850613,-0.254,2537,2339,1587.0,630023,65.171,64.615,58.001,65.153,64.234,64.773,67.169,60.326,0.507,0.437,0.448,0.497,0.463,0.431,0.046,396897,80925,86956,1637217185,1890326289,0.143,0.07,0.107,20.409,-0.004,50.528
48150261646,-0.058,0.222,3.410007480458034e+17,3.4160396578418765e+17,3.3546371725777434e+17,3.3884915484895725e+17,0.197,2.409,2.64,2.479,2.481,2.773,2.495,2.448,2.567,-0.872,211280076,0.001,0.004,-0.283,10.236,0.03,3449963387,-0.253,2539,2347,1586.0,628456,65.779,65.498,58.349,66.477,64.934,64.999,67.844,60.701,0.499,0.438,0.449,0.495,0.464,0.43,0.046,397520,80909,86870,1636572070,1886578600,0.134,0.069,0.107,20.405,-0.004,50.551
48090161890,-0.056,0.22,3.4038227953043654e+17,3.4162236353470714e+17,3.356353531665325e+17,3.389957614980196e+17,0.195,2.425,2.645,2.521,2.501,2.773,2.537,2.473,2.57,-0.868,212305962,0.001,0.004,-0.282,10.197,0.03,3449133459,-0.251,2536,2356,1581.0,625278,68.133,67.628,58.91,71.571,67.498,65.872,70.372,61.72,0.498,0.439,0.449,0.491,0.463,0.43,0.046,397474,80895,86874,1636006762,1886767209,0.128,0.07,0.106,20.401,-0.004,51.073
48030062134,-0.054,0.218,3.4161179449466886e+17,3.4216500773439475e+17,3.366182541470724e+17,3.415747981593526e+17,0.193,2.432,2.643,2.503,2.494,2.765,2.523,2.471,2.565,-0.863,212975854,0.001,0.004,-0.28,10.142,0.03,3448308138,-0.25,2512,2360,1580.0,623948,70.392,69.512,59.426,75.506,69.665,66.646,72.531,62.647,0.497,0.44,0.448,0.486,0.463,0.43,0.046,398084,80200,86237,1608028191,1859197035,0.124,0.074,0.106,20.397,-0.005,51.079
47969962379,-0.052,0.216,3.428573070275756e+17,3.427717637405379e+17,3.372631064358228e+17,3.4314558775874266e+17,0.191,2.429,2.649,2.528,2.507,2.763,2.548,2.488,2.566,-0.859,214124372,0.001,0.004,-0.279,10.131,0.03,3447600990,-0.249,2511,2367,1576.0,621125,71.195,70.535,59.486,75.75,70.16,66.88,73.035,63.04,0.495,0.439,0.447,0.479,0.462,0.43,0.046,397349,81680,86560,1667919878,1873159489,0.121,0.076,0.105,20.393,-0.005,51.425
47909862623,-0.05,0.214,3.419185647545082e+17,3.4351884308200403e+17,3.3779373824815206e+17,3.443423327180479e+17,0.19,2.443,2.645,2.528,2.508,2.758,2.548,2.494,2.563,-0.855,214245704,0.001,0.004,-0.278,10.12,0.029,3445427611,-0.247,2504,2370,1576.0,620627,70.878,70.981,59.687,74.817,70.069,66.922,72.92,63.244,0.493,0.438,0.445,0.471,0.46,0.43,0.046,395550,84445,84564,1782733792,1787756631,0.116,0.078,0.105,20.39,-0.005,52.314
47849762867,-0.048,0.212,3.435649435365682e+17,3.4380188644478483e+17,3.385162018189312e+17,3.4619699503831206e+17,0.188,2.451,2.639,2.506,2.498,2.749,2.525,2.489,2.557,-0.85,214765926,0.001,0.004,-0.276,10.053,0.029,3443546298,-0.246,2450,2374,1571.0,617206,70.698,71.423,59.957,73.052,69.521,66.804,72.314,63.285,0.49,0.438,0.444,0.465,0.46,0.43,0.046,395038,82762,84621,1712399998,1790170537,0.112,0.079,0.104,20.387,-0.005,52.474
47789663112,-0.045,0.211,3.433366833070172e+17,3.440208535295495e+17,3.3830339662805325e+17,3.4524658356072614e+17,0.186,2.453,2.634,2.49,2.491,2.741,2.507,2.485,2.551,-0.846,214653338,0.001,0.004,-0.275,10.069,0.029,3441563211,-0.244,2445,2372,1573.0,618202,70.987,70.935,59.982,69.556,68.058,66.365,70.728,62.997,0.489,0.438,0.443,0.459,0.459,0.43,0.046,394151,82078,83172,1684199702,1729401919,0.104,0.078,0.104,20.383,-0.005,52.168
47749078302,-0.04,0.209,3.453084316936754e+17,3.443852621653975e+17,3.39185124635676e+17,3.475101537328467e+17,0.185,2.468,2.634,2.516,2.504,2.74,2.53,2.499,2.552,-0.841,214438915,0.001,0.004,-0.274,9.969,0.029,3439591173,-0.243,2401,2373,1571.0,616692,69.776,70.368,60.002,66.709,66.777,65.966,69.261,62.738,0.484,0.437,0.44,0.447,0.456,0.431,0.046,393006,86647,84823,1876946092,1798729305,0.093,0.074,0.103,20.379,-0.005,52.095
47727781521,-0.03,0.207,3.4587807149282086e+17,3.4447291188409485e+17,3.3944239998439674e+17,3.4787032930115616e+17,0.183,2.468,2.633,2.505,2.499,2.733,2.517,2.497,2.548,-0.837,214817099,0.001,0.004,-0.272,9.973,0.028,3437292736,-0.241,2356,2378,1567.0,613644,69.939,71.124,60.121,66.725,66.78,65.985,69.033,62.888,0.486,0.437,0.44,0.443,0.455,0.431,0.046,392223,86425,84165,1867337760,1770915848,0.081,0.069,0.102,20.376,-0.006,52.504
47725476044,-0.017,0.205,3.4547705183493504e+17,3.444104196104316e+17,3.394751817826171e+17,3.4755135512764666e+17,0.181,2.465,2.625,2.468,2.482,2.722,2.477,2.482,2.539,-0.832,215629797,0.001,0.004,-0.271,10.012,0.028,3434364223,-0.24,2364,2385,1565.0,612178,73.55,73.165,60.834,73.377,69.995,67.098,71.968,64.13,0.49,0.439,0.44,0.442,0.456,0.431,0.046,393215,88431,84771,1954995810,1796517615,0.072,0.066,0.102,20.372,-0.006,52.425
47765373469,-0.003,0.203,3.4486944150965754e+17,3.4390716519545485e+17,3.393091333647405e+17,3.4667670525243994e+17,0.18,2.468,2.624,2.48,2.487,2.719,2.485,2.488,2.538,-0.828,216551267,0.001,0.004,-0.27,10.031,0.028,3431673535,-0.238,2353,2392,1560.0,608171,75.841,74.546,61.436,77.667,72.289,67.943,74.057,65.113,0.489,0.439,0.44,0.437,0.456,0.43,0.046,394042,88440,83173,1955413354,1729416344,0.064,0.064,0.101,20.368,-0.006,52.614
47805270893,0.011,0.201,3.444995960890407e+17,3.4403713650338445e+17,3.4009520581627174e+17,3.4862547869758554e+17,0.178,2.475,2.622,2.475,2.484,2.713,2.478,2.486,2.534,-0.823,216777585,0.001,0.004,-0.268,10.027,0.028,3429594854,-0.237,2322,2396,1556.0,605614,78.012,74.847,62.03,81.211,74.351,68.741,75.973,66.053,0.488,0.439,0.438,0.43,0.454,0.43,0.046,393507,90940,84080,2067506638,1767349554,0.056,0.062,0.101,20.365,-0.006,52.456
47845168318,0.024,0.2,3.44411721482044e+17,3.443817234990194e+17,3.402178968247745e+17,3.4870148196301203e+17,0.177,2.468,2.618,2.461,2.477,2.705,2.461,2.479,2.528,-0.819,218190387,0.001,0.004,-0.267,10.059,0.027,3428117147,-0.235,2367,2411,1555.0,604702,80.36,74.979,62.585,83.376,75.841,69.372,77.431,66.832,0.489,0.44,0.439,0.427,0.454,0.43,0.046,393625,91203,84154,2079498839,1770475317,0.049,0.06,0.1,20.363,-0.006,53.387
47885065742,0.036,0.198,3.4400820064974746e+17,3.4436501540854694e+17,3.3989088129812045e+17,3.4747096382623565e+17,0.175,2.461,2.61,2.41,2.451,2.691,2.405,2.454,2.516,-0.814,219238530,0.001,0.004,-0.265,10.118,0.027,3427853984,-0.233,2396,2427,1538.0,591591,82.502,74.315,63.042,83.03,76.16,69.622,77.806,67.232,0.488,0.442,0.439,0.425,0.455,0.429,0.046,394484,89322,84186,1994599971,1771841247,0.038,0.055,0.099,20.361,-0.006,52.576
47924963166,0.047,0.196,3.442040710638086e+17,3.43944924485259e+17,3.390865946937348e+17,3.448443599648697e+17,0.173,2.477,2.615,2.475,2.48,2.696,2.463,2.482,2.523,-0.81,218906083,0.001,0.004,-0.264,10.06,0.027,3427705261,-0.232,2343,2426,1539.0,591860,80.635,72.896,63.039,78.486,74.404,69.168,76.169,66.922,0.483,0.441,0.437,0.417,0.453,0.43,0.046,394419,81201,84164,1648382326,1770897895,0.027,0.049,0.098,20.358,-0.006,52.426
47964860591,0.056,0.194,3.4464208382641114e+17,3.44530304366574e+17,3.3962742034947795e+17,3.4610178518849805e+17,0.172,2.464,2.613,2.455,2.469,2.688,2.441,2.472,2.516,-0.805,219205070,0.001,0.004,-0.262,10.106,0.028,3427008366,-0.23,2310,2432,1531.0,585813,78.288,72.94,63.087,77.598,74.238,69.227,76.1,67.115,0.419,0.441,0.437,0.414,0.453,0.43,0.046,394310,78945,83975,1558066935,1762949446,0.018,0.044,0.098,20.355,-0.006,52.314
48004758015,0.063,0.193,3.436490903008242e+17,3.444514912336419e+17,3.394654655298536e+17,3.453028427517341e+17,0.17,2.477,2.611,2.472,2.477,2.685,2.459,2.48,2.516,-0.8,219519226,0.001,0.004,-0.261,10.106,0.028,3426052433,-0.228,2305,2437,1526.0,581987,76.728,73.362,63.325,77.817,74.561,69.447,76.507,67.47,0.423,0.442,0.439,0.42,0.454,0.429,0.046,395013,79315,83730,1572716591,1752691203,0.012,0.042,0.097,20.353,-0.006,52.447
48044655439,0.069,0.191,3.441747007115767e+17,3.443049822068165e+17,3.3954135536273946e+17,3.452557048565945e+17,0.168,2.48,2.609,2.462,2.472,2.679,2.449,2.475,2.511,-0.796,219350116,0.001,0.004,-0.259,10.103,0.028,3425297542,-0.227,2311,2436,1525.0,581678,76.845,73.604,63.617,77.971,74.846,69.656,76.869,67.814,0.423,0.443,0.439,0.422,0.455,0.429,0.046,395834,79420,83944,1576890616,1761664362,0.008,0.041,0.096,20.35,-0.006,52.196
