difficulty-btc-wma-3,difficulty-btc-std-90,difficulty-btc-var-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,hashrate-btc-sma-14,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-14,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,sentinusd-btc-trx-30,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-wma-30,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-30,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-trx-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-7,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-rsi-90,transactionvalue-btc-sma-30,transactionvalue-btc-wma-30,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-wma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-30,size-btc-sma-90,size-btc-ema-90,size-btc-wma-90,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-30,activeaddresses-btc-ema-90,activeaddresses-btc-wma-90,activeaddresses-btc-trx-30,price-btc-ema-90
177981199872,39334935215,3.8680928208711e+20,94.616,94.585,1.2915498635866924e+18,1.3094513110664973e+18,1.2929654553409728e+18,1.1280501984093504e+18,1.274057278326442e+18,2.619053691623345e+17,1.7148605599015e+34,0.377,1.191,1.239,1.264,1.268,1.391,1.226,1.273,1.177,1.221,1.262,1.314,0.118,0.375,0.003,0.035,-0.366,-1.463,0.09,0.087,0.091,0.042,0.042,0.041,0.042,0.183,9.642,0.007,6491563888,6232540723,6587763400,6448504695,6257591552,6556324718,6467912852,6360214385,56.23,5055,5166,2708.0,1832830,0.296,121.397,1.157,0.485,0.059,713717,723342,706612,723758,199369,207756,200841,204763,47112,281814,310934,287986,295350,298089,-0.218,19.506,19.541,19.52,400525,424072,405345,406768,413632,-0.096,410.178
178678307672,38942534131,3.7913024112778e+20,94.616,94.585,1.3052817894834734e+18,1.3164463891893394e+18,1.2988942777698918e+18,1.132651987973054e+18,1.279980474942165e+18,2.6242781190595827e+17,1.7217089115437e+34,0.381,1.191,1.24,1.262,1.269,1.387,1.238,1.274,1.219,1.23,1.262,1.312,0.115,0.37,0.003,0.034,-0.359,-1.471,0.089,0.087,0.09,0.042,0.042,0.041,0.042,0.181,9.634,0.008,6504015545,6241697720,6594001796,6458294081,6265122291,6573885772,6479126058,6368295692,55.984,4900,5218,1833.0,840229,0.284,121.085,1.156,0.486,0.059,711040,723273,705570,722348,198915,207517,200652,204422,47206,281442,310464,287659,295077,297473,-0.212,19.502,19.532,19.511,400940,423934,405166,406675,413159,-0.094,410.566
178678307672,38491430949,3.7039756411801e+20,94.616,94.585,1.3003189717907328e+18,1.3054206998613238e+18,1.2953541916508764e+18,1.1357221339929272e+18,1.2813045675246484e+18,2.549375365102379e+17,1.6248286880477e+34,0.373,1.203,1.225,1.25,1.265,1.383,1.214,1.265,1.194,1.205,1.254,1.306,0.127,0.372,0.004,0.035,-0.353,-1.477,0.089,0.087,0.09,0.042,0.042,0.041,0.042,0.18,9.662,0.008,6515275794,6250688378,6594027659,6467052755,6272351549,6584572814,6489351411,6376039776,55.929,4988,5398,2088.0,1089660,0.272,121.74,1.159,0.489,0.06,717624,723981,708470,724860,200345,207890,201083,204702,47073,282610,310640,288388,295162,297220,-0.205,19.498,19.522,19.502,403192,424621,406561,407117,413222,-0.091,410.934
178678307672,37979534018,3.6061125105781e+20,94.616,94.585,1.299086803617266e+18,1.3022427421804052e+18,1.2950014819824463e+18,1.1391723919081956e+18,1.2836113533313907e+18,2.4676348582207206e+17,1.5223054483765e+34,0.359,1.225,1.224,1.25,1.264,1.376,1.225,1.265,1.222,1.214,1.254,1.303,0.127,0.362,0.004,0.033,-0.347,-1.478,0.089,0.087,0.089,0.042,0.042,0.041,0.042,0.178,9.665,0.009,6525413147,6258334105,6605573204,6476734432,6279928850,6596634018,6500309760,6384093191,56.091,5086,5528,2181.0,1189038,0.26,122.648,1.158,0.488,0.06,720596,722734,709378,725427,201958,208084,201639,205108,47232,283906,310115,289703,295461,297179,-0.196,19.494,19.513,19.493,405125,422905,407184,407317,413038,-0.088,411.324
178678307672,37404347445,3.4977130194719e+20,94.616,94.585,1.3032488962137907e+18,1.3094504292921196e+18,1.2998110831350884e+18,1.14338999847345e+18,1.288139051763033e+18,2.339340675565991e+17,1.3681286990894e+34,0.348,1.255,1.23,1.253,1.267,1.371,1.261,1.271,1.293,1.249,1.26,1.303,0.137,0.345,0.005,0.03,-0.339,-1.476,0.089,0.087,0.089,0.042,0.042,0.041,0.043,0.177,9.649,0.009,6543849107,6263765659,6672707945,6493709158,6290036847,6636252081,6518474358,6394675797,56.94,5220,5730,2425.0,1470069,0.249,123.557,1.153,0.485,0.059,718685,721142,709103,724858,202549,208017,201968,205296,47166,284477,309559,290242,295518,296914,-0.186,19.49,19.504,19.485,406055,422638,407489,407418,412796,-0.084,411.879
178678307672,36762900690,3.3787771678614e+20,94.616,94.585,1.3198495827773883e+18,1.3436951991897613e+18,1.3193602065681014e+18,1.1500502074934332e+18,1.2996770667595492e+18,2.3340946711816416e+17,1.3619994835096e+34,0.362,1.265,1.215,1.25,1.263,1.362,1.238,1.265,1.25,1.234,1.254,1.299,0.143,0.325,0.005,0.026,-0.332,-1.466,0.089,0.087,0.089,0.043,0.042,0.041,0.043,0.175,9.651,0.009,6571047481,6273799830,6758544849,6516333197,6302220251,6694470014,6542394172,6407436590,57.646,5419,6069,3058.0,2337489,0.239,124.381,1.155,0.484,0.059,719276,721919,709600,725090,202802,208008,202203,205397,47162,284624,309222,291061,295681,296768,-0.176,19.485,19.494,19.476,406073,422520,408008,407597,412640,-0.08,412.568
178678307672,36051657137,3.2493049557467e+20,94.616,94.585,1.3248671597802148e+18,1.3232966267909043e+18,1.3117256336382656e+18,1.1525128602868596e+18,1.298786357729694e+18,2.302006773802808e+17,1.3248087966585e+34,0.355,1.271,1.24,1.249,1.262,1.356,1.248,1.265,1.256,1.25,1.255,1.297,0.142,0.312,0.005,0.024,-0.324,-1.452,0.089,0.087,0.089,0.043,0.042,0.041,0.043,0.174,9.664,0.01,6600415244,6285023451,6819749254,6539857097,6314939667,6750412811,6567644972,6420780630,57.891,5637,6440,3672.0,3371047,0.23,125.403,1.158,0.48,0.058,722613,724180,711033,726253,203608,208237,202392,205459,47015,285118,308840,290883,295519,296309,-0.167,19.482,19.484,19.465,407764,422073,406932,407239,411954,-0.077,413.291
178678307672,35266394106,3.1092963831277e+20,94.616,94.585,1.3276166145721715e+18,1.3235187927013007e+18,1.3133869212108288e+18,1.1562858807296207e+18,1.301789042906252e+18,2.26981974020948e+17,1.2880204132612e+34,0.345,1.223,1.244,1.242,1.262,1.35,1.242,1.263,1.232,1.245,1.252,1.294,0.136,0.3,0.005,0.022,-0.317,-1.437,0.088,0.087,0.088,0.043,0.042,0.042,0.043,0.172,9.675,0.01,6633924671,6295046150,6854066122,6562342639,6327542817,6797335210,6592327403,6434041280,57.94,5746,6609,3780.0,3572426,0.221,124.207,1.158,0.481,0.058,721965,724575,709792,724723,203445,208057,202012,204950,47243,284809,308212,289317,294884,295380,-0.16,19.478,19.474,19.455,408293,422023,406447,407067,411456,-0.075,414.007
178678307672,34402043253,2.9587514500043e+20,94.616,94.585,1.313191502115859e+18,1.3009395926929551e+18,1.3026955974051077e+18,1.1579763447282647e+18,1.2987462263709576e+18,2.240393988212432e+17,1.2548413056046e+34,0.316,1.241,1.237,1.238,1.26,1.346,1.237,1.26,1.232,1.24,1.25,1.291,0.135,0.296,0.005,0.022,-0.31,-1.423,0.088,0.086,0.088,0.043,0.042,0.042,0.044,0.171,9.706,0.011,6672728219,6306237822,6924195180,6590212419,6342197353,6861452928,6622745872,6449410029,58.646,5759,6592,3774.0,3560272,0.212,122.684,1.157,0.482,0.058,725432,724671,710192,724797,203807,207624,201594,204400,47438,285203,307318,288032,294324,294527,-0.155,19.475,19.463,19.444,409722,421570,406183,406963,411024,-0.072,414.855
178678307672,33628949882,2.8272656754703e+20,94.616,94.585,1.301226940538329e+18,1.260715016703369e+18,1.2810083562490412e+18,1.1575821676734592e+18,1.2896404162380298e+18,2.181316014459945e+17,1.1895348887349e+34,0.259,1.246,1.259,1.242,1.26,1.341,1.251,1.262,1.257,1.254,1.252,1.29,0.138,0.287,0.005,0.021,-0.303,-1.405,0.088,0.087,0.088,0.044,0.043,0.042,0.044,0.17,9.746,0.011,6715478877,6318771701,6996888925,6621139532,6358183844,6930310825,6656681090,6466186839,59.138,5818,6589,3713.0,3445678,0.204,123.075,1.159,0.483,0.058,733739,726135,713801,728088,205759,207480,201942,204616,47240,287362,306605,289107,294552,294470,-0.149,19.47,19.45,19.431,410572,421321,408635,407782,411521,-0.068,415.79
178678307672,32970612986,2.7176533017017e+20,94.616,94.585,1.3010091277474573e+18,1.2602570581963845e+18,1.278058333105893e+18,1.1598085636075684e+18,1.2884112548915924e+18,2.1139788093560064e+17,1.1172266016016e+34,0.207,1.342,1.295,1.26,1.27,1.339,1.316,1.278,1.391,1.317,1.268,1.294,0.197,0.281,0.01,0.02,-0.29,-1.381,0.123,0.098,0.122,0.044,0.043,0.042,0.044,0.169,9.745,0.012,6760480602,6332100128,7078278147,6655883264,6375798866,7004706712,6694960338,6484668062,59.719,5836,6544,3694.0,3411457,0.195,123.393,1.236,1.557,0.606,739863,726903,715983,729999,208774,207714,203012,205563,47879,290511,306360,292269,295509,295162,-0.138,19.464,19.437,19.418,413863,421477,411096,408639,412081,-0.061,416.83
178678307672,32246233868,2.5995489966816e+20,94.616,94.585,1.297329993438449e+18,1.2634278034384947e+18,1.2773758939137508e+18,1.162294969663772e+18,1.2880503729878738e+18,2.027743003734515e+17,1.0279354222986e+34,0.164,1.328,1.268,1.249,1.26,1.335,1.282,1.272,1.309,1.288,1.262,1.29,0.197,0.278,0.01,0.019,-0.279,-1.354,0.12,0.098,0.121,0.044,0.043,0.042,0.044,0.167,9.781,0.013,6800806098,6346425352,7085850354,6684111606,6391570816,7043164660,6727412767,6501400423,59.094,5844,6474,3683.0,3390732,0.186,123.164,1.237,1.557,0.606,746556,727773,719484,733260,210221,207875,203809,206258,48203,291607,305825,293522,295865,295280,-0.127,19.459,19.424,19.404,412731,421032,411970,408991,412150,-0.054,417.75
178672239926,31450919070,2.4729007758002e+20,94.54,94.564,1.2827534406409766e+18,1.2408745601630474e+18,1.263487752103478e+18,1.162534966601639e+18,1.281126775534169e+18,1.974709206819848e+17,9.7486911287477e+33,0.109,1.33,1.286,1.251,1.263,1.331,1.286,1.274,1.294,1.295,1.265,1.289,0.198,0.271,0.01,0.018,-0.268,-1.324,0.118,0.098,0.119,0.044,0.043,0.042,0.044,0.166,9.805,0.014,6825603209,6359592948,6978842247,6696222737,6402126054,7013597651,6744294524,6512947869,57.076,5855,6409,3669.0,3365127,0.177,122.443,1.241,1.558,0.606,748591,730112,723394,736988,211906,208137,204777,207136,48809,291869,305225,293783,295902,295098,-0.116,19.453,19.41,19.39,409066,420645,412393,409200,412095,-0.047,418.333
178664737558,30579310222,2.33773553415e+20,94.495,94.551,1.277953986186692e+18,1.2541123982378929e+18,1.2675328401513382e+18,1.1654204818952824e+18,1.282433582270847e+18,1.9561692238768902e+17,9.5664950811078e+33,0.071,1.288,1.302,1.271,1.269,1.328,1.311,1.281,1.323,1.321,1.273,1.291,0.192,0.259,0.009,0.017,-0.255,-1.294,0.116,0.098,0.118,0.044,0.043,0.042,0.044,0.165,9.794,0.014,6852303295,6373232026,6964510320,6712606973,6414171160,7002636263,6765254494,6525927769,57.594,5860,6311,3660.0,3348567,0.168,121.067,1.246,1.555,0.605,750722,732837,725358,738805,213935,208883,206028,208313,49996,293121,305260,295631,296485,295476,-0.103,19.446,19.396,19.375,409999,420963,415743,410412,413055,-0.037,419.013
178660410174,29624880606,2.1940838772941e+20,94.495,94.551,1.2844736449027858e+18,1.2766469133002967e+18,1.2777618559294945e+18,1.1693508110511557e+18,1.2869489845362534e+18,1.9560837820919226e+17,9.5656594064076e+33,0.056,1.309,1.305,1.275,1.271,1.323,1.294,1.278,1.299,1.306,1.271,1.289,0.188,0.252,0.009,0.016,-0.244,-1.266,0.114,0.097,0.117,0.045,0.043,0.042,0.045,0.164,9.8,0.015,6878265605,6387402710,6978122930,6730615267,6426864883,6999591849,6787586172,6539521253,57.867,5846,6189,3685.0,3395445,0.159,119.349,1.25,1.552,0.602,747801,735093,726064,739346,214242,209324,206238,208460,49521,293303,305205,294929,296227,295025,-0.092,19.439,19.383,19.36,410287,420828,413613,409803,412215,-0.031,419.734
178659257773,28579333829,2.0419458052325e+20,94.495,94.551,1.28623266774295e+18,1.2979996708052634e+18,1.28900133424825e+18,1.1735861326394852e+18,1.2920843066511675e+18,1.9584233047845443e+17,9.588554601808e+33,0.06,1.307,1.314,1.276,1.266,1.322,1.293,1.279,1.291,1.302,1.272,1.288,0.188,0.251,0.009,0.016,-0.232,-1.242,0.112,0.097,0.115,0.045,0.043,0.042,0.045,0.164,9.792,0.016,6904275014,6402004974,6971247430,6745696342,6438678224,6986015370,6806827323,6552201895,57.62,5851,6096,3678.0,3381059,0.15,116.972,1.244,1.554,0.603,743044,733412,723856,736940,213559,208980,205909,208064,49588,291958,304279,292571,295395,293996,-0.086,19.432,19.368,19.344,409314,418996,411164,409053,411222,-0.028,420.398
178659257773,27432253411,1.8813213179652e+20,94.495,94.551,1.2926632968914153e+18,1.3140928630928947e+18,1.298784148342589e+18,1.1777352822508326e+18,1.2967569463206213e+18,1.9263494182948947e+17,9.2770552034127e+33,0.075,1.277,1.316,1.287,1.271,1.317,1.295,1.281,1.287,1.299,1.274,1.288,0.173,0.236,0.007,0.014,-0.221,-1.216,0.111,0.097,0.114,0.045,0.043,0.042,0.045,0.163,9.782,0.016,6926739894,6415793885,6939904632,6756203793,6449005337,6959556093,6821210016,6563335013,57.118,5880,6034,3632.0,3297600,0.141,117.429,1.243,1.554,0.603,741451,732826,724453,737327,214901,208781,206299,208386,49206,292510,303082,292170,295197,293602,-0.081,19.424,19.353,19.327,409494,417027,411929,409360,411311,-0.024,420.966
178659257773,26170291672,1.7122104154921e+20,94.495,94.551,1.2994710369668175e+18,1.3325739548679918e+18,1.3106818925893478e+18,1.182356863524293e+18,1.3028897579414164e+18,1.9291042795489152e+17,9.3036083034348e+33,0.101,1.273,1.275,1.285,1.268,1.313,1.278,1.277,1.263,1.277,1.272,1.286,0.175,0.229,0.008,0.013,-0.211,-1.189,0.109,0.097,0.113,0.045,0.044,0.042,0.045,0.162,9.779,0.017,6947810344,6429955778,6926004840,6766261939,6459183352,6939733363,6834785510,6574242951,57.142,5902,5932,3586.0,3214625,0.132,118.339,1.245,1.553,0.603,743157,734297,725633,738323,216806,209274,206939,208972,49375,293107,302884,291928,295048,293280,-0.076,19.416,19.337,19.31,410215,416630,412573,409635,411418,-0.02,421.524
178659257773,24775900370,1.5346130978134e+20,94.495,94.551,1.3065719275027297e+18,1.3570519556835008e+18,1.3266557679947717e+18,1.1878102502189243e+18,1.3112402669147108e+18,1.9683595782910182e+17,9.686098573625e+33,0.142,1.283,1.295,1.282,1.269,1.312,1.289,1.28,1.286,1.288,1.275,1.286,0.17,0.227,0.007,0.013,-0.201,-1.163,0.108,0.097,0.112,0.045,0.044,0.042,0.045,0.161,9.756,0.017,6960938784,6443190996,6924822845,6776415417,6469391209,6931636096,6848059684,6585093172,57.22,5906,5835,3578.0,3200648,0.123,119.646,1.247,1.551,0.602,744403,734844,725223,737722,217632,209641,207524,209505,49599,292687,302573,291676,294894,292954,-0.072,19.414,19.335,19.306,410058,416695,412566,409697,411326,-0.016,422.084
178659257773,23225239417,1.348529364929e+20,94.495,94.551,1.3031135638066335e+18,1.3672920710469614e+18,1.336169987880448e+18,1.1924300780632855e+18,1.3173050358700805e+18,1.9680648245919533e+17,9.6831978844904e+33,0.182,1.267,1.289,1.287,1.269,1.306,1.279,1.278,1.271,1.277,1.274,1.284,0.16,0.207,0.006,0.011,-0.191,-1.137,0.107,0.096,0.111,0.045,0.044,0.042,0.045,0.16,9.748,0.018,6966367140,6454770876,6922600790,6785703373,6479303023,6928786932,6860075591,6595580814,57.19,5901,5726,3588.0,3219089,0.114,120.144,1.25,1.55,0.601,743164,735486,724766,737054,218078,209687,208005,209940,49664,292330,301956,291253,294679,292570,-0.068,19.408,19.328,19.298,409585,416327,411548,409414,410889,-0.014,422.624
178659257773,21484498755,1.1539592168389e+20,94.495,94.551,1.3143861159161582e+18,1.3804482130671398e+18,1.3473362080467448e+18,1.1974297827020634e+18,1.324593618731125e+18,1.9956261803697043e+17,9.9563096294424e+33,0.225,1.291,1.276,1.289,1.268,1.302,1.285,1.28,1.288,1.281,1.276,1.284,0.16,0.189,0.006,0.009,-0.182,-1.11,0.105,0.096,0.109,0.045,0.044,0.043,0.045,0.159,9.731,0.018,6974627904,6468959143,6959602572,6799309888,6490672283,6943260437,6876051896,6607489243,57.715,5897,5635,3594.0,3229290,0.105,120.488,1.253,1.547,0.599,742479,736405,723910,735962,218543,209788,208556,210453,49817,291800,301524,291012,294521,292252,-0.066,19.402,19.319,19.286,408717,415908,410291,409033,410355,-0.013,423.258
178659257773,21062815723,1.109105515459e+20,94.495,94.551,1.3161956615606067e+18,1.3727158921640474e+18,1.347627237567815e+18,1.200772401312013e+18,1.3270240430221934e+18,2.00311971493396e+17,1.0031221480893e+34,0.253,1.28,1.283,1.294,1.27,1.302,1.285,1.28,1.285,1.283,1.277,1.284,0.156,0.189,0.006,0.009,-0.173,-1.086,0.104,0.096,0.108,0.045,0.044,0.043,0.045,0.159,9.728,0.018,6989713183,6484222849,7029589735,6818681953,6504054802,6981819008,6897564355,6621348973,58.412,5863,5531,3635.0,3302990,0.096,120.435,1.254,1.546,0.598,738755,735809,722207,733985,217996,209676,208410,210280,49842,290588,300735,288742,293671,291248,-0.066,19.392,19.304,19.27,408176,414920,407797,408211,409382,-0.015,424.021
178659257773,20781357057,1.0796620027842e+20,94.495,94.551,1.3310019348388073e+18,1.389659373763717e+18,1.360008915033803e+18,1.206040915976864e+18,1.3350321611643935e+18,2.051250913520598e+17,1.0519075775548e+34,0.286,1.311,1.29,1.302,1.272,1.304,1.3,1.284,1.318,1.299,1.282,1.285,0.153,0.187,0.006,0.009,-0.163,-1.066,0.103,0.096,0.107,0.045,0.044,0.043,0.045,0.158,9.703,0.018,6996918435,6499523224,7062393750,6836521683,6517046955,7015431319,6917426607,6634776994,58.37,5815,5406,3697.0,3417230,0.086,119.986,1.251,1.549,0.6,734092,733132,719040,730518,217156,209279,207980,209823,49930,289547,299928,286547,292815,290237,-0.069,19.382,19.289,19.253,407629,414332,404564,407100,408124,-0.02,424.759
178659257773,20467264626,1.0472723031526e+20,94.495,94.551,1.36090542587476e+18,1.4319170711322744e+18,1.3864997481276887e+18,1.213791448883701e+18,1.3501314090985262e+18,2.1571864040586342e+17,1.1633632954639e+34,0.342,1.3,1.286,1.301,1.27,1.302,1.292,1.283,1.297,1.293,1.282,1.284,0.154,0.185,0.006,0.009,-0.154,-1.048,0.101,0.095,0.106,0.045,0.044,0.043,0.045,0.157,9.675,0.018,6999447099,6515315685,7083688860,6853841830,6529968648,7046817830,6936575296,6648083823,58.437,5797,5304,3723.0,3464881,0.077,120.644,1.251,1.549,0.6,734191,732489,717262,728431,218156,209226,208382,210196,49847,290538,299336,287314,292938,290204,-0.071,19.373,19.276,19.238,408835,413766,405303,407296,408161,-0.023,425.492
178659257773,20119010081,1.0119364165641e+20,94.495,94.551,1.3735795491425823e+18,1.433018030455442e+18,1.393142569500656e+18,1.2186822062362555e+18,1.3567487755610826e+18,2.1971737487250022e+17,1.2068931205216e+34,0.387,1.293,1.291,1.283,1.27,1.302,1.286,1.282,1.28,1.288,1.281,1.283,0.099,0.185,0.002,0.009,-0.145,-1.028,0.101,0.095,0.105,0.045,0.044,0.043,0.045,0.156,9.662,0.018,6991963509,6529672477,7069292985,6866813139,6541505537,7058667550,6951017880,6659942756,57.958,5783,5193,3745.0,3506417,0.068,121.661,1.252,1.548,0.599,739978,732361,717472,728306,220116,209339,209199,210995,50129,291778,298868,288439,293198,290323,-0.07,19.363,19.263,19.223,411400,413808,406622,407702,408425,-0.025,426.135
184580881132,20207830238,1.0208910073556e+20,97.52,95.671,1.3822922947117596e+18,1.423493142124908e+18,1.3933793571850094e+18,1.2225555308713556e+18,1.360692507012633e+18,2.2212249397638426e+17,1.2334600582572e+34,0.413,1.209,1.259,1.277,1.265,1.298,1.238,1.27,1.18,1.239,1.27,1.279,0.13,0.187,0.004,0.009,-0.141,-1.004,0.1,0.095,0.104,0.045,0.044,0.043,0.045,0.156,9.686,0.018,6986941327,6543438396,7046202496,6876896937,6552090295,7057471277,6962111269,6670787580,57.654,5788,5133,3740.0,3496137,0.059,122.723,1.257,1.547,0.598,741380,734291,719570,730077,220262,209489,209751,211543,50346,291725,298448,288780,293209,290210,-0.069,19.353,19.247,19.205,410960,413685,406833,407750,408339,-0.026,426.716
190404787934,20449929738,1.0454990657587e+20,97.899,95.939,1.3920529869709258e+18,1.395085987084939e+18,1.3822440458223457e+18,1.2244744097964913e+18,1.358960986891363e+18,2.2238985234882976e+17,1.2364311606934e+34,0.409,1.191,1.253,1.271,1.264,1.297,1.231,1.266,1.182,1.227,1.267,1.277,0.133,0.188,0.004,0.009,-0.138,-0.979,0.099,0.095,0.103,0.045,0.045,0.043,0.045,0.155,9.7,0.018,6996126337,6556601262,7023313391,6884866443,6561943789,7047050533,6970553755,6680831226,57.437,5732,5051,3763.0,3539898,0.05,124.377,1.262,1.545,0.597,739523,736123,720896,731080,219869,209777,210158,211956,50476,290670,298075,288625,293059,289945,-0.068,19.341,19.232,19.188,409143,413762,407253,407873,408331,-0.026,427.25
193629434318,20629106344,1.0639000713456e+20,97.899,95.939,1.402092653806374e+18,1.4049098023533804e+18,1.3891956728005268e+18,1.229087746903353e+18,1.36515972445954e+18,2.2488776353163725e+17,1.2643626546565e+34,0.408,1.175,1.241,1.259,1.26,1.296,1.228,1.263,1.196,1.218,1.264,1.275,0.118,0.188,0.003,0.009,-0.136,-0.95,0.099,0.095,0.102,0.045,0.045,0.043,0.045,0.155,9.693,0.018,7003399836,6569159590,7037660383,6895649729,6572714417,7046666791,6981311749,6691719273,57.803,5697,5007,3768.0,3550188,0.042,126.303,1.266,1.543,0.595,741371,737591,721813,731662,220157,210305,210637,212444,50401,290153,297975,288757,293007,289782,-0.066,19.33,19.218,19.17,407856,413670,406378,407561,407890,-0.027,427.844
194254820283,20746990376,1.0760940241163e+20,97.899,95.939,1.4051189490067927e+18,1.400336999588378e+18,1.388852061932906e+18,1.2325499632635732e+18,1.368040584533894e+18,2.265176789623113e+17,1.2827564720618e+34,0.4,1.209,1.229,1.256,1.257,1.293,1.22,1.259,1.207,1.207,1.26,1.273,0.122,0.187,0.004,0.009,-0.135,-0.924,0.099,0.095,0.102,0.045,0.045,0.043,0.045,0.154,9.698,0.018,7008692088,6580136122,7051743724,6906628912,6583552058,7047759293,6991836300,6702635041,57.9,5651,4904,3811.0,3630740,0.033,125.763,1.271,1.541,0.593,744640,739676,723801,733303,219603,210585,210648,212462,50136,288983,297552,287562,292506,289172,-0.066,19.319,19.202,19.152,407203,413403,406085,407435,407630,-0.029,428.441
194254820283,20804623756,1.082080924071e+20,97.899,95.939,1.408943138844094e+18,1.4041518999518776e+18,1.3924180004808356e+18,1.2365729662916787e+18,1.3727709247602437e+18,2.280378678360666e+17,1.3000317291805e+34,0.39,1.183,1.199,1.244,1.258,1.291,1.199,1.251,1.169,1.184,1.252,1.27,0.135,0.189,0.005,0.009,-0.136,-0.9,0.099,0.095,0.102,0.045,0.045,0.043,0.045,0.153,9.711,0.018,7017109082,6590496506,7066976785,6917956714,6594511570,7054152841,7002254036,6713669629,58.017,5549,4840,3750.0,3515329,0.025,126.362,1.273,1.54,0.593,744144,739844,724984,734137,219203,210361,210415,212231,50142,288038,296638,285632,291740,288295,-0.069,19.307,19.187,19.135,407204,412688,404361,406818,406882,-0.031,429.046
194254820283,20802507264,1.0818607712095e+20,97.899,95.939,1.4060491958299423e+18,1.3835782344033257e+18,1.3830098987844134e+18,1.238447345884338e+18,1.371336191384957e+18,2.2589155548335168e+17,1.2756748709672e+34,0.364,1.189,1.194,1.24,1.26,1.29,1.208,1.25,1.196,1.193,1.25,1.268,0.132,0.19,0.004,0.009,-0.137,-0.871,0.1,0.096,0.103,0.045,0.045,0.043,0.045,0.153,9.72,0.018,7029441987,6600798851,7074099648,6928489991,6605208513,7060763409,7011520261,6724454816,58.007,5479,4811,3702.0,3425827,0.016,129.206,1.278,1.543,0.595,751878,741470,728977,737804,221130,210626,211058,212875,50506,289609,296502,287003,292073,288520,-0.069,19.296,19.172,19.117,409521,413146,407125,407706,407641,-0.031,429.634
194254820283,20740622609,1.0754335655318e+20,97.899,95.939,1.4093193686220388e+18,1.3961335881231514e+18,1.3897818655175089e+18,1.242740803101883e+18,1.3769754157396764e+18,2.233869796889088e+17,1.2475435673633e+34,0.346,1.168,1.175,1.233,1.255,1.285,1.189,1.242,1.168,1.178,1.242,1.265,0.143,0.18,0.005,0.008,-0.139,-0.84,0.101,0.096,0.103,0.046,0.045,0.043,0.046,0.152,9.729,0.018,7039027552,6609010600,7060201306,6936090828,6614902897,7059492714,7017559506,6734246115,57.659,5455,4789,3701.0,3424356,0.008,131.157,1.284,1.544,0.596,758833,742514,732029,740581,222670,210753,211661,213487,50727,290098,295770,287685,292194,288544,-0.068,19.284,19.156,19.099,410629,412655,408975,408323,408138,-0.028,430.158
194254820283,20618431628,1.0627993070379e+20,97.899,95.939,1.4047501814851748e+18,1.3887295256458465e+18,1.3866799285436984e+18,1.245461166510939e+18,1.3780666027658248e+18,2.242566384533285e+17,1.2572759972597e+34,0.323,1.22,1.203,1.231,1.26,1.282,1.215,1.245,1.229,1.207,1.244,1.265,0.138,0.175,0.005,0.008,-0.14,-0.809,0.102,0.096,0.103,0.046,0.045,0.043,0.046,0.152,9.72,0.018,7048448192,6616299758,7057865552,6943796568,6624587005,7060835662,7023234756,6744059724,57.727,5344,4717,3627.0,3288238,0.0,131.736,1.289,1.544,0.596,760036,744990,735142,743463,223159,210999,212172,214018,50978,290244,295406,288696,292439,288711,-0.065,19.273,19.141,19.081,411726,413106,412249,409453,409173,-0.022,430.681
