difficulty-btc-wma-3,difficulty-btc-std-90,difficulty-btc-var-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,hashrate-btc-sma-14,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-14,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,sentinusd-btc-trx-30,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-wma-30,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-30,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-trx-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-7,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-rsi-90,transactionvalue-btc-sma-30,transactionvalue-btc-wma-30,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-wma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-30,size-btc-sma-90,size-btc-ema-90,size-btc-wma-90,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-30,activeaddresses-btc-ema-90,activeaddresses-btc-wma-90,activeaddresses-btc-trx-30,price-btc-ema-90
510929738,297694270,2.215546962562281e+16,100.0,99.993,4145325914759583.0,4357869785274295.0,4145496640421341.0,2330391027825159.0,3957522032105500.0,2653313270762900.0,1.7600178282016e+30,2.194,383.553,353.81,308.46,295.753,516.852,357.371,327.177,398.139,367.284,304.655,386.687,111.285,507.071,3096.0,64280.0,-1.667,2.277,0.21,0.148,0.237,0.029,0.038,0.052,0.034,0.117,7.739,-0.086,3527769639,1848558346,4704197517,3019476296,2104916453,4425383524,3234989487,2221283222,78.026,4551,5498,5865.0,8598807,0.326,167.503,0.957,1.89,0.893,148130,137104,139923,140354,54089,54045,53019,53574,14527,62302,52766,65205,55766,56196,0.649,20.121,20.377,20.32,102672,84555,106050,89458,91887,0.731,177.603
510929738,302560556,2.2885722487533664e+16,100.0,99.993,4196682024532493.0,4489666118925000.0,4244104437682103.0,2386537491386739.0,4038947941917100.0,2706499124665100.0,1.8312843779533e+30,2.146,415.262,361.642,320.852,301.497,510.523,372.169,332.944,414.645,382.973,312.45,384.483,117.847,497.613,3472.0,61905.0,-1.62,2.55,0.204,0.148,0.232,0.031,0.037,0.052,0.035,0.109,7.732,-0.085,3716049165,1891856939,4861158130,3148420970,2168942877,4627823782,3380723085,2290943890,78.325,4922,6085,6658.0,11080958,0.358,177.341,0.95,1.895,0.898,147597,136957,139427,139920,54098,53942,52886,53419,14595,62874,53044,65223,55979,56476,0.682,20.13,20.398,20.347,103420,85070,105911,89775,92312,0.753,182.894
526825374,308430707,2.378237531226236e+16,100.0,99.994,4291215782207700.0,4660172280092959.0,4367782614470740.0,2447749651215500.0,4133504084518600.0,2768569208929095.0,1.9162438661576e+30,2.129,411.515,375.989,331.868,305.238,504.555,381.384,337.853,411.527,394.819,319.387,382.252,119.907,489.388,3594.0,59875.0,-1.57,2.798,0.201,0.148,0.229,0.033,0.037,0.052,0.036,0.102,7.733,-0.084,3931797727,1939689399,5150094929,3296202309,2240812962,4899414397,3546356757,2368903776,79.773,5196,6447,6878.0,11825704,0.393,183.815,0.942,1.899,0.902,147499,136538,139444,139991,53820,53720,52848,53357,14143,63387,53117,65388,56239,56800,0.709,20.139,20.42,20.375,104143,85394,106028,90170,92810,0.769,188.835
570803299,317128879,2.514268144137816e+16,100.0,99.995,4380473769348997.0,4771794201668952.0,4466299594727600.0,2506187240560200.0,4217781639925800.0,2822325434303992.0,1.9913802142798e+30,2.119,416.316,392.307,342.6,309.253,497.706,391.877,343.369,417.449,406.662,327.008,380.467,123.782,476.315,3831.0,56719.0,-1.514,3.136,0.2,0.149,0.228,0.035,0.036,0.052,0.039,0.095,7.767,-0.083,4221420757,2000112590,5879337103,3509904049,2336807826,5393906812,3779413541,2471516740,82.97,5596,7066,7628.0,14546677,0.432,209.27,0.941,1.899,0.902,151673,137691,141987,142597,54613,53896,53420,53910,14972,65325,53710,68344,57447,58076,0.752,20.149,20.441,20.402,106548,86337,109813,91807,94553,0.797,196.784
598355735,325121037,2.642592219162488e+16,100.0,99.995,4450626226710073.0,4744800199766343.0,4492635407971700.0,2553607701076600.0,4268637295182500.0,2853474917081100.0,2.0355797756027e+30,2.077,451.969,417.59,360.253,317.19,492.129,424.789,354.992,471.052,439.465,340.831,381.035,148.912,463.033,5544.0,53600.0,-1.45,3.572,0.201,0.15,0.228,0.038,0.036,0.052,0.042,0.089,7.794,-0.081,4540141465,2066888684,6553298451,3749733452,2444290287,5941316756,4042099245,2586399096,84.298,6011,7655,8194.0,16786638,0.475,237.295,0.943,1.899,0.901,158033,139629,145732,146438,56064,54256,54284,54764,16996,68400,54540,72528,59112,59823,0.819,20.161,20.462,20.43,111022,87726,116132,94356,97221,0.848,205.688
609482680,332458103,2.7632097563002544e+16,100.0,99.995,4507352955245191.0,4802396318148244.0,4556975310014660.0,2606829172993500.0,4335482645887924.0,2894157537591700.0,2.0940369630998e+30,2.033,452.348,430.265,371.648,320.359,484.026,421.132,358.551,450.149,437.609,346.83,379.233,137.602,442.51,4734.0,48954.0,-1.383,3.967,0.198,0.15,0.224,0.04,0.035,0.052,0.043,0.082,7.817,-0.08,4752557995,2119095324,6247549935,3891157192,2521158664,6053241957,4210325443,2671562013,72.433,6285,7985,8309.0,17260618,0.519,251.739,0.942,1.899,0.902,161147,140745,147654,148494,56636,54376,54792,55273,17488,70159,55031,74709,60150,60962,0.889,20.172,20.483,20.458,113325,88633,119318,95920,98931,0.903,212.039
609482680,339182591,2.876120755551112e+16,100.0,99.995,4552322803113069.0,4775068843367871.0,4575123457882939.0,2652680980598617.0,4379404414110183.0,2920501391654600.0,2.1323320946641e+30,1.964,472.048,439.15,388.149,324.578,478.639,436.464,366.545,465.204,450.657,357.288,379.199,131.241,430.488,4306.0,46330.0,-1.312,4.397,0.2,0.152,0.225,0.042,0.034,0.052,0.045,0.077,7.857,-0.078,5033080731,2185471697,6725781128,4104889781,2624078524,6426436022,4451415030,2783318431,75.813,6789,8772,9313.0,21682510,0.569,262.256,0.942,1.899,0.902,165796,142311,150430,151421,56865,54561,55163,55653,17860,71518,55532,76237,60990,61915,0.956,20.184,20.502,20.484,115966,89821,123800,97961,101132,0.966,220.555
609482680,345463450,2.983624882569437e+16,100.0,99.995,4649769516810193.0,4803668619148207.0,4617036056363776.0,2701841133695100.0,4432622494518824.0,2950885311411200.0,2.1769310302756e+30,1.891,496.521,466.005,409.907,332.375,475.064,476.583,381.41,527.651,490.105,374.86,381.799,158.628,421.051,6291.0,44321.0,-1.23,4.89,0.2,0.153,0.224,0.045,0.033,0.053,0.048,0.072,7.87,-0.076,5357985145,2261999309,7420132936,4363573327,2744746793,6941622623,4740358763,2913626410,77.799,7365,9692,10551.0,27832486,0.625,273.394,0.941,1.9,0.902,168869,143375,152111,153281,57588,54841,55638,56141,18445,72999,56202,78040,61940,62984,1.022,20.205,20.537,20.525,117880,90944,126485,99443,102794,1.028,230.546
609482680,351437783,3.0877128894155336e+16,100.0,99.995,4772535440900507.0,4901999890761300.0,4694363742928683.0,2756679651758970.0,4501483220551500.0,2989929032247800.0,2.2349189044696e+30,1.834,562.144,493.215,427.428,340.949,473.013,509.195,395.966,582.906,525.362,392.58,384.699,185.403,416.638,8594.0,43397.0,-1.138,5.307,0.201,0.154,0.224,0.048,0.035,0.053,0.052,0.068,7.885,-0.074,5706073051,2346800347,8150650762,4655031086,2879613206,7535011626,5066208306,3059102658,79.25,7789,10235,10843.0,29394952,0.684,283.874,0.938,1.902,0.904,170551,144114,153370,154731,57886,55153,56006,56526,18670,74017,56868,79442,62771,63942,1.083,20.222,20.564,20.56,119172,91858,128060,100574,104111,1.082,241.713
609482680,356903405,3.184501015724136e+16,100.0,99.995,4842621609682127.0,4943526195618771.0,4744195925230350.0,2807480211284953.0,4557043547874922.0,3019954833056700.0,2.2800317984256e+30,1.776,596.204,518.302,447.145,349.595,469.92,528.056,408.138,594.154,548.218,408.301,387.153,189.331,409.074,8962.0,41835.0,-1.041,5.632,0.201,0.155,0.223,0.051,0.036,0.053,0.054,0.064,7.902,-0.073,6060087474,2426668765,8300150953,4899845283,3002031622,7882555202,5349864987,3193231247,76.408,8096,10864,11394.0,32456237,0.745,284.061,0.931,1.905,0.907,172426,144476,154029,155594,58002,55206,56109,56648,18705,74537,57144,79307,63091,64392,1.128,20.239,20.59,20.593,119955,92401,127841,101104,104832,1.121,251.841
609482680,361883366,3.2739892614952456e+16,100.0,99.995,4876544829029921.0,5029387043772392.0,4816565746964071.0,2861974483305795.0,4622464692843878.0,3055670791340687.0,2.3342809962632e+30,1.728,595.293,542.709,467.508,362.825,466.849,544.594,420.143,593.156,567.194,424.083,389.884,186.881,401.07,8731.0,40214.0,-0.938,5.866,0.201,0.156,0.221,0.054,0.038,0.053,0.057,0.062,7.914,-0.071,6412930640,2508895948,8499730882,5144972091,3127246549,8184991573,5635793043,3331091511,76.893,8504,11292,11438.0,32707670,0.807,283.579,0.926,1.908,0.91,174538,144634,154824,156599,58803,55312,56450,57009,18967,76169,57512,80186,63747,65178,1.167,20.256,20.615,20.625,122257,92935,128820,102025,105945,1.152,262.198
609482680,366397469,3.356177626728856e+16,100.0,99.995,4905241011938334.0,5098250746370777.0,4881669227924319.0,2915663876071952.0,4686314379576846.0,3088353602527499.0,2.3844819935611e+30,1.685,593.192,553.739,485.664,374.867,462.689,558.628,431.793,595.873,581.699,439.432,392.827,185.731,387.432,8624.0,37526.0,-0.831,6.351,0.203,0.158,0.222,0.057,0.04,0.053,0.06,0.059,7.942,-0.069,6809766278,2600548296,9043662712,5431592894,3269232219,8634829894,5964748870,3486667305,78.484,9740,13269,15634.0,61101577,0.883,296.836,0.871,1.637,0.67,179031,145650,156944,158944,60127,55520,57038,57622,19758,78791,58161,82682,64959,66527,1.211,20.272,20.637,20.656,126065,93997,132090,103728,107847,1.187,273.944
609482680,370462744,3.431066111424973e+16,100.0,99.995,4904758031358097.0,5034094773467678.0,4876330244835527.0,2957992732746379.0,4716134431698029.0,3102139892460300.0,2.4058179780984e+30,1.616,665.576,609.685,519.975,393.795,461.791,619.418,455.664,700.173,643.712,466.975,400.279,225.02,383.893,12659.0,36843.0,-0.709,6.918,0.209,0.161,0.226,0.061,0.043,0.054,0.064,0.058,7.954,-0.067,7260368829,2704826355,9886975878,5773444259,3433211490,9286044170,6351377243,3665342926,80.252,10699,14652,17169.0,73697924,0.967,325.225,0.873,1.636,0.669,183344,147116,159319,161566,61608,55926,57881,58498,21443,81512,59052,85982,66472,68190,1.266,20.289,20.657,20.684,129820,95379,136424,105827,110161,1.23,287.512
609482680,374093823,3.4986547155835984e+16,100.0,99.995,4977261678079266.0,5126147032301448.0,4946460053364491.0,3011713855297100.0,4779331194133766.0,3133983207786844.0,2.4554626866725e+30,1.561,730.204,653.347,546.249,411.879,460.038,661.587,477.111,761.431,688.314,492.414,407.451,256.07,376.403,16393.0,35420.0,-0.577,7.508,0.214,0.164,0.23,0.065,0.045,0.054,0.068,0.058,7.958,-0.065,7720968105,2814596315,10570931054,6127085676,3605116430,9897390328,6753591475,3853256329,80.978,11569,16066,18801.0,88367648,1.059,354.746,0.871,1.637,0.67,186776,148335,161280,163795,63240,56330,58779,59439,23211,84150,59820,88982,67923,69804,1.327,20.307,20.679,20.713,133706,96628,140657,107942,112505,1.277,301.733
621935647,378273247,3.5772662301620096e+16,100.0,99.995,5094092805254541.0,5302484091494140.0,5064464748792188.0,3073687073182200.0,4865423002242398.0,3180807879461660.0,2.5293846915113e+30,1.539,774.114,672.707,569.356,427.288,456.985,679.305,493.585,762.558,708.091,513.096,413.438,260.686,362.812,16989.0,32908.0,-0.441,7.978,0.219,0.166,0.233,0.069,0.048,0.055,0.072,0.059,7.969,-0.063,8213077618,2930234711,11198914662,6494815521,3785814932,10507065427,7173454666,4051328900,81.719,12429,17177,19501.0,95068599,1.155,379.912,0.871,1.636,0.669,190956,150022,163229,166029,64629,56803,59463,60177,24173,86260,60528,91118,69114,71172,1.386,20.323,20.696,20.739,136829,97756,143817,109737,114549,1.324,316.676
666747459,385146433,3.708444377925438e+16,100.0,99.996,5147905544262544.0,5386471435117879.0,5140993911085109.0,3130055125771398.0,4934152989366727.0,3216788056869048.0,2.5869313507038e+30,1.522,781.825,703.834,598.525,446.126,455.94,715.71,514.962,787.963,746.146,538.75,421.525,276.668,357.991,19136.0,32039.0,-0.298,8.251,0.223,0.169,0.235,0.073,0.05,0.055,0.076,0.06,7.977,-0.061,8760501419,3055033096,11940483305,6893992065,3981336624,11197942749,7628067998,4265654553,82.735,13244,18102,19784.0,97852478,1.252,395.114,0.871,1.636,0.669,193122,151191,164042,167133,65197,57121,59805,60577,24369,87649,61258,91738,69809,72056,1.431,20.339,20.711,20.762,139062,98944,145115,110929,116004,1.361,332.843
695238338,391379942,3.829456469515578e+16,100.0,99.996,5270023759816327.0,5760190021675871.0,5373040827120407.0,3212501074245600.0,5079540892107009.0,3307085768370500.0,2.7342040698397e+30,1.574,736.173,713.334,615.818,458.85,452.748,699.566,523.747,722.619,732.971,551.977,425.815,256.671,345.637,16470.0,29866.0,-0.161,8.301,0.224,0.171,0.235,0.076,0.052,0.055,0.078,0.063,7.967,-0.06,9160462482,3161440811,11489484956,7161378809,4136438822,11342182901,7954390913,4441115070,74.666,13791,18488,19505.0,95113300,1.346,407.472,0.866,1.639,0.672,195870,152109,164583,167956,66090,57354,60071,60903,24531,89229,61954,92409,70519,72954,1.466,20.355,20.726,20.785,141704,100094,146482,112146,117484,1.39,345.651
707408283,397003905,3.940302504932429e+16,100.0,99.996,5350531924678013.0,5878586084872037.0,5487805286765757.0,3278902683041581.0,5176619573625889.0,3355026968414700.0,2.8140514896974e+30,1.624,688.159,712.506,627.608,470.361,448.604,671.779,527.92,648.741,701.742,560.336,428.796,234.426,329.719,13739.0,27179.0,-0.036,8.187,0.226,0.172,0.235,0.079,0.055,0.056,0.08,0.066,7.993,-0.058,9479205316,3268295924,11280231960,7413611077,4288846297,11402087733,8264147835,4614951073,74.715,14267,18733,19152.0,91699588,1.436,417.212,0.865,1.64,0.673,200049,153222,166043,169690,67304,57614,60409,61300,24793,91128,62629,93251,71287,73911,1.491,20.372,20.74,20.807,145043,101271,148518,113594,119197,1.415,358.228
707408283,402477841,4.049710302539835e+16,100.0,99.996,5467073942794699.0,5982791175577060.0,5595485441555940.0,3345199469077857.0,5273227847629810.0,3403847524198691.0,2.8965444919984e+30,1.667,674.928,738.864,646.302,488.042,450.012,700.142,544.52,697.278,719.923,580.65,436.195,239.919,334.343,14390.0,27946.0,0.09,7.95,0.228,0.174,0.236,0.082,0.057,0.056,0.083,0.07,7.979,-0.056,9811545944,3384666532,11580130271,7701767046,4455685468,11579552536,8607415972,4804219923,75.896,14659,18787,18718.0,87594575,1.52,422.356,0.862,1.643,0.675,202762,153649,166467,170395,68695,57888,60783,61736,25117,93207,63326,94443,72176,74989,1.512,20.387,20.754,20.829,148070,102352,150171,114925,120799,1.434,371.995
707408283,407541269,4.152247151457254e+16,100.0,99.996,5577685466142249.0,6118029881722704.0,5719253516036433.0,3415057634596138.0,5379304935144434.0,3457157622341449.0,2.9879847064284e+30,1.711,685.453,721.853,665.769,501.695,449.559,695.784,553.436,701.169,705.885,593.209,441.309,201.227,332.969,10123.0,27717.0,0.209,7.656,0.231,0.176,0.237,0.086,0.06,0.057,0.085,0.074,7.991,-0.055,10280995495,3508517374,12047112703,8012239826,4632793373,11833661332,8971244367,5004866706,76.757,15086,18977,18381.0,84461833,1.599,429.65,0.859,1.644,0.676,206521,154653,167925,172136,69832,58098,61194,62210,25516,94936,64089,95853,73145,76154,1.529,20.404,20.767,20.85,150860,103617,152372,116449,122599,1.451,386.606
707408283,412081452,4.245278085440733e+16,100.0,99.996,5671150889843613.0,6088922999003488.0,5756900027344354.0,3471904771217000.0,5445960501512488.0,3485056190684162.0,3.0364041630565e+30,1.72,724.485,710.055,681.701,515.999,449.872,698.216,563.247,711.198,701.799,606.359,446.934,174.147,333.874,7582.0,27868.0,0.321,7.335,0.233,0.179,0.237,0.089,0.063,0.057,0.087,0.08,8.005,-0.053,10621143661,3626570622,12006599674,8267326717,4793964654,11887060646,9278297508,5190747349,74.434,15536,19201,18033.0,81300104,1.674,446.546,0.857,1.645,0.677,209239,155666,169469,173971,70889,58347,61676,62760,26045,96432,64920,97488,74202,77409,1.545,20.421,20.779,20.87,153071,104848,154416,117935,124367,1.464,399.89
707408283,416115518,4.328803104490266e+16,100.0,99.996,5800148005220144.0,6240549139692780.0,5882037031933194.0,3542751425954200.0,5552389912542052.0,3535173705674875.0,3.1243632823238e+30,1.736,700.822,707.454,690.08,531.453,451.215,702.223,572.989,706.078,702.847,619.149,452.745,168.215,337.13,7074.0,28414.0,0.426,6.972,0.234,0.18,0.236,0.09,0.065,0.057,0.088,0.085,7.984,-0.052,10832050734,3734633647,11536891718,8447962655,4931837601,11690334224,9507569997,5354277308,70.877,15900,19171,17535.0,76866774,1.742,451.665,0.854,1.648,0.679,208699,155802,169456,174262,71457,58570,61900,63058,26161,97367,65627,97892,74851,78262,1.551,20.439,20.793,20.892,154339,106035,155384,119066,125787,1.47,411.239
707408283,419658061,4.402822208605859e+16,100.0,99.996,5935480598907755.0,6453324359076368.0,6043318763305719.0,3620749197191000.0,5678974714057714.0,3596815276112300.0,3.2342700326188e+30,1.77,639.669,660.929,682.382,539.714,449.083,651.48,568.232,605.292,650.796,617.071,453.801,191.032,333.442,9123.0,27796.0,0.511,6.636,0.245,0.185,0.246,0.09,0.066,0.058,0.086,0.091,7.974,-0.05,10819742968,3816282329,10122875791,8464794733,5014849080,10931159488,9567274893,5463600961,62.902,16551,19774,17425.0,75903675,1.809,460.202,0.855,1.648,0.679,206877,156172,169352,174458,71694,58806,62024,63254,26096,97620,66298,97682,75286,78900,1.545,20.457,20.807,20.914,155019,107084,155095,119766,126773,1.465,418.04
707408283,422721440,4.467335397787509e+16,100.0,99.996,6039682415935887.0,6471725906453531.0,6107800334676292.0,3684621314804056.0,5762613869277433.0,3630878877955199.0,3.2958203565953e+30,1.779,587.555,646.362,679.848,548.275,446.756,625.903,567.002,560.043,622.856,617.681,456.0,196.998,327.64,9702.0,26837.0,0.58,6.27,0.24,0.185,0.242,0.09,0.068,0.058,0.084,0.097,7.965,-0.049,10849589462,3899529055,9495188931,8490775852,5099522772,10353545021,9625532693,5574616780,63.184,16995,19927,16957.0,71885955,1.872,454.332,0.851,1.652,0.682,203236,156139,168278,173673,71301,58693,61700,63001,26207,97129,66559,95765,75125,78937,1.518,20.476,20.821,20.935,154479,107535,152478,119651,126936,1.442,424.975
707408283,425316008,4.522342672035218e+16,100.0,99.996,6159158649507209.0,6593703644398092.0,6221378537817023.0,3756599678395873.5,5867714256100479.0,3679760451647767.0,3.3851592453777e+30,1.787,530.635,639.944,676.225,554.333,445.175,605.298,565.485,538.008,597.137,617.372,458.126,204.873,324.369,10493.0,26304.0,0.635,5.9,0.24,0.186,0.243,0.091,0.07,0.058,0.084,0.103,7.973,-0.048,10967920549,3999032766,9925567480,8611109412,5215048558,10225576706,9768417674,5716516054,65.659,17370,19913,16413.0,67350437,1.929,449.395,0.849,1.654,0.684,202334,156661,168371,174033,71581,58808,61738,63105,26198,97641,67123,95645,75538,79537,1.486,20.496,20.834,20.956,155361,108486,152722,120456,128007,1.415,434.455
741422001,430083510,4.624295649431312e+16,100.0,99.996,6310826257666759.0,6802324825398478.0,6382286515228038.0,3837293935319000.0,5995556963816299.0,3744202626113000.0,3.5047633263478e+30,1.811,562.418,612.71,675.787,563.866,443.599,602.623,567.363,569.988,585.8,619.97,461.41,205.542,320.041,10562.0,25607.0,0.681,5.52,0.24,0.187,0.244,0.092,0.072,0.058,0.085,0.109,7.966,-0.047,11075337569,4106472214,10508500146,8771130276,5344199860,10307016977,9945101786,5872392978,66.775,17616,19530,15821.0,62575162,1.978,444.511,0.848,1.655,0.684,202924,157601,168883,174802,71916,59013,61863,63295,26177,98459,67625,95539,75943,80128,1.449,20.519,20.852,20.981,156611,109373,152840,121205,129020,1.384,445.056
830555385,440541867,4.851928415316728e+16,100.0,99.997,6504766912431302.0,6990942624414354.0,6538887782725897.0,3919041233915583.0,6124511370393882.0,3810502666714000.0,3.6299826432587e+30,1.842,541.565,584.696,653.274,569.783,440.952,573.62,562.153,532.086,554.276,614.986,462.356,214.263,314.586,11477.0,24741.0,0.713,5.155,0.239,0.188,0.244,0.092,0.074,0.059,0.086,0.115,7.986,-0.046,11076273453,4209786277,10625945784,8898372931,5462863411,10329611036,10082991865,6018259334,65.752,17969,19343,15054.0,56658158,2.02,437.417,0.846,1.656,0.686,204430,158507,169476,175643,72247,59180,61979,63474,26190,99469,68117,95447,76343,80711,1.409,20.543,20.873,21.01,157834,110216,152845,121902,129977,1.35,454.785
886198338,450017833,5.062901248472874e+16,100.0,99.997,6659980940107378.0,7137032017377721.0,6677076104531487.0,3999398573747500.0,6248756903294212.0,3870291879441200.0,3.7447898080171e+30,1.871,514.005,549.738,629.897,573.591,438.167,545.417,555.615,491.707,523.304,607.955,462.792,221.616,309.354,12278.0,23925.0,0.729,4.796,0.237,0.188,0.243,0.091,0.075,0.059,0.086,0.122,8.007,-0.044,11010531216,4308497705,10480220346,8991025962,5569932235,10313220384,10179482417,6152868315,64.577,18203,19057,14544.0,52880151,2.057,428.236,0.846,1.657,0.686,205397,159280,169498,175906,72245,59329,61893,63449,26009,99802,68532,94611,76478,81026,1.362,20.569,20.895,21.039,158314,110930,151425,122098,130430,1.308,463.55
908350862,458579366,5.257375866832435e+16,100.0,99.997,6790149740839851.0,7266238632865002.0,6807313754504201.0,4079716373870100.0,6372324035310564.0,3928016595015041.0,3.8573285926784e+30,1.894,481.224,518.597,613.025,579.419,435.508,533.126,551.785,482.831,509.933,602.965,464.069,223.769,303.135,12518.0,22973.0,0.737,4.451,0.236,0.189,0.243,0.09,0.077,0.059,0.086,0.128,8.016,-0.043,10918464158,4409478806,10509089907,9090828123,5679119647,10405967006,10275545737,6289779563,64.893,18414,18758,14079.0,49555113,2.088,419.92,0.846,1.657,0.687,205135,160249,169666,176299,72086,59514,61850,63462,25788,100182,69136,94238,76750,81473,1.312,20.596,20.917,21.069,159081,111952,151075,122624,131200,1.263,472.486
908350862,467009503,5.452446906957606e+16,100.0,99.997,6973552319191267.0,7501196365375981.0,6993814528958163.0,4170405454947897.5,6525484420253837.0,4011453134993300.0,4.022939063562e+30,1.929,491.322,521.119,591.024,582.64,435.679,529.071,549.535,500.673,509.51,598.933,465.858,194.8,303.301,9487.0,22998.0,0.737,4.11,0.234,0.189,0.241,0.089,0.078,0.059,0.086,0.135,8.003,-0.042,10752296764,4508460414,10432399168,9172433304,5781901818,10472051736,10346698009,6420465928,64.374,18528,18223,13748.0,47251515,2.112,410.778,0.842,1.661,0.69,204590,160554,169612,176452,71574,59518,61674,63338,25784,100092,69694,93543,76897,81787,1.259,20.622,20.938,21.096,159570,112989,150883,123184,131995,1.218,480.888
908350862,474631816,5.631884021141226e+16,100.0,99.997,7104278470253846.0,7803775248088470.0,7222840844593867.0,4270209992118844.0,6703041478726804.0,4108633296626956.0,4.2202168915379e+30,1.985,479.384,503.379,574.871,583.174,434.894,503.052,541.5,467.507,485.479,588.762,465.623,209.158,303.041,10937.0,22959.0,0.726,3.771,0.23,0.189,0.239,0.088,0.08,0.06,0.085,0.142,8.009,-0.041,10686279483,4604739021,10273321919,9233195328,5877118144,10418954505,10390338185,6543669977,63.69,18192,17505,14315.0,51230073,2.128,398.57,0.833,1.665,0.693,204467,160670,169663,176702,71287,59522,61465,63176,25779,100099,70060,92563,76929,81978,1.201,20.648,20.958,21.123,160280,113784,150266,123582,132618,1.171,488.66
908350862,481484671,5.795687209383306e+16,100.0,99.997,7256425736937014.0,7943790438072578.0,7374973533051338.0,4360179794666231.0,6848456754288718.0,4178150218363200.0,4.364234811802e+30,2.029,469.541,492.413,566.178,584.846,433.062,493.97,536.676,461.177,476.315,581.249,466.322,216.181,300.243,11684.0,22537.0,0.709,3.495,0.227,0.189,0.235,0.087,0.081,0.06,0.084,0.149,7.993,-0.04,10566161708,4692898984,9831326014,9243268540,5954309616,10140102114,10376076605,6648825826,61.702,18528,17862,14346.0,51449738,2.144,391.736,0.766,1.188,0.353,206544,160826,169883,177120,72027,59538,61634,63388,25801,101268,70640,93079,77448,82648,1.148,20.675,20.977,21.149,162740,114946,152034,124771,134022,1.13,494.941
908350862,487600512,5.943856471683837e+16,100.0,99.997,7457179235236466.0,8234331684525544.0,7605771118495752.0,4464482555747949.0,7034269452619748.0,4275256791902432.0,4.569455159177e+30,2.085,422.641,461.215,536.962,583.752,430.467,464.529,526.323,414.51,447.263,567.788,465.073,199.802,298.119,9980.0,22219.0,0.68,3.244,0.222,0.188,0.23,0.085,0.082,0.06,0.082,0.155,7.977,-0.039,10300666478,4767325771,8997210689,9173579948,6002854357,9589213032,10273302651,6725093878,58.574,18704,17686,14076.0,49535412,2.157,384.102,0.741,1.13,0.319,207499,160879,169860,177296,72573,59617,61764,63564,25855,102334,71184,93510,77939,83288,1.099,20.701,20.995,21.174,164443,115832,152472,125519,134986,1.091,498.854
908350862,493006767,6.076391808042826e+16,100.0,99.997,7651206461881293.0,8485780556690957.0,7823685259121278.0,4569441778109251.0,7220277608625606.0,4375725336025419.0,4.7867430540837e+30,2.144,380.87,434.51,509.603,579.63,427.617,423.317,511.701,353.03,406.879,549.461,462.198,216.666,298.162,11736.0,22225.0,0.64,3.017,0.216,0.187,0.223,0.082,0.082,0.06,0.079,0.161,7.963,-0.038,9887432371,4826137152,7863014169,9015853348,6018809595,8784338003,10072136450,6768203589,55.261,18670,17368,14119.0,49838293,2.166,379.49,0.724,1.106,0.306,205794,161626,170610,178243,72655,59858,62194,64041,26251,102501,71895,94974,78780,84277,1.059,20.727,21.014,21.199,164995,116967,154328,126744,136424,1.058,500.078
