top100cap-btc_raw,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-14,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-90,mining_profitability-btc-sma-90,mining_profitability-btc-std-90,sentinusd-btc-sma-90,marketcap-btc-sma-90,marketcap-btc-ema-90,marketcap-btc-wma-90,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-trx-90,transactions-btc-sma-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-90,top100cap-btc-std-90
16.889,917609279432,841865932424,957262235541,927287601379,841990755045,962658508787,932122036562,888353593345,7.860266978269696e+18,8.120066137114061e+18,7.965500892226182e+18,7.077375560590427e+18,6.424925055888461e+18,7.798230285569055e+18,7.907684599574712e+18,7.807560782599331e+18,7.41491961590753e+18,6.504906412544639e+18,7.796842210769252e+18,7.952699670635742e+18,7.961182580355542e+18,7.62807152913253e+18,6.843203950798648e+18,9.212313952451424e+17,2.432445765240612e+18,2.041221819143985e+18,2.1216682089633e+35,1.4791981002092e+36,1.0416466287374e+36,0.426,1.116,0.53,6630817184,54821252836,57278218922,61761392314,0.581,11.463,0.104,243547,401636,384310,399876,403376,17.03,17.45,17.043,17.35,17.218,0.883
16.913,923614874916,846218196144,976747395198,938649751804,847736033681,983979836619,944108594854,894101615335,7.575633874006978e+18,7.909177326031505e+18,7.868331737852294e+18,7.134679867006664e+18,6.450903061947323e+18,7.456948058835516e+18,7.70967990770653e+18,7.715308122533018e+18,7.395612920178139e+18,6.518329696490954e+18,7.4245416376854e+18,7.701599594382723e+18,7.847871239005648e+18,7.630541869230049e+18,6.858385066759385e+18,9.709678898282514e+17,2.350990604458424e+18,2.016058328706033e+18,2.3569466076938e+35,1.3817892055628998e+36,1.0161227961861999e+36,0.427,1.113,0.531,6640830680,55062256353,57460315216,61997487863,0.58,11.337,0.098,243170,401489,383866,398011,401397,17.024,17.437,17.034,17.341,17.206,0.878
16.908,929620470400,850570459864,993634533567,949278860266,853355042456,1003395587818,955707695374,899753983177,7.735621366985631e+18,7.883734268938894e+18,7.914759807662831e+18,7.26394283459012e+18,6.482747912966602e+18,7.979564893900803e+18,7.907805363021421e+18,7.820224603390762e+18,7.467004456228975e+18,6.561930840061836e+18,7.887815565164962e+18,7.849850695116371e+18,7.932384571154156e+18,7.718767795808077e+18,6.903468114386172e+18,1.0241445973066052e+18,2.2066694766779848e+18,2.0537629079041024e+18,2.6221803904808e+35,1.2173475448255999e+36,1.0544855204706999e+36,0.427,1.112,0.532,6658548568,55270113262,57584798973,62174676210,0.58,11.24,0.092,243117,404264,384060,398465,401626,17.018,17.423,17.026,17.331,17.194,0.874
16.847,935626065884,854922723584,1008270053486,959222219795,858850556533,1021090612985,966919338120,905310696872,8.218546646347227e+18,7.984692388686604e+18,7.99592812858335e+18,7.373706844749662e+18,6.526673646406473e+18,8.508678635937198e+18,8.190302116759464e+18,7.982566973335137e+18,7.568345612470563e+18,6.6163453793566e+18,8.538901070658946e+18,8.138365222375045e+18,8.082122247195591e+18,7.833209701832816e+18,6.95962293779292e+18,1.175930151623986e+18,2.221049254485848e+18,2.1008266462185887e+18,3.457029303746e+35,1.233264947713e+36,1.1033681493655e+36,0.428,1.108,0.537,6675725836,55457588175,57646424003,62287173454,0.578,11.15,0.085,243123,401273,384406,397782,400569,17.008,17.41,17.015,17.321,17.182,0.871
16.834,942684654869,859274987304,1020954170750,968524072257,864225290081,1037064912122,977743523093,910771756418,8.538237999021226e+18,8.044454394853527e+18,8.000816997890572e+18,7.440930854807341e+18,6.559501569023097e+18,8.291709263030585e+18,8.161411560100591e+18,7.994856695573649e+18,7.601016211028847e+18,6.648398005966873e+18,8.466997692547322e+18,8.160877097734388e+18,8.092630482067673e+18,7.878437640244062e+18,6.993646371720776e+18,1.176630809612148e+18,2.1793818934035287e+18,2.104223894238872e+18,3.4611501553213e+35,1.1874263593238e+36,1.1069395492714999e+36,0.429,1.109,0.536,6677505455,55677621320,57739705382,62428561114,0.576,11.04,0.079,243380,400726,384701,392714,395276,16.997,17.395,17.003,17.31,17.169,0.865
16.792,949858957426,863627251023,1031947072379,977225805206,869481897617,1051318485228,988112315228,916137161818,8.621948710355396e+18,8.156418497436166e+18,8.102831891888952e+18,7.58243821154479e+18,6.606983392011817e+18,8.522511562999595e+18,8.309387135817594e+18,8.095984317892976e+18,7.67535799502496e+18,6.694659892933943e+18,8.574535624521011e+18,8.338091964763156e+18,8.192963397411413e+18,7.963107511738337e+18,7.041862026532766e+18,1.172247776572362e+18,1.9371068819375503e+18,2.1072354623918195e+18,3.4354121241971e+35,9.3809576801245e+35,1.1101103234904e+36,0.43,1.105,0.539,6651926185,55910773089,57822769771,62556946032,0.573,10.895,0.072,242528,398310,383403,386148,388193,16.985,17.38,16.989,17.299,17.156,0.86
16.789,957033259983,867979514743,1041474253790,985366136029,874622975317,1063851332303,998018249134,921406913069,8.020814046038403e+18,8.043871231006521e+18,8.121108336051208e+18,7.678264868804098e+18,6.632648744744e+18,7.878449974011104e+18,8.04063744811885e+18,7.981104860176927e+18,7.646908342766744e+18,6.706522057595232e+18,7.880755461854623e+18,8.107584436659768e+18,8.077170929829234e+18,7.940652684220776e+18,7.055651147258278e+18,1.1077665236480728e+18,1.5319604037384136e+18,2.080742967581128e+18,3.0678666772883e+35,5.8672566965559e+35,1.0823728242846e+36,0.431,1.104,0.54,6671999165,56177375221,57947751814,62723949980,0.57,10.787,0.065,242160,398727,382775,385709,386969,16.973,17.366,16.976,17.287,17.143,0.857
16.796,964207562540,872331778463,1049731144347,992981284219,879651062298,1074663453347,1007461324810,926581010173,7.754423297384538e+18,7.999092817331317e+18,8.059579477222691e+18,7.723058662622914e+18,6.656892333689424e+18,7.577008809086737e+18,7.84936999712973e+18,7.887033231374987e+18,7.622950878340656e+18,6.7190285540033e+18,7.508132260916611e+18,7.915508539948732e+18,7.964432170910723e+18,7.914672218114859e+18,7.069781232959781e+18,1.1900419630041807e+18,1.3977810899370363e+18,2.059185034210577e+18,3.5404996842771e+35,4.8844799384639e+35,1.0600607512791999e+36,0.432,1.102,0.54,6687295687,56440753889,58105082304,62920189846,0.567,10.694,0.058,241981,400046,382480,387232,387653,16.964,17.353,16.965,17.277,17.13,0.854
16.808,971381865097,876684042183,1056887116162,1000105132525,884568641874,1083754848360,1016441542257,931659453129,7.530732504535162e+18,8.137175053376817e+18,8.023176189704164e+18,7.773390194387161e+18,6.69116445428548e+18,7.829625146753608e+18,7.907587868952417e+18,7.913060998447718e+18,7.652582530345805e+18,6.748989277748734e+18,7.672041354434586e+18,7.936295706721024e+18,7.967453771870429e+18,7.937845303392122e+18,7.101107587920902e+18,1.153294472661382e+18,1.335774354108604e+18,2.050242528566978e+18,3.3252203516782e+35,4.4607328127356e+35,1.0508736064861999e+36,0.432,1.103,0.54,6695722471,56721966407,58301639453,63153325642,0.563,10.568,0.051,242279,400829,382832,388680,388274,16.956,17.34,16.955,17.266,17.118,0.853
16.8,978556167653,881036305903,1063088958403,1006769377714,889378142777,1091125517343,1024958901474,936642241937,8.022756247928249e+18,8.166929037124787e+18,8.025331653031843e+18,7.869568708426775e+18,6.735289623286745e+18,8.270042380977741e+18,8.108305805514781e+18,8.019380814014941e+18,7.72083266485265e+18,6.792098515934517e+18,8.261904909767945e+18,8.079616847177287e+18,8.059091561936791e+18,7.998301395057585e+18,7.145487701347637e+18,1.158300778337348e+18,1.1654452654955195e+18,2.051240900410685e+18,3.3541517327423e+35,3.3956566671648e+35,1.0518973078793999e+36,0.433,1.102,0.539,6732683724,57037563031,58550538130,63436942407,0.559,10.458,0.043,242375,399411,382839,390479,389289,16.949,17.328,16.945,17.256,17.106,0.852
16.797,985730470210,885388569623,1068463888344,1013003671601,894081940363,1096775460294,1033013402462,941529376598,8.651213084592464e+18,8.184521290864989e+18,8.084606839775798e+18,7.936289574741277e+18,6.773008055397443e+18,8.715490267566376e+18,8.371463892674839e+18,8.171588459366947e+18,7.813742696420542e+18,6.844160925565737e+18,8.830995862881326e+18,8.328119126434844e+18,8.210505762086545e+18,8.081615552846506e+18,7.198798658070016e+18,1.2920348782671813e+18,1.2229249346777318e+18,2.102776008756432e+18,4.1733853166472e+35,3.7388634896413e+35,1.1054167357504e+36,0.434,1.102,0.539,6770866270,57357016730,58778078698,63697735176,0.555,10.392,0.036,242737,398842,383766,392266,390500,16.941,17.315,16.935,17.246,17.095,0.849
16.808,992904772767,889774047315,1073122160960,1018835752980,898682357783,1100704677215,1040605045220,946320857111,9.050878382396097e+18,8.356878074823188e+18,8.200666234838362e+18,8.009511003543382e+18,6.806507220735715e+18,8.998363822698878e+18,8.598907263963973e+18,8.319541648495539e+18,7.908419772640598e+18,6.897723045395751e+18,9.146008009500788e+18,8.602298148176443e+18,8.370056500493958e+18,8.168386378852318e+18,7.253924577244387e+18,1.404353540460006e+18,1.2722289760364347e+18,2.164573170097604e+18,4.9305221665064e+35,4.0464164186668e+35,1.1713442521766e+36,0.435,1.101,0.541,6808771531,57704230711,59049736148,64000624756,0.551,10.368,0.029,242917,395109,384213,389213,387023,16.934,17.303,16.927,17.236,17.084,0.845
16.808,1000079075324,894160063612,1077159330561,1024291571043,903181667128,1102913168105,1047733829749,951015953499,8.427125538393199e+18,8.083433391998129e+18,8.11992594471715e+18,7.985070240549347e+18,6.813035456171935e+18,7.918782452946031e+18,8.158980718771275e+18,8.122162906455225e+18,7.839437921708507e+18,6.896436848424266e+18,8.040169359899336e+18,8.222878900268942e+18,8.188527813607936e+18,8.092882513023275e+18,7.254643123672025e+18,1.56858851530322e+18,1.3316610663148815e+18,2.1613818668339328e+18,6.1511748258529e+35,4.4333029888472e+35,1.1678928935695999e+36,0.435,1.102,0.54,6815851584,58041715597,59327583074,64308043231,0.547,10.313,0.021,242366,390379,383393,384475,381904,16.928,17.291,16.919,17.227,17.073,0.843
16.797,1007926361908,898770407918,1083350146989,1030697950574,908025816285,1106092869072,1055702305778,956058379656,7.945251260572954e+18,8.152137239951223e+18,8.098004235478875e+18,7.986232610519194e+18,6.836629271744311e+18,7.81704888682015e+18,8.048064369252025e+18,8.067916561687099e+18,7.831430011965653e+18,6.914434177485145e+18,7.684264251049876e+18,8.130849382442977e+18,8.134579730404884e+18,8.075478969806817e+18,7.274473450364823e+18,1.5819590076300508e+18,1.3306559354337418e+18,2.153891866254288e+18,6.2564857545546e+35,4.4266130462626e+35,1.1598125428791e+36,0.436,1.104,0.54,6850900910,58384461375,59635112979,64643833959,0.542,10.262,0.014,242805,392062,383806,389044,386093,16.922,17.279,16.911,17.217,17.062,0.84
16.821,1015782742870,903383783684,1088751898741,1036708617320,912769496919,1108628901544,1063182107276,961005475859,8.143879789690915e+18,8.523788000097351e+18,8.261440408714336e+18,8.088800587396853e+18,6.884181024584723e+18,8.847085926002707e+18,8.505329018235335e+18,8.309144082153521e+18,7.963410202495952e+18,6.979548216775257e+18,8.650200103356035e+18,8.562095813751489e+18,8.371795561032405e+18,8.197471895914306e+18,7.341297487583304e+18,1.796132009020708e+18,1.4204576933838725e+18,2.229984533659331e+18,8.0652254845719e+35,5.0442501467336e+35,1.2432077550900002e+36,0.437,1.105,0.539,6854466335,58713705304,59901376202,64937584031,0.536,10.211,0.006,243306,395970,384682,392675,389529,16.914,17.267,16.905,17.209,17.052,0.834
16.822,1023639123833,907997159449,1093433416927,1042331499114,917408920835,1110970054471,1070155045487,965851179187,8.942745848054018e+18,8.688581967791921e+18,8.412878510584371e+18,8.139706276094896e+18,6.928042009302924e+18,9.041442592142596e+18,8.687946578247123e+18,8.432698105637382e+18,8.045499818998307e+18,7.029136151753438e+18,9.196159837651824e+18,8.740098628297774e+18,8.501710074308158e+18,8.271471810164992e+18,7.39298140480743e+18,1.7408390820807567e+18,1.4708765629123525e+18,2.257814707801777e+18,7.5763017742494e+35,5.4086946583121e+35,1.2744318136914998e+36,0.438,1.104,0.542,6857264019,59027305390,60139234490,65201544976,0.531,10.162,-0.001,243392,393925,384912,391869,388510,16.908,17.254,16.9,17.2,17.042,0.827
16.806,1031495504796,912610535215,1097490732688,1047591614341,921946379391,1113116327854,1076621120409,970595489642,8.644474222038286e+18,8.418587800284094e+18,8.292758418704441e+18,8.107782597136561e+18,6.949509802923911e+18,7.930971517394839e+18,8.221085044347113e+18,8.217738417238675e+18,7.966467601169197e+18,7.024550751553297e+18,8.135037134948363e+18,8.273078247011565e+18,8.289392998583187e+18,8.186361756394163e+18,7.39061785389192e+18,1.92223914223255e+18,1.5407848820907443e+18,2.216190995871485e+18,9.2375082998273e+35,5.9350451321985e+35,1.2278756325455e+36,0.439,1.103,0.542,6872861244,59350338894,60373612944,65460361432,0.525,10.138,-0.008,243722,392520,385043,393984,390493,16.901,17.241,16.894,17.191,17.032,0.816
16.823,1038847101419,917223910980,1101007073014,1052512367296,926384113584,1115067721693,1082580332044,975238407222,8.058300929379283e+18,8.269682790720273e+18,8.227102040792632e+18,8.095868233598956e+18,6.979132164246076e+18,8.024787302301545e+18,8.1954645550624e+18,8.20452037323462e+18,7.976282793816878e+18,7.048595857831429e+18,7.872101567533352e+18,8.198082068742605e+18,8.26617228771703e+18,8.187059852527821e+18,7.416312211788279e+18,1.8782526423198807e+18,1.5347262438642447e+18,2.206614755231064e+18,8.819582470954e+35,5.8884616090141e+35,1.2172871695008998e+36,0.439,1.105,0.542,6890722359,59697797872,60641026510,65750264538,0.519,10.121,-0.015,244420,392581,386435,398043,394646,16.894,17.227,16.889,17.183,17.023,0.803
16.816,1045551720933,921837286746,1104054567963,1057115652317,930724315156,1116824235987,1088065247122,979779931929,7.809969460269818e+18,8.156763858309232e+18,8.256820966566212e+18,8.117155436910137e+18,7.010977123975748e+18,8.257796076627817e+18,8.269299629035321e+18,8.242691636930549e+18,8.009477765245085e+18,7.08029275877918e+18,8.088353528320759e+18,8.25336258380106e+18,8.301332662405224e+18,8.212539634292668e+18,7.449535787320323e+18,1.8808338122665807e+18,1.5383274778402816e+18,2.2102327916212068e+18,8.8438395734131e+35,5.9161285726961e+35,1.2212822482894e+36,0.44,1.107,0.539,6895554590,60039014454,60899970847,66029939174,0.513,10.085,-0.023,244899,391036,387377,395885,392841,16.888,17.214,16.885,17.175,17.014,0.792
16.851,1052256340446,926450662512,1106695730252,1061421951209,934969127683,1118385870737,1093117606103,984220063762,8.815683564747357e+18,8.585112668721592e+18,8.334273030359861e+18,8.181695665943253e+18,7.054652415844483e+18,9.04771941635376e+18,8.661385410796416e+18,8.455351786150435e+18,8.127423893686028e+18,7.14089385762095e+18,9.102190176225706e+18,8.673582308243678e+18,8.512108901007022e+18,8.323538816174576e+18,7.511660306707223e+18,2.0388991585936527e+18,1.6547694370541015e+18,2.275616671920642e+18,1.0392774447284999e+36,6.8456547245209e+35,1.2946078093807999e+36,0.44,1.107,0.539,6894911604,60422388264,61205999629,66354890075,0.506,10.052,-0.03,244751,388053,387281,394266,391534,16.884,17.202,16.883,17.168,17.006,0.781
16.912,1058960959960,931064038277,1108984737570,1065450424365,939120647627,1119752625942,1097737408986,988558802721,9.2726816338602e+18,8.838581522129093e+18,8.49535938104016e+18,8.231139051767382e+18,7.087994715893832e+18,9.2686583554503e+18,8.86843838173401e+18,8.59325118726995e+18,8.21530604858027e+18,7.192513713377562e+18,9.4391470411254e+18,8.899703464699979e+18,8.666152136231947e+18,8.407919566407063e+18,7.565175578766615e+18,2.022136689975794e+18,1.7182730186833723e+18,2.328789916136344e+18,1.0222591982365999e+36,7.3811554168382e+35,1.3558156183745998e+36,0.441,1.109,0.537,6960857133,60853718128,61559163296,66725275969,0.499,10.031,-0.037,245097,391534,387543,397871,395540,16.881,17.191,16.884,17.163,17.0,0.768
17.009,1065665579474,935677414043,1110968543911,1069218996027,943180925374,1120924501602,1101924655771,992796148805,9.5361602311789e+18,8.753455476089788e+18,8.638621738093573e+18,8.296343561631343e+18,7.124674674138861e+18,9.2749494991802e+18,8.971638947028042e+18,8.684983114688642e+18,8.284076022408004e+18,7.238419799740914e+18,9.4434265456504e+18,9.01036824489524e+18,8.77093630448128e+18,8.475668056158208e+18,7.613378785953786e+18,1.9386305041325107e+18,1.7242479978180667e+18,2.361591663915384e+18,9.3957205788827e+35,7.432577894949e+35,1.3942787967687e+36,0.442,1.111,0.536,7003511720,61316547238,61966825126,67148442089,0.492,10.016,-0.045,245608,396553,388355,402121,400199,16.877,17.181,16.892,17.159,16.996,0.754
17.023,1072370198987,940290789808,1112687842741,1072744434034,947151966248,1121901497719,1105679346459,996932102016,8.877440068072698e+18,8.557124477301026e+18,8.622853222546478e+18,8.325775698298345e+18,7.14445540002166e+18,8.568215882970673e+18,8.694099776961315e+18,8.575183001631642e+18,8.256811909140466e+18,7.252113480334766e+18,8.606087563441539e+18,8.787374942563081e+18,8.667317708303622e+18,8.447612488747227e+18,7.629572359418013e+18,1.959950038467111e+18,1.6622950696419177e+18,2.356116938700393e+18,9.6035103832181e+35,6.9080622463896e+35,1.3878217572076998e+36,0.443,1.115,0.533,7041266156,61770153216,62356112832,67552021617,0.485,9.995,-0.052,246126,398149,389196,405280,403718,16.876,17.172,16.901,17.156,16.992,0.739
17.081,1079074818501,944314104736,1114177901727,1076042424428,951035731498,1122683614290,1109001481049,1000966662353,8.63076922413702e+18,8.832707951599977e+18,8.62564787594204e+18,8.346196134797619e+18,7.17798246936082e+18,8.658900322855213e+18,8.707971023405926e+18,8.59843656977939e+18,8.28860370614687e+18,7.285024937090918e+18,8.542159910775074e+18,8.835490013922765e+18,8.684215246996061e+18,8.47495500903377e+18,7.664849927829399e+18,1.9605532162795763e+18,1.66755885747278e+18,2.3606460688981263e+18,9.6094222846605e+35,6.9518813578398e+35,1.393162465651e+36,0.444,1.12,0.528,7094590554,62299038022,62853855931,68062642949,0.478,9.966,-0.058,246851,399207,390105,408051,406948,16.878,17.163,16.912,17.155,16.99,0.725
17.093,1085779438014,947862305742,1115469286181,1079127641247,954834139271,1123270851318,1111891059541,1004912798186,7.98806725964889e+18,8.723355331919619e+18,8.49651906131995e+18,8.304904376123148e+18,7.204308773438838e+18,8.00601753615048e+18,8.369261954915882e+18,8.432396327068237e+18,8.228250870230669e+18,7.286521856043774e+18,7.903342673429442e+18,8.465596713384206e+18,8.514546830129888e+18,8.410886532559454e+18,7.668699428490607e+18,2.03908282343947e+18,1.702167263887314e+18,2.314575494520622e+18,1.0394646902114999e+36,7.2434334856241e+35,1.3393149299587998e+36,0.444,1.127,0.531,7161044081,62958384309,63527612959,68748593778,0.471,9.912,-0.065,247828,401788,391704,413319,412787,16.882,17.154,16.924,17.153,16.989,0.706
17.116,1092484057528,951410506749,1116588486041,1082013811821,958549065553,1123663208801,1114348081936,1008780951579,8.151182703531326e+18,8.703358724413101e+18,8.430061291361171e+18,8.293922558449616e+18,7.229523855226874e+18,8.178423067279465e+18,8.364653615789024e+18,8.4215206299136e+18,8.236159110758269e+18,7.30991321301882e+18,8.08472334280923e+18,8.372465030006417e+18,8.495121435075024e+18,8.413849385610121e+18,7.693897666402025e+18,1.9925658723683569e+18,1.6965801788170063e+18,2.3145420976631204e+18,9.9257968893177e+35,7.1959607578869e+35,1.3392762804637e+36,0.444,1.134,0.525,7213749576,63651482558,64203462723,69436954061,0.464,9.955,-0.07,248828,401790,392916,413993,414205,16.887,17.144,16.937,17.152,16.988,0.686
17.122,1101158394412,955615280212,1125437328735,1088526134042,963481059854,1131739556220,1120184904434,1013869837282,8.557871294923811e+18,8.722216978818458e+18,8.65366482377003e+18,8.34854139168887e+18,7.273365601991066e+18,9.074036802098336e+18,8.765902846071071e+18,8.627937950847414e+18,8.347997267284651e+18,7.368368978379225e+18,8.993957259502177e+18,8.689037983132445e+18,8.700400001149161e+18,8.521960868091901e+18,7.754120230834781e+18,1.9298878525717809e+18,1.800187728579774e+18,2.3703410501656566e+18,9.3111678087603e+35,8.101689645323e+35,1.4046291735251e+36,0.445,1.143,0.522,7237919350,64315802269,64848406452,70094029223,0.457,9.917,-0.076,249418,399447,393343,413884,414884,16.891,17.136,16.948,17.152,16.987,0.668
17.142,1110293994224,959973807984,1134951377450,1095511073400,968608788079,1140903299418,1126354859252,1019170439785,9.740829416125e+18,8.923990095747408e+18,8.881285808938254e+18,8.456728167225332e+18,7.325046724874376e+18,9.9880229575739e+18,9.2999294128157e+18,8.931147439141018e+18,8.512772225075928e+18,7.446031398921429e+18,1.0166026168565e+19,9.2339860166902e+18,9.000179239719751e+18,8.686700721082904e+18,7.833870637671228e+18,2.1702421724664817e+18,1.9998361058075704e+18,2.4792244882857344e+18,1.177487771788e+36,9.998361125228998e+35,1.5366385158289e+36,0.446,1.148,0.518,7298670868,64949836636,65496978585,70754306941,0.45,9.899,-0.082,250020,403199,393692,417630,419561,16.897,17.127,16.961,17.152,16.987,0.647
17.126,1119429594037,964332335757,1143196886336,1102045371510,973623818981,1149369878423,1131935420535,1024375250469,1.03070322372e+19,9.033732441279088e+18,8.893593958684444e+18,8.526057231116726e+18,7.367542312239158e+18,1.0018730009603e+19,9.4873063250197e+18,9.0802527221398e+18,8.611911891950507e+18,7.503249105794185e+18,1.0320329991318e+19,9.5153477581613e+18,9.155932740078904e+18,8.789456133625264e+18,7.893747348369197e+18,2.1945122233645325e+18,2.070435754929416e+18,2.532866384895444e+18,1.2039709746240999e+36,1.0716760538224999e+36,1.6038530309332998e+36,0.447,1.153,0.512,7411538108,65567991900,66114539807,71383893262,0.443,9.893,-0.087,250916,408921,394654,422565,425427,16.901,17.118,16.972,17.151,16.987,0.623
17.208,1124249829748,968690863529,1150342994038,1108158101999,978528629423,1157141891627,1136926588281,1029484269334,1.0113041617858e+19,9.2517605001549e+18,8.904442488727967e+18,8.571572545412115e+18,7.39804397293694e+18,9.7032043442474e+18,9.4623994134877e+18,9.121242849706738e+18,8.661961362075753e+18,7.544665140367758e+18,9.8606532121646e+18,9.6038343175645e+18,9.221810702773222e+18,8.845044614126883e+18,7.938145949834089e+18,2.2026582135455703e+18,2.084119993592637e+18,2.5631434530176026e+18,1.2129258014249e+36,1.0858890369231e+36,1.6424260901867e+36,0.448,1.157,0.508,7469855259,66113086758,66632723557,71914089054,0.435,9.883,-0.092,252020,412499,395688,425876,429618,16.912,17.11,16.987,17.152,16.989,0.597
17.24,1127362888453,973049391302,1156536287380,1113876462780,983325641833,1164219339032,1141606773077,1034497496379,9.6302333818623e+18,9.3523318776297e+18,9.09251991461484e+18,8.633724807584598e+18,7.434276720709005e+18,9.5783943746553e+18,9.4601956613816e+18,9.165555057087614e+18,8.713033816462046e+18,7.586619409921507e+18,9.5309246057674e+18,9.6542902937916e+18,9.2950296249513e+18,8.901948605072119e+18,7.983322662628076e+18,1.8856207737966152e+18,2.074393489303165e+18,2.586051780765728e+18,8.8889142564334e+35,1.0757770871158e+36,1.6719159532003998e+36,0.449,1.163,0.509,7526183796,66663828334,67234208334,72526994420,0.428,9.843,-0.097,253004,415134,396661,431270,435875,16.924,17.101,17.003,17.154,16.992,0.564
17.299,1130475947157,977407919074,1161903808275,1119225897059,988017225400,1170602220637,1146086115377,1039414931605,1.0102541108329e+19,9.9399355192848e+18,9.3316454256022e+18,8.778747954548913e+18,7.493230005440071e+18,1.0522377307843e+19,9.9617368062941e+18,9.4723290816135e+18,8.890667779337489e+18,7.67188843917667e+18,1.0448988035352e+19,1.0182797384642e+19,9.6115416684735e+18,9.08469927819772e+18,8.071939882854943e+18,2.1600628117555663e+18,2.2319403117642545e+18,2.706330001188639e+18,1.1664678376822998e+36,1.2453893888195999e+36,1.8310555188334e+36,0.451,1.165,0.508,7591437741,67227171875,67870861531,73176183441,0.42,9.83,-0.103,253993,418484,398139,433865,439511,16.936,17.093,17.022,17.157,16.997,0.533
17.303,1133589005862,981766446847,1166555659719,1124230206545,992605697239,1176290536443,1150364615180,1044236575013,1.008327757927e+19,1.0079801161186e+19,9.3915799427994e+18,8.806338166640543e+18,7.521346410300246e+18,9.9261326997792e+18,9.8037746276493e+18,9.453336949627e+18,8.919004573684426e+18,7.70832799197971e+18,1.0062661527045e+19,1.003028552775e+19,9.6113073572885e+18,9.120256706401985e+18,8.112305994641203e+18,2.1093837891585736e+18,2.238038177933295e+18,2.72939372850051e+18,1.1123749924911999e+36,1.2522037214717e+36,1.8623975312944998e+36,0.452,1.17,0.507,7647112824,67845146309,68599297758,73918766693,0.412,9.859,-0.108,255451,419373,399871,433726,440364,16.95,17.086,17.04,17.161,17.001,0.503
17.31,1136702064566,986124974620,1170587264303,1128911657355,997093323544,1181284286449,1154442272485,1048962426601,1.0372698554306e+19,1.0130114988793e+19,9.4261659838059e+18,8.849139998380432e+18,7.557795745415408e+18,1.0123990014975e+19,9.9332928032795e+18,9.5691383336994e+18,9.009510557973836e+18,7.765767977434448e+18,1.0181946402495e+19,1.0090797069996e+19,9.735343008938e+18,9.218031491145836e+18,8.173855465407579e+18,2.1529334509147284e+18,2.3022988138797967e+18,2.7897325374100613e+18,1.1587806110169e+36,1.3251449570980998e+36,1.9456519075710998e+36,0.454,1.175,0.506,7675604405,68436734798,69254334769,74590378461,0.404,9.852,-0.113,255996,419493,400101,430999,438564,16.965,17.079,17.058,17.164,17.006,0.471
17.3,1139815123270,990483502392,1174081321609,1133291079080,1001482320699,1185583470655,1158319087294,1053592486369,9.9492951237426e+18,1.0029277965407e+19,9.476634030577e+18,8.919853667021047e+18,7.600511569852615e+18,1.0160069982159e+19,9.9990070897953e+18,9.6527398824518e+18,9.086067938062132e+18,7.819182965828028e+18,1.0093672100014e+19,1.0107305810133e+19,9.8380075376762e+18,9.3049353589498e+18,8.231841272087294e+18,2.189332709676596e+18,2.3329259541124777e+18,2.831966431092321e+18,1.198294428415e+36,1.3606358768429e+36,2.0050084667084e+36,0.456,1.181,0.502,7635061262,69042657521,69879993150,75234006072,0.397,9.848,-0.118,256797,423189,400432,430943,439249,16.981,17.072,17.073,17.167,17.011,0.441
17.252,1142928181975,994842030165,1177109504607,1137387957469,1005774856378,1189188089061,1161995059605,1058126754319,1.0288483546491e+19,1.0071851722311e+19,9.5527920817949e+18,8.972991650254123e+18,7.649992637794731e+18,1.025376167106e+19,1.0086118657337e+19,9.7453683461197e+18,9.167447642700758e+18,7.874749348116662e+18,1.0292751218123e+19,1.0186849658772e+19,9.954116781594e+18,9.397038564946e+18,8.29221361912264e+18,2.230635338295184e+18,2.3873185047767747e+18,2.8663910896458086e+18,1.2439335031127999e+36,1.4248224108123998e+36,2.0540494697002e+36,0.457,1.185,0.498,7674755659,69636308055,70423827003,75796242906,0.391,9.856,-0.122,257919,431747,402461,438474,447281,16.996,17.068,17.085,17.169,17.015,0.427
