bitcoin-marketcap_raw,bitcoin-price_raw,difficulty-btc-ema-3,difficulty-btc-ema-90,difficulty-btc-wma-14,difficulty-btc-wma-90,hashrate-btc-sma-90,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-var-90,mining_profitability-btc-sma-90,transactionfees-btc-trx-90,confirmationtime-btc-sma-30,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,marketcap-btc-sma-3,marketcap-btc-sma-30,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-14,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-90,transactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,size-btc-sma-90,transactions-btc-sma-30,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-30,transactions-btc-wma-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-90,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-sma-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-14,price-btc-ema-30,price-btc-ema-90,price-btc-wma-3,price-btc-wma-7,price-btc-wma-30,price-btc-wma-90
38453156675,2341.0,708660972199,624688737556,708834897558,656023977694,4.677617212404853e+18,5.477501023161645e+18,1.414346609661842e+18,5.0009408306549e+35,0.997,1.562,9.368,9.293,9.258,39076350965,41652446199,34111483720,39088502951,40755465206,40847294500,35252588802,38765104160,39933232401,40663663082,38753656838,0.902,0.654,956562,248448,250817,273311,241874,274434,389356,431068,413587,418352,0.082,18.032,18.002,610249,2379.0,2474.0,2540.0,2086.0,2380.0,2483.0,2490.0,2154.0,2360.0,2431.0,2513.0,2366.0
38854877693,2365.0,708660219215,626534248076,708747643556,658123385992,4.708522348611247e+18,5.527881804430045e+18,1.4141207402795308e+18,4.9993436702218e+35,0.998,1.539,9.333,9.291,9.253,38587764361,41467592093,34329137703,38971690322,40502053538,40718751480,35331759986,38654367524,39488289827,40383779615,38857907255,0.862,0.651,955009,246918,250489,272705,241699,273538,385932,430396,412748,417129,0.079,18.029,18.0,609580,2349.0,2442.0,2528.0,2099.0,2372.0,2467.0,2482.0,2159.0,2353.0,2404.0,2502.0,2372.0
37403791314,2276.0,735212580428,629506351231,715770050388,661344074405,4.729315284292007e+18,5.552650197732802e+18,1.4186743834235684e+18,5.0315925154556e+35,1.0,1.514,9.336,9.314,9.274,38237275228,41265496236,34530075208,38187740818,40088951908,40504883082,35377299136,38062381001,38810755760,39937888710,38925482060,0.821,0.649,953992,244927,249023,271717,240463,272259,383446,429961,411730,415722,0.076,18.026,17.998,608888,2327.0,2404.0,2515.0,2111.0,2324.0,2441.0,2469.0,2161.0,2316.0,2362.0,2485.0,2376.0
34168634870,2079.0,769868887498,633352919217,728016988626,665445707036,4.742306667440617e+18,5.527257537321784e+18,1.406288735159023e+18,4.9441200165879e+35,1.002,1.491,9.398,9.359,9.317,36809101292,41106611806,34695123366,36178187844,39299576303,40096092875,35350735087,36028060822,37478955708,39097015439,38917538316,0.773,0.646,954521,242626,247262,270619,238966,270857,380138,430143,410281,413873,0.073,18.024,17.997,609279,2240.0,2342.0,2506.0,2121.0,2202.0,2393.0,2444.0,2160.0,2192.0,2281.0,2457.0,2376.0
31899934857,1941.0,787197041033,637114947246,739379850707,669478056042,4.768038028638984e+18,5.572813836157528e+18,1.4185593929061294e+18,5.0307768780055e+35,1.003,1.467,9.368,9.347,9.304,34490787014,40829138900,34834422829,34039061351,38312957444,39567308487,35274893323,33573477604,35833587340,38010640892,38856105602,0.719,0.643,953515,240400,244407,269133,236410,269041,376914,429485,408181,411336,0.069,18.022,17.996,609186,2099.0,2257.0,2488.0,2129.0,2071.0,2333.0,2411.0,2155.0,2043.0,2181.0,2421.0,2372.0
33759628385,2054.0,795861117801,640794293341,749830167513,673441121422,4.795330256714456e+18,5.612670216932881e+18,1.4196409213820644e+18,5.0384508641563e+35,1.003,1.442,9.362,9.356,9.312,33276066037,40557122730,34989424624,33899344868,37705846903,39192619448,35241590797,33207898290,35003626878,37248314049,38832483746,0.667,0.64,953401,240192,243488,268276,235749,267832,377272,428708,407425,410112,0.066,18.019,17.994,612336,2024.0,2199.0,2472.0,2138.0,2062.0,2296.0,2388.0,2153.0,2020.0,2130.0,2393.0,2370.0
37295345418,2268.0,800193156184,644392774687,759367477383,677334903177,4.822900044925108e+18,5.664900036911351e+18,1.435166218200538e+18,5.1492551846601e+35,1.005,1.417,9.321,9.342,9.297,34318302887,40398717964,35183901191,35597345143,37651113371,39070214672,35286728261,35217537980,35291917429,37029401888,38883163324,0.615,0.637,953126,241898,244580,268103,237054,267306,381236,428616,408154,410373,0.063,18.017,17.993,619768,2088.0,2189.0,2462.0,2150.0,2165.0,2292.0,2381.0,2155.0,2142.0,2147.0,2380.0,2373.0
37962040479,2309.0,802359175376,647912168530,767991780316,681159401307,4.85146222455646e+18,5.712665820069337e+18,1.443291351256525e+18,5.2077248115297e+35,1.006,1.391,9.326,9.349,9.304,36339004761,40265185115,35382804574,36779692811,37692570319,38998719563,35345526332,37039406776,35788307219,36948694100,38944221330,0.565,0.633,952740,241365,245163,267785,237810,266643,380877,428728,408141,409910,0.061,18.015,17.993,626754,2210.0,2184.0,2453.0,2162.0,2237.0,2294.0,2376.0,2158.0,2253.0,2177.0,2370.0,2376.0
40633363193,2471.0,803442184972,651354213059,775703076312,684914615812,4.88109297358216e+18,5.785207554594398e+18,1.4792126243238607e+18,5.4701749698977e+35,1.008,1.366,9.272,9.339,9.293,38630249696,40168077079,35607120866,38706528002,38084676035,39104180442,35461742527,39186585992,36970067553,37263744536,39059618223,0.52,0.629,952224,240102,244187,266955,237079,265465,378361,427591,407539,408856,0.058,18.014,17.993,633083,2349.0,2200.0,2447.0,2175.0,2354.0,2318.0,2382.0,2165.0,2383.0,2249.0,2371.0,2383.0
44433539105,2702.0,803983689770,654720608257,782501365372,688600546692,4.905868879924251e+18,5.826085615013217e+18,1.4915052027450363e+18,5.5614694245388e+35,1.011,1.341,9.24,9.339,9.293,41009647592,40170479340,35874452934,41570033553,38931191111,39448010033,35658924869,42088230696,39038354525,38103261830,39253605437,0.475,0.626,952263,239709,245742,266985,238898,265152,378082,427738,407857,408733,0.055,18.015,17.995,633316,2494.0,2260.0,2447.0,2192.0,2528.0,2369.0,2403.0,2177.0,2559.0,2374.0,2387.0,2395.0
45501010111,2766.0,804254442169,658013016747,788386647495,692217193946,4.930791976802188e+18,5.86188527966564e+18,1.4995507596664504e+18,5.6216312020406e+35,1.015,1.316,9.195,9.332,9.285,43522637469,40224736886,36153587770,43535521832,39807166978,39838526167,35875234435,44333911956,41122446827,39059364779,39465178122,0.431,0.623,952019,238164,244287,266022,237832,263848,375665,427342,406331,406771,0.052,18.014,17.996,633399,2646.0,2359.0,2450.0,2208.0,2647.0,2422.0,2426.0,2190.0,2696.0,2501.0,2408.0,2407.0
45397010787,2760.0,804389818369,661233064611,793358922682,695764557576,4.96334976154823e+18,5.935926862261033e+18,1.5328124530281738e+18,5.8737850403956e+35,1.019,1.291,9.174,9.311,9.263,45110520001,40257397101,36430590646,44466266310,40552479486,40197138078,36084504245,45271098615,42775811612,39961302219,39668330276,0.39,0.619,948911,235534,240195,264151,234135,261619,371939,426398,403462,403440,0.049,18.013,17.995,632472,2743.0,2476.0,2451.0,2225.0,2703.0,2467.0,2448.0,2203.0,2752.0,2601.0,2428.0,2419.0
45160517769,2745.0,804457506468,664382342193,797418190933,699242637580,5.004527628613886e+18,6.023079410336272e+18,1.5546283472015227e+18,6.0421732448063e+35,1.02,1.265,9.115,9.284,9.236,45352846222,40312214503,36702930098,44813392039,41166884590,40517356123,36283977070,45296097499,43888014715,40796626216,39860196806,0.355,0.615,948116,235964,240176,263618,234417,260698,372408,425246,402745,402218,0.046,18.012,17.995,632264,2757.0,2574.0,2454.0,2242.0,2724.0,2504.0,2467.0,2215.0,2753.0,2668.0,2447.0,2431.0
43188746009,2625.0,804491350518,667462404882,800564452246,702651433959,5.031204598622577e+18,6.061527929603381e+18,1.5637576870032192e+18,6.1133452591541e+35,1.021,1.24,9.046,9.294,9.245,44582091521,40348914581,36948906737,44001069024,41436466113,40689703857,36435730233,44214047392,44100100258,41322953213,40002742211,0.382,0.612,947698,238074,240415,263184,234928,259885,375994,424367,402690,401669,0.043,18.009,17.993,631338,2710.0,2625.0,2456.0,2256.0,2674.0,2520.0,2477.0,2224.0,2687.0,2681.0,2458.0,2439.0
41195885367,2503.0,804508272543,670474773886,802797706623,705990946712,5.053821170290025e+18,6.06780751545099e+18,1.554118707299994e+18,6.0382123909495e+35,1.023,1.215,9.034,9.305,9.256,43181716381,40370928230,37168103385,42598477195,41404388680,40722360729,36540349027,42520944314,43603492048,41538484627,40096082401,0.415,0.608,947695,237272,240241,262624,234904,258958,374573,423484,401863,400366,0.04,18.0,17.986,630999,2624.0,2653.0,2457.0,2269.0,2589.0,2518.0,2479.0,2230.0,2584.0,2650.0,2461.0,2445.0
42307778181,2571.0,820430102089,674120425705,808361519006,709960916327,5.083273925774348e+18,6.094468409611136e+18,1.543720239516196e+18,5.9576804447299e+35,1.024,1.19,8.98,9.306,9.257,42230803186,40464012142,37398210109,42453127688,41524840613,40824645726,36667105712,42083975214,43269362581,41876147191,40209042286,0.44,0.604,946883,236126,239271,261802,234126,257772,371633,422191,400672,398699,0.038,17.992,17.978,630956,2566.0,2667.0,2463.0,2283.0,2580.0,2525.0,2485.0,2237.0,2557.0,2630.0,2468.0,2451.0
45139227577,2742.0,840326043263,678210569853,815891886378,714378731445,5.112077562175171e+18,6.147436327489614e+18,1.5670941971015662e+18,6.1394605564735e+35,1.025,1.165,8.994,9.312,9.263,42880963708,40588579427,37658196912,43796177633,42006758875,41103005845,36853306192,43538187410,43583294928,42558451574,40379174538,0.479,0.6,946275,235039,239773,261478,234831,257085,369707,420982,400177,397731,0.035,17.986,17.973,629511,2605.0,2673.0,2470.0,2299.0,2661.0,2554.0,2501.0,2248.0,2645.0,2648.0,2486.0,2461.0
44854727851,2725.0,850274013850,682210820723,822484567628,718713946450,5.140296802489642e+18,6.197655358231964e+18,1.5903022074655465e+18,6.3226527776745e+35,1.027,1.14,8.9,9.309,9.26,44100577870,40692426824,37914619516,44325452742,42386488072,41345052426,37029161614,44525069481,43800899184,43129151839,40537340053,0.534,0.596,945168,234374,237916,260368,233279,255628,367665,420034,398343,395441,0.032,17.981,17.968,629129,2679.0,2667.0,2476.0,2314.0,2693.0,2577.0,2516.0,2259.0,2705.0,2661.0,2503.0,2471.0
44335540955,2693.0,855247999143,686123153991,828546803260,722966561342,5.165621850729609e+18,6.217779144509281e+18,1.591512488192581e+18,6.3322800001824e+35,1.029,1.116,8.915,9.32,9.271,44776498794,40796183752,38155641577,44330496849,42646361790,41537987170,37189741379,44642551024,43911788225,43528854870,40678459206,0.685,0.594,943311,231600,234437,258689,230029,253595,363790,418676,396174,392794,0.029,17.978,17.966,627909,2720.0,2658.0,2482.0,2329.0,2693.0,2592.0,2527.0,2268.0,2712.0,2668.0,2517.0,2479.0
45630229248,2771.0,857734991790,689949501913,834078593274,727136576120,5.19154580649678e+18,6.23401757370476e+18,1.58881421212631e+18,6.3108265016364e+35,1.029,1.092,8.953,9.333,9.285,44940166018,40978764690,38402442335,44980363048,43044210784,41802002788,37375246607,45069416251,44384258976,43982748663,40842735858,0.807,0.591,942717,231906,234207,258078,229982,252619,364379,417308,395213,391339,0.026,17.967,17.954,627060,2730.0,2661.0,2493.0,2344.0,2732.0,2616.0,2543.0,2279.0,2737.0,2696.0,2535.0,2489.0
45870392996,2785.0,858978488113,693691754276,839079937670,731223990784,5.221059182667217e+18,6.257578448079569e+18,1.581425768708999e+18,6.2522686548421e+35,1.03,1.068,9.02,9.34,9.293,45278721066,41178136647,38647405183,45425378022,43421035079,42064479576,37561953121,45534529740,44899995254,44355610948,41006866642,0.927,0.588,939717,229752,227595,255301,223519,249490,361490,414888,391318,386959,0.022,17.951,17.939,625070,2750.0,2684.0,2505.0,2358.0,2759.0,2639.0,2558.0,2290.0,2765.0,2727.0,2554.0,2499.0
44757902209,2718.0,859600236275,697351759335,843550836449,735228805335,5.24822408817267e+18,6.272207531345145e+18,1.570761987105003e+18,6.1682330503351e+35,1.03,1.044,9.053,9.343,9.296,45419508151,41292795666,38869957287,45091640116,43599284030,42238248778,37720105848,45274120311,45041835728,44498474008,41141163280,1.021,0.585,938684,228288,226406,254287,222191,248102,358898,412562,389572,384694,0.019,17.934,17.922,622416,2758.0,2715.0,2511.0,2372.0,2738.0,2649.0,2569.0,2300.0,2749.0,2735.0,2568.0,2506.0
45256047758,2747.0,859911110355,700931324722,847491289609,739151019773,5.274034987139056e+18,6.280567193259037e+18,1.556518516657913e+18,6.0568747317474e+35,1.031,1.02,9.087,9.367,9.321,45294780988,41385561468,39094986785,45173843937,43820185860,42432945486,37885730945,45192390115,45180997703,44643033982,41281516916,1.083,0.581,937657,226873,225534,253377,221196,246832,356087,411664,388346,382963,0.015,17.921,17.909,621430,2750.0,2740.0,2517.0,2385.0,2743.0,2662.0,2580.0,2310.0,2744.0,2744.0,2583.0,2515.0
46633139992,2831.0,860066547396,704432218342,850901297152,742990634097,5.30378642769268e+18,6.324179372918879e+18,1.5676482273913367e+18,6.143802412107999e+35,1.032,0.996,9.033,9.338,9.293,45549029986,41536061602,39336052178,45903491965,44195246411,42703925777,38077981694,45861569617,45559137394,44927180686,41447190613,1.12,0.576,937204,226832,226184,252987,221760,246074,355720,409892,387623,381728,0.012,17.908,17.896,619349,2765.0,2753.0,2526.0,2400.0,2787.0,2685.0,2596.0,2321.0,2784.0,2766.0,2603.0,2524.0
51938149048,3152.0,860144265916,707856169245,853780859077,746747648307,5.34347328027305e+18,6.433472433427982e+18,1.6390872379001062e+18,6.7165174336175e+35,1.032,0.973,8.966,9.312,9.268,47942445600,41850669218,39633974451,48920820506,45227633429,43299682117,38382600756,49056129148,47210175334,45897713352,41724159775,1.132,0.572,936275,227319,227049,252692,222584,245435,355603,408932,386927,380542,0.008,17.897,17.884,618348,2910.0,2814.0,2544.0,2418.0,2970.0,2747.0,2632.0,2339.0,2978.0,2866.0,2644.0,2541.0
53347430447,3238.0,860183125176,711204868480,856129975385,750422062404,5.36700544461186e+18,6.451798553473295e+18,1.644342924841542e+18,6.7596591361911e+35,1.032,0.949,8.985,9.333,9.29,50639573163,42237902272,39936825967,51134125477,46310273032,43947923945,38711498112,51758621572,48960554296,46994844119,42025554413,1.128,0.567,934256,225854,225271,251523,220788,243933,352206,406561,385258,378390,0.005,17.883,17.87,615037,3074.0,2892.0,2568.0,2436.0,3104.0,2812.0,2671.0,2359.0,3141.0,2972.0,2689.0,2559.0
54489564250,3306.0,860202554806,714479969930,857948646074,754013876387,5.391176511179733e+18,6.46912499324692e+18,1.648892499442053e+18,6.7971161867907e+35,1.034,0.926,9.008,9.335,9.292,53258381248,42678567010,40234180159,52811844863,47400845194,44628029771,39058268797,53683617115,50674613512,48168541110,42345394814,1.113,0.563,933766,226793,226792,251464,222272,243556,354342,405489,385488,378151,0.002,17.868,17.853,614246,3232.0,2968.0,2594.0,2454.0,3205.0,2878.0,2712.0,2380.0,3258.0,3076.0,2736.0,2578.0
56407445934,3422.0,860212269621,717683091128,859236871146,757523090257,5.424724731919346e+18,6.521093236143486e+18,1.6650887886582935e+18,6.9313016852889e+35,1.036,0.903,8.953,9.323,9.28,54748146877,43168365157,40549112197,54609645398,48601725293,45387992104,39439569393,55258149458,52551738327,49509107597,42700851205,1.092,0.559,933978,229707,229929,251990,225408,243784,359863,405253,386805,379029,-0.001,17.854,17.838,615234,3322.0,3059.0,2623.0,2472.0,3314.0,2951.0,2758.0,2403.0,3353.0,3189.0,2790.0,2599.0
55263199078,3353.0,874143489800,721427961871,863708347339,761569939364,5.449224017609004e+18,6.525844742720341e+18,1.6589607925301535e+18,6.8803772778807e+35,1.037,0.88,9.057,9.347,9.304,55386736420,43666450542,40836914841,54936422238,49489921797,46025102231,39787341474,55515675558,53766478110,50571215457,43024237730,1.064,0.555,933899,230017,231921,252184,227415,243699,360853,404847,387295,379113,-0.004,17.837,17.82,615184,3361.0,3150.0,2653.0,2490.0,3333.0,3004.0,2796.0,2424.0,3368.0,3263.0,2837.0,2619.0
56034624619,3399.0,898688279124,725863238939,872071894991,766309376613,5.473837110179117e+18,6.510443298418385e+18,1.633341778069681e+18,6.6695134099696e+35,1.038,0.859,9.415,9.378,9.336,55901756543,44252429406,41139918754,55485523429,50362548840,46670877869,40144424620,55839619658,54798885103,51602205640,43358253329,1.036,0.551,934196,229758,233593,252308,229210,243557,360726,404225,388075,379508,-0.007,17.819,17.801,614725,3391.0,3243.0,2689.0,2508.0,3366.0,3057.0,2835.0,2445.0,3387.0,3325.0,2885.0,2639.0
57935873697,3514.0,910960673787,730201037390,879608003244,770960105151,5.498040124951496e+18,6.517226341016438e+18,1.627281608353719e+18,6.6201135822157e+35,1.04,0.838,9.477,9.392,9.351,56411232465,44901853307,41475553696,56710698563,51372325488,47397651794,40535445479,56856678235,55921655193,52755963828,43727395196,1.01,0.547,934330,230655,236836,253002,232700,244002,362840,403904,389525,380603,-0.009,17.801,17.782,614097,3422.0,3341.0,2728.0,2528.0,3440.0,3118.0,2879.0,2469.0,3449.0,3393.0,2938.0,2661.0
62328930619,3780.0,917096871118,734443499611,886544005936,775522124976,5.51562949768863e+18,6.500020597957168e+18,1.6194487209686157e+18,6.5565353996172e+35,1.043,0.819,9.527,9.42,9.38,58766476312,45684321737,41846120910,59519814591,52833206172,48360960105,41014423174,59815527312,57739020452,54373590119,44185711173,0.982,0.544,934384,231143,238355,253164,234618,243942,363644,402626,389745,380507,-0.011,17.783,17.762,611642,3564.0,3430.0,2775.0,2550.0,3610.0,3206.0,2937.0,2497.0,3628.0,3502.0,3006.0,2688.0
66630859519,4041.0,920164969783,738592720904,892879903065,779995436090,5.537116288266852e+18,6.521749841968204e+18,1.6315598175825467e+18,6.654968595875e+35,1.046,0.8,9.506,9.426,9.389,62298554612,46658557344,42274190166,63075337055,54672893285,49539663293,41577421775,63747718915,60260768595,56398385952,44730430703,0.952,0.541,934524,232323,239956,253384,236684,243970,364516,401576,389807,380286,-0.013,17.765,17.742,610528,3778.0,3545.0,2834.0,2576.0,3825.0,3318.0,3008.0,2531.0,3866.0,3655.0,3088.0,2721.0
69017151769,4185.0,921699019116,742650750520,898615694633,784380038491,5.560951919422154e+18,6.518211246823456e+18,1.6164159043464256e+18,6.5320009395602e+35,1.051,0.784,9.497,9.463,9.426,65992313969,47820174574,42731126851,66046244412,56585461083,50796275453,42180492764,67107017494,62904681619,58529017717,45318188100,0.93,0.539,934316,233440,240941,253424,238162,243839,366870,402179,390392,380612,-0.015,17.748,17.723,610859,4002.0,3671.0,2904.0,2604.0,4005.0,3433.0,3084.0,2568.0,4069.0,3815.0,3175.0,2757.0
69088046183,4189.0,922466043783,746619592673,903751380638,788675932181,5.590854435901509e+18,6.527996352826601e+18,1.5936634713351242e+18,6.3494081496698e+35,1.055,0.769,9.519,9.463,9.428,68245352490,49059778285,43174249634,67567145297,58252472429,51976389693,42771867564,68654883601,65047475835,60446369475,45897461053,0.907,0.538,934241,237035,245451,254687,243156,244925,372524,402214,392457,382418,-0.016,17.733,17.706,611345,4138.0,3780.0,2979.0,2630.0,4097.0,3534.0,3156.0,2603.0,4163.0,3944.0,3258.0,2791.0
68907646304,4177.0,922849556116,750501207525,908286961082,792883117158,5.612890104926754e+18,6.510470225985708e+18,1.5723504044298296e+18,6.1807144857766e+35,1.059,0.756,9.563,9.498,9.466,69004281419,50231378882,43606704320,68237395801,59673162279,53068728829,43346280284,68986030508,66692291501,62118547410,46463030210,0.89,0.537,934153,238520,247341,255127,245588,245220,374125,401852,393103,382849,-0.018,17.716,17.686,610286,4184.0,3898.0,3050.0,2656.0,4137.0,3620.0,3222.0,2638.0,4182.0,4044.0,3335.0,2825.0
71822252410,4354.0,923041312282,754297512161,912222435963,797001593424,5.648062630716255e+18,6.560718124010205e+18,1.5771915304699046e+18,6.2188328094649996e+35,1.063,0.745,9.541,9.466,9.437,69939314966,51382275782,44055877595,70029824105,61293040964,54278633577,43972125825,70395016004,68578457006,63949341929,47083152146,0.869,0.535,934236,241411,253779,257149,252596,247109,375261,401530,394895,384449,-0.019,17.701,17.669,610929,4240.0,4034.0,3119.0,2683.0,4245.0,3718.0,3295.0,2676.0,4267.0,4158.0,3419.0,2863.0
69953793855,4240.0,923137190366,758010381530,915557805282,801031360978,5.678818172685317e+18,6.622209722164881e+18,1.6102417377439352e+18,6.4821961349315e+35,1.066,0.735,9.541,9.471,9.443,70227897523,52448667561,44472498580,69991808980,62447808016,55289934240,44543151496,70402255448,69433664024,65277997168,47652337119,0.845,0.534,934155,243361,257542,258357,257157,248221,376223,400803,395808,385216,-0.02,17.688,17.652,609528,4257.0,4138.0,3183.0,2708.0,4242.0,3787.0,3356.0,2710.0,4267.0,4209.0,3491.0,2897.0
67492330602,4090.0,923185129407,761641649374,918293069040,804972419819,5.709577392182921e+18,6.655252880386364e+18,1.6100869445065812e+18,6.4809499221763e+35,1.068,0.726,9.562,9.472,9.446,69756125623,53343966475,44851357908,68742069791,63120411027,56077185618,45047529059,69034471988,69244293794,66056355842,48158267493,0.821,0.532,933890,244582,258132,258540,258661,248345,376518,400055,395672,384970,-0.021,17.676,17.637,608620,4228.0,4182.0,3237.0,2731.0,4166.0,3828.0,3403.0,2740.0,4184.0,4197.0,3550.0,2927.0
67687086280,4101.0,923209098928,765193109134,920428227235,808824769949,5.737550796878862e+18,6.655708135210874e+18,1.5822791963046863e+18,6.2590186376465e+35,1.068,0.718,9.62,9.508,9.484,68377736913,54119084714,45213444122,68214578036,63729301061,56826211467,45545101745,67999952317,68919205341,66712546876,48660151633,0.793,0.53,933830,242663,255073,257489,256477,247253,373212,398391,394070,383273,-0.022,17.664,17.622,606681,4144.0,4191.0,3284.0,2753.0,4134.0,3864.0,3448.0,2770.0,4121.0,4177.0,3606.0,2957.0
66733463932,4043.0,923221083688,768666514833,921963279868,812588411367,5.74575648410187e+18,6.578598899447188e+18,1.5673902158472663e+18,6.1417802218343e+35,1.068,0.712,9.737,9.574,9.552,67304293605,54826833175,45554274382,67474020984,64129856111,57465389046,46010780035,67177815827,68317988916,67105020114,49133119102,0.771,0.53,933806,243112,253885,257031,256089,246760,374443,396711,393660,382767,-0.023,17.651,17.606,603586,4078.0,4171.0,3327.0,2773.0,4089.0,3888.0,3486.0,2798.0,4070.0,4140.0,3655.0,2986.0
65052897473,3941.0,923227076069,772063581946,922898226940,816269249162,5.745671996789574e+18,6.453310545040593e+18,1.567631170317115e+18,6.1436687153745e+35,1.069,0.707,9.998,9.719,9.701,66491149229,55482029398,45845304538,66263459229,64252928292,57954905718,46429288111,66052117761,67378191157,67156809255,49561660269,0.748,0.53,934113,243623,250163,255694,253062,245410,375977,394939,392080,381120,-0.024,17.639,17.591,600168,4029.0,4135.0,3366.0,2790.0,4015.0,3895.0,3516.0,2823.0,4002.0,4083.0,3694.0,3011.0
68608645839,4156.0,923230072259,775385988242,923233068449,819870157495,5.755672012789245e+18,6.404995309138479e+18,1.5559573823474657e+18,6.0525084392039e+35,1.074,0.705,10.03,9.704,9.69,66798335748,56263633667,46141405119,67436052534,64833690632,58642243791,46916746522,67110866066,67471442944,67600360545,50061953484,0.72,0.531,934220,246146,254383,257010,257704,246718,379536,394676,393960,382937,-0.025,17.628,17.577,600249,4047.0,4132.0,3413.0,2808.0,4085.0,3930.0,3557.0,2853.0,4066.0,4088.0,3745.0,3041.0
69375700952,4202.0,907436667832,777941093191,919021094443,822696854935,5.77080321893188e+18,6.379671386253153e+18,1.5408644996464358e+18,5.9356585156767e+35,1.073,0.706,10.181,9.804,9.795,67679081421,57136532165,46480755086,68405876743,65439292008,59334724898,47410349916,68399548668,67767137096,68019086356,50572597348,0.689,0.533,933992,244806,251113,255839,254966,245576,377382,392967,392678,381640,-0.026,17.618,17.563,597770,4100.0,4111.0,3466.0,2828.0,4144.0,3966.0,3599.0,2882.0,4143.0,4105.0,3796.0,3072.0
72095678169,4367.0,897804262045,780363747324,914647121437,825375042487,5.770246977443824e+18,6.254983836131584e+18,1.5426502379905733e+18,5.9494243919309e+35,1.078,0.71,10.329,9.902,9.898,70026674987,58166525258,46907660270,70250777456,66326810163,60158012206,47952884603,70607847042,68830202391,68673417927,51135562691,0.654,0.535,933288,243818,248336,254789,252596,244561,377327,391598,392035,380990,-0.027,17.607,17.55,595244,4242.0,4129.0,3528.0,2854.0,4255.0,4020.0,3648.0,2915.0,4277.0,4169.0,3854.0,3106.0
71383740971,4323.0,892988059151,782733156312,910607064737,827981862533,5.761654759589357e+18,6.123696133915981e+18,1.5652036561867082e+18,6.1246562133506e+35,1.086,0.716,10.475,9.986,9.987,70951706697,59135724018,47308877525,70817259214,67001067604,60882252771,48467848479,71286380034,69638787518,69097969257,51673498530,0.613,0.538,933508,243857,246920,254164,251471,243979,377967,390899,391481,380446,-0.028,17.597,17.536,592899,4297.0,4162.0,3586.0,2878.0,4289.0,4060.0,3692.0,2946.0,4317.0,4218.0,3906.0,3138.0
71823409627,4349.0,890579957704,785050490377,906900924345,830517315073,5.777181338729065e+18,6.097919343476241e+18,1.5437745180421873e+18,5.9580994063909995e+35,1.092,0.722,10.465,9.971,9.979,71767609589,60025196753,47705892516,71320334420,67644046540,61588133859,48981157516,71722231499,70418310867,69494906786,52212279456,0.563,0.539,933636,244347,247876,254331,252624,244194,377686,390016,391003,379981,-0.029,17.586,17.521,596963,4346.0,4197.0,3640.0,2902.0,4319.0,4099.0,3734.0,2977.0,4343.0,4265.0,3955.0,3171.0
71281851393,4316.0,889375906981,787316894022,903528700258,832981400106,5.79396130305139e+18,6.115140160000777e+18,1.5451489258588362e+18,5.9687130077068e+35,1.092,0.73,10.531,9.997,10.011,71496333997,60906100871,48087839215,71301092907,68129087187,62213534990,49471282656,71479352401,70914718823,69770183692,52730432398,0.516,0.54,933630,244769,246312,253656,251289,243586,380001,388826,390898,379897,-0.03,17.574,17.506,595076,4330.0,4236.0,3693.0,2925.0,4318.0,4128.0,3772.0,3006.0,4328.0,4295.0,3998.0,3202.0
73880033253,4473.0,888773881619,789533486599,900490392479,835374117632,5.801153827278325e+18,6.084474105092437e+18,1.539625466057836e+18,5.9261164393345e+35,1.099,0.739,10.526,9.99,10.01,72328431424,61890917281,48502589559,72590563080,68895879996,62966212297,50007738713,72671202029,71898229836,70370316278,53297293806,0.47,0.542,933848,248001,248548,254257,253624,244269,385317,388715,392397,381442,-0.031,17.561,17.49,594208,4379.0,4312.0,3752.0,2950.0,4395.0,4174.0,3817.0,3038.0,4400.0,4354.0,4049.0,3236.0
75754273283,4586.0,888472868938,791701362855,897786001005,837695467652,5.825979603656607e+18,6.140932198007432e+18,1.554298902468008e+18,6.0396126955331e+35,1.103,0.749,10.481,9.959,9.984,73638719309,62895052082,48911209962,74172418181,69810332434,63791248490,50573596615,74384122958,73035046006,71174709563,53896231909,0.423,0.544,933884,249349,250016,254631,255127,244749,388077,388351,393339,382464,-0.031,17.55,17.475,593955,4458.0,4374.0,3813.0,2974.0,4491.0,4229.0,3867.0,3072.0,4503.0,4422.0,4103.0,3272.0
