Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-hashrate_raw,difficulty-btc-sma-3,difficulty-btc-sma-14,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-30,difficulty-btc-std-3,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-var-30,difficulty-btc-trx-90,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-7,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-mom-14,hashrate-btc-var-14,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-3,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-var-30,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-14,sentinusd-btc-sma-90,sentinusd-btc-std-30,sentinusd-btc-var-7,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-30,transactionfees-btc-sma-14,transactionfees-btc-sma-30,transactionfees-btc-sma-90,transactionfees-btc-ema-14,transactionfees-btc-wma-30,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-trx-3,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-7,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-std-30,confirmationtime-btc-var-30,confirmationtime-btc-trx-14,confirmationtime-btc-trx-90,marketcap-btc-wma-90,marketcap-btc-trx-30,marketcap-btc-trx-90,transactionvalue-btc-sma-7,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-ema-7,transactionvalue-btc-ema-14,transactionvalue-btc-ema-30,transactionvalue-btc-ema-90,transactionvalue-btc-wma-7,transactionvalue-btc-wma-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,mediantransactionvalue-btc-sma-7,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-14,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,fee_to_reward-btc-roc-7,size-btc-sma-7,size-btc-sma-90,size-btc-ema-90,size-btc-wma-90,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-var-30,transactions-btc-var-90,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-ema-90,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-var-30,top100cap-btc-var-90,top100cap-btc-trx-7,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-roc-30,activeaddresses-btc-sma-30,activeaddresses-btc-ema-30,activeaddresses-btc-wma-90,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-sma-14,price-btc-wma-3,price-btc-trx-30,price-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2014-03-01,6846812263,560.083,3.0258499015430308e+16,3461907639,3164021579,2798276388,1820503152,3550298829,3162452123,2836746064,2014388325,3367722138,3010007297,561062723.0,810760411,1641933565,1.6433311094994432e+17,1.967,3.0325252318203628e+16,2.77004194652379e+16,2.4371256051435976e+16,3.004795346598628e+16,2.8974662951684784e+16,2.7512285290778028e+16,2.467159202126041e+16,1.7563524563030534e+16,2.9339363293941416e+16,2.8358476957474348e+16,2.6182523451054468e+16,1.9868133823701868e+16,3017489897084645.0,3837384246961940.0,7132214475404608.0,1.4038347475997776e+16,6329022691404132.0,3.6813794647079e+30,1.2717120830793e+31,4.9268799964213e+31,2.249,1.92,80.774,93.364,122.823,272.978,77.087,95.349,125.793,261.162,76.342,83.156,88.503,103.859,190.112,74.045,1371.0,-2.654,-1.75,-0.968,321167660,556314654,205685022,7349344859291408.0,1.0576582106337456e+16,8.892579679489286e+16,-1.054,0.13,0.142,0.182,0.126,0.131,0.0026,0.0021371428571428,-0.136,-0.671,0.284,0.024,-0.38,0.252,-38.827,8.357,8.329,8.215,1.577,0.622,-0.05,0.017,8734058728,-0.288,0.926,5591,5172,9469,5618,5647,6273,7943,5711,5858,17504612,-1.468,-1.041,196.759,229.442,206.046,191.043,64.36,1045.0,1036.0,-0.547,0.404,0.344,0.326,0.334,0.399,0.34,0.325,0.173,0.138,0.175,0.007,0.008,0.248,-0.343,-0.511,27.635,236612,186660,192436,195111,63534,65818,1009149006,1082997892,0.428,0.191,42271330,72294463,0.198,0.099,33798,285571012,0.497,0.356,21.21,21.142,21.195,21.279,0.394,0.506,0.039,0.064,-0.094,-0.029,-0.007,0.033,-2.432,168991,171943,156902,0.417,0.391,587.551,565.989,-0.348,0.913,561.09,619.677,457.005,593.201
2014-03-02,6903312989,561.09,2.7991845197924428e+16,3690624514,3249330103,2852338919,1855039991,3683011314,3249555013,2899905917,2053978116,3503652530,3075649065,353834211.0,857296216,1677211377,1.8373920033196646e+17,1.96,2.989735170370594e+16,2.7866993242100524e+16,2.4641222713995268e+16,2.901989933195535e+16,2.8728958513244696e+16,2.757622661173088e+16,2.488580190362583e+16,1.7792718423138092e+16,2.9134117673886508e+16,2.839733372183255e+16,2.6416109847602108e+16,2.0132846147719484e+16,3002742871209954.0,3667295945282164.0,7046319777543171.0,1.4110113758333478e+16,2332032876076744.0,3.3622648875708e+30,1.2412655601849e+31,4.9773827568278e+31,0.746,1.914,73.078,89.767,118.793,267.222,73.73,92.019,122.217,256.969,71.142,79.178,85.437,100.475,185.659,71.833,1290.0,-2.672,-1.772,-0.97,313357873,545283631,208690844,6300046982283728.0,1.0887967140933008e+16,8.443972987326784e+16,-1.053,0.129,0.139,0.18,0.124,0.129,0.00256,0.00216,-1.502,-0.692,0.274,0.025,-0.404,0.246,-38.872,8.602,8.411,8.228,1.714,0.734,0.03,0.017,8684686282,-0.314,0.908,5769,5087,9333,5567,5616,6217,7887,5667,5798,16934974,-1.395,-1.046,191.744,225.624,204.614,185.48,63.606,1404.0,1011.0,-0.538,0.393,0.349,0.326,0.332,0.397,0.336,0.325,0.163,0.138,0.17,0.007,0.007,0.226,-0.322,-0.513,7.818,240721,186751,193464,196266,62074,66085,963294566,1091818823,0.446,0.194,43980202,70561510,0.201,0.099,33738,284566978,0.516,0.357,21.205,21.111,21.176,21.271,0.398,0.513,0.04,0.066,-0.106,-0.035,-0.008,0.033,-2.386,169339,171142,157069,0.429,0.391,582.343,561.848,-0.373,0.895,604.807,627.479,476.297,619.564
2014-03-03,7492764773,604.807,2.740697926518365e+16,3815723799,3298809220,2906401450,1889576830,3749367556,3325044184,2958990942,2092697801,3615077543,3137802929,356149365.72727275,888368787,1708972741,1.972997752075387e+17,1.955,2.8552441159512804e+16,2.788458240643872e+16,2.4853251032711064e+16,2.82134392985695e+16,2.839846370122943e+16,2.755366029885792e+16,2.5048458507597304e+16,1.8004020859227006e+16,2.8779473545422684e+16,2.83359985249103e+16,2.659454575413039e+16,2.037939094918029e+16,3153737847384100.0,3655922145868761.0,6983367892024452.0,1.414628979203836e+16,246248300734756.0,3.3414416841634e+30,1.219185677884e+31,5.0029378720082e+31,-0.501,1.907,73.091,89.164,115.237,259.409,77.88,90.687,119.625,253.124,75.618,78.936,84.406,98.104,181.589,68.101,1159.0,-2.671,-1.793,-0.971,334773107,539468552,222707061,1.2879688867191744e+16,1.2399608767904192e+16,8.078710305636077e+16,-1.037,0.12,0.137,0.179,0.124,0.128,0.00252,0.0021828571428571,0.158,-0.71,0.264,0.024,-0.424,0.241,-38.577,8.914,8.482,8.257,1.751,0.766,0.121,0.018,8649286566,-0.337,0.89,6037,5287,9255,6188,5940,6335,7891,6237,5908,16577818,-1.23,-1.042,194.525,223.38,205.04,190.973,65.419,1521.0,1070.0,-0.524,0.382,0.339,0.334,0.332,0.399,0.351,0.328,0.106,0.143,0.172,0.003,0.007,0.3,-0.292,-0.514,45.818,255928,188384,196515,199465,71055,72790,1262196806,1324577983,0.475,0.197,47634559,71984288,0.21,0.1,35413,313522302,0.542,0.359,21.199,21.076,21.156,21.261,0.395,0.52,0.039,0.068,-0.116,-0.041,-0.01,0.032,-3.01,172752,175417,158951,0.45,0.392,580.523,582.78,-0.396,0.877,677.606,630.301,466.322,644.487
2014-03-04,8299305811,677.606,2.7414395825327784e+16,3815723799,3347819979,2960463981,1924113669,3782545678,3390468133,3014264030,2130566505,3701997176,3196468887,358464520.45454544,905571280,1737410518,2.0501483557665792e+17,1.949,2.760440676281197e+16,2.809181746014748e+16,2.510082360433089e+16,2.781391756194864e+16,2.815244673225402e+16,2.753509170238723e+16,2.520109962487024e+16,1.82108422870534e+16,2.8458784018866144e+16,2.8273306980762176e+16,2.6759780902041148e+16,2.0620943300725468e+16,3237259422443800.0,3163774890284600.0,6799981664465028.0,1.4174434922153094e+16,2901290751922576.0,2.5023678890988e+30,1.1559937659265e+31,5.0228651340588e+31,-1.035,1.899,81.635,88.287,111.825,252.851,85.191,90.929,117.875,249.594,85.323,81.829,84.851,96.637,177.921,61.761,953.609,-2.635,-1.811,-0.973,359713328,531724832,239323934,1.8417092181474496e+16,1.4318986329508832e+16,7.395847613064518e+16,-1.006,0.121,0.136,0.177,0.126,0.129,0.00248,0.0022057142857142,2.521,-0.723,0.254,0.024,-0.44,0.236,-34.643,9.017,8.546,8.27,1.778,0.791,0.211,0.019,8632684397,-0.354,0.873,6183,5518,9149,6663,6227,6449,7895,6750,6018,15806453,-1.004,-1.03,189.806,220.687,205.524,196.105,67.202,1036.0,1129.0,-0.505,0.372,0.349,0.341,0.332,0.4,0.368,0.331,0.124,0.145,0.171,0.004,0.007,0.43,-0.255,-0.515,6.021,266743,189767,200048,203177,82905,80440,1718317740,1617640719,0.518,0.2,51033380,74223210,0.225,0.101,37531,352150278,0.575,0.362,21.195,21.057,21.143,21.255,0.376,0.524,0.035,0.069,-0.113,-0.046,-0.011,0.032,-2.581,175985,179100,160710,0.476,0.393,584.049,633.92,-0.413,0.859,662.002,625.927,434.951,635.862
2014-03-05,8068506704,662.002,3.026332506332425e+16,3815723799,3396830738,3014526512,1958650508,3799134738,3447168888,3065971111,2167602929,3764411430,3251646939,360779675.1818182,909690896,1762685577,2.068843814393252e+17,1.944,2.8361566717945244e+16,2.815441880929668e+16,2.540248264805258e+16,2.903862131263645e+16,2.8680166315021576e+16,2.789885615051217e+16,2.552769481444792e+16,1.847573201840001e+16,2.8866656907003096e+16,2.856284132785241e+16,2.7092845512298784e+16,2.092000797988835e+16,2940138828972200.0,3295732129080000.0,6885818652127552.0,1.4276144979425842e+16,876418888088848.0,2.7154625666625e+30,1.1853624627497e+31,5.0952078868396e+31,0.153,1.891,86.719,86.817,108.855,245.963,85.408,90.222,115.794,245.99,87.318,82.289,84.496,94.946,174.245,57.82,835.785,-2.584,-1.827,-0.975,369423002,520357384,239031325,1.831980241145165e+16,1.428399359364912e+16,6.547789622045248e+16,-0.977,0.121,0.135,0.176,0.127,0.128,0.00244,0.0022285714285714,2.539,-0.734,0.245,0.023,-0.451,0.23,-33.2,9.218,8.588,8.279,1.781,0.793,0.283,0.02,8612038972,-0.367,0.856,6292,5673,9011,6531,6214,6428,7856,6738,6000,14906415,-0.816,-1.017,183.666,215.667,204.866,193.522,66.894,908.977,1119.0,-0.488,0.362,0.355,0.345,0.33,0.399,0.37,0.331,0.12,0.143,0.166,0.004,0.007,0.518,-0.22,-0.516,13.558,273950,190269,201880,205235,83497,82189,1742916799,1688757354,0.559,0.205,48323071,70376734,0.238,0.102,38150,363859565,0.607,0.364,21.193,21.05,21.136,21.249,0.351,0.526,0.031,0.069,-0.099,-0.048,-0.013,0.031,-2.286,176973,180588,161790,0.5,0.394,586.877,657.671,-0.425,0.842,661.353,636.984,444.394,664.422
2014-03-06,8063675547,661.353,2.976985726786321e+16,3815723799,3445841497,3068589043,1993187347,3807429269,3496309543,3114342253,2203825365,3802320304,3303337087,363094829.9090909,900907127,1784932276,2.0290841279554355e+17,1.939,2.914919271883843e+16,2.827997584685248e+16,2.5772923698079844e+16,2.9404239290249828e+16,2.8952589053231984e+16,2.814832296615897e+16,2.580138271466826e+16,1.8723954551355244e+16,2.9021538998741364e+16,2.8778233122327948e+16,2.737461161680269e+16,2.1202302494386044e+16,2972344751480133.0,3396853459240500.0,6583406592226452.0,1.436058856647734e+16,1757798525781188.0,2.8846533558885e+30,1.0835310589643e+31,5.155662599391e+31,0.733,1.883,91.511,86.938,105.765,239.098,90.908,91.047,114.543,242.703,92.162,85.931,85.775,94.143,170.958,49.672,616.836,-2.499,-1.841,-0.977,373640021,513175200,227010176,1.6980602573943168e+16,1.288340496892768e+16,6.299363206921318e+16,-0.949,0.122,0.134,0.174,0.128,0.129,0.0024,0.0022514285714285,2.589,-0.741,0.235,0.023,-0.459,0.225,-27.821,9.313,8.587,8.294,1.782,0.794,0.314,0.021,8592239159,-0.377,0.839,6458,5758,8908,6335,6152,6384,7810,6601,5959,14604332,-0.676,-1.005,183.493,212.342,203.854,188.553,67.546,917.291,1141.0,-0.476,0.352,0.355,0.345,0.33,0.398,0.368,0.332,0.119,0.143,0.166,0.004,0.007,0.553,-0.189,-0.517,10.434,279267,191115,202828,206437,83590,82855,1746804425,1716237816,0.594,0.209,48427766,70054630,0.25,0.103,38860,377530057,0.637,0.367,21.191,21.048,21.131,21.244,0.271,0.528,0.018,0.07,-0.079,-0.049,-0.014,0.031,-3.096,177860,181569,162727,0.521,0.395,591.43,664.278,-0.434,0.825,642.185,638.79,451.812,641.523
2014-03-07,7801725441,642.185,3.290182379589049e+16,3815723799,3494852256,3113489647,2027724186,3811576534,3538898111,3159592675,2239251705,3815723799,3351539329,365409984.6363636,911052193,1804262639,2.0750402472714035e+17,1.933,3.0978335375692668e+16,2.873700510141293e+16,2.615435944652934e+16,3.115303154307016e+16,2.993989773889661e+16,2.878212307678984e+16,2.625947568765034e+16,1.903555607321316e+16,2.994175878582768e+16,2.9394479515533016e+16,2.783454065537112e+16,2.154779665670213e+16,3685761444673533.0,3988060535502700.0,6859578745798009.0,1.4572425242247028e+16,6398409563846276.0,3.9761567087085e+30,1.1763455142451e+31,5.308889436022e+31,2.207,1.876,87.768,86.934,103.039,234.454,86.089,89.743,112.397,239.155,87.042,85.685,85.019,92.563,167.49,45.609,520.042,-2.418,-1.853,-0.978,464342532,511855927,470819281,1.6189491833863328e+17,5.54176988783144e+16,6.012744885449309e+16,-0.858,0.123,0.132,0.171,0.128,0.128,0.00236,0.0022742857142857,0.853,-0.747,0.226,0.023,-0.464,0.22,-10.896,9.416,8.59,8.309,1.782,0.794,0.325,0.022,8567415657,-0.384,0.823,8853,6988,8865,10096,8182,7352,8108,10332,6935,13364369,0.014,-0.943,176.799,208.193,202.573,182.062,68.922,1066.0,1188.0,-0.468,0.342,0.353,0.345,0.325,0.397,0.365,0.332,0.12,0.143,0.138,0.004,0.005,0.548,-0.163,-0.517,-7.887,281039,192051,203841,207709,83744,83542,1753281814,1744796019,0.622,0.213,49021097,70897792,0.262,0.104,39365,387409934,0.661,0.37,21.162,20.881,21.047,21.212,0.542,0.611,0.074,0.093,-0.152,-0.063,-0.016,0.031,-6.479,178667,181537,163333,0.537,0.396,596.938,651.877,-0.44,0.809,619.677,632.924,459.325,651.272
2014-03-08,7630128755,619.677,3.248405265528423e+16,3815723799,3543863015,3153300292,2062261025,3813650166,3575808202,3201923715,2273899443,3815723799,3396844758,367725139.3636364,925819211,1820769553,2.1428530277825328e+17,1.927,3.1718577906346e+16,2.928014805841476e+16,2.6514694660500664e+16,3.18185420991772e+16,3.057593646799352e+16,2.927571368725576e+16,2.6661061298465428e+16,1.933112742666527e+16,3.0705388898543588e+16,2.9894085856049188e+16,2.824290795916176e+16,2.18778061849686e+16,4256678152530435.0,3806025543514104.0,7014268998745199.0,1.4721498761677956e+16,7604001398025688.0,3.6214576094705e+30,1.2299992396689e+31,5.4180631447521e+31,2.546,1.868,86.007,85.181,100.099,229.245,83.216,88.49,110.329,235.664,83.33,85.232,84.14,91.099,164.103,39.265,385.431,-2.341,-1.864,-0.98,518313516,512858766,508376294,1.695910456403858e+17,6.461161414520048e+16,6.092818024829094e+16,-0.748,0.122,0.13,0.171,0.126,0.127,0.00232,0.0022971428571428,-1.426,-0.754,0.217,0.023,-0.467,0.215,-15.523,9.211,8.612,8.322,1.764,0.778,0.32,0.023,8539042323,-0.389,0.807,9976,7784,8821,11326,9094,7846,8260,11873,7474,12660479,0.792,-0.86,179.704,206.883,202.209,181.918,68.764,1052.0,1182.0,-0.46,0.332,0.353,0.343,0.325,0.394,0.355,0.331,0.119,0.145,0.137,0.004,0.005,0.475,-0.144,-0.518,-20.813,273875,193057,203999,208125,83708,82240,1751748921,1690846169,0.64,0.216,49284254,68620652,0.269,0.105,39282,385776600,0.68,0.373,21.134,20.731,20.967,21.181,0.7,0.681,0.122,0.116,-0.249,-0.084,-0.02,0.03,-6.308,178932,180885,163720,0.546,0.397,599.893,634.126,-0.445,0.792,627.479,631.464,454.031,654.137
2014-03-09,7786226930,627.479,3.1691083931986e+16,3815723799,3592873774,3193110937,2096797865,3814686983,3607796949,3241523721,2307785693,3815723799,3439581759,370040294.09090906,933588359,1834529235,2.17896805941291e+17,1.922,3.2358986794386924e+16,2.9550743447009464e+16,2.6837909669338504e+16,3.17548130155816e+16,3.085472333399164e+16,2.959776305321979e+16,2.698557888772482e+16,1.960277482238661e+16,3.119129277186873e+16,3.0215543972525348e+16,2.85768685573221e+16,2.2184049093649336e+16,4171283405486000.0,3913006978634957.0,7044901590475919.0,1.482795387455759e+16,3788335440325860.0,3.8279059037115e+30,1.2407659604873e+31,5.4967054026502e+31,1.904,1.86,83.487,84.859,98.769,224.193,86.032,88.537,108.943,232.438,84.75,86.424,84.629,90.373,161.017,37.975,360.522,-2.248,-1.873,-0.982,542131048,508098354,507739154,1.446411110106352e+17,6.444976204187965e+16,5.841043784651603e+16,-0.643,0.122,0.129,0.17,0.125,0.126,0.00228,0.00232,-1.265,-0.759,0.208,0.023,-0.469,0.21,-26.725,8.891,8.571,8.32,1.757,0.772,0.288,0.024,8514401884,-0.393,0.791,10558,8163,8740,10867,9147,7952,8287,11752,7640,11956356,1.366,-0.777,183.24,205.189,201.406,178.909,63.689,853.047,1014.0,-0.453,0.323,0.352,0.339,0.324,0.391,0.345,0.329,0.121,0.146,0.137,0.004,0.005,0.36,-0.133,-0.519,-11.241,268234,193359,203904,208271,84343,82135,1778427284,1686555051,0.647,0.22,50126282,68594640,0.271,0.105,39459,389244196,0.691,0.375,21.102,20.575,20.879,21.146,0.85,0.756,0.181,0.143,-0.349,-0.11,-0.025,0.03,-6.947,179204,180420,164142,0.55,0.398,600.533,627.33,-0.448,0.777,630.301,631.648,451.41,650.778
2014-03-10,7801755577,630.301,3.165690178215616e+16,3815723799,3641884533,3232921582,2130578843,3815205391,3635520529,3278568887,2340927189,3815723799,3479750330,372355448.8181818,934534182,1847878045,2.183385342162555e+17,1.915,3.194401278980881e+16,2.979010841733642e+16,2.714194465207005e+16,3.170585739886888e+16,3.105526794603277e+16,2.987231488374464e+16,2.728695455833329e+16,1.986770068963429e+16,3.1536535438662788e+16,3.049636508387824e+16,2.888777127427808e+16,2.248350132087502e+16,3508784192811315.0,3988359624311520.0,7063253805440865.0,1.492755526117428e+16,3351109584577384.0,3.9767531232096e+30,1.2472388580019e+31,5.5707976518853e+31,1.219,1.852,81.227,83.285,96.55,218.414,80.261,86.664,106.72,228.966,80.251,83.367,83.247,88.807,157.727,35.536,315.701,-2.173,-1.881,-0.984,579964767,510255128,535641851,1.4585531791081472e+17,7.17280481430168e+16,5.97456497745976e+16,-0.525,0.124,0.129,0.168,0.128,0.127,0.00224,0.0023428571428571,1.345,-0.759,0.199,0.023,-0.47,0.205,-31.251,8.882,8.629,8.344,1.782,0.794,0.286,0.025,8490730260,-0.395,0.776,11364,8701,8765,11573,9753,8323,8406,12535,8076,12147272,1.921,-0.681,174.068,203.43,200.491,175.213,63.93,610.507,1022.0,-0.449,0.313,0.36,0.345,0.325,0.392,0.356,0.332,0.127,0.147,0.138,0.004,0.005,0.336,-0.115,-0.519,-6.197,260487,194319,205535,210134,84410,84033,1781281706,1765384968,0.656,0.223,50182960,69119993,0.273,0.106,39665,393321764,0.697,0.377,21.058,20.348,20.753,21.097,1.099,0.882,0.302,0.194,-0.478,-0.145,-0.031,0.029,-10.033,181200,182211,165318,0.555,0.398,604.815,627.59,-0.449,0.761,625.927,625.026,447.11,652.884
2014-03-11,7791229007,625.927,3.065402396702151e+16,3815723799,3690895291,3272732227,2162882987,3815464595,3659547631,3313224043,2373340302,3815723799,3517350473,374670603.54545456,928677528,1862872939,2.156104876031488e+17,1.909,3.133400322705457e+16,2.998885021706866e+16,2.744862272183782e+16,3.117994068294519e+16,3.095495695127995e+16,2.997654276151489e+16,2.750418484276479e+16,2.010476273968676e+16,3.147927570463845e+16,3.061155382383625e+16,2.911435703653301e+16,2.2754995619706108e+16,2146989387843616.8,3861435402085400.0,6844252887674191.0,1.497397453373041e+16,2782385196251328.0,3.7276708411195e+30,1.1710949397609e+31,5.6054978334202e+31,0.321,1.844,83.137,84.255,95.783,213.964,83.167,86.586,105.388,225.826,82.674,83.475,83.618,88.131,154.818,35.414,313.539,-2.086,-1.887,-0.986,585090698,506377238,534894376,1.4784228044490963e+17,7.152799826412109e+16,5.780935959439056e+16,-0.415,0.125,0.129,0.167,0.128,0.127,0.0022,0.0023657142857142,0.881,-0.759,0.19,0.023,-0.469,0.2,-29.489,8.726,8.567,8.343,1.651,0.681,0.272,0.026,8467630624,-0.395,0.76,11371,8777,8692,10715,9538,8311,8400,11729,8138,11751864,2.216,-0.594,162.536,201.832,199.301,170.154,64.493,185.788,1040.0,-0.448,0.303,0.355,0.347,0.324,0.392,0.356,0.333,0.119,0.147,0.137,0.004,0.005,0.32,-0.097,-0.52,-21.863,245353,194935,206541,211386,84198,84879,1772308260,1801092072,0.662,0.227,47800665,71016315,0.277,0.107,39965,399303207,0.699,0.38,21.014,20.142,20.632,21.05,1.285,0.985,0.413,0.242,-0.594,-0.185,-0.039,0.028,-10.014,183254,182767,166100,0.559,0.399,613.824,627.644,-0.449,0.745,636.984,613.511,407.703,648.195
2014-03-12,7856717323,636.984,3.2243765161149804e+16,3815723799,3739906050,3312542872,2195187131,3815594197,3680371120,3345643382,2405041038,3815723799,3552382188,376985758.27272725,915887910,1875523777,2.097126661019689e+17,1.902,3.1518230303442508e+16,3.038955791912304e+16,2.790274781403556e+16,3.1711852922047496e+16,3.1277159003747416e+16,3.027883908146621e+16,2.780996421814447e+16,2.0371554001696936e+16,3.1703750264085696e+16,3.0912209149713736e+16,2.942372106487572e+16,2.3055788936736464e+16,2020007670662800.0,3536266095743214.0,6220296077212047.0,1.5062659293638834e+16,5609907828761236.0,3.1262944749757e+30,9.6730208220449e+30,5.6720926249061e+31,0.445,1.836,83.592,83.607,94.169,209.846,86.69,87.069,104.409,222.845,86.212,84.848,84.413,87.771,152.098,31.67,250.753,-1.981,-1.891,-0.987,603894301,505125212,538626744,1.288986650151488e+17,7.252969246395466e+16,5.733312455581488e+16,-0.31,0.127,0.13,0.167,0.129,0.127,0.001,0.0023885714285714,1.364,-0.755,0.181,0.023,-0.466,0.195,-25.379,8.537,8.523,8.332,1.648,0.679,0.232,0.027,8446691209,-0.394,0.746,11807,9049,8644,10331,9490,8367,8417,11182,8263,11492245,2.36,-0.511,159.3,200.595,198.281,167.051,63.235,164.381,999.659,-0.449,0.294,0.358,0.348,0.324,0.391,0.357,0.334,0.118,0.147,0.137,0.003,0.005,0.309,-0.079,-0.52,-1.117,239080,195702,207265,212365,83724,85227,1752406401,1815911665,0.665,0.231,49616962,73011838,0.282,0.108,40528,410626529,0.701,0.382,20.972,19.958,20.517,21.003,1.431,1.07,0.512,0.286,-0.675,-0.224,-0.048,0.027,-9.55,184325,184109,167153,0.563,0.4,618.395,632.185,-0.447,0.73,638.79,613.783,403.328,650.767
2014-03-13,7868331870,638.79,3.7228456676741016e+16,3949826923,3817653193,3365763829,2231961379,4016813683,3752059394,3401926594,2444887019,3916301142,3610800917,379300913.0,934426472,1902746668,2.182882080401736e+17,1.895,3.337541526830413e+16,3.095762289307472e+16,2.841527276613957e+16,3.4470154799394256e+16,3.2764983421995816e+16,3.1205454760836184e+16,2.841760889289264e+16,2.074203537917043e+16,3.310366769893697e+16,3.182406231739613e+16,3.002537970117929e+16,2.3460111868281668e+16,3934767541823000.0,4921668393837124.0,6660090442637350.0,1.5360349713033724e+16,7952909635323533.0,6.0557049447238e+30,1.1089201176027e+31,5.8985085826674e+31,2.56,1.828,82.01,81.913,92.344,205.107,78.217,84.759,102.172,219.48,79.288,80.939,82.564,86.195,149.019,30.767,236.656,-1.908,-1.895,-0.989,614966136,501802694,538475141,1.1823645761556493e+17,7.248886944477318e+16,5.660842138346662e+16,-0.22,0.128,0.13,0.166,0.129,0.127,0.001,0.0024114285714285,0.637,-0.751,0.173,0.023,-0.462,0.19,-26.587,8.618,8.527,8.339,1.651,0.681,0.203,0.028,8426612133,-0.391,0.731,11932,9195,8567,9404,9108,8254,8378,9885,8220,11261593,2.306,-0.442,156.183,198.999,196.934,162.456,64.701,225.587,1047.0,-0.454,0.284,0.362,0.349,0.325,0.39,0.358,0.334,0.114,0.147,0.137,0.003,0.005,0.3,-0.063,-0.52,6.706,240758,196586,208353,213707,82916,86086,1718757785,1852704421,0.667,0.234,50009975,74133945,0.287,0.109,40947,419155806,0.702,0.384,20.931,19.794,20.407,20.958,1.551,1.144,0.601,0.327,-0.719,-0.261,-0.057,0.026,-9.576,185620,184732,167973,0.565,0.401,622.567,636.044,-0.444,0.716,632.924,596.009,425.31,642.504
