Date,bitcoin-hashrate_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-3,difficulty-btc-sma-7,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-3,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-14,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-mom-3,difficulty-btc-mom-90,difficulty-btc-var-30,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-14,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-3,difficulty-btc-roc-14,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-7,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-var-30,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-roc-30,hashrate-btc-roc-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-mom-7,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-ema-7,sentinusd-btc-wma-3,sentinusd-btc-wma-14,sentinusd-btc-std-90,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-14,sentinusd-btc-trx-30,sentinusd-btc-trx-90,sentinusd-btc-rsi-30,transactionfees-btc-ema-90,transactionfees-btc-wma-7,transactionfees-btc-std-30,transactionfees-btc-var-3,transactionfees-btc-trx-7,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-ema-90,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-std-7,median_transaction_fee-btc-std-30,median_transaction_fee-btc-mom-14,median_transaction_fee-btc-trx-7,confirmationtime-btc-sma-7,confirmationtime-btc-sma-14,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-wma-14,confirmationtime-btc-wma-90,confirmationtime-btc-std-14,confirmationtime-btc-std-90,confirmationtime-btc-var-14,confirmationtime-btc-var-90,confirmationtime-btc-trx-30,marketcap-btc-sma-30,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-90,marketcap-btc-std-90,marketcap-btc-mom-14,marketcap-btc-var-90,marketcap-btc-trx-3,marketcap-btc-trx-7,marketcap-btc-trx-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-14,marketcap-btc-roc-90,transactionvalue-btc-ema-3,transactionvalue-btc-wma-3,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-14,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-var-14,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-wma-30,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-sma-3,size-btc-sma-7,size-btc-sma-90,size-btc-ema-3,size-btc-std-7,size-btc-std-90,size-btc-mom-30,size-btc-var-7,size-btc-var-90,size-btc-trx-30,transactions-btc-sma-90,transactions-btc-wma-30,transactions-btc-std-14,transactions-btc-std-90,transactions-btc-var-90,transactions-btc-trx-7,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-14,sentbyaddress-btc-wma-30,sentbyaddress-btc-wma-90,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,sentbyaddress-btc-rsi-90,top100cap-btc-sma-90,top100cap-btc-wma-14,top100cap-btc-std-14,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-mom-14,top100cap-btc-mom-30,top100cap-btc-var-14,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-trx-90,top100cap-btc-rsi-90,top100cap-btc-roc-14,activeaddresses-btc-sma-90,activeaddresses-btc-std-14,activeaddresses-btc-var-14,activeaddresses-btc-trx-14,activeaddresses-btc-trx-30,price-btc-sma-90,price-btc-ema-90,price-btc-trx-3,price-btc-trx-7,price-btc-trx-14,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-14,price-btc-roc-90,bitcoin-price_raw_30d
2013-04-11,65886778608137.0,7092.0,20.19,7673000,7577580,6164676,4377328,7660142,7503324,7133024,6358816,4902639,7673000,7649145,7361530,6765619,5134959,941674,2277070,2953023,567052.6666666666,4423450,1296262457682.0,1.656,1.851,1.358,0.365,99.915,98.62,93.644,7.943666666666667,14.594,67068308741765.0,62986677705533.0,61109257991306.0,53954152826930.0,36140003890285.0,66376937399976.0,64137235862668.0,60884980460614.0,54504195308758.0,41029324032980.0,67197497880486.0,65178541237577.0,62571996343681.0,58282455579911.0,43763128342763.0,10458008745264.0,9663219377109.0,17638256207232.0,28545384259058.0,7.7777020507993e+25,1.514,1.659,1.527,0.493,126.946,209.109,10916.0,10166.0,8860.0,7116.0,4746.0,9502.0,9781.0,9027.0,7645.0,5463.0,9873.0,10242.0,9608.0,8154.0,5840.0,4004.0,4449.0,-1685.0,4007207.0,4949018.0,3.896,0.254,238783534,209501632,252500935,294471505,235583663,153047169,7495374304932720.0,5855858996854238.0,4.97,3.937,0.734,52.734,0.056,0.133,0.074,0.001,4.215,3.505,1.629,55.42,0.076,0.063,0.024,0.051,0.031,0.077,0.027,0.042,0.015,5.557,8.677,8.476,8.26,8.989,8.56,8.594,1.212,2.567,0.367,1.647,-0.187,988725277,1113695941,654456853,717521830,876642040,327437616,1.9212531661372112e+17,0.366,5.629,5.171,60.187,65.378,34.847,750.464,5254,5735,3057.0,2336379,4.531,3.742,0.231,93.529,52.826,5309.0,6.844,3.842,0.568,1.325,1.201,1.271,0.631,0.757,0.1,0.143,0.258,0.075,0.664,188022,187604,160726,196870,37770,51080,36583.0,356640891,652279796,0.166,54776,58284,13114,15427,59494684,1.248,0.149,0.38,62504,53099,43273,56408,45444,66944,58962,47304,163781316,0.831,0.303,55.006,19.438,19.873,0.267,0.501,0.448,0.481,0.73,0.018,0.05,0.089,0.035,-0.049,52.423,2.44,63095,38707,374556908,2.27,1.035,46.649,59.859,0.335,5.589,5.124,3.601,1.438,60.08,65.226,34.108,722.163,112.503
2013-04-12,63688279726654.0,6360.0,20.136,7673000,7673000,6274847,4426478,7666571,7545743,7205021,6443602,4963526,7673000,7673000,7433036,6862931,5207391,945464,2238163,3022728,533423.2222222222,4423450,1252343164010.0,1.528,1.814,1.378,0.376,99.915,98.62,93.644,7.413222222222222,14.594,66593854058705.0,64682795559961.0,61439083798710.0,54950625608863.0,36637584644909.0,65032608563315.0,64024996828665.0,61258753696086.0,55096716884106.0,41527323059214.0,65507483372931.0,65353941742857.0,62915865908394.0,58910463766990.0,44368584954551.0,5179945926194.0,9677588973797.0,16296614049767.0,28885591087043.0,6.6394907371765e+25,1.44,1.63,1.533,0.505,88.46,236.868,8586.0,9653.0,8853.0,7160.0,4791.0,7931.0,8926.0,8671.0,7562.0,5483.0,7595.0,9290.0,9275.0,8105.0,5876.0,4022.0,4431.0,-3591.0,4044145.0,4908464.0,2.52,0.273,226081351,211164080,223990986,205484799,226111597,153054969,7196537946785288.0,5856455890383685.0,4.712,3.95,0.786,50.569,0.057,0.124,0.072,0.002,3.012,3.507,1.67,53.934,0.073,0.063,0.024,0.051,0.031,0.07,0.033,0.041,0.003,3.862,8.564,8.48,8.232,8.95,8.54,8.58,1.21,2.5,0.366,1.563,-0.179,1007159863,1107582805,662467523,728734302,879739053,69710266,1.9348520028012816e+17,-5.709,3.919,4.842,54.075,59.878,7.344,584.068,4021,4091,2972.0,2208171,4.336,3.755,0.272,93.856,53.832,5143.0,6.756,4.017,0.621,1.319,1.199,1.277,0.63,0.757,0.099,0.143,0.275,0.079,0.657,182904,183848,160733,180323,41123,51081,-3736.0,422778212,652320582,0.185,54920,58489,13123,15321,58683492,1.084,0.162,0.379,63076,53802,43613,56992,45885,67339,59760,47792,165857321,0.881,0.31,53.447,19.446,19.906,0.295,0.525,0.471,0.275,0.655,0.022,0.055,0.091,0.037,-0.048,51.908,1.384,63675,37977,360557325,2.327,1.094,47.521,60.575,-5.735,3.885,4.798,3.629,1.484,53.973,59.742,6.762,561.246,111.738
2013-04-13,62912871328188.0,6595.0,20.138,7673000,7673000,6375101,4475627,7669785,7577557,7267418,6522918,5023075,7673000,7673000,7495236,6953134,5278743,928484,2210075,3087734,499793.77777777775,4423450,1221108094430.0,1.384,1.767,1.394,0.387,99.915,98.62,93.644,6.882777777777777,14.594,64162643220993.0,64837746499643.0,61782278732706.0,55725770086524.0,37109457916385.0,63972739945752.0,63746965453545.0,61479302713700.0,55600984912757.0,41997335109082.0,63666992007672.0,64911460684914.0,63112370912324.0,59424157039204.0,44946063782755.0,4885643766853.0,9520248625628.0,15506433654622.0,29197883149984.0,6.0112371171297e+25,1.274,1.581,1.533,0.518,58.636,207.729,6682.0,9320.0,8852.0,7215.0,4839.0,7263.0,8343.0,8395.0,7500.0,5507.0,6600.0,8526.0,8974.0,8069.0,5915.0,4024.0,4415.0,-2328.0,4047471.0,4872858.0,1.205,0.291,217704574,207417876,192738450,127721365,211153832,152519887,6873727930892684.0,5815578951777596.0,4.208,3.895,0.834,49.047,0.057,0.111,0.07,0.00175,1.537,3.464,1.706,52.733,0.07,0.064,0.025,0.051,0.031,0.064,0.037,0.04,0.005,2.284,8.534,8.501,8.251,8.926,8.559,8.572,1.209,2.469,0.365,1.524,-0.17,1027615878,1106150679,671762409,741194598,884141326,126306405,1.954264710232443e+17,-7.892,2.331,4.405,55.332,60.772,13.17,631.553,3208,2798,2866.0,2053298,3.934,3.712,0.312,92.368,54.205,4937.0,6.26,4.094,0.671,1.283,1.192,1.261,0.636,0.76,0.101,0.144,0.215,0.075,0.649,175153,181937,160542,162756,46533,51184,-10769.0,541321269,654939242,0.197,54965,58357,13595,15279,58358928,0.685,0.17,0.378,63298,54245,43791,56853,46081,66240,59826,48039,160688634,0.917,0.317,51.987,19.456,19.937,0.318,0.546,0.491,0.181,0.647,0.025,0.06,0.094,0.04,-0.047,51.927,0.908,63979,37303,347881893,2.254,1.135,48.46,61.407,-7.92,2.301,4.365,3.616,1.526,55.223,60.631,12.556,607.072,112.241
2013-04-14,61636671163390.0,5779.0,20.149,7673000,7673000,6469279,4524777,7671393,7601418,7321496,6597117,5081315,7673000,7673000,7548129,7036869,5349015,889543,2182310,3148331,466164.3333333333,4423450,1190619441762.0,1.233,1.71,1.405,0.398,99.915,98.62,93.644,6.352333333333333,14.594,62745940739411.0,64684411716147.0,62288221277125.0,56365301454215.0,37534784253576.0,62804705554571.0,63219391881007.0,61500285173658.0,55990384025701.0,42428968868517.0,62404005978871.0,64111191850851.0,63092956569749.0,59805505495776.0,45485123414557.0,5200368715692.0,8642170438363.0,14831557300994.0,29497871637179.0,5.4993772993164e+25,1.043,1.513,1.529,0.53,45.196,163.886,6245.0,8801.0,8767.0,7258.0,4877.0,6521.0,7702.0,8046.0,7389.0,5513.0,6148.0,7641.0,8564.0,7976.0,5936.0,4225.0,4388.0,-3632.0,4461914.0,4813521.0,-0.041,0.307,208218748,202396454,159760350,86483496,191608255,151993415,7010384976472504.0,5775499545862167.0,3.527,3.775,0.877,47.614,0.058,0.103,0.068,0.0015,0.379,3.396,1.738,53.739,0.067,0.064,0.025,0.05,0.032,0.058,0.041,0.039,0.001,0.897,8.624,8.565,8.286,8.928,8.68,8.583,1.297,2.471,0.42,1.526,-0.159,1045551117,1100150530,679265397,751838459,886199895,36187478,1.963375635312388e+17,-8.479,0.938,3.908,53.68,59.319,3.704,579.723,2301,1960,2931.0,2147692,3.347,3.608,0.349,89.54,54.081,4962.0,5.496,4.079,0.717,1.304,1.189,1.273,0.63,0.756,0.099,0.143,0.189,0.074,0.642,161378,177617,161076,168962,42449,50778,2592.0,450479934,644611706,0.207,55086,58361,10694,15114,57106130,0.295,0.175,0.376,63687,54223,43937,56083,46056,63789,59225,48063,161081756,0.936,0.323,50.681,19.466,19.968,0.336,0.559,0.51,0.303,0.74,0.028,0.065,0.097,0.042,-0.046,52.024,1.527,64280,35536,315701737,2.066,1.156,49.325,62.076,-8.509,0.909,3.871,3.566,1.564,53.568,59.178,3.144,556.932,108.635
2013-04-15,61994386305362.0,5865.0,20.385,7673000,7673000,6563458,4573926,7672196,7619313,7368363,6666529,5138275,7673000,7673000,7591716,7114529,5418207,825541,2137654,3204770,432534.8888888889,4423450,1142391637396.0,1.085,1.646,1.413,0.409,99.915,98.62,93.644,5.821888888888889,14.594,62181309598980.0,64491019249841.0,62037669432380.0,57066213968040.0,37976966029229.0,62399545929966.0,62913140487095.0,61566165324552.0,56377739011486.0,42858978042953.0,62028228761846.0,63438685498154.0,63053778573514.0,60168672260366.0,46022697086025.0,5478034254668.0,8456329193286.0,13806539915148.0,29756984964706.0,4.7655136107145e+25,0.816,1.434,1.52,0.542,51.328,179.279,6080.0,8193.0,8670.0,7296.0,4921.0,6193.0,7243.0,7755.0,7291.0,5521.0,5958.0,6907.0,8177.0,7886.0,5958.0,4419.0,4348.0,-4259.0,4882989.0,4725580.0,-1.062,0.323,189209704,198758577,139044325,75220281,174874895,151628775,7104680291951536.0,5747821332686852.0,2.811,3.615,0.916,48.272,0.059,0.104,0.067,0.00125,-0.062,3.328,1.769,55.764,0.061,0.064,0.026,0.05,0.032,0.052,0.042,0.038,-0.004,-0.274,8.551,8.672,8.304,8.894,8.709,8.58,1.082,2.389,0.293,1.427,-0.148,1061543417,1091184689,685461322,761129145,886692561,-78337200,1.9655592463753626e+17,-8.253,-0.238,3.387,52.513,58.305,-7.536,545.312,1986,1699,2977.0,2215376,2.708,3.467,0.383,88.231,54.414,4930.0,4.704,4.011,0.761,1.37,1.224,1.312,0.64,0.764,0.102,0.146,0.261,0.084,0.635,160748,172869,161116,165425,40965,50775,60938.0,419532052,644531554,0.214,55191,58317,10345,14960,55948836,-0.06,0.177,0.375,64414,55075,44122,56271,46340,63164,59533,48394,146702119,0.948,0.329,52.398,19.479,20.027,0.406,0.594,0.542,0.423,0.98,0.041,0.074,0.103,0.045,-0.045,54.059,2.118,64753,32978,271884049,1.901,1.174,50.138,62.627,-8.286,-0.265,3.352,3.486,1.598,52.398,58.164,-8.032,523.689,104.575
2013-04-16,68054656188210.0,4937.0,20.518,7673000,7673000,6657636,4623075,7672598,7632735,7408981,6731462,5193984,7673000,7673000,7625997,7186112,5486319,729914,2075018,3257267,398905.4444444445,4423450,1076424681331.0,0.943,1.576,1.418,0.419,99.915,98.62,93.644,5.291444444444444,14.594,63895237885654.0,64911449594467.0,62481173667108.0,57776120065725.0,38512729544934.0,65227101059088.0,64198519412374.0,62431297439707.0,57131088506758.0,43412729210981.0,64964902056461.0,64329594732747.0,63856043474291.0,60877604016506.0,46683745221387.0,6028148517948.0,9003122564089.0,13803433440421.0,30164729405180.0,4.7633693686032e+25,0.77,1.376,1.511,0.554,45.548,243.088,5527.0,6991.0,8452.0,7295.0,4949.0,5565.0,6666.0,7379.0,7139.0,5508.0,5387.0,6093.0,7680.0,7734.0,5958.0,4816.0,4314.0,-8415.0,5797867.0,4652684.0,-2.006,0.338,160626486,189248048,135323024,97849319,164928301,151606045,6661699350982028.0,5746098225175414.0,2.188,3.446,0.952,50.178,0.059,0.09,0.065,0.001,-0.995,3.224,1.795,51.2,0.053,0.062,0.026,0.049,0.032,0.046,0.032,0.037,-0.016,-1.339,8.545,8.685,8.345,8.862,8.637,8.563,1.052,2.352,0.277,1.383,-0.139,1073184749,1074228096,688601898,767302309,884609359,-354743968,1.9563342943098416e+17,-8.53,-1.306,2.845,49.66,55.839,-29.984,446.896,1985,1781,2916.0,2125679,2.098,3.306,0.415,86.076,54.423,5175.0,3.896,3.894,0.801,1.357,1.243,1.308,0.598,0.764,0.089,0.146,0.275,0.089,0.628,172749,173164,161121,173308,41170,50783,100293.0,423741141,644731362,0.221,55348,59086,10876,15180,57605566,0.001,0.182,0.373,64760,56172,44383,56971,46797,63525,60310,48900,135844174,0.961,0.336,53.345,19.494,20.1,0.495,0.639,0.582,0.494,1.125,0.061,0.085,0.112,0.048,-0.044,55.142,2.468,65219,32565,265112235,1.755,1.188,50.814,62.899,-8.563,-1.332,2.813,3.377,1.627,49.549,55.706,-30.354,428.524,107.0
2013-04-17,67652617934419.0,5006.0,20.389,7794759,7725182,6763990,4676283,7855437,7734120,7492887,6815773,5256496,7855638,7764319,7699674,7275186,5561378,636383,2019357,3321596,365276.0,4788726,1019450344506.0,0.89,1.516,1.42,0.43,99.941,98.84,94.189,4.761,20.049,65900553475997.0,64546608750623.0,63008477266074.0,58438944183005.0,39031430337929.0,66439859496754.0,65062044042885.0,63127473505668.0,57809896856930.0,43945474018090.0,66843592080844.0,65014886817735.0,64545569376599.0,61514797427390.0,47324182328849.0,4906971598608.0,9283783720397.0,13726914514982.0,30543339359100.0,4.7107045525407e+25,0.782,1.328,1.501,0.566,41.628,222.623,5269.0,5948.0,8177.0,7308.0,4983.0,5285.0,6251.0,7063.0,7001.0,5497.0,5126.0,5596.0,7220.0,7586.0,5959.0,5122.0,4268.0,-7299.0,6559205.0,4554470.0,-2.762,0.351,116730961,180186294,132824752,116867384,156405886,151494365,6684089927335452.0,5737635628101426.0,1.65,3.273,0.985,50.225,0.06,0.092,0.063,0.001,-1.23,3.124,1.818,54.531,0.046,0.061,0.026,0.049,0.032,0.043,0.012,0.035,-0.021,-2.168,8.671,8.699,8.374,8.812,8.602,8.553,1.032,2.187,0.266,1.195,-0.131,1084973139,1060304452,692333979,773970705,882834594,-459778267,1.94849229899552e+17,-7.663,-2.137,2.324,50.292,56.262,-34.88,441.508,2180,2127,2908.0,2113889,1.565,3.14,0.445,85.061,54.773,5306.0,3.171,3.753,0.838,1.377,1.279,1.349,0.616,0.775,0.095,0.15,0.385,0.105,0.622,168960,172501,160719,168555,41600,50115,56254.0,432636198,627870734,0.225,55443,59071,11015,15101,57010541,-0.061,0.185,0.372,64204,56859,44613,57256,47117,63074,60646,49273,128369152,0.969,0.342,52.598,19.507,20.151,0.532,0.653,0.608,0.402,1.034,0.071,0.092,0.121,0.051,-0.043,53.895,2.011,65734,32494,263963560,1.637,1.2,51.513,63.225,-7.698,-2.163,2.294,3.25,1.653,50.174,56.125,-35.223,423.267,110.492
2013-04-18,72151171083871.0,4878.0,20.427,8228524,7911082,6901545,4739892,8414867,8044164,7690408,6955032,5338205,8445407,8076597,7885369,7417786,5655840,793133,2040554,3427443,1301296.0,5724746,1040964977283.0,1.066,1.496,1.426,0.442,99.968,99.185,95.245,16.959,34.028,69286148402167.0,65441521961442.0,64214099833488.0,59328590569163.0,39623024055206.0,69295515290313.0,66834325803132.0,64330633182762.0,58735140355442.0,44565379448107.0,69968900884781.0,66916027401047.0,65764595218972.0,62399457227446.0,48052088718869.0,7272821162999.0,9335855483737.0,13706862555370.0,31020141288674.0,4.696952027795e+25,0.916,1.305,1.494,0.578,58.707,281.596,4940.0,5631.0,7899.0,7308.0,5009.0,5082.0,5908.0,6772.0,6864.0,5483.0,4930.0,5329.0,6780.0,7430.0,5957.0,5379.0,4235.0,-2214.0,7233185.0,4484198.0,-3.339,0.363,167620459,203201997,236791033,336814770,205539697,180117427,1.1507710157697848e+16,8110571853729934.0,1.849,3.238,1.027,63.206,0.061,0.091,0.061,0.001,-1.473,3.014,1.839,52.825,0.044,0.06,0.027,0.048,0.033,0.043,0.008,0.034,-0.014,-2.543,8.784,8.731,8.418,8.788,8.748,8.575,1.133,2.097,0.321,1.099,-0.12,1101141346,1059377638,700105515,784589665,884475080,-311886133,1.9557404163789312e+17,-3.972,-2.512,1.883,54.02,58.757,-22.97,540.386,7022,7054,4275.0,4569337,1.852,3.126,0.484,85.506,55.59,5329.0,2.592,3.611,0.875,1.32,1.277,1.34,0.617,0.775,0.095,0.15,0.412,0.115,0.616,163137,162205,160266,156487,25518,49958,11966.0,162790827,623957901,0.223,55415,58379,12628,15158,57442874,-0.427,0.182,0.37,62971,57129,44766,57078,47280,61780,60494,49491,124833894,0.969,0.348,51.718,19.52,20.203,0.568,0.662,0.634,0.437,1.085,0.081,0.1,0.129,0.054,-0.042,54.205,2.186,66013,33744,284670698,1.473,1.2,52.395,63.917,-4.014,-2.539,1.854,3.119,1.676,53.895,58.612,-23.375,518.736,112.815
2013-04-19,59918797331804.0,6198.0,20.424,8662289,8096981,7039100,4803500,8694581,8276697,7861593,7085307,5418120,8818293,8342401,8049365,7551512,5748904,908847,2024487,3525530,1301296.0,5724746,1024636874867.0,1.285,1.497,1.434,0.453,99.968,99.185,95.245,16.959,28.112,66574195450032.0,64903024476464.0,64792910018212.0,59835876327805.0,40042583555610.0,64607156311058.0,65105443685300.0,63742388402634.0,58811505321659.0,44902817203792.0,65285225349600.0,65535346243637.0,65191888218748.0,62437535083100.0,48498149670003.0,8210138179883.0,6867867583257.0,12584247801134.0,31085309360937.0,3.9590823180089e+25,0.756,1.242,1.479,0.59,34.046,170.411,5361.0,5608.0,7630.0,7286.0,5048.0,5640.0,5980.0,6695.0,6821.0,5499.0,5559.0,5471.0,6553.0,7358.0,5983.0,5317.0,4214.0,-162.161,7067239.0,4439211.0,-3.471,0.375,175175600,200628476,225430056,299458511,203959047,180948734,1.1362994333806816e+16,8185611118074155.0,1.927,3.187,1.068,51.483,0.062,0.093,0.058,0.001,-1.483,2.905,1.857,53.565,0.045,0.059,0.027,0.049,0.033,0.045,0.01,0.033,-0.011,-2.474,9.097,8.831,8.541,8.801,8.986,8.613,1.452,2.125,0.527,1.129,-0.103,1119422996,1067103563,710633514,797920359,889209803,-235262539,1.976735185425368e+17,0.614,-2.441,1.54,56.421,60.38,-16.633,621.893,5187,6027,4258.0,4532981,1.952,3.086,0.522,85.912,56.386,5338.0,2.126,3.47,0.909,1.332,1.307,1.361,0.589,0.774,0.087,0.15,0.468,0.129,0.61,173271,169035,160843,184039,43091,51103,107554.0,464213882,652890003,0.228,55452,58518,12579,15181,57613142,-0.523,0.179,0.369,62830,57952,45122,57739,47720,62362,61152,49987,120649547,0.969,0.354,53.194,19.534,20.251,0.58,0.669,0.658,0.591,1.012,0.084,0.108,0.136,0.058,-0.041,54.173,2.98,66631,33845,286369549,1.35,1.2,53.41,64.857,0.567,-2.471,1.512,2.993,1.697,56.29,60.23,-17.071,597.454,112.905
2013-04-20,64763702820794.0,6887.0,20.546,8974296,8282881,7176655,4867108,8834439,8451097,8009954,7207178,5496277,8974296,8561730,8194605,7676363,5840570,1057180,1970245,3616489,936020.0,5724746,970466037257.0,1.463,1.505,1.442,0.465,99.968,99.185,95.245,11.645,16.959,65611223745490.0,65167428975407.0,65002587737525.0,60239166812288.0,40521346983024.0,64685429565926.0,65020008469174.0,63878563658389.0,59195518063539.0,45339320184386.0,64379979034981.0,65500515829720.0,65187993925759.0,62755459372970.0,49041470972535.0,8054474477105.0,6669387347744.0,12413472453200.0,31265747259647.0,3.8523574586589e+25,0.611,1.175,1.462,0.601,22.973,198.795,5988.0,5650.0,7485.0,7293.0,5099.0,6263.0,6207.0,6721.0,6825.0,5530.0,6323.0,5790.0,6454.0,7332.0,6024.0,5279.0,4191.0,291.867,6966124.0,4391660.0,-3.196,0.386,176235242,196969908,195672125,208429854,191395028,180359331,1.140876179954406e+16,8132372072422718.0,1.792,3.098,1.105,49.237,0.063,0.098,0.057,0.001,-1.213,2.802,1.873,54.16,0.046,0.058,0.028,0.049,0.034,0.049,0.013,0.033,-0.01,-2.069,9.201,8.867,8.632,8.782,9.055,8.625,1.476,2.073,0.545,1.074,-0.086,1138301959,1079903169,722828326,812901194,896047453,-209330178,2.007252594814136e+17,3.989,-2.033,1.289,57.896,61.377,-14.194,672.673,3894,4396,4251.0,4516867,1.868,3.014,0.558,84.435,56.532,5460.0,1.665,3.312,0.941,1.349,1.316,1.353,0.573,0.773,0.082,0.149,0.463,0.138,0.604,171139,170781,161030,170724,39962,50928,30384.0,399243180,648423523,0.229,55529,57904,13263,14961,55956096,-0.777,0.171,0.366,62634,58095,45304,57196,47755,60560,60595,50079,117540312,0.96,0.359,50.982,19.549,20.309,0.599,0.681,0.688,0.713,1.165,0.09,0.118,0.143,0.061,-0.04,55.163,3.596,66947,35349,312388012,1.171,1.187,54.512,65.948,3.943,-2.066,1.261,2.876,1.716,57.759,61.222,-14.639,646.552,113.2
